,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,cloud,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
owl,0.9965445,1.0253012,0.8699033,1.0442216,0.89301705,0.8853658,0.7240869,1.022863,0.9474065,1.0131922,1.0105498,1.1622266,1.0469038,0.90788466,1.0405703,0.98340344,1.1245551,1.0435638,1.1706251,1.1174996,1.1391486,0.8948811,1.2454395,1.2178906,0.98876756,1.2083312,1.1535451,0.9617387,0.8394636,1.2219487,1.0268041,0.9438533,1.0673366,1.005212,0.9508168,0.99739873,0.86073256,0.99200857,0.8838893,1.1513596,1.1018722,1.2321054,0.94115925,0.90855765,0.85677797,1.0063893,1.0574106,0.90580755,0.9147993,0.9434447,1.0305539,1.0589437,0.8754909,0.9537361,1.0539867,0.8572722,1.0924281,1.2323762,0.7804962,0.80888134,1.0733056,1.0006822,1.1224157,0.9340906,0.87992215,0.8313949,0.929601,0.94176805,1.0680337,0.96622384,1.0928516,0.9307318,1.180881,0.9705993,1.2391135,1.227494,1.225522,1.0477892,0.8468318,0.7625582,1.0296519,0.81595826,0.77946424,0.972373,1.20545,0.98290664,1.0122792,0.85046077,1.2494767,0.0,1.0068045,0.9029106,1.0190772,1.0660285,0.8351278,1.268956,1.23065,0.6767686,1.0052673,1.166347,0.9635314,1.0740523,0.960151,0.9209764,0.8784647,0.97198975,1.006793,1.1217448,1.1475682,0.9495966,0.85444725,1.0374101,1.0438164,1.0295807,1.1754699,0.9131857,0.9795435,0.93847954,1.2262766,0.88862735,1.1491445,1.1424348,1.0459262,0.9005032,1.0267411,0.96278006,1.0661222,1.2667856,1.0413224,1.0673906,0.9264978,0.9780686,0.97678405,1.1842768,1.000127,0.90810317,0.8750929,0.9153334,0.95793045,1.2248522,1.1463292,0.9539168,0.9742663,1.1123253,1.0084928,1.1970909,1.1786575,1.0933771,1.1508898
pajamas,0.94542646,1.016351,1.3920813,0.46091294,1.2207484,1.3449197,1.2260089,1.2841349,0.74850905,0.72679746,0.3182342,1.3340058,0.676173,0.29010993,1.1653724,0.24626392,1.0038962,1.0060593,1.4173747,1.3455536,1.0391427,1.1944343,1.3321487,1.3862021,1.3055122,1.3759673,1.351937,1.1700357,0.6541837,0.9195735,0.9249218,1.3848042,0.652749,1.0426723,0.993102,0.71374285,1.3856571,0.45950675,0.7117142,1.491239,0.6217448,1.4427587,1.1193674,0.8530625,0.7073994,0.8749595,1.0917795,0.73594,1.2453778,1.4353042,0.5680256,1.4325087,0.7162349,1.004869,0.908915,1.3143566,1.2772584,1.4003608,1.3058766,0.8508556,1.385547,0.86046475,0.8065856,1.2130518,0.76175153,0.9732713,0.7706312,1.3123268,0.8934963,1.2716367,1.010699,0.5018251,1.3072908,0.269764,1.3165921,1.2213678,1.4582694,1.2167313,1.1199896,0.5911588,0.7268313,0.93926007,1.1684883,1.2835042,1.0304145,1.1247234,1.049954,1.319442,1.0081539,1.0068045,0.0,0.45312506,0.79596543,1.1076908,1.2836158,1.4535435,1.4672492,1.1666782,1.090204,0.96106595,1.0144382,1.1589679,1.2354685,1.2637647,1.0986099,1.4161084,0.8490397,1.4138987,0.85672075,1.227122,1.2878578,0.69295466,1.3802674,0.40458488,1.2421006,0.3886801,0.7589452,0.5945871,1.2463597,0.6998563,0.95106965,0.7443324,1.4238367,0.8026458,1.4460421,0.6359885,1.1224781,1.4576705,0.8936019,0.92415357,1.4139557,0.66461915,0.35418487,0.7458618,0.6691641,1.5183764,0.89756817,1.1669673,1.1359978,1.0646747,0.8876617,1.3541586,0.85289013,0.9876454,0.9018177,1.1611245,1.2828732,1.3024197,0.89767843
pants,1.0512985,0.8434514,1.3298411,0.49978673,1.283711,1.2420529,1.1432703,1.3491831,0.73413813,0.6142613,0.65622973,1.2127159,0.7280257,0.5183069,1.1909403,0.5739391,1.1439296,1.0752932,1.3079562,1.3367043,1.1077161,1.213073,1.1850598,1.3457628,1.1513143,1.1880169,1.3729377,0.9240481,0.66812897,1.0033503,1.0598757,1.2821445,0.7526545,1.1165271,1.1007681,0.82229793,1.3328884,0.6488416,0.90763265,1.3196056,0.8961384,1.3567634,1.1637266,0.96418524,0.86651826,0.85563844,0.9490275,0.45741647,1.1875865,1.3439559,0.63050234,1.2686865,0.8421534,0.8686828,0.89005613,1.2296115,1.378978,1.3230598,1.2776752,0.89771163,1.2479577,0.83464724,1.0113738,1.2357132,0.68352336,1.0958138,0.74104226,1.2025172,1.0160482,1.1033051,1.0779331,0.41062474,1.3910186,0.23107839,1.2066557,1.2540987,1.3961391,1.3283463,1.0800356,0.59883296,0.73077154,0.92832875,1.1184589,1.1613543,0.84704,0.9073516,0.9802339,1.2208642,0.8522185,0.9029106,0.45312506,0.0,0.8883327,1.118905,1.1082551,1.3885367,1.3655481,1.1195836,0.92584634,1.0979694,1.0368694,1.2589368,1.2871175,1.1682055,1.2278895,1.329859,0.88747567,1.3648363,0.8722334,1.3190612,1.2502422,0.9448861,1.24629,0.5370288,1.245369,0.3517503,0.7397878,0.43341762,1.2677052,0.63885784,0.9291853,0.9301059,1.23232,0.8913399,1.3496867,0.46885604,1.1808536,1.3036606,1.032794,0.8854675,1.2939572,0.5553224,0.48532057,0.9276947,0.8357246,1.4166374,0.9619771,0.917687,0.98357415,1.0240304,0.70109636,1.405485,0.9895474,1.1585917,0.94229966,1.2459505,1.0923538,1.1335417,0.99250257
paper,0.8320484,1.1688074,1.3576,0.80221045,1.1912928,1.2084079,1.1614671,1.0864998,0.6539805,1.149925,0.6125869,1.305624,0.7479408,0.653594,1.1257908,0.6465217,0.9754115,0.3296337,1.2997992,1.0592985,0.5873205,1.0994371,1.2315688,1.188714,1.2723275,1.2809832,1.2327813,1.2681808,0.8604971,0.9272313,0.79623634,1.3525646,0.962622,0.89450395,0.8449738,0.7562803,1.2662542,0.735951,0.7814895,1.328862,0.6505317,1.2596266,1.0802891,0.8991227,1.1035011,0.85848445,0.83949417,0.90287644,1.3236668,1.3012571,0.91263163,1.3761351,0.85239863,1.1829545,0.8806514,1.2428373,1.211865,1.095854,1.1651648,0.67419326,1.4004058,1.2633615,0.8329557,1.0210044,0.9785942,0.81790155,0.91256917,1.4039214,0.87965536,1.1659961,0.9363166,0.759862,1.1907115,0.77382797,1.0191737,1.0858743,1.2457747,1.0418689,0.97373366,0.8880082,0.8249274,1.0309165,1.0460039,1.3012133,1.1396624,1.2619226,1.1578572,1.1846845,0.9482197,1.0190772,0.79596543,0.8883327,0.0,0.86987484,1.2830802,1.1548333,1.2299488,1.1277766,1.0897504,1.222329,1.0313627,1.1378263,0.84800434,1.1263967,1.3772583,1.3891063,1.0943515,1.3046782,0.7947135,1.2250972,1.013147,0.8139485,1.2092383,0.8875157,0.96229684,0.7750836,0.90728915,1.0018364,0.9485742,0.7173158,0.60604775,0.7084493,1.4393635,0.8009072,1.2146178,1.1533247,0.8661144,1.1515411,0.7550378,0.8314265,1.320056,0.8929118,0.73463804,0.8315822,0.4899209,1.2956176,0.7654999,1.3551391,1.0618569,0.8431483,1.0769286,1.1275175,0.48635906,0.9515872,0.8978275,1.1632378,1.2111887,1.417173,0.90650326
pasta,1.0502425,1.2947161,1.1488249,1.0451355,1.0185876,1.1243051,0.93980205,0.9398482,0.9474008,1.246835,1.0004348,1.1843059,1.0524997,1.071245,1.1273177,1.0750917,0.90278727,0.9492923,1.120187,0.514284,0.8434471,0.84055245,1.0949023,1.0028055,1.2235765,1.1907494,1.0528561,1.2147257,1.1291603,1.0364369,0.6595011,1.1710943,1.0112548,1.0074403,0.83542264,1.1007639,0.93593824,1.0799272,0.87692213,1.1670808,0.96266323,1.0910368,0.83454174,0.98160976,1.069293,1.0217798,1.1051936,1.0577515,1.1322105,1.1710483,1.1224191,1.1368186,0.99977666,1.1886654,1.0084566,1.1664922,0.938711,0.92554116,0.97042805,0.8847143,1.205203,1.3191353,0.92691195,1.0742072,1.109492,0.77681446,1.090927,1.2639161,0.92242277,0.9677142,0.902794,1.0304956,0.85201955,1.0953672,0.9153041,0.9434064,1.1496049,0.7728151,0.8773116,1.158683,0.9386371,1.0963597,0.8420727,1.201882,1.1520467,1.1627885,1.2014954,0.9291781,1.0599529,1.0660285,1.1076908,1.118905,0.86987484,0.0,1.0702662,1.0889757,1.1329641,0.9828278,1.0834193,1.2743607,0.9868109,0.9429157,0.6326226,0.96208704,1.0933527,1.0789101,1.0727036,1.1649507,0.9958623,1.0280706,0.99660146,0.99815005,1.0077201,1.0524821,0.8844266,1.0809177,1.0098318,1.1402013,0.7747177,1.0243624,1.0182027,0.8960525,1.1968001,1.0036757,1.0886767,1.2092366,0.73900735,0.91224587,0.932554,0.81452715,1.132146,0.98365545,1.0561975,0.913369,0.80064905,1.0390002,0.8082248,1.2358513,1.2121923,1.0049537,1.1624894,0.95337003,0.73671055,0.92984706,0.9288692,1.0518351,1.1524494,1.2424419,1.0862161
pastry,1.0876672,0.8107448,0.6779479,1.058244,0.97645676,0.8550833,0.7838894,0.92288846,1.2340947,0.99157876,1.3916726,1.0001332,1.1987408,1.1491289,0.9535795,1.2729733,1.2442975,1.1806179,1.0287873,0.9047709,1.1487721,0.354684,1.0442159,1.0284642,0.84651244,1.0256071,1.0528624,0.80629176,1.0273807,1.1678209,0.8839833,0.9765551,1.2864904,0.916908,0.98351353,1.0873067,0.2536391,1.3118594,0.7568102,0.8923453,1.3526168,0.9303349,0.8188617,1.054745,1.0025064,1.2023097,1.1044488,1.0256329,0.8579067,0.7076585,1.1095488,0.8012725,1.2561649,0.71086746,1.2392656,0.7751386,1.0889376,0.95760226,0.95063084,1.1760622,0.9027488,0.71506053,1.2994812,0.83949137,1.1470108,0.7098542,0.8678363,0.863119,1.1344833,0.90531766,1.1491708,1.2726855,1.0030822,1.2470609,0.9734734,1.0981232,1.0311484,0.62195194,0.88142294,0.9965942,1.3771541,0.8610382,0.44353855,0.86945915,0.89310044,0.7863754,0.8477683,0.7046609,1.0751601,0.8351278,1.2836158,1.1082551,1.2830802,1.0702662,0.0,0.9790932,0.90567935,1.021985,1.1173106,0.9287757,0.63386005,1.1462939,0.7117621,0.92459023,0.47480989,0.76037204,1.1172699,1.0110177,1.2530695,0.9688262,1.0085723,1.0590497,0.6724694,1.2256702,1.1049775,1.2486948,1.1631037,0.90460986,1.0776147,1.2805499,1.2483009,1.3734107,0.8312821,1.2596931,0.67719185,0.8942046,0.8157834,0.94765526,1.2637308,0.9870758,0.73429704,1.2875712,1.282316,1.3055604,1.2527361,0.77540565,0.85374117,0.6908937,0.77640676,1.1347193,0.9599688,1.0461867,1.1326162,1.1989962,1.216377,1.0287582,1.0706882,0.8538703,1.2482476
pen,1.0097715,0.79683816,0.7828641,1.2815721,0.95000464,0.7866372,1.0450915,0.79297656,1.3161746,1.0573562,1.4804757,0.4277798,1.2383174,1.5035477,0.7845487,1.4346039,1.0675799,0.92022073,0.48515296,0.9410531,1.065425,1.1023583,0.4680016,0.6880851,0.60906065,0.4732185,0.5811762,0.75559974,1.3446717,1.003692,1.2451956,0.55507016,1.2518476,1.0212477,1.219288,1.0574033,0.8984154,1.3913925,1.4326223,0.21660316,1.313787,0.58162165,1.0897464,1.2654468,1.2291248,1.1807908,0.709523,1.2521312,0.7807399,0.648453,1.2847897,0.61475587,1.2741072,0.83858824,1.0679129,0.7436695,0.74206465,0.39933658,0.8294208,1.3531289,0.45636106,0.9388844,1.192448,0.90288055,1.2428005,1.3461533,1.1140089,0.5824448,1.1857151,0.9212921,0.94092923,1.3923652,0.7691884,1.4366341,0.538177,0.7706969,0.32735813,0.95430875,1.2034452,1.474271,1.2713954,1.2142868,1.17228,0.6206288,0.7692149,0.7823993,0.8080654,0.9861037,0.9177519,1.268956,1.4535435,1.3885367,1.1548333,1.0889757,0.9790932,0.0,0.04820478,0.9456593,0.89702654,0.6150628,1.1124464,0.91934365,1.0994465,0.9227721,0.9296174,0.6506672,0.9870579,0.47058237,1.136723,0.8544152,0.9651036,1.3268318,0.65166044,1.3266239,0.54739475,1.4176176,1.2667221,1.2450187,0.6852964,1.3781496,0.9776292,1.2784245,0.4621858,1.2136043,0.6446892,1.179862,1.1478387,0.35099518,1.1751561,1.0717026,0.6459855,1.3499279,1.3995926,1.1283433,1.4232881,0.6172102,1.3042797,0.79000455,0.6994289,0.7245975,0.90331495,0.8454734,1.3624864,1.0726625,1.1415951,0.7903199,0.5485359,0.457026,1.0476522
pencil,1.0453635,0.6853243,0.7052412,1.2671685,0.96334213,0.74548924,1.0216231,0.7998938,1.3747293,1.0261946,1.5606484,0.373555,1.3095725,1.516367,0.7904922,1.5025944,1.126832,1.0075878,0.42759073,0.9595672,1.1273137,1.0640916,0.44307864,0.7070329,0.504174,0.44473743,0.5986819,0.6098469,1.3597616,1.0660677,1.2849519,0.50184894,1.2918597,1.0425888,1.2320079,1.0670971,0.85295534,1.4607431,1.4197786,0.14315796,1.398479,0.57439286,1.097824,1.3196355,1.1805458,1.2090781,0.74845314,1.2393215,0.697749,0.5785885,1.3004714,0.58198917,1.2766647,0.6815971,1.0837927,0.695006,0.7567618,0.4269879,0.8277328,1.3874083,0.3548925,0.90874934,1.2434244,0.8873631,1.2055204,1.3599412,1.0165281,0.48962635,1.2392962,0.899631,1.0010723,1.4504366,0.8034766,1.466824,0.5651334,0.80548644,0.3205818,0.985144,1.2247227,1.4735589,1.3479459,1.2109663,1.1368381,0.4884957,0.75393593,0.6471302,0.71920645,0.96600085,0.9801173,1.23065,1.4672492,1.3655481,1.2299488,1.1329641,0.90567935,0.04820478,0.0,0.9442595,0.8458508,0.6137618,1.0403241,0.967739,1.1122229,0.9019843,0.8592061,0.5771558,1.0809995,0.4732604,1.1898327,0.8750589,0.9713659,1.3309307,0.6077062,1.3462644,0.60850024,1.4194889,1.3356447,1.2193198,0.71483994,1.4180466,1.0379325,1.3393023,0.3774222,1.2490882,0.587468,1.1401255,1.1669136,0.34574014,1.2378098,1.0419399,0.5443435,1.4069344,1.4179024,1.157897,1.4906114,0.58974046,1.3083099,0.63177204,0.60570335,0.75402886,0.88098323,0.8801947,1.4421083,1.0936528,1.1969119,0.8319853,0.5538597,0.35997832,1.0979694
penguin,0.8198199,1.1236472,0.84397274,1.2414523,0.9401057,0.9808495,0.6649059,0.91612566,1.1460322,1.0420032,1.1724882,0.92996585,1.2759972,1.2583976,0.8757198,1.1855059,0.8956173,1.0628972,0.88628674,0.9945073,1.0564117,1.0046405,0.9909354,0.98759425,0.9197145,0.94394577,0.9452353,0.9815473,1.130625,1.1556058,1.0349503,0.83472896,0.9885175,1.090845,1.1408298,1.1434041,0.9542529,1.1873599,1.1452595,0.8764999,1.1644981,0.9425883,0.9564568,0.98668045,0.99907607,1.0913124,1.0672848,1.0463958,0.86913186,0.8912372,1.0718164,0.756562,1.0441482,1.0626506,1.0225921,0.8635748,0.87125504,0.86645967,0.37844878,1.0941595,0.9072927,1.108058,1.1116978,1.0633248,1.0789784,1.1278094,1.1977075,0.8853421,1.133548,0.6428636,1.037277,1.1104066,0.8270355,1.2006505,0.9159692,0.9643841,0.9145357,1.0018938,0.9679799,1.2459126,1.1648076,1.1423333,1.0492281,0.93595475,0.9660488,1.0207827,1.1583543,0.83478993,1.0748439,0.6767686,1.1666782,1.1195836,1.1277766,0.9828278,1.021985,0.9456593,0.9442595,0.0,1.0117478,1.0569724,1.0273706,0.89203674,1.004683,0.58072686,0.9095216,0.8677536,0.96982497,0.9025739,1.1392024,0.83708876,0.7089131,1.0973922,0.9138275,1.1377956,1.0447673,1.1575115,1.1385882,1.081281,1.0773352,1.1425723,1.2170858,1.1884205,0.83296645,1.0810796,0.89152455,1.0227772,1.0609705,0.884055,1.1614428,1.1221545,0.84453523,1.1338704,1.1388158,1.1624179,1.201618,0.8009603,1.1280493,0.9841241,1.0914817,1.1241009,0.98557216,0.7549596,1.1792667,0.9793886,1.1022813,0.951831,0.9219933,0.94002867,1.105404
pickle,0.88283396,0.83849555,0.89384234,1.121565,1.0238533,0.8042574,0.94049233,1.0021676,0.93160784,1.0262055,1.0665901,0.5911971,1.0537087,1.092956,0.9607919,1.0281789,1.2265173,0.9536893,0.801072,0.9351786,1.1154261,1.1423928,0.8689444,0.8707605,0.7545138,0.68322504,0.97547436,0.48710853,1.0130607,1.1950448,1.1604418,0.8419049,1.1162302,0.99272454,1.0448989,0.90713334,1.1167442,1.0107179,1.103556,0.66752326,1.1156971,1.0001144,1.0478162,1.1072066,1.104692,1.0769918,0.8111523,0.834183,0.9692552,0.9899812,1.1300814,0.94399923,1.1165264,0.8443663,0.94952893,0.6358953,1.0372835,1.099427,0.8655178,1.1528715,0.76284826,1.0160935,1.0218792,1.0427438,0.97096795,1.148581,1.0177087,0.7892002,1.165224,0.9997714,1.1818542,1.0050868,1.1902064,0.98961306,1.0929322,1.1834598,0.8983956,1.182522,0.97035074,0.9735821,1.072939,0.994333,1.016607,0.81962466,0.89676523,0.8903655,0.88579327,1.0027164,1.1118964,1.0052673,1.090204,0.92584634,1.0897504,1.0834193,1.1173106,0.89702654,0.8458508,1.0117478,0.0,0.83703053,0.9716412,1.1160755,1.0648401,1.0409501,1.126389,0.93918765,1.014636,0.81199026,1.148702,1.0520521,0.97787863,1.0383966,0.8445971,1.0927463,1.0683963,1.0117116,1.0803014,1.0176823,1.1009585,0.91797465,0.9562206,1.117383,0.7496431,1.0157669,0.9519529,0.88202786,1.1912417,0.99931556,1.0993569,1.0411127,0.75210744,0.960026,1.0944885,1.0582013,1.1007363,0.8711967,1.0591246,0.78929555,0.8366177,1.1290523,0.9014989,1.0486175,1.1276718,1.1325605,1.1571292,1.1574823,0.96527016,0.82350755,1.1289681
pillow,0.9409991,0.615302,0.822242,1.0265987,0.97067636,0.9713686,1.1056972,0.80288017,1.2150171,0.8764665,1.1031363,0.5112901,0.9968649,1.135814,0.8186952,0.94568074,1.1436485,1.0269352,0.65932846,1.0689809,1.2209744,1.0714313,0.732257,0.75103045,0.71402884,0.5508719,0.67831695,0.87904036,0.9699319,0.9053976,1.1735245,0.7127752,1.0431716,1.0478135,1.134406,0.8464341,0.95552117,0.8666408,1.289016,0.6363511,1.10877,0.7339483,1.2193702,1.0426275,0.9297035,1.0899397,0.817811,1.0896571,0.9177592,0.77550817,1.0832978,0.72930163,1.175798,0.9293573,1.1007699,0.7665244,0.87415445,0.8855713,1.0054803,1.3577988,0.6334612,0.5253454,1.2324507,1.0446405,1.092205,1.2797856,1.0911534,0.57783556,1.2278113,1.1170914,1.2075573,1.134727,0.823224,1.0545857,0.92666256,0.95033437,0.51464903,1.0039675,1.2218484,1.0716413,1.2615721,1.0715315,1.1979455,0.7603939,0.6057879,0.9547807,0.79511845,1.1043085,0.846941,1.166347,0.96106595,1.0979694,1.222329,1.2743607,0.9287757,0.6150628,0.6137618,1.0569724,0.83703053,0.0,0.9874109,0.9459842,1.2249947,1.0957544,0.79354227,0.7075362,0.82070357,0.53529024,0.97626466,0.8456907,1.0711184,1.197486,0.83864105,0.9971975,1.1007079,1.1200836,1.2483034,0.99706364,1.0776881,1.180505,0.941103,1.3614111,0.6187929,1.1762989,0.6116741,0.83799714,1.1148409,0.8921378,1.2663748,1.1315297,0.7506334,1.076929,1.1158282,1.1911477,1.3997567,0.90802366,1.3469008,0.81953907,0.90192264,1.0416734,0.68226916,1.0729003,1.4546227,1.0995167,1.2444324,0.7961674,0.7507995,0.6805117,0.93975157
pizza,0.7655982,1.0149698,1.013506,0.92039984,1.1553901,1.1271538,1.0020932,1.0069438,1.1085707,0.9322799,1.133345,1.0431472,1.0641177,0.9099664,0.92609954,0.9841866,1.1383253,1.0346471,1.0786674,1.03831,1.1140301,0.5451103,1.0372627,1.1564357,0.91845226,1.1158569,1.1140442,0.91052127,0.80912113,1.169327,0.73052216,1.1080344,1.1187193,0.9906549,1.0010515,0.983926,0.72259736,1.1337434,0.47947443,1.0222992,1.1150111,1.1607757,0.9854449,0.8903343,0.9784036,1.134452,1.1102023,1.0450512,1.0059606,1.0611279,1.0092417,1.026822,1.0739765,0.89793986,1.0376276,0.86281705,1.0038782,1.0808107,0.92559403,1.0091006,1.0166087,0.85980964,1.0476557,1.0055869,1.009606,0.6549313,0.87369466,1.0414642,1.0731913,0.9882153,1.0794986,1.1442926,1.0989558,1.0778326,1.0470705,1.0994368,1.1164926,0.76477593,1.0586398,0.8595984,1.2086349,1.0159303,0.71671057,1.0519598,0.9552581,0.9806481,1.0279585,1.089382,1.1963725,0.9635314,1.0144382,1.0368694,1.0313627,0.9868109,0.63386005,1.1124464,1.0403241,1.0273706,0.9716412,0.9874109,0.0,1.0280594,0.8391299,0.9517421,0.83912313,1.0314769,1.1711937,1.0883526,1.0656215,0.98104906,0.9792231,0.62645775,0.89137113,1.1147809,1.149393,1.0804002,1.1032727,1.0564896,0.8958258,1.1623828,1.1010385,1.1267928,1.0166413,1.1548445,1.05963,0.95124227,0.89219725,1.0567021,1.1381108,0.9415489,0.9495831,1.2118913,1.055882,1.0298529,1.0387936,1.1399404,0.7949882,0.9581572,0.8626702,1.1075051,0.963051,1.1944718,1.0284688,0.9916959,1.114377,1.0833185,1.1190194,1.078165,1.0539205
plant,0.94628227,1.2159998,1.0467579,1.1695354,0.9137715,1.1342363,1.0518863,0.7158206,1.0259069,1.1506722,1.0706581,0.9973923,0.98501796,1.2381052,0.8569309,1.1066419,0.8139796,1.0361147,0.9069114,0.85929644,0.9138142,1.0996865,0.7963312,0.73596996,1.048642,0.88348114,0.7962851,1.2530131,1.0557075,0.75401473,0.95782554,0.9796218,0.95641214,0.989734,0.86559117,1.1000787,1.0874448,0.9745095,1.0972843,1.0449638,0.9252533,0.7717108,0.98794323,0.8755429,0.9922944,0.9859428,1.1060723,1.1886849,1.0186703,1.0991724,1.1259854,0.91030806,1.0265143,1.2773755,1.0294111,1.0306376,0.19165242,0.9170793,0.7989488,1.02372,0.9933459,1.1142814,0.8669745,1.0768855,1.0870973,1.0722512,1.1936866,1.0729744,1.0758861,0.871969,0.9367957,1.2007285,0.63969165,1.2485919,0.98042494,0.65164244,0.80828774,0.9335635,1.0570784,1.1630476,1.086166,1.1800364,1.1243497,1.1409891,1.0241648,1.1391604,1.1700276,1.0516124,0.9302237,1.0740523,1.1589679,1.2589368,1.1378263,0.9429157,1.1462939,0.91934365,0.967739,0.89203674,1.1160755,0.9459842,1.0280594,0.0,1.1067817,0.84442145,0.9884693,0.9527751,0.92984486,0.8333727,0.86042345,0.7337893,0.80724514,1.0431184,1.1162546,1.0749974,0.96239257,1.1913288,1.1396718,1.1970882,0.83772933,1.0797033,1.065074,1.0225217,1.0581186,1.0647697,1.0471448,1.189946,1.0192306,0.96485436,0.95694035,1.2076112,1.0363944,1.1319844,1.107886,0.9605762,1.050408,0.99741644,1.1526597,1.2208159,1.2570807,1.0494964,1.0861489,0.8699275,1.0929993,0.57732964,0.969272,0.7720465,0.869687,1.1033118,0.7596925
plate,1.1006072,1.1974635,0.8675956,1.1593227,0.92923325,0.8118241,0.8445442,0.88632643,1.005318,1.3076657,1.1635033,1.0914445,1.1708616,1.1056492,1.148932,1.167244,1.0411844,0.7987235,1.0717338,0.384656,0.83786845,0.4043753,1.1745623,0.9301289,1.0943767,1.1718372,1.0597069,1.0960699,1.3081992,1.2021699,0.500811,1.0470926,1.2461503,0.95069563,0.72601134,1.0364293,0.5415057,1.1827945,0.7108667,1.067657,1.1215892,0.8948592,0.63130724,1.145952,1.2486329,1.2020755,1.0898427,1.196371,1.0112864,0.85822415,1.1524775,1.1311218,1.1649013,1.1463038,1.1651373,0.887007,1.0961134,0.796963,0.9674478,0.8724262,1.1478522,1.2610414,1.1090943,0.80206084,1.2929407,0.43708527,1.1498646,1.1379282,1.0550567,1.0052041,0.9722438,1.2088244,0.98795813,1.3094659,0.76502043,1.1181146,1.1030865,0.4829042,0.79458535,1.1982569,1.1972826,1.0523964,0.5798487,1.1027126,1.1095223,1.123006,1.149128,0.7704691,1.1372241,0.960151,1.2354685,1.2871175,0.84800434,0.6326226,0.7117621,1.0994465,1.1122229,1.004683,1.0648401,1.2249947,0.8391299,1.1067817,0.0,0.9715381,0.9475981,0.9876881,1.179036,1.0738261,1.1564493,0.99509764,0.97509414,1.0166714,0.7964647,1.2999222,0.9769052,1.3036227,1.0898964,1.16259,0.9012737,1.1473725,0.8784135,1.0912813,1.0998129,1.206057,0.8586624,1.222363,0.3997457,0.7802792,1.0357655,0.9110886,0.87990147,1.2352185,1.2340155,1.1205413,0.7512263,0.6370915,0.5630638,1.1776334,1.0009174,1.1039581,1.2067553,0.96832585,0.48486525,1.107721,0.9976945,1.0369878,1.2852669,1.1989791,1.1386646
pony,0.62453246,1.1210976,0.98605865,1.2096459,0.9985568,1.0138288,0.8938773,0.9456209,1.1977968,1.1556042,1.2510387,0.9970917,1.2256275,1.2457484,0.5685469,1.2111816,0.91512185,0.9934912,0.9988599,1.0095446,1.0198203,1.0321336,0.9405606,0.9528499,0.8828075,0.9725939,0.87151235,0.9124346,1.0927267,1.0660571,1.060576,0.968298,1.1391739,0.9523189,1.1009545,1.0319405,0.9742863,1.2476604,1.1073084,0.8792116,1.0860425,0.96236485,0.88463795,0.8919989,0.95061874,1.1902673,1.0938108,1.0297248,0.94758236,1.0183477,1.1775504,0.8056042,1.0841404,0.98853016,0.97191006,0.67502034,0.83157146,0.81515306,0.3671255,1.1960051,0.9441806,1.0674952,1.0654881,0.9465,1.1226709,1.1753958,1.0950761,0.9731967,1.0990856,0.1477316,0.952451,1.1454607,0.95566845,1.2802827,0.8632223,0.8799486,1.0006063,1.0069333,1.0606165,1.1831758,1.1111944,1.1269948,0.98344797,1.0411831,1.0534226,0.9958949,1.0460727,0.9541508,1.1096675,0.9209764,1.2637647,1.1682055,1.1263967,0.96208704,0.92459023,0.9227721,0.9019843,0.58072686,1.0409501,1.0957544,0.9517421,0.84442145,0.9715381,0.0,0.91921175,1.0084928,0.9747928,0.9311467,1.2074745,0.7800245,0.24595499,1.0694075,0.96986854,1.2425927,0.8730011,1.2486265,1.0783824,0.9889586,1.0372155,1.1833751,1.2326484,1.1497787,0.920536,1.1750891,1.007247,0.94316316,1.090962,0.84548604,1.1321381,1.1050881,0.88296384,1.0655195,1.2669175,1.0900009,1.2220317,0.80558974,1.1092317,0.96112967,0.90994126,1.0335858,1.0953879,0.7463553,1.1638415,1.0921336,1.0141482,0.94113016,1.0075984,0.9913287,1.1415101
