,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
strawberry,1.2820538,0.8656346,0.57050776,0.9606502,1.3826108,0.700749,0.2884708,1.1141675,0.9578023,1.4692109,1.3444153,0.48755878,1.2539264,1.3308737,0.99131227,1.4851234,1.3835824,1.2538663,0.4709152,0.9108366,1.3567197,0.8044393,1.0422509,1.0051743,1.1576303,0.49033117,0.7834206,0.62632215,1.4208804,1.1808606,1.0386822,0.42648923,1.2530092,1.0743893,1.1413033,0.8461682,1.0812373,1.201799,1.2469981,0.39347255,1.4298905,0.68720126,0.76945317,1.3166889,1.2888577,1.1564997,1.1202066,1.0587449,1.3122528,0.73238045,0.41669273,1.2422044,1.1769985,0.77855766,1.3118403,0.6761426,1.1904912,0.76980096,0.787589,0.8298197,1.2148223,0.4608063,0.8034783,1.2413715,0.87810683,1.1915174,1.1531049,0.5415908,0.6736555,0.7132046,1.3686448,1.352176,1.0880086,1.3655533,0.8060525,1.0648686,0.4490564,1.2967339,1.0596538,0.94898355,1.3080866,1.2345723,0.7904476,0.98354656,0.2768314,0.95035505,0.75880486,0.8566629,0.40045565,1.4045578,1.0094887,1.4261432,1.2763704,1.4280317,0.53728384,0.5967766,0.7775593,0.9441086,0.65386516,1.0781583,0.96185637,0.91077787,1.0318224,0.5389581,0.5885129,1.234777,0.5105313,0.2812643,1.3922855,1.1742871,0.70609254,1.1678236,1.2479428,1.149977,1.3898556,1.0008395,1.2470162,0.62543726,1.2446394,0.9542943,1.2671254,0.446988,1.1486875,0.5368092,1.1868812,1.2401749,0.7939509,1.1148018,0.5369406,0.0,1.3141867,1.3778548,1.2086989,1.4605832,0.5337173,0.53592277,0.573545,1.2112929,1.0010715,0.7613232,1.3916441,1.1939566,1.2786939,1.1762505,0.8384297,0.47117376,1.2039347
stroller,0.8608039,1.2030369,1.2873219,1.0929948,0.9062044,1.0608795,1.3837898,0.95954794,0.74144864,0.89821714,0.60272723,1.286678,0.7031568,0.9387869,1.0725943,0.8046938,0.9417921,0.88717765,1.1146095,1.1181989,0.6987067,1.4242287,0.5983019,0.87237096,0.9301532,1.1846455,0.97589284,1.3499627,0.88427573,0.59760475,1.0155286,1.3411446,0.634373,0.9447667,1.0819623,1.2947739,1.0264264,0.6511673,1.1064416,1.3994712,0.48681343,1.0358154,1.001243,0.84604806,0.8117717,0.5791152,0.7564332,0.98459,0.8591121,1.1587404,1.393966,0.961478,0.9501926,1.2450985,0.90042603,1.3161614,0.86554486,1.1167983,1.168887,1.083615,0.91180825,1.281858,1.0794837,0.9448862,1.0452957,1.0684347,1.0742668,1.1671891,1.2538711,1.0378526,0.8877556,0.78078663,0.89250934,0.8380628,1.1556326,0.7508232,1.3270977,0.8781242,1.1611466,1.1646035,0.8614206,0.51657,1.2087921,1.0503156,1.3973267,1.09092,1.2689629,1.1772419,1.3227122,0.7159541,1.0523278,0.8101233,0.8516976,0.9129284,1.3161873,1.3323002,1.092522,1.1974894,1.1811337,1.0191157,0.91975087,1.1210548,0.8803258,1.2653179,1.2325372,0.47774065,1.126164,1.2758932,0.6282599,1.2068397,1.0588045,1.0062262,1.0003197,0.9057158,0.8851176,0.82140684,0.83164674,1.1171336,0.9065702,1.110178,0.9467258,1.2243913,1.2120705,1.3677416,0.88341707,1.0665821,1.131599,0.6705008,1.1800311,1.3141867,0.0,0.851723,0.7985096,0.79712534,1.2763069,1.3679702,1.2891672,1.0544418,1.0705621,0.83728653,0.8241662,1.0103965,0.49726796,0.8290051,0.6811915,1.2959089,0.86202466
sweater,1.0072726,1.1527369,1.441522,1.0116293,0.46257788,1.2271025,1.3572496,1.205305,1.2342612,0.7023822,0.68965274,1.3169459,0.89182484,0.1893866,1.0860591,0.49093735,0.801342,0.96474797,1.3994787,1.2958283,0.89498496,1.2013441,1.0613716,1.2249109,0.8612189,1.3356581,1.3054781,1.2990044,0.5699569,0.74392766,1.2000589,1.404797,0.7957486,1.0259578,0.99830526,1.1581362,1.0933882,0.83767366,0.8673911,1.4444609,0.7610685,1.4120532,1.2934194,0.93366134,0.82656705,0.8684408,0.9096502,1.24097,0.72988915,1.0053036,1.3628733,0.46272933,0.61819875,1.06443,0.81646144,1.398906,1.0393364,0.97624934,1.3862227,1.3762449,0.82628864,1.3384596,1.0807445,0.82713497,1.337506,0.5951979,0.7692268,1.1873991,1.2212517,1.3687823,0.88439226,0.28403556,1.1158518,0.29352164,1.4531746,1.1534461,1.4440856,0.8316109,1.1061574,1.1546252,0.62446195,0.83743113,0.9332612,0.97993445,1.3116405,1.1610088,1.0336863,0.95659006,1.4032471,0.7351396,0.90618986,0.12040877,0.3264928,0.7546226,1.3569891,1.4167626,1.3111298,1.2282732,1.3712196,1.1228424,1.2394785,1.3715441,1.0779756,1.2702572,1.2934732,1.0474311,1.3691665,1.3182719,0.67843586,0.88433856,1.1963882,0.97415566,0.6491244,1.1832743,0.09324753,1.1194402,0.47282267,1.4860225,0.71332,1.1160948,0.83720464,1.3644985,0.8491696,1.3396487,0.8623236,0.9797298,1.439373,1.0720583,1.3176367,1.3778548,0.851723,0.0,0.9394733,0.59867406,1.4890325,1.1843928,1.2837648,0.96707183,1.0963488,1.3924208,0.94451284,0.8904134,0.94428796,1.0509889,1.2146564,1.3120661,0.80533147
swing,1.049428,1.2356158,1.2862892,1.0219828,0.9938681,0.8640922,1.2071445,1.1219084,1.0639595,0.6305435,0.7041392,1.1934118,0.83650494,0.97709054,1.0540816,0.87624085,0.46809924,0.97115445,1.201897,0.97981703,0.8700055,1.3472962,0.92538035,0.898391,1.0159339,1.3085304,1.1009376,1.1982484,0.9156173,1.035798,1.0678784,1.1669359,0.8513685,1.0082016,1.0527196,1.0875227,0.94202346,1.0059531,1.1469699,1.2476622,0.7460202,1.1373188,1.110821,0.7837993,0.80050683,0.98593616,0.9552931,1.1330501,0.8808534,1.2417285,1.2745053,0.7819623,0.92604125,1.3101332,0.82713324,1.1877961,0.94220436,1.357959,1.2591835,1.1188761,0.9367995,1.2568223,1.4742892,0.30658954,1.024789,1.0927544,1.1897358,1.3049579,1.1247929,1.1595484,0.62720686,0.8386234,0.9041319,0.99276984,1.2376921,0.77294135,1.1971737,0.83695406,1.1411206,0.8799075,1.0427136,0.6747876,1.1791857,1.0993358,1.2438737,1.3879544,1.2325728,1.1934093,1.2645276,0.9875277,1.0501152,0.90109223,1.0836116,0.87100697,1.1488382,1.2652047,1.1706476,1.2396115,1.2966018,0.93103033,1.0042548,1.1629107,0.9453276,1.1737082,1.1652232,0.98810077,1.2096661,1.2191526,0.9331337,0.8469981,1.2993871,0.751687,0.91303724,0.82249725,0.9591298,1.084194,1.1618261,1.1937205,0.96038944,1.195615,0.3153504,1.3771962,0.8214268,1.2549281,1.1499478,0.9349695,1.1587459,0.5813513,1.1792235,1.2086989,0.7985096,0.9394733,0.0,0.633185,1.2219224,1.410366,1.359462,1.0150204,1.3573048,0.9462538,0.8633553,0.69370353,0.78132784,0.8058027,1.1552427,1.284957,0.919163
table,0.96103317,1.2421745,1.5499887,1.029622,0.5935201,1.1333684,1.4734164,1.1903403,1.1802051,0.41867304,0.42158222,1.403497,0.7934547,0.6027359,1.1661296,0.47732246,0.40824533,0.56163836,1.5254887,0.9524363,0.4894129,1.2947102,1.0277599,1.0036489,0.767388,1.5273755,1.2981222,1.3018944,0.6359611,0.8840836,1.1152565,1.4497097,0.78230405,0.97512656,0.9603635,1.1228937,0.986352,0.9133409,0.8642189,1.4924161,0.45770812,1.328426,1.2575862,0.5084739,0.81889445,0.87182444,1.0185889,1.061006,0.7309487,1.2840874,1.4409715,0.6885754,0.83748424,1.2750423,0.6335522,1.3253981,0.90639955,1.3279159,1.3580651,1.2647284,0.6978985,1.5080603,1.4625496,0.61660093,1.0682873,0.93094206,0.91663635,1.5200152,1.285867,1.3955426,0.62276566,0.48755997,0.87134564,0.72030336,1.3775476,1.1069622,1.5230161,0.63830376,1.1247293,0.8053933,0.65599376,0.73766434,1.1165777,1.0964667,1.4292268,1.2722375,1.2949665,1.2266089,1.5761158,0.621533,1.0671983,0.53516936,0.80996037,0.3233521,1.3758037,1.4581888,1.3975644,1.3255731,1.4909947,0.8205019,1.2621756,1.0365225,1.2116286,1.4732814,1.3541894,0.93832713,1.4234319,1.4080194,0.66154444,0.8995646,1.4745789,0.57685935,0.6718413,0.8669073,0.5973313,1.1899722,0.9512922,1.5051801,0.71845794,1.078213,0.5500417,1.588829,0.80302787,1.3541863,1.0322936,0.75806,1.2988509,1.0306877,1.3840426,1.4605832,0.79712534,0.59867406,0.633185,0.0,1.4254788,1.4893266,1.438774,0.90900075,1.2625942,1.1167451,0.37714696,0.8005985,0.86797297,0.97542155,1.3610619,1.5033503,0.89085245
tape,1.075299,0.7775888,0.4962067,0.9007416,1.4698305,0.67726946,0.42841578,0.75250745,0.77244383,1.3649944,1.4008396,0.70657,1.149121,1.4443399,1.0175623,1.4529699,1.2866915,1.1304208,0.5461258,0.6832818,1.2033064,0.6853506,1.0875825,0.7287297,1.2347038,0.5893327,0.74780065,0.81162757,1.4726205,1.1224535,0.83223,0.42041337,1.2863417,0.9862031,1.1325994,0.678763,1.0675974,1.0515833,1.1637912,0.5897702,1.3884702,0.3812254,0.7424417,1.2284869,1.2411292,1.1907113,1.180111,0.8023195,1.2845318,0.9244778,0.2995035,1.369262,1.2456234,0.8666239,1.3078059,0.66868514,1.1761098,0.87475514,0.5559758,0.6815424,1.1947029,0.6539544,0.7657104,1.295745,0.62985426,1.3452312,1.197021,0.65144455,0.8276571,0.64438325,1.2655591,1.5092728,0.8525451,1.468719,0.59888977,1.0528463,0.42150426,1.3552094,0.97363573,0.9478437,1.3971174,1.2961931,1.0504863,1.0667341,0.63974303,0.7920285,0.92904854,1.0332468,0.38011312,1.3532573,1.0476227,1.5627252,1.4741192,1.3370737,0.65542763,0.5834388,0.7273936,0.86959785,0.5264061,1.0233864,0.9211233,0.5736314,0.9179334,0.53958595,0.5825666,0.99659646,0.5953677,0.6502433,1.3877895,1.201757,0.8479068,1.1161684,1.4161304,0.987309,1.507527,0.8255017,1.3371727,0.4396941,1.2077894,0.7731277,1.2966288,0.54718494,1.268407,0.49825954,1.0858239,1.0674474,0.6186224,1.1360054,0.7086153,0.5337173,1.2763069,1.4890325,1.2219224,1.4254788,0.0,0.7026832,0.7021559,1.1445165,0.8259413,0.6866814,1.0953221,1.2545874,1.2542834,1.0899454,0.8393622,0.6584537,1.275054
toe,1.2538782,0.6342012,0.6378589,1.0740676,1.06845,0.9762969,0.4959814,1.1457813,1.1995945,1.4827589,1.4457684,0.65108186,1.3595412,1.0373627,1.038923,1.3515222,1.4624825,1.2992042,0.747767,1.2480454,1.4357128,0.5372236,1.1318021,1.2586608,1.1582987,0.60893345,1.0253832,0.65502286,1.2324905,1.1714475,1.1453822,0.68855965,1.2862868,1.2469054,1.0160223,0.8293528,1.08738,1.1998768,0.977277,0.5301409,1.530052,0.8484525,0.9460018,1.3548809,1.2837372,1.012434,1.20668,1.0198452,1.22791,0.35592985,0.41821766,1.1246171,1.0972147,0.26109362,1.2824686,0.8129015,1.2618934,0.39584494,0.8210452,1.0207309,1.2872905,0.46351397,0.40548575,1.3248367,0.9838755,0.8087792,0.6115414,0.4384718,0.8209414,0.90200955,1.3389816,1.334141,1.2252288,1.0938381,0.83706427,1.2798195,0.7460507,1.3348722,0.9699453,1.0799073,0.9114906,1.3711598,0.41457552,0.8007028,0.32561165,0.7854595,0.393,0.40045106,0.52012056,1.3637941,0.9858538,1.22429,0.99313074,1.3448968,0.7113126,0.5744082,0.84764993,0.75717586,0.7613776,1.3316334,1.1200979,1.1085564,1.0617745,0.5604036,0.70049286,1.2878807,0.76492643,0.50055945,1.4217324,1.2038376,0.66336954,1.171839,1.167322,1.2233281,1.1883042,0.8497132,0.9672121,0.7429564,1.2290668,1.0502758,1.3780293,0.31477845,1.2646581,0.5461326,0.6774024,1.2554243,0.8766799,1.2554513,0.6317998,0.53592277,1.3679702,1.1843928,1.410366,1.4893266,0.7026832,0.0,0.27143967,0.97927135,0.8045708,1.0021542,1.5083375,1.3131384,1.3017575,1.3332945,0.940289,0.32049477,1.2711806
tooth,1.161167,0.847482,0.76586723,1.1365371,1.1445923,1.0444442,0.6309296,1.1888188,1.1610031,1.4612572,1.3826337,0.66627765,1.309202,1.1527426,0.8778368,1.2602113,1.4320242,1.1396707,0.7643095,1.2291652,1.3828441,0.6415889,1.0522952,1.2693319,1.0687978,0.6812462,0.92971855,0.6194775,1.2443898,1.236901,1.1432828,0.6348504,1.2153628,1.2148113,0.8775203,0.85397893,1.0310348,1.2811927,0.9019459,0.4546696,1.4434632,0.8914765,0.86097103,1.2588127,1.2889079,1.0519958,1.2128488,0.85485613,1.2158955,0.5624722,0.5438404,1.2225343,1.1059197,0.5044272,1.2247576,0.73910975,1.2309866,0.5896146,0.7690978,0.85018086,1.2287551,0.41004562,0.55133396,1.3472092,0.93242145,0.9314648,0.766703,0.49476165,0.7809937,0.7993298,1.2697699,1.3535181,1.2286321,1.1138233,0.75309515,1.1834445,0.715004,1.2681079,1.0899613,1.1052278,0.9526558,1.32433,0.56132805,0.8281157,0.36678648,0.7842398,0.49252856,0.637881,0.55793715,1.3318192,0.92681235,1.2685868,1.0546303,1.2509587,0.69652605,0.47619998,0.855574,0.86165357,0.7163464,1.2393256,1.076376,1.1119294,1.0832428,0.63934577,0.76404047,1.1491184,0.7377462,0.56514037,1.452026,1.1987637,0.6447004,1.1771733,1.1361915,1.0909637,1.2839738,0.82491076,1.0511473,0.7219617,1.2844357,1.0311334,1.3982279,0.3171351,1.2421165,0.5458188,0.82479715,1.2341835,0.8015878,1.2202449,0.624984,0.573545,1.2891672,1.2837648,1.359462,1.438774,0.7021559,0.27143967,0.0,0.9038228,0.81738746,0.8816705,1.4314033,1.2772514,1.2243038,1.2574883,0.9288966,0.32286096,1.2844915
toothbrush,0.99442506,0.8176998,1.226568,0.9237033,0.6836741,1.2191753,1.085221,1.0561597,1.2164778,0.83363,1.0283443,1.2028387,0.9674358,0.9176241,0.9843549,0.86285055,0.92325264,0.94691426,1.2019093,1.1051278,0.8802082,0.8959078,0.7241777,0.9868872,0.89611894,1.0971801,1.235774,0.878284,0.83619153,0.9910893,1.2229658,1.3172944,1.0559498,1.0648767,0.6427748,1.0981601,0.7578491,1.1389362,0.6023767,1.032558,0.87755245,1.2001953,1.2193838,0.7077533,1.0836657,1.0074444,0.9577501,0.82998663,0.9567592,0.92491215,1.1694888,1.0804254,1.0244609,0.8141571,1.0609574,0.92965466,1.0948899,0.9029321,1.0238894,0.9990628,0.7604543,1.1685625,0.8964771,1.115085,0.8429804,0.8874221,0.6170873,1.2312566,1.258345,1.2252879,0.70488846,1.0604789,1.0505522,0.8075174,0.9375704,1.1431345,1.2191997,0.9127126,0.96872413,1.0092673,0.61660075,1.0920949,0.7487767,0.96725273,1.2039546,0.8872269,0.88497376,0.90350884,1.2114296,0.94215095,0.9656803,0.89147115,0.81456226,0.8595798,1.0710455,0.799142,1.2476205,0.9038812,1.326073,1.0820651,1.2019576,1.0776855,1.2112851,1.2748618,1.19437,1.0925659,1.3156699,1.1614673,0.96209586,1.0580584,1.1275197,0.7161695,0.91888034,0.5308241,0.9209155,1.0959445,0.7869386,1.0111326,0.97828376,0.95866245,0.9232578,1.1597745,0.98709774,1.2292831,0.8245714,0.9793333,0.8036959,0.9284979,1.172738,1.2112929,1.0544418,0.96707183,1.0150204,0.90900075,1.1445165,0.97927135,0.9038228,0.0,0.8934311,1.0142131,0.9269625,1.162147,0.8378635,1.233313,1.0259659,1.1362135,0.96314
towel,0.92234755,0.69081706,0.9351126,0.8994951,1.1290511,1.0558555,0.88882905,0.9547489,0.77370787,1.1248802,1.1290033,0.853272,0.787598,1.1357553,0.9559199,0.78342056,1.1935977,1.029669,0.8639083,1.0666696,1.1419158,0.743886,0.9632361,0.8831284,1.1479084,0.6245185,1.0390518,1.0121791,1.0774997,0.66800344,0.98681474,0.98938435,1.0422119,0.7448154,0.84725666,1.1212492,0.9213104,0.72155416,0.78814834,0.8668934,1.1303315,0.81728965,1.0441138,1.1713159,1.1434561,1.0836718,0.9474698,0.85265696,1.0450536,1.0077343,0.93233204,1.0971785,1.3088794,1.0143754,1.2347794,0.7608323,1.1705229,0.60626036,0.7996311,1.0259734,1.1619492,1.0068015,0.60694873,1.3138254,0.98499227,1.1747826,1.026641,0.85366714,0.99315596,0.97556543,1.2201527,1.2617633,1.1290969,0.8756427,0.7460928,0.9972379,0.9076212,1.0581537,1.0115473,1.0962553,1.0014443,1.2518722,1.1026975,0.8612884,1.035658,0.084358394,0.86696553,1.0416431,0.959608,0.8086245,1.0033836,1.0669187,0.8199295,1.0364484,0.8933414,0.82571685,0.8517146,0.79122424,0.5698172,0.9292582,1.0217159,0.7339808,0.9385814,0.96749794,1.1321642,0.87115324,0.85688466,1.0160767,1.0548557,0.946308,0.85704064,1.3561395,0.9489027,1.1326449,1.1370506,0.80909264,0.7240825,0.63167053,1.162622,0.7518869,1.3569248,0.7693722,1.0707521,1.0145013,0.69623435,1.0918337,0.9362717,1.20973,0.8337015,1.0010715,1.0705621,1.0963488,1.3573048,1.2625942,0.8259413,0.8045708,0.81738746,0.8934311,0.0,1.2060182,1.0524138,1.2784559,1.1419514,1.1989869,0.7743244,0.95380414,0.9925012
toy,0.9005337,1.1253589,0.80946004,1.2556288,1.321297,0.73011446,0.8143804,0.8867127,0.87499857,1.3271402,1.2163707,0.91605353,1.1949806,1.3486327,0.8474474,1.3697548,1.1520085,0.8407481,0.70432544,0.9020869,0.79047036,1.0707245,0.82199156,0.91683006,0.8710449,0.94497645,0.47142428,0.8205966,1.3575025,1.2056237,0.91709435,0.8455741,1.1268224,1.1823577,1.1295967,0.9662293,1.0579147,1.1204753,1.1621585,0.7581062,1.0313617,0.70584583,0.6943637,0.8273343,1.044806,0.74228054,1.2020016,0.8634995,1.1496664,1.0667582,0.8065895,1.3457854,1.0493712,1.0823067,0.89572835,0.7281623,0.9010687,1.1086104,0.99213284,0.37249792,1.0006807,0.8430064,0.93769306,1.1777045,0.5721632,1.3152732,1.2067931,0.8850064,0.88332665,0.6703913,1.0109477,1.2379814,0.9320413,1.3875761,0.92415404,1.0126916,0.8712926,1.1615113,1.0311732,0.91963303,1.0732968,0.89195836,1.1161668,1.1771094,0.85369444,1.2167042,1.1628779,1.1753297,0.72131526,1.3549404,1.025414,1.4453285,1.4419509,1.1071123,0.85270244,0.8647258,0.7523831,1.0913987,0.91942954,0.9829032,0.8903444,0.90064794,0.91802835,0.87450594,0.64660686,0.7528709,0.7603668,0.773697,1.2637218,1.3126346,0.8562702,0.76217425,1.3316123,0.5990138,1.4191506,0.84146345,1.3256338,0.7648761,1.2741513,1.2331848,1.0349255,0.83910453,1.3189124,0.8428694,1.1615788,1.1398822,0.8293871,0.7951952,0.897672,0.7613232,0.83728653,1.3924208,0.9462538,1.1167451,0.6866814,1.0021542,0.8816705,1.0142131,1.2060182,0.0,1.0952437,1.1762878,0.7633898,0.8094163,0.89884627,0.8733269,1.33407
tray,0.94493526,1.1695399,1.2676184,0.90235186,0.87716013,1.1435606,1.3923315,0.90609556,0.89912117,0.46881932,0.7117852,1.3510487,0.72360766,0.9772738,1.2244714,0.7919811,0.5335099,0.6040956,1.2645507,0.5444068,0.54326016,1.104819,1.0227075,0.6789371,0.97879916,1.3524048,1.1128393,1.2217555,0.97154886,0.8958476,0.7479398,1.3348618,0.91111076,0.751683,0.9844823,1.0317844,0.9184915,0.8990715,0.9399459,1.415399,0.6604919,1.0042347,1.1883318,0.5790867,0.9946887,0.99353194,1.033091,0.79024345,0.8908392,1.3004335,1.3120892,0.9944416,1.0173718,1.2430166,0.85748744,1.1661501,0.92104733,1.3531377,0.8488711,1.1332539,0.8129444,1.4404755,1.3656726,0.8683595,0.8648866,1.134332,0.9543845,1.4835706,1.2903972,1.2825456,0.8096798,0.8627938,0.7308345,1.0156474,0.8718021,0.97052985,1.2954595,0.5998515,1.0157161,0.8777238,0.932494,0.88624257,1.242476,1.118294,1.4782069,0.9947133,1.2660619,1.3080354,1.3826547,0.53660244,1.2040534,0.9133815,1.0515436,0.40806895,1.2900724,1.2324698,1.2780372,1.1437421,1.2671947,0.5831846,1.061043,0.49182552,1.2136474,1.3803257,1.246318,0.8555432,1.2562873,1.4066012,0.6584691,0.9770688,1.3976407,0.77030855,0.89888084,0.79684234,0.9380878,1.0860217,1.067923,1.1292219,0.86941874,0.6833651,0.7835122,1.4400654,0.93454486,1.2643324,1.0834608,0.5552859,0.79994786,0.9678394,1.2881092,1.3916441,0.8241662,0.94451284,0.8633553,0.37714696,1.0953221,1.5083375,1.4314033,0.9269625,1.0524138,1.0952437,0.0,0.9331151,0.9143306,0.8989673,1.1610589,1.4598079,0.9134296
tree,0.99883944,1.1441437,1.1108565,1.0105615,0.9424689,0.9798081,1.1979209,0.96720046,1.0913075,0.8090999,0.8061756,1.1320727,0.96574837,0.9705729,0.9853662,0.9494802,0.7372328,0.9670734,1.2000539,1.0161748,0.94284874,1.2235355,1.084042,1.0289032,1.0009714,1.2200751,1.0960476,1.2094386,0.9461637,1.1362611,0.99848866,1.1126617,0.9024628,0.9938095,1.1248866,1.0570323,0.94946533,1.059886,1.1782413,1.194408,0.861585,1.2049826,1.026987,0.9838054,0.9087972,1.1407907,0.9615184,1.0867693,0.8664937,1.2099617,1.2333981,0.7911589,0.8888176,1.2135737,0.8692393,1.0876424,0.723759,1.3230934,1.179875,1.0945885,1.0347663,1.2018565,1.416402,0.5992803,1.1868736,0.97645456,1.1463034,1.2122767,1.0034647,1.1187295,0.8291846,0.7635454,0.96507186,1.0087936,1.1939884,0.7515793,1.119248,0.91298664,0.88210225,0.9482994,1.1171184,0.8075721,1.1815851,1.0398874,1.2098043,1.2984425,1.1922919,1.2500298,1.2337571,0.9656812,1.037051,0.90147513,1.0770433,0.9056785,1.1037272,1.212248,1.0390888,1.0582004,1.1854316,0.99649996,0.73316056,1.1680076,1.061285,1.0238224,1.1171255,1.1137754,1.1583459,1.2298365,0.9668409,0.6385468,1.1997731,0.9785994,0.9043864,1.04933,0.91306126,1.148454,1.1577896,1.198015,0.89005923,1.1849363,0.64758474,1.3190935,0.5945746,1.1545432,1.1765025,0.9337627,1.1745609,0.8523921,1.1405736,1.1939566,1.0103965,0.8904134,0.69370353,0.8005985,1.2545874,1.3131384,1.2772514,1.162147,1.2784559,1.1762878,0.9331151,0.0,0.97622377,0.8206548,1.1411096,1.2379949,0.7231337
tricycle,0.98529,1.1954906,1.1826992,1.1205596,0.905268,1.021908,1.2881925,0.9695698,0.9185729,0.91865647,0.8736079,1.2901947,0.8942036,0.9856602,1.0340449,0.91569924,0.87323,0.9290435,1.1060617,1.0777354,0.82053494,1.2309579,0.69740194,0.94975543,0.9243616,1.2730623,0.9065117,1.1519856,0.91888714,0.90836763,1.0630467,1.298769,0.7620052,1.083832,1.0004343,1.127231,0.99479,0.96443665,1.0297296,1.3043177,0.7671006,1.1477926,1.1070768,0.82061285,0.8773149,0.81100893,0.90547144,1.0511228,0.9132613,1.1257088,1.276773,0.98977107,0.9066458,1.1866575,0.84827876,1.1914222,0.8656982,1.1919822,1.192129,0.9484166,0.88476264,1.2318679,1.1441176,0.95619607,1.0018113,1.0042531,1.0327152,1.212043,1.1868534,1.097106,0.75347674,0.89748704,0.9404774,0.8771886,1.1212547,0.9082594,1.2894772,0.8124324,0.9692158,1.1001887,0.88292277,0.31935716,1.1058266,1.0754724,1.3069981,1.1951019,1.2290175,1.1410999,1.235482,0.90520835,0.9555727,0.89241666,0.91945636,0.8945577,1.2835454,1.2474294,1.123029,1.0616019,1.2842526,0.90721744,0.91126186,1.0965499,0.9711204,1.2093922,1.1019374,0.83077693,1.2451472,1.2141427,0.85045093,1.0518128,1.0978726,0.9271894,0.9977239,0.7212216,0.9389545,0.9427873,0.8832233,1.1724762,0.99830043,1.1639569,0.8866791,1.270812,1.065531,1.2961166,0.9933414,1.0009849,1.0717332,0.6381126,1.165989,1.2786939,0.49726796,0.94428796,0.78132784,0.86797297,1.2542834,1.3017575,1.2243038,0.8378635,1.1419514,0.7633898,0.9143306,0.97622377,0.0,0.8587317,0.9693249,1.2399733,0.9743965
truck,0.94943035,1.2406738,1.1257946,1.1434487,1.1180118,0.86356854,1.223353,1.0101267,0.7992513,0.8779065,0.8781722,1.0659747,0.7145704,1.1270688,0.90846056,1.0549936,0.7104553,0.91117316,1.0099401,0.99851185,0.8463711,1.2300277,1.02012,0.9320654,1.0456276,1.0891209,0.5079026,1.1225208,1.0691113,0.9795735,0.842328,1.1254447,0.89059395,0.8851476,1.1020674,1.1131049,1.0761393,0.9372032,1.1667533,1.1295187,0.75217897,1.0237825,0.8344993,1.0497034,0.89357615,1.0010568,0.98068964,1.0344422,0.9505239,1.164027,1.2372208,1.0092005,0.9718847,1.1665676,0.8460411,1.1181902,0.8381477,1.317034,0.96450293,0.8206129,1.0919251,1.03388,1.2299774,0.7873405,1.0769176,1.1171507,1.1604341,1.1022868,0.9624981,0.90984464,0.91802233,0.9679214,0.9834923,1.1497309,0.99293125,0.5008151,1.0793883,1.0398545,1.1190667,1.0543815,1.2225546,0.7542623,1.2528036,1.0675479,1.2226764,1.2136173,1.1474916,1.2149719,1.0934281,0.9610343,0.9928332,1.0714061,1.1530714,1.0207362,1.061984,1.0753552,0.92090034,1.1967064,1.0103215,1.0023277,0.7637658,1.000705,0.84434074,1.1183565,1.0850203,0.90580636,1.0220602,1.2389878,0.85801256,0.8965336,1.0692817,1.0965215,1.1002611,1.0012301,1.0727382,1.0180835,1.142441,1.0164326,1.0505905,1.0641222,0.74011314,1.144644,0.9008955,1.12194,1.2312975,1.0174928,1.05718,0.7356317,1.0347248,1.1762505,0.8290051,1.0509889,0.8058027,0.97542155,1.0899454,1.3332945,1.2574883,1.233313,1.1989869,0.8094163,0.8989673,0.8206548,0.8587317,0.0,1.0243785,1.1476208,0.9423896
