,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
jeans,1.0462581,1.0532073,1.3970367,0.9982773,0.4726597,1.2565521,1.284333,1.1973354,1.2915076,0.7733512,0.7719928,1.2575943,0.7953604,0.45489025,1.0841523,0.43319702,0.8632587,0.9699251,1.3800645,1.3442534,0.9654112,1.078821,0.9968905,1.2169826,0.81684506,1.2335584,1.3183112,1.1606787,0.56808764,0.62384504,1.2925007,1.455087,0.7668145,1.0235394,0.91910756,1.1726631,1.0272765,0.81553745,0.7426245,1.351252,0.79961425,1.4232268,1.2712991,0.98510563,0.9123927,0.93058014,0.9425971,1.1870373,0.80554515,0.9765253,1.33937,0.48231572,0.8686413,1.0450274,0.83922535,1.2864515,1.1317441,0.74859387,1.4004604,1.3374332,0.833158,1.2898542,0.9064472,0.91552806,1.3414147,0.66119844,0.76803976,1.1410613,1.2652866,1.241364,0.92096883,0.49778378,1.1976975,0.0,1.3903444,1.1856437,1.4969064,0.89506537,1.0277919,1.2413216,0.5896044,0.8869191,0.84948343,0.99597526,1.2718264,0.916751,0.99532896,0.9939552,1.3536651,0.71345234,0.8566404,0.23665905,0.07172263,0.800514,1.3468009,1.3479435,1.2966714,1.0607675,1.3275206,1.123941,1.2485857,1.3508811,1.0837091,1.2543231,1.296699,1.0572497,1.329915,1.2378488,0.7260206,0.89748687,1.0909255,1.0255985,0.6796368,1.1523782,0.29008883,0.98435104,0.23443937,1.3863639,0.857914,1.0019474,0.916314,1.206411,0.8528235,1.3911371,0.7748897,1.023445,1.4002143,1.1288804,1.2612584,1.3655533,0.8380628,0.29352164,0.99276984,0.72030336,1.468719,1.0938381,1.1138233,0.8075174,0.8756427,1.3875761,1.0156474,1.0087936,0.8771886,1.1497309,1.194229,1.2135972,0.8603138
knife,0.9284737,0.7564801,0.72247124,0.9710362,1.3354186,1.0095077,0.78724337,0.84717834,0.9430702,1.1919866,1.3613877,0.67324,0.9657623,1.458551,0.9367438,1.4312005,1.1569669,1.0638385,0.68310285,0.75316924,1.2392466,0.82704884,0.9001281,0.9402205,1.2050062,0.6863814,0.7178616,0.7756071,1.3974224,1.0923473,0.7195232,0.65792876,1.2267615,0.9390503,0.91771007,0.84431565,0.89862067,1.0723317,1.1476568,0.52129495,1.3600634,0.75331414,0.7895795,1.1990339,1.3045112,1.2596371,1.0966642,0.58003795,1.2505054,0.9696935,0.7948104,1.3863343,1.2923094,0.89106137,1.2935662,0.60514253,1.147176,0.93544024,0.14926767,0.70578796,1.3043858,0.7184116,0.90857404,1.2847315,0.96006256,1.2971323,1.111688,0.84774584,0.86942923,0.7567395,1.0635293,1.4427214,1.0842867,1.3903444,0.0,0.9027306,0.5566375,1.2409148,0.999461,0.97558165,1.420683,1.1553763,1.0855151,1.2021048,0.81456435,0.63979113,0.83304167,1.0537307,0.68442285,1.0942254,1.2129819,1.5167161,1.3450066,1.1514639,0.527794,0.34934485,0.7290323,0.826963,0.6692629,0.96564645,0.9108026,0.5111264,1.0558085,0.84822446,0.9461645,1.0459815,0.7103827,0.8957119,1.2440083,1.1191487,0.8505909,1.2417412,1.2675987,0.6803838,1.4622902,0.87319344,1.2834803,0.3601191,1.311141,0.6511685,1.2759385,0.5859348,1.1176449,0.7827254,1.1105182,0.9929431,0.18583995,0.8586918,0.7276217,0.8060525,1.1556326,1.4531746,1.2376921,1.3775476,0.59888977,0.83706427,0.75309515,0.9375704,0.7460928,0.92415404,0.8718021,1.1939884,1.1212547,0.99293125,0.6162303,0.64018005,1.1433827
ladder,0.8924153,1.0794907,1.0225075,1.041345,1.1940933,0.9371791,1.1323929,0.9446503,0.5881212,0.9465992,0.8313102,1.0109336,0.499272,1.2957513,0.9103173,1.1439602,0.83982265,1.0378951,0.8250128,1.0242766,0.9509186,1.2434933,0.77755797,0.84995985,1.1693324,0.8831709,0.89119065,1.2098136,1.1736515,0.7868878,0.8828249,1.0286772,0.79210496,0.8192252,0.9952162,1.1320604,1.0162978,0.8729414,1.2323425,1.0537776,0.6703682,0.93685865,0.8775608,1.1215345,1.008269,1.1082158,0.74129426,1.0163364,1.0393573,1.1648226,1.2253957,1.0767058,1.0928631,1.226891,1.1028862,1.0699341,0.8489693,1.2065105,0.8542509,1.0017142,1.0900435,0.99725014,1.1765716,0.85414624,1.0905647,1.1654193,1.2738111,1.049238,0.93539155,0.9093833,0.892665,1.1326911,0.9416825,1.1856437,0.9027306,0.0,0.90124226,1.1397525,1.1094815,1.0509094,1.3330384,0.8825612,1.3049546,1.0675197,1.1910911,1.0207628,1.1042118,1.2069163,1.0246328,0.97237235,1.0586379,1.1771178,1.1584795,1.1310658,0.9965695,0.9843724,0.86181426,1.0756892,0.8794507,1.027484,0.68258643,1.0023066,0.865659,1.0125659,1.1812195,0.8702649,0.9587648,1.2148036,0.8851903,0.91482913,0.92193913,1.2261584,1.1401167,0.9994077,1.177782,0.98393863,1.1278915,0.79701227,1.0742952,0.98802024,0.8203994,1.0751779,0.907454,1.116585,1.1348355,1.1254848,1.0061969,0.67895246,0.93526155,1.0648686,0.7508232,1.1534461,0.77294135,1.1069622,1.0528463,1.2798195,1.1834445,1.1431345,0.9972379,1.0126916,0.97052985,0.7515793,0.9082594,0.5008151,0.68808556,1.0898495,0.7275604
lamp,1.031187,0.80503666,0.6554658,0.91211814,1.5047612,0.8188036,0.45516765,1.0009644,0.880226,1.3460598,1.3827192,0.3906783,1.121354,1.4790052,0.84979004,1.5286767,1.333611,1.2341156,0.41573894,0.85015166,1.3070822,0.99795705,0.96670794,0.9060582,1.3007076,0.34884834,0.76985604,0.77753097,1.3931468,1.1619005,0.9288494,0.12296331,1.3121426,0.9322591,1.082773,0.85703564,1.1098216,1.0695028,1.328783,0.33994603,1.4177082,0.4982345,0.8512987,1.3130219,1.21298,1.3587343,0.9636318,0.8655354,1.2754152,1.0302348,0.5690342,1.3080181,1.2314006,0.9899738,1.3323131,0.64126456,1.0717907,0.99504083,0.5610384,0.7653215,1.2106825,0.44834352,0.886557,1.1749206,0.94377506,1.3038383,1.336634,0.6318791,0.4720134,0.7193111,1.2495388,1.4238794,1.0318516,1.4969064,0.5566375,0.90124226,0.0,1.387102,1.1220793,0.7675949,1.5820446,1.2961109,1.150607,1.144217,0.44521368,0.83781016,0.9022969,1.022963,0.53662264,1.3005297,1.1047174,1.5429598,1.4657582,1.4190391,0.35876334,0.45585752,0.64898735,0.96644765,0.36790138,1.1111462,0.82686704,0.80493987,0.8699891,0.5895718,0.7799313,1.1302416,0.3797189,0.6230062,1.2630355,1.1155591,0.78944063,1.2440432,1.3523331,1.0619273,1.4692205,1.0074054,1.3664652,0.49683988,1.1660378,0.76339453,1.293987,0.52389234,1.1041645,0.4171527,1.2144798,1.235202,0.68033373,0.9357989,0.4596547,0.4490564,1.3270977,1.4440856,1.1971737,1.5230161,0.42150426,0.7460507,0.715004,1.2191997,0.9076212,0.8712926,1.2954595,1.119248,1.2894772,1.0793883,0.5991699,0.479895,1.0146677
meat,1.0054231,1.2648137,1.2659733,0.9902786,0.76377165,1.084218,1.3931,1.0206394,0.9562469,0.6856167,0.7826009,1.4160564,1.0735164,0.77001595,1.0892589,0.6310456,0.8104665,0.85375667,1.3101408,0.7169851,0.77281684,1.0451022,1.1587526,0.83837616,0.8304998,1.4870028,1.2087557,1.2055359,0.81726795,1.095647,0.91475034,1.371292,0.9261525,1.0251126,0.98690844,1.0972426,0.90975595,1.0707123,0.885202,1.4841065,0.85033196,1.1605242,1.2573655,0.5968594,0.81840026,0.81434536,1.0172892,1.0955385,0.7715813,1.0839229,1.3365204,0.8618549,0.8598372,1.1504661,0.76675045,1.2460214,0.84151036,1.2803047,1.1798123,1.2413607,0.8179376,1.3472664,1.2172483,0.9773678,0.8592956,0.91888946,0.82090783,1.3279818,1.342802,1.2773995,0.7581671,0.7664067,0.7409701,0.89506537,1.2409148,1.1397525,1.387102,0.0,0.9862056,1.0575895,0.6498232,0.81996155,1.0350324,0.80626136,1.3559461,1.1425354,1.1987987,1.0938447,1.3882037,0.6928392,0.9627301,0.7243216,0.9007224,0.59612757,1.4151506,1.4168333,1.3118796,1.117373,1.3470492,0.34167397,1.1637678,0.8904557,1.0896633,1.2999485,1.2136872,0.8953709,1.3492787,1.2781373,0.7827603,0.97516716,1.2426391,0.80306304,0.63189256,0.92858624,0.81753534,1.0986015,0.9506402,1.347223,0.8802642,1.0505987,0.90464485,1.4370034,0.9686158,1.3717481,0.89349467,0.5641589,1.065499,1.0330598,1.3295608,1.2967339,0.8781242,0.8316109,0.83695406,0.63830376,1.3552094,1.3348722,1.2681079,0.9127126,1.0581537,1.1615113,0.5998515,0.91298664,0.8124324,1.0398545,1.3744375,1.430923,0.98734087
melon,1.0438803,0.90222526,0.416039,1.0250283,1.0371877,0.9435548,0.9412354,0.32000053,1.0255845,1.092231,1.1658212,1.1589612,1.1733072,1.0851641,1.0392642,1.1026783,1.135371,1.0949159,1.0434844,0.75124246,1.0712488,0.67870873,1.1696618,0.9241429,1.0920949,1.1374959,1.0922235,0.91869646,1.1123705,1.1144651,0.9154655,1.1472082,1.0417402,1.069209,1.0728707,0.8269438,0.8893296,1.1074876,0.9925627,1.1343006,1.1708413,1.0152715,1.0301014,0.97273475,1.0664756,1.0261753,1.0866789,1.0185525,1.0000528,0.9494939,0.86822426,1.094199,1.020684,0.95259804,0.9861849,0.91719025,0.809104,0.9485875,1.0186374,1.0066823,1.0647097,1.1896454,0.93343043,1.1572506,0.94645244,1.0291882,0.9251968,1.1173232,1.1103268,1.061088,0.96935624,1.1392292,0.9521025,1.0277919,0.999461,1.1094815,1.1220793,0.9862056,0.0,1.1485255,0.88958013,1.0640043,0.95963466,0.99999624,1.1279756,1.0307246,1.024281,1.0095996,0.8617117,1.0753924,1.0578802,1.0895637,1.0180902,1.0141858,1.1669921,1.1286917,0.9468681,0.32624954,1.1266451,0.97415864,0.8830959,0.90214515,1.042655,0.95425236,0.6105062,1.0800581,1.1719606,0.98206025,1.0553689,0.98443896,1.1040134,0.9526515,1.0518432,0.938671,1.1007078,1.0327507,0.9941821,1.0213642,1.0466509,1.088011,1.0609561,1.0962878,1.0106665,1.0594673,0.9173508,0.8362059,0.8503024,1.102155,1.1040195,1.0596538,1.1611466,1.1061574,1.1411206,1.1247293,0.97363573,0.9699453,1.0899613,0.96872413,1.0115473,1.0311732,1.0157161,0.88210225,0.9692158,1.1190667,1.1743257,1.145388,1.1067361
milk,1.0079855,0.9302587,1.1268786,0.9331085,1.1497589,0.9863475,0.9111093,1.1704781,1.0675939,0.79537666,0.9929754,0.8687609,1.1287254,1.117769,0.988448,1.1337323,0.77020794,0.9258251,1.0050982,0.89143866,0.8666104,1.1463642,0.9862209,0.96653116,1.0199344,0.8743858,0.9732424,0.9396376,1.0760744,1.226523,0.99945045,0.8092351,1.1990309,0.9483445,1.0878626,1.027022,0.9827509,1.1738666,1.0417782,0.87969244,0.9548196,0.9605449,1.0352331,0.60166514,1.1232632,1.0848867,1.0576377,1.0024781,0.8960818,1.157142,0.97856206,1.0538617,1.1113054,1.1353842,0.9897577,0.8846454,0.91782755,1.0902101,1.0182946,0.9251909,0.8803782,1.0130022,1.2375449,0.8727485,0.9397929,1.1646271,1.1761686,1.1039722,0.9151985,1.0919152,0.93799794,1.047353,1.0269449,1.2413216,0.97558165,1.0509094,0.7675949,1.0575895,1.1485255,0.0,1.1220357,1.0498897,1.2124705,1.0528418,0.92232645,1.0348432,1.0211942,1.119603,1.1021191,1.0782334,1.0992271,1.1815042,1.2572703,0.9792763,0.8640636,0.9552608,0.9987806,1.095963,0.96806705,0.96728337,1.0295235,0.8632489,1.1222894,1.107358,1.1027013,1.1089648,0.9747683,1.0346631,1.0708209,0.9572893,1.1388874,0.4918728,1.0138867,0.86897904,1.1574605,1.1248326,1.2982519,1.0172095,0.8583426,0.9257782,0.84314346,1.0512397,0.89110065,0.8558659,1.1121297,1.0169832,0.962241,1.0196954,0.8780217,0.94898355,1.1646035,1.1546252,0.8799075,0.8053933,0.9478437,1.0799073,1.1052278,1.0092673,1.0962553,0.91963303,0.8777238,0.9482994,1.1001887,1.0543815,0.9928698,1.0254025,0.95088565
mitten,0.9377899,0.9216057,1.3174441,1.062615,0.42233735,1.0924374,1.2585119,1.1609339,1.2114449,0.8204027,0.82571876,1.4066365,1.1333445,0.52374303,1.0178425,0.49421954,0.9426287,0.9023117,1.4545999,1.1848671,0.80775595,0.9553432,1.0836401,1.1677462,0.7046428,1.4670354,1.32658,1.1247733,0.62362957,0.920659,1.2336183,1.5329502,0.9701128,1.1895838,0.81347615,1.1281842,0.8916043,1.0551405,0.5938163,1.4363583,0.84018224,1.3105539,1.2007943,0.70322627,0.90913916,0.6107296,1.1270572,1.129515,0.80835,0.8251087,1.1939143,0.73083884,0.83352125,0.76908505,0.8774493,1.1814733,1.0340437,0.78396904,1.424829,1.21834,0.84037495,1.3465542,0.7603656,1.0843136,0.94221205,0.70627266,0.45488238,1.154255,1.371355,1.3508908,0.7954842,0.6731245,1.0221355,0.5896044,1.420683,1.3330384,1.5820446,0.6498232,0.88958013,1.1220357,0.0,0.91288453,0.69797266,0.7231321,1.259969,1.0531374,0.9305073,0.8165551,1.3771694,0.83960867,0.80837786,0.53604114,0.55759096,0.67082244,1.4485532,1.3417847,1.3300401,1.0285524,1.4868157,1.0500087,1.3692977,1.3015838,1.1882675,1.3233329,1.1155423,0.8991552,1.4710562,1.1581538,0.9032451,1.1364456,1.1908906,0.72086763,0.632375,0.849869,0.61062294,0.80971956,0.6538207,1.446157,0.8890563,1.2762727,0.94163376,1.1926206,1.0900605,1.3356102,0.44284034,0.9152096,1.2274404,1.1360264,1.3795254,1.3080866,0.8614206,0.62446195,1.0427136,0.65599376,1.3971174,0.9114906,0.9526558,0.61660075,1.0014443,1.0732968,0.932494,1.1171184,0.88292277,1.2225546,1.3601084,1.2464032,1.1058773
motorcycle,0.9683729,1.1967174,1.284716,1.0973921,0.8414771,0.9416901,1.2758756,1.054127,1.0331638,0.7474204,0.72026944,1.2603722,0.87465596,0.9197171,0.933516,0.8272668,0.69320124,0.8503515,1.1903898,1.0996557,0.7875884,1.3435596,0.9406884,1.0122148,0.9301244,1.3274691,0.85205096,1.2773175,0.8959435,0.927226,1.0421798,1.2807806,0.8163747,0.9705596,1.1139494,1.1128277,0.9778323,0.96720374,1.1354284,1.3266469,0.7607139,1.1888183,1.0389456,0.94825226,0.87427557,0.8914372,1.0050253,1.0980034,0.85066426,1.2121203,1.274564,0.79491377,0.93492717,1.2553246,0.8003209,1.1888156,0.911938,1.2268093,1.245344,1.0190454,0.9566982,1.2650008,1.3283627,0.76356256,1.1770297,1.0556108,1.1425169,1.2523053,1.189577,1.1058085,0.71489096,0.6880845,0.97704583,0.8869191,1.1553763,0.8825612,1.2961109,0.81996155,1.0640043,1.0498897,0.91288453,0.0,1.1594436,1.1975887,1.2966843,1.2863728,1.2744238,1.2279552,1.2963165,0.88336813,0.9824932,0.80843174,0.89080185,0.8282379,1.2254722,1.303337,1.0845509,1.2200643,1.2705842,0.9707662,1.0269467,1.194238,0.98050135,1.2010701,1.1743919,0.871987,1.2329297,1.277917,0.8626723,0.9097173,1.1793215,0.9785601,0.9518867,0.83211255,0.88048446,0.8958013,0.9907843,1.2218217,0.90310884,1.1849209,0.6676565,1.2913991,0.8849401,1.2870617,1.0461996,1.0157226,1.145784,0.730849,1.2143415,1.2345723,0.51657,0.83743113,0.6747876,0.73766434,1.2961931,1.3711598,1.32433,1.0920949,1.2518722,0.89195836,0.88624257,0.8075721,0.31935716,0.7542623,1.0681074,1.272877,1.0036412
mouth,1.2428346,0.9324229,0.9899063,1.0610887,0.8387341,1.1488425,0.80490315,1.2037171,1.3293432,1.1802272,1.116465,0.964413,1.2192141,0.74208844,1.1231335,1.0622036,1.1814162,1.1230903,1.1772631,1.1937711,1.1830786,0.6628899,1.1036245,1.273785,0.93385005,1.0369042,1.1255418,0.73911047,1.0227872,1.1161907,1.2221214,1.1047245,1.0842811,1.1817586,0.8280388,0.8824252,1.0122082,1.1946144,0.82234466,0.8936553,1.202137,1.1900778,1.0775433,1.13522,1.1737263,0.9033906,1.1647564,1.0411342,1.0896146,0.4678381,0.79246485,0.93896884,0.8821858,0.41676855,1.0728483,1.0308738,1.2089515,0.66324687,1.0762155,1.0861021,1.0727046,0.6701008,0.7279154,1.1736671,1.0406144,0.5715524,0.5115013,0.74208736,1.1024132,1.0840652,1.0940739,1.0423528,1.2075615,0.84948343,1.0855151,1.3049546,1.150607,1.0350324,0.95963466,1.2124705,0.69797266,1.1594436,0.0,0.75583637,0.6615573,1.0485196,0.52563274,0.37413812,0.83608294,1.1462469,0.9120268,0.90468484,0.7914865,1.0698031,1.0233458,0.85714096,1.196172,0.9667986,1.1828239,1.2085519,1.2469609,1.1876124,1.2221786,0.9547179,0.8637795,1.2854011,1.0772338,0.6953464,1.1852087,1.0998968,0.95440453,0.90298563,1.0554203,1.0424087,0.90177023,1.0429407,0.88143265,1.1687165,1.1113855,1.0298709,1.1067497,0.7164999,1.1182549,0.92422754,0.8900998,1.0152587,1.0143609,1.2054882,1.0241727,0.7904476,1.2087921,0.9332612,1.1791857,1.1165777,1.0504863,0.41457552,0.56132805,0.7487767,1.1026975,1.1161668,1.242476,1.1815851,1.1058266,1.2528036,1.2321428,0.651764,1.1532774
muffin,1.0689236,1.0697987,1.0032454,0.94069695,1.0505435,1.0513228,1.0160533,1.0726964,0.88080025,1.1622559,1.0057845,1.1113136,1.1056131,0.8496343,1.0481375,0.8318074,1.1838013,1.1320511,1.1392906,1.0792639,1.1215605,0.69741833,1.0530587,1.1295164,0.98225605,1.0859561,1.1562865,0.99838555,0.8573377,1.0473093,0.9026903,1.0918801,1.0394855,1.0798378,0.8546046,1.0879666,0.9126011,1.0678717,0.7078749,1.1545396,1.0428357,1.1505078,1.1527678,0.9232886,0.9501496,0.75581217,1.0707803,1.1662086,0.9200384,0.7273748,0.8577837,0.9652175,0.9978324,0.78971136,1.04786,1.1790237,0.9703784,0.9152639,1.068034,1.1825204,1.0535775,0.98873734,0.8398708,1.066902,0.9330412,0.76430726,0.7607979,0.82070833,1.0816653,1.2134376,1.1613736,1.0746989,0.98786813,0.99597526,1.2021048,1.0675197,1.144217,0.80626136,0.99999624,1.0528418,0.7231321,1.1975887,0.75583637,0.0,0.9324547,0.9024939,0.795458,0.59816504,1.0001336,1.0827928,0.7340746,0.93635476,0.9531009,1.0860301,1.2350593,1.0978112,1.1506006,0.97353756,1.004385,0.9391154,0.99977523,0.9792839,1.0506614,0.9134015,1.0235523,1.0914378,1.171564,0.935979,1.1310273,0.976598,0.90810096,0.9433609,0.8788865,1.2109405,1.0062689,1.05706,0.94948596,1.2323061,1.0583156,1.1122139,1.1976056,0.99293375,1.0863487,1.0039327,0.87559026,0.7743379,1.1334112,1.136169,1.0478401,0.98354656,1.0503156,0.97993445,1.0993358,1.0964667,1.0667341,0.8007028,0.8281157,0.96725273,0.8612884,1.1771094,1.118294,1.0398874,1.0754724,1.0675479,1.1634878,1.0399021,1.0154046
nail,1.3515904,0.92713076,0.65443635,1.1362374,1.2980821,0.8710098,0.36319834,1.1966444,1.1614629,1.4728823,1.3880847,0.3624456,1.3294364,1.1986507,1.0290476,1.4250274,1.378652,1.2582853,0.5739438,1.0762044,1.4403994,0.71308625,1.1208935,1.2099514,1.1671326,0.4967335,0.90532553,0.5225271,1.3003645,1.2466838,1.0977474,0.32409668,1.295006,1.2134057,1.0724498,0.81468487,1.1407244,1.2246791,1.1731471,0.24654412,1.5066519,0.75706977,0.8842062,1.3565416,1.2783544,1.1768194,1.2156904,1.153679,1.2482293,0.6497421,0.4022218,1.1768239,1.1275625,0.65102077,1.2375312,0.7593514,1.2256091,0.7499272,0.79559076,0.9371951,1.2203666,0.24308413,0.7077712,1.2004856,1.0376992,0.9877093,1.064611,0.40050387,0.5079634,0.8068133,1.3741591,1.2763205,1.2223685,1.2718264,0.81456435,1.1910911,0.44521368,1.3559461,1.1279756,0.92232645,1.259969,1.2966843,0.6615573,0.9324547,0.0,0.97396135,0.6692335,0.6714207,0.43121964,1.406499,1.0300512,1.342735,1.2278392,1.420744,0.44478077,0.49406248,0.8504173,1.0305116,0.53898895,1.2066282,1.0208973,1.0455049,1.06658,0.4729389,0.6577792,1.3429171,0.48014253,0.32547557,1.4196842,1.1661007,0.7108973,1.1949955,1.2099792,1.238629,1.2889724,1.017136,1.2161472,0.7158931,1.2314413,0.9421814,1.2777679,0.30924392,1.1692519,0.26061457,1.188396,1.2743561,0.90375197,1.1887164,0.41436183,0.2768314,1.3973267,1.3116405,1.2438737,1.4292268,0.63974303,0.32561165,0.36678648,1.2039546,1.035658,0.85369444,1.4782069,1.2098043,1.3069981,1.2226764,0.9098996,0.21728301,1.2601068
napkin,0.89994645,0.63729763,0.93466103,0.82574165,1.1491686,1.089921,0.8035757,1.0040871,0.8642432,1.1282855,1.1766691,0.71212745,0.75858057,1.1886504,0.9718965,0.86949515,1.1936624,0.97186756,0.88851464,1.0237188,1.160199,0.73974925,0.9241836,0.9191411,1.1449313,0.5553343,0.98106456,0.91478294,1.0979095,0.64454794,1.0239991,0.9337456,1.118506,0.68407243,0.81502724,1.0958657,0.96868926,0.7235156,0.7689937,0.7630432,1.1834598,0.8081165,0.9804041,1.2200346,1.1939288,1.1431255,0.9855783,0.7960342,1.1290315,1.0244483,0.908238,1.1752379,1.3405833,0.96278864,1.2578416,0.6525739,1.2382702,0.57841384,0.71855617,0.9505835,1.1625689,0.95699525,0.5795364,1.3310143,1.032604,1.1855671,0.99257517,0.8624902,0.93405,0.90000814,1.2611153,1.3054777,1.2077091,0.916751,0.63979113,1.0207628,0.83781016,1.1425354,1.0307246,1.0348432,1.0531374,1.2863728,1.0485196,0.9024939,0.97396135,0.0,0.83431256,1.024819,0.92353815,0.83637655,1.0612282,1.1376853,0.8433608,1.0154208,0.7754558,0.7099131,0.84607565,0.8080796,0.5029452,0.96133804,1.0323044,0.6737076,0.99467987,0.96260434,1.1244091,0.92114383,0.7801777,0.9297537,1.077424,0.9786694,0.88512623,1.3632779,1.0127594,1.0831257,1.1826137,0.8223125,0.77544004,0.6123382,1.1999997,0.5743848,1.3826067,0.68765473,1.0769334,0.9802333,0.78528595,1.1374172,0.82731485,1.2180521,0.8033953,0.95035505,1.09092,1.1610088,1.3879544,1.2722375,0.7920285,0.7854595,0.7842398,0.8872269,0.084358394,1.2167042,0.9947133,1.2984425,1.1951019,1.2136173,0.7285222,0.89124,0.967989
necklace,1.2180448,0.76016295,0.86185575,1.0152615,1.0429609,1.0735551,0.7523079,1.1657119,1.1465266,1.2540123,1.2563574,0.8165292,1.2000935,0.88795036,1.0209593,1.1515262,1.2123269,1.1618665,1.0039268,1.1832597,1.2840922,0.75803655,1.102225,1.2212161,1.143069,0.81227565,1.0906839,0.7663265,1.1786141,1.0997273,1.146064,0.9349435,1.2061119,1.13506,0.9351772,0.9386928,1.0851508,1.1885881,0.9588161,0.78779966,1.3121276,1.0762045,0.9154724,1.2046235,1.2704854,1.0041221,1.1059854,0.9274181,1.044287,0.369376,0.7623788,0.9965071,1.0590134,0.45588386,1.2476236,0.89677477,1.2276711,0.61640257,0.7919903,1.0700468,1.2415055,0.6241557,0.7616982,1.1932818,1.0066928,0.80823827,0.61653125,0.6184548,1.00355,0.9417826,1.0984625,1.1822774,1.1859515,0.99532896,0.83304167,1.1042118,0.9022969,1.1987987,1.024281,1.0211942,0.9305073,1.2744238,0.52563274,0.795458,0.6692335,0.83431256,0.0,0.4798072,0.76361865,1.2324101,1.0030513,1.0380603,0.87568825,1.1630672,0.87750566,0.6827525,1.0103998,0.7780045,1.0244248,1.1734841,1.1441112,1.0413185,1.1440042,0.8800663,0.8662385,1.1152242,0.97735834,0.7723439,1.308574,1.0750352,0.7610032,1.1212468,0.98813933,1.0524622,1.0308962,0.9430403,0.88653,0.8974128,1.2536936,1.0697591,1.2036021,0.58645356,1.0969636,0.8996351,0.87315106,1.1735647,0.82518464,1.1583595,0.85006595,0.75880486,1.2689629,1.0336863,1.2325728,1.2949665,0.92904854,0.393,0.49252856,0.88497376,0.86696553,1.1628779,1.2660619,1.1922919,1.2290175,1.1474916,1.0536276,0.52121985,1.1219624
nose,1.1805478,0.88595784,0.87901306,1.0260686,0.99667513,1.0998145,0.86047554,1.1210102,1.1784945,1.2193358,1.1534747,1.0077971,1.2162586,0.80212,1.1356738,1.0973709,1.2511268,1.2172916,1.051973,1.173252,1.2454712,0.7402902,1.0978969,1.2369597,1.1000668,0.9972838,1.149431,0.86015844,0.89893377,1.1021891,1.1419076,0.9700378,1.126332,1.1411442,0.9434732,0.9955909,1.0897067,1.1379106,0.8814912,0.98750323,1.2184476,1.0917261,1.1421673,1.1213642,0.99965656,0.8209818,1.0508373,1.102103,1.0542624,0.38030553,0.7492092,1.0464655,0.8615691,0.46506065,1.1464578,1.1352063,1.1319845,0.72402924,0.9984328,1.2179184,1.0694395,0.6678409,0.68574244,1.1417861,1.0060995,0.5265833,0.57618654,0.6015913,1.070225,1.0966591,1.2008238,1.0996039,1.1314664,0.9939552,1.0537307,1.2069163,1.022963,1.0938447,1.0095996,1.119603,0.8165551,1.2279552,0.37413812,0.59816504,0.6714207,1.024819,0.4798072,0.0,0.82134867,1.1611751,0.8854691,0.9790999,0.91135466,1.1857227,1.0725602,0.9260572,1.0216075,0.89324385,1.0564845,1.1850975,1.1077522,1.1602433,0.9916471,0.8354081,0.8972497,1.1561929,1.0727382,0.6773243,1.1476109,1.1349715,0.74137545,0.99869096,0.9916384,1.2052065,0.95160407,0.97755104,0.8699499,1.1030354,1.0624022,1.0579095,1.1985853,0.73859334,1.1882184,0.84283125,0.8201394,1.0951391,1.0396442,1.1225302,0.99577606,0.8566629,1.1772419,0.95659006,1.1934093,1.2266089,1.0332468,0.40045106,0.637881,0.90350884,1.0416431,1.1753297,1.3080354,1.2500298,1.1410999,1.2149719,1.0915704,0.66312313,1.0281582
