,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
pumpkin,1.21173,0.74503523,0.90190744,0.84948885,0.72339875,0.78623384,0.8987967,1.0972592,1.0765975,1.0816395,0.9250438,1.2150072,1.0100867,0.8789763,1.0212301,0.92353666,0.97624904,1.0403101,1.2552602,1.2235665,1.0438709,0.76760316,1.1280272,1.1492686,1.1104478,1.3272562,1.2826188,0.77807254,1.2091082,1.0598509,0.7506202,1.1802837,1.0291893,1.1920311,1.0269606,1.0494311,0.9372738,1.086107,1.3131799,1.0426546,1.2707605,0.94832534,0.64464194,1.0791183,0.956462,0.9018082,0.81085557,0.8430517,1.1291733,1.093146,1.0037473,0.7758057,1.0576732,1.0591254,1.2686254,1.1169176,0.86737573,1.263613,0.74032235,1.1434265,1.0364358,0.79649293,0.6609547,0.9773608,1.0229434,1.2577664,1.0152735,1.0871385,0.83380556,1.1929547,1.0148637,1.2782307,0.97398466,0.7742615,0.6566794,1.2043391,0.9749241,0.77643543,1.0355071,1.1143844,0.7394181,1.2306421,0.44269437,1.0406942,1.124267,0.8394382,0.8632013,1.0007771,1.3196868,1.2962916,1.0887777,1.1190331,1.1682363,1.3068422,1.069025,0.0,1.0261106,1.258002,1.0619678,1.1478094,1.2201121,1.0309302,0.9180714,1.0775256,0.94163394,1.0476164,0.9436803,0.9627359,0.93428516,0.9785103,1.0250149,1.2215886,1.0935436,0.9793057,0.76559806,0.8357637,1.0820487,0.90145385,0.98885626,0.9358814,0.8190963,0.97411186,1.1455027,0.72424537,0.96134764,0.9044334,1.0369327,0.9884542,1.0691403,1.1902747,1.0542744,1.065059
purse,1.068541,0.94794583,1.1553732,1.023495,1.2043041,1.1322087,1.2532694,0.46593893,0.88802326,1.1211619,0.9295191,1.0917237,0.71152985,0.9359873,1.2343104,0.7133852,0.9706616,1.0282975,1.1824664,1.0850241,0.80282605,1.1397893,0.903182,0.82429314,1.0358313,0.9634164,1.0478227,1.1062323,1.0977856,0.5016196,0.84031796,0.9263691,0.99286956,0.99852216,0.9188659,1.0584681,0.84050596,1.1140218,1.2819123,0.74318016,1.1816428,0.90893674,0.90711045,0.82583714,0.9591545,0.9482973,1.0882782,1.2438469,1.1214726,1.264246,1.227842,1.2859812,1.1491857,0.95494956,0.9914915,1.0072803,1.0066029,1.2510448,0.90039366,1.0724937,1.1582017,1.1341591,1.0800227,1.0369425,0.9146725,1.039961,0.8937803,0.9437936,0.8483872,1.0127691,0.67577404,1.1076688,1.0588412,1.0873276,1.0514077,0.8854475,1.2361634,1.011201,1.3660798,0.66068006,1.0129075,1.185786,1.0909312,0.7190589,1.0938402,0.95637906,0.8299465,1.0287955,1.2638626,1.2513237,0.94892216,0.49191248,0.8645633,1.2601902,0.9072027,1.0261106,0.0,0.8854097,0.78839695,1.0066396,0.94330156,1.0717245,0.930189,1.0192945,0.9832673,0.89556986,0.84328014,0.9510135,0.8560631,1.021005,1.0927474,1.1740913,1.0513043,1.0488726,1.0269244,0.9029331,1.152927,1.081565,1.1939733,0.7203284,0.9308921,0.994747,1.1835235,1.2246082,1.3631763,1.111435,0.6470791,0.9702013,0.7859371,0.7671471,1.0841126,0.9489125
radio,0.701515,1.1329395,0.749809,1.4064556,1.0637957,1.1007566,0.9345568,0.84686995,1.1702229,1.1377717,1.3340324,0.55986035,1.2425078,1.3985184,1.058398,1.3611588,1.2048225,1.0799035,0.6296132,0.68899393,1.1211715,1.0808556,0.8791467,0.7370001,0.9236605,0.56702614,0.7395427,1.3285353,1.1010017,1.0413188,1.2144661,0.64877844,0.7909159,1.0335957,0.793834,0.95978487,1.2987778,1.1412907,0.68985176,1.0950773,0.60391223,1.151472,1.2023425,1.0590521,0.9061411,1.205672,1.0580721,0.829626,1.0288913,0.8138443,0.91464865,1.1381744,1.0968517,0.6288128,0.7106028,0.8123174,1.1139421,0.6770355,1.3244265,1.0636238,0.974708,1.2297082,1.3836944,0.86896014,0.96839154,0.61569434,1.1737391,0.9945934,1.3509996,1.0304484,1.0348768,0.61717606,1.1700969,0.9299379,1.4186739,0.5992666,1.10908,0.97513485,0.8071978,1.0508438,1.0482697,0.669635,1.0848715,1.0481439,0.90715265,1.4252425,1.2968563,1.1564937,0.6885708,0.67613345,0.86345756,0.7414354,0.6462751,0.75687444,0.85091484,1.258002,0.8854097,0.0,1.0308694,1.0753112,0.6024563,1.1531339,1.1066443,1.0676467,1.3122625,1.095028,1.2503914,1.0893949,1.2232368,1.2433296,1.2589855,0.59785426,1.2811261,0.9719999,1.1864893,0.9279419,0.84828234,0.95502025,0.8490038,1.0207591,1.3192834,1.3119475,0.7070888,1.1049659,1.0304396,1.2431619,1.0964894,0.81974626,0.97684556,0.75920933,0.645668,1.1016414
refrigerator,1.2037005,1.2214856,1.3497705,0.90830326,1.1996865,1.0788316,1.1990135,0.8449402,0.52103156,1.0124842,0.6457622,1.3369964,0.5278609,0.9234505,1.1564572,0.7443135,1.0012251,0.94718045,1.2196518,1.2287387,0.65779924,1.2365737,0.9225488,1.0230982,1.1331015,1.1052195,1.0624135,1.0277566,0.9003484,0.5346496,0.86320716,1.13062,1.2491074,0.8796117,1.0966537,1.2566068,0.60084796,1.0626957,1.4035132,0.5447182,1.2037706,0.8032093,1.0870885,0.36380583,0.96115696,0.8278,1.1879332,1.3840228,1.0972255,1.2981148,1.0397127,1.3452756,1.3463405,1.0897796,1.12424,1.2401341,0.7634821,1.3736154,1.0839494,0.85496736,1.2285022,0.8932195,0.9189816,1.3519001,1.1135911,1.1396914,0.7992935,0.83526576,0.8828975,0.9844489,0.5947573,1.0929532,0.8960785,1.0986257,1.0409713,1.0053041,1.2171493,1.1980882,1.4178141,0.9264491,1.2181273,1.2500898,1.0761923,0.2065041,1.0877914,0.93310773,0.7547846,0.83127713,1.2999742,1.3109288,1.0694535,0.9926382,1.0808896,1.252501,0.9999546,1.0619678,0.78839695,1.0308694,0.0,1.0445104,1.0966089,0.928774,1.1377819,1.0376211,0.81303257,1.2644881,0.753524,0.8017553,0.42271626,0.7024267,0.82337224,1.4975162,0.8432797,1.1584222,1.180232,0.99958134,1.3540187,1.2737297,1.3566663,0.7199114,0.78037065,0.70457894,1.3981423,1.3359492,1.3815905,0.91398585,0.9015598,1.132699,0.8470282,0.71931136,1.3607794,0.45846772
rock,0.93921137,1.1499355,1.1786246,0.74999225,1.1564269,1.1763718,1.0307659,1.1273649,0.9393626,0.35113895,0.7529018,1.0684361,0.8078412,0.8201434,0.74393284,0.7556346,0.9117855,1.1150683,1.2270706,1.2502817,1.029018,1.1574559,1.1431835,1.2436945,1.0640693,1.2066036,1.0391009,0.9988605,0.41559732,0.9055595,1.0193481,1.0217457,1.2413919,1.0242449,1.1900625,1.0367993,0.79126114,1.0711203,1.2096336,0.9481646,1.2513143,0.8859505,1.2036281,1.0870695,1.2250054,0.8735148,1.1410668,1.1544149,0.23277044,1.1709106,1.06278,1.2259101,0.9862733,1.1654198,1.1085321,1.0544404,1.0235555,1.1680582,1.0105395,0.7963889,1.3193507,1.0782678,1.0784484,1.2084224,1.0207865,1.026413,0.6020894,1.1033242,0.80863047,0.8704475,1.0940294,1.1302857,0.8512518,1.1926244,1.0546621,1.0830123,1.0026047,1.1730018,1.1802983,1.0362458,1.1855274,1.1652107,1.0789466,1.0325038,0.9676992,0.8115349,0.9520572,0.99250114,1.1177996,1.165845,0.9542079,0.95514214,1.0174243,1.1069361,1.1060272,1.1478094,1.0066396,1.0753112,1.0445104,0.0,1.038152,0.78718555,1.1256311,0.99441665,0.6530364,0.9023193,0.97650594,1.1316487,0.9947183,0.9137726,0.6744024,1.180495,0.6909301,1.138166,1.1667901,1.1873918,1.1836647,1.0221984,1.1220925,1.1290767,0.77440655,0.80566806,1.1789867,1.2778864,1.0815624,1.0701451,1.0377735,1.2193801,1.0951428,1.2216513,1.1466738,1.0064621
rooster,0.6906822,1.1521667,0.78076684,1.3934383,1.0946836,1.1979542,1.0970482,0.7754698,1.3817636,1.0556867,1.3649893,0.7127413,1.3174018,1.4721773,0.8911183,1.2958146,1.2886556,1.1542251,0.5699863,0.86008745,1.3270166,1.0058966,0.88864493,0.9372424,0.85349834,0.6976674,0.8066933,1.4016931,0.913047,1.1149232,1.1305486,0.5132898,0.9845235,1.1532707,0.8639871,0.7776985,1.3225068,1.0650904,0.74570394,1.2334803,0.6406807,0.8737863,1.056424,1.0478914,1.0489959,1.2596593,1.0944221,0.7635299,1.0157303,0.9415471,0.9578979,1.0896444,1.0417702,0.3837875,0.8369373,0.79261017,1.1607989,0.6999179,1.316374,0.9337781,1.0829057,1.1949635,1.3510637,0.9414278,0.7709078,0.75210506,1.2865127,0.9893441,1.4121599,1.2262274,1.0455426,0.63950765,0.99456036,0.9493843,1.3691449,0.3436764,1.2379649,0.82340384,0.7764431,1.0034164,1.0532092,0.70150054,1.1829107,1.2053206,0.8677691,1.3936124,1.291631,1.192977,0.62499714,0.65268695,0.82898426,0.5993703,0.30210555,0.96982414,0.43945658,1.2201121,0.94330156,0.6024563,1.0966089,1.038152,0.0,1.0019683,1.1292012,1.0916599,1.3409977,0.987958,1.2858095,1.1533738,1.2121686,1.421919,1.2799584,0.6868294,1.2492514,0.97376776,1.1377776,1.0757217,0.93709624,0.78550893,0.82444566,1.0119501,1.3154824,1.3962839,0.90873134,1.0212212,1.0147378,1.2643788,1.0685527,0.92735875,1.2762544,0.83049166,0.86940765,1.0155988
sandwich,1.120252,1.1961704,1.1807948,0.7016762,1.095693,1.1076914,1.1829666,0.9559214,0.8805398,0.86132383,0.6083751,1.2044841,0.868799,0.7615956,0.7861874,0.6394484,0.95422506,0.9055357,1.2623451,1.386178,0.8831469,1.084337,1.2783866,1.4258662,1.0757017,1.3611177,1.1171052,0.93480945,0.6074602,1.0370562,0.83498144,1.1395546,1.3450067,1.0257385,1.0957069,1.2212366,0.7113989,1.1091781,1.3397655,0.8048271,1.3165773,0.26142877,0.81668967,0.9626482,1.1742313,0.8816034,1.2197293,1.225241,0.93895364,1.2698573,1.0734532,1.2217723,1.1430029,1.0108558,1.2390777,1.071891,0.91356015,1.2431157,1.0267678,0.8638339,1.2577257,0.8775301,0.8426093,1.2781298,1.0670899,1.2323394,0.7642815,1.1039404,0.91157115,1.182028,0.97080034,1.286189,0.27475148,1.1135159,0.9364313,1.0307375,1.1079828,1.0778245,1.2558832,1.1870024,1.1599041,1.2308788,1.0860792,0.91754705,0.8391721,0.7539334,1.020876,0.89987713,1.2375033,1.2367418,0.95725065,1.007584,1.0741012,1.3237467,0.9411871,1.0309302,1.0717245,1.1531339,0.928774,0.78718555,1.0019683,0.0,0.9306644,0.99041927,0.8101335,0.9997558,1.0622721,1.1419659,0.8809604,0.9477398,0.72686607,1.3275322,0.7721895,1.1266171,1.2017143,1.1412493,1.3617616,1.1269113,1.2271726,0.8756025,0.9115168,0.7077852,1.3972735,1.2398002,1.2270883,0.8765456,1.1240484,1.0729992,1.0795832,1.1453905,1.1556593,0.89825
scarf,1.180499,0.84393466,1.0693182,0.8945494,0.9450956,0.90324795,1.0800844,0.887109,1.0814307,1.1425052,0.99908984,0.9598844,1.078102,0.7883937,0.850082,0.8917643,0.88958985,0.9616165,1.1365557,1.153168,0.98883104,1.0004088,1.2147092,1.129809,1.0268095,1.1760099,1.0545611,0.91394067,1.0693945,1.1359416,0.94591933,1.1800842,1.1046815,0.758903,1.0760411,0.9772565,1.0323291,1.0342214,1.0289407,0.96636176,1.1582986,1.0271896,0.89605033,1.1525168,1.0854475,0.9903838,0.6930804,1.0892642,1.1260707,1.0896362,1.0709627,0.93847024,0.96345043,0.988054,0.97507596,1.0821762,0.9954168,0.9363391,0.8507773,1.08851,0.8417209,0.6775275,0.86006445,0.60124433,1.0040199,1.1333356,0.9496002,1.0164582,0.9044715,1.0029746,1.0889683,1.2317389,0.92914635,1.1373928,0.80336154,1.0831745,0.8442815,0.88423425,1.0251112,1.0576645,0.8799828,1.1287444,1.0418963,1.1050031,1.0656974,0.81876457,0.9197475,1.0029153,1.0791303,1.0707483,1.0399328,1.0511193,1.1179821,1.2170812,1.1083295,0.9180714,0.930189,1.1066443,1.1377819,1.1256311,1.1292012,0.9306644,0.0,1.0118684,0.95218587,0.89921236,0.9466047,1.0189427,1.0540175,1.0696232,0.98970747,1.0193521,0.9393085,1.1189933,0.8782208,1.0699313,1.1080036,1.0664551,1.0374857,0.98825675,1.0026724,0.98917395,1.1430758,0.8852339,0.96087945,0.879763,0.9775916,1.0243112,1.0620062,1.1583785,0.87998295,1.1468152
scissors,0.753197,1.3033148,1.1512749,0.9620305,0.9144667,0.8502971,0.6626072,0.9225658,0.8447523,0.9435957,0.92626494,1.1036544,0.99424905,0.733295,1.1284437,0.9928765,0.7912656,0.8272188,1.2250489,1.1286706,0.7427411,1.0771195,0.9632939,1.0637585,0.6684711,1.2659386,0.76090264,0.85911334,1.0548981,1.0926841,1.0173308,1.0546736,1.2784036,0.7139056,1.0124682,1.288435,1.0542196,0.8490236,0.9740408,0.7645633,1.2355822,1.0453,0.9344549,1.046129,0.8190774,1.1045619,1.2250814,1.2982063,0.9670264,1.2433103,1.0394802,1.1856489,0.8498951,1.0064787,0.8382961,0.43014205,0.69966847,1.1805794,0.9452326,1.0904477,0.72319484,1.1238977,0.8804601,1.1621034,0.9634198,1.1617265,0.8879695,0.8576088,1.0354638,0.720248,0.88323087,1.1461153,1.0274034,0.987139,0.8751435,1.116885,1.1412513,1.1175241,1.2879395,1.2226132,1.113694,1.1932778,0.90570563,1.0879129,0.9536512,0.88858575,1.192185,0.80594933,1.0468457,1.0684154,0.8628495,1.2142217,1.056807,0.93768215,1.1574585,1.0775256,1.0192945,1.0676467,1.0376211,0.99441665,1.0916599,0.99041927,1.0118684,0.0,1.088989,0.8117488,1.2007416,0.8978771,0.9801638,0.71650237,0.74285144,1.1604466,0.76548856,1.1615013,1.2773299,1.0974936,1.2053564,1.1835796,1.2005181,0.903041,1.138962,0.7375755,0.9465793,1.3372612,1.1952468,0.5370335,1.2586559,0.57379496,0.8581225,0.8089293,1.1396164,1.0232934
shirt,1.3098863,0.9780535,1.4070388,0.37474573,1.2130756,1.1861846,1.1275883,1.2305806,0.78035796,0.7632215,0.5201781,1.2816752,0.60106516,0.52284294,0.919761,0.61380976,0.8559217,1.0184369,1.3966128,1.4692023,0.8547782,1.1717758,1.1768932,1.4104884,1.2079339,1.3816745,1.2119336,0.79487014,0.64173764,0.714955,0.9680627,1.3881108,1.3340148,0.96682304,1.291577,1.0791097,0.5636753,1.0235279,1.4673775,0.78892004,1.4746075,0.85036826,0.9458725,0.88223773,1.3078504,0.26639795,0.9238229,1.3476655,0.73820615,1.2360373,1.0124269,1.0326357,1.1904889,1.2939026,1.402694,1.2988809,0.9603347,1.2887118,0.7115866,0.90520936,1.3090419,0.54947007,0.62667924,1.0918401,1.1374432,1.3092242,0.30584723,1.0899464,0.3989607,0.9505094,0.9781997,1.3990026,0.75968635,1.3467584,0.7527143,1.1764946,0.8527964,1.3101823,1.3069508,1.0700842,1.0494019,1.4457469,1.0241249,0.73856497,1.1174006,0.4592427,0.40760088,0.9684035,1.414089,1.4196444,1.2189424,1.2457724,1.3375823,1.3719494,1.1878636,0.94163394,0.9832673,1.3122625,0.81303257,0.6530364,1.3409977,0.8101335,0.95218587,1.088989,0.0,1.0406305,0.39587522,1.1087029,0.76261115,0.8043748,0.6256745,1.4280465,0.6942761,1.3182213,1.0043118,1.2924868,1.2809328,1.1214659,1.3029325,1.0164685,0.16584063,0.5805105,1.4502115,1.0894449,1.0742034,0.90615046,1.015599,1.3054563,1.0537486,1.2637892,1.1728529,0.8248813
shoe,0.9470693,0.84287906,1.153287,0.9117126,1.0475662,1.1495132,0.8726834,0.9740425,1.2700529,1.0276321,1.1282558,0.9083303,1.0974482,0.84941787,0.97192633,0.90552956,0.9417509,1.1199709,1.1192744,1.1363561,1.1466192,0.7269724,1.0075215,1.0054129,0.7991159,1.1343552,1.0316303,0.85869277,1.0270958,1.0685763,1.0574914,1.0294063,1.0847512,1.1116611,0.9332841,0.8748737,1.0986924,0.9323635,1.0017786,1.1740706,1.1816578,1.0217425,0.9296276,1.235495,0.97224814,1.0845938,0.9008605,1.1050783,1.0002846,0.89168954,0.97100997,0.85390157,0.77016073,0.99215597,0.8676022,0.7937889,1.0153522,1.0063196,0.6213695,1.1272151,0.8731104,1.0295095,0.91340065,0.81965506,0.94788253,1.1475456,1.0048676,0.9875635,0.83661926,0.9098293,1.1422962,1.1867504,0.9730268,1.1631904,0.75826573,1.0247018,0.82322973,1.0609218,0.99675274,0.88240063,0.9007963,1.074023,1.0721787,1.1717027,1.0106479,0.8483592,0.95563877,0.98344827,1.0322853,1.0412987,1.0849197,0.8930718,1.0325913,1.0399075,0.9730551,1.0476164,0.89556986,1.095028,1.2644881,0.9023193,0.987958,0.9997558,0.89921236,0.8117488,1.0406305,0.0,0.99960303,1.0349586,1.2047141,1.0670078,1.072564,0.7896224,1.0871475,1.083012,0.7102885,1.112634,0.96934664,0.8569323,0.98907804,1.0870739,1.0212597,1.117306,0.9148196,0.79935974,0.88040954,0.98855066,0.9239815,0.944789,1.1005085,1.0592808,0.8494835,1.251789
shorts,1.311946,0.749574,1.3864517,0.6301913,1.2241074,1.1467228,1.0484396,1.1315947,0.95182395,1.0100144,0.8269676,1.1724616,0.5838133,0.7852803,1.0355709,0.7309742,0.99636334,1.1434548,1.2639015,1.2695636,1.0282278,1.0339458,0.97381204,1.166162,1.2330914,1.1474515,1.2252526,0.7592244,0.8834632,0.54744107,1.039743,1.3663024,1.1102976,1.0391395,1.13785,0.869172,0.680357,0.94799685,1.3268379,0.9842593,1.3277287,0.9436354,0.9514297,0.8121867,1.208011,0.506296,0.77843475,1.2634919,1.0091212,1.0851508,1.1481878,0.85824865,1.1622338,1.2670741,1.28238,1.3527229,1.1031735,1.1747472,0.56537783,0.9560203,1.1749707,0.67654586,0.7331254,0.8695124,1.0595273,1.2079271,0.6311821,1.0704613,0.43102533,0.89274275,0.929764,1.278994,0.97900796,1.2128613,0.7001311,1.1120424,0.8058326,1.2361307,1.1922755,0.7381614,1.0359797,1.2818865,1.0484015,0.6263097,1.2370977,0.64360994,0.24570143,1.1308526,1.2916951,1.3000927,1.2624295,1.0923917,1.284249,1.2263349,1.0281464,0.9436803,0.84328014,1.2503914,0.753524,0.97650594,1.2858095,1.0622721,0.9466047,1.2007416,0.39587522,0.99960303,0.0,1.0207145,0.7372193,0.9299435,0.92596084,1.219195,1.001807,1.1613696,0.75179946,1.1975751,1.0008677,1.1026338,1.2439246,1.050752,0.3911463,0.90699995,1.2975179,0.8591859,0.971368,1.0189872,0.73254335,1.3311553,1.0393031,1.1162691,1.0822968,0.76575685
shovel,1.1388137,0.9730067,1.136957,1.1392983,1.0240387,0.92765415,0.9907197,0.9787707,0.92254514,1.0785309,1.0516973,1.0986228,0.9814712,1.0648052,1.1063405,1.0477911,1.0077723,1.075392,1.0125425,0.90225935,1.0289844,1.0058184,0.7199862,0.80585116,0.8971496,0.9290632,1.0987039,0.9746253,1.1559323,0.94211924,0.82790995,1.1014963,0.80961585,0.941932,1.0907694,1.0302124,0.99997,0.9161751,0.99774915,0.99257135,0.97938955,1.104698,1.071628,0.8635849,0.7948198,1.0094697,0.9717808,1.0445542,1.1602855,0.92388797,1.1548983,0.964618,0.9842814,1.0854604,0.93039554,1.0788428,0.98058903,1.0823896,0.9245281,0.91892916,0.89917326,1.0165949,1.0124596,0.9941443,1.1603069,1.0879525,1.1357253,0.8939259,1.0260165,0.9098702,0.9235156,0.9186338,1.1723883,1.0324893,0.95834863,1.1693835,0.950591,1.0496345,1.1160988,0.99968016,0.9446853,0.9965176,1.0720348,0.84347713,1.0677248,1.1158323,1.0115002,1.0140646,1.0780916,1.0509728,1.0641315,1.0915627,1.1378635,0.9562676,1.1434594,0.9627359,0.9510135,1.0893949,0.8017553,1.1316487,1.1533738,1.1419659,1.0189427,0.8978771,1.1087029,1.0349586,1.0207145,0.0,0.84504193,0.90886563,1.0842396,1.090765,1.1062583,1.0167648,0.9754345,0.74019265,0.8748834,0.9924481,1.0751016,0.94161314,1.0985862,1.0324678,0.9887818,1.0268587,1.0462879,0.8111026,1.0075825,1.0190494,0.97269684,0.78067166,1.0246646,0.88544756
shower,1.2536362,1.1672562,1.3509293,0.7982435,1.1817902,1.0711708,1.1283178,0.9036654,0.51812,0.98697263,0.52974224,1.446188,0.4648347,0.80546516,1.1082157,0.6370549,0.8757285,0.9598629,1.2731153,1.3093129,0.7128867,1.1837049,1.0289272,1.2169564,1.1287236,1.290622,1.1524421,0.8526091,0.90203035,0.60285,0.78593326,1.2273557,1.2652984,0.93096185,1.1853627,1.3004887,0.4995154,1.0230174,1.4614693,0.6102883,1.3045199,0.7600558,1.0353323,0.48308694,1.086601,0.78945357,1.1321211,1.3549063,1.069664,1.2766312,1.048388,1.2618874,1.2408906,1.1578271,1.2499452,1.2215736,0.8254164,1.3701141,1.006324,0.9079749,1.2432878,0.80576766,0.79290617,1.2763433,1.1230494,1.2588573,0.7756581,0.9226362,0.77276415,1.0542206,0.7100587,1.231216,0.8498271,1.0860155,0.93812805,1.1248808,1.0477986,1.2245713,1.3686973,0.9426049,1.1649482,1.4000833,1.0830522,0.44182527,1.059777,0.8335022,0.77876854,0.850184,1.3445742,1.3614163,1.099903,1.0920616,1.2151268,1.2866488,1.0469034,0.93428516,0.8560631,1.2232368,0.42271626,0.9947183,1.2121686,0.8809604,1.0540175,0.9801638,0.76261115,1.2047141,0.7372193,0.84504193,0.0,0.59264284,0.7502885,1.5054502,0.80098224,1.1423944,1.147819,0.98325527,1.3332595,1.2998743,1.3426455,0.8022298,0.7358413,0.64512837,1.4306158,1.2773862,1.2725819,0.895515,0.89659977,1.1929696,0.87298733,0.9368255,1.4420388,0.56958073
sink,1.1723218,1.1425363,1.2578671,0.7638843,0.8960405,0.70057607,0.8703989,1.0483165,0.30936337,0.86765003,0.6653719,1.3359103,0.5427664,0.6765848,1.1374319,0.7575748,0.76372427,0.87645584,1.4088154,1.0150142,0.5627963,1.1204605,1.0533735,0.933313,0.99229497,1.2926636,1.0951873,0.7655978,0.93655133,0.7575489,0.95532125,1.3964707,1.1568356,0.7292806,0.9928976,1.3833296,0.73088473,1.0301596,1.3723009,0.5891633,1.2886591,1.0065265,1.0772974,0.70890045,0.9438417,0.8967772,1.2384686,1.3738142,0.90763986,1.2625496,1.1053252,1.2411795,1.0744143,1.3690114,1.0626345,1.064776,0.7043192,1.3849357,0.90421116,1.0411906,1.0683857,0.99389863,0.7592343,1.2534932,1.1108973,1.1917442,0.74245846,0.7964787,0.77629364,0.8072852,0.792336,1.281915,0.9832139,0.90314573,0.77096754,1.2786064,1.0955926,1.22897,1.4253247,1.0241294,1.2201543,1.3984475,0.82633114,0.6249378,1.0609033,0.7168914,0.85899585,0.81898224,1.2913482,1.3613057,1.0098705,1.2994739,1.3723054,0.8740521,1.3086905,0.9785103,1.021005,1.2433296,0.7024267,0.9137726,1.421919,0.9477398,1.0696232,0.71650237,0.8043748,1.0670078,0.9299435,0.90886563,0.59264284,0.0,0.7262018,1.4368204,0.7791258,1.0615393,1.1353369,0.90619874,1.2601678,1.3498721,1.3232412,0.94296837,0.83915377,0.63410026,1.1384913,1.3463182,1.228633,0.6823889,1.0035721,0.99435335,0.62842745,1.0030229,1.3320172,0.88896453
slide,1.2212205,1.2945397,1.2651511,0.6338291,1.0509771,1.0337235,1.0347441,1.0280492,0.5339873,0.7027558,0.2650568,1.3975866,0.6298888,0.5287847,0.9716728,0.5392031,0.8599603,0.7287351,1.3550148,1.3223233,0.54233927,1.3267025,1.2376868,1.384427,1.1833559,1.4317875,1.0122505,0.89912724,0.75889176,0.8262462,0.81373894,1.2988813,1.3840318,0.88746846,1.2396561,1.4114985,0.49353087,0.9918346,1.3515612,0.4704188,1.3627046,0.8450972,0.87988263,0.9025343,1.1518649,0.7722104,1.2233938,1.3392965,0.77930856,1.2903839,1.0850921,1.294989,1.1424922,1.1909244,1.3555062,1.004833,0.78912705,1.3287593,1.0529051,0.91945726,1.1315511,0.8922769,0.8753848,1.331063,1.1130416,1.3117136,0.47431552,1.0482275,0.75372,1.0425721,0.70332146,1.3546786,0.7703997,1.1735938,0.9428768,1.1490016,1.0164001,1.2765753,1.3050811,1.3225527,1.2706518,1.4196374,1.0142453,0.83281755,0.96330553,0.6809094,0.9115129,0.8458431,1.302852,1.2909138,0.97976667,1.1951504,1.2584507,1.2540059,1.1946728,1.0250149,1.0927474,1.2589855,0.82337224,0.6744024,1.2799584,0.72686607,0.98970747,0.74285144,0.6256745,1.072564,0.92596084,1.0842396,0.7502885,0.7262018,0.0,1.4770312,0.38106573,1.2734071,1.3326643,1.1630416,1.4771827,1.2731783,1.2925204,0.72325784,0.68261325,0.2996866,1.3386012,1.3801968,1.2520479,0.72132736,1.2323891,0.8515045,0.9022232,1.1343464,1.3341191,0.79898554
slipper,0.6536083,0.782284,0.5800557,1.4562703,0.97436327,1.0641954,0.8929186,1.163656,1.5208924,1.2197857,1.6458702,0.3053217,1.5357656,1.542368,0.9375902,1.6009815,1.2193468,1.2970722,0.34883332,0.48728025,1.5577984,0.81751746,0.79354024,0.6796148,0.8404454,0.38839614,0.8738725,1.1911476,1.2635331,1.331505,1.3705266,0.6657737,0.5155547,1.2092252,0.8085348,0.5762012,1.5507321,1.0297698,0.24771315,1.5801555,0.3691851,1.4182398,1.2637815,1.3463426,0.9463333,1.314164,0.75792,0.52854496,1.0919138,0.4368384,0.8937819,0.57824326,0.8368345,0.73543835,0.62656736,0.90483797,1.3836912,0.22237492,1.0887501,1.0368714,0.7656044,1.1543757,1.3620682,0.38668907,0.9922359,0.5742827,1.4169714,1.1592367,1.406904,1.0168104,1.3613882,0.45497203,1.3518156,0.9883463,1.262033,0.7758691,0.7235561,0.89019364,0.25722718,0.888726,0.7520583,0.43836623,1.1641133,1.4560598,1.0539553,1.4725227,1.311978,1.3431756,0.35548902,0.33784056,1.0690484,0.87785697,0.7333433,0.5362213,0.9065774,1.2215886,1.1740913,0.59785426,1.4975162,1.180495,0.6868294,1.3275322,1.0193521,1.1604466,1.4280465,0.7896224,1.219195,1.090765,1.5054502,1.4368204,1.4770312,0.0,1.4773412,0.7193108,0.74594927,1.0660638,0.3337294,0.7014711,0.5421441,1.3195357,1.3779249,1.6258389,0.39664572,0.50763327,0.43704355,1.3156667,0.99841255,1.0092719,1.2493248,0.9412457,0.35211372,1.3508247
