,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
carrot,1.2368283,0.8074149,1.2278222,0.5292988,0.984087,0.8954313,0.75860834,1.1246568,0.96154845,0.9334168,0.84861004,1.1877716,0.80753183,0.7188099,1.0969067,0.8264963,0.72606504,1.0784112,1.3037556,1.224865,0.9659434,0.75394106,1.0972375,1.1449531,1.1251082,1.334203,1.2929542,0.0,1.0431131,1.0224094,0.9104788,1.4089152,1.0466903,0.94159913,1.0962257,1.0721953,0.8851221,0.74568164,1.1476705,1.0279667,1.3316382,0.98647714,0.86570686,1.0815326,1.0637239,0.8488665,0.85253257,1.1987358,0.9746705,1.0570407,1.1229482,0.7269677,0.9389948,1.3177764,1.1937073,1.1867486,0.875502,1.1860123,0.583133,1.1171468,0.90208334,0.7823001,0.5283971,1.0772607,1.1204283,1.3175008,0.8742044,0.99113,0.64418286,0.878128,0.9542125,1.3994675,0.9630037,1.0548465,0.50279236,1.4400535,0.72776383,1.0785625,1.1147015,1.0752017,0.91410625,1.3584778,0.8390995,0.89649105,1.1327515,0.60490364,0.7057596,1.1083263,1.2862154,1.2242143,1.1003137,1.3791316,1.4301889,1.1384416,1.2030363,0.77807254,1.1062323,1.3285353,1.0277566,0.9988605,1.4016931,0.93480945,0.91394067,0.85911334,0.79487014,0.85869277,0.7592244,0.9746253,0.8526091,0.7655978,0.89912724,1.1911476,0.86035246,1.2077799,0.77062726,0.9689013,1.0327836,1.1391315,1.1636779,1.0827912,0.8366134,0.80556047,1.1095209,0.777748,0.89087707,0.6923508,1.0600103,1.0793259,0.9376886,1.1962446,1.0560393,1.1353512
cat,0.95484227,1.197836,1.3111918,0.7698567,1.207713,1.2306178,1.1196471,1.1359271,0.8898789,0.48277175,0.7062089,1.1249695,0.6590747,0.8967136,0.46753097,0.7045339,0.95173895,1.1537039,1.241687,1.3433018,1.0832151,1.1504463,1.2204036,1.4359426,1.1231283,1.2275966,1.0370916,1.0431131,0.0,0.8640494,1.0566906,1.1641011,1.2873961,0.9209113,1.2432115,0.96775585,0.7486454,0.95405364,1.2991805,0.9289325,1.3054519,0.5633412,1.2098062,0.8433662,1.3202808,0.8504524,1.1369448,1.2635144,0.35120803,1.1600093,1.0196328,1.3057669,0.8733705,1.1334072,1.1432961,1.1988592,0.9904869,1.1313226,1.0678544,0.5093272,1.4421904,0.8763411,1.0445789,1.254133,1.0753174,1.0285997,0.6595566,1.0780265,0.81462675,0.77272415,1.0132849,1.1119257,0.6863024,1.1987774,1.0191562,1.0323344,1.0619239,1.0393932,1.2990307,1.0286087,1.3313663,1.0200222,1.1564476,0.88719857,0.92800087,0.8313799,0.8299958,1.0131524,1.1186601,1.1964359,0.95433056,1.0917087,1.0216029,1.1264671,0.9651348,1.2091082,1.0977856,1.1010017,0.9003484,0.41559732,0.913047,0.6074602,1.0693945,1.0548981,0.64173764,1.0270958,0.8834632,1.1559323,0.90203035,0.93655133,0.75889176,1.2635331,0.664274,1.2114214,1.2588536,1.2773933,1.1691922,1.1113253,1.2841877,1.0772794,0.7513003,0.78177637,1.389624,1.3419031,1.1886882,1.1212457,1.045183,1.3948691,1.1835716,1.2044103,1.3140569,0.71012706
chair,1.1638576,0.97561044,1.3923862,0.8339926,1.3282871,1.1660681,1.2502753,0.749365,0.6627629,1.0033817,0.6270608,1.224504,0.28386354,0.93064874,1.1590436,0.60650194,0.94267094,1.014142,1.2755011,1.1097726,0.7822129,1.2751569,0.80276084,0.95043296,1.1915181,0.983813,1.1193635,1.0224094,0.8640494,0.0,0.96231985,1.2276777,1.0808306,0.9788423,1.0036107,1.102724,0.45825833,1.0877934,1.3843535,0.5892346,1.243824,0.8405737,1.0312092,0.57887226,1.0716311,0.75558275,1.1322714,1.418299,0.9918079,1.3036821,1.2789872,1.2623001,1.2298152,1.1725982,1.162594,1.2200177,1.0590249,1.3737416,0.8260735,0.8923706,1.3609521,1.031431,0.99369884,1.1235107,1.1003131,1.093168,0.70378715,1.0447745,0.6132031,0.8709045,0.46281314,1.1321065,0.9932056,1.1804644,0.9931524,0.98213094,1.1940641,1.3320405,1.4435275,0.6513972,1.2647948,1.2462406,1.1985248,0.45538557,1.2309659,0.8214713,0.56812215,1.0366377,1.2741121,1.2994651,1.133338,0.72858953,1.0605452,1.1670011,0.9953993,1.0598509,0.5016196,1.0413188,0.5346496,0.9055595,1.1149232,1.0370562,1.1359416,1.0926841,0.714955,1.0685763,0.54744107,0.94211924,0.60285,0.7575489,0.8262462,1.331505,1.0049298,1.1218343,0.98214954,1.098585,1.101422,1.240012,1.3753241,0.68746114,0.6650936,0.7862047,1.2686845,1.2570772,1.377307,1.0506226,0.6596253,1.212774,0.83290654,0.7274952,1.2903986,0.5715767
chips,1.2779105,1.0833416,1.1237512,0.8879018,0.9771838,0.91556644,0.9824102,0.7699231,0.879878,1.054549,0.7299371,1.4208404,0.8536519,0.723086,1.0909461,0.60685635,1.0493705,0.93818814,1.1825622,1.1427897,0.8589343,1.0302402,1.1707034,1.1068906,1.1641791,1.2792588,1.1533784,0.9104788,1.0566906,0.96231985,0.0,1.1361266,1.05473,0.9888803,1.1080832,1.1866726,0.7879445,0.91402483,1.3041332,0.8240447,1.1893935,0.85466295,0.7808832,0.97019243,1.118075,0.92203254,1.1998556,1.1414268,1.1747873,1.2562635,1.2310334,1.1862319,1.1303777,1.0163398,1.2597741,1.0844026,0.68041265,1.3218557,0.92191315,0.9626728,0.99489313,1.0077833,0.85654926,1.2658191,1.1235764,1.2817274,0.96547997,0.9257952,0.9004965,1.2001833,0.81844544,1.2653751,0.7837621,0.88191766,0.7861241,1.0733902,1.1522499,1.0137445,1.2548388,0.95118654,1.0986799,1.1975081,0.8494959,0.8510189,1.1132774,0.7884711,0.9515085,1.0295755,1.2681186,1.2729688,1.0066624,0.90570784,1.1120651,1.2579427,1.080541,0.7506202,0.84031796,1.2144661,0.86320716,1.0193481,1.1305486,0.83498144,0.94591933,1.0173308,0.9680627,1.0574914,1.039743,0.82790995,0.78593326,0.95532125,0.81373894,1.3705266,0.8840491,1.0148972,1.021251,0.7258154,1.2807283,1.0391634,1.2388558,0.7773697,0.9455294,0.8125069,1.2240092,1.1705328,1.2340137,0.9176113,0.853959,0.968938,0.92253536,1.110427,1.244065,0.8598612
clock,0.48016244,1.1244422,0.6852437,1.4304585,1.1249954,1.1833186,1.1690629,0.8716698,1.2766768,1.0711193,1.3766521,0.6337619,1.39153,1.4250193,1.0166789,1.3267713,1.1873968,1.0260442,0.56125355,0.8253757,1.2269092,1.036609,0.9498463,0.8943574,0.83879375,0.6241304,0.79300374,1.4089152,1.1641011,1.2276777,1.1361266,0.0,0.90063703,1.1327453,0.86691064,0.89476776,1.3305073,1.244764,0.64435947,1.241398,0.59806424,1.129967,1.1428158,1.0494059,0.85692674,1.2802849,1.1379726,0.6610624,1.0141057,0.9354717,0.7127616,1.1536484,0.9595746,0.57106483,0.70961344,0.7811427,1.1687851,0.75371534,1.4227245,1.0081793,1.0586963,1.3148487,1.4305528,1.0239986,0.8981018,0.5283598,1.3377209,1.0409281,1.4231339,1.1822026,1.1178566,0.4134931,1.1377176,0.8605008,1.4353307,0.65161747,1.2687945,0.8475404,0.7649358,0.81699705,0.9304502,0.56134605,1.1939801,1.2068481,0.86664444,1.4469295,1.3022075,0.835794,0.6394731,0.64555883,0.8974054,0.60982656,0.5056479,0.9088898,0.7713668,1.1802837,0.9263691,0.64877844,1.13062,1.0217457,0.5132898,1.1395546,1.1800842,1.0546736,1.3881108,1.0294063,1.3663024,1.1014963,1.2273557,1.3964707,1.2988813,0.6657737,1.1795176,0.7210324,1.0561042,0.9838768,0.86754763,0.79468024,0.73071325,1.0321444,1.3670182,1.3480849,0.8716878,1.0030057,0.9864567,1.225492,0.870559,0.9376708,1.1735398,0.7678205,0.8371887,1.099262
coffee,0.95200026,0.771479,0.6937118,1.2986398,0.88871485,0.9217343,0.86620975,1.0659956,1.2115912,1.2186034,1.428241,0.74783194,1.2755913,1.3323846,1.1371212,1.4057765,1.1557052,1.1642089,0.60766846,0.4065627,1.2312385,0.8978603,0.74143857,0.44060075,1.0809358,0.43227613,1.0495195,1.0466903,1.2873961,1.0808306,1.05473,0.90063703,0.0,1.1268266,0.8999976,0.7017439,1.3297771,0.9577602,0.656934,1.3410182,0.49000943,1.3391781,1.1689262,1.2057369,1.007885,1.2016566,0.80018103,0.6393228,1.1855803,0.643943,1.0434475,0.7329954,0.91435444,1.0486292,0.8820259,1.1043015,1.1680708,0.63461137,1.0472969,1.0473038,0.9218265,1.1225032,1.2012687,0.6335995,1.0644972,0.6684435,1.4028757,0.93171203,1.1844294,0.94679195,1.1538923,0.6463859,1.3362852,0.8173904,1.1621299,1.0321027,0.8332144,0.86307484,0.6761852,0.8729557,0.94857204,0.5964174,0.9826917,1.166581,1.1163898,1.285036,1.139466,1.2957294,0.77088654,0.72735673,1.0982705,0.97058547,0.9757796,0.5081955,1.0511729,1.0291893,0.99286956,0.7909159,1.2491074,1.2413919,0.9845235,1.3450067,1.1046815,1.2784036,1.3340148,1.0847512,1.1102976,0.80961585,1.2652984,1.1568356,1.3840318,0.5155547,1.4053922,0.74402833,0.8367481,0.49844944,0.43354386,0.9293742,0.73213017,1.211653,1.2875292,1.345983,0.5303098,0.7098305,0.8259468,1.3154762,0.94499326,1.0237067,0.8870191,1.0017421,0.7052439,1.2086556
comb,0.9591234,1.1815361,1.1255004,0.8955888,1.015454,0.8986512,0.98066604,0.94038284,0.7643541,1.0161903,0.92936766,1.0249127,0.90334505,0.86279094,0.97240156,0.9952715,0.85058165,0.9594773,1.1544802,1.05036,0.79598343,1.2139969,1.0607044,1.037558,0.9876376,1.0649176,0.92005754,0.94159913,0.9209113,0.9788423,0.9888803,1.1327453,1.1268266,0.0,1.1686271,1.1565286,1.0463418,0.9218837,0.99751586,0.6347091,1.090865,1.1132526,1.1221263,0.9137416,0.98981655,1.024925,1.0494174,1.2810441,0.97365904,1.2162607,1.0867106,1.1205451,1.0560807,1.1207322,0.78183705,0.9979323,0.93939674,1.0923185,1.0161928,0.9643843,0.7363926,1.0378541,0.9127981,1.1199418,1.0437689,0.9925383,0.8694648,0.88219506,1.0089765,0.73975,0.8830826,1.0823295,0.99947083,1.0662534,0.9054783,1.0495161,1.1078403,1.1340427,1.1868253,1.0281473,1.1780674,1.069262,1.0907127,0.9034718,0.9948399,0.88515306,1.0367063,0.85344374,1.0464255,1.0694038,0.9414302,1.2064352,1.1542569,1.0291582,1.1917102,1.1920311,0.99852216,1.0335957,0.8796117,1.0242449,1.1532707,1.0257385,0.758903,0.7139056,0.96682304,1.1116611,1.0391395,0.941932,0.93096185,0.7292806,0.88746846,1.2092252,0.7755055,1.1395782,1.1803958,1.0165819,1.1824901,1.1878432,1.1439316,0.8975868,1.0781926,0.84585476,1.1092789,1.2379137,1.1907983,0.6869087,0.9941671,0.9007797,0.89140457,0.8221159,1.054202,0.8704854
cookie,0.86488384,0.9253361,0.81463546,1.2363678,0.9077974,0.9738492,0.8541805,0.6870397,1.0232372,1.1461095,1.2162659,0.93674886,1.040604,1.1897141,1.1383995,1.0801035,1.0919341,0.9661155,0.9535364,0.7157411,1.017052,0.7065791,0.88933325,0.8101022,0.7865006,0.89264184,0.85227025,1.0962257,1.2432115,1.0036107,1.1080832,0.86691064,0.8999976,1.1686271,0.0,1.0100322,1.1885424,0.96470976,0.9115833,1.0862682,0.88037777,1.0398649,1.0185521,1.0915291,0.8586483,1.2047738,1.1639588,0.85090375,1.1608366,0.96035415,0.95040774,1.0562395,0.935283,0.9149233,0.791337,0.77812266,1.1381996,0.9976865,1.0448029,1.1710145,0.8974914,1.2756902,1.2171373,0.8788898,0.9402295,0.95291245,1.2362736,1.1071852,1.2074219,1.1080451,1.0716549,0.9080982,1.1319437,0.6837653,1.1355885,0.8998535,1.1377714,0.87132,0.969238,0.8944741,1.0606271,0.8827088,0.8660937,1.0954154,0.9216716,1.2197105,1.1867378,1.0192509,0.8886682,0.8983798,1.0229278,0.6880184,0.85102713,0.6918461,0.9114883,1.0269606,0.9188659,0.793834,1.0966537,1.1900625,0.8639871,1.0957069,1.0760411,1.0124682,1.291577,0.9332841,1.13785,1.0907694,1.1853627,0.9928976,1.2396561,0.8085348,1.1742016,0.69108826,0.88672125,0.91047895,0.8634831,0.96255356,0.85183096,1.0293632,1.258198,1.1588873,0.7238334,1.003119,1.0504355,1.1815741,0.9418988,0.8499716,0.7961865,0.9426917,0.8919187,1.1167711
corn,0.8964983,0.72935426,0.976709,1.1708065,1.1233182,1.1625544,0.96971506,1.1328664,1.4389744,1.106697,1.4774158,0.66248614,1.273688,1.2964875,0.822751,1.3147293,1.2644923,1.352216,0.7937541,0.9345311,1.4705617,0.617655,0.93729216,0.8950013,1.0948802,0.72456014,1.0894842,1.0721953,0.96775585,1.102724,1.1866726,0.89476776,0.7017439,1.1565286,1.0100322,0.0,1.3482744,0.8973664,0.7414366,1.4430455,0.8963477,1.2041322,1.115769,1.161691,1.1255492,1.0752399,0.593396,0.65304655,0.9845413,0.7082149,0.9645141,0.55890304,0.9098983,0.98143643,0.8342311,1.1779654,1.3205414,0.63561916,0.87059546,0.8940188,0.9925685,0.8755853,1.1086571,0.6654745,0.93806016,0.8221333,1.2570648,1.0044065,1.0591681,0.92773944,1.1500344,0.7647079,1.1348953,1.0426474,1.049768,0.860083,0.7978854,0.78866935,0.67923397,0.72581977,0.70384514,0.68882984,1.0341119,1.2453793,1.1863438,1.1289545,0.94356686,1.2872187,0.8316549,0.8520783,1.1436844,0.9395537,0.8886092,0.9250353,0.824967,1.0494311,1.0584681,0.95978487,1.2566068,1.0367993,0.7776985,1.2212366,0.9772565,1.288435,1.0791097,0.8748737,0.869172,1.0302124,1.3004887,1.3833296,1.4114985,0.5762012,1.3657367,0.8999523,0.6589456,1.1156576,0.47769314,0.4932055,0.82603467,1.2711724,1.0956311,1.4867705,0.82501644,0.4610867,0.60565275,1.3006542,0.8260503,1.2840638,1.3657498,1.080765,0.7084158,1.130492
couch,1.356072,1.1895483,1.427902,0.6588566,1.219276,1.1615123,1.2339981,0.9082061,0.5794443,0.8794084,0.15902042,1.507239,0.2735662,0.66165686,1.0259085,0.34129047,0.8912661,0.67267376,1.394193,1.3906504,0.5666985,1.2388892,1.0671962,1.3732882,1.2693683,1.4049631,1.1751108,0.8851221,0.7486454,0.45825833,0.7879445,1.3305073,1.3297771,1.0463418,1.1885424,1.3482744,0.0,1.0350987,1.5236778,0.5319067,1.4296814,0.64891326,0.99480134,0.69790375,1.1622487,0.6067515,1.2034218,1.4191823,0.9653551,1.2935745,1.0308189,1.2799857,1.2164748,1.3052964,1.3997123,1.2324125,0.89032006,1.417085,0.960675,0.80416346,1.3411546,0.7732889,0.81074435,1.28286,1.1364968,1.3372728,0.5871315,1.1122447,0.62088233,1.0593508,0.75873345,1.3710514,0.68366635,1.2237437,0.96317655,1.2076834,1.0152786,1.2684681,1.416966,1.0287172,1.2196251,1.4093944,1.1125934,0.5632593,1.0224719,0.7454922,0.6837348,0.75625104,1.3864396,1.3957086,1.1215886,0.95715237,1.2767045,1.3297557,1.1554749,0.9372738,0.84050596,1.2987778,0.60084796,0.79126114,1.3225068,0.7113989,1.0323291,1.0542196,0.5636753,1.0986924,0.680357,0.99997,0.4995154,0.73088473,0.49353087,1.5507321,0.64211845,1.238259,1.1720281,1.1005203,1.3738931,1.325242,1.4247515,0.7809322,0.54610795,0.3949713,1.4961362,1.3061936,1.2734876,0.8740996,0.95410264,1.2056422,0.8566108,1.105261,1.433768,0.61702967
cracker,1.1689391,1.041293,1.1620067,1.0000272,0.84262025,0.98465586,0.51128674,0.8992898,1.0877159,0.98424006,1.0395641,1.2262276,0.9306123,0.8324632,1.0609232,0.99319685,1.000186,1.0537897,0.97321963,0.93553406,0.9931423,0.77502763,0.9211414,0.94985235,0.9683226,1.1466929,0.94363993,0.74568164,0.95405364,1.0877934,0.91402483,1.244764,0.9577602,0.9218837,0.96470976,0.8973664,1.0350987,0.0,0.8997555,1.0497732,1.025536,1.0027071,0.89414936,1.0629951,1.0964952,1.0066773,0.95431304,1.1613524,1.0423878,0.8633173,1.0847287,0.87332296,0.89200926,1.1426361,1.0434662,0.9446341,0.8829368,0.96534234,0.80760884,0.9678059,0.598037,1.0226533,0.92914784,0.9976138,1.0569639,1.2513936,1.0844297,0.8731942,0.99293417,0.8349265,0.9843622,1.2288758,1.1660885,1.0781367,0.79162467,1.0989915,0.8270844,0.977201,0.9675683,1.0583456,1.0976487,1.0489931,0.86700165,1.0405686,0.93987304,0.9627811,1.0362641,1.0657257,1.0040349,0.99890494,1.1587155,1.2435293,1.2113335,0.8006211,1.0138973,1.086107,1.1140218,1.1412907,1.0626957,1.0711203,1.0650904,1.1091781,1.0342214,0.8490236,1.0235279,0.9323635,0.94799685,0.9161751,1.0230174,1.0301596,0.9918346,1.0297698,0.9084849,1.1503417,1.0336198,0.96303016,0.91047835,1.0,0.9802302,1.057126,1.0976393,0.9461658,0.7863389,0.9989528,0.8721219,1.0058587,1.0870482,0.82255596,1.0061257,1.1788042,1.1555661,1.0365229
crayon,0.64560294,0.9755137,0.5570194,1.4170051,0.9394044,0.96312034,0.88182807,1.078507,1.3550899,1.2428578,1.562423,0.35929418,1.5507317,1.4910283,1.0285335,1.5682563,1.1701126,1.1194175,0.22046435,0.4289242,1.3901632,0.98480314,0.7661234,0.66047907,0.8634416,0.3560251,0.81595397,1.1476705,1.2991805,1.3843535,1.3041332,0.64435947,0.656934,0.99751586,0.9115833,0.7414366,1.5236778,0.8997555,0.0,1.4152161,0.23052639,1.458782,1.2895985,1.3013275,0.8585292,1.3279028,0.91430855,0.61178267,1.109518,0.6353152,0.96932125,0.7240281,0.8048915,0.75604343,0.53638554,0.82836676,1.3139905,0.26795626,1.2767423,1.0618379,0.6305075,1.3151708,1.415991,0.67409956,1.0431916,0.5797973,1.3698323,1.0786469,1.4649067,0.8693757,1.2503936,0.36856592,1.3520834,0.97545326,1.345477,0.8005115,0.94717413,1.0067264,0.2718932,0.9633571,0.8361385,0.4260422,1.2287171,1.4315569,1.0391481,1.4350924,1.3738039,1.2613811,0.16311586,0.13826525,1.0418277,0.97238266,0.72416687,0.45250928,0.98451734,1.3131799,1.2819123,0.68985176,1.4035132,1.2096336,0.74570394,1.3397655,1.0289407,0.9740408,1.4673775,1.0017786,1.3268379,0.99774915,1.4614693,1.3723009,1.3515612,0.24771315,1.3217803,0.82972276,0.940709,1.0388191,0.44486433,0.76665986,0.52154046,1.2590654,1.4723206,1.5107627,0.38082308,0.7288976,0.46497905,1.0721326,1.0523219,0.8972604,1.1587348,0.8148731,0.5344466,1.2983754
crib,1.176481,1.2607385,1.3535651,0.7795366,1.1482671,1.0522159,1.1738257,0.7635629,0.2961588,0.915104,0.34609884,1.4233315,0.53052783,0.57490516,1.1742535,0.57999545,0.84730667,0.65112156,1.38014,1.2482828,0.3074491,1.3295876,1.0093622,1.1421843,1.0985782,1.3106219,0.88277733,1.0279667,0.9289325,0.5892346,0.8240447,1.241398,1.3410182,0.6347091,1.0862682,1.4430455,0.5319067,1.0497732,1.4152161,0.0,1.3499458,0.7905716,0.7897335,0.74640274,0.94638526,0.9033467,1.312469,1.4914324,1.0262613,1.4155991,1.1447281,1.4700692,1.2290212,1.1398091,1.1597149,0.96782464,0.71029216,1.4712148,1.0882819,1.0085857,1.1278518,1.030611,0.93166244,1.3737355,1.088248,1.279754,0.5641081,0.8672917,0.8339524,0.96213377,0.54163355,1.3267536,0.8345177,1.1516352,1.0188313,1.0421749,1.2355688,1.2851603,1.5257754,1.1491418,1.3385946,1.3700733,1.1157051,0.57946867,0.96485674,0.73702466,0.9369633,0.6898279,1.3476145,1.3539325,1.0054073,1.0638222,1.1639268,1.2445924,1.1843021,1.0426546,0.74318016,1.0950773,0.5447182,0.9481646,1.2334803,0.8048271,0.96636176,0.7645633,0.78892004,1.1740706,0.9842593,0.99257135,0.6102883,0.5891633,0.4704188,1.5801555,0.57698727,1.2301028,1.345382,1.0705764,1.4882785,1.3483102,1.3956995,0.4673838,0.8391644,0.41784394,1.3451364,1.5341599,1.4998834,0.7530581,1.0598111,0.7915715,0.62893254,0.7692626,1.407434,0.7211244
cup,0.8052851,0.9876344,0.43078524,1.5028448,0.8720547,0.94377476,0.9558784,1.0120375,1.2461779,1.2491158,1.4920688,0.53416985,1.4651315,1.5490949,1.0934615,1.5483637,1.2683067,1.0914775,0.0883801,0.20638621,1.2843653,1.06213,0.76250327,0.44995427,0.98360354,0.20230865,0.8667111,1.3316382,1.3054519,1.243824,1.1893935,0.59806424,0.49000943,1.090865,0.88037777,0.8963477,1.4296814,1.025536,0.23052639,1.3499458,0.0,1.3826296,1.2948506,1.1751131,0.9501917,1.2918035,1.0158341,0.5414145,1.1663263,0.6946423,0.98392624,0.9352369,0.9532407,0.66865337,0.68686676,0.9811446,1.1931028,0.38289535,1.3806009,1.062346,0.82669866,1.3395224,1.485296,0.72952586,1.1203022,0.52811205,1.3850017,0.9399402,1.5126833,1.0842767,1.2569554,0.35091388,1.3282752,0.7780187,1.391202,0.648458,1.1096679,0.93741506,0.3299185,0.97987914,1.0301325,0.43897235,1.1450157,1.2432814,0.9854472,1.5323727,1.385421,1.2598566,0.2365343,0.22402501,1.0673509,0.8341798,0.6344913,0.36380082,0.9133602,1.2707605,1.1816428,0.60391223,1.2037706,1.2513143,0.6406807,1.3165773,1.1582986,1.2355822,1.4746075,1.1816578,1.3277287,0.97938955,1.3045199,1.2886591,1.3627046,0.3691851,1.368139,0.7079902,0.97646815,0.7762639,0.5331967,0.89702386,0.5476579,1.2330445,1.4446192,1.4708997,0.44720232,0.8471017,0.69451827,1.2448546,1.0489695,0.89296955,1.031605,0.82829016,0.68462586,1.2050642
dog,1.1316698,1.1260569,1.228826,0.82052785,1.0997578,1.1720479,1.1939366,0.8727039,0.93586713,0.8830288,0.6628554,1.3252759,0.69797313,0.8589396,0.81279826,0.61734957,0.9406913,0.9499751,1.3025079,1.3985193,0.9027771,1.0749528,1.1575975,1.3642187,1.0734813,1.3765795,1.0907009,0.98647714,0.5633412,0.8405737,0.85466295,1.129967,1.3391781,1.1132526,1.0398649,1.2041322,0.64891326,1.0027071,1.458782,0.7905716,1.3826296,0.0,0.73200023,0.84906536,1.1248045,0.8682062,1.1904435,1.2799772,1.0188352,1.3014002,1.0561465,1.3192741,1.095987,0.98203146,1.305764,1.0319834,0.9068115,1.3784666,0.98454726,0.82240856,1.2798121,0.90238225,0.93055385,1.2955604,0.886485,1.2859535,0.90994877,1.0725814,0.85815233,1.1826966,0.8884942,1.3632584,0.4469087,1.0842457,0.95772034,0.96258444,1.1508461,0.9816925,1.371329,1.1211196,1.2008133,1.2705727,1.0341016,0.8168458,0.76004386,0.8537867,0.86634755,0.89136595,1.3235407,1.3268842,0.8643005,0.93281883,1.0337685,1.3817437,0.62934136,0.94832534,0.90893674,1.151472,0.8032093,0.8859505,0.8737863,0.26142877,1.0271896,1.0453,0.85036826,1.0217425,0.9436354,1.104698,0.7600558,1.0065265,0.8450972,1.4182398,0.8383756,1.1641426,1.1822304,1.072195,1.3628917,1.1716676,1.2607583,0.7697227,0.8781817,0.76025933,1.430049,1.2785994,1.3521645,0.9694294,1.0726954,1.0306091,1.0670693,1.0412006,1.3446985,0.83930755
doll,1.2555945,0.87174267,1.0299262,0.829075,0.77743113,0.82524955,1.0089062,0.98045146,1.0120344,1.0048336,0.86728257,1.2948148,1.1038997,0.5894668,1.2563295,0.782251,0.96633697,0.8467273,1.2556703,1.2652442,0.8270056,0.9323833,1.1166633,1.0702614,0.9246595,1.2909981,1.0876579,0.86570686,1.2098062,1.0312092,0.7808832,1.1428158,1.1689262,1.1221263,1.0185521,1.115769,0.99480134,0.89414936,1.2895985,0.7897335,1.2948506,0.73200023,0.0,1.1168706,1.0367637,0.98210233,1.001188,1.1107556,1.2119858,1.2146046,1.1395116,0.9485314,1.0739002,0.8370905,1.321036,0.90851814,0.76402396,1.3256218,0.6761056,1.2073383,0.90713114,0.9697831,0.6772484,1.0326322,0.9284885,1.3208919,0.9629292,0.9452929,0.82988983,1.2323642,0.8246299,1.4117379,0.8143905,0.9987262,0.60214764,1.0095489,1.0499829,0.89522284,1.1965489,1.1841319,0.9827825,1.3179916,0.77123344,1.0928779,0.8872144,0.6403789,0.8645487,0.9576879,1.3376889,1.3028533,0.93927956,1.0267489,1.0909835,1.3091881,0.915547,0.64464194,0.90711045,1.2023425,1.0870885,1.2036281,1.056424,0.81668967,0.89605033,0.9344549,0.9458725,0.9296276,0.9514297,1.071628,1.0353323,1.0772974,0.87988263,1.2637815,0.93055856,1.0861652,0.94123495,0.9548481,1.2087181,0.99256486,1.0523075,0.58072734,0.9306015,0.8369304,1.1542659,0.9361812,1.2199883,0.8715816,1.1079137,0.5779109,0.967779,1.0525677,1.1891043,1.1523415
door,1.0924543,1.1366216,1.2516363,0.96760833,1.1999304,1.101132,1.2121471,0.91276294,0.6077739,1.0034091,0.7313866,1.214675,0.5683261,1.0212286,1.1173422,0.76742196,0.98225504,1.0236374,1.1798162,1.2223135,0.8385517,1.2286553,1.0211012,1.155752,1.0980719,1.0553956,1.0581025,1.0815326,0.8433662,0.57887226,0.97019243,1.0494059,1.2057369,0.9137416,1.0915291,1.161691,0.69790375,1.0629951,1.3013275,0.74640274,1.1751131,0.84906536,1.1168706,0.0,0.95412,0.9126736,1.1980777,1.3004345,1.0333549,1.1715667,1.0210414,1.2671182,1.2684267,1.0756525,1.1160402,1.211931,0.9930622,1.2193009,1.1481872,0.7617504,1.2542888,0.9125564,0.9414098,1.2930987,1.1187143,1.0005991,0.8731603,1.0593891,0.91899323,1.0403482,0.5481803,0.89368767,0.94297737,1.0499731,1.0896306,1.0510103,1.172698,1.1019938,1.3266454,0.7792365,1.166225,1.125979,1.0920815,0.42523777,1.0547476,0.945297,0.72015184,0.9235703,1.204816,1.2253675,1.0239995,0.96935475,1.056917,1.2063227,1.0097083,1.0791183,0.82583714,1.0590521,0.36380583,1.0870695,1.0478914,0.9626482,1.1525168,1.046129,0.88223773,1.235495,0.8121867,0.8635849,0.48308694,0.70890045,0.9025343,1.3463426,0.90497226,1.0808986,1.1723537,1.0563653,1.2453098,1.2003354,1.271449,0.7683876,0.8631666,0.8456814,1.3476946,1.255498,1.3015485,1.0114317,0.7540112,1.1922443,1.033929,0.74100626,1.2853949,0.39545274
