,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jar,0.9455481,1.1447781,0.9184152,0.9511833,1.324885,0.94886273,0.9580571,0.9545071,0.6571578,1.091714,1.1548715,1.2556386,1.152491,1.1063077,1.2296649,0.8508048,1.2962437,1.0938139,0.8651682,0.53223217,0.556518,0.8169328,0.94166785,0.9224454,0.4041773,0.98730856,0.69056433,0.9953428,1.2210698,1.2399442,0.85330033,0.7462853,0.9810508,1.1162841,0.7579393,1.2124968,0.9455674,1.2177724,0.99843204,0.9769963,0.8839402,0.5575391,0.8408038,0.7576713,1.0016913,0.95153284,0.98567724,0.77849245,0.8643348,1.2660862,0.89587456,1.1801237,1.1094635,1.162262,1.2879803,1.1008439,1.1459557,0.7218075,1.2500384,0.9178466,0.89967006,0.9037025,1.1374075,1.1802903,1.13743,0.90793693,1.2375298,1.1342943,1.2639428,0.9627422,0.8673562,1.1719187,0.0,1.4320929,1.0925115,0.60447097,0.6470521,1.2865189,0.9287113,0.7172426,0.7312367,1.2612612,1.0471104,1.0336776,1.0667306,0.9698785,0.8331237,1.1489958,0.8878536,0.921162,1.2303118,1.3633273,1.3552746,0.9571438,0.9552247,1.1337346,1.1177224,0.8567561,1.0105684,0.9875102,0.6878699,0.842288,1.0128382,0.92215645,0.88132477,0.9607783,0.74812096,1.21041,0.88896704,1.2343584,0.9528962,1.1285045,0.77373403,1.0023291,1.0202465,1.3296782,1.0993742,1.3078883,0.7770402,1.0638309,0.823399,1.1904299,1.1558838,1.2455196,0.9775003,0.7377618,0.84355605,0.91584957,0.998482,1.1276946,0.88634485,1.0609035,1.2803515,1.023686,0.6146577,1.2305032,1.0370766,1.0737368,1.0217971,0.6868104,0.8167297,1.1330956,0.8971792,0.73200554,1.0298331,1.0491412
jeans,1.2822316,1.0474497,1.4216778,1.1404257,0.30342257,1.2067391,1.2824497,1.3626573,1.4039762,0.5988525,0.7362956,0.35981905,1.0590467,0.6451597,0.49909317,1.2502313,0.35113382,0.67781377,1.0995337,1.529335,1.4132531,0.98174155,1.2601075,1.2176292,1.3850719,1.2710061,1.3388757,0.9327557,1.1276562,0.6094403,0.8250152,1.6090271,0.85185635,0.59146345,1.071574,0.7125867,1.2821257,0.3990693,1.1275457,1.4820452,0.80961096,1.5689546,1.3766807,1.221355,0.8132944,0.93439347,0.83184695,1.1872896,1.0959157,1.053978,1.4134095,0.7481711,1.2790047,0.7819099,0.9708097,0.7883656,1.2569144,1.466539,0.9544435,1.4611125,1.3585072,0.7064912,1.3218588,0.7529838,0.8941647,1.2926252,0.6422546,0.8942662,0.66730976,1.3340758,1.3087825,0.35553116,1.4320929,0.0,0.9093037,1.2121879,1.546867,0.48958302,1.1004971,1.1575048,0.89219296,0.47976708,0.6527516,0.9947574,1.3766533,1.0956862,1.2762616,1.1488189,1.5135661,0.72519153,0.65606326,0.1919334,0.10548389,0.9090597,1.3805747,1.1438341,1.1588739,1.360739,0.73501796,1.1666366,1.3760841,1.1798308,1.0689359,1.1872044,1.1771361,0.6876616,1.3807673,1.1822692,0.75463545,0.6816883,1.179208,0.80758595,1.2319031,1.0638036,1.1052496,0.24924183,0.628694,0.3248248,1.4738944,0.64318967,1.2396677,0.4888628,1.2510102,0.6284978,1.4199517,1.3840448,1.3730128,1.4396523,1.2888048,1.0916317,1.3954169,0.6300539,0.27823615,0.76290554,1.4674578,1.0907707,1.2114805,0.8990521,0.9716143,1.4034866,1.0181577,0.96645325,1.2097211,1.3089666,1.322104,0.847268
knife,0.7334215,0.8579562,1.2291257,0.99200827,0.8259681,1.1891708,0.99513924,0.9214591,1.0563653,0.90648717,1.1842959,1.0564617,0.6298248,0.7590855,1.0768961,1.1980745,1.1035914,0.82152677,0.9395457,1.0687145,1.1255136,1.0111728,1.0577424,0.8147583,0.9933974,0.98754233,0.8079356,1.0148157,0.72090095,1.1956325,0.934479,1.0904666,0.9265116,1.0577246,1.0651959,0.55370724,1.257615,1.0781537,0.98856014,0.77204794,1.0850112,1.0839919,1.03377,1.1574503,1.2278792,1.2078656,0.95774657,0.80985963,1.1560832,0.96678656,1.083835,1.1540227,0.9992939,1.2212615,0.8275079,1.08914,0.99133825,1.1807057,0.8393589,0.72186005,1.2005337,0.9372705,1.009799,0.83786494,1.0997275,1.0682147,1.0140554,1.005042,0.83620703,1.080129,1.2014439,0.98301375,1.0925115,0.9093037,0.0,0.88675195,0.93882906,1.0339487,1.1399591,1.0609335,1.040243,0.8861403,0.9508391,1.1399648,1.0926951,0.70350146,0.8363196,1.1654146,1.1374011,0.79169464,1.2716953,0.9925632,0.87042373,0.8093169,0.48496544,0.33006084,1.1862097,0.9442139,1.0261558,1.1691923,1.1002396,1.0460274,1.1645849,1.0211334,1.147405,0.8830768,1.0589778,0.9363038,0.95167404,1.1013838,1.1144947,0.8304448,0.99752855,1.1055607,0.542871,1.0250325,0.8423682,0.792166,0.7446853,1.0323908,0.68907017,0.8947154,0.9087875,1.1853185,0.963819,0.87869364,1.0733086,0.6225683,0.8239169,0.7416646,1.1847688,0.9866578,1.0891355,1.0481797,1.2147446,0.9546164,0.51302975,0.43500853,0.75776994,1.2255174,0.94749045,1.1443417,1.2295626,0.6992639,0.7628271,0.9897688
ladder,0.77877563,1.1448195,1.223094,1.0564498,1.1224974,1.2890816,1.201245,1.200109,0.7178406,0.9260749,1.0676095,1.0252951,1.0642385,0.7003639,1.163554,0.9494305,1.1296511,0.96532536,0.7800544,0.86244506,0.9789259,0.6032572,1.0722365,0.7872675,0.7722056,1.0249534,0.7536854,0.9488517,1.1836251,1.1817403,0.3782577,0.9073729,0.6643229,0.9720714,0.7184656,1.0624915,1.1420355,0.9964991,0.8985478,1.0563504,0.56898254,0.9104249,0.8889243,0.93750167,0.96303606,1.0043007,0.66795,0.43222558,0.96966803,1.2353863,1.2119862,1.1346362,1.2024689,1.1483648,1.2658718,1.0249549,1.2204989,0.9322642,1.2003906,0.9456945,0.9842707,1.1124891,1.1885962,1.175148,1.166379,1.1160544,1.1293278,1.1399318,1.2036206,1.1333536,0.91818684,1.0167582,0.60447097,1.2121879,0.88675195,0.0,0.67059845,1.1091096,0.9879651,0.9295168,1.0304472,1.2059478,0.8744142,1.2158821,1.2060552,0.85663974,0.9107429,1.2265596,1.1351827,0.61437166,1.2702383,1.1908673,1.0876857,0.7513885,0.92759156,1.0394214,1.1721834,1.0688161,0.94862664,1.0349503,0.8115303,1.1007848,1.000525,1.1104832,0.98389816,0.8265195,0.9049748,1.1992003,0.6301472,1.0621501,1.0271376,1.0335449,1.0194029,1.0403882,0.89984894,1.1845098,1.0527477,1.1069161,0.9158871,0.9189987,0.8420855,1.0219569,1.2147915,1.2081425,1.1069582,0.8873202,0.99530685,1.0287801,0.9009384,1.0945896,1.1201905,0.90972906,1.1159827,0.90821517,1.0448833,1.2380763,1.0489818,0.9729051,0.8956181,0.8753698,0.8408214,1.1433252,0.97805405,0.59682626,1.0436286,0.8064773
lamp,0.41591656,0.8065925,0.68645537,1.0186524,1.4897139,0.9429199,0.7967773,0.8516296,0.69602555,1.2494802,1.2916615,1.426445,0.6182716,1.1251646,1.5492963,0.8361544,1.4680748,1.2059504,1.0436251,0.3432263,0.8067883,1.2149984,0.98834735,0.7660183,0.72359896,0.8976504,0.44871086,0.80237913,1.0924084,1.2392623,0.9653819,0.3796805,0.9833982,1.1597825,0.94865036,1.2262124,0.949988,1.3612113,1.1598636,0.46406257,1.2658062,0.33866107,0.80943537,0.95558345,1.184067,1.2875426,0.90071493,0.66973996,0.8915074,1.0754999,0.7292907,1.1183006,0.7909308,1.2924736,1.0724702,1.1674293,0.6544523,0.62180704,1.0512056,0.39396155,0.9490473,1.3069704,0.610141,1.2733283,0.9041606,1.1169267,1.2844554,1.256443,1.4322159,0.69683695,0.923278,1.3607043,0.6470521,1.546867,0.93882906,0.67059845,0.0,1.3558298,1.0386122,1.0285537,1.1748984,1.6551864,1.3034773,1.255819,0.6308529,0.62580365,0.6003418,0.9892898,0.5690746,1.0757048,1.3591733,1.5565612,1.4640735,0.9984247,0.4700126,0.78270966,1.0495222,0.8862722,0.93570215,1.1348282,0.5999603,1.0239242,1.1057369,0.85640496,1.0678569,1.3875515,0.63289344,0.7846189,1.085198,1.1987747,1.0442291,1.2714986,1.0520862,1.1127465,1.1504374,1.4455355,1.3578423,1.3585793,0.5658379,1.1776122,0.4313038,1.3724295,0.68645155,1.2464569,0.47297114,0.520712,0.7014135,0.76422775,0.46944332,0.8572324,0.86861813,1.2820178,1.4417167,1.3868117,0.7908642,0.9653649,0.75981975,1.1351413,0.7512461,1.0619358,1.2660384,1.0163189,0.95798004,0.5909748,0.6029065,0.795368
leg,1.1712793,0.92995125,1.2189673,1.0302192,0.38483763,1.1279877,1.2380065,1.1698011,1.2885065,0.85895973,0.76281077,0.6953901,1.0638752,0.8332107,0.78911614,1.1582859,0.71963435,0.8862246,1.0812215,1.3315493,1.2319567,1.0549872,1.087349,1.1978204,1.3019174,1.1467241,1.299837,1.1580892,0.9680644,0.82733727,1.0069242,1.3779359,1.0480708,0.8252602,1.1025574,0.92863387,1.0516123,0.6810399,1.0382829,1.2539258,1.0273197,1.3465497,1.2040572,1.0755919,0.8796056,1.0047971,0.97132695,1.1914654,1.1144662,0.88944834,1.1702487,0.8346924,1.1535063,0.77343893,0.74484366,0.8351096,1.2136087,1.2783225,0.7093264,1.3025945,1.244991,0.92516035,1.1254132,0.9700928,1.0277722,1.1213255,0.7415407,0.9410454,0.6030704,1.2104132,1.1595551,0.7825388,1.2865189,0.48958302,1.0339487,1.1091096,1.3558298,0.0,0.9622605,1.1473737,0.97215295,0.7797384,0.81729424,0.9451565,1.1383508,1.1877351,1.1878996,1.0296502,1.2639438,0.95821166,0.9137801,0.60851985,0.5243397,0.9801675,1.2775093,1.1078188,1.0972747,1.1230884,1.038448,1.0824026,1.222695,1.0867498,0.9984967,1.0171909,1.2025279,1.0008138,1.3050585,1.1237289,0.94459397,0.7916578,1.1532029,0.9712708,1.1264462,1.1769398,1.0071293,0.57288885,0.7291118,0.6468396,1.3130842,0.8438082,1.3037003,0.73650026,1.0789117,0.8523871,1.2081046,1.112724,1.1836627,1.2318429,1.2038554,1.0265622,1.200103,0.89766836,0.6288618,0.8607115,1.3076451,0.76992416,1.0757402,0.88595814,1.1509608,1.2315102,1.024486,0.98468965,1.2394565,1.1627959,1.117329,0.99888444
meat,0.9511368,1.0204412,0.8795721,0.87661785,1.0241802,0.97342885,1.0388302,0.8451998,0.69558936,1.2071406,1.0051805,1.1651572,1.0985948,1.045675,1.0321492,0.94766957,0.97212976,1.0848639,1.0988488,1.019919,0.9515879,1.1878595,0.56031746,1.2294133,0.9809939,0.6617415,1.0855759,1.1170504,0.82154405,0.92379063,1.0680946,0.960278,1.0861884,1.0146843,1.0208603,1.2295502,1.0561867,1.1602021,0.84226394,1.030845,1.0875256,1.0457021,1.0350449,0.90665233,0.9109911,0.91606057,1.1377664,1.0508629,0.9413995,0.9141908,0.89167523,1.0901198,1.0481427,1.2307882,0.9858626,1.2214766,0.84786433,0.86217594,0.93175083,1.0606451,0.8776952,1.1687288,1.0642171,0.8053633,1.0801101,0.9128326,1.1535412,0.70990944,1.0284868,1.085499,1.0390563,1.1661823,0.9287113,1.1004971,1.1399591,0.9879651,1.0386122,0.9622605,0.0,0.90406024,1.216413,0.9254844,1.2532098,0.6833192,1.0371163,0.86505806,0.8919309,0.9729408,0.9515365,1.1355968,1.0186479,1.0470313,1.063347,1.161721,1.0589302,1.0750668,0.9751272,0.8148191,0.80626786,0.7591313,0.9854089,0.9305352,1.0714645,0.6949941,0.645217,1.1205324,1.058513,1.0938172,1.1998816,1.0333948,0.7863933,0.969115,0.858737,0.75404346,1.1439711,1.2187109,0.90022546,1.0064552,0.9390452,1.1691794,1.1075697,1.2412988,0.948417,1.0979041,0.84208024,0.9058393,0.6649505,0.95521045,0.9676007,1.0358375,0.9161539,1.2087455,1.2153159,1.2162814,0.92751527,0.93926007,0.91781473,1.1743687,0.8499852,1.099873,1.0928874,1.070216,1.0387083,1.0475298,1.1123562,1.1231186
melon,1.0110856,1.2345945,0.86469054,0.74950683,1.058676,0.74939203,0.81699896,0.7441865,0.8914541,1.0724189,0.97758436,1.0660412,1.2585554,1.1456268,0.94057226,1.006246,0.9925753,1.003837,0.9050795,1.0252763,0.70739126,0.87550724,0.83965504,1.0541282,0.79759955,0.9902084,1.1722623,1.0094714,0.9811062,1.0173527,0.9938132,1.1453269,1.1272303,1.1083419,0.81575125,0.98514426,0.99199384,1.0689541,0.810321,1.1729107,0.90570146,1.0486369,0.99661624,0.7105857,0.9301343,1.0068336,1.0924169,0.9296157,1.0052625,1.2121198,0.8553014,1.081578,1.2012079,1.0608457,1.242658,1.0693345,1.1264521,0.8933294,1.3269988,1.2120111,0.8309224,0.800666,1.3229649,1.0668534,1.1138641,0.8005206,1.142342,0.92901075,1.0084583,1.2298889,1.0206978,1.1170042,0.7172426,1.1575048,1.0609335,0.9295168,1.0285537,1.1473737,0.90406024,0.0,0.8990216,0.872926,1.0445517,0.79624164,1.2186862,1.0786351,1.1299483,1.1677015,1.0303776,0.982821,1.0030347,1.0730438,1.1665354,0.9288255,1.0979496,1.1137836,1.1035761,0.6298486,0.97036284,0.7439644,0.89211446,0.71201915,1.0608674,1.0315585,0.79007435,0.83854365,1.0815314,1.1555221,0.9639373,1.1012404,0.99552613,0.8209007,0.7828315,0.8767344,0.9300237,1.1392632,1.0260564,1.2265946,1.0579268,1.0288169,1.0397015,0.970509,1.3558105,1.1124245,1.2035731,1.0555608,0.9467668,1.0272282,0.9686549,1.1814188,0.8346276,1.1216516,1.1463704,0.90383536,0.93904996,1.3180741,1.0197136,0.87724257,1.1011227,0.8239138,0.74898547,1.084343,0.95095944,1.1160527,1.282031,0.9906308
milk,1.2131449,1.2144306,1.2320037,0.9417703,0.8401194,0.98038214,1.0181128,1.2001393,1.2155297,0.6394743,0.93551403,0.8186563,1.2120395,1.03104,0.8356841,0.97315645,0.8792093,0.8504772,0.91372865,1.174537,0.8976746,0.7386164,1.1391722,1.042568,0.7231463,1.1016569,1.1296103,1.0428389,1.1243329,0.95562494,0.893671,1.2354164,0.9936947,1.0169295,0.7981874,0.8645582,1.0900178,0.78810453,0.99231637,1.3382357,0.7577051,1.1255676,1.0680038,0.9326251,0.89622986,0.8657689,0.96031773,1.01863,1.0222552,1.1858647,1.0655788,1.019358,1.22561,0.84725016,1.1418865,0.81570894,1.2425609,1.2201512,1.2033088,1.3451585,1.0784967,0.6700998,1.3390329,0.9783313,1.0978526,1.026094,0.9843854,1.0256801,0.9217957,1.232756,1.0635854,0.92223966,0.7312367,0.89219296,1.040243,1.0304472,1.1748984,0.97215295,1.216413,0.8990216,0.0,0.8052581,0.8555398,0.9683149,1.2628322,1.191205,1.2853324,1.0447428,1.2776918,0.84215057,0.8361152,0.8982049,0.9205351,0.7743664,1.3038775,1.215189,0.9789271,1.0783527,1.0021161,1.1090659,1.1217142,0.89966476,0.97166365,1.171523,1.1169147,0.76948404,1.1384628,1.2205856,0.7719023,0.977023,1.0514348,0.95561755,0.89774275,0.99997205,0.9959966,0.8386775,0.983078,0.958212,1.2589579,0.7010417,1.001384,0.71410716,1.3656833,0.9922908,1.3036258,1.1509684,1.1537604,1.1640131,1.1247998,1.0711455,1.0556229,0.85562015,0.8550542,0.8127067,0.9745012,1.219604,1.1440643,0.92218053,1.2017918,0.8446023,0.8065536,1.0715958,0.99925363,1.0937016,1.3239014,0.96590364
mitten,1.4255939,1.162034,1.3510512,0.97113854,0.4527787,0.93372786,0.95284337,1.2204473,1.3212012,0.65463704,0.8390798,0.62081844,1.2794175,0.9004759,0.3258357,1.2394323,0.47263378,0.81624264,0.9687185,1.5605748,1.1556538,0.74540365,1.169487,1.2061687,1.0585907,1.1947187,1.4001989,1.2846682,0.9183384,0.8421135,0.8978434,1.5912074,0.9939955,0.8079089,0.9433029,0.67302465,1.1160121,0.6920315,0.87791616,1.4908345,0.67864615,1.5605258,1.2744057,1.0755877,0.8903157,0.6499033,1.0273238,1.2219015,1.0828173,0.99036646,1.2614338,0.9524585,1.317012,0.8921172,0.9397373,0.9727544,1.3687428,1.3033832,0.96203476,1.5736699,1.0465045,0.62297344,1.4633439,0.45460272,1.1765587,0.74089956,0.78639746,0.69074154,0.50083935,1.330664,1.2076336,0.6372318,1.2612612,0.47976708,0.8861403,1.2059478,1.6551864,0.7797384,0.9254844,0.872926,0.8052581,0.0,0.857672,0.80289936,1.3534503,1.1108787,1.2560885,1.0653753,1.4792149,0.9129515,0.72610104,0.35779917,0.5377088,0.8385166,1.3685277,1.092858,1.1961734,1.169297,0.8422226,0.8758372,1.3844502,0.8529144,0.9910482,1.2566662,0.86390346,0.56050557,1.4833565,1.1969652,0.9592447,0.8214026,0.9810354,0.7418015,0.99209726,0.84958386,0.8229104,0.6069069,0.6056507,0.62466955,1.4202409,0.77868176,1.4395714,0.5827666,1.3559816,0.8396266,1.4736545,1.2616146,1.277483,1.2539895,1.3483233,1.151373,1.0955842,0.84040445,0.6019093,0.632898,1.2343818,1.1023854,1.1348548,0.5848605,0.9683852,0.9336522,0.7605794,1.1085331,1.1134692,1.2628903,1.4064324,1.0570676
motorcycle,1.1497035,1.2732117,1.3772124,1.1898603,0.80700374,1.2567,1.3313912,1.316449,1.1315503,0.70456284,0.7689465,0.51284105,1.2699851,0.7760965,0.71085036,1.0760245,0.65411794,0.84044635,0.8916635,1.2512336,1.1642679,0.67700255,1.2970419,0.9856881,1.1686308,1.2872604,1.1418166,0.78095007,1.2820623,0.8357855,0.7007991,1.3315806,0.8874032,0.8741318,0.9420176,0.9385965,1.1985675,0.57238376,1.0903978,1.3862805,0.5496856,1.2981274,1.1273719,1.0769696,0.80367553,0.8295564,0.8535255,1.0528876,1.0144229,1.3287094,1.3747094,0.890435,1.2530982,0.8347027,1.302029,0.63504606,1.3441476,1.1427853,1.2538058,1.3308098,1.0474557,0.8158691,1.3154796,1.1255338,0.9435083,1.2508669,0.89980805,0.95648,1.0300008,1.2591666,1.0285345,0.66204625,1.0471104,0.6527516,0.9508391,0.8744142,1.3034773,0.81729424,1.2532098,1.0445517,0.8555398,0.857672,0.0,1.1257339,1.3788719,1.2631612,1.2899324,1.230766,1.3924578,0.6404268,0.82881427,0.74111044,0.74208295,0.87604225,1.3061075,1.2450463,1.1256759,1.3234881,0.95731044,1.067218,1.059383,1.098585,0.9712182,1.27111,1.1649358,0.51885754,1.0446429,1.2606047,0.67905724,0.7828392,1.0430477,0.9312119,1.1528945,1.1137359,0.8059883,0.7131633,0.74892765,0.9423135,1.265627,0.73418057,1.2028131,0.61681855,1.3426824,0.7659709,1.472503,1.2638794,1.3384669,1.2300723,1.2179388,1.174971,1.3025985,0.22343045,0.7063359,0.60256845,1.2223661,1.3313677,1.3389206,0.90616304,1.1938827,0.90111506,0.7871677,1.081328,0.93022066,0.9250249,1.278266,0.9531249
muffin,1.2860961,1.0604377,0.83331656,0.74522823,0.9099648,0.80946946,0.8851793,0.77415854,1.0303608,1.1540873,0.9503609,1.1500199,1.1724523,1.0593626,0.9457224,1.0629525,1.0516963,1.0694925,1.1368107,1.1310086,0.9958946,1.1555208,0.45470196,1.1727571,1.0839157,0.88267225,1.2814869,1.1275101,0.8500219,0.93180305,1.144751,1.0855927,1.0914242,1.0398045,1.0012376,1.0213646,0.90333164,1.1072013,0.8004378,1.1721429,1.093766,1.1231623,1.221649,0.9740089,0.9008336,0.80699223,1.1776104,1.188131,0.98527414,0.86916757,0.8319491,1.0948442,1.0527285,1.0376865,0.81234354,1.1334556,1.1228848,1.0293136,0.91732347,1.1893927,1.0610356,0.89374685,1.1243811,0.8673688,1.1457797,0.8273215,0.9508659,0.86525154,0.7263388,1.1108594,1.127517,1.1218401,1.0336776,0.9947574,1.1399648,1.2158821,1.255819,0.9451565,0.6833192,0.79624164,0.9683149,0.80289936,1.1257339,0.0,1.0169864,1.1778454,1.1449264,0.78260994,0.9554998,1.137083,0.84040105,0.9666086,0.9684235,1.1107377,1.1759542,1.0418428,1.1070024,0.7829459,1.1037415,0.6981772,1.0912822,0.93828744,1.0251985,0.7673433,0.6397284,1.1235332,1.1767788,1.0872322,1.078563,1.0002238,0.88533044,0.9298013,0.81730545,0.7239815,1.2152027,1.0341856,1.0142007,0.87105733,1.1736383,1.0996281,1.1759107,1.0931239,1.0734016,1.1348658,1.0379496,1.0360926,0.93734753,1.1135528,1.0742958,0.8969038,0.9224381,1.0602366,1.044161,1.0534639,1.0269431,0.8558707,0.94931304,1.0282809,1.1899232,1.0441537,1.020741,0.9931609,1.0235093,1.2432854,1.1149251,1.0790615
nail,1.0038064,0.5464707,0.24496949,0.95377135,1.3519487,0.55643094,0.52542436,0.6450578,0.906551,1.4492346,1.2327516,1.4526364,0.5949954,1.3628516,1.4167523,1.0068507,1.466114,1.3420595,1.2194993,0.44896102,0.895132,1.4590434,0.87947154,0.9904755,1.0274912,0.9467182,0.6912463,1.0535951,0.7165483,1.2898078,1.4634016,0.43594772,1.298068,1.2452836,1.2652926,1.1654425,0.6534138,1.4221352,1.1818659,0.27695322,1.5600314,0.37368184,0.9601974,1.1032043,1.3469981,1.1869894,1.2481045,1.1803737,0.970929,0.48768818,0.3914541,1.1146669,0.5161754,1.0724008,0.5313608,1.2424085,0.6651768,0.7259042,0.5413077,0.45452362,1.0644121,1.3291135,0.23447037,1.0693405,1.0563376,0.73691404,1.0266159,1.2588663,1.1272682,0.29559267,1.0271202,1.382957,1.0667306,1.3766533,1.0926951,1.2060552,0.6308529,1.1383508,1.0371163,1.2186862,1.2628322,1.3534503,1.3788719,1.0169864,0.0,0.94703346,0.7049519,0.56949425,0.26747853,1.4435929,1.236951,1.3956395,1.32717,1.3637512,0.5530908,0.69425136,0.87386787,0.7787453,1.2262913,1.1000258,0.98181486,1.0970118,1.1022897,0.7008803,0.95331454,1.5265303,0.6862573,0.45354372,1.4346673,1.2022865,1.080517,1.3096961,1.0923245,1.1102045,1.1537206,1.302695,1.3078095,1.1517451,0.6290204,1.3575308,0.8907262,1.367549,0.23484457,1.1664951,0.25769824,0.5204034,0.8758321,0.6869296,0.9040543,0.8059956,0.55490714,1.3026876,1.32557,1.4389325,0.6484587,0.36379653,0.65487003,1.1780416,0.96296406,1.0228479,1.4221718,0.9909482,1.0786238,0.94290423,0.28568047,1.2330385
napkin,0.6523945,0.63175166,1.0433933,1.0565572,1.2263699,1.240146,0.9768264,0.82865477,0.71447676,1.1399286,1.4036386,1.2906336,0.5998443,0.855077,1.2861803,1.084425,1.1442087,1.1871573,1.1130103,0.71783924,1.0318923,1.1724675,0.94322073,0.82480615,0.6667191,0.77676004,0.3781805,0.97302574,0.8908333,1.2087405,0.8787096,0.82157135,0.84714556,0.8568389,1.1235828,0.9390351,1.1772873,1.2958894,0.9960728,0.6161866,1.1980653,0.77277195,0.9843808,1.1304145,1.2601973,1.2372842,0.8943053,0.7916937,0.88543415,0.90547556,1.0207549,1.0307198,1.0452197,1.437954,0.96920085,1.2495403,0.66034853,0.8938854,0.79836583,0.50694466,1.0341021,1.4025359,0.89393175,0.66346395,0.90962696,1.0722154,1.253216,1.0047618,1.2593975,0.88822055,1.1050167,0.81103504,0.9698785,1.0956862,0.70350146,0.85663974,0.62580365,1.1877351,0.86505806,1.0786351,1.191205,1.1108787,1.2631612,1.1778454,0.94703346,0.0,0.6984874,1.1681186,0.89615434,0.8290664,1.3880419,1.1610975,0.96286947,0.9639376,0.5458769,0.64470726,0.9687112,1.042159,0.6635238,1.1626894,0.8695657,1.0396086,1.1570793,0.84877086,0.9926365,1.0919491,0.8594237,0.8704902,1.0854907,1.237201,1.1384364,0.9400723,1.1033466,0.94577,1.092454,1.2682769,1.0679432,0.8234645,0.55077946,1.226599,0.6421561,1.3325734,0.6924428,1.0462176,0.65728354,0.5322056,0.786797,0.781723,0.78716546,0.831497,1.0761296,1.1346867,1.2426938,1.4276578,1.0289423,0.9176486,0.67743576,1.0275278,0.07412076,1.3046403,1.2626672,0.9569495,1.0475544,0.70780253,0.8038696,0.9359289
necklace,0.70219666,0.7056997,0.7901441,0.97354454,1.2670501,1.002655,0.83758736,0.83403665,0.7727879,1.4343091,1.253467,1.4843137,0.6674154,0.9856408,1.3483281,0.97865814,1.365006,1.2673115,1.2117581,0.59663093,0.98789644,1.3251026,1.0010839,0.9125446,0.9167843,0.7997273,0.63024557,1.2029538,0.9086651,1.2493523,1.1579357,0.51532114,1.0870838,0.961383,1.2241251,1.1932278,0.90708375,1.4405482,1.1233327,0.6186541,1.3689246,0.6528478,0.76874673,1.0449302,1.2189854,1.1185935,1.0979908,1.0431551,0.82622343,0.7051775,0.762478,1.185905,0.7064536,1.2683034,0.7960329,1.2866529,0.8597535,0.77824426,0.6892353,0.4553097,0.8625393,1.2579184,0.5812263,0.83639014,1.0028799,0.95256156,1.1032639,1.1314579,1.0993501,0.6232765,0.91557723,1.0542877,0.8331237,1.2762616,0.8363196,0.9107429,0.6003418,1.1878996,0.8919309,1.1299483,1.2853324,1.2560885,1.2899324,1.1449264,0.7049519,0.6984874,0.0,0.87504745,0.73167753,1.2113106,1.327062,1.2749933,1.1946098,1.2681259,0.5860772,0.69507676,0.82056856,0.8518473,1.0343369,1.2297155,0.84928024,1.1411395,1.0732049,0.74300814,0.97855574,1.2148871,0.74442554,0.9133356,1.3101771,1.2527413,0.9790898,1.2640038,0.9583963,0.92407453,0.8613405,1.260005,0.8852677,1.0538816,0.45780665,1.3981788,0.94644773,1.3524655,0.5747099,1.3255064,0.6808305,0.6221127,0.8201319,0.5426229,0.7550366,0.830793,0.8696625,1.1675056,1.254599,1.4497287,0.77678764,0.6938927,0.7963526,1.0745393,0.7108914,1.0610183,1.3325558,0.9617902,1.1259496,0.6773718,0.50123394,1.1649616
