,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mouth,nail,napkin,necklace,orange,oven,owl,pajamas,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
chair,0.9077449,0.90567714,1.2495174,1.0448724,1.1531214,1.2022626,1.0222096,0.84384215,0.98627424,0.73310745,0.8687123,0.5500549,1.14572,1.1680619,0.78754294,1.180799,1.0461135,1.051421,0.90944535,1.032673,1.0491071,0.78804946,1.1309259,0.5755248,0.9007045,1.0191097,0.8298898,0.0,1.1082507,0.6592763,1.1168307,1.1718738,0.55435973,1.0753139,1.042613,0.6952943,1.0014125,1.2032455,0.9716982,0.9940887,0.674232,0.5835161,1.0290219,1.0049088,1.1458652,0.8190898,1.0927817,1.147595,1.149058,0.8913066,1.3801458,1.1289397,1.1622097,0.9557439,1.3598021,0.97757804,1.0626631,1.0063825,1.361233,1.0343865,1.2048595,1.1376212,0.98778117,0.9387246,0.9967457,0.746151,1.1669906,0.7991654,0.983819,0.62541646,0.8513421,0.7323312,1.0094442,1.2214592,1.0504277,1.1646073,1.1479915,0.73550504,0.9180251,1.2316712,0.54921675,1.1251035,1.0121036,1.0673978,0.931167,1.0237646,1.0292914,0.9017406,1.2004446,0.79595613,1.2205772,1.0591307,1.278229,1.077313,1.0068525,0.8902338,0.47208667,0.7943722,1.0877093,0.9778999,1.1186409,0.9077399,1.129178,0.71975136,1.0363891,0.9668797,0.8415948,1.0398804,1.048483,0.9838071,1.0611513,1.0665873,0.992225,0.8430899,1.1581006,0.93310726,0.95638347,0.95458347,1.1941092,1.0973737,1.0410916,1.0583608,0.77641726,1.2729323,1.2056565,0.58778197,1.0285218,0.6837684
clock,1.4588561,0.7555046,0.4366666,1.4777412,0.8781321,0.74888057,1.2484426,0.87869066,1.4839969,1.4318547,0.66486406,1.5057361,1.4901657,0.7154479,1.4224725,1.3274109,0.9745467,0.26851082,0.8131713,1.4494697,0.60520566,0.976559,0.68991387,0.50685835,0.45216572,0.8478055,1.002408,1.1082507,0.0,1.2902641,1.2187365,1.0703448,1.3971733,1.2765286,0.31482905,1.2877297,0.40186214,0.8732876,0.9856884,1.0128934,1.0755064,1.2856708,1.2513893,0.98750484,0.47454983,1.2544334,0.97647613,1.1714739,0.8434804,1.2518272,1.0583295,0.37611556,1.0334877,0.637032,0.7028241,1.315442,0.42662972,0.9993657,0.67681783,1.2116648,0.7687168,1.2747381,0.28963763,0.48283684,1.2634165,0.7533772,0.899832,1.3993447,1.0003103,1.1480582,0.36771524,0.73335433,1.140997,1.2671527,1.5224593,1.1680541,0.34621614,0.9822258,0.7279811,0.52885455,1.2721708,1.2374866,1.4509916,1.3256748,0.5846153,0.5538358,1.241607,1.0443112,1.1195847,0.5352763,1.2155106,0.6851963,1.092496,1.2289677,0.9558352,0.82790184,1.2952015,1.3624122,0.8307708,1.249487,0.9316073,1.3990583,1.1166118,1.1877509,1.1856315,1.1546211,1.4350336,1.4213326,0.36327517,1.049197,0.64468604,1.0926092,0.6333103,0.8846805,0.68778294,1.3069198,1.4577134,1.5093508,0.5093382,0.6651627,0.8622175,1.172013,1.1586624,0.69197744,1.3706474,0.7363968,0.4697044,1.0350738
closet,0.80715317,1.1382549,1.3772604,0.87467176,1.098283,1.2572914,0.92911786,0.9823842,0.71931976,0.47014964,1.2613772,0.63637424,0.7100339,1.148601,0.6713902,0.86452395,1.0088981,1.2366589,1.0881407,0.77161545,1.3296858,0.94887745,1.1359239,1.0447987,1.1806931,1.260109,0.98808855,0.6592763,1.2902641,0.0,1.1039163,1.0840398,0.6330085,0.942219,1.4081779,0.6269408,1.2862288,1.0817626,0.81225383,0.8466524,0.4417081,0.85992146,0.6814793,1.1737788,1.3362243,0.995753,1.1331483,0.7662771,1.3393803,0.8837996,1.1849678,1.1344067,1.0849599,1.3556445,1.2915657,0.8373341,1.3467307,1.106651,1.2517184,0.626169,1.1775922,1.1114731,1.2606788,1.1290963,0.97791016,0.9738255,1.0732737,0.83232635,1.0869552,0.8139694,1.1959492,1.2874435,0.825331,0.9856447,0.8338057,1.0684637,1.3488009,0.99952877,1.2181801,1.2875414,0.8124671,1.0003897,0.60881007,0.92515546,1.2760918,1.38164,0.8943293,1.2291373,0.8219222,1.133023,1.0214942,1.0555542,1.0024734,0.9308497,0.85542303,1.0765752,0.5337759,0.8673942,1.1714125,0.85963774,1.1415961,0.67480797,1.0032867,0.9002565,0.9860808,0.88776326,0.8083911,0.84045684,1.4416451,1.0247397,1.1370736,1.133364,1.3488865,1.1100035,1.2010379,0.7066706,0.5956832,0.65041006,1.2738614,1.3541378,1.2365552,1.1605552,0.889245,1.1975216,0.84376967,0.8940884,1.3956604,0.68593884
comb,0.9743432,1.3023998,1.2303189,0.9538508,0.87303656,0.9676432,1.0481416,0.6540581,0.7669122,0.9301124,1.2609329,0.9058505,0.97216004,1.1532574,0.920977,0.90420765,0.879326,1.0613761,0.9431331,0.6472673,1.3714888,0.795733,1.2079949,1.195617,1.1361778,1.2641101,1.1603131,1.1168307,1.2187365,1.1039163,0.0,0.9439367,1.0418339,0.59549326,1.159379,0.82460374,0.9918403,0.87096596,1.1990385,1.1214802,1.0096669,0.8321213,0.9572205,1.1570396,1.1194679,1.0523324,1.1635667,1.0933964,1.1608577,0.87001956,1.1454492,1.2908754,1.0142784,1.2034799,1.1448066,0.90562105,1.3193933,1.1401498,0.5959506,1.1036239,0.954872,0.97732824,1.2558544,1.2070247,0.9025949,1.156812,0.8639648,1.1412877,1.0130569,0.8751771,1.236872,1.1964391,0.89816606,0.7524594,0.87090254,1.0148805,1.2494155,1.0595343,1.2033287,1.0752286,1.1237863,0.8736321,1.0437922,0.8531711,1.1361879,1.043495,1.0477659,1.08545,1.0815481,1.2461635,0.6980925,1.1868627,0.76569635,0.95224816,0.97332364,0.82667625,0.9675473,0.96426016,1.1029706,1.005622,0.9314813,1.0867985,0.8842382,1.163111,0.8227786,0.92802817,0.7691902,0.7988493,1.2312645,1.0302078,1.0466645,0.9756828,1.0428804,0.9807436,0.7552715,0.9590004,0.99865216,0.82609683,0.89599276,1.249284,1.2179451,0.91257733,0.9964807,0.8282075,0.67961836,0.9426097,1.2027401,1.1093116
cookie,1.0159847,0.92159283,0.9214074,0.95230913,1.0275555,1.0419916,0.89566964,1.1491764,1.0539148,1.1264663,1.0500278,1.1557893,0.999483,1.0204971,1.0760729,1.0375714,1.135284,1.0478032,1.1390591,1.0936588,0.8413683,1.010723,1.0525175,1.1357136,1.2617502,0.7418163,1.1185415,1.1718738,1.0703448,1.0840398,0.9439367,0.0,1.1513969,0.81824136,1.0903022,1.1135283,0.99307984,0.9783122,1.1654689,1.0023708,1.0929191,1.1034737,0.9248816,0.90331596,0.8660477,1.1120088,0.91965616,1.0051962,0.781381,0.97591376,1.0196031,1.0621823,0.90187734,0.99394965,1.1100438,0.9982737,1.0384351,1.0168362,0.88604504,0.9592408,0.89616525,0.7169292,1.0617437,1.1818465,1.0724412,1.1662543,0.94747525,0.99700695,0.89351183,1.0917821,1.1537383,0.99566454,1.0300064,0.9783269,0.80879927,0.8396951,0.96774966,1.0267794,0.99927616,0.78259987,1.1188048,1.1214298,1.0603814,0.9971386,1.1297653,0.9765305,1.0568422,0.80233216,1.03208,1.1410804,0.8623996,1.1154586,1.0444493,1.0019692,1.1475351,1.1317617,1.2069153,1.0921079,0.9806073,0.9565984,1.1011068,1.0348256,1.0474664,1.0297502,0.74843204,1.0976049,1.0488638,0.9758772,1.0423336,1.074157,1.0820506,0.979834,1.0730673,1.0504323,1.0112442,1.0284964,1.0176214,1.0586908,0.9175428,0.8473037,0.98191875,0.969372,1.0969222,1.0344416,1.0472637,1.189673,1.0044066,1.1724875
couch,0.5705637,1.1422436,1.3893982,0.66634285,1.1434205,1.2568382,0.7806651,1.1425775,0.6213498,0.3843984,1.2698083,0.17855835,0.64963734,1.2747948,0.4664085,0.7983477,1.1987692,1.4241195,1.1165318,0.7931218,1.3021402,1.1021767,1.2633202,1.2657728,1.2155302,1.1868716,0.85901177,0.55435973,1.3971733,0.6330085,1.0418339,1.1513969,0.0,0.81413776,1.5051179,0.74757504,1.4542725,1.2284265,0.80398333,1.1262504,0.83637196,0.64166075,0.90369344,1.1036738,1.3885021,0.5187749,1.0167526,0.780529,1.298089,0.7124123,1.0049326,1.3406225,1.2308955,1.3489623,1.3108337,0.6673713,1.3508532,1.1797094,1.4482385,0.7678566,1.2220675,1.0819076,1.3975649,1.2169178,0.77889955,1.1238039,1.306921,0.41658854,1.1623433,0.98664755,1.3890086,1.3054417,0.93056065,0.90578055,0.7814795,0.9456056,1.3289366,1.0243571,1.3107909,1.340836,0.6392612,0.85626113,0.6563215,0.8591584,1.3834589,1.497406,0.69371593,1.1226699,0.86468446,1.1921488,1.0082297,1.1930429,1.0420555,0.8232079,1.0124707,1.1801299,0.5540271,0.5510695,1.2024306,0.9193834,1.2634339,0.650478,1.1687269,0.86195385,1.0731139,0.8736183,0.6284354,0.76195097,1.4656515,0.86033696,1.0898747,1.1487713,1.3643472,1.217231,1.3849577,0.8941501,0.5605746,0.57580787,1.4461647,1.3021108,1.1089259,1.0858322,0.8523918,1.4027809,0.83099645,1.2030416,1.3790195,0.86350477
cracker,0.8433572,1.1668094,1.2228584,0.84053534,1.1691744,1.1900998,0.80114543,0.8546628,0.80287325,0.8744657,1.1789715,0.7731447,0.7531661,1.1796684,0.7724123,1.0037357,0.860604,1.2506807,1.119429,0.77192485,1.1839098,0.9465414,1.1928576,1.2548609,1.3361422,1.0727868,1.111157,1.0753139,1.2765286,0.942219,0.59549326,0.81824136,0.81413776,0.0,1.2682459,0.9444144,1.221688,0.96737826,1.1031058,1.2017356,0.9785159,0.8033345,0.9431672,1.0910234,1.198534,0.921399,1.0704403,1.0665965,1.1557982,0.6926639,0.94533414,1.2368293,1.0805299,1.0655745,1.2509079,0.82585573,1.3397843,1.0618742,0.8081592,1.0265527,1.124742,0.9030911,1.3975914,1.2353987,0.96192664,1.2600056,1.0040861,0.83345383,0.8113118,1.0273858,1.3523623,1.2516432,0.8788938,0.90127593,0.6472984,0.9396596,1.2628423,0.99330753,1.0697286,1.1250147,0.8057025,0.80746037,0.9154328,0.65707594,1.142216,1.1557987,0.89151025,0.9137589,1.0616933,1.2823038,0.7853534,1.2465239,1.0250216,0.8561935,1.0176909,1.0764766,0.9223844,0.87311155,1.1253675,0.9437103,1.0460093,0.9414283,0.9404917,0.92783135,0.6983539,1.0328733,0.758026,0.9303677,1.2798843,0.93657553,1.1078014,1.0308532,1.2402902,1.2011541,1.0932901,0.92023444,0.8270175,0.7858834,1.1286923,1.2250504,0.99166924,0.937325,0.9155047,1.2107198,0.88822114,1.1887082,1.3167688,1.0806439
crayon,1.5258479,0.62124944,0.4384066,1.471922,1.0208486,0.7928357,1.3058813,0.7921327,1.5235056,1.5511832,0.40507132,1.5450686,1.6572025,0.7455425,1.4948078,1.3592019,0.7932627,0.25950015,0.6512096,1.390393,0.5387423,0.9603392,0.7227078,0.3516146,0.44981742,0.64497006,1.04356,1.042613,0.31482905,1.4081779,1.159379,1.0903022,1.5051179,1.2682459,0.0,1.3553107,0.4202031,0.980861,1.1733916,1.147512,1.0963069,1.1732908,1.3222829,0.9431463,0.59936863,1.2547196,0.93345416,1.3783824,0.65560395,1.1977844,1.1257484,0.43180543,1.0296583,0.45916784,0.774474,1.4085416,0.40837532,0.9057802,0.64550805,1.3821576,0.8226904,1.1622658,0.38003886,0.4266007,1.2174345,0.7155031,1.0087994,1.4138348,0.77358484,1.0004593,0.31222963,0.50787586,1.2079654,1.3676269,1.5801088,1.1842089,0.31103706,0.9537433,0.5439962,0.5942515,1.0975795,1.2690866,1.5539181,1.2950566,0.21614754,0.21889412,1.337451,0.8510842,1.3337129,0.50735146,1.2700876,0.69633806,1.166658,1.3561804,1.0920241,0.6967297,1.2975553,1.368366,0.8767466,1.2616274,0.73069775,1.4858568,1.0918841,1.0664153,1.1266068,1.1710238,1.3946767,1.4295516,0.24595499,1.0915704,0.61390775,0.96117944,0.48639774,0.7708734,0.721246,1.3486873,1.528284,1.575571,0.6488744,0.55506635,0.6551298,0.88119566,1.1004945,0.73182017,1.4019403,0.6110725,0.4037466,1.0035855
crib,0.92762804,1.3203156,1.4351788,0.98345524,0.9075121,1.1263448,0.84910315,0.59037304,0.59911084,0.34974527,1.3801887,0.64317614,0.7378831,1.0788015,0.66017056,0.79346764,0.8360653,1.1901336,0.92558694,0.52991426,1.4335201,0.6926546,1.09044,1.1170218,1.0780655,1.457219,1.0368657,0.6952943,1.2877297,0.6269408,0.82460374,1.1135283,0.74757504,0.9444144,1.3553107,0.0,1.1603985,0.8809712,0.7990708,0.67544067,0.7109966,0.7316148,0.9554874,1.2905734,1.3270088,1.0117065,1.24702,0.93304545,1.4369572,0.85874474,1.1925173,1.2386076,1.1182857,1.3397909,1.159322,0.85791856,1.392761,1.1255763,1.107925,0.9628075,1.1198652,1.1813531,1.2124454,1.0877682,0.97405434,1.123674,0.93197125,1.1368474,1.0967226,0.5622648,1.1346563,1.1966928,0.8856319,0.88496923,0.90613437,1.1789988,1.4122429,0.93025196,1.3766228,1.3200716,1.0652356,0.9664289,0.7532526,0.85555387,1.2776682,1.2789345,1.0019846,1.2398522,0.90334326,1.0156796,0.98100865,1.1499442,0.75873446,0.9851773,0.803169,0.8758995,0.667498,0.9209515,1.0332884,1.0763241,1.041411,0.99322474,0.9855694,1.2444428,0.90530705,0.8710958,0.66181374,0.6205127,1.4396439,1.0161787,1.1371944,0.9611811,1.2250223,0.9521598,1.0039264,0.76510483,0.85653365,0.64012873,1.0426737,1.4762312,1.3775253,1.2217232,0.90050626,0.84374094,0.65215534,0.80039394,1.3736959,0.79540277
cup,1.4773264,0.7693975,0.53551114,1.5290604,0.78388524,0.63307,1.2773077,0.64662063,1.2913913,1.4318707,0.7432836,1.5028313,1.5585208,0.7940997,1.3538512,1.314598,0.9227417,0.33969837,0.44263357,1.2180139,0.77757514,0.43112528,0.7993195,0.40581822,0.5362532,0.95049214,1.09664,1.0014125,0.40186214,1.2862288,0.9918403,0.99307984,1.4542725,1.221688,0.4202031,1.1603985,0.0,0.82097495,1.105818,1.0442299,1.014368,0.97416335,1.2753234,1.0869663,0.34790492,1.3306401,1.1080415,1.379482,0.89051473,1.2773649,1.201102,0.67048156,1.0454118,0.73055625,0.88521636,1.1794565,0.68288803,1.0246148,0.5288852,1.3937361,0.95565665,1.2429333,0.42672884,0.58758324,1.2838405,0.8318525,0.49887836,1.5201052,0.9706083,1.0632523,0.33858562,0.69784397,1.0788608,1.0763903,1.4220634,1.2410092,0.5510862,0.74710405,0.82612526,0.5339718,1.2604291,1.2659106,1.507698,1.2636435,0.69126296,0.59945166,1.3467803,0.9142587,1.2896045,0.45239824,1.1007957,0.85114115,0.99497026,1.2323728,1.0399672,0.6773661,1.1382068,1.3664038,0.9838757,1.2667246,0.9763832,1.4975684,1.0123353,1.19282,1.0644883,1.123663,1.1455238,1.3326432,0.47001028,1.0262324,0.73751587,1.0050317,0.57328475,0.74977887,0.6118647,1.3335357,1.4697042,1.4719715,0.2363928,0.77737296,0.9938068,1.1480024,0.9712031,0.6550381,1.2818279,0.55575484,0.61064607,1.0387416
dish,1.1414741,1.2074423,0.98542225,1.1400753,0.8298886,0.86411715,1.0682331,0.86148167,0.98037726,1.0769564,1.1761427,1.1898298,1.0903234,0.9417942,1.2020584,0.9351686,0.6696342,0.89287674,0.89840055,0.77608645,1.1159097,0.84897023,0.9533355,1.0951564,1.0324541,1.114124,1.2496734,1.2032455,0.8732876,1.0817626,0.87096596,0.9783122,1.2284265,0.96737826,0.980861,0.8809712,0.82097495,0.0,1.0137954,0.8512382,1.025554,1.183447,1.021449,1.1446204,0.97057575,1.2306387,1.1484561,1.114325,1.0866206,1.0863816,1.0784283,0.95675987,0.9161135,1.1229888,0.75185686,1.0863074,1.1433102,0.9607874,0.648998,1.1588936,0.7947972,1.0153364,1.0085454,1.0757585,1.0957632,1.0668017,0.6160141,1.2965566,1.0339521,0.8364564,1.0602722,1.1720641,0.8291479,0.9406488,1.0483302,1.1322721,1.0758317,1.2385546,1.088887,0.96119297,1.2216058,1.0996213,1.1060516,0.9692172,0.9258939,0.9672658,1.083049,1.1043996,1.0730762,1.1112722,0.91095996,0.9722088,0.5455007,1.0347053,0.92075014,0.8629563,1.1986696,1.2422907,0.9124101,1.0607427,0.8124881,1.2653782,0.7466623,1.2097322,0.909983,1.1164367,1.0499216,0.8930038,0.9700121,1.0824555,1.1147754,1.0121404,0.9147568,0.97769725,0.87447554,0.8557284,1.1956365,0.84870493,0.5734278,1.1474141,1.2222381,0.9980795,1.2748531,0.50089806,0.7127656,1.0081354,1.0568433,1.101381
dog,0.9358413,1.1375614,1.1167946,1.0646325,0.893189,1.0599071,0.9522865,1.013398,0.993034,0.75714755,1.1575432,0.8945954,0.8478247,0.89055216,0.8111242,0.9455222,1.037605,1.0454183,0.9997629,1.0679173,1.1542088,1.0940484,0.87185824,1.1160231,0.8609669,1.2951922,0.88264996,0.9716982,0.9856884,0.81225383,1.1990385,1.1654689,0.80398333,1.1031058,1.1733916,0.7990708,1.105818,1.0137954,0.0,0.58970666,0.9982804,1.0973204,0.915378,1.307796,1.0323162,0.9952113,1.2291553,0.8517437,1.2793928,0.98567617,0.86910284,0.94588125,1.0533892,1.1160231,0.8011069,1.0256456,1.0792003,0.91906935,1.1593095,0.7945814,1.077309,1.2243472,0.8026886,1.0317373,1.0860782,1.0295607,1.018048,0.9014831,1.1323439,1.0676512,1.0110586,1.1674049,0.9271361,1.0283676,1.0082904,1.1223063,1.1378224,0.9099479,1.2408673,1.1278219,1.0561403,0.93780756,0.8242811,1.08997,1.22191,1.2772232,0.54228854,1.372292,0.66162044,0.73609006,1.1403897,0.81742185,1.0308644,0.9794933,0.91072154,1.0219432,0.9381419,0.776428,0.94353956,0.9548593,1.135394,0.91083443,1.0593398,1.0980101,1.1152805,1.0182178,1.0208203,1.0226923,1.1537449,0.826177,1.0351967,1.0187185,1.1923294,1.0497109,1.026608,0.9405217,0.90512455,0.8945433,1.015168,1.2622775,1.1737744,1.2831342,0.93910116,0.9612322,1.0212642,1.0016967,1.1415538,0.97638166
doll,1.0350382,1.176482,1.0924058,1.119841,0.78822243,0.92112356,0.838958,0.9637066,1.1115578,0.9086717,1.1287456,1.2228808,0.8871477,0.9261245,0.8762234,0.8600811,0.9305139,0.95321655,1.015124,1.0333539,1.0875498,0.9608156,0.94430137,1.0889934,1.0397245,1.179735,1.2001508,0.9940887,1.0128934,0.8466524,1.1214802,1.0023708,1.1262504,1.2017356,1.147512,0.67544067,1.0442299,0.8512382,0.58970666,0.0,0.98534477,1.2084707,0.7748045,1.2104602,0.9938356,1.2502558,1.2234766,0.93360436,1.1417375,0.8974432,0.9490368,0.8467999,0.72461665,1.1915789,0.77935886,1.1786476,1.0832072,0.67387986,1.0311418,0.8722544,0.9686684,1.0194944,0.77842075,0.9927712,1.1191328,0.9877238,0.72255135,1.1807128,1.0307028,0.87513393,1.0197642,1.0595462,0.84170103,0.99698275,0.7794453,1.1743333,1.1687164,0.78215146,1.1587857,1.0492141,1.2783308,1.1773189,0.8026836,1.1809363,1.1810081,1.1306844,0.9058576,1.1287053,0.706668,0.74620366,1.0733567,0.90889543,1.0248137,1.0787007,0.8467876,0.87596905,1.2438076,1.1471944,0.70048636,0.8129357,0.98058,1.0491612,0.9084408,1.0281351,0.9971528,1.2507594,1.1381768,1.0073117,1.1152548,1.1853706,1.230312,0.85276526,1.0600759,0.9608072,0.9496212,0.6175606,1.020161,1.085531,0.88438314,1.1726742,1.3301331,1.1240826,0.8427336,0.6086958,1.0613136,0.9102629,1.0735221,1.0798508
door,1.0411314,1.0568147,1.2691802,1.0723978,0.99870545,1.0850447,1.0267485,0.87155855,0.88960004,0.7291896,1.1468074,0.90030366,1.0988046,1.0355307,0.8639148,1.0416304,1.0071753,1.0578052,0.9797289,0.9302674,1.2324824,0.88029504,0.9998999,0.8136352,0.99089307,1.189168,0.9481392,0.674232,1.0755064,0.4417081,1.0096669,1.0929191,0.83637196,0.9785159,1.0963069,0.7109966,1.014368,1.025554,0.9982804,0.98534477,0.0,0.81693137,0.9709216,1.1195875,1.1919988,1.0790251,1.08288,1.0236307,1.2001928,0.88563013,1.2337897,1.1123554,1.1120119,1.1112602,1.1350735,1.0277634,1.112976,1.2106228,1.1059788,0.9724563,1.1163107,1.1149516,1.1239804,0.9113273,0.8846165,0.9242074,0.9714295,1.1173719,0.99828035,0.81767625,0.82432795,1.0416203,1.0384002,1.0508757,1.1373241,1.0991032,1.1862774,0.90267694,1.0987028,1.1574283,0.84579366,1.1224374,1.0461782,0.96206254,1.032765,1.0449945,1.0716337,1.0616395,1.038323,0.9600484,1.0770897,0.9556755,1.1105232,1.0610421,0.9802354,0.85152555,0.54679024,0.93915856,1.0355043,1.0568278,0.9209251,1.0326158,1.1193175,1.0803986,0.97237945,0.6086577,0.78957796,0.97663325,1.2363092,1.0016742,1.0045698,1.1303279,1.1216786,0.88797516,1.0815862,0.9199819,0.9960697,0.95125586,1.0775616,1.1999764,1.1766459,1.0176526,0.9983445,1.0735528,1.045121,0.6297289,1.1727247,0.5459231
drawer,0.82119614,1.08064,1.2352643,0.9038059,1.2106769,1.1696153,0.9129534,0.72187173,0.5507482,0.78441334,1.0881625,0.5823457,1.0439732,1.2579169,0.786372,0.9488808,0.94299877,1.2290492,0.55931336,0.59629256,1.1580684,0.539141,1.2235035,0.8447026,0.9761232,1.1372014,0.9101161,0.5835161,1.2856708,0.85992146,0.8321213,1.1034737,0.64166075,0.8033345,1.1732908,0.7316148,0.97416335,1.183447,1.0973204,1.2084707,0.81693137,0.0,1.0529121,1.0805787,1.144701,0.897377,1.0946267,1.1420598,1.2480127,0.7397937,1.0890743,1.2675077,1.3042672,1.0134001,1.3506596,0.67765796,1.294503,1.2913493,1.1274681,1.095114,1.2812808,1.1069313,1.3127784,1.0582323,0.9001299,1.0889457,1.0669185,0.95271194,0.9024795,0.9591274,1.0218254,1.0198823,1.0145359,0.9412873,1.0036186,1.1038898,1.2694972,0.77283055,1.200495,1.17377,0.6185992,0.987541,1.0578431,0.73809713,1.0561507,1.1212631,0.94934154,0.8000978,1.1619717,1.0107793,0.8691706,1.2207078,0.99827856,0.9382343,1.1906863,0.79987895,0.3383777,0.80570745,1.1638857,1.1121421,1.1703703,1.0061191,1.0821995,0.95591426,0.893859,0.9049292,0.3562808,0.918287,1.2444026,0.8775371,1.047202,1.2096978,1.0409671,1.0140767,1.2216153,1.061936,0.97144085,0.85131514,1.0977416,1.2440635,1.024771,0.9784419,0.802693,1.3004861,0.89161366,0.8156545,1.2658846,0.75164235
dress,0.8111335,1.2133275,1.296173,0.8291264,1.0770477,1.1633682,0.9384448,1.157254,0.8120725,0.8563707,1.2174996,0.8885948,0.50973004,1.107902,0.86587393,0.8191662,1.0366143,1.0848951,1.1751177,0.8295069,1.1963911,1.0412717,1.1200727,1.1875339,1.2316427,1.1583471,1.0441155,1.0290219,1.2513893,0.6814793,0.9572205,0.9248816,0.90369344,0.9431672,1.3222829,0.9554874,1.2753234,1.021449,0.915378,0.7748045,0.9709216,1.0529121,0.0,1.1368772,1.2542257,1.0160809,1.1876687,0.80253226,1.213663,0.8587637,1.0856118,1.0179245,1.0150377,1.248647,1.1492136,0.9332485,1.3087592,1.0026873,1.0981585,0.6901058,1.0626222,0.9438879,1.206547,1.1564832,1.017317,0.9779107,0.9779994,0.8520553,1.1317191,0.9617871,1.291839,1.2431211,0.9729466,0.90518206,0.7371547,1.0379615,1.3096529,1.0621037,1.0588953,1.2571614,1.0211372,1.0031388,0.44322145,0.9065132,1.3040874,1.2729089,0.9312811,1.0875009,0.88105774,1.1989691,0.82331496,1.0426354,0.93183094,0.93246746,0.8327626,1.0767283,0.97113085,0.92636526,1.0882213,0.39688647,1.1062624,0.64573735,0.97877145,0.9363625,1.0114752,1.0675583,0.9204251,0.7794788,1.3560731,1.0100396,1.1177897,1.0402775,1.2390996,1.186923,1.215781,0.62507236,0.64048654,0.7151623,1.2017877,1.2622087,1.2412834,1.0538675,0.988489,1.0372365,0.810431,1.1649592,1.2656314,1.0350755
ear,1.0838741,0.5934917,0.79606366,0.91369045,1.2266695,1.1254097,1.2020963,1.2903337,1.2982993,1.2864649,0.5732797,1.1476841,1.1532668,1.1401172,1.2309668,1.2981986,1.1658993,1.1057727,1.2390294,1.3228824,0.56642383,1.25054,1.1138816,0.862036,1.2097712,0.46652865,0.8924431,1.0049088,0.98750484,1.1737788,1.1570396,0.90331596,1.1036738,1.0910234,0.9431463,1.2905734,1.0869663,1.1446204,1.307796,1.2104602,1.1195875,1.0805787,1.1368772,0.0,0.9602138,0.9565566,0.29066157,0.85881263,0.39165974,1.1364069,0.9166942,1.1058019,0.86043334,0.7688767,1.2375616,1.0388142,0.48442483,0.9405196,1.1701952,0.83729887,1.0156374,0.5720946,1.0100888,1.0885528,1.0554867,0.90988326,1.2315624,0.87284994,0.9762768,1.0848774,1.04323,0.7701031,1.1391248,1.2362217,1.0482395,0.5760394,0.71301126,1.0893342,0.5225355,0.94245493,0.8031865,1.1397256,1.1503115,1.0295218,0.86144316,0.9159345,1.0141159,0.74795735,1.0896903,1.1751242,1.1326333,1.0491129,1.3072686,1.1324124,1.2311709,1.2019203,1.1381984,1.1186997,0.9594605,0.9321245,1.1967479,0.9548692,1.0475131,0.6821397,1.1180861,0.98926526,1.2720253,1.2285364,0.658183,1.1466731,0.9847898,1.043787,0.989348,1.0808458,1.1155039,1.117352,1.051155,1.2494115,1.1737051,0.35136694,0.5029739,0.93299854,1.0935738,1.319097,1.3009448,1.176296,0.5739718,1.1089203
