,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mouth,nail,napkin,necklace,orange,oven,owl,pajamas,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
radio,1.266706,1.0094596,0.95628744,1.2533878,0.823141,0.8530994,1.158862,0.5375678,1.1234648,1.1417063,0.90111536,1.1464002,1.2928705,0.88661796,1.1128967,1.0767257,0.6897739,0.6821989,0.73590714,0.87925786,1.1398178,0.76971793,0.9059122,0.69319296,0.6788182,1.1155652,1.1624845,0.8902338,0.82790184,1.0765752,0.82667625,1.1317617,1.1801299,1.0764766,0.6967297,0.8758995,0.6773661,0.8629563,1.0219432,0.87596905,0.85152555,0.79987895,1.0767283,1.2019203,0.8893926,1.1995537,1.1640408,1.26364,1.0719427,0.93172634,1.265403,1.0068624,0.9932621,1.0116509,0.9343538,1.1330274,0.9889662,0.9734004,0.6854935,1.2853686,1.0213383,1.145559,0.7773997,0.88646597,1.1244581,0.8818747,0.75572586,1.3219283,0.9559962,0.90114444,0.68510485,1.0011106,1.0101049,1.0407281,1.2916737,1.1994277,1.0026952,0.8929674,1.01236,0.8962116,1.0423317,1.1610694,1.2376686,1.0875998,0.75466454,0.78376925,1.2366766,1.0383955,1.1629211,0.73642963,1.1227443,0.9759532,1.016409,1.1948292,0.8365739,0.0,0.8575968,1.1613743,0.926624,1.1388451,0.8068477,1.2664837,0.96390396,1.1090482,1.0585593,1.1315764,1.0187666,1.1366507,0.86967343,1.0322342,0.9740846,0.99165004,0.77525735,0.8286245,0.720172,1.1384792,1.1867955,1.2289946,0.65293586,1.0968145,1.1751399,1.0299915,0.98600304,0.6659906,1.0820259,0.5059706,0.7385976,0.9261355
refrigerator,0.72112167,1.0813961,1.3844253,0.7945069,1.2063668,1.2792192,0.9859315,0.84105444,0.5999535,0.56949556,1.2463657,0.45407712,0.9341164,1.1873538,0.78113943,0.96133804,1.0510317,1.2340772,0.9044611,0.69253707,1.3089442,0.7898209,1.1455665,0.8510189,0.91646725,1.2582648,0.6835971,0.47208667,1.2952015,0.5337759,0.9675473,1.2069153,0.5540271,0.9223844,1.2975553,0.667498,1.1382068,1.1986696,0.9381419,1.2438076,0.54679024,0.3383777,0.97113085,1.1381984,1.293635,0.7239181,1.1348383,0.91188407,1.334262,0.8634847,1.2841991,1.2677133,1.3674865,1.1517798,1.3648582,0.68129003,1.293858,1.3671458,1.329281,0.8789752,1.2865629,1.1566089,1.3198082,1.0988894,0.8939587,0.96688926,1.1405996,0.83028424,1.0312752,0.8495763,1.0012966,1.0884017,1.0333006,1.0002078,1.0790826,1.1165304,1.3221517,0.9337288,1.2533262,1.3103011,0.6007872,0.83765477,0.89306784,0.7989543,1.1455545,1.2293948,0.9008936,1.0568141,1.0861753,1.1034831,1.0186117,1.1163679,1.066538,0.9202656,1.0919218,0.8575968,0.0,0.6386119,1.1734378,1.0935473,1.1821961,0.77410686,1.2053869,0.9967991,1.0049839,0.66249,0.55452764,0.82070357,1.4248513,0.8341562,0.96595585,1.2628063,1.2224909,1.0137194,1.2387699,1.0213594,0.79162014,0.6806414,1.272604,1.3279446,1.1578742,1.0985196,0.97577083,1.411371,0.89574075,0.70058584,1.321496,0.619038
rock,0.6040277,1.0567675,1.3487022,0.719051,1.124793,1.2226019,0.92612714,1.1009252,0.76391727,0.68601924,1.1656622,0.5202715,0.6977781,1.1940206,0.72516114,0.80847347,1.2044395,1.366616,1.1038171,0.9389958,1.2476952,1.0925575,1.2146604,1.2048197,1.0599775,1.1536849,0.7217492,0.7943722,1.3624122,0.8673942,0.96426016,1.0921079,0.5510695,0.87311155,1.368366,0.9209515,1.3664038,1.2422907,0.776428,1.1471944,0.93915856,0.80570745,0.92636526,1.1186997,1.2723846,0.4328102,1.0779737,0.8281401,1.1784315,0.91189456,0.99742407,1.277447,1.1563354,1.2036767,1.2426744,0.83421254,1.2586572,1.1095014,1.3435545,0.8707504,1.2650915,1.0455257,1.2832321,1.1897656,0.9265557,1.0416405,1.2821813,0.52934575,1.1594028,1.016679,1.2211897,1.0851264,1.1363763,0.9700326,0.88851345,1.0104594,1.255298,0.97914946,1.1691198,1.2458835,0.7910291,0.6141811,0.7153998,0.85682666,1.2696866,1.336683,0.8127432,1.0972412,0.9958286,1.0818268,1.052024,1.1207054,1.0998453,0.8448893,1.0669372,1.1613743,0.6386119,0.0,1.2070312,0.9203379,1.205889,0.6595534,1.1264024,0.88139886,1.1735154,0.76662135,0.72044265,0.7841879,1.3611345,0.56639767,1.072452,0.99541306,1.3100983,1.1357737,1.2209389,0.9167785,0.72780776,0.75619507,1.3840656,1.2216282,1.0902033,1.0724014,0.93736404,1.399339,0.9324045,1.0798813,1.2839775,0.8483511
rooster,1.0990616,1.0794088,0.9009641,1.0717136,1.0130411,1.0071042,0.99744004,1.0669961,1.280455,1.1844211,0.98539096,1.2289146,1.1739297,0.9520788,1.0329738,1.1497272,0.860503,0.974382,1.1230865,1.2208698,0.82313985,1.1224037,0.96066236,1.0237572,0.8933525,0.8765109,1.0539138,1.0877093,0.8307708,1.1714125,1.1029706,0.9806073,1.2024306,1.1253675,0.8767466,1.0332884,0.9838757,0.9124101,0.94353956,0.70048636,1.0355043,1.1638857,1.0882213,0.9594605,0.9141836,1.1240448,0.968019,1.0084058,0.8617671,1.0361094,0.8739271,0.77028024,0.8142786,0.74018776,0.738992,1.165922,0.8058095,0.85420144,1.0221504,1.0734779,0.7487707,0.8926362,0.8582002,0.9470866,1.1015776,0.94384444,0.9179532,1.1855204,0.8277885,1.025876,0.88672894,0.8785329,0.8850602,1.1451732,1.026081,1.0512818,0.9383227,0.87576807,0.9646672,0.9342511,1.1025361,1.1007656,1.1429708,1.0313839,0.86069465,0.7672777,0.9674269,0.93301815,0.9095996,0.84131145,1.1877307,0.8915132,1.1747801,1.0442754,1.083363,0.926624,1.1734378,1.2070312,0.0,1.0332193,0.97732836,1.1608944,0.99207556,1.0354488,0.91767395,1.0760715,1.2659609,1.230204,0.87859094,1.1301092,1.1177464,0.9419357,0.78433496,0.97091335,0.97849673,0.96475947,1.2018788,1.2463131,0.92461705,0.88005555,1.0345677,1.0665308,0.9335844,0.9003649,1.2594837,0.9506234,0.89650226,1.040304
scarf,0.88766503,1.13288,1.225898,0.91979444,1.0940561,1.1427457,0.98377514,1.2393256,0.96799964,0.9980221,1.0871077,0.9080126,0.6821029,1.0141423,0.885637,0.8931905,1.0714833,1.1596639,1.211592,1.0203007,1.119928,1.1238692,1.0391951,1.1786096,1.2257493,1.0009459,1.017868,0.9778999,1.249487,0.85963774,1.005622,0.9565984,0.9193834,0.9437103,1.2616274,1.0763241,1.2667246,1.0607427,0.9548593,0.8129357,1.0568278,1.1121421,0.39688647,0.9321245,1.2018981,0.9786376,1.0184035,0.8939815,1.0724849,0.907094,1.0684173,1.1151891,0.966951,1.1155982,1.081281,0.96346164,1.1507585,0.8632648,1.1292801,0.74085176,1.064372,0.92689013,1.2003243,1.1644801,1.000275,0.9282371,1.0102322,0.7894485,1.1454964,1.0049461,1.2878107,1.089943,0.92297953,0.95923555,0.7407433,0.9621704,1.2435806,1.0055652,0.92104274,1.2443652,0.93682027,0.98734844,0.6392758,0.9573509,1.1697571,1.2091569,0.9070295,0.91398346,0.9845639,1.180448,0.9317404,1.0054884,1.1115136,0.9429689,0.8841093,1.1388451,1.0935473,0.9203379,1.0332193,0.0,1.0213373,0.6971785,0.970632,0.754117,1.0654896,1.04108,0.9983386,0.96685934,1.2264202,1.0627191,1.1501219,1.0035375,1.0856386,1.112991,1.255373,0.70136774,0.7888012,0.9226284,1.215185,1.1307032,1.096796,1.0059675,0.86543363,1.1263078,1.0113145,1.2006853,1.1501027,1.0336542
scissors,1.0864434,1.2527142,1.0222859,1.134734,0.8219093,0.7746492,0.89363784,0.88427126,0.9405484,1.1806136,1.0467389,1.1835427,1.1819923,0.8308445,1.2045654,0.86097527,0.78592813,0.90181935,0.97207654,0.8718677,1.1942333,1.0448288,0.85229474,1.1056222,0.88928014,1.1263936,1.1690463,1.1186409,0.9316073,1.1415961,0.9314813,1.1011068,1.2634339,1.0460093,0.73069775,1.041411,0.9763832,0.8124881,1.135394,0.98058,0.9209251,1.1703703,1.1062624,1.1967479,1.0979553,1.2422624,1.1517657,1.2144368,1.177868,0.91264176,1.0875773,0.9617491,1.0592576,0.8647361,0.6032904,1.2425846,1.0080771,1.002855,0.7405803,1.188087,0.9614385,1.1126131,0.9990933,0.87209564,0.5803523,1.0482215,0.8488026,1.2994893,0.678297,0.84095454,0.9394517,0.99388003,1.0501685,0.88794065,1.152899,1.1803794,1.1401122,1.1524886,0.9430089,1.0553657,1.1342659,1.0663289,1.1819372,1.0818322,0.6602821,0.6548476,1.156905,0.9274726,0.9965846,1.1010535,0.94940454,0.76986605,0.8230503,1.0878481,0.7535242,0.8068477,1.1821961,1.205889,0.97732836,1.0213373,0.0,1.2623496,0.8902371,1.2828395,0.7566837,1.0472815,0.9042102,0.9188118,0.96837,1.1100996,1.0595688,1.0198005,0.6072655,0.75225866,0.75428987,0.9937027,1.2549119,1.0045887,0.7998655,1.2484809,1.1365848,0.48227793,1.1884879,0.5844934,0.83531106,0.8521678,0.9851101,1.0150099
shirt,0.57654166,0.9701587,1.3507547,0.46027416,1.2321496,1.3474295,0.9210658,1.3949909,0.8099711,0.7096375,1.115751,0.609753,0.42449844,1.2330827,0.697212,0.8292171,1.1867584,1.3996316,1.3902652,0.9784829,1.208008,1.2826331,1.2395898,1.3193048,1.3320675,1.0904115,0.7861831,0.9077399,1.3990583,0.67480797,1.0867985,1.0348256,0.650478,0.9414283,1.4858568,0.99322474,1.4975684,1.2653782,0.91083443,1.0491612,1.0326158,1.0061191,0.64573735,0.9548692,1.3758384,0.62606007,0.96821135,0.55199313,1.0705155,0.9747844,1.0066538,1.2782129,1.0586002,1.2992072,1.3358146,0.8529563,1.2019993,1.0036682,1.397856,0.48607707,1.2005632,0.79520553,1.3766668,1.291146,0.9345182,1.02748,1.2774391,0.45128953,1.2259947,1.0939505,1.4189353,1.2136253,1.0823141,1.013277,0.69972366,0.7902556,1.2732599,1.124787,1.0179074,1.3240511,0.8787428,0.75977004,0.32125247,0.826995,1.3398664,1.3821344,0.7563046,1.0025165,0.8377444,1.3733495,0.96644574,1.1152827,1.1389521,0.7529234,0.97630143,1.2664837,0.77410686,0.6595534,1.1608944,0.6971785,1.2623496,0.0,1.1034505,0.6538075,1.0786104,0.8635303,0.9295944,0.79809093,1.4190722,0.9827898,1.0757113,1.047761,1.4168042,1.2239006,1.3588674,0.88494414,0.2012291,0.65758175,1.4932467,1.1310089,1.0418184,1.0218227,0.943619,1.4587581,0.9213427,1.3388975,1.239712,0.9655609
shoe,0.99855614,1.1724391,1.1030768,1.1579361,0.8567974,0.92071635,1.0003345,0.8335207,1.0035082,1.1224408,0.9915678,1.0888177,0.9533286,1.0737963,1.0240415,0.89663297,0.7365591,1.0377506,0.9175839,0.8243411,1.0929291,0.86451226,1.0820494,1.1403965,1.0386626,1.0899961,1.2372749,1.129178,1.1166118,1.0032867,0.8842382,1.0474664,1.1687269,0.9404917,1.0918841,0.9855694,1.0123353,0.7466623,1.0593398,0.9084408,1.1193175,1.0821995,0.97877145,1.0475131,1.0914558,1.2036084,1.0178099,1.1514848,1.1040875,1.0885717,0.9639974,1.0731176,0.5690367,1.1204379,0.937888,1.0038513,1.1699014,0.6769086,0.7779812,1.1508589,0.92688525,1.0066628,1.0378785,1.1099131,1.133146,0.9604985,0.73769575,1.0494019,0.9007209,0.9810221,1.2166328,1.0550444,0.80972266,0.85321057,0.746106,1.0405232,1.2117379,0.9966738,1.0061054,1.1461054,1.0496286,1.1012588,1.0451037,1.0174931,0.9900382,1.1046991,1.094466,1.0228615,1.0689155,1.059139,0.7886537,1.1337463,0.8110723,0.8400217,0.71821237,0.96390396,1.2053869,1.1264024,0.99207556,0.970632,0.8902371,1.1034505,0.0,0.9074541,0.94335234,1.1956961,1.0126238,1.0415357,0.8135663,1.0770979,1.1933589,0.66459143,0.9536091,0.97697705,0.8569106,0.88194925,1.1243826,0.97128636,0.81553084,1.1282043,1.0648787,1.0123739,0.97911763,0.75289524,0.8821251,1.0485494,1.0476085,1.1496845
shorts,0.9323083,0.6804276,0.96551573,0.8628118,1.2839773,1.2629893,1.1065946,1.251514,1.2344352,1.1489576,0.64136976,0.91018444,0.9741198,1.2205641,0.92083174,1.2395298,1.0635874,1.1646016,1.145704,1.2325433,0.7138937,1.1168158,1.2025056,0.808195,1.2405381,0.62265944,0.98554015,0.71975136,1.1877509,0.9002565,1.163111,1.0297502,0.86195385,0.92783135,1.0664153,1.2444428,1.19282,1.2097322,1.0980101,1.0281351,1.0803986,0.95591426,0.9363625,0.6821397,1.0336055,0.7896281,0.7961825,1.025282,0.66949713,0.9931561,0.9754477,1.123568,0.79770595,0.93687296,1.3373091,0.97109663,0.92344254,0.6090723,1.2404447,0.9527637,1.0604565,0.7047323,1.0888654,1.0836753,1.1678112,0.6495289,1.2486172,0.4497816,1.0615175,1.0077864,1.155141,0.8750783,0.99654764,1.2433207,0.76401806,0.85748935,1.0056314,0.8940996,0.67372847,1.0659674,0.60745686,1.0949315,0.8562412,0.979406,0.8864926,1.1120746,0.85930955,0.7855822,1.1475967,1.0265647,1.1394227,1.1492119,1.4187934,1.0410978,1.053746,1.1090482,0.9967991,0.88139886,1.0354488,0.754117,1.2828395,0.6538075,0.9074541,0.0,1.1722022,1.0827934,1.1690333,1.2842253,0.8506515,1.1031507,1.1794754,0.89435464,1.0823283,1.0885152,1.2766265,0.9232157,0.7965324,1.1692932,1.2905734,0.683395,0.72588503,0.9240617,0.81013703,1.4159386,1.3271596,1.1266772,0.8611086,1.0340623
shovel,0.94423294,1.1985259,1.1964413,0.8382637,1.109951,1.1115081,0.8587628,0.8970386,0.7275867,1.0105339,1.1983579,0.9186777,0.9480493,1.0478727,1.1082636,0.9199315,0.9221101,1.2370981,1.0533229,0.76835185,1.1030085,0.9067518,1.0409105,1.2690201,1.2496667,1.0394621,1.2273725,1.0363891,1.1856315,0.9860808,0.8227786,0.74843204,1.0731139,0.6983539,1.1266068,0.90530705,1.0644883,0.909983,1.1152805,0.9971528,0.97237945,0.893859,1.0114752,1.1180861,1.1001571,1.2329333,1.1286075,1.0725337,1.1426871,0.79889965,1.05589,1.1460097,1.0021397,0.82420343,1.0234727,1.0182024,1.2404022,1.0689976,0.9762547,0.97989213,1.0663397,0.9215909,1.2481225,1.2155253,0.78653884,1.3002853,0.8330147,1.161478,0.3869769,0.8893195,1.2038195,1.1751504,0.8131492,0.8404952,0.82002556,0.97603405,1.2482196,1.1713641,1.1821009,1.1072958,1.007717,1.0558765,0.9640423,0.880306,1.0372541,0.7838522,1.0049123,0.92378116,0.9230485,1.30466,0.8545537,1.1880537,0.8345581,0.9179872,1.0226742,1.0585593,1.0049839,1.1735154,0.91767395,1.0654896,0.7566837,1.0786104,0.94335234,1.1722022,0.0,1.0146774,0.78343,0.7720594,1.2224053,1.1144996,1.2010219,1.0856714,0.836668,0.8017024,0.98744094,0.87417126,1.0165954,0.7778315,0.9206332,1.1935706,1.1248786,0.7100687,1.1644933,0.96442133,0.7893309,1.0318192,1.1882023,1.1283703
shower,0.8539868,1.1260357,1.2146938,0.9135006,1.0995458,1.2021666,1.0790124,1.0481979,0.82084364,0.7982887,1.1854241,0.7494247,0.9510306,1.0319549,0.94339097,0.92893773,1.1722081,1.2093914,1.125731,0.97116435,1.1597953,1.0806886,1.0228649,1.0868487,0.99962395,1.1904919,0.5785947,0.9668797,1.1546211,0.88776326,0.92802817,1.0976049,0.8736183,1.0328733,1.1710238,0.8710958,1.123663,1.1164367,1.0182178,1.2507594,0.6086577,0.9049292,1.0675583,0.98926526,1.1802933,0.66024977,0.97191787,0.8782475,1.1008148,1.0848348,1.1421591,1.129213,1.2010977,1.0419885,1.1145232,0.8120922,1.0668006,1.256922,1.2253498,0.96547014,1.0675237,1.0300384,1.2060289,1.0889457,0.9129758,1.0237411,1.1385986,0.9494849,1.0798059,0.98906827,1.0174708,0.9671411,1.1289551,1.00597,1.1258098,1.0543627,1.1358256,1.0415385,1.1022794,1.2145258,0.98784834,0.82435834,0.9344082,0.9325871,1.1374123,1.0676074,1.0183374,1.0278081,1.0756326,1.1464076,1.0242592,1.0674952,1.0159181,0.9125941,1.1065675,1.1315764,0.66249,0.76662135,1.0760715,1.04108,1.0472815,0.8635303,1.1956961,1.0827934,1.0146774,0.0,0.856556,0.8319271,1.2208527,0.8840598,0.9153738,1.0930101,1.0755968,0.9278688,1.1662056,1.0364707,0.9361177,0.8244342,1.1546738,1.1206478,1.052875,1.0289936,1.051932,1.2378519,0.93191266,0.9734622,1.1515658,0.7735957
sink,0.71378934,1.3085582,1.4239786,0.8368061,1.1085988,1.1561841,0.8040651,0.83535886,0.13235724,0.61964965,1.3463815,0.56459874,0.7372847,1.2583822,0.669542,0.60126793,0.972766,1.363715,0.64845437,0.33519572,1.459548,0.5379375,1.231327,1.2350885,1.1744939,1.3309757,1.0263762,0.8415948,1.4350336,0.8083911,0.7691902,1.0488638,0.6284354,0.758026,1.3946767,0.66181374,1.1455238,1.0499216,1.0208203,1.1381768,0.78957796,0.3562808,0.9204251,1.2720253,1.3329115,0.9419041,1.2001257,1.0220275,1.3824428,0.7834172,1.0641538,1.3630041,1.2605021,1.2304469,1.2550659,0.67002016,1.4599196,1.3558414,1.0947607,0.9982317,1.2920449,1.0976291,1.4942802,1.2188396,0.76693344,1.2229987,0.954224,0.8871884,0.99941224,0.98109365,1.2441255,1.2524662,0.9948183,0.78893846,0.83565986,1.0695099,1.4441272,0.921648,1.3477889,1.3597361,0.83661926,0.9195964,0.84884983,0.7003904,1.2519528,1.2484565,0.92260057,0.993467,1.0110159,1.2450116,0.6745124,1.1796277,0.6565911,0.8998368,0.9592048,1.0187666,0.55452764,0.72044265,1.2659609,0.9983386,0.9042102,0.9295944,1.0126238,1.1690333,0.78343,0.856556,0.0,0.5951537,1.488431,0.8894681,1.1400622,1.17939,1.1266624,1.017988,1.1476903,0.9327829,0.8380778,0.5430183,1.1013664,1.4535822,1.2242059,0.905779,0.8756404,1.1282489,0.47747463,1.0634239,1.5045102,0.8699992
slide,0.73196054,1.3551314,1.4079643,0.714296,1.0319391,1.0568525,0.74912256,1.0657972,0.41053653,0.5619824,1.4395192,0.5920554,0.58398336,1.1583707,0.89667845,0.38355047,1.01165,1.3239961,1.0625063,0.4467426,1.5172887,0.90985996,1.1842902,1.4626137,1.2876059,1.3057169,1.0642715,1.0398804,1.4213326,0.84045684,0.7988493,0.9758772,0.76195097,0.9303677,1.4295516,0.6205127,1.3326432,0.8930038,1.0226923,1.0073117,0.97663325,0.918287,0.7794788,1.2285364,1.4320507,0.8954937,1.2107332,0.81215763,1.3559395,0.822738,1.0517899,1.2616748,1.13131,1.435846,1.0729924,0.8142664,1.4815515,1.2369399,1.1491737,0.8251108,1.1058677,1.0959898,1.4489961,1.3107232,0.62530756,1.2560716,1.0163363,0.9226929,1.0549743,0.498937,1.4554845,1.3654851,0.9522475,0.6631938,0.7625625,0.9930531,1.3658218,1.3336457,1.479148,1.3017416,1.1023163,0.8234219,0.6069811,0.7900286,1.4081614,1.2733672,0.97370803,1.2137517,0.7884704,1.505696,0.74363875,1.2219656,0.49828213,0.7970736,0.9243026,1.1366507,0.82070357,0.7841879,1.230204,0.96685934,0.9188118,0.79809093,1.0415357,1.2842253,0.7720594,0.8319271,0.5951537,0.0,1.567812,0.9390189,1.1217277,1.0956067,1.2061639,1.114454,1.1823176,0.73040175,0.73742723,0.356893,1.2007976,1.4365431,1.3206003,0.8799091,1.2231996,0.83144367,0.35587716,1.2238374,1.4610591,1.0135342
slipper,1.4814107,0.5337008,0.3385613,1.470938,1.0072094,0.7753738,1.3293772,0.911251,1.6056874,1.619493,0.28721285,1.5249528,1.5753973,0.8803634,1.4749823,1.4544259,0.98031753,0.43649554,0.7538806,1.512841,0.35156274,1.0061548,0.8582854,0.43664062,0.58496547,0.5158339,1.021613,1.048483,0.36327517,1.4416451,1.2312645,1.0423336,1.4656515,1.2798843,0.24595499,1.4396439,0.47001028,0.9700121,1.1537449,1.1152548,1.2363092,1.2444026,1.3560731,0.658183,0.5019456,1.1974584,0.73450077,1.3013011,0.468576,1.2809193,0.9739073,0.53680223,0.76903766,0.5110725,0.8540932,1.3330476,0.31740212,0.690808,0.73291993,1.3361053,0.8405175,0.97768897,0.3228382,0.5970413,1.348331,0.7326392,1.0167265,1.2188399,0.9161414,1.141639,0.49380744,0.48944867,1.1796863,1.3338397,1.358871,0.9974178,0.29020846,0.9228175,0.47383165,0.5830986,1.0706425,1.304896,1.5159941,1.3715496,0.46591175,0.5126791,1.2546254,0.85452235,1.3109494,0.54494834,1.2721952,0.80735135,1.2213409,1.2681099,1.0480049,0.86967343,1.4248513,1.3611345,0.87859094,1.2264202,0.96837,1.4190722,0.8135663,0.8506515,1.2224053,1.2208527,1.488431,1.567812,0.0,1.1404334,0.73921406,0.84750867,0.5651267,0.88675857,0.67531157,1.2974417,1.5024052,1.6303467,0.6197107,0.327168,0.5067497,1.039253,1.0502083,0.8214015,1.4876484,0.84561515,0.25482953,1.1757568
snow,0.9210123,1.1323512,1.160405,1.05594,1.0487376,1.096762,1.0575141,0.9469547,0.91964394,0.862852,1.1113392,0.87436736,0.95958364,0.9451289,0.8780071,0.9721011,1.0203434,1.0956877,0.91453207,0.98447543,1.076209,0.9674401,0.93289477,0.9945509,0.89535177,1.1876655,0.7497339,0.9838071,1.049197,1.0247397,1.0302078,1.074157,0.86033696,0.93657553,1.0915704,1.0161787,1.0262324,1.0824555,0.826177,1.1853706,1.0016742,0.8775371,1.0100396,1.1466731,1.0529171,0.74732876,1.1439182,1.0360157,1.1980613,1.0142704,0.9413093,1.0335256,1.114424,0.97050583,1.0053205,0.916472,1.1103083,1.1403947,1.0650502,1.0987341,1.0446205,1.2137161,1.080183,1.00185,1.0476664,0.941155,1.0537586,0.9760519,1.1139534,1.0372254,0.9290166,1.0112929,0.9802943,1.0034456,1.1555836,1.0953085,1.099187,0.93328094,1.0602753,1.1048162,0.98257744,0.8919426,0.98898846,0.8600933,1.1159627,1.1716352,0.9819614,1.1200502,1.004347,0.86110795,0.93951285,1.103847,0.988836,1.0456052,1.0935566,1.0322342,0.8341562,0.56639767,1.1301092,1.0627191,1.1100996,0.9827898,1.0770979,1.1031507,1.1144996,0.8840598,0.8894681,0.9390189,1.1404334,0.0,0.9720728,0.9479393,1.103332,1.0708606,1.0979176,1.1065505,0.9962489,0.92669255,1.0913584,1.1711509,1.0933857,1.2356056,0.9172855,1.1823518,0.97490156,0.95563114,1.1558555,0.81864953
soap,1.1785425,0.77736855,0.7743356,1.118398,1.0517917,0.94779474,1.178697,1.0421247,1.142211,1.1017596,0.7525169,1.1577333,1.213163,0.9660777,1.1395515,1.1520259,1.0458665,0.55943143,0.86724126,1.1690687,0.9107686,1.0268427,0.9688426,0.7265513,0.707584,0.99000895,0.68909615,1.0611513,0.64468604,1.1370736,1.0466645,1.0820506,1.0898747,1.1078014,0.61390775,1.1371944,0.73751587,1.1147754,1.0351967,1.230312,1.0045698,1.047202,1.1177897,0.9847898,0.93845534,0.915988,0.9610327,1.0377035,0.9102299,1.1717192,1.0121907,0.75079304,1.199067,0.8704703,1.0704033,1.1181356,0.71778023,1.2404428,0.901818,1.0505115,1.0304381,1.1127248,0.7885199,0.7172326,1.078359,0.9390346,1.159236,1.0983984,1.0921421,1.0741498,0.652593,0.8650938,1.2383134,1.1888764,1.3495948,1.0593791,0.5537259,1.0215378,0.91514826,0.77285063,1.1539747,1.0063322,1.1619118,1.1436479,0.7586694,0.70852,1.0436001,1.0790161,1.1067836,0.89224905,1.0848703,0.8225298,1.0175271,1.113821,1.0971103,0.9740846,0.96595585,1.072452,1.1177464,1.1501219,1.0595688,1.0757113,1.1933589,1.1794754,1.2010219,0.9153738,1.1400622,1.1217277,0.73921406,0.9720728,0.0,1.120334,0.87041426,1.0669394,1.008776,1.2438715,1.0915933,1.1353245,0.973022,0.827121,0.8608465,1.0771008,1.0879364,0.99475753,1.0840783,0.9279152,0.79369277,0.8920586
sock,1.0725442,0.8767211,1.1215205,0.97362703,0.86805975,1.0351919,0.9779966,0.9117751,1.1862625,1.0007105,0.9191079,1.1162271,0.9731288,0.976368,0.83259994,1.1843284,1.0688459,1.0182549,1.0862222,1.1410348,0.9387863,1.0426197,1.0107228,0.9861231,1.072759,0.99011683,1.0474192,1.0665873,1.0926092,1.133364,0.9756828,0.979834,1.1487713,1.0308532,0.96117944,0.9611811,1.0050317,1.0121404,1.0187185,0.85276526,1.1303279,1.2096978,1.0402775,1.043787,1.0050768,0.9758869,1.027846,1.1251317,0.83776313,1.10869,0.97439903,1.1596074,0.36684942,0.9947735,1.052701,1.1213454,1.048725,0.35428834,1.0376241,1.1873027,0.97294676,0.88099945,0.965298,1.0512718,1.1033777,0.9053364,0.98778945,0.97401005,0.9883178,1.0192982,1.006949,0.62694776,0.98459965,1.0532999,0.7101354,1.0361586,1.0371964,0.75468105,0.91709626,1.1415933,1.1341364,1.0769051,0.91722196,1.2270807,1.0435411,1.0061746,1.1910971,0.9972359,1.077692,0.7832118,1.1222788,1.2009661,1.0743458,1.1526473,1.023435,0.99165004,1.2628063,0.99541306,0.9419357,1.0035375,1.0198005,1.047761,0.66459143,0.89435464,1.0856714,1.0930101,1.17939,1.0956067,0.84750867,0.9479393,1.120334,0.0,0.9905794,0.6963379,0.9171539,0.8703911,1.0776955,1.1362495,1.0170554,0.861674,1.0241492,0.9890878,0.7436595,0.9408522,1.1030978,0.8637481,0.86053145,1.0850713
