,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,stick,strawberry,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
meat,0.6557337,1.3291271,1.3299129,1.0147426,0.63107497,1.0707866,1.1895826,1.0220419,1.072172,0.7923101,0.8041887,1.4089859,1.12086,0.90413874,1.0099366,1.0509375,1.3373849,1.1164418,0.9091505,0.77978003,1.1315253,1.0139102,1.4474442,1.1198494,1.3359416,0.9279728,1.283396,0.6870232,1.3099875,0.81125987,0.934398,0.83802485,0.95821744,1.06986,1.3918796,0.66966605,1.3615661,0.71276736,1.1799133,0.76116097,0.94313157,0.87514746,1.2802043,0.95802414,1.1194334,1.1569369,1.3024309,0.92102474,0.9695578,1.1057479,0.544412,1.0838592,0.92992795,1.3934839,1.0759027,0.61856157,1.3024564,1.1814269,1.0698448,0.89220536,0.7031015,0.8030108,1.3877888,0.81674254,1.0368445,0.7822136,1.1986761,0.96033406,1.1928531,0.0,0.8087429,0.99718684,0.9065388,0.7995824,0.7311587,1.2898486,1.255918,1.3690803,1.2080532,1.215683,1.2522237,0.9387179,0.7116144,0.8064309,1.1394548,1.3836262,1.3173797,1.0154245,1.0108554,0.3669598,1.1882552,1.420203,1.1074659,0.8298163,0.9043015,1.3562164,1.284699,0.81893694,0.58448935,0.7653937,1.1552473,0.82925373,0.9614467,0.95189154,1.0767713,1.3221266,0.7156186,1.3621904,1.0815102,1.0790775,0.95917076,1.1758312,1.2953155,1.2969644,0.7671406,0.6925975,1.2008688,1.2244362,1.2480499,1.0168569,1.3621746,1.042094,0.8425294,1.0770085,1.3689317,1.0144469
melon,0.79432297,1.0668639,0.89097965,0.9917013,0.8527756,0.44461173,0.68004495,0.67876935,0.964473,0.7641083,0.9737293,1.3802898,1.0734751,1.2678717,1.1036034,1.1056485,1.0468705,0.67727804,0.9383751,0.7912279,1.1025566,0.7703668,1.393452,1.1571608,1.3021476,1.0262519,1.1099427,0.7982297,1.3314476,1.1263963,0.99831325,0.81302077,0.89030826,0.81682014,1.2541217,0.93969095,1.3038512,0.8175713,0.9616142,0.56014204,1.0234195,1.0264122,1.2373748,1.0482326,1.3561261,1.1306574,0.7983411,1.05843,1.0763162,1.15123,0.71904016,1.1822288,0.94506687,1.2235659,0.7537618,0.565078,1.4124184,0.95245814,0.79470444,1.0740104,0.7789571,0.85836035,1.4056175,1.0917457,0.7310834,0.9856995,1.0223569,1.0782658,1.1050988,0.8087429,0.0,0.8461759,0.82862437,0.97416466,0.8451309,1.3760474,1.0631083,1.4510794,1.1435169,1.1555843,1.2440767,1.1135792,1.0691751,1.0314097,1.1191182,1.3761773,1.3272488,0.6826303,0.8239054,0.97345436,1.2660911,1.1576849,1.1097074,0.6152728,0.9190262,1.2967571,1.270479,0.9994102,0.8485166,1.0724618,0.9429019,1.1020534,0.94991946,1.1016523,0.7436054,1.0264378,0.7754986,1.3855195,0.8894336,1.0388474,0.80852497,0.9218679,1.3301247,1.2264236,1.0326301,0.76477706,0.4935074,1.2070992,1.2146766,0.8164052,1.2862068,0.72982526,0.80876315,1.0160747,1.3862057,1.0480381
milk,0.9657753,1.0243841,1.2161211,1.2043358,0.9655814,0.9335312,1.1024481,1.223332,0.6958302,0.6777213,0.9284973,1.2005618,0.91633594,1.1266717,1.0320158,0.69444394,0.65451974,0.7953445,0.40993643,0.8606966,0.8990531,0.062479973,0.94173485,0.94572866,1.3514966,1.073795,0.9390623,0.7421618,1.157781,1.0860531,0.8306947,1.0559943,0.92336637,1.2095963,1.0020945,1.0555078,1.2744441,0.79957867,0.482,0.88191646,1.068884,0.9574904,0.7562483,0.98809373,1.2179565,1.1863049,1.1141247,1.0399146,1.030246,1.3809501,0.9566524,0.939189,1.0509387,1.2177917,1.134351,0.8105611,1.3131609,1.2990158,1.116128,1.0336554,0.9313648,1.1146581,1.1954112,1.0427766,0.49562907,1.1034693,1.1446716,0.9284412,0.9328835,0.99718684,0.8461759,0.0,1.1829367,0.91024464,0.9665139,1.2899959,0.98728645,1.340399,1.3364117,1.2496346,0.90313935,1.0824296,1.0072868,1.1381887,0.93857527,1.3253956,1.2952752,1.1531141,0.88087374,1.1182528,0.96092224,1.1738836,1.3223684,0.6596194,0.8354646,1.0811096,0.75676614,0.9360907,0.92605317,1.0140275,1.0945153,1.0703455,1.0197027,1.0249062,0.7547598,1.0134602,0.88427395,1.296663,1.109587,1.0325776,0.9894755,1.1893556,1.0238692,1.2198049,1.0024077,0.73782766,0.81478775,1.3660014,1.2999413,1.0669028,1.0448732,0.97617805,0.7480099,0.57313275,1.2870622,0.8265935
mitten,0.60620105,1.0961505,1.2219226,1.1403743,0.7800857,0.9602161,1.0552572,1.0916575,1.0944501,1.064663,0.84155595,1.3414303,1.082336,0.9019489,0.73140806,1.2192615,1.3033595,1.144216,1.0925124,0.97252995,1.1726989,1.1492872,1.3696212,1.10059,1.157304,0.7010163,1.1406451,0.9718286,1.2770114,0.90257984,0.9849784,0.9296303,0.8749781,0.9496799,1.1901094,0.89718145,1.385153,0.9257262,1.2817533,0.9307594,0.7712099,0.56853145,1.295814,1.0111063,0.8884422,1.029906,1.1636575,0.8826049,0.99025536,0.98121774,0.64609885,1.0678333,0.79719985,1.2214149,0.7561477,0.92146885,1.2459424,0.24750781,1.0164163,0.84442365,0.9256531,0.8006037,1.2416558,0.9241077,1.0995389,0.75633156,1.1949017,0.88905656,1.1545693,0.9065388,0.82862437,1.1829367,0.0,1.0342062,0.76847935,1.3123807,1.0913521,1.2216336,1.0970788,1.2195913,1.1699818,0.7710111,0.84916276,0.78343207,1.1439838,1.3563703,1.3519707,1.0727961,0.7943392,0.96372855,1.1414375,1.3885087,0.9921562,0.95296836,0.81447047,1.2448308,1.2448092,0.79627776,0.8731095,0.7614386,0.96593344,0.9251485,0.85073185,0.98429227,1.0399063,1.3289053,0.8079034,1.2910053,1.1393425,0.7327206,1.1004689,1.1347852,1.2339181,1.1859627,0.8834597,1.0099373,1.0455278,0.9640735,1.1057951,1.1325904,1.3364631,0.7534116,1.1593997,1.1458516,1.2138151,1.0862325
mouth,0.86873853,1.1860223,1.1836921,0.9972382,0.8969492,1.1751245,1.2798644,0.9552049,1.0159831,0.8821954,0.9447841,1.2424502,1.2160804,1.0791363,1.1081548,1.0963476,1.2522597,0.9258588,0.8877288,0.9382151,0.990049,0.9298252,1.2669208,1.1826667,1.1903762,0.9708825,1.3083327,0.7105308,1.1864519,0.97477394,0.9029049,0.86459357,0.97567797,1.0976645,1.2770867,0.82421994,1.2218587,0.8609644,1.1444554,0.83255124,0.94565344,0.97999406,1.2108289,1.125971,1.1772814,0.89346504,1.2783806,1.0000571,0.86782587,1.0376939,0.8828933,1.1527046,1.1098152,1.1616824,1.099045,0.7109678,1.120222,1.2240436,1.080877,0.83485234,0.7797472,0.81829727,1.2327185,0.8833586,0.8838533,0.981546,1.0714433,1.04779,0.9930815,0.7995824,0.97416466,0.91024464,1.0342062,0.0,0.87861776,1.1455883,1.3122538,1.1120406,1.1935726,1.2038162,1.2116787,1.0603963,0.8057224,0.9763143,1.2257198,1.208004,1.1718351,0.9471619,1.1256231,0.7861857,1.1979783,1.2518697,0.9313042,0.8514049,1.038212,1.2672952,1.1925383,0.89999366,0.72621274,0.8171092,1.0858203,0.909,1.0503464,1.1180215,0.8871667,1.2967721,0.8135474,1.2204115,1.1002078,1.0763292,0.826916,1.0230188,1.1241745,1.2308607,0.9063997,0.7973709,1.1276333,1.0961236,1.0757537,0.90277225,1.3425431,1.0788932,0.86659414,1.1076328,1.2009585,0.93967515
muffin,0.70281804,0.9285318,1.092076,0.7930295,0.9499098,0.9473869,1.0871146,0.9798169,1.0395849,1.1091518,1.2050695,1.343952,1.2519917,1.0656719,1.0517976,1.1597861,1.2876959,0.97214526,0.9961076,0.29853737,1.1467303,1.0220942,1.3272423,1.0457745,1.1210344,0.88546276,1.4185113,0.599358,1.1386315,1.1313641,1.1071603,0.90777206,0.67251915,0.9928084,1.3517323,0.53798574,1.2604603,1.1132473,1.1088266,0.9296107,0.9472076,0.9245864,1.2985034,1.2108762,1.1283355,0.9944561,0.93729,1.0874593,1.036004,1.0425615,0.6055526,1.0629321,0.8484003,1.1748142,0.8527112,0.783406,1.1760092,0.8741367,1.0612808,1.0613737,0.27072704,0.9378148,1.1584274,1.1913568,1.013945,1.1328713,1.1842047,0.9611524,1.154805,0.7311587,0.8451309,0.9665139,0.76847935,0.87861776,0.0,1.100127,0.9128494,1.157296,1.0076224,0.88885635,1.1076711,1.0581408,1.0882484,1.182767,1.048393,1.2498864,1.2278366,1.0637053,0.56748515,0.686746,1.1176516,1.1523634,0.964854,0.5815011,1.033074,1.2610513,1.2839451,0.9996228,0.76674217,1.007366,1.0696732,1.1340363,0.9264907,1.0908715,0.9027479,1.3463663,1.0154855,1.1515646,1.0004572,0.9473372,0.5395186,1.0065038,1.1856544,1.1204209,1.1282381,1.0726503,1.0650302,0.9756379,1.0188239,1.1464618,1.156311,0.97085303,1.1829566,1.1878321,1.2100279,1.142121
nail,1.3897458,0.9171457,0.42925972,0.9253183,1.3960501,0.9833805,0.82163674,0.8885585,1.1802657,1.4169636,1.3366054,0.45763063,1.2378633,0.843855,1.2525795,1.1271536,0.8378607,1.193403,1.3295876,1.0856023,0.9707286,1.3012226,0.56968284,1.0050464,0.29844373,1.2087595,1.1130791,1.2605245,0.27079076,1.1792743,1.1650375,1.1697555,1.0457549,1.1494555,0.9753477,1.0919566,0.21205115,1.4277186,1.0693423,1.3329651,1.1741315,1.276957,0.9418888,1.2437675,0.875156,0.7923047,0.46540666,1.1988857,1.0059556,0.62501293,1.3171744,0.94562596,1.0642384,0.65154463,1.0993587,1.3530287,0.15142417,1.0426357,0.8609612,1.1353807,1.2096914,1.1749871,0.19218177,1.2765124,1.2731798,1.326017,0.8805478,1.2328851,0.9969946,1.2898486,1.3760474,1.2899959,1.3123807,1.1455883,1.100127,0.0,0.73843443,0.2937392,0.47340596,0.40984726,0.9569509,1.0681759,1.3633747,1.3006244,0.8836106,0.3068124,0.2668655,0.89283,1.0322,1.1386069,0.81999505,0.5342426,0.56107783,1.2369933,1.2803658,0.6853236,0.99205893,1.209105,1.3563023,1.2739213,1.0138519,1.2237093,1.1448395,1.1635578,1.2015703,0.85951805,1.269741,0.19777024,1.0242455,1.1794661,1.0501642,0.8212866,0.72374916,0.33045828,1.3119141,1.3929839,1.1755171,0.4619491,0.6117028,0.900747,0.48527354,1.1512122,1.4092066,1.2099893,0.24600017,1.1106821
napkin,1.1965817,0.7769535,0.7713498,0.9486909,1.343277,0.8849579,0.8853997,0.91934943,0.69927436,1.3122151,1.2956992,0.7330555,1.0986573,1.0212646,0.91007686,0.7924652,0.78105724,0.8726258,1.1038404,0.6479985,0.8381921,0.9759162,0.7456248,0.9519488,0.83051836,1.2321575,1.00726,1.0235523,0.70231414,1.3628838,1.1030184,1.3394895,0.79002273,1.0603772,0.8464649,1.0574435,0.6256341,1.2426772,0.84775305,1.1447468,1.2050294,1.2161077,0.9059268,1.1499163,1.0607291,1.072516,0.60893714,1.1132762,1.2459731,1.0372702,1.0974224,0.84441626,0.8141967,0.42740917,0.6583593,1.3063405,0.8903386,0.8289931,0.65730697,1.4872642,1.0401752,1.2684269,0.6697093,1.4539001,1.1260856,1.443892,0.6799324,1.2457495,0.92955196,1.255918,1.0631083,0.98728645,1.0913521,1.3122538,0.9128494,0.73843443,0.0,0.8128494,0.8346543,0.70363444,0.76098156,1.2454262,1.4964259,1.4498656,0.75797355,0.6421889,0.6848742,1.0698681,0.56186986,1.0959808,0.78712404,0.59106576,1.0328188,0.80546993,0.89364296,0.76451546,0.93655795,1.2054582,1.2558303,1.3375458,0.49419224,1.4761543,1.0064533,1.2106566,0.81778896,0.78817236,1.1928496,0.70698524,0.9030602,0.9394761,0.9036752,0.73376864,0.6854764,0.7333009,1.480861,1.3716102,0.74304,0.92377126,0.61232823,0.86149997,0.29704225,0.8867732,1.2067486,1.0716646,0.8112149,1.0305403
necklace,1.6068201,0.6606909,0.52975655,0.89412093,1.485533,1.0562884,0.75435984,0.86243486,1.2188854,1.4258845,1.4016458,0.44722235,0.97517264,0.785484,1.1672665,1.1041677,0.7173277,1.1760459,1.3357052,1.1605568,0.9303376,1.3170321,0.3974259,0.99938077,0.2607997,1.2635531,0.9739181,1.3375275,0.52877915,1.2408785,1.0394619,1.1756928,1.1773862,0.9701545,0.7432629,1.093333,0.34419513,1.5756736,0.9958401,1.4317889,1.2212458,1.245288,0.8189467,1.1537097,0.60577106,0.5099977,0.59123695,1.2456719,1.0039331,0.4617722,1.4950441,0.94226307,1.1243929,0.62589645,1.1574308,1.4216042,0.21726239,0.8141446,0.92596406,1.0764929,1.2773678,1.0787581,0.3611182,1.3172429,1.2517166,1.3351378,0.8316548,1.1947315,0.97824144,1.3690803,1.4510794,1.340399,1.2216336,1.1120406,1.157296,0.2937392,0.8128494,0.0,0.42831933,0.4773854,0.85422236,1.1088232,1.3977302,1.2770283,0.73902667,0.3471644,0.39686227,0.8159567,1.1478761,1.1782974,0.79303026,0.51879936,0.47004145,1.333795,1.2174163,0.70515954,0.81799424,1.181998,1.4980694,1.1720363,1.0203815,1.2989978,1.039489,1.0502608,1.1672955,0.8263021,1.4492502,0.33017808,0.8341971,0.97156966,1.0581475,0.77825344,0.5965129,0.51607203,1.4066253,1.5882003,1.1507719,0.28583354,0.5612305,0.94811887,0.50171614,1.2063713,1.492864,1.1295639,0.25188375,1.1162757
nose,1.3069278,0.78874725,0.59566987,1.0000226,1.3108262,0.7994009,0.65763026,0.8676039,1.2169082,1.4207802,1.3767047,0.62448543,1.0618049,0.98524016,1.254612,1.2137884,0.90391195,1.1702458,1.369883,1.0747833,1.0107828,1.3295519,0.73676324,1.0418004,0.51394564,1.1240473,0.9693794,1.2786014,0.6835148,1.1820168,1.0618619,1.0481092,0.9703483,1.0139525,0.9795715,1.071514,0.56175333,1.4467038,1.0515991,1.1911453,1.1129044,1.1830084,0.9536003,1.185666,0.9114753,0.6710426,0.521227,1.185219,0.98642546,0.5120562,1.2587148,0.9468264,1.0152225,0.75670743,1.014012,1.1486535,0.48639858,0.82022023,0.9157966,1.0439504,1.168319,1.027967,0.5552605,1.2667284,1.2413077,1.2437696,0.8698573,1.2000654,1.0342363,1.2080532,1.1435169,1.3364117,1.0970788,1.1935726,1.0076224,0.47340596,0.8346543,0.42831933,0.0,0.61353844,0.9343208,1.0997952,1.3492573,1.2089419,0.78618354,0.5544565,0.60596645,0.8564539,1.0048811,1.1430746,0.8454648,0.640751,0.61710566,1.2898536,1.101349,0.7354009,1.0072117,1.1229012,1.3361502,1.2519723,1.0159872,1.2305019,1.0188669,1.0773808,1.2092761,0.8328303,1.2796232,0.56306344,0.79539394,1.0406196,1.0286505,0.87336564,0.8310551,0.6878082,1.3033204,1.4303427,1.0627064,0.35922676,0.6846683,0.98034817,0.6541237,1.0838413,1.3938206,1.1659242,0.38775098,1.0995066
orange,1.4294999,0.7181579,0.42697936,0.7879204,1.5036036,0.9389592,0.6610732,0.7112356,1.0472605,1.1953692,1.4493968,0.61889416,1.1561255,0.9330448,1.2932215,0.95454144,0.77413344,1.0692115,1.2052823,0.8892914,0.98763597,1.2086806,0.6467407,1.0020484,0.32924056,1.2557089,1.0935539,1.2117192,0.52909887,1.3342463,1.2642233,1.1554797,0.99493235,0.8696296,0.871089,0.9704087,0.38892126,1.4025884,0.99297434,1.2464008,1.1887591,1.2704313,0.97622883,1.1844506,0.9030591,0.8663949,0.43705988,1.2232993,1.120176,0.70875096,1.2910041,0.9629295,0.8916825,0.692489,0.8947864,1.2901652,0.5147967,0.904807,0.68302065,1.3295561,0.9817729,1.1639354,0.49164408,1.4376912,1.1207762,1.471647,0.8608078,1.2383039,1.0137904,1.215683,1.1555843,1.2496346,1.2195913,1.2038162,0.88885635,0.40984726,0.70363444,0.4773854,0.61353844,0.0,0.93930066,1.2110887,1.4748948,1.4524422,0.8207439,0.46083248,0.41445768,0.79138774,0.91157335,1.0720302,0.87230664,0.49938548,0.7104261,1.0844461,1.1632488,0.75491697,1.0244648,1.2503908,1.4025443,1.4281634,0.92914057,1.390406,0.9022675,1.1904501,0.9900548,0.80956197,1.4004736,0.3663417,0.70545894,1.1544586,0.89610314,0.7329191,0.7975859,0.3846302,1.453593,1.4706808,0.8832418,0.6028875,0.5959202,0.8899314,0.5507363,0.97903055,1.3832387,1.0810752,0.49884564,1.1709422
oven,1.3600713,0.6888913,1.0178739,0.93199426,1.2861209,1.102913,0.9699124,1.2040142,0.6966189,1.1172886,1.1734898,0.5944928,0.72854567,1.0503588,0.8945776,0.64831185,0.5281722,0.94851816,0.89701486,1.1061019,0.78111225,0.94491446,0.44671494,0.5371114,0.92404115,1.1918961,0.56238055,1.290766,0.8536861,1.2896985,0.869581,1.2065215,1.1300656,1.0806172,0.45064145,1.1368433,0.8808281,1.1328112,0.58773994,1.1030082,1.1002935,1.0629926,0.62998843,0.8002343,0.92436063,1.0466583,0.9202194,1.0544684,1.1508119,1.0494695,1.2928019,0.7282629,0.98603487,0.8187216,1.1430691,1.1303245,0.995765,0.9773144,1.0429273,1.2468286,1.0719292,1.2282462,0.8298374,1.2941651,0.9686815,1.1559002,0.9273822,0.8540418,0.94646764,1.2522237,1.2440767,0.90313935,1.1699818,1.2116787,1.1076711,0.9569509,0.76098156,0.85422236,0.9343208,0.93930066,0.0,1.2878995,1.2866989,1.1670083,0.71215296,0.8359877,0.9271202,1.174751,1.0174849,1.2244515,0.6736605,0.70115805,1.0033993,1.1602087,0.9742315,0.43613732,0.5013317,1.1427774,1.2019209,1.2342169,1.0025353,1.2937131,0.9077322,1.0466732,1.0455724,0.66377294,1.3874729,0.76816785,0.8803239,0.8715688,1.0999066,1.0357252,0.7638258,0.8790828,1.2840805,1.256877,0.95053124,0.9846053,0.9101585,1.1586714,0.6351654,1.1355488,1.0330584,0.718962,0.7960322,0.9124892
owl,0.6182618,1.2247008,1.1603189,1.1802886,0.7109938,1.0731707,1.0257401,1.1767044,1.1996454,0.9144819,0.6723505,1.1723301,1.0226866,0.87759715,0.8750583,1.2364788,1.3084525,1.1959976,1.0756493,1.1213368,1.1816758,1.090682,1.2276196,1.2358098,1.1256208,0.6701221,1.1127813,0.8740427,1.1337738,0.62010133,0.99359936,0.95241207,0.92485976,1.0505129,1.1695315,0.9639814,1.2216545,0.84827775,1.3044314,1.1225901,0.8478541,0.9080442,1.12457,1.0057166,0.9882354,0.9749861,1.1510545,0.64626855,0.84945714,1.0145226,0.9423874,1.1487615,1.0049266,1.247873,1.0078326,1.0736781,0.96877664,0.97902477,1.2564561,0.6746415,1.0929188,0.97655,1.066187,0.58699447,1.1397032,0.65876687,1.2909386,0.9884888,0.98288155,0.9387179,1.1135792,1.0824296,0.7710111,1.0603963,1.0581408,1.0681759,1.2454262,1.1088232,1.0997952,1.2110887,1.2878995,0.0,0.66109365,0.6823044,1.2164772,1.2588115,1.2312589,1.138148,1.1091137,0.957774,1.203218,1.2909472,0.98548853,1.1166388,1.1404977,1.2572739,1.0933133,0.90622795,0.8756582,0.7458384,1.2129502,0.6302942,1.1528213,0.8637233,1.2339542,1.1619432,0.7556358,1.2008371,1.2392907,0.97405463,1.0992683,1.2498435,1.1861986,1.1556937,0.6182876,0.78794277,1.2824719,1.0446504,1.133252,1.2248152,1.2849565,0.982138,0.9539551,1.1246179,1.1801021,0.9527089
pajamas,0.5284884,1.3932992,1.459384,1.1882604,0.41728663,1.1792638,1.3090957,1.3021266,1.1998622,0.76991284,0.43249333,1.3851287,0.9902009,0.7820399,0.69033504,1.1714427,1.4544172,1.2465239,0.9286425,1.2263567,1.2217257,1.0468392,1.4694076,1.0545461,1.4230366,0.6194464,1.1417239,0.9148397,1.3699703,0.30947578,0.9457118,0.8143955,1.0289271,1.1321077,1.2990878,1.0311437,1.5361801,0.6275656,1.2721398,0.8993371,0.69334716,0.6265693,1.2168087,0.91344535,0.91956544,1.1793277,1.4822125,0.66278386,0.66431665,1.1717895,0.7602108,1.1733985,1.0830253,1.5231016,1.1952355,0.7535205,1.2999194,1.1700103,1.3636174,0.5338211,0.9665987,0.77405727,1.3836031,0.18953818,1.0111457,0.3801484,1.4161737,0.74339336,1.1231626,0.7116144,1.0691751,1.0072868,0.84916276,0.8057224,1.0882484,1.3633747,1.4964259,1.3977302,1.3492573,1.4748948,1.2866989,0.66109365,0.0,0.4034775,1.1912168,1.4983855,1.4735631,1.2391831,1.2219013,0.8392791,1.2589366,1.5325742,1.1241401,1.1078842,1.0123378,1.3218124,1.2071438,0.76023144,0.6521745,0.39050627,1.3501835,0.18493891,1.0767307,0.75040305,1.2619781,1.3368034,0.6064617,1.4536066,1.3039808,0.9832906,1.2211062,1.4582577,1.3385131,1.3972015,0.20348954,0.5115176,1.4086334,1.3190062,1.4282861,1.286985,1.5143336,1.0790873,0.7169274,1.088096,1.4172964,0.9548405
pants,0.6739527,1.0915616,1.3894137,1.1150031,0.5184183,1.0812925,1.1989889,1.2346876,1.372499,0.8237324,0.4961933,1.2371843,0.6273864,0.8232553,0.59742725,1.2245961,1.3326371,1.2756667,1.081097,1.2763338,1.2380822,1.1543763,1.2801486,0.9951354,1.2853906,0.725355,0.8104085,0.9777801,1.3845761,0.5064571,0.9689197,0.781711,1.1933488,1.0614549,1.0848567,0.98083615,1.441767,0.75722694,1.2378862,1.0380086,0.853104,0.86969256,1.1299665,0.82368714,0.84729975,1.1005299,1.3658328,0.67850953,0.913337,1.0441211,0.8565162,1.1830384,1.16058,1.4149189,1.3133171,0.900364,1.2146308,0.9304941,1.4437279,0.6214392,1.104886,0.86916304,1.3221446,0.38776016,1.0971292,0.051407993,1.3395877,0.67207587,1.1758231,0.8064309,1.0314097,1.1381887,0.78343207,0.9763143,1.182767,1.3006244,1.4498656,1.2770283,1.2089419,1.4524422,1.1670083,0.6823044,0.4034775,0.0,1.0803802,1.3894851,1.4222478,1.1581559,1.2761366,1.0178485,1.2562988,1.4017414,1.000181,1.1945119,0.9787531,1.256365,1.0822592,0.7963047,0.7215042,0.5266882,1.3481677,0.346465,1.0928254,0.39753026,1.3736237,1.1346768,0.64016795,1.3636539,1.22793,0.77690196,1.2588389,1.4249744,1.2081791,1.3231022,0.3281598,0.5983582,1.3455191,1.1279387,1.3181391,1.3583907,1.4173447,1.264121,0.8226985,1.0367342,1.2950673,1.0976158
paper,1.3014503,0.7582592,0.9414277,0.9253907,1.086411,1.03434,0.7915431,0.98837775,0.95464635,1.2163746,1.1777401,0.7399372,0.8186199,1.102007,0.9571266,0.8762753,0.60184836,1.1693075,1.1896122,1.0512719,1.0510253,0.9564456,0.67595375,0.83766925,0.81772304,1.2498201,0.8693818,1.2380931,1.0065902,1.194553,1.1074932,1.156135,1.0835735,0.9529262,0.7895469,1.2816988,0.81051975,1.2697619,0.6151949,1.1955544,1.2243171,1.3005245,0.6011557,0.9198533,0.9316289,0.87900364,0.713158,1.0665063,1.1047949,0.63196784,1.10871,0.99603665,1.0622971,0.88158953,1.299675,1.0378281,0.91091216,0.93300074,1.12894,1.107553,1.1162624,0.9537509,0.94337475,1.1958861,1.0112821,1.100624,0.89657533,0.83549863,0.93271494,1.1394548,1.1191182,0.93857527,1.1439838,1.2257198,1.048393,0.8836106,0.75797355,0.73902667,0.78618354,0.8207439,0.71215296,1.2164772,1.1912168,1.0803802,0.0,0.83071375,0.9186824,0.96725136,0.9788731,1.1247458,0.9036839,0.745193,0.72186774,1.2025297,1.1353444,0.8819929,0.75932086,1.0399287,1.1383793,1.0389218,1.1768025,1.1952685,1.09795,0.8936862,1.1374923,0.7467433,1.2542977,0.94135046,0.6373056,0.82468086,1.0352472,0.9609414,0.71207947,0.9158433,1.1971363,1.2829559,1.0386491,0.6505764,0.95241696,1.0489157,0.42045844,1.3298459,1.1840397,0.9357059,0.86967444,0.9593323
pen,1.5313921,0.7891697,0.48234797,0.8369054,1.4752325,1.0427164,0.8272452,0.71475613,1.0357491,1.4040339,1.4656572,0.33000493,1.0286942,1.0115069,1.3000658,0.90637124,0.6970468,1.0225439,1.3233685,1.1178654,0.7421236,1.3059381,0.44602752,0.88746536,0.388502,1.3592874,0.8298542,1.3442901,0.37344444,1.3382306,1.2405427,1.2092552,1.0873362,0.95371747,0.65062594,1.1858718,0.0967533,1.4443319,0.9790075,1.3723121,1.2792821,1.3748105,0.75989395,1.0961356,0.8849232,0.8297969,0.6182138,1.2663697,1.2047951,0.66826266,1.4525168,0.8369926,1.0966936,0.23346841,1.0370141,1.492733,0.40739685,0.98165876,0.74976486,1.3029706,1.3669295,1.1920953,0.34005654,1.4114702,1.253932,1.4336181,0.36425555,1.2223302,0.8649469,1.3836262,1.3761773,1.3253956,1.3563703,1.208004,1.2498864,0.3068124,0.6421889,0.3471644,0.5544565,0.46083248,0.8359877,1.2588115,1.4983855,1.3894851,0.83071375,0.0,0.047894716,0.80856764,1.1133906,1.192044,0.68799645,0.3546592,0.71619004,1.2945539,1.1959134,0.53297114,0.83616376,1.3043623,1.4111933,1.4011887,0.6760234,1.4020567,1.0726634,1.1641192,0.9408673,0.6040962,1.3719245,0.26668185,0.7996732,1.1473435,1.0548747,0.49303764,0.39045012,0.46006894,1.4677025,1.5101776,0.9761855,0.62410814,0.4701121,0.6080076,0.38314354,1.1308677,1.2793751,1.0640712,0.3079055,1.121475
pencil,1.4880605,0.8956766,0.47428524,0.87504673,1.4270781,1.0134152,0.8546199,0.7048203,1.0254691,1.3544331,1.4447309,0.43578273,1.1159514,1.0343125,1.350944,0.9289547,0.7504825,1.0056565,1.2995396,1.0830767,0.7159181,1.2745979,0.5294526,0.9722042,0.40744138,1.3438377,0.91074634,1.2982173,0.3628378,1.3215722,1.2276928,1.201737,1.0589547,1.0328695,0.76346743,1.1744808,0.08026326,1.3881048,1.0110282,1.323607,1.2610527,1.3482294,0.8004301,1.0950679,0.9682152,0.8407401,0.624105,1.2516139,1.1750504,0.6799641,1.3733034,0.8745555,1.0662042,0.31482136,1.0176258,1.4369297,0.37810135,1.0510578,0.71467495,1.313304,1.3325641,1.1249024,0.36280972,1.3914866,1.2639252,1.4607831,0.3817793,1.269074,0.8767443,1.3173797,1.3272488,1.2952752,1.3519707,1.1718351,1.2278366,0.2668655,0.6848742,0.39686227,0.60596645,0.41445768,0.9271202,1.2312589,1.4735631,1.4222478,0.9186824,0.047894716,0.0,0.78357846,1.0862308,1.1608413,0.7391185,0.43586338,0.7582858,1.236945,1.1797414,0.60497785,0.8868746,1.3097451,1.3913562,1.3911707,0.68039924,1.3830571,1.1026022,1.2178829,0.8649936,0.7102983,1.2891153,0.29921508,0.89338624,1.2119274,1.0533719,0.47725904,0.43223715,0.43029404,1.4430374,1.4554112,0.96618956,0.657583,0.4754194,0.5155545,0.45242965,1.0852988,1.2535354,1.0336597,0.32512188,1.10851
