,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,blanket,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,stick,strawberry,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
corn,1.1251507,0.81838,0.82220864,0.7527183,1.0767583,1.0302812,0.82571113,0.6602004,1.127496,0.9637867,1.0224903,0.9211363,0.8679273,1.0602653,1.0222429,0.93974733,0.97428524,0.9420596,1.1065369,1.084104,1.2315891,1.1692377,1.0645705,0.89788306,0.8199507,1.0581077,0.95179814,1.0470701,1.1173636,1.2155447,1.1772829,0.83667076,1.1618062,0.0,0.88319534,0.8431109,0.9841243,1.0694212,1.1459395,0.8952868,1.0205406,1.106175,1.1251445,0.94906855,0.96590585,0.9913506,1.011004,1.0767088,1.1247685,0.8257427,1.0714327,1.1470422,1.0578606,0.93318063,0.7772781,1.0894313,1.0441566,0.73344886,0.76361406,1.0279373,1.0049175,0.87607485,1.1630945,1.1733987,0.93592256,1.0632098,0.97047085,0.88900226,1.10791,1.06986,0.81682014,1.2095963,0.9496799,1.0976645,0.9928084,1.1494555,1.0603772,0.9701545,1.0139525,0.8696296,1.0806172,1.0505129,1.1321077,1.0614549,0.9529262,0.95371747,1.0328695,0.76779735,1.1121795,0.9708276,1.1420062,0.77107006,0.9251075,1.0859132,1.1021932,1.0191745,1.1334286,1.1484268,0.9886295,1.1896845,0.912447,1.131499,0.8761233,0.9468015,0.99153584,0.75478655,1.178258,0.93582255,0.4540683,1.0040458,0.7980703,0.8128538,1.1517303,0.986051,1.1094403,1.1347662,0.78150433,0.95553017,1.0176669,0.9293198,1.0432951,0.86947536,1.0464691,1.2251465,1.0826291,1.0273385
couch,1.4624506,0.5276021,0.89723074,0.9161919,1.3375387,1.0094231,0.8162447,1.0747516,0.8180004,1.0582439,1.2032878,0.43465143,0.5246675,1.0995007,0.90445584,0.69963056,0.42559814,0.8716301,1.0425165,1.1536548,0.8183073,0.9967035,0.29968393,0.55834734,0.7785444,1.234548,0.32974535,1.3109294,0.821252,1.2160457,0.920784,1.2570384,1.2247639,0.88319534,0.0,1.2565725,0.73740935,1.2825737,0.59698063,1.3510383,1.1919279,1.1176168,0.5020175,0.7746052,0.78567046,1.0108541,0.8877883,1.0596693,1.1845665,1.0174421,1.4579275,0.75791156,1.1612381,0.60356265,1.1883544,1.3922094,0.9284579,0.86384237,1.0606834,1.1915703,1.3598046,1.2748096,0.7461067,1.2422843,1.0720533,1.1112263,0.7793524,0.9544383,0.99198496,1.3918796,1.2541217,1.0020945,1.1901094,1.2770867,1.3517323,0.9753477,0.8464649,0.7432629,0.9795715,0.871089,0.45064145,1.1695315,1.2990878,1.0848567,0.7895469,0.65062594,0.76346743,1.0865747,1.0399392,1.2421303,0.6608126,0.501824,1.0501298,1.1958519,0.9636938,0.41616464,0.39318335,1.1469846,1.3145146,1.2016524,0.9328145,1.258041,1.035035,0.86953485,1.0367937,0.397655,1.3996353,0.74586165,0.7409239,0.98040897,1.1581435,0.89268374,0.62944853,0.8024385,1.2723445,1.3099988,0.784065,0.9980272,0.83988464,1.1057786,0.6149456,1.2081693,1.0594374,0.6435911,0.77660155,1.0776453
cracker,0.91592324,1.01748,1.1660718,0.712705,1.0394129,1.091974,1.2032406,0.9729681,0.96210116,0.8881903,1.0607593,1.1790268,1.1017731,0.87575495,1.1006584,0.9407156,1.3167386,0.93574345,0.81628114,0.64143986,1.2521318,1.0719792,1.2988043,1.1026671,0.995985,1.0210844,1.2201581,0.45782733,1.1814127,1.0649468,1.1437311,0.77115035,1.0906048,0.8431109,1.2565725,0.0,1.1987305,0.9364545,1.3590481,0.8374192,1.0061322,1.0442722,1.3701679,1.0587955,1.1117709,1.0726433,1.1553234,1.0204124,0.9915749,1.0691353,0.8926126,1.1471841,0.96863896,1.1319264,0.8018236,1.0065264,1.0530828,0.95780146,0.8807055,1.0526211,0.5359009,1.0254438,1.1876583,1.0453554,1.0322511,0.97805774,1.1288309,1.0239469,1.2269053,0.66966605,0.93969095,1.0555078,0.89718145,0.82421994,0.53798574,1.0919566,1.0574435,1.093333,1.071514,0.9704087,1.1368433,0.9639814,1.0311437,0.98083615,1.2816988,1.1858718,1.1744808,1.0460103,1.0715181,0.55048925,1.2359197,1.024053,0.9697824,0.82864195,1.0861266,1.1760337,1.3326092,0.9469009,0.77530503,1.1503918,0.9183129,1.0068225,0.9411949,1.0074791,0.99694073,1.126516,0.8770294,1.050379,1.0382559,0.9970972,0.6122022,1.0361824,1.2814226,1.0419767,0.98497766,0.8807758,1.0076718,1.0938425,0.9579853,1.0666027,1.2541993,0.8419777,0.93384874,1.2966588,1.1955816,1.1188258
crayon,1.5429485,0.8344184,0.31774044,0.8198112,1.4993682,1.0248702,0.7995439,0.606627,1.0525148,1.4061493,1.4808397,0.35596144,1.1430794,1.0422518,1.3547666,0.95498174,0.60712016,1.0495396,1.302406,1.1188837,0.81706226,1.2598006,0.4399467,0.9622121,0.31510293,1.3762879,0.9474857,1.3230275,0.30580688,1.3342208,1.2045243,1.2513398,1.1085813,0.9841243,0.73740935,1.1987305,0.0,1.4560981,0.9257551,1.3756616,1.2818577,1.4001092,0.74043906,1.1513481,0.90276873,0.83621794,0.5360684,1.2777994,1.1657472,0.672005,1.4055021,0.8680578,1.0269012,0.35343647,1.0269737,1.4957411,0.33456957,1.0297737,0.6969282,1.3315204,1.3586967,1.2248915,0.32079768,1.4224122,1.1901644,1.4898193,0.496253,1.2694726,0.8787793,1.3615661,1.3038512,1.2744441,1.385153,1.2218587,1.2604603,0.21205115,0.6256341,0.34419513,0.56175333,0.38892126,0.8808281,1.2216545,1.5361801,1.441767,0.81051975,0.0967533,0.08026326,0.6623,1.0923011,1.2028093,0.7247375,0.33311057,0.7210103,1.2768595,1.2392559,0.5980185,0.8448492,1.3002367,1.4535478,1.4195455,0.7542329,1.4104756,1.1051869,1.235862,0.9451721,0.65858257,1.3741816,0.23179364,0.7983422,1.1735198,0.9873946,0.4792596,0.4425248,0.34282833,1.4767327,1.5041976,0.9450059,0.60468024,0.470127,0.5831487,0.32466936,1.106174,1.3543081,1.0816525,0.31408584,1.1021907
crib,0.5504495,1.4141283,1.431819,1.1409862,0.61399716,1.1635076,1.2987124,1.0990341,0.74644154,0.3494562,0.50581014,1.4281616,1.0561527,0.990272,0.895671,0.82644075,1.3141767,0.9840397,0.54623425,1.1400926,1.1284997,0.7838932,1.4508898,1.0425768,1.485698,0.828788,1.0494409,0.78608936,1.387024,0.73734426,1.029308,0.84483683,0.98737514,1.0694212,1.2825737,0.9364545,1.4560981,0.0,1.195548,0.5937311,0.85576695,0.8390506,1.2176632,0.6278688,1.2376564,1.3219966,1.4480245,0.81509626,0.97341007,1.318434,0.738287,1.194241,0.9904715,1.3456872,0.896613,0.7137836,1.4056427,1.2632738,0.9487657,0.88047767,0.9580296,0.9090303,1.4865426,0.67133576,0.7839688,0.7112302,1.1351625,0.8095716,1.0535365,0.71276736,0.8175713,0.79957867,0.9257262,0.8609644,1.1132473,1.4277186,1.2426772,1.5756736,1.4467038,1.4025884,1.1328112,0.84827775,0.6275656,0.75722694,1.2697619,1.4443319,1.3881048,1.1198306,1.1051415,0.87625146,1.3135053,1.4693966,1.3174998,0.90332526,0.8430861,1.3010321,1.2028533,0.8968432,0.62711895,0.82537603,0.95549786,0.74737865,0.8977567,1.0290889,0.91097975,1.172436,0.4262569,1.4194534,1.2576464,1.0227133,1.1540668,1.2095275,1.3361663,1.3858244,0.64622736,0.41295743,1.011697,1.4358866,1.348898,0.95167035,1.4630395,0.7676523,0.42110705,0.95352626,1.4969878,0.91430664
cup,1.344259,0.6881833,0.955154,1.0316031,1.1937344,0.8946615,0.82917535,1.1788933,0.7557361,0.93870336,1.2085325,0.8203398,0.75926924,1.2432224,1.0397421,0.81338143,0.21986294,0.73512685,0.8128409,0.9485726,0.8134571,0.4697528,0.43683583,0.7854142,1.0108825,1.2230896,0.676265,1.1592218,0.89679235,1.2480656,0.681542,1.289135,1.1268576,1.1459395,0.59698063,1.3590481,0.9257551,1.195548,0.0,1.0677814,1.1394677,1.0496291,0.41902202,0.98801655,0.97858053,1.1088513,0.8215265,1.2361468,1.1216058,1.1936841,1.1555462,0.7539078,1.0280662,0.9559109,1.2707286,0.8722235,1.1055228,1.1763045,1.1839883,1.2268434,1.0918416,1.2360169,0.9376398,1.266208,0.61575216,1.2719328,0.96801317,0.92924875,0.904076,1.1799133,0.9616142,0.482,1.2817533,1.1444554,1.1088266,1.0693423,0.84775305,0.9958401,1.0515991,0.99297434,0.58773994,1.3044314,1.2721398,1.2378862,0.6151949,0.9790075,1.0110282,1.1038796,0.88554674,1.3161432,0.6950309,0.7823051,1.1753407,0.8878516,0.94160235,0.73229766,0.43533117,1.077024,1.2280126,1.1329372,1.1481469,1.2581497,1.0279504,0.97689426,0.77248,0.7021989,1.2915759,0.9765181,0.8222228,0.93529767,0.9881931,1.02962,0.7232758,0.93446064,1.2300026,1.1119862,0.72399575,1.1008877,1.0594947,1.1276609,0.6304084,1.1875278,1.0139949,0.37004447,0.958352,0.92616963
dish,0.78100586,1.2653438,1.2414805,1.060803,0.7710067,0.88808584,1.057939,1.0012213,0.7311207,0.7275592,0.84301287,1.3656076,1.1357447,1.1239548,1.1107559,0.95409226,1.2340412,0.65110177,0.7730017,0.9146567,0.9913094,0.84638345,1.4185721,1.0865505,1.3263327,0.93207806,1.2002172,0.75183654,1.2413347,1.0159191,1.0143251,0.76855487,0.9118914,0.8952868,1.3510383,0.8374192,1.3756616,0.5937311,1.0677814,0.0,0.9312369,0.9496391,1.2984645,0.99952376,1.3421834,1.1423261,1.1462307,1.018464,1.0002091,1.2082434,0.7074208,1.1887195,0.97940683,1.198648,0.7633891,0.37732238,1.319272,1.1726187,0.8471396,1.021502,0.7537865,0.8236265,1.3815901,0.98075914,0.82086885,0.9972139,1.0344795,1.0445123,1.017214,0.76116097,0.56014204,0.88191646,0.9307594,0.83255124,0.9296107,1.3329651,1.1447468,1.4317889,1.1911453,1.2464008,1.1030082,1.1225901,0.8993371,1.0380086,1.1955544,1.3723121,1.323607,1.0124775,0.95657045,0.84432364,1.2597673,1.2083138,1.1939495,0.72781146,0.9433886,1.217218,1.3058581,1.0584753,0.7118201,1.1160088,0.91029215,1.0008618,0.9633902,1.0920665,0.74821526,1.1134001,0.78066695,1.3245382,0.97844535,1.0962914,0.79975706,1.0111245,1.4290261,1.2738307,0.9395426,0.5538839,0.82823503,1.2921394,1.2552586,0.8602573,1.3361082,0.767255,0.5465594,1.0588253,1.3700329,0.9224981
dog,0.5927161,1.1651671,1.1814858,1.0798826,0.7989594,1.12947,1.2020471,1.1559805,1.1185374,0.98641324,0.77208644,1.2012842,1.0473765,0.95525575,0.8526361,1.1630466,1.2591058,1.1143878,0.9867799,1.0664107,1.0738827,1.1042848,1.2709062,0.9944252,1.2213769,0.0999521,1.1035218,1.0585443,1.1428834,0.82600915,0.9349929,0.92130375,0.96782815,1.0205406,1.1919279,1.0061322,1.2818577,0.85576695,1.1394677,0.9312369,0.0,0.45522928,1.1397371,1.0005003,0.9676086,1.111052,1.2595708,0.8811622,0.8081862,1.204946,0.5100506,1.033877,0.9227724,1.2844677,0.88815874,0.89791524,1.1522124,0.9522577,1.1787505,0.8132859,0.9171895,1.0210129,1.2008835,0.8243152,0.99484444,0.754428,1.2587047,0.86676335,1.0470153,0.94313157,1.0234195,1.068884,0.7712099,0.94565344,0.9472076,1.1741315,1.2050294,1.2212458,1.1129044,1.1887591,1.1002935,0.8478541,0.69334716,0.853104,1.2243171,1.2792821,1.2610527,1.145324,0.85870457,1.02625,1.0797443,1.3008411,1.1361687,0.9757421,0.9387376,1.1303725,1.1049491,1.016671,0.87647223,0.863284,1.1514308,0.7739372,0.93522793,0.98270154,1.0800656,1.2362909,0.92882454,1.1648428,1.1430107,1.093971,1.0460674,1.2190455,1.2154276,1.1924472,0.7719805,0.87748706,1.1700516,1.175789,1.1597319,1.1941283,1.3006101,0.9205129,1.0161059,1.0354601,1.1981051,1.0014856
doll,0.65646946,1.2454932,1.2646037,1.2035378,0.83101565,1.1373812,1.1775011,1.2707515,1.0667661,0.9807354,0.83589965,1.3235625,1.0983248,0.77464926,0.83517724,1.1504825,1.1381173,1.2038056,0.8794058,1.1492598,1.0383023,0.96825737,1.2070119,1.0089207,1.2604091,0.52246124,1.1228696,1.0644008,1.1283591,0.7420795,0.695725,1.0128438,0.9014626,1.106175,1.1176168,1.0442722,1.4001092,0.8390506,1.0496291,0.9496391,0.45522928,0.0,1.1074938,1.0691977,0.70726895,1.1157898,1.3074446,1.0283141,0.7492186,1.2271887,0.7006495,0.8764141,0.6952096,1.3630766,0.799177,0.87209314,1.2530296,0.81717837,1.1000038,0.74304414,0.9438265,0.9469459,1.1499861,0.7806579,0.9606306,0.8252125,1.309129,0.8255842,1.1076345,0.87514746,1.0264122,0.9574904,0.56853145,0.97999406,0.9245864,1.276957,1.2161077,1.245288,1.1830084,1.2704313,1.0629926,0.9080442,0.6265693,0.86969256,1.3005245,1.3748105,1.3482294,1.214289,0.9295012,1.0044205,0.934983,1.500001,1.1802549,0.974069,0.742503,1.1520394,1.0240864,0.8103043,0.90106,0.75629604,1.0664667,0.73429453,0.7459088,0.98086226,0.98712415,1.423193,0.9426051,1.2237389,1.3381233,0.9971336,1.2480435,1.2672658,1.2553624,1.2137431,0.7291638,0.9438686,1.2122376,1.1373315,1.2169609,1.1871467,1.360537,0.69164217,1.1405418,0.89883983,1.1960018,1.0531487
door,1.3792312,0.8228246,0.9185969,1.0909463,1.2587901,0.98097354,0.8909242,1.184711,0.850196,1.0617338,1.1807873,0.68398696,0.6438485,1.2114807,0.9691926,0.8674386,0.3985387,0.99582803,1.0164034,1.1004295,0.7193706,0.825842,0.4064455,0.6708383,0.93094426,1.1778498,0.49862814,1.232016,0.7889956,1.1453304,0.84549564,1.2554338,1.1512336,1.1251445,0.5020175,1.3701679,0.74043906,1.2176632,0.41902202,1.2984645,1.1397371,1.1074938,0.0,0.76281863,0.9090253,0.9971852,0.94302547,1.0592897,1.1276718,1.1155133,1.2613703,0.71691513,1.1887794,0.81622183,1.3397877,1.2663476,0.94808745,1.1763804,1.2427523,1.114055,1.3258932,1.273454,0.8383929,1.1996646,1.0535755,1.1761246,0.85226524,0.7537291,0.7162447,1.2802043,1.2373748,0.7562483,1.295814,1.2108289,1.2985034,0.9418888,0.9059268,0.8189467,0.9536003,0.97622883,0.62998843,1.12457,1.2168087,1.1299665,0.6011557,0.75989395,0.8004301,1.0874674,1.0396253,1.283415,0.6273463,0.7509046,1.1810963,1.1520404,0.98215854,0.6561589,0.088226676,1.0353833,1.2703102,1.1051078,1.0940405,1.191614,1.1516414,0.8788257,1.0133214,0.69690955,1.3033446,0.91338104,0.88729906,1.0182464,1.1736938,1.0608104,0.5173705,0.8834457,1.1940844,1.2811091,0.9058116,1.0520153,0.9844118,1.0538895,0.5383719,1.2879176,1.1280227,0.52567685,0.87589365,0.67923766
drawer,1.0349061,1.0223784,1.2912844,1.1186612,0.92643344,1.0223333,1.0867352,1.1420269,0.8177348,0.67161644,0.7957642,1.0659158,0.63614714,1.0679971,0.7459452,0.69743526,0.9858639,0.9458128,0.8699131,1.1160111,1.0072969,0.967916,0.94616216,0.724744,1.1845165,1.002687,0.6066211,1.07433,1.2461655,0.9478012,1.00321,0.99996406,1.2171773,0.94906855,0.7746052,1.0587955,1.1513481,0.6278688,0.98801655,0.99952376,1.0005003,1.0691977,0.76281863,0.0,1.0460625,1.1088016,1.2462499,0.75822836,1.0971667,1.0783428,1.0064459,1.1545445,1.1910113,1.0651971,1.178612,1.0515373,1.1343088,1.0664141,1.1342108,0.99059194,1.1780732,1.0118603,1.2493751,0.9435636,1.0697132,0.82360554,0.90548134,0.61142874,0.933988,0.95802414,1.0482326,0.98809373,1.0111063,1.125971,1.2108762,1.2437675,1.1499163,1.1537097,1.185666,1.1844506,0.8002343,1.0057166,0.91344535,0.82368714,0.9198533,1.0961356,1.0950679,1.108631,1.0642952,1.0176756,1.155739,1.0450149,1.2289741,1.14533,0.778517,0.9632195,0.75858766,1.0202034,0.933717,0.90209764,1.0072132,0.99761796,1.0792613,0.8713673,1.0620372,0.7984637,0.9215548,1.2374282,0.9806365,0.9367856,1.2064787,1.1064832,0.9743928,1.1857367,0.9586195,0.95603,0.8700797,1.1489729,1.1324313,1.0500616,1.1239944,1.096575,0.71545243,0.6992786,1.1615283,0.8683205
dress,1.2293758,0.78955984,0.899805,1.0049994,1.1949707,1.166511,0.9348086,1.0980515,1.2518767,1.1426466,0.9762046,0.82605314,0.83067906,0.57172525,0.8242873,1.1514583,0.80961335,1.2742118,1.1259912,1.2259275,1.0354159,1.1687801,0.65352416,0.97279805,0.70993555,0.99917305,0.9487817,1.2222798,0.851668,0.8541876,0.9014117,1.1511651,1.1613991,0.96590585,0.78567046,1.1117709,0.90276873,1.2376564,0.97858053,1.3421834,0.9676086,0.70726895,0.9090253,1.0460625,0.0,0.8327141,1.0079318,1.1268514,1.0307415,0.8659825,1.2419112,0.8557311,0.9792,1.023394,1.1047057,1.2843347,0.85242355,0.71476775,1.0902374,0.9341822,1.1727586,1.0945218,0.77232677,0.9406892,1.0869287,0.93164366,1.1323913,0.94235873,1.0566716,1.1194334,1.3561261,1.2179565,0.8884422,1.1772814,1.1283355,0.875156,1.0607291,0.60577106,0.9114753,0.9030591,0.92436063,0.9882354,0.91956544,0.84729975,0.9316289,0.8849232,0.9682152,0.9904524,1.1288111,1.0884911,0.80448544,1.0019705,0.81789696,1.2641177,0.9265793,0.90563166,0.82216287,0.9066036,1.2774719,0.87816733,1.1071774,0.8724263,0.8736421,0.8049154,1.1924881,1.0828843,1.3023123,0.76064014,1.0643132,0.8565983,1.192271,1.1000001,0.8243614,0.8070198,0.95874876,1.2491703,1.2632381,0.7333099,0.9066429,1.2396026,0.878688,1.0407786,1.3303905,1.0081012,0.7767513,1.1337814
ear,1.2619712,0.8613551,0.8558843,1.0726707,1.1061733,1.0566592,0.8923261,0.8389319,1.2370563,1.2856858,1.2409595,0.93273914,0.97706634,1.0251193,1.1713324,1.2364161,1.0197667,1.1307845,1.2271863,1.0953996,1.0242037,1.1884749,0.85953635,1.1372726,0.70981294,1.0814369,1.127408,1.0941839,0.9808966,1.1078498,0.93147653,0.8848433,0.9923125,0.9913506,1.0108541,1.0726433,0.83621794,1.3219966,1.1088513,1.1423261,1.111052,1.1157898,0.9971852,1.1088016,0.8327141,0.0,0.9112541,1.1207771,0.93002623,0.46289182,1.2203004,1.1456861,1.1132562,0.9436664,1.1160231,1.051658,0.6390654,0.90401137,1.0138805,0.82301676,1.1135182,0.7120809,0.8158312,1.1286936,1.1360571,1.1263149,0.91235936,1.1418717,1.0123832,1.1569369,1.1306574,1.1863049,1.029906,0.89346504,0.9944561,0.7923047,1.072516,0.5099977,0.6710426,0.8663949,1.0466583,0.9749861,1.1793277,1.1005299,0.87900364,0.8297969,0.8407401,0.7307088,1.1467941,1.1102155,1.0815331,0.97871697,0.60226095,1.2012135,1.1249515,1.0874672,0.97795564,1.0072213,1.2315588,0.91237956,1.0649449,1.1420773,1.0121912,0.99053323,1.0512102,1.1608603,1.1393373,0.88612473,0.90979254,0.8832685,1.0298727,0.84192544,0.8565055,0.95774454,1.2012719,1.306418,1.1388519,0.4306382,0.73220634,0.8998276,0.9530348,1.1178021,1.2922306,1.098255,0.69194615,1.1104639
egg,1.3486404,0.6243041,0.46283364,0.9790357,1.4546468,0.39668906,0.26793486,0.8684186,1.0837071,1.2953763,1.374676,0.65341794,1.1344181,1.0777398,1.2109389,1.1244175,0.70761585,0.87023765,1.3053503,0.8390856,0.9562349,1.0737176,0.6628471,1.0351933,0.5571401,1.2862777,1.0290041,1.1700661,0.61089426,1.3224957,1.1549093,1.1972865,0.88987726,1.011004,0.8877883,1.1553234,0.5360684,1.4480245,0.8215265,1.1462307,1.2595708,1.3074446,0.94302547,1.2462499,1.0079318,0.9112541,0.0,1.2158372,1.0970249,0.7676445,1.2527719,0.95255053,0.9977516,0.6990361,0.9391992,1.0729071,0.64089376,0.8922462,0.8219197,1.2691398,1.0263982,1.211379,0.49517566,1.415134,1.1220298,1.3759744,0.87329936,1.2764301,0.9399681,1.3024309,0.7983411,1.1141247,1.1636575,1.2783806,0.93729,0.46540666,0.60893714,0.59123695,0.521227,0.43705988,0.9202194,1.1510545,1.4822125,1.3658328,0.713158,0.6182138,0.624105,0.9224861,0.74063045,1.1660464,0.8658738,0.48121524,0.7414745,0.95840144,1.219721,0.77566683,1.0113516,1.1729088,1.3687394,1.3918924,0.98861635,1.3694043,1.0857024,1.1507595,1.0155048,0.6803566,1.282944,0.546093,0.7663624,1.0666946,0.9242773,0.8256981,0.8282546,0.56451005,1.4135835,1.3496319,0.78424716,0.55296457,0.7011447,0.9782609,0.49488497,1.0027233,1.2878171,1.1141737,0.5742519,1.1600235
elephant,0.74370265,1.1256449,1.2297621,1.1287994,0.7232728,1.0218236,1.1110364,1.2018781,1.0637414,0.9107224,0.64643335,1.1745301,0.96742064,0.9306929,0.67534053,1.0016736,1.2614005,1.1496409,1.0319301,1.0506035,1.0504332,1.0946984,1.2287719,1.0208889,1.2713189,0.7699622,0.91474086,0.9461426,1.2108825,0.6843186,1.1397651,0.98664606,1.0478582,1.0767088,1.0596693,1.0204124,1.2777994,0.81509626,1.2361468,1.018464,0.8811622,1.0283141,1.0592897,0.75822836,1.1268514,1.1207771,1.2158372,0.0,0.99032015,1.1011521,0.9130203,1.1099428,1.064989,1.2111855,1.1229349,0.96392566,1.1954072,0.9968003,1.2126268,0.9860399,1.0584803,0.93588626,1.2281811,0.63725406,1.1434224,0.6542453,1.225712,0.8777287,1.0039078,0.92102474,1.05843,1.0399146,0.8826049,1.0000571,1.0874593,1.1988857,1.1132762,1.2456719,1.185219,1.2232993,1.0544684,0.64626855,0.66278386,0.67850953,1.0665063,1.2663697,1.2516139,1.2007453,0.9719744,0.97971773,1.1531053,1.2141551,1.1758201,1.0417433,0.93222,1.0590835,1.0502336,0.9320278,0.8277211,0.72156554,1.1461244,0.7117548,1.1113312,0.89150167,1.2423935,1.0785468,0.8098424,1.2604363,1.160918,0.9955405,1.1545454,1.2578406,1.1785231,1.224557,0.6947617,0.80652523,1.1781317,1.2146951,1.193607,1.2249047,1.1885127,1.107186,0.81231904,1.0105156,1.1698656,0.8583878
face,0.8444725,1.2338494,1.0780843,1.1054549,0.86044616,1.1020571,1.1435732,1.1250273,1.1626896,1.0777254,0.97574055,1.1359769,1.2370483,0.8346219,1.1251166,1.1586472,1.1891558,1.1932523,1.0227844,1.1190466,1.0891984,1.0599695,1.1780876,1.063999,1.0366615,0.8423869,1.2503026,1.0201427,1.0543158,0.6805958,0.6904855,0.8735351,1.07349,1.1247685,1.1845665,0.9915749,1.1657472,0.97341007,1.1216058,1.0002091,0.8081862,0.7492186,1.1276718,1.0971667,1.0307415,0.93002623,1.0970249,0.99032015,0.0,0.9566533,0.8964061,1.1108005,1.0388764,1.2417666,1.0675315,0.90603507,0.8909023,1.1448364,1.209116,0.40736794,0.9475956,0.9274929,1.0476015,0.5849363,0.9912405,0.8936472,1.2696315,1.0178399,1.0414065,0.9695578,1.0763162,1.030246,0.99025536,0.86782587,1.036004,1.0059556,1.2459731,1.0039331,0.98642546,1.120176,1.1508119,0.84945714,0.66431665,0.913337,1.1047949,1.2047951,1.1750504,1.0712652,1.1214542,1.0332028,1.1228318,1.1749027,0.9039604,1.069072,1.1113048,1.0824075,1.1432979,0.9041803,0.9353716,0.7475322,1.2182515,0.6050951,1.1685499,1.0214611,1.1799835,1.2366021,0.9132527,1.1180687,1.1758947,1.155411,1.0808312,1.2125957,1.2718701,1.065301,0.68703353,0.85836285,1.2855362,0.9691024,1.1216128,1.1753758,1.2155052,1.0351293,1.0096453,1.1075654,1.0787733,1.0334511
finger,1.290265,0.8585464,0.7973026,0.9295738,1.0157244,1.0861259,0.7723502,0.7254139,1.2907617,1.3544848,1.265501,0.8247339,1.0627408,0.9770979,1.1729072,1.2014633,1.0145798,1.3045168,1.3764354,1.2292435,1.2096637,1.3564732,0.880676,1.1321232,0.49449933,1.2008476,1.126653,1.2522941,0.96427536,1.0962145,1.1487616,0.9110482,1.0812585,0.8257427,1.0174421,1.0691353,0.672005,1.318434,1.1936841,1.2082434,1.204946,1.2271887,1.1155133,1.0783428,0.8659825,0.46289182,0.7676445,1.1011521,0.9566533,0.0,1.2210333,1.2167699,1.0267015,0.87598544,1.132035,1.0362757,0.54914385,0.732285,0.916352,0.9250389,1.2087234,0.3917275,0.8124127,1.1051282,1.2047968,1.087633,0.87554777,1.0929868,1.1627356,1.1057479,1.15123,1.3809501,0.98121774,1.0376939,1.0425615,0.62501293,1.0372702,0.4617722,0.5120562,0.70875096,1.0494695,1.0145226,1.1717895,1.0441211,0.63196784,0.66826266,0.6799641,0.69616383,1.2164631,1.0306768,1.124139,0.83601046,0.4001506,1.3689564,1.2757087,1.0131297,1.1758845,1.0741197,1.1821392,1.0170588,1.1032631,1.1016605,1.0432086,0.9957385,1.1814762,1.0109708,1.1106725,0.7728692,0.81033415,0.8692383,1.1041434,0.7632766,0.8633927,0.79499817,1.1522983,1.35165,1.186816,0.19254291,0.7510209,0.85003555,0.82399774,1.1538806,1.3302722,1.2720491,0.5466062,1.173787
fish,0.32971525,1.3320777,1.2967069,1.045778,0.54001725,1.0493585,1.2888874,1.0156467,1.0862448,0.97068584,0.75658274,1.5076823,1.2289822,1.090812,0.8584918,1.1919832,1.4295402,1.0541043,1.0070068,0.6353688,1.1038537,1.022323,1.5848681,1.0472567,1.4233847,0.45983255,1.3188423,0.788027,1.289848,0.90172,0.96681446,0.9329191,0.81196,1.0714327,1.4579275,0.8926126,1.4055021,0.738287,1.1555462,0.7074208,0.5100506,0.7006495,1.2613703,1.0064459,1.2419112,1.2203004,1.2527719,0.9130203,0.8964061,1.2210333,0.0,1.1582493,0.86631596,1.3353429,0.8922914,0.62081885,1.3582069,0.96180165,1.1512299,0.8606727,0.6507132,0.8722738,1.4326329,0.88886476,1.0139276,0.7644617,1.1934463,0.8715811,1.1418557,0.544412,0.71904016,0.9566524,0.64609885,0.8828933,0.6055526,1.3171744,1.0974224,1.4950441,1.2587148,1.2910041,1.2928019,0.9423874,0.7602108,0.8565162,1.10871,1.4525168,1.3733034,1.071633,0.50600857,0.8318622,1.2316711,1.4918432,1.148662,0.65991753,0.89585924,1.3708525,1.289264,0.91803837,0.5793325,0.7856732,1.0851016,0.8864523,1.0542294,1.0810679,0.93360054,1.4024484,0.67175615,1.4473627,1.165038,1.039965,0.9068591,1.0920167,1.2758406,1.3345858,0.79714656,0.72084373,1.1204726,1.2445256,1.2016064,1.025896,1.3413363,1.0124543,0.905723,1.121667,1.4693837,1.0207859
