,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,coffee,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,elephant,face,finger,fish,flower,foot,fork,frog,game,giraffe,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,sink,slipper,sock,spoon,sprinkler,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
pillow,1.3169937,0.8096288,0.83924425,1.1136365,1.1552447,0.83592516,1.1155692,0.7707765,0.5372432,1.2011045,1.0060216,0.4550224,0.41198492,1.2535558,1.271348,0.85573864,1.1821295,1.1803038,0.8878436,0.70759207,0.7836888,0.8804682,0.71688735,0.69290555,0.7217696,1.0612439,0.6441835,0.99581605,1.1941425,0.78634673,0.67603576,1.2084651,0.5524,0.95868194,0.7359136,1.3266101,1.4092321,1.064297,0.8841645,1.1792649,1.2432013,1.1306684,1.2449086,1.3043462,0.83902967,0.90548533,1.1741481,1.0445547,0.52498156,1.1553354,1.1242961,0.79802334,0.95111346,0.85735816,0.8563909,1.057944,1.3211743,1.1580195,1.1624292,0.9749297,1.2399635,0.985695,1.2410486,0.9994905,0.5187057,0.94966424,0.98729306,1.1724607,1.0898187,1.1117826,1.2245586,0.7011575,0.68595904,0.71187294,0.8605162,1.0154972,0.8826178,0.94792956,1.1547155,1.1367984,0.92740124,1.2616028,0.6580782,0.65646064,0.9898961,1.3047976,0.0,1.081099,1.1023841,0.65606904,1.1711411,1.0656793,1.1169331,1.2509083,0.9754897,1.3352898,1.1252551,0.9894744,1.082146,0.7281413,0.88623327,0.7916409,0.5643604,0.8107472,0.69181204,1.1748267,1.1899594,1.0704179,1.032305,0.8398851,0.63003933,1.1759615,0.72590226,1.0484122,0.93455476,0.91516376,0.8102141,0.41814613,1.0098542
pizza,0.89955544,0.98338825,1.1671827,0.90493786,1.046814,1.1693269,0.9609945,1.0883123,0.97872466,1.0760314,0.9960915,1.1136262,1.010965,0.8384131,1.0398269,0.9634096,0.8680171,0.83379066,1.2051382,1.1237763,0.9754675,1.1280223,1.0869299,1.1352443,1.0753893,0.8277675,1.1160152,1.1832572,0.9735214,1.1605382,1.0443487,0.97488016,1.1617866,0.9682513,1.1637375,1.0950247,1.0186025,1.0519737,1.0669451,0.93991643,1.0220542,0.87914944,0.90126526,0.88265777,1.039404,1.0871122,1.0061688,0.8376254,1.0743597,1.0082937,1.0332787,0.9394007,0.9124272,0.95772815,0.886989,0.7739326,0.86871135,0.9652028,0.69906473,1.0312245,1.1792997,0.9358675,0.9586707,0.8341122,0.9854339,1.1299415,1.1929915,1.003593,0.81957734,0.7535281,0.8921969,1.018111,1.1186687,1.119183,0.8579238,0.80310297,1.1249642,1.0010794,1.0188295,0.94575465,0.90848494,0.9360612,1.0787429,1.060465,0.90119207,1.1281757,1.081099,0.0,1.0602182,1.1285126,1.192796,1.0198447,0.9679109,1.033446,1.1818689,1.0772998,0.9879347,0.8367947,0.79471517,1.0473541,0.8175382,1.1158682,1.062284,0.99101126,1.0586616,1.1319952,0.93522877,0.8559513,1.1797259,0.9212951,1.1423417,0.9229338,1.1295846,1.148901,1.0867711,1.0720062,0.9853013,1.0629576,1.0260854
plant,0.91490334,1.0372756,0.9453255,1.1743662,0.85499644,0.8694586,1.0966629,0.8005162,1.0120862,0.99771595,1.1097513,1.048634,0.98078203,1.249662,1.08306,1.0836023,0.9402713,0.8962345,0.8730218,0.8979906,0.936713,1.0383555,0.8656299,0.803161,0.8348468,1.1162509,0.75435066,0.90853256,1.0926192,0.95809984,0.8975877,1.1269484,0.9653444,0.7557481,0.904288,1.03007,0.99994814,0.9344641,1.0004934,1.1774102,1.0608909,1.0236369,1.0466121,1.1601897,1.0828062,0.97430676,0.9207713,1.1268368,0.9915597,0.86238253,1.0373784,1.068291,1.1866192,1.0021373,0.96417457,1.0291191,1.096994,1.0297704,1.148584,0.91845936,0.83104503,1.0375572,1.0924454,1.1518012,1.0978239,0.7521128,0.73132193,1.0379313,0.9940647,0.985028,1.1883732,1.1060189,1.0665091,0.8312284,1.230732,1.0556736,0.9800731,0.7260211,1.1019088,1.1373317,1.1136386,1.0017774,0.9426343,0.98926455,1.2300553,0.9306648,1.1023841,1.0602182,0.0,0.96853817,0.87056947,0.97386146,1.0995516,1.0467874,0.7403246,1.0264268,1.0597231,1.1138122,1.1585828,1.0111024,1.2131377,1.027932,1.0103207,1.0259874,0.9728059,1.0108135,1.1180803,0.9077343,0.9238146,1.1416912,0.93578607,1.1385015,0.82185936,0.873619,0.93509537,1.0238618,0.8974368,1.0929387,0.81624043
plate,1.2255769,0.9417075,0.48182118,1.5697119,0.833493,0.4042468,1.1365594,0.6576729,0.9720497,1.1864359,1.4635417,0.30895948,0.96641535,1.3381238,1.1690638,1.4519708,1.3174177,1.0225157,0.3615582,0.27355868,1.1210935,0.62729293,0.3049878,0.55633867,0.62207097,1.3422757,1.0350999,0.5421613,1.2992347,0.4631201,1.2903619,1.4282155,0.21027684,1.1114094,0.25611055,1.2485523,1.4425151,1.3254442,1.169833,1.5075159,1.1539779,0.96348137,1.3274488,1.2770398,0.88760376,0.840649,1.0850362,1.1029289,0.62181497,0.957588,1.1665552,1.1953888,0.87354875,0.8011366,1.080126,0.8429975,1.336301,0.9900645,1.3997879,0.77564424,1.0302442,1.0307182,1.4268057,1.4035318,0.42428124,1.0065147,0.70749086,1.1884327,1.1126758,1.1790133,1.5295665,0.6808549,0.35672873,0.74733084,1.1217587,0.75157845,0.4322427,1.0414948,1.0899911,1.5749795,1.3794127,1.187869,0.3552029,0.3249383,1.3901356,1.1306157,0.65606904,1.1285126,0.96853817,0.0,0.9943337,0.8797504,1.4314342,1.0676277,0.84001184,1.2132437,1.1918149,1.0792303,1.4257156,0.6516895,1.3593351,0.86296964,0.46125686,0.93314874,0.9297601,1.2213157,1.462531,1.3157458,0.4380837,0.89239174,0.50913984,1.3862784,0.7580454,0.6391555,0.7998074,0.9862496,0.8834709,0.5179014,0.942649
pony,0.7712656,1.0762392,1.0165813,1.245338,0.9902046,1.0397024,1.093416,1.0213553,1.2452896,0.60908055,1.12987,1.1572722,1.0628254,1.1434618,0.8614017,1.0569367,0.9755363,0.83306706,1.0210009,1.0678812,1.051826,1.0001386,1.029298,1.0788944,1.0118471,0.9842704,1.0676732,0.9828235,1.1507542,0.9923624,1.1223934,1.0833708,1.0835242,1.0145808,1.0675434,0.5337273,0.87647873,1.1628666,1.1082869,1.1777167,0.93077385,1.0938164,0.8089781,1.1007202,1.1415793,0.84976524,0.98110455,1.1120379,1.198462,0.70146227,1.0163984,0.9969552,1.1276181,1.0840359,1.0085964,0.99012405,1.1673307,0.9024004,1.1942177,1.0159172,0.047380686,1.0642276,1.1673356,1.1509322,1.1630116,1.0238202,1.0244012,1.1016691,0.89766365,1.0292237,1.146216,1.1753573,1.0774965,1.1270106,1.326463,1.1211468,0.9819144,1.0109421,0.9020734,1.1890546,1.1340084,0.93509835,1.0660707,1.1093088,1.2306523,0.31101233,1.1711411,1.192796,0.87056947,0.9943337,0.0,0.9964347,1.0675861,0.98442787,1.0785859,0.5800589,1.045876,1.0399947,1.1761508,1.1598579,1.1533774,1.0693617,1.1676153,1.0855514,1.1561372,0.96618867,1.1963203,0.99819183,0.92137295,1.1484437,1.0864526,1.1698649,1.0968957,0.7636357,0.95982206,0.8878386,1.0852225,1.2236184,1.098094
pumpkin,1.0896667,0.64155865,0.7530698,1.187924,0.6307926,0.94271016,0.9222684,0.76180255,1.1922545,1.1426673,1.2463664,1.0295606,1.0569175,1.0118853,1.0389842,1.2339809,1.1331463,1.0751028,1.0091431,0.965018,1.2930762,0.6352234,0.98064417,1.025118,0.9221514,1.2604928,1.031548,0.87131226,1.2493463,0.8564285,1.1743602,0.9031967,0.90518343,1.151829,0.97938234,1.1711082,1.0915337,1.2809004,1.1497602,1.1863546,1.0685037,0.61230755,1.1435714,1.2079663,0.6803446,0.92736423,0.887788,0.74027014,0.8254457,0.8951013,1.1212441,1.2003244,0.9229208,0.75647223,1.1140984,0.9383319,1.2198026,0.74819565,0.89569414,0.78199905,1.0037603,1.0184425,1.2804222,1.1435182,1.0193743,0.9912984,0.93087643,0.9588512,0.9860524,0.59480125,1.0175366,0.9151268,0.9554064,0.88497925,0.9501641,0.8171564,0.5936329,1.1214236,1.1471413,1.2442143,1.1731888,1.1337628,0.9006884,0.86469626,1.0383836,1.0359665,1.0656793,1.0198447,0.97386146,0.8797504,0.9964347,0.0,1.137393,1.074436,1.1298869,1.0506225,1.1447499,0.98126566,1.2201315,0.6476371,1.1083235,1.1373872,0.6709041,0.6586424,1.024004,1.0105336,1.2685616,1.2529879,0.74296945,0.664256,1.0118577,1.119895,0.8936902,0.83565664,0.8805701,1.0857631,1.1603007,0.9034454,1.1125876
purse,0.85718924,1.1559145,1.324628,0.5803537,1.130199,1.3007581,0.8754169,1.1030272,0.9740676,1.0264263,0.6482094,1.3996689,0.8417506,0.78880155,0.95502174,0.6235761,0.74775684,0.85432386,1.3597429,1.3738191,0.5622547,1.2408929,1.3996319,1.2864071,1.2274058,0.8951043,0.94099027,1.2374384,0.76703745,1.3146989,0.81414914,0.6243534,1.4305779,0.79104704,1.4061091,0.9048184,0.76029253,0.68500435,0.7480382,0.68269485,0.96436214,1.1973957,0.85137796,0.8792966,1.2432005,1.0035803,1.0150367,1.1806513,1.2595975,0.9513471,0.87055856,0.8682083,1.0903488,1.307666,0.96439344,0.88674307,0.823659,1.0471392,0.735378,1.2514226,1.0706942,0.9694866,0.6681003,0.8707503,1.3522376,1.0147604,1.2555778,1.1129471,0.9524427,1.0374529,0.6400548,1.2330194,1.34984,1.2627702,0.9327404,1.2856545,1.3627479,0.9278504,0.92001426,0.5849953,0.876598,0.91315913,1.3777905,1.4103386,0.7063745,0.97264344,1.1169331,0.9679109,1.0995516,1.4314342,1.0675861,1.137393,0.0,0.65583324,1.1087877,0.9183463,0.91190016,0.73417145,0.81249136,1.3108296,0.8185608,0.9266725,1.4069706,1.1918501,1.00889,0.8709798,0.6909725,0.700494,1.2498456,1.3072628,1.2867808,0.66884714,1.2554324,1.0816667,0.86626256,1.0507687,1.0010089,1.2810183,1.0947833
radio,0.991168,1.2445014,1.0079525,1.0024472,0.8829987,1.0502568,1.0838087,0.981609,1.0098149,0.98779124,0.96190566,1.1613258,1.0230101,1.1383467,0.9413837,1.002453,0.9271039,0.8871691,0.9941408,0.94909173,0.8500759,1.1564903,0.99886996,0.9513414,0.99780035,0.9698665,1.0365249,0.7681545,0.9317097,1.0611271,1.0837487,1.0531161,1.1281868,0.65980864,1.015882,0.8982393,0.9231278,0.8755091,0.8905372,1.0231094,0.9677249,1.1295246,1.0133618,1.069192,1.1647183,1.0219026,1.003172,1.1388006,1.1964201,0.9841625,1.0036472,1.1728241,1.1528429,1.265371,1.1175585,0.8899419,1.0341325,0.9091636,0.9735613,1.1970448,0.9731101,0.6797482,0.9392141,1.074134,1.2112777,0.8901952,0.80557775,0.9866907,1.0369935,1.0270057,1.0536716,1.2390593,1.0465899,1.1393329,1.1094502,1.1603936,1.1388023,0.8631475,0.9066297,0.9792469,1.1403315,0.8887328,1.0429028,1.1222377,1.1341455,0.9405879,1.2509083,1.033446,1.0467874,1.0676277,0.98442787,1.074436,0.65583324,0.0,0.90984064,0.9363669,1.0882893,0.733889,1.0426944,1.2135568,1.1023164,0.7383105,1.241377,1.315194,0.9830889,0.99778736,0.9892322,0.8011674,0.95226014,1.2911003,1.0409274,0.8627189,1.126923,0.88766265,0.8868085,1.0430307,0.9125967,1.2278624,0.9041597
refrigerator,1.3048186,1.003037,0.9341859,1.1557217,0.93353254,0.7015981,1.3172598,0.6727852,0.76999104,1.17898,1.1355728,0.8152395,0.96738183,1.3959022,1.1968548,1.2249478,1.0984974,0.9632312,0.4907596,0.5689991,0.78662634,0.9322806,0.505,0.3593583,0.9983606,1.0981694,0.69240654,0.6373935,0.99403864,0.9647439,0.9315787,1.255067,0.765976,0.6916853,0.5036467,1.2502527,1.1877916,0.646427,0.8762599,1.146226,1.1867537,1.112415,1.0804003,1.2432091,0.99419475,1.2670069,1.0589261,1.109529,0.93845755,1.2558851,1.1535923,1.1393023,1.2610122,0.92757493,1.133188,1.0828074,1.2007829,1.0193999,1.2837605,0.95605016,1.0520076,0.98832536,1.12471,1.0866196,1.036142,0.572724,0.5137161,0.9752212,1.232144,1.1793604,1.3649176,1.1164688,0.8123257,0.55388457,1.1143328,1.0060866,0.909377,0.520692,1.1815445,1.201145,1.1393467,1.0244521,0.7774823,0.81680906,1.3041966,1.0405756,0.9754897,1.1818689,0.7403246,0.84001184,1.0785859,1.1298869,1.1087877,0.90984064,0.0,1.223551,1.1921474,1.1316044,1.1033825,0.8767559,1.3333356,0.8743253,0.8475978,0.9610954,0.8758378,1.1257625,1.1242518,0.87469745,0.83332,1.0433872,0.75917417,1.0727384,0.5555359,0.8836743,0.970997,0.9907114,0.630877,0.9425299,0.6514257
rooster,0.49899632,1.2159688,1.2842603,1.1198142,1.0729272,1.1470613,0.9643458,1.2368268,1.2989769,0.51500905,0.9768135,1.3141732,1.152684,1.03545,0.10482371,0.92897266,0.7822548,0.84017754,1.2180451,1.3143417,1.1068861,1.0868295,1.2961358,1.3631504,1.0979772,0.8406857,1.2330701,1.1476003,0.99828875,1.1625135,1.1044457,1.079612,1.3261194,1.0888805,1.3122097,0.39097774,0.7973436,1.1058644,1.1583617,1.031144,0.1976279,1.214459,0.68448126,0.9421852,1.2314361,0.66448426,1.0073265,1.1526293,1.3628402,0.57223904,0.9129587,1.0587968,1.1001983,1.1616429,0.8917845,1.0508525,0.99445474,0.92133814,1.0979737,1.1599996,0.52027786,0.97769827,0.996456,0.96555084,1.3026731,1.1492834,1.2086357,1.0968499,0.8093678,1.0251839,0.9635715,1.2984886,1.2358041,1.3531506,1.3320198,1.2766708,1.0862519,1.1930766,0.57486117,1.0552381,1.0282488,0.8476081,1.2636278,1.287284,1.1796767,0.69552696,1.3352898,1.0772998,1.0264268,1.2132437,0.5800589,1.0506225,0.9183463,0.9363669,1.223551,0.0,0.9576678,0.9345601,0.9774612,1.3618575,1.0209771,1.1156936,1.4156322,1.170692,1.2499253,0.89363706,1.041558,0.9473747,1.098046,1.3233708,1.285825,1.048171,1.333713,0.9812538,1.0808909,1.0028208,1.1234858,1.3827264,1.1797426
scarf,0.91745555,1.1500155,1.2063696,0.9223561,1.1524655,1.1657858,0.9846841,1.3280058,1.0020282,0.8899652,0.68438244,1.1809646,1.0973713,0.647017,0.9479755,0.7313281,0.9149587,0.90321696,1.2301787,1.235864,1.0356233,1.1558392,1.2314451,1.2611841,1.1294186,0.8783111,1.1235914,1.1664675,0.7447144,1.1743687,0.9276502,0.9550381,1.2849824,1.0935475,1.2630128,0.8286916,0.5416384,0.892757,1.0930595,0.778465,0.9387079,1.1199855,0.91914874,0.6843061,1.2206095,1.0155181,1.0061721,1.1411076,1.1916457,1.0034225,0.88474035,1.1029389,0.893746,1.2457079,1.0206356,1.1048002,0.7175225,0.9928657,1.0497375,0.7230985,1.0388455,1.0421485,0.7114749,0.88834864,1.1174405,1.1935468,1.2338103,1.0104567,1.0733111,0.95060664,0.86749387,1.0846059,1.1387303,1.2408051,1.0635043,1.1425819,1.1630945,1.1351707,0.89636725,0.7330992,0.9579393,0.705655,1.2678399,1.2816992,0.9311098,0.9218652,1.1252551,0.9879347,1.0597231,1.1918149,1.045876,1.1447499,0.91190016,1.0882893,1.1921474,0.9576678,0.0,1.0138601,0.7999446,1.2510775,0.91654813,0.9788411,1.2779117,1.1434314,1.1985298,0.95340097,0.76119244,0.88145196,1.1956278,1.2268213,1.199861,0.98417896,1.2326128,1.1419597,1.112571,1.0728382,1.0995394,1.2187428,1.062069
scissors,0.79393095,1.1727196,1.1986915,0.9923526,1.1790161,1.2075534,0.8578439,1.1519496,0.9121405,0.97290546,1.0041219,1.1593378,0.9194912,0.89833343,0.9483388,0.98461646,1.0024981,0.8520667,1.2879813,1.1573591,0.86246413,1.1773813,1.2198287,1.2198039,0.9968157,0.9865745,1.1552585,1.0733845,1.1031471,1.1376091,1.1035116,0.9640895,1.0370618,0.9818698,1.2633982,1.0369481,1.0976491,1.011406,0.8315254,1.0404226,0.95514673,1.0749695,0.99856204,1.0618744,1.0721109,0.8791046,0.98806083,0.9669479,0.8762418,0.7760536,0.88026655,0.9905142,0.72980136,1.1462222,0.8991005,0.8206613,1.1019782,0.9525232,0.85302424,1.1909776,1.0353569,0.37941778,1.149273,0.8744273,0.97521603,1.1226758,1.0870589,1.1231872,0.95609653,1.0842276,1.0307055,0.9981637,1.1939491,1.233371,0.7846994,1.0640138,1.1813104,1.1286775,0.9024239,1.1077623,0.8829367,0.82503766,0.8825573,0.93430567,0.9936687,1.1675886,0.9894744,0.8367947,1.1138122,1.0792303,1.0399947,0.98126566,0.73417145,0.733889,1.1316044,0.9345601,1.0138601,0.0,0.96718746,1.1818285,0.8186822,0.7964799,1.1390768,1.1571894,0.7041334,1.0369295,1.1576558,0.7472441,1.069145,1.0845914,1.2421002,0.8364135,1.2249024,0.9882419,0.87136716,0.92015094,0.5059133,0.98376065,1.0298254
shirt,0.9249295,1.0229902,1.4632571,0.4959736,1.3039964,1.2971089,0.8538049,1.4436438,0.85164917,0.8941739,0.4867137,1.3651941,0.89847505,0.6857149,0.9267651,0.4764049,0.88047737,1.0731831,1.3529587,1.3983866,0.9718877,1.369414,1.3783514,1.3453408,1.307516,0.60161734,0.97211,1.3439274,0.56416386,1.298335,0.678247,0.94902134,1.4793417,1.0085251,1.409956,0.9349312,0.82518965,0.7235553,1.0677671,0.4753732,0.8843275,1.1236634,0.73294634,0.6612476,1.1262666,1.1876897,1.1782467,0.9715187,1.3638865,1.167784,0.92318225,1.0031219,1.0792845,1.272619,0.93933225,1.1882248,0.61891115,1.220494,0.70342886,1.2424681,1.1504464,1.0092062,0.498434,0.3070222,1.244497,1.1478915,1.3247905,0.8599361,0.93497264,0.9495675,0.65116876,1.21861,1.3607244,1.1789969,0.9328786,1.1837889,1.3785038,1.0495927,0.96428007,0.4794032,0.40497935,0.86808264,1.4140747,1.4122218,0.79669046,1.0936337,1.082146,0.79471517,1.1585828,1.4257156,1.1761508,1.2201315,0.81249136,1.0426944,1.1033825,0.9774612,0.7999446,0.96718746,0.0,1.3350687,0.45846468,1.0035353,1.3988354,1.111272,1.1934086,0.8326596,0.43765295,0.656819,1.4725485,1.2276958,1.3880348,0.77861345,1.1651092,1.4642673,1.2977829,1.130039,1.0446887,1.3505597,1.0528893
shoe,1.3670248,0.503216,0.6007064,1.2108833,0.69432986,0.76225555,1.0867254,0.67906773,0.97305775,1.2634947,1.426201,0.6348562,1.0414734,1.223176,1.2862757,1.4077649,1.1890855,1.3201554,0.6307819,0.56792426,1.2589483,0.67408067,0.6000667,0.58912647,0.9155035,1.2527652,0.9684486,0.68098986,1.3127674,0.7388362,1.2018692,1.0812877,0.55701673,1.2238965,0.5500951,1.402905,1.437192,1.2705001,1.0015622,1.2617772,1.2812272,0.68262607,1.2702686,1.3357799,0.6854987,1.196022,1.0212481,0.63493544,0.55365527,1.2676737,1.2141457,1.0093379,0.9499643,0.43511164,1.0094233,1.0735976,1.2897717,0.9892526,1.095376,0.57466274,1.1676519,1.0973254,1.3859487,1.2294235,0.70440245,0.8946131,0.73025763,0.9850813,1.1005685,0.92585933,1.1133928,0.7892808,0.5577618,0.5731046,0.8345494,0.66194797,0.5675565,0.98489094,1.2489882,1.332584,1.1624749,1.4065659,0.5878444,0.5430747,1.0667522,1.1830494,0.7281413,1.0473541,1.0111024,0.6516895,1.1598579,0.6476371,1.3108296,1.2135568,0.8767559,1.3618575,1.2510775,1.1818285,1.3350687,0.0,1.1638145,1.0467283,0.09920108,0.40883815,0.86854017,1.110098,1.3535552,1.3861184,0.5388913,0.47111797,0.7405419,1.1840215,0.5977387,0.94759893,0.8348629,1.1372757,1.0631949,0.56037426,1.017539
shorts,0.8349855,1.0595717,1.4055569,0.54801726,1.3033721,1.382649,0.6779387,1.385183,0.8869678,0.9066963,0.56866556,1.2480223,0.75919354,0.6753335,0.9947785,0.44731134,0.89198524,1.0881972,1.4526939,1.4974716,0.9906054,1.2523723,1.5129206,1.418967,1.0812793,0.7489578,1.019607,1.4652424,0.88815117,1.2587105,0.7037066,0.8153752,1.3336694,1.0709296,1.5017264,1.0034971,1.0132831,0.9399692,0.95786536,0.50159335,0.9772838,1.1349045,0.8853327,0.85698164,0.8546048,1.0281347,1.1202774,0.82948333,1.0965421,1.0815827,0.81545836,0.79331535,0.8628067,1.1878235,0.85983604,1.174374,0.88736516,1.1761701,0.6251665,1.2573447,1.1754056,0.8948983,0.7999558,0.27719843,1.0703259,1.2564939,1.4616442,0.85705507,0.96897554,0.8785269,0.60028625,0.9540446,1.3549061,1.1667928,0.81988406,1.1728845,1.4094903,1.1401812,1.0019671,0.5599756,0.31113535,0.9761212,1.2667478,1.2895372,0.67692864,1.1979072,0.88623327,0.8175382,1.2131377,1.3593351,1.1533774,1.1083235,0.8185608,1.1023164,1.3333356,1.0209771,0.91654813,0.8186822,0.45846468,1.1638145,0.0,1.0117849,1.1966608,1.0968099,0.9757746,0.93218476,0.7314561,0.80917966,1.3842697,1.0600562,1.3909729,0.7946545,1.1468945,1.3998203,1.0763988,1.0360641,1.0665834,1.0977683,1.1633936
sink,1.125065,1.2098265,1.0119674,1.052776,1.0096351,1.0468277,1.051843,0.98244274,0.5953351,1.0217957,0.95850277,0.9239907,0.6799476,1.0950549,1.075032,0.9097376,1.0264401,0.94929194,1.012579,0.6818729,0.71923715,1.1615858,0.86980456,0.67401725,0.76383024,0.9869028,0.8048898,0.90706706,0.9615672,0.9430451,0.85227394,1.1899445,0.93479383,0.7315918,0.92126316,1.1434399,1.1621069,0.82725,0.77854294,1.0174918,1.0709311,1.1685892,1.0956664,1.1079261,1.1043736,0.9536127,1.126874,1.1766821,0.9614196,1.0743417,1.0696326,1.0735449,1.1245301,1.1627625,1.0521607,1.0526263,1.0990427,1.1448158,1.0945219,1.0593933,1.0596837,0.81696016,1.0178095,0.9925588,0.9703246,0.8534295,0.7649051,1.1038202,1.0933868,1.1261883,1.1435754,1.0695608,0.9805418,1.061903,1.0310105,1.1945124,1.1764723,0.7894305,1.073271,1.0515493,1.0225301,0.939145,0.9333429,0.9949475,1.1274712,1.1482476,0.7916409,1.1158682,1.027932,0.86296964,1.0693617,1.1373872,0.9266725,0.7383105,0.8743253,1.1156936,0.9788411,0.7964799,1.0035353,1.0467283,1.0117849,0.0,0.9859016,1.2465245,0.79127336,1.0742186,1.0410241,0.7405852,0.91334087,1.2592758,0.9142171,0.93804777,1.0656369,0.954195,0.6147319,1.0058111,0.8188454,0.9580124,0.8653465
slipper,1.4504533,0.48185253,0.5491782,1.3427311,0.77080095,0.69729155,1.1634421,0.606458,0.9219419,1.3389604,1.5036066,0.4204303,0.93147403,1.2468555,1.3258708,1.4848737,1.3272617,1.2836711,0.5870395,0.44748867,1.1833929,0.6055966,0.49256027,0.5051842,0.745189,1.3679209,0.92371035,0.709954,1.3651932,0.6258931,1.2076453,1.2243121,0.35393906,1.2099044,0.44809663,1.4741368,1.5020566,1.3223727,1.0138997,1.3972683,1.3055162,0.68042964,1.3653973,1.3580296,0.6028668,1.1183403,1.111908,0.67096466,0.3954308,1.2503681,1.2507441,1.0621898,0.8076174,0.45238966,1.0199023,0.99378556,1.3485451,0.99394614,1.1357402,0.5524035,1.2037963,1.1080143,1.4857852,1.2765017,0.4716617,0.91029745,0.71558344,1.0514462,1.149214,0.9971078,1.3165379,0.5691981,0.48658597,0.5661482,0.8010686,0.5822419,0.47987068,0.9538603,1.2989033,1.477667,1.2005771,1.4220138,0.42666262,0.3819201,1.135349,1.2549727,0.5643604,1.062284,1.0103207,0.46125686,1.1676153,0.6709041,1.4069706,1.241377,0.8475978,1.4156322,1.2779117,1.1390768,1.3988354,0.09920108,1.1966608,0.9859016,0.0,0.41289568,0.7714332,1.1656839,1.4603682,1.4076338,0.5061211,0.4043495,0.61211246,1.2692337,0.59230435,0.8374559,0.7726915,1.017841,0.9849879,0.34023178,1.0112053
sock,1.2334597,0.1546073,0.8684932,1.0911204,0.8146639,0.87619597,0.99471265,0.79935336,1.1738899,1.315087,1.2431456,0.9654115,1.0316207,1.0531225,1.1381941,1.2351888,1.149595,1.258458,0.9622437,0.91351396,1.2423916,0.6633124,0.9194294,0.89372516,1.0459589,1.2382537,0.8513417,0.9316671,1.2206208,0.8900436,1.0079321,0.96409863,0.86743325,1.3098631,0.8821572,1.187095,1.1500518,1.287621,1.1795589,1.1362172,1.1727518,0.67578137,1.1070654,1.1725682,0.72611225,0.9831062,0.99281853,0.5296282,0.7699836,1.0723816,1.2021127,1.0444086,0.8362478,0.23954105,0.8446882,1.0717204,1.1582041,0.894065,0.9310889,0.66599315,1.1397941,1.2168432,1.2803513,1.0480741,0.8509128,0.9805128,0.9015629,0.9664052,1.0172275,0.758404,0.9900758,0.81771266,0.9414444,0.75158817,0.8569244,0.69373196,0.6653658,1.0970407,1.1193326,1.202346,0.9768861,1.3544009,0.87713665,0.78464234,0.9440411,1.0566412,0.8107472,0.99101126,1.0259874,0.93314874,1.0855514,0.6586424,1.1918501,1.315194,0.9610954,1.170692,1.1434314,1.1571894,1.111272,0.40883815,1.0968099,1.2465245,0.41289568,0.0,0.87637436,0.9966558,1.2314354,1.3043709,0.8531643,0.3066603,1.0708218,1.0454242,0.77170956,1.0227717,1.0125501,1.1305184,1.1991435,0.7620574,1.1219342
spoon,1.1333227,0.8934499,0.7213613,0.9639384,1.1410892,0.94014627,1.0770011,0.9477516,0.8209467,1.1693132,1.2245121,0.7626494,0.9547606,1.1588529,1.2305267,1.2298536,1.2488172,1.2210975,1.0088711,0.84410906,0.9779828,1.0225272,0.89548284,0.7884952,0.678699,1.1526316,0.8988353,0.98672396,1.2101052,0.9674467,1.029818,1.0352235,0.6812725,1.049494,0.87679803,1.2752249,1.2377098,0.99258703,0.80649495,1.110308,1.2290919,0.8938745,1.1510435,1.2090944,0.74405766,0.9307949,0.9995357,0.9020193,0.45509052,1.0293928,1.1071318,0.8960911,0.8416311,0.77862984,0.9864929,1.0251184,1.2189137,1.0754786,0.82836974,1.0797396,1.1884936,0.8340157,1.2847459,1.1325587,0.6558348,0.8986587,0.71133906,1.0556196,1.0728853,1.1802534,1.1515836,0.7172821,0.9020588,0.895161,0.5694009,0.8747515,1.0214213,1.072926,1.1796647,1.1954547,1.0090232,1.2450567,0.6503235,0.65103376,1.0113592,1.2143215,0.69181204,1.0586616,0.9728059,0.9297601,1.1561372,1.024004,1.00889,0.9830889,0.8758378,1.2499253,1.1985298,0.7041334,1.1934086,0.86854017,0.9757746,0.79127336,0.7714332,0.87637436,0.0,1.0692321,1.2481085,1.1835243,1.0125881,0.72964764,0.74834466,0.5441284,0.89730656,1.0499933,0.87838763,0.9493229,0.86425734,0.5267738,0.94537735
