,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,cat,chair,clock,closet,coffee,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,elephant,face,finger,fish,flower,foot,fork,frog,game,giraffe,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,sink,slipper,sock,spoon,sprinkler,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,truck,vacuum,watch,window
coffee,1.2193558,0.87954235,0.60064846,1.3401902,0.94373685,0.5581251,1.1504569,0.8031804,1.0442986,1.1534998,1.305352,0.5961272,1.0268127,1.2342787,1.137042,1.3074211,1.1974031,1.1150401,0.66894346,0.6087524,1.1680244,0.76320904,0.66767794,0.79816866,0.6211478,1.2221599,1.0438246,0.6986437,1.1615107,0.0,1.206855,1.2479539,0.4938879,1.1239595,0.58051854,1.2033858,1.3116958,1.2188425,1.1145973,1.3302559,1.145436,0.9254884,1.2199894,1.1384137,0.9174206,0.81861866,1.0526896,1.047584,0.7873404,0.9659567,1.2388045,1.1461321,0.896319,0.8407284,1.1377163,0.9206139,1.1536834,0.9923591,1.2876822,0.76594305,1.0271438,1.0607307,1.2790008,1.2838444,0.6751261,0.98184764,0.79437363,1.0395631,1.0967026,1.1349403,1.3547193,0.72937775,0.59907186,0.79597306,1.1315049,0.80719125,0.5444297,1.0204667,1.0947151,1.3511847,1.2305456,1.2654039,0.6305775,0.55538404,1.225127,1.117814,0.78634673,1.1605382,0.95809984,0.4631201,0.9923624,0.8564285,1.3146989,1.0611271,0.9647439,1.1625135,1.1743687,1.1376091,1.298335,0.7388362,1.2587105,0.9430451,0.6258931,0.8900436,0.9674467,1.1312816,1.2988818,1.3198082,0.5139636,0.8732136,0.71123123,1.3157473,0.806468,0.72676986,0.8397757,0.9189931,1.0433116,0.6930883,0.91560876
couch,1.070777,0.99598575,1.3218659,0.737973,1.1776605,1.2085571,0.91792065,1.0395684,0.62317634,1.0334728,0.48334485,1.178386,0.37388897,1.0328205,1.0596246,0.40619445,0.9008173,0.9592708,1.2657474,1.2199011,0.67843306,1.2257373,1.2019337,0.99345237,1.0040352,0.8690515,0.22920227,1.2883775,0.81877065,1.206855,0.0,0.9964508,1.2977765,0.62526417,1.2766483,1.0435185,0.8787297,0.71933454,0.87153035,0.71029097,1.0569494,1.2585306,0.92016035,1.0340149,1.017453,1.083364,1.1965464,1.0423422,1.1667367,1.1501229,0.9570673,0.9155764,1.2043746,1.1636723,0.9140379,1.2029847,0.99879503,1.1690136,0.94678456,1.21648,1.1529635,1.0926857,0.7328418,0.59171414,1.231234,0.8727678,1.1089424,0.9739541,1.0420897,0.93780833,0.7833225,1.1776377,1.2950374,1.0057716,1.1307008,1.3275244,1.3600233,0.6967535,1.0713403,0.60326517,0.68161345,0.92462486,1.2864447,1.3333125,0.87706316,1.0950304,0.67603576,1.0443487,0.8975877,1.2903619,1.1223934,1.1743602,0.81414914,1.0837487,0.9315787,1.1044457,0.9276502,1.1035116,0.678247,1.2018692,0.7037066,0.85227394,1.2076453,1.0079321,1.029818,0.99500716,0.70872486,0.57540953,1.3645055,1.211657,1.145523,0.9239837,1.0022235,1.1744369,1.0935522,0.9955707,0.9431203,1.177939,0.93551105
cracker,0.79286826,0.9471491,1.0829939,0.5273163,0.90365535,1.2752953,0.59545726,1.1163906,1.2197305,1.0723099,0.8575041,1.3942628,1.1344403,0.6411045,1.0801528,0.8605388,0.8695484,1.0718293,1.3634071,1.442065,0.99818015,0.9145533,1.4714837,1.3608036,1.242871,0.97923595,1.1116073,1.2106115,0.9535035,1.2479539,0.9964508,0.0,1.3751386,1.1659317,1.4076617,0.9932868,0.7538705,0.94913095,0.7875649,0.76017356,1.0591954,0.85866284,0.9253724,0.8735166,1.0076945,0.9144546,0.45638323,0.82761216,1.1724088,0.85307205,0.92766863,0.7358184,1.1095138,0.96330166,1.0482004,0.98395115,0.88074565,0.9085697,0.56744134,1.1976616,1.1216836,1.1233017,0.82682526,0.954543,1.2812328,1.1501212,1.326014,0.858081,0.9561069,0.82404464,0.4589852,1.1301197,1.3506331,1.1966993,0.8191153,1.1129901,1.2376971,1.1679766,1.0314972,0.67947507,0.84282666,1.042443,1.3883699,1.3727067,0.33238876,1.0064948,1.2084651,0.97488016,1.1269484,1.4282155,1.0833708,0.9031967,0.6243534,1.0531161,1.255067,1.079612,0.9550381,0.9640895,0.94902134,1.0812877,0.8153752,1.1899445,1.2243121,0.96409863,1.0352235,0.75932163,0.780673,1.0497464,1.2019918,0.88079536,1.2505184,0.66698927,1.181483,1.1404672,1.0767474,1.0655239,1.2522843,1.1688005,1.2067792
crayon,1.3122222,0.88816,0.5336807,1.4817977,0.98885024,0.4462676,1.1574149,0.5813388,0.9248881,1.2797154,1.5268679,0.20551324,0.9459505,1.3873093,1.2800459,1.5411246,1.373882,1.1131752,0.3263592,0.31981784,1.0827389,0.6233115,0.33001113,0.51132715,0.6570765,1.4265016,1.0148468,0.6738429,1.3805516,0.4938879,1.2977765,1.3751386,0.0,1.1372178,0.22310048,1.3924073,1.5247433,1.3055944,1.09171,1.5324918,1.2644165,0.9052935,1.395362,1.3261311,0.7486979,0.95804805,1.1672516,1.0157328,0.39581466,1.0778096,1.2073421,1.0820925,0.8155457,0.7690614,1.1051337,0.8827043,1.3697968,1.0292684,1.3084369,0.7509235,1.1169566,0.97843343,1.4955652,1.405854,0.25510156,0.87547475,0.66757333,1.1408203,1.1547163,1.3233141,1.505167,0.5004899,0.28890485,0.57807815,0.8644413,0.6655572,0.4396695,1.0112154,1.2149731,1.5858574,1.3070879,1.2899964,0.124061346,0.108204365,1.2864014,1.2489977,0.5524,1.1617866,0.9653444,0.21027684,1.0835242,0.90518343,1.4305779,1.1281868,0.765976,1.3261194,1.2849824,1.0370618,1.4793417,0.55701673,1.3336694,0.93479383,0.35393906,0.86743325,0.6812725,1.2276027,1.5083563,1.4070804,0.54446495,0.6978592,0.4279257,1.2631141,0.5944926,0.67054486,0.8010925,0.86273634,0.7639129,0.3034302,0.9118788
crib,1.1059389,1.2530396,1.1062977,0.97253925,1.0259123,1.1276755,1.1414318,0.6650317,0.7194362,1.0489099,0.7838372,1.0759763,0.5809989,1.2577157,1.105729,0.7396615,0.8538023,0.723006,1.0191326,0.9048905,0.44621134,1.1733774,0.89896536,0.73521745,0.8706636,0.8798701,0.46904445,1.0268475,0.87785363,1.1239595,0.62526417,1.1659317,1.1372178,0.0,1.0180632,0.99963063,0.95260906,0.7192652,0.80946434,1.0073849,1.0871406,1.2690206,1.0095379,1.1478114,1.1697192,1.1280016,1.1684948,1.2811261,1.126518,1.146403,1.0481137,1.0618243,1.3126452,1.2877417,1.0800645,0.98949325,1.0851434,1.1029773,1.1507666,1.1658059,0.99815667,0.89821553,0.8873999,0.9963384,1.2288187,0.5803542,0.8598834,1.053071,1.1063654,1.0549066,1.0899293,1.2482928,1.1370343,0.9625463,1.2677011,1.2936673,1.2475247,0.41485113,1.0225157,0.8977542,1.0659907,0.8318484,1.0810943,1.197746,1.0934106,0.9852183,0.95868194,0.9682513,0.7557481,1.1114094,1.0145808,1.151829,0.79104704,0.65980864,0.6916853,1.0888805,1.0935475,0.9818698,1.0085251,1.2238965,1.0709296,0.7315918,1.2099044,1.3098631,1.049494,1.0605185,0.90876645,0.48723942,1.1130608,1.364162,0.8762332,1.0737296,0.96391934,0.91254795,0.8645902,0.90832895,0.8020015,1.1836387,0.7045051
cup,1.3956198,0.91342014,0.4622764,1.4892819,0.83464974,0.38058126,1.3014903,0.5583805,0.93582785,1.2753924,1.4600105,0.32204527,1.0808325,1.460619,1.2482667,1.5109031,1.2838075,1.0875312,0.087736845,0.12645394,1.0716704,0.63366324,0.11162782,0.28049803,0.824258,1.3046582,0.94930863,0.47166306,1.2466134,0.58051854,1.2766483,1.4076617,0.22310048,1.0180632,0.0,1.3556612,1.452724,1.158904,1.1148864,1.485436,1.2311559,0.9529601,1.2904397,1.3145368,0.9108545,1.1045842,1.0767741,1.1036627,0.6772517,1.1919101,1.2082481,1.1782285,1.031459,0.7424768,1.1836145,0.9260607,1.3299999,1.0078366,1.4123129,0.74310255,1.0693443,1.117869,1.3995087,1.4240079,0.50799906,0.7965498,0.48055047,1.0970094,1.1982229,1.2827628,1.5238584,0.7844393,0.24791217,0.52042377,1.09179,0.68148005,0.42485166,0.8626082,1.2125114,1.5167551,1.39253,1.2369299,0.32822466,0.2955901,1.398695,1.1047931,0.7359136,1.1637375,0.904288,0.25611055,1.0675434,0.97938234,1.4061091,1.015882,0.5036467,1.3122097,1.2630128,1.2633982,1.409956,0.5500951,1.5017264,0.92126316,0.44809663,0.8821572,0.87679803,1.2347267,1.4090182,1.3146561,0.4766897,0.8274963,0.39488184,1.3069894,0.5385834,0.69006515,0.88797444,1.0278262,0.8280171,0.5740853,0.8074604
dog,0.5083367,1.242406,1.2359123,1.0090916,1.1086574,1.1652162,1.0026776,1.3208088,1.3006649,0.60549587,0.8707371,1.3509485,1.1578481,0.9467115,0.5990727,0.77107626,0.79495245,0.84607494,1.2532132,1.3593136,1.0673535,1.1952486,1.3240535,1.3629966,1.1181747,0.5572213,1.2122979,1.1461583,0.95740527,1.2033858,1.0435185,0.9932868,1.3924073,0.99963063,1.3556612,0.0,0.6269212,1.0973587,1.1528733,1.0158356,0.6415211,1.1938357,0.6480722,0.84214956,1.2937508,0.70371467,0.88148195,1.168999,1.4462132,0.66692376,0.86255836,0.9490958,1.066585,1.1062948,0.81131345,1.0145726,0.9089515,0.9469898,1.0456582,1.1944185,0.5443354,1.0605851,0.8455808,0.98249024,1.3098644,1.160081,1.2470859,1.0885633,0.7864157,1.0529522,0.91117394,1.276607,1.2441585,1.3669889,1.317159,1.2895302,1.2363931,1.175297,0.30764914,0.9042742,1.0090503,0.7899818,1.3303767,1.3537769,1.110356,0.4632107,1.3266101,1.0950247,1.03007,1.2485523,0.5337273,1.1711082,0.9048184,0.8982393,1.2502527,0.39097774,0.8286916,1.0369481,0.9349312,1.402905,1.0034971,1.1434399,1.4741368,1.187095,1.2752249,0.947357,0.8828758,0.90163267,1.2122169,1.3339895,1.3164825,0.9945601,1.3379903,1.0646888,1.0953952,1.0436183,1.2312747,1.4167526,1.2187625
doll,0.7825217,1.1042131,1.2528584,0.7868798,1.0500858,1.3132956,0.9512147,1.2704706,1.2894241,0.9236615,0.66536975,1.424023,1.1943058,0.6550931,0.8768431,0.7880056,0.8238685,0.71758896,1.3448803,1.413984,0.9723574,1.1565866,1.3900309,1.4065858,1.1759437,0.8561101,1.0390624,1.1850164,0.7573509,1.3116958,0.8787297,0.7538705,1.5247433,0.95260906,1.452724,0.6269212,0.0,0.9279511,1.0888593,0.76439834,0.9012157,1.0733168,0.76912683,0.6646236,1.1538271,1.0455813,0.8740812,1.0966098,1.4219534,0.7834039,0.81212234,1.1298411,1.116004,1.2057992,1.0877966,1.0454876,0.69105816,0.7923645,0.8646151,0.9294987,0.89087266,1.1656171,0.59378654,0.92734313,1.4059802,1.0903178,1.225455,1.0148897,0.97604954,0.8294779,0.7302686,1.2730072,1.3887264,1.2801204,1.154515,1.2037559,1.3026365,1.092066,0.85299903,0.6103488,0.97861576,0.64075303,1.4574445,1.4809145,0.9054165,0.6678965,1.4092321,1.0186025,0.99994814,1.4425151,0.87647873,1.0915337,0.76029253,0.9231278,1.1877916,0.7973436,0.5416384,1.0976491,0.82518965,1.437192,1.0132831,1.1621069,1.5020566,1.1500518,1.2377098,0.7258794,0.63060164,0.81575394,1.3221393,1.2258873,1.2724575,0.8321557,1.263687,1.0033059,1.1183811,1.0137603,1.2015216,1.4245286,1.1336008
door,1.1097243,1.2546606,1.1934426,0.61942047,1.1891619,1.2010834,1.0914172,1.171666,0.518095,1.0085038,0.581408,1.1649411,0.91978866,0.99468935,1.0910457,0.6970414,0.85854554,1.1087844,1.1170881,1.1836913,0.71339965,1.3496941,1.1537195,0.9221906,1.161693,0.6607524,0.8303195,1.1637604,0.27559114,1.2188425,0.71933454,0.94913095,1.3055944,0.7192652,1.158904,1.0973587,0.9279511,0.0,0.5744901,0.5831242,1.036435,1.1956645,0.76104003,0.85624593,1.2700677,1.2252847,1.1042757,1.2438055,1.1543579,1.2195442,1.0501704,0.9168761,1.1524445,1.33288,1.078194,1.1022248,0.7229918,1.2578957,1.0112586,1.231454,1.130876,1.0033373,0.65702176,0.8032305,1.2072651,0.850359,1.0048219,0.95971876,1.0859355,1.1169331,0.86238384,1.1661443,1.1928809,1.0464865,1.0020865,1.2897561,1.3663443,0.71675885,1.081785,0.6535698,0.8080306,0.93510246,1.3341012,1.3477414,0.9505981,1.1392982,1.064297,1.0519737,0.9344641,1.3254442,1.1628666,1.2809004,0.68500435,0.8755091,0.646427,1.1058644,0.892757,1.011406,0.7235553,1.2705001,0.9399692,0.82725,1.3223727,1.287621,0.99258703,0.94768214,0.65621006,0.6572565,1.2819545,1.331047,1.0885344,0.8676703,1.0492743,1.2607903,1.0433626,1.0933769,0.8119378,1.1884046,0.7257113
drawer,1.1051457,1.1550207,0.9300763,0.8202163,1.0117908,1.1982849,1.1491604,0.93411714,0.6756707,1.0535843,0.9317106,1.0366935,0.8309464,0.96486074,1.161958,0.9413867,0.994871,0.97970366,1.150069,1.0267787,0.5238589,1.0909026,1.0582799,0.8387788,1.0743582,1.032785,0.86420417,1.058403,0.9481395,1.1145973,0.87153035,0.7875649,1.09171,0.80946434,1.1148864,1.1528733,1.0888593,0.5744901,0.0,0.9308789,1.1349827,1.065983,1.1233407,1.1142975,1.028263,1.0934092,0.8351779,1.016534,0.878163,1.1479636,0.94614065,0.80948746,1.0670172,1.1059152,0.98739034,0.9363196,1.0711814,1.0392538,0.9142401,1.1717142,1.1192992,0.94546425,1.0317307,1.0447346,1.0379027,0.91665626,0.90451014,1.0386332,1.0471884,1.0463172,1.0134423,1.0188178,1.0637352,1.1273347,0.8664392,1.1158124,1.2452209,0.70451105,1.0886014,0.9600508,1.0186124,0.9604063,1.1083393,1.142206,0.94107294,1.1613795,0.8841645,1.0669451,1.0004934,1.169833,1.1082869,1.1497602,0.7480382,0.8905372,0.8762599,1.1583617,1.0930595,0.8315254,1.0677671,1.0015622,0.95786536,0.77854294,1.0138997,1.1795589,0.80649495,0.89795005,1.0398506,0.7260698,1.0192858,1.0924125,0.93655753,0.88901234,1.13226,1.0749109,0.769758,0.96686065,0.82765484,0.9450854,0.89908004
dress,0.91412073,1.0330974,1.3934965,0.40247107,1.2019651,1.4031584,0.68522483,1.4160528,0.8435799,0.8986177,0.41756976,1.4183817,1.0182205,0.57357854,0.9944614,0.44916528,0.77474207,1.1309601,1.3860747,1.5009956,0.967125,1.331245,1.4981828,1.3728055,1.3257442,0.7046729,0.9863712,1.3803043,0.51759696,1.3302559,0.71029097,0.76017356,1.5324918,1.0073849,1.485436,1.0158356,0.76439834,0.5831242,0.9308789,0.0,0.9773382,1.1888703,0.776137,0.7451527,1.0604378,1.239975,1.1050379,0.9913756,1.2693541,1.240973,0.8825194,0.84223664,1.0666809,1.2951057,1.0247515,1.2304087,0.6643477,1.2345947,0.7381294,1.2625768,1.1544899,1.0231662,0.5088904,0.53703433,1.3085073,1.1728892,1.3136382,0.7875923,1.0214165,0.8529614,0.45519555,1.1857464,1.4029799,1.2315273,0.78200257,1.2575622,1.480037,1.0941018,1.0342958,0.27733326,0.5590577,0.90218216,1.5178287,1.5066695,0.6365789,1.1416228,1.1792649,0.93991643,1.1774102,1.5075159,1.1777167,1.1863546,0.68269485,1.0231094,1.146226,1.031144,0.778465,1.0404226,0.4753732,1.2617772,0.50159335,1.0174918,1.3972683,1.1362172,1.110308,0.8340018,0.4880054,0.76414657,1.4261246,1.1885165,1.3615705,0.6466066,1.2362196,1.4094076,1.1698899,1.0978757,1.0837481,1.3496046,1.0035872
duck,0.6935441,1.1907815,1.2540302,1.0277215,1.0614834,1.1030023,0.95022184,1.2505251,1.1651216,0.6951741,0.9051545,1.2185888,1.0936694,0.97934204,0.07014692,0.89457214,0.87081385,0.9425193,1.1760495,1.221586,1.0969154,1.1159048,1.2446232,1.298368,1.0905647,0.85508,1.2007285,1.129294,0.897365,1.145436,1.0569494,1.0591954,1.2644165,1.0871406,1.2311559,0.6415211,0.9012157,1.036435,1.1349827,0.9773382,0.0,1.1686795,0.80558884,0.8891605,1.2287511,0.78072333,1.0290363,1.1080036,1.2872994,0.7722713,0.958837,1.0924056,1.0565388,1.1433669,0.9526975,1.1071326,0.8977531,0.98643726,1.0693554,1.1737885,0.881296,0.9932687,0.8895545,0.9077672,1.206017,1.174541,1.181587,1.0521833,0.93967694,1.0241886,0.9491238,1.2422371,1.1795121,1.2925446,1.2225745,1.2200352,1.0850902,1.1529073,0.689442,0.9925303,0.96390814,0.8775987,1.2216139,1.2365386,1.0887876,0.92825377,1.2432013,1.0220542,1.0608909,1.1539779,0.93077385,1.0685037,0.96436214,0.9677249,1.1867537,0.1976279,0.9387079,0.95514673,0.8843275,1.2812272,0.9772838,1.0709311,1.3055162,1.1727518,1.2290919,0.94153756,0.9241159,0.9390257,1.1026155,1.2716242,1.2135111,1.0203283,1.2794654,1.0761124,1.1488019,1.0158693,1.1041615,1.2739894,1.0946203
ear,1.2219639,0.654185,0.7116724,1.0785766,0.92036873,0.9649169,1.0652299,0.9662139,1.2380762,1.1533978,1.3192737,0.9725436,1.2472199,0.77397954,1.1922674,1.3946295,1.2787015,1.186831,0.9791019,0.98043466,1.3490632,0.8216668,0.9677673,0.95103663,1.0510126,1.220212,1.1612258,0.9508572,1.1599574,0.9254884,1.2585306,0.85866284,0.9052935,1.2690206,0.9529601,1.1938357,1.0733168,1.1956645,1.065983,1.1888703,1.1686795,0.0,1.1899309,0.8558271,0.73068756,1.0407852,0.8596262,0.59544754,0.7695378,1.0130181,1.1906912,1.1159501,0.67427063,0.65957326,1.1362824,0.8161875,0.8992407,0.71714985,0.7666656,0.69055486,1.1133977,1.1746749,1.217698,1.2454662,0.8092496,1.0273352,0.8980734,0.81022733,0.97818345,0.9040165,1.0966617,0.6743358,0.93312985,0.88646686,0.64495796,0.41594744,0.7098831,1.1415226,1.136043,1.2803967,1.2306654,1.1481916,0.914195,0.8250297,0.9436273,1.0417296,1.1306684,0.87914944,1.0236369,0.96348137,1.0938164,0.61230755,1.1973957,1.1295246,1.112415,1.214459,1.1199855,1.0749695,1.1236634,0.68262607,1.1349045,1.1685892,0.68042964,0.67578137,0.8938745,0.98661417,1.1850789,1.4032068,0.83489114,0.39540827,1.02682,0.9993597,0.9146232,0.9617974,1.0617596,1.0962865,1.2884985,0.80544233,1.0313445
elephant,0.79266965,1.1778475,1.2932007,0.7845806,1.0845625,1.1989623,0.87996286,1.3128716,1.0391399,0.80231696,0.68561876,1.2914698,1.1475729,0.98469144,0.80904007,0.7419505,0.60432416,1.0713332,1.2486756,1.3007833,1.0743108,1.2562376,1.2859695,1.3205115,1.1596748,0.49800456,1.1268343,1.1767974,0.6405198,1.2199894,0.92016035,0.9253724,1.395362,1.0095379,1.2904397,0.6480722,0.76912683,0.76104003,1.1233407,0.776137,0.80558884,1.1899309,0.0,0.84754,1.2029061,1.0894517,1.0800142,1.1388675,1.3332378,0.99108917,0.90195465,0.9893223,1.1009256,1.1202887,1.0133171,1.0847167,0.827322,1.1633482,0.94951373,1.2840604,0.767953,1.0395004,0.72257084,0.78083944,1.2332513,1.1529773,1.2371554,1.0927553,0.8941944,1.0157923,0.7190331,1.2306674,1.2560873,1.2662373,1.1900027,1.2527137,1.3126327,1.119203,0.83089566,0.7522367,0.7909846,0.96516806,1.3399726,1.3347018,0.910051,0.74962497,1.2449086,0.90126526,1.0466121,1.3274488,0.8089781,1.1435714,0.85137796,1.0133618,1.0804003,0.68448126,0.91914874,0.99856204,0.73294634,1.2702686,0.8853327,1.0956664,1.3653973,1.1070654,1.1510435,0.97694343,0.7144801,0.8928305,1.3057101,1.2583718,1.2670751,0.9425121,1.2612853,1.2358463,1.181845,1.1519978,1.0583917,1.3148191,1.0785869
face,0.9920269,1.1965806,1.2361081,0.75277376,1.2006884,1.1763242,0.92669284,1.3645476,1.1330874,0.9647566,0.7560464,1.2062858,1.2538693,0.55783683,0.93909866,0.8819217,0.9496085,1.033049,1.2424394,1.3391753,1.0865546,1.3272843,1.3171496,1.3563743,1.2003821,0.79488444,1.2399473,1.2154386,0.51610684,1.1384137,1.0340149,0.8735166,1.3261311,1.1478114,1.3145368,0.84214956,0.6646236,0.85624593,1.1142975,0.7451527,0.8891605,0.8558271,0.84754,0.0,1.2359447,1.0679841,1.1267033,1.0977554,1.2179489,1.0106776,0.945689,0.951326,0.75109524,1.2609129,1.0834076,0.8938385,0.12319827,1.107887,0.84656686,0.9945744,1.0782918,1.1479149,0.44923687,0.9258448,1.1099157,1.2784361,1.2889407,0.9303252,0.9695281,1.1004579,0.8118622,0.99093586,1.2514093,1.3189411,0.91198117,0.951721,1.2489504,1.2077296,0.8507226,0.6481353,0.9336863,0.88026667,1.3017122,1.2675054,0.78883505,0.9781035,1.3043462,0.88265777,1.1601897,1.2770398,1.1007202,1.2079663,0.8792966,1.069192,1.2432091,0.9421852,0.6843061,1.0618744,0.6612476,1.3357799,0.85698164,1.1079261,1.3580296,1.1725682,1.2090944,0.88057476,0.4564548,0.99148726,1.2411978,1.1301968,1.2760465,0.8591435,1.3184881,1.2001908,1.1910396,1.0481483,1.221083,1.1932724,1.0736818
finger,1.1685381,0.6945714,0.8649508,1.0333647,0.9523863,0.96994257,0.9318161,0.84093714,1.0882405,1.1318601,1.196358,0.7795323,0.9665464,1.0135071,1.1927539,1.1959642,1.231555,1.1085795,0.91723716,0.9561995,1.1743428,0.6491582,0.9512138,0.86960757,0.8075923,1.325032,0.8839718,1.0169578,1.3639597,0.9174206,1.017453,1.0076945,0.7486979,1.1697192,0.9108545,1.2937508,1.1538271,1.2700677,1.028263,1.0604378,1.2287511,0.73068756,1.2029061,1.2359447,0.0,1.0899556,1.0101342,0.63110304,0.6749757,1.1519814,0.97850674,1.0152099,0.8522606,0.74857616,1.057467,1.067385,1.2816665,0.9701484,0.60835874,0.86547846,1.1754543,1.000973,1.3065941,0.98439485,0.7815431,1.006953,0.97090834,0.92564684,1.114019,0.88187885,1.043573,0.62293935,0.86523867,0.80625,0.7208705,0.74843824,0.8297849,1.047844,1.279945,1.1324816,1.0050577,1.1675215,0.76635414,0.7620212,0.91862285,1.1685064,0.83902967,1.039404,1.0828062,0.88760376,1.1415793,0.6803446,1.2432005,1.1647183,0.99419475,1.2314361,1.2206095,1.0721109,1.1262666,0.6854987,0.8546048,1.1043736,0.6028668,0.72611225,0.74405766,1.1359015,1.2541227,1.3054008,0.8888357,0.518285,0.90567636,0.97168225,0.8365717,0.91433585,0.8239092,0.9564553,1.0058918,0.62445843,1.1061356
fish,0.5804267,1.0113463,0.8830582,1.2267365,1.0322571,0.8270484,0.894195,1.0410172,1.1627532,0.96482956,1.1281698,1.0319318,0.9444256,0.9952585,0.71067613,0.9947084,1.0130279,0.90665615,1.1437361,1.0746434,1.0761681,0.82088315,1.1403208,1.197409,0.6864585,1.0704126,1.1066309,1.0643766,1.1697595,0.81861866,1.083364,0.9144546,0.95804805,1.1280016,1.1045842,0.70371467,1.0455813,1.2252847,1.0934092,1.239975,0.78072333,1.0407852,1.0894517,1.0679841,1.0899556,0.0,0.7402327,1.0867268,1.015751,0.2612257,1.0499041,0.9997702,0.8997106,0.897062,0.8887334,0.80396205,1.1587359,0.8553561,1.0969939,1.0788122,0.89863676,1.0562474,1.2226448,1.1647289,0.93402207,1.1486732,1.1460809,1.1841613,0.8857162,0.9594147,1.1149373,0.8853422,1.0737048,1.1708031,1.2068243,1.0915394,0.8290974,1.2553926,0.6853218,1.2419269,1.1638346,1.0457518,1.0335957,0.9958314,1.04635,0.95529884,0.90548533,1.0871122,0.97430676,0.840649,0.84976524,0.92736423,1.0035803,1.0219026,1.2670069,0.66448426,1.0155181,0.8791046,1.1876897,1.196022,1.0281347,0.9536127,1.1183403,0.9831062,0.9307949,0.9958813,1.2553799,1.1471851,0.87461996,1.0435352,1.1099106,1.0480542,1.1572281,0.8493334,0.9183539,1.0002915,1.2219491,0.9632559,1.1877804
flower,0.7058382,1.023956,0.8034894,1.0749907,0.6832096,0.9762963,0.94217044,0.9625746,1.234496,0.9975212,1.1580367,1.2089847,1.2642133,0.9303926,1.0091479,1.1080164,0.96255106,0.98149204,1.0899022,1.0660841,1.165245,0.76098573,1.0594018,1.0403805,1.0865206,1.0030736,1.1747813,0.8021033,1.2070833,1.0526896,1.1965464,0.45638323,1.1672516,1.1684948,1.0767741,0.88148195,0.8740812,1.1042757,0.8351779,1.1050379,1.0290363,0.8596262,1.0800142,1.1267033,1.0101342,0.7402327,0.0,0.8881458,1.1081126,0.703421,0.9491274,0.89552796,1.1538839,0.7521676,0.9327381,1.01475,1.1463333,0.6955894,0.97320676,1.0482781,0.99402994,0.9900486,1.1465169,1.1900479,1.2146276,1.0277236,0.93153167,0.9668542,0.9283921,0.8029834,0.9679084,1.199785,1.0776855,1.0406303,1.0594602,0.96379197,0.9737197,1.0992968,0.8563399,1.0643582,1.1318709,0.9357846,1.1449175,1.1319005,0.95022166,0.89300245,1.1741481,1.0061688,0.9207713,1.0850362,0.98110455,0.887788,1.0150367,1.003172,1.0589261,1.0073265,1.0061721,0.98806083,1.1782467,1.0212481,1.1202774,1.126874,1.111908,0.99281853,0.9995357,0.9775021,1.1342008,1.1347942,0.94847417,0.93493706,1.0110873,0.94588083,1.0244982,0.99660105,1.0301006,1.1527817,1.1939697,1.1411899,1.033114
foot,1.0834585,0.5172144,0.99364495,0.91193044,1.0103711,1.0780041,0.9224489,1.064039,1.1517328,1.1301839,1.1820198,1.0875021,1.0226706,0.8274511,1.0985359,1.1511345,1.165554,1.1410228,1.1214037,1.1101358,1.2701478,0.8732854,1.1290743,1.0367049,1.096064,1.2017585,1.0133356,1.0936581,1.2867641,1.047584,1.0423422,0.82761216,1.0157328,1.2811261,1.1036627,1.168999,1.0966098,1.2438055,1.016534,0.9913756,1.1080036,0.59544754,1.1388675,1.0977554,0.63110304,1.0867268,0.8881458,0.0,0.8992983,1.10796,1.0968487,1.0440845,0.82670456,0.50661045,1.0249456,0.99087715,1.1157174,0.86761737,0.6248206,0.9563718,1.133632,1.0596296,1.2562897,0.8423125,0.9619763,1.0620736,0.99921036,0.6016786,1.0444349,0.773493,0.83890235,0.84178066,1.0991468,0.90924805,0.716179,0.6807078,0.9956518,1.0530759,1.1010728,1.1291382,0.8691859,1.1013745,0.980711,0.9403595,0.91204685,1.1434984,1.0445547,0.8376254,1.1268368,1.1029289,1.1120379,0.74027014,1.1806513,1.1388006,1.109529,1.1526293,1.1411076,0.9669479,0.9715187,0.63493544,0.82948333,1.1766821,0.67096466,0.5296282,0.9020193,0.96449435,1.2264893,1.1822816,0.9719458,0.33565712,1.1315227,0.8566199,0.9185922,1.0884936,1.1148748,1.0886475,1.1596394,0.91515446,1.0143597
