,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
snow,0.84982526,1.157013,1.3053865,1.1374564,0.94696695,1.1920278,1.0577041,1.2563353,1.0597649,0.77938753,0.7231059,0.7217983,1.0356903,0.9865282,0.8295095,0.9339957,0.70157963,0.99061614,1.0824739,1.1064408,1.099162,1.2503163,1.0149692,1.0452424,0.8106916,1.0747004,0.6950655,1.2305559,0.51183707,1.0341226,1.2257614,1.0288934,0.84637725,0.7638711,1.1162324,0.9154764,1.309464,1.0717235,0.9947592,1.2003764,1.1176007,0.77309203,1.14338,1.1100484,1.0903821,0.97667557,1.2268124,0.9690705,1.0968676,0.9613514,1.0626866,1.239386,1.207701,0.74565107,1.1053944,1.0193014,1.273143,1.0179101,0.9653327,1.1033154,1.1095126,1.0200163,0.98852694,0.91963553,1.0757568,1.1492604,0.7185831,1.2643155,1.0580126,1.0298437,1.1399446,1.1095583,0.88950765,0.8666364,0.7837577,1.0244613,0.80086184,1.0898457,0.98008466,0.9892136,1.1337986,1.0965501,0.95010555,1.0570837,0.9056831,1.1168038,1.1502419,1.2211529,1.0468345,1.019386,1.1433458,1.3215914,0.9889296,0.6319,0.7622973,0.8666706,0.8556744,1.1563636,1.0519375,1.0526031,1.2268746,0.98516405,1.0502164,0.9958489,1.021444,0.9393883,1.1895459,0.8559531,1.1277757,1.2613244,0.92237985,0.99985105,0.9639034,0.97816324,0.90451276,0.93705034,0.76954347,1.0998696,0.8450347,1.1095538,0.79346097,0.8944547,0.7993444,1.1653972,0.0,1.1401733,1.0398223,1.1931744,1.0783856,1.0405217,1.2096682,0.95016897,0.8163,0.7775276,1.1607585,1.2855057,1.0688766,1.1206125,0.96813226,1.1498032,0.95835847,0.9787873,1.1980414,0.8653799
soap,1.6314564,0.7644911,0.6901061,1.0618873,1.6264181,0.68354154,0.87317437,1.2141604,0.77029574,1.2714484,1.0791526,1.5322533,0.37736583,1.1913782,1.6318455,1.1285474,1.5813485,0.91060394,0.29056966,0.6162833,1.1693654,0.802196,0.57496035,0.8097768,1.2058924,0.321805,1.0403308,0.65450084,1.2250841,1.1547823,0.4507606,0.64432734,1.4849938,1.3799479,0.85322905,1.2542474,0.7781563,1.056872,1.1966399,0.9633901,0.22572654,1.4551793,0.33138812,0.86823463,1.3022058,1.1647782,1.0404683,0.94012535,1.0842446,0.91199255,1.0277717,0.730988,0.544745,1.3867445,0.7510743,1.2566199,0.7110307,0.683663,0.9933098,1.2850817,0.6148359,0.9732994,1.2046214,1.4762232,0.36539233,1.3490789,1.0172627,0.8359056,1.2496214,1.2603464,1.4627396,0.562308,0.87324744,1.3766336,1.4964814,0.54809964,1.492973,0.79309064,0.8970461,0.51948917,0.28607488,1.2927313,1.1155449,1.5769885,1.2569913,0.92913437,1.1051698,0.39095432,0.9081912,0.4340688,0.6360876,0.7019794,1.0208588,1.3674803,1.5623124,1.3725152,1.1708348,0.3858937,0.44290805,0.4099759,0.6637401,0.32480395,1.0610119,0.7044856,0.8871771,1.0212519,0.81331587,1.2079147,0.59573257,0.59142685,1.1166985,1.3543963,1.2444286,1.394753,1.4382603,1.2242534,1.4909445,1.1583518,0.8365294,0.62319314,1.3752292,1.4191145,1.4322935,0.36470062,1.1401733,0.0,1.2128702,0.6600289,0.27932107,1.1496818,0.4983011,1.4485316,1.5263743,1.5663972,0.57053626,0.62663805,0.45753968,1.2421279,1.0390097,0.6969743,1.46992,1.2665778,0.5337053,1.10232
sock,0.9186122,0.64081645,1.2278819,0.94705683,0.7266209,1.1035185,1.0883704,0.8714992,1.0491767,1.0797487,1.0801105,0.9575979,1.0884804,0.9780076,0.7813407,1.0326529,0.8241902,1.1589488,1.1588612,1.1191032,0.98553777,1.1290298,1.1104338,0.99250585,0.8882574,1.1422181,1.2087392,1.1026235,1.0591267,0.93781966,1.0740176,1.0188496,1.1842585,1.0744559,1.0925714,0.71694744,1.0258778,0.85629004,0.98811644,0.7847588,1.2341224,1.0887295,1.1762049,0.8574063,0.9962183,1.0539527,0.96507245,1.0802526,0.90705085,0.79180247,1.0779263,0.9983578,1.204761,1.0326705,1.1263808,1.150527,0.8186145,1.0901425,1.0566514,0.41929,0.9511839,1.1526315,0.8609793,0.9526577,1.2068068,0.41013503,1.1000246,0.9573755,1.0965705,0.8450434,0.71955466,1.0472862,1.0310977,0.9741824,1.0118941,1.1688263,0.7813396,0.9787767,1.1217648,1.1785159,1.1544046,0.9487839,0.8218366,0.5649569,1.1032088,0.93412805,0.80396503,1.139884,0.6947323,1.0479728,0.9814866,1.167961,1.1230149,0.9005263,0.8469162,0.77829087,0.89695024,1.2373943,1.1291965,1.1650653,1.1093816,1.0802106,1.057448,1.1818628,1.2151146,1.1017172,1.0308523,0.8438411,1.0816311,1.0942874,1.128016,0.9460312,1.0545498,0.8978735,0.8559346,0.99670565,0.98604274,0.36056393,0.8243852,1.0584055,1.0963718,1.0597491,1.0563037,0.9347808,1.0398223,1.2128702,0.0,1.1151954,1.1926047,0.92641044,1.0722865,1.0058231,1.0079142,1.0472286,1.1335751,0.8355565,1.1119527,0.8444789,0.7697164,1.2453585,1.0617697,1.0299152,0.878049,1.025817
soup,1.2657974,0.99585146,0.65436304,0.87647676,1.3383985,0.8275955,0.81541073,0.79218996,0.77930075,0.97838205,1.0876706,1.2883185,0.9193666,1.061116,1.3885543,1.033333,1.3504575,0.93956614,0.82734376,0.56476116,0.9708086,0.62303716,0.8899114,0.83889484,0.9218369,0.8689982,1.1346427,0.6962554,1.3362463,1.1167445,0.7662944,0.72731775,1.3058611,1.3367212,0.72068566,1.0959331,0.4497825,0.6818655,1.1734201,0.6942313,0.7619501,1.3214142,0.7135367,0.9609965,0.91393775,1.0951273,1.0401376,1.1306369,1.1086074,1.0570502,0.9935362,1.0306497,0.68677443,1.181854,0.97379094,1.240855,1.0214484,0.8729302,1.0978479,1.0838859,0.77366054,0.6273751,1.1337218,1.1384511,0.95579225,1.1284838,1.0689564,0.8107258,1.3003243,1.0179714,1.2917852,0.807469,0.99320465,1.2229395,1.3758004,0.87678814,1.3966225,0.8786466,1.0252397,0.86702895,0.8592068,0.7430136,1.0139441,1.1997261,1.2390002,1.0520091,0.9847818,0.8323125,0.9531241,0.85802853,1.0825255,0.63538444,1.1560444,1.3210008,1.4251451,1.3323495,1.1067427,0.49338424,0.7939105,0.77356184,0.1306299,0.8144374,1.0254294,0.9364279,0.63426363,1.0403988,0.9102304,1.1567221,0.7648045,0.83256996,1.2387389,1.1961218,1.0438321,1.1311898,1.3740983,0.98571426,1.3912585,0.97759026,1.1669519,0.84349376,1.182529,1.1005954,1.114837,0.73373485,1.1931744,0.6600289,1.1151954,0.0,0.86498696,1.075448,0.87243015,1.24232,1.3704164,1.312689,0.5594108,0.96030766,0.9243762,1.2940903,1.036004,0.67441225,1.1045998,1.2612319,0.94437027,1.1686025
spoon,1.6159813,0.7979796,0.7329854,1.0413104,1.5298406,0.6306225,0.93731356,1.342975,0.8308139,1.2728055,1.0037761,1.5429866,0.42151874,1.4084034,1.589124,1.0913393,1.5545237,0.9236564,0.14327371,0.6809514,1.3268893,0.8137511,0.6595034,0.8094388,1.1834624,0.26242906,1.0476425,0.81727767,1.1164048,1.2297212,0.6824624,0.59100276,1.3363156,1.3406057,0.9724828,1.3242384,1.1321259,1.2422988,1.309928,1.1902313,0.19519222,1.4604535,0.25791144,0.8797823,1.3804362,1.0994532,1.0808072,0.8989515,0.9764554,0.9280081,1.1072816,0.78342074,0.5308771,1.3291994,0.96232384,1.2113738,0.73528135,0.7736028,1.0118221,1.291195,0.54664433,1.0375122,1.2033312,1.3905674,0.30340677,1.2709649,0.96211594,1.0272471,1.2030706,1.2696397,1.3956959,0.48320723,0.94035226,1.2506595,1.426737,0.39944303,1.4332334,0.5447594,0.905301,0.30598056,0.35277414,1.3802838,1.0860065,1.6007955,1.1998674,0.9581889,1.2525254,0.31700915,0.9515259,0.41903007,0.7186247,0.87863344,0.92205137,1.2785821,1.4933085,1.352323,1.1953223,0.668431,0.3530059,0.30205286,0.89994055,0.38848191,1.2028062,0.55640817,0.9472904,1.0113606,0.8213494,1.1605192,0.637943,0.65377414,1.0401138,1.3389812,1.2040658,1.3612993,1.3727674,1.0965962,1.401907,1.1438885,0.7898978,0.36122215,1.3167679,1.3465619,1.4318843,0.31825894,1.0783856,0.27932107,1.1926047,0.86498696,0.0,1.0182105,0.5273259,1.443542,1.4365246,1.507109,0.60518825,0.6314031,0.43458056,1.1571696,1.0345192,0.7483143,1.4622263,1.1315466,0.4030143,1.0801536
sprinkler,0.89475465,1.1273173,1.1445025,1.0833216,0.90350485,1.1122968,1.0565407,0.9534877,1.0138104,0.8520775,1.138886,0.9559743,1.1788589,1.0211694,0.99162364,0.9743598,0.9985057,1.1374174,1.0437969,1.1415374,1.0037973,1.0734295,1.0814958,1.0485352,1.072048,1.0687653,1.0880134,1.0988431,1.0664854,0.9839839,1.1972457,0.93011606,0.8189297,1.0142827,1.0967815,0.89753956,1.149282,1.0869384,1.0388662,0.9773928,1.1095638,0.9504784,1.0814936,0.9117175,0.9603163,0.9570495,1.0809922,0.895203,0.8349962,1.0641866,1.0237083,1.0346615,1.1198703,0.8923323,1.0654324,1.0564703,1.1121067,1.045096,1.024849,1.010133,0.986815,1.0702251,0.8985158,0.8374771,1.0974287,0.9464901,1.133838,1.1660166,1.0575972,0.9572712,0.9627807,1.0654814,0.9515615,0.66233194,0.974788,0.92200696,0.9982966,0.8319422,0.8014975,0.96515226,1.0963163,1.0411793,0.91963077,0.98575413,0.9318878,1.068058,0.96425444,1.1281002,0.95195115,0.98331195,1.1055902,1.1544429,0.92443156,1.0927403,1.0076022,1.0458596,1.0099574,1.1845632,1.0035661,0.9756178,1.1722827,1.1424048,1.151826,1.0054667,1.0293906,0.980134,1.0527302,0.961836,1.0135181,1.1327133,0.8334758,0.8353613,0.96012515,0.97034144,0.9719062,0.70898086,1.028801,1.0113181,1.1038891,0.8866372,0.93767256,0.777532,1.0420831,1.101486,1.0405217,1.1496818,0.92641044,1.075448,1.0182105,0.0,1.1173116,1.0159023,0.99971056,0.82946146,1.0658044,1.1315929,1.0213512,0.85484135,0.94523937,1.063569,0.84906185,0.6259228,1.0114663,0.91521955
strawberry,1.4804678,0.7831373,0.5035484,0.95238227,1.4263284,0.62750685,0.8389608,1.1257226,0.8785743,1.2170935,1.157647,1.470871,0.67819464,1.2642543,1.3855706,1.1617955,1.4466641,0.98690385,0.5596391,0.7902199,1.1580226,0.8189935,0.8909315,0.96015066,1.0766354,0.6462096,1.264256,0.72978455,1.2459908,1.283689,0.8090169,0.74899125,1.3142397,1.4049618,0.8037354,1.1398989,0.8664278,0.99079937,1.2926667,0.94705516,0.50259817,1.4344025,0.60559326,0.8986997,1.1107057,1.1735356,1.1051548,0.9729485,1.0873605,1.1127217,1.0152155,0.7475493,0.63544005,1.3128119,0.8668575,1.1000865,0.6329044,0.88963753,0.8761779,1.1011579,0.88945323,1.0112741,1.0079229,1.3218758,0.5432813,1.2277662,1.1418623,0.7389901,1.0867351,1.0711954,1.1578968,0.6774969,0.98668176,1.2929373,1.4110513,0.8076021,1.4086772,0.9380609,1.0315802,0.67613506,0.5253939,1.032875,1.1330737,1.2875792,1.1289366,0.6930517,0.9701833,0.42116672,1.0058542,0.65428543,0.59479034,0.69972384,1.1205486,1.307473,1.3875095,1.2873356,1.0953933,0.7641652,0.72464657,0.6621823,0.8613286,0.7769186,0.9643689,0.80438626,0.9311927,0.9100495,0.65762854,1.2207701,0.8916722,0.5187757,1.1836157,1.3309802,0.9131322,1.2056887,1.2284303,1.1445593,1.3015364,1.062824,0.90536296,0.79449916,1.3381596,1.2978756,1.2963065,0.5987981,1.2096682,0.4983011,1.0722865,0.87243015,0.5273259,1.1173116,0.0,1.2451482,1.4048908,1.435,0.7779,0.5910883,0.5124937,1.0850493,1.062699,0.7886886,1.292764,1.3167952,0.6221473,1.1545169
stroller,0.5976877,1.2081496,1.1468921,0.9230847,0.7234722,1.1445811,1.1117892,0.8078469,1.1043065,1.023362,1.0326709,0.6059296,1.2981989,0.73457205,0.5408317,1.0241829,0.5675606,0.9040917,1.4030428,1.2883397,0.79051906,1.2237293,1.1894275,1.0854518,0.99571174,1.3840058,0.84431934,1.1925954,0.9323597,0.7460022,1.2461466,1.371458,0.7586465,0.6624893,1.1987457,0.9806224,1.058437,1.0033183,0.7212163,1.1299293,1.405354,0.5993693,1.3671634,1.1718318,0.86262864,0.9591316,0.72413814,1.1004415,1.0885465,1.1381583,1.008218,1.1345112,1.3301613,0.83621883,1.1540047,0.8346467,1.1925521,1.2279062,0.7665243,0.8952446,1.340193,1.0072352,0.89959717,0.72613573,1.3303177,0.8466432,1.0616261,0.98151565,0.84206235,0.87329024,0.7811502,1.2707449,1.1199868,0.73707163,0.6692668,1.3396733,0.6091519,1.303461,1.0325674,1.3776717,1.3206213,0.82261515,1.0072305,0.60311055,0.7989698,1.0686996,0.9769701,1.3683269,1.1138617,1.307689,1.13712,1.1951398,1.0399837,0.75776964,0.60502833,0.68517184,0.832465,1.3257996,1.3841072,1.4053576,1.1893653,1.3753444,0.9372394,1.2256143,1.1562526,0.97249967,1.072375,0.8220351,1.3440824,1.2634242,1.0408307,0.729454,0.9181944,0.8294349,0.6516763,0.85203004,0.68196094,0.9077435,1.0213742,1.3719664,0.8468734,0.8333318,0.62920517,1.324963,0.95016897,1.4485316,1.0058231,1.24232,1.443542,1.0159023,1.2451482,0.0,0.6572558,0.5659971,1.2970763,1.2452972,1.3970121,0.7077081,0.9958915,0.89566255,0.6729194,0.8326749,1.2728804,1.0244906
sweater,0.48922467,1.156422,1.3108078,1.0510638,0.44960386,1.318161,1.199526,1.004732,1.2622026,0.86937153,0.9340105,0.45451236,1.3485912,0.86945313,0.3789389,1.028576,0.42075634,1.1301345,1.4340979,1.416509,1.0566041,1.3131664,1.2194171,1.2209418,1.0310231,1.3964434,0.89288914,1.3861303,0.56369877,0.840989,1.2963923,1.3613555,0.5389378,0.26029956,1.2704492,0.9800522,1.2931384,1.1417881,0.75805813,1.245097,1.5128195,0.6248827,1.4734831,1.133383,0.9980166,0.9449105,0.9651934,1.0279623,1.1537718,1.0601926,1.0557718,1.0828671,1.3623805,0.7569996,1.1320015,0.5126847,1.1605513,1.2694943,1.0579135,0.95347154,1.4454801,1.2221315,0.9748894,0.64182496,1.3088548,0.85736597,0.9962407,1.2908335,0.5041208,0.9697091,0.6464165,1.2282643,1.1240721,0.7604357,0.03295386,1.2945827,0.27894896,1.3185123,1.1438038,1.3672811,1.3864546,0.97034943,1.0195949,0.6701487,0.77125883,1.0779896,1.0240564,1.3675224,1.2035643,1.4295312,1.1971499,1.3075812,0.9881302,0.5982099,0.22984862,0.41367197,0.9375687,1.3987324,1.4641316,1.4454405,1.388616,1.353759,1.0891923,1.2172859,1.252402,1.1775484,1.237176,0.862582,1.3599198,1.3277212,0.8281868,0.78964174,1.0619074,0.8206948,0.48934776,1.0712941,0.12816322,1.0733016,0.94475675,1.3513974,0.51260334,0.78451407,0.6145541,1.4448757,0.8163,1.5263743,1.0079142,1.3704164,1.4365246,0.99971056,1.4048908,0.6572558,0.0,0.5281272,1.4587553,1.187268,1.332446,0.8590965,1.0944088,1.4081327,0.79183114,0.81794333,1.3310194,0.8920653
table,0.4721763,1.4223294,1.3352942,1.1160783,0.46805823,1.3407695,1.105276,0.91789484,1.1686894,0.6305436,1.0307713,0.32659614,1.4016088,0.6139763,0.45431137,1.0053953,0.4183159,0.71778226,1.488619,1.1996343,0.58097726,1.3254682,1.2148944,1.0427748,1.0610403,1.3781387,0.74901843,1.399878,0.8072777,0.6215692,1.4193879,1.2471936,0.4271909,0.6661551,1.1535139,0.8225113,1.1649402,0.9461021,0.63422185,1.1971872,1.5016973,0.31840253,1.4046397,1.3085611,0.78204787,0.9422456,1.076027,0.9145029,0.95204735,1.2284504,1.0509591,1.3211536,1.4298892,0.81862426,1.1554362,0.86551833,1.4173044,1.3107225,0.95007765,1.0270599,1.358768,1.2098972,0.98811716,0.55536556,1.4002867,1.0154173,1.04937,1.2187293,0.891107,0.8363308,0.7687992,1.3799497,1.195831,0.6714475,0.5114009,1.3379169,0.5857633,1.2460577,0.8693962,1.2268951,1.3989494,0.8431901,0.9498653,0.78598195,0.6420109,1.2712765,1.051929,1.5661869,1.116005,1.3530362,1.4161006,1.3114333,0.8455659,0.65006626,0.50318116,0.7473741,0.70368147,1.421879,1.3917336,1.3573687,1.3618547,1.3767959,0.99454665,1.2047416,0.892741,1.0958987,1.2440753,0.85640764,1.2015815,1.4411681,0.6971204,0.7501391,0.9907779,0.78843445,0.8001384,0.6999013,0.5658039,1.0920048,1.2004224,1.3750348,0.619541,0.45720148,0.49769032,1.5165821,0.7775276,1.5663972,1.0472286,1.312689,1.507109,0.82946146,1.435,0.5659971,0.5281272,0.0,1.2945142,1.4859366,1.4336097,0.74421513,0.9978729,1.0844617,0.40077674,0.67541397,1.5359347,0.7755034
tape,1.4938132,1.0079492,0.6437446,0.9248965,1.4781864,0.4367578,0.4995489,0.9633569,0.8700956,1.0908939,1.1421767,1.3362906,0.71343017,1.0941498,1.4457669,0.91395897,1.426581,0.77171105,0.47291005,0.30154657,0.89367306,0.6471673,1.0270705,0.5929875,1.0260336,0.5724884,1.0108523,0.7280971,1.3949845,1.1701747,0.89591455,0.32012057,1.2685606,1.4293947,0.5139278,1.2406919,0.6749021,0.9328497,1.1437879,1.0730518,0.5178483,1.3428235,0.34230745,1.1719195,0.8453813,1.0651461,1.0411959,1.0728226,0.90761954,1.1200972,0.96867204,1.0731189,0.44819498,1.2352338,1.0478567,1.2212485,1.0835216,0.844267,0.94369507,1.3228189,0.79209924,0.8423818,1.3273451,1.1779199,0.82261467,1.1937561,1.1025885,0.5926028,1.336248,1.0127968,1.3857745,0.40952432,1.2063028,1.3148375,1.4525564,0.73685193,1.526253,0.85951024,0.99625355,0.5709866,0.77255994,1.1236773,0.9964602,1.4475203,1.1860111,1.0908524,1.2191952,0.6378633,1.0132225,0.80526376,1.0183741,0.61916006,1.0674629,1.2743107,1.4855424,1.5713303,1.0599464,0.62409526,0.6285486,0.60299647,0.6356358,0.65001583,0.98588705,0.76781726,0.5771673,0.9984371,0.7690006,1.0560637,0.7149829,0.65372777,1.1136551,1.2489333,1.1248753,1.1608071,1.5466795,0.9500845,1.4661233,1.1284733,1.2061833,0.7599372,1.2269948,1.0315758,1.1726576,0.68100727,1.1607585,0.57053626,1.1335751,0.5594108,0.60518825,1.0658044,0.7779,1.2970763,1.4587553,1.2945142,0.0,1.0033939,0.88147163,1.1870341,1.0272897,0.3910712,1.0176998,1.2266481,0.8737775,1.1465967
toe,1.2861158,0.24801856,0.7138845,0.8855394,1.1440095,0.78524786,1.0176024,1.0461408,1.1094646,1.3120677,1.0879121,1.3868204,0.7390852,1.298042,1.1696308,1.2677691,1.3591944,1.1545262,0.7507758,1.0553654,1.2893176,0.7544881,0.90467453,1.0919697,1.1178645,0.8962767,1.204161,0.72930396,1.1575607,1.2446841,0.5612674,1.1003009,1.362581,1.2116294,1.023957,1.2492222,0.9917252,1.2331946,1.2824926,0.83009017,0.63607657,1.5154771,0.80381227,0.62716913,1.3132813,1.1978407,0.8825687,1.2132777,1.136945,0.8903921,1.1233084,0.351444,0.6584966,1.2052999,0.8764723,0.94097906,0.07447165,0.84106857,1.2674268,0.7328484,0.90681857,1.12726,0.9583642,1.3330426,0.47890687,0.7822327,1.0929289,0.7654166,0.82545555,1.2141079,0.7238683,0.80123377,0.88532406,1.2593877,1.2033434,0.9283262,1.1250362,0.71322125,1.2300389,1.0377551,0.65850645,1.2008189,1.1655377,0.9700607,1.2156372,0.4906791,0.9836695,0.24767673,1.1885071,0.8406226,0.35971725,0.81573427,1.2523929,1.2389557,1.1994059,1.008964,1.2569342,0.7995645,0.86174023,0.83230585,0.8639725,0.8615587,1.0503082,1.1127431,1.2225446,1.0618298,0.777223,1.1964629,1.0404828,0.4314536,1.3394899,1.2464757,1.0924081,1.3327286,1.1211087,1.2945997,1.1202087,0.73454136,0.717822,0.5957548,1.3404243,1.3705709,1.2807066,0.44801205,1.2855057,0.62663805,0.8355565,0.96030766,0.6314031,1.1315929,0.5910883,1.2452972,1.187268,1.4859366,1.0033939,0.0,0.4999476,0.9486497,1.2916849,1.0728853,1.4197042,1.3226131,0.26257342,1.1977819
tooth,1.3651094,0.70745444,0.7740437,1.0070255,1.3434877,0.9074998,0.9574961,1.2355124,1.0797644,1.1697321,1.005333,1.340193,0.37626815,1.2481198,1.4024881,1.1695226,1.4006959,1.0065538,0.58236223,0.90456206,1.3258373,0.9504924,0.74389094,1.0943285,1.0665721,0.66245997,0.9568569,0.7409564,1.0475516,1.2102715,0.6604448,0.9762123,1.3246233,1.2571554,1.0298902,1.0528204,1.0152897,1.2053672,1.2325187,0.9624755,0.3049541,1.4063249,0.62809217,0.8971386,1.3262706,1.2292011,1.1794604,1.084811,1.1165845,1.0440117,1.1428922,0.6733115,0.7236953,1.1679825,0.5728998,1.1365826,0.49569672,0.5104105,1.1622114,1.1109778,0.7596496,1.0833769,0.9870737,1.3603668,0.24151778,1.2152977,1.00827,0.90488744,1.11731,1.2928163,1.1377319,0.86497796,0.6658928,1.1593572,1.3136029,0.8886235,1.274897,0.68790555,1.1232969,0.7768658,0.5445426,1.2824401,1.1973919,1.2752317,1.209851,0.62001514,1.1152731,0.32014775,1.1591907,0.5464081,0.6154842,0.9616643,1.0859677,1.2586515,1.3564079,1.1692444,1.2281007,0.7078205,0.5011285,0.4394381,0.84025013,0.56582624,1.0896591,1.024773,0.97943735,0.92934227,0.9794058,1.3163248,0.8221313,0.5606952,1.2232257,1.1991699,0.9571562,1.3101969,1.1899028,1.1191881,1.2537664,1.0638275,0.6844946,0.64105743,1.2765026,1.2415555,1.2987213,0.39107603,1.0688766,0.45753968,1.1119527,0.9243762,0.43458056,1.0213512,0.5124937,1.3970121,1.332446,1.4336097,0.88147163,0.4999476,0.0,1.0416467,1.2644547,1.0593786,1.4283428,1.1647503,0.3923906,1.0568643
toothbrush,0.7490181,1.02595,1.04282,0.93466324,0.5716631,1.1206238,1.0864526,0.61382943,1.1933588,1.0199305,1.2201148,0.8696281,1.1652586,0.9324404,0.58617115,1.0319879,0.80267006,0.85999346,1.1471834,1.2157241,0.8476148,1.2335927,1.1634448,1.0807925,1.0390044,1.2418619,1.0359018,0.98619187,1.1131423,1.028736,1.2177831,1.3055013,0.8747289,0.9648948,1.1897473,0.82408607,1.127577,0.9406251,1.0127059,0.93951726,1.0576243,0.92442584,1.1453905,1.0956206,0.89273685,1.1184796,0.86049753,1.073244,1.1132945,1.1511475,1.0496058,0.9159013,1.2695668,1.0446496,1.1533473,0.90083694,0.838681,0.973509,0.86714506,0.8221258,1.066926,1.1191573,0.9679092,0.7706616,1.1139623,0.6525438,1.205288,0.71747774,0.8891242,0.78219986,0.4117967,1.2350999,1.2204732,0.922285,0.8520417,1.1367208,0.79081404,0.9075688,1.0093751,1.2815089,1.097374,0.8510378,0.9859576,0.5512482,0.97384614,0.9119529,1.0446385,1.124987,1.0541027,1.1507175,0.9611249,1.0923771,1.1483129,1.0195172,0.725407,0.8979916,0.97703946,1.3582389,1.1353335,1.0784136,1.2122785,1.3341327,0.9635537,1.2085172,1.0248176,1.1352777,0.98173666,0.85401666,1.2526438,1.1980591,1.0735533,0.96049917,1.0756589,0.9473529,0.79945767,0.66513646,0.79179955,0.9081665,0.90409744,1.0304033,0.9203734,0.81419814,0.858193,1.1870356,1.1206125,1.2421279,0.8444789,1.2940903,1.1571696,0.85484135,1.0850493,0.7077081,0.8590965,0.74421513,1.1870341,0.9486497,1.0416467,0.0,1.0204651,0.97284526,0.71019715,0.86275524,1.0346799,1.027895
towel,1.0907695,1.152993,1.2672567,1.1546385,1.0445468,1.187532,1.1575202,1.039613,0.31650007,0.9431995,1.1553788,0.9095799,1.0462736,0.7790556,0.9528773,1.0782046,0.73655814,1.0687323,0.973906,0.8878823,0.83884585,0.9390139,0.8804841,0.8088193,1.089889,0.8504513,1.2164652,1.0762967,1.1125625,0.8018392,1.125846,0.95265067,1.0689363,1.0212209,1.1448352,0.7874241,1.0598776,0.76690495,0.8067596,0.8155191,1.1074133,0.79486287,0.9923281,0.97199446,0.837902,1.0365751,1.0201209,0.8394977,0.8933231,0.7721806,1.1025562,1.1530758,1.2555877,1.1844308,1.1784891,1.2829636,1.2777729,1.2409581,0.8804733,0.9571523,0.90655917,1.1296058,1.097029,1.0109296,1.2321911,0.85478616,1.1101655,1.1831992,1.2494698,0.7115882,1.1777873,1.0480894,1.1723413,1.0530326,1.0543375,0.8190133,0.9225974,1.0339929,0.7291197,0.9649943,1.0196639,0.92144585,0.9877584,0.966987,1.1222962,1.1944885,0.5895735,1.3181399,0.098064065,0.906888,1.1417251,1.126704,0.8029694,0.9371739,0.90603244,0.9066892,0.93009734,1.1124519,1.046154,1.0705304,1.1166688,0.88840014,0.8915931,0.8628658,0.9949566,1.2004457,0.9501601,0.71598816,0.99021316,1.3708398,0.82644904,1.0603038,1.2311897,0.6046684,0.86071587,1.046761,1.0805472,0.9132016,0.9255038,1.0253215,0.9981303,0.92073107,0.95938915,1.0757666,0.96813226,1.0390097,0.7697164,1.036004,1.0345192,0.94523937,1.062699,0.9958915,1.0944088,0.9978729,1.0272897,1.2916849,1.2644547,1.0204651,0.0,1.0352495,0.8677514,0.9552275,1.1297865,0.89833015
