,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
jacket,0.4804349,1.1821635,1.3473544,1.0630543,0.46517193,1.3346332,1.213841,1.034097,1.2283274,0.85885036,0.9075682,0.4234004,1.3367403,0.8342758,0.3923136,1.0352418,0.38241708,1.11378,1.420208,1.4317147,1.047821,1.3112589,1.2042754,1.2132018,1.0173911,1.3844535,0.8867239,1.3981092,0.5515468,0.8272646,1.3063793,1.3526695,0.52670115,0.24970937,1.2831719,0.9730536,1.297366,1.1476265,0.741681,1.258163,1.4867159,0.58865505,1.4592528,1.1398503,1.0154475,0.97960836,0.98710614,1.0199465,1.1592242,1.0420691,1.0613723,1.0849277,1.3761591,0.77457565,1.1282098,0.56225795,1.1697135,1.2592044,1.0439683,0.9695322,1.4486827,1.2204744,0.966719,0.645018,1.2943958,0.86359,0.9631197,1.2978545,0.5628394,0.9680804,0.6801896,1.2042506,1.136058,0.7414402,0.0,1.2847072,0.2699138,1.314152,1.1175928,1.368013,1.3626451,0.9938491,1.0286534,0.6771151,0.76990724,1.1205924,1.0173887,1.3612418,1.1757015,1.4037755,1.2307478,1.3363403,0.9686742,0.5688067,0.25794017,0.4172483,0.94356024,1.3914797,1.4467503,1.4260252,1.3858407,1.3359956,1.0963422,1.2149999,1.2694694,1.2085637,1.2436411,0.8272855,1.3615108,1.337925,0.83327556,0.81008774,1.0846801,0.83265066,0.48955363,1.0449555,0.17018926,1.0501251,0.9395559,1.3516188,0.54470587,0.78563523,0.5985323,1.4250591,0.7837577,1.4964814,1.0118941,1.3758004,1.426737,0.974788,1.4110513,0.6692668,0.03295386,0.5114009,1.4525564,1.2033434,1.3136029,0.8520417,1.0543375,1.4009061,0.79222727,0.80140233,1.3320146,0.87445194
jar,1.4870455,1.0094523,0.884726,1.0128489,1.3922224,0.72527826,1.0473998,1.2091461,0.5657,1.2319733,1.1033454,1.4750092,0.79239416,1.2224222,1.4717852,1.0301211,1.4525301,0.9183961,0.27330732,0.76269895,1.1231754,0.8868319,0.6110243,0.67085004,1.1894546,0.4325449,1.0836301,0.9210506,1.1613066,1.1368271,0.8649269,0.650001,1.1982371,1.1991717,0.97571474,1.1541053,1.1164714,1.1149992,1.208102,1.0788223,0.58184904,1.1915879,0.3786239,0.7894315,1.184808,0.9879164,0.9906475,0.7383486,0.9770939,0.77805555,1.0044944,0.8319229,0.7375438,1.2701931,1.1758884,1.172539,1.0197446,1.0110347,0.9208297,1.282174,0.63545114,1.0150748,1.1565956,1.1266474,0.82524395,1.2110403,1.060836,1.0581316,1.1818367,1.1369133,1.3632573,0.6649997,1.0317438,1.2185391,1.2847072,0.0,1.3045807,0.6708602,0.67051554,0.4821391,0.6337282,1.2796285,0.91964865,1.4903386,1.1345195,1.1283214,1.1139516,0.7326741,0.76465464,0.65939605,1.0193986,0.9360264,0.8326897,1.2693335,1.3369331,1.2346473,1.1208624,0.8971695,0.6473131,0.60495293,0.9892835,0.6846787,1.2266762,0.47813284,1.0596362,1.038073,0.8468496,0.90633285,0.5937779,0.92601573,0.82104087,1.1966137,1.1869047,1.2232394,1.2565747,1.083966,1.3079007,1.1290636,0.9777598,0.51551634,1.1369509,1.3011103,1.4446771,0.6627406,1.0244613,0.54809964,1.1688263,0.87678814,0.39944303,0.92200696,0.8076021,1.3396733,1.2945827,1.3379169,0.73685193,0.9283262,0.8886235,1.1367208,0.8190133,0.7346324,1.302054,1.0063167,0.7795473,1.0470421
jeans,0.55702376,0.9912388,1.4085077,1.1212693,0.46053243,1.4028519,1.2366344,1.0390664,1.2093841,0.9100463,0.8680903,0.36325753,1.1276019,0.6212974,0.38759685,1.1385866,0.2854457,1.1730092,1.4318781,1.4727567,1.0069169,1.3616023,0.9837521,1.2347114,1.0472677,1.3064739,0.79926896,1.3935099,0.48086327,0.59535784,1.2115418,1.4574481,0.7403021,0.32724458,1.3209498,0.8807729,1.2524381,1.1657546,0.5786393,1.1889313,1.4528999,0.57272685,1.5054924,1.0710263,1.0819157,1.0376334,0.9785939,0.99756557,1.145223,0.93362266,1.1955187,1.0826371,1.5108845,0.8221623,1.0133375,0.85535574,1.0599082,1.1957045,1.1293857,0.76714206,1.391913,1.3307265,0.96846855,0.7279918,1.2581917,0.7186289,0.91209567,1.3102112,0.7650611,0.94541764,0.6212379,1.327826,1.004241,0.6562128,0.2699138,1.3045807,0.0,1.251669,1.0836002,1.4812031,1.3124996,1.0241278,1.0725944,0.5354644,0.8648929,1.0536667,0.9651125,1.3955841,1.0371368,1.2366451,1.1357774,1.4101582,0.8751156,0.53782016,0.29169786,0.14825922,1.033438,1.4029036,1.3822888,1.4145013,1.3567293,1.2209946,1.0653026,1.2840765,1.3502034,1.239805,1.2056465,0.7803296,1.3517694,1.3173722,0.9138961,0.7840129,1.1361336,0.84665847,0.41834152,1.0623596,0.38359034,0.8582742,0.63636124,1.3393778,0.7617047,0.8716507,0.5998952,1.2902544,0.80086184,1.492973,0.7813396,1.3966225,1.4332334,0.9982966,1.4086772,0.6091519,0.27894896,0.5857633,1.526253,1.1250362,1.274897,0.79081404,0.9225974,1.4896711,0.9100765,0.74368346,1.2127895,0.91837704
knife,1.3259461,0.727338,0.96236247,0.89107245,1.1740459,0.98153174,1.0594454,1.0851823,0.914187,1.0458369,1.0380296,1.3418188,0.7567334,1.1653646,1.3597963,1.0717082,1.342031,0.9685229,0.73407507,0.90757555,1.1152339,0.77939105,0.7088619,0.8611364,1.072218,0.7745603,0.95821244,0.70200825,1.1645932,1.018452,0.78458697,0.9023385,1.2370635,1.2866437,1.0488847,1.021405,1.0976369,1.1662221,1.1808012,0.92622983,0.6199802,1.2760346,0.74715424,0.869751,1.2129841,1.1602786,0.9741085,1.0004671,0.8246601,0.8423896,1.1585096,0.9025614,0.83032465,1.235378,1.007387,1.2500277,0.6578348,0.8779743,1.1630197,1.0846204,0.37836176,1.0217955,1.1097233,1.1341631,0.7574045,0.9483702,1.0040853,0.9685975,1.1863898,1.2102884,1.0056015,0.771729,0.9348758,0.96237993,1.314152,0.6708602,1.251669,0.0,0.8276455,0.77950644,0.8629122,1.2221664,1.0016757,1.2607207,1.2309002,0.8752962,1.1248827,0.71514106,0.9260976,0.60507894,0.82066774,0.93179655,0.900785,1.2594631,1.3546679,1.2303913,1.2289993,0.8752032,0.5393425,0.5571531,0.85914326,0.81962156,1.1174498,0.85475457,0.99475265,1.0276525,0.8953089,1.0640278,0.6876341,0.9082186,1.0744616,1.2381618,1.07632,1.288985,1.2058803,0.7407975,1.3121909,0.9050023,0.8834982,0.09602225,1.3028814,1.131612,1.2852079,0.59640896,1.0898457,0.79309064,0.9787767,0.8786466,0.5447594,0.8319422,0.9380609,1.303461,1.3185123,1.2460577,0.85951024,0.71322125,0.68790555,0.9075688,1.0339929,0.9018187,1.250265,0.8912673,0.4974509,1.0408804
ladder,1.2598392,1.1626055,1.2324493,1.1416734,1.1837333,1.1937032,1.0976237,1.2151483,0.6840491,0.9706204,1.2161113,1.0907689,1.0140581,0.75686777,1.2285992,0.9830409,1.1067258,0.9649234,0.8806174,0.9539771,0.67080575,1.1582999,0.71807694,0.7749455,1.0861964,0.73516166,1.0648975,1.0791162,1.0357404,0.7025157,0.97923833,0.8578598,0.8663472,1.0679516,1.0019867,0.8970663,1.0708625,1.0598059,0.8325314,0.9700491,0.9704061,0.68227476,0.8959194,0.90550214,1.0227048,0.96350414,1.0728438,0.44916874,0.68459237,0.8686599,1.0240119,1.1203274,1.1941241,1.1737121,1.0734763,1.1909168,1.2140294,1.1543124,0.9450741,1.1312557,0.7632438,1.0740278,1.0912794,1.0271102,1.1089386,1.2495646,1.1575749,1.1786879,1.1730156,1.0611136,1.2538046,0.9622591,1.0212339,0.8648373,1.1175928,0.67051554,1.0836002,0.8276455,0.0,0.6582492,0.90689856,1.1690681,0.86334485,1.2954713,1.0020334,1.1629806,1.0095235,1.2163575,0.6979496,0.77106273,1.0621251,1.1426591,0.6728907,1.1676095,1.1577841,1.0522032,0.8442081,1.103731,0.86057043,0.8729122,1.1421475,0.90100354,1.1926033,0.7688878,1.1123179,1.0470988,1.1292795,0.7878336,0.656014,1.233256,0.5391195,1.057474,1.092928,1.026968,1.0173637,0.79360235,1.151901,1.0887846,1.0595214,0.87602156,1.023309,1.0786512,1.1670094,1.0534682,0.98008466,0.8970461,1.1217648,1.0252397,0.905301,0.8014975,1.0315802,1.0325674,1.1438038,0.8693962,0.99625355,1.2300389,1.1232969,1.0093751,0.7291197,0.9314833,1.0649219,0.6457584,1.1417259,0.8200716
lamp,1.5532717,1.097148,0.87475324,1.0661705,1.4980712,0.7014027,0.87127954,1.3651237,0.80490535,1.1290873,1.1081613,1.4289286,0.6368673,1.3096671,1.5700147,0.88761103,1.4849577,0.87469715,0.32785165,0.6477246,1.0988133,0.95941025,0.799386,0.74872124,1.0348738,0.33088,1.0536144,0.9439015,1.1605457,1.1434007,0.8845483,0.38721144,1.0962609,1.3371445,0.8303325,1.2162796,1.1357508,1.1094165,1.2037444,1.2205573,0.46096903,1.223632,0.39254975,0.948291,1.1569048,0.985858,1.1512252,0.6996358,0.7473605,1.066882,0.9888598,1.0503709,0.6689381,1.2613552,1.0583761,1.1834815,1.1379168,0.92278016,0.80989486,1.3448865,0.5858276,0.88392377,1.210599,1.2609229,0.652113,1.4158044,1.0517547,1.0755517,1.2683511,1.1385552,1.5210676,0.5674537,1.0524812,1.1206279,1.368013,0.4821391,1.4812031,0.77950644,0.6582492,0.0,0.557765,1.3099263,0.93251634,1.6966276,1.0293937,1.1748112,1.289022,0.7236786,0.9185132,0.51135707,1.003096,0.937258,0.8280128,1.2642146,1.450269,1.4380594,0.9067204,0.78439355,0.41542864,0.4044872,0.9968486,0.5084227,1.2446055,0.45572078,0.871506,0.90418994,0.90996945,1.0115216,0.54154354,0.8555385,0.80617785,1.2981192,1.0387524,1.1972396,1.4713775,0.84732443,1.3627754,1.2208519,1.1081953,0.6673843,1.1647934,1.1881037,1.3362303,0.66631305,0.9892136,0.51948917,1.1785159,0.86702895,0.30598056,0.96515226,0.67613506,1.3776717,1.3672811,1.2268951,0.5709866,1.0377551,0.7768658,1.2815089,0.9649943,0.66792154,1.2564633,0.96538866,0.8309723,0.9265009
leg,1.5156901,0.8002905,0.83710283,1.1239815,1.4672174,0.8332302,0.9727764,1.2780423,0.8174026,1.2652295,1.115129,1.3940023,0.40987694,1.1693873,1.4672965,1.195982,1.4199815,0.9616811,0.4084804,0.79766536,1.1606783,0.90246975,0.62647057,0.87937844,1.2083546,0.31074965,1.0648541,0.8575685,1.1324432,1.103449,0.70279706,0.77742743,1.2909502,1.2745807,0.92158794,1.1869627,0.9333732,1.0982913,1.130297,1.0979459,0.34482348,1.3149557,0.47195566,0.84091914,1.3167971,1.1461102,1.1772716,0.8532868,1.0276024,1.001693,1.1282879,0.72814405,0.7201284,1.3508929,0.7020999,1.18052,0.72269034,0.826947,1.0678421,1.2037882,0.7187945,1.1396405,1.0919671,1.3745015,0.36364055,1.3240047,1.0666894,1.028095,1.1821364,1.1770158,1.3351617,0.6863779,0.9389664,1.2660272,1.3626451,0.6337282,1.3124996,0.8629122,0.90689856,0.557765,0.0,1.2501193,1.1090736,1.4574535,1.1464047,0.9264181,1.1016827,0.49175018,0.9586302,0.40610474,0.6667553,0.9254725,0.8361269,1.2906153,1.400666,1.1962872,1.1040733,0.6376746,0.5141058,0.51065415,0.85526633,0.49475205,1.1052576,0.7762462,0.996521,1.0525101,0.9005352,1.1428713,0.68481696,0.6408868,1.048998,1.3100873,1.222465,1.2523134,1.3404849,1.1630158,1.3400015,1.0855426,0.82016194,0.7499748,1.2793012,1.3147529,1.3525012,0.45422053,1.1337986,0.28607488,1.1544046,0.8592068,0.35277414,1.0963163,0.5253939,1.3206213,1.3864546,1.3989494,0.77255994,0.65850645,0.5445426,1.097374,1.0196639,0.87075055,1.368456,1.1257864,0.5575303,1.0470551
melon,0.72189236,1.2260323,0.7824704,0.8640691,0.79839575,1.0764328,0.88927454,0.41858196,1.0154777,0.7179863,1.0253683,0.8462595,1.3906386,0.9096764,0.7677075,0.95329034,0.83215463,1.0068425,1.3693423,0.99629736,0.89490736,0.96413195,1.2556846,1.1844047,0.9149089,1.387784,1.1624837,0.9407876,1.1492674,1.1036375,1.201076,1.1582612,0.9293878,1.0579114,0.9977598,0.75647146,0.77282274,0.3817711,1.0378141,0.69920707,1.306674,1.0140508,1.3158393,1.0548617,0.6611691,1.0266422,1.1415305,1.2280822,1.129409,1.2023792,0.9175519,1.1810895,1.1224695,0.9550167,1.182876,0.920219,1.1561275,1.1089097,0.928362,0.8904635,1.0942918,0.76032907,0.91821694,0.8952076,1.3494586,0.88790846,1.0486323,0.918987,0.98354304,0.6587889,0.81598616,1.3061717,1.2244623,1.046786,0.9938491,1.2796285,1.0241278,1.2221664,1.1690681,1.3099263,1.2501193,0.0,0.9943324,0.68633133,0.9959943,1.0327932,0.82685494,1.2978455,0.95549864,1.3108981,1.2125474,0.81220263,1.1541845,1.0460818,0.91590744,1.0801522,0.98325515,1.0751977,1.2539498,1.22487,0.6888946,1.3259879,0.81706023,1.0897336,0.66859967,1.0907224,0.983423,1.0865546,1.2384626,1.2231354,1.146443,0.991561,0.9618778,0.75581217,0.97143906,0.9005148,0.9499603,1.0136884,1.2665637,1.3154383,0.8732354,0.7383682,0.6747298,1.3513663,1.0965501,1.2927313,0.9487839,0.7430136,1.3802838,1.0411793,1.032875,0.82261515,0.97034943,0.8431901,1.1236773,1.2008189,1.2824401,0.8510378,0.92144585,0.9632108,0.66477203,1.1124606,1.3412592,1.0324318
milk,1.0251352,1.0988438,1.0820179,0.966415,0.9648853,0.9902947,1.0160612,0.97701013,1.0591983,0.9462348,1.0857034,1.0936471,1.125316,1.0158653,1.0158973,0.8414496,1.1006659,0.94843286,0.95057744,0.939673,0.9204404,1.1057682,1.0375694,0.82833415,0.91468465,1.0133034,1.1296856,1.1086646,1.1051204,0.9957459,1.0930024,0.8516887,0.9590979,1.0683513,1.0204847,0.9588374,1.0379516,1.0194913,1.0195862,1.0300797,1.1613798,0.9773933,0.9732248,0.97337663,0.887544,0.9179665,0.9977266,0.8360909,0.8717466,0.87079525,0.8791789,1.1658645,1.0554898,1.0444446,1.1516482,0.98886204,1.166093,1.1044462,0.94735515,0.9161536,0.9781462,0.9919493,0.9642499,0.83041465,1.2314432,0.9749834,1.0647302,1.0019482,1.005708,1.0017917,1.0385145,0.9905712,1.0294986,0.9801907,1.0286534,0.91964865,1.0725944,1.0016757,0.86334485,0.93251634,1.1090736,0.9943324,0.0,1.0166235,0.9327476,1.1816714,1.0751632,1.2363175,0.9254625,1.088556,1.182982,1.0364945,1.0293525,1.096238,1.0565443,1.0980223,0.758826,1.1672539,1.0538372,1.0702482,1.1128075,1.0798463,1.120408,0.95014393,1.0022272,0.9946951,1.1101424,0.80799735,0.86294127,1.2200868,0.9082434,0.9522113,0.95228744,1.0040281,1.0683779,0.9309854,1.0467674,0.83086896,1.1477077,1.0326617,0.9112683,0.9522297,1.1191688,1.1125363,0.95010555,1.1155449,0.8218366,1.0139441,1.0860065,0.91963077,1.1330737,1.0072305,1.0195949,0.9498653,0.9964602,1.1655377,1.1973919,0.9859576,0.9877584,0.9666362,0.9408076,0.8627273,1.1749022,1.0515045
mitten,0.41598457,0.9293574,1.1613061,0.8912692,0.41881138,1.2233697,1.1844273,0.60086167,1.2180189,0.9750227,0.9912508,0.60004085,1.4032571,0.79356337,0.38686156,1.0045959,0.5049918,1.1779637,1.5957615,1.4733675,0.9336215,1.1682844,1.3360561,1.3356471,0.86583024,1.6572521,1.0905961,1.1302638,0.8971541,0.89546806,1.1986115,1.5115588,0.9153473,0.7076396,1.2127105,0.7568373,0.933522,0.8582652,0.8647941,0.7577497,1.5487998,0.83726716,1.5982637,0.9757831,0.8457472,0.9911978,0.7543917,1.308223,1.227225,0.98582387,1.0137514,1.006584,1.371853,0.7856227,1.100739,0.8727735,0.90731806,1.0414155,1.076517,0.35832572,1.3814324,0.96658313,0.76890635,0.733094,1.4093373,0.2751087,1.0454228,0.8860229,0.8208276,0.71682334,0.39610946,1.4122479,1.0127512,0.8726332,0.6771151,1.4903386,0.5354644,1.2607207,1.2954713,1.6966276,1.4574535,0.68633133,1.0166235,0.0,0.9864007,0.88849056,0.722467,1.3202513,1.0326048,1.4392052,1.0643677,1.152377,1.2548872,0.7513777,0.534415,0.599765,1.016701,1.3774073,1.5503869,1.5704417,1.0751656,1.4764973,0.8582411,1.4465342,1.2314214,1.1006589,1.0705785,0.8720457,1.4995906,1.2150022,1.2247972,0.7005539,0.8930882,0.72282445,0.51647496,1.0007851,0.6518776,0.58864504,0.88125193,1.3634524,0.8318799,0.8820058,0.64196646,1.3131503,1.0570837,1.5769885,0.5649569,1.1997261,1.6007955,0.98575413,1.2875792,0.60311055,0.6701487,0.78598195,1.4475203,0.9700607,1.2752317,0.5512482,0.966987,1.275043,0.7845943,1.0085967,1.175591,1.0868071
motorcycle,0.7915874,1.1676414,1.0813581,1.091423,0.7737796,1.0856253,1.0410192,1.0401453,1.1471564,0.8868203,0.9501047,0.75757265,1.2245523,0.9609723,0.8329443,0.9595693,0.8184945,0.97828573,1.1740396,1.2041155,0.99760395,1.1495836,1.2471117,1.1253847,1.0543895,1.1653197,0.86706567,1.25264,0.8835263,0.93011737,1.3056381,1.0842279,0.6180158,0.82020247,1.0519542,1.0420729,1.1590409,1.0536172,0.90352577,1.2581906,1.2386421,0.7268226,1.1961151,1.1568131,1.0144529,0.9373249,1.1489004,0.92318463,1.0156301,1.1620771,0.9126948,1.0914552,1.1356316,0.909606,1.0742283,0.83939826,1.2388589,1.2195889,0.9721769,1.0916326,1.3101017,1.1465365,1.0183859,0.8466073,1.1178688,1.1590776,0.95319784,1.2370884,0.8598854,0.92290473,0.99825203,1.1610656,1.1565709,0.74900854,0.76990724,1.1345195,0.8648929,1.2309002,1.0020334,1.0293937,1.1464047,0.9959943,0.9327476,0.9864007,0.0,1.0708325,1.0595117,1.1827052,1.214415,1.2092965,1.1552068,1.1055087,0.90673125,0.9057523,0.797606,0.92839444,0.90516573,1.1948056,1.2233417,1.1972367,1.3105023,1.2592205,0.9993739,1.0182734,1.0819162,1.033291,1.0419182,0.97066456,1.1349773,1.121655,0.7750715,0.8927867,0.95716476,0.90483034,0.9414797,0.86582637,0.7843554,1.1170056,1.1908145,1.2476044,0.7830429,0.82751024,0.85198224,1.2956682,0.9056831,1.2569913,1.1032088,1.2390002,1.1998674,0.9318878,1.1289366,0.7989698,0.77125883,0.6420109,1.1860111,1.2156372,1.209851,0.97384614,1.1222962,1.0851917,0.78797305,0.7426567,1.2698306,0.78180623
mouth,1.1033691,0.49331808,0.8635939,1.0463742,1.0868853,1.030465,1.0596837,0.9392844,1.1139263,1.1658994,1.0711689,1.2023648,0.91834754,1.1246793,0.9895537,1.2031113,1.151794,1.128347,1.0798005,1.1132674,1.1531224,0.9306747,0.99401325,1.1499891,0.9639436,1.0742896,1.0763472,0.8767813,1.0595843,1.2096457,0.914666,1.1689068,1.158048,1.1087996,1.0096639,0.9848155,0.9708067,1.0513272,1.170829,0.80552787,0.9098643,1.2710439,1.0606484,0.9254543,1.0925479,1.1600034,1.0994374,1.17763,1.0401788,1.1339229,1.1067764,0.6410732,1.0020396,1.0651591,0.8553863,0.8225367,0.48967254,0.98696446,1.1617059,0.8604298,0.98128426,1.1125436,0.9575697,1.1266738,0.7085181,0.9858143,1.0786684,0.8412969,0.7964856,1.0278087,0.7710476,1.0431641,0.89366925,1.0237617,1.1205924,1.1283214,1.0536667,0.8752962,1.1629806,1.1748112,0.9264181,1.0327932,1.1816714,0.88849056,1.0708325,0.0,0.9642803,0.62091476,1.1598567,0.934157,0.36259782,0.9370895,1.1047255,1.1708539,1.0215194,0.9681196,1.0482165,0.9944328,0.9777386,0.9876825,0.97970563,1.1170673,0.89615834,1.1668593,1.1252174,0.9950694,0.9552957,1.1691672,1.097196,0.62368166,1.2183282,1.2069572,1.0068228,1.0873162,0.9753955,1.116108,0.9149825,0.8394193,0.8236958,0.9118981,1.1592445,1.151525,1.138255,0.8257265,1.1168038,0.92913437,0.93412805,1.0520091,0.9581889,1.068058,0.6930517,1.0686996,1.0779896,1.2712765,1.0908524,0.4906791,0.62001514,0.9119529,1.1944885,1.1268116,1.1447985,1.1543194,0.5090014,1.0438844
muffin,0.88781494,0.96619695,1.0332693,1.0611631,0.91173047,1.1043863,1.154886,0.854579,0.5443451,1.0177516,1.071948,1.0355262,1.2383044,0.9813195,0.96080667,1.1691296,0.94006985,1.2868438,1.2856473,1.151062,0.97329354,0.75514114,1.0763097,1.130224,1.0867289,1.2727103,1.1597984,0.9929053,1.0494155,1.0075988,0.94784576,1.1340742,1.1157062,0.9301142,1.0399412,0.7497269,0.6830938,0.8192587,1.0469347,0.45316005,1.2919976,0.9620829,1.261301,0.91546947,0.9028971,0.9672872,0.9809068,1.0771325,1.1572151,0.87522084,1.0241795,0.95674455,1.0639154,1.0992023,0.98657656,1.0357163,0.9754958,1.1717657,0.9337654,0.70462555,1.0630411,1.1421548,0.82819295,0.9580256,1.1934552,0.8349333,1.0805845,1.0523472,0.95727503,0.59776324,0.88630396,1.1957504,0.9801752,1.0854592,1.0173887,1.1139516,0.9651125,1.1248827,1.0095235,1.289022,1.1016827,0.82685494,1.0751632,0.722467,1.0595117,0.9642803,0.0,1.1013241,0.54627466,1.1016053,0.9897067,0.8927293,1.1341304,0.9621625,0.97423077,0.8444153,1.1166658,0.987828,1.3336921,1.3303295,1.0327377,1.2519524,0.73549354,1.1394017,1.1845026,1.1014054,0.8572686,1.0636301,1.248108,1.0616388,1.0669391,0.8674792,0.981903,0.567532,0.7963237,1.1952338,1.0143667,0.7386936,0.98661673,1.1171676,1.0883836,1.1566325,1.0753782,1.0494767,1.1502419,1.1051698,0.80396503,0.9847818,1.2525254,0.96425444,0.9701833,0.9769701,1.0240564,1.051929,1.2191952,0.9836695,1.1152731,1.0446385,0.5895735,1.191488,1.0387594,1.1164608,0.985652,1.0036055
nail,1.4871417,0.49739385,0.5081788,0.88247234,1.4454706,0.49454588,0.8076937,1.1515317,0.9947135,1.3399532,1.0217662,1.5004858,0.5686595,1.4191903,1.4387213,1.2099557,1.5215031,1.0075035,0.40200728,0.8161167,1.3302224,0.6416652,0.93363357,1.0139649,1.1012477,0.6534894,1.1036704,0.6731397,1.2029678,1.3835404,0.60812896,0.8086205,1.3619674,1.3292332,0.83696246,1.3633598,0.9275856,1.228826,1.3945098,1.0121585,0.31200677,1.5787431,0.4661144,0.8528113,1.336631,1.2072096,1.0030652,1.1982087,1.1519673,1.0248175,1.0837135,0.45983136,0.36427373,1.2607334,0.853973,1.0404165,0.35862327,0.7443104,1.1521522,1.1144134,0.8361754,1.0495585,1.086112,1.4204006,0.26734418,1.1415083,1.0202584,0.705665,0.99826825,1.2196133,1.1423751,0.5599432,0.933242,1.3472596,1.3612418,0.7326741,1.3955841,0.71514106,1.2163575,0.7236786,0.49175018,1.2978455,1.2363175,1.3202513,1.1827052,0.62091476,1.1013241,0.0,1.2535768,0.68302155,0.47384906,0.6862607,1.2163467,1.301353,1.421757,1.2871087,1.2950593,0.59533566,0.62407064,0.5484669,0.75890625,0.6985448,1.0686119,0.94199365,1.0543821,1.0258989,0.7104498,1.2874538,0.9195513,0.22901332,1.3446059,1.3258735,1.0932623,1.3610727,1.3052597,1.2554023,1.3105601,1.022285,0.81963885,0.52108794,1.352584,1.4076746,1.349685,0.3245744,1.2211529,0.39095432,1.139884,0.8323125,0.31700915,1.1281002,0.42116672,1.3683269,1.3675224,1.5661869,0.6378633,0.24767673,0.32014775,1.124987,1.3181399,0.7901703,1.4647543,1.3924961,0.23816305,1.1652758
napkin,1.1765995,1.0562934,1.2286533,1.1197128,1.1025391,1.204447,1.1866846,1.031853,0.3727417,1.0025997,1.2147772,1.0744271,0.96988034,0.8312513,1.0910692,1.0516019,0.9375788,1.0463938,0.9137182,0.8648956,0.87197024,0.89833534,0.792469,0.8238401,1.0898645,0.79687065,1.1960666,1.0072705,1.1593759,0.80053484,0.9662896,0.8974128,1.2120569,1.1287782,1.1405293,0.73703384,0.9631417,0.76613224,0.8700056,0.68209267,1.0234482,0.93198824,0.94602144,0.85945845,0.9270651,0.9991157,1.0272685,0.79730034,0.86329657,0.69014347,1.105644,1.0769397,1.2164458,1.2222373,1.1205364,1.3052704,1.1720095,1.1436803,0.8851282,0.9034876,0.7359741,1.1065466,1.0312018,1.0576853,1.1655945,0.8509995,1.1677972,1.1609923,1.2564383,0.802614,1.1878684,1.0088737,1.0719122,1.1065772,1.1757015,0.76465464,1.0371368,0.9260976,0.6979496,0.9185132,0.9586302,0.95549864,0.9254625,1.0326048,1.214415,1.1598567,0.54627466,1.2535768,0.0,0.83503985,1.0683246,1.0855412,0.8416986,1.0375512,1.0615473,0.9602016,0.9225195,1.0160818,0.95367837,0.96827185,1.0350462,0.80109614,0.9217092,0.8436527,1.0074873,1.1444246,0.9660766,0.7859329,0.85593265,1.3476241,0.8365861,1.0372348,1.211695,0.7265244,0.9141998,1.0629493,1.1855514,0.83400726,0.89454925,0.9306413,1.1646831,1.0944532,1.1383609,0.9484941,1.0468345,0.9081912,0.6947323,0.9531241,0.9515259,0.95195115,1.0058542,1.1138617,1.2035643,1.116005,1.0132225,1.1885071,1.1591907,1.0541027,0.098064065,1.0606143,1.0317508,0.9814283,1.027961,0.94409865
