,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
stroller,1.028818,1.14764,1.2272078,1.1808966,1.1798255,1.093153,1.1477492,1.2018491,0.86451054,1.0841708,1.0464973,1.0896132,0.92756283,1.1022642,1.0591176,1.0781801,1.0382279,0.8828819,0.8560339,0.94554365,1.0223986,1.249492,0.731385,0.7118374,0.9958239,0.80207086,0.73532164,1.039849,1.1117555,0.6973614,0.8501053,1.0518332,1.0598338,1.0518116,0.9262159,1.1530563,1.0211793,0.79096663,0.93088186,0.83745956,1.0055722,0.8449799,0.8645911,1.0290807,0.9575352,1.255567,0.91944337,1.0590914,1.1670437,1.1492441,1.3211533,1.0522285,0.7240061,1.3137349,1.0966496,1.0482038,0.8644233,1.2459073,0.7694782,1.0006739,1.0590692,1.2771424,0.97749394,1.2230066,1.0887549,0.8773186,1.0583894,1.0850978,0.7709464,1.1221027,0.96652377,0.64708436,0.84203315,1.1012688,1.1489593,1.2229493,0.8990567,1.0750635,0.6610914,1.3202695,1.212447,1.2333152,0.8197808,1.162419,1.3479056,1.1711893,0.9056506,1.1797379,1.0794942,0.98396367,1.0077184,0.983963,0.98473483,1.019068,1.1657919,1.155226,0.9367074,0.98340356,0.7761673,1.1238195,0.9142604,1.0801593,0.798892,0.7661352,1.0852456,0.8994545,1.0682832,1.0562494,1.0211319,1.0974852,0.7622001,1.1255884,0.8610591,1.051315,0.8735045,0.8922769,1.1040752,0.99659455,1.0636932,1.0961087,1.1196063,0.9362186,0.97466314,0.91997063,0.7098897,1.1637471,0.0,1.1030151,0.84475857,0.9968118,0.8794156,1.2440162,1.1875988,0.9495683,0.8066948,0.8026308,1.0622642,0.87868,0.59602135,0.7321981,0.6892221,1.0436512,0.9683486
sweater,0.69401526,1.3026326,1.2868705,0.78080225,0.3478437,1.2417552,1.1204997,1.2242573,1.4067911,0.7135811,0.32733524,1.2135872,1.0569146,0.36529666,0.738781,0.26972508,0.6537092,1.0502983,1.4406891,1.4251344,0.8976588,1.1825334,1.4424965,1.3986338,1.1004469,1.4710536,1.3104573,1.363755,0.71089435,1.1987138,1.4397905,0.59479916,1.2327682,1.2862597,0.74056804,0.9908146,1.5334404,0.8667215,1.4922398,1.0115604,0.9161327,0.830837,1.0160437,1.4010859,0.5014847,1.2800109,1.3297706,0.77959085,1.2984111,0.73721516,1.1856295,1.4158621,1.2972206,0.9273627,1.2052453,1.0497346,0.9373742,1.363729,0.8066545,0.8523562,1.2414888,0.7973781,1.1240356,0.62234443,1.1255871,1.055835,0.8142122,0.37262195,1.2965093,0.30912256,1.0174286,1.2246007,1.541297,1.045803,0.8255836,0.8663977,0.8832258,0.58082515,0.76534325,0.9895093,0.7937435,1.3102446,1.3293071,1.2522271,1.1385106,1.4267178,0.9742768,0.6277268,0.23401713,0.54919994,0.7283452,1.5308106,1.5017982,1.348648,0.9144252,1.0829625,1.2937341,0.7902641,1.2039583,1.3383939,1.1051639,1.4477228,0.77707565,1.3644141,1.3696678,0.688012,0.8784506,1.0449537,0.69316876,0.55889195,0.91757464,0.23337626,0.8841708,0.62231374,1.2521758,0.6855367,1.1996844,0.5500836,1.2811902,0.7500528,1.4757231,1.0216798,0.82082236,1.0844362,0.9864476,1.2244266,1.1030151,0.0,0.88575315,0.61304146,1.4709833,1.29736,1.2664006,1.1794342,1.263869,1.4947182,0.73077303,1.0165038,1.0179323,1.1377577,1.3124526,1.4740934,1.1231349
swing,0.9437385,1.1502059,1.173856,0.8747719,0.8403784,0.99517906,0.9961323,1.0607266,1.254946,0.9060675,0.90136266,1.2909539,1.1585178,0.9074301,0.9313078,0.9936053,0.85304105,1.0823474,1.2589219,1.279413,1.0330937,1.0814646,1.2039723,1.2587032,0.98412955,1.3409891,1.0146797,1.2574396,1.0093315,1.2922822,1.1521403,0.8737258,1.0827816,1.0105288,1.0790975,1.0624827,1.2942812,1.0743072,1.284772,0.904382,1.0403553,1.0333627,1.1415361,1.2399849,0.89841104,1.1151063,1.1568105,0.849699,1.2392849,0.85257894,1.1136926,1.2525966,1.1012003,1.0228828,1.0549508,1.0902531,0.87735915,1.1832302,0.90241826,0.6846169,1.2051423,0.9059086,1.0945052,0.82819915,1.1175052,0.9093791,0.80751723,0.8462517,1.1995447,0.92624104,1.0646244,1.1427667,1.2999196,1.0273186,0.9875558,0.9267653,1.022786,0.9167879,0.48660803,1.0252502,1.0364426,1.200804,1.2862946,1.1106209,1.056945,1.2823595,1.100806,0.9648906,0.9703248,0.99245065,0.9388115,1.2212985,1.258059,1.2451289,1.0587559,1.1606638,1.3536594,1.0458192,1.1124564,1.1758145,0.9621238,1.2917747,1.0659811,1.2145102,1.2650766,1.0470537,0.8909436,1.0274663,0.9082865,0.9408015,0.57514495,0.9090745,0.75723815,1.0492445,1.2044711,0.9314523,1.2130319,0.6731167,0.9279118,0.9783037,1.3580414,0.8207449,0.95948637,0.9769506,0.6125145,1.1855843,0.84475857,0.88575315,0.0,0.9081171,1.1094832,1.1327965,1.2227098,0.9515021,1.2750897,1.0921913,0.9455624,0.7854629,0.46242702,0.90364844,1.1583443,1.2188791,1.0847468
table,0.7066932,1.4701362,1.3508925,0.5845016,0.64624953,1.1866096,1.0623226,1.2215807,1.165015,0.41263282,0.39642292,1.2954063,0.80515623,0.71151435,0.8946582,0.57986563,0.3649826,0.64994824,1.3474375,1.1143867,0.3705846,1.3843625,1.278465,1.1861576,1.058222,1.2945209,1.2742584,1.4626639,0.93231595,0.8730235,1.2661073,0.7113875,1.1879855,1.0332451,0.6254187,1.0712992,1.4954935,0.59094447,1.3893317,0.9248648,0.9875738,0.83304644,0.83229244,1.0233011,0.8336884,1.4665607,1.3584499,0.97031873,1.3666358,0.89784294,1.4337173,1.5247952,1.2155044,1.2376298,1.0818237,1.0643873,0.82207,1.4854821,1.1218661,0.81465197,1.234677,1.0290414,1.2856196,0.7994064,1.2430315,0.97668934,0.7290574,0.5012805,1.2698925,0.72521657,0.86391664,0.8812948,1.3461232,1.2822291,0.8720223,0.91065824,0.6892829,0.85395515,0.72995746,1.1967411,0.99055266,1.4711045,1.4382719,1.2731149,1.3613702,1.370292,0.71668833,0.87382686,0.7387415,0.8339109,0.5246626,1.3975337,1.3486686,1.2457856,0.94646984,1.219716,1.326884,0.7517711,1.0852072,0.96065,1.0462441,1.3810825,0.8124647,1.2124335,1.4614046,0.54408336,0.7931638,1.0346278,0.7789457,0.76483154,0.7697891,0.6545106,1.087943,1.0197364,1.1415632,0.65538067,0.79335886,0.42233646,1.4463313,0.8082215,1.3964844,1.196531,0.58414817,1.0068718,0.9768845,1.1947092,0.9968118,0.61304146,0.9081171,0.0,1.1301353,1.5328747,1.4389839,1.2001714,1.3972027,1.2212775,0.31032556,0.97903556,0.91368896,1.071374,1.140414,1.5373242,0.99728554
tape,1.3149021,0.9586363,0.83111155,1.0504537,1.4618833,0.6953912,0.7916347,0.8134936,0.6709052,1.0346392,1.3638045,0.95612,0.97101045,1.4098936,1.1584458,1.4481235,1.0702114,0.8737446,0.670141,0.47269452,0.82254183,1.0396174,0.7879653,0.39797044,0.91362077,0.56139684,0.80242914,1.0084909,1.198256,0.7948182,0.4678372,1.3092935,0.9824214,0.55453557,1.1539345,1.1445801,0.76499057,0.89993846,0.5800087,1.1049085,1.0295253,1.0723379,0.9508013,0.65223056,1.3103348,1.0001007,0.63579273,1.174789,0.8481817,1.1721132,1.1410034,0.868471,0.7301365,1.297392,0.96195644,0.9575232,0.96459466,0.8905552,1.0686327,1.183717,0.9001356,1.2607539,0.9836781,1.3486736,0.7756822,1.0891254,1.0153031,1.3426733,0.9304414,1.5394366,1.1055787,0.74984765,0.53660303,1.1436594,1.202815,1.1107997,0.8238988,1.2239928,1.1267302,1.2141657,1.1733592,0.89917415,0.79987276,0.837252,1.1212527,0.7314935,0.8589098,1.229914,1.4770207,1.4548032,1.0734136,0.7012026,0.7929629,0.7104702,1.1615518,0.98501766,0.7817602,1.1846843,0.8695629,0.5245534,1.0557827,0.82530266,1.0797869,0.5443302,0.7843475,1.1210392,1.086242,1.1568696,1.1542633,1.2810452,0.96622497,1.4724444,1.0575944,1.4173651,0.9231619,1.1451323,0.7888826,1.218984,0.8688348,1.2003222,0.76892614,0.7830201,1.058608,0.9041584,0.96600026,1.0112308,0.8794156,1.4709833,1.1094832,1.1301353,0.0,1.0350506,1.0454781,0.99519163,0.88798875,0.46415251,1.008077,1.042943,1.0343499,0.8787331,0.77387,0.7364094,0.88271374
toe,1.4473077,0.19566822,0.6328276,1.2711303,1.0980437,0.98334193,1.0694749,0.9086972,0.8792667,1.4171423,1.4354492,0.6994722,1.1932479,1.1792482,1.2891743,1.4083672,1.4375633,1.2162888,0.7455367,0.923319,1.4135227,0.35668325,0.8190925,0.9817653,1.0473077,0.7925601,0.9205895,0.3938731,1.2045789,1.0562752,0.9719781,1.1557341,0.93397886,1.1006668,1.3190732,0.94052184,0.51423985,1.4316484,0.6915744,1.2339015,1.1544541,1.1742097,1.1800467,0.968426,1.1480457,0.19809973,0.83729523,0.99317485,0.5454742,1.108437,0.12600309,0.54219335,1.0768175,0.30289376,0.8790609,1.2091677,1.3284259,0.28544092,1.0323211,1.2972248,0.7843138,0.81196815,0.7029685,0.8680545,0.71217453,1.1795017,1.2476147,1.3424226,0.73967296,1.1276194,1.1653632,1.1030567,0.7037587,0.5805134,1.2566512,1.1564523,1.3262677,1.2075558,1.3942018,0.55912036,1.0272402,0.3003496,0.72864157,0.5913703,0.28040266,0.72452784,1.212253,1.2980615,1.237202,1.072705,1.364682,0.68216157,0.69231236,0.8200055,1.1104548,0.73598564,0.8026445,1.3912208,1.1160147,1.0417639,1.1637437,0.67887425,1.2028927,0.9447933,0.5592858,1.398495,1.204253,1.1976588,1.3036848,1.2343969,1.3669541,1.2287492,0.9892419,0.8849549,0.82894015,1.2771528,1.1044576,1.4703579,0.2949438,1.2094948,0.58878684,0.9705249,1.3365841,1.0868583,1.2914712,0.75803345,1.2440162,1.29736,1.1327965,1.5328747,1.0350506,0.0,0.30798393,0.79612494,0.79005194,0.9536439,1.4621445,1.2546163,1.2226455,1.1315932,0.9223715,0.36760992,1.0830601
tooth,1.3312974,0.42284918,0.7754185,1.2766576,1.1560766,1.0043347,1.1151967,0.911002,0.77089274,1.4025953,1.4011636,0.61492014,1.1059763,1.1999208,1.155811,1.3207245,1.3852937,1.0974422,0.50034434,0.7258238,1.3508358,0.64165664,0.78138745,0.9577141,1.1392797,0.7232006,0.87324595,0.38356733,1.1479367,0.99010384,0.96492076,1.2916617,0.7286178,1.172055,1.247811,0.9693098,0.32963055,1.3219717,0.5014699,1.2501165,1.1478263,1.2483401,1.1780258,0.96981585,1.1725197,0.3883372,0.9311635,1.0298425,0.56922483,1.1464084,0.44429976,0.5835779,1.0408679,0.5871698,0.81087655,1.1871077,1.3059946,0.23712051,1.067947,1.2205604,0.64693785,0.9428842,0.85289204,1.0772555,0.81973964,1.2128063,1.2724073,1.276438,0.63024795,1.1196082,1.0576211,1.0813171,0.63879347,0.6542787,1.2047249,1.2332312,1.2849061,1.1879827,1.3799559,0.66559017,1.1104537,0.26197302,0.66233236,0.6201674,0.45750558,0.8017494,1.1682104,1.2278509,1.2191763,1.0832875,1.2580898,0.5111799,0.51028764,0.85372365,1.0543158,0.84844714,0.69317293,1.2810305,1.1126155,0.8337914,1.195372,0.74623334,1.1192484,0.9196415,0.533494,1.3398721,1.24952,1.2007679,1.1724641,1.1161392,1.3490222,1.2220243,1.1245306,0.91736716,0.84817255,1.2504997,0.9312693,1.4287082,0.5788795,1.1087298,0.46311373,1.1052686,1.2869165,1.1156287,1.3142011,0.83295,1.1875988,1.2664006,1.2227098,1.4389839,1.0454781,0.30798393,0.0,0.7065834,0.71076345,0.9277522,1.3651413,1.2151451,1.238939,1.1417786,0.8482652,0.35738432,1.018218
toothbrush,1.1494375,0.8372296,0.8763169,0.96005297,0.9319936,0.9966378,0.98802125,0.81726015,0.97885656,0.9656701,1.2427607,0.9862803,0.96420234,0.9970625,1.115915,1.1790558,1.0280249,1.066004,0.7379437,0.86720204,1.0841758,0.8825581,1.0426551,0.9872862,1.0450555,0.9748629,1.0423567,0.77906156,1.2007427,1.0778708,0.9634337,1.1873956,0.8703669,1.0903127,1.207502,0.9815783,0.5830725,1.1928288,0.79015255,1.1145555,1.2211096,1.0579777,1.2070905,1.0752391,1.0640285,0.8515435,0.9710345,1.0506628,1.0963306,1.1361972,0.7619191,0.7446306,1.1295414,0.93884635,0.6377323,1.0379938,0.9922078,0.8883424,0.74216497,1.1518579,0.7228287,1.1354038,1.007684,0.755122,1.1287264,1.1313008,0.9848832,1.1796627,0.9642752,1.0796368,0.48678637,1.0347158,0.9423303,0.8800112,1.1875747,0.97257435,1.0507046,0.8656326,1.0163789,0.9379577,1.0923837,0.844677,0.86469495,0.8732875,0.9500336,0.96082777,1.1815069,1.1301726,1.0579915,1.141613,1.1638724,0.64653206,0.6076428,1.0006691,1.0804733,0.86642486,1.0118341,1.2150764,1.1261019,0.8261825,1.1475029,0.9721038,0.8453667,1.0224308,0.9924571,1.2019782,1.168019,1.1500626,1.014181,1.0445374,0.7635265,1.1486073,0.8539387,1.0677848,0.70807606,1.1932318,0.9494301,1.096573,0.84457386,1.2783235,0.98541635,0.8069521,0.979293,0.5174963,0.9379344,0.95659703,0.9495683,1.1794342,0.9515021,1.2001714,0.99519163,0.79612494,0.7065834,0.0,0.87430894,0.8421835,1.0568916,1.167748,0.941956,1.1881491,0.8248756,0.745744,1.1082116
towel,1.3810495,0.76843,1.0405324,1.3539898,1.3155065,1.0409244,1.0004268,0.9746773,0.59012437,1.3933198,1.3123378,0.37547183,0.6328463,1.2560972,1.3402622,1.0445807,1.4523902,1.0972881,0.5926813,0.65671325,1.2302234,1.0882964,0.5931413,0.524418,1.0798838,0.3480655,0.84670234,0.6034091,1.208478,0.50064516,0.7188556,1.1950812,0.6494239,0.9479293,0.87072617,1.2084324,0.5251605,0.91622674,0.5265962,1.1824172,1.1695807,1.1139665,0.74501026,0.72310406,1.1160266,0.85573137,0.8535802,1.2473447,0.9242523,1.2912257,0.9386086,0.6953243,0.83394694,1.0386889,0.8864325,1.1973348,1.2070764,0.75189424,0.8332126,1.2098582,0.95246214,1.1926959,1.0076674,1.3419197,0.8603318,1.2025733,1.2485163,1.3795397,0.6829336,0.96019447,0.9947285,0.72460663,0.5431026,0.7110351,1.2607338,1.2658141,1.0309515,1.2259305,1.3185595,1.125648,1.3442979,0.84009475,0.025894523,0.7232485,0.9715502,0.8322299,0.8815264,1.3727254,1.1098485,0.8398892,1.2150733,0.5956825,0.624311,0.86846817,1.1099133,0.82833195,0.3650937,1.3360604,0.8325844,0.88132757,1.1769739,0.7330775,0.8779569,0.66738343,0.5804912,1.025369,1.3331947,1.2318133,1.2131661,1.2136333,1.25328,1.2371647,1.039427,0.7550944,0.6495846,1.0953568,0.8141024,1.3593588,0.7808094,1.0261148,0.6131495,0.8450922,1.2841966,0.94111204,1.1139989,0.98060596,0.8066948,1.263869,1.2750897,1.3972027,0.88798875,0.79005194,0.71076345,0.87430894,0.0,0.86954826,1.4548525,1.0385697,1.1238358,0.9983114,0.465809,0.6747943,0.68642604
toy,1.1585457,0.99943584,0.5879676,1.0557295,1.59897,0.56398916,0.76472914,0.7931114,0.6278612,1.0958483,1.3988106,0.9795894,0.93334985,1.4510846,1.0591131,1.4556261,1.088361,0.6739285,0.4791032,0.5226334,0.9054382,1.1340346,0.80459535,0.64373696,0.838852,0.7060422,0.5848547,0.8586381,1.2085888,0.8965157,0.56777805,1.425427,1.0429629,0.780735,1.213716,1.1611007,0.5212578,1.0583456,0.49855775,1.0505251,1.0006043,0.89240086,1.2545865,0.86871445,1.3879014,0.9815262,0.63283366,1.2779986,0.87037396,1.1840957,1.1058743,0.62886566,0.7226109,1.3274357,1.0769196,0.66008425,1.1236331,0.8869466,0.9994666,1.2365707,0.5986744,1.2987912,0.92845285,1.4296716,0.79130954,0.9826165,1.1604717,1.2371309,0.9236723,1.5531571,1.0232502,0.9188182,0.61492825,1.3079175,1.1513705,1.0866257,0.9825905,1.1518841,1.026689,1.2147155,1.0308948,0.8250388,0.7921634,0.9574231,1.1562697,0.51309013,1.0721983,1.2034298,1.5122769,1.5145998,1.1959502,0.5644872,0.6073589,0.6849948,1.132895,0.99907464,0.82516116,1.1578758,0.88849396,0.51535773,0.90231353,0.70582235,1.0775,0.5621312,0.9617893,1.4073402,1.167093,1.0111929,1.1659107,1.082441,0.81443834,1.5168254,1.0380349,1.4246058,0.88190854,1.3689677,0.85854095,1.2258555,0.8277323,1.3493594,0.6206362,0.77769065,1.0008161,0.90396327,1.016882,0.7722697,0.8026308,1.4947182,1.0921913,1.2212775,0.46415251,0.9536439,0.9277522,0.8421835,0.86954826,0.0,0.99916863,1.0910338,0.8731514,0.76975405,0.85207915,0.7456593,1.1435518
tray,0.6533501,1.4798225,1.150802,0.2521261,0.84090406,1.0496932,0.9843176,1.0965309,1.1203249,0.13784432,0.6074818,1.3292408,1.0539763,0.8249706,0.8235799,0.7519942,0.1246202,0.5787297,1.2686827,0.87923086,0.24438173,1.3086543,1.3586378,1.1376576,1.0038376,1.348593,1.2171273,1.4126608,0.9665546,1.1813705,1.1875861,0.9268842,1.2653887,1.0204406,0.9761058,1.1038046,1.3282832,0.776032,1.2797881,0.99395514,1.0071872,0.8091129,1.1826522,1.1107638,1.0017506,1.3898617,1.1737566,0.99113417,1.2498628,0.9382966,1.4030875,1.2731347,1.1372057,1.3016238,1.0547423,0.85340923,0.80019706,1.4124665,1.1586485,0.93060076,1.0216007,1.1351914,1.2439624,0.911999,1.1949859,1.0033745,0.86263776,0.5294134,1.3021964,0.9480426,0.7242563,1.072783,1.3761618,1.3802327,0.8508388,0.8678848,0.70682454,0.8709725,0.7971427,1.1520004,0.88908,1.3713653,1.4685158,1.2941314,1.3345348,1.1869316,0.8769396,0.79465055,0.9073647,1.0951327,0.6348314,1.2940111,1.2437332,1.171285,0.97271776,1.2308153,1.4113071,0.68503773,1.1526251,0.65099347,1.02035,1.2998271,0.9172589,1.174385,1.3986902,0.88812333,0.8356381,0.9869675,0.7313375,0.7649362,0.72464496,0.8714251,1.0725987,1.2166591,1.0145006,0.83229935,0.6700783,0.5513803,1.353513,0.9933724,1.3356547,1.1426228,0.23176986,0.7486405,1.0601699,1.0567011,1.0622642,0.73077303,0.9455624,0.31032556,1.008077,1.4621445,1.3651413,1.0568916,1.4548525,0.99916863,0.0,1.043933,0.99825704,1.098672,1.3024325,1.4460597,1.2358607
tree,0.9788882,1.2177703,1.0846435,1.0062969,1.023681,0.93800384,1.0139456,1.0418248,1.0714566,0.9989747,0.9695647,1.1325065,1.0717798,1.0472529,1.025473,1.0648379,1.0121294,0.98600346,1.0316797,1.0129791,0.96379644,1.243773,0.811551,1.0031035,0.964356,1.0031188,0.799158,1.2289547,1.0359719,1.0687343,0.95689076,0.9858777,1.0027066,0.99559414,0.98586905,1.1420513,1.1493984,0.915631,1.0293381,1.002418,1.0318134,0.99374723,0.8582787,0.91472983,0.9429035,1.1733037,1.0104048,0.7838367,1.2246882,0.93036205,1.2525933,1.1803627,0.5738439,1.2472913,1.1600198,1.0585456,0.8624096,1.1752802,1.0770526,0.59043217,1.2241255,0.9814184,1.1094863,1.0815746,1.0867997,1.0054679,1.0302081,0.9553239,1.0172529,1.1313101,1.2108287,0.9149555,0.9589987,1.1232444,1.0347029,0.9962375,1.0251014,1.1045792,0.86033547,1.1798489,1.1259917,1.153132,1.0641667,1.143314,1.2119453,1.1359982,0.98254555,1.0034627,1.0729071,1.0513545,0.8897226,1.0639849,1.1066556,1.1108845,1.0644957,1.0788424,1.0325365,1.0422424,0.6448029,1.0814159,1.0073186,1.1547719,1.096434,1.003982,1.1063794,0.88091016,0.8688455,0.96521693,1.0483034,1.1437045,0.9755445,0.988131,1.1342427,1.1078562,1.2073913,0.85849965,1.0986835,0.9391554,1.1801624,0.906783,1.0992156,1.0109657,1.0527394,1.1785362,0.73347825,1.2235044,0.87868,1.0165038,0.7854629,0.97903556,1.042943,1.2546163,1.2151451,1.167748,1.0385697,1.0910338,1.043933,0.0,0.81681174,0.6790182,1.0392154,1.196299,0.76476383
tricycle,1.0280608,1.2279952,1.1985711,0.9681664,1.0807546,0.9671892,1.0127891,1.172559,1.1196339,0.9481683,0.95280534,1.2104208,1.0029591,1.0943493,0.9554363,1.0706327,0.87861735,0.9959713,1.0878445,1.1902833,0.9907348,1.2200572,1.0014125,1.0482635,1.0268577,1.1542909,0.8653157,1.1911886,1.034697,1.0863138,1.0055237,0.9700216,1.0794103,0.9772765,0.98884916,1.0844166,1.1544085,0.95773834,1.14314,0.9332369,0.9985601,0.939661,1.048929,1.1392376,1.0245942,1.1986895,1.1089045,0.96848756,1.2256796,0.95156825,1.2423233,1.2079946,1.017277,1.1605009,1.1465443,1.0682982,0.9524119,1.1930006,0.9390615,0.7166416,1.203407,1.0325814,1.088529,1.1266551,1.0336303,0.92589337,0.8270821,0.9036541,1.1030896,1.0691838,1.0045679,0.9458255,1.119963,1.1351035,1.0445989,1.1180483,0.8727774,1.061711,0.37098026,1.0735494,1.0369382,1.2095207,1.1526225,1.1617992,1.1516119,1.2149019,1.0060431,1.0213877,1.1342689,1.0198579,0.9714614,1.0686002,1.1293434,1.0981021,1.166733,1.1874473,1.2641381,1.0804179,1.0582933,1.1911111,0.96884036,1.2207017,0.9675115,1.0434932,1.2792668,1.0106777,0.8980509,1.0539751,1.0804752,1.0393033,0.4748822,1.0373961,0.8085263,1.0832561,1.1266549,0.9693006,1.1511707,0.7555346,1.0338945,1.0358641,1.1970644,0.8382708,0.98211205,0.9948634,0.49218,1.1500766,0.59602135,1.0179323,0.46242702,0.91368896,1.0343499,1.2226455,1.238939,0.941956,1.1238358,0.8731514,0.99825704,0.81681174,0.0,0.78065515,0.91448146,1.1743134,1.063161
truck,1.160688,1.1180947,1.0865148,1.0676904,1.2127256,1.0162119,1.0580277,1.1374238,0.95333683,1.077976,1.0725292,1.0430652,1.0212646,1.1557977,1.0580022,1.1766293,1.0668235,0.9218854,0.8569877,0.87013817,0.9718335,1.2289149,0.7132789,0.8175359,1.0028242,0.8562498,0.29997885,1.1086558,1.072486,0.9184056,0.81353754,1.1347544,1.0048949,0.9975698,0.92754847,1.2325418,0.9989559,0.869261,0.8873096,0.9407101,0.93573034,0.9163495,0.91763145,0.925374,1.0675709,1.0860592,0.9020134,0.88085043,1.0849497,1.0327661,1.1938068,1.0627571,0.66915977,1.229722,1.1743686,1.0393767,0.96570504,1.0510733,1.010695,0.889424,1.2034396,1.0884964,1.0063657,1.2033849,0.9752856,0.9113942,1.1286963,1.1137635,0.96238375,1.243796,1.2239606,0.84207857,0.8228103,1.1918559,1.0736531,1.204561,1.0320275,1.2147198,0.8466751,1.157355,1.2585915,1.0871232,0.9948833,1.0899047,1.1767671,1.0913361,0.9096952,1.1206257,1.1684277,1.1596591,0.9744383,0.92177176,0.9782684,0.98852205,1.2234267,1.1335737,0.90817595,1.1601197,0.73247904,1.0123513,0.9096706,1.1041596,1.0498309,0.78613424,1.0548351,0.9090253,0.98764926,1.0471678,1.1138794,1.1484246,0.9132831,1.145353,1.0946784,1.1593853,1.0782299,0.92850053,1.0105001,1.0860826,0.95445746,1.0604886,0.9793043,0.9501839,1.0806135,1.1168423,0.8389579,1.1867065,0.7321981,1.1377577,0.90364844,1.071374,0.8787331,1.1315932,1.1417786,1.1881491,0.9983114,0.76975405,1.098672,0.6790182,0.78065515,0.0,0.93085575,1.0118396,0.90436846
vacuum,1.4259353,0.89549094,1.1059427,1.3077164,1.2595874,1.1210432,1.09296,0.992574,0.6748152,1.2783433,1.2910156,0.5618941,0.83617836,1.3933592,1.2888072,1.2861915,1.2686608,1.1557338,0.6256743,0.6930545,1.0922321,1.2262005,0.47299147,0.4952969,1.1045191,0.37359858,0.7704134,0.69259244,1.2526321,0.48206085,0.74714804,1.1027727,0.6925094,1.0087671,0.89010084,1.2777159,0.61018777,0.9122931,0.62534386,1.2200159,1.1894419,1.2670857,0.5705202,0.6778605,1.205244,0.95865387,0.99076235,1.1225172,0.90439016,1.2093576,1.0492966,0.9677509,0.84888566,1.0966847,0.77326524,1.2908521,1.1676455,0.83507633,1.0122062,1.1198101,1.2246609,1.1572037,1.1470677,1.353795,0.90553427,1.197336,0.86620325,1.3341417,0.86008215,1.1485932,0.91527694,0.5413918,0.37147546,0.85716033,1.3140377,1.3638322,0.8597975,1.3289126,0.9836037,1.1934358,1.4506856,0.92704153,0.4440987,0.7738607,1.1020651,0.98805255,0.8322508,1.3421967,1.3243105,0.93953866,1.180572,0.5522114,0.58394724,0.79965615,1.2746304,1.0007842,0.6065872,1.4169034,0.756898,0.85692,1.2108779,0.8501616,0.8650973,0.6004655,0.74610686,0.7811001,1.1810871,1.3186082,1.2461421,1.2118704,0.9140959,1.2753111,1.0765505,1.0221059,0.66180557,0.94671506,0.69201064,1.2164369,0.82437843,0.92586577,0.63997155,1.0358176,1.2356961,0.92957085,0.8607674,1.1150542,0.6892221,1.3124526,1.1583443,1.140414,0.77387,0.9223715,0.8482652,0.8248756,0.465809,0.85207915,1.3024325,1.0392154,0.91448146,0.93085575,0.0,0.6402248,0.6145389
