,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,melon,milk,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,soap,sock,soup,spoon,stick,strawberry,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
milk,1.0323085,1.1809446,1.0640734,0.97509664,1.0888573,1.1681898,0.78576076,1.0241355,0.8328786,1.00534,0.8880108,1.2728513,0.9331033,0.8327689,0.9170393,0.83263385,0.884335,1.144985,1.004111,0.92204267,1.1625147,1.1877507,0.96945,1.0070552,1.0641776,0.84330416,1.2141744,0.9823048,0.99198323,0.91327554,0.9944956,0.96467954,1.0328828,1.2689929,1.3845783,0.83135253,1.1312068,1.0074618,0.98113227,0.83020186,0.845217,1.0807705,0.9607049,1.1637409,0.9195032,1.1696756,1.2746521,1.046088,1.1696956,1.2108766,1.0200028,0.86505973,1.3211987,1.1050775,0.89820355,1.0072825,1.1734786,0.8882453,1.2082762,1.1788721,0.750557,0.9357791,0.85844207,1.0942905,1.0553213,1.1474559,0.8393183,0.0,1.0142938,1.1260997,0.96569407,1.2863693,1.1117984,1.0594261,1.2220719,1.0979459,0.80838597,0.9688477,0.81530595,0.87271625,0.8363693,1.362315,1.3608289,0.93676674,1.0083686,1.28637,0.90657985,1.1426313,1.1228142,1.0328764,1.0126252,0.89619935,1.2164737,0.7132259,1.0635803,0.87632614,1.0231316,1.0215198,0.9743259,0.80497754,0.8916424,1.3139839,1.1655554,0.92775303,0.86740327,1.0844636,1.1481194,1.1011399,0.9687323,0.69865465,0.89558196,1.2393603,1.227322,0.80225194,1.1175805,0.9590088,0.7787883,1.0337393,1.3238904,0.9546095
mitten,1.2025833,0.62772226,1.050521,0.69803804,1.1250584,1.0734727,0.87631476,1.0886192,1.0676967,1.0676296,0.8659081,0.94846576,0.84675944,0.6828331,1.2117358,0.68624616,1.2103838,1.219382,1.2492167,1.3137803,1.0365936,0.8424165,1.1462486,1.1640081,1.2028521,1.0644459,0.7931885,1.0994551,1.0616648,1.3099911,0.8182348,0.89879745,0.9123349,0.90258276,1.1556928,0.9321669,1.2435573,1.1445435,0.9891853,1.0785671,0.95825124,0.60536075,0.87458986,1.1839643,1.0376358,0.74353564,1.0764701,1.2455257,0.76337516,0.99354,1.2280695,1.2014265,0.9617638,0.8685382,0.72792864,0.85871327,1.1221321,0.7170855,1.0392102,1.1443717,1.0128325,1.0868255,0.720263,0.7767262,1.1236086,1.3624458,0.96321297,1.0142938,0.0,0.828828,1.1184524,0.9550144,0.975321,0.79336685,0.7520726,0.9546848,1.053234,1.0962487,0.6199795,0.70047706,1.1073458,1.2679853,1.1914692,1.0149503,1.074047,1.1232018,1.0980151,1.2628144,1.1874648,1.1591418,0.9940885,1.1174201,1.062259,0.93945,1.0951242,0.80404234,0.99503714,0.6558904,0.84399754,1.2547536,1.0236063,0.91322386,1.2656987,0.5400657,1.0383306,0.76670086,1.1347473,0.9689841,0.97442245,1.1142999,1.143678,0.72937864,0.98538375,0.93909484,1.0048987,1.1030922,1.117503,1.1732906,1.0152488,1.0847957
mouth,1.1052796,0.64103585,0.9114606,0.8774005,1.1215184,0.97823465,1.0810335,1.1410075,1.1553777,1.0922025,1.2030845,1.0107296,1.138786,0.9940124,1.1124264,1.1626467,1.1761885,1.0615743,1.1749048,1.2079242,1.069018,0.9049468,1.0550127,1.1531982,1.1398609,1.1511256,0.75891143,1.1726477,1.1933094,1.1102489,0.81053114,1.0571183,1.1686072,0.51485896,0.92455006,1.1526307,1.056016,1.0822769,1.1552944,1.1057246,1.1429061,0.8693919,0.64420176,1.0511674,0.8827087,0.53879166,1.04772,1.0917683,0.92897975,0.97868407,1.1741321,1.1681299,0.68289244,1.0791872,0.72550476,0.8375784,1.0976496,0.81822586,0.9558269,1.1647203,1.0733978,1.0296834,1.032221,0.966294,1.112026,1.1250045,1.0206698,1.1260997,0.828828,0.0,0.9692783,0.74100053,1.1050192,0.8040518,0.39540136,0.92296267,1.1692897,1.0968271,0.99889266,1.0136096,1.1229556,0.98639446,0.9505855,1.074918,1.0905627,1.1015527,1.1336894,1.0861479,1.1876013,1.0644388,1.0156409,1.0669504,0.8259757,1.1320989,1.0649008,0.93730164,0.9191985,0.95410055,1.0138656,1.2337141,1.0422133,0.8571935,1.0484443,0.90391994,1.1530688,0.93908095,1.0047575,0.7982613,1.1537731,1.2472496,0.95820767,0.57743967,0.5546524,1.074168,1.0954069,1.1598231,1.2011354,1.1629815,0.7861038,1.0350909
muffin,1.0030324,1.1403579,0.80901563,1.0457177,1.0434877,1.075693,0.9160419,1.124903,1.0813447,0.99606335,1.1198239,1.2808826,1.1690636,0.9796926,0.9095305,1.100394,0.83247447,1.1211755,1.1288604,1.0115489,0.96928513,1.018556,1.0651585,0.8617837,1.1532335,0.9728093,1.0308838,1.0967846,1.2059904,0.95164174,0.9260256,0.9581489,1.226506,1.0338192,1.1423112,1.074327,1.1229106,0.9859795,0.7368883,1.0719292,1.1677592,1.0324196,0.9344132,0.9639655,0.9354047,1.0926106,1.1541977,0.9298545,1.1319841,0.9651351,0.87919134,0.7715559,1.0983226,1.1783423,0.98418266,0.94792247,0.8339528,1.0802281,1.0511478,1.0693084,0.9700378,0.9976308,1.1313154,1.201038,1.0272279,1.0508106,0.94981414,0.96569407,1.1184524,0.9692783,0.0,1.0419008,1.132085,1.0061615,1.0173746,0.8493105,1.1041081,1.0186625,1.0673895,1.1067615,0.80831695,1.125756,1.1613084,0.9878772,1.0158427,1.1615298,0.8937688,1.0832229,1.0554342,0.9760068,0.6481475,1.075354,1.1136005,1.0439149,1.018967,0.9908529,1.1002169,1.0961028,1.1140373,1.073472,1.0270609,1.2086513,1.0419997,1.1275141,1.030362,1.1002098,1.0784508,0.9929879,1.0408295,0.98845583,0.8986423,1.0698773,1.0193703,0.95961833,1.1174853,0.8770598,1.0186296,1.1950678,1.117889,1.0374532
nail,1.342943,0.6365953,0.8050703,1.1010717,0.6388739,0.44216597,1.344696,0.98961306,1.3101473,1.1889871,1.3675151,0.65601283,1.2489884,1.2776656,1.1734756,1.4235687,1.3767117,0.48119062,0.78103375,1.2796211,0.56525695,0.90494573,0.9979342,1.1929951,0.83383906,1.2090728,0.4587167,1.3396051,1.1596792,0.8749572,0.9307542,1.1120368,1.1961585,0.43362916,0.32259047,1.3409815,0.61268175,1.2668784,1.2030137,1.1213762,1.3407583,0.9621914,0.90396917,0.61236787,1.120236,0.6591961,0.8417998,0.9304457,0.7508527,0.93556136,1.2545252,1.2993205,0.44350338,0.9186697,0.79676193,1.0322832,0.75225985,1.1987759,0.5023261,0.8930247,1.222005,1.2709464,1.2882097,1.1040481,1.1412425,0.7138521,1.1794391,1.2863693,0.9550144,0.74100053,1.0419008,0.0,0.90825665,0.91559446,0.45531952,0.69761074,1.3196123,1.2200081,1.2977313,1.2159187,1.4041309,0.58140695,0.46019435,1.0232605,1.2294391,0.63911366,1.2706064,0.9789774,0.82039016,1.0372146,1.1615518,1.1407341,0.63470894,1.3493222,0.9961022,1.2175924,0.8935933,1.1264647,1.2018316,1.240874,1.1516459,0.23653519,0.39029855,0.9706949,1.3114016,1.0485051,1.0756031,0.6971424,1.1558661,1.4692965,0.82042384,0.38960022,0.22040516,1.349064,0.9463613,0.8919859,1.3262842,0.7734839,0.27904403,1.0612246
napkin,1.3405935,0.883441,1.0049735,1.1715279,0.7274395,0.6730554,1.3073931,0.46423125,1.3485943,1.2710017,0.9698174,0.5196365,0.76856756,1.3454866,1.0918603,1.0914407,1.3714614,0.487383,0.70831597,1.0843695,1.1425841,0.79676735,0.636824,1.1800916,0.46600956,1.2295891,0.8591212,1.2624269,0.71526754,0.7858358,1.0644305,1.0874261,0.5851388,0.8747817,0.601997,1.0592375,0.46903694,1.3120043,1.0275002,0.73958635,1.012725,0.8732209,1.2263632,0.7642046,1.3649905,1.0384578,0.79262227,0.8014525,0.8227535,0.63143826,1.1992503,1.2583458,0.84826446,0.65045434,1.1505079,1.2523273,0.8569963,1.3538861,0.7639142,0.8011414,1.2941262,1.4501281,1.1884099,0.68661165,0.68184793,0.67508113,1.1373738,1.1117984,0.975321,1.1050192,1.132085,0.90825665,0.0,0.8732525,0.9733626,0.9843407,0.6305435,1.3103143,1.2680986,1.0321465,1.2868217,0.57246083,0.6782157,0.9772154,1.3959985,0.4647156,1.3802316,0.8066698,0.8475935,1.0062337,1.1258633,0.849368,0.6644815,1.2024944,0.8213773,1.2967415,0.7851608,0.69685197,1.0204209,1.1728168,1.2913895,0.7032032,0.7228017,0.8209126,1.2759445,0.68636787,1.0057317,0.92180425,1.0119274,1.3969321,1.1011423,0.88955724,0.9445351,1.196003,0.03131938,0.87771165,1.385718,0.78872263,0.6626396,0.8694692
necklace,1.1450381,0.8175055,0.89516246,0.9784685,0.86742496,0.91961634,0.91659695,0.8963344,1.144514,1.2814887,1.2238749,0.8072042,1.1589139,0.9198688,1.0951612,0.9271924,1.1144928,1.0010713,0.9471584,1.1106911,0.9731607,0.8822157,0.98904324,1.0935977,1.0267926,1.1894045,0.9377533,1.1537817,1.0517578,0.93111193,0.97232914,0.9594634,1.1216224,0.7796464,0.8691174,1.1970297,1.0031309,1.1686897,0.9764439,0.9378089,1.111737,0.7007732,1.0722913,0.9797887,1.189106,0.87526155,1.0651273,0.8913964,0.982057,0.7108059,1.027173,1.1433299,0.78595746,0.76111245,0.7652129,1.1271919,0.9643533,0.9044193,0.9159049,0.8836857,1.174645,1.2471079,1.0989618,0.7120688,0.99794894,0.90481144,1.0172502,1.0594261,0.79336685,0.8040518,1.0061615,0.91559446,0.8732525,0.0,0.8152839,0.92743105,1.0122447,1.2785842,0.9785687,1.1527402,1.041742,0.795417,0.8329632,0.9400409,1.2616001,0.9495368,1.2158262,0.9467883,0.9903557,1.146571,1.0182582,0.95706356,0.8505124,1.187538,0.71627885,0.99983066,0.8082266,1.0381072,0.9223775,1.2547295,1.2041111,0.89872336,0.95799875,0.7878729,1.0959811,0.7781198,0.96292573,0.8131851,1.0604504,1.2061517,0.99683815,0.90616524,0.9029545,0.9202681,0.89005464,0.8996477,1.1992348,1.0133008,0.8452847,1.0277128
nose,1.2269461,0.31239069,1.033354,0.8415783,1.0423089,0.8311571,1.2284799,1.1834077,1.3117814,1.1609967,1.2224332,0.803185,1.101796,1.1189196,1.2073731,1.253226,1.3783941,0.9174695,1.1224465,1.3448019,0.8799209,0.87348914,1.1415588,1.2021967,1.0060937,1.0749308,0.61282444,1.2231042,1.1003251,1.1609211,0.66900504,1.0214299,1.1079972,0.4980049,0.71646583,1.1341205,0.9694794,1.1596572,1.1755579,1.0596151,1.146188,0.83663577,0.65256715,0.9421839,0.9531312,0.41957062,0.7573796,1.1127257,0.6485232,0.8224435,1.2288691,1.2524432,0.33263028,0.89552116,0.8339033,0.7274279,0.98636127,0.8427484,0.6541918,1.1131532,1.0824155,1.2322774,1.1051348,0.9658291,1.1425512,0.9772107,1.1328511,1.2220719,0.7520726,0.39540136,1.0173746,0.45531952,0.9733626,0.8152839,0.0,0.89762133,1.2193424,1.1019661,1.1208667,0.9927788,1.3088366,0.8166619,0.7638227,1.0293312,1.1547077,0.8579141,1.2759929,1.1033248,1.181168,1.1654441,1.1186616,1.1846654,0.58591056,1.1995957,1.1059966,1.10588,0.9754455,0.8784245,1.0529627,1.3228438,1.2302113,0.48665035,0.9288738,0.7816042,1.2962062,0.9332519,1.0115948,0.9586764,1.101265,1.3947592,0.9733987,0.28222644,0.52922225,1.2328196,1.0173503,1.129242,1.3950526,0.96145844,0.53808594,1.0234231
orange,1.2703847,0.9597548,0.18994272,1.2120261,0.63817555,0.57218134,1.0619744,1.0010872,1.2490698,1.1158279,1.3459994,1.0125805,1.2190921,1.2969837,1.0159267,1.3832929,1.1992908,0.90143186,0.8173105,1.1648417,0.614168,0.96915287,0.88062793,0.9479047,0.95064753,1.2332698,0.5875398,1.2597269,1.1930763,0.7538132,1.0452238,1.040063,1.1588901,0.69460404,0.80227697,1.3970566,0.8286054,1.146539,1.0056343,1.0596842,1.3112066,0.953019,1.0139995,0.5090461,1.1706629,0.862628,1.0646293,0.7833041,0.8886117,0.92049384,1.0612483,1.0981218,0.882443,0.9231061,0.557776,1.1835824,0.7028698,1.1784817,0.82970065,0.8804405,1.1574968,1.2226024,1.3110297,1.1247951,1.1055415,0.9194351,0.84180933,1.0979459,0.9546848,0.92296267,0.8493105,0.69761074,0.9843407,0.92743105,0.89762133,0.0,1.2723479,1.1406646,1.2705891,1.2636913,1.2430569,0.9258232,0.88069093,0.997632,1.127366,0.9215955,1.1674564,0.96155345,0.87537545,0.94709593,0.7951999,1.0658257,0.96106374,1.3642855,0.9592884,1.2199681,0.96498954,1.1856594,1.0496876,1.1279557,1.1117907,0.83747506,0.6707287,0.9274027,1.1647869,1.0353854,1.0226868,0.4676987,1.177932,1.3650522,0.81113064,0.7921603,0.88278794,1.1481314,1.012307,0.7247565,1.1802874,1.1514579,0.85396856,1.1825279
oven,1.1645222,1.1030798,1.2179233,0.96487504,1.08467,1.1910186,1.0599989,0.6485928,0.9557449,1.1901443,0.6509896,0.8710319,0.6260525,1.021299,1.0585786,0.76114404,0.9765831,0.9994066,0.9047885,0.73497516,1.2660156,1.0034385,0.8136175,1.1117189,0.64310706,0.8617848,1.3101017,1.0278583,0.44088948,0.97018415,0.9793408,1.086333,0.5920769,1.2339981,1.2101765,0.51251453,0.9250799,1.1386861,0.95966226,0.44718695,0.57776284,1.0524119,1.1874871,1.2075908,1.1273475,1.1884145,1.1422796,0.9256819,1.0824114,1.0211922,1.2039644,1.0585766,1.1964102,0.9010136,1.2865916,1.1041019,1.1338352,1.0367295,1.1887875,0.89437795,0.8499343,1.156027,0.8864816,0.9177619,0.572403,0.8840314,1.0098336,0.80838597,1.053234,1.1692897,1.1041081,1.3196123,0.6305435,1.0122447,1.2193424,1.2723479,0.0,1.1400211,0.9280318,0.800069,0.85272723,1.0858276,1.1811187,1.0593626,1.2399263,1.0055727,1.1472064,0.81922567,1.0553288,1.0616968,1.0868989,0.77207017,0.9651187,0.62263894,1.0855632,1.0018356,0.9580642,0.7829653,1.0415875,0.77775764,1.0735863,1.2043314,1.09831,0.9495834,1.0433592,1.0316184,1.020709,1.1776507,0.93456376,0.73669493,1.1849068,1.2361777,1.3020337,1.051695,0.59836215,1.0960546,0.9624691,0.8182956,1.1345923,0.6576357
owl,0.61254954,1.1391885,1.1255623,1.054162,1.1803046,1.1677462,1.0584434,1.2833356,0.99804986,0.28097856,0.99567276,1.2762543,1.0508314,0.9836758,0.7585696,0.90600127,0.8552253,1.2591076,1.2787646,1.1568329,1.1348857,1.1435559,1.2027204,0.80580103,1.221862,0.92187357,1.2778713,0.25395894,1.153587,1.1016755,1.0521607,1.1047535,1.1383395,1.1927316,1.303036,0.98554546,1.2777433,0.23918462,0.92701405,1.1283575,1.0384004,1.0842807,0.9758799,1.1351833,0.67388266,1.2010567,1.0179751,1.0341661,1.2061883,1.2646985,0.76972735,0.8740379,1.1691084,1.051743,1.1522859,0.9501462,1.0742853,1.0010705,1.0657307,0.99904513,0.99090505,0.545151,1.0706466,1.2499638,1.1778448,1.203237,1.0151179,0.9688477,1.0962487,1.0968271,1.0186625,1.2200081,1.3103143,1.2785842,1.1019661,1.1406646,1.1400211,0.0,1.0198036,1.0166365,1.0516534,1.2637303,1.2832979,0.9900922,0.25651157,1.2547047,0.548939,1.0277002,1.1997063,0.8139239,1.0003458,1.0605934,1.2117106,0.97780204,1.3194797,0.96768355,1.1852094,1.1382072,1.0780302,1.1415794,0.9819991,1.2561383,1.2112222,1.1433605,0.98214495,1.2105963,0.9866491,1.1927497,0.9469745,0.9539637,0.95353985,1.2014397,1.2434834,1.0741615,1.2795808,1.0006121,1.0130665,1.1677058,1.2440498,1.0706533
pajamas,0.8668251,1.0129899,1.2691253,0.4931994,1.3620708,1.4786985,0.581871,1.3599875,0.65430987,0.96935964,0.62401336,1.2567458,0.8291328,0.21597004,1.1648362,0.32863313,0.8101025,1.4421458,1.3947787,1.0640535,1.1385177,1.1131114,1.3066051,1.0971111,1.4028764,0.7667741,1.2032341,0.85632527,1.0865595,1.4014652,0.9032887,0.9609515,1.0284965,1.2664968,1.5075548,0.65148056,1.4880099,1.0037544,1.1232251,1.1024773,0.7158447,0.9012755,0.90716285,1.4482342,0.6840302,1.0404067,1.2459694,1.4005644,1.132795,1.313853,1.1070976,0.9181584,1.3522301,1.2758656,0.97646594,0.651948,1.4020846,0.36030668,1.4542245,1.3546683,0.717142,0.6578784,0.14802974,1.0513264,1.1851814,1.4571803,0.73987925,0.81530595,0.6199795,0.99889266,1.0673895,1.2977313,1.2680986,0.9785687,1.1208667,1.2705891,0.9280318,1.0198036,0.0,0.43770015,0.71559215,1.5207616,1.460686,1.1810466,0.90099925,1.4056258,0.79159236,1.3222926,1.3176405,1.2817724,1.0635431,1.1181374,1.3647337,0.43565243,1.2165766,0.2080934,1.1632906,0.7257706,0.9792614,0.90423167,0.7714083,1.3608608,1.4295979,0.8477367,0.7687556,1.1153349,1.0800966,1.2224143,0.71447587,0.54601586,1.3484299,1.2042584,1.1627221,0.599804,1.2525499,1.4344816,0.71286035,1.1433816,1.4251118,0.9894551
pants,0.9826944,0.86204743,1.3503737,0.5202059,1.3659675,1.3526475,0.82631516,1.2298499,0.9122071,1.01491,0.54278034,1.1475966,0.64868927,0.545127,1.1341403,0.50461507,1.0135113,1.3419492,1.3564566,1.1859897,1.1812336,1.0299151,1.3233447,1.1009228,1.2005901,0.6396777,1.0322751,0.8965936,0.7596735,1.4017887,0.8132765,1.0021137,0.8448268,1.1728038,1.4117782,0.49266654,1.3977036,1.0065869,1.1276069,0.93478876,0.63542616,0.89202225,0.8578827,1.3854063,0.86941475,0.95675373,0.91569805,1.4172964,0.9368451,1.2113268,1.2110744,0.9448448,1.1364651,1.1664448,1.175359,0.71981174,1.2440766,0.6035664,1.274103,1.1738626,0.64943373,0.9543037,0.29454434,0.98066145,1.0423617,1.4027919,0.9286364,0.87271625,0.70047706,1.0136096,1.1067615,1.2159187,1.0321465,1.1527402,0.9927788,1.2636913,0.800069,1.0166365,0.43770015,0.0,0.87139815,1.4487844,1.4081092,1.1612757,0.99298406,1.2671012,0.9813111,1.27362,1.3962867,1.1311123,1.1519011,1.0230181,1.1829569,0.49725556,1.2154694,0.58857524,1.2161398,0.26257622,0.92524076,0.95968497,0.9723328,1.159615,1.4318323,0.90445936,0.9531109,1.0136122,1.0652702,1.2981977,0.6450673,0.6367634,1.2739556,1.004909,1.2063563,0.8790381,1.0470215,1.4614639,0.9793905,0.9485583,1.2725494,0.9375059
paper,0.6417408,1.2903126,1.1238961,0.89459515,1.2042534,1.4368763,0.6918324,1.1377755,0.69597006,0.9848737,0.7594905,1.2955545,0.9565885,0.58019143,1.0118548,0.7022143,0.23589712,1.2918494,1.1360729,0.55034906,0.8882215,1.1673963,1.0777161,1.0190595,1.1697738,0.817555,1.3982382,0.8425364,1.0229615,1.0575336,1.0518833,0.96485925,1.0524167,1.3459003,1.4004619,0.78901935,1.26735,0.8942301,0.9304216,0.9637368,0.82572055,1.1094484,1.0813768,1.2875061,0.9036894,1.1528447,1.1980418,1.0477151,1.1987054,1.1968402,0.7599338,0.69291866,1.3458395,1.2410803,1.1793253,0.97871053,1.2567514,0.7766107,1.4446461,1.236731,0.85306966,0.64137834,0.7363747,1.0885715,0.9541389,1.1485511,0.9014269,0.8363693,1.1073458,1.1229556,0.80831695,1.4041309,1.2868217,1.041742,1.3088366,1.2430569,0.85272723,1.0516534,0.71559215,0.87139815,0.0,1.2846103,1.3153962,1.0803988,0.93069786,1.2925959,0.6760845,1.0861125,1.0774537,1.0942299,0.7862272,1.0346962,1.3112502,0.72619534,1.050144,0.74488604,1.1320354,1.0257272,1.0757219,0.81888247,0.8488488,1.4403179,1.2262164,1.0689222,0.7959729,1.2042369,1.0110781,1.1870865,0.90253854,0.5015753,1.157492,1.3864326,1.2653618,0.7795608,1.2522368,1.2360352,0.6901442,1.0777109,1.3990712,0.9527566
pen,1.2177733,0.9062257,0.9402462,1.258997,0.67197686,0.50462055,1.346055,0.6621875,1.3485553,1.2090433,1.3374634,0.35630047,1.154191,1.4981065,1.0675279,1.476141,1.2791057,0.38206226,0.6105431,0.9482025,0.86600626,0.86503786,0.7406366,1.0824819,0.5480006,1.2202492,0.7652244,1.2900585,0.9304115,0.6893928,1.1913503,1.0850254,0.8651223,0.66745126,0.13352382,1.4060433,0.40166682,1.2716186,1.1408247,0.94764125,1.2618244,1.0542299,1.200089,0.60359097,1.3027935,0.8799063,0.7402115,0.7056975,0.8004114,0.46306038,1.0653267,1.1845108,0.59229136,0.6668961,1.1504524,1.2555094,0.7518058,1.4204077,0.5734151,0.8089759,1.322387,1.3222102,1.4294409,0.79654604,0.86619383,0.38237393,1.2593716,1.362315,1.2679853,0.98639446,1.125756,0.58140695,0.57246083,0.795417,0.8166619,0.9258232,1.0858276,1.2637303,1.5207616,1.4487844,1.2846103,0.0,0.09499538,0.90932506,1.2701874,0.27199662,1.295778,0.70816004,0.5920327,1.017036,1.164213,0.9843849,0.49979115,1.4740965,0.54528207,1.4399924,0.7323651,1.2027934,1.1993312,1.0723972,1.2825919,0.4018538,0.49031758,1.0053666,1.367759,0.9110073,0.8738863,0.8858812,1.1432487,1.4804335,0.8945071,0.77445674,0.6033354,1.1945658,0.59605473,0.8134829,1.3875694,0.59048116,0.39890313,0.91313803
pencil,1.2610649,0.84953284,0.91940004,1.247217,0.6515288,0.45733213,1.3382359,0.74092853,1.2959802,1.2457631,1.3339984,0.42383593,1.1546454,1.4588424,1.1136334,1.4718441,1.2971013,0.36345005,0.63503796,0.9923963,0.73783267,0.8534771,0.79951286,1.0909921,0.65322316,1.1861205,0.6591183,1.3439789,1.018916,0.75611967,1.104891,1.0959284,0.9320817,0.6231451,0.07660806,1.4326093,0.43227434,1.3257145,1.175228,1.0226249,1.2439947,1.0294784,1.1245425,0.60977423,1.2602057,0.7591175,0.7766145,0.80369467,0.7594433,0.5175415,1.0936859,1.1977713,0.54961944,0.71531546,1.0402299,1.2112579,0.743738,1.3202236,0.5803774,0.85853887,1.2968934,1.3211706,1.3799436,0.83088154,0.93945336,0.48891342,1.201882,1.3608289,1.1914692,0.9505855,1.1613084,0.46019435,0.6782157,0.8329632,0.7638227,0.88069093,1.1811187,1.2832979,1.460686,1.4081092,1.3153962,0.09499538,0.0,0.99134314,1.2783561,0.3408001,1.2771341,0.7704569,0.5962006,1.0201075,1.1935,1.0526675,0.5448666,1.4561232,0.54405093,1.4007856,0.79126215,1.2376592,1.1415381,1.0661495,1.2922556,0.33702552,0.44914222,0.97812986,1.3100764,0.8823075,0.83458924,0.8805392,1.1965871,1.4692824,0.8936695,0.68448514,0.53134376,1.1754858,0.70772517,0.80483687,1.3455858,0.64821094,0.38709855,0.9838562
penguin,1.0501406,1.0798243,0.97360283,1.1726613,0.8804638,0.8953557,1.0724221,0.95440346,1.1587086,1.0769801,1.0905098,0.83229035,1.0624815,1.0099529,0.92671406,1.1003368,1.1115766,1.0178989,0.9211202,1.1005154,1.0984106,0.9834052,0.93584114,0.85446507,0.98020744,1.1341758,0.9604707,1.121768,1.0426819,0.84034336,1.1935995,0.7606737,0.96913916,1.0164059,0.98678493,1.1685357,0.9833501,1.0362678,0.84915805,0.87494683,1.118743,1.01025,1.0777807,0.9471213,1.0591371,1.0806875,0.96411246,0.9080061,0.9849541,0.8899656,0.9631687,1.006468,0.90113014,0.83410573,0.8698926,1.0345242,0.9172707,1.2198026,0.75133026,0.9921215,1.1315591,1.1164727,1.1732627,0.8636074,1.0436313,0.91206074,1.1587968,0.93676674,1.0149503,1.074918,0.9878772,1.0232605,0.9772154,0.9400409,1.0293312,0.997632,1.0593626,0.9900922,1.1810466,1.1612757,1.0803988,0.90932506,0.99134314,0.0,1.0457127,0.91888416,1.138627,1.0206143,0.97139907,1.0361749,1.0223726,0.9147858,0.90619254,1.2029638,0.86453277,1.2016088,0.9248498,1.0000011,0.9105322,1.1326567,1.067516,0.9726785,1.0252117,1.0277207,1.0173928,0.8940937,1.0179272,0.8960326,1.0555744,1.1816187,0.6760647,1.0531726,1.0155102,1.0446538,0.95985484,0.6838619,1.1114748,0.9979716,0.9714892,1.0804719
pig,0.42948496,1.2170314,1.1112571,0.9972706,1.2072421,1.2701344,0.87789196,1.3987609,0.88594157,0.2138784,0.9883201,1.3563836,1.1090225,0.866548,0.922441,0.8721446,0.6505207,1.3286011,1.3581218,1.0693115,1.1090553,1.176576,1.2410381,0.8563834,1.3536267,1.023615,1.2712946,0.23794973,1.2909334,1.1674203,1.1133265,1.0443106,1.2225628,1.2794563,1.3169119,1.0780201,1.3457491,0.17146736,0.91295946,1.271086,1.0889546,1.1263186,0.9586028,1.162146,0.71697384,1.1641766,1.0175673,1.0989314,1.2645463,1.3214386,0.68179446,0.97358215,1.2567604,1.1873529,1.1718041,0.9341385,1.2019954,0.89019483,1.2235433,1.1323602,0.9024844,0.35869002,0.894347,1.2618151,1.1960791,1.2665806,1.0181346,1.0083686,1.074047,1.0905627,1.0158427,1.2294391,1.3959985,1.2616001,1.1547077,1.127366,1.2399263,0.25651157,0.90099925,0.99298406,0.93069786,1.2701874,1.2783561,1.0457127,0.0,1.3490789,0.4308545,1.1465529,1.153877,0.80472934,0.91018975,1.0884376,1.325655,1.0184506,1.2466973,0.84813213,1.1966339,1.1426071,1.0472662,1.0979028,0.8921807,1.3337529,1.2264836,1.1710047,0.8781812,1.2049032,0.8907943,1.1550674,0.9472504,0.8668915,1.0724312,1.2272011,1.2183095,0.9338088,1.3473771,1.1155204,0.8579774,1.232204,1.3271358,1.1549326
pillow,1.2784997,0.7840632,0.9930017,1.2485657,0.66438913,0.4384328,1.4168901,0.6282186,1.3702374,1.2284225,1.1247308,0.30168986,0.9674681,1.4144706,1.0607748,1.2946789,1.3473581,0.3879367,0.5616835,0.9573951,0.9360008,0.83825123,0.73987025,1.1428535,0.3857916,1.1950572,0.7656275,1.2775458,0.79407954,0.7143904,1.2078424,1.0557758,0.62511545,0.75899225,0.3227557,1.215662,0.37196374,1.2920623,1.1416061,0.8846862,1.088708,1.0023835,1.2753854,0.4958362,1.3015949,0.96383536,0.66403997,0.75380135,0.6630671,0.64515305,1.1127045,1.2105179,0.6676317,0.6636194,1.2467899,1.2299653,0.79769075,1.4403355,0.52833277,0.82097334,1.3385596,1.3740634,1.307034,0.86771345,0.9004388,0.5022106,1.2492089,1.28637,1.1232018,1.1015527,1.1615298,0.63911366,0.4647156,0.9495368,0.8579141,0.9215955,1.0055727,1.2547047,1.4056258,1.2671012,1.2925959,0.27199662,0.3408001,0.91888416,1.3490789,0.0,1.3374283,0.76536274,0.6700433,1.055647,1.1200367,0.96320695,0.42924792,1.3442937,0.7646843,1.385573,0.8030049,0.98595864,1.2401263,1.0161926,1.2943999,0.38116872,0.54939914,0.9421013,1.3954542,0.9403862,1.0767258,0.92179936,1.0280973,1.4533589,0.93932915,0.7987741,0.7085221,1.3553423,0.5153539,0.84754306,1.422462,0.5667275,0.5103707,0.87958467
