,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
purse,1.0609292,1.0566317,1.3124807,1.2399327,1.1458149,1.2129229,1.0255979,1.1385299,0.61100066,1.0278386,0.92061245,1.2364005,0.9233488,0.91033775,0.9275718,0.9464055,0.8566916,0.7404759,0.9152063,0.794906,0.6283853,0.9150698,0.8809252,0.6040211,0.70265764,0.9224498,0.8963959,1.0800033,0.63681227,1.1090072,1.0036343,1.0873638,1.0090064,1.3398056,0.92842335,1.1421177,1.2320484,1.0040618,0.7087796,0.8295287,1.0288508,0.9435562,1.0260061,0.7972212,1.0121349,1.2338835,1.0349063,1.1986309,1.3429388,1.1771026,0.97228736,1.220825,1.2076015,0.91479516,0.8925932,1.2147516,0.8351727,1.1451061,1.0200725,1.2354907,1.1765857,0.9363224,1.1590066,0.99436754,1.0247165,0.82806325,1.0843607,1.1164114,0.8454812,1.0616757,1.2358797,0.9260738,1.00511,0.7420498,0.99634194,0.98078185,0.90144664,0.91771895,1.3292426,0.6450963,1.2314969,1.117973,0.8136207,1.0684179,1.075917,0.99540967,1.1327181,1.1312388,1.0484903,1.1686748,0.49139303,0.99680465,1.0529089,1.0054631,0.6970704,0.0,0.8024154,0.99540913,1.1740799,0.9927722,0.9425068,0.8229391,1.079184,0.8204878,0.91142654,1.1137846,1.0187184,1.045887,0.9205034,1.021096,1.0331861,0.9370419,1.0214458,1.008982,0.9516136,0.49813664,1.0898342,0.9697007,0.8166007,1.1704122,1.3243889,1.1398344,0.9625467,0.7239883,0.74741507,0.9884494,1.1291711,0.9750102,0.8306694,1.2237272,1.1128216
radio,1.2980254,1.1315683,1.0406765,0.9825106,1.2890749,1.0325232,0.9839771,0.9732025,0.7866499,1.1028155,1.2504439,0.8964965,1.0463952,1.1509186,0.8849865,1.2715461,1.0344115,0.7531431,0.56400454,0.649161,0.7590371,0.86986464,0.7727152,0.6413242,0.61155206,0.69540286,0.92235404,1.219988,0.8537041,0.5611642,1.1331031,1.2100377,1.0534906,1.1407418,1.1987422,0.9434199,0.8991372,1.1261542,0.69331026,0.8218516,1.1925292,1.1028426,1.1004914,0.61701083,1.1460371,1.1226621,0.9197669,1.0264809,1.0743347,0.9027643,0.94978005,1.0609269,0.74052405,1.0109576,1.1458161,1.0072459,1.2176803,1.1846913,0.88718426,1.2316564,1.242388,0.8448972,1.1004107,1.2139949,1.2282586,0.62888527,1.232097,0.6637662,1.0418385,0.6934337,1.1475713,1.2190223,1.1185769,0.7864219,1.2691035,1.0203911,0.8025099,0.90877765,0.96941495,1.0023377,0.8555752,0.94305956,0.741976,1.4092666,1.2167873,1.1014258,0.6877879,0.66988236,0.90346,1.2447957,0.94297934,0.7877946,0.7590909,0.87891537,1.006443,0.8024154,0.0,1.0491896,1.1416197,0.97914064,1.2059532,1.0134417,1.2615926,1.0086436,1.144097,0.6905712,0.9268952,1.1636976,1.1169144,0.8118811,1.0612375,1.1727432,0.6380463,0.80992746,1.2262645,0.7849396,1.3292829,1.2599368,0.6491575,0.86892736,1.0250176,0.99487716,1.1367966,1.0910256,0.8501356,1.2795912,1.1600037,0.7171335,0.7087446,0.8585434,1.1459062
refrigerator,0.8924167,1.1398214,1.3969903,1.312817,0.71506524,1.37897,1.1542867,1.3979759,1.174331,0.23480207,0.5351266,1.1015263,0.55583644,0.96988046,1.1848481,0.6677414,1.1326754,1.1564251,1.1154792,1.3284583,0.9104906,1.3602532,0.9796466,1.0479506,0.7120519,0.8588369,1.3658307,0.6956354,0.6616561,1.2852015,0.44656777,0.79605776,0.955475,1.1221677,0.42371917,1.3279705,1.2443047,0.6647152,1.2197366,1.2002746,0.80007416,1.2148373,0.21182048,0.7474445,0.9984119,0.84886235,1.3491303,0.8811226,1.3357208,1.2314812,1.2410645,1.1775931,1.1931615,1.3123852,0.75506246,1.2466254,1.3255652,0.96488214,1.4213703,0.79862916,1.0613279,1.364275,0.9529257,0.8480506,0.7058667,1.1969131,0.6800966,1.2556355,0.54702723,1.2279142,0.9434901,1.1610005,1.2001748,0.96631855,1.1542288,0.9028997,1.1607765,1.2526861,1.3496411,1.2812065,1.2949419,1.4354562,0.26898193,0.7892674,0.65332276,0.85961556,1.1591028,1.2068607,1.142844,1.1018826,0.9927382,1.2590504,1.2294786,1.1488172,1.311284,0.99540913,1.0491896,0.0,0.9297781,1.0905263,0.7983658,1.2046778,0.5992921,1.1295617,0.7706198,1.1354206,0.7626144,0.5955779,0.84449875,1.4166913,0.72018844,1.0281099,1.3251988,0.9329599,0.9970964,1.0521795,0.7663796,0.7831947,1.4082015,1.1841259,1.330343,1.3504902,1.0161061,1.2598853,1.4478595,0.8462111,0.6733869,1.0848639,0.81575215,1.3489219,0.44303477
rock,0.73872846,1.0152677,1.2249082,1.1760287,0.80910444,1.1467965,1.2093527,1.2157748,1.1603208,0.88839376,0.7313466,1.0338213,0.9639097,0.8045503,1.0643444,0.684669,0.9678266,1.013385,1.2401905,1.1793437,1.0977445,1.104624,1.242622,1.2728189,1.2424408,1.1220888,1.058162,0.8221298,1.1357684,1.129271,0.95140636,0.9124621,0.77556384,0.83493865,0.77929926,0.93526125,1.1070536,0.8942883,1.2775663,1.2258826,0.9016509,1.1974144,1.0172024,1.0853074,0.9526793,0.8294879,1.2119904,0.8021549,1.0581234,1.0230106,1.2006055,1.0128325,1.1569556,1.0568491,0.9220784,1.1124965,1.0208944,0.8933713,1.1856246,0.87105906,1.0383973,1.1921681,0.57453644,0.96688074,0.88639575,1.2172916,0.8303378,1.2091596,0.9387669,1.2808323,0.8874359,0.8259824,1.0249461,1.035466,0.991982,1.0524138,1.1606445,1.1513795,1.102235,1.0581546,1.0270983,1.2087622,1.0673034,0.86916333,0.8377685,0.74138355,1.1216116,1.2088704,1.0917764,1.0312133,0.96341926,1.0631372,1.2248995,1.1358314,1.0582967,1.1740799,1.1416197,0.9297781,0.0,1.0628805,0.79634017,1.109391,0.8579625,0.9916798,1.0035429,1.1849085,1.1001642,0.86388755,0.8001785,1.1865798,0.90522,0.8989399,1.2472703,1.1314427,0.97098637,1.1385856,0.8704101,0.8131749,1.2402492,1.1028485,1.1026434,1.0850909,1.0053082,0.96881413,1.2703911,0.9339951,0.86227715,1.1574198,1.1066453,1.0693585,0.88872397
rooster,0.8297659,1.0944438,1.0468849,1.0572666,1.0745293,1.0059965,0.9738785,0.99656206,0.9170316,1.1204536,1.1702051,0.9548638,1.0973232,0.9508551,0.16923606,1.2066032,0.99637246,0.76531976,0.8876288,1.0027682,0.9364552,0.99102604,0.92152923,0.99308455,1.0316043,0.96974516,0.95665824,1.0653896,0.96380883,0.95931315,1.1575404,1.0758542,1.1522268,1.0716541,1.2231694,0.99383813,0.93035865,1.0507576,0.91145027,0.9559792,1.070056,0.97218215,1.036415,1.0150225,1.2132443,1.1650163,0.97386837,1.0490515,1.0487825,0.993686,0.76280415,1.1271093,0.9261081,0.6294019,1.0634737,0.9464203,1.1739619,1.0136778,0.97427464,1.1170384,1.1300313,0.97601706,1.1808746,1.0391331,1.1768031,0.9535608,1.1715438,0.9838671,1.0105807,0.7706595,1.1385735,1.0417074,1.1075958,0.91724944,1.1886016,0.91499984,0.9160635,1.0116725,0.98464024,1.0047975,0.84020615,0.94877625,1.0742917,1.2168303,1.1707771,0.8753868,0.9286906,0.97937626,0.8639277,1.1372036,1.1387907,1.0367372,0.80369157,0.99638885,0.94076794,0.9927722,0.97914064,1.0905263,1.0628805,0.0,1.1853498,0.709306,1.1313387,1.1377345,1.0684229,1.058361,0.9658527,1.0851191,0.9684975,1.1087477,0.95827794,1.1606649,0.93621707,1.053127,0.98198795,1.0428573,1.1697335,1.0746834,0.9676693,1.0177983,1.038463,1.100283,0.89279884,1.0089601,0.8884386,1.0898626,0.9982884,0.98205173,0.9529844,1.0777407,0.9949841
scarf,0.88794297,1.1892717,1.3641734,1.2980695,0.79051256,1.2918454,1.2908943,1.2906437,1.0858843,0.82073855,0.3412677,1.1820449,0.7996744,0.7936486,1.2205937,0.30877066,0.99930626,1.1371065,1.3448489,1.264888,1.0650859,1.2393754,1.2337697,1.309783,1.2029165,1.2504685,1.2159675,0.67650247,0.93677545,1.3071034,0.66481155,0.81862026,0.8593226,1.1063603,0.5066913,1.285306,1.2697275,0.72556067,1.3348696,1.0846347,0.7118509,1.0616236,0.78563184,1.0357653,0.86204314,0.84156346,1.3064091,0.8164114,1.2490311,1.1436654,1.2748597,1.0452036,1.3396907,1.1738886,0.77504694,1.2326372,0.89076287,0.85478944,1.3432802,0.8389951,0.92052555,1.3312334,0.728926,0.8316433,0.5078,1.2034113,0.61468875,1.3061881,0.7473213,1.3783525,0.9355845,0.80388784,1.0343746,1.1291292,0.71583736,1.0571598,1.191727,1.14933,1.2983851,0.9955909,1.2954023,1.374789,0.9496736,0.43945205,0.5819427,0.85439837,1.2870716,1.3058858,1.2262971,0.9762187,0.72699714,1.1373183,1.2081102,1.3122188,1.0958083,0.9425068,1.2059532,0.7983658,0.79634017,1.1853498,0.0,1.0917007,0.64429307,0.9004945,0.85986006,1.190899,1.0151248,0.88810015,1.0363541,1.2678318,0.9575431,0.98159355,1.3895252,0.9881933,0.9568851,0.9327716,0.6255866,0.6610655,1.3678799,1.2761534,1.2632179,1.1664727,1.0654588,0.89717126,1.281469,0.88380694,0.892287,1.1792388,1.0755389,1.2008845,0.7790448
scissors,0.7134711,1.174644,1.130493,1.1262838,1.1414565,1.0328685,1.0519472,0.8090119,0.8002913,1.0663075,1.0706662,1.1330808,0.8648141,0.70385104,0.6662822,1.1215903,0.8464649,0.7035502,1.0657048,0.91619396,0.8551246,0.9612205,0.95618236,0.93301857,1.1730986,1.1242235,0.81563556,1.1415088,1.0109241,1.06174,1.1171043,1.0242019,0.8090415,1.1209381,1.1701478,0.9911791,1.0801451,0.95034146,0.8648591,0.97971463,1.1008109,0.8908101,1.1847072,0.8905959,1.1165916,1.2214273,0.9739435,1.1262205,1.1606269,1.0931218,0.88745904,1.2211227,1.1146557,0.5075399,0.95245904,1.1038465,0.97364765,0.9633391,0.8437102,1.2148145,1.0692362,1.0279307,1.2286589,0.937817,1.1253421,1.0990739,1.1629238,1.0873572,1.011893,0.9554416,1.2774696,0.83033705,0.78894347,0.98343086,0.96660024,0.87343305,0.96263176,0.98785883,1.2193916,0.7951244,0.96771324,0.92943376,1.2057843,1.1074963,1.1859049,0.8419018,1.094347,1.1372288,1.0191101,0.83281463,1.1329633,0.9384202,1.0206847,0.94234043,0.7887404,0.8229391,1.0134417,1.2046778,1.109391,0.709306,1.0917007,0.0,1.165041,0.9088087,1.2191914,1.1007828,1.1739016,0.991198,0.63658255,1.1419054,0.9853516,1.0802245,1.0232582,1.1210108,1.0244583,0.76294935,1.0923122,0.89637446,0.7108567,1.2253053,1.2785351,1.0916117,0.7459221,0.82574123,0.45128548,0.88639665,1.0709596,1.1000406,0.92268336,1.1161399,1.1018745
shirt,0.73797756,0.89464563,1.321856,1.2405418,0.36392713,1.319345,1.2337081,1.3669318,1.3141544,0.58822775,0.51767397,1.2704372,0.6742555,0.659329,1.2349374,0.4423297,1.1032794,1.1638606,1.4420811,1.4843674,1.0124427,1.437135,1.2996066,1.3473897,1.1811693,1.0976604,1.3996286,0.66207665,0.9526157,1.3991777,0.57613987,0.7258287,0.8808462,0.9142974,0.35626775,1.3127073,1.376904,0.7460406,1.4522536,1.2290986,0.7220234,0.96163285,0.67642164,1.0766733,0.71389544,0.7122281,1.3603485,0.8173086,1.1262146,1.2306106,1.2898158,1.020243,1.4349794,1.182867,0.8638059,1.1836761,1.0439099,0.8693217,1.2921901,0.49957347,0.73639375,1.3075941,0.7814094,0.8297808,0.5361034,1.3179367,0.3117664,1.454962,0.68657875,1.4252752,0.6604064,1.021669,1.0335088,1.1463075,0.7109387,1.0940995,1.1293335,1.3051322,1.3404437,1.3448391,1.2261829,1.4248257,0.7680511,0.42430687,0.278535,0.7870432,1.4314725,1.4486573,1.1138848,0.9109187,0.8732235,1.2861893,1.376829,1.3656511,1.2976186,1.079184,1.2615926,0.5992921,0.8579625,1.1313387,0.64429307,1.165041,0.0,0.94236934,0.46164262,1.3591338,1.0687127,0.75137615,0.90323323,1.3520429,0.911453,0.7957263,1.5459831,0.9945646,0.9282491,1.0192913,0.42316252,0.7040622,1.5291891,1.3479168,1.2122886,1.1572239,0.9862713,1.2839141,1.4130366,0.8192226,0.72220993,1.1672903,1.2266866,1.2981639,0.6662193
shoe,0.837574,0.82057124,1.1510986,1.121086,0.9093262,1.1347048,1.0483363,1.108637,0.9274682,1.0227981,0.9839214,1.3068552,0.889802,1.0510104,1.0428249,0.8896454,0.75691164,0.9653555,1.2018505,1.1283288,0.95762223,1.1095612,1.1629115,1.0384623,1.1470418,1.0892084,0.93932366,0.9270538,1.1168779,1.216072,0.948845,1.027946,0.81578624,1.0736443,0.9432848,1.1088765,1.3098557,0.9929414,1.1372956,0.96898854,0.8820857,0.7999344,1.0806266,0.90930855,0.86697453,0.8861256,1.1221765,0.9431629,0.99989724,0.8516678,1.0916182,0.8975465,1.2674572,0.95958745,1.0033453,1.0492635,0.6829034,1.0462997,0.95460874,0.9457538,0.8082375,1.0313635,0.847105,0.9245086,1.034236,1.0270939,0.8934969,1.2005587,0.9335164,1.225175,0.87567693,0.9088372,0.91784686,1.0154325,0.69661915,1.0513225,0.9330261,1.1114674,1.2366093,0.9135266,1.1151416,1.2129107,1.0084467,0.80833864,0.8693,0.9994059,1.194781,1.2432477,1.0087924,0.88111186,0.8633029,1.0813817,1.1258631,1.1980592,0.9241704,0.8204878,1.0086436,1.1295617,0.9916798,1.1377345,0.9004945,0.9088087,0.94236934,0.0,0.86286795,1.0608408,1.163486,1.132507,1.0616655,0.80586094,1.0794208,0.64143574,1.2439656,0.9233706,0.8617174,0.7362698,1.0335805,1.0220703,1.0527661,1.2168685,1.0723567,1.0389187,0.8303338,0.8975252,0.9359405,1.0714251,1.0884134,1.0397295,1.0442747,0.9608817,1.1337883
shorts,0.979852,0.66229534,1.1791316,1.0324671,0.7460065,1.2303066,1.1740879,1.2884543,1.2761908,0.8236592,0.8001648,1.1778357,0.8552034,0.8552853,1.1868948,0.56141806,1.0497555,1.1859726,1.2195216,1.379111,1.0662276,1.3481941,1.098181,1.1618655,0.8698082,1.0563015,1.2878097,0.95647854,0.8442084,1.2710738,0.8401162,0.8927399,1.0666953,0.94265795,0.6427731,1.2541723,1.236538,0.9733094,1.2819564,1.1387551,0.99006563,0.9331664,0.7857523,1.033441,0.67067075,0.8946147,1.316948,0.93298614,0.9164909,1.1062928,1.1763313,0.82303387,1.1945605,1.2006824,1.083166,1.004911,0.8932824,1.0761325,1.1996264,0.7284848,0.869513,1.0677111,0.75971013,1.0711199,0.75752056,1.1055938,0.4117477,1.1890974,0.83360547,1.2327924,0.6787827,1.0634146,1.0697572,1.0988593,0.77684504,0.97051054,1.1031176,1.2969005,1.1555508,1.1814063,1.0318877,1.2318544,0.7346519,0.5125481,0.31933725,1.0376599,1.208046,1.2056324,0.945808,0.9656604,0.6737189,1.2968158,1.2932669,1.2557468,1.2064598,0.91142654,1.144097,0.7706198,1.0035429,1.0684229,0.85986006,1.2191914,0.46164262,0.86286795,0.0,1.1524513,0.84971404,1.0216343,1.0021765,0.99769616,1.0620122,0.6075227,1.2854495,0.9721236,0.92133677,0.9597514,0.7010864,1.0027148,1.3642536,1.1070143,0.9700913,0.95247334,1.0024718,1.1201704,1.3024912,1.0140378,1.0249866,0.9722149,1.0879889,1.0932249,0.92427754
shovel,1.2674943,0.99798405,0.78821796,0.6567089,1.2844768,0.9435805,1.006777,0.79682744,1.0858282,1.0954691,1.2250047,0.6868535,1.0145173,1.3415983,0.9544264,1.2355751,0.9736311,1.070511,0.71523726,0.72938144,1.191804,0.8662257,0.7851242,0.88772047,0.68879277,0.83857584,0.8047458,1.263099,0.7811724,0.5909445,1.1206522,1.3097414,1.03179,1.088899,1.1496254,0.8427227,0.6838355,1.2348424,0.9123014,1.0840104,1.2489352,1.2012432,1.0566466,0.89377767,1.133457,0.967584,0.95573324,1.1038009,0.88333124,0.60124147,0.98348504,0.74045783,0.40265048,1.0705023,1.2624784,0.838083,1.0495214,1.2862422,0.980909,1.2464795,1.2619114,0.765536,1.1133921,1.203833,1.3087087,0.8276961,1.212311,0.20797169,1.0867273,0.6928185,1.0443838,1.1783891,1.0961797,1.1220884,1.2115808,0.8345121,0.93420535,1.000929,0.6917319,0.9444262,0.74007255,0.78724074,1.054242,1.3230304,1.2071195,1.2668283,0.4516294,0.42225504,0.8325293,1.0305787,0.96897244,0.95216495,0.7735169,0.735748,1.0548857,1.1137846,0.6905712,1.1354206,1.1849085,1.058361,1.190899,1.1007828,1.3591338,1.0608408,1.1524513,0.0,0.75191325,1.152324,1.199532,0.54776895,1.0521761,1.0413468,0.38698065,0.8762575,1.1948261,1.1023266,1.4010916,1.3096042,0.7676083,0.5479209,0.7633389,0.8617376,1.0311946,1.0015022,1.0455275,1.2226622,1.2760606,0.7811388,0.69607544,0.6366813,1.24826
shower,1.1912293,0.98302376,1.0652208,0.89476687,1.1240078,1.1627645,1.0349528,1.0449191,1.1373762,0.9174094,1.0364697,0.83742106,1.1029655,1.0774266,0.9698277,0.99807847,1.0732367,1.2397789,0.8519357,1.0735068,1.219145,1.0968354,0.7595162,0.9750468,0.64210063,0.8707802,1.0355948,1.1235034,0.64726436,0.89464074,1.0190187,1.2376071,1.0751252,1.0366029,1.0064405,1.0853019,0.87879425,1.1094302,1.0527397,1.1875222,1.187014,1.1549072,0.65536124,1.0493262,1.0019205,1.1250517,1.1386125,0.86690056,0.9383925,0.88935876,1.137347,0.7973353,0.7661948,1.1968437,1.0967957,0.8490971,1.0596863,1.1195741,1.1755815,1.0701185,1.1130642,0.8877809,1.0036033,1.2098964,0.9876166,0.985163,0.9197402,0.7567698,0.9880814,0.79262435,0.9279394,1.1384327,1.1933,0.9347466,1.1956034,0.8035813,1.0838172,1.1889014,0.90205705,0.9828579,0.86209625,0.93762517,0.9142717,1.0365841,0.8389852,1.2561241,0.7611151,0.740607,0.91860217,1.144109,0.8400595,1.1024201,0.92535305,0.9544412,1.1241472,1.0187184,0.9268952,0.7626144,1.1001642,0.9658527,1.0151248,1.1739016,1.0687127,1.163486,0.84971404,0.75191325,0.0,0.9597171,1.0597746,0.89336485,0.9636218,0.98641455,0.80914277,0.91946584,1.1947532,1.1291069,1.1388783,1.2142339,1.0796379,0.6811199,0.85106444,0.9433586,1.0511808,0.9796214,1.2362758,1.116038,1.1237926,0.6597923,0.80098486,0.9162497,0.938975
sink,0.84807575,1.1147114,1.1489165,1.0998094,0.8243867,1.0932585,1.0113331,1.1703966,1.1370022,0.39902794,0.7095195,1.0976461,0.7212938,0.85193276,1.149992,0.79850715,1.0049324,1.0935017,1.3228042,1.0144978,1.0668601,1.0946472,1.2582047,1.0983502,1.0212295,1.0375456,1.1058224,0.8189759,0.76250196,1.1834265,0.7838936,0.952155,0.8258306,1.0101197,0.6769947,1.0669544,1.245621,0.9065782,1.1782956,1.0682292,0.91114247,1.2767844,0.80805874,0.9328958,1.0984854,0.7894568,1.0085076,0.91375077,1.240677,1.1557229,1.2555707,1.138324,1.1359513,1.131442,0.6378824,1.2216774,1.2083242,0.8876134,1.2918322,0.92418927,1.0209254,1.2554032,0.96590334,0.8246453,0.86116755,1.2659849,0.8560753,1.2076257,0.9162899,1.2609633,1.091717,1.0144174,1.0501293,1.1280854,1.0994022,1.0441769,1.1690072,1.0376955,1.2719045,1.125298,1.253187,1.102167,0.7918187,0.8718874,0.8217927,0.87372065,1.2030542,1.2374411,1.2051876,0.9544709,1.0931734,1.0157231,1.2561885,0.5878558,1.1173604,1.045887,1.1636976,0.5955779,0.86388755,1.0851191,0.88810015,0.991198,0.75137615,1.132507,1.0216343,1.152324,0.9597171,0.0,0.69641554,1.3521302,0.74061304,1.1069169,1.1178931,0.9924974,0.9942101,1.2068093,0.85657597,0.6780535,1.127563,1.1898311,1.33951,1.1609321,1.0177027,1.1271785,1.2773054,0.3329066,0.8203285,1.1281017,1.095101,1.3329363,0.8090992
slide,0.7355076,1.137715,1.2431629,1.1043911,0.9171926,1.2295898,1.1572334,1.1182835,0.92534196,0.6920481,0.7221279,1.13135,0.61890006,0.5963829,1.0248584,0.80550355,1.0997527,0.70860356,1.2396258,1.1556962,0.7082622,1.18765,1.0597075,0.993013,1.1146303,0.9969392,1.022694,0.9645397,0.93105793,1.3177452,0.8606436,0.8993566,0.6774549,1.1176653,0.8550123,1.0457789,1.1264341,0.6462822,1.0261219,0.97288245,1.005604,1.1931906,0.96743834,0.946628,1.0330846,0.98441875,1.1746283,1.0055387,1.1810004,1.2463078,1.024489,1.2074766,1.1783248,0.9071171,0.7589078,1.2944118,1.208986,0.7890263,0.87581664,1.0462815,1.0307329,1.3452623,1.1041112,0.9059314,0.9754371,1.2104692,0.95674604,1.2067012,0.7490445,1.2660106,1.144949,0.9683953,0.8476,1.0760324,1.080398,0.948777,1.1264985,1.1843755,1.3159652,1.0864667,1.2060508,1.0518115,0.99818283,0.8882644,0.9684713,0.68171424,1.172409,1.2026157,1.1962153,0.82796633,1.1750684,1.114301,1.286865,0.97709775,1.044844,0.9205034,1.1169144,0.84449875,0.8001785,0.9684975,1.0363541,0.63658255,0.90323323,1.0616655,1.0021765,1.199532,1.0597746,0.69641554,0.0,1.4229058,0.7891972,1.0530459,1.2245215,1.2518945,0.9056175,1.0189041,0.8791203,0.6007794,1.1138664,1.2487047,1.326685,1.274914,0.7881852,1.0730755,0.8358334,0.6906591,0.8672842,1.1392732,1.0007832,1.317721,0.74312544
slipper,1.3338182,0.6357236,0.5334185,0.64345133,1.2543875,0.6589604,0.8182632,0.75511414,1.0927397,1.4345589,1.5410161,0.59336174,1.4718289,1.3280127,0.90019953,1.3382231,1.0074551,1.2842908,0.7020471,0.72266126,1.4015703,0.8478676,0.94472,0.85589623,0.7929622,1.002817,0.84802324,1.296734,1.1120698,0.52830243,1.4913547,1.2946037,1.205422,0.90341187,1.3769507,0.88545585,0.56198,1.5352086,0.8634105,1.0083101,1.285104,0.9940575,1.3797889,1.055032,0.94435334,1.1035137,0.7794416,1.0197747,0.44343448,0.47037643,0.9605089,0.50771695,0.44498998,1.0608084,1.39336,0.4714386,0.8162965,1.2972724,0.81812537,1.079335,1.0288873,0.29181206,0.98606133,1.2817893,1.2466245,0.8151275,1.1702718,0.42572618,1.4978721,0.6138342,0.83261424,1.1850499,1.114717,1.0990889,1.0562695,1.0602744,0.96061623,0.99065584,0.30335653,0.93150127,0.4601084,0.67453855,1.160409,1.2469981,1.1551956,1.4428782,0.4705354,0.41599536,0.71017635,1.046406,0.7724751,1.0192126,0.8134779,0.92940855,0.96471727,1.021096,0.8118811,1.4166913,1.1865798,1.1087477,1.2678318,1.1419054,1.3520429,0.80586094,0.99769616,0.54776895,0.89336485,1.3521302,1.4229058,0.0,1.2884148,0.78153384,0.4306885,0.85536635,1.1017,0.97216696,1.3281709,1.5884347,0.620695,0.5859933,0.30633962,0.4393087,1.1517272,0.98529655,0.9280443,1.4648948,1.4095871,0.8423562,1.0196122,0.22153759,1.5217791
snow,0.9958109,1.292626,1.2577007,1.2618737,0.96861315,1.1943419,1.062109,1.1992283,1.0074359,0.6747725,0.7273355,1.0117065,0.783672,0.93483555,0.97347015,0.93085027,1.1124657,0.79133564,1.0149063,1.037963,0.7696609,1.0621121,1.009196,0.97531855,0.99258506,0.93041766,1.0464852,0.8423122,0.86790013,1.1294826,0.8874397,0.9306942,0.9990498,1.1162225,0.84697545,1.059272,1.0670272,0.86836505,1.0015638,1.058048,0.8966974,1.217167,0.80498487,0.99966747,1.1754485,1.0150692,1.1460004,0.9766056,1.2823795,1.2490484,1.0590353,1.1842091,1.0987071,1.1468391,0.72094566,1.2116446,1.2329425,0.99553216,1.224998,1.0183682,1.1777178,1.3222005,0.99660087,0.8619941,0.75625837,1.0672324,0.9439881,1.0968682,0.77225494,1.0987488,1.1137019,1.1434622,1.0703899,0.8579532,1.2511674,0.9208037,1.099709,1.0444705,1.2033275,1.0748901,1.1498443,1.1310039,0.9747637,0.96880907,0.97442484,0.82777655,1.0986785,1.0862219,1.1698782,1.1221993,1.1756277,0.9756431,1.0740618,0.97101635,1.1007073,1.0331861,1.0612375,0.72018844,0.90522,0.95827794,0.9575431,0.9853516,0.911453,1.0794208,1.0620122,1.0521761,0.9636218,0.74061304,0.7891972,1.2884148,0.0,1.2271695,1.1157955,1.1149864,0.9858662,1.0461175,0.83778095,0.77614236,1.1784617,1.0514936,1.2992554,1.35482,1.012589,1.0963855,1.1551441,0.801429,0.87197053,1.0799633,0.9617141,1.2482717,0.77298355
sock,0.8436186,0.5186689,1.0793068,0.8663033,0.7749285,1.1306877,1.081999,1.1726118,1.2308098,0.98944646,1.0215068,1.1941817,0.94115776,0.96924376,1.1771055,0.7149472,0.8394251,1.1823518,1.2219621,1.3709905,1.1732445,1.3062065,1.1512046,1.1493565,0.9757835,1.1511886,1.0953946,1.0151199,0.9948178,1.3062339,1.0276656,1.0632986,0.8399415,0.91095185,0.8423314,1.119397,1.2827913,1.0867171,1.242197,1.1644881,1.0265977,0.8972379,1.0179276,1.0852407,0.65641356,0.75475323,1.2127391,0.96809894,0.78787506,0.8161223,1.1889434,0.7011417,1.1684893,1.048506,1.0539176,1.0460106,0.67266,1.1256173,0.96281207,0.9142929,0.73445284,0.9957162,0.6529529,0.9901542,1.0297847,1.1256853,0.709294,1.1817611,0.9997913,1.3241062,0.6546505,0.9233374,0.8899853,1.0374362,0.4879073,1.00642,1.0618354,1.320987,1.1416209,0.98142725,0.88380146,1.1756538,0.9487251,0.58218145,0.66576695,0.9821165,1.1434902,1.1813881,0.87582475,0.7453118,0.65658236,1.3414916,1.2492573,1.2764361,1.1114975,0.9370419,1.1727432,1.0281099,0.8989399,1.1606649,0.98159355,1.0802245,0.7957263,0.64143574,0.6075227,1.0413468,0.98641455,1.1069169,1.0530459,0.78153384,1.2271695,0.0,1.2547872,0.8199758,0.7596438,0.9810597,1.0152886,1.0944875,1.2464749,1.1075315,0.8631815,0.8721895,0.76030505,0.9308472,1.2120761,1.0488657,1.0951555,0.97202754,1.0287998,0.9278952,1.1874996
