,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,orange,oven,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
cat,0.63562673,1.1372821,1.3106067,1.337111,0.7519006,1.2201722,1.1804851,1.2910528,1.1962312,0.7304322,0.58213186,1.1364572,0.78971803,0.88124055,1.0772702,0.7250383,1.1223494,1.1023109,1.3184115,1.3206682,1.0268903,1.2718813,1.1997728,1.3354355,1.2701536,1.0716281,1.2817333,0.0,1.0467929,1.338085,0.59969854,0.8049387,0.9665291,1.0401329,0.5303494,1.2105926,1.2582368,0.71699506,1.319154,1.1928922,0.045855165,0.9778367,0.6996786,1.0732234,0.97188085,0.76132137,1.2474253,0.8552327,1.2692558,1.0502977,1.1600006,1.1128316,1.3077352,1.0236257,0.86451197,1.18352,1.0458155,0.7915298,1.287786,0.6394528,0.93828166,1.3162276,0.7522063,0.41203225,0.7650505,1.2420559,0.7553372,1.3898335,0.7385916,1.3364265,0.95811164,0.94474113,1.1168804,1.0903051,0.859409,1.107415,1.0030622,1.1750892,1.2898952,1.2176108,1.310207,1.3917773,0.8911682,0.7402946,0.74519825,0.87346685,1.3023055,1.3499624,1.1306024,1.046241,1.0011909,1.131822,1.1643314,1.251753,1.1970503,1.0800033,1.219988,0.6956354,0.8221298,1.0653896,0.67650247,1.1415088,0.66207665,0.9270538,0.95647854,1.263099,1.1235034,0.8189759,0.9645397,1.296734,0.8423122,1.0151199,1.4179717,0.9844096,0.8622951,1.046674,0.6356745,0.7097815,1.373751,1.2227048,1.2956784,1.2827506,1.0324076,1.1548929,1.2717283,0.91764474,0.76081616,1.2189754,1.1366746,1.2748957,0.6425778
chair,1.158458,1.048242,1.3133776,1.1044319,1.0609918,1.3160088,1.1283038,1.2745044,0.9015129,0.66165584,0.7052404,1.0582627,0.55559075,1.050512,1.0305606,0.8168466,0.9917619,1.0061495,0.9485674,0.9316345,0.92121434,1.1171885,0.86243784,0.8406309,0.55807346,0.86149275,1.0590972,1.0467929,0.0,1.0483048,0.7225435,1.0953993,0.97554225,1.2688982,0.70433533,1.1743466,1.1309496,0.8118378,0.9620724,1.0997971,1.0928215,1.1390384,0.5966454,0.8054751,1.0937334,1.0747466,1.2075738,1.0809072,1.2394767,1.1830828,1.1788971,1.0384454,0.9939717,1.2288009,1.0326927,1.1675625,1.1256533,1.1399438,1.2900543,1.1612138,1.1769972,1.0258539,1.1210698,1.026503,1.0153843,0.98476887,0.9367463,0.85037637,0.47898436,0.96295446,1.0072529,1.1542529,1.2592356,0.9334347,1.1535255,0.95967406,1.0677974,1.179593,1.2197512,0.9798803,1.0873504,1.1123501,0.76668453,0.9643498,0.88590807,1.137938,1.0264902,0.9727075,1.1006275,1.2472843,0.6995464,1.1203066,1.0779374,0.8779927,1.0480472,0.63681227,0.8537041,0.6616561,1.1357684,0.96380883,0.93677545,1.0109241,0.9526157,1.1168779,0.8442084,0.7811724,0.64726436,0.76250196,0.93105793,1.1120698,0.86790013,0.9948178,0.8855018,0.90046304,1.143662,0.8208045,1.0661428,0.8755914,1.0167521,0.94616264,1.2217615,1.1406695,0.94488716,0.99865043,1.1458206,0.85096407,0.99713904,0.8583125,0.6741003,1.2096627,0.7588806
clock,1.3838687,1.1145232,0.59014356,0.8008156,1.3689144,0.5659745,0.70182335,0.80485713,0.95976263,1.3230965,1.4581943,0.60667926,1.3781905,1.2203144,0.7925428,1.4571224,1.0846906,1.0161033,0.49221593,0.55391484,1.0682639,0.7460224,0.804255,0.64829296,0.7470241,0.9028057,0.8956431,1.338085,1.0483048,0.0,1.3258468,1.201297,1.1806095,0.9683909,1.4237801,0.7900559,0.53284246,1.3640076,0.7089342,0.92353404,1.3151236,1.1436584,1.1855667,0.83870614,1.200472,1.222775,0.514125,1.0745069,0.88664263,0.7396849,0.8330169,0.9070871,0.4637518,0.99181414,1.3065434,0.67971164,1.2257388,1.2127287,0.78048396,1.2368497,1.309933,0.5281171,1.2137569,1.2627273,1.2825054,0.6803839,1.3456832,0.42844427,1.3823369,0.40998602,1.1688778,1.2360829,1.0958036,0.9113734,1.3753617,1.0202826,0.946912,0.8388412,0.43087733,1.0202674,0.63852656,0.65226156,1.0870757,1.5020057,1.3651398,1.2156074,0.54745615,0.44243085,0.80082184,1.1809981,1.097594,0.7347206,0.69918084,0.71888286,0.97052467,1.1090072,0.5611642,1.2852015,1.129271,0.95931315,1.3071034,1.06174,1.3991777,1.216072,1.2710738,0.5909445,0.89464074,1.1834265,1.3177452,0.52830243,1.1294826,1.3062339,0.41329777,0.8535994,1.2152584,1.0854564,1.3825631,1.4046938,0.4989547,0.57795733,0.6690252,0.6759976,1.287814,1.0885782,0.81973207,1.31394,1.2284768,0.8104898,0.9195489,0.5229082,1.2949795
closet,0.7763199,1.1628613,1.343153,1.281913,0.7511654,1.3181547,1.2402787,1.339368,1.1191288,0.5090926,0.41865063,1.3066422,0.39137757,0.95567435,1.2592859,0.6199589,1.0256838,1.091176,1.2937992,1.3292851,0.8396587,1.2791172,1.1407858,1.2158931,1.0732548,0.9909048,1.2507141,0.59969854,0.7225435,1.3258468,0.0,0.7177577,0.8407397,1.1354187,0.39382935,1.2399907,1.4031126,0.57886046,1.2882763,1.1906492,0.64292604,1.0655733,0.33462298,0.7751466,0.95665324,0.76041186,1.2888198,0.7731918,1.4187261,1.2650795,1.1707871,1.1861571,1.439187,1.1539514,0.8401552,1.36832,1.1628599,0.8732231,1.2849889,0.76843953,1.008754,1.4766381,0.9561299,0.72596014,0.7008044,1.191943,0.6606544,1.3470924,0.42093605,1.3793235,0.95715773,0.9975028,1.0014334,1.0763557,0.88439995,1.0656706,1.0265357,1.1726644,1.4605408,1.2240665,1.4900961,1.4699193,0.6675469,0.65783584,0.66645396,0.86670065,1.4439247,1.4406412,1.1677091,0.9782701,1.0628158,1.1465447,1.2423431,1.2379559,1.1620073,1.0036343,1.1331031,0.44656777,0.95140636,1.1575404,0.66481155,1.1171043,0.57613987,0.948845,0.8401162,1.1206522,1.0190187,0.7838936,0.8606436,1.4913547,0.8874397,1.0276656,1.4844263,0.879659,0.86552036,1.0141366,0.6713649,0.62097836,1.4190893,1.2402792,1.4275863,1.3246536,1.0191587,1.1619986,1.2611537,0.8127502,0.6883991,1.1487216,1.0080043,1.4442943,0.48521286
coat,0.87041014,1.1521926,1.2103266,1.2610648,0.82913935,1.1081619,1.1213511,1.1894684,1.1045194,0.8985696,0.6954502,1.1104395,0.8150161,0.9163853,1.1089822,0.7633999,1.1663003,1.0311865,1.1243162,1.2376308,0.92047125,1.1825823,1.0731856,1.1078874,1.1195245,1.1270907,1.2183465,0.8049387,1.0953993,1.201297,0.7177577,0.0,0.9896913,0.98308456,0.76234376,1.1969459,1.1766306,0.7892051,1.1039914,1.0511737,0.83973455,1.0200701,0.81269085,1.0765153,0.8278285,0.97841454,1.0716574,0.99930346,1.2157371,1.2564541,1.0959798,1.1739131,1.2947373,1.0421491,0.8735275,1.188133,1.1649777,0.8348238,1.162267,0.717389,0.98568964,1.2524397,1.0130911,0.9151125,0.5616808,1.099844,0.7542923,1.3104665,0.7995227,1.2192672,0.9845796,1.0047903,1.0097184,0.9881032,0.9511414,1.0154856,1.0372853,1.0613538,1.1955721,1.1448715,1.2507832,1.2422732,0.89231396,0.7223991,0.81843394,0.8631555,1.3100507,1.2823428,1.1049736,0.9909833,1.1693959,1.099623,1.1661794,1.2389886,1.1282865,1.0873638,1.2100377,0.79605776,0.9124621,1.0758542,0.81862026,1.0242019,0.7258287,1.027946,0.8927399,1.3097414,1.2376071,0.952155,0.8993566,1.2946037,0.9306942,1.0632986,1.3395643,1.0241784,0.93467975,0.95903456,0.42295825,0.7477726,1.1736549,1.2577338,1.2268946,1.2304871,1.123375,1.0963191,1.0910968,0.97595245,0.7528354,1.2359037,1.0808427,1.2790463,0.6655368
comb,0.8063524,1.0345976,1.2200186,1.0889598,0.8277393,1.1728066,1.1988789,1.145112,1.0356038,0.797871,0.8131999,1.2133652,0.6464251,0.72756636,1.1618453,0.77915645,0.95287335,0.9002735,1.3232696,1.1677539,0.9228808,1.1150335,1.0265132,1.1719615,1.1927094,1.1878152,0.9683807,0.9665291,0.97554225,1.1806095,0.8407397,0.9896913,0.0,1.0043973,0.8213493,0.8689613,1.2310429,0.79041636,1.2682475,1.104063,1.0038757,1.2193265,1.0158893,0.87256455,0.8166042,0.91147083,1.1117587,0.81206024,1.0450246,1.1006955,1.2379637,0.9733038,1.2021974,1.0466213,0.8746395,1.2592977,0.981617,0.8849863,0.9595042,0.9384673,0.8460921,1.2185776,0.845879,1.0196459,0.9914898,1.3568916,0.89991015,1.109602,0.85351187,1.3476756,0.90518606,0.87547797,0.8890448,1.0934116,0.8786973,0.8900019,1.2260704,1.1379254,1.2792339,1.0228509,1.1461614,1.1255369,0.9884086,0.85769653,0.8993629,0.7628525,1.1719623,1.1988684,1.2437011,0.8651022,1.0129985,1.1400579,1.3658149,1.0521963,0.94170254,1.0090064,1.0534906,0.955475,0.77556384,1.1522268,0.8593226,0.8090415,0.8808462,0.81578624,1.0666953,1.03179,1.0751252,0.8258306,0.6774549,1.205422,0.9990498,0.8399415,1.2157701,1.0861378,0.8448192,1.0894523,0.93528867,0.8032498,1.1354618,1.1648029,1.176089,1.0763928,0.8305994,0.9613399,1.0541047,0.71237063,0.9988658,1.1686562,0.8692885,1.1665038,0.96182746
cookie,0.90820736,0.791561,0.7394775,0.7664194,0.8417022,0.7682054,1.0516995,0.74009484,1.3228979,1.0622802,1.1978412,1.0095245,1.1039667,1.0156602,1.0931171,1.0288947,1.0063479,1.2616758,1.1326313,1.1950889,1.2871814,1.0342948,1.1302189,1.2894056,1.1734133,1.1628284,1.0148791,1.0401329,1.2688982,0.9683909,1.1354187,0.98308456,1.0043973,0.0,1.0377611,0.86406,0.95096356,1.0992532,1.1916721,1.1324165,1.0529602,0.9452312,1.1916436,1.211321,0.8309938,0.848205,0.9257109,0.91407233,0.6254364,0.9445386,1.1816237,0.852195,1.0194777,0.9555238,1.2454158,0.83779854,0.9177992,0.9860263,0.99997365,0.75055695,0.7786771,0.87888366,0.7431219,1.1370463,1.0047883,1.1013744,0.7904277,0.98637766,1.2070508,1.0666239,0.723967,0.98680663,0.82929134,1.1718999,0.8314721,0.98643774,1.1576326,1.0519956,0.77493626,1.1811886,0.8699379,0.8563373,1.1305791,1.0161483,0.82524514,1.1411053,1.0567409,1.0551044,0.86604714,0.8009445,1.1359979,1.1152438,1.0418192,1.0390477,1.0486873,1.3398056,1.1407418,1.1221677,0.83493865,1.0716541,1.1063603,1.1209381,0.9142974,1.0736443,0.94265795,1.088899,1.0366029,1.0101197,1.1176653,0.90341187,1.1162225,0.91095185,1.0126545,1.0698873,1.0443105,1.3193114,0.97277284,1.1554309,1.1130528,0.92528224,0.701977,0.68076086,1.0367035,1.1159146,1.0872854,0.98028433,1.0428753,0.98664427,1.1510682,0.9055384,1.1599351
couch,0.73010075,1.0653166,1.462441,1.3687911,0.58774173,1.3857766,1.2736677,1.4852915,1.2772149,0.3791511,0.2425586,1.2113626,0.46121913,0.83852303,1.307351,0.3230983,1.0905417,1.1346514,1.4641211,1.4395645,0.95737743,1.4561273,1.2798309,1.2721908,1.009361,0.9999272,1.4215343,0.5303494,0.70433533,1.4237801,0.39382935,0.76234376,0.8213493,1.0377611,0.0,1.3738554,1.3913424,0.60766363,1.4667866,1.2840387,0.608121,1.1348855,0.50651824,0.90320915,0.86269104,0.6237201,1.4129045,0.9017117,1.3222406,1.1899872,1.355967,1.0797784,1.3580754,1.2439655,0.80011106,1.3299483,1.0562102,0.9270398,1.4416106,0.65985113,0.95862424,1.4011481,0.83003116,0.71841115,0.60452867,1.3500602,0.36681592,1.3706529,0.50056124,1.4767375,0.8301501,0.98313874,1.1126478,1.1749705,0.78187907,1.0375282,1.1163745,1.3834882,1.4176344,1.1962284,1.3858299,1.5043287,0.6162747,0.4632781,0.38551253,0.7615571,1.364761,1.3870925,1.2122599,1.0071979,0.6688586,1.3302232,1.4081492,1.2762064,1.2363796,0.92842335,1.1987422,0.42371917,0.77929926,1.2231694,0.5066913,1.1701478,0.35626775,0.9432848,0.6427731,1.1496254,1.0064405,0.6769947,0.8550123,1.3769507,0.84697545,0.8423314,1.4982728,0.99508643,0.8897478,0.9525813,0.57498336,0.6137975,1.4896237,1.2993541,1.371167,1.288982,1.0441505,1.1236223,1.4429667,0.79392284,0.6946257,1.214395,1.0223186,1.4014462,0.55014145
cracker,1.1717819,1.0136038,0.8500011,0.8391689,1.1938372,0.9257701,0.99917924,0.70562375,0.88574713,1.2598999,1.3351924,0.9790276,1.1816261,1.1654665,0.9600568,1.346314,0.96130276,0.87493926,0.893677,0.6558964,1.0038234,0.2622763,0.9800205,1.0491563,1.197923,1.103836,0.40538913,1.2105926,1.1743466,0.7900559,1.2399907,1.1969459,0.8689613,0.86406,1.3738554,0.0,0.8569593,1.1844954,0.839965,0.9188988,1.1701934,1.0534742,1.2839122,1.0751896,1.2090257,1.0912505,0.77367085,1.1281376,0.8633185,1.0170435,0.8995477,0.99761593,0.86907506,0.9189545,1.1782352,0.8329948,0.8839475,1.0903234,0.88247865,1.1630794,1.1244708,0.914364,1.1065181,1.1650393,1.3668498,0.9941406,1.3192785,0.76392674,1.2456883,0.8905274,1.1282084,0.86527073,0.9704508,0.93514556,1.1106558,1.1148298,1.0658132,0.4893989,0.83265805,0.75469667,0.82649624,0.50700736,1.27051,1.3252387,1.3321421,1.1119515,0.90006393,0.8857753,1.0551636,1.0425338,1.199011,0.55871356,0.9196492,0.533659,0.5822999,1.1421177,0.9434199,1.3279705,0.93526125,0.99383813,1.285306,0.9911791,1.3127073,1.1088765,1.2541723,0.8427227,1.0853019,1.0669544,1.0457789,0.88545585,1.059272,1.119397,0.6912754,1.1999793,0.98871976,1.221628,1.3043561,1.0869602,0.74654424,0.48365194,0.91600263,0.89672387,1.0743835,0.75479484,0.87074447,0.8395276,1.2100385,1.0298306,1.052123,0.90610623,1.3043133
crayon,1.2926621,1.0480119,0.52062243,0.70353466,1.2546527,0.6475384,0.90270716,0.7615118,1.037586,1.3201226,1.394125,0.18403268,1.4174122,1.1570524,0.8843245,1.3775381,1.172597,1.0983735,0.5546962,0.6967142,1.2084128,0.8153052,0.8352483,0.84750247,0.87031794,0.93918204,0.95295584,1.2582368,1.1309496,0.53284246,1.4031126,1.1766306,1.2310429,0.95096356,1.3913424,0.8569593,0.0,1.2885498,0.7261677,0.9856179,1.2756805,1.2126573,1.2266365,1.1561251,1.2022878,1.1905643,0.7676153,1.1005216,0.7126572,0.6845016,0.69438905,0.90111154,0.31721818,1.0598553,1.2580227,0.60126865,1.2099144,1.1401335,0.75149566,1.1827126,1.2285078,0.6017235,1.1716981,1.2430743,1.2132386,0.83475,1.2758043,0.40218896,1.3492234,0.4840511,1.023739,1.2542315,1.1291541,1.0802864,1.4221394,0.96978486,1.0322654,0.8693143,0.21015167,1.0520216,0.57591623,0.601906,1.1812289,1.3878316,1.3134397,1.2173576,0.2666272,0.2276007,0.89788485,1.0983737,1.1984705,0.9456559,0.71376306,0.7983327,1.1024045,1.2320484,0.8991372,1.2443047,1.1070536,0.93035865,1.2697275,1.0801451,1.376904,1.3098557,1.236538,0.6838355,0.87879425,1.245621,1.1264341,0.56198,1.0670272,1.2827913,0.41215295,1.0767459,1.1520493,1.1236635,1.2943625,1.3380722,0.6748115,0.58656716,0.5129906,0.71244216,1.1426575,1.0887697,0.89523727,1.3434037,1.1646119,0.9243046,0.9858327,0.3960818,1.1923611
crib,0.80501956,1.2539694,1.3901017,1.2852358,0.8847474,1.3107309,1.2951686,1.2897142,0.7970132,0.6977377,0.42143536,1.2509975,0.5091941,0.73038834,1.1086086,0.65851367,1.1894926,0.8307122,1.2736015,1.2232645,0.7290919,1.256957,1.1471444,1.1055995,1.1060095,0.9510143,1.2610569,0.71699506,0.8118378,1.3640076,0.57886046,0.7892051,0.79041636,1.0992532,0.60766363,1.1844954,1.2885498,0.0,1.1764054,0.9292223,0.7239849,0.9939126,0.6926512,0.97998947,0.97286713,0.9750908,1.3400729,1.0007305,1.3300481,1.37048,1.1218278,1.257493,1.3657174,1.0689155,0.76545644,1.3523285,1.1282573,0.7557822,1.1060202,0.93268406,1.0155005,1.4016523,1.0174987,0.6820246,0.8444246,1.1002252,0.81396914,1.3743609,0.3766669,1.2998525,0.9634603,0.90306044,0.9619474,1.0667104,0.95206565,1.1397384,1.0399275,1.1607506,1.4136666,1.1448796,1.3164418,1.331631,0.8742541,0.712031,0.8468038,0.7856201,1.3617911,1.3556294,1.1911635,0.9882935,1.0848978,1.0861604,1.1618117,1.2235347,1.1333022,1.0040618,1.1261542,0.6647152,0.8942883,1.0507576,0.72556067,0.95034146,0.7460406,0.9929414,0.9733094,1.2348424,1.1094302,0.9065782,0.6462822,1.5352086,0.86836505,1.0867171,1.4392116,1.2222365,0.89199054,0.81389195,0.75986785,0.52295345,1.2769243,1.2722068,1.4416531,1.3505614,0.98529243,1.0883473,1.0201072,0.80937517,0.7879994,1.1608347,0.74459445,1.4105384,0.3607887
cup,1.3187804,1.1337324,0.78609586,0.86054695,1.3535552,0.79432625,0.74768376,0.7183536,0.4264629,1.3676289,1.3654364,0.92230886,1.2773199,1.2139752,0.82709384,1.4564024,1.0432965,0.8401065,0.29607618,0.3023523,0.7256013,0.6020334,0.7122785,0.276439,0.58885694,0.9344741,0.7540741,1.319154,0.9620724,0.7089342,1.2882763,1.1039914,1.2682475,1.1916721,1.4667866,0.839965,0.7261677,1.1764054,0.0,0.64064515,1.241644,1.0068203,1.24944,1.0434304,1.2796531,1.4193432,0.6452162,1.3271837,1.1196749,1.1544868,0.6956298,1.2530668,0.8536952,0.96310174,0.96290433,0.9606863,1.1598442,1.1806263,0.7378831,1.3498024,1.286527,0.7984345,1.287771,1.15475,1.2706863,0.38375294,1.4374521,0.7327882,1.1929264,0.5494034,1.3024757,1.196047,0.9618166,0.56606793,1.3797021,1.0030526,0.92856926,0.58362544,0.8709898,0.84686214,0.8983793,0.71441555,1.0935997,1.46549,1.4502993,1.1942796,0.84168375,0.7820694,0.9490145,1.1102709,1.1159265,0.7486136,0.6261971,0.76980406,0.8262327,0.7087796,0.69331026,1.2197366,1.2775663,0.91145027,1.3348696,0.8648591,1.4522536,1.1372956,1.2819564,0.9123014,1.0527397,1.1782956,1.0261219,0.8634105,1.0015638,1.242197,0.5666697,1.173425,1.1183666,0.8323772,1.3300123,1.1639775,0.4308915,0.84213674,1.0193155,1.0212255,1.1109474,0.9620873,0.5491183,1.2188089,1.2246525,0.88270265,0.9109589,0.9040171,1.2287695
dish,1.2483696,1.1061152,0.854644,0.962236,1.2380521,0.8028072,0.8227203,0.88125986,0.44613034,1.2528055,1.1486104,1.0506392,1.1565402,1.0990472,0.9481812,1.2122365,1.1009862,0.75864226,0.84652853,0.65929204,0.7089174,0.72111964,0.96391094,0.7266564,0.9256754,0.99356866,0.78564703,1.1928922,1.0997971,0.92353404,1.1906492,1.0511737,1.104063,1.1324165,1.2840387,0.9188988,0.9856179,0.9292223,0.64064515,0.0,1.1386567,0.9811444,1.2240804,0.93592167,1.1825591,1.2263371,0.74582744,1.1880233,1.0332456,1.1761605,0.7606127,1.169527,1.0360515,0.95273745,0.98428667,1.039454,1.0698204,1.0557618,0.71043766,1.2391223,1.0974903,0.9460581,1.1590796,1.0749385,1.1454085,0.70116746,1.2479675,1.0459487,1.1162176,0.9297731,1.2067047,1.093713,0.95025927,0.88159674,1.1374658,1.1267834,0.93841875,0.6649089,0.9986237,0.9323139,1.0557024,0.7856839,1.0483481,1.2263821,1.262623,1.013043,1.0085605,0.9657765,1.1098177,1.051844,1.0933285,0.8374963,0.79897916,0.8636356,0.7844392,0.8295287,0.8218516,1.2002746,1.2258826,0.9559792,1.0846347,0.97971463,1.2290986,0.96898854,1.1387551,1.0840104,1.1875222,1.0682292,0.97288245,1.0083101,1.058048,1.1644881,0.9328976,1.1294761,1.0367928,0.78071934,1.1756461,0.98979515,0.69058496,1.0790846,1.051834,1.0038127,1.1546957,0.98154104,0.6873255,0.89972895,1.0818989,1.0673386,0.95507354,1.0328119,1.0679357
dog,0.65986866,1.131493,1.272519,1.3237278,0.80427593,1.182344,1.1301641,1.2179486,1.1247277,0.81863606,0.639786,1.1918987,0.8125936,0.89858866,1.07879,0.79209894,1.0638965,1.055185,1.2766305,1.259623,0.99653673,1.2026265,1.1540356,1.2834975,1.2838287,1.0392258,1.226496,0.045855165,1.0928215,1.3151236,0.64292604,0.83973455,1.0038757,1.0529602,0.608121,1.1701934,1.2756805,0.7239849,1.241644,1.1386567,0.0,0.8641826,0.7858753,1.0594314,0.9929672,0.795063,1.1915992,0.93479383,1.2826228,1.0533347,1.0921606,1.1582125,1.3360538,0.9664406,0.9043038,1.1912569,0.9669634,0.7866824,1.2113929,0.68783766,0.93291074,1.2961903,0.82742214,0.39340794,0.81658435,1.1739225,0.8234671,1.3893393,0.7467029,1.3071617,1.0087143,0.9176954,1.0855405,1.0610046,0.8197321,1.1083587,0.9312831,1.0964094,1.3091648,1.1639197,1.3321608,1.3569186,0.95594084,0.7689456,0.8265613,0.9114371,1.3292817,1.3753574,1.0646783,1.0415732,1.0055306,1.0577407,1.1116669,1.2473079,1.146858,1.0288508,1.1925292,0.80007416,0.9016509,1.070056,0.7118509,1.1008109,0.7220234,0.8820857,0.99006563,1.2489352,1.187014,0.91114247,1.005604,1.285104,0.8966974,1.0265977,1.3988876,0.9935351,0.85169077,0.97865546,0.6626215,0.72482884,1.306321,1.2140316,1.3099649,1.2800106,1.022313,1.1151142,1.1616572,0.9612295,0.7937889,1.1964797,1.1339369,1.2757556,0.6996883
doll,0.8469986,0.75020146,0.8798418,0.90503913,0.99894136,0.97694016,0.88724846,0.8086331,0.9038912,1.220994,1.1077907,1.2995872,1.0563952,0.9137481,1.0320671,1.0525898,0.7873065,0.84814966,1.0753791,1.0955184,0.90030766,1.0288829,1.1172606,1.0743897,1.2220376,0.9978912,0.94816417,0.9778367,1.1390384,1.1436584,1.0655733,1.0200701,1.2193265,0.9452312,1.1348855,1.0534742,1.2126573,0.9939126,1.0068203,0.9811444,0.8641826,0.0,1.1354951,1.0748844,0.9293391,1.0392828,0.98213434,1.0257475,0.8508438,1.0911071,0.89805424,1.0311487,1.270726,0.6670919,1.1353136,0.9056484,0.67499864,0.84219474,0.7954879,0.92575514,0.65104985,0.8897201,1.1345779,0.93697053,1.0400573,0.89240277,1.076611,1.2291621,1.099503,1.0121224,1.040067,0.7947962,0.83836555,0.9911215,0.5467478,1.1768415,0.8110181,1.0329022,1.0950826,0.9489512,1.0380027,0.9720378,1.1383731,0.81886214,1.0921887,1.061357,1.2568018,1.2730393,0.8618578,0.92381,0.91794777,0.9498731,0.96694237,1.1973599,0.9442939,0.9435562,1.1028426,1.2148373,1.1974144,0.97218215,1.0616236,0.8908101,0.96163285,0.7999344,0.9331664,1.2012432,1.1549072,1.2767844,1.1931906,0.9940575,1.217167,0.8972379,1.1937835,1.0340871,1.0236742,0.8048593,0.876621,0.98540044,0.91993356,1.1671815,0.9118953,0.8785895,0.6862753,0.973103,0.58797336,1.0401446,1.098717,1.0478127,1.1909188,0.9937667,1.1404431
door,0.9583974,1.1396551,1.3808045,1.3100255,0.7844106,1.343537,1.1138496,1.4257522,1.1768007,0.40049016,0.5717439,1.1309798,0.5712137,1.0775189,1.1278679,0.7241887,1.0826659,1.1380697,1.0829463,1.34322,0.9033876,1.3185241,0.87948257,1.0999913,0.7825529,0.92368186,1.2873188,0.6996786,0.5966454,1.1855667,0.33462298,0.81269085,1.0158893,1.1916436,0.50651824,1.2839122,1.2266365,0.6926512,1.24944,1.2240804,0.7858753,1.1354951,0.0,0.72408694,1.0069106,0.92920554,1.2992462,0.8617668,1.3216542,1.2101815,1.1832232,1.1042261,1.2368534,1.2640402,0.93449223,1.1984587,1.2618327,0.9832524,1.4045193,0.8253264,1.0639002,1.3574936,0.9862731,0.8488732,0.7877282,1.1482027,0.73954594,1.2179425,0.5103792,1.1494031,0.9473039,1.1336566,1.2159297,0.94506353,1.0809947,0.8878601,1.0970038,1.261156,1.3114103,1.2152851,1.2801716,1.4026825,0.48823833,0.7910199,0.7096418,0.89727575,1.1975279,1.2093735,1.1217613,1.1356252,0.9985475,1.2083297,1.137941,1.2081566,1.2606094,1.0260061,1.1004914,0.21182048,1.0172024,1.036415,0.78563184,1.1847072,0.67642164,1.0806266,0.7857523,1.0566466,0.65536124,0.80805874,0.96743834,1.3797889,0.80498487,1.0179276,1.3488107,0.8728297,1.0059749,1.0586749,0.8468152,0.8419918,1.4242107,1.0400864,1.2612323,1.3066051,1.0205709,1.1675081,1.4087029,0.9329725,0.6389519,1.0178143,0.80996656,1.3252065,0.3821923
drawer,1.0914496,1.0333467,1.1981329,1.1305158,1.0448753,1.1192216,1.0240644,1.2213261,0.956233,0.6947919,0.9530399,1.0932221,0.6831445,1.0859227,1.0205876,1.0344614,0.84712625,0.8145244,0.9972608,1.0078802,0.70864,1.1059262,0.8943322,0.87119097,0.77963793,0.84183407,1.0687606,1.0732234,0.8054751,0.83870614,0.7751466,1.0765153,0.87256455,1.211321,0.90320915,1.0751896,1.1561251,0.97998947,1.0434304,0.93592167,1.0594314,1.0748844,0.72408694,0.0,1.0525994,0.97888255,1.0926421,0.98119295,1.0655634,1.0065488,1.0743853,0.9998544,0.94990885,0.99734086,1.0295303,1.0805635,1.1468997,1.029861,0.93964,1.1303161,0.9979848,1.1192384,1.144131,1.1226146,1.1433351,1.0306283,1.1088041,0.9475825,0.8405035,1.0519688,1.1705601,1.0709643,1.1036321,0.99775636,1.0812229,0.8784993,0.96811455,1.1118304,1.185843,1.02803,1.114041,1.1829376,0.59480304,1.1125411,1.137027,0.8895014,0.91542953,0.9558492,1.0412165,1.1077173,0.9811218,1.0669136,1.1085019,0.96929616,1.0683821,0.7972212,0.61701083,0.7474445,1.0853074,1.0150225,1.0357653,0.8905959,1.0766733,0.90930855,1.033441,0.89377767,1.0493262,0.9328958,0.946628,1.055032,0.99966747,1.0852407,1.0126905,0.72578615,1.0658652,0.8624656,1.1481415,1.0247849,0.92998636,1.1104566,1.1227015,1.097981,0.933627,1.0596625,0.95069236,0.9572787,0.9617529,0.9572183,0.7828102,1.0359333,0.9427679
