,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,sock,soup,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
hose,1.0703644,0.9359475,0.93979514,0.83016926,1.1608126,1.0710393,0.8400712,0.9285926,0.9616362,1.2418274,0.93651426,1.1672611,0.89945483,1.2186995,1.1763562,1.151763,1.1756318,1.0374273,1.1161113,0.88826096,1.0270567,1.163867,0.9760994,1.0033969,1.1900909,0.78605974,1.0493373,1.0385818,1.0995094,0.9178291,1.0500467,1.2805778,1.1051588,1.0043815,0.9098567,0.7814051,1.0866269,1.0796595,0.94295025,1.1524054,0.89249027,1.0630602,1.0604539,1.0114211,1.1003313,0.9994891,1.1104434,0.6170933,0.9724444,1.0285143,1.0330172,0.80549216,1.0621412,1.1223276,1.0195934,0.8097135,0.8679916,1.0760388,1.1284988,0.79320306,0.53718626,0.9056146,1.0916474,1.0487324,0.7233203,1.2300911,0.91757214,0.6866081,0.91389585,0.0,1.1169101,1.0718046,1.1478477,0.83322686,1.0737293,0.9967509,1.0030044,1.045978,0.87090456,1.0079691,0.97931385,1.165538,0.9502704,0.8763509,1.0369273,0.57692903,0.5954789,0.99138004,1.0320518,0.9799306,0.8719692,1.2372049,0.9269376,0.90746295,0.9505627,1.0660868,0.902248,1.1711925,0.9929896,1.046291,0.99306935,0.9671676,1.0095636,1.0343431,0.8399986,1.2116796,1.1062071,1.1056675,1.0277162,1.0573782,0.74413645,1.0785975,0.90560585,1.0312916,0.7843445,1.204055,1.0478431,1.2435955,0.66248775,0.9679129,1.0731049,0.91924024,0.9896173,0.961916,0.99494296,1.2800664,0.9461623,0.7680731,0.8285179,0.92178875,0.98977804,1.0636914,1.090559,0.80182093,0.8997474,1.1840186
jacket,1.0727847,1.0835911,1.4529715,0.88696086,0.59763443,1.3247358,1.3779733,1.3277041,1.2512025,0.7517853,0.8363889,0.4409008,1.2717633,0.7838974,0.7585851,0.9211151,0.5034646,1.0335387,1.1250706,1.3621988,1.4166434,0.8723787,1.3276192,1.255597,1.0137055,1.2686414,0.75319767,1.2428768,0.79977584,1.0280435,1.1747373,0.8381422,0.3781724,1.3086859,1.2240658,1.1905894,0.429182,1.1489527,1.3590654,0.8042518,1.3874007,1.0294148,0.8976257,0.8805834,0.71037304,1.1634783,0.91456413,0.9889272,1.4036148,0.6903428,0.6267695,1.1749313,0.9090309,1.0050726,1.1825405,1.0984968,1.3431771,1.2178079,0.96476114,1.206447,1.150197,1.1560872,0.90415996,1.3286171,0.58695734,0.9355575,0.83363885,1.1682165,1.0623759,1.1169101,0.0,1.0584885,0.32917833,1.38023,0.9450849,1.3685007,0.9286683,1.073461,1.2154603,1.0428622,0.99396414,0.81918633,1.0468036,1.276951,1.1609181,1.1211793,0.94038683,1.4116085,0.851179,0.33376002,0.39587247,0.8486533,1.3523827,1.3365757,1.134277,0.9467001,1.0156506,1.087794,1.1908122,1.3503833,1.160321,1.3003323,0.77706146,1.0942607,1.3431276,0.7541466,1.0468215,0.852507,1.2664691,0.59894824,1.2788329,0.17390692,1.0440136,0.70942354,1.27777,0.830569,0.98809665,0.63409483,1.3351486,1.1959982,1.2694172,1.3159702,1.2405367,0.92365474,0.15303469,0.6697155,1.3447199,1.2918206,1.2059902,0.86517465,1.2351642,1.314842,1.0360837,1.1972077,1.3882055,0.7672235
jar,1.1967036,0.98245037,1.1199795,1.0643171,0.9891882,0.93419623,0.97306925,1.1018076,0.9702434,0.8285207,1.1265771,0.9981367,1.2686507,0.9096636,1.2082634,0.883051,1.0117906,1.135077,1.1413102,1.0173764,0.7824652,0.9489562,1.1021274,0.4884715,1.0418894,1.0785204,0.98646224,1.0952953,1.0608549,0.8465592,0.98863375,0.7820736,1.0525653,0.71939886,1.1006365,1.1013314,0.9943431,1.0877857,1.2236351,0.8593565,0.90646154,1.0545939,1.0233384,0.9166305,0.7952405,0.8737016,0.9028692,1.1022791,1.1247025,0.93267363,1.0042123,1.1485783,1.0129305,1.1080372,1.050702,0.9145114,1.2005483,1.0938702,1.1392407,0.8342681,1.1402525,1.0532384,1.1452471,1.0823542,1.0407639,0.9825521,1.0206158,1.176722,1.0239822,1.0718046,1.0584885,0.0,1.0455415,1.0805618,0.884626,1.0611016,1.0687765,1.0009502,0.97504646,0.99825937,0.8417469,0.8641479,0.9536486,1.209065,1.0972714,0.9861533,0.9783337,1.1356615,0.80897737,0.9668591,1.0658418,1.1082271,1.1232885,1.1163715,1.050536,1.0308961,1.0325886,1.078493,1.0739259,1.03787,0.9803966,0.9167592,0.75414586,0.78076935,1.1543905,0.6720886,1.09333,1.0069858,0.84538597,0.98223096,1.1347144,1.0432696,0.93687326,1.0060488,1.0771842,1.0166693,0.8286598,0.9820531,1.1356505,0.98000056,0.7213726,1.0974455,1.1715422,0.8917179,1.0729793,1.0810479,1.1483591,1.2155801,1.2137992,0.9739212,1.0970271,1.0053213,1.0943663,0.8933221,1.2045629,0.91737914
jeans,1.0335109,0.98742557,1.5219992,0.87826896,0.5293672,1.2991776,1.490581,1.2844095,1.3833418,0.7020893,0.7549359,0.43512708,1.3133681,0.6720872,0.7126411,0.75819564,0.495273,1.1136096,1.129273,1.5339096,1.5219408,0.8412091,1.3178654,1.222834,0.9949756,1.3849492,0.6496414,1.3784335,0.82382196,0.983744,1.2968116,0.80299485,0.58035797,1.3499765,1.1600258,1.1812913,0.3549456,0.97101694,1.4347563,0.8059006,1.544165,1.0375729,0.9114687,0.9698482,0.68084705,1.073958,0.89127433,0.9514896,1.4965186,0.6771744,0.7667752,1.0860966,0.93347293,1.0033966,1.3657267,1.0092523,1.3851275,1.2260526,1.0012388,1.3235762,1.2460086,0.95744,0.8704381,1.2865746,0.6239449,0.8718101,0.7319898,1.2677962,1.1171747,1.1478477,0.32917833,1.0455415,0.0,1.3821518,0.75815785,1.562917,1.055281,0.8652141,1.2883027,0.82877105,0.97031474,0.64494455,1.0895474,1.3497393,1.1826944,1.2391763,0.9507386,1.4878266,0.7868418,0.38988858,0.19297016,0.8072674,1.4445285,1.4057226,0.9856034,0.96444964,0.9270375,1.0662131,1.3318357,1.4900923,1.2605851,1.3850459,0.7519521,1.1193253,1.4273067,0.5834892,1.0851481,0.758325,1.3222106,0.39636558,1.222348,0.22999156,0.9046893,0.41533434,1.355969,0.8225994,1.0688825,0.5173639,1.2462308,1.0447525,1.2899882,1.3305806,1.3498975,0.7865437,0.36492717,0.6321367,1.3181252,1.262692,1.1760646,0.7485162,1.2808201,1.285838,1.0589305,1.132217,1.4808359,0.80624735
knife,1.1319941,0.72411823,0.4658944,1.0259618,1.3405123,0.8601576,0.7302357,0.5626643,0.71388733,1.2762467,1.0150831,1.5080671,0.59539914,1.3284619,1.2119379,1.2594154,1.5141056,0.96875995,0.9184841,0.6519578,0.62883735,1.3042198,0.53173137,0.88878024,1.2425306,0.7121924,1.2027208,0.8659865,1.3313867,0.93710846,0.65779215,1.3580494,1.2488165,1.0313327,0.7745718,0.699082,1.4741251,1.0005485,0.56286013,1.3577335,0.6217027,1.1755213,1.2538399,1.1629927,1.3343538,0.7720508,1.2044278,0.9442045,0.42086095,1.1655984,1.4224102,0.65594304,1.2096915,1.0981026,0.9673058,0.9695189,0.17868668,1.0109969,1.2449602,0.87365544,0.7472761,0.93513376,1.2065629,0.9052665,1.3521817,1.1154584,1.116254,0.7108952,0.9524203,0.83322686,1.38023,1.0805618,1.3821518,0.0,1.1073306,0.6454057,1.0466597,0.9106103,0.80802155,1.1708006,0.89928234,1.1787735,1.0886545,0.74362874,0.72956437,0.75643885,1.0674511,0.43152517,1.1789037,1.3487455,1.3330868,1.3038764,0.4292419,0.3806895,0.8429102,1.1582592,0.9906982,1.183413,0.93822247,0.42013246,0.9547111,0.7887114,1.1381463,0.9318251,0.64192593,1.328854,1.2202052,1.1657829,0.9981316,1.1953077,0.46695566,1.4172995,0.9900679,1.2585621,0.4840588,1.1818737,0.88799274,1.3476353,0.5125131,0.95234555,1.0243974,0.1305412,0.86322725,1.039037,1.3892326,1.3262289,0.6168486,0.6319692,0.70254576,1.0680244,0.72630924,0.8716264,1.1245521,0.6543356,0.48398024,1.3787191
ladder,1.0112509,1.084978,1.4300892,1.0347943,0.9654137,1.3260123,1.2540315,1.1549315,0.83331466,0.84282327,0.91583574,0.666225,1.2716221,0.5025799,1.0977037,0.7514542,0.74063957,1.2022302,0.89766455,1.2161474,1.1995393,0.7821168,1.31668,0.81828725,0.9585374,1.1599071,0.8909048,1.1825867,0.8932808,0.3150121,1.116154,0.7336781,1.0435319,1.1387758,0.98148847,1.1522045,0.64584863,0.99589723,1.2843258,0.46500605,1.2524205,1.0620061,0.8658897,0.88624185,0.53709114,0.87077385,0.7936584,1.0839012,1.4523791,1.0019903,0.98631465,1.2359113,0.9464722,1.1357218,1.1246382,0.7828245,1.2762818,1.1561396,0.9474399,1.0150428,1.2793335,0.9470069,0.91823715,1.1407036,0.9218603,0.991573,1.0012873,1.3118536,1.0524876,1.0737293,0.9450849,0.884626,0.75815785,1.1073306,0.0,1.314287,1.1052082,0.99360543,0.94756746,0.9036523,0.7442452,0.6744731,0.94321156,1.3890555,1.0332847,1.1371592,1.0743276,1.4027104,0.72117424,0.857429,0.79199255,0.9905995,1.1580564,1.1421572,0.8922587,1.1230062,0.8385478,1.0424197,1.0744355,1.3071094,1.0957693,1.2382025,0.70965457,1.0180389,1.257716,0.58372104,1.024379,1.001953,1.19836,1.0316317,1.0512509,0.9314362,0.8915847,0.8777498,1.1428636,0.8599485,1.0948294,0.86624223,1.1435379,0.9214623,1.2015231,1.1978565,1.2494832,0.6518698,0.9366808,0.72035706,1.3375914,1.3602033,1.2998075,0.81332994,1.1040841,0.9357339,1.0392202,0.5306205,1.2606654,0.5740218
lamp,1.1798898,0.9786084,0.40327513,1.172765,1.4103479,0.62477964,0.5170297,0.7259723,0.65925294,1.2002532,1.1396701,1.4544015,0.4621297,1.3426094,1.3107679,1.1589926,1.4439894,0.7760651,1.0979354,0.36133736,0.608875,1.3194162,0.66117656,0.94093186,1.2387466,0.58839554,1.2724206,0.5749155,1.204417,1.0474435,0.64891386,1.178786,1.2934202,0.8592626,0.9251666,0.78292483,1.4847426,1.1227356,0.52913904,1.3071698,0.40020204,1.0370711,1.2042191,1.1720515,1.2394865,1.0232863,1.1719344,1.1531203,0.34676623,1.0111747,1.263316,1.0096593,1.1792996,1.0919229,0.61735994,1.0402583,0.537811,0.98771805,1.1126269,0.7871538,0.76136416,1.1023186,1.0889426,0.9098053,1.3917624,1.1456804,1.4306695,0.6350928,1.0073742,0.9967509,1.3685007,1.0611016,1.562917,0.6454057,1.314287,0.0,1.0635346,1.1626472,0.87587684,1.247946,1.0179089,1.2524977,1.0639794,0.5370785,0.7819417,0.7552506,1.1847022,0.39840168,1.1735073,1.4534883,1.444367,1.3461587,0.571926,0.6360134,1.1484287,1.0981963,1.0751649,1.1831192,0.6626831,0.50042987,0.88899726,0.46878386,1.2915125,0.9796676,0.4852268,1.3244328,1.086666,1.29693,0.7982641,1.3253568,0.90437,1.4705787,1.126023,1.3618546,0.5619379,1.1436951,0.9070467,1.289074,0.7246984,1.0413944,0.79007834,0.64111865,0.577541,1.3489736,1.3983232,1.4260161,0.6105316,0.72173214,0.7875354,1.4151766,0.66980034,0.9105768,1.0792087,0.8948821,0.4158013,1.0931718
meat,0.9121615,1.1127558,1.1111758,0.9396719,0.9193422,1.0893428,1.0917624,1.0241343,1.0141146,0.97052187,0.98386264,0.7104837,1.1317999,1.037418,0.86469865,1.1049007,0.64410496,1.0264741,0.9325072,1.184029,0.93931377,0.9805265,0.96269995,1.0301019,0.941021,1.1383092,1.0241001,1.119879,0.9798007,1.05576,1.0558338,1.0640119,0.98556155,0.99369204,0.92552537,1.0749557,0.8372634,0.96502286,1.1800581,1.0467514,1.1904472,0.97800535,0.9660126,0.9201647,1.1140499,1.0856584,0.9457963,1.076988,1.0839744,1.0105052,0.95727575,1.1084616,0.94921285,0.7171169,0.9519335,0.9610834,1.0794444,0.99938726,1.0646023,0.9918938,1.184792,0.9116229,1.0399388,1.0140095,0.9721444,0.84782934,0.92019117,1.1350366,0.9690802,1.0030044,0.9286683,1.0687765,1.055281,1.0466597,1.1052082,1.0635346,0.0,0.9832168,0.98268956,0.86750036,1.0756824,1.1193696,0.5651661,1.1787783,0.83533657,1.048756,1.0801865,1.0984952,1.0644598,0.83502793,1.0581677,0.89795613,1.1725004,1.1451154,1.0144844,0.9592727,0.84957165,0.80364907,1.0247146,0.88510287,0.9817116,1.0694205,0.8688402,1.044342,1.1012973,1.1068448,0.97439724,0.8813554,1.0167292,1.0519645,1.1765126,0.9791908,0.8989997,1.0993203,1.2726225,0.96962506,0.8982974,0.99072784,1.0864273,0.8985623,1.0027671,0.9863061,1.1017439,1.1188053,0.82692814,0.82537603,1.1568601,1.161343,1.0798069,0.98556596,0.91411513,1.0735686,0.9661679,1.1928838,1.1671519,1.0553092
melon,1.0102379,0.9153459,0.8026404,0.8680202,0.9124238,0.6944267,1.016483,0.7048225,1.1792958,1.0596893,1.0305991,1.0283527,1.0780699,0.98440933,0.81713176,0.87234986,1.0201687,1.0807796,1.1338882,1.1463042,0.7717976,1.1697642,0.77585495,0.94565755,0.9954001,1.062186,0.8522464,1.1286732,1.0547878,0.9432867,1.1236775,1.0607499,0.9785355,1.0620497,0.8316445,0.74894565,0.9047204,0.82440907,1.0783334,0.9841892,1.0803927,1.0579885,1.0307697,1.1012181,0.9653751,1.1007088,0.96861756,0.90328836,0.881706,1.108664,1.0214272,0.96888345,1.1364127,0.81474566,1.1747952,1.169941,0.87478155,1.0216767,1.1878355,1.0970618,1.1209469,1.0905824,1.0394356,0.96472937,0.905968,0.9517955,0.87964183,1.0182439,1.0351312,1.045978,1.073461,1.0009502,0.8652141,0.9106103,0.99360543,1.1626472,0.9832168,0.0,1.0344423,1.0612704,1.1897439,0.9604647,0.87703514,1.0916119,1.0516181,1.2047925,0.99564075,0.901118,0.9905832,0.8985085,0.9119998,1.0820736,1.1593121,1.0925175,0.40466344,1.0891032,0.8706187,0.92186785,1.1470547,0.9111393,1.1372957,1.0281084,1.0287079,1.1917542,1.0831133,0.94541913,1.1526102,0.92596495,1.0614421,0.76625586,0.94886184,0.9316382,1.1423819,0.7726182,1.0557185,1.0350753,0.9028098,0.90828764,1.030377,1.171415,1.0116433,0.8693032,1.1300343,1.0343256,1.0363499,0.9740711,0.83157873,0.9443528,0.8320757,0.94731414,1.1677303,1.1363614,1.0382199,1.1681503,1.1865091,1.0390935
milk,1.0625861,1.0052893,0.887317,0.9878253,1.2133306,0.88148546,0.70366865,0.8901009,0.89134926,1.2050264,1.1765692,1.1444769,0.98532015,1.1440521,1.1435539,1.0675083,1.1941952,1.1147937,0.78175676,0.8279432,0.8120456,0.9144255,0.9655733,0.68817186,1.0348973,1.0193437,1.2018033,1.0381498,1.043683,0.8461838,0.8439561,1.146978,1.1630714,0.8090174,1.0965333,0.9410831,1.1679018,0.8962663,1.0590842,1.1027364,0.85951775,1.0784309,0.96477205,0.8517393,1.0731702,0.7964145,0.74853206,1.0923064,0.9562671,1.1543146,1.1557108,0.99524325,0.9898868,1.0822662,0.85812056,0.8499875,0.9899502,0.92487556,1.0683554,0.6242535,1.0912294,1.024015,1.0866349,0.6869169,1.1194485,1.0279039,1.0253234,1.0539498,0.9135305,0.87090456,1.2154603,0.97504646,1.2883027,0.80802155,0.94756746,0.87587684,0.98268956,1.0344423,0.0,1.0401103,1.0689821,1.0678114,0.7266976,1.0770772,0.9765891,0.92226493,1.1051623,0.936687,1.1005743,1.230907,1.2382509,1.0997385,0.99538136,1.0239614,0.97051305,1.1446898,0.9385668,0.89415604,0.9332775,0.8814365,0.8793569,0.88023645,0.9313543,0.8958409,0.84712666,1.1877741,0.9728035,1.007681,0.8906024,1.2172914,0.90371406,1.2765683,0.89169973,1.2980083,0.9604187,1.0957249,1.0473357,1.2824376,0.9006312,0.9827305,0.8690775,0.90770423,1.0781387,0.9305791,1.2054731,1.0219554,0.99789304,1.0264183,1.0939739,0.99054843,1.0392532,0.81189156,1.0143758,0.88716733,0.91509813,1.0591031
mitten,0.9515037,0.85707325,1.2574973,0.89242244,0.90189934,0.96517575,1.1174473,0.94637895,1.2530661,1.1637095,1.0666472,0.8502989,1.1823051,0.96202475,0.92082644,0.94682777,0.71563375,1.2196511,1.0361392,1.2788976,1.3224018,0.9483225,1.1762043,1.0703238,0.9618209,1.2907417,1.1259321,1.2561572,0.89054894,1.1235927,1.133598,1.0647234,1.0382859,1.0464503,1.0048544,1.0628613,0.88329005,0.7491694,1.2577991,1.01372,1.3025866,0.9211976,0.8424397,0.71323514,1.1183335,1.1365145,0.8539895,0.980887,1.2399485,0.9528657,0.9138714,0.92990565,0.9822746,0.96201867,1.0522025,0.5420354,1.2522947,0.98855346,0.95558983,1.0116178,1.150039,0.12557459,0.87550676,0.9352188,0.9777333,0.9460335,0.76238716,1.1373875,1.0945168,1.0079691,1.0428622,0.99825937,0.82877105,1.1708006,0.9036523,1.247946,0.86750036,1.0612704,1.0401103,0.0,1.0433124,0.95534897,0.88297784,1.1702567,0.9565099,1.0654191,0.96785283,1.2663248,1.1584909,0.87742907,0.8869928,0.9908212,1.2389454,1.2254336,0.9806796,0.8567115,0.90929735,0.921571,1.0645639,1.2416389,1.0429868,1.2086438,0.95725965,1.1055303,1.1270792,1.0914221,1.0335997,0.95015043,0.9714773,0.9236738,0.9900621,0.97005755,0.57322127,0.90982264,1.2369412,1.2138782,1.3035185,1.0579967,0.8266696,0.17504549,1.0241021,1.0783271,1.1869216,0.9195022,0.93943137,0.90322673,1.139878,1.0018504,1.1480049,0.77210945,0.965773,0.7490174,0.92796123,1.1387109,1.1292278,1.0603299
mop,1.0386493,1.0044407,1.1546606,1.0811905,1.0058118,1.1416854,1.0596949,1.0316542,0.84950113,0.85611564,0.9008162,1.0617433,1.0001602,0.91987556,1.2411883,0.9530094,1.0019432,1.0496237,0.9862768,1.0133249,1.0873333,1.0048207,1.1395141,0.8775765,1.0794532,0.9418967,1.0127745,1.0250735,1.0962114,0.9229833,0.97941715,0.88930345,1.0224736,0.96787506,0.9670297,1.1280617,1.077931,1.1146088,0.94696116,1.015781,1.0221077,1.0304934,1.1179024,1.1365838,0.81679946,0.71347356,1.0612364,1.1539087,1.1038959,0.8613018,1.1548126,1.0409274,1.0863577,1.0860974,0.97811437,0.8349221,1.0452061,1.0552192,1.0031109,0.95974946,1.082045,0.983924,1.0766536,1.0852816,1.0771667,1.0866482,1.1170777,1.1544784,1.0833583,0.97931385,0.99396414,0.8417469,0.97031474,0.89928234,0.7442452,1.0179089,1.0756824,1.1897439,1.0689821,1.0433124,0.0,0.9700343,1.13522,1.1119044,0.9726051,0.8494154,1.0855908,1.0886012,0.7923965,1.0593345,0.98779523,1.0705241,0.75816554,0.7460623,1.09561,1.0772849,1.0438701,1.1889633,0.9610986,1.0383416,1.045533,0.9960305,0.91218877,0.8698343,1.1226364,0.6917769,1.0718138,1.0631766,0.9793719,1.1263754,0.9027977,1.0288051,0.9512935,1.0309808,0.9477806,0.9134122,0.9975737,1.045582,1.054367,0.9018451,0.92310876,0.9947073,1.1126246,0.9762335,1.0922995,1.1211215,1.2254435,1.1427705,1.1689776,0.93464434,0.80420166,0.9992769,1.0535899,0.33956468,1.0104731,0.9129145
motorcycle,1.1130532,1.1319369,1.3215889,1.0335642,0.8637003,1.1307293,1.1751194,1.180264,1.0331113,0.68709654,0.9507772,0.6873803,1.230744,0.71686023,1.1499118,0.7309929,0.73273677,1.1349117,1.1049658,1.2712379,1.1436361,0.86885285,1.2257748,0.894984,1.0283386,1.2051015,0.7919895,1.2090278,0.851683,0.7646262,1.2005396,0.7099081,0.973681,0.96710825,1.1513346,1.1657416,0.5693965,1.1396525,1.3271532,0.74769485,1.2557868,1.0033,0.8527756,0.79084015,0.71740687,0.9707914,1.0184857,1.2288269,1.3055763,0.8678504,0.95483214,1.1386993,1.048752,1.1433237,1.070726,0.8966326,1.2922959,1.2082658,1.0185194,1.0594804,1.2272176,1.0523264,0.90886635,1.204231,0.88838375,0.9656379,0.96464443,1.1626074,1.0607934,1.165538,0.81918633,0.8641479,0.64494455,1.1787735,0.6744731,1.2524977,1.1193696,0.9604647,1.0678114,0.95534897,0.9700343,0.0,1.010643,1.2808707,0.99164706,1.0948875,1.0748135,1.3021284,0.7325305,0.8095506,0.73399353,1.0376073,1.24766,1.2913704,1.0508903,0.9599599,0.7730919,1.1145365,1.0679512,1.2393515,1.032004,1.1024814,0.5668883,0.86925423,1.2437547,0.629129,1.0779167,1.0227402,1.0882868,0.87685484,1.0716063,0.80540085,0.847581,0.7841425,1.209577,0.9040216,1.0184557,0.7645318,1.1473975,1.0232534,1.0660299,1.166775,1.2036996,0.7323463,0.8184297,0.8045226,1.2756402,1.2423851,1.2990227,0.90547997,1.0422711,1.0279939,1.0224785,0.8439634,1.2209278,0.7477803
muffin,1.0057758,1.2178593,1.1818175,0.80208325,0.8766018,0.9570416,1.0749849,1.0840719,1.1350304,1.1051984,1.0928947,0.88557416,1.2683244,1.0157492,0.9666675,0.8355939,0.83019364,1.1085973,1.0416,1.2262471,0.87590235,0.9565898,0.8723285,0.9494713,0.9248097,1.2817209,1.0407203,1.2144791,0.90773237,0.8772472,1.1044425,1.0588996,0.95929265,0.9248965,1.0831059,0.9770712,0.89917666,0.7627312,1.3587604,0.9919351,1.2505155,1.0357307,0.8432392,0.8401557,0.954016,1.0735276,0.82039917,1.0637264,1.1815453,1.0816644,0.9178376,1.1459584,1.0178434,0.79041576,1.0011494,0.9042177,1.2219293,0.98846483,0.9970416,0.85048187,1.2117795,1.0251391,1.041052,0.8827557,0.87903756,0.61067605,0.83103263,1.2733614,0.9720333,0.9502704,1.0468036,0.9536486,1.0895474,1.0886545,0.94321156,1.0639794,0.5651661,0.87703514,0.7266976,0.88297784,1.13522,1.010643,0.0,1.3282139,0.9875961,1.0110722,0.9972298,1.1998199,1.0022038,0.93006694,1.073352,0.96666336,1.2835709,1.2628894,0.79601246,1.1044301,0.820263,0.57201374,1.0938795,0.9031143,0.9763037,1.15703,0.9098304,1.1003466,0.9968158,1.010294,0.9806777,0.79997396,1.0141368,0.9822345,1.2262871,1.0368086,0.9094456,1.0216126,1.3085604,1.0063233,0.82129645,1.0408057,1.1724792,0.9797001,0.9761887,1.0548335,1.2337754,1.0471585,0.9868823,0.85071087,1.2283494,1.2368966,1.1214716,0.7524507,1.1728759,1.0898614,1.0100064,1.2069451,1.2140695,0.89305145
nail,1.1646874,0.8089603,0.34180796,1.0816631,1.3129957,0.67500895,0.6309204,0.8802657,0.94181454,1.2995436,1.0172687,1.4951831,0.27666855,1.4273713,1.2013637,1.252854,1.5042558,0.54003716,1.2596829,0.3472942,0.8439822,1.4190158,0.61749595,1.1468176,1.2427983,0.43274176,1.0838373,0.41576028,1.2589985,1.2274867,0.8156174,1.3146946,1.1278329,0.97326595,0.8964384,0.7715277,1.4791014,1.0785428,0.19684446,1.3763173,0.40080112,1.206591,1.2705526,1.314289,1.3067706,1.1017386,1.2941191,0.656916,0.38839573,1.0335664,1.1232376,0.5644274,1.2255172,1.208167,0.8799027,1.1173171,0.45671594,1.0844405,1.1942136,1.0441862,0.35487586,1.0074866,1.0872338,0.9474717,1.2020599,1.2544284,1.167815,0.27359343,1.1644397,0.8763509,1.276951,1.209065,1.3497393,0.74362874,1.3890555,0.5370785,1.1787783,1.0916119,1.0770772,1.1702567,1.1119044,1.2808707,1.3282139,0.0,0.9556369,0.80804825,0.8815506,0.42663252,1.2388849,1.3724697,1.2519195,1.3538865,0.43747425,0.4284004,1.0660542,1.0195872,1.1273642,1.2507954,0.8064103,0.88066775,1.1308525,0.70062184,1.4819019,1.0926032,0.55848765,1.3852742,1.1217413,1.3100535,1.018548,1.1718256,0.69051075,1.3355241,1.2265773,1.1597865,0.36782658,1.1568916,1.152115,1.1875323,0.47378528,1.0732083,1.0887996,0.7838286,0.19240588,1.2314581,1.2973396,1.5259749,0.2855128,0.17335618,0.3267306,1.348154,0.745258,1.0658383,1.2273419,0.99809825,0.37379706,1.2676649
napkin,0.8463358,0.93528163,0.8789134,1.1617043,1.1298977,0.9817408,0.9842813,0.9166643,0.7403265,1.0754951,0.9690237,0.97740513,0.7919395,1.1096221,1.1851671,1.1171181,0.87355137,1.0449251,0.96998596,0.80528694,0.8459541,1.1246758,0.80966043,0.8830212,1.1073146,0.93814987,1.1666586,0.98996145,0.8100869,1.0144918,0.86198455,1.1703031,1.2336402,0.9712558,1.1020269,1.0096022,1.0566673,1.0879666,0.9106403,1.1167822,0.8807497,1.0861838,0.7079562,0.9577905,1.207467,1.0095669,1.1478039,1.1103987,0.81627846,1.0561624,1.2787349,0.9435889,1.1917584,0.7980528,0.8876857,0.9253157,0.77237403,0.91051483,1.1443436,0.9197424,0.96664757,0.75430167,1.0343319,1.0498204,1.2331975,1.1214651,1.1250068,0.9063916,0.7779202,1.0369273,1.1609181,1.0972714,1.1826944,0.72956437,1.0332847,0.7819417,0.83533657,1.0516181,0.9765891,0.9565099,0.9726051,0.99164706,0.9875961,0.9556369,0.0,0.9433935,1.190989,0.8564632,1.1419483,1.0422504,1.1557544,1.0729889,0.8241805,0.8620174,1.036382,0.8865069,0.5719605,1.0388316,0.9339152,0.793954,0.66112673,0.8942618,0.93825465,0.9571743,0.8520938,1.146575,0.9929444,1.2139226,1.0728663,1.1181878,0.9363617,1.1722476,0.8320432,1.0825914,0.8271502,1.1125048,1.1128699,1.2131228,0.769186,0.87069494,1.0257676,0.6899247,0.96421915,1.140659,1.1182563,1.1115426,0.9591886,0.9535597,1.0651808,1.1480024,0.26622844,0.9664551,1.1294944,0.8359088,0.73077583,1.0787646
