,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
chair,0.9729917,1.1518948,1.3193408,1.0154195,0.77299505,1.3438551,1.0325367,1.170567,0.9816214,0.660344,0.79319334,0.48424262,1.1980653,0.5603543,0.9847505,0.63598627,0.84345937,1.0116194,1.1810658,1.1312561,1.0144593,1.197716,1.0733316,0.9445456,0.8818501,0.9891565,1.2820375,0.8548671,0.0,1.1769271,0.6973257,0.9114584,0.81739306,0.5190829,1.2588155,1.2653515,0.5390599,1.1844867,1.099328,0.96217775,0.8155079,0.7059214,1.0251956,1.1776111,1.2291372,1.259845,1.1834593,1.065426,1.2290547,1.1931398,1.181707,1.0533983,1.1218742,1.0174315,1.2334466,0.62755716,1.2624741,1.0250754,1.2036314,0.9857642,0.9054691,1.1248966,0.9262318,1.1624453,0.7585416,1.0527875,0.71273184,0.9731315,1.0093465,1.2400968,0.8858994,1.1728957,0.9142462,1.1385764,1.3195124,0.93732953,1.1089294,1.1768818,1.1882858,0.85591614,1.1021441,0.8331993,0.8268367,1.1823692,1.2113409,1.2216047,1.1600554,0.7735211,1.1502348,0.6281301,1.0655862,1.1350225,1.1618932,1.2136766,0.82197595,1.0557712,0.6912375,0.80601573,0.63509005,1.1553378,1.0571923,0.8808105,1.0909257,0.8353542,0.897499,0.55937564,0.6946223,1.2524554,0.9985251,1.0237035,1.0681818,1.1657022,1.180585,0.83433634,0.8157631,0.68567795,1.1352121,1.3096434,1.0874779,0.9932072,0.9622207,1.3459469,0.77688533,0.96532106,1.271898,0.5670434
clock,1.2695978,0.93027294,0.49387956,1.0522398,1.3137729,0.45714533,0.87489146,1.0362031,0.65938663,1.2672237,1.2356775,1.3728826,0.5913753,1.3473057,1.1299976,1.4720883,1.1808215,1.0838822,0.80027777,0.5296444,0.9174448,0.5624877,0.82931924,0.95859516,0.6393354,0.6835984,0.9204636,1.3042909,1.1769271,0.0,1.0582216,0.92327523,1.238611,1.4182428,1.1151781,0.5060049,1.2604947,0.5955957,1.0136276,1.2429967,1.2137781,1.1921787,0.93526,1.020223,0.82491195,0.6815388,0.962378,1.240499,0.9945385,0.78796124,1.0340508,0.6347413,0.8844336,1.2153896,0.7277963,1.1989193,0.9559331,1.1996554,0.961181,1.3686628,0.8753693,0.810621,1.2554709,0.7413449,1.4810343,0.68120223,0.89598334,0.5199637,0.99248517,0.8478652,1.3952808,0.8056317,0.90003735,1.157783,0.6176536,0.94801,0.861689,0.9534416,0.5760761,0.93458,0.9634556,1.4022341,1.4368025,0.8764311,0.5263674,0.55327404,0.87984776,1.0935693,0.85859156,1.0748931,0.6747308,0.77850103,0.6153755,0.58810264,1.1656412,0.7399345,1.3272011,1.3137264,1.2852566,1.2116561,0.81346965,1.3541303,1.2274494,1.4034455,0.7566921,1.2306442,1.2894608,0.6876905,1.2785404,1.4033892,0.68733275,0.94652146,0.63731545,1.3237517,1.2828016,1.2950277,0.5634011,0.94798505,1.083221,1.3116298,0.9816097,0.5699895,1.2451634,0.92380774,0.5323503,1.1808251
closet,0.92717344,1.0955961,1.2629658,1.0744781,1.0261358,1.2375761,0.9681156,1.1512506,0.87131804,0.7556184,1.0151466,0.72992253,1.0848567,0.54439175,1.0284096,0.86490786,0.8869615,0.90199256,1.0565981,1.187811,0.8585874,1.2919319,0.9084537,0.8791296,0.8491963,1.1110258,1.3736291,0.89089704,0.6973257,1.0582216,0.0,0.8200498,0.9599104,0.7443634,1.2454995,1.2628276,0.5481405,1.1284802,0.8524451,0.9150665,0.86595684,0.3741752,0.7995181,1.0288622,1.2645639,1.3310814,1.1678535,0.9365301,1.3134723,1.1647974,0.9851707,1.1495484,1.2062988,0.91106284,1.2674408,0.8600996,1.0042801,0.99977064,1.1139987,1.100891,1.0370677,1.174142,1.0102967,1.0958592,0.8933309,1.1133796,0.66903305,1.1338742,1.1244973,1.1577911,0.96259457,0.99189484,0.93086547,1.1004258,1.3178488,1.021883,1.2734516,1.2512591,1.1301807,0.6771876,1.0505316,0.90056896,0.8630718,1.0804886,1.2102913,1.1965739,1.1506321,0.9223676,1.03311,0.5914396,1.099563,1.169754,1.2802656,1.2964795,0.9170306,1.0610548,0.59133285,0.87956494,0.902732,1.0666864,1.1118217,0.97496116,1.0875762,0.94045526,1.053949,0.93775874,0.60203767,1.3464067,0.9849997,1.0572534,1.1754527,1.0409774,1.2240844,0.7479366,0.9444216,0.87799263,1.176364,1.3103961,1.1493495,0.95738554,0.9600777,1.2086538,0.8602399,0.76275384,1.2562189,0.6112711
coffee,1.1018622,0.91135734,1.1489959,1.1064465,1.0204203,1.1851355,0.8697127,1.1835462,0.7758418,0.9759146,1.1677712,0.95246047,1.0876571,0.99530834,0.9882903,1.0973961,0.8781246,0.65358555,0.5819221,0.9085654,0.7484208,1.1993756,0.94782764,0.38845873,0.7794752,0.94208527,1.2015522,1.0504214,0.9114584,0.92327523,0.8200498,0.0,1.0974191,0.9288964,1.2443411,1.1402218,0.9224074,0.6650579,0.85788083,1.0628477,0.91858643,0.883763,0.84205395,0.8966018,1.1541339,1.2764565,1.2475873,1.0863134,1.2266121,1.2011937,1.0675085,1.0345504,1.2477616,0.8135929,1.251181,0.8812886,0.6996459,1.0756798,1.0699471,1.0829105,0.8945764,1.1127018,1.1495372,0.7176731,1.1330258,1.0178058,0.92268074,1.0518394,1.1382222,1.1626829,0.96877193,0.9598377,0.8210709,1.0241078,1.2536905,0.9047324,1.2338765,1.2539482,1.1321497,0.71650386,1.1295017,1.1395099,1.1028142,0.93903023,1.1184855,1.1290281,1.1691879,0.9323972,0.9198053,0.64281905,0.90942097,1.0778745,1.2403163,1.016632,0.72324485,0.84912866,0.79918337,1.0463868,0.9178292,1.0201803,0.8191997,1.058337,0.9914113,1.0371779,0.9268694,1.0444877,1.0487658,1.1569282,1.1596116,1.1424663,1.0334631,1.0301772,1.183399,0.8693938,1.1172243,0.8816546,0.9661546,1.2116863,1.1418686,0.913532,1.0056397,1.0899894,0.85924566,0.8974507,1.0849228,0.8993586
comb,0.9913944,1.2352751,1.3301697,0.96402895,0.8010794,1.2113429,1.2430987,1.0803252,1.2609715,0.63137925,0.6925436,0.5477949,1.3009591,0.5465417,0.9544469,0.6267331,0.8310873,1.1506557,1.3408637,1.3644298,1.1118057,1.3093503,1.1293215,1.236981,1.1956891,1.1045903,1.0496811,0.71203256,0.81739306,1.238611,0.9599104,1.0974191,0.0,0.6349603,0.87574536,1.3310817,0.42907417,1.3989635,1.1231531,0.83542514,1.2011036,0.6737121,0.98459643,1.2106811,1.0223339,1.1954705,0.9961027,0.7489954,1.084938,1.0864967,1.1661224,1.3116891,1.0220058,1.0093223,1.092358,1.2530651,1.1969143,0.70231,1.1390498,0.8771401,1.4298567,1.1214215,0.85514766,1.2360061,0.588047,1.2971036,1.0768478,1.2367842,0.911489,1.0192648,0.8870631,1.1532428,1.104331,0.9484771,1.1731348,1.3162578,1.0509282,0.97753763,1.2362181,0.9022577,0.9010324,0.65506804,0.6251919,1.1635983,1.3029506,1.2416792,1.0519712,0.7326842,1.2249309,0.9853703,1.3392241,1.160974,1.1745272,1.346435,1.120544,1.0904033,0.5961415,0.6007619,1.02914,0.983386,1.3569137,0.6907892,0.91548866,0.6977099,1.2245336,0.6939881,0.71781504,1.2297686,0.7573608,0.8543439,1.3400087,0.959916,1.3108608,0.8503609,0.66299695,0.87187845,1.2697636,1.1079439,0.8739256,0.98086023,1.2744144,1.4041754,0.91990495,1.0532745,1.2476414,0.8023007
couch,0.8817965,1.2516971,1.5231988,1.108829,0.66595805,1.4274218,1.06385,1.1753898,1.3262651,0.54278284,0.76572645,0.25757033,1.4262066,0.39158773,0.8142854,0.26672196,0.6371312,0.96197575,1.3009571,1.4591722,0.9496179,1.5050654,1.1505749,1.0363443,1.1861411,1.2665807,1.3555889,0.71423966,0.5190829,1.4182428,0.7443634,0.9288964,0.6349603,0.0,1.1215022,1.5564547,0.41062802,1.4473302,1.1874664,0.80313253,0.94499254,0.51609206,0.97529954,1.1172142,1.2858671,1.3432453,1.1268247,0.76615894,1.2867823,1.1904695,1.2548518,1.474194,1.1671581,0.84554017,1.337441,0.8658706,1.1328694,0.76199746,1.219858,0.900138,1.1820743,1.2613202,0.8013872,1.3201016,0.40671194,1.3565645,1.0350496,1.4105554,1.115953,1.1771641,0.639467,1.2020543,1.1128614,0.89416915,1.4194796,1.023337,1.242277,1.1804539,1.3884572,0.8616079,1.0536216,0.46913898,0.47578096,1.114093,1.5071124,1.4778953,1.179351,0.6486207,1.3436544,0.80306625,1.4196558,1.2653569,1.3886395,1.5011159,0.7460764,1.1541587,0.47244036,0.53737575,0.6841246,0.9252833,1.3399669,0.51817346,0.8937593,0.5367529,1.1956116,0.57390773,0.6124031,1.4047246,0.7620676,0.68016315,1.4196963,1.0614784,1.4629748,0.5966096,0.60551274,0.569662,1.3792832,1.3077362,1.0246966,0.9414691,1.0219283,1.5130701,0.8235999,1.0358893,1.4385403,0.58089733
cracker,1.0415362,1.0887461,0.9549742,0.6512014,0.91166854,0.8276754,1.2114846,0.3010128,1.3362118,1.0567532,0.92910266,1.1496496,1.1851065,0.96558285,0.97532594,1.0718105,1.0973946,1.1400189,1.2558653,1.1431211,1.0947871,0.86460584,1.171721,1.2852594,1.2149022,1.0259734,0.42305934,1.0755724,1.2588155,1.1151781,1.2454995,1.2443411,0.87574536,1.1215022,0.0,1.1046764,1.1024275,1.2669547,1.0001175,1.0721664,1.2629895,1.0813408,1.1463869,1.0869,0.8110211,0.8547126,0.87187195,1.0009013,0.6454568,0.9984437,0.7781947,1.166146,0.70573074,1.0991473,0.96790195,1.3306416,1.0074694,1.012984,0.67191654,0.8176199,1.3157153,0.9563541,1.017745,1.1500173,0.93016684,1.2364031,1.4210762,0.94324297,0.8758081,0.5276673,0.9210844,1.113476,1.2637641,0.6366147,0.86611944,1.1646447,0.84077597,0.74139524,1.1073912,1.2957727,0.94289774,1.0316637,0.93798363,1.0793433,1.1547099,1.0612099,0.7658957,0.90511197,1.0156711,1.3280551,1.1069692,1.032952,0.8373107,0.91017914,1.071786,1.037005,1.0523117,0.97784245,1.1498927,0.5778024,1.2244606,0.9906734,0.96496874,0.88452625,1.1219939,0.9873211,1.1104311,0.92174476,0.96865946,0.83339715,1.1729252,0.9628781,1.04895,1.1173425,1.0154222,1.0411913,1.0931151,0.74764675,0.81542546,0.9506997,1.191975,0.90629303,0.9828306,1.247983,1.1428858,1.1801118
crayon,1.331368,0.9547053,0.3098818,1.045351,1.37241,0.45525312,1.0640349,1.0416332,0.60101104,1.3950895,1.1535934,1.5621619,0.24111044,1.5636014,1.3202006,1.5565598,1.3096507,1.1510327,0.6427552,0.35690093,1.0306476,0.36089253,0.68428266,1.0400985,0.5493173,0.5446845,0.70119953,1.4199548,1.2653515,0.5060049,1.2628276,1.1402218,1.3310817,1.5564547,1.1046764,0.0,1.5227327,0.4386382,1.1177466,1.3791177,1.2823753,1.4418697,1.1319846,1.0850323,0.6649693,0.49103582,0.97683084,1.3905282,0.79008925,0.5945145,0.9975341,0.26207244,1.0346183,1.2975609,0.5003686,1.2664189,1.0066358,1.2620451,0.9894705,1.3093644,0.91311634,0.8570408,1.3067622,0.6268538,1.5422626,0.2686696,0.8088268,0.58917224,0.88796633,0.80827343,1.5707481,0.65322655,0.8888324,1.3074105,0.33455294,0.83884335,0.7118903,0.8941207,0.35003173,1.0859866,1.1009176,1.52144,1.4736377,1.0228199,0.07475531,0.1529268,0.73961174,1.2003251,0.8204216,1.1271636,0.5868553,0.8385173,0.5117222,0.6365161,1.2173643,0.6530905,1.4654871,1.3935945,1.3219551,1.3254867,0.5993877,1.5327649,1.2693005,1.4386623,0.69440633,1.3228172,1.3295548,0.38367856,1.3016015,1.40751,0.25464237,1.167273,0.38248062,1.374786,1.3200735,1.4039019,0.5075822,0.73940396,0.9811117,1.1910582,0.8147162,0.5784352,1.4032767,0.7726725,0.18453038,1.3347301
crib,0.8752369,1.2151824,1.4805312,1.1451411,0.75664,1.3540661,1.180254,1.1976223,1.1968797,0.5960796,0.8372184,0.2228247,1.3769414,0.26881486,0.9118538,0.41370296,0.6735994,0.9968528,1.340552,1.488955,0.9782858,1.4762166,1.1354182,1.1205931,1.1360741,1.2412575,1.319643,0.6620332,0.5390599,1.2604947,0.5481405,0.9224074,0.42907417,0.41062802,1.1024275,1.5227327,0.0,1.4522411,1.1001685,0.7618294,0.9287383,0.41761792,0.9319538,1.127832,1.2283452,1.3771828,1.1075323,0.695477,1.2521852,1.1690707,1.209615,1.4617813,1.1242521,0.9811518,1.353132,0.9367335,1.1713322,0.79335284,1.1702377,0.9211465,1.3480247,1.1931409,0.8468031,1.2600334,0.52452236,1.3587708,0.84994423,1.3672174,1.0952055,1.1586094,0.73405564,1.2021229,1.135646,0.9540566,1.3985499,1.2721068,1.2513407,1.1087594,1.3048556,0.77957636,0.95776594,0.52803683,0.55600995,1.1498564,1.4824085,1.4412704,1.1802202,0.59147394,1.2786386,0.76284164,1.4353849,1.2131717,1.3401643,1.4709071,0.9522994,1.2219266,0.4521625,0.53823596,0.8128078,0.97245044,1.3936982,0.63762075,0.90375566,0.6953619,1.2104304,0.7379087,0.5275835,1.4299732,0.7340033,0.81112313,1.4459399,1.0341263,1.4491355,0.6514348,0.676171,0.6994119,1.3822486,1.258609,0.994488,0.9552104,1.1981682,1.4299982,0.8577515,0.9720445,1.4015902,0.52952534
cup,1.2833996,0.9103176,0.49884045,1.0599443,1.3415272,0.6698749,0.8261373,1.0448935,0.34428263,1.3403976,1.2954186,1.4711068,0.53659976,1.4828691,1.1273263,1.5089879,1.1876433,0.83398145,0.19350529,0.2559334,0.79244363,0.55071187,0.8134799,0.5049195,0.5570481,0.6823536,0.98632234,1.3590236,1.1844867,0.5955957,1.1284802,0.6650579,1.3989635,1.4473302,1.2669547,0.4386382,1.4522411,0.0,0.9382104,1.2815604,1.0700516,1.3861979,1.1336511,0.9780871,1.0049164,0.76770484,1.1683158,1.3753426,1.0991038,0.91999924,0.93759066,0.488073,1.1281936,0.87394375,0.89057726,1.0171964,0.7320589,1.3386774,0.92547727,1.3508554,0.6665966,0.9226684,1.3210909,0.24258387,1.55939,0.5333494,0.8695529,0.7191248,1.1548121,1.0057105,1.3913274,0.8077729,0.7885588,1.2188039,0.7636888,0.70195293,1.066411,1.139859,0.6636682,0.90234137,1.1417391,1.4715989,1.5162826,0.9491145,0.4570464,0.5407032,0.98023707,1.2163957,0.647896,0.95075387,0.516439,0.85056055,0.7557041,0.44393873,0.898698,0.7612115,1.3266639,1.3770478,1.1953999,1.2209171,0.45915163,1.4857699,1.2684655,1.3944901,0.63031083,1.2923559,1.3099699,0.7499058,1.3766121,1.3416919,0.51707035,1.1032854,0.49961835,1.2827588,1.3764962,1.201782,0.44056344,1.0625222,1.1845586,1.149009,0.7744192,0.6321142,1.1170655,0.9049886,0.50825506,1.249717
dish,0.9239315,0.98687965,1.0179924,0.80111754,1.1233306,1.076678,0.73744285,0.89975566,0.73870736,0.9369232,1.16932,1.15698,1.0835814,1.0782149,1.0094615,1.1942747,1.0438744,0.7910963,0.9158335,0.8429626,0.9192441,0.9338193,1.0752285,0.85272986,1.0561113,1.18216,1.0932913,1.1165212,1.099328,1.0136276,0.8524451,0.85788083,1.1231531,1.1874664,1.0001175,1.1177466,1.1001685,0.9382104,0.0,1.0629934,0.86427057,1.0848775,0.85572577,0.7746823,1.1781347,1.113272,1.1029685,1.0447656,1.1581377,1.1060922,0.7681061,0.8264933,1.14515,0.8619898,1.1823082,0.89633465,0.793056,1.1851541,0.84292006,1.0214764,0.8341201,1.0848362,1.1443132,1.0262544,1.2252986,1.0269164,0.9403081,0.8993424,1.1232762,1.0913483,0.9960442,1.0666621,0.9112214,0.98789936,1.1846902,0.84146714,1.2036397,1.1844267,1.0408574,0.91427493,1.1664126,1.1516544,1.1734395,0.92839575,1.0839095,1.0654584,1.181977,1.1694871,0.60243297,0.8623793,0.59380716,1.059567,1.0219917,0.79290104,0.8885841,1.065392,1.062135,1.1192667,1.117737,0.92663336,0.86883736,1.1742346,1.0490538,1.1536471,0.95876247,0.98111373,1.0283288,1.2089572,1.0981407,1.0292596,0.9553027,1.0092322,1.0917845,1.0919634,1.203108,0.98891985,0.8988414,1.203115,1.1365993,0.9222768,0.8729185,0.9226361,0.43419552,1.0702537,1.1011056,1.1440554
dog,0.24106836,1.0608214,1.2995942,1.0884023,0.8558304,1.2114434,1.0631311,1.0615932,1.1794591,0.8462168,0.9418647,0.72287166,1.3419983,0.7692647,0.94370186,0.6948155,0.9430163,1.0099429,1.2091957,1.320249,1.0637434,1.1553538,1.215536,1.1312821,1.3531696,1.2850456,1.2773736,0.11579871,0.96217775,1.2429967,0.9150665,1.0628477,0.83542514,0.80313253,1.0721664,1.3791177,0.7618294,1.2815604,1.0629934,0.0,0.72840863,0.8311111,1.0279533,0.89168394,1.2877026,1.2795068,1.0902246,0.78394026,1.2530491,1.1095771,1.0018005,1.2850362,0.91998047,0.96334183,1.2687447,0.7485087,1.144356,0.8130922,0.9621744,0.9646645,1.1379199,0.89814585,0.71386904,1.1587123,0.7425372,1.2549709,1.0092818,1.3304377,1.1680182,1.173996,0.8335426,1.2199779,1.0855507,0.90609074,1.3057765,1.127878,1.2938285,1.1111327,1.2095901,1.0174361,0.41503966,0.6838928,0.8412212,1.0496377,1.3722384,1.3368571,1.1606249,1.0582684,1.0028063,1.0372076,1.1938808,0.8749176,1.047995,1.1805487,1.0893273,1.2202038,0.85454214,0.8622267,0.60411793,0.86820525,1.220559,0.80535233,0.96437794,0.9343341,1.278503,0.9360498,0.7921983,1.3888562,0.82604617,0.76537824,1.3115976,1.0349814,1.2247536,0.80194485,0.94117033,0.81615096,1.289491,1.2400262,1.0992506,1.0574516,1.07303,1.192085,0.96714115,1.1316482,1.3140247,0.90988904
doll,0.57484853,0.8028384,1.1622736,1.1369935,1.0157971,1.2792373,0.80600494,1.083157,0.9261402,1.1793178,1.1877451,0.9314788,1.2044889,0.9815767,0.949086,0.8988939,1.0682237,0.820962,1.006656,1.139799,0.97898656,1.0737952,1.1445968,0.9748411,1.2562702,1.2740896,1.2958031,0.7394735,0.8155079,1.2137781,0.86595684,0.91858643,1.2011036,0.94499254,1.2629895,1.2823753,0.9287383,1.0700516,0.86427057,0.72840863,0.0,1.0277252,1.0407782,0.6606443,1.3058323,1.1398939,1.1195651,0.95444405,1.1397369,1.1555252,0.77029544,1.1366917,0.827227,0.87167084,1.298136,0.21444845,0.9155514,1.0040103,0.9634019,0.8261055,0.5713955,1.0285078,0.9617784,1.066374,1.030847,1.1078428,0.8348037,1.2145988,1.247828,1.2619734,0.59012187,1.1592131,0.8778539,1.0734087,1.295594,0.8115754,1.2242932,0.9804025,1.247766,1.0157171,1.0088903,0.9158948,1.0738517,0.9669504,1.2519377,1.2847861,1.2295119,0.9615408,0.95671844,0.7399483,1.0404627,0.9757465,1.1226326,0.97594243,0.84741455,1.0754039,1.106541,1.0941267,0.50815624,1.0359077,0.8449246,1.020235,0.9142219,1.0213917,0.98131645,1.1575644,0.9081289,1.2360923,1.0416236,0.61798066,1.080418,0.94622916,0.97707015,0.8516303,1.1944408,1.000944,1.163889,1.1068604,1.1296802,0.76906985,0.8061204,0.77182865,0.91436744,1.067316,1.2255061,1.0008667
door,0.9442534,1.1475801,1.425919,1.0725169,0.8629808,1.2995002,1.0741644,1.1794795,1.2343085,0.48876876,0.7781627,0.5394882,1.2388388,0.50590926,1.0497434,0.667143,0.7852636,1.1148951,1.2672229,1.4287353,0.9905176,1.4500573,0.9443348,0.9833836,0.8884405,1.1271503,1.2586987,0.70849013,0.7059214,1.1921787,0.3741752,0.883763,0.6737121,0.51609206,1.0813408,1.4418697,0.41761792,1.3861979,1.0848775,0.8311111,1.0277252,0.0,0.7720823,1.1125264,1.2023965,1.3286138,1.0842141,0.7370498,1.2054589,1.1581511,1.2151699,1.3991638,1.2104943,0.98825926,1.2306211,1.0530945,1.1989567,0.7109096,1.2050904,0.94534314,1.3557307,1.2151567,0.90634763,1.2225156,0.60565335,1.3188354,0.84481317,1.2105489,1.0093936,1.0989777,0.8863958,1.0364516,1.1191102,0.95940524,1.3403378,1.2940319,1.1469405,1.1411955,1.2648923,0.6570822,1.0028478,0.72730184,0.5815179,1.1560074,1.3983254,1.3567754,1.0787499,0.77656287,1.2665906,0.7606743,1.3973053,1.2330331,1.3186946,1.464354,1.1261896,1.1674466,0.22922117,0.6917638,0.88933766,0.9703054,1.3937467,0.70126355,0.9922781,0.7085249,1.0916724,0.76383144,0.6143378,1.3790032,0.8297446,0.8358138,1.3908796,1.0510085,1.3930638,0.70500785,0.6855974,0.82197964,1.3893331,1.1944182,1.0462575,0.91397786,1.2647159,1.4700572,0.96535283,0.81262314,1.3666064,0.41779453
drawer,1.0377294,0.8485575,1.2543919,1.0107592,0.9936261,1.2080963,0.7823343,1.2469158,0.9276384,0.69592845,1.11772,0.9768202,0.9962041,0.87607026,0.9972499,0.9967758,1.0059366,0.90291667,1.0819064,1.0172887,1.0464696,1.3240643,0.87711036,0.92063737,0.9935956,1.042696,1.1934857,1.0300635,1.0251956,0.93526,0.7995181,0.84205395,0.98459643,0.97529954,1.1463869,1.1319846,0.9319538,1.1336511,0.85572577,1.0279533,1.0407782,0.7720823,0.0,0.880996,1.1176918,1.1880832,0.9727053,0.97616243,0.9987422,0.9799335,1.1501485,1.0498191,1.130768,1.0218359,1.1376244,0.9981952,0.86263186,1.06096,1.195361,0.8750658,1.0474637,1.0613534,1.0701157,1.1570165,1.0260081,0.9487453,0.94153655,0.9606297,1.1046566,1.1815183,0.99575704,0.8651694,0.98999757,1.0212828,1.2654945,0.9994085,1.125857,1.1505642,1.1854746,0.6732577,1.0962733,1.0402931,1.031744,0.8191652,1.1087132,1.1466984,1.1105231,0.9720826,1.0401008,0.9464135,1.0017766,1.0654119,1.2722718,1.1551182,1.008422,0.87728405,0.78888696,0.9069071,1.0702734,1.0487665,1.0498538,1.0366741,0.9270535,1.0355558,1.0536644,0.92909944,0.96392906,1.1048543,0.9398766,1.0628811,0.9790968,0.70646524,1.2723331,1.0575304,1.0161617,1.0431879,0.95104784,1.0816084,0.8438908,0.8334715,1.0285071,1.1378686,0.82230765,0.8413872,1.1287031,0.959129
dress,0.8782859,0.8499873,1.0420812,1.0806774,1.196636,1.0258347,0.6379321,1.0124851,0.9240355,1.1192125,1.2063978,1.1176207,1.0781529,1.1427789,0.8506286,0.9969243,1.01161,0.8647994,0.951142,1.0182384,0.9159366,1.0297587,0.97831064,0.90255123,1.1464106,1.1234229,1.1298898,0.9709022,1.1776111,1.020223,1.0288622,0.8966018,1.2106811,1.1172142,1.0869,1.0850323,1.127832,0.9780871,0.7746823,0.89168394,0.6606443,1.1125264,0.880996,0.0,1.1520501,1.0454079,1.0887258,1.0816839,1.0598178,1.0503466,0.715572,1.0504434,0.94084674,0.9424152,1.1593541,0.79488516,0.8418995,1.1626427,0.91214466,0.99202734,0.7137199,0.99290943,1.0138246,1.0869049,1.1616894,1.0080354,1.0073999,1.0710247,1.1698879,1.1132932,0.86564606,0.9591251,0.9198806,1.052502,1.1287758,0.85748863,1.1857352,1.020399,1.0716741,1.0537369,1.0436497,0.9815192,1.1343406,0.70699805,1.1278962,1.1586595,1.1622105,1.1127776,0.99734724,0.9924025,0.98738784,0.9372393,1.0262862,0.8891111,0.86233324,1.089081,1.1424745,1.0883658,1.0009198,0.94848335,0.9070716,1.045675,0.98321635,1.1140659,0.98506266,1.1443409,1.113288,1.0694249,1.1134489,0.8630453,1.0129075,0.9154497,1.0729823,0.8925259,1.2461154,1.0779785,1.0351653,1.0350944,1.0620666,0.8774325,0.80067134,0.70353067,0.948363,0.98109037,1.0609709,1.0788429
ear,1.3178272,0.9250954,0.7009007,1.0809878,1.1562347,0.75598574,1.181603,1.0524349,1.1244693,1.2298619,0.89922357,1.3455172,0.684204,1.322255,1.2612578,1.3343508,1.247727,1.250546,1.0886,0.87267697,1.0845388,0.69257617,1.0001472,1.133624,0.76364136,0.6725298,0.39840138,1.2347779,1.2291372,0.82491195,1.2645639,1.1541339,1.0223339,1.2858671,0.8110211,0.6649693,1.2283452,1.0049164,1.1781347,1.2877026,1.3058323,1.2023965,1.1176918,1.1520501,0.0,0.6373089,0.541002,1.1226294,0.43141735,0.68677723,1.090956,0.9194109,0.90750587,1.2693022,0.2721119,1.3424182,1.1024607,0.86487657,1.1549492,0.9280016,1.0936577,0.88521695,1.2144053,1.0879599,1.1882597,0.99388033,1.2090292,0.74930036,0.3023739,0.5295909,1.2989556,0.958595,1.1339568,1.2037501,0.42468178,1.129356,0.28524446,0.41366327,0.67642206,1.1208968,1.0624448,1.274288,1.1099274,1.0472806,0.7094425,0.6773367,0.601726,0.8893664,1.131257,1.0763339,1.0448769,0.9320652,0.69398344,0.916755,1.2027848,0.7664088,1.2189443,1.1714051,1.2279639,1.2384868,1.10971,1.1955274,1.0043371,1.0247636,1.0493883,1.2373898,1.2685055,0.45424086,1.1388906,1.2156377,0.9359424,1.0313656,0.82351065,1.2266521,1.0270531,1.3470222,0.93072265,0.36062777,0.8772812,1.1885232,1.0876997,0.95723903,1.3631436,1.0629883,0.6589539,1.2382662
egg,1.230805,0.843506,0.31714082,1.0269963,1.1546943,0.4085427,0.8744811,0.97552955,0.9901092,1.2936568,0.9807631,1.377182,0.5544319,1.4028566,1.3190713,1.3485907,1.1692647,1.3471143,0.9799257,0.58381224,1.1148937,0.41962188,1.08774,1.2133827,0.8730664,0.8265017,0.54698044,1.2914839,1.259845,0.6815388,1.3310814,1.2764565,1.1954705,1.3432453,0.8547126,0.49103582,1.3771828,0.76770484,1.113272,1.2795068,1.1398939,1.3286138,1.1880832,1.0454079,0.6373089,0.0,0.7993169,1.1744485,0.47559106,0.6167079,0.9933218,0.7929249,0.8963698,1.1374967,0.5583739,1.2723323,1.1147579,1.1138334,0.9904666,1.0353708,0.94408625,0.9501148,1.1330652,0.9303256,1.2438998,0.88439244,1.2810664,0.7265298,0.87692904,0.6302098,1.3989837,1.0383521,1.129352,1.1846864,0.29594743,1.1005601,0.5652957,0.51385427,0.541131,1.2101916,1.056751,1.2220199,1.1988553,1.0520902,0.48933375,0.47431743,0.7141534,1.1671853,1.0497668,1.3508654,0.8659316,0.950509,0.37951052,0.6818928,1.354933,0.94687593,1.3509612,1.1662052,1.341258,1.2298434,0.9705076,1.2107773,1.2231709,1.1738765,0.9950778,1.1797419,1.4440489,0.5118888,1.0790839,1.0607815,0.78994614,1.0948739,0.5469427,1.3349054,0.9826412,1.3422122,0.72109056,0.41428876,1.0319293,1.2183009,1.0792062,0.6580917,1.3233907,1.240372,0.4669214,1.2521772
