,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,eye,face,finger,fish,flower,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,melon,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window
pants,0.88924646,1.1545346,1.4223831,1.0605985,0.6253922,1.3216782,1.2241403,1.1005076,1.4831299,0.72145057,0.60987747,0.5721145,1.4071085,0.4859932,0.925549,0.5362133,0.8359816,1.2168186,1.3957686,1.5477743,1.1742351,1.4356408,1.0883439,1.1615901,1.2154856,1.2849944,1.1075858,0.78451586,0.8268367,1.4368025,0.8630718,1.1028142,0.6251919,0.47578096,0.93798363,1.4736377,0.55600995,1.5162826,1.1734395,0.8412212,1.0738517,0.5815179,1.031744,1.1343406,1.1099274,1.1988553,1.0238241,0.65034163,1.0681744,1.2408142,1.2710757,1.5208973,1.0793494,0.94628125,1.1747825,1.0839455,1.2080274,0.7583374,1.1750784,0.7939799,1.3331965,1.139621,0.6168663,1.3186048,0.1231581,1.3743804,1.1058153,1.379977,1.017078,1.0922735,0.74346554,1.115306,1.1484301,0.8860043,1.2574834,1.3460331,1.066564,1.0027882,1.3392625,0.9370273,1.0121409,0.48302007,0.0,1.2541354,1.4687951,1.4229182,1.0711067,0.8284502,1.3514142,1.1073453,1.5289707,1.2107526,1.278306,1.4934788,1.019299,1.1955013,0.5278039,0.620573,0.95086646,0.91210276,1.419739,0.46025634,0.5542618,0.2845813,1.2137375,0.7393017,0.80046916,1.2237394,0.46136975,0.6459828,1.4559597,0.99243695,1.3492147,0.51702034,0.4527713,0.835818,1.4378449,1.0558883,0.9517099,0.9156301,1.2615764,1.4602014,1.0104427,1.0772295,1.3868961,0.7593235
paper,1.0088769,0.96112317,1.0136817,1.0572757,1.155633,0.98784226,0.76183903,1.0454483,0.91411465,1.1072316,1.2874182,1.0663047,0.9378723,1.1601596,0.6420234,0.9683958,0.9867933,0.5163541,0.92014366,0.9498997,0.8076099,1.1249936,1.0428542,0.85731137,0.97457486,0.9677235,1.0937334,1.0979418,1.1823692,0.8764311,1.0804886,0.93903023,1.1635983,1.114093,1.0793433,1.0228199,1.1498564,0.9491145,0.92839575,1.0496377,0.9669504,1.1560074,0.8191652,0.70699805,1.0472806,1.0520902,0.9908263,1.0984915,1.0332068,0.9250686,0.74956554,0.9848591,0.8429321,0.9290464,1.0566586,0.933871,0.72285455,1.2030075,0.98342735,1.086788,0.68609893,0.86746764,0.9835155,1.0541557,1.2406518,1.0397493,1.0201156,0.9990098,1.0916398,1.0916977,0.87584895,1.018944,0.99991155,1.0174936,1.0884347,0.63473856,1.1546053,1.0649521,1.0521717,0.96942055,1.0336834,1.089019,1.2541354,0.0,0.99342716,1.053587,1.0790256,0.84440136,0.97299093,1.067394,0.8927909,0.8362899,1.1409924,0.93313193,0.81243837,1.0010965,1.1479003,1.0515738,1.0695302,1.0029455,0.8609034,0.9784624,0.9910613,1.1751872,1.0268273,1.1920362,1.0447501,1.0127531,1.1013453,1.0427454,0.9908948,0.9467264,1.0338744,1.0833111,1.2593491,1.0207058,0.9285561,1.0552958,0.98031384,1.0048205,0.7906378,0.7486491,1.0056484,0.99049604,0.9755774,1.0525197
pen,1.3229747,0.942813,0.34877837,1.0059154,1.373887,0.49822277,1.053257,1.0671773,0.5959907,1.3354746,1.1494411,1.5087459,0.23626882,1.5204208,1.2997348,1.5080593,1.2963551,1.123477,0.66570294,0.36445928,1.0247675,0.4094845,0.7259801,1.0281924,0.54910207,0.51572394,0.7870909,1.4018153,1.2113409,0.5263674,1.2102913,1.1184855,1.3029506,1.5071124,1.1547099,0.07475531,1.4824085,0.4570464,1.0839095,1.3722384,1.2519377,1.3983254,1.1087132,1.1278962,0.7094425,0.48933375,1.0065194,1.3660803,0.82186085,0.5447484,1.0137147,0.29606473,1.0238538,1.2707782,0.5344982,1.2298832,0.9993701,1.2515371,0.993894,1.2973552,0.8870635,0.8675822,1.3012156,0.65199935,1.5359514,0.36799932,0.8053175,0.59335154,0.9354062,0.7877499,1.548343,0.71648145,0.9144225,1.32303,0.40200043,0.76882887,0.76572126,0.94302034,0.37019598,1.016181,1.1203225,1.4848912,1.4687951,0.99342716,0.0,0.05353725,0.74178815,1.1669501,0.83364147,1.0819999,0.59382534,0.84581816,0.5559243,0.67027926,1.2066777,0.6777142,1.4282608,1.351266,1.3093193,1.3421481,0.6226005,1.4930171,1.2686927,1.4204631,0.7617409,1.2803142,1.3348868,0.42398417,1.2596502,1.3946997,0.32037795,1.2185194,0.4578501,1.3930509,1.2612615,1.3942205,0.49943286,0.7823644,0.99985033,1.1834204,0.7948111,0.6087878,1.364889,0.80033326,0.22934318,1.2674017
pencil,1.3044438,0.9868422,0.32709742,0.93140984,1.3630794,0.42890966,1.0659248,1.0062877,0.70869005,1.3104763,1.0771787,1.484732,0.3052342,1.4839987,1.3140149,1.5006373,1.2734854,1.168448,0.7214474,0.47157073,1.0290622,0.41378808,0.77894866,1.073412,0.59775484,0.53877187,0.7394545,1.3547149,1.2216047,0.55327404,1.1965739,1.1290281,1.2416792,1.4778953,1.0612099,0.1529268,1.4412704,0.5407032,1.0654584,1.3368571,1.2847861,1.3567754,1.1466984,1.1586595,0.6773367,0.47431743,1.0013744,1.3287156,0.8095398,0.50321805,0.98982954,0.4068944,0.95250684,1.2189564,0.5511361,1.2790241,0.9956436,1.2027692,0.9775642,1.3019733,0.9527878,0.8577186,1.2570982,0.6961985,1.4939919,0.52911043,0.9266049,0.59844375,0.8888408,0.6707047,1.5201494,0.7710968,0.9827218,1.290956,0.36875176,0.8654129,0.74825144,0.922554,0.3324625,1.0712767,1.0548685,1.4508672,1.4229182,1.053587,0.05353725,0.0,0.6749818,1.1868554,0.8889821,1.0840621,0.6607251,0.86277646,0.5300744,0.72161376,1.2425896,0.7567562,1.4012539,1.3362656,1.3203375,1.3053775,0.7372889,1.4339851,1.2971321,1.406038,0.8728742,1.2485408,1.3507731,0.42729217,1.2559136,1.3695271,0.46706855,1.2012693,0.514921,1.385681,1.208745,1.3804119,0.5153433,0.7666794,1.0379786,1.2268429,0.8616963,0.5939818,1.3368514,0.886122,0.29830325,1.2395182
pig,1.1928089,1.0160412,0.7946684,1.0411533,1.1123066,0.7561471,1.200661,0.972471,1.0851718,1.2335162,0.8705865,1.2702668,0.73335916,1.2163649,1.2576919,1.2638024,1.1353612,1.2398553,1.0799845,0.89901567,1.1162074,0.74015415,0.8433257,1.0704927,0.7408991,0.68658566,0.5764571,1.1465274,1.1600554,0.87984776,1.1506321,1.1691879,1.0519712,1.179351,0.7658957,0.73961174,1.1802202,0.98023707,1.181977,1.1606249,1.2295119,1.0787499,1.1105231,1.1622105,0.601726,0.7141534,0.94284976,1.1422137,0.62577003,0.6860023,1.0916096,0.94999236,0.75072074,1.2223603,0.75935054,1.2366526,1.1667686,1.0311972,1.1372237,1.073489,1.1469811,0.82375276,1.1270553,1.0196407,1.1361219,0.9735891,1.1200339,0.8492647,0.78277385,0.4264289,1.2342016,0.82654494,1.1192983,1.1136622,0.69156957,1.1374325,0.71626467,0.75438285,0.7277637,1.0614818,1.0034803,1.207875,1.0711067,1.0790256,0.74178815,0.6749818,0.0,0.87940437,1.0503858,1.1006744,1.0108885,0.89308167,0.7574654,0.9250819,1.1681427,0.7521002,1.1408569,1.1890988,1.1736907,1.149835,1.0748858,1.1148739,1.0648634,1.0356147,0.95338196,1.1706604,1.2390679,0.5007998,1.1469961,1.055884,0.9785385,1.0426607,0.8052889,1.1128142,0.94168,1.2229681,0.95793223,0.63172185,1.0182345,1.1835368,1.0108609,0.9110236,1.2871013,0.9343656,0.8361356,1.1326762
pillow,1.0501621,1.1711802,1.297667,1.1408902,0.94956505,1.2530365,1.1514579,1.0213424,1.1273893,0.93770945,0.98656344,0.74933124,1.1089847,0.7717892,0.88811374,0.71091056,1.03279,0.8737981,1.1412047,1.1711825,0.9178379,1.1658158,1.1187979,0.90932643,0.84444267,0.8256974,0.92154145,0.9322269,0.7735211,1.0935693,0.9223676,0.9323972,0.7326842,0.6486207,0.90511197,1.2003251,0.59147394,1.2163957,1.1694871,1.0582684,0.9615408,0.77656287,0.9720826,1.1127776,0.8893664,1.1671853,1.0715492,0.99225664,0.92542666,0.86522484,1.0694528,1.1496329,0.8784536,1.1395187,1.0779941,0.9648531,1.0398177,0.97118914,1.2303693,0.8596515,1.0675143,0.9899016,1.1129352,1.2011266,0.82201636,1.1423131,0.9701042,1.0797087,0.94770783,0.8058425,0.75173616,1.1498301,1.0731536,1.0999126,1.1541188,0.8035553,0.9746361,0.8882379,1.2205085,0.88409674,1.1508148,0.9449082,0.8284502,0.84440136,1.1669501,1.1868554,0.87940437,0.0,1.2504649,0.7739175,1.2129371,1.0482292,1.1530299,1.2080169,0.75257754,0.88614655,0.7987263,0.8297744,0.86526763,1.129776,1.1110152,0.9335984,0.8177956,0.729619,0.9427258,1.0107942,0.9216933,1.0103757,1.0278535,0.78341603,1.1098796,1.0657864,1.2304074,0.88973,0.96683586,1.0738574,1.2118798,0.9718874,0.7430548,0.9221293,0.8273358,1.2579236,1.0788366,0.98400706,1.1156435,0.89576966
pizza,0.96979636,0.96499604,0.85619026,0.98104554,1.0079323,0.9237394,0.9645564,0.8085647,0.6201304,1.1510656,1.2911935,1.2787178,0.87459546,1.2550472,1.0678477,1.3024222,1.1134101,0.7968515,0.7124324,0.6187806,0.9381407,0.69826734,1.014699,0.94763565,1.0559199,0.9965544,1.0559515,1.1237252,1.1502348,0.85859156,1.03311,0.9198053,1.2249309,1.3436544,1.0156711,0.8204216,1.2786386,0.647896,0.60243297,1.0028063,0.95671844,1.2665906,1.0401008,0.99734724,1.131257,1.0497668,1.09838,1.1086756,1.196634,1.0782412,0.8306849,0.50359285,1.1522944,0.9870692,1.051128,0.94514084,0.8532183,1.2205807,0.5892256,1.1631362,0.8624456,1.0245421,1.1432182,0.6742844,1.3555928,0.75288385,0.8730217,0.9432029,1.1909752,1.1324834,1.1925817,1.0033135,0.8779061,0.8408516,1.0566677,0.7978493,1.2098079,1.2354931,0.9047561,0.97825,1.03081,1.2627414,1.3514142,0.97299093,0.83364147,0.8889821,1.0503858,1.2504649,0.0,0.98563904,0.19358063,0.98428077,0.9613256,0.58735865,0.95213974,0.9439205,1.2607657,1.2395585,1.1543573,0.8173241,0.68655324,1.3001873,1.1708792,1.3104329,0.8302854,1.0700848,1.1133127,1.0911605,1.1793125,1.200414,0.7306762,1.0536234,0.8269664,1.2233974,1.2759706,0.9167012,0.7758342,1.2236104,1.1292124,1.0737785,0.8515017,0.84040284,0.6835802,1.049894,0.9043956,1.2605492
plant,1.0270948,1.0670266,1.1904494,1.1197045,1.1272733,1.3095764,0.90139776,1.2185705,0.7944422,0.9411885,1.0124668,0.869133,1.0420436,0.9752815,1.0307289,1.011938,1.0089941,0.828809,0.91055596,1.0124084,0.8143386,1.137048,0.88972265,0.7389064,0.7462195,0.9374608,1.2449933,0.96326596,0.6281301,1.0748931,0.5914396,0.64281905,0.9853703,0.80306625,1.3280551,1.1271636,0.76284164,0.95075387,0.8623793,1.0372076,0.7399483,0.7606743,0.9464135,0.9924025,1.0763339,1.3508654,1.1712598,1.0887865,1.2486439,1.0859331,0.9067667,0.924464,1.1462079,0.9472987,1.1355135,0.7266382,0.9481431,0.94668984,1.1728252,1.0529389,0.7714703,1.112077,1.2277851,0.9806309,1.1240864,0.97485733,0.6903386,1.0309633,0.94065994,1.1162235,0.9140108,0.9721835,0.7766622,1.201797,1.2485852,0.7780056,1.079325,1.1330116,1.107844,0.7782687,1.211268,1.1180166,1.1073453,1.067394,1.0819999,1.0840621,1.1006744,0.7739175,0.98563904,0.0,0.9200744,1.1128297,1.2016438,1.1154646,0.6987798,0.8338238,0.817662,1.0037304,0.7485157,1.1991588,0.8411493,1.1498432,1.0433488,0.974393,0.8462222,1.0296828,0.8898865,1.1543967,1.2305039,1.1099395,0.9498469,1.1029037,1.1088823,0.82956386,1.1172794,0.98356885,1.094622,1.2450283,1.0714998,0.87815034,0.7727617,1.1714209,0.89180595,0.7334521,1.1311343,0.8732946
plate,1.1134816,0.97642994,0.68272084,0.9107153,1.177937,0.7787833,0.8125488,0.8985338,0.54440856,1.1211026,1.3129199,1.366876,0.68629044,1.4061424,1.1151386,1.4073237,1.1790086,0.7844113,0.68015766,0.3104359,0.9326185,0.5330931,0.97803646,0.87935734,0.84637004,0.8423718,1.037015,1.2777286,1.0655862,0.6747308,1.099563,0.90942097,1.3392241,1.4196558,1.1069692,0.5868553,1.4353849,0.516439,0.59380716,1.1938808,1.0404627,1.3973053,1.0017766,0.98738784,1.0448769,0.8659316,1.1213746,1.3098352,1.1513201,0.92139435,0.8461853,0.2798155,1.1467476,1.0093658,0.9542587,0.977879,0.8346406,1.3611922,0.72048163,1.2769132,0.7373587,0.9905526,1.2998295,0.7156281,1.5496483,0.57150865,0.8752525,0.6367414,1.1556839,1.0325685,1.2928803,0.9590544,0.84434575,1.0332348,0.9009236,0.6079519,1.1103598,1.2087274,0.7465228,1.0193722,1.185378,1.4493694,1.5289707,0.8927909,0.59382534,0.6607251,1.0108885,1.2129371,0.19358063,0.9200744,0.0,0.952337,0.7815656,0.48627698,0.89832914,0.849512,1.3921144,1.3166506,1.1778775,1.0204551,0.56129324,1.4752507,1.2236353,1.4498355,0.72094595,0.98066133,1.2161968,0.88978034,1.2941104,1.3094469,0.48042762,1.1313219,0.7191064,1.3410687,1.4001918,0.97744364,0.49754953,1.1875427,1.1275691,1.1285226,0.6955354,0.73229563,0.6433841,1.0145248,0.6760209,1.3089054
pony,0.94046724,1.0421858,0.8399699,1.0056723,1.2568542,0.8488548,1.0854139,1.048182,0.88947576,1.2238458,1.0479672,1.2641189,0.85077727,1.2184677,0.994853,1.2690241,1.171546,1.0398303,0.94365704,0.8784248,0.9582696,0.8220275,1.0136468,0.949311,0.9704728,0.7627756,0.9392331,0.89580584,1.1350225,0.77850103,1.169754,1.0778745,1.160974,1.2653569,1.032952,0.8385173,1.2131717,0.85056055,1.059567,0.8749176,0.9757465,1.2330331,1.0654119,0.9372393,0.9320652,0.950509,1.0091465,1.1554728,0.9902204,0.8814916,0.9817989,0.8967965,0.5999767,1.2035762,0.8880716,0.8945158,1.0066401,1.151207,1.0711524,1.2222688,0.95080084,0.06575781,1.0900452,0.9473559,1.215678,0.88937557,0.9564211,0.84092253,0.99363095,0.9201946,1.1185193,1.001741,0.84081346,1.126891,0.8744614,0.95275575,0.999008,0.97810835,0.9334601,1.0581213,0.7889637,1.2126894,1.2107526,0.8362899,0.84581816,0.86277646,0.89308167,1.0482292,0.98428077,1.1128297,0.952337,0.0,0.80571306,0.80201304,1.0339704,0.8952583,1.2467546,1.2118149,1.012705,1.1285474,0.9628071,1.1958839,1.0626284,1.221433,1.0043405,1.161408,1.1400416,0.8732357,1.1356989,1.135882,0.92458063,0.9814549,0.82057166,1.054563,1.1837395,1.218517,0.8605223,1.0096089,0.94868004,1.2305981,0.8995326,0.80502963,1.17262,1.0304413,0.854097,1.1906787
potato,1.1083744,1.0430574,0.40932786,0.953667,1.3097465,0.4868554,1.0117407,0.8575206,0.8802957,1.2983854,0.90995365,1.4017651,0.64820623,1.3706006,1.3337852,1.4260602,1.2393439,1.3378074,1.0147973,0.5455598,1.1231816,0.15976477,1.0280278,1.1679239,0.7307557,0.774884,0.5669202,1.0617704,1.1618932,0.6153755,1.2802656,1.2403163,1.1745272,1.3886395,0.8373107,0.5117222,1.3401643,0.7557041,1.0219917,1.047995,1.1226326,1.3186946,1.2722718,1.0262862,0.69398344,0.37951052,0.98162395,1.288975,0.7636627,0.7011648,0.9275575,0.6931916,0.8195528,1.2477572,0.63700724,1.1531765,1.1755403,1.1196645,0.8912945,1.2329457,0.9525113,0.81094754,1.0927594,0.94284236,1.3228693,0.8497253,1.148476,0.60898805,0.81016886,0.6249213,1.3707764,0.99245995,1.0646598,1.2127637,0.41130412,1.0169784,0.6580382,0.6250671,0.5337908,1.2160627,0.91161865,1.3308663,1.278306,1.1409924,0.5559243,0.5300744,0.7574654,1.1530299,0.9613256,1.2016438,0.7815656,0.80571306,0.0,0.5528854,1.2885417,0.8703657,1.3666198,1.301364,1.1309912,1.2342651,0.9805072,1.3449599,1.2408123,1.2553203,0.9524671,1.2117745,1.3042171,0.5627259,1.1973652,1.1368471,0.7847447,1.1390764,0.49235582,1.2915777,1.1596664,1.3306375,0.75423914,0.7097877,1.0282022,1.3777331,0.95760953,0.6729473,1.3114104,1.1319805,0.4930845,1.2856166
pumpkin,1.1765053,0.8220569,0.5180358,0.965071,1.3269515,0.6201122,0.82937425,0.6742025,0.5461209,1.4053547,1.1895771,1.482892,0.77404684,1.5207132,1.1025887,1.5016438,1.2106552,1.0273978,0.7247536,0.34300512,0.9416536,0.3398453,1.0415626,0.9835807,0.8711577,0.8148351,0.7317587,1.2653092,1.2136766,0.58810264,1.2964795,1.016632,1.346435,1.5011159,0.91017914,0.6365161,1.4709071,0.44393873,0.79290104,1.1805487,0.97594243,1.464354,1.1551182,0.8891111,0.916755,0.6818928,1.0341063,1.3552971,0.9448563,0.9297909,0.7382406,0.5361632,0.80900097,1.0980654,0.85915416,0.94557905,0.8675977,1.3378584,0.720455,1.2180544,0.5990665,0.8384881,1.277973,0.6200261,1.5003388,0.6921592,0.9873316,0.6053316,1.0696886,0.8337832,1.2500875,0.9965234,0.8728268,1.1261698,0.7500893,0.7551912,0.899002,0.91159904,0.76958203,1.1527535,1.056356,1.4014182,1.4934788,0.93313193,0.67027926,0.72161376,0.9250819,1.2080169,0.58735865,1.1154646,0.48627698,0.80201304,0.5528854,0.0,0.9106343,0.8746658,1.4989178,1.3821027,1.1384382,1.1030815,0.55069804,1.4369053,1.1693487,1.4010155,0.67036474,1.2447705,1.3697076,0.758139,1.3520064,1.1779218,0.6131204,1.0504531,0.484685,1.3215282,1.3684942,1.222691,0.5516671,0.9265105,1.1076864,1.1556267,0.79748994,0.57612395,1.0352877,1.1220788,0.71815556,1.4085517
purse,1.0486517,1.1396241,1.2437382,1.0845064,1.100962,1.3110476,0.94761527,0.9015088,0.73652965,1.1517385,1.1784837,0.89304143,1.2044126,0.93295044,0.6705003,0.8618638,0.86613,0.53995854,0.8403057,0.9297997,0.5194607,1.1726068,1.0037653,0.6765679,0.9773105,0.9580145,1.179054,1.1133678,0.82197595,1.1656412,0.9170306,0.72324485,1.120544,0.7460764,1.071786,1.2173643,0.9522994,0.898698,0.8885841,1.0893273,0.84741455,1.1261896,1.008422,0.86233324,1.2027848,1.354933,1.2186372,1.1272187,1.2858801,1.1757517,0.79516554,1.0055883,1.0070384,0.7829776,1.2695403,0.72743034,0.64602816,1.1848416,0.99559826,1.1472665,0.62743366,1.0133533,1.1365888,0.9860872,1.0245687,0.98105514,0.87530833,1.1267544,1.1685885,1.1313126,0.62368906,1.0252397,0.90540594,1.0282775,1.319001,0.5557804,1.2649162,1.2295048,1.2542316,0.95383596,1.1670387,0.94611996,1.019299,0.81243837,1.2066777,1.2425896,1.1681427,0.75257754,0.95213974,0.6987798,0.89832914,1.0339704,1.2885417,0.9106343,0.0,0.8647111,1.0387926,1.03554,0.81980526,1.0034068,0.7304176,1.0205086,0.83316875,0.8976041,0.8917186,1.0827254,0.8926494,1.1752429,1.2126389,0.9832977,0.9996817,1.0120664,1.1681287,0.65488285,1.1668471,0.89457345,0.9409551,1.3115034,1.0118661,0.9402579,0.60720295,1.0459384,0.84732234,0.91304624,1.2230666,1.0161599
radio,1.1716425,0.9521023,0.82051814,1.0579972,1.2268906,0.8925082,1.1418425,1.0485561,0.77417296,1.2838525,1.0559882,1.3546813,0.636222,1.184947,1.1015239,1.3611501,1.2524531,1.0441821,0.93793684,0.67136186,0.9323897,0.7535236,0.7641079,0.9236625,0.6604657,0.69715035,0.83015704,1.2250128,1.0557712,0.7399345,1.0610548,0.84912866,1.0904033,1.1541587,1.037005,0.6530905,1.2219266,0.7612115,1.065392,1.2202038,1.0754039,1.1674466,0.87728405,1.089081,0.7664088,0.94687593,0.97211516,1.1643674,0.9304607,0.8828017,1.054078,0.76621425,0.9488198,1.2625948,0.7209283,1.0211605,1.0824649,0.9895116,1.1179035,1.1827657,0.8630342,0.9027819,1.2438524,0.92659014,1.2528979,0.73922074,0.8742667,0.8472812,0.89105034,0.8489852,1.2249252,0.7986391,0.8067125,1.1768868,0.78278625,0.90459675,0.8307379,0.896349,0.8429186,0.71556383,1.1237516,1.3159933,1.1955013,1.0010965,0.6777142,0.7567562,0.7521002,0.88614655,0.9439205,0.8338238,0.849512,0.8952583,0.8703657,0.8746658,0.8647111,0.0,1.0914137,1.2510786,1.0672331,1.2260594,0.8887622,1.2508864,0.9911597,1.0768579,0.8542488,1.2742643,1.1542304,0.57816917,1.207662,1.21636,0.7855915,1.0332643,0.72485805,1.0547452,1.1890533,1.3954246,0.90328544,0.9014604,1.0592264,1.2634106,0.8775068,0.84823024,1.3495888,0.80817336,0.6360799,1.2613539
refrigerator,0.960597,1.2583976,1.4559152,0.9958308,0.7284521,1.37197,1.1227949,1.1888002,1.2492362,0.35852373,0.73419875,0.49933827,1.3122432,0.49810463,0.99448407,0.5814555,0.74611485,1.0620121,1.2116274,1.404583,0.96995896,1.5053433,0.99945533,0.864309,0.93978685,1.1348104,1.239519,0.7303169,0.6912375,1.3272011,0.59133285,0.79918337,0.5961415,0.47244036,1.0523117,1.4654871,0.4521625,1.3266639,1.062135,0.85454214,1.106541,0.22922117,0.78888696,1.1424745,1.2189443,1.3509612,1.1007957,0.7490815,1.2177807,1.2256249,1.2588959,1.3741115,1.2852957,0.8965941,1.2633327,1.0853547,1.1938264,0.7410544,1.245355,0.92068684,1.3710439,1.2292153,0.87667507,1.2013032,0.51287925,1.29141,0.97525173,1.293587,1.0244443,1.1653169,0.84342873,1.0723723,1.1500375,0.9361425,1.3622888,1.2740927,1.187932,1.1549194,1.3450425,0.49257952,1.0432509,0.6286247,0.5278039,1.1479003,1.4282608,1.4012539,1.1408569,0.7987263,1.2607657,0.817662,1.3921144,1.2467546,1.3666198,1.4989178,1.0387926,1.0914137,0.0,0.6046443,0.90594524,0.97001404,1.4059334,0.64840317,1.0067858,0.60105544,1.1159327,0.5982631,0.66548085,1.429443,0.7694677,0.8177413,1.3708922,1.0833889,1.4144793,0.734229,0.61590046,0.7548523,1.4155588,1.24922,1.0086435,0.9601437,1.3004851,1.5812715,0.86574906,0.8842801,1.3743103,0.44002074
rock,0.9123602,1.1530893,1.3942456,1.0737008,0.67220384,1.2435412,1.1472229,1.1496847,1.2922986,0.5058109,0.757887,0.33793163,1.2971898,0.5714609,0.78398156,0.38388872,0.63819015,0.95521694,1.2465476,1.3629923,1.0568401,1.4103296,1.2530199,1.1757282,1.2895832,1.1414766,1.2634196,0.78594065,0.80601573,1.3137264,0.87956494,1.0463868,0.6007619,0.53737575,0.97784245,1.3935945,0.53823596,1.3770478,1.1192667,0.8622267,1.0941267,0.6917638,0.9069071,1.0883658,1.1714051,1.1662052,1.0510359,0.7712828,1.1542338,1.0568131,1.2189606,1.3260883,1.1091813,0.9820459,1.2340331,1.0855693,1.0234106,0.8416426,1.1033034,0.869231,1.2767003,1.2049019,0.7889148,1.216784,0.5711191,1.290198,1.1775558,1.3725702,1.101958,1.124431,0.8259034,1.2738881,1.207597,0.91143584,1.3140376,1.150277,1.2086121,1.1062385,1.2781274,0.9396671,0.9683812,0.54437673,0.620573,1.0515738,1.351266,1.3362656,1.1890988,0.8297744,1.2395585,1.0037304,1.3166506,1.2118149,1.301364,1.3821027,1.03554,1.2510786,0.6046443,0.0,0.9798505,0.89503014,1.2701545,0.62221634,0.8866297,0.763215,1.2173793,0.5759597,0.8948498,1.2742543,0.49925804,0.7481726,1.2971331,1.0014673,1.3786569,0.9325196,0.6156136,0.6059943,1.2650578,1.1582588,0.9350593,0.91932786,1.185133,1.3537774,0.7793015,1.2038021,1.2818524,0.7000011
rooster,0.61966664,1.0519074,1.3251543,1.1211659,0.90875685,1.3264909,1.0418155,1.0943944,1.1563237,1.0247031,0.90454406,0.7001942,1.3163955,0.87692475,0.98493457,0.73453593,0.9399238,0.906699,1.1043949,1.2315928,0.97434986,1.1657314,1.0942556,0.97537816,1.1284102,1.145663,1.2385403,0.54491687,0.63509005,1.2852566,0.902732,0.9178292,1.02914,0.6841246,1.1498927,1.3219551,0.8128078,1.1953999,1.117737,0.60411793,0.50815624,0.88933766,1.0702734,1.0009198,1.2279639,1.341258,1.047681,0.91923594,1.1671094,1.1764183,1.0227157,1.1948582,0.8934799,0.9136214,1.2354187,0.4277647,1.0510892,0.8479557,1.1328908,0.8774267,0.84999233,1.0398493,0.9116283,1.1028559,0.8494969,1.1323116,0.8936558,1.2218117,1.1100569,1.162305,0.6699327,1.1291351,1.0186315,1.0514965,1.3198997,0.9247626,1.1287054,1.032755,1.2686564,1.0957031,0.8555221,0.857446,0.95086646,1.0695302,1.3093193,1.3203375,1.1736907,0.86526763,1.1543573,0.7485157,1.1778775,1.012705,1.1309912,1.1384382,0.81980526,1.0672331,0.90594524,0.9798505,0.0,1.0299269,0.9856284,0.8745147,0.9233079,0.90222126,0.98280954,0.96072423,0.8091333,1.2456889,1.0619686,0.7497129,1.157176,1.081112,1.1298323,0.7243881,1.0236197,0.7793207,1.2609892,1.1802069,1.0613754,0.8430934,0.9436949,1.1908027,0.9708172,0.9810197,1.2817485,0.7816083
sandwich,0.82991624,1.0227017,1.1859803,0.90965295,0.79632765,1.0980785,1.0948333,0.53323543,1.2235756,0.9387333,1.0955917,0.90525085,1.3186984,0.8488486,0.70606023,0.8414846,0.89259076,0.89650714,1.0975778,1.2970202,1.0417237,1.2226754,1.224105,1.1475868,1.4087802,1.3373598,1.0561079,0.9066374,1.1553378,1.2116561,1.0666864,1.0201803,0.983386,0.9252833,0.5778024,1.3254867,0.97245044,1.2209171,0.92663336,0.86820525,1.0359077,0.9703054,1.0487665,0.94848335,1.2384868,1.2298434,1.0988303,0.82953113,1.123321,1.2125993,0.7123953,1.2452912,1.0107398,0.8089062,1.2819923,1.0428183,0.90149033,0.935666,0.31718647,0.8680229,1.1494181,1.1416821,0.8488086,1.0234685,0.9026554,1.2276542,1.2033739,1.2621074,1.1948531,1.0770503,0.76315826,1.2070931,1.0909982,0.08746898,1.2611713,1.1108389,1.2599688,1.2173489,1.230251,1.167258,0.9386547,0.8769206,0.91210276,1.0029455,1.3421481,1.3053775,1.149835,1.129776,0.8173241,1.1991588,1.0204551,1.1285474,1.2342651,1.1030815,1.0034068,1.2260594,0.97001404,0.89503014,1.0299269,0.0,1.1228795,0.82953703,0.9656077,0.9445276,1.2192972,0.89251703,0.9350285,1.2961205,0.8661514,0.87783796,1.2456716,0.9433843,1.2393565,0.97651184,0.9889957,0.7219305,1.1699442,1.1804208,1.0173191,0.84609044,1.1927755,0.9748127,0.74876547,1.2516208,1.2847772,0.9675708
