,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
firetruck,0.9363711,1.0274868,1.1331725,1.0653667,0.9262812,1.1543754,1.1874225,1.061715,1.0795504,0.8803612,0.81130874,1.1474466,0.9493223,0.91413134,0.8588653,0.80790675,0.9476347,1.0396647,1.1878139,1.199749,0.9764351,1.1784124,1.1302881,1.1455574,1.0663085,0.9439724,0.9333502,0.8321874,0.88814425,1.0869751,1.1873688,0.7835814,1.1620687,0.8723347,1.1101457,0.80987704,1.0499082,1.1478862,0.80538833,1.2071761,0.8502331,1.0572876,0.79890144,0.88009435,0.8095709,1.1570544,1.1735477,1.0101022,0.8419037,1.008893,1.1543006,0.0,0.92657864,0.8754564,1.0964404,1.1540468,1.0482373,0.90613127,1.1508347,0.87369573,0.7873688,1.0637821,0.9006212,0.9653611,1.1908058,1.1165837,0.8582004,1.2210958,0.80452865,1.1258285,0.78027016,1.2250725,1.0706139,0.854694,0.99759424,0.7114188,1.0293031,0.8279457,1.0141654,1.1080232,1.134056,1.1567451,1.2125592,0.9920115,1.0039809,0.8153193,0.94919175,0.7941903,0.8558456,0.93729395,1.1526403,1.2022214,1.0500067,0.9122323,0.9609741,1.1386436,1.0387189,1.0949198,1.1223872,1.0556476,0.924689,1.0181239,1.1528711,0.7874803,1.1004843,1.0693681,1.0565547,0.92014694,0.88902247,1.0628539,0.82139945,1.1868306,1.0961297,0.84742093,0.91644776,1.192278,0.96677226,1.1390176,1.070715,1.1442837,1.1449914,1.081785,0.66027474,0.9780628,0.80538225,1.1620826,1.2013929,1.125562,0.9727434,1.1435206,1.090794,0.8641153,0.9618423,1.0607264,1.183916,0.8483401
fish,0.99152154,1.0883198,0.7113044,0.9473787,1.2689972,0.96663946,1.1020737,0.8389039,1.1682452,1.1857815,1.3412781,0.6129687,1.1261297,1.0599573,0.79394174,1.2768065,1.2358328,1.0456041,0.85174567,1.0898716,1.2427899,0.87765485,1.0481831,1.2445936,0.95329285,1.0377774,0.72786707,1.0079682,1.1222261,0.8917637,0.8617362,1.2343271,1.2235347,1.0406436,1.0989592,1.3133616,0.66969115,0.5481549,1.2111118,1.0111991,1.1253061,1.1216561,1.2592626,1.0566257,1.2717817,0.67212653,0.82699525,1.0133419,0.6783773,1.2145135,0.7466493,0.92657864,0.0,0.8579742,0.48461235,0.8894753,0.68848693,1.2815325,0.85658014,0.9617052,0.9560044,0.54962367,1.1667312,1.0976007,0.70125425,0.92448926,1.2678411,1.1671723,1.2494694,0.7719224,1.259403,0.7919816,0.5041811,0.9422235,1.1227033,1.1390435,1.0525779,1.2403578,1.013009,1.0342513,0.5604744,0.8459902,0.7780791,0.9871739,0.8853486,1.1818527,0.85432935,1.2908585,1.2608018,1.1008586,0.45457798,0.53330463,0.95690614,1.0505886,1.0134021,1.0264603,0.77349234,1.0437497,0.9127067,0.5699406,1.1435105,1.2427334,1.0547115,1.3101332,0.73892033,1.1109842,0.98512244,0.99508345,1.2844117,1.0535898,1.1801463,0.87718326,1.1569146,1.1997385,1.2908843,0.6246916,1.0885705,0.89899653,1.0637035,0.79212403,0.7715558,0.5847391,1.0876385,1.2740359,1.2173526,1.1479146,0.75141084,0.45384002,0.8656231,0.9169638,1.0310658,1.2969196,1.1616789,1.0912342,0.42908144,1.0624022
flower,0.9314449,0.9480024,0.96276057,1.0952094,1.0231991,0.97743994,1.0180373,0.947613,0.93728924,1.1562942,1.0125924,0.9675872,1.1367033,0.9295984,0.9270486,1.0836731,1.1098537,0.8175044,0.8832963,0.9670041,0.8570129,0.8344475,0.98546,0.97151494,1.0401744,0.89264965,1.105944,1.0082994,1.1099972,0.8774302,0.9189939,1.0638701,0.99654907,1.2834756,1.0470344,1.0233451,0.98550016,0.92248887,0.94840145,0.8395997,0.86805844,0.79526174,1.074777,1.0322305,0.91334593,1.082461,1.0364254,1.1281841,1.1128973,1.0662704,1.2421641,0.8754564,0.8579742,0.0,0.99185854,0.92800295,0.83142924,0.94747126,1.1234852,0.7820053,1.2067369,0.995453,1.0602669,1.1168038,1.0576434,0.94745344,1.2033888,0.9750781,1.1503863,0.9636699,0.8584759,0.9362233,0.97502846,0.8786721,0.9624316,0.8837421,0.98675,0.8455672,1.2660208,0.9470473,0.97742796,0.7673559,1.1266885,0.9581059,1.1750764,1.1183202,0.785622,1.050503,1.1733903,0.87856424,1.0360644,1.0442327,1.0397197,1.0057231,1.080408,0.8318746,0.56969976,0.96547914,1.0572433,1.0809765,0.9382029,0.80279994,1.0800667,1.0561104,0.8730157,1.1416204,0.84415084,1.062278,1.138833,0.9420664,1.0937258,0.982321,1.1912622,1.1074963,1.1789795,1.0143403,0.9260435,1.212498,1.1249245,0.9268063,1.0442591,0.9167094,0.7563416,1.2081059,0.8291022,1.1005776,1.1545341,1.0524163,1.0656552,0.7804313,0.9782058,1.0828298,0.90696967,0.90042233,0.95146954,0.95999944
foot,1.2077273,0.9617118,0.5215458,0.79634476,1.2469616,0.8796766,1.1249821,0.9709942,1.2688766,1.286578,1.3490047,0.502848,1.1762244,1.2730473,0.8596517,1.3104413,1.2450624,1.1709411,0.7319185,1.0767444,1.3839278,0.8712161,1.031819,1.2299356,0.9087357,0.98168075,0.79427695,1.0316874,1.0738754,0.9490145,0.80292416,1.2502393,1.1500568,1.1259711,1.0484014,1.2659894,0.71518886,0.40741318,1.3412256,0.9285396,1.2159107,1.0831763,1.2760134,1.2072855,1.2583053,0.47260737,0.65506357,1.0198655,0.717085,1.113714,0.5172517,1.0964404,0.48461235,0.99185854,0.0,0.9210919,0.8803883,1.3317152,0.5794834,1.0735172,0.9442062,0.5136133,1.0876797,0.9670828,0.5894946,0.9392188,1.206114,1.1797801,1.2231565,0.7487715,1.333868,0.7493407,0.25680995,1.1724073,1.1872554,1.2961004,1.0789322,1.2694755,0.91885656,1.1414869,0.34009218,0.86539876,0.5221275,0.8637246,0.8792494,1.2847149,1.0460576,1.3014702,1.1412877,1.2894487,0.42054832,0.4128623,0.99202824,1.1789442,1.0026524,1.0968043,0.856673,1.112757,1.0418192,0.5011033,1.2897365,1.2783848,1.1317432,1.3555857,0.90734166,1.158983,1.0202117,1.2045729,1.2186366,1.0524598,1.1769083,0.88691473,1.0975654,1.2852526,1.3447251,0.43585724,1.098473,0.78024685,1.1942403,0.7610594,0.68444204,0.4213202,1.2686613,1.164079,1.254752,1.1517359,0.43678606,0.28472638,0.93953925,1.0191143,1.1023555,1.3955421,1.1880982,1.0453128,0.29579705,1.1445425
fork,1.3236458,1.1710603,0.61727804,0.9555221,1.4041423,0.94791776,0.8635516,0.71725225,0.7634935,1.2557523,1.4648973,0.47320163,1.1089023,1.2067597,0.94076496,1.5040239,1.1356745,0.785156,0.52838534,0.51451534,1.0384253,0.4121992,0.7515037,0.7014019,0.8224616,0.79708326,1.2241682,1.3363489,0.97630143,1.1626153,0.7451632,1.2864624,0.6449795,1.1869376,1.1525365,1.4816375,0.89070225,0.57978225,1.2366552,0.5416006,1.2948778,0.9842433,1.3814871,1.153981,1.3814756,0.84907687,0.71917075,1.0877973,1.2949138,1.3868916,1.0419033,1.1540468,0.8894753,0.92800295,0.9210919,0.0,1.0750105,1.3382443,0.7498238,1.1736643,1.2679152,1.078115,1.435612,1.2637334,0.79595876,0.9347163,1.3769875,0.7033628,1.5510168,0.16388035,1.2152653,0.43374276,0.955995,1.283072,1.117618,1.5328139,0.89368284,1.1855289,1.2128618,0.9585492,0.7074351,0.43049455,0.7346996,1.2958008,1.0621754,1.2336984,0.7363988,1.4745615,1.4694921,1.1372503,0.47179198,0.46200824,0.90261954,1.2852108,1.0339838,0.51276636,0.5769423,0.44763565,0.8312676,1.1252544,1.1964471,0.9121102,0.7223733,1.3362086,0.80415547,0.99057996,0.6227827,0.7076331,1.4877204,0.9214448,1.4419701,0.3253299,1.0017209,1.1810057,1.2332852,0.7368223,1.2033353,1.0294793,0.92977244,0.117137074,0.8775921,0.66110486,1.2719982,1.4219137,1.1982511,0.67962086,0.9793197,0.88383865,0.9334206,0.6026664,0.9152797,1.268586,1.2002566,0.61476916,0.7027701,1.2341577
frog,0.41282916,1.0521019,0.9336337,0.9469313,1.2100565,1.0699109,1.1452527,1.0073923,1.1242179,1.2057776,1.1955689,1.0067362,1.1054791,0.77620906,0.77490735,1.1555203,1.1459503,0.8533087,1.0885744,1.1402555,1.1196197,1.0558474,1.0668459,1.1680913,1.1914406,1.1637126,0.73618376,0.99743867,1.2612264,0.73866427,0.95673054,1.2004119,1.1471646,1.1693547,0.9310708,1.181663,0.7455154,1.003691,1.1179659,1.0686302,0.8787583,0.8168807,1.1972644,0.99690473,1.1069502,0.97981185,0.9797333,1.1597079,0.9213325,1.0180165,0.9695343,1.0482373,0.68848693,0.83142924,0.8803883,1.0750105,0.0,1.1865103,1.0067059,0.89793277,1.1188985,0.7559299,1.040814,1.0900335,0.96483046,0.57100046,1.1665355,1.1458908,1.1425111,1.0598726,1.2270939,1.0014882,0.8482429,0.54363346,0.9216193,0.9544959,1.0596302,1.0834876,0.9632448,1.1022469,0.96749777,0.9787954,1.0638405,0.9933936,1.0076778,1.2242167,0.7943567,1.1734946,1.1515945,0.8008662,0.97179466,0.96920985,0.9217678,0.67723155,1.1952116,1.1076818,0.7551776,1.1398526,0.6069607,0.82124674,0.8978332,1.0679964,1.0338113,1.2091821,0.3617713,1.0489151,1.0415539,0.9168886,1.1335876,0.9591681,1.150722,1.0500611,1.1788133,1.1926317,1.1414535,0.9038371,0.9803512,0.9839107,0.98709714,1.0137805,0.88635254,0.89258987,1.0645832,1.1449655,1.0808865,1.178749,1.0159515,0.98258805,1.0304123,0.90533155,0.7263889,1.125615,1.0914524,1.1587745,0.9116421,1.1303073
glass,0.8086417,0.8608998,1.3616685,0.90843517,0.51249015,1.0732757,1.027994,1.1184187,1.0188359,0.7723366,0.61384416,1.4648889,1.1120375,0.8973699,0.98601234,0.68734396,0.9256508,1.0932629,1.2817137,1.1752083,0.90672415,1.3026887,1.1922994,1.1250637,1.294565,1.0832692,1.0183609,0.76034683,1.0231401,1.0328237,1.3392102,0.75958407,1.109194,0.9311333,0.8766662,0.6427674,1.232672,1.4107533,0.76163656,1.163176,0.7651819,1.0623178,0.72153234,0.96262103,0.7266945,1.2696662,1.3948085,0.9739878,0.97906286,0.4549294,1.1624236,0.90613127,1.2815325,0.94747126,1.3317152,1.3382443,1.1865103,0.0,0.97712535,0.8056715,0.8723071,1.1244484,0.5328119,0.674126,1.2939382,1.2272971,0.74209577,1.0117278,0.69564486,1.434441,0.8221187,1.3415067,1.24377,0.89724374,0.73845184,0.48836553,1.106497,0.72364324,0.7442679,0.98030347,1.4033253,1.4504188,1.1129341,0.6565137,1.0570903,0.8733006,1.2120929,0.7214476,0.7522398,0.8890416,1.4286197,1.3839917,1.0656636,0.9190692,1.1609358,1.1368673,1.2580127,1.1297143,1.2305694,1.1891639,0.9422469,1.0309995,1.2191286,0.56478554,1.3058574,1.075339,1.2124399,1.0624394,0.5934796,1.0298824,0.806779,1.4057643,0.9994254,0.71612394,0.8725372,1.3815514,0.9332017,1.2012784,1.0861468,1.4206882,1.1851845,1.4195397,0.6837052,0.6340058,0.6748221,1.2247018,1.1765931,1.2350441,0.8998492,1.3664377,1.2017615,0.61087507,0.85488594,1.2391684,1.3081143,0.85271657
glasses,1.3017704,0.9381974,0.5117759,0.44451493,1.2435852,0.9623485,1.0516073,1.0708753,1.2144332,1.3965291,1.4098148,0.6409915,1.374795,1.2028406,0.9437411,1.333434,1.2112731,1.1415279,0.74155164,1.0166228,1.3219767,0.8057705,0.9909596,1.1547627,1.0003583,1.0107334,0.8510807,1.2189097,1.1507735,1.0320135,0.8160722,1.2804817,0.9799193,1.2014761,1.0418277,1.3392301,0.7697319,0.5568276,1.3859266,0.88456535,1.283881,1.0963244,1.3056004,1.2462568,1.2079526,0.39672446,0.7218765,1.1089238,0.8935033,0.80931747,0.55338454,1.1508347,0.85658014,1.1234852,0.5794834,0.7498238,1.0067059,0.97712535,0.0,1.0740014,1.160263,0.5493896,0.8168725,0.89958966,0.50271106,0.96783566,1.1353071,1.0805945,1.2393782,0.66229844,1.333224,0.6515024,0.6538186,1.2435144,1.213022,1.2843881,1.0531511,1.2515792,0.53938735,1.1541729,0.474998,0.8667886,0.28033143,0.63438016,0.9725289,1.3177828,1.0346649,1.2325916,1.1364452,1.2945001,0.57752246,0.43693447,1.0553943,1.1894958,1.070925,1.0076666,0.87176293,1.0481801,1.0253037,0.80611056,1.1568224,1.2277126,1.0289419,1.2689027,0.942026,1.1398113,0.91302025,1.0454936,1.1204476,1.0121052,1.0596706,0.8102584,1.1517183,1.3525896,1.3237728,0.49000257,1.3348916,0.86427253,1.1551323,0.66121936,0.8963882,0.5417132,1.266562,1.0716903,1.3617783,1.0627306,0.46687233,0.4439602,0.8420018,1.0788821,1.0872371,1.4009501,1.2377146,0.95730305,0.4125632,1.2168028
glove,0.93654275,0.77128625,1.2643989,1.0485884,0.6898087,1.1082389,1.1214144,1.0675642,0.99664545,1.2241824,0.8770689,1.270519,1.154567,0.7977524,0.7052752,0.7593672,1.1163807,0.94971037,1.2358674,1.1958036,0.9591894,1.1494938,1.1688393,1.0195466,1.0341307,1.1674688,0.9526258,0.90721697,1.0985358,0.89017576,1.1975057,1.1588635,1.1798213,0.9910269,0.96134496,0.7445994,0.9889371,1.3182999,0.9517021,1.1596935,0.6799886,0.702453,1.1161103,0.995213,0.834262,1.1149035,1.2211105,1.1118196,0.96930546,0.90647733,0.90929914,0.87369573,0.9617052,0.7820053,1.0735172,1.1736643,0.89793277,0.8056715,1.0740014,0.0,1.1169796,0.95766664,0.8464699,0.5583192,1.0458217,1.0225818,0.910537,1.1101993,0.7274989,1.1989719,0.9501947,1.28787,1.152988,0.8986616,1.0001738,0.5050109,1.1317167,0.85269576,0.90663254,0.79241097,1.3058052,0.77364874,0.97911435,0.74490154,1.1911614,1.0370091,0.86513126,0.77480835,0.8480179,0.8654818,1.331433,1.1640537,1.0795212,0.82452726,0.61224097,1.0830424,0.90703046,1.207598,1.1126137,0.9951592,0.87092483,0.70531285,0.97863823,1.0816884,1.0095851,1.1120253,0.866751,0.92618275,0.9033818,0.5323745,0.7533599,1.1068286,1.2733309,1.1617514,1.2043827,0.89666826,1.0928746,1.0073483,1.1510556,1.1681159,1.1856104,1.1811068,0.582125,0.8858181,0.9857948,1.2038013,0.92646885,1.214731,0.8229171,0.62740314,0.96369314,1.0249391,1.1165687,1.1985412,1.1358621,1.1684332
grass,0.954998,0.98201466,1.1912172,1.0850751,0.88006294,0.95921564,1.1169266,1.162208,1.2110387,0.6102325,0.751938,1.0965962,0.8328091,0.9923403,0.80653065,0.6737612,0.8946308,1.2176309,1.3150394,1.3009677,1.1954108,1.1871839,1.2151756,1.2911513,1.1866688,0.9459547,1.0359982,0.61147726,0.9670664,1.1697065,1.200979,0.6875624,1.2723092,0.6732103,0.9282453,0.7563894,1.157856,1.1338559,0.8926292,1.3535464,0.89237195,1.217056,0.6791183,0.9006928,0.9466798,1.1775322,1.1341056,0.6856188,0.87416685,0.89091045,1.0355892,0.7873688,0.9560044,1.2067369,0.9442062,1.2679152,1.1188985,0.8723071,1.160263,1.1169796,0.0,1.1578372,0.8663509,0.9435745,1.166534,1.1273525,0.7093229,1.2383832,0.6922665,1.2812219,1.0112779,1.3050041,0.9755346,1.0214037,1.060888,0.9264611,1.1595907,0.8631893,0.9295174,1.0914373,1.1348897,1.2844231,1.1733776,1.0520852,0.9855174,0.80889714,1.0803359,0.8133662,0.79828644,1.0211836,1.1180011,1.217597,1.037683,0.92947733,1.0028509,1.1140429,1.2716715,1.0835742,1.1271744,0.90652937,1.1904354,1.2255695,1.2369378,0.75248486,1.2090664,1.1151749,1.2104652,1.138759,0.78562,1.125324,0.92455924,1.3242357,0.7950416,0.5573385,0.80268514,1.2340827,0.5437679,1.0073943,1.1582602,1.2700443,0.9351715,1.2195137,0.92644167,0.7936089,0.91613555,1.2163584,1.1177963,1.0192403,1.087463,1.2119105,1.2760243,0.72638965,0.812961,1.2547091,1.1313453,0.7713809
gum,1.1012843,1.0900126,0.4996757,0.56991494,1.1752701,0.8099282,1.0795135,0.8077837,1.253573,1.446156,1.3815389,0.70667005,1.3593285,1.0621474,1.0207213,1.2901077,1.2384815,0.96162295,0.7571337,1.1056117,1.2452023,0.98811203,1.0823236,1.2887198,1.0689654,1.1419454,0.49562943,1.2535039,1.3252468,0.8279542,0.81617606,1.4092605,1.1280376,1.0436087,1.0854669,1.3153787,0.4779688,0.5461961,1.3610132,0.92596906,1.2713131,1.1894218,1.4084994,1.1195253,1.2419499,0.524247,0.64869,1.165319,0.6112901,0.93155783,0.39205223,1.0637821,0.54962367,0.995453,0.5136133,1.078115,0.7559299,1.1244484,0.5493896,0.95766664,1.1578372,0.0,0.9786908,0.8115244,0.6772349,1.011029,1.2443497,1.1169012,1.1978774,0.859352,1.3537784,0.9121057,0.6306247,1.043759,0.95878404,0.98673755,1.0744365,1.3389862,0.6563859,1.1754559,0.4133618,1.0084798,0.5270007,0.69001323,0.74211174,1.3735943,0.9598617,1.2199274,1.1555336,1.0450944,0.5804065,0.5076668,0.79978573,1.1552604,1.1263463,1.1920042,0.8675916,1.2069999,1.1199317,0.5904238,0.9974818,1.2565529,1.2043821,1.4110851,1.0022773,0.9524639,0.99885386,1.0267637,1.1821045,1.0153131,1.0229673,0.991155,1.2924654,1.3603917,1.3087975,0.45519847,1.2646127,0.8229862,0.98893774,0.9167698,0.8722315,0.47164893,1.2289166,1.0760293,1.2711926,1.0953605,0.4375792,0.32845163,0.7286408,1.1926186,0.79000026,1.2743042,1.206955,1.162538,0.41625965,1.2772675
hair,0.75744617,0.7589435,1.2953011,0.91721845,0.6031207,1.2297943,1.2506363,1.2504971,1.2882178,0.8836784,0.59563285,1.3261349,1.0514487,0.86038494,0.9171235,0.6457722,0.9813257,1.1472793,1.3697171,1.4548712,1.0927802,1.3212079,1.2251993,1.3607488,1.3263234,1.1375875,0.99476445,0.6703793,1.1092613,0.9413355,1.3117025,0.82264477,1.4374452,0.9597862,0.9943993,0.5575484,1.1768904,1.2716668,0.9018121,1.4295008,0.69150543,1.039364,0.76146597,0.9839337,0.6363114,1.019795,1.3378091,0.85757554,0.82251805,0.32304585,0.9682144,0.9006212,1.1667312,1.0602669,1.0876797,1.435612,1.040814,0.5328119,0.8168725,0.8464699,0.8663509,0.9786908,0.0,0.69002795,0.9102682,1.1232263,0.6003175,1.291624,0.5812815,1.4366457,0.891814,1.360426,1.0395204,0.83518606,1.0450215,0.5642671,1.1468828,0.8060311,0.5546086,1.1206824,1.2664156,1.4609654,0.96707344,0.6990548,1.1359975,0.8869123,1.2073506,0.6308521,0.63108206,0.94155556,1.3180115,1.2734601,1.084937,0.7724343,1.032921,1.222392,1.2744861,1.322539,1.1844437,0.9644137,1.0024984,1.1055372,1.2763238,0.61032504,1.2316735,1.2760727,1.2236997,1.111714,0.44351172,1.0838592,0.6573077,1.4829268,1.0769845,0.9106823,0.9088702,1.166463,0.9637291,1.1132245,1.2990115,1.4539038,1.1368926,1.2185144,0.77496576,0.46631503,0.9168254,1.3387882,0.9485368,1.028524,0.8723942,1.374769,1.3090317,0.85350096,0.81897163,1.2707605,1.0995337,0.8514947
hand,0.98250407,0.8954903,1.1862414,0.86405003,0.45843118,1.0755513,1.1163298,1.015795,1.1099173,1.0682201,0.92612964,1.3011024,1.2107978,1.0025475,1.0295676,0.8420734,1.0282688,1.0775356,1.2997538,1.2587614,1.1099283,1.2605364,1.1944976,1.1866643,1.222183,1.3258581,0.86195934,1.0227782,1.0633075,0.9127406,1.2818515,1.0882291,1.2708807,0.8170702,0.91805845,0.8226487,0.92421997,1.2833965,1.0574093,1.2798282,0.95157874,0.97817534,1.0343716,0.9348717,0.93326324,0.97982067,1.1723638,1.0362821,0.8657919,0.6268935,0.41282648,0.9653611,1.0976007,1.1168038,0.9670828,1.2637334,1.0900335,0.674126,0.89958966,0.5583192,0.9435745,0.8115244,0.69002795,0.0,1.0824374,1.0955433,0.8648193,1.1951925,0.7589177,1.2488874,1.0510404,1.2954822,1.1009054,0.9294262,0.97771966,0.5577822,1.1204054,1.0278481,0.67623246,0.7725771,1.198158,1.225694,0.7535565,0.6273079,0.99115896,1.039607,1.156534,0.7763367,0.7915942,0.8796839,1.2016051,0.9762918,0.9358685,0.98726857,0.87648547,1.1904024,1.3058269,1.2033156,1.1779617,1.0214435,0.92768806,1.1493376,1.1468638,0.9420413,1.1856773,1.0369875,1.083394,1.040069,0.78204584,0.87340856,0.7657779,1.2201779,1.1464868,0.93398523,1.0497836,0.99707323,1.09483,0.8542792,1.1276872,1.2913933,1.0795414,1.0606911,0.89950633,0.7005212,1.01713,1.2330562,0.51334345,0.9856147,0.6860782,1.1920726,1.1391282,0.7520354,1.0925442,1.3142052,1.1149342,1.0876255
hat,1.330265,0.83104765,0.4153127,0.85359883,1.277643,0.82979447,0.93546367,0.9620453,1.3032734,1.3861823,1.390507,0.45487702,1.2361022,1.2091445,0.903062,1.294956,1.2656039,1.1526359,0.67954993,0.93718123,1.3524122,0.8808167,0.9542162,1.0902475,0.6375546,0.85888886,0.9369478,1.0911119,0.9285339,1.0125239,0.6037807,1.3145161,0.96506417,1.2200873,1.1047523,1.2661763,0.8920823,0.5216044,1.434531,0.8830337,1.2925239,1.1163808,1.3074192,1.2361267,1.2425743,0.42242706,0.5777955,0.91974473,0.8155513,1.0966501,0.65511245,1.1908058,0.70125425,1.0576434,0.5894946,0.79595876,0.96483046,1.2939382,0.50271106,1.0458217,1.166534,0.6772349,0.9102682,1.0824374,0.0,0.95742536,1.1483856,1.0804408,1.2550136,0.5770941,1.3681598,0.58816296,0.62804985,1.3001475,1.2506809,1.2589185,1.0446029,1.1787506,0.95844185,1.2350471,0.41141272,0.69815266,0.46748555,0.9246442,0.9585534,1.1750504,0.9386681,1.3046083,1.1517229,1.3271751,0.5148591,0.5015094,0.9982456,1.1680124,0.732684,1.1196905,0.7855976,1.1003271,0.91063076,0.59981394,1.0916779,0.98409665,0.880419,1.3985035,0.9064745,1.1195021,0.86104894,1.0756868,1.1555593,0.94492245,1.1173623,0.70145875,1.193183,1.3471726,1.3962147,0.2993034,1.2898903,0.7017661,1.0969679,0.5993408,0.9629557,0.50305563,1.0686402,1.1056892,1.4272884,0.950149,0.55445254,0.5226258,1.0547153,0.9094578,1.0120159,1.4966736,1.2611016,0.83216727,0.32038796,1.200002
horse,0.8036227,1.0467759,0.94683164,1.06417,1.2261025,1.0132978,1.0419964,1.1491983,0.98538554,1.2507939,1.2335813,0.91943204,1.0708096,0.8712817,0.86951953,1.1858846,1.0789342,0.8662534,0.9739338,1.022676,1.0088276,0.99697065,0.9829083,0.9706607,1.0256917,1.1324496,1.0114272,1.1080091,1.0661081,0.9249119,0.8177016,1.2113694,0.9113652,1.1349828,0.9263249,1.1939712,0.98624504,1.019042,1.191104,0.93574345,1.0051411,0.7749735,1.1990181,1.0776488,1.0395899,0.92811894,0.9199014,1.1020011,1.1351383,1.1200894,1.0231408,1.1165837,0.92448926,0.94745344,0.9392188,0.9347163,0.57100046,1.2272971,0.96783566,1.0225818,1.1273525,1.011029,1.1232263,1.0955433,0.95742536,0.0,1.1581548,0.9826794,1.1884325,0.9505337,1.1550792,0.8696314,0.90860885,0.6906799,1.1011083,1.1521577,1.0221604,1.0757104,1.1113815,1.081938,0.95738554,0.8922028,0.96371937,1.0983108,1.0704681,1.1810364,0.83799565,1.1224236,1.1544355,0.8690624,0.9635019,0.9657176,1.070119,0.7008203,1.1225739,1.0290253,0.9417146,1.0759891,0.43455255,1.0253478,0.9403567,0.9576863,0.84484184,1.1843753,0.44879794,1.0054266,0.93198776,0.9363211,1.1877278,0.9784104,1.1337426,0.8763478,1.1257709,1.2457116,1.0916414,0.9187558,1.0462269,0.9389164,1.0405023,0.9394841,0.8712969,0.8978273,1.1111572,1.1633687,1.1395055,1.0271767,0.9759813,1.0502694,1.1518438,0.87927824,0.88700664,1.2018956,1.124909,1.0072678,0.99245405,1.1076518
jacket,0.8483825,0.92031926,1.3487968,1.128797,0.6624793,1.3429843,1.3456306,1.29088,1.2971426,0.6789588,0.46050614,1.2750169,0.87116766,0.65954,0.95585996,0.29626083,0.89294845,1.1978836,1.4240237,1.4633971,1.1430277,1.366255,1.1003621,1.3198631,1.1871138,1.0208138,1.1099303,0.6082021,0.90333766,0.9739938,1.3662393,0.60210145,1.3541195,0.82738245,1.000701,0.47879755,1.1906259,1.2953353,0.7855143,1.4631126,0.8144114,1.2223116,0.6321443,1.0318159,0.5438478,1.182178,1.3643521,0.8872872,0.934625,0.71495575,1.0754772,0.8582004,1.2678411,1.2033888,1.206114,1.3769875,1.1665355,0.74209577,1.1353071,0.910537,0.7093229,1.2443497,0.6003175,0.8648193,1.1483856,1.1581548,0.0,1.3058215,0.23396069,1.3832273,0.76282984,1.3907835,1.1706588,0.9535481,1.0319018,0.73313844,1.057376,0.82685584,0.8299482,1.1551126,1.3187829,1.3488195,1.0794915,1.0439812,1.1228138,0.7245598,1.0544364,0.3107692,0.30105293,1.0073239,1.3142781,1.3102696,1.0656774,0.83763796,0.9309449,1.2460506,1.3505797,1.3046501,1.2064922,1.0482165,1.1305206,0.9750739,1.2848039,0.52666056,1.3067261,1.2852113,1.1588645,1.1245954,0.2150904,1.138146,0.50885594,1.3951554,0.9397724,0.78569007,0.7233597,1.3163052,0.8156837,0.9803118,1.344062,1.419125,1.1600891,1.3206758,0.7636651,0.30242956,0.834133,1.2933538,1.190236,1.1550539,0.9140285,1.2556099,1.3717138,0.76797646,0.81444913,1.1389657,1.2618704,0.78468925
