,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,vacuum,watch,window
chair,0.99971366,0.9863445,1.2938274,1.011992,1.241109,1.154836,1.1673476,0.5933027,0.5927989,1.0754037,0.75622636,1.0406936,0.34660256,1.0688521,0.98040825,1.0127292,0.94797516,1.0238723,1.0558804,0.6338866,1.2930263,0.90705055,0.9472158,0.6710002,0.8612784,1.2788203,0.9228024,0.0,1.0735989,0.6709522,0.91189736,0.52792364,1.024404,1.2083411,0.37336707,0.9871018,1.1258591,0.9915831,0.8852327,0.47591943,0.59740525,0.9136106,1.0145493,1.2906963,1.071666,1.21645,1.18327,1.2263023,0.6945429,1.2819937,0.8675169,1.1754534,1.1420144,1.2940301,0.8247827,1.3327779,1.0813977,1.4579406,1.1119804,1.194195,1.1360016,1.1925594,0.85133475,1.0241902,1.1291541,0.8808248,0.84660625,1.0251638,0.5579612,0.9054512,1.0872345,1.1697384,1.1801919,1.0282974,1.2257478,0.8643186,0.9437163,1.1876687,1.3331645,0.9764148,1.2155367,1.187567,1.334933,0.6620023,1.0539312,0.9487994,0.8546911,0.8049261,1.2462522,1.2218257,0.8682973,0.838826,1.1455005,1.1352355,1.2662809,0.8969461,0.74801195,0.4980334,1.0078276,1.2493536,1.0595379,0.9308056,0.99618363,0.89965,0.8890634,0.6206074,1.0400562,1.2373768,0.92238367,1.2016387,1.0130758,1.1400146,1.1198225,0.68918335,0.7599597,1.027204,0.6475483,1.2425898,1.3301532,1.3238988,0.97477955,1.0346808,1.1542089,0.8218764,0.9477864,0.8420829,1.2199587,0.5531903
clock,0.9839136,1.1121427,0.78399247,1.235542,0.8469391,0.78667355,0.89957887,0.77300894,1.3621318,1.1259248,1.2767463,0.7593796,1.1793691,1.3062806,1.3237576,1.1211662,0.6680948,0.51629424,0.8244802,0.77587616,0.8722135,1.0660536,0.6711293,0.6080023,1.1721117,1.0517604,1.1863674,1.0735989,0.0,1.1613221,1.1360911,1.2348359,0.9647138,0.70526534,1.1500742,0.5625552,0.6325793,1.1248541,0.958606,0.94883096,1.0472566,1.1477838,1.0413395,0.8539576,1.1485077,1.028883,1.1785803,1.1361496,1.1233505,1.1318176,0.9320111,1.1667644,0.74416506,1.1980838,0.9302047,1.0267935,1.1534083,0.8501711,1.2706157,1.0565816,1.3078192,1.114755,0.8968577,1.1958821,1.1725919,0.6867177,1.3136184,0.8380594,1.1926074,0.7179315,1.1664978,1.1988587,1.1560794,0.98407483,1.2061858,1.2683138,0.82672477,1.0832556,0.8326019,0.93862957,1.0434773,1.1900535,0.9626343,1.1003773,1.0703169,1.2425438,1.3295228,1.0047406,0.78434306,0.74862826,0.8189522,0.856327,0.79785764,0.9126999,0.9491542,0.8803344,0.6859574,1.131214,0.682864,0.7952231,1.0624784,1.3309977,1.1479955,1.2298152,1.1342292,1.0845219,1.1751267,0.8071007,1.2057953,0.79124594,1.011549,0.96514034,0.7398023,0.8236288,1.1645849,1.2603835,1.2456514,0.7491282,1.0536393,0.90522754,1.1077963,0.91929287,0.8459001,0.9017874,0.9444495,0.524499,0.6439887,1.1204743
closet,1.0024877,1.2864747,1.2974873,0.8147291,1.256331,1.1854064,1.2428548,0.9544866,0.5759655,0.8056488,0.4291492,1.2605988,0.50323474,1.0479779,0.6950178,0.8988044,1.3540351,1.264221,1.1207688,0.92765874,1.2721274,0.9556237,1.1657025,0.99191016,0.6389735,1.2505436,0.62527573,0.6709522,1.1613221,0.0,1.0148735,0.53402257,0.99731004,1.3107972,0.3650427,1.2931311,1.164801,0.8564008,1.163267,0.37466562,0.7052457,0.7637678,1.2349784,1.3222191,0.7314525,1.1293647,0.8205291,1.288141,0.6092509,1.1103048,0.9422343,1.213938,1.4013076,1.0535789,1.0025293,1.3156807,1.3235037,1.4713376,0.9174168,1.1376673,1.1081319,1.2952005,0.9327498,0.92395097,0.91164017,1.0460995,0.7605325,1.3155426,0.5656883,0.95068085,1.0609447,0.9707503,0.96966386,0.9578443,1.1621226,0.7349237,1.1527951,1.0390062,1.2663592,1.231745,1.2725321,1.1188565,1.3141725,0.6314013,1.1426889,0.6994807,0.7764279,0.9558245,1.2432095,1.3054383,1.2129256,1.0747265,1.3340299,1.1224234,1.3425654,0.9843276,1.1769276,0.41193295,1.0610725,1.212526,1.0610211,0.73820734,1.0929923,0.97692096,1.012853,0.8649912,0.70070106,1.3649995,0.54662454,1.1922997,1.2752423,1.1911639,1.4093871,0.97930497,0.8617983,0.73892415,0.625628,1.3393896,1.3393841,1.2553048,1.0718185,1.2566507,1.2459795,1.1574283,1.0427628,1.0854576,1.3427558,0.5270026
comb,1.0109925,0.89858407,1.217067,0.8090997,1.1634232,1.1791266,1.1283393,0.9156866,0.7974002,0.7942397,0.91451293,1.0916148,0.88272727,0.81301403,0.76995564,1.0637529,1.1171463,1.2364726,1.1960466,1.1207205,1.0093348,1.0220162,1.2072685,1.034003,1.034053,1.024431,0.8354981,0.91189736,1.1360911,1.0148735,0.0,1.020652,0.9148509,1.1345365,0.9256057,1.2362418,1.1222706,1.022657,1.1301599,1.0040022,0.9256614,0.9595595,0.8680607,1.0727389,0.7850238,0.908253,1.0340847,0.8722951,0.9041121,0.8123398,1.1577742,0.850553,0.9890582,1.1054754,1.0641329,0.9206014,0.8180455,1.1020011,0.8574097,1.054561,0.8157244,1.0297513,1.0506535,1.0094657,1.009365,1.0782346,0.89500463,0.90404344,0.8236726,1.1125059,0.784583,0.9234853,0.95704913,1.1041133,0.7141751,1.0808232,0.9896304,0.96899056,1.0658662,1.0685211,0.82171005,0.92201847,1.1363157,0.98401725,0.9546802,0.9084046,0.8834447,0.7785112,1.1611228,1.1611992,0.97428095,1.0799875,1.1833441,1.1013076,1.0581815,1.1415234,1.0927352,0.95739555,1.0808804,1.2199088,0.9729336,0.8980865,0.9448625,0.9135847,0.9365082,0.89494497,0.97925645,1.0868999,0.87912047,1.2057067,0.74465084,1.2224212,1.0807307,0.9275566,1.0810971,1.0471963,0.9957139,1.2369864,0.9402084,1.0396059,0.73775387,1.112555,1.256713,1.1081603,1.1683533,1.0980855,1.0018363,0.95766693
couch,0.9281447,1.2251784,1.4012487,0.65659547,1.2183105,1.2043335,1.3755496,0.9811491,0.51327646,0.78515846,0.25016248,1.3251408,0.2514931,0.93549657,0.51676667,0.9269562,1.3704424,1.3594847,1.1349798,0.9871699,1.3626549,0.91120905,1.2429781,1.1445179,0.6909262,1.2033228,0.6390849,0.52792364,1.2348359,0.53402257,1.020652,0.0,1.0993239,1.4336197,0.38583094,1.377014,1.2254065,0.674876,1.0954566,0.59022063,0.74558294,0.7885681,1.2633184,1.3726356,0.7181123,1.1893139,0.89462286,1.2902515,0.6156565,1.0531797,0.92001855,1.1153485,1.4953189,1.0605099,1.0214659,1.3768588,1.1422266,1.6037792,0.89124286,1.2091862,1.0226567,1.1986419,1.0280066,0.8366563,0.8827916,1.1060439,0.6017913,1.3738792,0.64511096,1.0288757,0.9720655,0.960329,0.9390716,0.9931003,1.0532912,0.5409024,1.2535845,1.0849274,1.3871769,1.2404425,1.3701289,1.1008426,1.4109594,0.6056235,1.0219723,0.664419,0.5557467,0.9060017,1.3419958,1.3879335,0.98823524,1.044919,1.4448938,1.1753167,1.3852439,1.0215628,1.0983919,0.46295,1.0295707,1.3043742,1.056577,0.6004028,0.86186755,0.8064012,0.9195186,0.8127552,0.7935816,1.4251425,0.63227654,1.273385,1.12855,1.173175,1.463177,1.0759487,0.63151443,0.63786083,0.43650216,1.3884059,1.361084,1.4618924,1.1036464,1.3036969,1.2089512,1.1106875,1.0364424,1.1434582,1.4746634,0.57477397
cracker,0.9590249,0.9504528,0.99233615,1.1437893,1.0410537,0.997598,0.7767593,0.79719394,1.0341492,1.03226,1.0332288,1.0882025,1.055671,0.95441264,1.0142673,1.0656716,0.96924335,1.0151936,0.99943864,0.96216583,0.52208525,0.9356179,1.1186917,1.1135204,1.0709362,1.0396805,1.0209614,1.024404,0.9647138,0.99731004,0.9148509,1.0993239,0.0,1.0740726,1.0721309,1.0066808,0.9103769,0.944481,0.9307859,1.0157853,1.0421586,1.0395241,1.0459348,0.92893904,1.0019726,1.0804636,0.973083,1.0248805,0.9760688,1.0722837,0.99797624,1.0350446,0.92596537,0.9081183,0.8803025,1.0743036,1.1226554,0.92076194,1.0068213,0.6744279,0.98520494,1.0880864,1.0214509,0.93971914,1.0778604,1.032287,1.1654555,0.95793074,1.0266173,1.0343236,1.0595818,0.8404045,1.0134727,0.98976403,1.0659212,1.2201053,1.0794175,0.6169248,1.0479543,0.9271712,1.0093005,1.0708307,0.9422011,1.035372,1.0008101,1.0811181,1.1781832,0.96875817,1.1170676,1.1335747,1.0370945,0.9833666,0.78985345,0.83838284,0.9042911,1.014953,0.9803364,1.0941694,1.0058602,0.98654616,1.1074095,1.1385891,1.1913248,1.1288278,0.8977418,1.0784861,1.0517426,1.0738906,0.9420646,0.99323475,1.1946006,0.8907066,1.0168746,1.0252825,1.1837995,1.1137899,1.013054,1.0723026,1.0555077,0.8657104,0.991181,0.9100726,1.0398457,0.88652664,1.0600034,1.1074451,1.0809103,1.0382483
crayon,1.1851438,0.85333717,0.35246682,1.3887885,0.9377955,0.98092455,0.641829,0.9830855,1.451823,1.1438342,1.5216002,0.23107028,1.4720293,1.4069545,1.4907045,1.0378104,0.44089615,0.5242384,0.9317324,0.94207287,0.8071013,1.2128111,0.6875142,0.5315945,1.1078228,0.8832147,1.2656858,1.2083411,0.70526534,1.3107972,1.1345365,1.4336197,1.0740726,0.0,1.4759822,0.38442045,0.905591,1.365272,1.062246,1.273169,1.2449094,1.3704467,0.84256995,0.63434803,1.1544433,0.9612202,1.2446029,0.87027425,1.3690293,1.0905815,1.0705787,1.0961068,0.32153392,1.3324761,0.957785,0.54395366,1.1034644,0.45986795,1.2517006,1.0332171,1.3020427,0.78653014,1.1093524,1.2389277,1.1848123,1.0004816,1.349514,0.36758816,1.2971568,0.991487,1.1974503,1.361546,1.3685019,1.076764,1.3271918,1.3898392,0.5232767,1.3348808,0.28304124,0.7547996,0.5856044,1.1164398,0.53088725,1.3178226,1.1170734,1.4650524,1.3571694,1.159001,0.09159082,0.08756989,0.65663165,0.8864462,0.51614016,0.9520611,0.62852675,1.111428,0.68122905,1.3223406,1.1362503,0.25364387,1.1192627,1.4154191,1.2968895,1.2526277,1.1641978,0.962191,1.2912209,0.16339934,1.3454089,0.36047888,0.9001754,1.0227685,0.2745893,0.99615926,1.4256685,1.3936698,1.4942235,0.36135232,0.7197621,0.5212271,1.0237328,0.6322186,0.91294044,0.96698856,1.0411781,0.6689153,0.2635634,1.2484837
crib,0.85162294,1.3375576,1.5034606,0.78726614,1.2322032,1.1184713,1.3524101,0.6850667,0.51372766,0.99723214,0.40888053,1.3628725,0.28950983,0.9286771,0.684492,0.9714207,1.2906208,1.2478843,1.0404261,0.77041936,1.4401667,0.8295671,1.0918669,0.91851103,0.7372827,1.3717861,0.7561457,0.37336707,1.1500742,0.3650427,0.9256057,0.38583094,1.0721309,1.4759822,0.0,1.2895741,1.2196045,0.77509236,0.9431371,0.38171315,0.6459294,0.7002306,1.2936915,1.5395472,0.9475055,1.2475804,0.95965576,1.4161952,0.5431687,1.1631168,0.8332779,1.2190781,1.4969544,1.0503917,0.96410006,1.4936435,1.2058977,1.6459891,0.9400752,1.1949285,1.0930969,1.3344475,0.8537171,0.8369992,0.87006855,0.9115421,0.75066006,1.4096031,0.41906184,0.8909144,1.087393,0.92473614,0.9413301,0.9544032,1.0617456,0.6644164,1.2181616,1.0605099,1.5257638,1.2015196,1.4067326,1.1876662,1.4749334,0.5021597,1.0258445,0.6373563,0.76243526,0.8574944,1.4160746,1.4401145,1.1415427,0.9738855,1.4291693,1.2273204,1.4309207,0.8593722,1.0268939,0.33409846,1.0023215,1.3851348,0.93480015,0.73496,0.9326903,0.90665823,0.89680976,0.7479678,0.7409369,1.5421207,0.6695619,1.3709838,1.2006857,1.1173791,1.4777389,0.8227038,0.55352914,0.72839403,0.49279594,1.4171002,1.5032065,1.438293,0.9460191,1.2928506,1.1330231,1.0079992,0.906204,1.013719,1.5272942,0.4599756
cup,1.0485016,0.9365712,0.458691,1.5308905,0.8059922,0.7285836,0.6274397,0.64713943,1.5030216,1.1913319,1.5535803,0.4682098,1.4385865,1.4466456,1.5723777,1.1860085,0.49015808,0.11859894,0.6852232,0.75259614,0.8664016,1.1527163,0.24088645,0.4297849,1.2021263,1.0536431,1.34906,0.9871018,0.5625552,1.2931311,1.2362418,1.377014,1.0066808,0.38442045,1.2895741,0.0,0.73694813,1.3086692,0.72028613,1.1928909,1.271347,1.2375593,0.95846933,0.7265088,1.2441894,1.1039455,1.3302042,1.1279938,1.3189001,1.2820135,0.9017671,1.1929985,0.4847535,1.2832882,0.6283281,0.85598195,1.0517888,0.6190936,1.4004166,1.0869688,1.4725893,0.7850425,1.0836352,1.208977,1.2444534,0.4751222,1.4563718,0.6466165,1.3637856,0.9483865,1.3414098,1.2768855,1.3703096,0.86742806,1.3737142,1.378185,0.6956166,1.2629666,0.55529153,0.65405947,0.9117511,1.2555642,0.72552097,1.1967964,1.1621773,1.4151362,1.5087043,1.2348002,0.50366354,0.46967888,0.5750072,0.68163997,0.5601347,0.77494586,0.7599012,0.8218076,0.6240383,1.2658771,0.92689264,0.5770943,1.1351134,1.532841,1.2327807,1.3469996,1.1073886,0.9773195,1.3501792,0.40981722,1.3631947,0.5325905,0.9229787,0.9504589,0.4898373,0.8092449,1.2496228,1.4224501,1.4230592,0.34365016,0.9525872,0.78257424,1.2191504,0.535551,0.6879234,0.81380945,0.6846693,0.6110927,0.4933018,1.2621119
deer,0.9558514,0.9880963,0.9115006,1.2887262,0.9100378,0.85740095,0.7880866,0.74317014,1.3826581,1.1236843,1.2608063,0.86598575,1.2852527,1.239661,1.2964306,1.155165,0.85335267,0.8253521,0.9420074,0.92033374,0.9601857,1.0169346,0.8721069,0.8827854,1.1015342,0.92337024,1.1303885,1.1258591,0.6325793,1.164801,1.1222706,1.2254065,0.9103769,0.905591,1.2196045,0.73694813,0.0,0.96662194,0.8355443,1.1478734,1.0955158,1.1729673,0.9329386,0.8737215,1.1380403,0.89578503,1.0550776,1.0570515,1.1547378,1.1520939,0.9726452,1.019788,0.791239,1.0327891,0.91118455,0.8890572,1.0141587,0.9174675,1.1393434,1.1021276,1.2501255,0.88822824,0.7952839,1.1383338,1.0404863,0.9564466,1.2642262,0.93619883,1.2774085,0.7501843,1.1715324,1.2160922,1.2032516,1.0487779,1.0724558,1.1508787,1.0180646,1.153436,0.94362396,0.92915964,1.0423898,1.0938501,0.98620766,1.0668592,1.0166129,1.2669196,1.2998314,1.1910706,0.9610798,0.9338766,0.8880197,0.7573906,0.87091064,0.34330773,0.9798858,0.79438704,0.6938746,1.2065775,0.4817227,0.9418121,1.0774418,1.2395499,1.0571451,1.2145755,0.95962346,1.1451317,1.1670711,0.88296396,1.1450573,0.91499686,1.0648005,0.992779,0.7908801,0.93261975,1.0364311,1.2042111,1.2853874,0.8307532,1.0071067,0.90903693,1.1812861,0.81471896,0.8726742,0.93842846,0.87126696,0.7082521,0.77857137,1.1593935
dog,0.84101355,1.2190509,1.2831818,0.76111984,1.0769311,1.0862834,1.2245513,1.0955284,0.8661617,0.99183595,0.5551672,1.3273735,0.6829993,0.8641076,0.7746002,0.9704799,1.2975827,1.2393926,1.096122,1.1588255,1.1310557,0.9701771,1.2582502,1.2930963,0.96553224,1.113887,0.43226838,0.9915831,1.1248541,0.8564008,1.022657,0.674876,0.944481,1.365272,0.77509236,1.3086692,0.96662194,0.0,0.92520833,0.86763656,0.9719516,0.7862078,1.1229471,1.2995639,0.9737691,1.0393863,0.8635836,1.2172117,0.6852445,0.96556044,0.9444978,0.9609105,1.3483956,0.88449496,1.0137058,1.2323925,1.0864862,1.3277341,0.8972471,1.0378286,0.94079787,1.1078643,1.0033095,0.8894632,0.88177276,1.059912,0.86368525,1.3660948,0.8497911,1.045575,0.9331403,0.8213601,0.96205527,0.9838421,0.94359607,0.861199,1.2709866,0.8901544,1.3195457,1.2717471,1.3106059,1.01676,1.243678,0.8623184,0.890699,0.7122556,0.82642186,1.0433686,1.2885336,1.3218329,1.145654,1.0463371,1.2697084,0.7732809,1.1906976,1.0296625,1.1786829,0.83117795,0.9217384,1.1736473,0.998509,0.76168907,0.9385366,0.91332966,0.93604714,1.0751191,0.8638762,1.3474488,0.6921091,1.2546151,1.1329195,0.9592045,1.3606079,1.0436435,0.84254205,0.70036995,0.7069492,1.2731838,1.232448,1.3039426,1.0146972,1.2350242,1.0847504,1.1345303,1.0822061,1.1510773,1.3781548,0.84287643
doll,0.8527442,0.92827004,0.8977202,1.233749,0.8488866,0.720094,0.7461647,0.67010796,1.3088679,1.3124709,1.2207751,1.0536001,1.197121,0.7516843,1.2360864,1.2610651,0.8858561,0.7309276,0.89455676,0.8814304,1.010438,0.9837675,0.755909,0.9341317,1.1778643,1.234045,1.1264687,0.8852327,0.958606,1.163267,1.1301599,1.0954566,0.9307859,1.062246,0.9431371,0.72028613,0.8355443,0.92520833,0.0,1.1176904,1.2748405,0.6764442,0.99154234,0.95477974,1.3085753,1.1611565,1.1915536,1.1124152,1.0919511,1.2188214,0.7671811,0.95800734,0.89848584,0.9198208,0.7750658,1.114699,0.77712494,0.8884201,1.0636058,1.0680293,1.0724884,0.6598843,1.054822,1.0817094,1.0077401,0.81189233,1.1910131,1.0323855,1.0831083,1.0583315,1.143965,0.8160758,1.1372492,0.93191576,1.0177001,1.1760755,1.1435905,1.0673544,1.0895942,0.7603471,1.0981194,1.1525569,1.0313376,1.1185819,1.0165493,0.7847568,1.2461349,1.2253714,1.1006867,1.0722241,0.7054988,0.7793393,0.94114023,0.69758964,0.9814551,0.55468637,0.8862277,1.1898646,0.9922537,1.1062026,1.053709,1.1599566,1.0448604,1.0725806,0.88579607,1.2232071,1.2342162,0.9964175,1.1975482,1.0080044,0.8938539,0.95192736,0.97014827,0.867624,0.84025955,0.92729014,1.1320785,0.8971857,1.0390446,1.1054182,1.006413,0.6679474,0.6702097,0.9401088,0.6327098,0.9439333,1.0759038,1.0839851
door,1.0504956,1.2230134,1.3343861,0.8325336,1.317467,1.1751752,1.2974722,0.86281025,0.5773908,1.0580027,0.6474631,1.1776483,0.4719739,1.0703794,0.915973,0.9424161,1.2807478,1.1273006,1.2232718,0.8106721,1.1951337,0.8560634,1.101832,0.7218366,0.8179225,1.2351534,0.75119174,0.47591943,0.94883096,0.37466562,1.0040022,0.59022063,1.0157853,1.273169,0.38171315,1.1928909,1.1478734,0.86763656,1.1176904,0.0,0.60623586,0.805629,1.0424851,1.3027339,1.04705,1.1809155,0.95417035,1.2490038,0.38473892,1.2230649,0.9119485,1.1828163,1.3163123,1.2997415,0.92675745,1.2786509,1.3186458,1.5088983,0.95080715,1.1408918,1.1118133,1.3187037,0.89260757,1.0354201,0.9222405,0.97138953,0.7875123,1.1966023,0.4607106,0.8928299,0.92621654,1.0503045,1.1376524,1.0331246,1.2422328,0.87471753,0.9933898,0.997785,1.2760549,1.2452648,1.2142762,1.0376452,1.3340555,0.6335998,0.9644428,0.8127923,0.74812204,0.8749773,1.2751105,1.294097,1.1226939,0.94133633,1.3397405,1.1709772,1.3144886,1.0051264,1.0106932,0.23572075,0.9362793,1.2247671,1.1125956,0.82082605,1.1106306,0.867766,1.0159088,0.83889467,0.91595286,1.3481048,0.73513436,1.1947829,1.2186266,1.1683588,1.2970536,0.70974946,0.92891926,0.9139564,0.7113453,1.3891332,1.2892379,1.3502715,0.94458574,1.2942357,1.3620858,1.1575403,1.14077,0.8470919,1.2747618,0.27405787
drawer,1.0165224,1.0148271,1.3819916,0.9151551,1.2526937,1.2554941,1.2656012,0.8251494,0.5838757,0.9577185,0.7444229,1.0853882,0.44647735,1.089876,0.8787737,0.5638619,0.8487836,1.276629,1.0530907,0.6249901,1.0958303,0.900422,1.1754793,0.9881315,0.76294553,1.085941,0.90750384,0.59740525,1.0472566,0.7052457,0.9256614,0.74558294,1.0421586,1.2449094,0.6459294,1.271347,1.0955158,0.9719516,1.2748405,0.60623586,0.0,1.1151074,1.0565792,1.2503562,0.9174346,1.0028539,1.0337735,1.0394036,0.7433918,0.95897,1.0793755,1.1080534,1.1710267,1.0717355,1.0863898,1.1626433,1.0626156,1.3089297,1.0623254,1.0308988,0.9754072,1.2514431,0.9286392,1.0716234,1.1276177,1.0708847,0.87777805,0.9693754,0.6653508,0.9918014,1.0698966,1.0325093,1.0867794,1.1262578,1.0130658,0.8877002,0.96972847,0.9754227,1.2800357,1.0196627,1.1630284,1.0467219,1.2843714,0.6174889,0.89344233,1.0674195,0.87415576,0.6517991,1.191378,1.1646938,1.068741,1.0636969,1.0250413,1.188898,1.2346855,1.0112404,0.8327265,0.6393554,0.8875848,1.2201779,0.99823415,0.95442,0.81085026,0.9120548,0.9295266,0.5901541,0.98129725,1.2108638,0.7968316,1.2830961,1.0436124,1.0094119,1.1571066,0.91168237,0.9601,1.0395361,0.83699167,1.2245263,1.2056817,1.0870584,0.9401589,1.1298732,1.2564487,0.60900205,1.224386,1.0189561,1.1947317,0.772462
dress,0.91899586,1.132204,1.2866259,0.7538564,1.1203057,1.0056876,1.2262149,1.0285236,0.8728174,1.058829,0.7232859,1.3521285,0.8097836,0.4012524,0.75800025,1.0898004,1.3318868,1.0953561,1.1319927,1.1411163,1.2877567,0.9443622,1.179331,1.1919599,1.0223019,1.2168391,0.88341033,0.9136106,1.1477838,0.7637678,0.9595595,0.7885681,1.0395241,1.3704467,0.7002306,1.2375593,1.1729673,0.7862078,0.6764442,0.805629,1.1151074,0.0,1.115683,1.3150191,1.0462998,1.1224388,0.8621487,1.1851058,0.8164195,1.146534,0.9326042,0.9782417,1.3491266,1.0171999,0.9899199,1.3020873,1.0935464,1.3517983,0.80673385,1.0276921,0.8922764,1.0716821,1.032417,0.85653114,0.8914034,0.89609,0.66450334,1.3526944,0.791461,1.0370023,0.87368166,0.71423197,0.89418775,0.97484595,0.96965647,0.8751384,1.168808,0.96801406,1.3254973,1.1520278,1.0793257,1.0619842,1.3004565,0.9039204,1.0583775,0.10288167,0.7161145,1.0662744,1.3462689,1.3624053,1.188277,1.1138675,1.2963302,1.1166164,1.2214243,0.7289177,1.2345047,0.8273378,1.0759504,1.3075345,0.9756793,0.53747916,1.0274203,0.6771899,1.0055821,1.208352,0.87409556,1.4236995,0.8876241,1.2569109,1.0927584,1.0553017,1.3669981,1.081761,0.7607211,0.43231046,0.6953039,1.3428025,1.181721,1.3196292,0.9876901,1.1400125,1.0365943,1.1868931,0.8770133,1.1311448,1.3446417,0.8360099
ear,1.304035,0.57216585,0.9914029,1.0414706,1.1777654,1.206773,0.9405947,1.0082732,1.14223,1.1309407,1.3949165,0.8229537,1.2078738,1.0566541,1.3311787,1.0358053,1.0157945,0.9798228,1.1826357,1.0244737,0.7821888,0.99913216,1.0962256,0.8062083,1.337501,0.6824471,1.0462587,1.0145493,1.0413395,1.2349784,0.8680607,1.2633184,1.0459348,0.84256995,1.2936915,0.95846933,0.9329386,1.1229471,0.99154234,1.0424851,1.0565792,1.115683,0.0,0.6722999,1.1474898,0.7665751,1.1207267,0.57150126,1.1915292,1.0590148,1.2153211,0.6764754,0.73787165,1.3112588,1.0719824,0.474222,0.81145716,0.81677836,0.8071046,1.0404721,0.87393034,0.708519,1.0521635,1.215925,1.122204,1.1353076,0.95715857,0.6449256,1.1542772,1.2090946,0.70152944,1.1825774,1.2404907,1.2019242,1.0147281,1.2410742,0.6685797,1.0689623,0.7886284,0.9690826,0.57317823,0.5797905,0.8866033,1.2000213,0.76193964,1.2078562,0.91795826,1.0662743,0.93361676,0.8881905,0.93377525,1.0491878,1.0032973,0.84698254,0.8107526,0.9956852,0.9155501,1.118797,1.1279573,0.95449257,1.1819991,1.0783902,0.9893551,0.7803323,0.9513143,1.1056939,1.2854283,0.71169436,1.2660222,0.969406,0.7166867,1.075517,0.7406474,0.80196977,1.2395024,1.2622862,1.3271813,1.0055149,0.50152636,0.7940874,0.8711965,0.9705476,1.2554388,1.1169428,1.2012334,0.93052495,0.5872371,1.0838678
egg,1.2929652,0.6907065,0.56613874,1.1906427,0.84212327,0.9553189,0.6958381,1.0442426,1.3377569,1.0868584,1.4880761,0.66258305,1.4596777,1.1965967,1.3739399,1.176773,0.7446575,0.8135992,1.0239745,1.1147697,0.49680054,1.1278147,0.80150104,0.856776,1.2655369,0.59300745,1.2082618,1.2906963,0.8539576,1.3222191,1.0727389,1.3726356,0.92893904,0.63434803,1.5395472,0.7265088,0.8737215,1.2995639,0.95477974,1.3027339,1.2503562,1.3150191,0.6722999,0.0,1.1181713,0.8458854,1.1043106,0.63113666,1.3489635,1.0234818,1.2094738,0.8663371,0.50164914,1.1730441,1.0337297,0.51437914,0.91135734,0.5002321,1.0533632,0.8924972,1.0615449,0.5847028,1.2048616,1.2319901,1.118582,1.1542003,1.2365319,0.53557765,1.3570424,1.1102494,0.9058579,1.1110758,1.1466554,1.0643337,1.137821,1.2989165,0.7416872,0.92842394,0.44215387,0.7128948,0.6122688,0.776374,0.5993308,1.3632611,1.0089891,1.3784537,1.1945614,1.1085258,0.71147394,0.69236916,0.63749206,1.0503927,0.6104853,0.7898802,0.5966403,1.044446,0.8460511,1.4012439,1.1308277,0.73334205,1.371117,1.2744946,1.1544636,1.07349,1.1232158,1.1611626,1.3444703,0.48059654,1.3187515,0.64357626,0.8145632,1.0496387,0.5655862,1.0463282,1.4146558,1.3240263,1.4510448,0.6735619,0.46548402,0.592523,1.1420865,0.6058728,1.0005169,0.9490118,1.1501305,0.99924433,0.5101134,1.295998
