,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,comb,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,vacuum,watch,window
purse,0.83702236,0.94654745,1.0755137,1.2306697,1.0106392,0.8273926,0.8562802,0.54695195,1.2173972,1.1973847,1.1477201,1.080592,1.1208413,0.85907584,1.1226732,1.1877104,0.90073764,0.8011489,0.9399056,0.788229,1.1328373,0.88742626,0.79387265,0.87251365,1.1704601,1.1099457,1.1510262,0.8969461,0.8803344,0.9843276,1.1415234,1.0215628,1.014953,1.111428,0.8593722,0.8218076,0.79438704,1.0296625,0.55468637,1.0051264,1.0112404,0.7289177,0.9956852,1.044446,1.1380177,1.0572795,1.1889919,1.1471238,1.0982337,1.1650754,0.9010651,1.0418165,0.97086436,1.0170254,0.92250067,1.0877851,0.8723991,1.0668097,1.1434433,1.1034706,1.1367949,0.75751805,0.94471186,1.15156,1.0424672,0.7727685,1.0396538,1.0719044,1.1256754,0.965561,1.1295542,0.9096677,1.1571007,0.9670247,1.0325015,1.0500116,1.0824598,1.0975602,1.1278095,0.7932675,1.0004607,1.1567017,1.194649,0.9965586,1.0706928,0.87148166,1.0821702,1.091023,1.1661065,1.1289107,0.8690758,0.86190164,0.9795782,0.7666518,1.0740001,0.0,0.8681447,1.0571746,0.871907,1.1991944,0.9830779,1.1287079,0.7641791,0.96922547,0.8877161,1.1948097,1.2011976,1.0290581,1.2043567,1.0984364,0.88949054,1.0221213,1.0157039,0.83873665,0.74745107,0.98165363,1.1756691,0.9968198,1.0775151,1.0960054,0.9393083,0.7096491,0.8420203,0.8611479,0.73069406,0.7699773,0.9903285,1.1436725
radio,0.9647211,0.80644065,0.86912966,1.3620708,1.0498297,0.98083127,0.7259731,0.37494206,1.3092463,1.1936505,1.314415,0.42103946,1.0601721,1.37622,1.3870412,0.90409756,0.41896963,0.7781489,0.91442174,0.6512032,0.8669418,1.0478942,0.79071224,0.52628183,0.92027617,1.0372384,1.0901235,0.74801195,0.6859574,1.1769276,1.0927352,1.0983919,0.9803364,0.68122905,1.0268939,0.6240383,0.6938746,1.1786829,0.8862277,1.0106932,0.8327265,1.2345047,0.9155501,0.8460511,1.2125087,1.0402627,1.2854489,1.0351144,1.24013,1.1968213,0.96864384,1.1044825,0.6389572,1.3066521,0.91232544,0.92758554,1.0956016,0.9133419,1.2796855,1.0254905,1.3558254,0.9510256,0.96489,1.3088459,1.2837611,1.0004585,1.2644466,0.5314764,1.1262543,0.8246976,1.3032136,1.3036983,1.4521563,1.1009237,1.3436291,1.1557732,0.582681,1.2797797,0.90811694,0.7298263,1.0282224,1.2489797,0.9752376,1.0433878,1.0116652,1.3464206,1.2752802,1.0107673,0.72972286,0.6734605,0.43374038,0.660853,0.603009,0.875653,0.8734753,0.8681447,0.0,1.0975623,0.864208,0.6886833,1.2638954,1.3466709,1.0884494,1.1538557,0.9830251,0.8017469,1.3352919,0.6687679,1.199051,0.7878519,0.8664262,0.92813575,0.55912465,0.80009395,1.1055685,1.3591555,1.4211371,0.75720537,1.0423633,0.83610016,1.201706,0.614972,0.9988322,0.62898755,0.9680317,0.62332183,0.6885219,1.0081189
refrigerator,1.0107306,1.2069352,1.4162459,0.74306643,1.3436384,1.1912678,1.3175352,0.9961639,0.4152581,0.8973304,0.5610434,1.231135,0.4370917,0.99621594,0.7526022,0.9000555,1.3455201,1.2250607,1.1684322,0.9154029,1.3336227,0.98060036,1.1321882,0.7563225,0.7366573,1.2758521,0.6944675,0.4980334,1.131214,0.41193295,0.95739555,0.46295,1.0941694,1.3223406,0.33409846,1.2658771,1.2065775,0.83117795,1.1898646,0.23572075,0.6393554,0.8273378,1.118797,1.4012439,0.8827316,1.1830356,0.9290232,1.3031582,0.5090424,1.134774,0.9220909,1.187838,1.337584,1.2180496,0.8972288,1.343018,1.270506,1.6232394,0.93075174,1.1338639,1.0621917,1.3302331,0.95566475,0.92759943,0.8963688,0.9805439,0.6663637,1.2342716,0.49389064,0.9813083,0.90534574,1.0040249,1.0379517,1.0536773,1.1680961,0.7917859,1.1332382,1.0399799,1.405083,1.2826238,1.2737167,1.0569507,1.3709861,0.2895953,0.9915971,0.7736702,0.62409997,0.88965297,1.3001357,1.327624,1.1182965,1.0277913,1.389776,1.2057425,1.3391838,1.0571746,1.0975623,0.0,1.0118091,1.2917718,1.014767,0.7175055,1.023858,0.79901123,0.88019705,0.6376783,0.82695925,1.4190451,0.7444897,1.2689661,1.1861318,1.1051334,1.3135334,0.7064644,0.8327365,0.8365777,0.6167231,1.4417553,1.3860935,1.4381158,0.9332678,1.3551841,1.3706936,1.1120212,1.0658864,0.91034776,1.3887147,0.38024867
rooster,0.7725508,1.1710991,1.1192384,1.0569623,0.9509088,0.9112154,1.0519158,0.81366754,1.1285758,1.0434397,1.0232302,1.0892662,1.0131527,1.1886926,1.1356381,1.015222,1.042511,0.9632675,0.91304326,0.95701313,1.0842813,0.94248635,0.98206145,1.0222565,1.0642325,1.1044468,1.0616403,1.0078276,0.682864,1.0610725,1.0808804,1.0295707,1.0058602,1.1362503,1.0023215,0.92689264,0.4817227,0.9217384,0.9922537,0.9362793,0.8875848,1.0759504,1.1279573,1.1308277,1.0909768,1.0505543,0.9990553,1.1883628,0.90806615,1.056503,0.9074185,1.1334097,0.96652085,0.9192403,0.81549025,1.1395173,1.0584679,1.1084582,1.0750846,1.0452754,1.145176,1.1345853,0.5874433,1.1332695,1.034999,0.92332166,1.1474729,1.1511117,1.059266,0.56684935,1.1523032,1.0972672,1.0469848,1.0254391,0.99810106,0.981866,1.1560898,0.95613647,1.180012,1.1481279,1.1853731,1.1583278,1.1997274,0.91377354,0.8075347,1.0974895,1.1707236,1.0892277,1.1277686,1.1182933,1.0701308,0.63467735,1.0524198,0.94353735,1.1274984,0.871907,0.864208,1.0118091,0.0,1.174156,0.8693341,1.1007568,0.9101212,1.1642674,0.8488232,0.99637246,1.0792404,1.1385509,1.0121197,1.126304,1.193026,0.8760868,1.0186406,0.9343151,0.89200544,1.0418887,0.96961063,1.0339742,1.2159926,1.0323806,1.0708072,1.1091676,0.9399486,0.9878394,0.8793322,0.64147437,1.0548573,1.0132523
sauce,1.193792,1.002943,0.43536723,1.3044735,0.978718,1.0192163,0.6860713,0.99718523,1.3425763,1.0879098,1.3342807,0.30676234,1.3337634,1.3330615,1.3487915,1.0193887,0.54099524,0.68976414,0.904356,0.92589456,0.683574,1.0819649,0.80629796,0.71784866,1.0059993,0.88139784,1.1006787,1.2493536,0.7952231,1.212526,1.2199088,1.3043742,0.98654616,0.25364387,1.3851348,0.5770943,0.9418121,1.1736473,1.1062026,1.2247671,1.2201779,1.3075345,0.95449257,0.73334205,1.1012677,1.0193505,1.1593189,1.0018659,1.2362249,1.0356907,1.1234319,1.1318588,0.5987006,1.1902771,1.0826972,0.6728702,1.2293444,0.58327883,1.2076148,0.9776107,1.3502736,0.88653356,1.1740941,1.2427208,1.095018,1.090298,1.3103552,0.53013283,1.2724707,1.0545329,1.2333661,1.229703,1.2978064,1.1031536,1.3296218,1.2745084,0.58476263,1.1722686,0.38422406,0.8138983,0.7197034,1.1503007,0.4560132,1.2679696,1.0632552,1.3417473,1.2828472,1.0781914,0.21308321,0.24132419,0.70341873,0.9508916,0.53427637,0.9360176,0.59199715,1.1991944,0.6886833,1.2917718,1.174156,0.0,1.2427714,1.2937915,1.3188298,1.2449807,1.204716,0.9404422,1.1997722,0.28397667,1.2109504,0.36951995,1.0155804,0.8287664,0.46822536,1.0705103,1.3636823,1.2554435,1.3235571,0.49525166,0.87236536,0.5247499,1.2227881,0.6940914,0.9856306,0.9597713,1.1232477,0.87660956,0.4911639,1.1596885
scissors,0.8355367,1.0873692,1.1000255,0.9468161,0.8913554,0.92810476,1.1085362,1.2304801,0.89965236,0.92650926,0.85303855,1.2299093,0.9852572,0.87039036,0.80292857,0.90412134,1.1394548,1.0490254,0.9712332,1.1578081,1.3359685,1.0275992,1.0401782,1.2219459,0.8824166,1.1232333,1.1042516,1.0595379,1.0624784,1.0610211,0.9729336,1.056577,1.1074095,1.1192627,0.93480015,1.1351134,1.0774418,0.998509,1.053709,1.1125956,0.99823415,0.9756793,1.1819991,1.371117,0.9300948,1.0841556,0.9625341,1.1035566,0.9887279,0.79241157,1.0873779,1.1803275,1.0892718,0.51356125,0.98220444,1.1626117,0.82984614,0.9349753,1.0149965,1.0003096,0.7563138,1.17093,0.82587343,0.70553255,0.91658133,0.8977754,1.0347142,1.206623,0.95041054,0.9315353,1.107216,0.89546674,0.6324837,0.949577,0.6571744,0.8057065,1.1610512,1.0481573,1.2345372,1.2210413,1.058622,1.0837837,1.1119722,0.9483732,1.059375,0.86948216,1.0641301,1.0034661,1.091249,1.1084968,1.3619266,1.1172783,1.2058151,1.2158134,1.1941501,0.9830779,1.2638954,1.014767,0.8693341,1.2427714,0.0,0.9373629,0.8556653,1.1222563,0.83346045,0.96933,0.63937426,1.240854,0.92416835,1.2320671,1.10951,1.1002706,1.1539217,1.062462,0.7322725,0.7624484,0.7507173,1.064899,1.2385277,1.141236,0.57726264,1.2980359,0.68044907,1.0392264,0.6974464,0.9319131,1.0999993,1.0756352
shirt,0.9836726,1.0230463,1.4144572,0.40928125,1.2675207,1.3158638,1.3960981,1.3497565,0.58401453,0.94127715,0.5164353,1.3894306,0.6585738,0.53625536,0.5193604,0.9987258,1.4751031,1.4331892,1.2750151,1.2158319,1.3230288,0.927981,1.450299,1.395474,0.84338874,1.02745,0.7269589,0.9308056,1.3309977,0.73820734,0.8980865,0.6004028,1.1385891,1.4154191,0.73496,1.532841,1.2395499,0.76168907,1.1599566,0.82082605,0.95442,0.53747916,1.0783902,1.2744946,0.9091966,1.0063896,0.5713619,1.0476475,0.72839916,1.0204448,1.0760778,0.948249,1.4381094,1.0058304,1.0736217,1.1531466,1.0490922,1.4433904,0.607562,1.0117955,0.71027184,1.079315,1.0804373,0.8609348,0.6885079,1.2422626,0.30038857,1.3490509,0.69758296,1.1415447,0.7744236,0.8715135,0.7850882,1.1070894,0.8580463,0.64605075,1.2147175,0.9251586,1.312391,1.3789972,1.0446528,0.8348489,1.3256311,0.80388314,0.92003286,0.36898494,0.3065747,0.94982564,1.3263304,1.3521836,1.2974317,1.3000292,1.4549041,1.2646965,1.2889583,1.1287079,1.3466709,0.7175055,1.1007568,1.2937915,0.9373629,0.0,0.9391287,0.39448583,0.98353666,1.1030967,0.79197764,1.4426998,0.76900476,1.284007,1.0866209,1.1647732,1.4029253,1.2628635,0.7720864,0.32877135,0.5281003,1.4191711,1.1227088,1.3120953,0.9260676,1.4346569,1.3197222,1.3121456,1.184924,1.3697929,1.3906472,0.7834517
shoe,0.7545791,1.043347,1.3258597,0.95418435,1.0095804,1.0467318,1.2105122,0.9677283,0.93016165,0.9563303,0.8987659,1.2213826,0.87262446,0.9488597,0.8472264,0.9679906,1.080076,1.2211291,0.9438479,1.0065815,1.1889427,0.921334,1.1321055,1.2393489,1.0310404,1.0309705,0.95730543,0.99618363,1.1479955,1.0929923,0.9448625,0.86186755,1.1913248,1.2968895,0.9326903,1.2327807,1.0571451,0.9385366,1.0448604,1.1106306,0.81085026,1.0274203,0.9893551,1.1544636,0.9137298,0.92532766,1.0164925,1.0217632,0.9802335,0.75870204,0.9847314,0.70903325,1.2128781,0.7887827,1.148961,1.0925012,0.6063778,1.1052594,0.9346322,1.0557851,0.86185,0.9188468,0.9798704,1.0128549,0.9464102,1.041068,0.7809564,1.207431,1.001488,1.0863514,0.89315367,0.9844121,0.9342301,1.0164843,0.6687165,0.73743415,1.2176156,0.95856607,1.2957284,0.9733504,1.1687335,0.9376198,1.2945057,0.88272357,0.9081639,0.9879235,0.77606875,0.9129925,1.2544271,1.2240903,1.1202056,1.063429,1.154525,1.0681059,1.166078,0.7641791,1.0884494,1.023858,0.9101212,1.3188298,0.8556653,0.9391287,0.0,0.8358053,0.8524015,0.98035324,1.0168405,1.152363,0.9866116,1.2892237,0.66089994,0.970971,1.2293421,0.98097134,0.6072347,0.9850667,0.9790032,1.0785309,0.99272215,0.9844083,1.0072942,1.0550166,0.9411595,0.8486997,0.9787349,1.0451821,1.1438551,1.1136779
shorts,1.0954987,0.76121986,1.3355023,0.579946,1.2363964,1.2554435,1.2784115,1.1714935,0.7653963,1.0841697,0.8929037,1.2007912,0.81490374,0.54893935,0.7519573,1.0084763,1.2677885,1.2578039,1.270385,1.0781457,1.1455271,0.9078037,1.3192508,1.1175246,1.059357,0.89456415,0.9014093,0.89965,1.2298152,0.97692096,0.9135847,0.8064012,1.1288278,1.2526277,0.90665823,1.3469996,1.2145755,0.91332966,1.0725806,0.867766,0.9120548,0.6771899,0.7803323,1.07349,1.052128,0.90705895,0.93240476,0.8862913,0.9332856,1.0454072,1.0983993,0.776742,1.2182541,1.1969626,1.1389968,1.0028988,0.8146399,1.2594805,0.79320526,1.0223795,0.80541223,0.9060325,1.0609008,1.0217302,0.8667872,1.1628044,0.2596141,1.0754826,0.8248962,1.1889105,0.66658235,1.0058684,0.92459315,1.1833522,0.85660243,0.86233544,1.0657734,0.9687787,1.2100077,1.0921242,0.9096823,0.81559,1.253193,0.8384324,0.90357125,0.6200305,0.19696271,0.93388784,1.2511728,1.2345424,1.0930877,1.208284,1.2770445,1.1770163,1.1257359,0.96922547,1.1538557,0.79901123,1.1642674,1.2449807,1.1222563,0.39448583,0.8358053,0.0,0.9987805,1.1313584,1.0470312,1.2339395,1.0638626,1.2080251,0.76004636,1.0821097,1.1726344,1.0274583,0.8899076,0.7569946,0.9272456,1.3229346,0.91911095,1.2307115,0.9692237,1.1886714,1.306289,1.1729624,1.1923404,1.1952482,1.1379218,0.91285217
shovel,0.90571547,0.90622616,1.2740666,0.86979073,1.1187711,1.1327856,1.0460868,0.9045068,0.84610045,1.0754147,0.9406479,1.1635357,0.9515556,0.9740317,0.9898593,1.0505413,1.0395826,1.1718199,0.84782225,0.9846233,1.0321256,1.0185612,1.0711486,1.1018343,1.0430964,1.1061513,1.0982411,0.8890634,1.1342292,1.012853,0.9365082,0.9195186,0.8977418,1.1641978,0.89680976,1.1073886,0.95962346,0.93604714,0.88579607,1.0159088,0.9295266,1.0055821,0.9513143,1.1232158,1.0489236,1.0190475,1.0771866,0.9364479,0.96903175,1.0455558,0.94467854,0.8630171,0.8655442,0.90115,0.95880413,1.1278299,0.8851637,1.1515735,1.0457723,0.9014127,0.7522809,1.0606558,0.9581775,1.1094012,0.99022317,1.091623,1.0247735,1.0206283,0.9818796,1.0255517,1.0252037,0.92344713,1.0081365,0.9403792,0.9657294,1.0513237,1.2131965,0.8953986,1.246297,0.9785954,1.1328942,1.1372931,1.2478223,0.73488605,0.9565634,0.97589445,0.97191983,0.97211057,1.1167482,1.1121434,0.9926362,1.0508626,1.0718396,0.99737114,1.1257974,0.8877161,0.9830251,0.88019705,0.8488232,1.204716,0.83346045,0.98353666,0.8524015,0.9987805,0.0,0.7424244,1.1437739,1.1584898,1.0313305,1.2215633,0.917967,0.76411116,0.94189477,0.95453644,0.9151618,0.9626534,0.84130347,1.0746894,1.0799515,1.0977246,0.6864543,1.0810593,1.0803502,0.8883927,0.9115757,0.94183487,1.0963577,1.0012867
sink,1.009825,1.1178688,1.1531739,1.0057263,1.2422148,1.2069502,1.1166512,0.8868401,0.40581554,0.8679744,0.8799676,0.8484496,0.6462883,1.2265677,1.003818,0.8365955,0.8244397,1.1421403,0.71175945,0.7545357,1.0545167,1.1257081,0.899733,0.68248665,0.8547259,1.2684529,0.92788607,0.6206074,1.0845219,0.8649912,0.89494497,0.8127552,1.0784861,0.962191,0.7479678,0.9773195,1.1451317,1.0751191,1.2232071,0.83889467,0.5901541,1.208352,1.1056939,1.1611626,0.85668206,1.1265918,1.140346,1.1047835,0.9564903,1.0401527,1.0026422,1.1484123,0.9014671,1.1125214,0.9873792,1.1349293,1.1431766,1.1914276,1.1651434,1.0870857,1.0898893,1.1848931,0.9796387,1.033537,1.1063809,1.0523825,1.1016765,0.8503504,0.84489167,0.97515756,1.1556164,1.1196383,1.1381807,0.97660255,1.2315974,1.052237,0.917215,1.0549238,1.0663692,0.83830833,1.1438857,1.2075928,1.1409007,0.54990184,1.0922701,1.1515775,1.0302507,0.7117565,0.87342143,0.8801474,0.7797,0.973336,0.88795096,1.2048392,1.1946777,1.1948097,0.8017469,0.6376783,0.99637246,0.9404422,0.96933,1.1030967,0.98035324,1.1313584,0.7424244,0.0,1.0242232,0.97216964,0.89438766,1.0402324,0.9753378,0.8836002,0.88214314,0.7645641,1.1361187,1.1234773,0.8492491,0.971739,1.2074058,1.0465726,0.9228131,0.98043835,1.2708845,0.69801515,1.0821431,0.8676032,1.0438921,0.8144915
slide,0.8290162,1.3082675,1.0729558,0.8293443,0.8151224,0.91459167,1.1266747,1.2599409,0.7306713,0.75325763,0.536531,1.3531507,0.7492213,0.90536094,0.5029785,0.75337815,1.3444693,1.2428873,1.0903122,1.2033197,1.315147,0.93941826,1.142455,1.2922769,0.50480556,1.116439,0.7952446,1.0400562,1.1751267,0.70070106,0.97925645,0.7935816,1.0517426,1.2912209,0.7409369,1.3501792,1.1670711,0.8638762,1.2342162,0.91595286,0.98129725,0.87409556,1.2854283,1.3444703,0.75358677,1.085117,0.86420214,1.2715516,0.87730384,0.65041965,1.0157951,1.2198689,1.3955057,0.5455387,0.97574013,1.3429679,1.0506285,1.1525608,1.0357698,1.0741334,1.0596247,1.3590217,0.94715893,0.4484396,0.9028009,1.0752096,0.7756399,1.37057,0.7322116,0.93271315,1.0823344,0.9638432,0.5588093,0.9589715,0.75229144,0.63042796,1.2898079,1.030773,1.3041115,1.3035258,1.2693236,1.1082584,0.9755083,0.9210818,1.1162276,0.7896825,0.8304757,1.0018873,1.2420113,1.2774242,1.3317535,1.210165,1.2847799,1.1087842,1.1744771,1.2011976,1.3352919,0.82695925,1.0792404,1.1997722,0.63937426,0.79197764,1.0168405,1.0470312,1.1437739,1.0242232,0.0,1.4045477,0.6347985,1.2198986,1.2589394,1.2095091,1.3825586,1.1112871,0.76989865,0.7231226,0.6938658,1.2638068,1.3640783,1.1715171,0.99104816,1.3713936,0.758709,1.14001,0.8914485,1.1492131,1.3880963,0.889521
slipper,1.23328,0.7606149,0.3579867,1.3661138,0.993905,1.0400369,0.66364956,0.93750864,1.4597096,1.1225041,1.5629553,0.26062346,1.4891031,1.4042368,1.5440788,1.1210848,0.49278998,0.60085905,0.95557207,0.98576814,0.7074499,1.1901579,0.6960333,0.6187174,1.1933025,0.7761613,1.2406621,1.2373768,0.8071007,1.3649995,1.0868999,1.4251425,1.0738906,0.16339934,1.5421207,0.40981722,0.88296396,1.3474488,0.9964175,1.3481048,1.2108638,1.4236995,0.71169436,0.48059654,1.1321986,0.8907726,1.2246784,0.75424194,1.3800726,1.0914469,1.172062,0.9388014,0.33726227,1.3357775,0.9787256,0.37019157,0.97379035,0.4362831,1.2024236,1.0994498,1.244382,0.60568655,1.1738834,1.3038177,1.2317531,1.0983871,1.3489933,0.34247124,1.3719275,1.1178945,1.0948122,1.3074223,1.4233603,1.1286234,1.3097363,1.362355,0.57747245,1.2892193,0.15203899,0.6796564,0.5039471,1.0061281,0.4924742,1.3525269,1.0312924,1.5101352,1.3414893,1.1875911,0.1798023,0.18033028,0.5320158,0.9039463,0.4974351,0.85171074,0.5740174,1.0290581,0.6687679,1.4190451,1.1385509,0.28397667,1.240854,1.4426998,1.152363,1.2339395,1.1584898,0.97216964,1.4045477,0.0,1.3668201,0.3695191,0.7750604,1.0216188,0.37923944,1.009395,1.4391364,1.4334362,1.5662497,0.3752038,0.52404714,0.4467973,1.1576306,0.52363986,0.97867525,0.9313977,1.0860654,0.7684377,0.2012384,1.3305362
snow,0.97214216,1.2083288,1.2291454,0.8080441,1.0891452,1.1313461,1.2656885,1.0738678,0.64645964,0.72774196,0.35738796,1.3273339,0.5386989,1.0350028,0.5485768,0.8163496,1.3100421,1.3131714,1.1394219,1.1473649,1.1343107,0.9204768,1.3183217,1.243351,0.615596,1.1845188,0.5592445,0.92238367,1.2057953,0.54662454,0.87912047,0.63227654,0.9420646,1.3454089,0.6695619,1.3631947,1.1450573,0.6921091,1.1975482,0.73513436,0.7968316,0.8876241,1.2660222,1.3187515,0.66797554,1.1325824,0.84749836,1.1849254,0.5985213,0.8066658,1.0003766,1.1282786,1.3952711,0.80999887,0.99055487,1.2997242,1.084471,1.267712,0.91440386,1.0079623,0.9556377,1.3262744,1.1274111,0.83475566,0.82020414,1.1300154,0.7880542,1.2944763,0.7916019,1.0399185,1.10411,0.9383757,0.812183,1.0322409,0.8923243,0.6848194,1.2529341,0.8541192,1.2756068,1.2745986,1.2796104,1.0846355,1.1930811,0.88152885,1.0406653,0.77297175,0.8008654,0.8680472,1.2354285,1.2784696,1.227484,1.1156,1.2479771,1.1229368,1.2996038,1.2043567,1.199051,0.7444897,1.0121197,1.2109504,0.92416835,0.76900476,0.9866116,1.0638626,1.0313305,0.89438766,0.6347985,1.3668201,0.0,1.283169,1.1582845,1.1475086,1.4059218,1.0531387,0.91259915,0.77224386,0.57193094,1.3417457,1.3032783,1.1976528,0.98251235,1.2832613,1.1433333,1.0844868,1.1416852,1.2471737,1.4071109,0.7394205
soap,1.1950738,1.026026,0.33075482,1.3009079,0.86165076,0.9349917,0.51926774,1.0036228,1.3959806,1.1044488,1.4052706,0.48535752,1.3907743,1.2586327,1.3873161,1.1466892,0.6310505,0.6745954,0.9693017,0.9120364,0.7026033,1.0998718,0.68644834,0.73667586,0.98649997,0.8698955,1.1888518,1.2016387,0.79124594,1.1922997,1.2057067,1.273385,0.99323475,0.36047888,1.3709838,0.5325905,0.91499686,1.2546151,1.0080044,1.1947829,1.2830961,1.2569109,0.969406,0.64357626,1.1241827,1.0476298,1.1344194,1.014242,1.2153158,1.0608022,1.0484136,1.1248013,0.6408366,1.1828973,0.9408911,0.7509091,1.1091886,0.5665159,1.2155292,0.96600074,1.3445294,0.8099754,1.1629056,1.1823452,1.0990716,1.0558301,1.2854488,0.6728718,1.2669516,1.0593278,1.1299435,1.241031,1.2062522,1.095431,1.2642477,1.2036014,0.72477984,1.1456702,0.3543316,0.7397626,0.7820767,1.117044,0.48885792,1.24429,1.0204983,1.3266029,1.2442142,1.1261524,0.393268,0.39170784,0.6581529,0.916855,0.56116855,0.905841,0.59504807,1.0984364,0.7878519,1.2689661,1.126304,0.36951995,1.2320671,1.284007,1.2892237,1.2080251,1.2215633,1.0402324,1.2198986,0.3695191,1.283169,0.0,1.0387645,0.9472511,0.6299461,1.0721122,1.2927614,1.2419744,1.3784615,0.52933526,0.8341377,0.64578015,1.242192,0.653142,0.8997243,0.98154336,1.1058029,0.8587636,0.5637947,1.1674225
sock,1.1054387,0.5768948,1.0167723,0.9513697,1.0176159,1.0737888,1.0316305,0.8874603,1.1191155,1.0962225,1.2208906,0.84224796,1.1209143,0.93621135,1.0423218,1.0882072,0.80230594,0.96721107,1.0034324,0.9554966,0.9155636,0.96525437,0.93186814,0.8471234,1.256681,0.7757486,1.0748812,1.0130758,1.011549,1.2752423,0.74465084,1.12855,1.1946006,0.9001754,1.2006857,0.9229787,1.0648005,1.1329195,0.8938539,1.2186266,1.0436124,1.0927584,0.7166867,0.8145632,1.0530648,0.9849631,1.2962236,0.65674275,1.2815377,0.77496505,1.1747756,0.6193528,0.7958473,1.1141121,1.2288632,0.91016024,0.3223685,0.77242726,1.1430717,1.113925,0.85481197,0.7010064,1.1762353,1.1635739,1.0356505,1.0080155,0.9091851,0.7165551,1.1975651,1.210802,0.84289795,1.150694,1.1086384,1.1366177,0.8056776,1.1358681,0.84917045,1.099047,0.9091072,0.6246398,0.8533876,1.0187243,1.049775,1.0712694,1.01127,1.1159214,0.8825509,0.7702844,0.9655481,0.91773504,0.7116892,1.0803096,0.9306617,1.0061066,0.9267763,0.88949054,0.8664262,1.1861318,1.193026,1.0155804,1.10951,1.0866209,0.66089994,0.76004636,0.917967,0.9753378,1.2589394,0.7750604,1.1582845,1.0387645,0.0,1.0522645,0.79455024,0.9047792,1.086561,1.1831254,1.2710971,0.90344214,0.66399014,0.8792867,0.8252485,0.6705084,1.0758253,0.89257735,1.1175311,1.0132738,0.77689874,1.2034535
soup,0.9630931,1.0607132,1.0531126,1.128968,0.9431508,0.9128998,0.8785757,0.96583676,1.1036696,1.1991898,1.1788102,0.94130516,1.159978,0.9457451,1.1445395,0.9884409,0.80420923,0.9935023,0.50319505,0.882991,0.7091435,1.0281422,0.94977456,1.0725734,1.2311598,1.0300711,1.1620715,1.1400146,0.96514034,1.1911639,1.2224212,1.173175,0.8907066,1.0227685,1.1173791,0.9504589,0.992779,0.9592045,0.95192736,1.1683588,1.0094119,1.0553017,1.075517,1.0496387,1.2092991,1.0263146,1.0670936,1.066418,1.0654147,0.944821,0.9111464,1.0014389,0.95181066,0.9110398,1.0709351,1.1006562,1.0924945,0.9457042,1.0750105,0.715315,1.0233903,1.0599456,0.99604666,1.1564944,1.0724399,0.92965,1.2605886,1.0186095,1.1674902,0.9650252,1.107124,0.9257242,1.0312774,0.9499726,1.0523577,1.1750178,1.0177791,0.72367203,1.0880376,0.82610375,1.0690998,1.0610821,0.90902555,0.88025296,0.91673046,1.0730366,1.2116613,0.92556536,0.9913978,0.98704416,1.0263971,0.9214594,0.6358809,1.0291328,0.81304145,1.0221213,0.92813575,1.1051334,0.8760868,0.8287664,1.1002706,1.1647732,0.970971,1.0821097,0.76411116,0.8836002,1.2095091,1.0216188,1.1475086,0.9472511,1.0522645,0.0,0.8296559,0.96961164,1.0589132,1.1101645,0.9313735,0.84357214,1.0758911,0.83427876,1.0770437,0.87127966,0.97652435,0.7029472,1.0123276,1.0385776,1.0903513,1.0771732
