,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,horse,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jar,1.2330964,0.9541852,1.0393411,1.2659241,1.035109,0.99345136,1.126866,0.68781674,1.0201415,1.2062141,0.9919354,1.0416654,1.3464955,0.9496999,1.0558656,0.983689,0.8871688,0.87450975,0.71575344,0.75420445,0.9846347,1.0695225,0.6188074,0.564571,1.1489501,1.0730591,1.1433077,0.81883526,0.6692931,1.048852,1.2574855,1.061669,1.1546748,0.93410414,0.9979944,0.94744813,1.0552473,1.1445632,0.7585395,0.9678081,1.0007775,1.0203873,0.85952854,0.8641877,1.0756097,1.0549134,0.9734554,1.1516225,1.1740389,1.1655121,1.2117901,1.1830873,0.72984934,1.0863868,0.71217275,1.0690397,0.7447952,1.1601572,1.0402251,1.0690788,1.2658956,0.975295,1.2055389,1.0731452,1.1040766,1.0572937,1.2392277,0.0,1.2146665,0.7974572,0.85191905,0.72679913,1.174953,0.7798016,1.1593571,1.0168973,1.0860173,1.0188912,1.0504487,0.8390557,0.91706413,1.0695475,1.0788608,0.91019,1.1255994,1.1456206,1.1377743,1.1391108,1.1000631,0.8459474,0.7898531,1.1171397,0.73924994,0.7690784,0.9143768,0.7419023,0.8124228,0.55848885,1.1363592,0.8966229,0.8654561,1.1894189,1.0587735,1.2605538,0.74961495,1.1192027,0.9064803,1.1474684,0.713738,1.0687073,1.0626025,1.1369728,1.0925913,0.8105704,0.99469,0.7695032,1.0093957,0.88974977,0.9671042,1.2811565,1.0600146,1.0809314,0.78922427,1.0916831,0.99732894,1.1100597,0.9162713,0.94568074,0.63820815,1.160217,1.2032946,0.8024832,0.92612416,1.1159523
jeans,0.7257535,1.1396358,1.481811,0.42965245,1.4093586,1.3995981,1.131337,1.2450284,0.5908499,0.42596245,1.3928297,0.4084134,0.33506763,1.0965605,0.7262615,1.2305197,1.1941488,1.45433,1.5745834,1.0937817,1.481271,0.6802218,1.1656045,1.2242942,0.6986089,1.3167714,0.6743762,0.74346143,1.4120617,0.63886344,0.4682539,0.5451639,0.82027066,1.443544,0.45755947,1.2039392,1.4835188,0.52775145,1.5781475,1.1264241,0.74722517,0.86417514,0.6799587,0.9963983,0.67696404,1.2128209,1.3911438,0.5068782,0.9149358,0.9971094,0.9752523,1.2999284,1.3742108,0.84527105,1.5132296,1.2639335,0.95842683,1.2115997,0.70986015,1.2267364,0.6005161,1.2272305,0.71284086,1.3896618,0.8480534,1.0849258,0.3729111,1.2146665,0.0,1.4159364,1.0146219,1.3594093,0.96493787,1.1753838,0.5548645,1.0169291,1.0853604,1.1144452,1.4738485,1.2236005,1.3397484,1.0697049,1.2956827,0.62632847,0.5253359,0.13345891,0.77831626,1.3167185,1.400604,1.3109069,1.2276363,0.8714947,1.3221912,1.5028281,1.1465992,1.2128327,0.8233961,1.3079361,1.1654012,0.53446126,0.9478459,0.63105685,1.0186712,0.2367444,0.8507197,0.6207119,0.99345595,0.78683424,1.2455984,1.0062472,1.3796704,0.8369193,1.4156988,1.1060907,1.443357,1.499737,1.3675017,1.4305284,0.7056258,0.21378088,0.9929703,0.5478273,1.509315,1.155916,1.0329449,0.8969575,1.1136992,1.3948998,1.0922536,0.9378296,0.77558887,0.936177,1.3915405,0.6723086
knife,1.2939146,0.88801557,0.806442,1.4457412,0.8083496,0.7822821,0.90871966,0.87861997,1.2925924,1.3404834,0.38398194,1.3551524,1.4916708,0.8482873,1.1630212,0.8111175,0.9541931,0.6160377,0.5233715,1.0188144,0.6649264,1.2702007,0.8975016,0.59867334,1.0628728,0.74081755,1.090393,1.1121521,0.6228628,1.249049,1.3568466,1.2772737,0.9998024,0.669409,1.3621132,0.9559512,0.4352616,1.4290165,0.58630884,1.1020364,1.3099039,1.4320037,1.1862767,0.9919126,1.3367257,0.8639503,0.76777625,1.1957203,1.2693121,1.1292113,1.1592798,0.58536017,0.72231126,1.1137748,0.101759315,0.95261437,1.160464,0.88045377,1.4623276,1.0077806,1.3893342,0.9213373,1.3694081,0.7172402,0.846475,0.9593208,1.4235384,0.7974572,1.4159364,0.0,0.9982599,0.59757763,1.0440482,1.012263,1.5594678,1.0766625,1.0092542,1.0993509,0.6857883,0.7791102,0.662086,1.1837225,0.75706506,1.1969817,1.436741,1.3752067,1.306813,0.5651876,0.4722051,0.80676025,0.89884895,1.2710807,0.7438477,0.42285454,0.9415444,0.93724185,1.1405728,0.7540443,1.0024725,1.2368629,1.1968597,1.3098345,1.0078205,1.4337268,0.9523071,1.091859,1.0099995,1.134536,0.66592675,0.90271705,0.68415594,1.1112866,0.67399144,1.0312427,0.6020174,0.14046526,0.5246676,0.7846784,1.3499897,1.4519373,0.9264636,1.3581349,0.74944484,0.9962728,1.0100833,1.1066486,0.88832414,0.92834026,0.95000833,1.2173066,1.2298954,0.738173,0.6699394,1.2461373
ladder,1.0737741,1.1470218,1.237461,1.0873231,1.2286929,1.2311323,1.1974921,0.8337197,0.8583072,0.907911,0.9441588,0.7525029,1.1705031,1.1598287,0.81487346,1.1698234,0.82477975,1.0005841,1.02972,0.7546098,1.1123782,0.82140213,0.7198374,0.5176971,0.89086396,1.015993,1.0247034,0.36427474,0.86025447,0.7150645,1.1573145,0.953031,0.94136596,1.0612395,0.6575082,0.98339224,1.0850657,0.60175955,0.9568497,0.8829277,1.0763015,1.0556216,0.5255606,0.66107327,1.055753,0.98969674,1.1971645,0.96515906,1.1183456,1.16164,1.1871684,1.1965965,0.8844692,1.1114807,0.97377294,1.3230214,1.1243386,1.2163236,1.1747794,1.1728916,1.0671672,1.2326043,1.1666713,1.1943288,1.1534827,1.1235993,1.0843523,0.85191905,1.0146219,0.9982599,0.0,0.8156817,1.0822604,0.91243225,1.1226859,1.1387815,1.1116248,1.0643288,1.1061443,0.8123374,1.059491,1.0859625,1.1668234,0.6966197,1.0176492,0.9587473,1.0400332,1.1491514,1.1242176,1.0297163,0.76011944,1.0920861,0.8922702,0.99855024,1.0500734,1.0245262,0.7924822,0.79658246,1.1647304,0.6834537,0.95814216,1.0572916,1.0030569,1.0481788,0.9592339,1.0347903,0.864533,1.0739298,0.92630196,0.9831789,1.1919913,1.0302514,1.2308388,0.9916324,0.99443275,1.011458,0.99554116,1.0428716,0.8712214,1.0168117,0.8949364,0.8359498,1.1492321,1.181222,1.2168108,1.1279283,0.79989994,1.0949585,0.82277787,1.0755049,0.99814194,0.61557865,1.2074386,0.65905565
lamp,1.1162072,1.0510641,0.9111234,1.2876682,0.8736466,0.8170694,1.0608633,0.8156087,1.0923699,1.2454498,0.75612843,1.2275128,1.4802101,0.86623853,1.097035,0.9742898,0.9597321,0.6764585,0.7645687,0.9305923,0.91194063,1.1465601,0.8199563,0.62939095,0.98848563,0.85675144,1.0286702,0.8930656,0.59516937,0.97528386,1.3411082,1.2472764,0.97370684,0.894689,1.2136225,1.0494227,0.7389704,1.172374,0.70549196,0.94812834,1.1320691,1.279688,0.79163545,0.9736148,1.2628652,1.0168349,0.8466112,1.2563032,1.1172243,1.2575881,1.2938079,0.83486575,0.48194897,1.286514,0.49786693,1.0480112,1.1096641,1.0303682,1.438613,1.1419917,1.256358,0.9052767,1.392251,0.80626875,1.0421723,0.93039,1.3658662,0.72679913,1.3594093,0.59757763,0.8156817,0.0,1.242883,0.86030704,1.461992,1.0341955,1.084819,1.0717626,0.778902,0.9237783,0.9091901,1.1166704,0.96045315,1.1148685,1.3568913,1.324549,1.1912029,0.7863702,0.7502455,0.9553481,0.87914395,1.1383146,0.50337434,0.7724085,0.88533187,0.86624604,1.0068582,0.7530031,1.1574436,1.0208317,0.9318961,1.1874512,1.0019574,1.3275616,1.1193551,1.2136984,0.9524637,1.0546548,0.69968396,1.0028745,0.9355006,0.9797161,0.9516576,1.0289909,0.7330051,0.56756735,0.7666774,0.8312675,1.1642654,1.3094358,0.96921366,1.1836914,0.8486942,1.1630454,1.0450015,1.1471561,0.9785015,0.99586797,0.95186967,0.9099996,1.2974472,0.58297986,0.81238854,0.8012805
melon,1.0266488,1.0536059,1.0478595,0.9625926,1.0689588,0.9971429,0.43707108,1.0178132,0.81795007,0.96940655,1.2463771,1.0249909,0.78631186,1.0622278,0.9573575,0.78679246,0.9846619,1.2225682,0.86909276,0.94559973,1.0959477,0.87817943,1.0708169,1.1319836,0.8842701,1.0143051,1.0032964,1.0685846,1.2213731,0.92599225,1.0390453,0.94634753,0.9767269,1.0976975,1.033606,0.92399037,1.1170619,0.8509979,1.1078715,1.1189319,1.1086429,0.85935104,1.1205717,1.0669209,0.85499156,1.1220645,1.0384083,1.0052111,0.98615456,1.0471241,0.9633295,1.1677682,1.2996976,1.1174135,1.1048175,0.89178467,0.9010945,1.1016067,0.9206785,0.79751116,0.93485194,0.8330178,0.83395135,1.1722928,0.81955236,1.0974607,0.8704568,1.174953,0.96493787,1.0440482,1.0822604,1.242883,0.0,1.1792932,0.82676184,0.96009606,1.0292002,0.9861466,1.2271738,1.0529402,1.0843531,1.0643753,0.7742861,0.9019966,0.85114264,1.0147732,0.9398838,1.1427994,1.143154,1.0721841,1.182808,0.88178843,1.2595191,0.9085707,1.1179726,1.2705964,1.000258,1.0891929,1.1457971,0.95266587,1.1883029,0.9457519,0.7786329,0.9116568,1.1479504,1.052273,0.864182,0.89222217,1.0508289,0.716751,1.2345359,1.0467747,0.91652405,1.1134737,1.2349902,1.0789496,1.170694,0.9955885,0.8936434,0.95039564,0.8708265,0.9168634,0.9331901,1.1940176,0.9046501,0.8678342,1.0680468,0.755564,0.86964273,1.098291,0.8575002,1.1775763,1.2159071,1.0616249
milk,1.133753,1.1763886,0.93375224,1.1034772,0.958539,1.0483569,1.0224152,0.79098034,0.96322393,1.0770069,1.1165484,1.142233,1.1433752,0.95647347,0.88630044,1.078756,0.87887317,0.8880465,0.87938744,0.7702875,1.0510005,1.0817088,0.55654,0.80546606,1.1327765,1.0430286,1.1660588,0.97144324,0.7035942,1.083422,1.1417196,1.2364075,1.1589919,1.0517085,1.018081,1.1229223,1.0531387,1.0133703,0.805233,1.0676943,1.014726,0.9319559,1.0023831,0.8243128,1.0322614,1.101969,0.9030863,1.1863714,1.0204328,1.1672721,1.1197354,1.1371384,0.84209156,1.1497227,0.9787899,1.0215875,0.9982746,1.1490731,1.0437357,1.0589633,1.1477021,0.9986533,1.201861,1.0733515,1.238745,0.9231602,1.1187204,0.7798016,1.1753838,1.012263,0.91243225,0.86030704,1.1792932,0.0,1.0051836,1.179102,1.073428,1.1115934,0.95669186,0.79393375,1.0899014,1.0152671,1.0580491,0.99667037,1.0635028,1.170645,0.9551086,1.022641,1.0471362,1.0597825,0.749257,1.1059251,0.84807026,0.99811983,0.73033535,0.88974553,0.8376564,0.8265426,1.1498839,1.0197186,1.0055339,1.0297596,1.0360798,1.1122587,1.067033,1.2193687,0.94099754,1.1521957,0.85001224,1.0193622,1.1005148,1.0668038,1.057765,0.8908208,0.93988395,1.0879775,0.95208097,0.89718497,0.9664551,1.0852652,1.0503124,1.076385,0.81482697,1.0900612,1.1617064,1.1541977,0.7596123,0.83718044,0.7972742,0.9120762,1.1982112,0.9677829,0.990985,1.0186418
mitten,0.78310835,1.126357,1.2711229,0.41262543,1.3015759,1.3768743,0.92157966,1.1497283,0.731355,0.6423084,1.5724696,0.65292287,0.41892081,1.0994855,0.73952484,1.2053338,1.0567836,1.5324392,1.4581249,1.0186608,1.4310185,0.71713,1.06497,1.3547759,0.9493348,1.2845938,0.94004774,0.958484,1.3672924,0.8873361,0.7438057,0.70768285,0.7334522,1.4274647,0.6586557,1.0882808,1.5283513,0.6225853,1.5036731,1.0447291,0.7294592,0.41642416,0.97177476,0.96549904,0.6647506,1.1008455,1.2991917,0.8043957,0.85167307,0.83154637,0.8139781,1.3198218,1.3674017,0.75490093,1.6047301,1.0338277,0.61569965,1.2867581,0.21610528,1.0285375,0.6462939,1.0388331,0.38453192,1.4185939,0.8434941,1.115453,0.5278,1.1593571,0.5548645,1.5594678,1.1226859,1.461992,0.82676184,1.0051836,0.0,0.88561654,1.148766,0.9847025,1.4951887,1.0189127,1.3513458,0.9625198,1.2574974,0.77365136,0.51123506,0.61083436,0.6895673,1.4486256,1.4669217,1.2615471,1.0639901,0.8070245,1.3491545,1.4632714,1.1726706,1.0230501,0.8442525,1.3009127,1.128186,0.8096163,0.9180129,0.59274757,0.85971814,0.49401325,0.8888463,0.7987817,0.914412,1.0360894,1.3070025,1.1750548,1.4116516,0.9713838,1.3921309,0.7686461,1.4589014,1.6068559,1.3909464,1.2710598,0.6298168,0.53799725,1.0453494,0.6491437,1.327847,1.008566,1.0126417,0.6439918,0.8920992,1.0506322,0.94701374,0.8884711,0.7737746,1.2402797,1.4512658,0.9082742
motorcycle,0.792928,1.1907635,1.1329944,0.9921791,1.1604214,1.0507727,1.0778683,0.9322827,0.96579784,1.0276555,1.1922753,0.9583659,0.97098553,0.7798317,1.0555935,1.0506253,1.0483656,1.1676265,1.0714781,0.95827556,1.0164286,0.9614946,1.1192478,1.2147205,0.7659416,1.1620672,0.8874337,1.0582561,1.0643318,0.98563623,1.0800576,0.916713,0.92956626,1.0374744,1.0429168,0.87063766,1.1979811,0.8936397,1.2315972,0.72626483,0.63521314,0.8062087,1.0258814,0.98002845,0.8996003,1.2070432,1.1502345,1.044179,0.9578876,1.1590097,0.9862077,1.0062226,1.0089346,1.1495638,1.0463217,0.72756267,0.9098406,1.0782,0.95508736,0.9470063,0.92908484,0.8578266,1.0361576,1.1083513,0.79629016,0.87128365,1.0295465,1.0168973,1.0169291,1.0766625,1.1387815,1.0341955,0.96009606,1.179102,0.88561654,0.0,1.0760142,0.82990795,1.1801713,1.2035255,1.2178557,1.0958358,1.1446644,1.0006905,0.9377538,1.0165387,0.9638502,1.0757328,1.1188698,1.032455,1.1025802,0.8759123,1.0559124,1.0169137,0.9747547,1.2346704,0.9810599,0.99115294,0.90140885,1.019367,0.7349917,0.9258797,0.86151266,0.94569,1.0659968,1.0701494,1.0480224,0.931883,0.87128437,1.2197133,1.1963532,0.9480172,1.0562581,1.1856582,1.1093403,1.0127679,1.1708432,1.0688189,0.81478196,0.9762324,0.93337995,0.8987303,1.0237641,1.2225548,0.8509601,0.91764635,1.1517216,0.939931,0.8907348,1.0553123,0.72762764,1.1674855,1.1436403,1.0602962
mouth,1.0829177,0.603618,0.834134,1.0724158,0.91557693,0.98498124,0.98746496,1.0078154,1.2386931,1.2079039,0.89097804,1.2200508,1.0421804,1.1417067,1.1987104,0.9313446,1.1356643,1.0251579,1.0260862,1.0639532,0.9624869,1.050375,1.1027495,1.1268964,1.156829,0.95702964,1.1701436,1.217089,1.0693781,1.1663017,1.0123332,1.1197155,1.0198865,0.9916775,1.2275934,1.0670562,0.8793875,1.1926455,1.0042491,1.0965666,1.1920894,1.1687455,1.1457195,1.0926156,1.1054478,0.6913028,1.0182321,1.0857134,0.9822196,0.6235358,0.8308707,1.013824,1.0951535,0.77715695,1.0279797,1.0656401,0.9347689,0.67866164,0.9893244,0.815256,0.945558,1.0678307,0.85719305,0.8970603,1.0481572,0.9932295,1.1176016,1.0860173,1.0853604,1.0092542,1.1116248,1.084819,1.0292002,1.073428,1.148766,1.0760142,0.0,1.101297,0.8328433,1.1187173,0.68486845,0.59388244,0.96925366,1.1457644,1.0685312,1.0032439,1.1420362,0.995139,0.9360366,0.9592626,1.1279095,1.0922415,1.0820322,1.0313916,0.9971783,0.9405656,1.1556127,1.0975425,0.885753,1.1704631,1.118262,1.0555733,1.0423357,1.0572106,0.9696133,0.9410813,1.0538177,1.0831882,1.1618128,1.0618178,0.70605093,1.108136,0.9374132,0.8597478,1.0473201,0.9988081,0.9245963,0.89434266,1.1415044,1.1137649,1.0031394,1.1858896,0.95753217,0.6365601,0.89624333,0.9646596,1.1498779,1.0499482,1.2297161,0.97358286,1.0065799,1.1763911,0.8082101,1.1312873
muffin,0.85163033,1.025469,0.9362706,1.0928396,0.96164376,0.9752641,0.9182444,1.0327917,1.0658953,1.1242839,1.0944186,1.0533258,1.077605,1.0219208,1.0396641,1.0718527,1.1270522,1.0833088,0.97522473,1.0961282,0.5344276,1.0943744,1.1037732,1.121072,1.1280808,0.9834339,0.9025032,1.1268967,1.0989064,1.0876766,1.0663846,0.929107,1.0835254,0.44003665,1.144238,0.14543384,1.113077,1.1395924,1.09936,0.67489696,0.7301992,0.93254477,1.0915997,1.1220713,1.1090299,1.0747769,0.8107026,1.0764191,1.0969205,0.99294055,1.0088537,0.9061233,1.0423659,1.0076042,1.0336287,0.8778564,1.068785,1.0498811,0.9934256,1.0063704,0.94763726,0.9265753,0.9990622,1.0431838,1.041376,0.92699724,1.1391484,1.0188912,1.1144452,1.0993509,1.0643288,1.0717626,0.9861466,1.1115934,0.9847025,0.82990795,1.101297,0.0,1.0743641,0.99794,0.9624326,0.96607983,0.90606606,1.1013474,1.0893061,1.0309062,1.0701385,1.0729928,1.0650246,0.45657587,1.0408099,0.8165794,1.0599548,0.77470124,0.9390661,0.9661302,1.0307509,1.1195172,0.50171053,1.1039578,0.79782206,1.0831059,1.0631993,1.110398,0.9456724,1.0891465,1.0335066,1.0399989,1.0673269,1.0841292,1.0422829,1.1188852,0.89040434,1.191034,0.96489495,0.96625876,1.0334247,0.96579665,1.164611,1.0850561,1.0600636,1.0534029,1.036555,1.0377059,0.90639746,1.1306688,1.0280446,1.0674334,1.0858679,1.083848,0.953152,1.083332,1.1085595,1.146532
nail,1.3991959,0.7080999,0.31218714,1.4187171,0.343279,0.4917326,1.0637407,1.1210974,1.4942999,1.4905963,0.39748132,1.5207715,1.4052522,1.1213909,1.3452191,0.8310685,1.0906706,0.16495228,0.57071567,1.3048701,0.43004227,1.3382595,1.1512318,0.8898835,1.2299643,0.36601293,1.1931744,1.3113973,0.76916295,1.2760315,1.1216147,1.4164748,1.2223116,0.5645869,1.5027779,1.0656638,0.24706447,1.5532418,0.24858195,1.1742011,1.3868017,1.3859296,1.3008227,1.2747097,1.291743,0.5519145,0.48636222,1.2358786,1.0578394,0.8043698,1.0589155,0.54077387,0.7615098,0.9886029,0.61908525,1.0561807,1.2609432,0.41466713,1.3591343,0.9585657,1.2336528,0.9517351,1.2512447,0.22781056,1.2129172,1.0951841,1.4392731,1.0504487,1.4738485,0.6857883,1.1061443,0.778902,1.2271738,0.95669186,1.4951887,1.1801713,0.8328433,1.0743641,0.0,0.9095403,0.4731189,0.77145195,0.70644236,1.4352893,1.398309,1.4207324,1.4400783,0.29162693,0.26204616,0.73064095,0.9284922,1.3002601,0.84738314,0.7510278,1.043122,0.76629525,1.3522854,0.94923884,0.8204011,1.4311805,1.2456286,1.3833674,1.3461616,1.4338119,1.1777496,1.1133146,1.1425718,1.169123,0.9576349,0.9425497,0.12732911,1.1850643,0.35741097,0.9660511,0.36248857,0.598428,0.54125017,0.701865,1.4076625,1.4430596,1.1275055,1.5350772,0.5572533,0.55298,1.0465207,1.20523,1.0196002,0.8873112,1.3446252,1.1765755,1.2746811,1.0265725,0.19402611,1.3030763
napkin,1.3096628,0.8308786,0.936597,1.3083253,0.9954397,0.9552887,0.97807854,0.8177256,1.1852782,1.0028783,0.76156527,1.0322623,1.281579,1.0656018,0.5786372,0.9688865,0.82655275,0.9012809,0.8095162,0.88984543,0.7704373,0.954349,0.804059,0.5788888,1.278862,0.863517,1.2669394,0.78098255,0.8790177,1.1433988,1.207816,1.1781075,1.0811987,0.7633294,0.8942361,0.8584229,0.80071634,1.2151325,0.77452147,1.0249108,1.2507182,1.0886145,1.1160899,0.74549663,1.2551863,0.7922002,0.9134674,1.0604731,1.3687843,1.0009044,1.015655,0.9196037,0.92476124,0.82172555,0.7508759,1.1368002,1.0912097,0.99576694,0.9281266,1.0616355,1.3409522,0.933308,1.1528047,0.9037258,1.092251,1.1540956,1.33547,0.8390557,1.2236005,0.7791102,0.8123374,0.9237783,1.0529402,0.79393375,1.0189127,1.2035255,1.1187173,0.99794,0.9095403,0.0,0.735325,1.1069145,1.0278345,1.130699,1.2168308,1.0851347,1.0726616,0.96883965,0.8783364,0.7414247,0.4776261,1.3066515,0.92509395,0.7249075,1.0534071,0.7946031,0.8599648,0.80331826,0.97389555,1.1879631,1.191423,1.1094462,1.0915828,1.2792064,0.73220426,0.955534,0.82995707,1.2467797,0.94901156,0.96921015,0.8720703,1.1877222,0.8850519,0.6692807,0.86158323,0.7896272,0.7747496,0.8894816,1.1461506,1.2942269,1.0353562,1.2234546,0.97444814,0.842572,1.0657251,1.0580817,0.084131956,0.8907699,0.8855421,1.3146656,1.1633195,0.7039294,0.9542119,1.2369045
necklace,1.4194074,0.33158898,0.5567095,1.3503761,0.6737522,0.6927165,1.0058764,1.1344295,1.5077934,1.4717534,0.44781113,1.4213624,1.2704486,1.1931218,1.3337708,0.8932119,1.19245,0.65281713,0.8272427,1.304528,0.63494694,1.1394141,1.1649398,0.8401863,1.3312919,0.561834,1.2282217,1.2461066,0.9855249,1.358695,1.1067163,1.2501788,1.1048245,0.63203305,1.4304814,0.9235294,0.48049986,1.5665162,0.6310141,1.1925107,1.4248979,1.3647149,1.276298,1.2257744,1.3567612,0.39941204,0.72196615,1.0842137,1.1842096,0.5078924,0.8326491,0.6675044,0.9938586,0.6407509,0.68150556,1.117036,0.9571324,0.35354352,1.0690321,0.90653515,1.1147816,0.9921167,0.94774073,0.51159036,1.0305893,1.1653281,1.4211092,0.91706413,1.3397484,0.662086,1.059491,0.9091901,1.0843531,1.0899014,1.3513458,1.2178557,0.68486845,0.9624326,0.4731189,0.735325,0.0,0.64641345,0.81442636,1.37285,1.3890505,1.1919013,1.4424738,0.6937136,0.5603282,0.5512577,0.99411553,1.3148546,0.98462725,0.87037206,1.0978696,0.6890308,1.239677,0.99211204,0.69252884,1.377904,1.205747,1.3216479,1.2173971,1.2961075,0.7900845,0.79447037,0.97162515,1.18172,1.1358299,0.96043295,0.32831717,1.3370485,0.6617707,0.8037112,0.6682739,0.6090021,0.7247802,0.806773,1.4327238,1.3863227,0.99727756,1.553579,0.8258344,0.3838082,0.8623942,1.0051471,0.96217144,1.0648223,1.3745667,1.2773724,1.1463369,0.932872,0.43100357,1.3879724
nose,1.1069499,0.63227206,0.7860284,0.95821756,0.8164921,1.0292559,1.0127935,1.2541771,1.1630408,1.1922461,0.99923474,1.1597921,0.94445354,1.2003953,1.235997,1.1546363,1.2345374,1.0324248,1.1153109,1.3026302,0.9653165,1.0150441,1.1784053,1.1810931,1.1466751,0.88875335,1.0990801,1.2111474,1.2246773,1.132893,0.92074287,1.0768713,1.0281761,0.9796506,1.2014244,0.98986936,1.0054103,1.1916289,1.039267,1.1522527,1.1543597,1.0562615,1.0353209,1.0785869,1.1275434,0.61253464,0.9050959,1.0147078,0.8359374,0.3702333,0.84527767,1.0155151,1.1952733,0.62450266,1.1857072,1.1473422,0.7468935,0.4510079,0.83438444,0.93623143,0.72994834,1.1211847,0.5984813,0.8496174,0.97443956,1.0951295,1.1180923,1.0695475,1.0697049,1.1837225,1.0859625,1.1166704,1.0643753,1.0152671,0.9625198,1.0958358,0.59388244,0.96607983,0.77145195,1.1069145,0.64641345,0.0,0.9330152,1.0841116,1.0824623,0.9828083,1.1515651,1.0025645,0.96484685,0.8177134,1.1707419,1.0679537,1.1744475,1.2015773,1.0568913,0.88199943,1.1762747,1.1324476,0.74424577,1.066271,1.0488703,1.1199905,1.1791807,0.9824675,0.93153137,0.80581725,1.1086998,1.0962626,1.2258886,1.1068367,0.6411864,1.1817237,1.0165815,0.95579064,1.0625395,1.144545,1.1030663,1.0777404,1.1345836,1.0566075,1.149016,1.1631962,0.97158676,0.42372835,0.78083897,0.95462203,1.1762779,1.1839516,1.3236269,1.032268,0.97604555,1.1940688,0.7325314,1.0420969
orange,1.2169633,0.9373913,0.46082294,1.2796382,0.36764634,0.43289024,0.49664736,1.1613655,1.2607756,1.2982433,0.7975411,1.3771787,1.2708176,1.0364687,1.2474239,0.8892645,1.0664239,0.7183932,0.6800926,1.2356751,0.63204587,1.3401762,1.1538329,1.0014228,1.0623828,0.6390434,1.006157,1.3276021,0.82003397,1.2753608,0.98905843,1.127002,0.9420774,0.6750368,1.4062815,0.87163407,0.63567084,1.3885301,0.6840501,1.2268878,1.3182518,1.2377392,1.2553228,1.1839993,1.2371663,0.86670923,0.34875864,1.1816815,1.0008047,0.8916387,0.9610676,0.6048293,1.1022005,1.0734341,0.7887535,0.81358707,1.0780271,0.8616778,1.2331783,0.48684466,1.184951,0.779475,1.1466854,0.7030583,1.0455915,1.0282571,1.2254313,1.0788608,1.2956827,0.75706506,1.1668234,0.96045315,0.7742861,1.0580491,1.2574974,1.1446644,0.96925366,0.90606606,0.70644236,1.0278345,0.81442636,0.9330152,0.0,1.2563353,1.3264703,1.3109442,1.2497957,0.7658533,0.72206306,0.7840829,1.0911783,1.0966862,1.0799748,0.6988827,0.9822012,0.91576153,1.3299813,1.0030407,0.76463974,1.2785486,1.2188034,1.3234242,1.0422982,1.303469,1.1885545,1.1803381,1.2877033,1.0527297,0.9723983,0.8052945,0.7495236,1.1175878,0.45625877,1.1440656,0.7665612,0.74167573,0.71702725,0.76460445,1.3307762,1.2820501,1.0243329,1.345238,0.5073473,0.83554083,0.9140035,1.1680268,1.1354282,0.6427015,1.1553944,1.0742414,1.116681,1.1857789,0.77336097,1.1903384
oven,0.8359822,1.2877824,1.4990819,0.61911607,1.4519076,1.5110998,1.0940285,1.0145535,0.37387526,0.6324021,1.3033893,0.5483306,0.7003155,1.1078572,0.82774353,1.281088,1.0572506,1.355054,1.2340782,0.82108855,1.3855634,0.6322613,0.71377206,0.75559545,0.72077584,1.3460647,0.8603939,0.58794254,1.1235675,0.6209879,0.9007977,0.6567889,0.8616096,1.370399,0.52643996,1.0920845,1.4912345,0.4543748,1.338824,1.0318389,0.8879591,0.9982793,0.4672451,0.52784723,0.84946513,1.2708839,1.3509839,0.73688823,0.9942861,1.1707398,1.077039,1.3754458,1.2443496,1.1182063,1.2626488,1.3874269,0.88262653,1.31371,0.99069715,1.1592596,0.7928633,1.3174133,0.8840116,1.4521797,0.86696446,1.0889224,0.6769165,0.91019,0.62632847,1.1969817,0.6966197,1.1148685,0.9019966,0.99667037,0.77365136,1.0006905,1.1457644,1.1013474,1.4352893,1.130699,1.37285,1.0841116,1.2563353,0.0,0.78046685,0.61319613,0.75548327,1.3109939,1.3790199,1.2695937,1.1061407,0.9464546,1.1975682,1.187569,1.1600752,1.232219,0.77478284,0.89219165,1.2242916,0.15690029,0.98636705,0.74804485,0.9642649,0.6173563,1.0189534,0.83171993,0.94923663,0.7814488,0.799825,0.99138135,1.4704161,0.9764103,1.3905525,1.1800436,1.3609681,1.3052015,1.2871826,1.2953653,0.75224817,0.64784,1.0644834,0.5426661,1.3441521,1.331679,1.1143991,1.0114185,1.0469942,1.3237885,0.6811141,0.9060644,0.7918346,0.91011333,1.393326,0.57454026
