,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,helicopter,horse,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
stroller,0.8559341,1.2476535,1.3865855,0.76250815,1.358245,1.3113451,1.1717257,0.95413256,0.67668897,0.7059897,1.3800244,0.66990507,0.65515554,0.99912614,0.7558303,1.0440023,0.8966888,1.2928023,1.2668107,0.80325675,1.4213226,0.64243644,0.9608877,1.1475406,0.91743785,1.3526213,1.0348791,0.6143055,1.1213083,0.7337897,0.81025934,0.88149977,1.0441865,1.4312037,0.56450737,1.1739091,1.4189165,0.42244518,1.3166475,0.9106756,0.7773205,0.47235864,0.8228271,0.9924468,0.53577733,1.3572363,1.3790786,0.9138353,0.8474089,1.2502698,1.1228485,1.4305673,1.0538845,1.1638998,1.3183501,0.9937068,0.92851317,1.3102442,0.7617581,1.1571413,0.81279546,1.1253998,0.9567054,1.3626642,1.0788895,1.045662,0.48529035,0.9671042,0.7056258,1.3499897,0.8712214,1.1642654,0.8936434,0.9664551,0.6298168,0.81478196,1.1415044,1.164611,1.4076625,1.1461506,1.4327238,1.1345836,1.3307762,0.75224817,0.52143425,0.7649512,0.7926243,1.3705696,1.4174433,1.3634701,1.068765,0.8749339,1.0670121,1.3004594,1.0081229,1.2080228,0.50355077,0.9380446,1.2857271,0.73709536,0.80579025,0.72815084,0.6978553,0.71442294,1.0373065,1.0914075,0.7278937,0.9992748,1.1088421,1.0108353,1.4491589,0.9293033,1.348554,1.0197862,1.3317089,1.3713348,1.3202454,1.1868674,0.0,0.64273894,1.0239596,0.62332225,1.2850772,1.3360467,1.1386852,0.7957277,1.0030142,0.8699174,0.72060335,0.9086807,0.8652959,0.9102596,1.378701,0.8218459
sweater,0.67740595,1.2107136,1.4307499,0.3680892,1.3651311,1.4178495,1.1348614,1.2358791,0.522403,0.50348693,1.4516661,0.48586476,0.26032102,1.0419536,0.8002072,1.2869196,1.2075788,1.4341581,1.5207121,1.0793186,1.4440601,0.7599936,1.1677508,1.2784386,0.75643337,1.3588058,0.6849598,0.7910228,1.3390459,0.6342853,0.44491196,0.5804219,0.9028874,1.432375,0.5389435,1.2012119,1.5726587,0.47116864,1.5365585,1.0527325,0.67956203,0.75885373,0.6814037,1.0295317,0.48015553,1.2805971,1.3229542,0.5794536,0.7430395,1.0611422,1.1040504,1.3527023,1.3096075,0.98683643,1.5087816,1.261181,0.894915,1.2314688,0.7655457,1.2456222,0.43385053,1.2168362,0.6905985,1.3757094,0.9333204,1.0456655,0.26196122,1.2811565,0.21378088,1.4519373,1.0168117,1.3094358,0.95039564,1.0852652,0.53799725,0.9762324,1.1137649,1.0850561,1.4430596,1.2942269,1.3863227,1.0566075,1.2820501,0.64784,0.46240628,0.2973045,0.79765046,1.4023658,1.4803448,1.3357542,1.262816,0.8472371,1.2920533,1.4749458,1.1006439,1.1804372,0.84012145,1.2768643,1.163512,0.51557314,0.88475394,0.67197585,1.0423502,0.14337397,1.0425524,0.788767,1.0516468,0.8237213,1.2504375,1.0679172,1.4102457,0.885647,1.415863,1.2056186,1.3633038,1.5282375,1.3462384,1.4037173,0.64273894,0.0,1.0504339,0.495902,1.46528,1.2047919,1.1592036,1.0053746,1.1883286,1.329512,1.0485427,0.85484403,0.85600907,1.0081266,1.4185323,0.62860864
swing,1.0551846,1.0740387,1.1584966,1.0242962,1.1263102,1.0867901,0.9758832,0.93036944,0.97853446,0.882489,1.0658787,0.9632928,1.0150024,1.072472,0.9102744,0.97706693,1.0078499,1.1043878,1.0940964,0.94027203,1.0989733,0.9791944,1.0851576,1.0385281,0.932215,1.0654207,0.91045403,0.9222732,1.0077055,0.97619057,1.0219415,0.9501256,0.8403225,1.0879735,0.9651495,1.0134083,1.0165411,0.92117745,1.1361959,1.0362729,1.0110524,1.0884886,0.928974,1.044793,0.9762272,1.0933564,1.150796,0.9869904,1.0781386,1.1286008,0.96405405,1.093193,1.0784147,1.0866122,0.99325854,1.065767,1.0280392,1.1144533,1.0775579,0.96912754,1.0514356,1.0687577,1.0802629,1.184599,0.9658377,1.0355415,0.96901673,1.0600146,0.9929703,0.9264636,0.8949364,0.96921366,0.8708265,1.0503124,1.0453494,0.93337995,1.0031394,1.0600636,1.1275055,1.0353562,0.99727756,1.149016,1.0243329,1.0644834,0.9689304,1.0230153,1.0046344,1.0289881,1.0306408,1.1316961,0.92048293,0.9472471,1.0853115,1.0814152,1.0379483,0.9962135,0.9328283,1.0942347,1.1627674,0.9952482,1.1054926,0.8817715,0.9075823,1.0279635,0.8883944,1.0643771,0.91524255,0.9748433,1.0058894,0.9852713,1.134891,0.76534176,1.0748019,1.0008743,1.0556387,0.9875489,0.9672288,1.1398132,1.0239596,1.0504339,0.0,0.9213153,1.0831951,1.1713406,0.9206661,0.9187621,1.0114452,1.0521097,1.0036345,0.94478405,1.0050601,0.95486516,1.0856453,0.95074326
table,0.7402937,1.4517312,1.5128776,0.48853338,1.4378225,1.517353,1.1247079,1.0095795,0.3564043,0.24611568,1.4815955,0.18927109,0.54021,1.0272803,0.6034159,1.2688489,0.9045005,1.4957616,1.3249266,0.8019508,1.4891315,0.6658234,0.9565244,1.1951978,0.7319915,1.457706,0.7974634,0.53508186,1.216298,0.6018053,0.77450424,0.37640822,0.89660966,1.471858,0.35465753,1.0926697,1.6093826,0.267308,1.4774591,0.9775627,0.6997086,0.75617194,0.54509085,0.6826085,0.62448287,1.4698551,1.3534403,0.776433,0.87592316,1.2646399,1.1061368,1.44257,1.2236077,1.1692331,1.4061794,1.2725735,0.90051997,1.4502032,0.86811614,1.1509813,0.76615083,1.3273854,0.83751935,1.5862195,0.9074902,1.1388009,0.47693908,1.0809314,0.5478273,1.3581349,0.8359498,1.1836914,0.9168634,1.076385,0.6491437,0.8987303,1.1858896,1.0534029,1.5350772,1.2234546,1.553579,1.1631962,1.345238,0.5426661,0.5360663,0.656706,0.5601675,1.4096228,1.5161412,1.4327307,1.0139129,0.74448335,1.2376285,1.206976,1.1817979,1.1765531,0.80303884,1.1550449,1.3138907,0.46377122,0.9476734,0.6610631,0.91213685,0.55659217,1.0412627,1.0035505,0.9491398,0.8385042,0.8719537,1.0446169,1.5893002,0.6660675,1.5292988,1.1866776,1.351485,1.442152,1.3907714,1.2893407,0.62332225,0.495902,0.9213153,0.0,1.394977,1.4378424,1.1346657,0.9589681,1.038058,1.247313,0.66793233,0.7789978,0.85043967,1.0274173,1.550555,0.55645186
tape,1.3135389,1.0007252,0.4387169,1.4584603,0.34929228,0.42539054,0.82042193,0.9041425,1.3858433,1.4239659,0.76967704,1.4740994,1.4606813,0.87824494,1.2466794,0.71319103,0.90405625,0.53302795,0.35273272,1.0370138,0.5511071,1.4167616,0.94498247,0.97742975,1.188015,0.80763036,1.2471335,1.3070421,0.6438728,1.3460438,1.1972924,1.3127115,1.1945474,0.5997216,1.4375379,0.9611994,0.57102597,1.465651,0.39288777,1.1121417,1.2778145,1.1172047,1.3693069,1.1571145,1.2538922,0.9251224,0.47019494,1.3410957,0.91261303,1.0525612,1.0496947,0.76820606,0.87303233,1.1761544,0.71340084,0.7107722,1.071531,0.79015034,1.2295513,0.6001317,1.3285198,0.6152353,1.3191041,0.5067104,1.1940612,1.0215609,1.3939483,0.78922427,1.509315,0.74944484,1.1492321,0.8486942,0.9331901,0.81482697,1.327847,1.0237641,0.95753217,1.036555,0.5572533,0.97444814,0.8258344,0.97158676,0.5073473,1.3441521,1.351924,1.5258412,1.2584195,0.6766621,0.6540086,0.7700686,0.9252602,1.1903553,0.88039464,0.5539081,0.93037003,0.92574793,1.2978346,0.748549,0.8168406,1.4344234,1.1413039,1.3831136,1.0976272,1.4737031,1.1452603,1.3265737,1.2374449,1.1513543,0.8120885,0.98124844,0.6481656,1.1194885,0.48548186,0.9362149,0.72902423,0.6970852,0.7460343,0.64337415,1.2850772,1.46528,1.0831951,1.394977,0.0,0.88347226,0.91119224,1.1644473,1.0453401,0.47466725,0.9315027,1.0742137,1.2187752,1.2713311,0.5769808,1.3203657
toe,1.287621,0.36315507,0.52534974,1.0101373,0.59808505,0.7589655,1.0466381,1.2377385,1.4959908,1.3834939,0.6665428,1.3577299,1.0806588,1.2517955,1.3612332,1.0370781,1.2335622,0.81129134,0.9645141,1.3779973,0.70798755,1.1583877,1.2280278,1.1011945,1.4025624,0.7008201,1.2825264,1.3555863,1.1214598,1.3804772,0.86129403,1.2329755,1.1259761,0.73191166,1.3242962,1.0891376,0.6507366,1.5051477,0.79651856,1.1445564,1.3468812,1.1936125,1.3208754,1.1982042,1.2442098,0.27188432,0.7122621,1.0793487,1.0119437,0.14924484,0.685784,0.7015195,1.1931717,0.22103596,0.9803794,1.149773,0.85905814,0.35848045,0.72067684,0.86740303,0.97155756,1.0025378,0.56405663,0.5946826,1.0983537,1.1831992,1.2665391,1.0916831,1.155916,0.9962728,1.181222,1.1630454,1.1940176,1.0900612,1.008566,1.2225548,0.6365601,1.0377059,0.55298,0.842572,0.3838082,0.42372835,0.83554083,1.331679,1.2088338,1.0123516,1.3389503,0.80842984,0.6942525,0.6192669,1.0330782,1.3417104,1.1777394,1.0153875,1.1272323,0.6504238,1.3356618,1.1153717,0.55161387,1.3894814,1.1503386,1.3007925,1.3330764,1.1303041,0.745027,0.72213006,1.1572884,1.2020204,1.3032752,1.0831536,0.29765284,1.3252959,0.68851054,0.60079736,0.8682257,0.93280077,0.7987789,0.91282046,1.3360467,1.2047919,1.1713406,1.4378424,0.88347226,0.0,0.8949348,0.9200786,1.0087366,1.0799239,1.4707521,1.1949136,1.081393,1.1428622,0.50509435,1.3772936
tooth,0.9595472,0.8120774,1.0362394,1.086839,1.0290176,0.9424682,0.8427752,0.97677076,1.1131935,1.1219242,0.9784029,1.1010759,1.0640049,0.9920413,1.1280023,1.0427706,1.1312282,1.0840399,1.1154909,1.0362265,0.9789141,1.0118203,1.122445,1.0914603,0.9523084,0.8520407,1.0576599,1.2027426,1.1970874,1.0807508,1.0505404,1.0495249,0.9560724,0.9598349,1.1790138,0.8916893,0.8837217,1.1191568,1.1390893,1.1058222,1.1391606,1.0966096,1.1818316,1.0651591,1.1107141,0.9136791,1.0288665,1.0073029,1.0791197,0.7705178,0.6567965,0.9757984,1.1755893,0.88239473,1.0194013,0.8357048,0.8751817,0.8008688,0.8625613,0.8178147,1.0787482,0.98714083,0.8823613,0.9808348,0.96818596,1.0521072,1.1147745,0.99732894,1.0329449,1.0100833,1.2168108,1.0450015,0.9046501,1.1617064,1.0126417,0.8509601,0.89624333,0.90639746,1.0465207,1.0657251,0.8623942,0.78083897,0.9140035,1.1143991,1.1167283,1.0376962,1.1050549,0.9462384,0.9278851,0.88121957,1.1572847,1.0311441,1.1455622,1.069944,1.1030046,1.1831461,1.1354601,1.0261148,0.86121535,1.1292802,1.0484214,1.0450721,0.88548607,1.1130666,0.8353686,0.8218099,1.115265,1.0036733,0.8666885,0.8890772,0.96022326,1.013511,0.9503935,0.93506396,1.1252294,0.93124217,1.0750052,1.1655989,1.1386852,1.1592036,0.9206661,1.1346657,0.91119224,0.8949348,0.0,0.83226657,1.1265368,1.030993,1.0910734,1.0202472,0.86005616,1.1204325,0.8456452,1.1379937
toothbrush,0.8595942,0.81005436,1.157404,0.7704418,1.1952248,1.1252472,0.88571393,1.1132127,1.0512215,1.0549339,1.1709924,0.97424775,0.86692786,0.97293496,1.1233737,1.0432082,1.0412171,1.2542856,1.24295,1.0834752,1.3362554,0.5775882,1.0987418,1.223016,1.0854172,1.1070476,1.1948628,1.1517795,1.1083225,1.0879321,0.9003291,0.94536257,0.6077444,1.2911485,1.0583193,1.1412103,0.9720745,0.9617432,1.2379732,0.98328274,1.0831583,0.7899314,1.0405614,1.0099189,0.9730559,0.8940113,1.2310699,0.9527039,1.0914024,0.7891294,0.69380796,1.0901251,1.1700815,0.756126,1.1420094,0.8708105,0.7576665,1.0602382,0.5081688,0.8411366,0.9996253,1.0782778,0.63959384,1.2638509,0.75972223,1.0691906,0.90644383,1.1100597,0.8969575,1.1066486,1.1279283,1.1471561,0.8678342,1.1541977,0.6439918,0.91764635,0.9646596,1.1306688,1.20523,1.0580817,1.0051471,0.95462203,1.1680268,1.0114185,0.8230974,0.8771101,0.88701683,1.0489808,0.98291874,1.187231,1.1836028,0.9098903,1.2011093,1.2966963,1.090858,1.1280285,0.9376679,1.1740716,1.1157049,1.0119295,0.9742503,0.91690385,0.548594,0.9482914,0.8761734,0.8891755,0.54448193,1.0965446,1.1945844,1.0171967,1.1380872,1.0549142,1.1995283,0.6536207,1.2497177,1.1434329,1.1754028,1.0611032,0.7957277,1.0053746,0.9187621,0.9589681,1.1644473,0.9200786,0.83226657,0.0,1.0571045,0.93523943,1.0598531,1.0188677,0.87449765,0.9155696,1.1365638,1.1053946
towel,1.2134783,0.9991032,1.0541549,1.1805515,1.0849168,1.111794,1.0671096,0.77238727,1.0584414,0.7874476,0.893102,0.8849232,1.1571838,1.0722748,0.34898233,0.9830166,0.7776556,1.0026014,0.9048984,0.7917252,0.92422754,0.93643373,0.7648724,0.6885648,1.18997,0.9736047,1.1966712,0.70883435,0.8881105,1.0436145,1.1704053,1.1062187,1.0653877,0.9137012,0.73727,0.91894245,0.9400057,1.0434754,0.8965248,0.99749964,1.1308775,0.9616054,1.0590566,0.6916164,1.1473016,0.9742392,1.0263672,1.0526464,1.2827173,1.122454,1.088997,0.9960823,0.9346324,0.91482586,0.8823675,1.1524454,1.1274786,1.1436994,0.8794594,1.1158074,1.3134774,0.9723457,1.1446142,1.0278661,1.0688481,1.1258233,1.1898676,0.9162713,1.1136992,0.88832414,0.79989994,0.9785015,1.0680468,0.7596123,0.8920992,1.1517216,1.1498779,1.0280446,1.0196002,0.084131956,0.96217144,1.1762779,1.1354282,1.0469942,1.0632603,1.0322798,0.9214051,1.0011786,0.9588473,0.95185894,0.40169764,1.1952945,0.94677967,0.8262239,1.0452569,0.8597808,0.7810717,0.84766257,1.1089551,1.1179239,1.1933869,0.9175989,1.0490675,1.1765356,0.7623816,1.001247,0.8383435,1.2027569,0.9197031,1.0478746,1.0126729,1.0644592,1.015448,0.6837524,0.9415083,0.93757796,0.91337615,0.94438916,1.0030142,1.1883286,1.0114452,1.038058,1.0453401,1.0087366,1.1265368,1.0571045,0.0,0.90724474,0.80056936,1.2043661,1.1123799,0.7745983,1.0819051,1.1459955
toy,1.168791,1.0929222,0.61796486,1.3469119,0.6653093,0.5132488,0.6705282,0.82277906,1.2875848,1.2945201,1.0387079,1.3461052,1.2743305,0.8146706,1.0381514,0.5695612,0.6462969,0.74818504,0.6037339,0.83174086,0.8075316,1.1413115,0.95273525,1.071865,1.1996065,0.89884794,1.3384575,1.1553087,0.7459136,1.3039669,1.1847284,1.3670875,1.2272841,0.87821764,1.2415682,0.98524904,0.7160485,1.1680332,0.64497906,1.039847,1.1408517,0.61160964,1.4077039,1.1723669,1.0218217,1.0888661,0.73567,1.3525281,0.9181032,1.1753275,1.0131949,0.9549043,0.81432384,1.2102773,0.8761406,0.4347471,1.0688821,1.1117939,0.98002636,0.5700404,1.3004868,0.6150087,1.2235916,0.7920166,1.2344363,0.91961724,1.1876018,0.94568074,1.3948998,0.92834026,1.0949585,0.99586797,0.755564,0.83718044,1.0506322,0.939931,1.0499482,1.0674334,0.8873112,0.8907699,1.0648223,1.1839516,0.6427015,1.3237885,1.091957,1.4541956,1.0613582,0.94418687,0.9211018,1.006933,0.895151,1.1257402,0.83528525,0.7571317,0.8268279,1.0597322,1.0816567,0.79052263,1.0643072,1.4139935,1.0349071,1.1709605,0.6695937,1.3745022,1.2279472,1.4569633,0.9134643,1.1802117,0.93503505,0.8216648,0.98369724,1.1072783,0.6536957,0.90431,0.9399268,0.9146812,0.858934,0.5473322,0.8699174,1.329512,1.0521097,1.247313,0.47466725,1.0799239,1.030993,0.93523943,0.90724474,0.0,0.7675803,1.0638856,1.1147258,1.1734396,0.97189635,1.3547188
tray,1.012655,1.3566706,1.271155,1.0378922,1.2591506,1.243608,0.98791414,0.55542237,0.66091233,0.7667173,1.2926049,0.8317892,1.0770292,0.87182885,0.70106065,0.9319931,0.5667076,1.2036693,0.6746532,0.4323985,1.1960087,0.97584784,0.5931992,0.8604679,0.91750586,1.32131,1.1200854,0.7522197,0.8529294,0.9372821,1.2043991,0.9400143,1.0899088,1.1999878,0.743629,0.9991025,1.3068991,0.6807601,1.0154207,0.9985873,0.8984653,0.78858054,1.0044166,0.66419214,0.96102583,1.4462563,1.1575792,1.116403,1.0472987,1.4280057,1.141067,1.3915123,0.89758,1.3218694,0.93977684,0.94225585,0.8787069,1.4283149,1.0308774,0.93624055,1.1866425,0.9713917,1.2030295,1.3673383,1.0826573,1.044502,0.9800883,0.63820815,1.0922536,0.95000833,0.82277787,0.95186967,0.86964273,0.7972742,0.94701374,0.8907348,1.2297161,1.0858679,1.3446252,0.8855421,1.3745667,1.3236269,1.1553944,0.6811141,0.95652324,1.1767106,0.67216295,1.2297636,1.2812867,1.2074355,0.7078884,0.8715271,0.9095797,0.6898875,0.95994747,1.083448,0.7674315,0.56546396,1.3532029,0.809669,0.9988779,0.87583154,0.7406873,1.0670631,1.0489234,1.2365776,0.8724926,1.0464908,0.49899185,0.9513436,1.4296007,0.8187903,1.1970719,1.0017292,1.1867683,1.0230552,1.2468883,0.93874866,0.72060335,1.0485427,1.0036345,0.66793233,0.9315027,1.4707521,1.0910734,1.0598531,0.80056936,0.7675803,0.0,0.9329449,0.9958416,1.0850772,1.2867732,1.0115124
tree,0.8057451,1.2961785,1.1596138,0.74812704,1.125542,1.2039548,1.0301281,1.0310844,0.8396353,0.83209926,1.2443554,0.9537672,0.8512068,1.0439925,0.98349047,1.0870291,0.9822838,1.1935403,1.1963612,0.94952154,1.2274601,1.0177075,0.991918,1.243824,0.94599843,1.1989146,0.94417953,1.05905,0.99884903,0.8517573,1.0652541,0.988253,0.9861661,1.2384852,0.94401866,1.1336166,1.2438023,0.799456,1.224644,0.9612836,0.8940674,0.8470086,0.9112561,1.0034525,0.89470404,1.1871257,1.1648293,0.98479944,0.7972503,1.1279818,1.0170004,1.1908121,0.95365924,1.1562263,1.2626804,0.99555194,0.9746001,1.1099389,0.99814475,1.0485048,0.8214779,1.1257372,0.97948045,1.225426,1.0653212,0.9063906,0.79510593,1.160217,0.9378296,1.2173066,1.0755049,0.9099996,1.098291,0.9120762,0.8884711,1.0553123,0.97358286,1.083848,1.1765755,1.3146656,1.2773724,1.032268,1.0742414,0.9060644,0.88110423,1.0132854,0.8044857,1.135336,1.2066718,1.2728108,1.0659894,0.84541166,0.9778493,1.2097664,0.9804103,1.0511513,1.0049313,1.0627995,1.1399263,0.9092804,0.9759685,0.74446034,0.8669089,0.86236286,1.167943,1.1143819,1.0535687,0.7469772,1.0585632,1.038611,1.2373248,0.7595297,1.2160156,1.0947111,1.1368484,1.2782032,1.1336601,1.0767597,0.9086807,0.85484403,0.94478405,0.7789978,1.0742137,1.1949136,1.0202472,1.0188677,1.2043661,1.0638856,0.9329449,0.0,1.059787,1.1752317,1.1655363,0.6063245
truck,0.8249169,1.0521394,1.2172928,0.8406993,1.2366025,1.1173632,1.003725,1.1477926,0.8834188,0.89212,1.1546003,0.7944795,0.7562966,1.0037056,0.99879557,1.0725187,1.0012298,1.2862096,1.2115853,1.0397947,1.1845988,0.8137503,1.0530897,1.2147605,0.5640336,1.1192423,1.0328063,0.95003074,1.2668537,0.98768675,0.8735701,0.76557815,0.8513559,1.1811761,0.84815526,1.0346074,1.2183176,0.78176665,1.2877536,0.90298194,0.9354263,0.9047415,0.9724232,0.84044385,0.9408581,1.1071715,1.2113211,0.9042393,1.0233376,0.93364644,0.5955561,1.0091505,1.1929817,0.95278263,1.2858069,0.8688451,0.9491196,1.0904236,0.83364725,0.9256897,0.8586633,1.0288891,0.8487824,1.212203,0.7955427,0.96885675,0.89608794,1.2032946,0.77558887,1.2298954,0.99814194,1.2974472,0.8575002,1.1982112,0.7737746,0.72762764,1.0065799,0.953152,1.2746811,1.1633195,1.1463369,0.97604555,1.116681,0.7918346,0.88792974,0.80053985,0.7942443,1.1296988,1.1794046,1.1378433,1.132477,0.70811784,1.2036211,1.1373458,1.0602467,1.236641,0.9281069,1.1406031,0.9661205,0.90148413,0.8345543,0.8038088,0.9238627,0.7950654,0.99664605,0.79331934,1.0478574,1.0388955,1.0242796,0.9988956,1.2024089,0.94198316,1.1256015,1.1912454,1.2986743,1.2318832,1.2220703,1.1969765,0.8652959,0.85600907,1.0050601,0.85043967,1.2187752,1.081393,0.86005616,0.87449765,1.1123799,1.1147258,0.9958416,1.059787,0.0,1.1928177,1.3008978,0.9027544
vacuum,1.1251645,0.93773174,1.2442329,1.1375163,1.2457894,1.0971581,1.1337677,0.9522968,0.9388943,1.051604,0.7241372,0.8721659,1.2253256,0.98521334,0.9654397,1.0956098,1.0621203,0.851432,1.0731802,0.98092777,1.091301,0.7103087,0.7604499,0.4097482,1.0325603,0.9270715,0.98360723,0.5756795,0.8508761,0.7431224,1.0965612,0.95567346,0.9247862,0.99597627,0.8426293,0.97481257,0.87197775,0.9620506,0.9191596,0.8859951,1.104231,1.2110692,0.5945733,0.9148897,1.0533653,0.9566695,1.1047547,0.9812918,1.257872,1.1929022,1.237942,1.0249221,0.7346363,1.0544753,0.71912754,1.2782344,1.2157829,1.1208122,1.2427361,1.4061136,1.1472253,1.163602,1.2683167,1.0308938,0.9786311,1.0790207,1.0861195,0.8024832,0.936177,0.738173,0.61557865,0.58297986,1.1775763,0.9677829,1.2402797,1.1674855,1.1763911,1.083332,1.0265725,0.7039294,0.932872,1.1940688,1.1857789,0.91011333,1.085522,0.80946577,1.196533,1.0018507,0.9319346,0.9579322,0.9173291,1.2461605,0.7494358,0.9909821,0.9738077,0.94895107,0.75600433,0.8758677,1.1792858,0.76663524,0.9063543,1.0999317,0.9580186,1.0759064,0.80212724,0.87522584,0.6371143,1.0816453,0.9850386,0.8911365,1.0821241,1.1770523,1.1779609,0.9624958,0.87918156,0.7575978,0.79152584,1.0346658,0.9102596,1.0081266,0.95486516,1.0274173,1.2713311,1.1428622,1.1204325,0.9155696,0.7745983,1.1734396,1.0850772,1.1752317,1.1928177,0.0,1.0645292,0.8097494
watch,1.3685395,0.635038,0.48401207,1.322437,0.47318757,0.62898064,1.1028641,0.9904313,1.473376,1.478146,0.42631644,1.5114121,1.3559462,1.083125,1.3782938,0.8911315,1.1169373,0.32371044,0.6530471,1.1663625,0.52307177,1.3731031,1.1254153,0.9168642,1.2769822,0.5360017,1.1880131,1.3409357,0.78086853,1.2896632,1.1222916,1.389423,1.2357482,0.59995055,1.4689715,1.0968542,0.34640872,1.5537744,0.42506206,1.233286,1.367008,1.3751951,1.3368475,1.2705476,1.2879679,0.602755,0.583824,1.177352,1.0948656,0.7089597,1.0092293,0.6773277,0.88251173,0.8225852,0.64447665,1.0965704,1.1220272,0.33244514,1.213569,0.95456564,1.2279987,0.98434305,1.1225849,0.32185417,1.1671672,1.1064229,1.3837663,0.92612416,1.3915405,0.6699394,1.2074386,0.81238854,1.2159071,0.990985,1.4512658,1.1436403,0.8082101,1.1085595,0.19402611,0.9542119,0.43100357,0.7325314,0.77336097,1.393326,1.4004023,1.34233,1.414587,0.36977226,0.34057987,0.67433023,0.9733446,1.3718982,0.90154797,0.8079174,1.0671549,0.7838695,1.2938683,0.79714656,0.77590215,1.4354393,1.2538952,1.361886,1.2939413,1.3729177,0.9919378,0.9362086,1.2048547,1.1092162,0.8794501,0.9797512,0.1671713,1.1986836,0.47842932,0.78500247,0.49407578,0.61127347,0.7059932,0.8903491,1.378701,1.4185323,1.0856453,1.550555,0.5769808,0.50509435,0.8456452,1.1365638,1.0819051,0.97189635,1.2867732,1.1655363,1.3008978,1.0645292,0.0,1.3410003
window,0.7438209,1.3017488,1.3988636,0.6344291,1.3150265,1.3331491,1.1391722,1.0888221,0.45887792,0.6179397,1.2769322,0.5706265,0.7954214,1.0583545,0.8350777,1.2474599,1.0783566,1.2769479,1.3602114,0.9592506,1.4079442,0.8653333,0.92736274,0.9427077,0.5483931,1.2560124,0.68579084,0.62811154,1.0704964,0.46564472,0.9218532,0.6910887,0.76601124,1.3550884,0.6329248,1.1852129,1.3916559,0.4648559,1.3499267,0.9917919,0.8470749,0.9976345,0.29064012,0.7691982,0.81963587,1.2618387,1.302654,0.80833775,0.8059722,1.2180865,1.1584438,1.2309847,1.0230515,1.2585564,1.2810262,1.2795119,1.0168029,1.2600976,1.130534,1.2316425,0.7156156,1.230881,0.99744934,1.3117291,0.97245175,1.04555,0.71474856,1.1159523,0.6723086,1.2461373,0.65905565,0.8012805,1.0616249,1.0186418,0.9082742,1.0602962,1.1312873,1.146532,1.3030763,1.2369045,1.3879724,1.0420969,1.1903384,0.57454026,0.8100317,0.7788615,0.80341375,1.2178197,1.2997622,1.3041687,1.1684935,0.8582796,0.9698977,1.3039392,1.0975536,1.178597,0.92741203,1.0765324,1.2378429,0.40312076,0.9380744,0.8263427,1.0336537,0.6694679,1.2148336,0.9663459,1.0594943,0.74654776,0.9654171,1.0552512,1.420466,0.78955215,1.4101005,1.2490823,1.2014004,1.3084321,1.249837,1.2838922,0.8218459,0.62860864,0.95074326,0.55645186,1.3203657,1.3772936,1.1379937,1.1053946,1.1459955,1.3547188,1.0115124,0.6063245,0.9027544,0.8097494,1.3410003,0.0
