,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,vacuum,watch,window,zebra
milk,1.1215545,1.02645,0.9219285,1.1056668,0.89621574,0.8809986,0.9494856,1.0511664,1.0537267,1.1701937,1.0779433,1.2046347,0.9116478,1.0466207,1.1118643,0.77991045,1.0303746,0.74132234,1.0081866,1.0286986,0.97518873,0.88693726,0.90835685,0.9656014,1.1085932,1.136127,1.042739,1.138422,1.0773351,0.99453986,1.0344515,1.0983242,0.95793086,1.1568742,1.0451345,1.0304165,1.1245998,0.8820336,1.0647554,0.8488906,1.1021397,1.1267402,0.9676806,1.0334665,1.0058115,1.0992812,1.097074,1.0174328,1.1284399,0.97739226,0.96605104,1.0342803,0.88179195,1.1263498,1.0614548,0.86081177,0.82779396,1.0623331,1.0062916,0.96150273,1.0212281,1.0303619,1.0213464,0.86529,1.0522394,1.1894151,1.0577687,1.0457342,0.8517902,0.0,1.0431651,1.0475357,1.1103451,1.0550702,1.0176951,1.0958995,1.0525075,0.9525478,1.1463804,1.0618535,1.0727954,1.0218873,1.0629857,1.071992,0.89824295,1.0329912,1.0246279,0.959098,0.9967788,0.94408566,0.8500875,1.0263636,1.115539,0.90827495,0.94363093,1.1492529,0.8974147,1.1127363,0.8916477,1.0890529,1.0152816,0.9760951,1.0444348,1.0903527,1.012555,1.1083906,1.0528926,0.9345112,0.97460216,0.90380025,1.0872985,0.94249904,1.1256214,1.0680978,0.95351535,1.0237128,1.0478776,0.96655303,1.0246156,0.7397094,0.99128556,1.0874211,1.0149385,1.1757301,1.0289073
mitten,1.212099,1.0599804,1.3536115,0.5259192,1.0926534,1.0569932,1.2412688,1.1649957,0.8079438,0.6606475,1.4749225,0.59454143,0.551318,1.4037324,0.5069859,1.0605887,1.2934054,1.4161308,1.1097144,0.7160194,1.4094558,0.9393579,1.0730585,1.174204,1.4077568,1.0313543,1.1725819,0.58174676,0.8294145,1.4057283,0.7450702,0.8278247,1.1874937,0.5556921,0.7381729,1.6081148,0.74271774,1.2680974,0.48592556,0.65981174,1.1053886,1.0849208,0.86617863,0.8973466,1.5053875,1.0737003,0.85138834,0.920482,1.4090238,1.1942669,0.8700809,1.5341544,0.9041245,0.7147175,1.5082339,0.71026,0.9780907,0.62336516,0.5035384,1.2955906,0.98267186,0.8358046,1.0583019,1.0268519,0.56724846,1.1353686,0.7608829,1.2325951,1.1532588,1.0431651,0.0,0.9653743,0.85058266,1.439246,1.5315034,1.4797335,1.0685517,1.3069152,0.83576536,0.3885591,0.58321786,0.5870594,1.5146186,1.5343933,1.0828563,1.1179408,1.0886955,1.089314,1.1809083,1.4638019,0.7697428,1.3034512,0.94939667,1.2366568,0.98779523,0.4975872,0.6620978,0.5405647,0.81038594,0.6603824,0.42218673,1.1210661,0.8997214,0.8027065,1.4809664,0.8163687,1.4707057,1.146085,1.4631774,0.7603776,1.4763005,0.88276654,0.527534,0.70450383,1.4563377,1.0199401,0.9694946,0.58856696,1.5169423,0.8930349,0.83679754,0.93910164,1.4255669,0.8174132,0.93133104
motorcycle,0.92372274,1.0979955,1.1177624,1.1579331,1.0936444,1.0739814,0.9695049,0.9464484,1.1382649,0.9336858,1.1583972,0.8765378,0.9989009,1.2062113,0.90932184,0.7910124,1.0074123,1.1209906,1.0088713,0.8989686,1.0728357,0.78060174,1.1430871,1.0625794,1.1533642,0.34918964,1.0829731,0.930326,0.9689711,1.1473975,0.880701,0.79794866,1.137718,0.9003984,0.99793017,1.1802855,0.8529346,1.1339757,0.8331772,0.6381651,0.9424148,1.0336488,0.9689181,0.9423836,1.1703668,0.8378892,0.8392453,1.183776,1.0990366,0.9034407,1.1690195,1.1866169,0.9157379,0.8259499,1.1335932,0.90725476,0.93399787,0.8878472,1.0805117,1.1390902,0.861987,1.0902878,1.1407394,1.0132053,0.93136746,1.0952123,0.8205611,1.0509403,1.0612389,1.0475357,0.9653743,0.0,1.0719963,1.2067964,1.072087,1.2216036,1.1410338,1.2086302,0.97062355,0.89219856,0.8959,0.9289929,1.1988616,1.1871006,0.93506444,0.9077196,1.1015358,0.8361807,1.1255994,1.1266978,0.86358327,0.9922717,1.0463759,0.9880377,1.0648003,0.93372416,0.95826983,0.85573083,1.0400451,0.98346704,1.0129669,1.1099231,1.1363949,0.9894397,1.1442479,0.8096162,1.1404437,1.1950737,1.1801876,0.8690726,1.1610414,0.6512228,0.88305926,0.9796648,1.0449638,1.185761,1.163118,1.1122591,1.0635362,0.71335596,1.0690558,0.97887164,1.2167284,0.8088023,1.059288
muffin,1.0439519,1.167525,1.0458771,0.97336185,0.8975994,0.9600521,1.0582057,0.97576135,0.92030925,0.8663947,1.1314104,0.9325135,0.7463418,1.0754844,0.7421949,1.0546099,1.09484,1.1518669,0.9741022,0.9433221,1.0697271,1.0582998,0.8348422,1.060847,1.1001592,1.0856069,0.9999681,0.8864493,0.99614066,1.0949773,0.9939404,1.0176238,0.83086205,0.8660486,0.7428768,1.2315122,0.88738996,0.98103625,0.93871224,0.8430694,0.99608403,1.0442294,0.9336606,1.0274184,1.0989101,0.87573606,1.0695513,1.1031215,1.0787442,1.0421543,1.0615449,1.1838982,0.9545835,0.80355346,1.2058406,1.0815265,1.0007803,0.9443344,1.0626853,1.1038126,1.0801588,1.0661697,1.0677052,0.83803916,0.9751849,1.1024047,1.0538154,1.0891867,0.9307597,1.1103451,0.85058266,1.0719963,0.0,1.1547657,1.1238726,1.0861945,1.0119042,0.97176456,1.022819,0.7584736,0.9102199,0.9375447,1.2464501,1.1966473,1.1297386,0.9829932,0.92666316,1.0694264,0.9123572,1.0953852,0.9265424,1.0676234,0.97079724,0.97568643,0.78475845,0.95903486,1.0177953,0.93278664,1.0439415,0.9484335,1.0892972,0.96713495,0.9542639,0.9525436,1.185146,0.9349843,0.9430164,1.0213442,1.1918051,1.051698,1.1485323,1.018307,0.9562031,0.9480763,1.0507219,1.1553744,1.1156352,1.1078937,1.0750221,1.0379612,0.9451753,0.9921436,1.0908475,0.94617254,1.0156164
nail,0.9415874,0.4484049,0.45043027,1.2988739,0.8418914,0.72238946,0.81576115,1.2427497,1.4339714,1.4845412,0.45690042,1.5631212,1.2894268,0.6125306,1.4709175,0.9987913,0.9476081,0.5600405,1.2197675,1.595798,0.66967815,1.1844146,1.2708853,1.0142272,0.8398382,1.1998352,0.65896994,1.3079007,1.4658344,0.7702166,1.4040936,1.2916679,0.9092023,1.4742358,1.0651828,0.24441063,1.5957806,1.0244203,1.3474612,1.3086989,1.1951408,1.1521945,1.2567072,0.7930691,0.24716485,1.1991777,1.1300111,0.4896313,0.61422193,1.0412319,0.62088734,0.5478131,1.075772,1.3195775,0.19430667,0.82357883,0.7249444,1.1877284,1.0841823,0.32460898,1.1852127,1.2127088,0.878585,1.0049988,1.3141882,0.8975431,1.4561191,1.1186085,0.80218554,1.0550702,1.439246,1.2067964,1.1547657,0.0,0.45807981,0.4191109,0.47852254,0.53728855,1.4080219,1.4706721,1.3012131,1.4869684,0.30122948,0.30824816,0.96155113,0.8018119,0.8388227,1.1324304,1.0673753,0.3602332,1.3653374,0.905985,1.4439633,0.92033553,1.0037206,1.392118,1.4630654,1.3992047,0.8648355,1.2057405,1.4021263,1.1687423,1.3139088,1.2440314,0.1881718,1.2826285,0.56669784,0.6389637,0.46494526,1.2211667,0.34350753,1.36896,1.3914623,1.544377,0.61084634,0.47881228,0.56291723,1.187851,0.52922124,1.2811639,1.4131167,1.2928607,0.25351095,1.4076293,1.0870937
napkin,0.73245347,0.77767634,0.65164673,1.3911544,1.052339,0.9142566,0.7418382,0.9191313,1.4249609,1.4458237,0.37288046,1.3894985,1.3972949,0.59864974,1.4105515,0.8213264,0.4776824,0.47109002,1.1505609,1.4513036,0.31631935,1.0098953,1.034223,1.0023187,0.6167363,1.0326695,0.53111225,1.3679255,1.1958603,0.6976681,1.2298994,1.3017466,0.9181384,1.4172053,1.1165035,0.31182265,1.4683356,0.9442414,1.3674674,1.1646545,1.0114056,0.89836335,1.1084552,1.0782417,0.50465465,1.1744087,1.3024399,0.81957865,0.49284786,0.9442503,0.8699326,0.33684874,1.0313702,1.4209746,0.4937954,0.8306379,0.8826494,1.4220115,1.3690492,0.598572,1.1461695,1.3574162,0.8710221,0.9436182,1.2187482,0.64831674,1.3582649,1.071075,0.7262969,1.0176951,1.5315034,1.072087,1.1238726,0.45807981,0.0,0.5176074,0.79575807,0.59564143,1.2711215,1.4801271,1.2333882,1.4783062,0.37572157,0.38394058,0.776531,0.6205565,0.89367497,1.0418694,0.98690516,0.51272583,1.1404092,0.74145055,1.248677,0.8185266,0.9802046,1.420608,1.4895165,1.4801834,0.9154476,1.1596174,1.4834056,1.1603006,1.3859062,1.3595281,0.34077382,1.2598484,0.4932055,0.6707229,0.2918284,1.3561492,0.5227576,1.1891491,1.461641,1.5622764,0.4472667,0.80873334,0.7791572,1.4336455,0.055304945,1.158818,1.3890201,1.1594101,0.56956303,1.4365205,1.0632875
necklace,0.75803864,0.8807567,0.6388087,1.3635218,1.0612153,0.9759429,0.9249786,1.0893964,1.3308468,1.326361,0.35601473,1.3764535,1.4204154,0.58767366,1.3794308,1.0368191,0.9314244,0.6093912,1.1026558,1.4696813,0.6104677,1.1129854,0.95976186,1.0196147,0.515151,1.0624985,0.53458965,1.0957757,1.1704233,0.79795897,1.2791884,1.1901716,1.0528654,1.3388302,1.0096133,0.27568614,1.3460284,0.84531564,1.2646902,1.3274729,0.9904198,1.0528843,1.1233417,1.0499244,0.42050016,1.0035367,1.2158816,0.84483135,0.5426084,0.97901493,0.94593537,0.5134708,1.2240275,1.2946866,0.3025514,1.0607708,1.1648917,1.1799651,1.2784919,0.4906025,0.9944802,1.1629897,0.7155111,1.0802239,1.1753876,0.75463676,1.3498569,0.9960982,0.8677535,1.0958995,1.4797335,1.2216036,1.0861945,0.4191109,0.5176074,0.0,0.74190044,0.5698902,1.1840713,1.3982987,1.1939862,1.4637356,0.30386078,0.29872286,0.9842497,0.8118576,0.72046244,1.0324882,1.0801342,0.5020917,1.3240037,0.94994724,1.1393639,0.94155073,1.080681,1.3333397,1.4432657,1.3751335,1.0185357,1.1264945,1.395195,1.0983537,1.2841581,1.2453965,0.37084508,1.2345676,0.6314783,0.84569,0.55565286,1.3137623,0.3535962,1.2711109,1.357984,1.4294329,0.7759211,0.8407726,0.84742004,1.3146868,0.50037706,1.3791721,1.3416914,1.0186689,0.39667654,1.2959954,0.97572184
nose,1.0377154,0.47555095,0.80852276,1.1600981,1.0048273,0.8907113,0.9357693,1.2694566,1.2960322,1.3389046,0.5890043,1.2592958,1.0517827,0.9148349,1.2969409,0.96440756,1.0368423,0.87886393,1.1923864,1.3555689,0.81583786,1.1465353,1.1899953,1.124266,1.0234027,1.1868875,0.62340134,1.0890384,1.2443438,1.0701932,1.2157247,1.1334673,1.108107,1.2347807,0.9956542,0.7547573,1.3939862,1.10922,1.1112972,1.1127242,1.1276144,0.99986386,1.178986,0.44639063,0.827725,1.241405,0.9999704,0.3225441,0.9753865,1.1468482,0.4745804,0.92695886,1.014562,1.1431379,0.61094487,0.8782167,0.76717496,0.88007075,0.7592647,0.68443316,1.1869469,1.1333355,0.83835804,0.9645811,1.0574942,0.9495752,1.2429478,1.2213978,0.99037033,1.0525075,1.0685517,1.1410338,1.0119042,0.47852254,0.79575807,0.74190044,0.0,0.7914111,1.2060771,1.1414118,0.97524893,1.2177564,0.7280121,0.7445674,0.83464146,0.962136,0.97879106,1.1307404,1.1289458,0.8761449,1.1985503,1.0454993,1.2994732,1.086573,0.94427717,1.2527658,1.3168306,1.1407468,0.76690507,0.9153013,1.1456003,1.1356091,1.2449223,1.1538395,0.6083443,1.293017,0.97106665,0.8419408,0.82574534,1.1462064,0.922639,1.2520728,1.1738706,1.3520076,0.96875376,0.40357965,0.35673666,1.0019988,0.81456655,1.2547178,1.2298648,1.19233,0.66414154,1.2044119,0.91305166
orange,0.9292057,0.89514273,0.22877657,1.1837151,0.4406054,0.32369465,0.8196473,1.2231393,1.3259256,1.3686743,0.6321258,1.4360228,1.1128801,0.79749924,1.3486363,1.0716085,0.9222502,0.6859363,1.0579449,1.3338201,0.4887839,1.0770535,0.93490326,0.86992216,0.8406574,1.1188267,0.6042414,1.2542487,1.3520608,0.81783944,1.3644965,1.1877127,0.9518428,1.4119098,0.99450886,0.5355662,1.4363759,0.84008515,1.313735,1.240099,1.2046661,1.0908777,1.1239507,1.0418804,0.49056482,1.1098099,1.1452429,0.8328693,0.6872768,1.0045325,0.89409506,0.7079706,0.9121846,1.0946362,0.6077036,1.0461595,0.81219596,1.2445848,1.1553754,0.6476282,1.1392255,1.1811782,1.0237492,1.0755438,1.293802,0.9237666,1.34256,1.075446,0.72734094,0.9525478,1.3069152,1.2086302,0.97176456,0.53728855,0.59564143,0.5698902,0.7914111,0.0,1.2899458,1.366423,1.3326526,1.3192905,0.5944197,0.56331587,0.87871593,0.98797834,0.82685405,1.0984112,0.96845305,0.48312348,1.2702844,0.99281144,1.28406,0.83246243,0.85698605,1.2178129,1.2106531,1.3879606,0.94064194,1.2753799,1.2298322,1.2443558,1.215297,1.1601304,0.5535977,1.3179264,0.6983884,0.9186665,0.6727612,1.2202555,0.5807362,1.3110758,1.3991795,1.3638616,0.6467082,0.8958727,0.92090917,1.187775,0.58681583,1.065065,1.1925848,1.2188294,0.6495843,1.285292,1.0632161
oven,1.1315695,1.3022926,1.3913745,0.8146779,1.2153885,1.2427992,1.3597921,0.83897936,0.58377784,0.65794814,1.1576625,0.47676772,0.9307029,1.3461413,0.7483975,1.1257898,1.0071175,1.2590659,0.8533225,0.5775388,1.1506057,1.0319241,0.76303524,1.171566,0.6526345,0.81279194,1.1247867,0.77340025,0.55455023,1.1468151,0.6714611,0.73628867,1.1805458,0.5539738,1.0387632,1.3734975,0.448125,0.9046341,0.8358803,1.1940418,0.62785256,0.5168787,1.012093,1.0970861,1.3806462,0.9027484,0.95849264,1.2708554,1.3211691,1.2295947,1.2522404,1.3198597,1.293184,0.9527606,1.3683653,1.267048,1.3305699,0.8544032,1.0103294,1.4171706,1.0513849,0.9533739,0.95948684,1.0770398,0.7092656,0.9946169,0.59116244,0.9441608,1.3017306,1.1463804,0.83576536,0.97062355,1.022819,1.4080219,1.2711215,1.1840713,1.2060771,1.2899458,0.0,0.78284764,0.76355493,0.6799659,1.325169,1.3599372,1.0033574,1.079834,1.0896099,1.0486765,1.0511217,1.3903604,0.9681724,1.0666413,0.21315527,1.2388638,1.0340223,0.69469666,0.8810058,0.6934777,1.2001514,0.70478714,0.7599396,0.83911085,0.7257652,0.8729993,1.4346747,0.82361615,1.2587755,1.2600622,1.3754306,0.9270845,1.2978575,0.9658853,0.648672,0.6163557,1.2108893,1.338618,1.2302458,1.0131261,1.2162343,1.0874041,0.760801,0.682574,1.3367416,0.57182884,0.9690874
pajamas,1.2439001,1.1785525,1.4332807,0.49981213,1.1632171,1.1772633,1.4136004,1.1670988,0.6918563,0.41808182,1.404611,0.44907236,0.44082183,1.4945754,0.31269228,1.0593764,1.2700535,1.4767629,1.1423985,0.6753536,1.4432125,1.0067216,1.008402,1.2342461,1.303161,0.9577294,1.0579737,0.6818256,0.70828915,1.430855,0.6792686,0.7037934,1.3609092,0.39455128,0.73576057,1.5932016,0.5070629,1.2905982,0.7203137,0.69435716,0.958617,1.0259613,0.73049545,0.96974766,1.4974582,1.0023181,0.7709278,1.0993346,1.4698535,1.3223114,1.0832212,1.6083883,1.225701,0.69910216,1.4630313,1.1035725,1.3335501,0.55276954,0.69474924,1.3819785,1.0921738,0.6962597,1.044442,0.9492146,0.41985106,1.1752461,0.7614058,1.1824125,1.2988429,1.0618535,0.3885591,0.89219856,0.7584736,1.4706721,1.4801271,1.3982987,1.1414118,1.366423,0.78284764,0.0,0.3261454,0.5703118,1.5145195,1.5244577,1.143981,1.120155,0.96990156,1.1817007,1.2463855,1.4820404,0.9272182,1.3490225,0.77225256,1.3878751,1.1263475,0.5139443,0.6652654,0.24344218,1.1039245,0.45743513,0.68323255,0.9061108,0.86344427,0.76838505,1.5351837,0.6778755,1.6175342,1.2978864,1.6092198,0.93472743,1.4145049,0.80591047,0.33157325,0.57828236,1.5346717,1.1497078,1.0770049,0.7668495,1.4217584,0.93767333,0.82801473,0.87347066,1.4482765,0.70145285,0.8993182
pants,1.1328828,0.9780394,1.4256182,0.6814076,1.2587879,1.2179925,1.2752646,1.21289,0.9454081,0.71328706,1.1932138,0.5973526,0.71664506,1.3575404,0.62411314,1.0256119,1.2254267,1.2537653,1.1869783,0.95623684,1.223089,1.0473825,1.0443927,1.2690172,1.0513312,0.9801125,0.78571045,0.7094883,0.73389524,1.3016098,0.7057797,0.91125447,1.368778,0.52945876,0.84594285,1.4107094,0.75343215,1.2552104,0.7256906,0.75857437,0.7833528,1.008203,0.6124939,0.8912455,1.3803864,1.0494407,0.91568416,0.96344084,1.3528571,1.3063657,0.91196966,1.4428763,1.283586,0.88525945,1.3332051,1.0332441,1.2876241,0.6748419,0.8535096,1.2361901,1.0915179,0.9069376,0.716866,0.77962655,0.26107752,1.0753505,0.8600489,1.1924084,1.2270933,1.0727954,0.58321786,0.8959,0.9102199,1.3012131,1.2333882,1.1939862,0.97524893,1.3326526,0.76355493,0.3261454,0.0,0.85346794,1.3787596,1.3806571,0.95313966,0.9890979,0.97308344,1.1379273,1.3100319,1.3601105,0.93501717,1.2718072,0.7838817,1.285897,1.0839175,0.5940801,0.9947068,0.37549508,1.0088873,0.20929915,0.8644,1.0084931,1.1314965,0.99203837,1.3550519,0.7635915,1.4274983,1.1100403,1.4443169,1.023139,1.4063766,0.82277364,0.34076452,0.8415613,1.4557791,0.9591492,0.8842376,1.0006804,1.15668,1.1567936,1.0842175,0.7807605,1.3350759,0.82063395,0.9870761
paper,1.2725096,1.2832773,1.4005071,0.6110594,1.0514953,1.1215019,1.3964776,1.0123056,0.4553163,0.4472475,1.4612422,0.43577075,0.54771566,1.5031694,0.45189786,1.0718827,0.78198016,1.4607868,0.9549554,0.23419702,1.3397865,1.07445,1.0040317,1.1164279,1.2553718,0.9210571,1.2938238,0.84781796,0.7012306,1.3471678,0.83093035,0.50692654,1.0773628,0.5588923,0.78091073,1.5670078,0.49134135,1.1652201,0.8271794,1.035605,0.9831409,0.8143622,0.99950796,0.9807182,1.5151489,0.89407396,0.824875,1.1749761,1.3845034,1.2227805,1.1142956,1.5107867,1.103079,0.6119142,1.5287179,1.2090104,0.993243,0.75221634,0.7007543,1.5808934,1.1320142,0.7424462,1.2978382,1.1496421,0.7936741,1.0675159,0.68547994,1.0354017,1.4073987,1.0218873,0.5870594,0.9289929,0.9375447,1.4869684,1.4783062,1.4637356,1.2177564,1.3192905,0.6799659,0.5703118,0.85346794,0.0,1.4699469,1.5078415,1.1103601,1.1280415,1.1507599,1.1568109,1.0154912,1.57051,0.9346821,1.1491692,0.70345104,1.3916212,1.0179445,0.70739937,0.54997146,0.5733781,1.080659,0.87639016,0.5261789,0.82803786,0.55024767,0.67767674,1.5697718,0.64631546,1.457083,1.264536,1.5606375,0.84422755,1.3982978,0.93516326,0.64234436,0.44817597,1.3753175,1.2605617,1.1254994,0.57728994,1.4762828,0.8625332,0.54956615,0.96324545,1.5466774,0.6562595,0.9112934
pen,0.72260815,0.77548957,0.59988177,1.3390478,1.0451078,0.9440166,0.8047335,1.0014493,1.4295425,1.4212428,0.33112288,1.4518188,1.570964,0.4848438,1.4816083,0.9569164,0.6944636,0.5279486,1.1883668,1.5125523,0.5975231,1.0922956,1.1578875,0.9433774,0.629354,1.10576,0.614864,1.2964433,1.2537988,0.68631136,1.3312039,1.2038553,0.98464584,1.4888494,1.0691394,0.06948334,1.4845867,0.9618078,1.364409,1.3609798,1.0837456,0.98731756,1.3157467,1.0324168,0.37238038,1.1234742,1.2757325,0.7536478,0.4149964,0.8970315,0.8504956,0.21795988,1.1156096,1.415307,0.19910228,0.8873137,0.9993624,1.3713995,1.2518203,0.46309787,1.075954,1.202208,0.8607618,1.1158041,1.3114624,0.4371094,1.3190219,0.9562896,0.87790924,1.0629857,1.5146186,1.1988616,1.2464501,0.30122948,0.37572157,0.30386078,0.7280121,0.5944197,1.325169,1.5145195,1.3787596,1.4699469,0.0,0.031211734,0.9924649,0.76651275,0.78222346,1.0038047,1.0750508,0.3833897,1.2529273,0.8650212,1.2858801,0.89297587,1.0518488,1.4354508,1.3737493,1.5163355,0.8597349,1.3148582,1.39603,1.0981281,1.3735468,1.3114643,0.1920082,1.3032789,0.57098454,0.77283275,0.24048609,1.2091587,0.32117993,1.2840606,1.5100908,1.5586354,0.59417635,0.76820624,0.77158713,1.1580725,0.43311572,1.2786388,1.4222233,1.1104381,0.26768297,1.4361306,0.88893193
pencil,0.7046023,0.77353656,0.569185,1.3437861,0.999833,0.8944193,0.7624997,0.9967408,1.4421501,1.4519038,0.34228182,1.490879,1.5567877,0.4612565,1.4933686,0.9861607,0.74917054,0.5143304,1.157989,1.5311453,0.59385794,1.0998738,1.1360557,0.92515564,0.62641746,1.1174486,0.6160734,1.2908928,1.2810154,0.65423566,1.3462467,1.2308998,0.94740015,1.5061238,1.1016409,0.08001864,1.4964128,0.93152535,1.3648072,1.3280919,1.0895653,1.0287335,1.2687525,1.0500373,0.3698771,1.104202,1.2526164,0.7746244,0.38258016,0.8844013,0.8665887,0.21999156,1.0848616,1.4129134,0.22183782,0.89552194,0.9858528,1.3822072,1.2803577,0.45635307,1.062598,1.2389493,0.8727468,1.0879699,1.3309684,0.46215665,1.348135,0.938633,0.85077834,1.071992,1.5343933,1.1871006,1.1966473,0.30824816,0.38394058,0.29872286,0.7445674,0.56331587,1.3599372,1.5244577,1.3806571,1.5078415,0.031211734,0.0,0.9609459,0.7744534,0.7948647,0.9901413,1.0476749,0.37202418,1.2594838,0.85706365,1.3106542,0.8549089,1.0664169,1.4026244,1.4022946,1.5316565,0.8748706,1.313436,1.4310861,1.1041113,1.3674538,1.3195628,0.20265168,1.3406993,0.5325178,0.7523849,0.25014126,1.2177148,0.3211015,1.2711251,1.5165961,1.5654798,0.59156215,0.76375675,0.7807659,1.1761587,0.4353621,1.26787,1.4056027,1.1170166,0.28256196,1.4369292,0.9444544
pickle,0.9289525,0.85086095,0.7594508,1.1177139,1.0110955,0.92334837,0.6846726,1.17755,1.187892,1.2009084,0.72445893,1.1367036,1.0203854,1.0885818,1.1740899,0.88603354,0.9114321,0.93104076,0.966215,1.1174672,0.73487914,0.96644664,1.1120925,1.0483241,0.9825155,0.9906796,0.8064085,1.1106204,1.1689165,0.98035824,1.1286293,1.1282856,1.1055546,1.095661,1.1859803,0.9623822,1.2146766,1.0000565,1.0570266,0.9495387,1.0969944,1.0315189,0.97241896,0.869341,1.0180937,1.1867117,1.0249285,0.86513555,0.916155,0.8886468,0.94420964,0.9729772,0.79235905,1.1067463,1.0480083,0.9287985,0.81616294,1.0872157,1.0761672,0.98256236,1.1194662,1.1371926,0.9689277,1.0906829,0.8739965,0.96853894,1.0210668,1.1991949,0.813577,0.89824295,1.0828563,0.93506444,1.1297386,0.96155113,0.776531,0.9842497,0.83464146,0.87871593,1.0033574,1.143981,0.95313966,1.1103601,0.9924649,0.9609459,0.0,0.94837964,1.0988407,0.86550033,0.9357331,1.0072255,1.05051,0.9964533,1.1153021,0.97739184,0.9887508,1.0426369,1.2140806,1.1137016,0.823966,0.86549884,0.986896,1.169408,1.1414413,1.174904,0.9083011,1.0857836,0.97186774,0.98314464,0.8921421,1.1480938,1.1341391,0.99593025,1.0109807,1.1248852,0.9657504,0.93108684,0.7991016,1.149622,0.8001385,1.0273795,1.0020086,1.1165808,1.0654639,1.1279814,1.0568103
pillow,0.62501544,0.82567817,0.9814385,1.1527989,1.1643343,1.0543445,0.920986,0.83604723,1.3306813,1.0870537,0.6919919,1.0416372,1.1762159,0.65525603,0.9614585,0.75153214,0.5917172,0.78165805,1.205689,1.3047688,0.7356552,1.0365168,1.1173186,0.9870292,0.82924205,0.76871014,0.7422787,1.0254289,0.9355348,1.007857,1.0792316,1.1239316,1.1004668,0.9311977,0.9566336,0.72229296,1.1920137,1.1248513,0.9981817,0.93324935,0.9427535,0.9151591,1.1620656,1.1117667,0.9350687,0.98122376,1.2085872,0.87307537,0.643013,0.81715024,0.8228364,0.77797073,1.1310232,1.187657,0.7784815,0.64637494,0.95423245,1.1657481,1.1557482,0.76125526,1.0570257,1.2887803,0.83703744,0.9810369,0.8907318,0.8461217,1.2457799,1.0579721,0.8913267,1.0329912,1.1179408,0.9077196,0.9829932,0.8018119,0.6205565,0.8118576,0.962136,0.98797834,1.079834,1.120155,0.9890979,1.1280415,0.76651275,0.7744534,0.94837964,0.0,0.97411835,0.8189304,1.183836,0.8521155,0.9996515,0.7234296,1.1243122,0.89516973,1.1495777,1.2327387,1.4613359,1.1576705,0.7420617,0.845836,1.3643309,1.1376798,1.3796179,1.4664783,0.58488035,1.0287644,0.7909729,0.589951,0.7600218,1.2080317,0.9359266,0.86115444,1.1471403,1.3863509,0.6900867,0.87677073,0.85223323,1.3227227,0.57524824,1.1951984,1.4220011,1.0690993,0.7595953,1.0853945,0.98399436
pizza,1.0648466,1.0029491,0.8637747,1.0332111,1.0644101,1.0332171,1.0561143,1.0918409,1.0283515,1.0167233,0.88280857,1.1444433,1.0830075,0.93708277,0.9753635,1.069032,1.0314274,0.9700091,0.68385196,1.0796542,0.8835993,1.1455486,0.884566,1.0752653,1.0370116,1.0387442,0.7630272,0.9996803,1.1827546,1.037365,1.0007992,1.105786,1.0636895,1.1212735,0.8312551,0.7986903,1.0062871,0.69053394,1.1247547,1.0889524,1.1374588,1.1358035,0.9633934,1.0656114,0.74515176,0.8940226,1.094832,1.0382986,0.87654334,1.0160823,1.0777484,0.89275587,1.1006682,0.94557595,0.7304213,1.1786853,1.131249,1.0831411,1.1044618,0.90657765,1.1066405,1.042803,0.91515565,0.99242014,1.0644608,1.0121578,1.1495563,1.0565561,0.9315845,1.0246279,1.0886955,1.1015358,0.92666316,0.8388227,0.89367497,0.72046244,0.97879106,0.82685405,1.0896099,0.96990156,0.97308344,1.1507599,0.78222346,0.7948647,1.0988407,0.97411835,0.0,1.1112459,0.7588081,0.7901273,1.1771915,1.0516484,1.0731814,1.0207515,0.9955183,1.1622305,1.1321428,1.071966,1.050174,1.0301008,1.1742015,0.9853035,0.96200335,1.1589967,0.7968362,1.0363607,0.9449037,1.1453987,0.86490196,1.2496308,0.74609256,1.1563611,1.0709034,0.94235635,0.99361736,1.0537909,1.0049376,1.0823169,0.87668705,1.1843321,1.0161841,1.1784397,0.80473965,1.1379099,1.0559387
