,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,clock,cloud,comb,corn,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,helicopter,horse,jacket,jeans,knife,ladder,lamp,melon,mitten,motorcycle,muffin,nail,napkin,necklace,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rock,rooster,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
radio,1.3269861,1.0460833,0.7526701,1.2335552,1.0853312,1.0640597,0.8974222,1.0899415,1.1411129,1.2677324,0.2872883,0.34749156,1.3140478,0.6465266,1.1897459,0.9805517,1.1593996,0.8376309,0.86941826,1.046751,0.81346154,0.61952996,1.0778407,0.39297134,0.6924925,1.2191103,0.9353567,0.8971494,0.78943086,0.4988197,0.8276153,1.1512818,1.1876131,1.1992825,0.20502901,1.2314028,0.9784048,0.8453412,1.2036494,0.8292064,0.9393818,1.286094,1.0582125,1.2098118,0.97119874,0.5285389,0.6884038,0.51610094,1.2110379,1.3048894,0.70502055,1.1829062,1.0841348,1.0123014,1.1993495,1.2731556,0.87907374,1.1451424,1.0228293,1.2256808,1.3420265,0.55218065,1.2432537,0.5404133,1.1577992,1.3304844,1.1062467,0.907492,0.39769602,0.97054774,0.5728561,0.94067514,1.2303314,1.1231987,1.334079,1.1927949,1.2964861,0.43192625,0.40266037,0.9317707,0.7171316,0.75137424,1.0195774,1.0702746,0.8445322,1.3540138,0.0,1.2143251,1.1119995,0.85602826,0.93002796,1.2580483,1.2481003,1.1118526,1.1990325,0.74703354,1.2726917,0.85162735,1.2013886,1.1680875,0.50418454,1.2720555,0.8969326,0.663438,1.1800679,1.1545413,1.1821067,1.2950784,0.7320118,0.8103798,0.98156697,0.6173421,1.2587504,0.7211538,1.1134335,1.0536779,0.8734417,1.0712774,0.5447627,1.0817051
refrigerator,0.8009559,1.1687721,1.3070725,0.91826254,1.2101786,1.1811292,1.3420622,0.92078686,0.6148866,0.50447714,1.2517228,1.2128401,0.7608497,1.3557186,0.7248638,1.0299745,0.83405447,1.1605271,1.1916351,0.5444266,1.3611927,1.1461304,1.1338649,1.2277195,1.2516199,1.0653664,1.027563,0.77447224,1.1613138,1.2462068,1.1518071,1.1395974,0.51877916,1.0802165,1.358509,0.47217458,1.003788,1.3087406,1.0269679,0.70028615,0.7029667,0.83435786,1.2219026,0.695125,1.1607568,1.4374872,1.3388305,1.3245959,1.0709971,0.7428677,1.2300172,1.2240713,0.85714376,1.1836184,0.8449568,0.8705766,1.2215433,0.8937849,1.1858548,0.6483371,0.70110565,1.2748237,0.57265794,1.2075176,1.1272371,0.8957071,1.0693611,1.3100533,1.2469977,1.0024973,1.339106,1.2139667,0.21168232,1.1975771,0.73171747,0.74568564,0.7001054,1.3616261,1.3511144,1.2427535,1.0516633,1.4123641,1.0845315,1.1005028,1.0283237,0.78195053,1.2143251,0.0,0.95668495,1.280469,1.0276945,0.60180026,0.9951672,0.8862703,1.0416278,0.772574,0.8325104,1.3462952,0.93100953,0.95704067,1.404712,0.7234781,1.2682852,1.3669188,0.92704105,0.8772923,0.87887824,0.61701936,1.3452926,1.2396317,1.1414396,1.1730403,1.0694506,1.0010474,0.9084526,1.0946119,1.0893286,0.7935872,1.3559172,0.6578374
rock,0.87008715,1.1122319,1.2347839,0.86347306,1.1208311,1.1225532,1.2080233,1.1065956,0.8861727,0.8770717,1.1875174,1.115903,0.97157145,1.0446324,0.94742787,0.87999445,1.023828,1.210375,1.1835326,0.9751828,1.2118828,1.1974679,1.0331663,1.2443419,1.0785706,0.9924541,0.9077683,1.1866988,1.1689327,1.1657559,1.1471015,1.1401005,0.87789965,1.1412591,1.1867901,0.98905915,1.2539625,0.98744166,1.0122745,1.0583942,1.0494208,0.88479304,1.1171412,0.90013134,1.1426854,1.1200136,1.146754,1.2009645,0.9468696,0.9716298,1.1051232,1.0876329,0.5088587,1.1462615,0.9562473,1.0807989,1.0670762,0.7560139,1.0171728,0.78157943,0.7848161,1.1909493,0.94441426,1.2496845,1.1295266,1.0400528,0.8521739,1.1638296,1.0751705,1.1456198,1.1263224,1.089406,0.9103388,0.90997994,0.91995364,0.8759569,0.86012226,1.2414998,1.2249484,1.2142732,1.2352198,1.1808274,1.064224,1.1320463,1.135022,1.0268198,1.1119995,0.95668495,0.0,1.0689371,0.9525923,0.84985256,0.972761,0.978559,0.6659055,1.0491301,0.6390735,1.1054384,1.171133,1.0787991,1.2396994,0.7723951,0.8491188,1.1601598,0.9240098,0.8588898,0.81776035,0.73599267,1.0743283,1.1717921,1.1604388,1.2715622,0.9062327,1.243786,0.74717265,1.063358,1.0200115,1.1969527,1.2048777,0.8555909
rooster,1.0708109,1.0582865,1.0691879,1.2215424,0.97074974,1.028673,0.93108743,0.914046,1.1581404,1.361012,0.82464206,0.8223276,1.308582,0.6563375,1.2876867,0.90647686,1.010437,0.777464,1.018664,1.2845995,0.80729467,0.8524893,0.6026965,0.7491425,0.7465284,1.1864728,0.9191586,0.9755057,0.24854541,0.7887419,0.91814363,1.1254643,1.3046772,1.1790951,0.8107113,1.2584109,0.9350362,0.72217804,0.91266227,0.96345675,1.1425675,1.1775372,0.9948522,1.3180947,1.1726398,0.5969977,0.616025,0.635495,0.72678286,1.3087233,0.96118575,0.9322196,1.2086833,1.2719789,1.2807062,1.3475449,0.90546834,1.0642589,0.2413922,1.222674,1.4215527,0.76423097,1.2585999,0.48672646,1.134938,1.2925798,0.87993693,0.67083573,0.9689676,1.0740763,0.7776648,1.0572088,1.2144494,0.77956116,1.3272076,1.3162259,1.2334961,0.8211422,0.791663,1.0424995,0.913918,0.73070467,0.7508483,0.92767483,1.1356815,1.1801362,0.85602826,1.280469,1.0689371,0.0,0.8268156,1.3866954,1.0348967,1.0683329,0.98808044,1.0441924,1.3017133,0.7488989,1.1483865,1.1158441,0.6742568,1.2818353,0.7843035,0.82095903,0.93293214,1.1490376,1.212696,1.3300256,0.70057976,1.0990907,1.1146438,0.9672535,0.9875446,0.75523657,1.1681008,0.8352574,0.7635579,0.81701916,0.84855735,1.1606002
scissors,0.6574494,1.0118074,1.2258568,0.96009266,1.0876197,1.1004425,1.1810651,0.95316714,0.940281,1.0107255,1.0080036,1.0177541,1.2550907,0.79630387,0.96322334,1.0721632,0.88165706,1.0513434,1.2358823,0.92141485,1.2274182,1.006546,0.59517175,1.0931668,1.0911659,0.9247183,0.8663237,0.9028644,0.80601543,0.9596667,0.85807365,1.2113622,1.0935103,1.212285,0.93036085,0.9416796,0.8767879,0.9850952,0.9284792,0.94485855,0.8220768,1.2093884,1.1056601,1.1019762,1.0627421,0.8435017,1.0046188,0.83491707,0.5048583,0.9781429,1.1043347,0.89776134,1.0478837,1.1672921,1.065415,0.9418401,1.16974,0.9223603,1.0044343,0.9971499,1.0843271,0.80106604,0.88391745,0.6273196,1.2086866,0.8632224,0.9310356,1.1283904,1.1802018,0.96356034,1.1334312,1.1467172,1.0311733,0.9672436,1.1114901,1.2266464,0.8694342,0.94040674,0.97049654,1.2607784,1.0960308,1.2057279,0.9215727,1.1887381,1.1676002,1.009745,0.93002796,1.0276945,0.9525923,0.8268156,0.0,1.0844824,0.90616655,1.1857635,0.77858895,0.7725564,0.9718302,1.0460929,1.1365186,1.0665833,0.9720339,0.86894083,0.90077627,1.2521727,1.0463809,0.89391464,1.018694,1.0521685,1.0935962,1.1173278,0.92434967,1.0580583,0.83680975,0.9701909,1.0615606,1.044704,1.0627781,0.7490382,1.0408667,1.0389112
shirt,0.68405306,1.0825279,1.1243887,0.76711047,1.0501803,1.0580745,1.3464537,1.2166817,0.8736059,0.54950786,1.22929,1.3045964,0.46926713,1.4039447,0.53188246,0.92570454,1.0580751,1.3709347,1.3077079,0.9012666,1.4832317,1.3575728,1.2380586,1.3921564,1.3083265,0.963271,1.0401614,1.0758266,1.3598503,1.3153698,1.1577523,1.221327,0.6505913,1.1659349,1.3529224,0.75484586,1.1969346,1.1937702,0.96871597,1.0406649,0.8957874,0.6577939,1.1526277,0.4400677,0.976009,1.3417919,1.4167378,1.469534,0.97117573,0.6053494,1.0729678,1.1388565,0.8095725,1.0417253,0.73920274,0.59150904,1.1108048,0.8317834,1.2895353,0.48961097,0.27383316,1.4317186,0.691799,1.4353954,1.2343532,0.70651984,1.0656823,1.4408582,1.1542318,1.1133046,1.1892614,0.98460287,0.7198056,1.2121673,0.48639232,0.32247603,0.74933136,1.2813289,1.2488531,1.349474,1.0941429,1.4392791,1.2343968,1.3051162,0.8412545,0.70768446,1.2580483,0.60180026,0.84985256,1.3866954,1.0844824,0.0,1.0590479,0.6662106,0.9957564,1.1058937,0.8252492,1.253832,0.830527,1.067071,1.4333005,0.7378724,1.2344754,1.3673589,1.0662794,0.63782907,0.87745905,0.57609916,1.2730947,0.9841205,0.9808905,1.2814612,1.0819298,1.2942222,0.8563575,1.2562844,1.1540654,1.1961756,1.2451729,0.6778902
shoe,0.94340026,0.4990219,1.2331784,0.9176619,0.97399443,1.0653393,1.0994219,0.92247367,0.9442281,1.0869126,1.152174,1.2414564,0.92771775,1.0709949,1.084407,1.1405933,0.8811529,0.9653339,1.1653852,0.9575246,1.1423751,1.0369418,0.94813496,1.184848,1.0459609,0.99664354,1.037949,1.1093545,1.041269,1.1140721,1.0129873,0.9199909,1.0969787,0.9282948,1.2610569,1.0390053,0.9196263,1.0491542,0.9153432,1.1184162,0.9930079,0.88103604,1.0650482,0.98785555,0.9583369,1.147646,1.1697222,1.1520654,0.94195074,1.0108899,1.1309413,0.4132502,1.0800649,1.0609361,0.93901163,0.91256446,0.890585,0.96439224,0.9864653,0.94557285,0.9060385,1.120256,1.0499964,1.1017253,0.93218434,0.8615383,0.8376154,1.0954486,1.2672507,0.9746344,1.1163781,1.1965215,0.9110815,1.0449215,0.9715714,1.0033967,0.9443366,1.2131155,1.1988778,1.0004143,1.1248595,1.1673143,1.0487331,1.058613,1.260365,0.8857845,1.2481003,0.9951672,0.972761,1.0348967,0.90616655,1.0590479,0.0,0.9428532,0.7724891,1.0287408,0.9190008,0.48603582,0.7202171,1.0759995,1.2045356,0.9229837,1.0411781,1.2432184,0.8422743,1.0027441,0.97995704,1.0873691,1.0288785,1.0145414,1.0051134,1.1009781,0.84626496,1.1388583,1.0953698,0.8766896,1.0446776,0.98548216,1.1053389,1.1022872
shorts,1.0082966,0.85080725,1.0988355,1.042199,1.1325973,1.125037,1.179731,1.0244606,0.9414569,0.894329,0.92974335,1.0210242,0.6264386,1.2437546,0.82169396,0.94879663,1.1474652,1.0577921,1.2706008,1.073613,1.2354801,0.91703236,1.2152355,1.021295,1.0575005,1.1989249,0.8166344,0.8672548,1.0564346,0.9722075,0.9872839,1.2150089,0.92456245,1.2154368,1.1491245,0.9132023,1.0661607,0.9041202,0.92388254,0.9168237,0.9849946,0.561694,1.1073215,0.88577867,0.9990516,1.1072283,1.0928521,1.1207213,1.1448376,0.9996047,0.95005274,1.0496743,0.9419607,1.2646048,0.7560818,0.9478629,0.8228499,1.0127732,1.1583611,0.92891455,0.6779417,1.1188414,0.9272421,1.0771766,1.242649,0.93459266,0.907929,1.177443,1.1424583,0.97662085,0.7863877,1.0191108,0.9324878,1.1276323,0.77791786,0.47097313,1.1709015,1.086535,1.1521662,1.2579725,0.7194334,1.2072766,1.1043411,1.2737612,0.83372444,0.7816634,1.1118526,0.8862703,0.978559,1.0683329,1.1857635,0.6662106,0.9428532,0.0,0.9276339,1.1078277,0.97717774,0.8963728,0.6664806,1.1140525,1.1036267,0.9585032,1.119593,1.1556638,0.859662,1.1110345,0.9118296,1.103795,1.1457148,0.9350402,1.1072376,0.82007635,1.1993593,1.0744464,0.9476894,0.90135884,0.9476063,1.0504727,1.033115,0.9453186
shovel,0.893522,1.0018183,1.2196212,0.8739429,0.9698703,0.9895855,1.09559,0.9521566,0.9190514,0.9495387,1.2688671,1.0771927,0.99230826,0.9660406,1.1023334,0.8695617,1.0343276,1.0059395,1.1502445,1.0347137,1.1864628,1.0100288,0.9993516,1.2017958,1.077951,0.9936777,0.8237146,0.939327,1.0235068,1.1436257,1.0680226,1.1786659,1.033796,1.1504042,1.2530447,0.9203049,1.0514092,0.991289,1.1394563,0.92422837,1.0382234,0.8836973,1.0890036,0.9698842,1.1620138,1.0461118,1.1622126,1.0183849,0.94525874,0.9530322,1.2683973,0.9122225,0.7448995,1.2373968,1.0178288,1.0176716,1.1037554,0.87866944,0.9768054,0.9494006,0.8430216,0.9673982,0.83073306,1.0084635,1.1620342,0.97115386,0.68439835,1.05754,1.2811024,0.9918111,1.1451955,1.0830926,1.0932544,0.8106091,1.0344418,1.0044577,1.0110939,1.2349503,1.2377012,1.2541574,1.2013845,1.1231232,1.0568017,1.029762,1.0939372,0.8906666,1.1990325,1.0416278,0.6659055,0.98808044,0.77858895,0.9957564,0.7724891,0.9276339,0.0,0.97708637,0.7511289,0.9867644,1.0308526,1.0289714,1.1339126,0.68589187,0.91018915,1.2815049,0.8321215,1.0558777,0.81671715,0.92520493,1.1848879,1.2641553,0.93635327,1.1394817,0.8794361,1.1386501,0.93456936,0.79970276,0.9692574,0.90414995,1.2541857,0.95690674
sink,1.1161314,1.172531,1.1004207,1.1159046,1.0776894,1.0328729,1.1400583,0.78337705,0.58315015,0.7654434,0.8152952,0.82497466,1.2389178,0.96307504,0.93774676,0.9035469,1.0206938,0.9732616,0.91709954,0.5336219,1.1442963,0.6832451,0.99701697,0.86106235,0.903645,1.0600811,0.8221949,0.8350891,0.9512502,0.9094826,0.83255506,1.0558115,0.9100306,1.0918694,0.8578185,0.8225592,0.8232438,1.1672605,1.3155867,0.8305272,0.64748764,1.1787757,1.0651807,1.1344292,1.2363104,0.8847664,1.1997502,0.7244003,1.0781946,1.0455297,1.1240287,1.1794584,1.0040067,1.1501632,1.1539958,1.2241465,1.1250665,1.0028437,1.012858,0.9801316,1.1874214,0.63705647,0.8892326,0.7369649,1.0270811,1.020912,1.1509069,1.1186064,0.99777037,0.7064965,1.1446514,1.0959364,0.77189815,1.1788592,1.153631,1.1710739,1.1099,0.9591404,0.99985725,1.0492306,0.8231735,1.1957985,1.1112244,0.9677204,1.0608847,0.91584074,0.74703354,0.772574,1.0491301,1.0441924,0.7725564,1.1058937,1.0287408,1.1078277,0.97708637,0.0,1.0601244,1.1707277,1.1467068,0.94331616,0.8912342,0.9314741,1.0771828,1.215581,1.1256139,1.1013165,1.0774833,1.0149748,0.99495476,1.2393126,1.1154156,0.70163393,1.1046689,0.76364446,1.0226489,1.1060808,0.9872152,0.7343937,1.0059574,0.9823549
slide,0.86910176,1.1292267,1.3307517,0.69589996,1.2070144,1.179002,1.2538366,1.0128027,0.8388158,0.7715913,1.3449494,1.2170657,0.7905868,1.2386546,0.9475719,0.98434085,0.87835485,1.1818566,1.2294745,0.8023733,1.2782362,1.2047265,1.1251884,1.3042034,1.1418731,1.0299243,0.9976637,0.9957758,1.2646769,1.3304996,1.1908618,1.0210181,0.810826,0.9942697,1.384392,0.7027243,1.1611421,1.1060777,1.0553197,0.953402,1.0128888,0.68026996,1.2029238,0.8427628,1.2167852,1.4114114,1.355399,1.4075452,1.0470341,0.9780354,1.2573873,1.1213101,0.53924686,1.1546634,0.83430845,1.0246682,1.0912192,0.7492074,1.1698693,0.7258786,0.8011974,1.3605815,0.80374444,1.3344052,1.0301716,1.0213579,0.6834161,1.2391026,1.2460922,1.1167737,1.3630042,1.24315,0.7853548,1.0835224,0.8188144,0.8973104,0.6701158,1.444637,1.4237392,1.16176,1.2745512,1.3150225,1.2009674,1.1300734,1.233162,0.83594173,1.2726917,0.8325104,0.6390735,1.3017133,0.9718302,0.8252492,0.9190008,0.97717774,0.7511289,1.0601244,0.0,1.2412446,1.0629046,1.0268602,1.469029,0.6292244,1.1417792,1.3481445,0.5128752,0.7733002,0.22544026,0.5894885,1.3041878,1.2978402,1.063576,1.3055047,0.7849679,1.2789226,0.6166428,0.6957873,0.9721358,1.0377853,1.3666766,0.61336774
slipper,1.2512988,0.42655903,0.9148141,1.1593428,1.0457025,1.068497,0.80262053,0.94186187,1.1987642,1.4526844,0.72693306,0.81983274,1.059669,0.72211623,1.3602442,1.1631488,1.1093565,0.83022374,1.1436833,1.3186142,0.8839785,0.833781,0.93425465,0.7675886,0.7640293,1.0497013,1.1305867,1.087816,0.81251156,0.88179827,0.93823093,1.0825182,1.3755616,1.1654962,0.67119974,1.3858705,0.9353937,0.8650782,0.93699336,1.1815174,1.2299305,1.0418522,0.9649782,1.1060112,0.62117994,0.7263875,0.8466429,0.71582985,1.0702842,1.1918662,0.62791455,0.5289105,1.2782983,1.0494045,0.9924629,0.89694035,0.6386542,1.2217788,0.8403246,1.246034,1.0859803,0.80169654,1.3138556,0.8064752,1.1160718,1.141489,0.89244264,0.8982182,0.714072,1.0822551,0.47002852,0.9996493,1.2793983,0.9328197,1.2166096,1.0393848,1.2875233,0.5542246,0.5334486,1.0102509,0.8667125,0.77910817,1.0485919,1.0972471,1.138081,1.1206509,0.85162735,1.3462952,1.1054384,0.7488989,1.0460929,1.253832,0.48603582,0.8963728,0.9867644,1.1707277,1.2412446,0.0,0.7677978,1.245391,0.58983135,1.3371928,0.8286551,0.74321324,0.97717255,1.2797979,1.203252,1.4462954,0.79694843,0.49328655,0.6869958,0.8034674,1.090214,0.96686745,1.3487251,0.8853075,0.90027416,1.0492485,0.45063365,1.318259
sock,0.99389285,0.6289504,0.92275006,0.9760603,0.9660009,0.9589991,1.0274177,1.0052933,1.0852085,0.9894004,1.1004741,1.1947639,0.6911332,1.1465611,0.8805169,1.1782072,1.0770996,1.0628941,1.1976511,1.0832407,1.1104994,0.9512764,1.1368244,1.1465976,1.147321,0.9931294,1.1299419,0.9441677,1.1105694,1.0785115,0.9936143,1.0820588,1.0183498,1.0693722,1.1570508,0.9521051,0.87963104,1.0626789,0.7865016,1.1140467,1.0933075,0.7175306,0.82436883,0.9522381,0.8185071,1.170892,1.1330103,1.1183289,1.0840503,0.97584665,1.0035971,0.8084555,1.152635,1.0911156,0.895228,0.7868521,0.9156606,1.0953625,1.1401911,1.0179689,0.7044942,1.1168749,0.951632,1.1652731,1.0968709,0.8278131,1.0503051,1.0648409,1.1349506,0.83976954,0.9347431,0.8395153,0.95372707,1.1231513,0.72813725,0.60658926,1.1126283,1.0469116,1.0490317,1.1144121,0.85271657,1.1008086,1.0767969,1.1529615,0.78650033,0.83004963,1.2013886,0.93100953,1.171133,1.1483865,1.1365186,0.830527,0.7202171,0.6664806,1.0308526,1.1467068,1.0629046,0.7677978,0.0,1.1045213,1.0852468,0.94285524,1.1232384,1.1110183,0.99811256,1.0567666,1.0471679,1.1391511,1.0856911,0.776112,0.88862413,0.87877434,1.0161426,1.0704637,1.1531417,0.95123637,1.1356947,1.0759289,0.98169637,1.0314043
soup,0.82078964,1.1929611,0.9404308,0.9457639,0.9759832,0.9558376,0.9413998,1.0091143,1.0128514,0.9700973,1.2256321,1.234872,1.039487,1.1009585,0.96576715,1.0002509,0.9509694,1.0386752,0.5278476,0.9444564,0.90597224,1.192281,0.97531015,1.2431312,1.1628389,0.70772785,1.0788996,1.040838,1.1086159,1.1553884,1.1699144,0.7814053,1.0307323,0.66627055,1.2429835,0.9308361,1.0014186,1.0607826,0.9614826,1.0679601,1.0814614,1.036698,0.92181385,1.0190213,1.0942241,1.2020744,1.0267961,1.1636332,0.9135948,1.0033271,1.2092195,1.073696,0.99050266,0.789576,1.0237478,0.9878676,1.1999509,0.9987342,0.96728605,1.1290715,1.0702612,1.0860991,0.9716235,1.1727908,0.7124967,0.85145247,1.1022369,1.0171825,1.2181685,1.0623922,1.2772691,0.9653857,0.9408197,0.99423736,0.9663891,1.0627059,0.8588981,1.2263175,1.2113696,0.78923845,1.2104263,0.9868603,0.92425084,0.5363587,0.98183185,0.93941826,1.1680875,0.95704067,1.0787991,1.1158441,1.0665833,1.067071,1.0759995,1.1140525,1.0289714,0.94331616,1.0268602,1.245391,1.1045213,0.0,1.1447963,0.90659004,1.0045134,0.9217381,1.0880901,0.9323192,1.0256101,0.8063252,1.0837059,1.20199,1.0791988,1.1143925,0.9699759,1.1296347,0.9983044,1.0526127,1.1920345,0.9917841,1.2268893,1.0663371
spoon,1.3803287,0.8710463,0.7072046,1.3377609,1.0476387,1.0316541,0.60903573,1.029653,1.2901237,1.4761261,0.44645125,0.4336679,1.3328271,0.553959,1.3578731,1.0105399,1.3107274,0.76602614,0.7564783,1.3661952,0.6063616,0.60024524,0.991703,0.4468019,0.6046209,1.0879434,1.1212616,0.88282967,0.71544147,0.56326586,0.8789807,1.105953,1.4180483,1.1972853,0.24819481,1.3852443,0.9260744,0.79178345,1.1211331,0.99220484,1.1087468,1.2957176,0.92207015,1.3175569,0.7718699,0.41874945,0.55730754,0.10728663,1.1693213,1.3062391,0.50297153,1.0071281,1.3288643,0.9901371,1.1956502,1.1535933,0.75899076,1.30353,0.8419606,1.3329861,1.4430978,0.21344155,1.313421,0.48552912,1.0977523,1.3486178,1.0996859,0.682531,0.4253981,0.95526624,0.3229801,0.82961726,1.3884196,0.9717509,1.4175632,1.3123534,1.4703183,0.19603539,0.2659229,0.91517115,0.7409767,0.4956169,0.97342813,0.87668264,0.9417463,1.3669329,0.50418454,1.404712,1.2396994,0.6742568,0.9720339,1.4333005,1.2045356,1.1036267,1.1339126,0.8912342,1.469029,0.58983135,1.0852468,1.1447963,0.0,1.4497799,0.7673996,0.36624384,1.1803005,1.3220712,1.3953778,1.5052614,0.594285,0.5957069,0.7072948,0.54665446,1.2620827,0.7494869,1.3463416,1.0472835,0.8214861,0.92553735,0.2897514,1.3199799
sprinkler,0.8338311,1.2200674,1.2500062,0.79261976,1.0366074,1.0107107,1.3620398,1.0434495,0.7762059,0.6676757,1.3469899,1.2433072,0.85625327,1.2619991,0.859349,0.9777584,0.9701335,1.2854903,1.1738981,0.81584775,1.3292143,1.236154,1.1147625,1.3762047,1.1994636,1.001057,0.8474804,1.0049124,1.1984346,1.0779011,1.0693192,1.1028064,0.7483319,1.0413467,1.4146124,0.67848146,1.04777,1.2042296,1.150401,0.8646653,0.905736,0.86743426,1.101981,0.781882,1.2556638,1.3286563,1.3346602,1.3672749,1.0504518,0.79432845,1.2905786,1.1787493,0.5544141,1.1562885,0.8217622,0.95637715,1.20466,0.5504458,1.2036759,0.76745546,0.69930565,1.3210378,0.69194114,1.1686897,1.089515,0.94859135,0.8356004,1.2580962,1.2844343,0.978376,1.3957474,1.1406788,0.7422338,1.0114446,0.79410493,0.86967343,0.78242147,1.4393342,1.4297781,1.2378808,1.2866054,1.4205302,1.141463,1.1024919,1.0460256,0.8156239,1.2720555,0.7234781,0.7723951,1.2818353,0.86894083,0.7378724,0.9229837,0.9585032,0.68589187,0.9314741,0.6292244,1.3371928,0.94285524,0.90659004,1.4497799,0.0,1.145439,1.3744963,0.95401603,0.9074917,0.6919082,0.6415365,1.3622808,1.3462982,1.0740695,1.3018584,0.97906184,1.2642168,0.530911,1.079964,1.0534835,1.0147014,1.3885853,0.6655966
stick,1.1531054,0.9890721,1.0127225,1.0377585,1.0695724,1.1191248,0.9876738,0.9406323,1.1372458,1.212495,0.9443655,0.9144035,1.2046103,0.5515172,1.1079093,0.97562367,1.091675,1.0052079,1.0619073,1.1756197,0.9713976,1.0130217,0.78530186,0.9725084,0.90102315,0.8412845,0.9805283,1.1312047,0.87342244,0.9466803,0.9948779,1.0777391,1.209042,1.0730497,0.87724996,1.2008873,1.0334008,0.93326324,0.9345385,1.110429,1.0331912,1.1373284,0.94297636,1.1350081,0.9490167,0.68946975,0.7881381,0.76160806,0.9256332,1.1595291,0.9403266,0.92651683,0.97199357,1.0664585,1.2084861,1.121393,1.0488169,1.0659941,0.8687342,1.1856121,1.2260017,0.80378294,1.135562,0.85807276,1.0912066,1.0406313,0.9665906,0.97098,0.95325196,1.0667399,0.82775867,1.0173445,1.191041,0.5800014,1.118503,1.2039323,1.117826,0.86038,0.85217786,0.996608,1.0549284,0.8868164,0.8988804,1.0323323,1.1384305,1.1045423,0.8969326,1.2682852,0.8491188,0.7843035,0.90077627,1.2344754,1.0411781,1.119593,0.91018915,1.0771828,1.1417792,0.8286551,1.1232384,1.0045134,0.7673996,1.145439,0.0,0.8550638,1.0690308,1.0846617,1.129234,1.2278432,0.8966101,1.0228977,0.99471444,0.93679184,1.0937631,0.9789486,1.0563191,1.0098083,0.89654344,1.0569274,0.8695774,1.1994214
strawberry,1.2336857,1.004356,0.5967735,1.2538002,0.98067045,0.98275995,0.51114994,1.1256658,1.3230139,1.4658768,0.68685055,0.65810883,1.2144853,0.64245224,1.3244088,1.058759,1.1862994,0.7714252,0.6063589,1.3449324,0.38826776,0.87274325,1.0098864,0.56901926,0.68077075,0.9185341,1.1728011,1.1614428,0.85371673,0.72939795,1.1033521,0.9493664,1.3302145,0.9694412,0.47647804,1.4247918,1.0838517,0.6426898,1.0395229,1.1157656,1.2635803,1.2156446,0.8583509,1.1748741,0.88700503,0.62514055,0.45940626,0.5833911,1.129815,1.28445,0.63194644,0.9787967,1.2208321,0.77725774,1.1725523,1.1953229,0.86307645,1.2258017,0.89018834,1.3511921,1.3728256,0.7145045,1.3868732,0.81637335,0.91371,1.2654988,1.0656142,0.5320493,0.4563955,1.1223391,0.5348932,0.82833827,1.3114743,0.90287423,1.2993418,1.2548321,1.2634213,0.52562773,0.54752445,0.74320287,0.9545037,0.35040194,0.8681617,0.6712468,0.92820776,1.3428626,0.663438,1.3669188,1.1601598,0.82095903,1.2521727,1.3673589,1.2432184,1.1556638,1.2815049,1.215581,1.3481445,0.74321324,1.1110183,0.9217381,0.36624384,1.3744963,0.8550638,0.0,1.1335033,1.1536614,1.3203869,1.331142,0.61908877,0.7009222,0.8525554,0.79823613,1.1780696,0.9412238,1.1706781,1.056163,0.88763267,1.1946802,0.5563844,1.3074181
stroller,1.0343639,1.0581096,1.3165694,1.0242606,1.2060366,1.1863757,1.2085401,0.7376198,0.9101771,0.9453554,1.1518517,0.985785,0.91628814,1.1222476,1.0662899,0.92290163,0.8585974,0.7573546,1.1995996,0.89146566,1.141433,0.8983551,1.0119823,0.9660361,0.833894,1.2522076,1.0491122,0.8084329,0.91353977,1.1611618,1.1321946,1.118866,0.90320873,1.1261867,1.2577479,0.7563932,0.9937519,0.9726482,0.8354627,0.89401764,1.178993,0.80095875,1.1888335,1.0931417,1.2876761,1.1800047,1.0287519,1.1367446,1.0247905,1.158936,1.2146205,0.98446697,0.86939836,1.34782,1.026588,1.221813,1.0219392,0.93023443,0.88823265,0.7914406,1.0524827,1.1652879,0.8519947,1.0305346,1.1419111,1.1869248,0.3459711,1.0932208,1.2255605,1.1381536,1.1189508,1.29026,0.8395871,1.0728645,0.9931014,1.027091,0.94149077,1.2970746,1.2824817,1.1816354,0.9914273,1.1246356,0.9640317,1.0559268,1.2184134,0.7483283,1.1800679,0.92704105,0.9240098,0.93293214,1.0463809,1.0662794,0.8422743,0.859662,0.8321215,1.1256139,0.5128752,0.97717255,0.99811256,1.0880901,1.1803005,0.95401603,1.0690308,1.1335033,0.0,0.9510564,0.56738734,0.93459165,1.1333799,1.2748888,1.1938493,1.1754239,0.74957883,1.0262249,0.9325752,0.4157251,0.7087026,0.72148186,1.2075645,0.90691984
