,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
shirt,0.9825204,0.85082257,1.3640507,0.2871502,1.3833131,1.2650399,1.3404917,1.1726382,1.0621548,0.5946023,1.479862,0.7005752,0.3188818,1.3937148,0.47497725,0.8879092,0.89722985,1.4243202,1.5452046,0.7896001,1.1001499,1.3225274,1.2200664,1.4474658,1.3069465,0.6332514,0.7713084,1.0174611,1.4191989,0.7706946,0.85917723,1.0552747,0.53931224,0.8749095,1.5238885,0.796881,1.4405375,1.4093322,1.0635765,0.79045165,0.8421756,0.84225714,1.3055811,0.43510795,1.0982648,0.9632601,0.6958232,1.0515935,1.2429235,1.2762086,0.9330344,1.2789216,1.2775509,0.67648834,1.1240441,0.6796049,0.982243,1.0450311,0.47885936,0.60590935,1.3891959,1.1712658,0.88197005,0.91311,0.36142164,0.9099824,0.9104049,1.547132,0.7686223,1.0717504,0.64898545,0.8254877,0.8474863,1.3179296,1.4362724,0.97294366,1.4179237,1.0676866,0.93647397,1.201231,0.20926249,0.5794009,0.6376209,1.4073719,0.95478487,1.2991631,1.2104666,1.3812127,1.3873296,1.1692247,1.101937,1.4586093,0.6316055,1.3145807,1.3747456,0.0,0.9303981,0.44647455,1.1755611,0.7933117,1.4861498,0.54337776,1.3339021,0.7877425,0.82657444,1.4571017,1.0910522,0.9187434,0.39787865,0.6283392,1.4044509,1.1087742,1.0528204,0.9926914,1.0565565,1.2190149,1.1254504,0.96702504,1.273272,1.4004443,0.9118054,1.0878826
shoe,0.94587106,0.7741971,1.051244,0.88067675,1.0762563,1.1605117,1.0162263,0.86417896,0.97786623,0.99012756,1.1765773,0.9487046,0.8593209,1.0524127,0.9503765,1.120953,1.0875624,1.2060611,1.2106289,0.88727415,0.93233556,1.1406573,1.0121922,1.1749486,1.1506772,0.96604264,1.0848572,1.1761947,1.1215675,1.1036872,1.0765331,0.9894776,0.9389853,0.82370555,1.1875173,0.9973563,1.2331953,1.1368566,1.0257242,1.0455188,1.0338622,1.2215917,1.0986639,0.9343275,0.93329114,1.105735,1.0868385,0.8927382,0.9710506,1.2216463,0.5460498,1.0445698,1.039273,0.9594147,0.9964862,0.5384875,1.1975843,0.7003912,0.99770236,0.7750787,1.1257037,1.114934,0.88442785,1.077885,0.8613515,0.9969199,1.1095748,1.287837,0.7995766,1.0382223,0.47915018,0.7870984,0.8548278,1.1574919,1.1325479,0.93905455,1.0933347,0.9072759,1.0015535,1.0268985,0.9419089,0.90567845,0.81841475,1.0962614,1.0247638,1.1887038,0.9836752,1.2563386,1.040919,1.0449593,0.8244523,0.97949505,1.1289693,1.137417,0.98108083,0.9303981,0.0,0.86688364,1.0975347,0.97210175,1.1987065,0.90518785,0.76467615,1.0456246,0.6336771,1.052463,1.0353124,0.97594994,1.1205993,1.0706358,0.9420242,0.81435555,0.9429322,0.9073777,0.8853573,0.9717606,0.9836155,1.1966707,1.2142419,0.8453091,1.3242298,0.9971296
shorts,1.1113008,0.5799074,1.184476,0.68335044,1.2967393,1.162461,1.2259507,1.1230452,1.1367415,0.85493493,1.1506478,0.7176775,0.5128183,1.3713033,0.80954814,0.92685986,1.1877528,1.2808783,1.3365154,1.0456029,0.9207044,1.3230132,1.2502863,1.0392761,1.1969079,0.6432066,0.9571705,0.9839569,1.312796,0.8100001,0.95229137,1.0942631,0.6602874,0.9747199,1.2514824,1.0221009,1.2802598,1.0870105,0.99870247,0.967179,0.9417595,0.8727733,1.0115322,0.49129915,0.9307786,1.1238631,0.9127596,0.8089917,1.0667586,1.2154578,0.6712029,1.0465531,1.2516637,0.90175015,0.8417705,0.5305688,1.0913099,1.0962447,0.7006488,0.8162918,1.2494297,1.2195132,1.1296484,0.8164236,0.30781686,1.0162992,0.9912941,1.302295,0.79879725,1.0904684,0.5369171,1.1085252,0.88355863,1.1629043,1.2023759,0.72966564,1.1190641,1.0561161,0.79233885,1.3246474,0.57607883,0.30259728,0.9809224,1.1401526,1.0704182,1.0659864,1.1195363,1.2576978,1.3694687,1.1271569,1.0090379,1.2495999,0.76147133,1.2857922,1.2532725,0.44647455,0.86688364,0.0,0.9703816,1.0455393,1.3102826,0.99055225,0.9696465,1.0142024,0.6247097,1.2234738,1.1083351,1.0395151,0.66547024,1.052644,1.3376316,0.82338667,0.9099838,1.0130644,0.8777873,1.3339019,1.2004864,0.9895516,1.1264005,1.1952975,0.9817986,1.1375674
shovel,1.2347734,0.83886975,0.9436061,1.0855416,0.9444704,0.839003,0.86590695,0.91706246,1.0007603,1.2763195,0.83005273,1.0421824,1.1601672,1.032797,1.30302,1.0507209,1.2423952,0.8339063,0.7988611,1.197808,1.0072486,0.7867373,0.8667903,0.72907233,0.98434037,1.0732605,1.1119833,0.88330257,0.87249523,1.046632,0.9619629,0.9505286,1.0517157,1.1364992,0.7922362,1.080556,0.8616331,0.7917575,0.92201,1.1350361,1.0448495,0.962944,0.91573185,1.1064624,0.9514492,1.0487856,1.1499857,0.9890179,0.9885522,0.9641866,1.0116584,0.85908985,1.1607612,1.0721344,0.87670565,0.910473,1.1453242,0.95136195,1.0994375,1.0623063,0.9956664,1.1711708,1.0636057,0.99833345,0.9986662,0.89184177,0.99725795,0.8140118,1.0307072,0.9867745,1.0987445,1.1145208,1.1299722,0.9922717,0.85646695,0.86481434,0.83220637,1.0345185,0.9517657,1.1420114,1.1860058,0.9131402,1.2008525,0.68554753,0.70433605,0.808541,1.1332188,0.9586622,1.0150663,1.131552,0.8808157,0.84529,0.95933354,1.0661719,0.783303,1.1755611,1.0975347,0.9703816,0.0,1.1155467,0.8739017,1.2615776,0.8617363,1.230128,0.94302195,0.73863566,0.7565289,0.9708722,1.2027267,1.2594857,0.9061889,0.99551636,0.8360654,0.77785355,1.0441186,0.9745997,0.9103436,1.0665464,0.6539266,0.8873126,1.0430628,1.158607
shower,1.0108261,1.1384811,1.4181653,0.62244785,1.333992,1.338518,1.3062114,0.8884182,0.7599647,0.6169758,1.3765934,0.71164,0.8731481,1.2442257,0.60400283,0.76163745,0.90633595,1.275601,1.2125534,0.6410878,1.2633748,1.0818442,0.92012733,1.1350857,1.2329087,1.0645096,0.895537,0.63322496,1.1880052,0.66587764,0.7023234,0.9318767,0.62342155,0.94536203,1.4183484,0.4252774,1.2595389,1.2536151,1.088174,0.8434051,0.95414793,0.50386095,1.0951053,0.8625502,1.2869533,0.86665416,0.91975504,1.2784773,1.3149089,1.12096,1.186385,1.2944461,1.2529876,0.9406486,1.3416007,1.1201898,0.8518406,1.2466202,0.8593732,0.98218906,1.3929386,1.1418586,0.7562836,1.09902,0.82752204,0.8448775,0.5017302,1.2241323,0.8715554,1.1152238,0.9671372,0.79928386,0.957947,1.2500448,1.1406201,1.2603788,1.3696389,0.87336314,0.67369634,1.1702299,0.6868416,0.9751874,0.68553984,1.4044647,0.949648,1.2799419,1.1785581,1.2664754,1.068645,1.1316397,1.0582011,1.2801514,0.4361601,1.2868979,1.1702617,0.7933117,0.97210175,1.0455393,1.1155467,0.0,1.1270509,0.5629104,1.3999572,0.61661154,1.1649058,1.2156671,1.084281,0.76848173,0.8579452,0.60777956,1.1967046,1.3175702,1.1750808,1.1081086,0.9929584,1.1384733,0.9625814,0.97536665,0.9432149,1.3163779,0.66038656,1.0776368
sink,1.3086841,1.1479793,0.6704074,1.420166,0.59013724,0.65383875,0.8259381,0.9081254,1.0008749,1.307456,0.27066553,1.1624104,1.4511737,0.9583263,1.37096,0.9166932,1.2805475,0.45678413,0.159742,1.2748749,1.0902522,0.72344667,0.74400246,0.40017354,0.6904323,1.2866118,1.1165128,0.858017,0.7163293,1.2149382,1.0263041,0.90287906,1.3069384,1.3242743,0.42769396,1.2301667,0.34226084,0.63874114,0.9428044,1.3223964,1.3101051,1.0630145,0.65494114,1.4057776,0.9274572,1.0113802,1.2468033,0.9554925,0.89555496,0.8281032,1.1421316,0.8011439,1.1118673,1.1848043,0.89615685,1.2810777,0.90777135,1.101093,1.3346397,1.3876412,0.6710776,1.1386209,1.0995406,0.9427033,1.3488581,1.1230592,1.1007181,0.26920962,1.273242,1.0139005,1.3888049,1.1118755,1.210676,0.52201325,0.46864128,1.0209866,0.54559356,0.8632285,0.90440774,1.0632092,1.4952328,1.196223,1.3141354,0.5328953,1.0832937,0.65131754,1.041625,0.7346804,0.6952438,1.1360617,0.96265846,0.4385692,1.1497272,1.0190609,0.698447,1.4861498,1.1987065,1.3102826,0.8739017,1.1270509,0.0,1.3588204,0.64916503,1.1558009,1.1811175,0.43870872,1.0242391,1.2813021,1.2491069,1.3050787,0.56246436,0.9333553,1.0178832,1.1736548,0.9856619,1.0092671,0.8054413,1.0389855,0.74324274,0.5499426,0.90331703,1.150056
slide,0.85994786,1.119173,1.4236665,0.40637434,1.4055235,1.3350401,1.4509308,1.1458101,0.9145588,0.3436591,1.4791044,0.5662394,0.63203156,1.2705972,0.34266305,0.77236223,0.6449584,1.4422718,1.4687424,0.5066571,1.2391847,1.1630659,1.0320936,1.5021951,1.260204,0.98106307,0.76702994,0.9867907,1.361806,0.7636734,0.7432897,1.0677477,0.49843186,0.82052976,1.5155221,0.5593041,1.4663233,1.4433262,1.1747246,0.7773075,0.9844956,0.8185133,1.202475,0.80460835,1.3112668,0.83099365,0.91041654,1.2359048,1.2420529,1.3373123,1.0661579,1.3754828,1.1725421,0.67259663,1.2774243,0.9322954,0.92443526,1.0311017,0.7304904,0.6895636,1.4387137,1.088032,0.66376126,1.0006906,0.66306114,0.77264357,0.72206926,1.4855291,0.7733781,1.1295506,0.7962435,0.55920994,0.87457824,1.3519702,1.3438938,1.2598956,1.497538,1.160601,0.8171066,1.1831048,0.43864703,0.93338,0.3688538,1.3983984,0.8169302,1.4007528,1.1814694,1.3719947,1.2227027,1.1474445,1.0758889,1.4129716,0.6561496,1.2879354,1.2240452,0.54337776,0.90518785,0.99055225,1.2615776,0.5629104,1.3588204,0.0,1.4975241,0.6311568,1.0127672,1.4518498,0.9218372,0.7805406,0.6771611,0.37096584,1.318344,1.3098335,1.2157686,0.8886672,1.042194,1.0176023,0.9297549,1.0192715,1.2045276,1.4581748,0.8885932,1.018836
slipper,1.3634927,0.5404939,0.39501083,1.3888094,0.5469732,0.5990046,0.588005,1.113571,1.2886937,1.4858458,0.3686024,1.3695333,1.241692,0.8951383,1.465922,1.3621109,1.410733,0.46783006,0.5335181,1.5444388,0.6337412,1.0223734,1.1266676,0.68297875,0.9253029,0.9687685,1.2213633,1.3335495,0.82552636,1.2796245,1.3952836,1.1872427,1.3431172,1.1242486,0.2943737,1.5834934,0.45392287,0.60358346,0.917745,1.3707024,1.1416966,1.4604179,0.91255015,1.1680459,0.5912751,1.1169516,1.1195395,0.3831644,0.7453815,1.0523927,0.5611932,0.7295067,1.0700908,1.3241494,0.45590293,0.66341347,1.1919073,0.7840477,1.1694416,1.0911114,0.49340093,1.1648691,1.3319237,0.94535595,1.1883714,1.2539657,1.4819919,0.62160397,1.1613315,1.0052619,0.8083339,1.2422359,1.08254,0.32361424,0.6724016,0.6239293,0.41785657,0.9130139,1.2554282,0.8932339,1.4011886,1.0384222,1.4230847,0.41105127,1.1510988,0.795472,0.8690138,0.89540946,0.98242784,1.0959979,0.98106444,0.59535086,1.550104,0.938554,0.881232,1.3339021,0.76467615,0.9696465,0.8617363,1.3999572,0.64916503,1.4975241,0.0,1.3946424,0.5845213,0.62155205,1.094691,1.3489494,1.2651274,1.5589107,0.75817204,0.26283574,0.589452,0.9463577,0.83466494,0.98973465,1.0515907,1.2954535,1.0402691,0.33471,1.3871112,1.1748387
snow,0.77892196,1.1233566,1.3399267,0.73116755,1.2334942,1.3763611,1.2330289,0.98144233,0.93070805,0.45286238,1.3146853,0.6039108,0.8620467,1.1942431,0.5056107,0.8040338,0.90044737,1.3245046,1.2330166,0.76120543,1.2009649,1.1192918,1.0612462,1.2649653,1.1138211,1.0917044,0.7022724,0.8302297,1.230127,0.7115954,0.62253326,1.0301584,0.6440901,0.9593702,1.4276586,0.67653644,1.306073,1.2357433,0.83383906,0.5613427,1.049236,0.67367715,1.1272784,0.91652626,1.1916362,0.8760839,0.95733535,1.3038793,1.0473537,1.1070925,1.1776098,1.2814156,1.0205466,0.76277137,1.3253376,1.1507924,0.74177563,1.2317051,0.8896085,1.0337142,1.3540449,0.97675896,0.86090696,1.0985575,0.8056255,0.97662765,0.7653165,1.3200793,0.9279534,1.0474343,1.0196824,0.7991831,1.0000241,1.2537627,1.2966602,1.2817159,1.2781391,0.8477744,0.9086741,1.0696912,0.77323353,0.88138485,0.72759855,1.4551151,1.1356524,1.2229612,1.0535973,1.2526336,1.0982726,1.0163971,1.0759017,1.1947823,0.74463934,1.1943377,1.2546409,0.7877425,1.0456246,1.0142024,1.230128,0.61661154,1.1558009,0.6311568,1.3946424,0.0,1.2089773,1.3208668,1.1772068,0.84427893,0.8399669,0.6014415,1.1345364,1.3075241,1.2917145,1.2431698,1.115851,1.1317629,0.91368026,0.9658716,1.1751157,1.3634944,0.79376984,1.0012819
sock,1.2006743,0.24537426,0.8909704,0.8649813,1.0331198,0.8649678,1.0234871,1.1538258,1.1373911,1.0739515,1.0164236,0.92798567,0.7615607,1.0810143,0.9608054,1.1873169,1.1781023,1.0725423,1.0995733,1.1429126,0.87658244,1.0534749,1.0885433,0.98148865,1.2143067,0.94324183,1.1372411,1.1579944,1.1761978,1.135662,1.226054,1.1161141,0.86428285,0.9443221,0.9684407,1.2214181,1.0874718,1.0363352,1.0940243,1.173797,0.92929465,1.2962065,1.0473641,0.8037787,0.7537201,1.1423739,1.2097397,0.6369459,1.0083504,1.2541718,0.45414597,0.9254514,1.1411434,1.1784446,0.8382371,0.11606312,1.2718298,0.76685977,1.0869763,0.73439825,1.0284472,1.1862133,1.1581283,0.89759314,0.6774091,1.0179415,1.1911099,1.2087661,0.78635836,1.0002578,0.35781986,1.1511829,1.0485338,1.0363063,0.9469468,0.83626,1.0050066,1.0041313,1.0050762,1.0902224,0.89240056,0.7256778,0.99581534,0.8655678,0.8889752,0.93674135,1.0259409,1.1667894,1.1139843,1.1281362,0.9381785,1.0934699,1.1724507,1.1619719,1.1104668,0.82657444,0.6336771,0.6247097,0.94302195,1.1649058,1.1811175,1.0127672,0.5845213,1.2089773,0.0,1.0254483,0.857579,1.1191028,0.9978925,1.2356015,0.9798652,0.60322773,0.7173779,0.7433785,0.6154668,1.0665836,1.062309,1.2269922,1.1655707,0.87663925,1.3350544,1.087141
spoon,1.2564167,0.93121386,0.6526182,1.479814,0.69340676,0.74192053,0.7043115,0.963491,1.1398588,1.4510251,0.46359622,1.3034694,1.3920677,0.86013556,1.5331533,1.102634,1.2135686,0.61041784,0.4816923,1.3160359,0.86730623,0.64630675,0.9337993,0.5354055,0.769097,1.2453822,1.2507615,1.0243679,0.593273,1.3071864,1.1060884,0.96606785,1.3989087,1.1678139,0.433128,1.329522,0.53195035,0.6831754,0.88945264,1.3047543,1.1887814,1.1182313,0.7093819,1.3017356,0.8335894,1.0519035,1.2486832,0.87108505,0.80156326,0.84348774,0.99212253,0.7081298,0.95738673,1.274683,0.7776557,1.083519,1.0593574,1.005668,1.2822353,1.2488532,0.73189557,1.0971497,1.1038351,0.95705605,1.4033424,1.0022272,1.1151388,0.3250556,1.299365,1.0461086,1.2445848,1.2126322,1.1302147,0.7210645,0.6207184,0.80933726,0.6969115,0.9117484,1.0244342,1.0536906,1.4658314,1.1954427,1.3519502,0.4765203,0.9195943,0.7163117,0.8261876,0.73283017,0.61991966,1.0389633,0.9596467,0.63196576,1.220264,0.9136221,0.4950137,1.4571017,1.052463,1.2234738,0.73863566,1.2156671,0.43870872,1.4518498,0.62155205,1.3208668,1.0254483,0.0,0.9939058,1.1576881,1.3024522,1.3476384,0.66332537,0.8325965,0.9565136,0.95629895,1.0181911,0.89874095,0.8937776,1.0715548,0.6382606,0.5800878,1.1282023,1.1380216
sprinkler,1.027874,0.97132814,1.0792755,0.88454765,1.1748977,0.8956741,1.1794133,1.1096859,0.97611034,1.1505557,1.1337874,1.0461645,1.05921,0.88708305,1.1285675,0.9891684,0.9739063,1.034807,1.0290532,1.0028553,0.98458886,0.8224915,0.9018348,1.0278884,1.1371719,1.0660864,1.0984355,0.97574115,0.99177784,1.0918149,1.0342255,0.9193653,1.1226118,0.9233565,1.0542581,1.0314319,1.1052922,1.066796,1.2153589,0.9838627,0.9216999,1.0892897,1.0446544,1.0729718,1.0232954,1.1106884,1.0242076,0.9452966,1.0528609,1.0854485,0.9156233,0.9636764,1.048697,1.0490547,1.0028859,0.894947,1.1897396,0.8781795,1.0878594,0.7039819,1.1563189,1.0000782,0.8382951,1.177411,1.0931727,0.7132051,0.9895843,1.0302945,0.8918828,1.0795182,0.9772263,0.9494523,0.9916138,1.0810615,0.9030049,1.0162182,0.9775377,1.0125364,1.0005765,1.0405854,1.0073545,1.0831203,0.83662033,0.85686374,0.57247466,1.1158996,1.1087832,1.0798075,1.0677856,1.0280278,1.0172086,1.1273961,0.9671985,1.0395314,0.9424468,1.0910522,1.0353124,1.1083351,0.7565289,1.084281,1.0242391,0.9218372,1.094691,1.1772068,0.857579,0.9939058,0.0,1.0964838,1.1862252,0.9719869,0.9641659,1.0118469,0.8871762,0.6266016,0.8775519,1.0495143,0.9516351,1.0032749,0.9835248,0.98488945,1.0723579,1.0027133
stroller,0.96190655,1.1438726,1.3060136,0.92430794,1.1876687,1.227853,1.0810119,0.7612194,0.68236136,0.8334359,1.310969,0.88613665,0.8599747,1.0647025,0.7610356,1.0626442,0.78137183,1.2182046,1.2261753,0.6215532,1.2885447,0.9886763,0.84041536,1.090631,0.9788591,0.9805701,1.0606465,0.79106987,1.0412558,0.74740744,0.94954926,1.0680358,0.8064816,1.0044459,1.3104259,0.5796461,1.268283,1.1261674,0.91802484,0.89055663,0.71095514,0.9390394,1.1471848,0.86733305,1.2111003,1.0177486,0.962611,1.3353492,1.2242608,0.96931666,1.1417946,1.2802413,0.9608134,1.0987422,1.2935501,1.0832465,0.9879491,1.2056518,1.0062466,1.1249045,1.2148674,0.9533749,0.89688,1.076481,0.99164784,1.0474877,0.6935444,1.217904,1.0174605,1.029376,0.99891996,0.8197616,0.99010766,1.3583152,1.2073332,1.2874863,1.3077123,1.0866328,0.959603,0.98202324,0.80998635,1.0410644,0.95077974,1.3390613,0.9588802,1.0532694,1.04755,1.0316501,0.95667094,0.95125145,0.7248951,1.1189944,0.8710278,1.0478749,1.0111376,0.9187434,0.97594994,1.0395151,0.9708722,0.76848173,1.2813021,0.7805406,1.3489494,0.84427893,1.1191028,1.1576881,1.0964838,0.0,0.9073946,0.8002793,1.0786083,1.2972107,1.2285234,1.1244088,0.9985309,0.7113,0.8296297,0.97572446,0.59612894,1.2582462,0.9563065,0.9158089
sweater,1.0459722,1.0859729,1.2576989,0.6649819,1.2254877,1.1904664,1.250017,1.1596366,1.071786,0.5827833,1.2024,0.76792353,0.62420714,1.2645957,0.53631574,0.85174936,0.98182076,1.2548528,1.3129909,0.909811,1.1755897,1.2893319,1.2226957,1.1986623,1.1287261,0.68478,0.5647264,1.0611266,1.2386286,0.82556593,0.9251852,0.9593419,0.65038764,1.0187428,1.2937498,0.8699079,1.2472273,1.0728387,1.1402417,0.91250217,1.0154417,0.8335506,1.1644039,0.6352583,1.2200434,0.69505405,0.8474245,1.0968281,1.1799115,1.209032,0.95187616,1.1212956,1.1886116,0.7025616,1.1454418,0.91488516,0.7820394,1.267576,0.6648308,0.8772796,1.1885469,1.1062707,0.9153506,0.459646,0.5321349,1.0434483,0.9751049,1.2668879,0.89149714,1.115671,0.8227288,0.8669328,1.0428643,1.1977661,1.2121637,1.1026274,1.2899084,1.0901495,0.9650838,1.1083024,0.47762018,0.55951357,0.802994,1.2618849,1.1037902,1.0829546,1.1770022,1.2063642,1.29842,1.094122,1.0431919,1.2639287,0.7740314,1.203304,1.1595066,0.39787865,1.1205993,0.66547024,1.2027267,0.8579452,1.2491069,0.6771611,1.2651274,0.8399669,0.9978925,1.3024522,1.1862252,0.9073946,0.0,0.7513384,1.3697808,1.1356778,1.2459495,1.1700768,0.96559936,1.2486277,1.1719359,0.9802888,1.1245955,1.3190353,0.85473216,1.0912837
table,0.8069602,1.2154574,1.3884065,0.53275496,1.3321946,1.3286247,1.4090463,1.1144891,0.9636496,0.44606614,1.493411,0.63719785,0.7549809,1.1868724,0.52793705,0.7714455,0.31999063,1.4086632,1.3899047,0.49800545,1.234147,1.052541,1.1038061,1.4836531,1.258395,1.0669082,0.85722363,0.838725,1.286243,0.8634941,0.4998381,1.1200315,0.61434263,0.89580286,1.4959651,0.59554935,1.402569,1.4212078,1.0321542,0.7327008,0.9020859,0.7749644,1.1380122,0.8336027,1.2433065,0.97900444,0.86152923,1.274575,1.2529478,1.1533839,1.2814674,1.4073089,1.0577453,0.80668956,1.3099842,1.1660533,0.8636397,1.0274667,0.72672147,0.70653,1.4056549,0.94671255,0.72000444,1.1437136,0.8043902,0.7231953,0.69374037,1.415766,0.94251364,1.0762696,1.0113205,0.7485957,0.8371687,1.3068037,1.4313314,1.198177,1.4574282,1.0029922,0.9258326,1.0911849,0.43160582,1.0516753,0.4191538,1.383945,0.7964924,1.3777349,1.1280838,1.2917981,1.124834,1.055441,1.2339067,1.4248393,0.64545166,1.1493529,1.2199192,0.6283392,1.0706358,1.052644,1.2594857,0.60777956,1.3050787,0.37096584,1.5589107,0.6014415,1.2356015,1.3476384,0.9719869,0.8002793,0.7513384,0.0,1.2859018,1.3570845,1.2222381,0.94667447,1.1851985,0.97740144,0.86205935,0.9353978,1.1355369,1.4299302,0.8074742,1.0195531
tape,1.1739488,1.0442812,0.5771965,1.4519951,0.541567,0.5520787,0.63887954,0.73991275,0.80345947,1.3844063,0.71576774,1.3243736,1.2872698,0.71411,1.3888788,1.2021207,1.061189,0.6292703,0.45983958,1.0264652,1.0196998,0.68230695,0.45016152,0.6650904,0.7824557,1.2923734,1.3649197,0.9838278,0.59462637,1.2103114,1.1989834,1.1409943,1.4248395,1.2289524,0.68557864,1.1385876,0.60636085,0.8543868,0.8641099,1.190341,0.9800167,1.2948885,0.8998972,1.2863795,0.7209963,1.1664762,1.2321676,1.0987073,0.9835151,0.8964344,1.1924763,0.9350909,0.906083,1.227351,1.0162761,1.082946,1.1604979,0.81061965,1.4264004,1.289678,0.6682844,0.9450616,1.1557232,1.2035615,1.4794927,1.1373128,1.1510739,0.7361386,1.2274545,0.86917263,1.2786999,1.0716022,1.1574463,0.8388997,0.7166829,1.194042,0.80241454,0.95699024,1.0197635,0.7554447,1.4159007,1.3687139,1.322835,0.83512753,1.0445794,0.8109358,0.8353723,0.816622,0.35116124,0.9832531,0.7563778,0.5362085,1.3479296,0.78208196,0.9087481,1.4044509,0.9420242,1.3376316,0.9061889,1.1967046,0.56246436,1.318344,0.75817204,1.1345364,0.9798652,0.66332537,0.9641659,1.0786083,1.3697808,1.2859018,0.0,1.0220116,0.90070033,1.0023761,0.9797813,0.5481214,0.66817415,1.14531,0.93335176,0.637616,1.2665071,1.0051727
toe,1.2768167,0.52851224,0.63321614,1.1391675,0.85075504,0.75952435,0.8131263,1.225717,1.3083948,1.3716245,0.66989136,1.2478489,1.1121603,1.0645986,1.3689799,1.2662203,1.2828512,0.77237093,0.88599896,1.451923,0.51033527,1.0925423,1.2647814,0.8758899,1.0963322,0.7920283,1.223891,1.3154248,0.97182703,1.2025259,1.2936238,1.2423582,1.221659,1.0412589,0.58214617,1.4954964,0.7506497,0.77614295,1.0149345,1.2859567,1.1350967,1.2950561,0.89375204,1.0199748,0.5468534,1.228756,0.9029955,0.081451654,0.89429945,1.1166445,0.5045351,0.740466,1.1256254,1.2403672,0.4177183,0.6847945,1.2000124,0.8345549,0.88399065,0.69775987,0.7583779,1.138144,1.2944555,1.0303075,1.0317274,1.1397653,1.3669004,0.85357237,1.1256794,1.1184698,0.7534075,1.2687643,0.87248033,0.5129812,0.9206524,0.4375257,0.54862976,0.79817724,1.207097,1.0133897,1.2094822,0.9527985,1.2529395,0.5876844,1.0763011,1.0235372,0.8990154,0.9735629,1.1809518,1.0812805,1.1819885,0.8941636,1.326159,1.0405086,1.0124459,1.1087742,0.81435555,0.82338667,0.99551636,1.3175702,0.9333553,1.3098335,0.26283574,1.3075241,0.60322773,0.8325965,1.0118469,1.2972107,1.1356778,1.3570845,1.0220116,0.0,0.60955334,0.86992145,0.9265028,1.1467447,1.1775068,1.1987098,1.0824634,0.5345064,1.3208377,1.079533
tooth,1.2243333,0.7103951,0.78094304,0.9923225,0.9878099,0.80555815,0.9045672,1.0781655,1.1521826,1.2922742,0.92230034,1.234097,0.9376782,0.98903424,1.225876,1.143691,1.1573256,0.8921237,0.9145042,1.256244,0.77537704,0.9091499,1.1162486,0.982814,1.1637175,0.8690801,1.2706842,1.1220285,0.9725788,1.1206406,1.1142979,1.0393488,1.1991208,0.9092468,0.7708183,1.2884867,0.8940703,0.9957625,1.0924224,1.1598258,0.81679404,1.1866751,1.032265,0.9108088,0.65390646,1.1654851,1.0360593,0.59018946,1.0125794,1.0372975,0.86896574,0.9461475,1.2227688,1.1577314,0.68147695,0.7310347,1.2055963,0.6285912,1.0650334,0.817789,0.9249778,1.1693264,1.1569269,1.2108488,1.0087278,0.93035865,1.1785432,0.9871461,0.8823152,1.0019698,0.88586015,1.194027,0.9387597,0.7380693,0.9345393,0.63286906,0.8258513,0.87186205,1.2216959,0.92068344,1.0349743,1.1238712,1.0347228,0.7214338,0.8282056,1.011658,1.0410188,1.0185705,1.0185187,1.123808,1.1183105,0.9729161,1.1749707,1.0966421,1.0299473,1.0528204,0.9429322,0.9099838,0.8360654,1.1750808,1.0178832,1.2157686,0.589452,1.2917145,0.7173779,0.9565136,0.8871762,1.2285234,1.2459495,1.2222381,0.90070033,0.60955334,0.0,0.7451348,0.91224194,1.1250163,0.98642504,1.2005242,1.1024115,0.6295637,1.2044916,1.0561117
