,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,clock,closet,coffee,comb,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,egg,elephant,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,mouth,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pillow,pizza,plant,plate,pony,purse,radio,refrigerator,rooster,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,sock,spoon,sprinkler,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
hand,0.95884204,0.772799,1.1864324,0.48303866,1.3649008,1.1475047,1.2700874,1.2042485,1.1180761,0.8981323,1.395875,0.87965214,0.69908285,1.2200717,0.8756298,0.9465376,0.7650666,1.3825289,1.4453869,0.88487494,0.7782369,1.155618,1.2733942,1.4237555,1.3247054,0.7580705,0.9571413,1.160839,1.3747542,1.1296815,0.94800967,1.0708659,0.839036,0.8020389,1.2921617,0.9939439,1.3971542,1.3691051,1.2304642,0.9569427,0.9222326,1.0227833,1.181967,0.80371475,0.9598298,1.1154996,0.81750417,0.53453386,1.1355929,1.2421616,0.71110636,1.0358034,1.1216177,0.769286,0.87953216,0.6169314,1.1656384,0.6395316,0.669513,0.0,1.3210932,1.1212552,0.9887955,1.0930027,0.711549,0.60876435,1.0553166,1.4386864,0.818115,1.038376,0.67555845,0.9800722,0.7590271,1.1736207,1.3454366,0.78780293,1.1843736,0.8848113,1.021901,1.2089368,0.5712477,0.93049115,0.6070535,0.98084587,0.6222055,1.3371506,1.0832616,1.3114245,1.3017949,1.1194192,1.2673147,1.4016054,0.83882505,1.23774,1.137005,0.60590935,0.7750787,0.8162918,1.0623063,0.98218906,1.3876412,0.6895636,1.0911114,1.0337142,0.73439825,1.2488532,0.7039819,1.1249045,0.8772796,0.70653,1.289678,0.69775987,0.817789,0.54936826,1.0898865,1.1370034,1.0585438,1.0478842,1.2797874,1.1106446,1.1028464,1.0469289
hat,1.106023,1.055603,0.3649904,1.5046431,0.35772324,0.5795654,0.47036612,1.0628206,1.1684022,1.4189155,0.4281302,1.4308429,1.3958116,0.49914747,1.4330525,1.3004093,1.1426533,0.34411198,0.49176532,1.4039404,0.8525939,1.0462351,0.95903915,0.7106644,0.63130456,1.1373341,1.2182254,1.2325774,0.6647459,1.2791789,1.383504,1.1318885,1.4214847,1.1959137,0.2686566,1.4330059,0.38306123,0.6630354,0.9453044,1.3043356,1.1014867,1.375093,0.9992503,1.2946693,0.82480854,1.0315425,1.0960197,0.83544195,0.745951,0.8750891,1.1198587,0.77725476,0.7367652,1.1963311,0.6954165,1.1547489,1.0550476,0.93224746,1.1941533,1.3210932,0.0,0.77260995,1.304202,0.9000446,1.4576344,1.1900139,1.3604648,0.55880666,1.3371948,0.91273004,1.312678,1.2182969,1.167545,0.4001962,0.7075356,0.9677186,0.623947,1.0656645,1.2664897,0.49856144,1.4578907,1.2866457,1.4824407,0.5863737,1.2434382,0.69258106,0.79208565,0.7728237,0.81416404,0.80324316,0.94665504,0.5820184,1.483515,0.46358216,0.8982404,1.3891959,1.1257037,1.2494297,0.9956664,1.3929386,0.6710776,1.4387137,0.49340093,1.3540449,1.0284472,0.73189557,1.1563189,1.2148674,1.1885469,1.4056549,0.6682844,0.7583779,0.9249778,1.0764617,1.0540714,0.7190315,1.0224396,1.1508583,1.0032281,0.5116835,1.155662,1.0463994
horse,0.49025476,1.199893,0.9716064,1.2131444,0.9457296,1.0201453,0.92534226,1.0626035,1.0265279,1.1472677,1.1002475,1.2523718,1.2195507,0.5453085,1.1280034,1.1688478,0.64685,1.0175784,1.0753126,0.9317844,1.0550317,0.9795691,1.0461578,1.1632113,0.7632515,1.1747633,1.0259669,1.162118,0.927835,1.1094881,1.2108878,1.1113162,1.2291342,0.9968222,1.015939,1.1027169,1.0556482,1.023902,0.9567358,0.6980133,0.8838854,1.22926,1.0819186,1.1767857,1.0156078,1.0746198,0.89836144,1.1626041,0.948985,0.94668293,1.215686,1.0376793,0.22123402,1.0148762,1.0903943,1.2465628,1.0167409,1.06988,1.1267403,1.1212552,0.77260995,0.0,1.0006788,1.1399306,1.3338697,1.093997,1.1225003,1.0666213,1.1996744,0.9553474,1.202404,1.0048509,1.0193564,1.0649691,1.1667292,1.2123666,1.001865,1.0842876,1.1539699,0.5928474,1.1632313,1.2473223,1.1325054,1.1358186,1.1263447,1.1147709,0.84245855,0.92784065,0.88149446,0.1755631,1.0493011,1.0104122,1.2508299,0.32816756,1.0177422,1.1712658,1.114934,1.2195132,1.1711708,1.1418586,1.1386209,1.088032,1.1648691,0.97675896,1.1862133,1.0971497,1.0000782,0.9533749,1.1062707,0.94671255,0.9450616,1.138144,1.1693264,1.0792447,1.1771959,0.6819445,1.0496569,1.0395429,1.1054795,1.0245247,1.1334711,0.63483584
hose,0.9049471,1.282695,1.2851412,0.80835706,1.2394459,1.1664712,1.3143088,1.0516484,0.94746304,0.67663693,1.242208,0.81001794,1.010717,1.1308429,0.721591,0.78371966,0.87277675,1.2644597,1.226087,0.7263349,1.2396495,0.9381645,1.0092925,1.2783684,1.1906612,1.0654095,0.8747143,1.0058359,1.0819863,0.94687504,0.8628923,0.7979336,0.82397246,0.8553769,1.2606378,0.7709139,1.2839892,1.2088327,1.1561577,0.9118443,1.1014268,0.91645265,1.1337365,1.0341854,1.2572987,0.861738,0.96690124,1.2491969,1.1305119,1.1036019,1.1381719,1.1842451,1.0589623,0.86292315,1.1846732,1.0871052,0.8959004,1.1073549,0.92800605,0.9887955,1.304202,1.0006788,0.0,1.0017295,0.9037714,0.83645153,0.8582225,1.0860469,0.918505,1.1901233,0.98853487,0.48743385,0.92233104,1.2305753,1.1519622,1.0851877,1.2222551,1.0273796,1.0003289,1.1439805,0.9306883,0.9980831,0.6615245,1.1250296,0.8218816,1.2437389,1.1826948,1.0876498,1.0734448,1.0511463,0.9483469,1.2380555,0.82997084,1.1663333,0.76308984,0.88197005,0.88442785,1.1296484,1.0636057,0.7562836,1.0995406,0.66376126,1.3319237,0.86090696,1.1581283,1.1038351,0.8382951,0.89688,0.9153506,0.72000444,1.1557232,1.2944555,1.1569269,0.94995755,1.0552381,1.0827831,0.98522854,0.9671566,0.90980494,1.1763532,0.92403024,0.9412585
jacket,1.1981431,0.99816513,0.9816342,1.0523853,0.9376632,0.99107707,1.0185521,1.1258062,1.1061492,0.7588339,0.78673655,0.8823722,1.0097454,1.1053145,0.84074473,0.9695489,1.2495202,0.9986037,1.0237838,1.1593115,1.0692922,1.1982704,1.169668,0.87042665,1.0035996,0.8299868,0.48013413,1.1382698,1.0310581,1.0501511,1.1310514,0.84486294,0.8175607,1.1665766,0.8950453,1.0803368,0.9502188,0.80501366,1.186561,1.1492299,1.3111655,0.98854226,1.0573208,0.9440325,1.1788921,0.5192785,1.166904,0.9996687,1.016404,1.1596748,0.8463128,0.8619389,1.1239648,0.8152505,0.9516087,0.8712352,0.7923727,1.2495944,0.9491513,1.0930027,0.9000446,1.1399306,1.0017295,0.0,0.697425,1.0513475,1.1164801,0.89062166,1.0258957,1.0522898,0.8897307,0.9105636,1.1081297,0.9773313,0.8840753,1.0171125,0.9945537,1.0944334,0.9097799,1.1095978,1.024621,0.5492508,1.0399066,0.81894,1.0807706,0.73838973,1.0472894,1.0186076,1.1636064,1.0778527,0.891078,1.0290751,0.97102785,1.1372117,0.86148554,0.91311,1.077885,0.8164236,0.99833345,1.09902,0.9427033,1.0006906,0.94535595,1.0985575,0.89759314,0.95705605,1.177411,1.076481,0.459646,1.1437136,1.2035615,1.0303075,1.2108488,1.1605682,0.94779086,1.2375226,1.2482116,1.0786645,0.9967484,1.0252413,0.9646043,1.143586
jeans,1.0741081,0.7313929,1.4140211,0.46098107,1.3545544,1.2757096,1.4483186,1.1736984,1.0702904,0.47966766,1.3354516,0.4341222,0.42177057,1.5190651,0.43080866,0.74419796,1.100605,1.4338748,1.4698358,0.8630657,1.112544,1.3007566,1.269369,1.2323179,1.3510271,0.583859,0.63774025,0.91754186,1.460118,0.7445464,0.77598774,0.98330504,0.322618,0.9371962,1.4753704,0.83666915,1.4392291,1.2288128,1.1084156,0.8608781,1.0412999,0.746758,1.1007553,0.5155659,1.0752195,0.96841365,0.92330444,0.9661359,1.1684444,1.3193148,0.67989355,1.2236615,1.3989556,0.77365994,1.1176064,0.55024844,0.9833731,1.1136225,0.6405753,0.711549,1.4576344,1.3338697,0.9037714,0.697425,0.0,0.92248183,0.9082337,1.4714438,0.6363847,1.0897977,0.4828019,0.8947289,0.9296084,1.2901518,1.2804102,0.86233103,1.2823645,0.9994481,0.7679745,1.422088,0.42184997,0.23423135,0.67180336,1.2705882,0.97414994,1.1040759,1.2670898,1.3667074,1.460401,1.2609246,1.1017684,1.3995512,0.614078,1.4794413,1.2915772,0.36142164,0.8613515,0.30781686,0.9986662,0.82752204,1.3488581,0.66306114,1.1883714,0.8056255,0.6774091,1.4033424,1.0931727,0.99164784,0.5321349,0.8043902,1.4794927,1.0317274,1.0087278,1.0416678,0.93607455,1.4351246,1.1885941,0.98634386,1.1846156,1.3796539,0.8980574,1.1612647
knife,1.0361738,0.9834037,1.1814288,0.75395405,1.2954885,1.1582191,1.1830193,1.0189065,0.9825766,0.91933876,1.1694455,0.8621434,1.0231788,1.1143408,0.98459905,0.8442218,0.67244685,1.1139421,1.1508559,0.78820837,1.0453317,0.95907587,1.0014291,1.0459707,1.2268043,1.0991813,1.1045792,0.8134121,1.0828183,1.1491538,0.83251244,0.85960436,0.96567225,0.9483663,1.0763893,0.8653425,1.1459119,1.1843756,1.2714461,1.0245318,1.0662463,0.76745284,0.9789843,1.0224309,1.1557257,1.0729145,1.0673057,1.0044537,1.2016597,1.10443,1.1947265,1.0246935,1.1243316,0.84299874,0.99115634,0.9891359,1.0794373,0.7805644,0.8963509,0.60876435,1.1900139,1.093997,0.83645153,1.0513475,0.92248183,0.0,0.7509171,1.0900587,1.0295807,0.9415531,1.1214279,1.0101887,0.90660113,1.1841801,1.0727718,0.94809526,1.1849896,0.9537029,0.9158895,1.1636178,0.8061937,1.0303657,0.6993611,0.83582354,0.51985186,1.1389585,1.0845587,1.1865282,1.162777,1.0907925,1.0679611,1.2640896,0.6847234,1.1490752,0.9231707,0.9099824,0.9969199,1.0162992,0.89184177,0.8448775,1.1230592,0.77264357,1.2539657,0.97662765,1.0179415,1.0022272,0.7132051,1.0474877,1.0434483,0.7231953,1.1373128,1.1397653,0.93035865,0.5417973,1.1306422,1.0678587,0.87984085,1.0464604,0.9102996,1.0697316,0.8720451,1.0793595
ladder,1.0807433,1.1895933,1.4178042,0.80297303,1.352927,1.3094835,1.2984093,0.773487,0.7256398,0.67161524,1.2744033,0.5564605,0.98830235,1.2227906,0.7575309,0.71891856,0.88621855,1.2715046,1.1536055,0.62394184,1.2867041,0.9236557,0.8587318,0.952058,1.1181853,1.0557481,1.0319313,0.33460802,1.0136343,0.7083714,0.6189684,0.87136865,0.645345,1.1136065,1.3618796,0.32993954,1.2538841,1.144389,0.9560462,0.94225657,0.9512251,0.35173416,0.73070955,0.9567379,1.2375059,1.0524778,0.99912256,1.3174689,1.3537312,0.98968613,1.2743912,1.1719648,1.2396142,1.0270966,1.2754474,1.1670892,1.0080996,1.3107803,1.0103141,1.0553166,1.3604648,1.1225003,0.8582225,1.1164801,0.9082337,0.7509171,0.0,1.0690479,0.956796,1.1110156,1.1183652,1.0267401,0.9983484,1.341775,1.1294938,1.1680444,1.3044498,0.9448844,0.65007234,1.2111814,0.86278385,0.96162397,0.85348594,1.3151046,0.92043084,1.0998714,1.1664433,1.1062675,1.020613,1.1027176,0.99765444,1.2195935,0.41982675,1.2453365,1.087246,0.9104049,1.1095748,0.9912941,0.99725795,0.5017302,1.1007181,0.72206926,1.4819919,0.7653165,1.1911099,1.1151388,0.9895843,0.6935444,0.9751049,0.69374037,1.1510739,1.3669004,1.1785432,1.1096778,1.0887666,1.1111994,0.78002787,0.8770127,0.79029226,1.3344918,0.551357,1.0206882
lamp,1.2931243,1.156178,0.6238496,1.5146673,0.5967653,0.6635435,0.6995568,0.97619826,1.1304165,1.4218502,0.2506283,1.3452897,1.5340068,0.8171042,1.5388035,1.0978419,1.2747936,0.3584293,0.28193802,1.4418935,1.0040816,0.6594785,0.9208102,0.3943175,0.6895991,1.246656,1.1971632,0.9226444,0.4515618,1.234806,1.209652,0.8867681,1.4385171,1.2857193,0.28332484,1.3394238,0.2906943,0.49346215,0.96043867,1.3520558,1.2910955,1.0320657,0.6908316,1.4170487,0.9466119,1.0043553,1.2285485,0.9033068,0.874624,0.6362251,1.132422,0.7032223,1.0101842,1.2343781,0.7760538,1.312403,0.9540914,1.1584278,1.3513635,1.4386864,0.55880666,1.0666213,1.0860469,0.89062166,1.4714438,1.0900587,1.0690479,0.0,1.3572216,1.0389559,1.4152358,1.2393891,1.2329332,0.48990417,0.4834149,0.8692483,0.5405504,0.93729174,1.0858229,0.9735095,1.5824994,1.2322412,1.4027964,0.41916203,1.0548388,0.6221715,0.9459673,0.4882301,0.7464268,1.0121602,0.9132003,0.525629,1.2125506,0.8576552,0.46581697,1.547132,1.287837,1.302295,0.8140118,1.2241323,0.26920962,1.4855291,0.62160397,1.3200793,1.2087661,0.3250556,1.0302945,1.217904,1.2668879,1.415766,0.7361386,0.85357237,0.9871461,1.1103792,0.99598855,1.0275487,0.99265134,0.9562233,0.52629256,0.49130952,0.87475723,1.1345454
meat,0.91782844,0.9161736,1.3689041,0.6124557,1.3169215,1.294861,1.2811122,0.93961966,0.9131218,0.76643044,1.3427489,0.71777165,0.54836476,1.2279977,0.6088168,0.8758528,1.0568501,1.3350432,1.3186054,0.91418284,0.9669001,1.139021,1.0732213,1.2114053,1.2616012,0.76428175,0.86355376,1.0219012,1.2321994,0.79099095,0.9119544,0.8844072,0.76779944,0.6750853,1.3774943,0.84672683,1.3553072,1.1462553,1.0803238,0.896186,0.8940417,0.9086805,1.0609593,0.65082693,1.1511924,0.9969365,0.9892382,1.101502,1.0520812,1.1273315,0.74817884,1.1407899,1.2181196,0.92803556,1.1944509,0.694556,1.1142533,0.88711894,0.9238027,0.818115,1.3371948,1.1996744,0.918505,1.0258957,0.6363847,1.0295807,0.956796,1.3572216,0.0,1.0748763,0.64645755,0.93191934,0.9737954,1.290626,0.94919753,0.9653501,1.219821,0.95308787,0.97622335,1.1950808,0.67757136,0.85633856,0.6823777,1.2742859,0.9779367,1.0332637,1.12111,1.2068154,1.162973,1.1657097,0.99093926,1.2310905,0.8619948,1.264504,1.2209061,0.7686223,0.7995766,0.79879725,1.0307072,0.8715554,1.273242,0.7733781,1.1613315,0.9279534,0.78635836,1.299365,0.8918828,1.0174605,0.89149714,0.94251364,1.2274545,1.1256794,0.8823152,0.9523967,0.65814143,1.2999516,1.0753596,0.9787073,1.2111604,1.2167871,1.0031486,1.132597
melon,0.8789796,0.97746295,0.7914953,1.1093146,0.9282606,0.8061642,0.72675,0.95723695,0.9166025,1.1488851,1.0614723,1.0903409,1.007144,0.7760918,1.09129,1.0940974,0.9592671,1.0054393,0.9931124,1.0271797,0.91086376,1.000661,0.8602708,1.048059,0.9970706,1.068749,1.0184739,1.0537735,1.0804636,1.0623262,1.0704485,0.92498493,1.1315043,1.0680634,0.9904685,1.0491556,1.0476683,1.0085818,0.98761684,0.9501878,0.96407723,1.1456839,1.0307589,1.0903584,0.9053899,1.0028232,1.0923555,1.0894747,0.8374175,0.87518,1.0894783,0.8876613,0.821956,0.95970476,1.028506,1.0019696,1.0799141,0.7802013,1.0939403,1.038376,0.91273004,0.9553474,1.1901233,1.0522898,1.0897977,0.9415531,1.1110156,1.0389559,1.0748763,0.0,1.1198467,1.056186,1.0715381,1.091534,0.90878004,1.0539926,1.0246204,0.9705379,1.1702942,0.92732275,1.0441617,1.0844334,1.103883,0.99297315,0.98603445,0.9289786,0.9491645,0.91862863,0.9365699,1.0208921,0.89406383,1.0511005,1.1690885,0.78889537,1.0043132,1.0717504,1.0382223,1.0904684,0.9867745,1.1152238,1.0139005,1.1295506,1.0052619,1.0474343,1.0002578,1.0461086,1.0795182,1.029376,1.115671,1.0762696,0.86917263,1.1184698,1.0019698,0.85547715,1.0863245,0.7395342,0.88585216,1.0372529,1.0637932,1.071159,1.0801541,0.9825583
mitten,0.9988791,0.5370333,1.1976557,0.65318906,1.2705672,1.2157937,1.1917256,1.1364156,1.1417545,0.8006079,1.2668599,0.76398814,0.6396344,1.2299817,0.7021347,1.0467895,1.1323174,1.3658928,1.412571,0.9275368,0.9193302,1.2419937,1.2543912,1.2764962,1.25253,0.753494,0.8271872,1.1782484,1.3507574,0.90673566,1.0215974,1.0876626,0.63416624,0.7597997,1.3311956,1.0357099,1.3638959,1.1845179,1.0876373,0.90645015,0.90396005,1.1524409,1.1775861,0.72307515,0.91894335,0.98279816,0.9450553,0.8065883,0.9593431,1.2718432,0.26467383,1.1149695,1.1715167,0.94188344,1.03243,0.24356365,1.1629246,0.93815047,0.8466864,0.67555845,1.312678,1.202404,0.98853487,0.8897307,0.4828019,1.1214279,1.1183652,1.4152358,0.64645755,1.1198467,0.0,0.88513637,0.91619444,1.2380886,1.1656119,0.96590006,1.2241213,1.0566429,0.9130995,1.190536,0.71091104,0.5620746,0.75559545,1.2211025,1.0622597,1.162457,1.0539688,1.2665157,1.28071,1.1192988,0.9935846,1.2649689,0.99992657,1.2852163,1.1943941,0.64898545,0.47915018,0.5369171,1.0987445,0.9671372,1.3888049,0.7962435,0.8083339,1.0196824,0.35781986,1.2445848,0.9772263,0.99891996,0.8227288,1.0113205,1.2786999,0.7534075,0.88586015,0.98235375,0.667142,1.2036213,1.1166399,1.1216613,1.2219131,1.2009058,1.1853068,1.095666
motorcycle,0.9737884,1.2547722,1.1853375,0.77415204,1.1384383,1.1449695,1.1970593,1.0609685,0.87315404,0.68838406,1.2319715,0.93752587,0.95160586,1.099682,0.71609104,0.89371574,0.92113596,1.2462617,1.2166636,0.7330232,1.2207965,1.1195569,0.88849694,1.3320413,1.0512236,1.0236434,0.7953193,1.1390332,1.131038,0.90007997,0.9627974,0.9960235,0.8827799,0.9508853,1.2806298,0.79322326,1.2774019,1.2487978,1.0389816,0.9002192,1.1135534,1.0610217,1.3045802,1.0542543,1.2010608,0.709592,0.92209995,1.2554011,1.0823729,1.1591085,1.0200135,1.250447,1.0743084,0.6780419,1.1863339,1.0232726,0.864609,1.0870354,0.91866636,0.9800722,1.2182969,1.0048509,0.48743385,0.9105636,0.8947289,1.0101887,1.0267401,1.2393891,0.93191934,1.056186,0.88513637,0.0,0.88750327,1.2100389,1.2017117,1.211031,1.2441905,1.069558,0.92972094,1.058532,0.8928237,0.95143545,0.69503367,1.203738,0.9393785,1.3252037,1.1764872,1.2165445,1.0837778,1.0419574,0.89805084,1.0944881,0.9259473,1.1654972,0.9190543,0.8254877,0.7870984,1.1085252,1.1145208,0.79928386,1.1118755,0.55920994,1.2422359,0.7991831,1.1511829,1.2126322,0.9494523,0.8197616,0.8669328,0.7485957,1.0716022,1.2687643,1.194027,1.0254298,1.1335592,0.9048484,1.0455775,1.0420277,1.0641148,1.1410902,1.0432985,1.0201418
mouth,0.9718446,1.0025108,1.1312522,0.89325887,1.156203,1.138681,1.1657901,1.1057243,1.0327326,0.93790317,1.1918905,0.9274372,0.9129959,1.1380779,0.957963,0.9439461,0.9177694,1.1726712,1.2610369,0.9265284,0.7799496,1.0561159,1.086653,1.2871139,1.1393359,0.9814117,1.0397228,1.1019865,1.2418567,1.0420274,0.82678515,1.071755,0.941095,0.9108863,1.1648054,0.9570485,1.1687188,1.2516509,1.1598451,0.97335476,1.0571084,1.0371033,1.1543331,0.9505176,1.1196675,1.1047586,0.73069745,0.85063654,1.0802174,1.1067203,0.9608505,1.099669,1.0851421,0.92348164,0.8801077,1.0011169,1.0252042,0.9233389,0.80754125,0.7590271,1.167545,1.0193564,0.92233104,1.1081297,0.9296084,0.90660113,0.9983484,1.2329332,0.9737954,1.0715381,0.91619444,0.88750327,0.0,1.0526667,1.2678964,0.77585673,1.0245056,1.0147314,1.0168386,1.1012233,0.8897371,0.9932289,0.9020773,1.0928152,0.8937222,1.2410017,1.0177047,1.1820751,1.1410187,1.0127382,1.2673802,1.239133,0.9750109,1.1304744,1.1630822,0.8474863,0.8548278,0.88355863,1.1299722,0.957947,1.210676,0.87457824,1.08254,1.0000241,1.0485338,1.1302147,0.9916138,0.99010766,1.0428643,0.8371687,1.1574463,0.87248033,0.9387597,0.8456366,1.1475027,1.0538487,1.0013616,0.9786238,1.1805565,1.0729127,1.0173552,0.94839215
nail,1.3136507,0.9556528,0.35425913,1.3409073,0.39751303,0.5526156,0.7071768,1.1648203,1.2627323,1.3499066,0.36559963,1.3764691,1.352814,0.90876794,1.3670039,1.2341082,1.223233,0.2734083,0.4284824,1.4640948,0.7368331,1.0030625,1.1007736,0.76332355,0.90621114,1.0497435,1.1562552,1.2477298,0.7680572,1.2229822,1.2689645,1.1472739,1.3492606,1.1896734,0.20780921,1.4477077,0.25493956,0.74483293,0.98759717,1.297554,1.2289814,1.254076,0.9914356,1.2563441,0.74898565,1.0593897,1.0045083,0.5467105,0.9006876,0.9977707,0.99477416,0.8348844,1.0714169,1.1841941,0.5139821,1.1458297,1.0005099,0.8895416,1.0745033,1.1736207,0.4001962,1.0649691,1.2305753,0.9773313,1.2901518,1.1841801,1.341775,0.48990417,1.290626,1.091534,1.2380886,1.2100389,1.0526667,0.0,0.73676693,0.7173096,0.44791114,0.9066571,1.2611704,0.85287845,1.3692093,1.2003372,1.3480809,0.435691,1.0893357,0.92200804,0.8915722,0.88789207,0.981749,1.0555634,1.1607375,0.67405677,1.3746018,0.88209605,1.0006655,1.3179296,1.1574919,1.1629043,0.9922717,1.2500448,0.52201325,1.3519702,0.32361424,1.2537627,1.0363063,0.7210645,1.0810615,1.3583152,1.1977661,1.3068037,0.8388997,0.5129812,0.7380693,1.0099423,1.0173975,0.99567175,1.0258402,1.1338348,1.0449673,0.35343271,1.126233,1.1373993
napkin,1.26201,1.0794239,0.8266987,1.4133472,0.79109275,0.7499332,0.687433,0.85479087,0.93126905,1.2655993,0.50159603,1.1529497,1.2461011,0.8882996,1.2238674,1.1413236,1.2941457,0.53574634,0.46542096,1.2395458,0.9296673,0.7665947,0.7378266,0.40066677,0.83726513,1.2119362,1.2121192,0.9151894,0.69566274,1.0500249,1.1716671,0.83618206,1.308775,1.1842595,0.55067796,1.1881752,0.52890533,0.54581463,1.0753521,1.3738458,1.092973,1.123088,0.7006922,1.1983887,0.99273884,1.0620534,1.2738991,1.0004399,0.8968468,0.8447774,0.9297724,0.69251776,1.109672,1.2456992,0.9527418,1.0795766,1.1117442,1.003386,1.3783231,1.3454366,0.7075356,1.1667292,1.1519622,0.8840753,1.2804102,1.0727718,1.1294938,0.4834149,0.94919753,0.90878004,1.1656119,1.2017117,1.2678964,0.73676693,0.0,1.0157787,0.66678596,0.98166025,0.97609985,0.9745897,1.4113529,1.1291499,1.1888814,0.6559124,1.0572455,0.47448242,0.9215231,0.73500234,0.81369615,1.1488559,0.7038241,0.6737577,1.1825113,0.9853532,0.7978321,1.4362724,1.1325479,1.2023759,0.85646695,1.1406201,0.46864128,1.3438938,0.6724016,1.2966602,0.9469468,0.6207184,0.9030049,1.2073332,1.2121637,1.4313314,0.7166829,0.9206524,0.9345393,1.0402617,0.4360562,1.0454524,0.92317504,1.0986984,0.77253115,0.6829536,1.0541161,1.1426598
necklace,1.2117866,0.6964706,0.87302065,1.0427219,1.0651339,0.9347533,0.9703655,1.156938,1.3105578,1.1958215,0.779827,1.0307555,0.90878755,1.2101527,1.2633841,1.0496099,1.2213068,0.97931814,1.032609,1.3700554,0.48890895,1.0429476,1.3158586,0.97337294,1.1496326,0.6287563,1.1811373,1.1962136,1.0238471,1.2350855,1.0591849,0.89733636,1.1512554,1.037967,0.7421789,1.3540803,0.95094347,0.95743537,1.0101475,1.2363497,1.219445,1.0949423,0.7656392,0.9173331,0.7182425,1.2023376,0.97791564,0.4035315,0.92509896,1.126193,0.76874936,0.6692054,1.2070252,1.0884602,0.39654338,0.82309693,1.1626174,0.83239293,0.6932448,0.78780293,0.9677186,1.2123666,1.0851877,1.0171125,0.86233103,0.94809526,1.1680444,0.8692483,0.9653501,1.0539926,0.96590006,1.211031,0.77585673,0.7173096,1.0157787,0.0,0.71547407,0.8545581,1.1865723,1.2403835,1.0663264,0.86744493,1.1149515,0.59785557,0.9438468,1.023158,0.9481567,1.0510077,1.2340974,1.1018476,1.1994762,0.9983788,1.1155335,1.2095908,0.8542592,0.97294366,0.93905455,0.72966564,0.86481434,1.2603788,1.0209866,1.2598956,0.6239293,1.2817159,0.83626,0.80933726,1.0162182,1.2874863,1.1026274,1.198177,1.194042,0.4375257,0.63286906,0.79648006,1.0187869,1.321845,1.1672812,1.049219,1.0988346,0.6452414,1.193818,1.1085739
nose,1.1936073,0.9207239,0.5636277,1.430248,0.6153958,0.6007725,0.691164,1.045156,1.1800038,1.4704547,0.3744288,1.3594882,1.3366075,0.9340142,1.4778835,1.2146213,1.2836207,0.4954757,0.5082419,1.4846213,0.71666,0.9027474,1.0624666,0.58571386,0.8876308,1.0523978,1.0932491,1.1410906,0.72727656,1.2759513,1.3319676,1.0065532,1.3866103,1.2133898,0.4383011,1.4276586,0.45815325,0.4691412,0.9628618,1.2032738,1.193866,1.2194195,0.86401975,1.2360365,0.7716409,1.0567243,1.0435711,0.61178595,0.86978716,0.9137099,0.9292951,0.66806644,0.9809586,1.2271813,0.5904901,1.0986247,1.062934,0.9697838,1.122197,1.1843736,0.623947,1.001865,1.2222551,0.9945537,1.2823645,1.1849896,1.3044498,0.5405504,1.219821,1.0246204,1.2241213,1.2441905,1.0245056,0.44791114,0.66678596,0.71547407,0.0,0.904871,1.1967568,0.94726527,1.4274421,1.0826827,1.454893,0.5494803,1.1779969,0.75422823,0.97949713,0.74904484,0.96081644,1.0092318,0.98922145,0.6118845,1.3716478,0.87478346,0.8619732,1.4179237,1.0933347,1.1190641,0.83220637,1.3696389,0.54559356,1.497538,0.41785657,1.2781391,1.0050066,0.6969115,0.9775377,1.3077123,1.2899084,1.4574282,0.80241454,0.54862976,0.8258513,1.055253,1.0137312,1.067595,1.1039628,1.1184403,0.93655205,0.4891472,1.1428542,1.0407166
