,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slipper,snow,soap,sock,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
tape,1.0693415,0.7962391,0.60418415,1.3091614,0.83885765,0.72296894,0.966819,0.8811976,1.1949998,1.3424965,0.8647822,1.3660543,1.2630055,0.9465561,1.3447945,1.2841928,1.0503026,0.76206505,0.69870764,1.1991645,0.9668346,0.7778252,1.0433369,0.86409897,0.9616357,0.7006935,1.198771,1.280852,1.213661,0.8339766,1.2012491,0.9452315,1.2532684,1.1603596,0.6042484,1.3106308,0.7494069,1.1929598,0.8259692,1.2619088,0.86672115,1.1972566,0.6855353,1.1284025,0.77997065,0.790848,0.8441077,0.86460733,0.67969024,0.8356405,0.72188973,0.7762556,1.0023146,0.78346574,1.2641028,1.2380997,1.0413721,0.8202868,0.9697184,1.3501849,1.1846564,0.6807122,1.3098829,0.74987376,1.1563351,1.0904882,1.1364603,1.1098315,1.0399319,0.75641155,0.7763872,0.9572696,0.892151,0.9388387,0.7641727,1.320322,1.2538662,1.2230322,0.69022346,0.6898751,1.1395602,1.0222329,1.1260805,1.0712132,0.7657554,1.0002655,1.0739468,0.66941744,1.1502576,1.1335661,0.8820199,1.2414745,1.1419337,1.1179861,0.72455686,1.326647,0.82739455,1.0410749,0.8488344,0.7525128,0.41020143,1.259702,1.0220082,0.78886884,0.67817175,1.2169048,1.3477795,1.3791724,0.0,0.73190683,0.83340526,0.9558946,0.7622303,0.8421682,0.97621024,1.2630582,0.92781615,1.1108377,0.6267514,1.3504163
toe,1.3623486,0.82546085,0.7944833,0.9023064,1.12635,0.83786786,1.150469,1.115918,1.1026785,1.3005533,0.6582284,1.3246719,1.2915874,1.2142904,1.3683574,1.3014212,1.2654045,0.875986,0.8476957,1.3656592,1.0043395,0.73694766,1.2043277,0.94320065,1.0370159,0.3845842,1.0371453,1.1938313,1.2889299,1.0148648,1.3004501,1.1415536,1.0668283,1.1224012,0.61925733,1.4673463,0.7816052,1.0625124,0.8719034,1.1634104,1.0933132,1.0821964,0.6982131,0.8960233,0.22390401,0.86251056,0.94119936,0.6725459,0.75121367,1.2003623,0.84822327,0.47231668,0.7347384,0.8482771,0.97669935,1.2823615,0.5347764,0.79740185,1.065286,1.1405443,1.016129,0.6485316,1.3215172,0.8872919,1.3116328,1.2738515,1.0713289,1.1341612,1.1234993,0.5536493,0.47749615,0.5181119,0.4483583,0.89458764,0.8930238,1.2464045,1.0464607,1.3415871,0.55161405,0.52617514,1.0515631,0.9353321,1.178747,1.1234475,1.0344034,1.1333016,1.2059588,0.88841033,1.1536047,1.0887247,0.86802405,1.2233319,1.3165642,0.9838651,0.8791731,1.0624628,0.75967795,0.9803186,1.054207,0.8942071,0.2641856,1.2153113,1.0294099,0.569631,0.7553764,1.3143137,1.1440977,1.4783132,0.73190683,0.0,0.9000602,1.0005716,0.5947463,1.228417,1.3207146,1.2574494,0.9794172,1.0874928,0.45474333,1.2631168
tooth,1.0319102,1.0231017,0.8016267,1.1173398,0.9509399,1.0429927,0.94499284,1.1580315,1.0299126,1.1189389,0.9105222,1.1737207,1.0576148,1.1221035,1.1500762,1.0442843,0.9740661,0.9131991,0.9983903,1.0141133,0.8742515,1.0796541,1.03081,1.0459325,1.2236943,0.7490546,1.0933874,1.034104,0.9597801,1.0365437,0.9872132,0.89506745,1.0185635,1.0477161,0.7218938,1.1544626,0.9488744,1.1354972,0.8442787,1.251375,1.1528714,1.0740256,0.89968175,1.0894343,0.8432252,0.89556134,1.1066304,1.0111876,1.0176376,0.9767443,1.0904441,0.79746014,0.94228613,0.8048924,1.110886,1.0852028,0.9665681,0.70341593,1.0632861,1.0942819,1.0330604,0.94539803,1.2010744,1.0857102,1.0620883,1.0127624,0.9622435,1.010873,0.94725096,0.736401,0.86322,0.8862183,0.8491175,0.96794975,0.9857915,1.0856891,1.023157,1.0567467,0.91388625,0.91465074,1.0962254,1.0579331,1.039235,1.2122225,0.9460406,0.9960992,1.1956112,0.9693194,1.2066255,0.9748251,0.9418831,1.1123203,1.1083719,0.94808817,0.7712941,1.1450078,1.0843763,0.9174544,0.8521441,0.9308,0.77685213,1.0945162,0.8425393,0.8529426,1.0257025,1.1101549,1.1597162,1.1746143,0.83340526,0.9000602,0.0,0.6026859,0.96495897,0.88334626,1.0504979,1.1427991,1.2387017,1.0565859,0.8517585,1.208486
toothbrush,1.0345373,1.1654884,1.102386,0.9695618,1.0054723,0.99118006,0.7585895,1.1011167,0.9210956,1.0367613,0.87501806,1.0742866,0.91322446,1.0252701,1.1062305,0.9792118,0.947796,1.0037789,1.1523683,0.9736102,1.0140562,1.1269356,1.0562906,1.11566,1.2422118,0.9773505,1.1448643,1.0007528,0.80153334,1.0379252,0.96832395,0.61985844,0.9793969,1.0202402,0.9482808,0.98724705,1.0248126,1.1697851,0.73926723,1.1370014,1.099217,1.0642601,1.132079,1.0700009,0.86366755,1.1193252,1.0992402,0.96748143,1.0991299,0.97936857,1.0392413,1.0762938,0.8440867,0.6592553,0.97656745,0.9655382,0.67260075,0.940937,1.1444402,1.1156795,0.9972829,0.85898197,1.0061799,1.1208692,1.0547252,0.82719964,0.6763337,0.95984316,1.0574211,1.0981141,1.064916,0.90429306,0.9760336,1.0380749,1.1220709,0.9684539,1.00513,1.0051689,0.9479018,0.97238016,0.8307973,1.1159095,1.0653731,1.1725861,1.1146563,1.0771933,0.96230096,1.1903594,1.167469,1.0896306,1.0765893,0.99258345,1.0547761,0.9893644,0.78092927,1.0899954,1.0315729,0.9801159,0.70477736,1.0963287,0.9698612,1.0742732,1.1075342,0.8833957,1.0926224,0.96370375,1.0039865,1.0078359,0.9558946,1.0005716,0.6026859,0.0,1.1093069,0.78975874,0.8988743,1.1359764,1.2276995,0.83104455,0.96417964,1.1521916
towel,1.2299149,0.82963717,0.7765611,1.1255168,1.0781155,0.7707318,1.3561561,0.66772246,1.296921,1.3599815,0.64785755,1.2914604,1.5005628,1.0712167,1.2670331,1.3392291,1.1059287,0.455334,0.50787425,1.101701,1.2073869,0.43076134,1.1906039,0.39791018,0.98336047,0.8759608,0.9587214,1.1562442,1.2764782,0.548218,1.248155,1.0644289,1.142933,1.3140538,0.41004765,1.3843801,0.32213998,1.1423008,1.1525435,0.9222677,0.8339554,1.1697003,0.5782685,1.2024395,0.81260896,0.6750287,0.5873077,1.0732652,0.4233259,1.1013883,0.7026596,0.7110149,0.9723287,1.0017722,1.3156264,1.4683886,1.2592247,0.7744795,0.98821414,1.2776864,1.1452247,0.5444746,1.1815926,0.50179905,1.3663232,1.3185142,1.3897231,1.3527889,1.2817674,0.54467773,0.17020863,0.6754971,0.8870661,0.47119606,0.81119084,1.3353777,1.2349558,1.3676101,0.4173348,0.4360783,1.2371894,0.7630681,1.3018198,0.9019954,0.86288756,1.0472022,0.95945716,0.57789224,0.83744276,1.0984964,0.6877552,1.4280274,1.4089918,0.8071249,0.8184322,1.3180077,0.82012165,1.0986965,0.9099175,0.5919303,0.40520263,1.2807372,0.785814,0.39310634,0.40661967,1.3244013,1.3918618,1.522872,0.7622303,0.5947463,0.96495897,1.1093069,0.0,1.173564,1.2266493,1.1599196,0.9435375,0.8865331,0.5529751,1.2164534
toy,0.7172003,1.0269184,0.82092875,1.3108956,0.8088249,0.87123,0.7966577,0.73229486,1.0922847,1.0786084,1.1658623,1.140933,0.8917709,0.9592059,1.1661706,0.6185887,0.7467325,0.91910434,1.0771798,0.85595,1.1005797,1.1284076,0.97546935,1.0442765,0.9625304,1.0991349,1.3042133,0.8656634,0.82476306,0.9120563,0.8146478,0.9470763,1.1490215,1.1571176,0.9295039,0.5319204,0.99345523,1.0628856,0.48444158,1.2300855,0.9743517,1.078509,0.98008615,1.1303858,1.2647445,1.0193563,0.9228385,1.0389528,1.0444648,0.6160183,0.87194884,1.2378571,1.1251439,0.78801453,1.228973,0.98750544,1.1409715,1.1131053,0.9305925,1.1719818,1.2307067,1.074614,0.8765782,1.0211561,0.9935012,0.88578105,0.80934536,0.95455825,1.0776491,1.2063291,1.1684774,1.3778819,1.2764373,1.1504781,0.9096208,1.0223275,1.2963089,0.9822734,1.1124737,1.1193382,1.0875181,0.96102935,1.0714642,1.0544624,1.0418887,0.864369,0.9115592,1.0043252,1.1749716,1.1243806,0.9632624,1.0686258,1.0100057,1.1748366,0.7378354,1.2774054,1.0033361,1.1269481,0.80848885,1.0569724,1.1102734,0.8711885,1.1191812,1.1564735,1.0591891,0.6438694,1.2015564,0.97229135,0.8421682,1.228417,0.88334626,0.78975874,1.173564,0.0,0.5525086,1.0679272,0.9314332,0.84765065,1.0994687,1.1918483
tray,0.8240125,1.0433841,1.0839697,1.191892,0.93982583,1.0989823,0.8625498,0.7517321,1.0162274,0.956626,1.1349877,0.8658211,0.8691626,0.8858334,0.9219753,0.77895725,0.4843117,1.0732527,1.078598,0.6021513,0.9585168,1.0768491,0.9804956,1.053798,1.0092783,1.1491367,1.2149804,0.8940533,0.9349108,0.95681477,0.81655675,0.9383667,1.0427016,0.9173633,1.1402673,0.68236095,1.1265826,0.96315,0.7356581,0.97565395,0.7360632,1.0447084,1.1273959,1.1615775,1.2664104,1.0235753,1.1053771,1.0721788,1.1583894,0.77860343,0.90844375,1.2869911,1.1356989,0.7537759,1.1404128,0.8750449,1.0382494,1.2168459,0.9806928,1.0300969,1.1366677,1.0710874,0.8061075,1.1189975,0.84022653,0.8291723,0.8892903,1.1122483,0.95560265,1.2571716,1.3443239,1.2524025,1.2444745,1.0654746,1.1417161,1.0342702,1.1607788,0.7363786,1.2583685,1.2773119,0.8443532,0.6905338,0.84378356,1.0579973,0.90794754,0.89882106,0.89271826,1.0675067,0.9454951,1.1834873,1.0693321,0.89397603,0.8869648,1.0402128,0.95315576,1.1533556,1.0294219,1.1399354,0.8417841,1.0440828,1.2824745,1.0199114,1.0677658,1.2634001,1.1537693,0.8767584,1.065226,0.79680467,0.97621024,1.3207146,1.0504979,0.8988743,1.2266493,0.5525086,0.0,1.0421387,1.0092752,1.0160412,1.2443784,1.065593
tree,0.88862604,1.1203035,1.1592696,0.9372462,1.0096287,1.1114168,1.1095729,0.9903867,1.0013646,0.9424946,1.1928736,0.9050544,0.80670345,0.9338615,0.9243856,0.82347167,0.8915633,1.072432,1.1878664,0.9830027,1.1469623,1.0707611,0.93914914,1.023959,0.7524909,1.2340251,0.9804898,0.8785882,1.0339987,1.0466435,0.9865308,1.0209714,0.9315235,0.95060176,1.2547882,0.8812015,1.1010662,0.8914757,1.0421807,0.80107087,0.9730609,0.9970385,1.2301981,0.9603191,1.2026365,1.1539234,0.65610456,1.0817075,1.1407307,0.908108,1.0736992,1.17921,1.0821996,1.179242,0.8847504,0.9498398,1.0850575,1.1567757,0.8935212,0.9462705,0.95905125,1.1917001,0.7982112,0.99655885,0.9444872,1.0623546,0.99991703,1.0024977,1.0397714,1.2292421,1.2179303,1.1826754,1.1070563,1.0960988,1.0294182,0.9454036,0.88619685,0.86137825,1.2210643,1.2088624,0.9851892,0.9484989,0.9655666,0.38719404,1.1786118,0.95789343,0.930502,1.094453,0.8963212,0.96401,1.0275542,0.9324923,0.97894824,1.000404,1.1668682,0.90066963,1.0850064,1.0664713,1.1110766,1.0178803,1.384949,0.8776108,1.00202,1.1897352,1.1387765,0.8961759,0.85785836,0.89298415,1.2630582,1.2574494,1.1427991,1.1359764,1.1599196,1.0679272,1.0421387,0.0,0.8053177,1.0066822,1.2602963,0.5622018
truck,1.0083467,0.7444097,1.0055851,1.1646161,0.9456715,0.7695246,1.2198164,0.7388823,1.2326167,1.2318769,1.0453908,1.1858404,1.1546624,0.82490116,1.195674,0.9907439,1.0453144,0.85069734,0.9560881,1.1316862,1.1750494,0.84995884,1.0406277,0.86733854,0.08614355,1.1446646,1.0334008,1.091643,1.1063577,0.89468735,1.0892837,1.1402184,1.2076845,1.1159526,0.99968874,1.043925,0.86699677,0.9430529,1.0151935,0.9819303,0.88367444,1.0280043,0.92979085,1.0704879,1.1230545,0.99078006,0.7902282,0.98423135,0.8922998,0.93041813,0.8663629,1.1144738,1.0854646,1.1403034,1.1491063,1.1088628,1.2212207,1.0938814,0.84577185,1.1686513,1.1562154,0.9242272,1.0403364,0.7700676,1.0865365,1.1734889,1.1604695,1.0451335,1.0911577,1.0278908,1.021942,1.184078,1.1523991,1.0523387,0.9595885,1.1375095,1.2208749,1.1465024,0.9317491,0.93477905,1.0953021,0.9487045,1.0889997,0.85905385,1.0437787,0.851378,0.85180396,0.76847374,0.9398863,1.0046995,0.97829705,1.1381447,1.0506579,1.0793042,0.98074317,1.1987292,0.8255609,1.2225497,1.0436726,0.8949139,0.9546755,0.9011408,0.95824385,0.9986865,0.8589575,1.0022297,1.1553004,1.1632693,0.92781615,0.9794172,1.2387017,1.2276995,0.9435375,0.9314332,1.0092752,0.8053177,0.0,1.0047096,0.8569267,0.9446373
vacuum,1.059148,1.0820243,1.2506657,1.0312968,0.98342526,0.85012805,1.0434122,0.7397648,0.88992417,0.9712564,0.7015642,0.87479997,1.1469479,0.9991373,1.0059988,1.0317506,0.9152081,1.0155052,1.0219657,0.9682208,1.25668,0.8167606,1.0520129,0.79142743,1.0014867,1.3204017,1.0434991,0.54117846,1.0174944,0.8804617,0.92705,0.90255845,0.8932556,1.2060071,1.0583814,0.77057266,1.0170242,1.067921,0.91306585,0.68762094,0.8811183,1.0779614,1.2079084,1.1656792,1.1990316,1.2692803,0.95615095,1.095027,0.9895951,1.053422,0.7598127,1.2167197,1.0174544,1.1573335,1.1516826,1.1757584,1.144733,0.9229888,1.0011997,0.99494594,1.0048628,0.80386096,0.6193216,0.8873922,1.1546212,1.0343373,1.0393065,1.0416343,1.1931825,1.2744821,0.93383014,0.8805,1.2266492,0.7808666,1.1065836,1.096976,1.0533729,1.087075,0.95043826,1.0023115,1.0229785,0.82622373,1.215384,0.93276775,1.2161162,0.9902436,0.5913707,1.0202343,0.67354405,0.96222234,0.87260234,1.1577652,1.1583908,0.7746757,0.9133072,1.1477422,0.9651234,0.89883083,0.47838384,0.8845423,1.0916712,0.9097935,1.207466,0.95985734,0.9259179,0.50498015,1.1200877,1.0304236,1.1108377,1.0874928,1.0565859,0.83104455,0.8865331,0.84765065,1.0160412,1.0066822,1.0047096,0.0,1.0308486,0.99408245
watch,1.3071859,0.74619806,0.7223191,1.2076879,1.01761,0.7304896,1.1969786,0.8937297,1.318723,1.4589528,0.5747396,1.463545,1.4308705,1.0616864,1.4594936,1.2675481,1.1813598,0.58345133,0.67219675,1.2476853,1.1283967,0.79675186,1.161377,0.7097094,0.91616446,0.5950796,1.0457317,1.3587145,1.2800452,0.6678669,1.2252728,1.1159819,1.368459,1.2284709,0.38407266,1.4513087,0.51928574,1.2502435,1.038209,1.1881019,0.9413714,1.2144258,0.62488115,1.1558139,0.4626857,0.72389066,0.79855245,0.8228559,0.5559975,1.0882448,0.7533247,0.42428648,1.0219802,0.82746845,1.23979,1.396205,0.90159076,0.7844708,0.9892881,1.3571134,1.197953,0.4888028,1.3471098,0.71491534,1.3372998,1.2712435,1.2952425,1.1793227,1.2183983,0.41824138,0.4663995,0.68155295,0.64665186,0.81862664,0.88485634,1.3674663,1.2630694,1.3997786,0.25020862,0.2424469,1.0618751,1.0452764,1.2709855,1.0680697,0.9143953,1.0738792,1.0702358,0.55933523,1.127888,1.0654411,0.8825761,1.3622955,1.3359199,1.0380824,0.64177316,1.3197021,0.7296355,0.9868398,1.0942893,0.81617135,0.24641013,1.220201,0.7895288,0.52368,0.54633313,1.341923,1.3381886,1.5350134,0.6267514,0.45474333,0.8517585,0.96417964,0.5529751,1.0994687,1.2443784,1.2602963,0.8569267,1.0308486,0.0,1.3228469
window,1.0057712,1.138114,1.260952,0.7294231,1.1087393,1.1605417,1.1389505,1.0286293,0.7657379,0.59864116,1.1035013,0.6237123,0.81834984,1.0209075,0.627649,0.62878263,1.0057528,1.2477272,1.2331041,0.8927623,1.2126098,1.1087811,0.9853795,1.0401934,0.86696374,1.2988266,0.7248951,0.8029924,0.9753322,1.1150346,0.8986661,1.1303071,0.7188413,1.076436,1.3778722,0.70893055,1.2516327,0.9145292,1.1275567,0.49183458,0.927723,0.83804667,1.2986157,0.844932,1.2091141,1.2316412,1.0565214,1.1427926,1.2903037,1.187796,1.1681988,1.1767182,1.045308,1.3065101,0.73973024,0.97946316,1.0519726,1.2141075,1.0392292,0.6863011,0.90871096,1.2781394,0.59104437,1.0799446,1.0219376,0.997542,1.0076717,0.78632736,1.140142,1.22626,1.2684436,1.189288,1.1162515,1.0680195,1.1109037,0.7208068,0.8526292,0.80752814,1.3028585,1.289566,1.0181806,1.1178234,1.101204,0.8211412,1.2293772,1.111034,0.99667645,1.09623,0.6664046,0.81080955,1.1541011,0.9523296,0.9773434,0.94965845,1.2659972,0.64640325,1.1655934,0.95831925,1.1640204,1.0226246,1.4328442,0.77274966,0.976867,1.3204691,1.2839276,0.9142682,0.6174152,0.6360742,1.3504163,1.2631168,1.208486,1.1521916,1.2164534,1.1918483,1.065593,0.5622018,0.9446373,0.99408245,1.3228469,0.0
