,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,purse,radio,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slipper,snow,soap,sock,spoon,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
glasses,1.2159417,0.98167807,0.5426475,1.0944382,1.1545775,1.0063735,1.1098858,1.153947,1.2434886,1.3211522,0.694319,1.3201737,1.3137057,1.1546161,1.3197885,1.203367,1.2421865,0.8229682,0.88816905,1.2784348,0.982754,1.0217586,1.0672228,0.95761895,1.1002543,0.40822607,0.95893687,1.2992272,1.2193785,0.9736597,1.1691897,1.0593909,1.2441506,1.0812476,0.49722242,1.3879516,0.7513609,1.1687882,1.047298,1.1757728,1.1487237,1.2104686,0.7112698,0.70394003,0.42660356,0.7070095,0.97893304,0.8123491,0.7009285,1.0905216,1.0088158,0.0,1.0622579,0.80394363,0.8452069,1.2912736,0.77875745,0.85218126,1.044646,1.1560404,1.0835148,0.7492316,1.3306447,0.9120267,1.2490094,1.2253097,1.3233812,1.1451876,1.0891281,0.3257537,0.49716246,0.5918217,0.29781103,0.9115036,0.7150689,1.2533579,1.0672516,1.2912769,0.42398375,0.4078617,1.1780139,1.1402597,1.1649644,1.1396315,0.9388863,1.0863156,1.3448973,0.72502244,1.2415875,1.0580326,0.9406177,1.255209,1.2649479,1.0451635,0.8715545,1.1113961,0.97607386,0.9404422,1.214352,0.9972087,0.44081652,1.1692646,0.85915565,0.7138382,0.7390963,1.3474076,1.112793,1.3986812,0.7762556,0.47231668,0.79746014,1.0762938,0.7110149,1.2378571,1.2869911,1.17921,1.1144738,1.2167197,0.42428648,1.1767182
glove,1.1615708,0.72637,1.1424468,0.7198539,0.8906647,1.0213892,0.9229912,1.2114986,0.7596936,0.8421599,0.93417263,0.89304346,0.75521076,1.2184865,0.803461,1.2315695,1.206127,1.2412566,1.2726492,1.0597401,1.0400573,0.8698277,1.1143085,1.2030548,1.1549264,0.94929737,0.9038701,0.9086239,1.0122242,1.2452562,1.0012197,1.0252702,0.71330196,1.0854876,1.2875017,1.0945098,1.2797803,0.9485253,0.66056085,1.0666342,1.1805147,0.66587144,1.2351172,0.9306602,0.8840311,1.2353321,1.1576794,0.96094656,1.1962912,1.1514893,1.0842814,1.0622579,0.0,1.0210257,0.79533315,1.0268325,0.6789619,0.7667439,1.1816971,0.7476168,0.5849287,1.1667031,1.1106412,1.2186017,1.1138111,0.89386207,0.5475117,0.88797784,1.0543982,1.1828344,0.9992954,0.79622006,0.95050067,1.1666788,1.051801,0.749234,0.60318196,1.0460565,1.2384409,1.204385,0.855487,0.9639746,1.1293283,1.0849333,1.3218882,1.1480294,0.81702065,1.0810575,1.0997373,1.0034924,1.0691129,0.9631879,1.1436582,0.7325909,1.0811874,0.67638457,0.62556314,0.7730566,0.9993621,1.0164618,0.8454002,1.1081599,1.2590843,0.9775445,1.2115583,0.96781224,0.8209151,1.0811844,1.0023146,0.7347384,0.94228613,0.8440867,0.9723287,1.1251439,1.1356989,1.0821996,1.0854646,1.0174544,1.0219802,1.045308
gum,0.96334887,0.9909199,0.73250675,1.2004504,0.89895695,0.8930906,0.62340444,1.0236803,1.1522346,1.2627567,0.8758621,1.3073864,1.041471,1.0116631,1.2711949,1.1464692,0.8646626,0.74841607,0.9984714,1.122875,0.82571566,1.0689515,1.0675263,1.0585445,1.1641351,0.61881876,1.1515708,1.2135487,0.97838914,0.9972474,1.0821135,0.66396505,1.2447668,1.0032988,0.5871192,1.2108777,0.77129155,1.1935692,0.8337506,1.3095849,1.0544727,1.2012955,0.7655176,1.1183119,0.68510145,0.5682181,0.9808725,0.96762264,0.8768738,0.82606703,0.85867834,0.80394363,1.0210257,0.0,1.1176199,1.095254,0.7017758,0.8479739,1.1132671,1.1987994,1.148874,0.75998217,1.3294685,1.0084856,1.1562631,0.8240044,0.82473075,1.2275865,1.0110896,0.7147615,0.93247885,0.96751267,0.8544198,1.0557902,1.004461,1.2453014,1.1598153,1.0533193,0.78977907,0.7798594,0.83756304,0.9999145,1.0329679,1.135016,0.95351905,0.9979517,1.1513058,0.9821969,1.2819428,1.1695843,0.96930575,1.1418536,1.1598105,1.1466191,0.75374335,1.2980622,1.0223348,1.0075648,0.9319,1.088659,0.7336928,1.1397132,0.87282383,0.797789,0.89780414,1.1710376,1.2023977,1.2411251,0.78346574,0.8482771,0.8048924,0.6592553,1.0017722,0.78801453,0.7537759,1.179242,1.1403034,1.1573335,0.82746845,1.3065101
hair,1.0608735,1.2639915,1.0939473,0.66741073,1.0467298,1.2583791,0.92257607,1.3228595,0.7027385,0.71835476,1.1211166,0.73376536,0.60696733,1.197262,0.74902165,0.89193285,1.1378744,1.3696094,1.347363,1.0665435,1.0423583,1.2194343,0.9876241,1.3524172,1.0955899,1.0050952,0.6693678,0.92031515,1.001349,1.3125225,0.9325476,1.0034686,0.7279277,0.92751074,1.3717437,0.91893023,1.356591,0.9462116,0.90904516,0.8678805,1.2792597,0.6821924,1.2902775,0.34787917,0.9948154,1.2155302,1.2317137,0.9579773,1.2976741,1.2143334,1.2451781,0.8452069,0.79533315,1.1176199,0.0,0.9336913,0.67076886,1.0661559,1.1923245,0.6795376,0.73004156,1.254315,0.9114678,1.2834771,1.0072793,0.75498295,0.79230756,0.8261391,0.9924255,1.1227932,1.1662569,0.8941348,0.72964746,1.198928,0.9775144,0.52007174,0.66504145,0.9057938,1.2570177,1.2167457,0.9252879,1.2051353,1.0262573,1.0208884,1.2498373,1.1762596,1.1009551,1.288764,1.031002,0.9600373,1.2456852,0.90572804,0.98764557,0.96604514,1.2686608,0.46930414,1.1608562,0.8817861,1.1815873,1.2462022,1.2549605,0.94431674,1.1755642,1.2468989,1.3208046,0.9430792,0.4483447,0.7946761,1.2641028,0.97669935,1.110886,0.97656745,1.3156264,1.228973,1.1404128,0.8847504,1.1491063,1.1516826,1.23979,0.73973024
hamburger,0.9519894,1.1326575,1.2031364,0.9240584,1.0931927,1.1630154,0.8366879,1.2633826,0.982214,0.91085064,1.3195335,0.89410895,0.7682402,1.025005,0.90517175,0.8706508,0.99946755,1.3923392,1.009659,0.8872801,0.36757988,1.3623511,1.0060827,1.4158845,1.114413,1.121769,1.2382743,1.0381297,0.71306735,1.2900622,0.93418574,1.0257252,1.048336,0.22379267,1.4014289,0.8397652,1.3755717,0.9779552,0.99062306,1.1501887,1.1201694,0.9110991,1.1511438,0.9879365,1.1921601,1.1838868,1.2243874,1.0246174,1.363358,1.0197291,1.3232069,1.2912736,1.0268325,1.095254,0.9336913,0.0,0.9071626,1.3233942,1.0963718,0.9467367,1.1036692,1.3693476,0.93711615,1.2586676,0.18298393,0.9237598,0.7058089,0.9460765,0.35170692,1.2870134,1.4337127,1.2732973,1.1619837,1.3794209,1.1983957,0.88563687,0.9972856,0.78816235,1.379401,1.3655452,0.87750304,1.1475997,0.19082606,1.0923492,0.6223259,1.0429914,1.1402497,1.384121,1.155201,1.1748792,1.2036827,0.07611525,0.15760195,1.1332035,1.173975,0.94907606,1.171464,1.0751936,1.1385735,1.3203988,1.4559675,0.9506733,1.1179621,1.3871253,1.3802412,0.9141085,0.9094763,0.62782586,1.2380997,1.2823615,1.0852028,0.9655382,1.4683886,0.98750544,0.8750449,0.9498398,1.1088628,1.1757584,1.396205,0.97946316
hand,1.2064329,1.1727815,1.1427155,0.6487083,1.087672,1.2204144,0.70105666,1.3827772,0.7720711,0.93050784,0.8802321,0.9629047,0.80103284,1.2566984,1.033213,1.077066,1.0172234,1.3439322,1.2245433,1.0647955,0.840972,1.1550977,1.0670955,1.369414,1.2242109,0.59370595,1.0040689,1.0682526,1.0018129,1.3533864,1.0513393,0.9726036,0.85867953,0.84788257,1.1462904,1.0990708,1.335968,1.0108393,0.7562067,1.0840129,1.1139073,0.9617508,1.2074735,0.8198039,0.3228134,1.2328515,1.365491,0.6976734,1.2555351,1.1977584,1.1354302,0.77875745,0.6789619,0.7017758,0.67076886,0.9071626,0.0,0.979515,1.1573693,0.9179036,0.78516555,0.9065026,1.0803229,1.4036038,1.0387386,0.83846927,0.6174801,0.96902686,0.9136865,1.0257183,1.1228139,0.65393263,0.57150936,1.1977614,1.1586113,0.8816176,0.7303115,0.92088443,0.99031126,0.94692636,0.6324973,1.1343906,0.95098156,1.2189634,1.1670024,1.1596158,1.1170069,1.2402227,1.1970785,1.0589061,1.2056909,0.865524,1.0345962,1.0076884,1.0719228,0.77440023,1.0332117,0.8794361,1.0319306,1.2175027,0.9000143,1.1506865,1.2025951,0.97670954,1.2558575,1.1040165,0.74045086,0.9718038,1.0413721,0.5347764,0.9665681,0.67260075,1.2592247,1.1409715,1.0382494,1.0850575,1.2212207,1.144733,0.90159076,1.0519726
hat,1.1525378,0.9878937,0.99601656,1.1810309,0.51435614,0.82943535,0.9899487,1.0078017,0.8810062,1.0706663,0.6883136,1.0929221,1.1191145,1.1287585,1.0460844,1.2627887,0.99303895,0.76985353,0.792356,1.0928241,1.061492,0.7598606,1.0835292,0.86573446,1.0784935,0.89347816,0.81294775,0.9956566,1.0889126,0.9977428,1.1059227,1.0530306,0.88533986,1.24254,0.7631322,1.2822688,0.7737005,1.0900662,1.0641297,1.1062138,1.0988458,1.0813469,0.8955116,1.1288522,0.85716176,0.8510227,1.0155386,1.1393269,0.90067834,1.1352715,0.8556073,0.85218126,0.7667439,0.8479739,1.0661559,1.3233942,0.979515,0.0,1.1309049,0.9875059,0.7615114,0.785158,1.2458489,0.945788,1.3428005,0.8727395,1.1172752,1.0682375,1.1378901,0.8178458,0.6874036,0.7414278,0.89549994,0.832252,1.0653304,1.1375833,0.9187479,1.0759507,0.8242213,0.8289635,0.98803467,0.9614583,1.2603899,1.1295031,1.0482435,1.0039524,0.7918538,0.9329857,1.0547073,0.7991998,0.8757845,1.3152295,1.3208246,0.88539207,0.97043943,1.0625143,0.8597186,0.72934234,0.8135749,0.77096665,0.60220546,1.1761761,0.9496625,0.5471062,0.894139,1.1303902,1.1431714,1.2905169,0.8202868,0.79740185,0.70341593,0.940937,0.7744795,1.1131053,1.2168459,1.1567757,1.0938814,0.9229888,0.7844708,1.2141075
horse,0.51528853,0.9117386,0.9747375,1.0725993,0.9697953,0.93743646,1.1663326,0.9258374,1.2016629,1.2421508,1.1246248,1.1773976,1.0553446,0.5791161,1.1682215,1.0406622,0.92570347,1.017562,1.064921,1.0190748,1.1131506,0.95823354,0.7195753,1.0051111,0.8448254,1.1034914,1.0413082,1.1776364,1.1077423,0.8499939,1.1834376,1.0583858,1.2240932,1.0872176,0.9843986,1.1030585,1.0220318,0.35291076,0.90623814,1.0433688,0.83059114,1.1610717,0.9824433,1.1177782,1.0303595,0.94829595,0.83124816,1.0435108,0.9311825,0.4583031,1.03287,1.044646,1.1816971,1.1132671,1.1923245,1.0963718,1.1573693,1.1309049,0.0,1.2473483,1.1605844,0.9935083,1.0538702,0.8654515,1.0189542,1.160384,1.1389819,1.1948621,1.0313177,1.0318103,1.0610163,1.0094677,1.0802238,1.0676236,0.90162826,1.1498883,1.2312454,0.9798493,0.9729507,0.9846255,1.0935539,0.921877,1.0349557,0.8441137,1.0654638,0.22077662,1.0313331,0.8761891,1.0353029,1.1714226,0.76086056,1.104823,1.0816365,1.048795,0.8473755,1.1881542,0.99658966,1.1576049,0.9588361,0.9108615,1.0419979,1.0906767,1.021557,1.0972761,0.8963965,1.0884817,1.1822946,1.1662159,0.9697184,1.065286,1.0632861,1.1444402,0.98821414,0.9305925,0.9806928,0.8935212,0.84577185,1.0011997,0.9892881,1.0392292
jacket,1.0734819,1.1161736,1.3062011,0.6628985,1.1401772,1.3056269,0.98521626,1.277375,0.6341948,0.38853222,1.0733833,0.39506984,0.7082673,1.2614816,0.45313603,0.8888207,1.0243894,1.3325176,1.3824263,0.9397184,1.1312106,1.1947798,1.0144325,1.2473946,1.1152304,1.1355835,0.77725935,0.59567314,0.9942418,1.353824,0.6589458,1.0575715,0.44824904,1.0801632,1.4035966,0.7243353,1.4225523,0.89712256,0.9763175,0.71756566,1.2077456,0.719632,1.3959861,0.8332024,1.1182555,1.3009815,1.358502,1.0138988,1.3890243,1.3130897,1.1684746,1.1560404,0.7476168,1.1987994,0.6795376,0.9467367,0.9179036,0.9875059,1.2473483,0.0,0.53197575,1.3253038,0.7601402,1.4381559,1.0736891,0.868588,0.8097677,0.61465687,1.1091256,1.2402197,1.2347978,1.0138818,1.0864699,1.0857832,1.1752888,0.55732787,0.4778542,0.80929255,1.3906945,1.3676481,0.86340106,1.0817798,1.1194698,1.0892369,1.3434314,1.1941006,0.96108276,1.3363653,0.8233422,0.68921655,1.1978592,0.90712214,1.0513843,0.8836067,1.3208289,0.34673846,1.1280514,0.7974625,1.1290429,1.1903355,1.311786,0.80278265,1.1064665,1.2613119,1.4143107,0.774623,0.3660233,0.53823316,1.3501849,1.1405443,1.0942819,1.1156795,1.2776864,1.1719818,1.0300969,0.9462705,1.1686513,0.99494594,1.3571134,0.6863011
jeans,1.0853765,1.0039754,1.3290884,0.7705003,0.9852524,1.1662713,0.9290255,1.3310378,0.6940577,0.68826693,0.85731465,0.6604293,0.7241065,1.1941502,0.61876667,1.0672452,1.0159312,1.2436266,1.3186942,0.9620512,1.1310228,0.9498468,1.0385327,1.1103575,1.1535609,1.0803281,0.8006793,0.8390134,1.0252316,1.3533459,0.8142686,1.0557774,0.64444476,1.0799357,1.3376906,0.9475303,1.3105688,0.9421943,0.9106561,0.8482846,1.13979,0.6036888,1.3982878,0.9301157,0.9977399,1.3026135,1.2964568,1.0476841,1.2559018,1.2626095,1.0949538,1.0835148,0.5849287,1.148874,0.73004156,1.1036692,0.78516555,0.7615114,1.1605844,0.53197575,0.0,1.0847027,0.92853177,1.3586434,1.1416615,0.9185678,0.73579466,0.7894201,1.1031089,1.2300493,1.1562572,0.75221986,0.9516871,1.0175776,1.1935905,0.5834093,0.2487933,0.8875582,1.275738,1.2586303,0.9487187,1.0859247,1.1479887,1.0644243,1.3431444,1.0608584,0.765824,1.3239952,0.890515,0.7558039,1.1728203,1.0672765,1.139043,0.667082,1.2785349,0.46312797,0.99714005,0.5779259,1.0032876,1.1125023,1.0998949,1.0131783,1.2114952,1.0142106,1.2364424,0.9625175,0.54666615,0.86218816,1.1846564,1.016129,1.0330604,0.9972829,1.1452247,1.2307067,1.1366677,0.95905125,1.1562154,1.0048628,1.197953,0.90871096
knife,1.274264,0.94261485,0.8500893,1.2092669,1.0533698,0.8305644,1.0697237,0.7558202,1.3340973,1.4805992,0.46108258,1.2914472,1.4481161,1.0158335,1.4045818,1.227687,0.8186455,0.62725747,0.5778363,1.1837345,1.1187752,0.7485593,1.1159741,0.60293925,0.95109767,0.73612064,1.0097162,1.2251797,1.277769,0.736246,1.2526764,0.90402025,1.3494753,1.2202958,0.41438347,1.3724505,0.5525241,1.1628244,1.0123817,0.9802881,0.881778,1.29741,0.74547124,1.2520139,0.63045776,0.7802277,0.8109372,1.0039715,0.47490805,1.0423554,0.64797103,0.7492316,1.1667031,0.75998217,1.254315,1.3693476,0.9065026,0.785158,0.9935083,1.3253038,1.0847027,0.0,1.1978768,0.7267513,1.2956382,1.2108598,1.3023356,1.3006812,1.197516,0.69329274,0.5379177,0.6613853,0.87277484,0.573194,0.954049,1.3820735,1.2254968,1.2282857,0.35341567,0.41514087,0.9670903,0.8838754,1.2130649,1.0402973,0.8929246,1.0072874,1.002735,0.6873276,0.8530088,0.9855609,0.7894952,1.3310171,1.3326794,0.950627,0.78273654,1.359823,0.9915391,1.0317395,0.7389648,0.83633417,0.48656774,1.3280334,0.9163773,0.49961096,0.4301002,1.2933016,1.3067803,1.3969015,0.6807122,0.6485316,0.94539803,0.85898197,0.5444746,1.074614,1.0710874,1.1917001,0.9242272,0.80386096,0.4888028,1.2781394
ladder,1.0413185,1.1411928,1.3620468,0.7603338,1.1428571,1.1242733,1.1251334,0.8446661,0.81030047,0.6762173,0.9871264,0.48555255,0.8963357,1.0330495,0.7362958,0.8154704,0.84836924,1.2291937,1.2228831,0.7598528,1.2435763,0.9610762,0.98042685,0.9135201,1.000426,1.4473908,1.0403662,0.46234208,0.86024034,1.0194,0.7843478,1.0189341,0.7064929,1.0662827,1.4048162,0.33379233,1.2412483,0.9651048,0.9195209,0.3856209,0.79013586,0.9164656,1.3349664,1.0259078,1.299728,1.4195464,1.1135474,1.1842151,1.3084272,1.1549382,1.0166872,1.3306447,1.1106412,1.3294685,0.9114678,0.93711615,1.0803229,1.2458489,1.0538702,0.7601402,0.92853177,1.1978768,0.0,1.0717804,0.9530865,0.95778185,0.9440506,0.9267882,1.0670645,1.3806572,1.2687969,1.1482581,1.2097231,0.9048431,1.188574,0.83110726,0.9836454,0.87259597,1.3125329,1.3107283,0.97170347,0.9471169,1.0642493,0.87605697,1.2445217,1.094328,0.75851256,1.1649953,0.56722075,1.0028048,1.1299466,0.8913477,0.95427454,0.83506054,1.2324985,0.87017304,1.2043902,1.086736,0.8043922,1.0420902,1.4625573,0.76036054,1.1565702,1.2866571,1.2777503,0.58047545,0.80180776,0.59465665,1.3098829,1.3215172,1.2010744,1.0061799,1.1815926,0.8765782,0.8061075,0.7982112,1.0403364,0.6193216,1.3471098,0.59104437
lamp,1.1133752,0.79150546,0.74439645,1.2532244,0.88453585,0.55119747,1.2935202,0.5947335,1.3590564,1.4589813,0.9252678,1.433927,1.4000105,0.8735276,1.4116757,1.2380177,1.1317422,0.52405655,0.64544463,1.2479331,1.0808686,0.7074585,1.0740721,0.5913533,0.80331165,1.0209926,0.9922747,1.2389323,1.1691042,0.47037077,1.2842727,1.0192164,1.3627025,1.1507882,0.60000426,1.2452989,0.440701,1.1348757,1.1837786,0.9412295,0.82834506,1.192297,0.4852649,1.1547716,1.0821911,0.5896096,0.36401582,1.1246324,0.43911135,0.9309386,0.7308283,0.9120267,1.2186017,1.0084856,1.2834771,1.2586676,1.4036038,0.945788,0.8654515,1.4381559,1.3586434,0.7267513,1.0717804,0.0,1.1749082,1.214532,1.4328784,1.3327818,1.1021932,0.71535456,0.5812972,1.0160681,1.089693,0.7341919,0.7688107,1.3681507,1.4232053,1.3113145,0.60226023,0.63309777,1.2624643,0.88204074,1.0963976,0.7380894,0.8159821,0.94548595,0.9630368,0.66985273,0.9082632,1.182179,0.7086625,1.2692777,1.1790621,1.0400441,0.79481614,1.4220604,0.89055806,1.1021668,0.94113064,0.7100582,0.72332186,1.1115373,0.8279562,0.64779013,0.43236732,1.1692219,1.399443,1.409091,0.74987376,0.8872919,1.0857102,1.1208692,0.50179905,1.0211561,1.1189975,0.99655885,0.7700676,0.8873922,0.71491534,1.0799446
meat,0.92130893,1.106299,1.124361,1.037974,1.0935009,1.1626425,0.9127764,1.1904685,1.0805054,1.0383188,1.3038645,0.9880421,0.92572856,0.94016945,1.043361,0.87891835,0.98731863,1.3113236,0.9030211,0.9093632,0.33222544,1.3115671,0.9776422,1.3319252,1.0810807,1.1271843,1.2490181,1.0484966,0.84441125,1.1575562,1.0150563,0.92957705,1.1216362,0.2061292,1.3393846,0.92029405,1.303529,0.9533003,1.0027379,1.1476299,1.0485262,1.0154078,1.1155044,0.9971193,1.2503234,1.1611023,1.1556778,1.006435,1.2534859,0.90056795,1.2520686,1.2490094,1.1138111,1.1562631,1.0072793,0.18298393,1.0387386,1.3428005,1.0189542,1.0736891,1.1416615,1.2956382,0.9530865,1.1749082,0.0,0.9949731,0.86546385,1.0170771,0.28040683,1.2803087,1.3519063,1.2364616,1.1488801,1.2587129,1.1410308,1.003807,1.0623059,0.8741027,1.3558314,1.3606741,1.0129832,1.0385607,0.13037652,1.0519655,0.4640987,1.0136726,1.1362915,1.2339063,1.1556852,1.2366394,1.0778064,0.21640378,0.12254745,1.1521713,1.1297349,1.0471029,1.1308463,1.0854542,1.1160666,1.2449642,1.4014347,0.95294785,1.1179864,1.3333257,1.2615803,0.939672,1.0035096,0.71072304,1.1563351,1.3116328,1.0620883,1.0547252,1.3663232,0.9935012,0.84022653,0.9444872,1.0865365,1.1546212,1.3372998,1.0219376
melon,0.8041223,1.2277626,1.175241,0.91192067,0.7538375,1.1744355,0.5201781,1.0826689,0.6932147,0.7307797,1.1449246,0.87136805,0.6189225,1.1655488,0.758783,0.86128545,0.9462043,1.2036254,1.1256549,0.81709707,0.9498402,1.0602536,1.0112841,1.2377582,1.1611245,1.1917448,0.8600986,0.99621695,0.5899052,1.1078032,0.86384964,0.8462615,0.84655285,0.9973721,1.2991008,0.787385,1.2701888,1.053719,1.0048854,1.0716444,1.1285943,0.97632605,1.2056155,0.90401846,1.2237757,1.025291,1.2448486,1.1310018,1.2320341,1.0152688,1.1007968,1.2253097,0.89386207,0.8240044,0.75498295,0.9237598,0.83846927,0.8727395,1.160384,0.868588,0.9185678,1.2108598,0.95778185,1.214532,0.9949731,0.0,0.5740707,0.91591424,0.94931376,1.2794609,1.2704176,1.137322,1.1152034,1.1942843,1.0770075,0.7845424,0.90080094,0.80162054,1.3584502,1.3339279,0.5817171,1.1152678,1.0157493,1.1052119,1.0894518,1.1337271,0.84265244,1.1530342,1.1111063,0.98233306,1.1662173,0.9469649,0.950043,1.0844125,1.0974666,0.86054873,0.97457016,1.0048175,0.90820545,1.1216279,1.2887089,0.95733464,1.0843828,1.2142181,1.2274176,0.8641242,0.78064406,0.75551164,1.0904882,1.2738515,1.0127624,0.82719964,1.3185142,0.88578105,0.8291723,1.0623546,1.1734889,1.0343373,1.2712435,0.997542
mitten,0.883651,1.1039633,1.2565813,0.6771854,0.9257814,1.1693256,0.533846,1.2160306,0.76943564,0.7137578,1.1395717,0.78882784,0.45652366,1.208977,0.74485004,0.88618314,0.996236,1.3784022,1.398436,0.83652365,0.8724511,1.1670474,1.1242862,1.3847733,1.193664,1.062519,1.1116083,0.9012769,0.60980296,1.3204507,0.9034816,0.88278997,0.7919163,0.89583963,1.3905146,0.79813135,1.4565493,0.95965827,0.67433906,1.1442318,1.2177726,0.72050655,1.2951994,0.9180089,1.0070479,1.2261529,1.3308355,0.8893544,1.4232695,0.9905974,1.2325797,1.3233812,0.5475117,0.82473075,0.79230756,0.7058089,0.6174801,1.1172752,1.1389819,0.8097677,0.73579466,1.3023356,0.9440506,1.4328784,0.86546385,0.5740707,0.0,0.8120772,0.87046236,1.383592,1.4246117,1.1354723,1.1121595,1.3478745,1.1542509,0.65972763,0.7017641,0.8519342,1.4528055,1.4160306,0.67074984,1.1854417,0.9192319,1.1222267,1.2874677,1.0724618,0.82988346,1.3801905,1.1762869,1.115856,1.2787112,0.7317487,0.8519913,0.96129155,1.0529816,0.71320015,0.9212601,0.90318483,1.0232354,1.3201014,1.250496,0.9265904,1.269654,1.2847118,1.4340669,0.7746521,0.74931073,0.786288,1.1364603,1.0713289,0.9622435,0.6763337,1.3897231,0.80934536,0.8892903,0.99991703,1.1604695,1.0393065,1.2952425,1.0076717
motorcycle,1.0716107,1.1344289,1.1654058,0.8798805,0.9640297,1.0944743,0.9266505,1.2471001,0.64533126,0.5167054,1.2443458,0.69179356,0.73667693,1.0914181,0.6697147,0.76127356,1.052789,1.2922206,1.3319957,0.9853061,1.1345762,1.2737335,0.9540927,1.2383652,0.982594,1.0912651,0.88896793,0.73035204,0.892957,1.301009,0.8251295,1.1528307,0.60934794,1.1196754,1.3360415,0.7690331,1.3179762,0.97717977,1.0186677,1.0580012,1.1826985,0.8965187,1.1975898,0.86654013,1.1047039,1.2772797,1.280554,0.8900461,1.3231348,1.2399278,1.2077311,1.1451876,0.88797784,1.2275865,0.8261391,0.9460765,0.96902686,1.0682375,1.1948621,0.61465687,0.7894201,1.3006812,0.9267882,1.3327818,1.0170771,0.91591424,0.8120772,0.0,1.1220393,1.1900598,1.3080158,1.2355657,1.0871027,1.2393365,1.0296211,0.69072616,0.76825786,0.8432624,1.2751086,1.2550118,0.9587699,1.1755974,1.1300712,1.1619531,1.2443935,1.1253388,0.9751082,1.2196925,1.0838783,0.7445435,1.1899,0.9463065,0.98559034,1.1733596,1.1987399,0.64527106,1.0002027,0.8821208,1.1468691,1.1199005,1.187203,0.73342204,1.0205425,1.2327138,1.3521477,0.64812493,0.6487437,0.70635116,1.1098315,1.1341612,1.010873,0.95984316,1.3527889,0.95455825,1.1122483,1.0024977,1.0451335,1.0416343,1.1793227,0.78632736
muffin,0.9324384,1.0567756,1.0353955,1.0443889,1.056492,1.1737674,0.9102329,1.2202914,1.1665863,1.1871792,1.144092,1.051154,1.0125748,1.0176191,1.1688726,1.0612915,1.0919716,1.2498574,0.8979585,0.9938015,0.20730865,1.213053,0.9481446,1.3116933,1.0820152,0.93443525,1.1660849,1.1019036,0.8819872,1.1990699,1.1122923,0.85019046,1.1765904,0.27341127,1.1813056,1.0939702,1.2290906,0.9656508,1.0094147,1.1547253,1.0760008,1.1057812,1.0028472,0.9960413,1.047415,0.9747967,1.1562045,1.0225296,1.1142431,0.877642,1.2694273,1.0891281,1.0543982,1.0110896,0.9924255,0.35170692,0.9136865,1.1378901,1.0313177,1.1091256,1.1031089,1.197516,1.0670645,1.1021932,0.28040683,0.94931376,0.87046236,1.1220393,0.0,1.0718919,1.222909,1.0566782,0.9887906,1.2438527,1.1186886,1.1293452,1.0650405,1.0002941,1.2483674,1.2438825,0.9769729,1.0663285,0.2275908,1.1191021,0.5397606,0.97705305,1.1800666,1.1298211,1.1800272,1.1879526,0.9674178,0.38536274,0.32119787,1.1241901,1.0788332,1.1299125,1.1224152,1.1154672,1.065992,1.1662339,1.1866971,1.0705777,1.0944468,1.2027522,1.1029438,1.067218,1.102457,0.92058975,1.0399319,1.1234993,0.94725096,1.0574211,1.2817674,1.0776491,0.95560265,1.0397714,1.0911577,1.1931825,1.2183983,1.140142
nail,1.2787642,0.91839325,0.47258627,1.1708639,1.1313515,0.8529595,1.2302214,1.035397,1.3222446,1.3646309,0.816062,1.3847533,1.4147513,1.156136,1.3563168,1.2507755,1.2615196,0.50323457,0.7064528,1.3043973,0.9595605,0.9583072,1.1664425,0.7960193,1.0399187,0.4901284,0.9173102,1.409378,1.1781819,0.80472183,1.2153051,1.1130457,1.326543,1.1410377,0.2550856,1.4186527,0.42590964,1.2180475,1.1717482,1.239447,1.1491117,1.2261437,0.4081993,1.026539,0.53565824,0.3843149,0.7980826,0.95013934,0.48203546,1.1402041,1.0466777,0.3257537,1.1828344,0.7147615,1.1227932,1.2870134,1.0257183,0.8178458,1.0318103,1.2402197,1.2300493,0.69329274,1.3806572,0.71535456,1.2803087,1.2794609,1.383592,1.1900598,1.0718919,0.0,0.44258773,0.78569007,0.552292,0.8381623,0.7898259,1.3242906,1.2156227,1.3525693,0.2908219,0.26528502,1.1834947,1.1384598,1.170374,1.1258503,0.7970925,1.0844033,1.3694519,0.7540943,1.2067748,1.0435525,0.96127635,1.2653816,1.2610893,1.1085932,0.8389077,1.2572756,1.063346,1.0495647,1.1884372,0.83526146,0.3559444,1.1450227,0.42011172,0.54505503,0.5066819,1.4395213,1.2623215,1.4130747,0.75641155,0.5536493,0.736401,1.0981141,0.54467773,1.2063291,1.2571716,1.2292421,1.0278908,1.2744821,0.41824138,1.22626
