,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,bucket,can,car,carrot,cat,chair,clock,closet,coat,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,duck,egg,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,mitten,motorcycle,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,plant,plate,potato,pumpkin,purse,radio,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shower,sink,slipper,snow,sock,spoon,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
plate,1.0764436,1.2131653,0.7889527,1.0536094,0.7999749,0.90454024,1.0381635,0.8148758,0.9866913,0.90968543,1.0786543,1.0209419,1.1009555,1.0835153,0.91946065,0.9924496,0.81321347,0.9042131,0.6792723,0.76545477,0.4608785,0.86960495,0.99422663,0.9729948,1.0861752,1.1926593,0.99498594,1.0171595,1.1041772,1.2636817,0.5389577,0.976695,1.0747604,1.1198542,1.0114442,0.93081903,0.8922581,1.1108282,1.1107243,0.97839296,1.1392285,1.0832514,1.1070093,1.2239931,0.8301589,1.1003065,1.1449826,1.1187307,0.9406544,1.1651958,1.0777936,0.9475248,1.0430152,1.1888955,1.1267167,1.0124751,1.1353385,1.0498433,1.0626673,0.93695617,0.8180726,1.182323,0.86442757,1.180699,1.096809,0.82241416,1.1336614,0.71085227,1.0541332,0.8537575,0.9621287,0.9669841,1.1840202,1.100926,0.86938065,0.9130888,1.0724708,1.1478952,1.2567234,0.9318826,1.0101249,1.0156236,1.2076972,0.93910253,1.1106484,0.9893599,0.0,1.0171878,0.9367044,1.0460111,1.0278771,1.0460898,1.1108282,0.83118075,1.0376655,1.1762089,1.0045737,1.1457014,1.04521,0.97396606,1.1850222,1.1488799,1.326684,0.88772804,1.0997219,0.99109644,1.2177372,0.8072233,0.94833314,1.1386257,1.1232386,0.8274855,0.9925808,0.77194893,0.8085841,1.0429139,1.1215842,1.1300431,1.0439378
potato,1.0532428,0.7069994,0.5576303,1.0902444,0.5835829,0.69434726,0.5942181,1.0752126,1.2667277,1.2352988,1.0707495,1.1219125,1.0278529,1.0207901,1.1326151,1.0118175,1.0655538,1.0980253,1.0850204,1.0027514,0.6941106,1.0570427,1.1736523,1.0939662,0.44310248,1.0485269,1.1833699,0.9673465,1.2019011,1.0705812,0.84530634,0.6999978,1.3273802,0.7336193,1.0087597,1.1777027,1.109089,0.9826605,1.061916,1.0635955,1.2096039,0.9521469,1.0010635,0.93764675,0.4297257,1.1317424,0.690132,1.0147686,1.0174638,0.796788,0.95412284,1.0731956,1.0725988,0.9132258,0.8023546,0.83583367,0.98129183,0.829836,0.9902326,1.1439587,1.2823707,1.1730106,1.0640603,1.1483402,1.1862924,1.1424992,1.0013926,0.5617164,0.83486044,1.0873141,0.97134155,1.0962838,0.96912885,0.7502138,0.6000775,1.2514029,1.1018336,1.0731094,1.1258059,1.1195097,1.0567605,0.9323572,0.95398694,0.52195776,0.98493695,1.0581942,1.0171878,0.0,0.91599995,1.0094665,1.0905892,1.1227026,0.9826605,0.9822169,1.249144,1.0977068,1.1712495,0.9326839,1.2511199,1.0934299,0.9624357,1.2028866,0.7250029,0.884536,0.6857994,1.0455165,1.1629262,1.2924302,0.9986498,0.84244186,0.89037013,1.1644261,1.1139995,1.0578827,1.0884476,1.1453849,1.0416533,0.9067738,1.2005547
pumpkin,1.3603913,0.9645365,0.7027362,1.3485721,1.0056696,0.37919265,0.86476326,1.1652817,1.4333644,1.3412893,0.61867595,1.3211977,1.3488266,0.78552204,1.0078049,0.92246497,0.93233,0.4459802,0.73480386,1.1838816,0.84579504,1.0000521,0.911242,0.9602679,0.5299781,1.2071719,1.1056844,0.8171388,1.255486,1.2666007,0.87059236,0.96098286,1.3985122,0.95077413,0.37929976,1.302177,0.34277982,1.0222243,1.3762913,0.45055282,1.2918072,1.0558251,1.3147938,0.81453115,0.6932306,1.103112,1.0420744,0.5262263,0.78474545,1.0897443,0.9585372,1.2187494,1.0548049,0.6836195,1.2971966,0.77758515,1.2165166,1.3303752,0.3119927,0.9717862,1.2978684,1.3166269,1.0754673,1.401723,1.3440397,1.2975872,0.75294673,1.0067168,1.3594707,1.0370091,0.32383275,0.8327822,0.70607734,0.82229275,0.26314825,1.3402742,1.1429669,1.3955486,1.3442193,1.3312941,0.5437171,0.6437557,0.8305505,0.8905443,0.8769293,0.87453336,0.9367044,0.91599995,0.0,1.0005206,0.5831406,1.292549,1.0222243,1.2063148,0.7955736,1.3127587,1.1180136,1.2036352,1.1954212,1.0297815,0.7554282,1.171721,1.0848215,0.78196806,0.45416492,1.1794506,1.3535607,1.3306751,0.99562526,0.9620537,0.9243473,1.3152244,0.95205045,0.79726636,1.2527429,1.1458083,0.65483,0.5245908,1.2443293
purse,1.0406936,0.981031,1.0232631,1.190457,1.1935707,0.9661039,1.0290489,0.5970079,1.0668687,1.0020082,0.91750205,0.9497326,1.1122074,0.881557,0.8348815,0.93551874,0.7277436,0.8619288,1.1025165,1.0810603,1.1035603,0.7267641,0.89237523,0.8673136,1.0217595,1.0694401,0.73252755,0.6219715,1.1352415,1.0594363,0.82513994,0.9571063,1.1795989,1.1242632,1.0614651,0.93151325,0.92144436,0.80561876,0.9824718,0.83055896,1.1048377,0.8737325,1.1059182,1.0500823,1.0062903,1.204644,1.2573873,1.0057813,0.6174985,1.0456777,1.0157852,1.0578928,1.2022527,1.1139443,1.1313674,1.0726653,1.2840548,1.3579441,0.93532896,0.8117614,1.0102098,1.2517926,0.7627285,1.3333629,1.1853074,1.0813624,0.8155438,1.2224249,1.2306874,0.77595246,1.0032502,0.6684588,0.9086239,0.88745373,1.1037586,1.021699,1.1940235,1.298143,1.2496418,1.1878641,1.0947622,1.0340123,1.074428,1.0661837,0.8244488,0.6806292,1.0460111,1.0094665,1.0005206,0.0,0.6010798,1.0191029,0.80561876,1.0323019,1.1480815,1.3287427,0.78088516,1.2632662,1.1143448,0.9872996,0.9190028,1.1433945,1.0772258,1.0053055,0.9746508,0.5854442,1.2667739,1.1511918,0.8237753,1.0404712,1.2579474,1.1730821,0.6556933,0.7271208,1.0381656,1.0652025,0.72392917,0.9163358,1.0410491
radio,1.3875303,1.0031301,0.92816347,1.2557855,1.2154554,0.7204645,1.1211611,0.84648603,1.1907603,1.1621742,0.52484727,0.9966597,1.4345729,0.86389184,0.74811625,0.9186159,0.75300455,0.49373782,0.78221166,1.1541557,1.0577091,0.8612887,0.7407981,0.6595925,0.87731975,1.1789161,0.7321544,0.53982836,1.1966203,1.2317195,0.8826571,1.0999502,1.2383611,1.1541305,0.6948199,1.1534839,0.4094928,0.9085732,1.2933551,0.37871718,1.1509465,0.8201945,1.3907726,0.968671,0.9897703,1.1710329,1.2863985,0.53497416,0.686877,1.1789613,0.8658546,1.1550059,1.1451797,1.0063163,1.4012766,1.0744431,1.3384542,1.4595988,0.57647246,0.80898684,1.1044211,1.3638772,0.95553726,1.482822,1.1903962,1.1720266,0.6273128,1.2466403,1.490002,0.8321488,0.5442489,0.59162617,0.8172524,0.8497025,0.84736896,1.1738598,1.1783814,1.4783442,1.4030113,1.3121059,0.5839982,0.89460975,0.9500706,1.1778356,0.6745356,0.7983221,1.0278771,1.0905892,0.5831406,0.6010798,0.0,1.1013033,0.9085732,1.1433572,0.76524454,1.4586586,0.8684791,1.2854445,1.1311953,0.72078156,0.8460532,1.1100668,1.12579,1.083008,0.7307875,0.9320394,1.4084823,1.2148001,0.9495056,1.0709485,1.1698462,1.3506929,0.7045989,0.60131025,1.1365558,1.091606,0.59775937,0.7197844,1.1145228
refrigerator,0.8609972,1.0706079,1.3582509,0.70368034,1.0955886,1.2473148,1.1949902,0.94186753,0.3400632,0.7386871,1.0909173,0.6825928,0.80524975,1.2150882,1.0618001,1.2291691,1.237856,1.0883312,1.1232513,1.008091,1.2370805,0.94535077,0.41135824,0.9766847,1.2129383,0.71838105,0.69005734,1.042515,0.55965203,0.6784991,1.2928243,1.2741631,0.690125,1.1017169,1.341825,0.7492919,1.1602813,1.1399093,0.8457403,1.1941856,0.28462702,0.8440853,0.8434435,1.241352,1.3700829,0.93731105,1.1595525,1.2116122,1.117424,1.2156453,0.829434,1.0721527,1.0282663,1.256857,0.9376942,1.3780514,0.86900127,0.8971679,1.3254781,1.1620857,0.90514773,0.79473126,0.98482645,0.78467506,0.62502813,0.6327927,0.991351,1.0962138,0.8941742,1.208195,1.311893,1.0599818,1.2153678,1.1580727,1.4163581,0.3129081,1.0329825,0.7544708,0.69793785,0.86341596,1.0856456,1.2714067,1.2176847,1.1928648,1.0088931,1.0687302,1.0460898,1.1227026,1.292549,1.0191029,1.1013033,0.0,1.1399093,0.9658909,1.1802131,0.8006936,1.059893,0.70553476,0.7246295,0.71312475,1.2791634,1.0231136,0.92996615,1.2369716,1.2874568,0.92869484,0.735828,0.6620777,1.3342259,1.2742171,1.161681,0.88906515,0.95414037,1.2895219,1.0066689,0.9624575,0.98368937,1.3167063,0.42816293
rooster,0.99877876,0.95995915,0.9687684,1.1692553,1.0997119,0.96398956,0.8742164,1.045488,1.1378853,1.1613499,0.9060025,1.0787079,1.2006005,0.8317989,1.0635257,0.974629,1.0093795,1.1069522,1.2319411,1.1876665,1.0415388,1.0398606,1.0126622,0.98333377,0.9910701,1.0555407,1.1457503,0.81116855,1.0943615,1.127515,0.90605164,0.9144014,1.183475,0.9568441,0.9690669,1.134232,1.0818839,-1.1920929e-07,1.004174,0.9745174,1.1571491,0.87529486,1.1668733,0.7969781,0.9538501,1.1490737,1.0789415,0.8893269,0.8798589,0.9522896,0.95822465,0.9315348,1.104137,0.87865925,1.0755847,1.0550889,1.2028507,1.2359514,0.90562284,0.85924655,1.0274355,1.1643351,0.9507677,1.2000546,1.0708295,1.1088047,0.936252,1.1517166,1.1902782,0.8604095,0.9635537,0.9968717,0.77805686,0.8536658,1.0050378,1.1227483,1.1618937,1.2367706,1.1887202,1.1534557,0.9891524,1.0160335,0.83306086,1.0029228,0.96745723,0.868315,1.1108282,0.9826605,1.0222243,0.80561876,0.9085732,1.1399093,0.0,1.0348444,0.9813997,1.1988633,0.8495875,1.1281061,1.0111227,1.023678,0.83110505,1.0869166,0.96831334,0.817297,1.016178,0.8888273,1.2060771,1.206211,0.8060002,0.9940917,0.9960839,1.1765764,1.0196476,1.020894,1.1513349,1.1069089,0.85502225,0.87233865,1.1664333
sauce,0.79611707,1.3034697,0.8344543,0.9321582,0.8586545,1.0985827,1.1022935,0.56449896,0.929053,0.8719013,1.2924426,1.1076709,0.93985844,1.2666472,0.98696387,1.1550058,1.0552927,1.2012281,0.5054841,0.28698075,1.0118253,0.90262127,1.1885157,1.0746744,1.1912409,0.9909514,1.0555104,1.0856265,0.9253173,0.8776632,0.9979574,0.8551399,1.0153947,1.1192746,1.2868772,0.8504898,1.2360387,1.0348444,0.8984399,1.233076,0.9550961,1.0553305,0.96165836,1.1557359,0.9395247,0.9310786,1.2031337,1.2257411,0.98397654,1.2138892,1.0479461,0.770802,1.0233519,1.2849858,1.051288,1.1762149,0.9843859,0.93012005,1.3109086,1.0920068,0.9198538,0.88484067,0.9712197,0.99143535,0.9675677,0.80988544,1.2263427,0.7814011,0.9627538,0.9793489,1.2906141,1.1992282,1.3408036,1.1204902,1.0947398,0.86809814,0.9140396,0.8733547,1.0465376,0.94841015,1.2354376,1.204106,1.1756852,0.8694385,1.3162179,0.9794758,0.83118075,0.9822169,1.2063148,1.0323019,1.1433572,0.9658909,1.0348444,0.0,1.1007973,0.9611842,1.173687,1.1155753,1.0144486,1.1094879,1.4201015,0.8409518,1.3074863,1.0266002,1.2362428,0.94151944,0.9467956,0.702304,1.0624179,1.2792935,1.0845436,0.68741494,1.1679643,1.0227894,0.41619116,0.89818734,1.2072824,1.3407393,0.9852948
scissors,1.143486,0.9585358,0.9320507,1.1001463,1.1203847,0.80929965,1.1086966,1.1065487,1.2134624,1.1339142,0.76065624,1.1120721,1.2307049,0.9980243,1.0804331,0.9468641,0.9579025,0.5847588,0.83074474,1.03694,1.1458288,0.8882787,0.93568903,1.0419133,1.0226521,1.3064177,1.0074531,0.7825066,1.1249684,1.2939081,1.0295739,1.030935,1.1150315,1.1040183,0.6036372,1.1251225,0.63179195,0.9813997,1.3295646,0.70688975,1.1981218,1.0662475,1.1916927,1.0018396,1.081914,1.0294217,1.0690325,0.843961,0.950786,1.0390111,1.0359038,0.9825745,0.9730528,0.82331324,1.0461271,0.7961843,1.1440027,1.1102829,0.6281179,0.9540155,1.0042806,1.1738408,1.0782601,1.1219528,0.75458974,1.1519387,0.7825335,1.1522677,1.0481236,0.95269215,0.65897393,0.9705207,0.8461046,0.97490394,0.9363975,1.135107,1.0603975,1.1806548,1.1863087,1.1035367,0.7582197,0.7156914,0.9444144,1.0971006,0.92713934,1.0143363,1.0376655,1.249144,0.7955736,1.1480815,0.76524454,1.1802131,0.9813997,1.1007973,0.0,1.1878014,0.97634166,1.2008047,0.9717953,0.9388358,0.75997794,0.98636514,0.99861133,0.94115245,0.833876,1.001615,1.1443372,1.0537344,0.9093122,0.90825826,0.95211303,1.014732,1.0646836,0.81766677,1.0451136,1.0846394,0.85956967,0.662105,1.1457694
shirt,0.7253572,1.139648,1.3264542,0.4511994,1.0199286,1.4239028,1.1073382,1.1955813,0.72689474,0.83910835,1.3790447,0.8901487,0.3437637,1.26391,1.0621825,1.116901,1.3241098,1.3912349,1.187086,0.96207476,1.2032003,1.2539696,1.1213672,1.2451236,1.2896421,0.6524081,1.1513866,1.3833351,0.668163,0.47022885,1.2567286,1.1949103,0.6006049,0.96816814,1.3928642,0.9091193,1.4330912,1.1988633,0.6983316,1.3722247,0.7230709,1.2202072,0.39431894,1.1297016,1.2976534,0.7395745,0.9628017,1.3759143,1.3296422,1.0248834,1.0758795,0.9437273,0.8852926,1.1515795,0.75559264,1.2350627,0.6217303,0.58143306,1.4129169,1.140012,0.84070617,0.21300852,1.1445972,0.28380728,0.77998203,0.7456361,1.3460693,0.98464316,0.65797603,1.1685851,1.4010103,1.318217,1.2353139,1.2909379,1.3066244,0.77922714,0.6039537,0.2604397,0.36167896,0.6973567,1.2490357,1.2831504,1.1857332,1.0948912,1.176897,1.2667222,1.1762089,1.0977068,1.3127587,1.3287427,1.4586586,0.8006936,1.1988633,0.9611842,1.1878014,0.0,1.1986121,0.5524648,0.91267276,1.241684,1.3011813,0.8114539,1.0046837,1.179584,1.3755796,1.1421777,0.13436735,0.6929751,1.1684115,1.1383098,0.97127926,0.7110472,1.2334312,1.4421928,0.96555936,0.8430943,1.3301216,1.335742,0.8724991
shoe,1.1191618,0.83422226,1.110791,0.9947414,1.1253638,1.002115,1.1188135,1.0620071,1.0552565,0.94133174,0.8585518,0.8524381,1.1753992,0.86392033,0.80761075,0.89146286,0.7330432,0.99196136,1.2330706,1.2118633,1.1005616,0.9281229,0.9103027,0.8420483,1.1980199,1.1232847,0.8477203,0.9339926,1.0396228,1.1631138,0.90467703,1.1199265,0.89673823,1.1425886,1.0887413,1.0107578,0.98428357,0.8495875,0.99939585,0.8043545,1.0722195,1.1053694,1.1319096,1.2116708,1.0841408,1.0873141,1.0514061,1.0858057,0.6831662,0.8622769,1.1226022,0.9625643,1.0905166,1.1352093,0.9489691,1.1225128,1.2149074,1.15888,0.8860792,0.7081006,0.9827631,1.1736563,0.8511304,1.079031,1.0696677,1.1652569,1.061416,1.1456232,1.0694809,0.6109302,0.832139,0.74121845,0.90890515,0.9959674,1.238372,1.0810748,1.1418567,1.1378332,1.1195804,1.0363723,1.0273073,0.9253278,1.15895,1.2520199,0.8383245,0.75284743,1.0045737,1.1712495,1.1180136,0.78088516,0.8684791,1.059893,0.8495875,1.173687,0.97634166,1.1986121,0.0,1.0531793,0.9704086,1.0040576,0.43475795,1.097024,0.935843,1.061479,1.0324527,0.72907716,1.1592612,1.1510873,0.8500171,0.7666062,1.2622921,1.0078344,0.82789195,0.6987026,1.1497226,1.0695918,0.9076822,0.9530105,1.0284196
shorts,0.84300166,0.9404426,1.2631466,0.7151141,0.97671664,1.2048082,0.90867335,1.3031368,0.72732353,0.84263754,1.0210025,0.7030704,0.68565834,1.1125755,1.1597083,0.9821628,1.224906,1.2774177,1.2444971,1.1469772,1.1207461,1.1740125,0.7727791,0.999867,1.0109156,0.7174219,1.0652552,1.3784089,0.7913482,0.7843237,1.2850498,1.105118,0.61915576,0.78954035,1.1379901,0.90369546,1.2634404,1.1281061,0.88950115,1.2186737,0.7972077,0.96457505,0.68701696,1.0763844,1.2502456,1.0276637,0.76596946,1.0877538,1.2584215,0.98076296,0.9030449,1.0522728,0.9373891,1.0524418,0.7367964,1.1669623,0.825968,0.64490455,1.2323794,1.2034208,1.0721353,0.7268594,1.0839202,0.64810914,0.83062255,0.9415969,1.1501466,0.9551785,0.74406064,1.1635994,1.214059,1.1772863,0.92617214,1.148964,1.1981405,0.899757,0.9455883,0.5764265,0.65680057,0.82281667,0.9313326,1.0992606,1.0543196,0.98948336,0.876148,1.2128121,1.1457014,0.9326839,1.2036352,1.2632662,1.2854445,0.70553476,1.1281061,1.1155753,1.2008047,0.5524648,1.0531793,0.0,1.00414,0.9068787,1.0275937,1.0011008,0.80255353,1.0588466,1.0921721,1.1662947,0.70553637,1.0121138,1.2477413,1.041234,0.8461902,0.9361602,1.0897822,1.3145254,1.1471993,1.0260544,1.1417454,1.1291927,0.85859835
shower,0.9867127,1.0774546,1.1718369,0.86523914,1.0698315,1.1846893,1.2795221,0.97594947,0.5569355,0.79360753,1.1506703,0.94800305,0.91214144,1.1434529,1.0025061,1.0324193,1.1359835,1.1261147,0.98043716,0.9012085,1.0839789,1.0961558,0.92775095,0.95243216,1.33407,0.9886878,0.76354545,1.0910436,0.48301077,0.9595617,1.1104974,1.1382016,0.7508148,1.2382171,1.2255224,0.82461095,1.1355224,1.0111227,1.0155387,1.2402511,0.5075371,1.0884254,0.92279816,1.0998317,1.1439345,0.8599874,1.0738627,1.1671973,1.1726552,1.0753617,1.1213903,1.0546937,0.98651916,1.143789,1.1426941,1.1445414,0.941814,1.0197113,1.2459782,1.0064847,0.8972832,0.9445699,1.0094458,0.8406783,0.7510474,0.7987867,1.0874431,1.0750775,0.999423,1.1247224,1.0988626,1.1565692,1.1616104,1.1001035,1.2197886,0.6554401,0.9304029,0.8829769,0.8580077,0.97685295,1.1738975,1.2083412,1.0624988,1.1837653,1.2288432,1.1166651,1.04521,1.2511199,1.1954212,1.1143448,1.1311953,0.7246295,1.0111227,1.0144486,0.9717953,0.91267276,0.9704086,1.00414,0.0,0.9282006,1.1446741,0.90948665,1.0432369,1.2450516,1.2653769,1.0846834,0.87254757,0.767135,1.0916007,1.0698181,1.0830597,0.9334516,1.0804693,1.1548821,0.96137613,0.8149177,1.1973578,1.1976858,0.6520741
sink,1.2447116,0.86998296,1.0382432,1.225237,1.1136405,1.0017436,0.86998236,0.8917617,0.70873296,0.90921503,0.62377244,0.53429693,1.3052648,0.9063979,1.0833013,1.0196621,1.0359646,0.8995487,0.94919086,1.1209322,0.96843743,0.9687815,0.55656844,0.8075558,0.8806652,1.0569702,0.7655034,0.9122186,1.0748308,1.1179146,1.1351014,1.0350966,0.929566,0.9217865,0.80202734,0.9061072,0.802859,1.023678,1.2138598,0.8841645,0.92370695,0.5387454,1.3106582,0.88402915,1.1130873,1.2012382,1.0061545,0.7482573,1.077484,1.0878735,0.61817855,1.252717,1.0671767,0.94618046,1.1595842,1.0480465,1.2636335,1.2007142,0.94667214,1.1934662,1.0859909,1.24702,1.0885323,1.1953588,0.9588235,1.0010359,0.637995,1.1631517,1.2506539,1.1463046,0.9150785,0.8451756,0.7833493,0.9712362,1.0616413,0.8750606,1.2917874,1.2654278,1.1176199,0.93452066,0.62463,0.9431802,0.8508656,0.977932,0.69677484,1.0539349,0.97396606,1.0934299,1.0297815,0.9872996,0.72078156,0.71312475,1.023678,1.1094879,0.9388358,1.241684,1.0040576,0.9068787,0.9282006,0.0,0.92629164,1.0911641,0.78857553,0.8756703,0.8930249,0.981113,1.2338965,1.0793985,1.0742145,1.0650871,0.90433455,1.1459942,0.76090467,1.0775971,1.1030599,1.1444428,0.74373204,0.8846061,0.9540479
slipper,1.3049982,0.43559873,0.96263427,1.2428496,1.1015909,0.6974544,0.79739517,1.3374476,1.4177141,1.3402468,0.4941612,1.0643642,1.3033328,0.70049953,1.1146166,0.9396871,0.94180614,0.74278724,1.275517,1.4736738,1.0711629,0.95551026,0.9239396,0.98731995,0.6517314,1.1983105,1.1731857,0.88055766,1.3174,1.324592,1.0077718,1.0410646,1.2574834,0.9109803,0.51697445,1.3269173,0.69924027,0.83110505,1.2230765,0.6637853,1.388828,1.0084795,1.2364277,0.80368894,0.9486241,1.209256,0.5852358,0.7034212,0.9141713,0.5276488,0.98623556,1.2297328,1.0917618,0.51160455,0.82208174,0.5715642,1.2158797,1.0754501,0.4805436,0.964595,1.2475392,1.3691955,1.0478822,1.2008988,1.1090846,1.4526104,0.7279101,1.1845059,1.0191789,0.955875,0.48061526,0.8251245,0.41811323,0.78686565,0.8620837,1.3499602,1.267504,1.3188952,1.1620381,1.1988435,0.738618,0.4878809,0.75084907,1.0437402,0.7098527,0.9573586,1.1850222,0.9624357,0.7554282,0.9190028,0.8460532,1.2791634,0.83110505,1.4201015,0.75997794,1.3011813,0.43475795,1.0275937,1.1446741,0.92629164,0.0,1.246671,0.51118726,0.70553887,0.48539364,1.0076199,1.3640456,1.5135987,0.8017686,0.38449937,0.78522867,1.2425513,0.90562826,0.8933265,1.447366,1.2975638,0.7091292,0.33069217,1.3310622
snow,0.85878646,1.2962673,1.172313,0.90301514,1.1293536,1.2879176,1.180135,0.9816227,0.8840003,0.9355171,1.1881024,1.0771002,0.9060471,0.9664879,0.93667,1.0240628,1.0902247,1.2226322,0.8769307,0.8420251,1.2164221,1.1339977,1.1660274,0.90397894,1.2581973,0.6906258,1.1163931,1.1552726,0.84812206,0.68732715,1.2208681,1.0951284,0.73206246,1.1497433,1.1594479,1.013386,1.1906219,1.0869166,0.77151126,1.120209,0.83543676,1.148449,0.9522673,0.8578079,1.215273,0.82080555,1.1927426,0.9791014,1.1310731,1.1448318,0.99142915,0.9170844,0.84108734,1.1207929,1.191828,1.1833243,0.8761302,0.9803978,1.2034198,0.9071508,0.840064,0.69548804,1.0623759,0.8374307,0.9228616,0.9610871,1.1089782,1.0687661,1.1101725,1.0647948,1.1836725,1.1309564,1.2068799,1.1574268,1.1940902,0.99804693,0.7875011,0.84820426,0.81279355,0.9486084,1.0474627,1.19735,0.85355425,1.204386,1.2205696,1.1059914,1.1488799,1.2028866,1.171721,1.1433945,1.1100668,1.0231136,1.0869166,0.8409518,0.98636514,0.8114539,1.097024,1.0011008,0.90948665,1.0911641,1.246671,0.0,1.219846,1.162729,1.2419792,1.0471911,0.74494433,0.67724234,1.0785321,1.2119395,1.0103334,0.8894799,1.1381044,1.1289818,0.78735864,0.67280364,1.1708133,1.2459714,0.861666
sock,1.0258253,0.18429077,1.0469474,1.025459,0.9103361,0.9172517,0.68605477,1.2613921,1.0404233,1.1813842,0.8221951,0.8363714,0.9637237,0.95816284,1.2901392,1.133992,1.251817,1.0407293,1.3526156,1.3190736,1.0415922,0.97702193,0.9485796,1.1841409,0.6556847,1.0213166,1.1786053,0.9883598,1.1444614,1.0342631,1.1805028,0.9536562,1.046583,0.7561549,0.9182771,1.1543607,1.0514827,0.96831334,1.0667231,1.0743877,1.082399,0.85726136,0.96654505,0.7861873,0.94732374,1.0979129,0.51845,0.97237456,1.207938,0.50215304,0.8766374,1.2454534,1.0501132,0.7348281,0.59663105,0.75524276,0.95831764,0.83765244,0.9152971,1.294004,1.23385,1.0939101,1.1526937,0.81694674,0.8849114,1.2535582,0.7438242,1.0228148,0.7365364,1.3095601,0.93198377,1.0367693,0.6955241,0.73583376,0.94918424,1.1413295,1.17859,0.98291796,0.7185869,0.9822755,1.0493239,0.89308125,0.7985103,0.81760013,0.7145822,1.1547508,1.326684,0.7250029,1.0848215,1.0772258,1.12579,0.92996615,0.96831334,1.3074863,0.99861133,1.0046837,0.935843,0.80255353,1.0432369,0.78857553,0.51118726,1.219846,0.0,0.90285414,0.7368229,1.1239307,1.0297375,1.3225012,0.8981085,0.4541067,0.7596686,1.1857059,0.98361593,1.3158677,1.3261673,1.2481055,0.8870313,0.73536986,1.1270119
spoon,1.1547009,0.8834916,0.8763021,1.3119761,1.072835,0.8640988,0.5183774,1.1719346,1.3221633,1.347592,0.69451004,1.1072215,1.270095,0.7549579,1.1729453,0.86390924,0.9923183,0.9808614,1.0886972,1.1834322,0.84160864,1.0467286,0.98942894,1.1233827,0.54856575,1.163507,1.2947,0.98275846,1.3578684,1.2360995,0.9223807,0.77859163,1.3590485,0.71990913,0.4356463,1.3010392,0.9155436,0.817297,1.2044961,0.9967359,1.349772,0.7569637,1.2721533,0.7239647,0.8452859,1.2349368,0.7127456,0.8429084,1.0238807,0.8411899,0.7130914,1.1418418,1.0297089,0.5523144,0.9507295,0.5939815,1.1990476,1.0299581,0.7354855,1.2010738,1.213644,1.2400028,1.0950161,1.2945373,1.2226242,1.2196307,0.76621497,1.0211996,1.0901423,1.1142112,0.82312155,0.94521165,0.5148709,0.9115599,0.65553355,1.2720008,1.1650025,1.2593868,1.2873995,0.94690484,0.7681638,0.5350212,0.7268716,0.71005285,0.9181985,1.0235623,0.88772804,0.884536,0.78196806,1.0053055,1.083008,1.2369716,0.817297,1.0266002,0.94115245,1.179584,1.061479,1.0588466,1.2450516,0.8756703,0.70553887,1.162729,0.90285414,0.0,0.6232526,1.107516,1.3010203,1.3784902,0.9180587,0.82297873,0.5047099,0.9694013,0.9675253,1.1095332,1.1594205,1.271471,0.7629118,0.53656995,1.3194327
strawberry,1.33806,0.65711,0.67970073,1.3864762,0.9641585,0.44413126,0.6486287,1.2268864,1.5121994,1.4639618,0.5227304,1.18119,1.3215963,0.7594036,1.0939071,0.91848946,0.9644077,0.5899614,0.9696039,1.2740893,0.9355531,0.89194703,0.9286602,0.9815664,0.2115975,1.2907971,1.1873145,0.87193,1.398606,1.3507519,1.024477,0.8255068,1.4608848,0.6747708,0.36013508,1.4019761,0.46932662,1.016178,1.4224825,0.6357846,1.4168305,0.8468516,1.2621486,0.724674,0.70113975,1.2217221,0.60019875,0.52193475,0.93585503,0.7542814,0.79347456,1.2614858,1.086953,0.5400096,1.0057125,0.5116237,1.2269711,1.106667,0.46828663,1.1215538,1.4012859,1.415418,1.0629817,1.4226177,1.382716,1.4437413,0.666542,1.0405484,1.1115199,1.1369838,0.46736306,0.8100732,0.5048549,0.8733579,0.48871082,1.3940971,1.236088,1.3607389,1.367388,1.2496336,0.5976226,0.5296908,0.724761,0.7861629,0.7417493,0.9640347,1.0997219,0.6857994,0.45416492,0.9746508,0.7307875,1.2874568,1.016178,1.2362428,0.833876,1.3755796,1.0324527,1.0921721,1.2653769,0.8930249,0.48539364,1.2419792,0.7368229,0.6232526,0.0,1.1120989,1.4698117,1.5184389,0.9759707,0.64560676,0.6479565,1.2874554,0.89097214,0.90121937,1.3118544,1.3054979,0.6707691,0.4143991,1.3465987
