,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
coat,1.0189022,0.9608173,1.0922931,0.9265752,1.0627648,1.0731077,0.970196,1.004526,1.0120996,1.0163087,0.9839968,0.92298603,0.59165984,0.9989258,0.7907627,0.9931479,1.0930699,1.0243238,1.096325,1.0706519,1.1109694,1.0505109,1.0520153,0.97811335,0.97832763,1.1602292,0.915215,0.91907835,1.2155849,1.1695188,0.8757545,0.93307585,0.0,0.95425373,0.9103748,1.1248227,1.0650454,0.9821057,1.096348,1.1203862,0.9982282,1.0609288,1.0768323,0.9060544,0.94104517,0.8674507,1.0037606,0.68111503,1.1104536,0.908576,1.1332781,0.9409964,1.1178066,0.97260267,1.0129974,0.9648626,0.94047207,1.1854991,1.0431308,0.9473199,1.1648239,0.82478946,1.0107384,1.1452863,0.89688826,0.9352529,0.977264,1.0604317,1.0390911,1.1277255,1.1107609,0.6188714,1.1225276,0.8157433,1.1608152,0.9938544,1.1038611,0.836982,1.1341264,0.98172945,0.8572334,0.8366522,1.0421441,1.1857502,1.0550071,1.138034,0.9621277,1.049998,1.0368742,1.0888666,0.7836334,0.7636767,0.7367923,0.7541469,1.0657161,1.0645218,1.146672,1.1552867,1.0060536,0.89681065,1.0956814,1.0088866,1.148486,1.126657,0.8559059,0.9111501,1.0913514,0.78215826,1.0166457,0.8803984,1.060875,1.0513202,0.69236326,0.9594762,0.8050651,1.1097707,0.9734782,0.94501394,1.0049882,1.0472254,1.0161933,1.0066291,0.8423557,0.91647184,1.2021381,1.1108758,1.0706189,1.0242141,0.83161247,1.0259875,1.047171,1.1339594,1.1130688,1.1029407,0.9960423,1.0326653,0.961429,1.0858276,1.0580384,0.9992597,1.0516943,0.980689,1.0546787,1.1686696,0.9534881
coffee,0.81640315,1.3050559,1.3193893,0.92109257,1.2421223,1.193044,1.1388453,0.90309715,0.74339855,1.0335675,1.224589,0.28062367,0.96325713,1.0858877,0.69408166,0.73199093,0.87811977,1.1980706,1.0248142,0.6759951,1.2241915,0.98985666,1.034758,1.1178155,0.99865156,1.2726326,0.82104623,0.6517385,1.0873052,1.0982963,0.7337913,0.9511267,0.95425373,0.0,0.940966,1.2729983,1.3069351,0.5661185,1.2463574,1.2832446,0.60805565,1.1321106,1.149965,0.854498,0.93511033,0.6318688,0.5171471,0.8131731,1.2276665,0.9290633,1.2220414,1.003753,1.2588129,0.9049096,1.1487937,1.2775295,1.2651534,0.95103335,1.2572101,0.74125534,1.254864,1.2738334,0.88424456,1.2264018,0.9810212,0.9990149,1.0052383,1.3301392,0.9962796,1.112229,0.8969001,0.9212796,1.2037663,0.8840341,1.0109891,0.7501024,1.0855563,0.94631946,1.0361799,0.95735836,0.9086337,0.9964549,1.0570381,1.0142746,1.1061568,1.3077562,0.94718844,1.2434669,1.193974,1.2069275,0.6655119,1.0722128,0.8394288,0.8610116,0.87105155,1.111354,1.1363605,1.1431001,1.1698714,1.0577284,0.9733109,1.1716273,0.9246286,1.0644647,1.2639761,0.77962756,1.1068686,0.6165756,1.1254275,1.0953169,0.9450745,1.0417727,0.88656175,1.1688373,1.0763066,1.0412613,0.7073795,0.64595014,0.85496825,1.3933189,0.78259015,1.1586379,1.244548,1.1369915,0.98995674,0.89415383,1.1255656,0.95003563,0.93261325,0.96946627,0.4499526,1.1875479,0.9527292,1.3079163,1.2061937,1.0170621,0.8870969,1.0946144,0.77400255,0.8744745,1.0865147,0.9009961,0.84909314,1.319534,0.7602435
comb,1.0274656,1.0116836,1.1633954,0.93062145,1.0917464,1.0516312,0.98830855,0.86752737,0.91092825,0.93237156,1.050371,0.8230889,0.99821186,1.0129608,0.905695,0.78921103,0.92694885,1.0209712,1.0959644,0.83274466,1.1426115,0.94801843,0.93912446,0.9900847,1.0375196,0.99880916,1.0419595,0.8889339,1.087936,1.1010604,0.965056,0.8923616,0.9103748,0.940966,0.0,1.1995765,1.1322538,1.011703,1.1651587,0.9742242,0.7903473,1.0235885,1.1396879,1.0686804,1.0401286,0.99267316,0.8116894,1.0618173,1.0973196,0.93096185,1.2064596,1.0900316,1.0530679,0.95902634,0.99176836,1.0963745,0.9279605,0.8592319,1.0873418,0.86376905,1.2137088,0.8850166,1.0950669,0.8850621,1.0206143,1.0155263,0.9278019,1.1789684,0.96774197,1.0403142,0.93639284,0.99959415,1.0888915,0.94836503,0.89576596,0.82511413,1.0705678,1.0417846,1.002173,1.0902789,0.87098014,0.7686764,0.9965112,1.0042158,1.0658356,1.1574516,1.0221858,1.0499567,1.1011627,1.1437001,0.87354755,1.0245386,1.0178667,1.0106509,0.97838104,1.0796145,0.9809293,0.9249393,0.99255395,0.8268898,1.1137152,1.0915108,1.140799,1.0935783,1.1886035,0.89970124,1.0393498,0.91296196,0.9377051,1.1763377,1.0320989,0.8053372,1.0415264,0.8805698,1.0570027,1.0126395,1.0445894,0.8431424,0.8861506,1.1308722,0.94079334,0.974454,0.7700526,0.9996035,0.9394635,0.90938884,1.0174794,1.0069426,1.0248395,0.97971165,1.0656744,1.0376009,1.0933053,1.1260808,0.93793654,0.6556495,0.9690966,0.9227601,1.0580518,1.0570273,0.9709897,0.9921389,0.9331069,1.1341825,1.0050653
cookie,1.2498916,0.9151057,0.70246315,1.3401809,0.72905636,0.83658177,0.838616,1.0324311,1.4638093,1.1898144,0.94385874,1.5360327,1.2960749,0.8000026,1.2351602,1.3186045,1.173857,0.8566742,0.6053128,1.2085187,0.10278976,1.0807444,0.9984722,0.98350394,1.1321464,0.84315515,1.2880745,1.3524458,0.6366655,0.73014927,1.1865361,1.1679847,1.1248227,1.2729983,1.1995765,0.0,0.2717718,1.4853251,0.1244539,0.7659385,1.3584799,0.82299006,0.7431117,1.2031689,1.1522514,1.3333435,1.2088243,1.3425312,0.5878087,1.2285757,0.82377094,1.2435498,0.9558232,1.2360259,0.75075746,0.7698772,1.08696,0.8952058,0.78288,1.1000255,0.905055,0.95899975,1.228424,0.78097034,1.2675145,0.6109517,1.2443984,0.7286655,1.1785449,0.9644309,1.3088524,1.2623596,0.8860331,1.4293439,0.89878094,1.1522589,0.90560216,1.207468,0.5458627,0.9368217,1.0935674,1.2634859,1.1402614,1.0612243,0.3180027,0.74790615,0.8608065,0.88241786,0.947,0.6246152,1.3318568,0.8489281,1.4173117,1.380941,1.271612,0.37197608,0.85675794,0.86909354,0.8568988,0.99726224,0.5581575,0.88809514,0.55888534,0.98686224,0.76273364,1.3241444,0.84473765,1.4163972,1.1109459,0.9516943,0.70583165,1.1957262,1.4274576,1.0491542,1.2386632,0.88443184,1.3827254,1.303586,1.177096,0.8087873,1.248651,0.8399074,1.0871937,0.9131383,0.79363275,1.2814233,0.8613465,1.2668259,1.4336283,1.2098327,1.2707804,0.66054857,0.7452972,0.8933591,1.0832564,1.138446,1.0539757,1.0218449,0.8561631,1.2471628,1.0199755,1.2716262,1.242424,0.86684793,1.2290069
corn,1.3732909,0.8510475,0.50607234,1.3917036,0.80327797,0.79544836,0.9478523,0.84374636,1.456454,1.1172322,0.7274507,1.5075828,1.2913395,0.77577764,1.1409566,1.3064688,1.2438996,0.6048255,0.60585314,1.3670285,0.2957183,1.0399141,0.8368438,0.7300323,1.102151,0.75369316,1.3501043,1.2025104,0.63668156,0.6346899,1.1972036,1.235692,1.0650454,1.3069351,1.1322538,0.2717718,0.0,1.467376,0.28565526,0.51695573,1.3474984,0.6407853,0.68006605,1.3047147,1.2207394,1.2761872,1.2719907,1.3565885,0.5979518,1.1555936,0.76378644,1.207808,0.8991285,1.2687213,0.6525928,0.6168537,1.0336442,0.916952,0.892836,1.2364624,0.722816,0.9198935,1.1781151,0.69919735,1.2353532,0.793905,1.2869136,0.51635325,1.1734731,1.0785418,1.3238773,1.2175584,0.83319235,1.3936577,0.77027965,1.0458832,0.74176013,1.2140403,0.75403947,1.1776297,1.1483698,1.3547915,1.1692585,1.1071316,0.6145058,0.5256983,0.8184819,0.7571511,1.0067823,0.67530113,1.3248334,0.7150959,1.4212018,1.3519614,1.3590817,0.61210597,0.6118471,0.61465955,0.9888243,0.855186,0.7909484,0.80113906,0.7876723,1.1135172,0.59641695,1.3824713,0.9258098,1.3821976,1.0330359,0.80386937,0.9374589,1.2495608,1.4131757,1.0882032,1.1916137,0.90420735,1.3894501,1.332768,1.1270732,0.57254887,1.2908764,0.5972677,1.0006324,0.9069577,0.7873035,1.316026,0.7178567,1.2687907,1.3998964,1.2107964,1.3543065,0.6626055,0.96882015,0.78700566,1.04847,1.0518655,1.0280223,1.0755684,1.0308402,1.245706,1.0591221,1.2855412,1.2569599,0.60816246,1.2128131
couch,0.5807975,1.2229962,1.4004508,0.57560873,1.3679188,1.3418565,1.0323839,1.04334,0.52793175,0.82809746,1.2757013,0.29652917,0.6841278,1.3579078,0.7718496,0.82696575,0.896979,1.3776066,1.3970771,0.73745775,1.4303846,1.1124802,1.249496,1.290015,0.95608145,1.2391528,0.6215107,0.6380213,1.3029569,1.2985957,0.7037567,0.8174372,0.9821057,0.5661185,1.011703,1.4853251,1.467376,0.0,1.4313271,1.5346799,0.67704237,1.3733639,1.2323138,0.70701706,0.7487423,0.6846671,0.7495241,0.60567117,1.3453641,0.7965776,1.3372581,0.7583053,1.1263132,0.8536582,1.4034975,1.437633,1.0667751,1.276542,1.2270366,0.7376592,1.263956,1.1666236,0.7930182,1.4075577,0.73810625,1.0437938,0.742682,1.4777771,0.88221556,1.0733658,0.7420365,0.72299826,1.1390741,0.4652735,1.3438718,0.980564,1.3544793,0.74534094,1.1636606,0.8946338,0.9503737,0.7028586,0.89784205,0.9599824,1.204885,1.4112443,1.1282494,1.3777102,1.120618,1.3838197,0.61776567,1.2135445,0.50790584,0.580387,0.7539556,1.2454786,1.4243951,1.4427505,1.2121929,1.0877309,1.121771,1.294375,1.1591039,1.0222139,1.3379172,0.6960672,1.2073376,0.59703094,0.9474417,1.0585995,0.93949074,1.1003855,0.48221093,1.0006403,0.81340754,1.2779524,0.4408911,0.6877464,0.9442169,1.417892,0.6784692,1.3086951,1.1018441,1.2415724,1.3829827,0.79794073,1.1797739,0.6658242,0.46685994,0.8164339,0.41222584,1.4497759,0.9910748,1.1772263,1.08833,1.1858003,0.960106,1.0697562,0.9501547,0.84541863,1.0491602,0.7604724,0.84478164,1.3902566,0.8600917
cracker,1.2377641,1.0105497,0.73162687,1.2701764,0.8780376,0.95720136,0.88164043,1.0588896,1.4429991,1.2284489,0.96396834,1.4711392,1.2226737,0.9333632,1.2806784,1.3341775,1.197077,0.89907646,0.73188794,1.1955011,0.065645754,1.0982904,1.0824225,1.0510573,1.1786814,0.7723666,1.2694418,1.36324,0.7491652,0.81452537,1.1685412,1.1833364,1.096348,1.2463574,1.1651587,0.1244539,0.28565526,1.4313271,0.0,0.80518985,1.3714073,0.88937926,0.7718745,1.2011819,1.1904669,1.3149843,1.2391286,1.2549415,0.6522891,1.2304099,0.89755875,1.1673497,0.8908507,1.2184702,0.857775,0.7970402,1.0893862,0.94065136,0.8743875,1.0557594,0.8927306,1.0461631,1.2431386,0.828495,1.1624542,0.43676686,1.1165421,0.8285414,1.1962508,1.0344092,1.292886,1.2464638,0.89966166,1.3582075,0.9030219,1.1531055,0.9956908,1.1289124,0.45218694,0.7738793,1.1412344,1.2238673,1.2298682,1.0082785,0.28932488,0.77007556,0.92941976,0.9005699,0.9136693,0.7378895,1.3010877,0.84322345,1.3208067,1.2791862,1.2452956,0.3560922,0.8762983,0.89626056,0.9239143,1.1260363,0.37928754,0.9596238,0.45856678,1.0300212,0.7901776,1.2788568,0.9039557,1.3948841,1.1582365,0.9875774,0.52107525,1.2548441,1.3548129,1.0831013,1.1995769,0.93713695,1.3422922,1.3155943,1.1873581,0.8582318,1.2658114,0.89105344,1.1195667,0.9342735,0.8521979,1.2679191,0.87080234,1.2792983,1.36924,1.2344791,1.1656706,0.8466713,0.5864538,0.87222785,0.9967027,1.1154543,1.0842959,1.1340852,0.74087846,1.2348007,1.1128505,1.2535548,1.2488828,0.8776889,1.2926005
crayon,1.4625659,0.7381192,0.27507257,1.4264352,0.65616786,0.5474253,1.1818765,0.7732476,1.4142772,1.086524,0.26595658,1.4082959,1.3957367,0.56338406,1.1056359,1.2109793,1.1668793,0.37135208,0.57576466,1.3641136,0.8676512,0.93656385,0.6151372,0.3732078,1.1139759,0.4253716,1.4352762,0.9746451,0.7663202,0.63332635,1.2112827,1.2117027,1.1203862,1.2832446,0.9742242,0.7659385,0.51695573,1.5346799,0.80518985,0.0,1.3261125,0.44134182,0.9435093,1.4319975,1.3020214,1.2268372,1.0977764,1.4819943,0.52340955,1.2211726,0.52979517,1.2840924,0.7052227,1.3016771,0.33528268,0.49506795,0.9349271,0.7338475,0.92450655,1.345263,0.4695776,0.83178294,1.270682,0.43827188,1.2787639,1.3442254,1.2909404,0.21172571,1.0205886,1.1226633,1.3569779,1.3319963,0.93822557,1.3564856,0.24643135,0.8574462,0.51018226,1.1238122,1.1457567,1.4396532,1.173412,1.4129049,1.2343119,1.0745872,1.2409074,0.25529492,0.72394645,0.41479588,0.8122108,0.44950324,1.2959657,0.8102493,1.4902325,1.3099724,1.4026242,1.1629252,0.091248035,0.08351314,0.8633219,0.6347275,1.198241,0.68969727,1.1271937,1.1874318,0.5847574,1.3194611,0.8678129,1.2903926,0.99499947,0.8832177,1.3876836,1.0615004,1.4828191,1.1225533,1.0216888,0.8501826,1.4134896,1.2307494,1.1302646,0.28322393,1.3148072,0.28947377,0.8097489,0.7955982,0.5501826,1.3271487,0.733271,1.2580036,1.3819418,1.3323607,1.5591878,0.44705617,1.289736,0.621593,0.7089914,0.66136926,0.83386993,1.0706202,1.1694006,1.3147922,1.1627312,1.3534393,1.1112328,0.23233378,1.1281283
crib,0.89176583,1.2580732,1.4409517,0.9100535,1.241559,1.1554732,0.9827308,0.75517374,0.637722,0.98466676,1.31528,0.45334208,0.826307,1.2261236,0.69927984,0.67240226,0.5505201,1.1392763,1.1437516,0.4896912,1.322181,0.89898723,0.90997154,1.0327587,0.99693036,1.4009783,0.9610826,0.42439425,1.1420467,1.0800469,0.78539026,0.9601202,0.9982282,0.60805565,0.7903473,1.3584799,1.3474984,0.67704237,1.3714073,1.3261125,0.0,1.1217706,1.1040227,0.9743142,0.85162956,0.6689363,0.7114022,0.8002109,1.3759279,0.9350478,1.3471149,1.0640452,1.3439637,0.88646656,1.3605412,1.237865,1.1583644,1.0111798,1.0863495,0.87736624,1.3752061,1.1790088,0.88561624,1.2080798,1.0354031,1.0194393,0.9867197,1.3786011,0.96353686,0.98026145,0.80143917,0.80937946,1.0162418,0.85918343,1.2233368,0.5185752,1.0683048,1.1512427,1.1016947,0.9683509,0.8806355,0.93819505,0.7235916,1.1637845,1.1542195,1.4858856,1.0021847,1.3320125,1.314753,1.3007132,0.70647836,1.2277111,0.8102499,0.99534845,0.6288899,1.0638827,1.2775123,1.2528799,1.1454197,1.0921599,1.0780064,1.0917635,1.0030916,0.9210381,1.2817583,0.6185602,1.1923028,0.668187,1.0988463,1.1057357,1.028254,0.79633886,0.85634434,1.0583673,1.151577,0.99429965,0.7524109,0.70734614,0.66373837,1.4473777,0.8712121,1.1275806,1.1981391,1.2070439,1.1154804,0.8507169,1.1969731,0.4823656,0.8734709,0.67039907,0.5814304,1.2720578,1.0151504,1.4063401,1.2607218,0.9424971,0.8811557,0.63120794,0.91348976,0.8129176,0.7388382,0.88970083,0.60898757,1.422426,0.8077537
cup,1.4299514,0.74561954,0.566509,1.3906947,0.6313673,0.5665666,1.2219951,0.65155256,1.3166157,1.2353326,0.608104,1.3276488,1.2976089,0.7481017,0.9655856,1.2750363,1.0820599,0.09786022,0.3307593,1.1441548,0.84893334,0.94465667,0.19594342,0.29662967,1.0315225,0.9297523,1.3241539,0.75982034,0.74940443,0.59541243,1.1381848,1.2672727,1.0609288,1.1321106,1.0235885,0.82299006,0.6407853,1.3733639,0.88937926,0.44134182,1.1217706,0.0,0.8743561,1.283461,1.16721,1.1175501,1.0481097,1.3072557,0.741789,1.2392471,0.76435125,1.3135276,1.0748491,1.2296164,0.6673591,0.5086392,1.0754839,0.8510541,0.9796555,0.9749398,0.84458244,0.8097717,1.2143792,0.5464462,1.3164395,1.1723351,1.3925847,0.44089562,1.0798978,1.1188459,1.3236542,1.2659634,0.7453129,1.3671854,0.6960931,0.8123605,0.6049822,1.2311083,1.0699595,1.3254454,0.83067524,1.3814884,1.0999371,1.1353216,1.0937573,0.5590811,0.7015269,0.6909739,1.0957284,0.63573766,1.0787673,0.7892952,1.4265339,1.3561444,1.3107939,0.9706012,0.53037333,0.5327554,0.90439343,0.63378847,1.0918036,0.6228761,0.94173664,1.1583582,0.68935335,1.1781075,0.86742866,1.0950049,1.1777656,0.8378582,1.2447383,1.0846338,1.4125075,1.0765768,1.1936533,0.80378246,1.3345952,0.8574398,1.1372083,0.54377186,1.314513,0.47508126,0.93333083,1.002446,0.6906865,1.307896,0.8262166,1.0850457,1.4237715,1.2162968,1.3184667,0.4442178,1.1825548,0.94433814,1.0688021,0.92296284,0.87476194,0.89071715,1.0179399,1.2465249,1.0454745,1.2469096,0.96003276,0.5608104,1.1570673
deer,1.0323515,0.9558731,0.9027471,1.2479224,0.83610994,0.8784802,1.0257134,0.839594,1.2294815,1.0709352,1.0691597,1.250953,1.2160398,0.87125856,1.058929,1.1098467,1.054456,0.8876728,0.8615108,1.1540006,0.71864545,0.78955144,0.92764497,0.9592236,0.9605513,1.071447,1.0169182,1.0738931,0.74975723,0.9024873,1.1389061,1.0562607,1.0768323,1.149965,1.1396879,0.7431117,0.68006605,1.2323138,0.7718745,0.9435093,1.1040227,0.8743561,0.0,0.95540136,1.0231965,1.173335,1.0441942,1.2419574,0.9816873,1.0920801,0.9556103,1.0683793,1.0602418,1.0610425,0.87125736,0.60995877,1.0722224,0.9918348,0.78405285,1.1740959,0.95386857,0.9592274,1.0608952,0.91280675,1.1237315,0.9270871,1.1916596,0.85315824,1.0434564,0.97590154,1.1360177,1.2013317,0.97479916,1.2625417,1.1045827,0.95630866,0.8533832,1.2391473,0.70884454,1.072545,1.1029588,1.1550812,1.0093311,1.0703745,0.84271646,0.9436815,0.8588824,0.9789977,1.0656205,1.0004611,1.2460752,0.7496254,1.2733592,1.2916209,1.0873135,0.79039234,0.9646485,0.9923799,0.94843626,0.9544501,0.9442791,0.6805124,0.9127893,1.0261397,0.8340565,1.116534,0.9244183,1.2647796,1.0398507,0.6580064,1.0404131,1.0719191,1.3044404,1.027215,1.2167827,0.7050183,1.2137558,1.1718146,0.8553939,0.8629433,1.1045003,0.97648853,1.0981873,0.9958167,0.9467645,1.1214093,0.9289326,1.1003042,1.2999595,0.957765,1.1951859,0.86020166,1.0600562,1.0244004,1.1568321,1.1117566,0.99505216,0.96542877,1.0710508,0.871317,0.93100804,1.0658381,0.9931248,0.95058835,1.1786551
dog,0.26179028,1.2239974,1.3003086,0.7717487,1.1546661,1.2431501,1.0077553,1.1322198,0.8323712,0.7999446,1.2635496,0.79840887,0.90746796,0.9853711,1.0316454,1.0076965,0.9020583,1.295707,1.282783,0.9474098,1.1720171,1.0763031,1.2785687,1.3084574,0.9952463,1.2566453,0.0967567,1.0633519,1.1855459,1.2456133,0.8403189,0.9001665,0.9060544,0.854498,1.0686804,1.2031689,1.3047147,0.70701706,1.2011819,1.4319975,0.9743142,1.283461,0.95540136,0.0,0.82739735,0.91522014,1.001034,0.88071454,1.2145821,0.88850945,1.0009619,0.8526772,1.1594598,0.94981456,1.0283005,1.1959176,1.100503,1.1851716,0.8328252,0.8728426,1.2222418,1.07978,0.94971305,1.2956631,0.83485264,0.9620155,0.88236904,1.2953036,1.0213994,0.6741948,0.894009,0.8855232,1.1095741,0.90535325,1.3417971,1.1724219,1.212927,0.9083821,0.9309173,0.8541932,0.96306425,0.7618904,0.91119,1.0299273,1.0225822,1.3348131,1.1689911,1.336961,0.97795117,1.2697701,0.91587985,0.9890971,0.8547301,0.8455709,0.7956659,1.0728457,1.3506459,1.3811327,0.9088461,1.1544785,1.0576966,1.081834,1.1028686,0.49625468,1.1471642,0.976181,1.0665116,0.88106495,0.8587289,0.8174596,0.95663106,1.0107367,0.80045295,1.0720259,1.0022082,1.0471193,0.746231,0.9092049,1.0376464,1.3218741,0.82499444,1.3429649,1.150959,1.0911567,1.2381513,0.8745358,1.1979189,0.9923543,0.8540898,0.94811183,0.78528476,1.2434508,0.9735595,1.1630998,1.1219982,1.1994631,1.1456033,1.0198444,1.0358257,0.9223751,1.0104114,0.9035231,1.0111411,1.3079559,1.0006267
doll,0.879129,0.81131124,1.1664011,0.9383814,1.0368931,1.0727786,0.83092713,1.0218667,1.0226859,1.0586648,1.2361578,0.980454,0.78136253,1.0339792,0.8525193,1.0518928,0.87808156,1.1538954,1.093391,0.95585513,1.1068072,1.0106133,1.1103219,1.2154593,0.9345138,1.3121667,0.9270954,0.95340925,1.1495576,1.1734015,1.0477551,1.0510948,0.94104517,0.93511033,1.0401286,1.1522514,1.2207394,0.7487423,1.1904669,1.3020214,0.85162956,1.16721,1.0231965,0.82739735,0.0,1.099912,1.0650891,0.75736135,1.1695514,1.0887843,1.2192291,1.0305432,1.0652976,0.92937446,1.1281765,1.0667841,0.87774754,1.0573405,0.8511628,0.97032815,1.2106595,0.6994904,0.9923526,1.1401725,0.92222786,0.92669004,0.8587186,1.16626,1.1086326,0.91774607,0.9668951,0.9308992,1.0553963,0.9184229,1.3046438,1.0768709,1.2206848,0.8531575,0.9764486,1.0412762,0.6897917,0.64289165,0.7159225,1.08903,0.98994833,1.2233272,0.76431173,1.2677329,1.0883322,1.1491865,1.1039412,0.96377695,0.7639518,0.8920175,0.89939314,1.0876648,1.3333489,1.2857337,1.026103,0.9239984,1.0322684,1.0483166,0.9800762,0.92804766,1.1522781,0.8001582,1.0189797,1.107707,1.0973988,1.0108325,1.0126387,0.9951373,0.86602217,0.7723303,0.9080003,0.9922513,0.98437166,1.0114983,0.8485349,1.1080048,1.0906969,1.2433331,0.7736927,1.0180303,1.0883063,0.97405237,1.023604,0.7145723,0.8952303,0.7413957,0.9754266,1.149349,1.0189544,1.0140755,1.1813738,1.0908566,0.7626014,0.7004894,1.0610456,1.0336897,0.7201881,0.9130911,0.8816982,1.2306443,1.0858237
door,0.962076,1.1934505,1.3135536,0.8373679,1.2938597,1.2130144,1.1590195,0.97419196,0.67153054,1.0278826,1.1120795,0.53419447,0.9184507,1.1458889,0.89256316,0.92327225,1.0336963,1.1129628,1.202238,0.8628029,1.3525416,0.83828986,1.0319451,0.93152165,0.9978629,1.1521158,0.7988332,0.555282,1.1423545,0.9218992,0.5493455,0.79302466,0.8674507,0.6318688,0.99267316,1.3333435,1.2761872,0.6846671,1.3149843,1.2268372,0.6689363,1.1175501,1.173335,0.91522014,1.099912,0.0,0.6487459,0.75625503,1.2597427,0.891786,1.0878434,0.82103467,1.1582443,0.954548,1.199193,1.1673732,1.1471956,1.0629212,1.3211796,0.903161,1.1414778,1.2719914,0.9311934,1.3485233,0.8396853,1.1819028,0.9816197,1.2580018,1.0339111,1.1540986,0.973311,0.9301986,1.0738175,0.82724416,1.0575595,0.6378359,0.82925266,0.8082937,1.2627759,1.0263633,0.9886857,1.0629046,1.1155511,1.0469509,1.2426752,1.2389747,1.1287287,1.0771445,1.0690364,1.2480423,0.45041645,0.98789585,0.8382962,0.72087634,0.9540693,1.1587998,1.1396909,1.1350273,1.1225716,1.0943406,1.1756296,0.9562804,1.2033579,1.017657,1.1874413,0.87979674,1.0584342,0.21837068,1.0785965,0.78058594,1.1243219,1.0627489,0.792799,1.1705827,0.96433,1.0581942,0.34618115,0.80130917,1.0325233,1.307693,0.8116305,1.1666276,1.1403661,1.1191597,1.1293327,1.0110934,1.0887884,0.8685268,0.8162565,0.9210425,0.7658169,1.2905499,1.1205822,1.1860752,1.0299222,1.061994,1.0496596,1.254483,1.0758893,0.7591536,1.1239897,0.9286351,0.71997887,1.2002573,0.4940288
drawer,0.99176395,1.041191,1.2597184,0.98086786,1.0805893,1.1190327,1.0706879,0.83991134,0.7010892,1.0862713,1.0432247,0.51167953,1.1744105,1.0192766,0.858675,0.7971421,0.8892006,1.1623025,0.8722502,0.64745164,1.21086,1.0076685,0.92252856,0.90120375,1.0341539,1.1762735,0.97294396,0.6803746,1.0829114,1.023674,0.787555,0.9087731,1.0037606,0.5171471,0.8116894,1.2088243,1.2719907,0.7495241,1.2391286,1.0977764,0.7114022,1.0481097,1.0441942,1.001034,1.0650891,0.6487459,0.0,1.1061349,1.2073693,1.0720088,1.1390997,1.1146886,1.0873588,1.010004,1.0301471,1.1847599,1.0977767,0.84722686,1.2284846,0.8272791,1.17882,1.0420226,1.0983677,1.1017401,1.0888734,1.1490766,1.0303956,1.2011861,0.97884715,1.086598,1.00489,1.1510234,1.060177,0.95502675,0.78363657,0.7201408,0.96523136,0.9703647,0.98148125,1.0706352,0.86713606,0.94951624,1.1417832,0.94674903,1.1268296,1.2274675,0.7991228,1.0122579,1.0178767,1.0856543,0.54329216,1.0697888,1.080155,0.9964802,0.9677704,1.0684837,0.969014,0.9519068,1.032994,0.8257717,1.1190981,1.0452565,1.0158408,1.0594059,1.3026571,0.87797797,0.9663755,0.61118203,1.1279384,0.96866035,1.0611873,1.0359744,1.108362,1.0425937,1.0106357,1.07129,0.7632601,0.5721822,0.9874746,1.2017496,0.85221756,0.9729478,1.0178924,1.0643835,0.8771777,0.9534497,1.0608606,0.97036254,1.078365,1.0926019,0.81482226,1.0863103,1.0862777,1.1398962,1.0383307,0.92085147,0.768942,1.080293,0.93723106,1.0579934,1.1583062,1.0177901,0.80668,1.1557788,0.8453052
