,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,cloud,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dog,doll,door,drawer,dress,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,stroller,sweater,swing,table,tape,toast,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
swing,0.8557923,1.294455,1.3231075,0.93270385,1.1803443,1.108655,0.8231991,1.1667255,0.8980858,1.0861531,1.4211963,0.8997896,0.76357627,1.1561099,1.0047872,0.7265426,0.7811671,1.160548,1.2126588,0.7883003,1.2099717,0.5669232,1.0665371,1.1858937,0.798517,1.33665,0.9621923,0.9165756,1.031307,1.0734129,1.0224469,0.85807943,1.0259875,0.96946627,0.97971165,1.2098327,1.2107964,0.8164339,1.2344791,1.3323607,0.67039907,1.2162968,0.957765,0.94811183,0.7413957,0.9210425,1.0926019,0.79220563,1.2195811,1.1000687,1.2888544,0.9696385,1.283875,0.7544719,1.2714593,1.1182758,1.191117,1.069551,0.9614162,1.0116847,1.282184,1.2597635,0.66689324,1.2515478,0.92214715,0.9013809,1.0074303,1.3404002,0.91517127,0.96540874,0.5189686,0.75852406,1.1221242,1.0366265,1.3578008,0.93038857,1.0589869,1.0832977,1.0773445,0.8979749,0.9362846,1.056264,0.41739833,1.1518135,1.0155472,1.3673048,1.268439,1.3222202,1.2951814,1.3088864,1.0265323,1.1358911,0.91926146,1.1019158,0.7038945,0.9961928,1.3094163,1.2905667,1.0976906,1.2825686,1.0074384,1.0403085,1.016345,0.9734796,1.1765552,0.87686443,1.1987088,0.97995543,1.1286397,1.0784156,0.9553372,0.7470264,0.8318775,1.1077248,1.1897707,0.7088846,0.85980713,1.0444665,0.4598949,1.3848577,0.96170956,1.2219634,1.2957076,1.2175758,1.1571618,0.6192688,1.1329674,0.60965097,0.9521971,0.0,0.797046,1.2388333,0.96011484,1.3240027,1.3045228,1.046729,1.1752279,0.55294335,1.054748,0.65388083,0.41645253,0.69705385,0.6028849,1.3179804,0.91253656
table,0.58988756,1.4443517,1.5014347,0.65650094,1.4197607,1.3931856,0.9704132,1.1633039,0.5620205,0.9159967,1.4711943,0.35728586,0.75933605,1.3740468,0.85025454,0.7469209,0.6785333,1.3488127,1.2251692,0.5410559,1.1497548,1.1147858,1.2820394,1.4321748,1.0565687,1.359021,0.7136097,0.8454807,1.1535379,1.2214625,0.845033,0.85790956,1.047171,0.4499526,1.0656744,1.2707804,1.3543065,0.41222584,1.1656706,1.5591878,0.5814304,1.3184667,1.1951859,0.78528476,0.9754266,0.7658169,0.81482226,0.64445853,1.3539708,0.77747643,1.3938239,0.8682441,1.3220878,0.8818145,1.4525769,1.44764,1.3108752,1.0772309,1.1424971,0.72611797,1.3885758,1.4007732,0.66933286,1.3845693,0.8907885,0.7380676,0.8379261,1.570373,0.97120553,1.0379536,0.650946,0.70434177,1.0933429,0.75863516,1.314207,1.0490751,1.3057294,1.0295551,0.9078275,0.5217982,1.014507,0.9073968,0.9723134,1.0191227,0.93616253,1.476579,1.2274038,1.469164,1.2974584,1.4301692,0.7313191,1.3023052,0.599095,0.80192345,0.50963503,0.930246,1.4229354,1.4394639,1.1989775,1.3478584,0.68752444,1.3109741,0.673492,1.0267234,1.3560113,0.8024639,1.2301543,0.6874987,1.0400829,1.2561238,0.56007767,0.96758443,0.6277423,1.1746941,1.1594119,1.1600765,0.54996455,0.67423415,0.88660127,1.6041868,0.60674834,1.3502432,1.3556243,1.361383,1.1872611,0.73212683,1.2305834,0.8722093,0.66305596,0.797046,0.0,1.414474,0.6188507,1.4263635,1.2886202,1.1728799,1.1674249,1.0130525,0.55419767,0.7693082,1.1046833,0.83780444,0.9333008,1.4748759,0.8599079
tape,1.324912,0.8056797,0.53398424,1.4373034,0.37291765,0.38122374,1.0825052,0.8772712,1.3667434,1.1090931,0.60347915,1.4037564,1.3583921,0.6047909,1.0134673,1.1723751,1.1136196,0.49303073,0.36495888,1.2176342,0.8036574,1.0568846,0.537765,0.5240375,0.9977417,0.866701,1.2667984,1.0532652,0.47971535,0.61915547,1.1840295,1.1416658,1.1339594,1.1875479,1.0376009,0.66054857,0.6626055,1.4497759,0.8466713,0.44705617,1.2720578,0.4442178,0.86020166,1.2434508,1.149349,1.2905499,1.0863103,1.4171777,0.5021474,1.2070578,0.636944,1.2774311,1.016592,1.2070433,0.54319584,0.6086087,1.121212,0.7897036,0.84807205,1.1038675,0.80329,0.87354934,1.2076937,0.41115272,1.346638,1.2070868,1.3914905,0.4099691,0.9924023,0.96314245,1.3298143,1.3051554,0.91324234,1.3407178,0.6572008,0.9695855,0.7066919,1.2821914,1.0357676,1.2309127,1.0259143,1.3662939,1.1076804,1.0040672,1.0149667,0.4826613,0.79748636,0.72203755,1.0226034,0.45461023,1.2836711,0.8755632,1.4636853,1.3684962,1.3133899,0.9820394,0.5506824,0.53602505,0.87322253,0.6221309,1.0882317,0.778894,0.9237096,1.0624955,0.7005362,1.3075364,0.7562778,1.3329011,1.033647,0.9797146,1.2528553,1.0828414,1.4506065,1.0850204,1.1341335,0.87673706,1.3898777,1.03859,1.1122522,0.58040714,1.230793,0.53729856,0.9485535,0.920655,0.65844643,1.2521033,0.9225189,1.2394389,1.4325051,1.2388333,1.414474,0.0,1.1558138,0.9447938,0.9743458,0.8784059,0.95423317,0.8970391,1.1043869,1.2722899,1.0526228,1.2251492,1.1663122,0.62612414,1.1309029
toast,0.9208787,1.2033457,1.2403481,0.978122,1.1915898,1.2144728,1.0442691,1.2679547,1.0413178,1.1762066,1.301482,1.0238595,1.0103809,1.2106072,1.1217432,1.0351901,0.93327254,1.1952442,1.0264205,0.7761796,0.54972667,1.126296,1.2041067,1.2804728,1.100144,1.1837499,1.0144163,1.1949431,1.0270057,1.0939581,0.98385376,1.0023117,1.1130688,0.9527292,1.0933053,0.7452972,0.96882015,0.9910748,0.5864538,1.289736,1.0151504,1.1825548,1.0600562,0.9735595,1.0189544,1.1205822,1.0862777,0.9645469,1.0558747,1.1066394,1.1723484,1.0499842,1.1727774,0.98560745,1.2516658,1.1850733,1.1366671,1.0742395,1.0531083,0.88055205,1.1872216,1.1892685,1.0075753,1.1450194,1.0224252,0.4502355,1.020662,1.2888906,1.12611,1.0303535,0.9808402,1.0103521,0.99241126,1.0815749,1.2196482,1.1405967,1.2358038,1.0660529,0.46999633,0.38683188,1.0897156,1.0028324,1.0428739,0.9429645,0.5159469,1.2341464,1.074989,1.260818,1.145024,1.1702552,1.0042704,1.2042539,0.98541325,1.0376692,0.8718097,0.5513296,1.2626501,1.2909395,1.0737128,1.2736459,0.18157184,1.1681575,0.34801722,0.99745584,1.1551107,1.0101537,1.0704224,1.097269,1.20266,1.2208247,0.19710356,1.0789838,1.0165467,1.0451953,1.1513653,1.0670055,0.98172235,1.0679355,1.0027187,1.2978859,1.0333843,1.1787027,1.1951485,1.0983944,1.1155703,0.9810439,1.1148117,1.0398152,1.057183,0.96011484,0.6188507,1.1558138,0.0,1.2072582,1.1902825,1.1784179,1.0828489,1.0562519,0.44658113,0.9972213,1.0172566,1.0056783,1.090011,1.269484,1.0955956
toe,1.2720733,0.4487607,0.54556495,0.93134725,0.86210436,0.9039942,1.0601758,1.0555317,1.225215,1.0090425,0.68866897,1.3214533,1.0857152,0.9199375,1.3404462,1.3411341,1.2469685,0.93809885,1.0418062,1.3545191,0.9338802,1.1427442,1.0777106,0.9203904,1.1504849,0.44043666,1.2133787,1.1673803,1.0171875,0.9892453,1.1458844,1.214079,1.1029407,1.3079163,1.1260808,0.8933591,0.78700566,1.1772263,0.87222785,0.621593,1.4063401,0.94433814,1.0244004,1.1630998,1.0140755,1.1860752,1.1398962,1.1390568,0.6821746,1.17291,0.7217503,0.7978415,0.13231105,1.2140471,0.8879629,0.94496274,0.42986727,1.0255156,1.1337075,1.2332464,0.43058765,0.6626519,1.1750273,0.7043072,0.78660095,1.1929802,0.61316556,0.6646315,1.1212434,1.1527125,1.2833867,1.2188796,0.9738019,1.0360736,0.75903577,1.1721572,0.95809853,0.61130524,1.0911689,1.2991166,1.0437,0.9540529,1.2489238,0.70697874,1.1197336,0.45931947,0.95743066,0.5375447,0.42028147,0.76198435,1.2380174,0.88517094,1.0525862,0.94006014,1.2966571,1.1220531,0.7114201,0.69729203,0.9758757,0.98435986,1.232991,1.0237129,1.2472811,1.1196893,0.8691106,1.2799966,0.9747084,1.2456014,0.93965256,0.88927186,1.2503479,1.2303658,1.0755118,0.7086166,0.76937723,1.1777819,1.1619229,1.2881007,1.2360014,0.37807214,1.257904,0.8499174,0.5277965,0.6461149,0.96558994,1.2658739,0.62832946,1.2384399,0.98148394,1.3240027,1.4263635,0.9447938,1.2072582,0.0,0.52992165,0.86400914,0.9693994,1.2479019,1.2854843,1.2962081,1.1711311,1.2383738,1.2710019,0.4725092,1.2390827
tooth,1.1788701,0.8467225,0.63602626,0.9983653,0.8485142,0.82871205,0.88552153,1.039659,1.0309204,0.91828465,0.6923971,1.0946176,0.8983207,1.1014531,1.3028812,1.1635336,1.2060496,1.0572804,1.2133576,1.1899831,1.0983396,1.1530147,1.1003822,1.0042458,1.2197452,0.37585682,1.1039921,1.1013185,1.1730309,1.153743,0.991567,1.0845345,0.9960423,1.2061937,0.93793654,1.0832564,1.04847,1.08833,0.9967027,0.7089914,1.2607218,1.0688021,1.1568321,1.1219982,1.1813738,1.0299222,1.0383307,1.0463417,0.7497151,0.96659607,0.8169458,0.7933222,0.410964,1.1484587,0.96053374,1.0671245,0.83018744,0.9963093,1.098402,1.0016861,0.5797032,0.9274713,1.1929754,0.59850997,0.7731744,1.2089002,0.6492977,0.85249245,0.9849075,1.0378267,1.2092862,1.0619837,1.0347697,0.81296426,0.72600776,1.0427929,1.1212943,0.7960339,1.1452241,1.1428933,1.091109,0.9186183,1.3400269,0.6055718,1.2088581,0.6381417,1.015048,0.5832811,0.41000175,0.6515414,1.0256935,1.0018182,0.9423066,0.79344773,1.1903932,1.2782922,0.83766836,0.816437,0.94739497,1.0730159,1.2491996,1.1402414,1.294096,1.067951,0.9373466,1.0193189,0.95778996,1.0156989,0.8726274,1.0836399,1.2248621,0.9949037,0.9276066,0.9947381,0.64082783,1.2424206,1.0405087,1.1332304,1.1811411,0.7762074,1.1374769,0.9438646,0.7779335,0.6109757,0.97120035,1.1675949,1.032165,1.1969254,0.835927,1.3045228,1.2886202,0.9743458,1.1902825,0.52992165,0.0,0.60371363,0.9069995,1.2373551,1.2192348,1.2115359,1.317496,1.2187781,1.223175,0.70215297,1.1112704
toothbrush,1.14851,0.90898156,0.92811346,0.9581515,0.8600423,0.7766503,0.9347865,0.97232497,0.9658747,1.0570536,0.9595239,0.99145764,0.9985562,0.90504545,1.0257897,0.83493006,1.009207,0.90423816,1.0358903,0.95728,1.1654656,0.8917306,0.8169392,0.88723385,1.1830475,0.8323481,1.2127542,0.9764394,0.9779183,0.95265514,1.1030853,1.0722475,1.0326653,1.0170621,0.6556495,1.138446,1.0518655,1.1858003,1.1154543,0.66136926,0.9424971,0.92296284,1.1117566,1.1994631,1.0908566,1.061994,0.92085147,1.1196294,0.9626789,1.063513,1.0330218,1.0857993,0.7594275,1.1092938,0.89139897,1.052368,0.89907277,0.66911316,1.0033017,1.030246,0.93551016,0.8549716,1.1611457,0.52322406,1.0638237,1.10189,0.75098276,0.9862024,1.0368743,1.1120127,0.9014048,1.0310408,1.06517,0.9670129,0.66974014,0.7917401,0.91512644,1.0068617,1.1277769,1.1523012,0.96781737,0.85826856,1.1005679,0.8900777,1.1782242,0.8993221,0.88272977,0.80647427,0.93211967,0.9640049,1.0995754,1.0098046,1.0553416,1.0694494,1.0661839,1.1701175,0.80067533,0.7063578,1.0870064,0.99288994,1.222229,1.0901521,1.2006586,1.1489341,1.0495608,0.8840089,1.1743922,1.0806866,1.0416279,1.2132874,1.2422491,0.61370605,1.0756379,0.94108063,1.011919,0.8939534,1.1393766,1.025157,0.89387965,0.9182346,1.1411748,0.9121643,0.7833326,0.8600707,0.6804136,0.89480305,0.9748202,1.0729593,1.0350947,1.046729,1.1728799,0.8784059,1.1784179,0.86400914,0.60371363,0.0,0.78749025,0.8557238,1.1645007,1.1857876,1.0958046,1.1824758,0.9804207,0.82134455,1.0795183
towel,1.1179261,0.7550101,0.903466,1.1887654,0.89655036,0.7875558,1.0483084,0.7674323,1.0949216,1.10227,0.84688413,0.91321343,0.9812409,0.9293978,0.71450835,0.9832222,1.0477568,0.910105,0.8431522,1.0424701,1.0391188,1.0334914,0.7832477,0.8191777,1.1261885,0.9856367,1.1922534,0.7255714,1.0775235,1.0069823,1.0010984,1.1362385,0.961429,0.8870969,0.9690966,1.0539757,1.0280223,0.960106,1.0842959,0.83386993,0.8811557,0.87476194,0.99505216,1.1456033,0.7626014,1.0496596,0.768942,0.9924152,1.0670103,1.1191648,1.0469828,1.2989857,1.0428512,1.1546235,0.8982662,0.91812116,0.85266787,0.88859606,1.0076772,1.0807973,1.0399637,0.5974673,1.2092191,0.8815557,1.2209641,1.140568,1.1253572,0.8803546,1.0769303,1.0570815,1.1907816,1.0953398,1.0022124,0.9638972,0.7812549,0.8354455,0.96439344,0.96343684,0.9516939,1.194973,0.7985187,0.78079176,1.0799522,1.0869497,1.0982779,0.985737,0.12005901,0.8586734,1.0353565,0.84306896,0.97953236,0.93475205,0.9785608,1.0124962,1.181191,1.0914975,0.91578984,0.86896396,1.0331626,0.6311189,1.096534,0.9718023,1.007957,1.1014795,1.0575008,0.6390955,1.0747983,1.0646505,1.1108913,0.9328536,1.1493255,0.95151937,1.1149725,0.8099493,0.906507,1.007024,1.1498125,0.9757265,0.8140256,0.8509406,1.2284395,0.7737628,0.71946555,0.97709394,0.8279792,1.1494052,0.9335042,0.7633718,1.1373184,1.1752279,1.1674249,0.95423317,1.0828489,0.9693994,0.9069995,0.78749025,0.0,0.8788924,1.0580353,1.2175437,1.0701063,1.2009091,0.89948535,1.008479,1.1334788
toy,1.0037771,1.0615662,1.0581764,1.1537216,0.6890042,0.7517257,0.6212107,0.9925488,1.0073391,1.1610442,1.2598388,1.0774279,0.9389676,1.0200524,0.96128666,0.72898334,0.63275266,0.85726315,0.9716,0.7866239,1.0862826,0.8241502,0.8057122,1.0181528,0.880705,1.2954736,1.1410836,0.8617922,0.93679273,0.91017336,1.1694303,1.187495,1.0858276,1.0946144,0.9227601,1.0218449,1.0755684,1.0697562,1.1340852,1.0706202,0.63120794,0.89071715,0.96542877,1.0198444,0.7004894,1.254483,1.080293,1.0598539,0.9867449,1.2185445,1.1564567,1.209927,1.2631133,0.9194517,1.1310529,0.9474998,1.1311457,1.0182813,0.53142977,1.0632695,1.2394621,0.90949297,0.9800323,0.7933722,1.1905972,0.9512257,1.118966,1.040969,0.90799034,0.8008319,0.62779254,0.89981216,0.9897318,1.193015,1.2012548,0.9138396,1.0515153,1.289649,1.0243726,1.0051743,0.8478421,0.9263209,0.33115447,1.1831062,0.99942386,1.2156073,0.92123294,1.2034743,1.2223656,0.9689482,1.2267025,1.1753719,1.1612673,1.3080955,0.77532864,1.0278356,1.1762668,1.1393597,0.9870772,1.0767158,1.0782691,1.0101024,0.9988147,0.86536,1.0833032,0.7999723,0.955164,1.2982466,1.1892219,1.1531848,1.1323661,0.5668069,1.1095473,0.9415484,1.2867872,0.75510645,1.1632274,1.0733925,0.6142679,1.1264131,1.1485524,0.9676289,1.1622322,1.1631311,1.0142915,0.57423216,1.134208,0.5736855,1.1595132,0.55294335,1.0130525,0.8970391,1.0562519,1.2479019,1.2373551,0.8557238,0.8788924,0.0,1.0773712,1.0926642,0.3659504,0.91648936,0.6618615,1.173821,1.237101
tray,0.97106105,1.1896396,1.2614205,1.0411901,1.2567818,1.2637299,1.1388692,0.9828714,0.9524124,1.2129653,1.19722,0.8559689,1.1062202,1.1235075,0.9938781,1.0065435,0.8420944,1.1244274,0.782839,0.67060083,0.6877247,1.0078197,1.081496,1.1584922,1.0211945,1.2010047,1.0588952,0.98094225,1.0018547,1.0720974,1.0015844,1.0321794,1.0580384,0.77400255,1.0580518,0.8561631,1.0308402,0.9501547,0.74087846,1.1694006,0.91348976,1.0179399,1.0710508,1.0358257,1.0610456,1.0758893,0.93723106,1.0613774,1.089821,1.1354419,1.2132373,1.1288248,1.2517564,0.9845212,1.151167,1.0618309,1.1754999,0.8323873,1.0746863,0.6895292,1.2421584,1.2270913,1.0022333,1.1678042,1.1220608,0.5931618,1.0629497,1.2531394,0.99017245,1.0573246,1.0055088,1.0784745,0.9141113,1.0790186,0.92960685,0.9880547,1.1443603,1.1480011,0.6651148,0.5670364,1.0002344,1.089748,1.04579,1.0785941,0.6895311,1.2768242,0.9698089,1.2684108,1.2394882,1.1190445,0.8881302,1.176057,1.0472677,1.0635263,0.8639913,0.7436005,1.0840936,1.0965316,0.97978574,1.136036,0.35948974,1.0595951,0.33484626,1.0183586,1.1756673,0.92076236,1.0302061,0.99839884,1.245028,1.1859597,0.45872283,1.061972,1.0961049,1.0726452,1.16448,0.87113476,1.0083436,0.68518007,1.007376,1.2580845,1.023187,1.1014,1.2379334,1.1671195,0.8235245,1.004405,1.1646109,1.016837,1.0958918,1.054748,0.55419767,1.1043869,0.44658113,1.2854843,1.2192348,1.1645007,1.0580353,1.0773712,0.0,0.99967253,1.0331686,0.9879094,0.9483956,1.2501642,1.0681113
tree,0.7827028,1.3423383,1.2470245,0.8520298,1.2212901,1.1990026,1.0157963,1.0719,0.80188704,0.8766038,1.2639899,0.83098996,0.9013126,1.1814317,0.8845283,0.77759147,0.9036844,1.202976,1.210485,0.873152,1.2215022,0.82817316,1.1398371,1.1695279,0.8492986,1.1727562,0.8367704,1.0663497,1.1301711,1.1417882,0.9658193,0.6041687,0.9992597,0.8744745,1.0570273,1.2471628,1.245706,0.84541863,1.2348007,1.3147922,0.8129176,1.2465249,0.871317,0.9223751,1.0336897,0.7591536,1.0579934,0.77895784,1.2707431,0.78238857,1.173645,0.88153,1.2229381,0.78651917,1.1792365,0.90971965,1.2150959,1.1736352,1.0291524,0.95429987,1.2044805,1.2992721,0.44567227,1.3243614,0.88718915,0.97774446,0.98273104,1.3041037,0.9927652,0.9533118,0.7458497,0.8386503,1.1459683,0.93807673,1.3087201,1.0131482,1.0812848,1.0648725,1.0069783,0.865961,1.0822283,1.0384887,0.92585325,1.0526,1.0422517,1.2887089,1.2904537,1.2339473,1.1916865,1.2674148,0.9422456,1.1040684,0.7880945,0.9485244,0.7313843,1.05215,1.260213,1.2762146,1.1180445,1.2142607,1.0411584,0.78528833,1.0605222,0.98320204,1.029381,0.9659116,1.1745102,0.80069494,0.9154522,1.0203829,0.9581069,0.977468,0.8259889,1.1782267,1.0626702,0.96247345,0.72441053,0.9640183,0.7273048,1.3599126,0.6177067,1.1754985,1.278697,1.1987078,1.2506909,0.8508854,1.198221,1.0111591,0.87692785,0.65388083,0.7693082,1.2722899,0.9972213,1.2962081,1.2115359,1.1857876,1.2175437,1.0926642,0.99967253,0.0,0.92519337,0.73669773,0.92639124,1.2895577,0.7139978
tricycle,1.0899683,1.0563021,1.1699244,1.1460054,0.97807705,1.0047046,0.87656736,1.0641407,1.1137891,1.1496195,1.2506504,1.0853709,0.9306212,1.0207305,1.0383708,0.8294767,0.82931566,0.99731326,1.0714769,0.8986222,1.0489395,0.71751076,0.92809,1.002687,0.727679,1.2803315,1.1141787,0.8609123,0.9439974,0.97636163,1.0552562,1.0468246,1.0516943,1.0865147,0.9709897,1.0199755,1.0591221,1.0491602,1.1128505,1.1627312,0.7388382,1.0454745,0.93100804,1.0104114,0.7201881,1.1239897,1.1583062,0.98197854,1.07148,1.1840067,1.1551831,1.123064,1.2136102,0.80095553,1.1555606,0.9548255,1.0320127,1.0612944,0.81589377,1.1035402,1.2030642,1.0172067,0.8867956,1.1041428,1.0871928,0.9475604,1.166513,1.1251355,0.9462893,0.8653295,0.7400259,0.9187177,0.99903417,1.1523509,1.2441607,0.82755363,1.0607964,1.1513376,0.9962162,1.0651015,0.8741063,1.0702115,0.1424309,1.2082264,0.9665529,1.2659996,1.1065278,1.2534674,1.2251508,1.126791,1.1805408,1.0555613,1.1355033,1.1785033,0.90306234,0.96136206,1.1838708,1.1794312,1.0324178,1.0906115,1.0316879,0.91712,1.0202895,0.89519656,1.054293,0.897351,0.9774539,1.1793594,1.157778,1.019288,1.0552149,0.82275105,1.0482699,0.9533491,1.1135263,0.7298006,1.1207936,1.1597209,0.6110625,1.1321268,1.0930755,1.0525275,1.1460153,1.1081852,1.0913867,0.72043073,1.0228192,0.4778244,1.1082783,0.41645253,1.1046833,1.0526228,1.0172566,1.1711311,1.317496,1.0958046,1.0701063,0.3659504,1.0331686,0.92519337,0.0,0.7696856,0.61300945,1.2041247,1.05001
truck,0.8969097,1.1900208,1.3332404,0.90246695,1.2140412,1.2101295,1.0912492,1.1524049,0.8539902,1.0145459,1.2263231,0.824242,0.9414757,1.0871346,0.93953913,0.7222024,0.95428944,1.232232,1.2332659,0.88354605,1.2424932,0.89812386,1.1351925,1.1759348,0.1507684,1.2624351,0.87144053,0.9826313,1.0869433,1.2280658,0.9962248,0.86199725,0.980689,0.9009961,0.9921389,1.2716262,1.2855412,0.7604724,1.2535548,1.3534393,0.88970083,1.2469096,1.0658381,0.9035231,0.9130911,0.9286351,1.0177901,0.86292964,1.2697,0.9282782,1.243253,0.9130317,1.1918199,0.06029135,1.242847,1.1220676,1.070639,1.0937803,1.0936732,0.9423886,1.2416118,1.19932,0.840279,1.3058116,0.9587935,0.96336186,0.9568316,1.2786621,0.68438077,0.9498858,0.7367704,0.87305677,1.1107781,0.8507937,1.2397645,1.0176077,1.1597801,0.9867912,1.0905229,0.9176005,1.0629478,0.963521,0.6867156,1.1041682,1.0273209,1.3342375,1.2688894,1.2440314,1.2026571,1.3003081,0.8554729,1.1391656,0.8916515,0.8630967,0.866812,1.0569483,1.260959,1.2838987,1.0910614,1.1105082,1.0464875,1.0857269,1.0662211,0.95774084,1.0915064,0.7729143,1.0408069,0.84422046,1.0334631,1.1078408,0.9841339,0.94184166,0.87095916,0.9699721,0.95939046,0.9745685,0.9189856,0.91715837,0.89968437,1.2539375,0.85896134,1.2997456,1.1730231,1.1247551,1.1786447,0.7137671,1.1094608,0.81640434,0.882222,0.69705385,0.83780444,1.2251492,1.0056783,1.2383738,1.2187781,1.1824758,1.2009091,0.91648936,0.9879094,0.73669773,0.7696856,0.0,0.82571155,1.2785385,0.7813349
vacuum,1.1031957,1.0581496,1.33556,1.0907129,1.1225381,1.0796126,1.1871518,0.88223684,0.90125406,1.2966504,1.191878,0.7497542,1.1260111,1.041947,0.9718088,0.84201074,0.95336294,0.9784355,1.0786276,0.85265255,1.2472694,0.2763461,0.77681744,0.83394396,0.840558,1.3035797,1.029329,0.5046105,1.0148088,0.9706882,0.83258164,1.0211062,1.0546787,0.84909314,0.9331069,1.242424,1.2569599,0.84478164,1.2488828,1.1112328,0.60898757,0.96003276,0.9931248,1.0111411,0.8816982,0.71997887,0.80668,0.9854456,1.1881101,1.2477609,1.1715714,1.1599998,1.2822851,0.853917,1.1549968,0.94428504,1.0859032,0.9083638,1.0617034,1.0284789,1.2725224,1.0736712,0.94889754,1.2136215,1.1337842,1.1175417,1.2007073,1.2006772,0.8026106,1.0441306,0.7066064,1.0666629,1.0085719,1.0255206,1.0298367,0.5180304,0.7633194,1.0584404,1.1305243,1.0856982,0.917153,1.0858718,0.5298188,1.2462289,1.1632774,1.3524716,0.9607272,1.152898,1.2250814,1.2105908,0.79122686,1.0492779,1.1244274,1.0730891,1.0041431,1.0740694,1.0902221,1.0618737,0.9972056,1.0289689,1.120667,0.8035394,1.0853947,1.0105073,1.2430189,0.69996583,1.013047,0.74998105,1.3310342,0.76510924,1.1436312,0.7360879,1.1185886,1.0023493,1.1033193,0.388871,0.80676615,0.8328606,0.7477436,1.1863935,1.085152,1.1176999,1.1428494,1.1554224,0.9434722,0.6934854,1.0624292,0.39779937,1.097298,0.6028849,0.9333008,1.1663122,1.090011,1.2710019,1.223175,0.9804207,0.89948535,0.6618615,0.9483956,0.92639124,0.61300945,0.82571155,0.0,1.212675,0.9246085
