,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
pants,0.7741462,0.747772,1.346305,0.9331208,0.52194464,1.3902898,1.1679159,1.3294349,1.3180019,0.66432226,0.9728107,0.5792732,1.254695,0.56349915,0.5137547,1.2015724,0.55281925,0.82420415,1.1727161,1.4470326,1.4202299,1.0739788,1.2270142,1.2026894,1.3929604,1.3501465,1.1770208,1.0601875,1.1974919,0.76782,0.68954927,1.2257066,1.3714889,0.6961307,0.70584404,1.3498619,0.85764,1.4225456,1.4370142,0.54306734,1.2850201,1.4081962,0.6774834,1.5113754,1.1244078,1.2786415,0.79532504,0.95486605,0.78078187,0.9053355,0.55839974,0.6872807,1.3630284,0.7032156,1.1666542,0.7753234,0.9783849,1.0807471,1.1446276,1.2589188,0.82363117,1.4204128,1.3352025,0.9187856,1.0269214,0.8089416,0.8140905,1.4095566,0.7461335,1.0186154,0.7707274,1.1491588,0.9611493,0.8702523,0.30154586,1.20798,0.13044536,1.2697617,0.85434425,1.4066617,0.68402433,0.8769163,0.96976244,1.2213819,0.58768344,0.8647082,0.83812714,1.0612906,1.2104329,1.3201997,1.1222128,1.0279645,1.253932,1.3344169,0.6584538,0.9970191,0.37235856,0.0,0.927296,1.2514284,0.9402344,1.4230576,1.4107391,1.099306,1.1962578,1.205378,1.0680724,1.1043413,1.270823,1.5169201,0.99509865,1.2252377,1.002453,0.963692,1.4120116,1.2361932,0.7704928,0.67701614,1.1871127,0.9392651,1.37447,0.4755652,1.1321309,0.29685885,1.0608792,0.2735139,1.2009947,0.6257897,1.1266075,0.7565397,1.2729013,0.8431934,1.3349388,0.59873194,1.0802416,1.4640155,1.1423154,0.93220586,1.4075525,0.82567644,0.3844117,0.9320573,0.751174,1.5523211,1.0111277,1.1968051,1.2307084,1.0555189,1.4363983,0.98197764,1.011844,0.722604,0.8252933,1.0868325,1.3064843,0.906662,0.80027974
paper,0.5355038,1.2850618,1.2767841,0.6694767,0.7583963,1.1164598,1.1368704,1.2099457,0.90334684,0.72472334,1.0262206,0.64005744,1.4018376,0.8447475,0.5078666,1.0183284,0.70430255,1.0040466,0.3230865,1.3262016,1.0375966,0.57289517,0.8813625,1.2840071,1.1173555,1.0866117,1.419892,1.1468852,1.3200153,1.0542428,1.0749172,1.1965808,1.0986474,1.0461649,1.1516523,1.1006637,0.73120356,1.1248729,1.226079,0.7202104,0.95873094,1.3501978,0.7562492,1.305898,0.9426731,0.9533508,0.93790406,1.0117478,1.0310413,1.055883,0.85188615,1.0611837,1.2852452,0.97422177,1.2252992,0.8396486,1.2103825,0.94108105,1.0705546,0.9212584,1.2378181,1.2664013,0.9800538,0.65365577,1.2614838,1.3446313,0.62967896,0.96033365,0.9451223,0.8225268,0.8885832,1.3500122,0.94952196,0.81522584,0.80233616,0.97690094,0.8395663,1.2577484,0.8607398,1.2667243,0.9435369,0.9367297,1.0797805,0.9662244,0.9251268,1.2591519,1.0632862,1.121043,0.7910374,1.3451848,1.1604564,1.3077383,1.333776,1.2591107,0.9680925,0.97913563,0.7608168,0.927296,0.0,1.2480284,0.6345436,1.2826247,1.2179726,0.9959295,1.2908083,0.981818,1.149129,0.6870694,1.2817667,0.9781283,0.86097485,1.3688624,0.9365308,0.98913395,1.1448997,1.2807853,0.8635652,1.0527502,0.9652015,0.84208614,1.3304248,0.9819258,0.97881514,0.84204113,1.0756718,1.0680051,1.1183618,0.78357965,0.96396834,0.66520506,1.4325463,0.93614376,1.4282467,1.1389425,0.8206518,1.2735597,1.0092909,0.7710723,1.1130795,1.0310222,0.82730436,0.93305576,0.43292928,1.2989478,1.2671216,1.364636,1.1060293,1.2545036,0.9870877,0.48924434,0.8764378,0.8398284,0.9438185,1.275327,1.4001975,0.8624401,0.95560944
pasta,1.18355,0.86757046,0.75681293,1.248944,1.2586515,0.9838458,1.019592,0.6354738,1.0530349,1.4563293,1.098274,1.4356115,0.6924639,1.2979827,1.3370094,0.8569379,1.3603414,1.0697834,1.1270444,0.8677896,0.890254,1.1680974,0.6143009,0.8217662,1.0299674,0.8664364,0.90241295,1.0421656,0.61295897,1.2093056,1.2148193,0.3023548,0.97125477,1.1879865,1.0094168,1.0637817,1.1575276,0.7368336,0.7436998,1.397857,0.6029072,0.64980835,1.3915676,0.86734974,0.8757591,1.0365127,1.119942,1.0315034,1.3108623,1.0040156,1.226024,0.9718811,0.75199115,1.2897103,0.8440116,1.19714,0.738843,0.98991,0.782784,0.9441253,0.7534565,0.48943186,0.8473109,1.30016,0.797033,0.93749416,1.302517,0.8688988,1.0682132,1.082437,0.99999464,0.84577733,1.00251,1.3454278,1.3248799,1.1166966,1.2599939,0.7560016,1.212915,1.0210294,0.96562433,0.8840928,1.0737362,1.1575706,1.203373,0.9770423,1.1451863,0.811007,0.8094392,0.78662395,1.0603763,0.7262149,0.8581631,0.6520657,1.2682288,1.0197825,1.3305938,1.2514284,1.2480284,0.0,0.988692,0.7361814,0.7529012,0.93332183,0.6304924,0.85219526,1.0852573,0.9362812,0.8464505,0.83766705,1.0657601,0.57192665,0.9161472,1.111125,0.96954876,0.73048395,1.3416307,1.136427,0.98956674,1.2001727,0.8590786,1.1540354,0.9698809,1.2751069,1.0008442,1.0268167,0.8788131,1.4110032,1.2291963,1.3588063,0.6879706,1.2306812,0.81469357,0.99831367,0.76030636,0.6574195,1.1124475,1.0213579,0.7838328,1.226964,1.2278522,1.1538556,1.3433915,0.7193086,0.7667955,0.6360332,0.8746611,1.0347198,0.94904476,1.2528657,1.0950724,1.2982699,1.1300366,1.0850022,0.7310563,1.2417271,1.0932484
pastry,0.7236692,1.2003074,1.0555112,0.7677182,0.8439483,0.9254832,1.0059588,1.0238668,1.1631626,0.8720586,1.0021847,0.9569653,1.3625945,0.961819,0.7681235,0.9620916,0.9638142,0.9924414,0.99666214,1.3612859,0.9600672,0.930707,0.6161282,1.3732218,1.1440952,1.1124576,1.3764722,1.1454828,1.1346579,1.095649,1.1421468,0.9085794,1.0790201,1.181448,1.185411,1.0671259,0.8563741,0.8743601,1.1403493,0.9786255,0.74154377,1.3439811,0.9354897,1.2783391,0.96563065,0.9843979,0.95657766,1.1305026,1.0998514,1.1665151,0.99305606,0.9698832,1.060365,0.99699914,0.99038285,0.8882854,1.1461232,1.0749437,0.88184416,1.0737768,1.1688635,1.2299795,1.0251827,0.7854073,1.1645403,1.264775,0.88452065,1.021146,0.99133813,0.88416135,0.9369859,1.2745765,1.0066248,0.93973386,0.9224239,0.9997536,0.89865446,1.2185541,1.0632603,1.3074033,0.956332,0.68211865,0.8623024,1.1235025,0.83715117,1.2072252,1.0215143,1.0264293,0.48609263,1.2506231,1.2325704,1.2276987,1.1974716,1.0122987,1.0029091,0.9158692,0.9528925,0.9402344,0.6345436,0.988692,0.0,1.3451313,1.3156295,0.98929894,1.1483392,1.0284536,1.2405162,0.5294112,1.2717307,0.95071167,0.9112989,1.1884172,0.68698984,1.0299908,1.2421509,1.0842675,1.011694,1.0289847,0.8276419,0.78564733,1.1800121,1.0370103,0.9702436,0.95069313,1.0393124,1.1126676,1.0962847,0.8240247,1.0054696,0.82549703,1.3282657,1.0247756,1.3745635,1.1170695,0.72974694,1.1955626,1.0030693,0.9430421,0.9080271,1.0863445,0.93513155,1.006303,0.7727376,1.0593839,1.2299439,1.2148609,1.1435734,1.3272504,1.0655894,0.6944828,0.9489722,0.7942475,0.9351442,1.3444341,1.312383,0.9869792,1.0925393
pen,1.4838712,0.8567089,0.6470747,1.415258,1.3656477,0.81064725,0.87473106,0.7841707,0.9263096,1.363244,1.1154529,1.5012376,0.22990084,1.2173189,1.5744457,1.0127168,1.4427149,1.0568696,1.0327111,0.31407642,0.8479552,1.2576258,1.1204041,0.36709464,0.7885671,0.6357918,0.40587974,0.90669584,0.5795604,1.0859122,1.1512768,0.78667486,0.608057,1.2450676,1.0258288,0.86882776,1.2554963,0.89504933,0.6677009,1.5127165,1.017115,0.07551259,1.5368953,0.38888013,1.0205624,1.0920445,1.3181056,1.2428216,1.067735,0.83258426,1.3839259,1.1993796,0.679253,1.3021108,0.70482445,1.3350812,0.7133324,1.0538672,0.9971502,1.0801724,0.7270658,0.3227222,0.9285068,1.4422545,0.67633283,0.91245997,1.3985369,0.85745275,1.2257202,1.413757,1.2016834,0.55592227,1.0816383,1.2037255,1.3864093,1.1124383,1.4222264,0.25277865,1.2335898,0.3978886,1.1901932,1.245657,1.2138523,0.9198459,1.518824,0.9190193,1.1061232,0.85159683,1.2430289,0.3270778,0.70174164,0.5060659,0.537498,0.7497482,1.1699442,1.1709353,1.5131371,1.4230576,1.2826247,0.7361814,1.3451313,0.0,0.048556685,1.0126611,0.6666924,0.93372536,0.8693787,1.3393356,0.7782643,0.74699485,1.14231,0.59189165,1.2529001,1.0197647,0.56485236,0.6102812,1.1674155,1.199616,1.1751422,1.275727,0.5035738,1.3355366,0.6750728,1.4548639,0.9300822,1.1690276,0.66560847,1.3983405,0.9398303,1.3938606,0.309865,1.1425004,0.3588478,1.0488073,1.2706304,0.38232356,0.7619555,0.9348406,0.8202232,1.2555182,1.4299059,1.3130375,1.485839,0.50394595,0.6691729,0.5008025,0.4947589,0.601403,0.93251264,1.4396151,1.1082017,1.4130104,1.2538778,0.5715997,0.27570975,1.1908259,1.1037686
pencil,1.4612257,0.8487271,0.65682054,1.3367494,1.287813,0.79697824,0.8444234,0.7849318,0.91013193,1.3806016,1.1690254,1.4866788,0.37694478,1.2071645,1.5030427,1.0224012,1.4237027,1.0569363,0.9755338,0.4035374,0.84640926,1.2000988,1.058836,0.433084,0.78347623,0.7327976,0.5217928,0.9943298,0.57705176,1.1555382,1.162744,0.813202,0.665242,1.2818419,1.0287275,0.8825258,1.2451582,0.9165158,0.69163465,1.4850328,0.9776061,0.1573751,1.5211769,0.45507097,1.0122218,1.0475281,1.3139923,1.1553441,1.1014766,0.8490982,1.3630216,1.1620762,0.7001212,1.360742,0.75327885,1.3081982,0.65700483,1.0933363,0.99105966,1.0782033,0.72439545,0.36389256,0.9486247,1.3984704,0.6911576,0.901168,1.3640683,0.76335037,1.2024424,1.3957918,1.0508441,0.60646176,1.1247871,1.1308881,1.3826189,1.0696142,1.3991888,0.27155864,1.2247916,0.48453128,1.1395469,1.2118528,1.1657366,0.90752363,1.4112008,0.95268893,1.1621697,0.8138548,1.194692,0.41705453,0.71648043,0.5250659,0.60534525,0.79135627,1.2063928,1.1797237,1.475044,1.4107391,1.2179726,0.7529012,1.3156295,0.048556685,0.0,0.97663075,0.65783584,0.90675694,0.8923566,1.2788844,0.84759045,0.7825031,1.1491132,0.6689943,1.1686392,0.9869218,0.61727667,0.6464041,1.1965177,1.2328465,1.1512907,1.2051711,0.5916911,1.2996726,0.65696275,1.4326732,0.9365704,1.1572988,0.5979804,1.3997779,0.9773775,1.3503562,0.40872204,1.1912609,0.46246594,1.0348282,1.2300355,0.39388525,0.7349056,0.8160935,0.8201715,1.2521826,1.4017186,1.2640352,1.4342083,0.5780413,0.66697776,0.5055281,0.38944495,0.6548461,0.891275,1.3814366,1.135093,1.4065719,1.2779257,0.62394464,0.383191,1.2125558,1.1358031
penguin,0.7883061,1.0686483,1.0142801,1.0799865,1.164091,0.92044246,0.84102595,0.9779629,1.0308388,1.1838224,1.0687697,1.1253715,1.0638323,1.1568785,1.1203072,0.78754073,1.1110066,1.1477059,0.87758815,1.056949,1.0086354,0.90830564,0.9965627,1.0483115,0.92318493,0.91049105,1.0939054,1.0969343,1.0099986,1.1118275,1.0479183,0.98064196,0.9695187,1.087835,1.039098,0.97214687,1.1578536,0.9798772,1.0420978,1.0741844,1.0425158,1.0540798,1.0985956,0.9799462,0.24753028,0.94162995,0.7864124,0.8053943,1.1683198,1.1114606,1.0576897,0.9899166,1.0061085,1.141035,1.0506068,1.0119439,1.0255842,1.0058119,0.9464971,0.8082295,1.0931525,1.033912,0.6344269,1.1263788,1.0826222,1.0013844,1.0813234,0.9528309,1.0729566,1.154673,1.0343864,1.0250022,0.7030148,1.046114,1.0980301,0.985567,1.1141492,1.081619,1.0398493,1.0796398,0.9589743,1.0977404,1.1258863,0.99276704,0.9816233,1.0743616,1.0806904,1.0766903,0.9498932,1.097519,1.0207123,1.0767651,1.0824995,0.9592188,1.1342063,0.9017446,1.1285845,1.099306,0.9959295,0.93332183,0.98929894,1.0126611,0.97663075,0.0,1.0832762,0.65790963,1.049191,1.032293,1.0927097,1.0195649,0.7556445,1.0214019,0.8736576,0.9288357,1.0408891,0.99647665,1.156958,1.1499152,0.67858374,1.1440873,1.0057294,1.0899664,0.96821064,1.140549,0.974746,1.0617064,0.9711547,1.1266279,1.0787423,1.0811733,1.0574701,1.1514113,1.0960714,1.0051177,0.9804381,1.0036621,0.9954868,1.0919235,0.9270057,1.0261674,1.0969795,0.93891686,1.0863595,0.9839938,1.0340077,1.0899851,1.0647392,1.0567497,0.7853507,1.0579832,1.1361737,1.0585105,1.0697446,1.0964385,1.1319427,1.1671784,1.053482
pickle,1.2752609,0.64499104,0.52259946,1.2765723,1.2254598,0.9074204,0.9487494,0.5670301,1.2067466,1.4195926,1.0855896,1.3954868,0.6744342,1.2008958,1.2697076,1.1047244,1.2885269,0.941214,1.1550715,0.83276325,0.9209641,1.204096,0.7902138,0.78836584,0.99797094,0.8855886,0.75882816,1.036826,0.363855,1.1527607,1.1708777,0.7675745,0.9911776,1.134358,0.9910842,1.1735586,1.370699,0.7318755,0.75855607,1.3466439,0.8479371,0.5203736,1.4064283,0.8459163,1.1093287,1.0936173,1.2299812,1.074153,1.2809644,0.98048097,1.2626808,0.88730204,0.5164382,1.2484562,0.8263444,1.228606,0.5850251,1.0953422,0.76452863,1.0607023,0.51767814,0.64808476,0.9228078,1.2953781,0.6851426,0.79382074,1.2340628,0.584571,1.1447296,1.0640192,0.92124605,0.7689772,1.1502386,1.2963066,1.2750821,1.1201688,1.2011571,0.6883891,1.2532154,0.9695905,0.9342787,0.7139969,0.68452585,1.105164,1.0272942,0.8879054,1.1889126,0.64405525,0.90228,0.6494757,0.8923879,0.59331626,0.7382819,0.5051298,1.2788153,0.9882619,1.3233703,1.1962578,1.2908083,0.6304924,1.1483392,0.6666924,0.65783584,1.0832762,0.0,0.99801403,0.89414656,0.9124101,0.8081974,0.86523694,1.1981013,0.39665985,0.83502865,1.2458194,1.0546262,0.6170086,1.3626444,1.0736105,1.1332394,1.1139541,0.8345473,1.1729962,0.95281816,1.3152053,0.9927331,0.9400816,0.85583717,1.3734853,1.1773572,1.2777861,0.5285475,1.1874692,0.7100142,0.7446902,1.1214509,0.63806355,1.0912656,1.0174544,0.80816984,1.2925965,1.3364897,1.1151409,1.4182084,0.54211813,0.6435202,0.4633426,0.7077628,0.87032294,0.93351644,1.27879,1.199023,1.3584291,1.2236898,1.0522552,0.62160206,1.292614,1.1816031
pig,0.8648492,1.0245467,0.90495956,1.1802258,1.2283844,0.92398304,0.9584058,0.9012494,0.9939798,1.2954602,1.1596816,1.1984878,1.0081022,1.2374293,1.1773806,0.62700146,1.1596481,1.1612189,0.80213517,0.9777091,0.98116493,0.9837779,0.90062416,1.011402,0.9859924,0.7615594,1.0698727,1.1146069,0.9039765,1.1814737,1.1340972,0.91380674,0.8601746,1.2037563,1.0590967,0.9135525,1.2253584,0.8347248,0.8605455,1.1924226,0.8788365,0.91383517,1.158701,0.95158625,0.6216867,0.9574786,0.8300449,0.80013484,1.2025714,1.1254848,1.0799621,1.1003745,0.9242607,1.2108155,1.0367224,1.0975517,1.0588038,0.9938876,0.82350945,0.7742062,1.0762849,0.84337455,0.5295647,1.1683655,1.0648935,0.9976412,1.1683459,0.8930449,1.1696595,1.0653683,1.1209216,1.0279007,0.7149851,1.1572847,1.1920285,0.99784464,1.2368593,0.92532307,1.0884135,0.98285097,1.078383,0.9613973,1.1390505,1.0416517,1.1571128,1.1348197,1.0743923,1.0796678,0.84722376,1.0300056,0.9568134,1.006881,0.98332775,0.8632623,1.2046193,0.93227386,1.1951652,1.205378,0.981818,0.85219526,1.0284536,0.93372536,0.90675694,0.65790963,0.99801403,0.0,0.9590703,0.8603624,0.89776635,0.88107747,0.84859073,0.9378442,0.95319885,0.90269536,0.886948,0.84514374,1.2027206,1.1854259,0.46083665,1.1785723,0.80874395,1.114444,0.9807053,1.2257447,0.8924038,1.1626593,0.8816731,1.2606459,1.1674055,1.2144895,0.9642877,1.2491785,0.9921604,0.9263919,1.0099543,0.86070293,1.0285319,1.0715483,0.8238369,1.0176055,1.1717522,0.9813284,1.2027218,0.90398633,1.0072931,1.0498961,1.0394531,0.98704886,0.82167864,1.0736948,1.0032289,1.1571574,1.0784947,1.0630153,1.0222282,1.0774975,1.1381364
pillow,1.0960054,0.8270162,1.0295943,1.2966027,1.1061045,0.987429,0.9884,1.0385392,0.84318304,1.0741038,0.9854737,0.75690705,0.79033256,0.80881184,1.0958774,0.92784244,0.62396073,0.8275193,1.0231867,0.8525533,0.978336,1.039522,1.0502167,0.8165744,0.88675183,1.0516729,0.6938623,0.988312,0.9713178,0.9489634,0.70680875,1.0693481,0.99063736,0.9125344,0.84953356,0.9381976,1.1921798,1.0248194,0.79570055,0.68006617,1.0565817,0.8823198,0.9853848,0.81852776,1.0586334,0.90921295,1.0634587,0.74370813,0.87204397,0.75471795,0.99732405,1.1541946,1.031595,1.0013859,1.1454215,1.2905939,1.0385501,1.2455566,0.8192891,0.9200328,0.9124438,0.9070488,1.0388961,1.3468113,1.0674219,0.61796236,1.1914762,0.95499724,1.2141496,0.94561124,1.137572,0.8487603,1.0985718,1.0034232,1.0804366,1.0648261,1.0698508,0.8820228,0.955681,0.69316256,1.0763652,0.8943752,0.827952,0.79248106,0.9697819,0.8616135,1.0853416,1.1025794,1.1273546,0.9951384,0.3720442,0.9142495,1.0596044,1.1122042,0.98567486,1.1114494,0.9816316,1.0680724,1.149129,1.0852573,1.2405162,0.8693787,0.8923566,1.049191,0.89414656,0.9590703,0.0,1.124918,0.8395718,0.9867075,1.1660709,1.0232822,1.1058272,0.945204,0.8427711,1.0351363,0.9990294,0.94257164,1.045127,1.000444,0.85046244,1.0382222,1.1412084,1.1492673,0.94623756,0.92692196,0.9264389,1.1958141,0.9151726,1.1586072,0.8400876,0.92144173,0.7431004,0.7191102,1.2614808,0.93017524,1.0340992,1.1005917,1.0404155,0.9361949,1.1269833,1.0831172,1.2692578,0.944564,1.0052129,0.9771874,0.956588,0.3577217,1.0576168,1.2626281,0.98855853,1.0985928,1.064935,0.83423036,0.9282923,0.8849939,1.0550689
pizza,0.7297751,1.2708923,1.0273416,0.75293934,0.97506243,0.98548996,1.1128623,0.9229599,1.0341755,1.0382224,1.09657,0.97181684,1.4112017,1.0567108,0.7905773,0.88798845,0.9289502,0.94116527,0.8374613,1.3108501,0.81933343,0.83837783,0.423689,1.3599799,1.1600472,1.0915474,1.4385922,1.1239382,1.087846,1.1705837,1.2316184,0.93604743,1.0935447,1.1175879,1.2244688,1.1138915,0.9359433,0.77292424,0.94490266,0.99590164,0.53180337,1.3122969,0.92222977,1.2749965,1.0073181,0.7668923,0.92002106,0.9815435,1.1890539,1.1528754,0.9492906,1.0405577,0.990461,1.0629338,1.1991227,0.92742,1.2217553,1.0974385,0.7436793,0.8281572,1.2369245,1.1700854,0.9285182,0.69214964,1.2759178,1.2518005,0.93017435,0.7944888,1.0800741,0.62491804,0.94341254,1.3641362,1.0372075,0.967022,1.0979031,0.8467956,1.0167508,1.2108784,1.0428833,1.2992473,1.0602411,0.5037967,0.8284778,1.1309762,0.8503441,1.1693544,1.0937375,1.0032122,0.3532232,1.2867532,1.1269722,1.2946757,1.2613049,0.93250537,1.0515766,0.9235309,0.9516251,1.1043413,0.6870694,0.9362812,0.5294112,1.3393356,1.2788844,1.032293,0.9124101,0.8603624,1.124918,0.0,1.1578072,0.76784575,0.94277847,1.0928482,0.7367203,1.0986269,1.2238371,0.96520954,1.0554048,1.0887247,0.62279123,0.60357815,1.1654612,1.0350808,1.1023912,1.0683686,1.0338006,1.1486579,1.054973,0.97191554,1.0499806,0.9330838,1.3598561,1.1267785,1.3348235,1.1505697,0.5755344,1.0699731,1.0875171,0.9609889,0.8570113,1.0776994,1.0090973,0.9956475,0.8244957,1.0945593,1.2926037,1.1865911,1.0990049,1.2549285,1.0019748,0.56479454,0.93748546,0.8916607,0.8985348,1.3428853,1.3549842,1.0047865,1.2146473
plant,1.0339497,1.082832,0.94059134,1.2718548,1.2833608,0.94008297,0.9874746,0.9097829,0.91278034,1.176811,0.94564104,1.2263342,0.7966568,1.1713333,1.3049192,0.7851904,1.2537988,0.94896084,1.1524973,0.71159625,1.1007422,1.2147557,1.179504,0.75688505,0.9542152,0.73184574,0.7834352,0.7557803,0.957943,0.84586585,1.0397059,0.8778894,0.919471,0.9426719,0.9743381,0.9707,1.2522357,0.9727178,0.7063135,1.2335503,1.0588032,0.77921164,1.1345252,0.82511413,1.0573528,1.0982784,0.9769029,0.95088744,0.9271372,1.1236432,1.102951,1.1855465,0.98981756,0.95729965,0.9663426,1.1563922,1.0961677,0.8267897,0.7510436,0.6491969,1.063926,0.75427026,0.6954693,1.0451734,0.9478548,0.8701353,1.0420324,0.9647045,1.004546,0.948294,1.2359326,0.85960174,0.90227836,1.1764907,1.233577,1.0170037,1.2523072,0.8093925,0.9680021,0.723233,1.1723254,1.0891126,0.9481586,0.960756,1.1695707,0.9204988,0.93987155,1.0542552,1.2100904,0.9042578,0.9137015,0.94018507,0.92051464,0.9766599,1.1527338,0.8165486,1.2206713,1.270823,1.2817667,0.8464505,1.2717307,0.7782643,0.84759045,1.0927097,0.8081974,0.89776635,0.8395718,1.1578072,0.0,1.0790454,1.0704231,0.93006724,1.1917322,1.0310514,0.916311,0.99032784,1.0743027,0.9632807,0.8045386,1.0326663,0.87928337,0.9832094,0.9557526,1.1874155,0.9599655,1.0724187,0.84024596,1.2095683,1.1243548,1.092396,0.81834644,0.98820704,0.57802916,1.0499033,1.2155299,0.8557241,1.0355517,1.0478148,0.9142851,0.92810684,1.214342,1.0616301,1.2567707,0.86027575,1.0323927,0.9263991,0.8463549,0.8798403,0.9576515,1.2865318,0.80989563,1.1006885,0.9028714,0.7808158,0.7961344,0.8757274,0.9689984
plate,1.2978938,1.1626793,0.78582454,0.9950205,1.361645,0.6982224,0.89193255,0.6374717,0.729693,1.1159263,1.0697333,1.3464541,0.7924133,1.3119731,1.3266861,0.92551875,1.3501768,1.13888,0.8645779,0.69339746,0.20451057,0.9141008,0.6717516,0.9253905,0.5898023,0.7602925,0.8554565,1.0521218,0.94709,1.2741224,1.2673824,0.80231726,0.5401115,1.2809368,1.2110791,0.6197728,1.0060674,0.4639398,0.62122184,1.37983,0.6749135,0.7525378,1.2584798,0.53043175,1.0128868,0.5345776,1.3480409,1.1990486,1.1555499,1.0413884,1.2695973,1.3242732,0.6826693,1.262603,0.9567181,1.2527057,1.1546631,1.0363554,1.0656078,0.90253943,1.2165818,0.6321348,0.90200204,0.9987976,1.1495864,1.2932947,1.2193708,0.7737083,1.3249829,0.94151795,1.2772839,0.96676105,1.1204829,1.2066945,1.461757,0.75173455,1.4903833,0.75660694,1.1922435,0.65614223,1.3458638,1.1088097,0.9597441,0.80404884,1.4353509,1.0922085,1.0847934,1.0840154,0.7006765,0.8310702,0.8492429,1.080066,0.8486377,0.64096266,1.1153443,1.2357507,1.430922,1.5169201,0.9781283,0.83766705,0.95071167,0.74699485,0.7825031,1.0195649,0.86523694,0.88107747,0.9867075,0.76784575,1.0790454,0.0,1.0865226,0.8477702,1.0360825,1.088009,0.61314625,0.8258321,1.0825602,1.3325238,0.9993075,1.0765218,0.67571294,1.4072318,0.8963276,1.4053924,0.9481309,1.4440199,0.84987694,1.1656705,0.55392796,1.2074984,0.90608007,1.1588362,0.81977713,1.2602693,0.5953599,0.4579352,0.9152368,1.1174572,0.6585976,1.2466578,1.3182814,1.1888587,1.1035275,0.43965244,1.1250107,1.0173663,0.9673149,0.9528414,0.7494656,0.7412994,1.0204284,1.1814723,1.1867299,0.9967666,0.87450814,1.1197801,1.0988512
pony,0.7547296,1.2025483,1.1257691,0.92169756,1.1126494,1.023732,1.0340123,1.0599922,1.0499405,1.0310906,1.0487372,0.96126765,1.1438241,1.0926058,0.9456486,0.8338609,0.98066306,1.105906,0.7911531,1.0789084,1.0964104,0.9015602,0.9629912,1.103649,1.0548925,0.94876164,1.1692061,0.9785346,1.2175834,0.9588323,1.0375068,1.0615356,0.96635956,1.0388544,1.0230366,1.0089492,0.9890133,1.0201682,1.1023045,0.9881096,0.979676,1.1425865,0.90372884,1.1059871,0.7744843,1.0648417,0.27199936,0.87067187,1.1136903,1.1166228,0.9619117,1.0486581,1.1300724,0.9905315,1.0342432,0.92239916,1.1937612,0.9601725,0.98406136,0.9440797,1.1765991,1.1447272,0.72720563,0.9765549,1.1471481,1.0970304,0.91885936,1.058442,1.0458717,1.0073372,1.1502554,1.2002563,0.3340068,0.9249271,1.0024562,0.9890592,0.9919895,1.1753027,0.9876836,1.1451604,0.927137,1.0666149,1.0842758,1.0267422,1.0359634,1.1254439,0.9579978,1.1546252,0.955946,1.1546626,1.1640153,1.1721514,1.1342175,1.0865275,1.0689319,0.80808806,1.0029203,0.99509865,0.86097485,1.0657601,0.9112989,1.14231,1.1491132,0.7556445,1.1981013,0.84859073,1.1660709,0.94277847,1.0704231,1.0865226,0.0,1.1246853,1.0622568,0.9276435,0.9987749,1.0681447,1.0532957,1.0257695,0.77908593,1.0250356,1.081363,1.0689809,0.9792881,1.026757,0.9998326,1.1104066,1.0488735,1.0103801,1.0912147,0.9746415,1.1594384,1.0858998,1.0932047,1.084031,0.9259299,1.1390339,1.0407662,1.0243319,1.0593617,0.8613091,1.0067992,0.93320423,0.92393404,1.0682129,1.1633233,1.1976471,1.1494107,1.167445,0.8875206,0.9490513,0.99402726,0.9130355,0.95165473,1.086829,1.1643629,1.0620869,1.1090698
