,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
milk,1.1816401,1.1447972,1.1666658,0.98933285,1.0784575,0.9544602,0.9438465,1.0174054,0.5825769,0.87855005,1.0374924,1.1188368,0.98485273,0.9299842,1.1190236,1.0649312,1.1822143,1.0309088,0.89333415,0.60435045,0.79995316,0.7397491,0.99885714,0.74504954,0.39979982,1.0312074,0.62312144,1.1129997,1.1701618,1.0622056,0.8166734,1.0076168,0.84315646,0.833935,0.8727975,0.5417379,0.92251813,0.9281049,0.8270608,1.069163,0.9696365,1.0253,0.9952349,0.58564043,1.0364189,0.6498428,1.1621778,1.0690866,0.64576256,0.873513,1.0552735,1.2326511,1.0952246,1.0222936,1.2272897,1.1777686,1.2123374,1.2008028,1.2142235,0.95235485,1.2415581,0.98759353,1.1932459,0.9644702,1.2328829,1.0202048,1.2316188,0.9581676,1.1548681,1.0189171,1.1795104,1.0187523,1.0593042,0.93298304,1.1953834,0.552426,1.2809329,0.90362215,0.7226508,0.58157325,1.1959932,1.1793633,1.1457255,0.0,1.1640981,0.85797346,0.92791295,1.1401439,1.0323173,1.1406027,0.5191525,1.1358595,1.0375019,1.1201009,0.77946097,1.2351202,1.1767899,1.2213819,0.9662244,1.1575706,1.1235025,0.9198459,0.90752363,0.99276704,1.105164,1.0416517,0.79248106,1.1309762,0.960756,0.80404884,1.0267422,1.2148242,1.1773932,0.83664006,0.66652715,1.1459894,0.5872532,1.1143793,1.065308,0.9757399,0.9560289,1.1378489,1.0508674,1.174337,0.9316566,1.2160888,0.8747175,0.93550235,0.61051995,1.0262218,1.1393064,0.9740953,0.7753786,1.2157323,1.0012388,0.9236013,0.8929649,1.2001348,0.9625034,0.829496,1.1272627,1.1933436,1.0474555,0.8785159,1.1988117,1.1567609,0.8641268,0.6273133,0.90794456,0.9043699,0.97253084,1.0567018,1.1399049,0.5509025,1.1170331,0.91106856,1.1120124
mitten,0.6167091,0.90378004,1.1226412,0.7854364,0.5527362,1.0521963,0.92837423,1.0953386,1.1787821,0.9771184,1.0501454,0.7320255,1.4808878,0.7966231,0.4675387,1.0441589,0.59248245,0.7395763,1.0670139,1.4715419,1.2002403,0.9385277,1.0226724,1.4554154,1.1708827,1.3552457,1.4051713,1.1017933,1.0544928,0.99167544,0.8912265,1.2241004,1.4368656,0.9227966,0.91445434,1.2925892,0.89921516,1.3028243,1.288491,0.66760796,1.0905454,1.5082316,0.71319604,1.4450018,1.0827448,1.1140115,0.740921,0.58027804,1.1494783,1.110528,0.7688205,0.6462685,1.1956748,0.9466815,1.2365375,0.80024123,0.93133295,1.1632489,0.69236445,0.96804786,0.95280457,1.3875322,1.0752105,0.8072632,1.1353546,0.5151659,0.77787554,0.7999137,0.820806,0.80470043,0.4763195,1.1542381,1.1608014,0.7877007,0.6443737,0.9889018,0.5261067,1.3633618,0.9559592,1.5900782,0.630593,0.6814851,0.57458043,1.1640981,0.0,1.1040536,1.0559285,0.91264606,0.939946,1.3745749,1.0647134,1.147475,1.3197731,1.1927902,1.034224,0.85380197,0.5476523,0.58768344,0.9251268,1.203373,0.83715117,1.518824,1.4112008,0.9816233,1.0272942,1.1571128,0.9697819,0.8503441,1.1695707,1.4353509,1.0359634,1.3193942,0.55622536,0.91455704,1.4693875,1.1524911,1.147372,0.9776125,0.86471164,0.6788165,1.3796864,0.57441556,1.029812,0.6969241,0.89569354,0.5968759,1.0808094,0.89480925,1.1981472,0.6550894,1.3355966,1.0901912,1.4520483,0.65839136,0.96385723,1.376944,1.1016104,0.91475374,1.1285179,0.9208907,0.7227856,0.70224726,0.83784103,1.4204991,1.0453459,1.1549171,0.9537453,1.1346496,1.0422581,0.8680028,1.1415292,0.7699139,0.82543546,1.3484125,1.4246548,1.1023806,1.0482353
mop,1.2648721,0.888705,1.1401831,1.2002393,1.1062171,1.2496996,1.123776,1.0922668,0.9514274,0.89520925,1.174947,1.072161,0.7978137,0.72047704,1.2154627,1.1205862,1.100402,0.8525624,1.2125996,0.99417317,1.038006,1.1246469,1.198768,0.6739005,0.97338074,1.1638007,0.55692357,0.7374805,1.0130521,0.9971403,0.5941961,1.0007676,1.0722036,0.60407394,0.67722666,0.943988,1.025186,1.1676092,1.140395,0.98478204,1.1619282,0.96011317,0.8149075,0.9930395,1.088176,1.1995637,1.0723892,1.1418648,0.60382795,0.61460626,1.0557144,0.954411,1.1273034,0.9793018,1.1056052,1.0847368,1.009042,1.0443735,1.071918,1.1328229,0.87213707,0.84237343,1.2328324,1.145359,0.9696788,0.8713544,1.2135148,1.2222085,0.9947926,1.2125622,1.115301,0.93056315,1.0612949,0.95265687,0.9638039,1.0061561,0.9645121,0.72129005,0.71464366,0.8116535,1.0608809,0.83807075,1.0396986,0.85797346,1.1040536,0.0,0.59695774,1.0500045,1.2544576,1.0876755,0.8387883,0.9296605,1.0118014,1.0956433,0.49280298,1.0723349,1.0890273,0.8647082,1.2591519,0.9770423,1.2072252,0.9190193,0.95268893,1.0743616,0.8879054,1.1348197,0.8616135,1.1693544,0.9204988,1.0922085,1.1254439,0.9775942,1.2152176,1.0998259,0.83557,0.9596304,0.57905513,1.0034385,1.2120321,1.1569716,0.90852267,0.96317184,1.0149763,1.0296714,0.9950432,0.8424195,0.76721424,0.8867423,0.7522235,1.149629,0.9421829,1.0404083,0.8948475,0.82426256,1.1152458,0.85189474,0.966196,1.094412,1.1632756,0.63436025,1.023932,1.1196371,1.1438758,1.0012549,1.0450649,0.98458725,1.0095335,0.82981944,1.1798317,1.1185194,1.0268501,0.88772774,0.7800116,0.48662627,0.9983347,0.88338834,1.0721339
motorcycle,1.00849,1.1545898,1.3117995,1.0488985,1.0576249,1.18538,1.1292067,1.1670593,0.9425349,0.8664015,1.0926774,0.93387353,0.9704401,0.827561,1.0744637,1.021023,1.0013269,0.89750236,1.0545832,1.0378774,1.1228344,0.9900444,1.1872748,0.9469793,1.0752871,1.0473295,0.8917466,0.66242754,1.2928593,0.93621236,0.6879639,1.0192559,0.91731024,0.7307762,0.8291612,0.90803444,0.9643692,1.1593771,1.1845781,0.9332336,1.148335,1.1689817,0.63073635,1.117426,1.0954133,1.151386,0.91023195,1.1347809,0.77418935,0.8909644,0.9871182,1.0587932,1.2794657,0.9341959,1.086006,0.9903889,1.2427694,0.93151,1.1144181,1.0245812,1.1938564,1.0724064,1.1282706,0.95025724,1.1125723,0.9878796,1.0476894,1.2908796,0.9916999,1.0415249,1.1542283,1.1110376,0.8892408,0.8438526,0.82914007,0.913142,0.8259226,0.99678254,0.74417555,0.98053133,1.0319356,1.0775118,1.144298,0.92791295,1.0559285,0.59695774,0.0,1.1922097,1.1602257,1.2014669,1.0908535,1.142829,1.1019938,1.2198378,0.6739027,1.0374949,0.9888684,0.83812714,1.0632862,1.1451863,1.0215143,1.1061232,1.1621697,1.0806904,1.1889126,1.0743923,1.0853416,1.0937375,0.93987155,1.0847934,0.9579978,1.1935751,1.2075218,0.86025214,0.8447114,1.1147532,0.7234923,1.004855,1.1102055,1.0720683,1.0775387,0.93945605,0.96316206,0.9699323,0.77438986,0.9265605,0.98087084,0.78636384,0.85132635,0.9781526,1.1327047,1.0200865,1.0294396,0.9930724,1.0341865,1.0879288,0.7418092,1.1287183,1.2102966,0.37773943,0.98031336,1.0606059,0.9347656,1.1073866,1.209099,1.2348182,1.1844069,1.0685227,1.081381,0.96207416,0.92828184,0.37562418,0.61761093,0.6541003,1.1013188,0.91425765,1.0443059
mouth,1.2168413,0.61764276,0.64908624,1.1803831,0.98302877,0.93716615,0.98917943,0.95069975,1.1747514,1.2710353,1.0143412,1.2892835,0.88439316,1.1536733,1.016414,1.1101749,1.1813035,0.9734567,1.119468,1.0410094,1.1063765,1.2008665,0.9777627,0.9605206,1.1167996,0.9529015,0.9937361,1.0327461,0.50535756,1.0465411,1.2233473,0.87282467,1.0644696,1.1080672,1.1206884,1.1796852,1.106906,1.0035064,1.0424021,1.2695347,0.99396896,0.8020146,1.3773572,1.0207503,1.0776684,1.152567,1.1627759,1.127871,1.1163508,1.0057701,1.1248369,0.6970398,0.7211156,1.1555812,0.6210749,0.85304207,0.44797212,1.0602702,0.94636565,1.1974821,0.5331894,0.83255315,1.1123713,1.1735818,0.45595944,0.94663525,1.2272565,0.7471149,0.7745366,1.2695228,0.62794423,0.6897769,1.1595054,1.2107689,1.1827644,1.118888,1.0933964,0.87615454,1.192591,1.0266542,0.7982385,0.86209494,1.0435737,1.1401439,0.91264606,1.0500045,1.1922097,0.0,0.9690228,0.67472446,1.0333809,0.494726,0.5177852,0.818944,1.1675818,1.0298399,1.1098151,1.0612906,1.121043,0.811007,1.0264293,0.85159683,0.8138548,1.0766903,0.64405525,1.0796678,1.1025794,1.0032122,1.0542552,1.0840154,1.1546252,0.70664203,0.8848126,1.1756506,1.1456927,0.7773875,1.2466371,1.0808176,1.1024631,1.1816328,0.9511524,0.9308193,1.054584,1.0502677,0.9193293,0.9067638,1.1272948,1.2385638,1.2039201,1.240754,0.634123,1.0992162,0.95299613,0.9429688,1.0956182,0.9662636,1.0932124,1.0404935,0.8254429,1.323469,1.0948743,1.1157303,1.2790322,0.9103781,0.49366188,0.36374277,0.82396007,0.9831244,1.1222947,1.2947607,1.0998714,1.2858334,1.1211765,1.1122096,0.6898176,1.1076062,1.0655446
muffin,0.90486366,1.1194084,0.8186673,0.9116265,1.0989358,0.7903986,0.94100225,0.83711404,1.0577166,1.1594112,1.0660194,1.1807754,1.2689087,1.2170857,0.96204364,0.8965344,1.125934,1.1706338,0.9807786,1.1697689,0.79571354,0.95374036,0.25001097,1.288064,1.0283945,1.0158212,1.3035976,1.2318931,0.9206122,1.2045522,1.2588034,0.7820846,0.9903423,1.2256639,1.1941673,0.9609719,1.0041465,0.46645415,0.8608831,1.1830363,0.41082692,1.2058178,1.1554933,1.0960125,0.92167044,0.69741887,1.0270171,0.9988866,1.1875246,1.1844528,1.1121607,1.0053113,0.77383786,1.1917217,1.0511855,0.9538653,1.0910573,1.1431518,0.8220177,0.904391,1.1508579,1.1026143,0.88168734,0.91465396,1.1481172,1.2157037,1.1614261,0.78757656,1.0682437,0.72743154,0.9935051,1.1397352,1.0555354,1.0993303,1.204638,0.8855011,1.1984835,1.161525,1.159785,1.1603382,1.0239873,0.6156895,0.8367744,1.0323173,0.939946,1.2544576,1.1602257,0.9690228,0.0,1.1287411,1.0138937,1.1805887,1.0689489,0.7133988,1.1431792,1.0323911,1.1655235,1.2104329,0.7910374,0.8094392,0.48609263,1.2430289,1.194692,0.9498932,0.90228,0.84722376,1.1273546,0.3532232,1.2100904,0.7006765,0.955946,0.89389604,0.540154,1.0536692,1.1034328,0.92836744,1.1441333,1.1800029,0.68572485,0.8187908,0.9951935,1.1465669,1.101586,1.1872897,1.0353875,1.2570901,1.0685953,1.0920895,1.0362923,1.1257504,1.1880674,1.1498506,1.1853788,1.1749296,0.57362777,1.0094557,1.0735883,1.0960722,0.7082688,1.1471103,1.115944,1.0597327,1.0409646,0.89511997,1.1049483,1.094956,1.1323326,1.159854,0.9449354,0.80610085,1.0367149,1.0337524,1.1148726,1.3014352,1.2222414,1.1115882,1.2093022
nail,1.5494397,0.71485466,0.29810232,1.335314,1.3173279,0.6525234,0.8323231,0.8222223,1.1799706,1.3995208,1.0121361,1.4330733,0.29867935,1.3971944,1.4494468,1.1131401,1.3980258,1.2329443,1.2261833,0.3408085,0.94429576,1.3836591,1.0712935,0.6173942,0.89921594,0.74150866,0.5430835,0.8503492,0.37765372,1.0891237,1.2579525,0.92795223,0.684432,1.2104404,1.0099969,0.96092206,1.2750316,0.76132405,0.8463023,1.4408988,1.0417154,0.18096316,1.5262724,0.42637205,1.1187162,1.1177177,1.2900302,1.2337755,1.1902986,1.0917836,1.3432782,0.96025336,0.3877942,1.1907524,0.4512232,1.1204119,0.48310214,1.0305823,1.0490183,1.155537,0.5184916,0.63844424,1.0138328,1.3922362,0.42617863,0.90107405,1.3697057,0.7861699,1.0521247,1.4081262,1.0960052,0.39480042,1.1482375,1.441161,1.3179079,1.1786342,1.384646,0.7126597,1.3911734,0.61560637,1.0411682,1.1553729,1.0521904,1.1406027,1.3745749,1.0876755,1.2014669,0.67472446,1.1287411,0.0,0.9362971,0.43813252,0.314317,0.5024104,1.291033,1.199013,1.4336611,1.3201997,1.3451848,0.78662395,1.2506231,0.3270778,0.41705453,1.097519,0.6494757,1.0300056,0.9951384,1.2867532,0.9042578,0.8310702,1.1546626,0.31120324,1.0875003,1.1746794,0.7724066,0.34292614,1.3144854,1.0808582,1.2034804,1.2771281,0.48415196,1.3012186,1.0444777,1.3340971,1.0280594,1.1126451,1.1191936,1.3352666,1.0865524,1.4752251,0.16059184,1.1314584,0.36574328,1.0620894,1.2920886,0.6884186,0.9908717,1.2396455,0.6808527,1.3629103,1.3433192,1.2493211,1.4726284,0.52068543,0.41075206,0.3092144,0.82834095,0.80008405,0.9764273,1.4714221,1.1636871,1.3854843,1.1920468,0.93673295,0.08198947,1.2775273,1.1349863
napkin,1.1813235,0.8780079,1.0505962,1.2651129,1.1322863,1.0233248,1.0164051,0.9663874,0.7489271,1.0405955,1.0052853,1.1202933,0.7743498,0.8703216,1.2047361,1.0124601,1.0026506,0.83232784,1.0847977,0.68441284,0.89353406,1.0566238,0.9015473,0.6829811,0.7029306,1.0095643,0.5433785,1.1103685,0.91828567,1.0334611,0.80947876,0.987864,0.9402734,0.9239182,0.7961171,0.8559425,1.0538962,0.91929114,0.73214394,1.054566,0.8880818,0.77867234,1.1318166,0.65926385,1.0935597,0.76164556,1.1994097,1.0127057,0.8085016,0.7240584,1.1138442,1.1182678,0.98741287,1.069312,1.149367,1.348491,1.0235965,1.3110876,0.91557264,0.94087136,0.96490794,0.7686029,1.1567919,1.2984645,1.0831331,0.67680734,1.403169,0.95912874,1.3067248,1.0158937,1.1609008,0.8615885,1.147823,1.065343,1.1421051,0.97972286,1.1920152,0.6145298,0.9782914,0.529395,1.1072822,1.0156667,1.069846,0.5191525,1.0647134,0.8387883,1.0908535,1.0333809,1.0138937,0.9362971,0.0,0.8645314,0.9437862,1.0497719,0.83938706,1.2064092,1.2057227,1.1222128,1.1604564,1.0603763,1.2325704,0.70174164,0.71648043,1.0207123,0.8923879,0.9568134,0.3720442,1.1269722,0.9137015,0.8492429,1.1640153,0.985926,1.117023,0.9021853,0.7641876,1.0197259,0.81646216,1.0809246,0.9941463,0.9513898,0.81244534,1.1236055,0.9817727,1.2535877,0.8955851,1.0380641,0.75082564,1.1512774,0.73305404,1.1829976,0.83357704,0.9656476,0.69109994,0.9419228,1.1709918,0.75485563,0.92486143,1.1190019,1.0060567,1.020779,1.2126791,1.2769032,1.3394957,0.8641428,0.990866,0.8918451,0.7559153,0.09469545,1.1296133,1.2221873,1.0402405,1.1812191,1.1774321,0.6346009,0.88365376,0.9777651,1.0522408
necklace,1.4412962,0.41300917,0.5980977,1.4141088,1.1095496,1.003362,1.0330129,0.91354334,1.211347,1.4270248,1.1692642,1.4265554,0.4387647,1.2220367,1.12767,1.1194242,1.3007827,1.0409132,1.2014197,0.70622635,1.1392301,1.363285,1.0489846,0.62049353,1.0637193,0.83708346,0.6370925,1.1276548,0.4147206,1.0861869,1.0971936,0.8813594,0.92957866,1.1491613,0.8609756,1.0751072,1.2794623,1.0076802,0.91389394,1.360394,1.0291144,0.4530164,1.49704,0.7768073,1.0573024,1.2363238,1.1811043,1.0701096,1.152546,0.9491287,1.1264182,0.72051984,0.71700954,1.2164153,0.71533674,1.0824072,0.367208,1.2013702,1.0487723,1.1649377,0.30318123,0.57745206,1.1063422,1.4530321,0.30459404,0.70301217,1.4033237,0.87972105,0.8741492,1.428846,0.78902006,0.38552028,1.1350248,1.3069527,1.1319231,1.2157816,1.0902296,0.6111983,1.2530787,0.7905146,0.8868267,1.0335757,1.1708156,1.1358595,1.147475,0.9296605,1.142829,0.494726,1.1805887,0.43813252,0.8645314,0.0,0.47566015,0.7806518,1.1878585,1.0962485,1.1543206,1.0279645,1.3077383,0.7262149,1.2276987,0.5060659,0.5250659,1.0767651,0.59331626,1.006881,0.9142495,1.2946757,0.94018507,1.080066,1.1721514,0.5065933,1.0286531,1.0717784,0.9229462,0.58825773,1.3034325,1.0367002,1.2234638,1.2607429,0.7495341,0.8992744,0.9441065,1.0677104,0.87368727,0.7231277,1.0059555,1.3842566,1.214874,1.4268718,0.3120923,1.1826916,0.5748296,0.7958225,1.2764363,0.7560885,0.9877959,1.0967244,0.846081,1.2976345,1.1425055,1.264563,1.4903839,0.7687125,0.36698735,0.24355024,0.728965,0.73337,1.1689464,1.5144619,1.2019411,1.386602,1.2824974,0.8853982,0.32821608,1.2442721,1.0298187
nose,1.5144664,0.6554836,0.47295928,1.3301704,1.2522426,0.71744883,0.82642716,0.9219767,1.1551409,1.3807664,1.0949671,1.4291263,0.47964585,1.3000104,1.3902395,1.1076224,1.4170959,1.2484603,1.2453709,0.5329794,0.95185447,1.3338213,1.0667222,0.59704626,0.9309678,0.7482097,0.5603763,1.0089513,0.49132717,1.0339934,1.1878195,0.91002005,0.68630373,1.1068064,0.96090907,0.8760642,1.2317265,0.7738016,0.91053504,1.4001576,1.0546603,0.47689348,1.4868207,0.5840461,1.0760354,1.0709567,1.2035034,1.2031864,1.0511315,0.9725168,1.2688848,0.84617496,0.52625453,1.2115197,0.44290203,0.95874393,0.5350078,1.0437504,1.1323189,1.1645287,0.60328734,0.75827897,1.0649514,1.3760444,0.4118458,0.9748311,1.4080911,0.8986714,0.86529386,1.4687686,0.9709078,0.41024363,1.1197221,1.3759818,1.3920432,1.0953956,1.3812872,0.7518003,1.2857523,0.6168148,1.0128921,1.1489139,1.0953571,1.0375019,1.3197731,1.0118014,1.1019938,0.5177852,1.0689489,0.314317,0.9437862,0.47566015,0.0,0.66311383,1.1280854,1.1930988,1.386406,1.253932,1.333776,0.8581631,1.1974716,0.537498,0.60534525,1.0824995,0.7382819,0.98332775,1.0596044,1.2613049,0.92051464,0.8486377,1.1342175,0.48163927,1.0503902,1.1092252,0.7407592,0.51858866,1.1909171,1.1593509,1.185109,1.3200573,0.43376607,1.2111067,1.1824098,1.27084,0.9626279,1.110953,1.0917215,1.3225384,1.0916288,1.496622,0.34535718,1.1783422,0.47471738,1.1164434,1.2023958,0.8433527,1.0032556,1.2127181,0.73768735,1.2974842,1.2829335,1.2243787,1.4502022,0.63302916,0.43182087,0.42665744,0.93279505,0.8260373,1.0442222,1.4629036,1.1306772,1.3573605,1.2235506,0.81890947,0.3089109,1.1630794,1.1215346
orange,1.3459704,0.7843549,0.26223785,1.2036687,1.3525203,0.5243782,0.67624855,0.34687155,1.2081144,1.4493216,1.0179784,1.4892615,0.7104848,1.4611611,1.3926923,0.9862605,1.4549263,1.2214379,1.1960342,0.71770674,0.7704673,1.215173,0.72945166,0.9386096,0.86215705,0.7498536,0.8643801,0.9738262,0.39273226,1.2778887,1.3333969,0.8183938,0.7954314,1.2889402,1.0835327,0.9962162,1.3034875,0.39445275,0.6537263,1.4560572,0.75660515,0.58583605,1.4648433,0.6930762,0.98976207,1.0286674,1.2382077,1.0878034,1.3590875,1.1980822,1.332908,0.96889365,0.10434151,1.2496217,0.61669254,1.1177175,0.68691075,0.9983184,0.90940654,1.000178,0.7552054,0.8024895,0.74340385,1.2584758,0.751069,0.9771138,1.3255689,0.67323583,1.1472746,1.1353513,1.109268,0.72584146,1.0824649,1.4614615,1.348,1.0399629,1.3620598,0.90160894,1.3972478,0.90746135,1.0101087,0.9571563,0.75101787,1.1201009,1.1927902,1.0956433,1.2198378,0.818944,0.7133988,0.5024104,1.0497719,0.7806518,0.66311383,0.0,1.3618869,1.1136228,1.4594054,1.3344169,1.2591107,0.6520657,1.0122987,0.7497482,0.79135627,0.9592188,0.5051298,0.8632623,1.1122042,0.93250537,0.9766599,0.64096266,1.0865275,0.28073704,0.6328471,1.200575,0.9274775,0.49955744,1.4155467,1.1955311,0.9344053,1.2404855,0.62103343,1.3232788,1.0722967,1.3600812,1.0650961,1.2161847,1.0483685,1.2829309,1.0991426,1.3664343,0.57152367,1.257296,0.72340006,0.98905736,1.0021402,0.6788465,1.1062808,1.2664042,0.54653335,1.3234094,1.3244672,1.182085,1.4428763,0.38307142,0.6953372,0.6645918,0.9957947,1.0539036,0.75141376,1.2059333,1.2302771,1.3440824,1.1788973,1.1847486,0.60184073,1.3666255,1.1845349
oven,1.01158,1.1251738,1.4139645,0.96475095,0.7948787,1.3528321,1.2105082,1.3613336,0.8679178,0.4420032,1.0675884,0.8063233,1.0852256,0.42801964,0.95753336,1.2057929,0.8588581,0.832515,1.0819324,1.1454743,1.0666277,0.920199,1.1669304,0.9237888,0.99422014,1.197189,0.71154046,0.88167477,1.3168738,0.82964075,0.5722842,1.1718038,1.146213,0.5812404,0.81467754,0.84564614,0.5920049,1.2528982,1.2746923,0.78882504,1.1276543,1.2682093,0.5766552,1.1312808,1.1228962,1.0858507,1.0797207,1.3197374,0.32718146,0.42596066,0.9374178,0.9877123,1.3970964,0.79816127,1.2351086,1.0154492,1.2495509,1.1591063,1.2209964,1.1778474,1.1502233,1.1553373,1.4069517,0.9376576,1.2148354,1.1382993,1.0001148,1.409436,1.0041387,1.0187176,1.0699148,1.1818618,1.09141,0.81065196,0.7453338,0.9597316,0.73623216,0.89787316,0.6127755,0.8649348,1.0703857,0.89595455,1.1306214,0.77946097,1.034224,0.49280298,0.6739027,1.1675818,1.1431792,1.291033,0.83938706,1.1878585,1.1280854,1.3618869,0.0,1.1018342,0.872072,0.6584538,0.9680925,1.2682288,1.0029091,1.1699442,1.2063928,1.1342063,1.2788153,1.2046193,0.98567486,1.0515766,1.1527338,1.1153443,1.0689319,1.2913578,1.2173814,0.94912046,0.800714,1.2137333,0.1447826,0.9683479,1.1468785,0.9733989,1.062302,0.9214808,1.0963001,0.83113253,1.1169529,0.85620964,0.95800215,0.46816164,0.5242563,0.8864589,1.2918276,0.8467673,1.1080338,1.0563835,1.0189868,1.1875325,0.9492971,1.0752785,1.2995391,0.7176868,0.84254235,1.1665388,0.7861345,1.29389,1.2716092,1.2816405,1.1696459,0.8630861,1.3525097,0.7863044,0.8697887,0.7887525,0.8101842,0.57334936,1.2614094,0.63748896,0.9468787
owl,0.58406544,1.1946576,1.217734,1.0045725,1.0288919,1.1566637,1.0995142,1.0347104,1.1351428,0.8946703,0.785114,0.89543223,1.1486413,1.0238703,0.85526013,0.8128772,0.901935,0.9012383,1.0404307,1.2841079,1.2355852,1.0546942,1.0857127,1.213459,1.2706351,0.8557787,1.2735491,0.8584169,1.1819198,0.6799946,1.1510828,1.030657,1.2014222,1.0646086,1.1852456,1.2148304,0.97986996,1.1188104,1.0398926,0.95149994,1.0626525,1.1636235,0.90790755,1.3043048,0.94810975,1.1573681,0.5890237,0.9300824,1.1004335,1.1369934,0.9745153,1.0271637,1.1792591,0.74392,1.0709649,0.8263161,1.1841421,0.7799798,0.76837146,0.91167194,1.0947926,1.0362049,0.7055805,0.84544563,1.026849,1.04361,0.729683,1.0997946,0.9035497,0.8364328,1.0786614,1.1731678,0.73015237,0.8817283,0.9045774,1.1595691,0.8950745,1.0990939,1.0577829,1.2576933,0.9312449,1.00304,0.9672431,1.2351202,0.85380197,1.0723349,1.0374949,1.0298399,1.0323911,1.199013,1.2064092,1.0962485,1.1930988,1.1136228,1.1018342,0.0,0.9049285,0.9970191,0.97913563,1.0197825,0.9158692,1.1709353,1.1797237,0.9017446,0.9882619,0.93227386,1.1114494,0.9235309,0.8165486,1.2357507,0.80808806,1.0654109,1.0190457,1.1121842,1.2935195,1.229357,1.1172613,0.780772,0.76315486,0.8967483,1.2044092,0.82819116,0.845231,0.9330562,1.0711496,1.0079459,1.0088675,0.93988764,1.1497313,0.8194034,1.1190009,0.79223174,1.263105,0.9068859,1.0785997,1.0515949,0.9802399,0.8713714,1.1742458,1.0241219,0.97822803,0.867913,0.9749975,1.1567119,1.1755527,1.0862055,1.0298516,1.1765151,1.0689574,1.0216666,0.9485226,1.0032922,0.8836734,1.2126683,1.1697416,0.9536189,0.85878503
pajamas,0.616378,0.98487496,1.4396455,0.7306051,0.48307574,1.3485997,1.1796018,1.3627822,1.1399373,0.7095811,0.97042084,0.41793883,1.4078376,0.6962688,0.16398156,1.1190002,0.3566891,0.8443153,0.9184276,1.4637779,1.3659682,0.8757178,1.2334743,1.328787,1.3367311,1.2932854,1.43606,1.1409608,1.3625734,0.8438642,0.824713,1.2809945,1.3229952,0.82386374,0.91833913,1.2938211,0.83576405,1.4294827,1.366287,0.40121853,1.2514167,1.5308577,0.6060389,1.5177677,1.1246582,1.1627553,0.7731712,0.6720982,0.91671276,1.0560896,0.17607129,0.8540186,1.4811234,0.6304319,1.2492763,0.7074116,1.1610448,0.9968497,1.1273679,1.0384021,1.0975358,1.4534351,1.2231548,0.7748177,1.1829894,0.93668425,0.5808791,1.2591636,0.68810993,0.783562,0.7508778,1.273082,1.0692741,0.7692431,0.4212631,1.08964,0.3297801,1.4342129,0.8225809,1.4771091,0.8799621,0.9606731,0.99143744,1.1767899,0.5476523,1.0890273,0.9888684,1.1098151,1.1655235,1.4336611,1.2057227,1.1543206,1.386406,1.4594054,0.872072,0.9049285,0.0,0.37235856,0.7608168,1.3305938,0.9528925,1.5131371,1.475044,1.1285845,1.3233703,1.1951652,0.9816316,0.9516251,1.2206713,1.430922,1.0029203,1.4315488,0.998486,0.90108836,1.371964,1.365994,0.87401223,0.6472436,1.0915601,0.8176859,1.4990442,0.3648256,1.1441369,0.22379982,1.099879,0.49093908,1.2748129,0.7454777,1.1992987,0.5515074,1.4722717,0.8633249,1.4120557,0.8291851,1.0159914,1.5090204,1.2042547,0.7968034,1.3226626,0.8522198,0.29489398,0.75336784,0.5622471,1.6000268,1.2238684,1.3310235,1.2295818,1.1297714,1.192598,0.8037113,0.88878036,0.6891201,0.8440507,1.2421436,1.4149683,0.81979144,0.7475756
