,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
jacket,0.6013428,1.195337,1.3737042,0.66636306,1.2251664,1.2650514,1.1637928,0.9217825,0.8022226,1.0143719,0.5218066,1.3427055,0.6564702,0.40784454,0.943035,0.45751774,0.9544161,1.0674896,1.3648827,1.5228611,0.84000796,1.1212978,1.2134898,1.3811103,1.07426,1.2678647,1.2068301,0.81824213,0.916762,0.9420658,1.1831634,0.7135163,0.9481211,1.2934507,1.0149733,0.9662728,0.542413,1.1699747,1.4325056,0.61064374,1.4759681,0.92184544,0.65661126,1.0640093,1.0409404,1.1773343,0.6359378,1.1165754,1.4068017,0.66172135,0.8724325,1.2843423,1.1305714,1.2568548,1.1917281,1.0774904,1.3792114,1.1342379,0.8513773,1.1851234,0.94211453,0.6970674,1.2761996,0.87084943,0.70643014,0.92023754,1.2962112,0.7345715,0.78791344,0.0,1.1283253,0.39194924,1.2876732,0.84832495,1.4789016,0.8502507,0.9243475,1.0872217,0.6474936,0.8545257,1.0684863,0.9257005,1.423461,1.1482631,1.2442307,1.0946813,1.3025542,1.0124203,0.9149943,0.37161052,0.48313838,0.83181494,1.4920442,1.4506407,1.1680573,0.8194341,0.9517299,1.1250509,1.4970889,0.83088183,0.76809055,0.5869486,1.3350143,1.3015599,0.9647177,0.9094523,1.192142,0.84988487,0.8114407,1.246391,0.38153672,0.85591334,0.688915,1.2006161,0.8566097,1.0938779,0.80577624,1.4371994,0.90296334,1.3190074,1.0101055,1.502641,1.4322207,1.3526052,0.93875474,0.43590546,0.69233185,1.1391059,1.3639423,1.3378824,1.251467,1.1350371,1.0975828,0.85454935,1.0228593,0.8977844,1.0153841,1.1419876,1.314349,0.9710304,0.7039947
jar,1.156621,1.1229897,1.0251313,1.1557593,0.95079905,0.7299601,0.74957067,0.6232037,1.178101,1.2438171,1.26639,1.0640249,1.1515634,1.0825666,1.3090839,1.2186376,1.0118785,0.7474904,0.7213473,0.7392732,0.70504874,0.885095,0.90291905,0.523337,0.89524394,0.72853917,1.0125023,1.0913451,1.3540683,0.80682975,0.89449114,0.99780977,1.0590268,0.59956443,1.0972502,0.9441039,1.2565422,0.8814835,0.9803936,1.0180327,0.6024221,0.989289,1.2725387,0.7492827,1.0533658,0.9298414,0.9614251,1.144347,0.8484678,1.3153086,1.1313609,1.1291475,1.0512474,1.0889509,0.85464036,0.9990381,0.9730591,0.8982542,0.86561394,1.1496807,0.92892927,1.233403,0.6434576,1.1944635,1.0048498,1.1677406,1.0067698,1.189233,0.9442718,1.1283253,0.0,1.1886122,0.91970557,0.8885568,0.8767797,1.0340434,0.6415816,0.42617464,0.9763636,1.0470631,1.1168677,0.9253887,1.1384501,0.7848804,1.0032053,1.2162242,0.9903103,0.913598,1.1652415,1.2081964,1.1428782,1.0370901,1.043404,1.0228149,0.95727026,1.103207,1.0143536,0.840422,0.7156435,1.2336242,0.9932055,0.80249536,0.66363233,1.1247932,0.8287078,1.1520116,0.815446,1.172417,1.0573651,0.812376,1.2123631,0.8911419,1.0670218,0.8610514,1.2108996,0.93865883,0.9501589,1.0875022,1.2971317,0.54925936,0.8947408,0.92607635,0.9657844,1.0230267,0.8539629,1.2241777,0.96765053,0.58168185,1.1344466,1.2147613,0.90502024,0.82340634,0.7615562,0.81578934,1.0525172,1.1520209,0.86349785,0.76353014,1.1064172,1.1630871,1.2951732
jeans,0.5613993,1.1908312,1.4637814,0.48897803,1.2726309,1.4239632,1.2673848,1.1144954,0.67308146,0.9948899,0.41839743,1.30803,0.44391334,0.42397267,0.9854346,0.44559294,0.99669504,1.1831311,1.5105839,1.6274518,0.98936325,1.0232601,1.1670462,1.5299139,1.1728394,1.3451073,1.2395793,0.6939732,0.8923009,0.86017466,1.253816,0.7079795,0.87685764,1.3476179,0.9564351,1.0218749,0.38900965,1.1316615,1.523207,0.65945685,1.5867332,0.87536675,0.56256056,1.1990141,0.9759092,1.099135,0.55409974,1.1353197,1.3953507,0.76246786,0.8381458,1.194687,1.1385587,1.2490115,1.419647,0.87388307,1.3310344,1.3402708,0.86756957,1.2180334,0.9613026,0.6118453,1.4163592,0.8038512,0.79565215,0.7912471,1.3543327,0.8071852,0.7628944,0.39194924,1.1886122,0.0,1.2133408,0.75719523,1.5303217,0.8325762,1.0289224,1.1325427,0.6948487,0.75623035,1.0269009,0.9289753,1.4606595,1.2999012,1.3146158,1.0687022,1.3717959,0.97294575,0.8705043,0.31028724,0.1770966,0.8454231,1.5140908,1.5088532,1.1217169,0.77849364,0.9274682,1.1791849,1.6145675,0.72836983,0.8619881,0.79798436,1.4577339,1.2528708,0.93971497,0.88007253,1.2536504,0.74514055,0.79888046,1.4326913,0.3021897,0.85971916,0.5127298,1.2084508,0.76868427,1.0107849,0.6127365,1.4574481,0.75987554,1.4885414,0.83638155,1.5385345,1.4888663,1.452771,0.96590734,0.38981277,0.5704038,1.3539569,1.2147356,1.2961953,1.3632779,1.3241539,1.3114858,0.9721718,1.0457194,0.8278794,1.108933,1.1524621,1.391259,0.94074786,0.58280635
knife,1.1615508,1.0312178,1.092268,1.0401073,1.1555473,1.0568877,0.9087392,0.9256506,0.987024,1.05457,1.2886851,0.8439219,1.0422812,1.3351604,1.2224255,1.2600477,0.8549724,0.8191634,0.8490201,0.81786114,0.948764,0.73019874,0.78041583,0.86926913,1.0055356,0.8215312,0.880011,1.04549,1.1646688,0.94452125,0.79524803,1.0334387,1.187152,0.84173226,0.80762094,1.1986034,1.2753713,0.8829724,0.7987314,1.1186533,0.8287348,1.0517995,1.2693572,1.0142976,0.88664967,0.74242663,1.1925921,1.0699209,1.0489117,1.1729566,1.1554829,1.0356125,1.101654,1.0252085,0.9752961,0.98406875,0.38818336,1.0293555,1.045568,1.1038239,1.0532309,1.2708808,0.91985583,1.1983365,1.190871,1.0398393,1.0480981,1.130128,0.96805954,1.2876732,0.91970557,1.2133408,0.0,0.9110273,0.5641278,0.94069797,0.9821212,0.90973824,1.1110685,0.9884529,1.0864526,1.109397,1.0454279,0.76017976,0.92059624,1.1284523,1.0687271,0.6789715,1.13648,1.308842,1.2351062,0.9234138,0.46092987,0.56959736,0.9807626,1.0769893,1.1272207,1.0389068,0.8242415,1.1302438,1.1793481,0.94483244,0.69917655,0.9566806,0.7253103,1.0778786,0.88484484,1.1502914,1.1383817,0.5849298,1.2988994,0.9556298,1.1772625,0.30879593,1.0614883,0.7921682,0.7830516,0.96275675,1.1584251,0.9627981,1.0356066,0.524003,0.6743173,0.9944094,0.8082805,1.2880934,1.0620341,0.9332056,1.0576286,1.0821877,0.64423764,0.7854849,1.0351354,0.9684062,0.9852708,1.1936357,0.91481966,0.6412522,1.0637454,0.99600947,1.197108
ladder,0.8444201,1.2955577,1.4241433,0.8815145,1.2939827,1.2492355,1.2718563,0.7587799,0.6714207,1.227473,0.6560996,1.348532,0.42731196,0.96906036,1.1666081,0.7885626,0.9487914,0.94991285,1.2242498,1.3774273,0.7472693,1.198519,0.8335091,1.1740524,1.1279514,1.0289818,1.0173143,1.1300244,1.1900749,0.27104044,1.0972224,0.38011122,0.9780346,1.0785068,0.92585635,1.0333757,0.62934464,1.0752076,1.3800626,0.44120437,1.209949,0.93035305,0.90828216,0.88536394,0.5439986,0.83235145,0.77984774,1.2616823,1.353321,1.081762,0.950504,1.3775901,0.78594065,1.3886364,1.1404428,1.2061647,1.197607,1.2537591,0.80882156,1.2866484,1.2634213,0.8064407,1.3235523,0.9628193,0.93102634,1.1228101,1.3080631,0.99943703,0.62608945,0.84832495,0.8885568,0.75719523,0.9110273,0.0,0.9700236,1.0318326,1.0648897,0.76697093,1.0768713,0.5489512,1.1953237,1.0103797,1.3951432,1.14221,1.3742604,1.204521,1.4292923,0.59088045,1.0882992,0.8723339,0.7950585,0.85313344,1.2851405,1.2774019,1.2157266,0.9574265,0.8069439,0.9553331,1.3114831,1.0249387,0.9119983,0.80670345,1.0849959,1.2517192,0.43450993,1.1244943,0.97559637,1.0614893,0.8977725,1.1361554,0.85041326,1.0164856,1.1487794,0.9565724,0.74829614,0.87935203,0.64812636,1.4288154,0.99638516,1.1907439,1.1778553,1.3441118,1.2126641,1.3000104,0.47771907,0.87195337,0.2822361,1.1675811,1.3982875,1.3554602,1.1129001,1.219984,1.0455711,0.81113505,0.9916139,0.8196995,0.797477,0.4612214,1.4407043,0.7265218,1.0105369
lamp,1.4798338,0.85684025,0.6545592,1.3963108,0.88230944,0.7582415,0.89203715,1.0189245,1.1286931,1.1049361,1.4709558,0.5418506,1.2843883,1.61283,0.9927299,1.4954348,1.0386336,0.9432269,0.43540108,0.4458214,1.2022963,1.0001802,0.6384476,0.5338103,1.0119796,0.4044593,0.7355225,1.2047181,0.97823536,0.87684995,0.66564786,1.0174973,1.2059119,0.58300614,1.0770427,1.06813,1.465599,1.0546997,0.48764253,1.3328652,0.38026273,1.1411998,1.4538603,0.9655261,0.6086517,0.7385829,1.3372235,1.0128038,0.82588315,1.10715,1.2859871,0.9653355,0.894858,0.8931538,0.7808713,1.0896991,0.6396028,0.9758427,1.2659283,0.93788564,1.1349902,1.4835709,0.88863266,1.3197297,1.2877312,1.3598044,0.7185968,1.0756557,1.256967,1.4789016,0.8767797,1.5303217,0.5641278,0.9700236,0.0,1.2767975,1.0851421,0.8046776,1.5140928,1.2080598,1.1316676,1.2893474,0.6577012,0.52784693,0.7469719,1.1603029,0.7582469,0.75460905,1.2022966,1.5777996,1.4465864,1.1328726,0.32167184,0.37667304,0.8284923,1.0578257,1.3437433,0.96350837,0.462651,1.2874461,1.2604892,1.2093135,0.5411894,0.7699087,0.823607,1.0779028,0.83696413,1.1204063,1.2752826,0.64059305,1.4978801,1.2690685,1.3112366,0.6594196,1.0893215,0.830761,1.2343132,0.6166304,1.2049354,0.5946607,1.0749516,0.40574872,0.35839385,0.55887884,0.8794632,1.4390545,1.2900295,0.872199,0.89087975,0.8329078,0.55240506,0.5228709,1.0202975,1.2724456,0.9593361,1.3658986,0.7870627,0.50777704,0.750569,0.84229094,1.3215249
meat,0.6974586,1.2274756,1.2000155,0.8390832,1.2083595,1.1475517,1.0010641,0.8107154,0.8911842,0.88895667,0.7714705,1.2595544,0.724402,0.73737156,1.1685684,0.5928969,0.84458876,0.9627264,1.324947,1.1670128,0.82396245,0.65802747,1.1892296,1.2646685,0.9982992,1.3168008,0.91374904,0.92212355,0.91189843,1.1192119,1.1942877,0.98395216,0.9895072,1.2256634,0.8974587,0.8851123,0.8130056,0.8734355,1.3072871,0.77067006,1.3441339,0.73220235,0.8034486,1.0540123,1.0972776,0.8803786,0.86392176,1.2457883,1.1894125,0.8941362,1.0409741,1.267211,1.091827,0.9344155,1.0296171,1.1002262,1.012667,1.0564551,0.6268846,1.3239636,1.1031888,0.7992444,1.0571873,1.0919466,0.79295033,0.9764995,1.3804681,0.90491015,0.8644467,0.8502507,1.0340434,0.8325762,0.94069797,1.0318326,1.2767975,0.0,0.8225416,1.0212535,0.7180442,0.9551571,1.1037731,0.76992214,1.2912743,1.1267928,1.2983538,1.1790572,1.1051556,0.982071,0.96152806,0.81058156,0.90359306,0.8703392,1.2190017,1.2211013,1.1362662,0.7776654,0.72658867,1.076837,1.1891927,0.9749472,0.8028939,0.7766914,1.17201,1.1189772,0.8664368,0.9134621,0.914955,0.90900475,0.95434076,1.0706977,0.92846227,0.9275147,1.0004773,0.93896616,0.95568067,1.0101368,0.8378781,1.3233612,0.8050968,1.2549858,1.054047,1.2518878,1.2535791,1.2609248,1.0427808,0.9724779,0.81456214,1.1497031,1.3127496,1.1831496,1.1710724,1.1458712,1.1250861,0.8548512,0.88866544,0.8867305,1.0381451,1.2071446,1.3535622,0.94797266,0.9467902
melon,0.73694193,1.1808474,1.1171007,0.9853601,0.82991046,0.77991056,0.6206308,0.69338065,1.019107,1.1324868,0.95127517,1.2702184,0.9266755,0.83510655,1.3167427,0.8327539,0.9620113,0.89164263,1.1696813,0.8744004,0.6662794,0.6832043,1.2706927,0.85169315,0.88472575,1.1138631,1.0573051,0.9718437,1.2594426,1.0694523,0.8619846,1.0687977,1.2099397,1.0598023,1.0612532,0.9685451,0.9620783,0.85524815,1.2689846,0.8897911,1.0014027,0.7885773,0.98714745,0.8900429,1.136223,1.1203319,0.9224733,1.1995006,0.8742887,1.1180736,1.0290033,1.2599903,1.0924196,0.9994469,0.8945596,1.0554926,1.1530074,0.8435237,0.9190043,1.3109759,0.9528924,0.9183045,0.8644364,1.1498356,0.69626915,1.0224935,1.2723651,1.1864252,0.82520926,0.9243475,0.6415816,1.0289224,0.9821212,1.0648897,1.0851421,0.8225416,0.0,0.76982945,0.70483524,1.0209968,1.0590551,0.76165974,1.3395748,0.94727355,1.2690814,1.1793905,0.9401873,0.99726385,1.0986526,0.90357107,1.1389872,0.9605053,1.2693253,1.2870803,1.0237321,0.7620675,1.0088755,1.0016745,0.84798926,1.0219508,0.77330315,0.73828006,0.8610267,1.2128967,0.926153,1.0810213,0.7352122,1.0836264,1.0083075,0.96135855,1.069282,0.8370272,1.1539962,0.806895,1.0813336,0.84410906,0.8391115,1.3339318,1.1592345,0.98455834,0.88503283,1.0376468,1.1391114,1.2108763,0.9797634,1.0852654,0.9148698,0.6444995,1.2928413,1.3341331,1.2124394,0.9838033,0.71104527,0.63347566,1.0168865,0.9798989,1.0311002,1.1943837,1.3363837,1.0049701,1.1798106
milk,1.0142813,1.1628189,1.2148541,1.0995601,1.0920185,1.0047759,1.016678,0.5735049,0.84772855,1.1874954,1.0615989,1.2301538,0.9853764,1.0839425,1.2686625,1.0812508,0.97640395,0.84863704,0.74705803,0.86818004,0.6865642,0.97038746,0.98261756,0.6850829,1.103589,0.79775023,0.9826388,1.1885607,1.2178793,0.82077146,0.91291285,0.798072,1.0966549,0.75431335,1.0454441,1.0245537,1.0384417,1.0405551,1.1857045,0.90109205,0.73778063,0.8701525,1.184104,0.8749918,0.71004015,1.0279332,0.9503794,1.1804453,1.0270281,1.1477289,1.0501552,1.276861,0.923178,1.2661916,0.979648,1.1022279,1.0905489,1.1821538,0.73637784,1.295267,1.157467,1.1012934,0.8385478,1.0827279,0.98358995,1.1381958,1.2044029,1.1787822,0.98851556,1.0872217,0.42617464,1.1325427,0.90973824,0.76697093,0.8046776,1.0212535,0.76982945,0.0,1.0463817,0.9061753,1.1441133,1.0536978,1.2657673,0.7706134,1.171481,1.2178988,1.148632,0.7633179,1.095675,1.1218941,1.1688998,0.90495956,1.1316321,1.1452833,1.0868002,0.9648174,1.0739493,0.92952853,0.8422428,1.0977724,1.0769278,0.8695617,0.80478084,1.0988086,0.5659807,1.1195176,0.8415093,1.1138874,0.9752571,1.0327795,1.1227844,0.999992,1.2349446,0.84665185,1.0102984,0.6152556,0.8381129,1.2915859,1.1894873,0.46751356,0.9947178,1.0081688,0.9231345,1.109399,0.7749662,1.1085384,0.8079048,0.8145641,1.2609481,1.303448,0.9339422,0.8324096,0.95100164,0.82509977,0.9384722,1.1209401,0.75717294,0.7580161,1.2937238,0.8888122,1.2518377
mitten,0.7334398,1.0869404,1.3522389,0.49460948,0.94063365,1.1662582,0.97578186,0.89241004,0.9576735,1.1019572,0.85932004,1.4013155,0.8651641,0.56262517,1.2589586,0.7102958,1.0353659,1.0430491,1.403666,1.3716285,0.80834275,0.85817647,1.3058075,1.2242242,0.97890675,1.373158,1.3195556,0.7524544,1.17044,1.0735502,1.1408094,1.0778178,0.8375293,1.2095071,0.921197,1.0213026,0.8135047,0.8747538,1.3835317,0.8484256,1.3884557,0.95167077,0.6798005,0.92971075,1.3259854,1.2017877,0.82588124,0.90217066,1.0273877,1.0432572,0.97669035,0.86266845,1.2829287,1.0797561,1.0116316,0.76746047,1.1009023,1.0161641,0.8101996,1.1387513,0.40156066,0.88121843,0.8943625,0.90854186,0.77360415,0.40794927,1.2066914,1.0050015,0.67958355,0.6474936,0.9763636,0.6948487,1.1110685,1.0768713,1.5140928,0.7180442,0.70483524,1.0463817,0.0,0.9917804,0.8372624,0.6858001,1.3302956,1.1216203,1.1039864,0.84750164,1.1788805,1.1654143,0.9669732,0.63968503,0.74023753,0.8480532,1.4442377,1.3788161,1.2175794,0.84973985,0.8467782,1.0225242,1.3384011,0.8353994,0.73074627,0.6807978,1.2554692,1.1736346,1.1464856,1.083388,0.97457844,1.0206791,0.91962814,1.0479957,0.7187881,0.62607825,0.70167935,0.97444266,1.0057195,1.0601782,0.63165647,1.2782081,1.1598725,1.272726,0.6035814,1.2564285,1.4578001,1.3544569,1.0950676,0.79394686,0.86198413,0.9827852,0.9852756,1.1707214,1.1105543,1.1389408,0.92975956,0.7435343,1.1169162,0.9641839,1.3387029,1.3082099,1.1681114,1.1732763,1.0290418
motorcycle,0.7930952,1.308771,1.3248612,0.92617697,1.1668347,1.1757362,1.200958,0.9440457,0.79915124,1.0545954,0.76258886,1.2410662,0.67149985,0.9030574,1.0368888,0.8426129,0.9092978,1.0607642,1.2124399,1.334831,0.91519845,1.174715,1.0275542,1.2991096,1.0618758,1.1309779,0.7840765,1.1809356,1.0278871,0.7073209,1.0564337,0.570829,0.9186707,1.0443282,0.9493937,1.1111788,0.77067333,1.0790598,1.3555396,0.49156547,1.2597789,0.8531965,0.7817223,0.97741336,0.81900024,1.0330133,0.82612085,1.2350109,1.3089583,1.1367569,0.8175959,1.3325083,0.87926435,1.250324,1.1335633,1.1563098,1.2123641,1.1448226,0.79629105,1.220784,1.2039822,0.8302541,1.3059347,0.8595587,1.0022393,1.0618236,1.2204059,1.0530771,0.6127567,0.8545257,1.0470631,0.75623035,0.9884529,0.5489512,1.2080598,0.9551571,1.0209968,0.9061753,0.9917804,0.0,1.1335032,0.97403467,1.3182478,1.2491534,1.3277665,1.1543332,1.3299975,0.7558727,0.9872309,0.89172626,0.7422449,0.9107584,1.2869482,1.3335478,1.1719798,1.0467861,0.8234932,0.9030703,1.330306,0.93092334,0.9722853,0.72126156,1.0153402,1.13047,0.69771445,1.1123763,0.96191573,1.1332471,0.82276094,1.16069,0.8593136,0.8278856,1.0716069,0.9623574,0.8953175,0.913781,0.7917961,1.306284,0.76150095,1.1775618,1.2219326,1.1869978,1.2563665,1.25101,0.37865138,0.84389305,0.63161814,1.1820574,1.337265,1.3359313,1.253194,1.292309,1.06438,0.9382912,1.0175861,0.7333293,0.7878424,0.7020203,1.3346833,0.89712954,0.9742406
mouth,1.169087,0.790588,0.9843568,0.94646937,0.95741844,1.0950944,0.9475249,1.172714,1.1019664,1.0924041,1.129651,1.0865489,1.1893318,0.8788701,1.1069676,1.143911,1.0079548,1.1315635,1.1344123,1.098333,1.1200285,1.0341103,1.0790446,1.0945232,1.0170794,1.1564603,1.2007211,0.8475586,1.1092443,1.2084135,1.0695236,1.1718972,0.6989422,1.126798,1.0101504,1.0525879,1.1020188,0.8845935,0.9879722,1.182543,1.1366982,1.138403,1.1274747,1.1322763,1.1744187,1.1102588,1.0526334,0.48965788,0.85386765,1.0999165,0.8383951,0.5781633,1.0922443,0.98546237,1.1505435,0.79512197,0.96761674,1.0118407,1.0389941,0.6184172,0.87873846,1.1519039,0.86999494,0.77417827,1.0343144,0.66282326,0.8947871,1.0761847,1.0092876,1.0684863,1.1168677,1.0269009,1.0864526,1.1953237,1.1316676,1.1037731,1.0590551,1.1441133,0.8372624,1.1335032,0.0,0.9287312,0.8551285,1.1930768,0.6706405,0.49137235,0.9640835,1.1714562,0.9419763,0.94789463,0.99697083,1.1160349,1.0364103,0.9924636,1.0245101,1.1759002,0.98641044,1.1333532,1.1252062,0.95362073,0.9705068,1.1308204,1.1409396,0.9108311,1.2349322,1.0896605,1.1241778,1.0623156,0.8451601,0.99983627,0.8793441,0.86725795,0.8878123,1.091884,1.0625666,1.0938514,1.0100225,0.8975439,1.1665397,1.0944691,0.8416115,1.0338453,1.0859158,1.0547438,1.2317901,0.90015763,1.1832082,1.0300571,0.63431436,0.5146888,1.0122707,1.1704198,1.0633335,1.0459597,1.0622016,1.0867932,1.1659527,1.2279503,0.79928637,1.11948,1.0428646
muffin,0.9447029,1.0232217,1.0900381,0.83803284,0.9585804,1.0838277,0.94104725,1.0389626,1.0281397,1.115539,1.0278196,1.102401,0.8751637,0.8362746,1.1808113,0.9089122,1.0264179,1.0428,1.2617819,1.0431706,0.92239165,0.70878375,0.9619637,1.0995924,0.9811312,1.1220658,1.176206,0.9038483,1.063055,0.98017997,1.1074497,1.0288148,0.7281129,1.1901159,0.97595984,0.8789857,0.9851605,0.61923766,1.189867,0.9719896,1.1748064,0.8999667,0.84215444,1.047439,1.1678,0.868916,0.9564519,0.95062613,0.9599458,1.210895,0.98760843,0.95443547,1.2271456,0.95127,1.0219307,1.0475708,1.1025985,0.9370131,0.92486006,0.9617291,0.90626174,0.9193702,0.979507,0.92690474,0.7997906,0.8314806,1.0547966,1.1254596,0.74052644,0.9257005,0.9253887,0.9289753,1.109397,1.0103797,1.2893474,0.76992214,0.76165974,1.0536978,0.6858001,0.97403467,0.9287312,0.0,1.1470748,1.1719261,1.0328523,0.8770208,0.94428074,0.9819916,1.0556668,0.95774674,0.8309938,0.91891694,1.2276206,1.2054622,0.93497133,0.99511266,0.65079224,0.8599997,1.0437338,1.0357927,0.7972596,0.83135104,1.1734309,0.93171376,1.0764575,1.0632902,1.1114724,1.174668,1.0438997,1.1351254,0.95243174,0.98831743,0.8575821,1.1203743,1.0487932,1.0676492,0.90771896,1.0834589,1.1110843,1.1407744,1.0560448,1.131598,1.1585652,1.1400679,1.1487764,0.96302426,0.8607967,0.96723145,1.0455332,1.0139052,1.2338353,1.2012687,1.0317073,0.89582074,0.96375173,0.9066268,1.2584054,1.1634839,1.0810039,1.0764438,1.0088648
nail,1.5021762,0.4639963,0.15533602,1.3601229,0.62965715,0.7035992,0.87922883,1.348727,1.3997236,1.0032352,1.4260827,0.55900407,1.5190724,1.4341726,0.67756844,1.45522,1.200137,1.0975504,0.32973397,0.45554876,1.4237716,1.0916958,0.85943455,0.64584184,1.0253147,0.6867255,0.865887,1.0711182,0.98621696,1.2199892,0.9437094,1.3639901,0.9921776,0.7282213,1.2489678,1.0339227,1.4375725,1.0794733,0.22758114,1.4948701,0.4139589,1.2529203,1.3158004,0.9959989,1.1786504,1.0298901,1.3568803,0.6917701,0.4992053,1.1273465,1.1753521,0.50277686,1.0458282,0.69779253,0.7593709,0.9650384,0.81922716,0.9028584,1.3367679,0.44001263,0.87196916,1.371318,0.69298327,1.0862678,1.3086803,1.1200575,0.34156466,1.0971775,1.4544224,1.423461,1.1384501,1.4606595,1.0454279,1.3951432,0.6577012,1.2912743,1.3395748,1.2657673,1.3302956,1.3182478,0.8551285,1.1470748,0.0,0.84657294,0.5282998,0.7060875,0.43125975,1.2665346,1.0671877,1.4579918,1.3438283,1.3192639,0.38932073,0.30070758,0.9308471,1.215744,1.1731813,0.9610118,0.57581407,1.1527723,1.2563617,1.3573599,0.79030496,0.7154239,1.3637495,1.0900067,1.0416733,0.9905455,1.191415,0.8057498,1.3923564,1.2181484,1.0381489,1.1173546,1.2802541,1.2038269,1.3791051,0.20850033,1.1921971,0.60950655,1.0326886,0.5690626,0.51280737,0.25708842,1.3003573,1.3366235,1.5134883,0.98783356,0.35206962,0.28964782,0.514844,0.73720706,0.97563267,1.4027684,1.1274518,1.1540513,1.0912386,1.027861,0.17423314,1.2444274,1.1920185
napkin,1.3217943,0.82053554,0.8483085,1.27058,0.8857452,0.7937182,0.86471623,0.8241765,1.2886791,1.1640879,1.3263187,0.6427537,1.1758497,1.3233906,1.0243514,1.1964141,1.0030854,0.7964947,0.5598384,0.6154629,0.9682565,0.9058167,0.78745157,0.49670857,0.984958,0.40901077,0.85455793,0.98168963,1.1818604,0.7888044,0.838444,1.0443664,1.0987345,0.71961224,1.0302796,0.90084416,1.3189745,0.9394575,0.6866121,1.228288,0.46735823,1.0375898,1.2793427,0.7806666,0.9191329,0.8158784,1.160168,0.9718152,0.77737194,1.1219745,1.4040222,0.9036149,1.1788224,0.8233028,0.7201337,0.938621,0.69660056,0.98132896,1.3066311,1.0642505,0.7192818,1.445606,0.6440053,1.4185781,1.2262157,1.219014,0.8081785,1.1847687,1.27741,1.1482631,0.7848804,1.2999012,0.76017976,1.14221,0.52784693,1.1267928,0.94727355,0.7706134,1.1216203,1.2491534,1.1930768,1.1719261,0.84657294,0.0,0.78338045,1.1556909,0.89202744,0.8862875,1.083302,1.361506,1.2352632,0.91386276,0.60855865,0.64906293,0.87359005,0.7061889,1.3544406,0.98355216,0.56638896,1.3186907,1.3343604,0.8864461,0.5785972,0.8834853,0.8880838,1.1593363,0.7798521,0.92371494,1.2996749,0.70053715,1.381634,1.0780206,0.991541,0.7464148,1.250663,0.97186327,1.2211185,0.691915,1.289687,0.6119261,0.66005707,0.597753,0.53567255,0.72227836,0.8445862,1.3823217,1.2929542,0.83257693,0.85494167,0.98005825,0.7436587,0.038575113,0.9770304,1.2030613,1.1170695,1.3999937,0.8982881,0.67339534,0.8636456,1.1418071,1.2634482
necklace,1.5465915,0.46335578,0.64608115,1.238822,0.901704,0.85136867,0.8629752,1.3459351,1.504343,1.1164556,1.5634255,0.4828462,1.5198162,1.157909,0.8735193,1.4867184,1.0986624,1.0909312,0.7352048,0.7804426,1.4051027,0.9897029,0.6031749,0.76664054,0.9202062,0.6896421,1.124883,0.7454928,0.9751597,1.1150607,1.0581789,1.3513877,0.688216,0.8298351,1.1221514,0.99345607,1.5516486,0.96333367,0.52231216,1.5413046,0.7501203,1.3337834,1.1912789,0.90350026,1.1944423,0.9090942,1.2354629,0.3926369,0.7009597,1.1637663,1.2239486,0.3406893,1.17343,0.65781724,0.92646635,0.7297887,0.5779219,0.7633376,1.3523084,0.38148522,0.57857764,1.5028684,0.7824518,1.0050603,1.2181913,0.8526015,0.42728603,1.0138135,1.3059608,1.2442307,1.0032053,1.3146158,0.92059624,1.3742604,0.7469719,1.2983538,1.2690814,1.171481,1.1039864,1.3277665,0.6706405,1.0328523,0.5282998,0.78338045,0.0,0.50562227,0.7310556,1.2813796,0.8600714,1.3178577,1.1165752,1.2666023,0.53245884,0.5527755,0.75984085,1.1320585,1.0376438,0.847635,0.81722283,1.140712,1.2151119,1.1677865,0.93921965,0.67616665,1.4346135,1.1560137,1.0325072,0.9369653,1.1010801,0.63233554,1.2022578,0.9830204,0.6903541,1.0597948,1.3670065,1.3396269,1.3607107,0.34962296,1.3627596,0.78122026,0.67497164,0.56904745,0.68377084,0.68819493,1.11849,1.2150868,1.5698925,0.9560225,0.3441658,0.4661783,0.7290796,0.7690363,1.0779144,1.3600869,1.2071395,1.3425348,1.2394724,0.9052901,0.39796394,1.320166,1.096015
