,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
spoon,1.4560273,0.75504386,0.56528294,1.419271,0.7194909,0.70531297,0.7686968,1.085019,1.2985104,1.0472498,1.6019924,0.37270284,1.4461787,1.6067805,0.9073175,1.5651215,1.0573235,0.97741604,0.46920764,0.3411671,1.2470217,0.9038691,0.64420354,0.5285337,0.9290934,0.4825294,0.8224385,1.09874,1.0074301,1.1000372,0.7751602,1.2793148,1.043833,0.64868104,1.0147308,1.109777,1.6005955,0.9146508,0.36554283,1.4424759,0.39844,1.1505312,1.3507608,0.995204,1.0602579,0.79574186,1.4486068,0.87909245,0.6273693,1.1960328,1.3484467,0.7069521,1.0906183,0.62020725,0.76443225,0.9807703,0.42670858,0.81289655,1.3476948,0.8117444,0.82267815,1.4803835,0.7016042,1.3228858,1.3453827,1.1770445,0.6100155,1.1634243,1.2866912,1.502641,0.92607635,1.5385345,0.524003,1.3441118,0.40574872,1.2518878,1.0376468,1.0081688,1.2564285,1.1869978,1.0338453,1.131598,0.5690626,0.597753,0.56904745,1.0589743,0.65544367,0.9606012,1.1785123,1.6247172,1.4134341,1.2179964,0.28253692,0.34293842,0.705893,1.137512,1.3148165,0.91067183,0.3995455,1.2202758,1.3032398,1.1046818,0.58629763,0.66519225,1.1541622,1.1375957,0.92734873,1.1875056,1.3229687,0.44938064,1.5906637,0.9774952,1.1220814,0.5578983,1.3007195,0.84983665,1.2403219,0.34883428,1.2291003,0.61661476,0.962201,0.0,0.43092155,0.52862346,0.9860828,1.5310513,1.4981252,0.7186037,0.69573987,0.68180263,0.56287736,0.5573808,0.92018867,1.2337747,1.1737226,1.3433149,0.9697408,0.71768576,0.54534173,1.263597,1.2745798
sprinkler,1.4475895,0.7106353,0.5134738,1.3829381,0.77497494,0.75238806,0.9173408,1.0750083,1.2922794,1.0840064,1.4560888,0.48592842,1.3913821,1.521569,0.94154185,1.472905,1.0478705,0.94338953,0.37104416,0.42468154,1.1836712,0.9911175,0.65791637,0.5528455,1.0463625,0.41566044,0.7815427,1.1055993,0.96343905,1.068417,0.7954737,1.1390526,1.1085211,0.7293385,1.0924007,1.0407282,1.4570072,1.0098348,0.4172927,1.4111886,0.39576644,1.1734658,1.3624214,0.95161194,0.8602721,0.7893269,1.301288,0.935908,0.7553627,1.1793829,1.3058126,0.8094703,1.0369982,0.7676612,0.7206224,1.023268,0.6373904,0.92492855,1.2945087,0.88781357,1.014628,1.3947756,0.7567834,1.3061218,1.3180628,1.2768719,0.6801899,1.1736418,1.3190268,1.4322207,0.9657844,1.4888663,0.6743173,1.2126641,0.35839385,1.2535791,1.1391114,0.9231345,1.4578001,1.2563665,1.0859158,1.1585652,0.51280737,0.53567255,0.68377084,1.0662539,0.69059485,0.85361266,1.1376326,1.5173485,1.4430861,1.1700525,0.36961436,0.42632616,0.74159986,1.070573,1.2695948,0.8815031,0.49197423,1.2696457,1.3935485,1.2384759,0.60628426,0.6129992,1.019797,1.1592399,0.8450879,1.0783038,1.2627329,0.7252292,1.4855218,1.2083515,1.1646787,0.7953752,1.2269037,0.95338446,1.3536708,0.4531905,1.2261652,0.5532025,1.017515,0.43092155,0.0,0.36490035,1.0170298,1.4227649,1.4107034,0.8779653,0.74039745,0.6721577,0.5668678,0.49927145,0.97884727,1.2822216,1.0037284,1.3338482,0.92168546,0.7017008,0.5453864,1.0101715,1.3011774
strawberry,1.411794,0.6749257,0.33323395,1.380121,0.66836363,0.73036623,0.9083899,1.132428,1.3685668,1.0626254,1.3393742,0.5485031,1.4162326,1.4647679,0.87074673,1.366159,1.1452057,0.98460394,0.29908544,0.45231336,1.2201815,1.0826602,0.8282265,0.62087494,1.0288184,0.54836965,0.85286885,1.1703311,0.9629655,1.1055741,0.85193247,1.2809316,1.1342088,0.6269627,1.2303679,1.040237,1.3717629,1.0895914,0.34262818,1.3895613,0.3711337,1.2376004,1.2752237,0.9067416,1.0506182,0.9895652,1.3293741,0.9510827,0.69611585,1.1209775,1.2036717,0.7212682,0.9382571,0.8380791,0.79779303,1.0303061,0.902148,0.92447984,1.3420308,0.6949668,0.94439054,1.3095113,0.74745864,1.1963494,1.264309,1.2724028,0.46726108,1.102231,1.4301207,1.3526052,1.0230267,1.452771,0.9944094,1.3000104,0.55887884,1.2609248,1.2108763,1.109399,1.3544569,1.25101,1.0547438,1.1400679,0.25708842,0.72227836,0.68819493,1.0083492,0.5877497,1.111949,1.1541418,1.4382006,1.4035538,1.2330421,0.4683454,0.42423975,0.88728595,1.1472813,1.2432377,0.9827559,0.5113423,1.1364877,1.2716634,1.2561667,0.6064532,0.84678066,1.1847391,1.1205354,0.9981553,1.0481174,1.2211801,0.79227924,1.4417748,1.146116,1.2114356,0.9871947,1.2685425,1.0849246,1.4075322,0.3149613,1.199755,0.56140864,1.0686269,0.52862346,0.36490035,0.0,1.1234521,1.347259,1.3886412,0.8971228,0.6208879,0.5632211,0.5669186,0.60219586,0.8918129,1.2774202,1.0357498,1.2185925,0.9311591,0.85730237,0.34547806,1.1226538,1.2629573
stroller,1.0074809,1.2232904,1.2966621,1.0813271,1.1648164,1.0117235,1.1103413,0.7884277,1.0352353,1.1503808,0.9301728,1.0996634,0.762572,1.075192,1.159139,0.97258836,0.9224745,0.96795094,1.0230882,1.1721402,0.8596464,1.0881065,0.8519267,1.0107844,1.0367854,0.7929889,0.8118082,1.1742873,1.1566188,0.44731915,1.0071406,0.6454584,1.0619661,0.8461144,1.0311228,1.0424525,0.9287744,1.1337278,1.2262752,0.52754855,1.0044981,0.9682395,0.88334566,0.684243,0.7069291,0.92109925,0.8573974,1.2229929,1.2444609,1.1642921,1.0309371,1.2987967,0.8751775,1.2417717,1.034183,1.0829215,1.0040404,1.1049374,1.0150524,1.2114668,1.0197945,1.1011332,1.1954854,1.0530128,1.1032898,1.1746657,1.0558587,1.0033343,0.7698078,0.93875474,0.8539629,0.96590734,0.8082805,0.47771907,0.8794632,1.0427808,0.9797634,0.7749662,1.0950676,0.37865138,1.2317901,1.1487764,1.3003573,0.8445862,1.11849,1.2179871,1.3161517,0.7052772,1.0394386,1.0294236,0.9511163,1.0220516,1.1021725,1.1688628,1.184128,0.896664,1.0096943,0.91349506,1.1345665,1.0366172,1.1397585,0.57034785,0.7147385,1.1709641,0.63217634,1.205997,0.739041,1.0656848,0.92616,0.8870986,1.0152923,0.8086808,1.1440748,0.78966,1.0742244,0.9676084,0.91978,1.1603849,1.065679,0.99535996,0.98650163,0.9860828,1.0170298,1.1234521,0.0,0.99250877,0.7762352,1.0642667,1.2868865,1.3818295,1.0940764,0.91270405,0.92022616,0.9669483,1.0623481,1.0733026,0.68481505,0.34317482,1.2868742,0.94043285,1.1403551
sweater,0.71501434,1.1367116,1.3705208,0.48131317,1.2636178,1.3709593,1.2951859,1.1308075,0.7256319,0.98692095,0.5333146,1.3828104,0.70150876,0.38429868,0.98692155,0.6414987,1.041266,1.1949718,1.4333427,1.5530915,1.0315541,1.1458659,1.2944946,1.5189388,1.1259272,1.3934581,1.2092091,0.904521,0.8868723,1.032056,1.2036318,0.83024925,0.9314988,1.2495852,1.0059204,1.0008973,0.47519732,1.2136782,1.4994155,0.7095434,1.5124228,0.95375985,0.70647883,1.1597595,0.97000635,1.2603936,0.50678205,1.0147084,1.3191344,0.8166102,0.5465913,1.1502727,1.0510375,1.3824904,1.408009,0.9620867,1.3443313,1.3211002,0.78844756,1.0365107,1.1196879,0.7093054,1.4510683,0.49885964,0.85355383,0.7339613,1.2056068,0.76539713,0.8432883,0.43590546,1.2241777,0.38981277,1.2880934,0.87195337,1.4390545,0.9724779,1.0852654,1.1085384,0.79394686,0.84389305,0.90015763,0.96302426,1.3366235,1.3823217,1.2150868,0.9210967,1.294788,1.0201603,0.8198238,0.28550583,0.46815515,0.8417686,1.5069443,1.4783946,1.1784621,1.0206343,0.9827012,1.2148509,1.5548756,0.6733255,0.8232968,0.96176875,1.3601325,1.2468948,0.95051044,0.90209377,1.2198505,0.89204454,0.5586307,1.4487083,0.08077049,1.0047829,0.7870498,1.25746,0.7807164,1.0481117,0.80931056,1.4459542,0.797241,1.3628542,1.0382473,1.5310513,1.4227649,1.347259,0.99250877,0.0,0.6672711,1.2924731,1.1710278,1.2442673,1.3254578,1.3899106,1.2757158,0.95615155,0.9748316,0.82186043,1.0772291,1.2358203,1.3172823,0.85889137,0.59701854
table,0.5699518,1.4201372,1.5250969,0.64978343,1.3152447,1.381499,1.3157723,0.66352254,0.48619652,1.1192545,0.40160823,1.5252414,0.26575243,0.6791967,1.2255744,0.51369536,0.896787,0.8958206,1.4343886,1.4316026,0.5532074,1.1045195,1.16916,1.3966949,1.1858078,1.3419479,1.1315637,1.1236844,1.1087543,0.44448006,1.1168163,0.56303704,1.0436003,1.2412261,0.92364115,1.0771656,0.39447218,1.0705361,1.5761843,0.3532533,1.4067822,0.7799456,0.7792996,1.070045,0.7618866,0.9374311,0.7039816,1.3608422,1.3947172,0.9842935,0.8074073,1.4687382,0.8790795,1.4527142,1.2773037,1.2237647,1.351456,1.3550422,0.621451,1.3940835,1.3236871,0.49699736,1.3221956,0.88185716,0.774205,0.9625042,1.5150143,0.99419993,0.59525985,0.69233185,0.96765053,0.5704038,1.0620341,0.2822361,1.2900295,0.81456214,0.9148698,0.8079048,0.86198413,0.63161814,1.1832082,0.8607967,1.5134883,1.2929542,1.5698925,1.2354214,1.4916189,0.68313444,1.0916464,0.6008116,0.74244756,0.62167436,1.520853,1.4898441,1.2531748,0.9228653,0.74141586,1.1763505,1.3578007,0.9032641,0.76752687,0.79190475,1.2219725,1.3093115,0.50108147,0.9832568,1.1121035,1.0122734,0.79852945,1.3406998,0.6511005,0.98681474,1.1445999,1.0391967,0.64480734,0.7316383,0.5749978,1.6185557,0.7810714,1.3455663,1.2368596,1.4981252,1.4107034,1.3886412,0.7762352,0.6672711,0.0,1.1621064,1.5296981,1.4363297,1.2946944,1.3526665,1.0569736,0.55822766,0.92183435,0.7488231,0.89130336,0.9333723,1.5612545,0.72038615,0.9088421
tape,1.1257697,1.0658177,0.88912046,1.2497168,0.6286108,0.5712191,0.68150187,0.7019328,1.2033294,1.0853628,1.2837683,0.97433066,1.2717705,1.2488989,1.2153319,1.2413381,0.95441824,0.69803697,0.7755425,0.56993276,0.65739113,1.0087072,1.0327815,0.47004414,0.7723026,0.85141146,1.0235791,1.1130354,1.3249471,0.99889225,0.64792806,1.2416165,1.161521,0.7018486,1.0665727,1.0833654,1.262101,0.8394552,0.8160652,1.1554998,0.5920193,1.0005101,1.3220365,0.805409,1.2098234,1.012057,1.237651,1.1048082,0.6086912,1.1484323,1.1390718,1.0037377,1.1005406,0.9959632,0.76730496,1.0584084,0.8972537,0.67672884,1.1255162,1.0823015,0.9574576,1.1242524,0.5222039,1.3092465,0.99086225,1.1232967,0.95993054,1.1828984,1.088755,1.1391059,0.58168185,1.3539569,0.9332056,1.1675811,0.872199,1.1497031,0.6444995,0.8145641,0.9827852,1.1820574,1.0300571,0.96723145,0.98783356,0.83257693,0.9560225,1.1596488,0.8724147,1.0337933,1.1395164,1.2871414,1.3890791,0.9977933,0.89532113,0.8801016,0.97067386,1.1069229,1.12145,0.93865556,0.5053227,1.1956115,0.99941933,0.8498436,0.60234624,1.0162836,1.1079587,1.0528663,0.8809687,1.1791277,1.1894474,0.603845,1.3414524,0.8986634,1.230567,0.8077184,1.1853968,0.94637877,1.1270306,0.9186746,1.2622459,0.6267731,0.98222244,0.7186037,0.8779653,0.8971228,1.0642667,1.2924731,1.1621064,0.0,1.068167,1.0566485,0.9334159,0.8205489,0.47924066,0.69101465,1.1090475,1.1361417,0.9795257,1.0359864,0.957022,1.2518806,1.2204409
toe,1.5100403,0.3265115,0.52263045,1.0276505,0.75912094,0.88589656,0.8823489,1.4417573,1.4093205,1.1674862,1.4222412,0.63253444,1.4504118,1.2169163,0.8212527,1.4319278,1.2147613,1.2013475,0.7350544,0.7967652,1.4608545,0.97790176,0.7857054,0.77227545,1.0432417,0.7932392,1.1672827,0.65362793,1.078049,1.1458215,1.1154467,1.3360939,0.72185653,0.89839655,1.2109344,0.9633798,1.3861157,0.9662872,0.52624255,1.5245433,0.75946087,1.3230875,1.1603626,0.9579467,1.2042047,0.9818438,1.235537,0.3838848,0.50008905,1.1983922,1.1059937,0.0883593,1.1589558,0.7190216,0.9909145,0.49669087,0.7032107,0.9204552,1.3614243,0.39392257,0.56460726,1.4205513,0.79053605,0.9211273,1.2930543,0.5829751,0.42971843,1.1463684,1.3797908,1.3639423,1.1344466,1.2147356,1.0576286,1.3982875,0.89087975,1.3127496,1.2928413,1.2609481,0.9852756,1.337265,0.63431436,1.0455332,0.35206962,0.85494167,0.3441658,0.40862882,0.65151983,1.342446,0.9070501,1.296014,1.0245914,1.2907946,0.61561835,0.57450867,0.8406812,1.1263973,1.0910186,0.9634753,0.86517155,1.1111727,1.2047558,1.3253841,1.0105791,0.7260173,1.4562343,1.1489569,1.0712612,0.9186984,1.1413507,0.8841303,1.1799998,1.0685225,0.69914496,1.1824054,1.2971601,1.289943,1.2873561,0.33433294,1.3118914,0.8192337,0.58982146,0.69573987,0.74039745,0.6208879,1.2868865,1.1710278,1.5296981,1.068167,0.0,0.37213856,0.7332921,0.81818813,1.0948988,1.4229448,1.2187375,1.1886665,1.2505698,1.0676093,0.3701955,1.3381329,1.112702
tooth,1.4550819,0.4779445,0.38324893,1.2542245,0.82594657,0.94559604,0.87781954,1.3606906,1.2876332,1.0503001,1.3945978,0.51315814,1.41069,1.2747641,0.70696515,1.3915484,1.1744348,1.1628101,0.64448994,0.6238856,1.3874376,1.0712202,0.72893524,0.8068091,1.0149877,0.7962814,1.0197043,0.85213006,0.9300233,1.2072439,1.1364689,1.2997632,0.6921674,1.0052798,1.0532296,1.007645,1.3810778,0.8850485,0.38305366,1.4595401,0.7054928,1.1544375,1.2436339,1.1709118,1.1986057,0.8642578,1.3329293,0.6245707,0.6748214,1.1212136,1.1894813,0.39867306,1.0846529,0.5842056,0.90886664,0.9529077,0.7345143,0.8892365,1.2954648,0.49424994,0.84311306,1.2892965,0.6794813,1.0518407,1.2244211,0.95257616,0.6030879,1.0741663,1.3127598,1.3378824,1.2147613,1.2961953,1.0821877,1.3554602,0.8329078,1.1831496,1.3341331,1.303448,1.1707214,1.3359313,0.5146888,1.0139052,0.28964782,0.98005825,0.4661783,0.66162276,0.62689453,1.285553,1.0444322,1.3491828,1.1595888,1.2816179,0.50332373,0.44337916,0.75387025,1.1784451,0.99925756,0.9410816,0.7594952,1.1232746,1.1271569,1.3307147,1.0763859,0.6818968,1.4064143,1.1108601,1.2004348,1.0067397,1.1440578,0.84848106,1.271727,1.1592033,0.8583794,1.2057356,1.186567,1.1988695,1.2782269,0.2936126,1.1659414,0.7936568,0.93246233,0.68180263,0.6721577,0.5632211,1.3818295,1.2442673,1.4363297,1.0566485,0.37213856,0.0,0.6402073,0.8987083,1.099556,1.3293169,1.1241329,1.1163975,1.2462517,1.1295502,0.31553316,1.2333733,1.0947533
toothbrush,1.3410403,0.78962374,0.5394162,1.1505033,0.8921694,0.86122394,0.8553604,1.0031621,1.1880739,1.1256043,1.406305,0.7004745,1.4049246,1.3686143,0.9651044,1.4253801,1.1067456,0.87884456,0.31927466,0.5617359,1.1145864,1.1363184,0.67515635,0.5826855,1.0904804,0.6053618,0.90817106,1.071936,1.1372625,1.0904725,0.94661605,1.2008992,1.0722415,0.71438265,1.0503844,1.0863321,1.3837119,1.0244349,0.3162856,1.3302581,0.45914686,1.2777351,1.4010878,1.0159832,1.0361001,1.0003232,1.2677822,0.94954586,0.8634426,1.1285383,1.2868354,0.72695506,1.0827101,0.8379128,0.7281343,1.0098809,0.6315305,0.9891781,1.0984397,0.8395802,0.8335319,1.2735386,0.6050241,1.2658613,1.187493,1.0121473,0.76219666,1.0772526,1.1846069,1.251467,0.90502024,1.3632779,0.64423764,1.1129001,0.55240506,1.1710724,1.2124394,0.9339422,1.1105543,1.253194,1.0122707,1.2338353,0.514844,0.7436587,0.7290796,1.0832317,0.74816656,1.0945418,1.2675364,1.3601267,1.345691,1.0544381,0.36133993,0.2968263,0.88317895,1.19699,1.131412,0.86603427,0.5960545,1.2116475,1.1982265,1.1972585,0.8344534,0.9945632,1.072778,1.1428149,0.99419,1.12679,1.1843537,0.568871,1.3442551,1.116998,1.0612361,0.7251889,1.1707946,0.9939303,0.9348208,0.55725884,1.2919323,0.5937284,1.0038155,0.56287736,0.5668678,0.5669186,1.0940764,1.3254578,1.2946944,0.9334159,0.7332921,0.6402073,0.0,0.6616636,0.8683732,1.0966576,1.0834614,1.234272,1.0433408,0.6959031,0.49413323,1.151901,1.2923347
towel,1.3364885,0.77994543,0.74977106,1.302896,0.834988,0.75943434,0.8659224,0.82917315,1.3447888,1.1668838,1.3437797,0.5934889,1.2412306,1.3579108,0.9683603,1.2070779,1.0121351,0.7756358,0.4485547,0.5637292,0.96752113,0.92305356,0.80167866,0.46718192,0.99734396,0.37922478,0.85432494,0.9691638,1.1733544,0.8557728,0.8214655,1.0887465,1.0967882,0.66558325,1.0417188,0.91150117,1.3418875,0.9484637,0.5586057,1.2670836,0.40554118,1.1101242,1.3315587,0.8125111,0.97267294,0.82661515,1.189296,0.977105,0.7796453,1.1370727,1.4038328,0.86592674,1.1740292,0.7949208,0.7305327,0.9589562,0.70825887,0.96276295,1.3394573,1.0165391,0.7303897,1.4460262,0.5760844,1.4373596,1.2814535,1.2508485,0.75673497,1.1872419,1.3167672,1.1350371,0.82340634,1.3241539,0.7854849,1.219984,0.5228709,1.1458712,0.9838033,0.8324096,1.1389408,1.292309,1.1704198,1.2012687,0.73720706,0.038575113,0.7690363,1.170831,0.8396201,0.94104683,1.1385138,1.3679667,1.2761229,0.9493795,0.5349979,0.5500611,0.8435488,0.7547738,1.4061034,1.0295886,0.5290517,1.3243394,1.3239157,0.8796791,0.548986,0.88098615,0.9560413,1.1729094,0.82237947,0.96254396,1.3117313,0.65017533,1.404274,1.0585393,0.9953481,0.75579864,1.2976413,1.0113946,1.2301348,0.5970167,1.3114696,0.5675226,0.70132464,0.5573808,0.49927145,0.60219586,0.91270405,1.3899106,1.3526665,0.8205489,0.81818813,0.8987083,0.6616636,0.0,0.91952837,1.2005258,1.1179256,1.4289403,0.9004722,0.7019618,0.7536794,1.1696754,1.2698385
toy,0.88385993,1.1205561,0.8832454,1.265022,0.51459646,0.50808847,0.68921685,0.6679586,1.2718223,1.1113443,1.1059077,1.107385,1.2164395,1.1326455,1.1664407,1.0904254,0.89340496,0.535146,0.81348836,0.7747611,0.4831288,1.0483328,1.1083096,0.6065482,0.7920026,1.0055811,1.0045481,1.1584259,1.3912902,0.9692748,0.8170959,1.2328597,1.2067913,0.8770345,1.1916384,1.1181238,1.1154873,0.8938816,0.77815926,1.0064667,0.7754586,1.0866799,1.1593707,0.62293553,1.3049135,1.1179609,1.0984304,1.1362398,0.7444185,1.2370756,1.0710448,1.0500388,0.85630596,0.95771295,0.6304163,1.0925279,1.0765942,0.53562826,1.1438217,1.1132649,0.922333,0.90519726,0.47032475,1.2210826,0.9653052,1.126602,0.9642936,1.2017037,0.8863303,1.0975828,0.7615562,1.3114858,1.0351354,1.0455711,1.0202975,1.1250861,0.71104527,0.95100164,0.92975956,1.06438,1.0633335,1.0317073,0.97563267,0.9770304,1.0779144,1.1510293,0.91885996,1.1967086,1.1777607,1.1437973,1.3828928,0.9731821,0.9741402,0.9141025,1.0427619,1.1037626,0.83040535,0.9022417,0.6449343,1.1299338,0.90453357,0.7602146,0.7045649,1.1399564,1.1869311,1.1936682,0.77780354,1.1551802,1.0966166,0.63998556,1.3289624,0.91026247,1.259429,0.99589235,1.2448868,1.0752465,0.9808073,0.95012486,1.2285967,0.7728387,1.0430379,0.92018867,0.97884727,0.8918129,0.92022616,1.2757158,1.0569736,0.47924066,1.0948988,1.099556,0.8683732,0.91952837,0.0,0.39964503,1.1387647,1.0368507,0.99766445,0.9819661,0.8956851,1.2436231,1.338955
tray,0.6506367,1.3324795,1.336534,0.9025701,1.0372036,1.0616734,0.92040193,0.39643502,0.81800914,1.1479871,0.76914537,1.400037,0.8290255,0.78344524,1.2983023,0.77036273,0.73882544,0.52701867,1.2561848,1.1000347,0.18489128,1.0185003,1.2560959,1.0868388,0.915355,1.300119,1.1350985,1.1139555,1.2871115,0.90307057,0.9048326,0.96749055,1.1425717,1.1447263,0.95016444,1.0839443,0.7789848,0.8789481,1.2718543,0.6211638,1.1811966,0.842532,1.0179172,0.9477697,1.158171,0.99969244,0.9209389,1.2413926,1.1025925,1.115045,0.9112922,1.2835264,0.8616812,1.2748053,0.99192804,1.161517,1.1381068,0.90365857,0.7191973,1.3132232,1.1633773,0.67343545,0.78856564,1.0685151,0.77481765,0.91749007,1.4084208,1.1188997,0.6599252,0.85454935,0.81578934,0.9721718,0.9684062,0.81113505,1.2724456,0.8548512,0.63347566,0.82509977,0.7435343,0.9382912,1.0459597,0.89582074,1.4027684,1.2030613,1.3600869,1.1881504,1.3051943,0.9042522,1.1488256,0.787717,1.1141479,0.65767276,1.3379788,1.2912449,1.1491755,1.0674558,0.7121499,1.1309874,0.9213741,1.0098888,0.71317184,0.6808474,0.9801327,1.2759353,0.8671496,1.1187671,0.9873809,1.1552209,0.93838674,0.968751,0.9692464,0.8193691,1.2058017,0.9569144,0.8939422,0.8166928,0.74242854,1.426939,1.0394955,1.1279168,1.1762027,1.2337747,1.2822216,1.2774202,0.9669483,0.95615155,0.55822766,0.69101465,1.4229448,1.3293169,1.0966576,1.2005258,0.39964503,0.0,1.0231043,0.96461684,1.0147637,1.1454911,1.3392316,1.0035514,1.1411809
tree,0.9209712,1.20261,1.0751991,1.0255253,1.1424283,1.1233131,1.0607753,0.95175004,0.8497378,0.8542092,0.9176344,1.1514698,0.9379155,1.0298507,1.0907643,0.92068964,0.9151098,0.979329,1.0307022,1.0381469,0.9716083,0.9662623,1.0934418,1.1163933,1.0264093,1.1556156,0.88139004,1.1068436,0.8861801,1.1139573,1.0143317,0.97718614,1.203613,1.0565112,0.90750897,0.97604907,0.9448871,1.0205839,1.1336828,0.9767664,1.0922647,0.9280023,1.0646157,1.139855,0.87256277,1.0613201,0.95681405,1.1205393,1.2048728,0.89263344,0.9254242,1.2054417,0.9006243,1.1623558,1.0008998,1.1138225,1.1383511,1.1353507,0.9091789,1.1742615,1.2638786,0.85109204,1.1627705,0.9638492,0.936503,1.1037596,1.1522943,0.91854686,1.0722009,1.0228593,1.0525172,1.0457194,0.9852708,0.9916139,0.9593361,0.88866544,1.0168865,0.9384722,1.1169162,1.0175861,1.0622016,0.96375173,1.1274518,1.1170695,1.2071395,1.1507974,1.0402902,0.95392466,1.0865729,0.97812414,1.0998727,0.92565715,1.0841951,1.1148981,1.0222342,1.0661552,1.0711159,0.92874044,1.0786711,0.97609365,0.98482084,1.1633646,1.0353277,1.0612776,0.83126175,0.74451315,1.0096945,1.0653638,0.98124397,1.128049,0.9955196,1.0587939,1.2330755,0.97046775,0.82396924,0.9284505,1.0230607,1.2348195,0.7372385,1.0348929,1.1980852,1.1737226,1.0037284,1.0357498,1.0623481,0.9748316,0.92183435,1.1090475,1.2187375,1.1241329,1.0834614,1.1179256,1.1387647,1.0231043,0.0,1.0281849,0.84425545,1.0984062,1.1538432,0.3533092,0.93579936
tricycle,0.68732,1.1770054,1.1157695,0.8876184,1.068471,1.0775001,1.0624498,1.1286353,0.770233,0.9356134,0.76671803,1.2487439,0.81005347,0.8101753,0.8394776,0.83391833,1.0761074,1.112741,1.2962891,1.2484374,1.03532,1.1745067,1.172885,1.2114701,1.0132508,1.3704348,0.98603857,1.0968488,0.93946195,1.0805308,1.159581,0.81519914,0.97509533,1.2726766,0.92876,1.0266666,0.7819092,1.0299332,1.2699828,0.7833781,1.347678,0.83538103,0.81351197,1.0930406,0.9803892,1.1286526,0.8977137,1.1520392,1.2001547,1.0301458,0.6427021,1.211938,0.7598013,0.9945346,1.0089146,1.2297847,1.2937112,0.87843674,0.76077414,1.0300462,1.2144552,0.6006224,1.2078103,0.72243303,0.8983915,0.9706356,1.1941737,1.079121,0.7873956,0.8977844,1.1520209,0.8278794,1.1936357,0.8196995,1.3658986,0.8867305,0.9798989,1.1209401,0.9641839,0.7333293,1.0867932,0.9066268,1.1540513,1.3999937,1.3425348,0.9905822,1.1217735,1.0582836,0.86293036,0.8520146,0.8276872,0.95720875,1.3201776,1.3170561,0.96418196,1.0372695,0.66771716,0.7619715,1.2728839,0.8910361,0.78420115,1.0073508,1.3136394,1.1778859,0.9929038,0.99133486,1.0500137,1.1090255,0.8660396,1.2868754,0.79364187,1.0673376,1.0509909,1.2115232,0.84106827,1.0162903,0.7987834,1.2496312,0.64417875,1.177655,1.3034384,1.3433149,1.3338482,1.2185925,1.0733026,0.82186043,0.7488231,1.1361417,1.1886665,1.1163975,1.234272,1.4289403,1.0368507,0.96461684,1.0281849,0.0,1.1494622,1.2160181,1.1987486,0.97637975,0.7799668
truck,1.045521,1.2253927,1.0854325,1.2074859,1.1318853,0.9616612,1.0799087,0.70834416,0.82238406,0.9494417,0.9566109,1.0642519,0.94684035,1.2875918,1.030168,1.050083,0.92689186,1.0126256,0.8367324,0.9476073,0.8744403,1.131741,1.0811634,0.8686949,1.0529544,0.7779399,0.72354716,1.2553592,0.94978917,0.8047409,0.95058745,0.7943206,1.2114248,0.7609688,1.0099361,0.98919934,0.9979965,1.1708109,1.0425792,0.7386361,0.8055014,0.97185016,1.1779512,1.015535,0.7168639,0.93574244,1.0985098,1.2417057,1.1133001,0.86144316,1.0272286,1.2763231,0.7528313,1.2630849,1.0987171,1.1327759,1.0049891,1.1963507,0.87192166,1.1953532,1.3157008,1.0918052,1.1268831,1.1504138,1.0886402,1.3119729,1.0898979,0.9562886,1.1194919,1.0153841,0.86349785,1.108933,0.91481966,0.797477,0.7870627,1.0381451,1.0311002,0.75717294,1.3387029,0.7878424,1.1659527,1.2584054,1.0912386,0.8982881,1.2394724,1.2938348,1.0980977,0.6178779,1.1453067,1.1715741,1.1191224,1.0888643,0.9807299,1.0175893,1.1266129,1.1417274,1.2357461,1.1477709,0.95929927,1.0832807,1.1334536,0.91002446,0.6210357,1.1229368,0.5605426,0.9444484,1.0001988,1.0657234,1.0902058,0.9795505,1.1381761,1.0800853,1.2920022,0.77635515,0.87362176,0.68474644,1.1182698,1.1275327,0.89051056,0.87400025,1.2465354,0.9697408,0.92168546,0.9311591,0.68481505,1.0772291,0.89130336,0.9795257,1.2505698,1.2462517,1.0433408,0.9004722,0.99766445,1.0147637,0.84425545,1.1494622,0.0,0.7138117,1.1445347,0.7648066,1.0304813
