,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
chips,1.2430829,0.9079281,0.6307361,0.6372005,1.253293,0.93702847,0.8377614,0.42744046,0.8239893,1.2921944,1.1586703,1.3565353,0.8010628,1.3450766,1.3424995,0.7423731,1.2963859,1.1396375,0.93693656,0.6568055,0.541464,1.0616237,0.42506933,0.97298324,0.7683054,0.93308336,0.848763,0.74167717,0.8912978,1.233697,1.2417017,0.0,0.86422503,1.3712106,1.0814688,0.9054968,0.71555203,0.892685,1.3775823,0.809223,0.67282987,1.3277943,0.689236,0.9691491,1.1521788,1.2071985,1.2146654,1.0338293,1.2585558,1.1456261,0.9418785,1.077992,1.0502979,1.200115,1.0215964,1.1307437,0.7236431,0.75039,1.1206304,0.6811915,0.94230473,1.2824242,1.027502,0.94689405,1.3022346,0.78234375,1.3018968,0.6756775,1.2571405,1.0061864,1.1865456,1.2548113,1.3677567,0.8525578,1.3354828,0.6385444,1.3572222,0.74618447,1.1818539,0.7268874,0.97128165,1.2049987,1.278332,1.0613681,0.76260555,0.827242,0.81884736,1.0459851,0.95447356,0.68317556,1.1478086,0.8709429,1.35752,1.3053768,1.0446041,0.873575,0.67013896,0.6969812,1.0111092,0.5682838,1.1675129,1.0633278,1.1746925,0.9277682,0.54902935,1.0733843,0.60850513,0.89184785,1.1197321,0.89155275,1.1766751,1.0781819,1.093292,1.1290711,0.8766024,1.4060804,1.0842364,1.0762488,0.79621327,1.2392408,1.0502211,1.2504275,0.86354554,1.235554,0.70802295,1.0161203,1.0243326,0.69044244,1.1365757,0.8101037,0.85448694,1.2288584,1.395844,1.3605704,0.5865541,0.9611298,0.9504816,0.9509579,0.8279906,0.8650814,0.9769318,1.0728736,1.3144939,1.0534579,1.1784146,0.8917608,1.2011536
clock,1.2253617,0.9056522,0.76800716,0.89739615,1.3380368,0.67312807,0.73847246,0.91611946,0.6934688,1.1104232,1.1766415,1.3060777,0.8085884,1.370742,1.336909,0.6904467,1.2889478,1.2310051,0.7791712,0.6396868,0.6342449,0.90171194,0.91096026,0.9589952,0.61760736,0.8888596,0.7786372,0.7578304,1.2203548,1.2215295,1.1482995,0.86422503,0.0,1.2529871,0.7918252,0.9245902,1.0065758,1.1012392,1.3272076,1.1985785,0.7435133,1.2049997,0.57154274,0.9310862,1.176382,1.1801658,0.9683546,1.04706,1.2363696,1.1797409,0.75203687,1.0983974,1.0258126,1.2413346,1.1190958,1.0960418,0.80672264,0.7542892,1.1791751,0.59308445,0.7297691,0.99477506,1.0622392,1.0452659,1.283324,0.73314315,1.3243288,0.75788784,1.2556616,1.0475229,0.9577439,1.0325243,1.385427,0.7060262,1.4339688,0.7124616,1.2453177,0.47042704,1.278961,0.97062606,0.9148822,1.4063618,1.0796016,1.1753886,0.89756614,0.8428393,0.8111672,0.8775224,1.009505,0.845207,1.0187849,0.79260767,1.3733202,1.4078608,0.89626133,1.1097108,0.70113856,0.7892978,0.9104433,0.9803974,1.1241788,1.0419372,1.320406,0.9531718,0.5326169,1.0080673,0.9828194,1.0916033,0.9733022,0.6544942,0.9933417,1.121167,0.9831199,1.1715708,0.71651566,1.3879483,0.97049856,1.1552197,0.730392,1.0551925,0.8294136,1.2209709,0.9251031,1.1372888,0.71516705,1.1446764,0.9730647,0.5231422,0.9807586,0.87222177,0.75930595,1.0427167,1.4124889,1.2485982,0.48633838,1.0294496,1.1098948,0.92646223,0.8962127,0.7194646,1.0593505,1.025696,1.1874316,1.1528255,0.97814304,0.966278,1.030628
closet,0.73988515,1.4566373,1.5053458,1.2782983,0.7476436,1.2846683,1.4092642,1.4140898,1.0041326,0.41435254,0.89851135,0.41354054,1.4356564,0.39013153,0.59296167,1.4060462,0.5603248,0.5818504,1.1909764,1.4328845,1.4493659,0.9105357,1.3757658,1.0538712,1.2911375,1.2448792,1.2330551,1.2610567,1.3031551,0.84778607,0.5813726,1.3712106,1.2529871,0.0,1.2201626,0.92064714,1.1358486,0.997346,0.43117732,0.97079045,1.545009,0.35896385,1.4539899,0.8276219,1.07248,1.0695701,0.37211335,0.8974679,0.70709336,1.1787736,1.1374433,0.91931033,1.2981621,0.7984499,1.416018,0.7690941,1.4430732,1.2474558,1.2117137,1.3910034,1.3296891,0.6232088,1.2743214,1.4225386,0.6157516,1.5046504,0.73196703,1.3882067,1.0501217,1.3237338,0.9132421,0.7052207,0.51077724,1.1417608,0.6139559,1.4490294,0.33032018,1.2296832,0.831759,1.0020435,0.9322244,0.9668137,0.60250944,1.0682707,1.18165,1.422483,1.1221496,1.3364558,1.3322586,1.371134,0.5227772,1.2283484,0.59053946,0.64619845,0.93395424,0.99195564,1.54275,1.5295428,1.1283616,1.2817929,0.9706254,0.8972423,0.9281798,1.083997,1.451974,0.9708399,1.2981368,1.1062021,0.8875174,1.0829086,0.35864407,0.8421825,1.1542037,0.969503,1.3406087,0.5687751,1.081083,1.1011274,1.2566969,0.25683677,0.8194643,0.61400807,1.5255489,0.60938436,1.3253806,1.2782536,0.8793466,1.4718406,0.83360875,1.1049001,1.3376861,0.61758274,0.5155082,0.4104852,1.4971714,1.463479,1.376148,1.2515825,1.1062266,1.3214943,0.8188647,0.79877007,0.5403281,0.9280486,0.6708022,1.4641105,0.5143293
coffee,1.1259539,0.9229675,0.7430816,0.8513026,1.1890233,0.7778194,0.6770464,1.037189,1.0699024,1.1107496,1.0070722,1.2868044,0.81687,1.1245549,1.2988449,0.88392925,1.24371,1.0447321,1.0698286,0.9612362,0.83431274,1.0937725,0.87507135,1.0294863,0.91772246,0.8585274,0.8445958,0.9994735,0.91271865,0.8590718,1.2054782,1.0814688,0.7918252,1.2201626,0.0,0.9426639,0.93020785,0.93782645,1.2760148,0.9502727,0.8371477,1.1974204,0.81247544,1.0423247,0.9056741,1.0926296,1.0377786,0.9375053,1.2633569,0.99791145,0.68279815,0.9000071,0.8377934,1.1085162,0.93683624,0.966402,0.7282599,1.0365149,1.0028089,0.981824,0.8315114,1.0240787,0.9553379,1.0039668,1.1144717,0.85868114,1.1225637,0.9149023,1.0554345,0.89270276,0.9710443,1.1131461,1.3205342,1.0096138,1.3048408,0.9195477,1.2286193,0.77826583,1.0924928,0.8980753,1.1365101,1.0533551,1.2019167,1.0518863,0.8587395,0.82804954,1.0208642,0.97535384,0.7954136,0.7773664,1.0371754,1.040205,1.3169999,1.2269303,1.0786834,0.9516992,0.8741237,0.85511816,0.793584,0.85671073,0.925356,1.0866936,1.0813974,1.0705469,0.78855556,0.9652768,1.0803497,0.92012614,1.1967571,0.9910141,1.1565123,1.0293865,0.74727595,1.2526882,1.0468564,1.2522699,1.047063,1.1429847,1.0178246,1.0817955,0.9183948,1.1591464,0.8311564,1.0134907,0.97157943,1.0007963,0.87581825,0.8747718,1.0216405,0.9802298,0.93426365,1.2702937,1.2717165,1.211313,0.813912,0.91885823,0.81525075,0.9727197,1.067003,1.0362552,1.102131,1.02534,1.3046741,0.92983234,1.1831932,0.9090167,1.0278492
comb,0.93217164,1.1972336,1.2916654,1.1046112,1.0171624,1.1611708,1.164436,1.1218861,0.57158697,0.8315865,1.017247,1.0442861,1.0011988,0.8044579,1.0320282,1.0536355,1.0050973,0.9813619,0.95723116,1.0869951,0.9975293,0.9015389,1.1274946,0.84953016,0.90341103,1.0782074,0.88824075,0.9889949,1.0762447,0.871763,0.911285,0.9054968,0.9245902,0.92064714,0.9426639,0.0,1.1511861,0.6274294,1.0796593,0.87439233,1.0746584,0.91684616,1.0463166,0.9785425,1.1770821,1.2452935,0.86257887,0.84317255,1.082383,1.1108682,0.9928271,0.8025505,1.200859,1.0478331,1.1541383,0.8468204,1.0650728,1.071282,1.1349764,0.89808637,1.1476567,0.83751863,1.1598835,1.1781912,0.9164335,1.0576633,1.0528455,1.1717206,1.0613825,1.2392429,1.053417,0.8253315,1.0786266,0.92286575,1.0720127,0.90913635,0.7984297,0.8916101,1.0053523,0.8719369,0.9320738,0.9516828,1.0017865,1.0717728,1.1455998,1.226435,0.8636366,1.0553892,1.1497253,1.2178358,0.7732637,1.1144899,1.0109035,1.0806575,0.95608914,1.087992,1.0225323,1.0441997,1.1068239,0.96968615,1.031949,1.0263722,1.0359461,0.91937566,0.98866045,1.0777891,1.1444619,1.1510216,1.0956533,1.0115132,0.83607733,0.94615793,1.040889,0.9901545,0.95243007,1.0429803,1.0417017,0.92832744,0.91313106,0.9408964,0.9064149,0.7978721,1.1948051,0.9079979,1.1197647,1.086081,0.9764485,1.0005789,0.76032734,0.88892823,1.0201416,1.0145235,1.0917088,0.9954085,1.1605201,1.2318678,1.0364869,0.87509596,0.8906067,1.0973314,0.82229793,0.83710444,1.0828105,0.90226984,0.8681566,1.1629978,0.74660265
cookie,0.93090886,1.0581205,0.84216154,0.8064107,1.1552572,0.8601123,1.0186331,0.76267505,1.0199435,1.1729379,1.0226808,1.0099664,1.1915448,1.1482494,1.0060333,1.0530342,0.9526146,1.0813267,1.0475298,1.1109653,0.97114253,1.050008,0.2430712,1.2440261,1.1388524,0.93486065,1.2845004,1.1459901,0.92118776,1.1562443,1.2038233,0.71555203,1.0065758,1.1358486,0.93020785,1.1511861,0.0,0.91918904,1.040158,0.71368676,1.1086767,1.119343,1.1080561,0.9307837,0.8533162,0.805661,1.2837231,1.1865541,1.0495414,1.0369397,0.870811,1.0860863,1.0060214,1.0748079,1.0649112,1.1936256,0.95926243,0.9688159,1.0431046,0.9627897,0.8114815,1.062882,1.1482006,1.000689,0.99603313,0.91443145,1.1471615,0.8662868,1.0600328,1.0222071,1.0313039,1.0249096,1.2004323,1.064211,1.1501253,1.0146749,1.2372373,1.1694782,1.066562,0.85682684,1.0707679,0.8630498,1.143213,0.99738973,0.5196911,1.0467633,1.0014485,1.1951182,0.97414887,0.82860756,1.2492185,0.94320655,1.1285582,1.1946969,1.0437648,0.1147064,1.1446738,1.1362488,0.86895466,0.84488606,0.7702479,1.0181115,1.1937261,1.0976454,0.9070407,0.96033055,0.65957296,0.736292,0.97162753,0.9416654,1.2070156,0.88171566,0.90790105,1.1787483,1.0165431,1.2510443,0.7881377,1.2009376,1.1207236,1.1318192,1.129755,1.0988766,1.0407946,1.1031821,1.0675328,1.1236461,0.8586389,0.9596198,1.1189778,0.99137497,0.857453,1.1498402,1.2099674,1.06662,0.8790142,0.9906212,1.0358825,1.2632854,1.0073763,0.85131204,0.86709976,1.1194679,1.1450247,1.1695019,1.2903789,1.118262,1.2146364
corn,0.6672859,1.2703909,1.0131065,0.8962549,0.77513266,0.9853161,0.9736435,0.776795,0.91655594,1.041482,1.1058187,0.98074013,1.2958323,0.9793545,0.77315867,1.2172495,0.9291083,0.957885,0.9936974,1.2896727,1.1250999,0.97314566,0.97030854,1.2412189,1.172543,1.0764984,1.372,1.2689207,0.8288757,1.14979,1.1960268,0.892685,1.1012392,0.997346,0.93782645,0.6274294,0.91918904,0.0,0.9854195,0.6111567,1.1877215,0.92552465,1.2893782,0.97281367,1.1293218,0.92605764,1.2112014,1.1916432,0.9826214,0.95715135,0.8592644,1.0779022,1.2222364,0.99604326,1.0800881,1.0217853,1.0838833,1.0242901,1.0341707,1.059267,0.85235184,0.73477155,1.1827531,1.0542998,0.84240353,0.7706281,0.98539203,1.1843108,0.8004321,1.1849743,0.9474007,0.7759032,1.0705018,1.0158422,0.9188278,1.0766405,1.0457726,1.2771193,0.87928665,0.6011001,1.0196927,0.46329725,1.0855834,0.90654755,0.8994575,1.2668505,1.1175032,1.0997076,1.1189525,0.89370346,1.1614308,1.1811917,0.8195869,1.0690908,0.8795209,0.86779374,1.212392,1.2453909,1.1225684,0.78006124,0.9448266,1.0786107,1.0609136,0.8742181,1.1314267,0.971768,1.0698116,0.7435839,1.0430369,1.1003127,1.172343,0.95937055,0.8128181,1.0248581,0.90317047,0.98910177,0.9390818,0.90786165,1.118944,1.1218499,1.1320541,0.7632984,1.3202672,1.1160616,1.2864342,1.1081536,0.8880192,1.1011796,0.7422855,1.0992498,0.98964965,1.1302595,1.0174693,0.8697191,1.0806931,1.2113603,1.0437722,0.91311336,1.1431463,0.9484564,0.74782,1.0567926,1.0452353,1.0120896,1.1629771,1.1937234,1.0595453
couch,0.609203,1.3721774,1.5222726,1.2302345,0.56186587,1.2281764,1.3963382,1.4337304,1.1618631,0.52059054,0.6332725,0.056081653,1.4320668,0.3221748,0.27723944,1.4191921,0.18280095,0.5956304,1.0147828,1.5483363,1.5000925,0.8854401,1.3571072,1.1967397,1.4528805,1.2754022,1.4244282,1.3615668,1.2144088,0.85723245,0.6573577,1.3775823,1.3272076,0.43117732,1.2760148,1.0796593,1.040158,0.9854195,0.0,0.96349216,1.5683665,0.43535507,1.5609226,0.92959654,0.8987757,0.8384711,0.8416736,1.046516,0.5838187,1.1003492,1.1648068,0.9297151,1.3207455,0.78118175,1.3067131,0.99336797,1.4068869,1.2751371,1.0559291,1.4575089,1.2539128,0.76512456,1.294163,1.2320704,0.40969783,1.3995612,0.7105249,1.3957145,0.9025629,1.2446051,0.8559613,0.69538784,0.41245592,1.2303363,0.36215067,1.5389838,0.54812396,1.4815383,0.8214704,1.034014,0.9500372,0.7754661,0.78901696,1.015142,1.1225463,1.4543262,1.1225572,1.339106,1.3425803,1.3839287,0.84358406,1.2422171,0.29206848,0.5467149,0.85008425,0.88477963,1.5992013,1.5643104,1.0994959,1.3012424,0.8589206,0.51684463,0.81930894,1.186079,1.5183837,0.94958687,1.2762,1.0390403,0.9097228,1.1753662,0.7443395,0.67823005,1.1808199,0.8908225,1.4065781,0.46910524,1.0464411,0.9530911,1.3859396,0.62364364,0.99630165,0.56744045,1.4770398,0.6446318,1.4783655,1.0452586,0.8922264,1.5296316,0.89941376,1.2149433,1.416614,0.7864949,0.41407818,0.35011607,1.531747,1.3803957,1.3727951,1.3205966,1.0290875,1.2227627,0.8079314,0.8472375,0.5639186,1.1353753,0.9663352,1.4574969,0.68894804
cracker,0.8341094,1.2698476,1.0472412,0.95852894,0.83538723,1.2075869,1.2170871,0.8326049,0.9850152,1.0668743,1.0494471,0.9856502,1.296894,0.9117625,0.79052955,1.1925306,0.8881177,0.8075901,1.0004296,1.3126729,1.1150402,0.9305764,0.70094144,1.2047216,1.2196921,1.0801766,1.2566906,1.2142386,0.84598094,1.0661893,1.1297396,0.809223,1.1985785,0.97079045,0.9502727,0.87439233,0.71368676,0.6111567,0.96349216,0.0,1.3044741,0.9613501,1.3487144,0.9196099,0.885934,0.8820082,1.0889455,0.9896271,0.8673279,1.0257095,0.8830739,1.0037739,1.0707619,1.038934,1.0557632,1.0388712,1.0134571,1.0646183,0.99269503,1.2152965,0.9696204,0.811233,1.1839436,1.0994729,0.94816,0.9986274,1.054232,1.0196878,0.8347721,1.2606348,0.94864595,1.1012292,1.1083335,1.0822613,0.93231887,1.189158,0.97433585,1.2561142,0.73996675,0.7967342,0.9488208,0.6726891,1.1047238,0.9562041,0.64393973,1.3105602,0.99523175,1.1426184,1.0255322,0.8650304,1.0454798,1.090304,0.85864824,1.008216,0.94620335,0.72220314,1.3297367,1.2915751,1.0125858,0.747492,0.88888717,0.9059795,0.92938393,0.9433405,1.0446854,0.94077355,0.9080887,0.63053364,1.0864238,1.1656823,1.0128617,0.9246882,0.8335978,1.0498611,1.2829959,1.0375856,1.010695,1.09413,1.1948141,0.9458536,1.2041694,1.0339581,1.2835824,1.0548592,1.1498114,1.1526331,0.7913638,1.1864202,1.0585175,1.0759835,1.1050884,1.0649027,1.0384334,0.89942366,1.2721053,1.1469538,0.97948927,1.1367104,1.0501531,1.191757,0.7576342,0.95826614,1.0945334,0.8558549,1.2691178,1.2298939,0.9527993
crayon,1.441618,0.5477708,0.4454375,0.9200776,1.3572786,0.82013154,0.5795603,0.6490838,1.0089561,1.4069486,1.145085,1.5394206,0.32432127,1.5271411,1.6052356,0.49994284,1.5014522,1.3639295,0.8388721,0.24820411,0.49614298,1.2106347,0.82005453,0.71012557,0.66915214,0.8143907,0.5044057,0.55486184,0.6911175,1.0843421,1.2550044,0.67282987,0.7435133,1.545009,0.8371477,1.0746584,1.1086767,1.1877215,1.5683665,1.3044741,0.0,1.622503,0.25911534,1.2567165,1.1463307,1.2899107,1.2117614,0.9060702,1.4486263,0.9745488,1.1576031,1.0410403,0.58438456,1.248733,0.5924127,1.1113343,0.36357367,0.75593936,0.9871289,0.53238654,0.89466935,1.5384431,0.5537722,0.74961317,1.382308,0.53951794,1.3124745,0.50988597,1.2199693,0.742251,1.2699157,1.2517481,1.4713141,0.97167575,1.49037,0.3340447,1.4544663,0.4126985,1.2928337,1.2453244,1.184425,1.4092138,1.3097386,1.0192415,1.1563914,0.15848053,0.84731287,0.6393652,0.67283463,0.7864071,1.270699,0.7784814,1.5619798,1.3668435,1.0806412,1.2185878,0.071579635,0.059851468,1.0612527,0.8352225,1.300682,1.168553,1.058692,0.91380644,0.4296779,1.1689037,0.8684923,1.2146485,1.2143285,1.0062267,1.3559496,1.2681162,1.1111507,1.0895537,0.5314355,1.4663379,1.127546,0.9426089,0.4685613,1.3825066,1.1552482,1.4380472,0.24164265,1.2651606,0.468956,0.7816526,1.3037581,0.4803356,1.0843614,0.6873615,0.5982948,1.33529,1.4809554,1.548928,0.47464997,0.45260304,0.4478053,0.39653993,0.8117002,0.70374,1.3754836,1.1307056,1.3309022,1.0232005,1.0270159,0.26709533,1.2787344
crib,0.77330154,1.475555,1.4459703,1.1734123,0.83067894,1.1821249,1.3038422,1.3683738,0.82604384,0.504232,0.94434124,0.4254439,1.4533155,0.4180417,0.5151403,1.3683095,0.54162484,0.6459676,1.0202409,1.4806195,1.3437383,0.67291677,1.3618183,1.0963695,1.1459938,1.2073771,1.2463422,1.2434945,1.3526702,0.9548919,0.5087051,1.3277943,1.2049997,0.35896385,1.1974204,0.91684616,1.119343,0.92552465,0.43535507,0.9613501,1.622503,0.0,1.4489956,0.735692,1.0312343,0.9588252,0.72734,0.8855473,0.7287847,1.2599689,0.9777032,0.9833698,1.3408275,0.90749717,1.5142323,0.80121624,1.5595529,1.2651204,1.2810731,1.3785999,1.2127302,0.51996255,1.4183731,1.3802145,0.56951326,1.4064176,0.88449883,1.34655,1.0890092,1.3710673,0.90890324,0.73773354,0.5681003,1.0711614,0.64969933,1.4668403,0.3970747,1.3611002,0.7652998,0.8334292,0.84402317,0.88757396,0.53491366,1.1368098,1.1969323,1.5275637,1.138973,1.4314532,1.417,1.2604479,0.5894439,1.2454073,0.6036424,0.73430204,0.88232344,0.9961624,1.6120443,1.6317195,1.0546747,1.1437222,0.8766069,0.8782264,0.90561396,1.1324142,1.3603696,0.89747214,1.3168523,0.9712312,0.7369011,0.88253564,0.50954556,0.8466308,1.0841013,0.96386,1.2651745,0.6924518,1.0076511,1.1792665,1.2995291,0.5671449,0.74276906,0.448506,1.5768325,0.7329553,1.4120486,1.2582117,0.8225306,1.4122307,0.8682312,1.2303438,1.3661184,0.46134537,0.6645833,0.39971566,1.3815562,1.5817966,1.5037758,1.3508016,1.1424245,1.0597379,0.5942975,0.9054913,0.3782519,0.93262744,0.7305424,1.5732291,0.7257303
cup,1.5658332,0.5976491,0.4961121,0.7387133,1.4417422,0.70240635,0.54357433,0.7237395,0.7392087,1.3961798,1.2623099,1.5548832,0.46363717,1.5355743,1.6106989,0.5773032,1.5472734,1.3025161,0.863502,0.081071675,0.29715943,0.9977163,0.7911096,0.6219781,0.20819438,0.9225,0.31722254,0.49654096,1.0179425,1.2026708,1.110593,0.689236,0.57154274,1.4539899,0.81247544,1.0463166,1.1080561,1.2893782,1.5609226,1.3487144,0.25911534,1.4489956,0.0,1.0485554,1.191673,1.25603,1.0911753,0.9321582,1.3930253,1.1432444,0.88239235,1.1324275,0.77520233,1.318337,0.83728325,1.0970433,0.5352672,0.6874522,1.0674797,0.6374367,0.9477858,1.3716698,0.789068,0.74844015,1.4947221,0.58611935,1.407026,0.57986385,1.3344203,0.768628,1.2353268,1.3044528,1.511713,0.6177595,1.5947037,0.5541824,1.3904424,0.34766328,1.3360308,1.0939612,0.97612625,1.4849014,1.2536739,1.1912663,0.9970161,0.303913,0.68952113,0.78278303,0.8471439,0.7686725,1.1002371,0.6745578,1.6124625,1.4586499,1.0805888,1.2485696,0.296808,0.31487203,0.92452776,0.83296907,1.3347297,1.128847,1.202729,0.8970873,0.35094357,1.1320857,0.94055814,1.1765633,1.0706481,0.70625186,1.1163479,1.232329,1.1716555,1.0803206,0.7078546,1.5122082,1.1026012,1.0513076,0.5230595,1.2776005,0.8870877,1.4019146,0.43031383,1.3124633,0.29827428,0.8308362,1.1779566,0.5043097,1.1705356,0.8324312,0.5978469,1.2167436,1.5269037,1.4861684,0.3311547,0.6379983,0.79152584,0.63513225,0.7276835,0.63008666,1.2696844,1.1335864,1.3391658,1.0083433,0.9126271,0.5324577,1.2384855
dish,0.9690198,1.3408872,1.1084605,0.90679455,1.1404918,1.0110519,1.0854104,1.0565348,0.67163557,0.8160172,1.0739467,0.91762197,1.262216,0.97818756,0.90009964,1.2296376,0.97525877,1.0359491,0.915119,1.1014359,0.85438895,0.6568402,0.9655868,1.1669062,0.80135417,1.1083366,1.1521518,1.1098261,1.2536855,1.1522655,0.98933834,0.9691491,0.9310862,0.8276219,1.0423247,0.9785425,0.9307837,0.97281367,0.92959654,0.9196099,1.2567165,0.735692,1.0485554,0.0,1.1863145,1.015643,0.93212086,1.0519994,1.0108393,1.2724842,0.7192994,1.0644261,1.339399,1.0797652,1.3509175,0.9087843,1.1834282,0.993827,1.2367723,1.0330464,0.9186077,0.55096537,1.359732,1.24139,0.930318,0.8959796,1.1178759,1.0976856,1.1351124,1.3362129,1.0130904,0.89061606,1.0144053,0.7460639,1.0650669,1.1638732,0.9046253,1.0853729,0.8893969,0.71027124,0.7203901,1.0684402,0.9736603,1.1777449,0.8188188,1.306994,0.9562909,1.3139629,1.3133696,0.9831726,0.9356236,1.0722975,0.99348146,1.1331968,0.9276249,0.8982821,1.2701063,1.2882694,0.93894774,0.8689033,1.0321461,1.026573,1.013229,0.92683464,0.85814834,0.9344479,1.1079903,0.9424777,0.84830177,0.81588495,0.6961323,0.9464788,0.9526475,1.1209278,1.0765158,1.0865402,1.0302469,1.1768646,1.1549138,0.8482157,0.7534558,0.8485278,1.3835845,0.9179942,0.95772517,1.3535596,0.887066,0.9762937,0.9540264,1.1835806,0.96330357,0.89201057,1.0780092,0.7730971,1.0034473,1.3693626,1.3291011,1.125915,1.0674884,0.8418254,0.5111268,0.9476833,0.8338661,0.87710834,1.0270869,1.4074413,0.97046727
dog,0.8560573,0.94137424,1.0856364,1.1364322,0.9980258,0.96065515,1.0563158,1.0653063,1.2000585,1.2683623,0.85872775,0.92532146,0.9355227,0.95266503,0.9203534,0.8830227,0.8673508,1.0426321,1.0900811,1.1607823,1.2271227,1.1380177,0.99459743,0.93866473,1.2770544,0.7740518,1.0017059,1.0182137,1.0496478,0.7033955,0.9552861,1.1521788,1.176382,1.07248,0.9056741,1.1770821,0.8533162,1.1293218,0.8987757,0.885934,1.1463307,1.0312343,1.191673,1.1863145,0.0,0.5057779,1.1286863,0.98567486,0.8877897,0.91809595,1.0690526,0.9734381,0.7010223,0.97420913,0.9595461,1.0330496,0.9839488,1.0202184,0.8569572,1.1634364,0.7904334,1.187824,0.95002055,0.6921351,0.91786313,1.163104,0.9148204,1.0550743,0.9384166,0.75583684,0.78847903,1.1739244,0.9820025,1.1629078,0.880515,1.1552346,1.0110426,1.1904542,1.0377053,1.2673376,1.2084492,0.7561134,0.9170122,1.0869491,0.8464571,1.0638388,1.0322417,0.96853334,0.9943928,1.1076523,1.1041107,0.74307835,0.9376982,0.86477435,1.1325569,0.83548045,1.1452609,1.1185645,0.6418498,1.1853635,0.490636,0.7853638,0.96561503,0.894426,1.2171413,0.57774264,1.0144275,0.94394433,0.9553667,1.0741639,1.221342,1.1437558,0.79230374,0.8566435,1.1417214,0.9571333,0.9226768,0.90514356,1.1578219,1.0947014,1.2331328,1.2256435,0.9069914,1.018117,1.1016254,0.8494886,1.1420891,1.1730555,1.2404761,1.1485727,1.0094018,0.85156584,0.95635223,1.0637199,1.2053163,0.9612338,0.94765306,1.2161024,0.9643346,1.0766314,1.1892039,1.1236501,1.0409815,1.0057933,1.0414373,0.98012877,1.0980451
doll,0.7897631,0.97253484,1.0611513,1.0373399,0.80942273,0.89667124,1.0494934,0.9722262,1.0234413,1.2721802,1.1650553,0.89475036,1.2795963,0.97729933,0.70841676,1.1198888,0.8309356,1.0303261,0.90554404,1.2297298,1.2432675,0.81473464,1.0009127,1.0392622,1.1556121,0.8978115,1.2470948,1.2162153,0.9787787,1.1938587,0.9091289,1.2071985,1.1801658,1.0695701,1.0926296,1.2452935,0.805661,0.92605764,0.8384711,0.8820082,1.2899107,0.9588252,1.25603,1.015643,0.5057779,0.0,1.2178727,1.1595243,0.66383624,0.85538745,0.90136427,1.309757,1.0326412,0.97789186,0.8744692,1.103745,1.1843941,0.96488667,0.7961717,1.1478508,0.711904,1.0116698,1.0673271,0.5535027,0.9429202,0.8932144,0.9274513,1.1545237,0.6208468,0.75771123,0.87555814,1.0950125,1.0238508,1.0372515,0.8953795,1.2287669,0.9748083,1.3582116,0.926711,1.080305,1.1199317,0.46978486,1.0059767,0.99537146,0.7690756,1.2236124,1.0335226,0.92169416,1.0245824,0.96913743,1.2441698,0.84955776,0.7468848,1.029823,1.00755,0.7858319,1.2814405,1.267698,0.7390412,1.1946957,0.6074314,0.81376225,0.97614986,0.8737676,1.3321073,0.6992428,0.98034966,0.7133695,0.8406433,1.0595263,1.2252725,1.1603872,0.6838637,0.671388,1.0227009,0.9503134,0.853243,0.86866474,1.1964238,1.132628,1.202667,1.0357124,1.1261854,1.2936227,1.1707875,0.8629533,1.1272067,1.0934987,1.1742947,1.1957794,0.9924447,0.8652813,0.94364876,0.9207841,1.1478292,0.9405933,1.081742,1.1216378,0.9970127,0.71111095,0.90019023,1.2373158,0.9403168,0.9728769,1.0237048,1.1421133,1.1993645
