,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
nose,1.2579229,0.51899993,0.62786245,0.96831644,1.0623494,0.86404765,0.78404874,0.9054954,1.2276894,1.3229955,1.0909301,1.3441119,0.7991997,1.3072927,1.2961652,0.9391426,1.297776,1.2001381,1.1247774,0.8484682,0.9744614,1.2276428,0.8773367,0.97191197,1.0467522,0.92399645,0.8661318,0.9964782,0.64129746,1.0234311,1.2037002,0.95447356,1.009505,1.3322586,0.7954136,1.1497253,0.97414887,1.1189525,1.3425803,1.0255322,0.67283463,1.417,0.8471439,1.3133696,0.9943928,1.0245824,1.1422455,1.0036497,1.1468245,0.5082567,1.034724,1.0976747,0.5033366,0.8949983,0.40650618,1.1145647,0.7934138,1.0186015,0.64909554,1.0082021,1.0134816,1.3293927,0.47477955,0.84923095,1.3300201,0.79171324,0.8926032,0.81364655,0.7866403,0.58681047,1.0413755,1.266712,1.2098732,1.1704819,1.222028,0.8687372,1.2966776,0.8822023,1.1287712,1.1536748,1.1938101,1.02869,1.2565892,0.41125482,0.9741314,0.5722554,1.0260396,0.5823476,0.0,0.7831782,1.2034853,1.0323095,1.2500231,1.1223788,1.1364424,1.0221932,0.7339093,0.66143,1.1623688,0.9576033,1.1016285,1.1297164,0.9357821,1.1071967,0.92900425,1.1662838,0.7583975,0.93858945,1.1811801,1.1505686,1.3325387,1.1651618,0.929131,1.0467646,1.0319258,1.054147,1.0347311,0.9508056,0.9953574,1.229871,1.274174,1.3425853,0.49453866,1.2555757,0.8279186,0.8202708,1.170947,0.96223974,1.2189666,0.85526466,0.80913985,1.3079202,1.097542,1.3807037,0.85180265,0.3636889,0.37971443,0.87878966,1.0280373,1.0611948,1.3456128,1.121751,1.2928336,1.0133308,1.2391443,0.4400947,1.1947409
orange,1.2783263,0.88220054,0.1581105,0.42779505,1.2383447,0.554399,0.45739895,0.45129395,1.0332297,1.368711,1.2216473,1.3828285,0.9324965,1.4546071,1.346263,0.9269277,1.3714263,0.9588081,1.0308155,0.8108685,0.72167766,1.0279183,0.6233724,1.1076393,0.8277154,0.8718171,0.99463516,0.94204575,0.73866117,1.2343678,1.3540423,0.68317556,0.845207,1.371134,0.7773664,1.2178358,0.82860756,0.89370346,1.3839287,0.8650304,0.7864071,1.2604479,0.7686725,0.9831726,1.1076523,0.96913743,1.2427415,1.19479,1.2377378,0.9949129,0.5836687,1.165389,0.9290799,1.103195,0.8597934,1.1251491,0.8270155,0.70253646,1.0183644,0.91265154,0.8002943,1.1245028,0.9537742,0.8809166,1.2852203,0.66196287,1.1831398,0.7881953,1.0776514,0.8370451,1.1177384,1.3068204,1.366286,0.92219335,1.3648978,0.93143,1.4180669,0.8874258,0.9896208,0.6755409,1.0069251,1.0377867,1.2588154,0.9792612,0.62506026,0.7522332,1.0127776,1.027559,0.7831782,0.0,1.2890751,1.0105925,1.3448813,1.3251503,1.0883853,0.96102846,0.8735778,0.86002946,0.88223636,0.61457443,1.1589468,1.1920093,1.1379204,0.91345364,0.7035877,1.0255364,0.75469834,0.38375473,1.165624,0.98815435,1.2875273,1.1560314,0.75926256,1.2065935,1.0055128,1.3186923,1.129674,1.2015718,1.0159637,1.2916973,1.1000338,1.2500632,0.89055634,1.2410679,0.81355965,1.049654,1.1212022,0.7936789,1.2102005,1.0538979,0.7294446,1.2452866,1.2988365,1.348258,0.55305785,0.81733483,0.8956002,1.0926282,1.0963942,0.76043123,1.0729346,1.0905519,1.2946347,1.0068718,1.321704,0.89153814,1.2155242
oven,0.9969889,1.2143492,1.4003394,1.1596216,0.8781486,1.2653102,1.3202487,1.3148358,0.8992888,0.49860054,1.028214,0.86600614,1.0122308,0.49257004,0.9761511,1.134073,0.9269304,0.7587893,1.0976374,1.1604017,1.1126069,0.8640688,1.2423314,0.85783935,0.9478258,1.2618394,0.69668305,1.092016,1.1885543,0.83030736,0.624236,1.1478086,1.0187849,0.5227772,1.0371754,0.7732637,1.2492185,1.1614308,0.84358406,1.0454798,1.270699,0.5894439,1.1002371,0.9356236,1.1041107,1.2441698,0.39641082,0.52473605,0.9719417,1.1279083,1.0187814,0.8896394,1.203169,1.0227908,1.2622312,0.9705785,1.3331195,1.2052225,1.1130561,1.0897582,1.3716053,0.7761339,1.195466,1.3020357,0.98336494,1.4893527,0.96823156,1.2871771,1.0646191,1.2442967,1.0060154,0.84999734,0.7662282,0.99450606,0.83238184,0.9971111,0.5288829,0.8635522,0.86335087,0.98019314,0.96814275,1.1699114,0.73304033,1.1051236,1.1996775,1.287614,0.90224755,1.1418418,1.2034853,1.2890751,0.0,1.2253107,0.9435864,0.7329624,0.9835507,1.1925926,1.1651692,1.2067974,1.022307,1.125257,1.0546403,0.992656,1.0863923,1.1711942,1.1032438,1.1033013,1.2042028,1.231302,0.9604024,0.69636273,0.23972797,1.0117153,1.2621503,1.1093153,1.172689,0.82410073,1.0629747,1.0795903,1.0268006,0.5112742,0.45121455,0.81867164,1.2259362,0.8852136,1.1575496,1.0797538,0.8955124,1.1339164,0.8539375,0.9918252,1.2327354,0.75340456,0.8039496,0.7406549,1.3037273,1.311408,1.2668989,1.1449364,0.9448739,1.3307506,0.7792183,0.8777273,0.8024539,0.9486511,0.60743845,1.2872394,0.6406066
owl,1.1487187,0.7246003,0.83424234,1.0314987,1.2987199,0.82037544,0.83398974,0.8414711,0.86899626,1.3335496,0.9883466,1.2066684,0.7763766,1.2901981,1.1936028,0.5616735,1.1338991,1.2200456,0.95922714,0.6120172,0.76529074,1.1099112,0.8930259,0.7555407,0.7996494,0.777329,0.77093905,0.5850776,1.2326267,1.0319866,1.0506716,0.8709429,0.79260767,1.2283484,1.040205,1.1144899,0.94320655,1.1811917,1.2422171,1.090304,0.7784814,1.2454073,0.6745578,1.0722975,0.74307835,0.84955776,1.1084766,1.0721911,1.074912,1.166466,1.029991,0.9662324,0.89024496,1.2032171,1.0630548,1.0650635,0.69457024,0.69412285,1.0460548,0.73987794,0.65559113,1.215891,0.9713557,0.7217663,1.1555319,0.90470475,1.2373675,0.6532814,1.2521102,0.79588574,1.0510229,1.1126527,1.2699299,0.84006613,1.2376053,0.82724905,1.2054807,0.7488742,1.2907346,1.2161341,1.099028,1.1872042,0.96384037,1.2906681,0.92441213,0.80564904,0.8778918,0.7967472,1.0323095,1.0105925,1.2253107,0.0,1.1968257,1.2294102,1.1573088,1.030975,0.7344945,0.7716572,0.6680992,1.0835941,1.0326077,0.86372226,1.1520951,0.70480967,0.79680544,0.9924568,1.0350833,1.087441,0.9607273,0.8732687,1.2017993,1.1223998,0.9275159,0.9312559,0.7534787,1.2698897,0.92843986,0.8792704,0.7366563,1.1823254,1.0974928,1.3390913,0.7664018,1.0372316,0.6506175,0.8948071,1.1434032,0.71768916,1.1351415,1.0048114,0.7837963,0.84279364,1.3192773,1.2638168,0.68764484,0.9327933,1.0625246,0.9532083,0.838132,0.7740388,1.2729101,1.1331913,1.1178257,1.089748,0.81666696,0.8526863,1.191567
pajamas,0.5589987,1.3198612,1.523695,1.2731946,0.47526282,1.3081434,1.4470434,1.3782179,1.221877,0.63541794,0.62196016,0.28720355,1.419584,0.4944123,0.12430662,1.4484801,0.26021385,0.7270808,1.0821229,1.5594316,1.5493014,0.97926176,1.4101152,1.2684243,1.4945971,1.2430637,1.4976785,1.398021,1.1256406,0.79992527,0.86501783,1.35752,1.3733202,0.59053946,1.3169999,1.0109035,1.1285582,0.8195869,0.29206848,0.85864824,1.5619798,0.6036424,1.6124625,0.99348146,0.9376982,0.7468848,0.93753827,1.1614178,0.24468929,1.0084933,1.235171,0.8757569,1.3212329,0.7558803,1.1698784,0.97141695,1.3812283,1.2711959,0.94766617,1.4307809,1.2210495,0.7094202,1.2378886,1.0889602,0.49775928,1.3139625,0.6786451,1.4115405,0.695148,1.2225319,0.8194549,0.7735018,0.32318902,1.2402793,0.22864354,1.5151219,0.6645663,1.5662749,0.72919977,1.0383881,0.9792491,0.54069495,0.8881744,0.9403228,1.1338757,1.4617872,1.1903884,1.134743,1.2500231,1.3448813,0.9435864,1.1968257,0.0,0.4400257,0.90645117,0.96689576,1.5778315,1.5522537,1.1673102,1.2815976,0.83869314,0.6921206,0.7428962,1.1324291,1.5871372,0.96789193,1.2821904,0.9697977,0.8755988,1.2208748,0.8939516,0.8051227,1.0595481,0.6071529,1.3210845,0.3016789,0.9859231,0.6378776,1.4033775,0.7594491,1.1292278,0.5740096,1.4602051,0.72807807,1.5026374,0.9972949,0.85256743,1.5402122,0.9067354,1.2595391,1.3447881,0.9011101,0.35442543,0.47873813,1.5120963,1.3009975,1.2723628,1.2157049,1.078614,1.21577,0.8204504,0.87746716,0.66303235,1.0902909,1.0981048,1.3765357,0.7783235
pants,0.77194,1.0566573,1.4018102,1.2885058,0.6252072,1.3324099,1.2983568,1.2979646,1.4093071,0.71099913,0.70386636,0.62339914,1.0475762,0.5090071,0.5893124,1.2602367,0.65310603,0.7047452,1.2516441,1.4148319,1.4927697,1.1825562,1.3346937,1.0733867,1.409771,1.1090894,1.1141973,1.2951397,0.95180756,0.63803005,0.75733376,1.3053768,1.4078608,0.64619845,1.2269303,1.0806575,1.1946969,1.0690908,0.5467149,1.008216,1.3668435,0.73430204,1.4586499,1.1331968,0.86477435,1.029823,0.81660146,0.89188486,0.6497815,0.83523786,1.303448,0.84472656,1.0574902,0.80819213,0.97091,1.0188979,1.2856975,1.338861,0.74834406,1.4227262,1.3081291,0.92560744,0.99147815,0.97217745,0.7840016,1.4076136,0.6774717,1.2637255,0.8078482,1.0352701,0.93729126,0.9166337,0.20430052,1.2491301,0.122312665,1.3314373,0.616295,1.3912756,0.7861655,1.16819,1.0881753,0.7286885,0.78182054,0.85902685,1.2669588,1.2841301,1.1218358,1.0169139,1.1223788,1.3251503,0.7329624,1.2294102,0.4400257,0.0,1.0273292,1.0677677,1.3649297,1.3294287,1.1567125,1.205092,0.9332871,0.86566335,0.7654109,1.2176033,1.4833688,1.0090679,1.1459033,1.1110644,0.92886704,1.2860179,0.8632324,0.8802865,1.1565338,0.7335198,1.3179736,0.3087166,0.85134155,0.61798275,1.2823569,0.8210561,1.0731782,0.8096633,1.1113398,0.7703178,1.3361657,0.7254752,0.98890644,1.4989009,1.0168251,1.1886146,1.3828595,0.86220664,0.263264,0.73003936,1.4720473,1.0960151,1.0586452,1.196292,1.0216126,1.4749985,1.0599422,0.9762856,0.76799333,0.9817886,1.0004864,1.1089771,0.8681276
paper,0.81982356,1.2660867,1.1408877,1.0343459,0.8741919,0.98959553,1.0783265,1.169795,0.83363104,0.873329,1.1428969,0.85232735,1.0764638,0.97236156,0.7967733,1.129647,0.8636685,0.98906875,0.42766505,1.0990148,1.04737,0.6980487,1.106637,1.1154246,1.027105,1.0728569,1.1250196,1.06295,1.0801357,1.1136941,1.016985,1.0446041,0.89626133,0.93395424,1.0786834,0.95608914,1.0437648,0.8795209,0.85008425,0.94620335,1.0806412,0.88232344,1.0805888,0.9276249,1.1325569,1.00755,1.0132415,0.97709435,0.9896875,1.081155,0.9658861,1.1165485,1.1694218,0.97312546,1.1361403,1.0406029,1.0470644,1.0404444,1.1453679,1.0695251,0.9304473,0.87859964,1.1754587,1.1461633,0.84032786,0.939758,0.98797244,1.0642292,0.9249885,1.1907153,0.8262241,0.959354,0.99438053,0.9775152,0.9832826,1.0875511,0.9983188,1.0667318,0.9287155,0.8937874,0.8984694,1.0171988,1.0906503,1.0928456,1.0033939,1.1427827,0.8107413,1.1226007,1.1364424,1.0883853,0.9835507,1.1573088,0.90645117,1.0273292,0.0,0.97891426,1.0539473,1.0827333,1.1084841,1.0292155,0.8958947,0.94442457,1.0474428,1.0751983,0.93637383,1.0035932,1.0551054,1.1227709,0.96833307,0.9889482,0.8900175,0.95447624,1.037001,1.0467529,1.041287,0.9770887,0.9989216,1.0897295,1.1407282,0.9706974,0.9446591,0.8843739,1.2032928,0.9691605,1.1180441,1.1792394,0.8991095,1.0582764,0.916868,1.062524,0.9952169,1.0687141,0.9771381,0.6057546,1.1226851,1.1704102,1.1863701,0.95040697,0.8799327,0.87903494,0.675539,0.9809491,0.89151055,1.0783546,1.1212001,1.2061926,0.9626807
pastry,0.776175,1.2012317,0.9939791,0.94409746,1.0615062,0.9210601,1.1042767,0.9245871,1.0454478,1.0521647,0.9555504,0.86487186,1.2410804,0.99556386,0.8472016,1.1816789,0.8012522,1.0434773,1.0646944,1.2519333,1.1255417,1.0340277,0.5198813,1.2954688,1.2401836,0.9848463,1.3521637,1.1996133,0.9877847,1.0655059,1.1653433,0.873575,1.1097108,0.99195564,0.9516992,1.087992,0.1147064,0.86779374,0.88477963,0.72220314,1.2185878,0.9961624,1.2485696,0.8982821,0.83548045,0.7858319,1.2258201,1.1725804,0.9446041,1.0305407,0.93601966,1.024949,1.0521622,0.99975723,1.1091629,1.1310997,1.038128,1.0352709,1.1010352,1.1226709,0.85931695,0.95803946,1.1873914,1.0608392,0.855219,1.0066546,1.0513577,1.0032777,0.9937086,1.0785992,0.99646395,0.9177967,1.0532358,1.1123784,0.9978267,1.1896665,1.1473229,1.2838182,0.9454396,0.88217866,1.0537165,0.7432734,1.0900527,0.96406347,0.5895472,1.1416337,1.0379473,1.242592,1.0221932,0.96102846,1.1925926,1.030975,0.96689576,1.0677677,0.97891426,0.0,1.2694675,1.2628353,0.9171878,0.9451796,0.686976,0.94275767,1.0901736,1.0919673,1.063272,0.926436,0.80155694,0.74990755,0.9699346,1.0243843,1.1253827,0.8218644,0.87575126,1.1209015,1.1110504,1.1034936,0.8645927,1.1732129,1.2221727,1.0470774,1.134811,0.9740547,1.155314,0.99539685,1.2151179,1.1926968,0.82816607,1.1518887,1.0072134,1.1009306,0.911724,1.1321537,1.0692034,0.9350446,1.0537652,1.0916569,1.0316458,1.2052704,1.0172409,0.92792094,0.8232501,1.0515836,1.0523354,1.1424541,1.2858291,1.204851,1.1149641
pen,1.4136239,0.5349678,0.5786555,0.9419586,1.3258569,0.87455595,0.64953816,0.6911042,0.92894757,1.3469262,1.1523093,1.5697789,0.3092596,1.4823973,1.6240112,0.4371754,1.5281498,1.3884573,0.8053814,0.2945689,0.47617579,1.1902679,0.8326122,0.62735534,0.64644706,0.8191986,0.46257824,0.5229172,0.76116025,1.0923446,1.1689535,0.67013896,0.70113856,1.54275,0.8741237,1.0225323,1.1446738,1.212392,1.5992013,1.3297367,0.071579635,1.6120443,0.296808,1.2701063,1.1452609,1.2814405,1.1467222,0.81551266,1.4797475,1.0108877,1.1472268,1.0306759,0.64052486,1.2787323,0.64190364,1.1255095,0.42229724,0.7517892,0.9992813,0.39872384,0.8957552,1.5132778,0.60979307,0.7094362,1.4450423,0.6400379,1.3209556,0.52787834,1.1927509,0.75096774,1.2546768,1.1879367,1.4775355,0.94374806,1.4872687,0.20430738,1.3766804,0.3259266,1.3243625,1.2500234,1.2011484,1.4414389,1.2819283,1.055243,1.1633952,0.2961402,0.7748133,0.5815433,0.7339093,0.8735778,1.1651692,0.7344945,1.5778315,1.3649297,1.0539473,1.2694675,0.0,0.05226779,1.0240839,0.87448144,1.2905961,1.152236,1.141778,0.9054395,0.41938126,1.1875234,0.87373245,1.29829,1.170794,0.935372,1.2944992,1.2799948,1.1371679,1.0938628,0.4333681,1.4672725,1.0831132,0.91734505,0.38125175,1.3740628,1.0367937,1.4248554,0.29259026,1.2733794,0.49722886,0.76100886,1.2833264,0.3593309,1.0505048,0.60547554,0.6799395,1.2778573,1.4898164,1.5296276,0.4966734,0.5264398,0.55630374,0.42309022,0.7599759,0.773566,1.3240052,1.1693327,1.3385032,1.0242727,0.8766349,0.33795953,1.2587852
pencil,1.4483061,0.51247156,0.54277045,0.9396542,1.272291,0.92158955,0.7047607,0.6807486,1.026483,1.3611789,1.1410384,1.5374833,0.32472795,1.4630468,1.6218204,0.50597495,1.5170891,1.3576645,0.87486863,0.31763637,0.4780233,1.2382457,0.8037191,0.6306074,0.7114951,0.8456365,0.46508092,0.5735646,0.68589157,1.0531055,1.172991,0.6969812,0.7892978,1.5295428,0.85511816,1.0441997,1.1362488,1.2453909,1.5643104,1.2915751,0.059851468,1.6317195,0.31487203,1.2882694,1.1185645,1.267698,1.1501367,0.8125486,1.4683495,0.90938264,1.159144,1.0258504,0.5734332,1.225388,0.52475005,1.127232,0.41624606,0.7905898,0.91594297,0.4652359,0.9659865,1.5555664,0.5225785,0.7487873,1.423628,0.6694033,1.2802184,0.51751846,1.120784,0.74788636,1.2892668,1.2379271,1.4565661,1.007654,1.4683282,0.25694442,1.3712428,0.3594104,1.3210897,1.3119364,1.2189232,1.4446058,1.3180941,1.0022568,1.1420666,0.22727764,0.8021853,0.56661487,0.66143,0.86002946,1.2067974,0.7716572,1.5522537,1.3294287,1.0827333,1.2628353,0.05226779,0.0,1.0714518,0.8837123,1.2910341,1.1460763,1.0448328,0.94106275,0.4342215,1.1863048,0.83804506,1.2612484,1.2457732,1.0311753,1.325654,1.2484944,1.1654778,1.0820854,0.5782311,1.4172479,1.1459501,0.9342271,0.42096323,1.3611157,1.109691,1.4834757,0.23376596,1.256023,0.5061381,0.757189,1.2731476,0.4264332,1.0954393,0.59802514,0.6988394,1.3184959,1.4410055,1.5230912,0.5694721,0.40660572,0.43267876,0.42114663,0.78435993,0.83920187,1.3930781,1.1513171,1.3421714,1.0130799,0.95339787,0.26629162,1.2518849
penguin,0.95163363,1.0128738,0.9520053,0.852903,1.2025089,0.8634275,0.89908457,0.93657696,0.9809014,1.139695,1.0268319,1.1238683,0.96742547,1.0432991,1.1285123,0.68352574,1.0854065,0.98081946,1.0193902,0.9507945,0.9567508,0.98521256,0.9047663,1.0079299,0.9074228,0.77759635,0.8962843,0.94934404,1.1636841,1.0117476,1.0176395,1.0111092,0.9104433,1.1283616,0.793584,1.1068239,0.86895466,1.1225684,1.0994959,1.0125858,1.0612527,1.0546747,0.92452776,0.93894774,0.6418498,0.7390412,1.057438,1.0822355,1.0479581,1.1789714,0.8000047,1.0055624,1.0326228,1.1828065,1.1774386,1.1694784,0.8999286,0.8797667,1.0336946,0.89588314,0.6674232,1.1025268,1.1967245,0.7520274,1.0966977,1.0266553,1.1522108,1.0861337,1.1207548,0.8618126,0.8836937,1.0655636,1.1867439,0.9004717,1.1779124,0.9578458,1.1088506,0.98021364,1.1016126,0.9619993,1.037744,0.95516974,0.8933097,1.2171557,0.90072584,1.0885342,0.90141344,1.0888896,1.1623688,0.88223636,1.022307,0.6680992,1.1673102,1.1567125,1.1084841,0.9171878,1.0240839,1.0714518,0.0,0.9955142,0.90499103,0.9230911,1.2560091,0.9089138,0.9868344,0.8252612,1.0962373,0.8718469,0.93490046,0.8510286,1.0500714,1.1048087,0.7124007,1.0375242,0.9006293,1.1989394,0.8728303,1.0495008,0.9848578,1.0278177,0.89212364,1.1104345,1.0024104,0.9617655,1.0034759,0.950039,1.031348,0.8256768,1.1353235,1.1077621,0.94503224,0.81271064,1.1798645,1.1123239,0.93811965,1.1225238,1.2183185,1.1729248,0.9067782,0.87450475,1.0802343,1.1145173,1.1108372,1.0918564,0.90373015,1.1525906,1.0851616
pickle,1.0318482,1.0196596,0.6312996,0.49481642,1.1559811,0.98152333,0.809359,0.540576,0.92777765,1.0977216,1.2024816,1.2860231,0.86056066,1.2432262,1.219954,0.9745729,1.222979,1.0808811,1.0056334,0.88884443,0.607167,1.0391756,0.6381171,0.9833879,0.7598094,0.93494046,0.9008068,1.0506757,0.81403124,1.1333787,1.2635982,0.5682838,0.9803974,1.2817929,0.85671073,0.96968615,0.84488606,0.78006124,1.3012424,0.747492,0.8352225,1.1437222,0.83296907,0.8689033,1.1853635,1.1946957,1.2397158,0.9520246,1.2786404,1.1212894,0.852153,1.0233145,0.99631375,1.1378688,1.0172588,1.1140344,0.8773099,0.85583735,1.1222959,0.85851526,0.81430864,1.011915,1.0529691,1.0308903,1.0888803,0.7322026,1.2329664,0.84144926,1.1339737,1.0907086,1.1065091,1.228054,1.3380272,0.86986446,1.2076173,0.8343111,1.2908939,0.985328,0.9746671,0.32693636,0.92574567,1.0341072,1.306629,1.0508058,0.8622046,0.970599,0.99821794,1.1087705,0.9576033,0.61457443,1.125257,1.0835941,1.2815976,1.205092,1.0292155,0.9451796,0.87448144,0.8837123,0.9955142,0.0,1.1990528,1.1141329,1.1674111,0.9125674,0.6385162,1.1259558,0.8519548,0.7695037,1.1784446,1.0396483,1.1236837,1.0027156,0.9163635,1.1540244,0.9504209,1.2839972,1.0528542,1.1920068,0.9851664,1.2397188,0.89670545,0.96089226,0.9276732,1.173086,0.8347926,1.0276834,0.9006697,0.7856978,1.0759168,1.0302294,0.87950194,1.2874724,1.2995367,1.1816632,0.7391273,1.0286974,0.9183941,1.0001454,1.0319704,0.93316025,0.7728169,1.1048292,1.2907264,0.97118604,1.25353,0.9930036,1.2016282
pig,0.64538294,1.1810505,1.2083786,1.1017729,0.8747457,0.9769453,1.1330326,1.1874274,1.0574629,1.0370953,0.96826816,0.8647522,1.2262003,0.88780296,0.7753281,1.0718596,0.78379923,1.0560325,0.90620905,1.3342091,1.3001366,0.9448536,1.0510899,1.1514587,1.3059561,0.88465434,1.2888807,1.2163596,1.0190943,0.9425816,1.0087878,1.1675129,1.1241788,0.9706254,0.925356,1.031949,0.7702479,0.9448266,0.8589206,0.88888717,1.300682,0.8766069,1.3347297,1.0321461,0.490636,0.6074314,1.1637884,1.0582377,0.8152144,0.9352305,1.0645097,1.0458956,0.9344202,0.9120431,1.0720005,0.99519306,1.0935503,1.0706419,0.9964168,1.1336589,0.7579261,0.8768107,1.1598979,0.9971067,0.7631016,1.0501782,0.942295,1.1388664,0.7992352,1.0311309,0.7131417,0.969352,0.9443683,1.1252629,0.8530044,1.2020912,0.97366744,1.3160195,0.8777057,1.0463903,1.0597279,0.6238319,0.9585833,1.0733534,0.8857592,1.2686541,1.0786914,1.1265947,1.1016285,1.1589468,1.0546403,1.0326077,0.83869314,0.9332871,0.8958947,0.686976,1.2905961,1.2910341,0.90499103,1.1990528,0.0,0.97598225,0.99480057,0.9946446,1.2838361,0.68600285,1.0445756,0.9363288,0.8805209,1.0267317,1.1237526,0.9807831,0.7403872,0.97071826,1.0508689,0.9694948,0.9103774,1.0566437,1.1528053,0.98951495,1.1293588,0.904221,1.2164431,1.0733808,1.2896864,1.1073701,0.9822926,1.1763979,0.99207884,1.1002904,1.0194068,0.9887637,0.97106487,0.8668913,1.1915792,1.1471348,1.089051,1.1171328,1.0621909,0.98832667,0.8754288,1.0534755,0.96460104,1.0744934,1.0986598,1.23437,1.060993
pillow,0.8522121,1.0167472,1.2191733,1.1221435,0.8199981,1.0911918,1.0814865,1.1701373,1.000968,1.0042223,0.77978694,0.54498136,0.9425281,0.61886215,0.6251551,1.0428767,0.38381785,0.7898499,0.9511184,1.1488307,1.0727329,0.9117689,1.1234404,0.9057312,1.0686188,1.0598985,0.8898668,1.0333413,1.2030289,0.92598724,0.7467599,1.0633278,1.0419372,0.8972423,1.0866936,1.0263722,1.0181115,1.0786107,0.51684463,0.9059795,1.168553,0.8782264,1.128847,1.026573,0.7853638,0.81376225,0.9348748,0.8344441,0.76447326,1.087537,0.9758397,0.9501373,1.1518971,1.2136588,1.084432,1.1862917,0.9711614,1.0703769,0.9162459,1.1657306,1.0021716,1.2165042,1.1749308,0.72655654,0.91920453,1.1413352,1.1388531,1.0575613,1.0272427,0.9871319,0.97492456,1.0826328,0.89828396,1.1110665,0.77162313,1.196729,0.9178355,1.0347162,1.036071,1.1098349,1.0770966,0.85272115,1.094351,1.1485417,0.94124424,1.1951222,0.51150995,0.93900204,1.1297164,1.1920093,0.992656,0.86372226,0.6921206,0.86566335,0.94442457,0.94275767,1.152236,1.1460763,0.9230911,1.1141329,0.97598225,0.0,0.886937,0.9660308,1.0489067,1.0181208,1.1552204,1.0012391,0.8748851,1.1168215,1.044992,0.90057516,1.1249776,0.85319674,1.2194602,0.94350135,0.9345606,0.71979904,1.1665826,0.90374756,1.0099375,1.0534555,1.037955,0.933929,1.0530314,0.7049081,1.1343958,1.165108,1.1527457,1.0824834,1.1778374,0.9240577,0.9701618,1.0032121,1.2456924,1.1190356,1.0786343,1.1071523,0.40620112,1.1681567,1.1441411,1.052469,1.0670385,1.0835041,0.98591626,1.1452785,0.9153425
pizza,0.9405666,0.97120285,1.0878392,1.1897463,0.83685887,1.2022779,1.120242,1.180987,1.1895975,0.9787752,0.84856296,0.8211533,1.0676247,0.8322806,0.7832449,1.1668462,0.80910796,0.90871656,1.0166053,1.1712176,1.1597855,1.0812078,1.2468426,1.1223288,1.2386806,0.9770265,1.1377013,0.9796553,0.914326,0.8075989,0.97776276,1.1746925,1.320406,0.9281798,1.0813974,1.0359461,1.1937261,1.0609136,0.81930894,0.92938393,1.058692,0.90561396,1.202729,1.013229,0.96561503,0.97614986,1.0679255,0.9361285,0.8032012,0.783241,1.2050596,0.9531667,0.9409731,0.81386566,0.80799115,0.8309146,0.9890775,1.2135373,0.85262924,1.2854006,1.176384,0.8729452,0.7731181,1.0233911,0.9011699,1.0138313,0.7581642,0.9253522,0.7943046,0.96178836,1.0517278,1.1435598,0.74082047,1.1839297,0.75871307,1.2421974,0.9255346,1.2498615,0.8153987,1.2161157,1.105939,0.8537686,0.9951269,0.7835909,1.1634214,0.94507843,1.1488253,1.0239516,0.9357821,1.1379204,1.0863923,1.1520951,0.7428962,0.7654109,1.0474428,1.0901736,1.141778,1.0448328,1.2560091,1.1674111,0.99480057,0.886937,0.0,1.0619296,1.1169609,0.9357271,1.0111413,1.0201545,1.1170157,1.3084288,1.0650076,1.0037514,0.94335735,0.93775856,1.2874564,0.74434084,1.0908277,0.8724856,1.2583932,1.0207008,1.1574357,1.0063365,0.9196677,0.8336774,1.0538806,0.94631785,1.0585363,1.3338829,1.0840709,1.1552705,1.1935902,1.0758586,0.7613497,0.91502476,1.2012358,0.851426,0.7429979,0.8835563,1.0962726,1.2261322,1.1080754,0.90243244,0.9032247,0.6210295,1.2163388,0.8864642,0.97133887
