,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
horse,0.7433938,1.1239126,1.1910536,1.0084745,0.8922564,1.0396065,1.1357011,1.0771112,1.1070231,0.8027907,0.9212795,0.75680226,1.2142053,0.9505449,0.91362137,0.7984308,0.8859029,0.9951758,0.9786701,1.2024361,1.179447,0.931164,1.1947459,1.1716409,1.2187033,1.0035363,1.313395,1.030425,1.1414514,1.0200478,1.0953698,1.1236331,1.0853387,1.0042633,0.9578185,1.1370721,1.0358683,0.9535025,0.96402115,0.7476301,1.0357288,1.169855,0.8244652,1.2197586,1.00583,0.9348829,0.71090466,0.99536324,1.0920986,1.1038971,0.9331751,1.2563565,1.169664,0.63450503,0.8048432,1.16865,0.97115827,1.0716634,1.0742987,1.1588731,1.2254038,0.87407845,0.9565575,0.9870158,1.0879998,1.1082404,0.74523497,1.1232549,0.84014696,1.0357447,1.0847573,1.0840125,0.0,1.04012,0.7635907,1.0304755,0.76552093,1.0734254,1.0513965,1.2155006,1.0012137,0.96418744,1.2240763,0.99278414,0.9862981,0.82687616,0.8681426,1.1281681,1.171229,1.234408,1.3079059,1.0540096,1.1824306,1.0312014,0.92524654,0.7644217,0.7780422,0.86849296,1.1924049,1.1843021,0.75164306,1.1806531,1.1703805,1.2516546,1.1249874,1.1202322,1.1942067,0.49039727,1.1355189,1.0342879,1.2054145,1.0753245,0.9866282,0.96634334,1.03455,0.9344917,0.80453503,1.1306586,0.95775974,0.9918175,0.99895835,1.0183848,0.77947897,1.258623,0.89994377,1.2561934,1.1330787,1.114102,1.1123296,0.93182224,1.150915,0.85494745,0.7262124,0.88145345,0.8087392,1.151783,1.2171257,1.2376852,1.149741,1.2612855,1.0139433,0.82069796,0.95837873,1.1768172,1.1015588,1.1269324,1.0554649
hose,1.0755645,1.103527,1.2531403,1.3515884,1.0702331,1.0697863,1.0846127,1.1621706,0.86772597,0.7489263,1.0589647,1.0583689,1.0473266,0.80892086,1.1722308,1.0389731,1.0761981,0.857156,1.0690616,0.95594794,1.0131191,1.0204343,1.1846604,0.55004203,0.82962185,1.0577669,0.666791,0.9435346,1.1943864,0.9701234,0.7707099,1.0624518,0.8830948,0.69284534,0.82770324,0.99228317,0.8453372,1.2473507,1.0361458,1.0683984,1.2775481,1.0014126,0.97706157,0.972086,0.95231205,1.0144341,1.1607118,1.1798074,0.553122,0.81383806,1.0344435,1.0453925,1.2110363,1.0183742,1.1928251,1.1795944,0.990888,1.1437473,1.142342,1.2336167,0.7579266,1.2183108,1.121289,1.0160589,1.1642004,1.1558263,1.160191,1.2497858,1.1745852,0.99900347,1.1777021,1.1413612,1.04012,0.0,1.0538017,1.1455363,1.1480181,0.6546511,0.7438929,0.5712167,1.1234641,1.1454084,1.1868217,0.8888588,1.1789429,0.5849364,0.7684195,1.0544747,1.1653334,0.680462,0.92370415,1.1682262,1.2087275,0.6730107,1.1635184,1.1680629,1.1998273,1.1323286,0.88431096,0.88500315,1.0318557,1.0308864,1.0873919,0.8639643,1.2903053,0.94051516,1.0074338,0.9800511,1.2197757,0.8680467,0.78916013,0.6236048,1.0564191,1.168558,0.96097517,0.791971,1.156475,0.94005597,1.2281657,0.7582842,0.6845206,0.6485405,0.96367985,1.0856795,0.994995,0.8257951,0.9765492,1.147918,0.75088644,0.6005951,1.1398084,0.7398931,1.0927918,0.8707304,1.0609511,1.0658758,1.1919787,1.1253396,0.88206065,0.64412,1.1296821,1.1420386,1.0013747,0.87099147,0.28237224,1.0745462,0.77005
jacket,0.7349459,1.1007552,1.4663713,1.162015,0.59222245,1.2441568,1.3705213,1.3236891,1.1654037,0.5961224,0.98005646,0.46958113,1.4389836,0.6538005,0.42071784,1.1333222,0.47041655,0.952608,1.1095908,1.3963392,1.4553776,0.9016303,1.4121675,1.2965815,1.4007673,1.3171742,1.2949072,1.1246175,1.33659,0.8560307,0.903049,1.2700924,1.3307333,0.7074081,0.5705081,1.3910477,1.0915445,1.2121801,1.1815624,0.48279798,1.1236674,1.4897592,0.50907254,1.474772,1.0001487,0.96657777,0.5233998,0.9562663,0.77427113,0.9744035,0.45277953,1.2280539,1.441315,0.6392199,0.6189934,1.2812577,0.9292204,1.3357471,1.1862077,1.1679037,1.514508,1.221616,0.85223985,0.8292191,1.1583729,0.8669534,0.73616993,1.2284634,0.65581274,1.1799116,0.94017404,1.0595382,0.7635907,1.0538017,0.0,1.0806148,0.30174696,1.2348411,0.8854648,1.4625132,0.6382727,0.8566344,1.4444497,0.9648041,0.6206815,0.7284187,0.65955764,1.2846087,1.434761,1.0456457,1.162008,1.1305794,1.4551587,0.7233728,0.9395359,0.21827388,0.34623647,0.8151114,1.5138601,1.4884436,1.0824189,1.4091526,1.1201593,1.1999674,1.2058163,1.3620955,1.4989277,1.1190999,1.302803,0.8145685,1.4053959,0.7376871,1.0430679,0.86830926,0.52676463,1.2120702,0.23667645,0.99348587,0.5762475,1.1534196,0.7777079,1.0936513,0.66846395,1.4560927,0.74018073,1.4507267,0.95046836,0.8555016,1.3912642,1.0138196,1.3721492,0.6234831,0.1502713,0.83741915,0.5634589,1.5902615,1.3614578,1.4193239,1.2388539,0.98747635,1.3067698,0.75205666,0.8409667,1.1460732,1.0416688,1.3918214,0.8445545
jar,1.1133769,1.2096928,0.92442507,0.7515005,1.191965,0.8373694,0.9116287,0.87994707,0.70862883,1.0633788,1.1346501,1.036981,1.241769,1.2707276,0.9660662,1.0922023,1.1392586,0.9582438,0.8362938,0.97319335,0.788543,0.68785167,0.90086716,1.1221462,0.65380216,0.9946483,1.1675155,1.0196478,1.1101459,1.2516825,1.0821086,0.9451182,0.9096083,1.0879902,1.1254828,0.93088025,0.9435287,0.70739853,0.8993008,1.0212691,0.7167264,1.1354251,0.92401564,0.9646145,0.8668344,0.8771304,1.1768267,0.82976705,1.1767972,1.0178156,1.0592093,1.2094126,0.8897582,1.1872298,0.9187839,1.1977322,0.9555758,1.1492922,0.7864871,1.2517004,1.2331414,0.66970766,0.9199598,0.7939499,1.1389749,1.3307564,1.044331,0.64638424,1.027068,0.8323407,1.1123186,1.1896397,1.0304755,1.1455363,1.0806148,0.0,1.1835027,1.119051,0.9523859,1.1455722,1.0401853,0.8533869,0.77580106,0.50119966,1.0098372,1.048094,0.98097813,0.8557935,1.044356,1.3025601,1.2173508,1.1372294,0.83103305,1.1893235,1.1176338,1.0564238,1.2080717,0.91416025,1.2516025,1.2015028,0.8574852,0.93437666,1.0873762,1.3267065,0.7487556,0.94431853,0.82888734,0.94336814,0.8789153,0.899332,0.9791468,1.0666331,1.172343,0.99666053,1.0043392,0.944726,1.0534278,1.0467947,1.27753,0.91273093,1.1420405,1.0821234,0.8589511,1.1935368,1.196592,1.0175312,1.3640625,0.8961654,1.0014027,0.95702636,1.0249676,1.023457,1.06147,0.9036354,0.91584945,0.8198058,1.1954645,1.1755667,1.0914093,1.3430429,0.5029483,0.69336796,1.1065346,1.1182626,1.2159284,1.2083507,1.1282301
jeans,0.6997881,0.99261785,1.4434229,1.120515,0.4542743,1.2455331,1.3701468,1.1508571,1.2903557,0.7173377,0.90474045,0.5109275,1.3588544,0.6595739,0.5066823,1.1155818,0.44782603,0.9284116,1.0892452,1.4878212,1.4963288,0.9795255,1.2832981,1.3558141,1.4850225,1.3027197,1.3131251,1.2043284,1.173744,0.87473905,0.9699274,1.2465122,1.3838832,0.9185499,0.8897828,1.2853237,1.0982144,1.1058899,1.1046839,0.51696694,1.0057632,1.4336276,0.69205356,1.5330796,1.089884,0.9030477,0.4974528,0.96960276,0.99629396,0.8844978,0.56383985,1.1132913,1.3891194,0.6525354,0.8032338,1.0808319,0.9582382,1.1945121,1.283625,0.91439414,1.4214671,1.1197189,0.89497685,0.8387761,1.1220863,0.68088067,0.68224823,1.0658854,0.82478654,1.1737615,0.7137147,1.1645693,0.76552093,1.1480181,0.30174696,1.1835027,0.0,1.1491083,1.0069538,1.5470479,0.64193773,0.8673145,1.3542236,1.038683,0.52862763,0.76109135,0.8172959,1.2743702,1.4270394,1.0993956,1.10202,1.0144427,1.4401867,0.8592686,0.85532683,0.23656571,0.15116441,0.7981353,1.4265711,1.3383064,1.0452313,1.3041525,1.0442853,1.130511,1.1496426,1.3618546,1.4339201,1.1223277,1.1444881,0.94130534,1.4633844,0.9643655,1.0110793,0.881299,0.6871011,1.1142352,0.41794395,0.921091,0.371826,1.1168276,0.90804684,1.1664,0.6406616,1.3711536,0.7338031,1.5486107,0.78160197,0.84197825,1.3748746,0.9253496,1.4203577,0.848142,0.33236158,0.86377656,0.64584506,1.5208282,1.210376,1.2490988,1.1814356,1.062247,1.3223403,0.78673947,0.9046812,1.1891403,1.2047842,1.3129663,0.9749845
knife,0.96583736,0.8958492,1.0606766,1.2215936,1.0204821,1.016731,1.0180483,0.78054893,0.8498452,1.0500431,1.1621296,1.2346866,0.9449366,0.99156225,1.2109551,0.91060126,1.2479687,0.9454396,0.87353927,0.89444476,0.822361,0.93564284,0.77785814,0.6170639,0.7890665,0.905478,0.88806605,1.0597106,0.9702187,1.1404511,0.99988616,0.9437286,0.8322605,1.1286877,0.9996021,0.8760498,0.7491257,0.96625626,0.7967799,1.2310163,1.01927,0.7794882,1.1638242,0.90705615,1.0001369,1.0029871,1.2660816,1.0961213,1.0481408,0.85267895,1.1768702,1.0643299,0.97993886,1.1450133,1.2847391,0.97578794,1.0658482,0.90291333,1.1047537,1.0847527,0.58165663,0.9969198,1.09195,0.9961186,1.136917,0.9793045,1.2382423,0.9081423,1.2792801,0.8286239,0.94973934,1.0614666,1.0734254,0.6546511,1.2348411,1.119051,1.1491083,0.0,0.9658582,0.7223948,1.1225224,1.2604258,0.95487434,0.9935734,1.0756716,1.0213335,1.0516361,0.83658826,1.0489922,0.7954376,0.86564606,1.1625863,0.91992736,0.9720413,1.1582556,1.2289696,1.200885,0.9968124,0.62856853,0.49082696,1.1429468,0.72747916,1.0476372,0.91949797,1.0403055,1.003419,0.73527396,1.0865413,0.9217958,0.8452979,0.76686305,0.93137425,1.046542,1.1473186,1.1517515,0.6834466,1.2784678,0.8839804,1.2359604,0.3792982,1.0755247,0.84777665,0.98080784,0.96713823,1.2052675,0.85110617,0.87648016,1.1067029,0.35011852,0.7879541,1.0564716,1.0233167,1.2642931,1.0708909,1.1379356,0.89025545,1.0466235,0.9315876,0.59235567,0.8449455,0.97256416,0.9822857,1.0741508,1.00299,0.67083657,0.95180964,1.1166501
ladder,0.9822683,1.2077492,1.3441281,1.152738,0.97785217,1.2294854,1.2174867,1.2781532,0.7380648,0.84148383,1.2541395,0.814855,1.2353123,0.6397016,0.9399834,1.1785655,0.94950974,1.1074333,0.7788,1.1307837,1.1722331,0.63866675,1.2720937,0.48967773,0.9023462,1.1164976,0.80528677,1.1284605,1.2059239,1.19268,0.29561722,1.0985323,1.0960073,0.60345715,0.89114046,1.1692363,0.97288334,1.13584,1.1744963,0.8398638,0.97248316,1.2171786,0.5939673,1.1734079,0.88018715,1.1004417,1.0095229,0.77342665,0.6687683,0.6916948,0.8629615,1.176488,1.3566902,1.1024401,1.0482607,1.2852778,0.9048359,1.1630934,0.80944633,1.2250512,1.0866688,1.05917,0.8697581,0.9037035,1.2191688,1.1252097,1.0386183,0.98290455,1.0229253,1.1080623,1.1133956,1.2280223,1.0513965,0.7438929,0.8854648,0.9523859,1.0069538,0.9658582,0.0,0.9508043,0.9731816,0.9468434,1.2762461,0.84671426,1.0205629,0.6980402,0.6898612,1.1071386,1.3104194,0.9941974,1.0789062,1.2386626,1.3291962,0.6938027,1.1670752,0.9419024,1.0078108,0.94570804,1.2154646,1.2151915,1.0062267,1.159802,0.99744797,1.05679,1.2018176,0.8773002,1.1386755,1.0472902,1.3212463,0.89278954,0.9838554,0.508956,1.2064974,0.98495126,0.81694305,0.96340173,0.9456959,0.98999447,1.1146301,0.9451265,0.78767383,0.97373843,0.7306589,1.2822466,1.0734876,1.1084749,1.074235,0.9100727,1.093477,1.0644737,1.2713401,0.56590986,0.8904209,0.33873934,0.49519002,1.2991685,1.3124382,1.2107449,1.0618566,0.97531205,0.9377315,0.7954658,1.0168643,0.8596586,0.4710443,1.3001171,0.7489274
lamp,1.3769854,1.0297726,0.6348944,1.168927,1.4118267,0.84918606,0.7011483,1.003102,0.8040104,1.0706004,1.1173897,1.427701,0.52123225,1.176257,1.5132755,0.902544,1.4601182,1.0060711,1.0313927,0.3357815,0.5207294,1.1876832,0.8692272,0.46197724,0.5192629,0.76749194,0.4127848,0.78831095,0.92197734,0.929813,0.9049918,0.9418572,0.45911467,0.83476293,0.8888992,0.6832908,1.0336758,1.1210504,1.1003805,1.4336348,1.3557433,0.45144486,1.3739351,0.2978065,1.0094572,1.1972651,1.5206535,1.2285914,0.6943578,1.1279233,1.299863,0.8629026,0.74197763,1.2030287,1.3266382,0.9042572,1.1118684,0.8613496,0.91833246,1.0826844,0.3786515,1.2693472,1.2160702,1.3010767,0.90976524,1.2676704,1.4318428,1.2831858,1.298262,0.97828597,1.3527471,0.84577054,1.2155006,0.5712167,1.4625132,1.1455722,1.5470479,0.7223948,0.9508043,0.0,1.2745807,1.3327124,0.84495604,1.1353941,1.6577055,1.1567603,1.2325372,0.8872448,0.5371137,0.6125426,0.7087947,1.1005833,0.6768948,0.83243334,1.2255689,1.5645926,1.5247275,1.2956848,0.373971,0.50062776,1.0596312,0.7522358,1.0080341,0.6401043,1.1164305,0.7498855,0.6089405,0.981245,1.0517187,0.9699555,0.40458697,0.8541534,0.92675066,1.2400479,1.3293371,0.90811944,1.459902,1.1055614,1.4349654,1.0176193,0.84283173,0.66365176,1.4394296,0.5362387,1.1121804,0.24166167,1.0638148,1.3212131,0.62901986,1.0688983,0.55146194,1.1541097,1.4521059,1.2021856,1.3956356,0.529493,0.75730014,0.790956,0.69028187,0.5864414,1.0180262,1.4526281,1.0396827,0.7798518,0.514364,0.62274474,0.83044916
leg,0.6955679,1.0453472,1.171661,1.0561128,0.63617325,1.203874,1.2850056,1.0770217,1.2619228,0.8676431,0.8295951,0.88009363,1.2072105,0.8138077,0.8519485,1.082898,0.79755837,0.99164176,1.2654145,1.1847575,1.3534783,1.1341573,1.0545714,1.1267636,1.2780409,1.0897751,1.1986082,1.2163565,1.0825881,0.8486569,1.0242438,1.1503891,1.26406,0.9126774,0.8417761,1.1903372,1.0523225,0.93622196,1.0025386,0.9127461,0.8236219,1.231564,0.916437,1.2415733,0.850383,1.0593787,0.6454898,1.1602507,0.8883696,0.9185082,0.7500492,1.0149306,1.2232597,0.758185,0.9023202,1.0556023,1.0550871,1.1672015,1.1822581,0.93517244,1.2224753,1.114481,0.9752284,1.093693,1.0531542,0.8806025,0.8574249,1.201637,0.90299493,1.085882,0.9447811,1.1104598,1.0012137,1.1234641,0.6382727,1.0401853,0.64193773,1.1225224,0.9731816,1.2745807,0.0,0.88130665,1.1757178,1.0428447,0.7733133,1.0065191,0.9202205,1.0560482,1.1596711,1.0275035,1.1168027,0.9859577,1.1278504,0.8603268,0.7733905,0.72325313,0.63598704,1.0659752,1.2778192,1.2676375,1.1224011,1.1141008,0.82658213,1.1758524,0.94717085,1.129935,1.3468091,1.0166925,1.083809,0.9582588,1.3013942,0.95159703,0.89723104,0.7373768,0.8702905,1.1866266,0.7794409,1.0328408,0.73854357,1.158389,0.9076892,1.12908,0.96298885,1.1887283,0.8027788,1.3045025,0.92232203,0.9318216,1.3168839,1.0809587,1.2213955,0.92057616,0.69839954,1.0428557,0.9115204,1.2736411,1.0631099,1.1030014,1.1607797,0.98164713,1.2607429,1.059698,0.93188065,1.1198784,1.0880064,1.1063405,0.99063027
meat,0.88410527,1.1011133,1.2368147,0.9269926,0.9084939,0.99012566,1.1948246,1.1677783,1.0668669,1.0009787,0.9129498,0.8118386,1.2173976,0.967927,0.7779354,1.0933976,0.75837654,1.1039168,1.0242736,1.2827528,1.2827227,0.8878785,1.1292893,1.1574924,1.2008566,1.0009127,1.2104675,1.0609604,1.2344584,1.0349797,1.0083652,1.0204773,1.1849791,0.98804545,1.0674807,1.1094611,1.0213726,1.0346305,1.0025117,0.8256065,0.9257317,1.3266369,0.76263297,1.3181756,0.9479407,0.9571829,0.7234392,0.786043,1.1271136,0.87300485,0.85796833,1.0840104,1.1794355,1.0224088,0.7951211,1.1771728,0.9026404,1.0841745,0.86251915,1.0707328,1.3256646,0.9019377,0.9105023,0.9281665,1.06742,0.94359744,0.8606527,0.99884224,0.8635749,1.0411147,0.9730037,1.1218472,0.96418744,1.1454084,0.8566344,0.8533869,0.8673145,1.2604258,0.9468434,1.3327124,0.88130665,0.0,1.187948,0.93525726,0.70195115,0.8581418,0.8371594,1.0622083,1.2156951,1.1332731,1.1423973,1.003755,1.2587585,1.035056,0.85213006,0.7894072,0.8922793,0.886513,1.3502088,1.3498443,0.8918013,1.2486863,0.9397336,1.1639104,1.0197806,1.0693033,1.2089125,0.94070125,1.1418717,0.9533276,1.1337428,0.9876607,1.129893,0.9093292,0.7971227,1.1625788,0.85272497,0.9617165,0.9374586,1.0363636,1.0636326,1.1291178,0.86191905,1.1840308,0.989076,1.2885965,1.0996186,0.78781724,1.2428629,0.98137647,1.1305707,0.86312425,0.8107171,0.81493115,0.8560604,1.2578168,1.1655982,1.1236615,1.2365154,1.1488624,0.9912012,0.7999766,0.9419541,1.142345,1.1065006,1.2323837,1.0168419
melon,1.1250829,0.9438647,0.32719558,0.6543772,1.3765751,0.71638674,0.40993738,0.5496177,0.9424923,1.434163,0.978527,1.4233727,0.73646426,1.4061975,1.3529757,0.99443537,1.3601584,1.0849195,1.1397125,0.6394899,0.55942094,1.2482388,0.65574396,0.9973813,0.66984856,0.80965924,0.929306,0.9925952,0.675059,1.171356,1.2528709,0.8372068,0.6158091,1.3758645,1.2425723,0.7266551,1.0178399,0.6686384,0.77833295,1.4280764,0.7622064,0.6100288,1.4615813,0.5644452,1.0538629,1.0568113,1.3800985,1.0782171,1.2866123,1.1853132,1.3571613,0.93258846,0.45866632,1.2327669,1.1674869,0.8358448,1.1891332,0.7224388,0.73873556,0.93165445,0.781924,0.6164871,1.09779,1.0512767,0.866326,1.0833013,1.1262616,0.7120708,1.1846007,0.8556859,1.1122314,0.8799442,1.2240763,1.1868217,1.4444497,0.77580106,1.3542236,0.95487434,1.2762461,0.84495604,1.1757178,1.187948,0.0,0.975641,1.1276745,1.344612,1.3038356,0.71526456,0.5792678,1.0596807,0.90891457,0.9396521,0.50577646,1.3630315,1.0845373,1.4358847,1.3448825,1.2930694,0.704192,0.75673264,0.99457055,0.4213572,0.98693264,0.9059382,0.7705375,0.65979993,0.5305,1.0766144,0.57808673,1.1260703,0.831028,1.3703191,0.933467,1.1203924,1.2785399,0.82696366,1.4007163,1.0184928,1.2098405,0.8705473,1.3173645,1.1322863,1.2789412,0.671311,1.2690705,0.62126523,1.070865,1.0365664,0.7039468,1.0999732,0.5789641,1.3868518,1.4327109,1.2214031,1.4138322,0.32481706,0.7596213,0.72474676,0.87615705,1.067735,0.6598437,1.2062705,1.1064719,1.025426,1.2045765,0.7488963,1.2429425
milk,0.9789966,1.0889109,1.2622566,1.1133825,0.9288975,0.8438573,1.0055007,0.9988961,0.64649844,0.7863817,1.0480292,0.8687612,1.4101406,0.9774051,0.76962566,1.1513987,0.90764046,0.8334695,0.8002563,1.1145275,0.9171845,0.5601113,1.139495,0.9814939,0.7125809,1.1962789,1.0336237,1.0629027,1.3581724,1.1634941,0.9800573,1.1045198,1.0237974,0.9182807,1.0081463,0.9373494,0.7994492,0.9327948,0.9433744,0.8404008,0.9852987,1.314389,0.75510526,1.1244991,0.9779818,0.63777435,1.0640856,0.9348612,1.0041442,0.87628603,0.9648472,1.2436305,1.0509205,1.0052787,1.0373533,1.3143275,1.0090545,1.2880995,1.000235,1.3107013,1.2427274,0.8928455,0.84061885,0.7100651,1.3592789,1.1276222,0.94845515,0.6484477,1.0793736,1.0104698,1.0481337,1.2028779,0.99278414,0.8888588,0.9648041,0.50119966,1.038683,0.9935734,0.84671426,1.1353941,1.0428447,0.93525726,0.975641,0.0,0.7959256,0.8864184,0.8609923,1.0326658,1.2903941,1.0231615,1.2676094,1.3330535,1.1876163,0.94501567,1.2682533,0.9055115,1.0708901,0.72431606,1.3619499,1.2700102,0.973102,1.039763,1.1381534,1.1783693,1.1428964,1.1067337,0.95936155,1.056681,1.0689509,0.93239975,1.0669086,0.8595813,1.0874904,1.187012,0.9556396,1.00929,0.9224757,0.9579438,1.1278179,0.80908084,0.94863546,0.87900686,0.6573141,1.3885,1.0742838,1.0742939,0.9988624,0.93790615,0.99462616,0.7895689,1.2633154,0.9101497,0.9377467,0.7113272,0.78243184,1.1051811,1.3673027,1.3548275,0.98362184,1.0471267,0.7147945,0.5999716,1.0030969,1.1539996,0.98657393,1.3792415,0.9900174
mitten,0.5912901,0.7789851,1.4042647,0.9635323,0.51916236,1.09276,1.1640466,0.94035345,1.1437173,0.96503663,1.0282723,0.68926597,1.4413061,0.7438486,0.5837946,1.0413768,0.5573844,0.9610884,1.059558,1.5572965,1.4228911,0.8965314,1.115564,1.3390595,1.2928071,1.1852798,1.3043566,1.3449385,1.1354446,1.0814029,0.9470747,1.125244,1.4795035,1.0494869,1.0087612,1.2176893,0.9069156,0.9893514,0.8825807,0.66856915,0.7963243,1.5277209,0.7077743,1.5734068,0.8630598,0.78492665,0.52786857,0.7388232,1.1534486,0.8038162,0.7366036,1.0856179,1.2007343,0.8748992,0.88097847,1.0722542,0.99587774,1.1065924,1.1220831,0.9281815,1.4944682,0.84624135,0.84984,0.69831866,1.2111979,0.3842082,0.85953397,0.7125521,0.8633094,1.1208253,0.53349286,1.0077852,0.9862981,1.1789429,0.6206815,1.0098372,0.52862763,1.0756716,1.0205629,1.6577055,0.7733133,0.70195115,1.1276745,0.7959256,0.0,0.783646,0.8368015,1.1044402,1.4571896,1.0136039,1.1502804,1.0168064,1.3399007,1.056477,0.9362245,0.57477355,0.550416,0.84276134,1.5459857,1.3703072,1.0510432,1.2296766,0.9421863,1.0862904,1.0169766,1.2722362,1.4248748,1.091216,0.8688076,0.93116075,1.414222,0.99768615,1.1564393,0.8001808,0.576633,1.1378992,0.68834865,0.7033591,0.54953414,0.825649,1.1533487,1.2383887,0.65661466,1.3753496,1.0313793,1.5764449,0.6406565,0.6237325,1.1665553,0.82394123,1.4189477,0.8571285,0.64781964,0.85161406,0.76752573,1.4828525,1.2067554,1.2338834,1.1500751,1.032893,1.08158,0.7795634,1.0971173,1.2420583,1.2108512,1.4371707,1.120391
mop,0.83635086,1.0963218,1.3922131,1.1428018,0.83855665,1.1960495,1.2726369,1.2470726,1.1119038,0.5643226,1.1197993,0.6446699,1.3442168,0.567304,0.927845,1.0202096,0.73988867,1.1058359,1.0908788,1.3451741,1.3377638,0.92271835,1.2964908,0.9873592,1.187443,1.1894505,0.9764577,1.0852228,1.2560472,1.0597512,0.6850029,1.1265054,1.3059164,0.71766233,0.9337981,1.2280837,1.0215493,1.1881841,1.1716377,0.6683129,1.0271325,1.3875668,0.52932185,1.3726262,0.96698457,0.9587684,0.72551435,0.9807514,0.63054025,0.5741297,0.8807061,1.1211171,1.3006818,0.92110384,0.90251374,1.2422223,0.88603604,1.2032619,1.1191534,1.1229978,1.2958874,1.0725074,0.95047283,0.94901496,1.1862773,0.9348649,0.9006528,1.1968482,0.9283174,1.1149403,1.0163448,1.2291769,0.82687616,0.5849364,0.7284187,1.048094,0.76109135,1.0213335,0.6980402,1.1567603,1.0065191,0.8581418,1.344612,0.8864184,0.783646,0.0,0.65427434,1.1768402,1.3744718,1.0192062,1.2311449,1.1268437,1.385609,0.72973394,0.96903676,0.8205142,0.7358692,0.9166268,1.3358761,1.2984781,1.0774727,1.2942067,1.0995665,1.0736973,1.245871,1.1001658,1.275188,0.99402916,1.2983643,0.9519281,1.1426803,0.6121849,1.1975931,1.0340956,0.81104046,1.098206,0.90318036,1.0094616,0.8337196,0.9131368,0.7133172,0.8187035,0.63488734,1.3383613,0.8010254,1.3076819,1.0606588,0.7991907,1.1499057,0.7307985,1.3590353,0.45763445,0.76095116,0.72327167,0.7210499,1.4016285,1.3030021,1.1546469,1.1640579,1.0248896,1.2164453,0.83249253,0.9384834,1.0500296,0.62088954,1.3105018,0.8336345
motorcycle,0.8935815,1.1924695,1.3875973,1.1558499,0.9255162,1.0802805,1.2856352,1.2664287,1.0129828,0.78695416,1.1051121,0.7116666,1.3558728,0.63251513,0.84378505,1.0456992,0.81146085,1.1061467,0.985026,1.2608358,1.2359825,0.8097688,1.3239847,0.9827716,1.2406336,1.2098639,1.124409,0.76056397,1.3749673,0.9577985,0.71804285,1.1225579,1.1417986,0.7370839,0.8640959,1.2219938,1.0001414,1.1752149,1.1875213,0.7438248,1.059394,1.3937763,0.42520648,1.3458409,0.9522977,0.96060526,0.6909464,0.8723596,0.80773747,0.81722575,0.7541187,1.2862145,1.3412687,0.9348422,0.82056004,1.3977941,0.86694103,1.231369,0.99361044,1.2791047,1.3387628,1.0414464,0.85953796,0.8034423,1.2675432,1.0273435,0.7783134,1.1191287,0.8890671,1.0534225,1.0998647,1.1835499,0.8681426,0.7684195,0.65955764,0.98097813,0.8172959,1.0516361,0.6898612,1.2325372,0.9202205,0.8371594,1.3038356,0.8609923,0.8368015,0.65427434,0.0,1.1282816,1.3874183,1.174325,1.3344884,1.2405951,1.3842037,0.8058169,1.0631382,0.7533258,0.80712986,0.9330908,1.3745195,1.3519404,1.0740513,1.3523962,1.1548885,1.1589341,1.0843335,1.0116676,1.2031146,0.9584649,1.2970865,0.8973572,1.0937881,0.68341637,1.153974,0.82234144,0.69509774,0.9750713,0.7849519,0.8834816,0.8160274,0.90354365,0.9086668,0.9340614,0.692502,1.3745059,0.75778925,1.2666793,1.0817913,0.7669444,1.1446933,0.68771845,1.3177376,0.26031876,0.7377542,0.75619316,0.63837993,1.3772974,1.4210253,1.3194643,1.185614,1.1584452,1.0220174,0.7675909,0.9428874,0.78702796,0.6829858,1.358202,0.91410893
