,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,game,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
muffin,1.1822429,0.87821215,0.7585274,0.8674236,1.2313446,0.719764,0.75521827,0.8179662,0.92305887,1.2612745,1.0462232,1.1887884,1.0577,1.1907897,1.2524614,0.9810418,1.1772556,1.0500697,1.0127313,0.94441366,0.80889237,1.0104568,0.27464664,1.0088508,0.7952594,0.9357725,1.0183508,1.0977501,1.0745708,1.2223985,1.0294011,0.5398246,0.72535586,1.1745831,1.1844635,0.70852876,0.9970447,0.60419846,1.0195104,1.1981856,1.000503,1.0366548,1.1879847,0.8984171,0.84026587,0.8768735,1.1790636,0.9218393,1.1139811,1.0420616,1.103266,1.1098994,0.5848311,1.2552483,1.1454045,1.0694768,1.1273601,1.1118367,0.9626336,1.2204916,0.99708563,0.9722985,1.0851231,1.1301064,1.0920881,1.0679086,1.2594268,1.0406407,1.1678362,0.39287996,1.1566043,0.9755313,1.1281681,1.0544747,1.2846087,0.8557935,1.2743702,0.83658826,1.1071386,0.8872448,1.0560482,1.0622083,0.71526456,1.0326658,1.1044402,1.1768402,1.1282816,0.0,0.91880715,0.9780922,1.0364879,1.1824588,0.40836126,1.1361909,1.0956222,1.2809736,1.2782001,1.1325841,1.0457726,1.0338467,0.99881977,0.8626962,0.8932109,0.9227837,0.8339715,1.0502832,0.53347564,0.9430257,0.5842835,0.8867533,0.8217554,1.0126691,1.1258745,1.10551,1.2365102,1.1573578,1.2745191,0.92590964,1.279386,0.7361413,1.1756345,1.0470083,1.1931962,0.97636116,1.1820177,0.82427096,1.0808405,0.98220795,0.6567046,1.035656,0.87279755,1.0882407,1.2009686,1.230818,1.1591201,0.6580349,1.0190363,1.0402555,1.1536287,1.0481613,0.83314717,1.1104124,1.1022556,1.0223305,1.0522641,1.0480986,1.1724114
nail,1.4429592,0.8417541,0.13275743,0.82806706,1.3662224,0.73396796,0.47833836,0.8246854,1.0700414,1.423938,1.0483172,1.4661711,0.32156736,1.5083921,1.4323142,0.9471436,1.4585962,1.1270872,1.1337967,0.2236265,0.44251108,1.3713757,0.7215892,0.9526089,0.7045687,0.7276968,0.7474203,0.92709124,0.54157984,1.0904164,1.234692,0.97665316,0.58547616,1.3072114,1.1131775,0.80280733,1.1475716,0.93272936,1.0382499,1.4638579,1.169424,0.22392726,1.5631166,0.21529245,1.1072488,1.2528857,1.4479642,1.1503775,1.2050061,1.3281591,1.3570292,0.588406,0.42072022,1.226023,1.1540668,0.46947098,1.1314399,0.7355134,0.9148405,0.64084417,0.5316815,1.115817,1.2787426,1.3589041,0.4934228,1.1267027,1.375804,1.0435228,1.0946112,1.0061314,1.1247458,0.59567344,1.171229,1.1653334,1.434761,1.044356,1.4270394,1.0489922,1.3104194,0.5371137,1.1596711,1.2156951,0.5792678,1.2903941,1.4571896,1.3744718,1.3874183,0.91880715,0.0,1.0211241,0.60745853,0.633948,0.35133958,1.2915138,1.093786,1.4764383,1.386147,1.3431997,0.30376315,0.446446,1.0723923,0.68671834,0.95957226,0.8981929,0.8822061,0.8340206,0.72507656,1.037117,0.78683686,1.0779482,0.623618,1.367654,0.97315556,1.1687969,1.2945645,0.95550275,1.3977623,1.0733991,1.2685684,1.2267114,1.2417521,1.0198774,1.5214407,0.20449686,1.2678964,0.41576076,1.1028016,1.2524707,0.87433815,1.2715062,0.18332177,1.3938473,1.4396133,1.3764563,1.5435407,0.38259798,0.29685974,0.3714162,0.5994612,0.9700072,0.89142174,1.4024506,1.1777405,1.0771044,1.1178904,0.19404936,1.2676024
napkin,0.9703538,0.913864,1.099563,1.2781351,1.043757,1.1008807,1.0042709,1.0440445,0.91559815,0.97333527,1.0740716,1.0593345,0.8293649,0.86329913,1.1293604,0.9160412,0.8113518,0.9372198,1.020092,0.86401147,0.9705209,1.1042775,0.92576647,0.6861552,0.7791566,0.9932136,0.5160967,0.9460546,0.9685115,0.895191,0.8109503,0.91569835,0.92697847,0.8785181,0.71239746,0.9178411,1.0020715,1.1195935,1.1095113,1.0746523,1.2487547,0.8807651,1.0944352,0.8308722,1.0452899,1.049649,1.0923957,1.1436026,0.7682096,0.94941866,1.0120482,0.8836063,1.0283295,1.005284,1.358889,1.0238895,1.1321638,0.90957886,1.1100061,1.0262617,0.6892886,1.2968671,1.1349823,1.225806,1.1253159,0.72787,1.2722605,1.1815214,1.3073192,1.0197818,1.1591761,0.97278893,1.234408,0.680462,1.0456457,1.3025601,1.0993956,0.7954376,0.9941974,0.6125426,1.0275035,1.1332731,1.0596807,1.0231615,1.0136039,1.0192062,1.174325,0.9780922,1.0211241,0.0,0.78577864,1.1634951,1.0100431,0.76201135,1.1161447,1.180535,1.0687876,1.0501223,0.8147074,0.88041455,1.030647,0.91634697,0.85820746,0.3855437,1.2071072,0.94790626,0.8957257,1.0301516,0.9677427,0.8106246,0.77115285,0.77997226,0.97804713,1.1180549,0.9690454,1.0406995,1.1678979,0.91789484,0.99090475,0.98789734,0.8989396,0.7698667,1.1503322,0.87777245,1.02919,0.67155796,0.5478644,1.1644541,0.8584554,1.0089165,0.9497258,1.0172495,1.1842214,1.1091282,1.2384335,0.993518,0.9784167,1.0350853,0.9806503,0.05175662,1.2217731,1.3212596,1.0942147,0.9091713,0.64750147,1.0072709,0.9313681
necklace,1.3509085,0.66754687,0.72150517,0.9160243,1.1493411,1.0396569,0.8102285,0.9774407,1.109849,1.4343462,1.1647379,1.436085,0.41149592,1.270544,1.0281863,0.9945365,1.2828438,0.9788008,1.1179188,0.69968706,0.91265213,1.3392845,0.8600323,0.7800698,0.82080364,0.8500507,0.6909846,1.1069502,0.62416446,1.0343866,0.9866329,1.0090224,0.8080426,1.1939639,0.98874086,0.9294449,1.1306208,1.030802,0.99370146,1.4100208,1.1404561,0.5428703,1.4743469,0.7058081,1.0797759,1.2754062,1.267031,0.99738365,1.118563,1.1433907,1.0774626,0.49203682,0.827304,1.2232219,1.2049131,0.50722444,1.0829935,0.7287629,1.0400926,0.50111216,0.583493,1.1311197,1.1780628,1.292911,0.5832064,0.7600713,1.4094551,1.0190852,1.0573195,1.0919224,0.8600489,0.60925895,1.3079059,0.92370415,1.162008,1.2173508,1.10202,0.86564606,1.0789062,0.7087947,1.1168027,1.1423973,0.90891457,1.2676094,1.1502804,1.2311449,1.3344884,1.0364879,0.60745853,0.78577864,0.0,0.6405155,0.8288648,1.1412723,1.0155158,1.1791595,1.0773046,1.3194356,0.50727123,0.58948493,1.0923388,0.7955287,0.7510426,0.82151175,1.0630305,0.93250835,0.9480781,1.1148968,0.8084907,0.85055697,0.7377952,1.2320597,0.9932995,1.0184542,0.9866792,0.8117341,1.0499295,0.8661536,0.99947816,1.1154145,1.1898206,1.2253035,1.4195296,0.42156732,1.2323462,0.70323575,0.67914164,1.1491911,0.9005227,1.1796498,0.7012691,1.2386862,1.1806074,1.1472893,1.4513974,0.77100253,0.4556532,0.5655872,0.80406845,0.75844955,1.0740551,1.4158454,1.2642838,1.0402085,0.8764885,0.45817685,1.1919321
nose,1.2276772,0.7848846,0.71453464,0.6499005,1.0066464,1.1159141,1.0242758,0.9327916,1.3436732,1.2444413,1.0153518,1.2598923,0.67331123,1.2201939,1.0833023,1.0980092,1.1978309,1.0799887,1.2634344,1.0004715,1.1435941,1.3520839,0.9137679,1.152741,1.2249036,0.98934853,1.0573826,1.1175075,0.53485894,0.9953295,1.2218546,1.0649992,1.1848776,1.1605743,1.1849939,1.0477324,1.0928879,0.9779977,0.9380853,1.2587975,0.81680506,0.807386,1.3208653,0.99567187,1.1464723,1.1330786,1.0931435,1.0670898,1.1201596,1.0692612,1.174254,0.26167715,0.8255917,1.0845029,0.67951417,0.318205,1.0802631,0.8974377,1.1536728,0.31411326,0.8610832,1.0317459,1.2390726,1.081095,0.232211,0.9315719,1.1307203,0.99028903,0.6396619,1.1008813,0.59575295,0.6983806,1.0540096,1.1682262,1.1305794,1.1372294,1.0144427,1.1625863,1.2386626,1.1005833,0.9859577,1.003755,0.9396521,1.3330535,1.0168064,1.1268437,1.2405951,1.1824588,0.633948,1.1634951,0.6405155,0.0,0.8836037,1.2120688,0.71413803,1.1108825,1.0034598,1.1894299,0.7488544,0.7304356,0.9940449,0.9310135,0.83713365,1.1116843,0.7835443,0.95001453,1.1743081,1.104934,0.7821466,1.2470005,1.1235441,1.3274742,1.053346,0.9329325,1.0042527,1.0217761,1.0443112,0.9863125,0.9065801,1.2781861,1.1431898,1.2032427,1.2929378,0.53041726,1.1291828,1.1086065,1.0871712,1.0399829,1.169647,1.0619613,0.8875166,1.2647074,1.1017891,1.1684532,1.3378742,0.93817425,0.36067915,0.3996349,0.8772093,1.1549295,1.1871182,1.2674316,1.1677247,1.1040269,1.2364361,0.40918046,1.1567866
orange,1.3744006,0.8614581,0.2355861,0.69930536,1.3453102,0.6802514,0.48676133,0.56295526,1.0042266,1.4584582,1.0775309,1.4413707,0.6498344,1.5012921,1.441143,0.90758854,1.433898,1.1074554,1.1048807,0.48538983,0.4884361,1.2521286,0.2633325,1.0638647,0.6410421,0.81540394,0.8902293,1.0135002,0.5916496,1.2376164,1.2237897,0.56887937,0.62122566,1.3519804,1.2299234,0.7611113,1.2089336,0.6144335,0.8852582,1.42972,0.96928805,0.53154504,1.4912153,0.43463957,0.9040323,1.1130664,1.4425287,1.0426093,1.2672106,1.2810655,1.3182114,0.82205904,0.23928344,1.3057085,1.1869919,0.7004213,1.1417758,0.89359874,0.87366176,0.92138165,0.7358558,0.9490461,1.227855,1.3188713,0.72757775,1.101115,1.4065615,1.0033683,1.1981126,0.5806868,1.1507161,0.7797173,1.1824306,1.2087275,1.4551587,0.83103305,1.4401867,0.91992736,1.3291962,0.6768948,1.1278504,1.2587585,0.50577646,1.1876163,1.3399007,1.385609,1.3842037,0.40836126,0.35133958,1.0100431,0.8288648,0.8836037,0.0,1.3206275,1.1172005,1.4967165,1.4286379,1.3005435,0.622457,0.67136824,1.0030524,0.598385,0.95287085,0.903988,0.77294147,0.9247911,0.52727836,0.9682537,0.41241252,0.99021226,0.6894612,1.3080038,1.027751,1.1625017,1.4027834,1.0631609,1.443394,1.0487524,1.3695037,0.94694954,1.313185,1.1053271,1.3828189,0.5310717,1.3421645,0.5249241,1.1393812,1.1439333,0.6609982,1.2326015,0.4269011,1.3331356,1.427588,1.4233019,1.4855664,0.3268078,0.565603,0.6710678,0.85645574,1.0504482,0.7074059,1.2996889,1.2221316,1.0626845,1.1914439,0.53874254,1.3202791
oven,1.0169548,1.062885,1.3749797,1.3052711,0.847115,1.1877114,1.3050083,1.3195927,1.0153171,0.4544717,1.0301975,0.86028516,1.1182841,0.41047394,1.0162514,1.1651428,0.87503105,0.89043844,1.0575019,1.1185222,1.1783804,0.8804822,1.2809091,0.7692048,1.0783238,1.2278624,0.6001304,0.9211018,1.3139668,0.730578,0.62774974,1.1365064,1.0272129,0.3869722,0.71608174,0.980962,0.99745935,1.2679162,1.2734125,0.88220555,1.2521088,1.2457972,0.6181002,1.1114444,1.0372471,0.98784953,0.94337773,1.3033302,0.35648453,0.60020274,0.8237261,1.1144118,1.3255223,0.89351505,1.0408748,1.2766227,1.0269555,1.2790967,1.2689195,1.2142125,1.0482357,1.4583931,0.9103286,1.0073409,1.2272813,1.0678911,1.0190215,1.3544257,1.0471904,1.1606438,1.1468858,1.1431978,1.0312014,0.6730107,0.7233728,1.1893235,0.8592686,0.9720413,0.6938027,0.83243334,0.8603268,1.035056,1.3630315,0.94501567,1.056477,0.72973394,0.8058169,1.1361909,1.2915138,0.76201135,1.1412723,1.2120688,1.3206275,0.0,1.0002732,0.91790456,0.8147435,1.0114778,1.1658553,1.2005538,1.1610763,1.2879233,0.90370446,0.9865651,1.2813004,1.2089808,1.1578763,1.0878245,1.4266399,0.9465514,0.8469902,0.2556684,0.98028314,1.1380628,0.9115686,1.1786059,0.89567393,1.1245848,0.8527462,1.0958443,0.44709986,0.6098784,0.8581581,1.2387655,0.7490479,0.9722644,0.98727846,1.0574226,1.1254905,0.9757783,1.2406316,0.68486,0.7949669,0.9105886,0.75099766,1.3121969,1.3214331,1.2991152,1.1537108,0.7425493,1.3831521,1.014984,0.85481745,0.8225333,0.51873195,1.258748,0.6296433
owl,0.79598266,1.0757205,1.0861307,0.87230694,0.91748685,1.2156811,1.2681265,0.97873324,1.3365839,0.9660374,0.60988593,0.9515042,0.9723145,0.869178,0.9329039,0.9679166,0.82461905,1.0764035,1.261113,1.2112223,1.381795,1.2616304,1.0407634,1.2093065,1.3629541,0.99504507,1.1711736,1.0914911,0.87594837,0.5773903,1.201547,1.0470544,1.2894964,1.0189408,1.0472567,1.1506776,1.0633078,1.0425496,0.9361797,0.9972273,0.72039884,1.1216084,1.0148239,1.2251285,0.9675815,1.1115944,0.59275615,1.2296294,0.97360045,0.98133606,1.0129857,0.89432347,1.1061422,0.72426236,0.85644114,0.9676354,1.0764714,0.9648776,1.1431401,0.8018815,1.116166,1.0219419,1.0936202,1.0737655,0.796173,0.9520625,0.7766757,1.1611707,0.8136397,1.1543396,0.93838394,1.0316046,0.92524654,1.1635184,0.9395359,1.1176338,0.85532683,1.1582556,1.1670752,1.2255689,0.7733905,0.85213006,1.0845373,1.2682533,0.9362245,0.96903676,1.0631382,1.0956222,1.093786,1.1161447,1.0155158,0.71413803,1.1172005,1.0002732,0.0,0.9202362,0.7937696,1.0610311,1.063476,1.1357917,0.99906313,1.1192901,0.73932356,1.0077559,0.8478251,0.87244195,1.2689285,0.90080535,1.0683315,1.1808141,1.2469655,1.13435,0.69925755,0.759199,0.9628856,1.1235354,0.927675,1.1352227,0.74359095,1.2436867,0.88233364,1.1181477,1.1210232,1.0143392,0.62911963,1.2891185,1.0604249,0.9061816,1.2680451,1.054429,1.1579837,1.0611727,0.96779823,1.1119745,1.0625097,1.1620661,0.985778,0.8887268,1.2353024,1.1013592,1.3532023,1.1817228,0.9793603,0.95208013,1.2176938,0.93906796,0.98009384
pajamas,0.6284633,1.0622076,1.5036879,1.1652573,0.40870595,1.2318956,1.4703434,1.2345109,1.2098076,0.6295795,0.88190323,0.3270197,1.5055063,0.71994066,0.17153096,1.1259634,0.35826993,0.93963975,1.0317737,1.4997568,1.512563,0.86883736,1.3747847,1.3623998,1.5224216,1.3582034,1.4937344,1.2112453,1.3687114,0.8710772,1.0396448,1.2732596,1.3863741,0.8235941,0.72158813,1.3325062,1.0309048,1.1583412,1.1239877,0.3286385,1.0596309,1.5543194,0.5975269,1.5768743,1.0402473,0.8659055,0.45577276,0.7981181,0.9514005,1.0098002,0.389691,1.246676,1.4566727,0.5787525,0.60044026,1.2262106,0.933001,1.371852,1.1793512,1.1208953,1.525297,1.1349208,0.8550818,0.7541492,1.2058508,0.87939656,0.595893,1.0740868,0.63314235,1.1648791,0.7560341,1.163331,0.7644217,1.1680629,0.21827388,1.0564238,0.23656571,1.2289696,0.9419024,1.5645926,0.72325313,0.7894072,1.4358847,0.9055115,0.57477355,0.8205142,0.7533258,1.2809736,1.4764383,1.180535,1.1791595,1.1108825,1.4967165,0.91790456,0.9202362,0.0,0.30827534,0.65763444,1.5539494,1.4629289,1.0628676,1.403327,1.1307247,1.207034,1.141976,1.3924112,1.4590907,1.1577172,1.2903138,1.0124946,1.5492553,0.9176115,1.0225294,0.8982426,0.50939554,1.2105628,0.13966346,1.0167897,0.5003579,1.1185772,0.84118426,1.1584637,0.59884703,1.4966134,0.7263633,1.5851395,0.90232825,0.86106193,1.4046457,0.9394995,1.4642622,0.82713115,0.17992723,0.76466715,0.46233392,1.6087444,1.3380301,1.4050332,1.1602339,1.1285825,1.2849388,0.6395862,0.8197013,1.1873055,1.2463753,1.4076225,0.85964024
pants,0.6862494,0.9085154,1.410849,1.0621946,0.46931756,1.2503529,1.3926286,1.1819136,1.3821089,0.75272936,0.93862164,0.48532945,1.293245,0.59893334,0.5721989,1.0700619,0.4503805,1.0025729,1.1786407,1.4709804,1.5267553,1.047805,1.2864203,1.2958498,1.5216714,1.3247298,1.2310346,1.2019316,1.1318808,0.7362689,0.9046333,1.2495234,1.421286,0.84524107,0.8120959,1.3021448,1.1375551,1.1325319,1.1431167,0.49656415,0.95920706,1.4395714,0.6512942,1.5184675,1.1344233,0.96829623,0.4098711,1.0144181,0.9330354,0.9015399,0.5277768,1.0355259,1.3241793,0.59528446,0.7939895,1.0728276,0.97840965,1.2272886,1.3088492,0.8431549,1.4453741,1.1644274,0.9419199,0.87992054,1.0827157,0.61601055,0.69101155,1.1527872,0.7456742,1.2230079,0.7487048,1.0663617,0.7780422,1.1998273,0.34623647,1.2080717,0.15116441,1.200885,1.0078108,1.5247275,0.63598704,0.8922793,1.3448825,1.0708901,0.550416,0.7358692,0.80712986,1.2782001,1.386147,1.0687876,1.0773046,1.0034598,1.4286379,0.8147435,0.7937696,0.30827534,0.0,0.8785708,1.4284317,1.3718517,1.117315,1.3220942,0.94054043,1.1145699,1.1589264,1.2992096,1.480068,1.081457,1.2242875,1.0291102,1.458661,0.9712325,0.9779208,0.8389092,0.6836799,1.1814693,0.40342194,1.0186423,0.1995843,1.2050635,0.901736,1.1839703,0.7004951,1.3078938,0.6711204,1.5267224,0.6891057,0.84324104,1.4389721,0.97308797,1.4136796,0.791736,0.35720938,0.89278406,0.65438074,1.5289109,1.1561418,1.2032001,1.2576516,1.0329856,1.3879815,0.8565528,0.9911189,1.1534395,1.1378219,1.2663822,0.990859
paper,0.8254444,1.1875601,1.3552043,1.2507352,0.786969,1.0667224,1.2886136,1.0895863,0.8682326,0.72643685,0.95807904,0.6425388,1.380355,0.91840726,0.5569246,1.0978318,0.73011553,0.8999887,0.33987236,1.2881007,1.139896,0.4532733,1.1952616,1.1914091,1.1732044,1.1754014,1.302477,1.0502615,1.2356566,1.0970993,1.0803905,0.9331865,1.200708,0.98295313,1.035729,1.0609223,0.84129417,1.0234371,1.0110447,0.5927111,0.9937024,1.2846227,0.7048239,1.3082454,1.0805887,0.71490943,0.93454784,0.97582877,1.084472,1.0031812,0.8821538,1.2743781,1.2940041,0.92188746,0.88572645,1.232149,0.8101233,1.1367147,0.9675651,1.2067775,1.2239422,0.93980396,0.7880423,0.64998895,1.2896464,1.1545476,0.7337007,0.7006523,0.9742573,0.960105,0.87177396,1.2963642,0.86849296,1.1323286,0.8151114,0.91416025,0.7981353,0.9968124,0.94570804,1.2956848,1.0659752,0.886513,1.2930694,0.72431606,0.84276134,0.9166268,0.9330908,1.1325841,1.3431997,1.0501223,1.3194356,1.1894299,1.3005435,1.0114778,1.0610311,0.65763444,0.8785708,0.0,1.264729,1.1545781,0.98631823,1.2229676,1.1854594,1.1855998,1.019856,1.1586897,1.0042956,1.0875242,1.126802,1.0463394,1.2652701,0.9329147,1.1054505,1.0047171,0.901087,0.9345411,0.75848126,1.017736,0.99110323,0.92400986,0.9656142,0.9447651,0.64764446,1.4215798,0.8954586,1.310529,1.086626,1.0077057,1.1293812,0.9116608,1.2551956,1.0169832,0.801891,0.7881521,0.5360088,1.3179436,1.3505764,1.2311016,0.95455474,1.1247001,0.97083414,0.4862246,0.83926934,1.1395124,1.2547486,1.3561071,0.9198047
pen,1.308735,0.9088451,0.41369468,1.0165282,1.3700249,0.9098138,0.6217586,0.84170055,0.97342825,1.3804777,1.0656117,1.5642986,0.22153187,1.3627387,1.4883344,0.865776,1.5103644,1.1012901,1.0034479,0.2956993,0.4749915,1.3412436,0.79855084,0.62973684,0.6753327,0.6975138,0.5861885,0.81801933,0.49069095,0.97301185,1.176573,1.0059522,0.590412,1.3166282,1.0584335,0.79222786,1.0338889,1.0831698,0.94804144,1.5520141,1.1096854,0.08739567,1.610143,0.2864707,1.180713,1.3090901,1.4846871,1.237623,1.1594142,1.2175107,1.4366937,0.66003346,0.68251413,1.2328552,1.3365743,0.525956,1.1389743,0.45211136,0.9467871,0.6448324,0.17185855,1.0433798,1.2307032,1.331164,0.6274181,1.0564299,1.3612003,0.9885791,1.248536,1.0510474,1.0685843,0.7302238,1.1924049,0.88431096,1.5138601,1.2516025,1.4265711,0.62856853,1.2154646,0.373971,1.2778192,1.3502088,0.704192,1.3619499,1.5459857,1.3358761,1.3745195,1.0457726,0.30376315,0.8147074,0.50727123,0.7488544,0.622457,1.1658553,1.063476,1.5539494,1.4284317,1.264729,0.0,0.11619604,1.0874811,0.57231855,0.9889474,0.7146574,0.95416546,0.6736863,0.68212557,1.0446683,0.88660973,1.0467464,0.54823744,1.2829539,0.9063274,1.14819,1.3499141,0.6726738,1.48489,1.0326875,1.2693486,0.9938717,1.1911824,0.924629,1.5079547,0.2527331,1.2191694,0.34833145,0.9636437,1.3276486,0.6143896,1.1367471,0.38415182,1.3796706,1.5446736,1.3003778,1.567024,0.44865084,0.42948234,0.37620145,0.4413426,0.7744731,0.96657795,1.4258633,1.1188986,0.8868096,0.84698963,0.27330738,1.191956
pencil,1.2526964,0.8386074,0.5367562,1.0243728,1.1980479,0.9034026,0.7285694,0.7576216,0.9492216,1.3402299,1.0949683,1.5027521,0.4489817,1.3579931,1.4126382,0.88105595,1.4819472,1.083199,0.97656065,0.46524167,0.5510204,1.2544255,0.74036235,0.69329005,0.7316601,0.73088944,0.7608298,0.94607335,0.58274597,1.0889642,1.2171477,1.0131289,0.7029066,1.3367438,1.1242075,0.79549503,0.9323261,1.0150235,0.8543121,1.4832599,1.0548338,0.26142704,1.5691237,0.45666695,1.129051,1.1577326,1.4601953,1.1495018,1.1917536,1.1558505,1.4190767,0.67272806,0.7226436,1.2735984,1.2821311,0.4674207,1.1210172,0.6155217,0.99638563,0.6849618,0.25742054,1.0053635,1.2061378,1.1509861,0.6849961,0.9881456,1.3519131,0.8631965,1.2387866,0.9794151,0.7757576,0.81952244,1.1843021,0.88500315,1.4884436,1.2015028,1.3383064,0.49082696,1.2151915,0.50062776,1.2676375,1.3498443,0.75673264,1.2700102,1.3703072,1.2984781,1.3519404,1.0338467,0.446446,0.88041455,0.58948493,0.7304356,0.67136824,1.2005538,1.1357917,1.4629289,1.3718517,1.1545781,0.11619604,0.0,1.0976883,0.5880432,1.0703351,0.81463814,0.93825334,0.79980344,0.72381777,1.0971439,0.7890049,1.0719147,0.6958229,1.2557847,0.99089783,1.1544703,1.289267,0.706537,1.438154,1.0119385,1.240564,0.8137197,1.213051,0.9365169,1.4336498,0.4259888,1.2761787,0.511873,0.9676687,1.267028,0.52818227,0.99177337,0.55277824,1.3822398,1.4667069,1.2849321,1.4670581,0.5823555,0.48665047,0.39526552,0.24237436,0.8740711,0.93906355,1.2956522,1.1089251,0.97029316,0.89978874,0.40587544,1.2156621
penguin,0.9308449,1.155963,1.012366,0.773791,1.2013264,1.0159968,0.9920498,1.0174912,0.99645096,1.1204448,1.0526506,0.9978263,1.0381126,1.1670732,1.0878484,0.83232355,0.99648726,1.0311599,0.87365836,1.084487,1.036095,0.9636499,0.99764514,1.082925,0.9670068,0.84597015,1.0914303,0.95031184,1.0467887,1.1442779,0.9964409,0.9182878,0.989333,1.1255803,1.1659708,0.9537049,1.0832326,0.81735295,0.9487695,0.9601343,0.96046287,1.0616174,1.07131,1.0673783,1.0272182,1.0227164,1.0510932,0.749411,1.1287544,1.068135,1.128262,1.1038512,1.0886083,1.0264636,0.9281213,1.106358,0.9395573,0.8643649,0.8973968,1.1372267,1.0822268,0.66603476,0.9721031,1.1461532,0.9607495,1.0728925,1.046533,0.9986126,0.9770588,0.898463,1.1094999,1.0220011,0.75164306,1.0318557,1.0824189,0.8574852,1.0452313,1.1429468,1.0062267,1.0596312,1.1224011,0.8918013,0.99457055,0.973102,1.0510432,1.0774727,1.0740513,0.99881977,1.0723923,1.030647,1.0923388,0.9940449,1.0030524,1.1610763,0.99906313,1.0628676,1.117315,0.98631823,1.0874811,1.0976883,0.0,1.0710213,1.1118186,0.9507655,0.9175173,0.98617756,0.9361731,0.6911173,0.90776956,0.9461196,0.95919305,1.1167158,1.0269032,1.0167818,1.161262,0.76250696,1.0819175,0.9013999,1.2082517,1.0713708,1.1303314,1.0489936,1.0196944,1.0109758,1.1019251,1.0762811,1.0779688,1.1423284,0.9861635,1.0494751,0.99240524,1.015811,1.0773373,0.95102096,1.0487651,0.9297012,1.0735002,1.1359923,1.1786735,1.0733008,0.75621486,1.0200717,1.062537,1.0746398,1.097099,1.0745485,1.0892354
pickle,1.0825382,1.0078491,0.5472177,0.88713634,1.271538,0.9654375,0.6669612,0.4376874,0.88484293,1.3738031,1.0837286,1.458139,0.67849565,1.3459411,1.3211415,1.0008647,1.3974392,0.96913797,1.0710218,0.64950323,0.63781697,1.180513,0.60888696,0.82372046,0.6521952,0.8306626,0.86209774,0.9853868,0.598537,1.1821755,1.2089746,0.7815038,0.8609998,1.3032328,1.0909282,0.9962987,0.97988224,0.76679087,0.60102886,1.4393079,0.740075,0.52250624,1.4771798,0.6094009,1.1082885,1.0865059,1.4066556,1.1485128,1.2668102,1.1743984,1.2922876,0.84971607,0.6815213,1.2242651,1.2318008,0.7533543,1.1120825,0.7251445,0.7703247,0.88171226,0.59660125,0.7189406,1.0932847,1.1132079,0.8678485,1.0898045,1.1993961,0.7973937,1.2280083,0.7713102,1.052623,1.002407,1.1806531,1.0308864,1.4091526,0.93437666,1.3041525,0.72747916,1.159802,0.7522358,1.1141008,1.2486863,0.4213572,1.039763,1.2296766,1.2942067,1.3523962,0.8626962,0.68671834,0.91634697,0.7955287,0.9310135,0.598385,1.2879233,1.1192901,1.403327,1.3220942,1.2229676,0.57231855,0.5880432,1.0710213,0.0,0.9879569,0.94493276,0.80418766,0.6691135,0.64499605,1.0512993,0.718053,1.0342692,0.8466807,1.2788744,0.9709417,1.1225874,1.2030845,0.8408067,1.3729377,1.0371718,1.248563,0.75771713,1.2812078,1.1317406,1.2181964,0.6908701,1.2913384,0.6462756,1.0289452,1.1240225,0.68274796,1.1402124,0.7171498,1.3779086,1.4174438,1.1602592,1.3686523,0.5117504,0.726549,0.71352947,0.7017627,0.92640746,0.7509359,1.1430919,1.0772722,0.9871393,1.0502684,0.67718416,1.1436687
