,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
sprinkler,0.85777986,1.2688107,1.2582309,0.9525873,0.91270167,1.1238344,1.0993398,1.0851964,0.9323256,0.8700464,0.93286633,0.7609106,1.2939898,1.0239449,0.7032202,1.3006732,0.8979702,1.0402448,1.1701782,1.1519008,1.0360445,0.93249476,0.9136119,1.076877,1.1034641,1.2167548,1.0301111,1.1950402,1.1897211,1.1398689,0.9456029,1.0785546,0.92259,1.1060534,1.1082033,0.8305068,0.8739833,1.0866418,0.7263804,0.8798029,1.3390005,0.8019897,1.2175425,1.2500463,0.82278365,1.1035086,0.81955034,1.1594498,0.98372424,0.81640935,0.8604258,1.1483282,1.1265101,1.0257819,0.9614587,1.14406,1.163327,1.2168361,0.78575325,0.9681575,1.2340151,0.6573148,0.6958556,1.2033324,1.1048375,0.81867224,1.0577043,0.9975967,0.9247144,1.3186243,1.0344169,0.695023,0.85545254,0.8923553,0.97995865,1.2336991,0.9489475,1.2419792,1.1180313,0.93861604,0.7436259,0.8551244,0.6865643,0.80616295,0.8286692,1.3224148,1.2167661,1.1580203,1.1056644,1.2294909,1.1598647,0.7810019,0.7808803,0.96998185,0.9113232,1.2528701,1.1618723,1.1895134,1.2379311,1.0388974,0.9268452,0.92887545,1.1101904,1.2237554,0.8394605,1.1276797,0.85032654,0.94522524,1.0880346,0.98312485,0.9553503,1.0302389,0.93709016,0.88289404,0.91740906,0.7307732,1.0375732,0.7610665,1.3477294,0.8858096,1.339538,1.2029213,1.0809448,0.95832604,0.0,0.82648945,1.2761912,0.97930026,0.8210252,0.7815621,0.6967306,1.1837986,1.2132046,1.029903,0.5131371,1.2114706,1.0357606,0.8169751,0.9437439,1.120155,1.290859,0.9603851,1.0387412
stick,0.7855897,1.1719555,1.2526708,1.1633012,0.74811465,1.210178,1.240828,1.0660526,0.8764624,0.789035,1.032945,0.7928657,1.2881192,0.9131091,0.8050977,1.2530475,0.86438656,1.0510169,1.0716321,1.2454857,0.96822023,0.9135051,0.9614778,0.9734697,1.1464572,1.030947,0.9954743,1.2369629,1.0007361,1.0669552,0.9842163,1.0790981,0.84710795,0.9560874,1.0004432,0.7813172,0.9540921,1.0532489,0.81489605,0.9308314,1.2306457,0.77656406,1.1988766,1.1535537,0.891772,1.1607502,1.1311257,1.0398343,1.0669179,0.9032991,1.0094918,1.2842599,1.2575829,0.9119003,0.88972604,1.1996273,0.93531126,1.1928332,0.95579505,1.0953172,0.89218235,1.0013016,0.78506637,1.1815661,1.2982905,0.73619866,1.2339302,0.93136656,0.96319443,1.3269688,1.1297482,0.647357,0.89453363,1.1257044,0.92056245,1.0208968,0.856828,1.182781,1.0932343,0.8990772,0.8775592,1.0184022,0.9699735,1.019599,0.9891356,1.26177,1.2928915,1.0969746,1.1513609,1.276811,1.1149834,0.9016399,0.88397306,0.9706059,0.85004514,1.1087593,1.0156355,1.2008401,1.1546092,1.1311393,0.9396352,0.8190713,1.2158529,1.216796,0.9618465,1.2808135,0.8537427,0.93380445,1.0944451,0.8015039,1.0800552,0.7783173,0.87799674,1.0883665,1.0569514,0.5881883,1.0172439,0.74960935,1.2973636,0.92927253,1.3032086,1.2375355,0.76539886,0.88382006,0.82648945,0.0,1.1166694,1.0607826,0.8853531,0.8690472,0.67381984,1.2223778,1.2617958,1.1885496,0.803229,1.24117,1.2138252,0.7571751,0.9221494,1.0165201,1.321319,0.9108067,0.9147674
strawberry,1.0210524,0.84459996,0.20786023,0.8935307,1.3308724,0.55342364,0.64952546,0.71486354,1.1710626,1.2744457,1.0522559,1.4473453,0.6419441,1.3064665,1.2530524,0.60468054,1.4413091,1.0974222,0.8905224,0.5898755,0.8292151,1.2003568,1.0218018,1.0464156,0.831305,1.0073242,1.2394283,0.65842617,1.1944112,1.1122515,1.0598428,0.77663016,1.2480114,1.2172284,0.9001705,1.2656376,0.9847052,0.81709814,1.4010316,1.0476485,0.49792928,1.4281316,0.57381797,0.80102366,1.1034719,0.977736,1.1152532,1.0693879,1.0304946,1.3363451,1.1392374,0.855144,0.56147355,1.2235901,1.0944887,0.76520896,1.115449,0.616612,0.9098942,1.1130959,0.7640579,0.9912352,1.2279066,0.82325095,0.8675327,1.2922606,0.66077065,1.1516895,1.1014501,0.60827774,0.964752,1.1914144,1.3261096,1.0499918,1.3219734,0.7658926,1.3201357,0.73822653,0.9148781,1.1643143,0.9835302,1.1268533,1.2491882,1.2082016,0.9956502,0.42709005,0.83400226,0.9332932,0.8577727,0.56430215,1.04704,1.174447,1.3946333,1.2939874,1.1049217,0.59260905,0.6817221,0.7488977,0.5954723,1.2247127,0.86889225,0.9643015,0.82927114,0.5015819,1.2947155,0.78811544,1.2514954,1.2562772,0.99873316,1.0793236,1.070485,0.920394,1.3344538,1.182262,1.1770155,1.1260971,0.8873206,1.307337,0.56666166,1.283701,0.4809,0.9754258,1.0469723,0.9648603,1.2761912,1.1166694,0.0,1.2352698,1.3236237,1.1646445,1.3572584,0.610956,0.6744607,0.7610153,1.1069607,0.96183854,0.6849593,1.2061583,1.0461749,1.0614159,0.5872291,1.1728666,1.2005707
stroller,1.1484265,1.1156701,1.3183556,1.241454,0.8860849,1.3286519,1.2269881,1.2860839,0.96097285,0.7828139,0.99721676,0.76043296,1.1103301,0.6749811,1.1545566,1.1426958,0.84032714,1.0037282,1.0284964,1.1313039,1.2579961,0.88653874,1.1686584,0.7460719,1.1076605,0.9179493,0.8258978,1.2625335,1.0228797,0.3909465,1.1632725,1.1541837,0.71990746,0.80959517,1.1861142,1.0719336,1.1847177,1.2486837,0.8037873,1.1537544,1.3456851,0.4410861,1.2249812,0.8711214,1.0624917,0.9671652,0.9493024,0.5603911,0.7577978,0.6961289,1.0102471,1.077361,1.351484,1.2324072,0.87983286,1.1970739,1.0010494,1.3597417,0.97026974,0.95852274,1.1126854,1.122427,1.0392869,1.0942221,1.000335,0.989335,1.3903366,0.83031744,1.0405502,1.1017891,0.8306931,1.068565,0.6963422,0.9655558,0.7902741,1.0165248,0.4486168,1.0106812,0.9697471,0.93192774,1.1014425,0.87448347,0.9319674,0.4072193,1.1527255,1.3113906,0.9141287,1.0422863,1.2075982,1.3225083,0.69549644,0.9648676,0.75719196,0.65602773,0.94942975,1.2250881,1.1933059,1.0381787,1.2222302,0.8598871,1.0365231,1.2493509,0.98351777,1.2276689,0.63887966,0.8801883,0.6295042,1.0997745,0.9338875,1.109129,0.72652614,1.1742549,0.80108684,0.74548304,0.6988624,1.0249467,1.0430571,1.0725732,1.1815153,1.1405227,1.1346569,1.0635052,1.2491523,1.0098004,0.97930026,1.0607826,1.2352698,0.0,0.7395262,0.95835406,0.87567943,1.3432336,1.189978,1.2177486,0.9987471,0.8520993,1.1789203,1.0458575,0.9759065,0.56238925,1.2085118,0.8197613,1.1427176
sweater,0.88744104,1.2763183,1.3973327,1.3303134,0.44338053,1.3673009,1.2943292,1.4101194,1.0549597,0.8032924,0.9373473,0.50353956,1.2874699,0.9892732,0.67068094,1.3906933,0.63120615,1.1750158,1.2916799,1.4145354,1.4371343,0.9650752,1.2417954,1.142077,1.3834479,1.2812641,0.80858815,1.2512842,0.7783564,0.98788875,1.1626331,1.3698837,0.7490468,0.5089289,1.3377512,0.82364213,1.2667521,1.3266612,0.5042393,1.1986948,1.5151429,0.58873737,1.5015147,1.251164,1.0962743,0.9425137,0.91128016,0.9835021,1.1438397,0.36718297,1.0697597,1.2150688,1.3980013,0.776114,0.5881412,1.1696423,0.88850987,1.4546967,1.0081333,0.93708336,1.3901032,0.9814256,0.8330009,1.0383959,1.1675135,0.71675825,1.4744344,0.5677815,0.8880216,1.205193,0.8570582,0.9062198,0.04483199,1.0943086,0.36833012,1.3915408,0.7278136,1.4140301,0.9878005,0.8642372,1.0222266,1.0859429,0.7806875,0.71745557,1.2005641,1.3617489,1.3071845,0.9915781,1.1613047,1.3527395,1.0906674,0.7064747,0.22206414,0.3035485,0.87590396,1.446254,1.3751802,1.127741,1.358157,1.0618037,1.0269763,1.2971989,1.0750456,1.2068923,0.7554101,1.2909963,0.65645134,0.8238072,0.93621457,0.9437916,0.88962936,1.323402,0.061208606,0.9463345,0.43014878,1.1380858,1.2572243,0.7457106,1.4366945,0.7645354,1.389468,1.2297014,1.2167666,1.3373415,0.8210252,0.8853531,1.3236237,0.7395262,0.0,0.8281864,0.5869421,1.5157584,1.2287034,1.1803793,0.85560966,1.1903038,1.3739828,0.98763484,0.8561743,1.1054637,1.3264728,0.74782985,0.7753615
swing,0.86438894,1.3095565,1.2378885,1.1772019,0.92425245,1.1846285,1.0794812,1.2108153,0.7425771,0.89643943,1.1380225,0.60039806,1.3197336,0.8510612,0.8166682,1.3024396,0.8453407,1.1923645,1.0720158,1.3033671,0.98248416,0.621316,1.1224289,0.7292918,0.97684723,1.2261347,0.91491455,1.1927903,1.0880297,1.001807,1.1110474,1.2759854,0.6363686,0.9874057,1.1511123,0.9849524,1.1140673,1.2073576,0.54399085,1.0996068,1.3262801,0.64874804,1.2594504,1.2953063,0.8444384,1.0499334,0.78085697,1.1767328,1.1424427,0.88959044,0.9598935,1.2039341,1.2048182,0.91712105,0.8816437,1.265054,0.8007271,1.3166387,0.67435616,1.167637,1.3311852,0.6538882,0.82440126,1.2243397,1.3325857,0.4262265,1.1303339,0.879531,1.085706,1.2855816,1.0861042,0.4801886,0.83665264,0.72040373,1.0069042,1.364787,0.62941617,1.3193533,1.2053624,1.0111701,0.8893737,1.1097915,0.9238051,0.7770465,1.1035051,1.2803751,1.3983551,1.2290344,1.1089748,1.1907424,1.2359852,0.94227165,0.7424865,1.0040414,0.8678026,1.3235185,1.2591127,1.2195997,1.1826154,1.2020608,0.65907377,1.0535153,1.1285639,1.2398295,0.79132247,1.0338198,0.90384257,0.9001406,1.0692649,0.91752315,0.8071022,1.036103,0.8793457,1.0641356,1.0650872,0.63845015,1.1840018,0.46034956,1.384552,0.8481057,1.3969452,1.3983748,0.99193925,1.2591863,0.7815621,0.8690472,1.1646445,0.95835406,0.8281864,0.0,0.50326455,1.2033851,1.3040278,1.2048312,1.0017774,1.3109848,0.7545551,0.6591445,0.91568816,0.8759756,1.3652735,0.91025007,0.9930341
table,0.87037516,1.4718225,1.4539905,1.2090131,0.72029674,1.3923941,1.3506896,1.3343756,0.6350366,0.51246166,1.1151426,0.32406253,1.5203441,0.6903644,0.6300745,1.5089281,0.6372832,1.1459736,1.0266206,1.3547844,1.0205083,0.50571984,1.0716896,0.93414545,1.1426187,1.153496,0.73669213,1.4833195,0.97523516,0.83793956,1.0934527,1.2375219,0.47241008,0.8524486,1.1487099,0.79134023,1.1330398,1.2785945,0.3399251,1.0312433,1.5853369,0.35285342,1.3369985,1.4254979,0.78041553,1.1288704,0.98015827,0.9564501,0.96094173,0.67814577,0.93445665,1.4087509,1.4238545,0.8448777,0.8694473,1.4382353,0.81208193,1.5438699,0.8691911,1.1547489,1.4363103,0.86217153,0.51703775,1.3650976,1.5288906,0.41755104,1.3587291,0.865198,1.0475196,1.5008459,1.0981162,0.7611489,0.5844643,0.8852639,0.82522166,1.4508392,0.457205,1.3632679,1.25939,0.9526561,0.8606399,0.8929828,0.9042183,0.74353504,1.1222047,1.5107694,1.4099928,1.3177028,1.3127813,1.4118311,1.0209734,0.81921786,0.5545249,0.84961367,0.63280666,1.4847226,1.3798027,1.274639,1.4200984,1.1521233,0.8963586,0.8817798,1.2298274,1.4418316,0.69524205,1.1839315,0.47924912,0.80697656,1.015184,0.81237996,1.0672766,1.1199977,0.6293644,0.9954817,0.87101823,0.8173516,0.9482869,0.43631172,1.6035137,0.70306444,1.5643076,1.559683,0.8955999,1.2441752,0.6967306,0.67381984,1.3572584,0.87567943,0.5869421,0.50326455,0.0,1.3953991,1.5158477,1.3401816,0.96390134,1.3541037,1.1423275,0.4477473,0.8260987,0.9502226,1.5587704,0.7085513,1.0716441
tape,1.1104414,0.7281741,0.45510638,0.6816334,1.5236318,0.48260963,0.54515755,0.61688703,1.0570195,1.3277545,1.0655712,1.5349307,0.6776267,1.1821845,1.2105911,0.6324431,1.4887289,1.048906,0.7499958,0.5781328,0.5138778,1.0703732,0.8948258,1.030506,0.4914239,0.7752571,1.2078345,0.6170581,1.281402,1.1401068,0.955464,0.6096996,1.3052378,1.2748108,0.5483433,1.1753514,0.88281834,0.7554245,1.4798962,0.9325791,0.4981866,1.4892173,0.4727413,0.86319625,0.81997764,1.0713516,1.0840579,1.1899781,0.9300923,1.4662247,0.95789886,0.8477152,0.4536211,1.2579939,1.2601612,0.810254,1.1735425,0.5825985,1.0821927,1.0542399,0.82590955,0.971178,1.1366124,0.9177822,0.7842941,1.2833076,0.35860515,1.3387846,1.1290492,0.70915115,1.1732945,1.0921859,1.512341,0.76724523,1.4476182,0.78337497,1.4412992,0.7195478,1.0602386,1.1548975,0.94758487,0.95748425,1.2138822,1.2859823,0.9145189,0.56915414,0.85028994,1.0816407,0.87690496,0.46712476,0.9603705,1.2101856,1.552607,1.4525793,1.1934136,0.66171426,0.7105745,0.866793,0.4927783,1.1664106,1.0725118,0.6938944,0.9152633,0.68163687,1.3099047,0.6750145,1.3665814,1.3085425,1.053831,1.1097597,1.1689426,0.7276383,1.5147004,1.143414,1.3326316,0.9511798,0.84444964,1.2112038,0.5599265,1.3251528,0.52256274,0.82510304,0.73183143,0.7912291,1.1837986,1.2223778,0.610956,1.3432336,1.5157584,1.2033851,1.3953991,0.0,0.78923583,0.8959435,1.1076927,0.98189867,0.5138343,0.9886432,1.2447014,1.1398298,0.7063128,1.3968883,1.1914027
toe,1.3437805,0.6509926,0.5332148,0.9797444,1.0524551,0.7161684,0.8011466,0.90226704,1.4913883,1.4201066,0.8960451,1.3846755,0.52748674,1.4108139,1.2559793,0.64850223,1.3235728,1.2011966,1.0644634,0.79902077,1.1648575,1.4294258,0.9835386,1.0233805,1.0860373,1.0941738,1.2548869,0.35737157,1.0534499,1.050031,1.0818309,1.0166762,1.3923795,1.1590539,1.0987792,1.188541,0.9149989,0.94496286,1.3532739,1.0673574,0.48714423,1.5673108,0.8166612,0.60621876,1.280042,0.9659755,0.9894497,1.1054606,0.99828166,1.2400014,1.2113389,0.33970463,0.5970377,1.1684517,0.9662491,0.10584432,1.2686002,0.67935556,1.2789348,0.540989,0.81270367,1.1902485,1.3584229,0.30625832,0.48480427,1.3443022,0.6383017,0.8777699,0.53175294,0.39945805,0.94582075,1.2634981,1.2103386,1.2565253,1.0803815,0.8129385,1.3818727,0.86332345,0.48241436,1.0677968,1.2148895,1.3134364,1.0022001,1.3019569,0.9697608,0.3227694,0.7968296,0.37720114,0.59821,0.6003383,1.1896641,1.138305,1.25544,0.94952005,1.2173203,0.5713069,0.6511988,0.8813493,0.6589532,0.92703927,1.1970751,1.3045692,0.94378,0.42889917,1.380093,1.005844,1.3813376,1.2609371,0.75117064,1.2161185,0.9336519,1.1084113,1.1870914,1.0310946,0.95649606,1.2783854,1.1002225,1.3879924,0.3950137,1.3085035,0.5296955,0.4867382,1.253859,1.1034616,1.2132046,1.2617958,0.6744607,1.189978,1.2287034,1.3040278,1.5158477,0.78923583,0.0,0.31956697,0.8978927,0.8091835,0.96867454,1.469605,1.2379023,1.1072185,0.24878633,1.2575047,1.0774772
tooth,1.1726847,0.8288022,0.62334424,0.96044433,1.0012609,0.78505236,0.80132633,0.8708018,1.3888438,1.3284664,0.8320357,1.2918428,0.7277931,1.2998519,1.1323279,0.8214575,1.2394476,1.116417,1.1155964,0.924573,1.1320558,1.3677192,0.8800403,1.1312652,1.1574391,1.1895481,1.1629959,0.50377005,1.0469062,1.1754165,0.9598216,1.06029,1.3473215,1.1528639,1.0747736,1.0725548,0.8151017,0.909047,1.266178,0.9307194,0.63895553,1.4352612,0.9584314,0.7388759,1.2064905,0.94521236,1.0280973,1.1457942,1.0426499,1.1851791,1.1218575,0.60165447,0.65876997,1.1481588,0.97384715,0.33383882,1.2250093,0.755975,1.1896309,0.6457661,0.87556916,1.069069,1.2162366,0.54577297,0.72078717,1.271346,0.61257195,0.91058946,0.5995371,0.67651033,0.91947544,1.2226949,1.1673112,1.2309618,1.1154547,0.9408788,1.3122926,0.9432805,0.7199198,1.0402324,1.063865,1.2759876,1.003289,1.2291298,0.8531918,0.48961163,0.94400066,0.46580935,0.6850012,0.7059891,1.2410469,1.0738353,1.1667078,1.0315092,1.1668761,0.69459367,0.75104034,0.9254142,0.84850615,1.0184376,1.1688473,1.2009647,0.94495136,0.6096422,1.2817719,1.138155,1.3047953,1.120863,0.8851563,1.066187,0.8993003,1.0578511,1.1404114,1.047608,1.0148301,1.2155441,1.126224,1.2512475,0.6748886,1.1400037,0.76844484,0.72889096,1.2063563,1.0676926,1.029903,1.1885496,0.7610153,1.2177486,1.1803793,1.2048312,1.3401816,0.8959435,0.31956697,0.0,0.74617517,0.928226,1.022178,1.3200784,1.1210512,1.1841376,0.47365463,1.1825831,1.0492996
toothbrush,1.0234483,1.0478451,1.0656874,1.039672,0.75967443,1.102025,1.0198061,0.96307933,1.0734789,1.0269762,1.070778,1.0166879,1.0506339,1.0665199,0.8637655,1.0348616,1.1405915,1.0447701,1.0674728,0.96556705,1.0948505,1.0789535,1.0665292,0.99704015,1.1027919,1.1671658,1.1178108,0.97873783,1.2321678,1.0547717,1.0347049,1.1479605,1.1362013,1.0372934,1.1905805,0.80919695,0.9843311,0.958759,0.93065023,1.0184752,0.9211987,1.0274813,1.0434501,0.97769594,0.9724353,1.1987033,0.81514204,1.0757904,1.0139772,0.93173635,1.0551529,0.9868294,1.0650287,1.2222713,0.94953996,0.7640032,1.1624893,1.0780627,0.9067261,0.974587,0.84896296,0.8872266,0.976354,0.9808953,0.7674465,1.1131158,0.9077842,0.8853169,0.62143826,1.0330579,1.0852076,0.8505687,0.9007839,1.0733128,1.0006008,0.85588527,1.053195,1.0018471,0.91823804,1.0585877,0.9599751,1.013676,0.74700487,0.98658013,0.98015267,1.0255878,1.0001718,0.8105991,1.0467833,1.1369807,1.0969028,1.0848308,0.85749155,0.9696798,0.94362855,0.8103101,0.7230535,1.1551008,1.0851701,1.0787958,1.0060304,1.0635357,1.1371933,1.1085428,0.949895,1.0910038,1.0444518,1.1353577,1.1069852,1.0844866,0.8233719,0.7648823,0.9349073,0.9975956,0.97666466,0.68068135,1.0223305,0.93224084,1.0252479,1.1104188,1.0502429,0.91113836,1.1456066,0.8190325,0.5131371,0.803229,1.1069607,0.9987471,0.85560966,1.0017774,0.96390134,1.1076927,0.8978927,0.74617517,0.0,0.97311544,1.011152,1.017196,1.0901513,0.9835472,0.9565923,1.0792654,1.0447294
towel,1.1934108,0.7569567,0.9667794,0.9613626,1.0689781,0.93034077,0.9714063,0.90543157,1.1361874,1.1503733,1.081515,1.0571579,0.7996962,0.99229425,1.1732109,0.7650993,0.7671552,0.58577573,0.83286226,0.7747582,1.0682366,1.2105865,1.0061179,0.9089959,0.9361564,0.8711492,1.2495213,1.0208502,1.1055475,0.6889769,0.96807915,0.94845515,1.1606911,1.0426922,0.99951416,1.1434753,0.9584915,0.9181827,1.1126279,0.96233237,0.775053,1.2013412,0.7380326,0.7388569,1.1363624,0.9279959,0.79320693,0.8489691,0.846941,1.0924766,1.0717459,0.8258632,0.9267366,1.086236,1.2482013,0.8413969,1.2412384,0.78581727,1.1105636,0.9886691,0.82477987,1.3044841,1.4174123,0.97831875,0.46673942,1.3363894,0.9841676,1.2057124,1.0115541,0.76787496,0.9164516,1.3809031,1.1106236,1.2732029,1.0724267,0.7540815,1.108913,0.725315,0.8040755,1.0082868,1.1774588,0.96256256,0.84515345,1.2348201,0.9643555,0.84257126,0.14438063,0.86829853,1.0769515,0.9400055,0.84487814,1.2005762,1.1080995,1.0433043,1.0001657,0.7818985,0.8232503,0.8986424,1.0012913,0.41311145,1.20307,1.1096208,0.85185885,0.9516927,0.89768314,0.8203836,1.171719,0.9430316,0.908741,1.2058783,0.7940603,1.032154,1.1636822,0.7729817,1.0217977,1.1631504,0.91803384,1.378264,0.63274354,1.0731514,0.67022705,0.49207115,1.130487,0.88450885,1.2114706,1.24117,0.96183854,0.8520993,1.1903038,1.3109848,1.3541037,0.98189867,0.8091835,0.928226,0.97311544,0.0,1.0325332,1.3148339,1.1754543,0.8187188,0.7861532,1.1822128,1.111746
toy,1.1173892,1.0349396,0.6177572,0.77013636,1.4811745,0.609144,0.5837866,0.60675967,0.7960824,1.2767546,1.2508758,1.3086424,0.9784453,1.0929291,1.0480082,0.812772,1.3795426,1.0984814,0.7705061,0.7211461,0.51941323,0.69726646,1.0072157,0.9875404,0.4224049,1.0427239,1.2320278,0.8223891,1.4028443,1.1195841,1.0957347,0.8630582,1.091951,1.2408645,0.75983536,1.2591586,1.0328264,0.7498567,1.1752378,1.0252504,0.68561155,1.2478452,0.6149655,1.1017497,0.70783854,1.1046193,0.60143995,1.2707591,1.0530094,1.3630675,0.89928573,0.99427783,0.60587096,1.3286052,1.1245718,0.9989936,1.0237694,0.7882482,0.71583194,1.2488298,1.0441257,0.5311452,1.1689255,1.0289581,0.9028236,1.0604454,0.41502643,1.1762483,1.1051708,0.7812108,1.1504192,0.87606144,1.4036789,0.43453646,1.480345,1.0114832,1.2021105,0.96156245,1.1681658,1.2803508,0.97945935,1.0556266,1.021309,1.0118376,0.9355096,0.7374358,1.0097247,1.1512699,0.790293,0.5572189,1.1140598,1.2178144,1.3282304,1.464539,1.1248087,0.86396444,0.89502984,0.9249569,0.8103562,1.28463,0.7471682,0.8249842,0.9224782,0.7455709,0.96896416,0.5396525,1.3419924,1.2255459,1.1627973,1.1055399,0.9429834,0.6562386,1.4292777,1.0862107,1.371791,0.8370654,1.0061072,0.82366693,0.7951305,1.2699766,0.78686947,1.0789207,0.8727727,0.974916,1.0357606,1.2138252,0.6849593,1.1789203,1.3739828,0.7545551,1.1423275,0.5138343,0.96867454,1.022178,1.011152,1.0325332,0.0,0.65013456,1.26337,1.0644186,0.9048688,1.3560395,1.25907
tray,1.0816045,1.3835759,1.2508693,0.9210135,1.1113503,1.1941983,1.1620581,0.9353089,0.40226042,0.65825105,1.3288958,0.82285583,1.4400759,0.7546875,0.79108334,1.3750498,0.97305846,1.0498326,0.83032846,1.2100946,0.44294447,0.27785718,0.81520647,1.0370117,0.6563987,0.90510523,0.9544403,1.2958148,1.2539302,1.0996392,0.90126246,0.995824,0.6400556,1.0392984,0.8477273,0.89819115,0.98700494,0.9266517,0.7716892,0.78554964,1.3367953,0.6308833,1.0264944,1.4382288,0.3325982,1.3738153,0.8820845,1.1813815,0.93756914,1.0727953,0.84936655,1.2997556,1.1765496,1.0779437,1.0125848,1.3745482,0.8956012,1.3849065,0.8809196,1.2746327,1.2412264,0.7798347,0.64986277,1.3719078,1.4877539,0.7627422,0.9344307,1.104467,1.0585344,1.4216692,1.3201578,0.77783525,1.0060772,0.5461423,1.1420177,1.2596276,0.84467566,1.2862406,1.26688,1.0310708,0.8394848,0.856409,0.96626186,0.8987373,0.9269295,1.4127624,1.3294226,1.3179984,1.1407392,1.0809188,0.9722916,1.0424616,0.9879938,1.1786281,0.7975937,1.367933,1.2655281,1.2992373,1.2564065,1.2974058,0.95733225,0.45576406,1.285621,1.299956,0.6562183,0.98507303,0.8373444,0.982344,1.1836387,0.663957,1.1423343,0.7638643,1.0471387,0.98068714,1.2048993,0.7584339,0.86434245,0.46396887,1.4396976,0.93369484,1.4343894,1.4893173,0.529927,1.0217534,0.8169751,0.7571751,1.2061583,1.0458575,0.98763484,0.6591445,0.4477473,0.9886432,1.469605,1.3200784,1.017196,1.3148339,0.65013456,0.0,1.0290198,1.0873489,1.4871879,1.032088,1.1357203
tree,0.857218,1.0457842,1.1372359,1.1027322,0.9187567,1.1417868,1.1204586,1.1928169,0.8844794,0.7743328,1.0866706,0.83128285,1.1349026,0.7812102,0.98212266,1.127848,0.8550638,0.9344341,1.0633408,1.099048,1.1741775,1.0143,1.0679594,1.1127836,1.2397971,1.0621988,0.7490773,1.2386004,0.835186,1.0510535,1.0309286,1.0291936,0.94243896,0.85798,1.1104716,0.88529176,1.0658965,1.0989801,0.8620103,1.0314287,1.1923959,0.78585804,1.1606946,1.0918367,1.1391745,1.0366528,1.1911639,0.8101165,1.0647197,0.82295007,1.0172762,1.2592828,1.2076887,0.83618444,0.92364216,1.2125797,0.9436929,1.0555451,0.87190706,1.1483482,1.063741,1.0810546,0.8692188,1.1848831,1.2736756,0.8185648,1.2496881,0.9535619,1.1072292,1.2123173,1.078043,0.95397323,0.86556256,1.1852417,0.96045166,1.0983171,0.86175513,0.9959279,1.1312006,1.035873,0.88716495,0.9694651,1.1148008,0.86605954,1.0206743,1.1940483,1.151196,1.2068361,1.1553868,1.2256508,0.9504472,0.90488786,0.8383554,1.0060328,0.91146874,1.1314186,1.1101145,1.0466275,1.0186043,1.0416722,0.8873234,1.0087612,1.0902425,1.2279303,1.0160507,1.1199371,0.7833412,0.8365216,1.0373873,0.944154,1.08302,1.193356,0.8543643,1.044285,0.94093,1.1241984,0.91695106,0.93619937,1.2148061,0.7418144,1.1142164,1.2220925,1.0833067,1.0563895,0.9437439,0.9221494,1.0461749,0.9759065,0.8561743,0.91568816,0.8260987,1.2447014,1.2379023,1.1210512,1.0901513,1.1754543,1.26337,1.0290198,0.0,1.0227587,1.2129034,0.27648723,0.8962728
