,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pillow,plant,plate,pony,pumpkin,purse,radio,refrigerator,rock,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
jeans,0.89227295,1.052526,1.3946836,1.2803216,0.47698867,1.387509,1.2949885,1.3534414,1.1635425,0.9047259,0.70707935,0.6076595,1.0781994,0.91645575,0.7855921,1.2253768,0.5619285,1.0864806,1.2345366,1.4608828,1.4462612,1.0881622,1.2775934,1.0425959,1.3478425,1.0801339,0.9544081,1.1132412,0.60883784,0.9570377,1.140576,1.3678498,0.8625864,0.59629333,1.3453085,0.907261,1.22196,1.2310501,0.66452265,1.2133261,1.3781996,0.8099808,1.5132155,0.9648771,1.1836672,0.8064704,0.990175,0.99367195,1.1263585,0.48101205,1.0143387,1.0558763,1.4153795,0.63948596,0.8828873,1.0009993,0.9926677,1.241037,1.1611965,0.7295925,1.2234361,1.100069,0.9967362,1.0382576,0.9381182,0.73089886,1.4547513,0.8304936,0.7746143,1.2223759,0.7948792,0.90075004,0.34110832,1.1875882,0.0,1.2420368,0.83631647,1.378568,0.833336,0.7777653,1.0874803,1.1634276,0.7371125,0.8711249,1.280557,1.335227,1.2112302,0.91055983,1.1104314,1.3494891,1.1194291,0.6068896,0.3959266,0.13654542,0.8836247,1.3271885,1.2834634,1.0782154,1.1944814,0.84928304,1.1249427,1.3877544,1.0453994,1.154512,0.7389994,1.3886181,0.9056586,0.7970042,0.91758245,1.0372553,0.88766223,1.1878477,0.32858336,0.80939406,0.3374427,1.1058699,1.3098756,0.892482,1.2328308,0.76584077,1.366695,0.82610893,1.2152283,1.2797413,0.97995865,0.92056245,1.3219734,0.7902741,0.36833012,1.0069042,0.82522166,1.4476182,1.0803815,1.1154547,1.0006008,1.0724267,1.480345,1.1420177,0.96045166,1.0612727,1.2071323,0.87880546,0.66600174
knife,1.183603,0.57321894,0.8185114,0.83973217,1.2662902,0.87468857,0.93971086,0.7725169,0.99727607,1.1090435,1.1557755,1.4848192,0.5739872,1.0011194,1.3749001,0.55520785,1.4053957,0.68860674,0.75498044,0.4946885,0.94922274,1.2477279,1.1363927,0.88839,0.98065114,0.70132697,1.0633543,0.87492967,1.0407964,0.89976525,1.0233035,0.5983003,1.3049642,1.122418,0.95448434,0.9334626,1.0732816,0.7492533,1.472071,1.09408,0.39966494,1.2547715,0.5728175,0.63648087,1.2072228,1.1170202,1.2119231,0.7890589,0.83998066,1.3834538,1.1136218,0.8159392,0.8706223,1.2157816,1.2436564,0.8653805,1.0425736,0.7268012,1.1485555,1.2041229,0.15459895,1.3501275,1.2457645,0.85214716,0.7731425,1.4662924,0.9552523,1.1966556,1.1413436,0.60935193,1.1051992,1.2123994,1.4181763,1.2505212,1.2420368,0.0,1.1398637,0.38396394,0.9617794,1.1895466,1.2892978,0.9497046,1.4242594,1.1173078,1.1315149,0.6403654,0.57760876,0.76031375,1.0130576,0.9471423,0.56177676,1.2931616,1.4645444,1.2721664,1.1756057,0.28994155,0.36002445,0.8738049,0.73613566,1.0391585,1.1681234,0.78502184,1.0009354,1.0577935,1.2685027,0.75705886,1.1150136,1.2423264,1.0560137,1.1747375,1.1149223,0.6104808,1.3703585,1.0277894,1.2362108,0.82922775,0.6376284,1.2691462,0.5051843,1.2850004,0.5106027,0.6887871,1.0359166,0.3322786,1.2336991,1.0208968,0.7658926,1.0165248,1.3915408,1.364787,1.4508392,0.78337497,0.8129385,0.9408788,0.85588527,0.7540815,1.0114832,1.2596276,1.0983171,0.68183136,0.5394339,1.1139619,1.0361332
ladder,0.98943233,1.2622553,1.4299482,1.276153,0.75965846,1.4734442,1.3351023,1.3932554,0.7327823,0.682345,1.1410929,0.5573971,1.356844,0.44019264,0.9860884,1.2723465,0.7856695,1.09466,1.0048089,1.2507402,1.207043,0.63389385,1.2113224,0.44547993,1.1150688,0.986752,0.7609581,1.3731652,0.9877399,0.3094738,1.1485626,1.2525411,0.4798928,0.81582224,1.1924819,0.9184925,1.25248,1.3064203,0.63027906,1.1899028,1.4483781,0.29819,1.3004897,1.1468184,1.0117799,1.1544797,0.91824776,0.5496489,0.8073239,0.66467214,1.0757926,1.2104985,1.4767685,1.0555329,0.8887254,1.3363397,0.7323915,1.5276252,0.81434155,1.1384482,1.2080014,1.0629119,0.8092588,1.2070324,1.2956457,0.71871984,1.4921168,0.83619046,1.0615945,1.3014964,1.025655,0.86619234,0.69853055,0.8935796,0.83631647,1.1398637,0.0,1.0673113,1.0770923,0.945883,1.0424,0.875169,0.9451722,0.61833984,1.2099168,1.4379793,1.1630739,1.1406986,1.2019125,1.4670134,0.7541584,0.9920362,0.69412315,0.7885339,0.81050205,1.3317797,1.2702501,1.2187232,1.3178191,1.0131074,0.8028374,1.167304,1.183376,1.4123607,0.7099326,1.0195225,0.45629418,0.97285986,0.961444,1.0419959,0.74697596,1.0767391,0.7411859,0.9702895,0.85087186,0.7460516,1.0586283,0.7591969,1.4730799,0.9844534,1.3811536,1.2494533,1.1271616,1.0613562,0.9489475,0.856828,1.3201357,0.4486168,0.7278136,0.62941617,0.457205,1.4412992,1.3818727,1.3122926,1.053195,1.108913,1.2021105,0.84467566,0.86175513,0.35194188,1.4021279,0.6319202,1.052103
lamp,1.1176383,0.63783914,0.7663918,0.8514905,1.3603114,0.755868,0.83068097,0.83791053,1.02153,0.9976617,1.2297679,1.3793976,0.651652,0.9841891,1.4541885,0.57412755,1.3493657,0.7633393,0.8271499,0.4791062,0.8716187,1.2738308,1.0731275,0.883381,0.8831961,0.6749845,0.99248713,0.96797365,0.9498705,0.74713874,1.0317613,0.4555351,1.2914525,1.1107656,0.7943821,1.1391073,1.0352451,0.8728087,1.3941946,1.0855728,0.506804,1.2190492,0.442662,0.71482915,1.1386726,1.0475446,1.1757967,0.46137905,0.7665839,1.3947763,1.1003913,0.8880791,0.7587506,1.1891489,1.2384291,0.97413486,0.9813358,0.7112717,1.0340236,1.2620652,0.47322005,1.3507587,1.2080806,0.932877,0.8861684,1.4550637,0.9204229,1.2519969,1.2535813,0.66319907,1.1169447,1.2867475,1.4376438,1.1424294,1.378568,0.38396394,1.0673113,0.0,0.98335934,1.2024716,1.2417321,0.81973684,1.4571798,1.218729,1.1187823,0.6678785,0.51031524,0.89003557,0.9712012,0.8844473,0.5619179,1.4080968,1.5046911,1.3753136,1.1517452,0.4432531,0.5218487,0.7939224,0.7423639,0.875828,1.0488256,0.72708976,0.92451906,1.0384102,1.3329315,0.6433724,1.0201207,1.2067604,1.045563,1.2214327,1.2243074,0.8515494,1.3764632,1.1925111,1.3032529,1.0652695,0.5103325,1.3396717,0.5896809,1.2677591,0.4283787,0.78404415,0.99033254,0.5264575,1.2419792,1.182781,0.73822653,1.0106812,1.4140301,1.3193533,1.3632679,0.7195478,0.86332345,0.9432805,1.0018471,0.725315,0.96156245,1.2862406,0.9959279,0.67583394,0.6211344,0.8748099,1.1835303
leg,1.2078973,0.83333814,0.8212191,0.9999456,0.7977938,0.9709332,1.0235039,1.0562836,1.3173614,1.181141,1.0427598,1.0717838,0.80053437,1.162138,1.1452053,0.8644444,1.0453442,1.165579,1.0618995,0.9721016,1.1792363,1.2246393,1.01761,0.8816277,1.0776802,0.9674945,1.1312428,0.735068,1.0123442,0.86999935,1.0713,1.1246929,1.2021191,1.0188379,1.0905408,1.0977147,1.0157174,1.0669839,1.0871897,1.0506392,0.8648086,1.1853714,0.9590488,0.8478991,1.1816351,1.0847617,0.8991144,0.96864086,1.0876563,0.9572111,1.2334851,0.66806614,0.86689675,1.1280838,0.89693636,0.4847244,1.1577559,0.9297422,1.1446998,0.65381736,1.000208,1.2573864,1.2457255,0.6911453,0.67515707,1.1881849,1.0093348,0.90315706,0.6543088,0.7775602,1.015582,1.1311572,0.97251505,1.1860603,0.833336,0.9617794,1.0770923,0.98335934,0.0,0.8431981,1.0554944,1.1403947,0.8101536,1.0829122,1.0518006,0.8057182,0.85170436,0.63297087,0.87522995,0.8118086,1.0484394,1.067364,0.9818833,0.69220895,1.0293661,0.9174996,0.9333078,1.0658726,0.87266487,0.8028052,1.1109477,1.2489524,1.0990365,0.6926945,1.1411169,1.1232326,1.1285552,1.1528219,0.89009106,1.0788758,0.8623363,1.1870167,0.9850212,0.91811204,0.82096076,1.219605,1.1223432,1.2454973,0.80329514,1.1761793,0.8795884,0.6377879,1.1613667,1.1586734,1.1180313,1.0932343,0.9148781,0.9697471,0.9878005,1.2053624,1.25939,1.0602386,0.48241436,0.7199198,0.91823804,0.8040755,1.1681658,1.26688,1.1312006,0.91191864,0.6760018,1.0693436,1.0931631
meat,0.9680291,1.0088685,1.0817516,1.1611408,0.7373868,1.2487364,1.20194,1.1100516,1.157071,1.0167474,0.72236776,0.9131079,1.0008959,0.9396341,0.942216,1.0133065,0.8459195,1.0872684,0.9122752,1.297631,1.0897986,1.012128,0.81780064,0.9168426,1.0851856,1.0871776,0.9319932,0.8752351,0.8846987,0.9375468,0.8398032,1.2906566,1.0494647,0.9624912,1.090858,1.0470153,0.89919615,1.2034991,0.9636005,0.892195,1.1634451,0.9317013,1.2529788,0.97222936,1.0844027,0.9681106,1.1003187,1.066313,0.9909996,0.8116679,1.0556211,0.9736078,1.1795919,0.9472796,1.012117,1.0539902,1.0617493,1.0105689,1.0848176,0.81148756,1.1545444,0.97232395,1.0520664,1.069804,0.9757521,0.9810614,1.072973,1.0218732,0.96626353,1.2260983,0.91826224,0.9651154,0.8570684,1.0852054,0.7777653,1.1895466,0.945883,1.2024716,0.8431981,0.0,0.9701847,1.0783827,0.7826313,0.98288715,0.8623474,1.1869249,1.0365885,0.9672589,1.1009136,1.080993,1.0795283,0.80172443,0.873535,0.74938273,0.8259456,1.1516453,1.126018,1.0959579,1.0751617,0.8127368,1.0599058,1.1491258,1.0318958,0.8681116,0.8853593,1.2871091,0.94214094,0.9973459,0.7977867,0.94091034,0.99802214,1.0262332,0.88741267,0.9039798,0.7768776,1.0513043,1.1831391,1.0348823,1.1292509,0.96874404,1.1742362,0.9763316,1.0378982,1.1226852,0.93861604,0.8990772,1.1643143,0.93192774,0.8642372,1.0111701,0.9526561,1.1548975,1.0677968,1.0402324,1.0585877,1.0082868,1.2803508,1.0310708,1.035873,1.0008839,1.1058552,0.99834204,0.99003553
melon,0.78882915,1.2608832,0.83882093,0.88237226,0.94124067,0.83188707,0.8945332,0.71599454,0.9700947,0.9882018,1.0243942,0.99753046,1.3353882,1.0180432,0.7805984,1.2369019,1.0384107,1.0418152,1.1495994,1.0899165,0.8188796,0.9868224,0.66559964,1.1804452,1.0010462,1.1195964,0.94300926,1.1645442,1.1878536,1.1988155,0.9728156,1.0585409,1.0261177,1.1338992,0.8767655,0.9870102,0.7613726,0.85225165,1.0188671,0.7682792,1.2691721,0.88955826,1.1381289,1.2687696,0.87744385,1.1275947,0.8657406,1.1317172,1.0331451,0.923945,0.90623003,1.2273654,0.8865056,1.1023424,0.96838295,1.107064,1.1303164,0.9036614,0.78859305,0.87813455,1.2260345,0.76496816,0.6781482,1.2789884,1.1675473,0.8912901,0.8624742,1.0081955,0.9278969,1.283452,1.2078722,0.781865,1.0172703,0.83786315,1.0874803,1.2892978,1.0424,1.2417321,1.0554944,0.9701847,0.0,0.85953784,0.7216668,0.8993268,0.71548617,1.2169664,1.1995397,1.1729747,1.1520085,0.8532615,1.1563944,0.93497455,0.97768253,1.1099534,0.95316815,1.3044811,1.2760205,1.1937039,1.0641506,1.0498139,0.8433161,0.8711961,1.1516412,0.88308716,0.92129254,1.1265702,0.904852,1.1487697,1.1489055,0.8476871,0.86294436,1.0588207,1.0662408,1.0056621,0.99991834,0.91202325,1.0572269,0.9068494,1.3036256,1.0307428,1.1341519,1.2747921,0.8324214,0.96043205,0.7436259,0.8775592,0.9835302,1.1014425,1.0222266,0.8893737,0.8606399,0.94758487,1.2148895,1.063865,0.9599751,1.1774588,0.97945935,0.8394848,0.88716495,1.2100619,1.3166643,0.98277193,1.091189
milk,0.9819821,1.152569,1.1842854,0.8759807,1.119987,1.0335472,1.0878987,0.97696817,0.7837612,0.71574044,1.181221,1.0364861,1.2063792,0.85564554,0.90112096,1.176045,1.076926,0.72980344,0.8618008,0.644163,0.8757684,0.7943869,0.8654541,0.99205047,0.84750515,0.7473719,0.9083569,1.289247,1.1064928,0.8802842,0.8562043,0.81263447,0.9511343,0.98951566,0.7857054,0.89780456,0.9662762,0.9006481,1.0453596,0.87259305,1.1732962,0.84905195,0.833733,1.118199,0.91279083,1.160535,1.0108615,0.75314736,0.93131906,1.1036774,0.85150486,1.2193052,1.0676155,1.143597,1.0267234,1.2951545,0.90432554,1.2085392,0.96697605,1.115555,1.0130612,1.0996398,0.6847804,1.2491454,1.1890726,1.1589768,1.10038,1.0456398,1.1731057,1.1972692,1.1534398,1.1295679,1.1296736,0.76681566,1.1634276,0.9497046,0.875169,0.81973684,1.1403947,1.0783827,0.85953784,0.0,1.0755725,0.9026414,0.9686457,1.3022516,0.8522907,1.2051504,1.159756,1.1187158,0.771214,1.118119,1.1411085,1.173718,0.8390551,1.1464381,1.122972,1.0457813,1.1068698,0.992905,1.0346487,0.7535081,1.1049379,1.2547853,0.99100655,0.8470407,0.67978126,1.0799003,1.2023516,0.8957714,1.089732,1.043458,1.113296,0.94432384,1.1675367,1.0006713,0.8052103,1.0384588,1.2336156,1.0825222,0.9870465,1.1235864,0.88305914,0.84674585,0.8551244,1.0184022,1.1268533,0.87448347,1.0859429,1.1097915,0.8929828,0.95748425,1.3134364,1.2759876,1.013676,0.96256256,1.0556266,0.856409,0.9694651,0.8678606,1.2661152,0.9364491,1.1525502
mitten,0.8397627,1.1927322,1.141972,1.0741357,0.5821972,1.1941543,1.0689648,1.0514741,1.0629768,1.0941523,0.87723017,0.7617614,1.3600354,0.95946383,0.6486172,1.3082435,0.6820457,1.0305972,1.1467326,1.4180703,1.1017923,0.98829776,0.95988643,1.0475878,0.9993936,1.227395,1.1397116,1.1269593,1.054858,1.0314385,1.0628227,1.3355653,0.98456204,0.99664205,1.1420945,0.92205447,1.0011857,1.0547236,0.79027987,1.0317081,1.4371407,0.92645705,1.3753643,1.1925956,0.9869283,1.0149161,0.47595835,1.1870923,1.1453655,0.7144849,0.86036,0.9256198,1.1802058,0.93153906,0.87022614,0.8693029,1.1416845,1.0876299,0.7489508,0.651385,1.3784919,0.6371778,1.0201001,1.067357,0.7081897,0.8971831,1.0455377,0.85574657,0.52218974,1.1413705,0.9799145,0.8796654,0.73305804,0.89631605,0.7371125,1.4242594,0.9451722,1.4571798,0.8101536,0.7826313,0.7216668,1.0755725,0.0,0.91255015,0.86148673,1.3361185,1.0749869,0.95056826,0.88948184,1.0887865,1.2594581,0.7928711,0.64632714,0.7290602,0.8180756,1.4636071,1.3926829,1.2639047,1.2656515,0.7140219,0.8399936,1.2751529,1.1298066,0.9564179,0.6565186,1.2281688,1.0842397,0.9118506,0.98008263,1.1382471,0.5631611,1.0285645,0.80831015,0.67690694,0.8177285,0.9727028,1.4172708,0.911285,1.3009663,0.8858391,1.4053904,0.8293396,1.1178591,1.1688142,0.6865643,0.9699735,1.2491882,0.9319674,0.7806875,0.9238051,0.9042183,1.2138822,1.0022001,1.003289,0.74700487,0.84515345,1.021309,0.96626186,1.1148008,1.1130867,1.3172742,1.0566397,0.95509577
motorcycle,0.9564693,1.3077908,1.2454139,1.2019651,0.8663945,1.2450641,1.1524922,1.1852549,0.8713932,0.81606054,0.97890633,0.7536485,1.2177521,0.8006772,0.955095,1.2194909,0.9360332,1.0851539,1.054378,1.1693897,1.1661296,0.8084302,1.1278617,0.9823153,1.111572,1.0830446,0.65571564,1.2290199,1.0568825,0.824316,1.1080365,1.131387,0.7782753,0.9106269,1.1850629,1.0436585,1.1727525,1.1685944,0.74064493,1.119926,1.3796105,0.4593768,1.296012,1.1771648,1.055154,0.96197176,0.93036294,0.88763505,0.97944623,0.68882,0.97220933,1.2218227,1.2770631,1.1385033,0.8061441,1.2514029,0.9406511,1.3085092,0.7987051,1.033629,1.2064532,0.84635353,0.8463397,1.1671277,1.2151672,0.79780746,1.2626296,0.791091,1.01094,1.2029649,0.91336286,0.85005534,0.72740746,0.8121159,0.8711249,1.1173078,0.61833984,1.218729,1.0829122,0.98288715,0.8993268,0.9026414,0.91255015,0.0,1.093676,1.3240339,1.2636378,1.1751046,1.116569,1.2386062,0.8191214,0.88051295,0.7212457,0.79688734,0.8879931,1.303392,1.2799214,1.0643497,1.2118762,1.1100626,0.8632969,1.1388314,1.0136352,1.2158417,0.77141845,0.95291054,0.656134,1.0500984,1.0813198,1.0366396,0.7910895,1.1335971,0.78957844,0.8282803,0.74019504,0.9329048,1.020179,0.8188699,1.3593247,0.9452451,1.313305,1.3503773,1.2087277,0.9823947,0.80616295,1.019599,1.2082016,0.4072193,0.71745557,0.7770465,0.74353504,1.2859823,1.3019569,1.2291298,0.98658013,1.2348201,1.0118376,0.8987373,0.86605954,0.8456416,1.3092717,0.77214974,1.0934156
muffin,0.95986646,1.0650612,0.97303057,0.8310596,1.0333662,0.90845937,1.004041,0.6705087,1.0840461,1.2363224,1.035143,1.2209295,1.1819878,1.0390408,1.065895,1.0105869,1.1675726,0.9169042,0.986474,1.0640485,0.88311654,1.0606341,0.24734306,1.118292,1.0080062,1.1633784,1.2262012,0.97727114,1.2632244,1.1582713,0.44149274,1.0178145,1.2042558,1.1940109,0.8349484,1.043488,0.24244297,0.72926486,1.2077419,0.28710294,1.0503258,1.2350923,1.0155605,1.111908,0.8646013,1.0494338,0.8777924,1.1883924,0.9912898,1.1335106,0.98355883,0.9341032,0.9098619,1.1077167,1.0797225,0.9446778,1.2301283,0.9268262,0.9050652,0.9202759,1.1165502,0.81870794,1.0886095,1.0914028,1.0021534,1.1349305,0.7057052,1.1170689,0.8587563,1.1218034,1.0490476,1.0667356,1.2213036,0.97717905,1.280557,1.1315149,1.2099168,1.1187823,1.0518006,0.8623474,0.71548617,0.9686457,0.86148673,1.093676,0.0,1.0549678,0.93358207,1.089703,0.9519179,0.87815315,1.1910694,0.98581433,1.2211577,1.2389208,1.059864,1.0727977,1.032738,1.0099531,1.017548,1.0222645,0.9560148,0.8681052,0.95821255,0.8789717,1.0728364,1.0693381,1.1759459,1.0627986,1.0076731,0.6954155,0.9297599,1.1013839,1.2657996,1.0031322,1.1600254,1.0692995,1.1803955,1.2073778,1.1042938,1.0447295,1.0261341,1.055692,0.90371585,0.98211235,0.8286692,0.9891356,0.9956502,1.1527255,1.2005641,1.1035051,1.1222047,0.9145189,0.9697608,0.8531918,0.98015267,0.9643555,0.9355096,0.9269295,1.0206743,1.2083015,1.08409,1.1557872,1.1053593
nail,1.266131,0.6033421,0.27032793,0.8656559,1.3438785,0.4602486,0.61957866,0.8022368,1.3496497,1.380325,0.9983066,1.4765022,0.36915517,1.4528434,1.3052607,0.42919683,1.4100755,1.1133513,0.9711537,0.44293892,0.9254681,1.3951323,1.0879484,1.0918672,0.91991717,0.99535984,1.1915416,0.4038213,1.0555716,1.150924,1.1325932,0.72615284,1.3693573,1.2067525,0.91820407,1.236088,1.0055223,0.92496747,1.4391725,1.1411011,0.2111311,1.5765907,0.476048,0.70374465,1.1975217,0.9195939,1.1720283,1.1019788,1.0681969,1.3500032,1.2034429,0.5967797,0.41757798,1.1820247,1.0963018,0.48792315,1.1540859,0.45734644,1.2555038,0.92680466,0.68247944,1.1715951,1.336347,0.46901822,0.65839094,1.347621,0.51737934,1.0689106,1.0277572,0.2749499,1.0394021,1.264882,1.3734854,1.1839774,1.335227,0.6403654,1.4379793,0.6678785,0.8057182,1.1869249,1.2169664,1.3022516,1.3361185,1.3240339,1.0549678,0.0,0.7396468,0.64897513,0.71055996,0.51360834,1.0869125,1.18579,1.431339,1.2760568,1.3058331,0.35068148,0.5047391,0.69993937,0.57774526,1.0800147,1.1674925,1.0451261,0.8817523,0.42035425,1.4197524,0.80772346,1.3709193,1.2591228,0.89100856,1.2229898,1.167654,0.9703679,1.3268335,1.2493804,1.190531,1.2474482,0.7918547,1.3826578,0.22534221,1.31061,0.304803,0.74226886,1.116147,0.9881963,1.3224148,1.26177,0.42709005,1.3113906,1.3617489,1.2803751,1.5107694,0.56915414,0.3227694,0.48961163,1.0255878,0.84257126,0.7374358,1.4127624,1.1940483,1.1324711,0.15570652,1.289602,1.1166639
napkin,1.2296365,0.70763075,0.8461537,0.8893278,1.2362815,0.81097084,0.8913201,0.82119143,1.1341268,1.1190482,1.0865211,1.2909373,0.6712257,1.0575659,1.2312721,0.613744,1.05732,0.55588156,0.74111813,0.5590333,0.9796969,1.2261512,0.95861185,0.9177973,0.8720399,0.8035642,1.1529737,0.97240907,1.1137512,0.68732405,0.9263707,0.78511316,1.255631,1.0817628,0.93250203,1.1385844,0.9219259,0.85089725,1.3398448,0.9326842,0.6278231,1.2620268,0.53662616,0.6574837,1.1527531,0.95220757,0.9610898,0.7875993,0.7835537,1.2347864,1.0739774,0.82294714,0.81375253,1.2044843,1.3082393,0.8794253,1.1965578,0.71464306,1.1031436,1.0994471,0.6900759,1.3217467,1.3372669,0.9837773,0.49065828,1.4914037,0.9098501,1.2875826,1.1452321,0.68262625,0.94312894,1.4674201,1.2721152,1.2572327,1.2112302,0.57760876,1.1630739,0.51031524,0.85170436,1.0365885,1.1995397,0.8522907,1.0749869,1.2636378,0.93358207,0.7396468,0.0,0.91780263,1.1035866,0.8822716,0.706697,1.2785441,1.3151643,1.1722164,1.0049621,0.62464994,0.7009641,0.82398784,0.88125134,0.57639503,1.1776491,0.96223634,0.8075769,0.9513265,1.0594496,0.70878154,1.1135743,1.1007948,0.9241129,1.2138857,0.9569906,1.0337563,1.2802241,0.8879091,1.088948,1.1882933,0.7433075,1.4448467,0.5165215,1.2205443,0.48127604,0.54250824,1.0754576,0.7796953,1.2167661,1.2928915,0.83400226,0.9141287,1.3071845,1.3983551,1.4099928,0.85028994,0.7968296,0.94400066,1.0001718,0.14438063,1.0097247,1.3294226,1.151196,0.78502524,0.6742145,1.1779127,1.222684
necklace,1.316463,0.7166705,0.8059833,1.0914202,0.87503624,1.0396158,1.0173234,1.088419,1.271,1.2741499,0.98982257,1.2616054,0.76361775,1.1789978,1.1518041,0.86690813,1.208699,1.0882955,1.0459402,0.94509,1.2155484,1.2766864,1.0612445,0.96265286,1.1311967,1.0771619,1.1287253,0.6610478,0.9669801,0.9746224,1.0666925,1.0682818,1.2880993,1.0217344,1.1530427,0.9836578,1.060481,1.0068506,1.2480894,1.10146,0.7514529,1.2954853,1.0014024,0.79265666,1.2764925,1.0927377,0.9919336,0.9987537,1.0107343,1.0776294,1.126941,0.4085951,0.93264306,1.1477908,0.81941175,0.4298252,1.1213648,0.9437654,1.2076697,0.63131785,0.79454345,1.2422866,1.2073343,0.35658777,0.72999537,1.280084,0.91752756,0.65832734,0.597419,0.50663555,0.9881132,1.1860961,0.9890147,1.2450588,0.91055983,0.76031375,1.1406986,0.89003557,0.63297087,0.9672589,1.1729747,1.2051504,0.95056826,1.1751046,1.089703,0.64897513,0.91780263,0.0,0.69196725,0.90305865,1.053903,1.0947781,1.0914778,0.8633925,1.1137424,0.74935085,0.79424834,1.0759189,0.9329818,0.9811754,1.156616,1.2728338,1.0962408,0.750526,1.0503234,1.046256,1.17479,1.1735514,0.81168175,1.107601,0.82393825,0.91503745,0.96458125,0.96361387,0.95957226,1.1795372,1.1662483,1.2235768,0.7486638,1.2458878,0.79649734,0.67533225,1.2314899,1.023353,1.1580203,1.0969746,0.9332932,1.0422863,0.9915781,1.2290344,1.3177028,1.0816407,0.37720114,0.46580935,0.8105991,0.86829853,1.1512699,1.3179984,1.2068361,0.92843425,0.45118737,1.130352,0.96337
nose,0.99853855,0.9499807,0.76405567,0.96742356,1.1238725,0.8613176,0.86173904,0.8958924,1.1734985,1.2894157,1.0373176,1.2278354,0.9563091,1.2059871,1.0935204,0.9248816,1.1740898,1.0647403,1.068505,1.0489632,1.0153025,1.1876864,0.98258984,1.0568343,0.9618438,1.102003,1.1260955,0.6321237,0.9933185,1.1816518,0.99978966,0.89300233,1.2035733,1.1079516,0.97572666,1.076709,0.95673084,0.97368443,1.2056428,1.0434612,0.8476817,1.3162162,1.0185555,1.1004603,0.98904246,1.0323566,0.8135371,1.0674986,1.126114,1.1604058,1.0934901,0.59108496,0.76726365,1.0365837,0.8146559,0.6172466,0.93630356,0.89390147,0.9024914,0.8406304,0.91126335,0.8213328,1.145534,0.46602756,0.9557375,1.1877997,0.7673072,0.80124974,0.6828525,0.6710789,1.0623398,1.0356414,1.1866982,0.88386714,1.1104314,1.0130576,1.2019125,0.9712012,0.87522995,1.1009136,1.1520085,1.159756,0.88948184,1.116569,0.9519179,0.71055996,1.1035866,0.69196725,0.0,0.7458313,1.1509315,1.113718,1.197175,1.1198659,1.1039963,0.88244706,0.9291647,1.0285665,0.89639443,0.9999272,0.8590508,1.1116818,1.0456485,0.6890685,1.1967705,0.9661529,1.2686855,1.1230234,0.89598787,1.0774381,0.9354205,0.9737594,1.1136525,1.1027395,1.1741505,1.128579,1.1553708,1.1447997,0.8736214,1.1549006,0.97212714,0.85932857,1.1249287,1.0467392,1.1056644,1.1513609,0.8577727,1.2075982,1.1613047,1.1089748,1.3127813,0.87690496,0.59821,0.6850012,1.0467833,1.0769515,0.790293,1.1407392,1.1553868,1.0905943,0.75382304,1.0840262,0.9704893
