,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
jacket,0.85585463,1.1015084,1.3767858,1.256856,0.4637758,1.429489,1.212748,1.2154585,1.1528833,0.6166432,0.5643213,1.2512511,0.63873976,0.6057499,0.99936384,0.60168374,0.92459536,1.0534306,1.2875137,1.3130834,0.9286493,1.34424,1.0742005,1.2013195,1.18218,1.1215615,1.0845495,1.2314854,0.8005041,0.5734768,0.91480017,0.81949663,0.36136878,1.0710105,1.0677712,1.1947913,1.1966114,0.60862696,1.1896777,1.447727,0.5656536,1.3611716,1.1355163,1.0689361,0.860327,0.9024006,0.7733451,1.095528,0.5977992,1.075594,1.365521,0.96029377,0.7212006,1.192425,0.8726429,1.3885868,1.3368315,0.9335767,1.3199977,1.2928319,1.0901573,0.93361986,1.0491222,1.0450277,0.8414299,1.5454111,0.72606283,0.9743936,0.9974479,0.99439776,0.0,1.2047795,0.34745455,1.1829056,0.8434348,1.2348138,0.76795334,0.8916533,1.2462279,1.0149978,0.78475565,0.90492344,1.1384269,1.1480708,1.3163182,1.2210119,1.0823791,1.1566663,1.3257138,0.9826077,1.0329748,0.51695913,0.3281784,0.9651109,1.1814361,1.3708704,1.3492136,1.1970146,1.2151401,0.91405207,0.9678583,1.0582637,1.0933585,1.3039353,1.1227556,1.2703595,0.60886496,0.9615337,1.2895528,0.70245665,1.1049064,0.85840875,1.06799,1.0349519,0.65726656,0.8594512,0.330872,0.8121276,0.51884055,1.2153902,1.1732949,0.8090768,1.1081835,0.7519758,1.1517457,0.8211584,1.1959859,0.8864823,1.416261,0.8117017,0.21760201,0.66861236,1.4484829,1.2281666,1.3504806,1.1922823,1.1709323,1.3666165,1.0256141,1.0180342,0.8814307,1.250105,0.8625182,1.0355601
jar,1.2273935,0.9859504,0.7180475,0.89490414,1.2488974,0.8075055,0.953773,0.9016978,0.62404525,1.2215176,1.2713823,0.941091,1.2520795,1.1343762,1.0502095,1.3009832,1.145033,0.88868594,0.553568,0.6269186,0.8307793,0.91469693,1.0035019,0.578395,0.92627764,0.72149444,0.9575144,0.95842236,1.2780378,1.0683274,1.0315111,1.1795607,1.2252238,0.6668362,1.099483,0.98334765,0.8620852,1.232338,1.05159,0.8710716,1.174046,0.5372803,1.1315682,0.8088803,1.1595882,0.88908714,1.0695872,1.0359517,1.0252647,1.1550344,0.8562179,1.2054844,1.1183834,1.1545594,1.0031326,0.960212,0.74694926,0.98874456,1.048537,0.88987184,1.1774372,1.0659456,1.1645986,1.1897016,1.161082,0.80828655,1.194608,1.2158785,1.0893075,0.9735271,1.2047795,0.0,1.3440785,1.1271403,1.0375199,0.8181237,1.2358882,0.97878134,0.91808265,0.6886426,1.2258859,0.78769064,1.182901,1.0793378,0.9648136,0.9794314,1.1756755,1.1352036,0.78096026,0.8621718,1.0279,1.1430448,1.3011303,1.1520971,0.99862057,0.94130653,0.9433593,0.9324839,0.7761655,1.1516197,1.1730498,1.0132682,0.8092626,0.7236401,0.87814915,0.7472329,0.9594678,0.7498341,0.93045694,0.9279887,1.2705457,0.9924386,1.016969,1.0556306,1.1949049,1.0998229,1.273487,1.1861548,1.3311148,0.9140775,0.9463417,1.141261,1.074093,1.0002043,0.74993885,1.1224267,1.0395811,1.0197624,0.9077115,0.8383474,1.2560843,1.0844319,0.6298934,1.0647851,1.069412,0.9890044,1.0191381,0.65980524,0.9444871,0.9161971,0.9316758,1.0050571,1.0498167,1.1695082
jeans,0.8253037,1.0281066,1.3973229,1.0700455,0.3995521,1.3814379,1.2939026,1.1506569,1.3686326,0.63032746,0.5535377,1.2585728,0.56524724,0.64560455,1.1222622,0.530323,0.7821102,1.1072493,1.4433422,1.3173234,1.0080906,1.2179797,1.0282178,1.2631612,1.279713,1.3009009,0.9964134,1.0597169,0.6861518,0.75858235,0.9888297,0.8994956,0.47957325,1.3164563,1.0612456,1.2516288,1.1663815,0.62245226,1.0009208,1.3623403,0.69619465,1.4843453,1.0419453,1.0997472,0.85929507,1.0603837,0.94289607,1.0462525,0.62965655,1.0301654,1.3244264,0.9513465,0.79973507,1.0156846,0.93275946,1.3414576,1.4563448,1.0033404,1.2250661,1.3072548,0.99009156,0.7908536,1.0011969,0.7365483,0.6854663,1.3925835,0.76817495,0.72694826,1.0612264,1.0843147,0.34745455,1.3440785,0.0,1.0242171,0.85844946,1.4485162,0.6537851,0.9553388,1.069608,1.2175696,0.5506648,1.1978884,1.023235,0.99352425,1.3073401,1.2841339,0.9681662,1.0964957,1.2944196,1.1171925,1.088918,0.5595204,0.06582761,0.9032542,1.2498996,1.3231615,1.2915888,1.0399733,1.1625385,0.95771074,0.8913639,1.0155154,1.1851885,1.3105183,1.2609751,1.3574227,0.933408,1.2491853,1.2941296,0.9751607,0.7727033,1.0717205,0.98192525,0.9086344,0.49065018,0.9665582,0.3455019,0.61740243,0.19475758,1.0972737,1.2286785,0.75666237,0.94745,0.77045643,1.2862248,0.62766147,1.1119232,0.81589746,1.3229675,1.1339524,0.28511107,0.6454973,1.4417607,1.1047928,1.1995896,1.1055081,1.2002295,1.456449,0.98060954,1.1259872,1.1241001,1.1705832,0.9747801,1.0324587
knife,1.2668446,0.83089435,0.9701441,1.0635912,1.1594938,1.0607398,1.0708864,0.9194702,0.92653835,1.0735853,1.2235262,0.7979814,0.9743699,1.305789,1.2092853,1.1791022,1.031415,0.98258114,0.8914099,1.0208296,1.0142144,0.9818188,0.8037769,1.055146,0.83718246,0.6557673,0.90814424,0.83895755,1.1473074,0.8997024,1.0312824,0.8370837,1.2850575,1.1124461,0.75288105,0.9837136,0.8825562,1.2479973,0.9742724,0.6047163,1.104998,0.7913258,1.0685246,1.1429632,1.3354588,1.3359165,0.9191968,0.63232803,1.1877866,1.0774343,0.9187743,1.1793568,1.261425,0.86339074,1.2119231,0.8728925,1.129342,0.8652891,0.5247739,1.2569993,1.1318187,1.1423997,1.0558535,0.8493117,1.2356545,0.72847176,1.2298179,1.044326,1.0095423,1.1523769,1.1829056,1.1271403,1.0242171,0.0,1.1602498,0.69312304,0.9765514,1.129402,0.9352306,0.9565044,1.1102207,1.0181885,0.95047563,0.94900614,0.95046633,0.5529446,0.92250913,1.0508293,1.018578,0.6948168,1.2716312,1.2603918,1.0291861,0.9830712,1.0098197,0.58446217,0.5118307,0.9344592,0.880005,1.0175006,0.83247256,0.9796678,1.1251149,0.9877744,1.1064239,1.0309551,0.9766874,1.097178,0.9368937,0.9025999,0.6767549,1.1986299,1.0934318,1.1748658,1.1272404,0.7782219,1.2486126,0.7876845,0.954332,0.6067023,0.75337005,1.0608267,0.6333525,1.0391151,0.7976737,0.7913874,0.42831957,1.1492659,0.9004974,1.0630068,1.2611201,1.1676116,0.94301915,0.8391144,0.76320934,0.77475965,0.5389823,1.1181173,1.1650122,0.9831293,0.6965386,0.8772602,1.1103239,1.16079
ladder,0.8733147,1.3220801,1.2868271,1.0278076,0.7921905,1.2726917,1.3522002,1.070567,0.77732664,0.6387014,0.6680405,1.2468646,0.45920014,0.7723745,1.1341028,0.80262434,0.62540317,0.8114609,1.2702498,1.0843389,0.53210443,1.2542002,0.44152087,0.983885,1.1732819,1.0079882,0.90820205,1.2325518,1.0164537,0.4770283,0.9566057,0.79019696,0.7678543,1.0780463,0.96492267,1.2203609,1.2069396,0.66422415,0.997707,1.3779005,0.41261405,1.2552398,1.1508757,0.79880464,0.9870187,0.72378135,0.75148726,0.9719856,0.8214673,1.1308259,1.356085,0.99168444,1.0086576,1.3063525,0.59756047,1.3641024,1.0868472,1.141721,1.2727202,1.0874331,1.0490879,0.7923851,1.1664946,1.0856988,0.62152386,1.3912573,0.90821075,0.96698,1.2695589,1.0956348,0.8434348,1.0375199,0.85844946,1.1602498,0.0,1.153494,0.9602963,1.0513967,0.94160676,1.045106,0.89294916,1.027097,1.1606112,1.0887213,1.3871706,1.275454,1.1980429,1.2706146,1.3302734,0.877477,1.0852474,0.6848415,0.870481,0.7969521,1.1772661,1.333224,1.280837,1.0816933,1.244649,1.1231241,1.0753877,0.96015453,0.6768104,1.0049067,1.0973412,1.2311285,0.8586397,0.88191336,1.3490518,0.708862,0.9275094,1.0370935,0.9651534,0.96573937,0.8771134,0.9616502,0.81407756,1.0465462,0.9187421,0.8938765,1.2354703,0.5412028,1.2672343,1.0625902,1.3225322,1.0289766,1.2442621,0.7900519,1.2480682,0.9317717,0.73233914,0.51549876,1.3210125,1.3478318,1.3311228,0.9963043,1.2345706,1.051518,0.6911136,0.9315616,0.60064185,1.3514457,0.7517237,0.97881776
lamp,1.4340906,0.76686615,0.7066055,1.2447041,1.3988264,0.8500293,0.8454337,1.0541565,0.71720785,1.1569476,1.3595153,0.52977717,1.3175962,1.4603168,1.1469017,1.3973908,1.3280494,1.1168046,0.47297013,0.93682784,1.1581002,0.9421837,0.8612677,0.956457,0.7100803,0.2613864,0.8956351,1.0264428,1.2330976,0.83361715,0.9442984,0.7421076,1.3424833,0.702377,0.8406636,0.87465274,1.0454503,1.34884,1.293017,0.5332716,1.2001745,0.36340177,1.0307409,1.1069446,1.3740585,1.176736,0.5753868,0.72479147,1.3850827,0.99141455,0.7481402,1.1863673,1.2903473,0.9227245,1.0949413,0.7403221,0.7269732,0.984828,0.5773614,1.1043428,1.2030377,1.2301459,0.99306,1.1804186,1.4320855,0.7675934,1.2973783,1.3713797,0.7848879,1.0122441,1.2348138,0.8181237,1.4485162,0.69312304,1.153494,0.0,1.1502013,1.0298802,1.2392062,0.78799784,1.5756749,0.73794734,1.0543255,1.0939376,0.6674435,0.5528507,0.9554085,0.9570328,0.8888677,0.6347094,1.2689073,1.4108888,1.3847349,1.2985079,0.86968285,0.41004187,0.4648435,0.9580003,0.987834,1.0897369,0.8672724,1.2388681,0.8647876,0.8966185,0.9761279,0.7835705,0.9830586,0.75522786,0.7055473,0.6412957,0.9944286,1.064533,1.3028827,1.1802555,1.3890224,0.9056036,1.4368253,1.1952257,1.3681921,1.0469238,0.45016748,1.2693639,0.8421545,1.0933791,0.46969324,1.2143059,0.9559494,1.2292974,0.7671217,0.85628426,1.4197729,1.3391598,0.656088,0.81188285,0.678838,0.87316847,0.5761005,0.90635145,1.3183653,0.8039417,0.61997885,0.7486645,0.8857153,1.1856202
leg,0.72807086,1.0996177,1.3761274,1.1033864,0.53097713,1.3550463,1.234966,1.1742218,1.2797141,0.6676289,0.6076548,0.99087644,0.6893718,0.8747027,0.91717076,0.63535106,0.7990844,1.1432126,1.2720935,1.2989329,1.0538595,1.2155272,1.0404788,1.3351569,1.119122,1.1371244,0.9630469,1.1750307,0.7452667,0.8868816,0.8997339,0.83175576,0.76033795,1.2270855,0.9065155,1.0663673,1.194554,0.6651244,0.913306,1.1942426,0.7380115,1.2935686,0.9120462,1.1010243,0.87656075,1.2019744,0.79615074,1.1483455,0.8843025,1.1247095,1.2124686,0.9738139,0.75889915,1.0811304,0.830773,1.0949996,1.2251691,1.0599015,1.0519216,1.1575074,0.85301584,0.81953365,1.0787941,1.0652149,0.7432656,1.3014448,0.80167365,0.9166912,1.1687815,1.112282,0.76795334,1.2358882,0.6537851,0.9765514,0.9602963,1.1502013,0.0,0.9741626,1.1064868,1.1371524,0.8236387,1.1747375,1.1235377,1.2189084,1.1792274,1.1243846,1.124177,1.0917535,1.3137014,1.0516931,0.94247234,0.74258626,0.64852446,0.9129884,1.0791225,1.1296958,1.1477116,1.1473936,1.1872779,1.0103741,0.7949014,0.947535,1.1343987,1.1929454,1.1387163,1.3728976,1.1260176,1.2225815,1.2437346,0.9389847,0.87310934,0.9720491,0.9495303,0.97977304,0.68428105,0.94709945,0.6917781,0.8058002,0.76587117,1.0529913,1.0080363,0.7987952,1.0673413,0.9054305,1.1725609,0.7519963,1.0459605,0.85580456,1.2760682,1.1535828,0.6949154,0.7874979,1.3692772,1.0967227,1.086612,1.050926,1.0563056,1.408303,1.0038848,0.99084693,1.0665623,1.2011279,0.88004625,0.9489222
meat,0.8405209,1.2092258,1.0650588,0.9975487,0.81215763,1.0010024,0.75253755,1.0271826,1.0677603,0.8146169,0.9027871,1.0415369,0.8905555,1.0364616,0.7948002,0.93722606,1.0309958,1.0882897,1.0676961,1.0021352,1.0086155,1.0941364,1.151945,1.0421329,1.1046833,1.0769793,1.0545409,1.1187536,0.85257137,1.0743395,0.95836115,0.950532,0.75621855,1.0725825,0.9735337,1.1426222,0.99825144,0.9058564,1.072866,1.2097741,0.9090182,1.0669348,1.0685314,1.0462956,0.97619134,1.1365309,0.9211653,1.172651,1.0423622,1.0975175,0.8815184,0.9590604,1.0068595,1.1420134,0.93433726,1.071186,1.0523531,1.168648,1.1644064,1.1334041,0.97379464,0.9455369,1.1592977,1.2369916,0.9643199,1.1818793,0.9946331,1.0913675,1.0543604,1.0241615,0.8916533,0.97878134,0.9553388,1.129402,1.0513967,1.0298802,0.9741626,0.0,0.9937703,0.95876783,1.0184668,1.0977845,1.1369001,1.0863063,1.0928923,1.1616635,1.1752274,1.1524049,0.94189376,0.94051564,1.0006359,0.95606005,0.92506915,1.0787196,1.1394867,1.1539146,1.1628896,1.1460382,1.0856979,0.82629514,1.0403943,0.95953804,1.153924,1.0715531,1.036073,1.0116903,1.076052,1.0759315,1.1045611,0.8601508,1.0495336,0.69659567,0.91433847,1.0221207,0.89766467,1.0064898,0.86117536,1.1514308,0.9552503,1.2631321,0.96219987,0.86079085,1.274118,0.83737004,1.0954169,1.1107186,1.066984,0.8891765,0.9739993,1.1356388,0.8779711,0.8520081,1.1188484,1.1711649,1.0987965,1.0909832,1.1242418,1.1860869,0.96275365,0.86264855,1.1099346,1.1530293,0.7912078,0.9601138
melon,0.94806325,1.2129946,0.8360454,0.40762323,1.0322205,0.7426881,0.9707837,0.46538216,0.95907986,1.0278285,1.0639542,1.2161676,0.98051655,0.98350686,1.0146885,1.0498703,0.82398856,0.98320276,1.1625454,0.7465093,0.8707486,0.8878112,0.95359766,0.814164,1.1142896,1.1830962,0.982992,0.836243,1.1899066,1.1943227,1.0051448,1.1640706,1.1333487,1.1386611,1.0507095,1.0763605,0.5958512,1.0757365,0.7132012,1.0535817,1.0168657,1.0996755,1.1397768,0.8105633,1.1212792,0.964993,1.2137617,1.1533481,1.027276,1.1604986,0.8877747,1.1008267,1.0637325,1.0963026,1.0977315,0.9302952,0.961556,0.95152164,1.1512318,0.79414177,1.0879853,0.8799413,1.1791157,0.8451309,0.86778545,0.6790945,1.0749295,0.8309057,1.1138865,1.2252452,1.2462279,0.91808265,1.069608,0.9352306,0.94160676,1.2392062,1.1064868,0.9937703,0.0,1.0627735,0.6932878,1.2251973,1.0881777,0.99618125,1.2171907,0.98471284,1.1459724,1.230867,0.8000077,1.1170632,0.9378775,1.057498,1.129224,0.9493846,1.0948601,1.2299497,1.2082968,0.82910085,0.5707874,1.1029333,1.0312874,0.85809344,0.834773,0.73070717,1.1599617,0.88007224,1.1102132,1.1480942,1.1614474,1.2307526,1.024934,0.9730807,0.4992599,0.9458429,0.9303148,1.0251682,1.0886939,0.91001385,1.054507,0.6322595,1.1825229,0.83580136,1.004562,1.1213106,1.2561392,0.95077366,0.7090469,0.8688112,0.95779026,1.2279444,1.1468354,0.93930227,0.8467884,1.1372069,1.1679801,0.6854628,1.065961,0.7676942,0.74260646,1.0755239,1.1201376,1.1985546,1.0785036,1.1178597
milk,1.0933204,0.96238613,1.0146713,1.0383388,1.1642047,0.97690487,1.0073203,1.0453856,0.64598525,1.0038217,1.1089592,1.0016848,1.117819,1.0316232,1.0218807,1.1306897,1.2520778,0.8945182,0.43649977,0.94261414,0.8582219,1.1737951,1.0736083,0.78398645,0.97562283,0.7288878,1.1445469,1.2343868,1.1639357,0.9479992,0.8624872,0.9622051,1.1076665,0.7119867,0.9957665,0.96142054,0.95698804,1.0915616,1.1040218,1.070492,0.96096885,0.68147266,1.0393459,0.90058684,1.083298,0.9715868,0.8594078,1.0601149,1.0131565,1.1086018,0.90548307,1.0315336,1.0737172,1.2173226,1.0900339,0.9953787,1.0261236,0.8634414,1.0771185,1.0888224,1.0631281,1.1723337,1.2240361,1.2218922,1.1448499,1.0245904,1.0895598,1.229316,1.0287443,1.0305151,1.0149978,0.6886426,1.2175696,0.9565044,1.045106,0.78799784,1.1371524,0.95876783,1.0627735,0.0,1.1441454,0.88772094,1.1826136,1.1918092,1.1205077,0.8755948,1.1633592,1.229914,1.0628443,0.8087265,1.0276365,1.0572894,1.2390039,0.9773136,0.93709964,1.0163019,1.1047336,0.9985225,1.1103708,1.0922855,1.0388254,0.96770096,0.96530634,0.9410807,0.85555375,0.9864255,0.75763524,0.70999634,1.1355717,0.76225746,1.1381695,0.964678,1.0541555,1.1693108,1.2102968,0.9744464,1.1346476,1.071301,1.2611573,0.9885355,0.8532347,1.1048725,1.1263368,1.0644271,0.78717065,1.018774,0.92461807,0.85308343,1.095376,0.82015663,1.1176912,1.0227951,1.0241766,1.1444137,1.1958054,0.94028217,0.85870665,0.8752403,0.9725515,0.874073,0.7914914,1.145763,0.94612217,0.9691524
mitten,0.67014766,1.0236334,1.3802435,0.7837479,0.560472,1.1433772,0.9927808,0.932838,1.3157171,0.905909,0.7498014,1.5048465,0.78391325,0.5079087,0.9917207,0.5869789,0.8268062,1.0710305,1.4352205,1.1588013,0.9632369,0.9206574,1.0390732,1.015025,1.2594223,1.4885037,1.1981589,0.9524396,0.9013763,0.950181,0.9979441,1.122811,0.86454767,1.219804,1.0270993,1.1467351,0.9780072,0.80695313,0.57020485,1.4745433,0.84230953,1.4770675,1.0446624,1.0750481,0.81142056,0.69582254,1.199775,1.0829557,0.64078546,0.87257683,1.1962508,0.99883336,0.85299075,0.9425422,1.1217139,1.1364528,1.3134705,0.7123007,1.3824389,1.0147088,0.9462245,0.8874209,1.0348877,0.38794243,0.8174931,1.1365864,0.82066786,0.43414062,1.0776973,1.1437708,0.78475565,1.2258859,0.5506648,1.1102207,0.89294916,1.5756749,0.8236387,1.0184668,0.6932878,1.1441454,0.0,1.1925685,1.0085387,0.768036,1.363598,1.1148691,0.9490838,1.136543,1.1272781,1.2706198,0.88930357,0.7773263,0.62788045,0.8719857,1.1666348,1.4986016,1.4123613,0.915359,0.94196767,0.929912,0.8217989,0.93076384,1.0563605,1.2219856,1.1600155,1.3285673,0.9600876,1.17276,1.3640231,1.1858476,0.8503852,0.73950535,0.58657897,0.8025986,0.65386844,1.1347414,0.6633909,0.40014076,0.53550935,0.838434,1.5040771,0.86301005,0.8061942,1.0889602,1.4492313,0.3543617,0.9861184,0.77827245,1.2297461,1.0910289,0.7099167,0.87997097,1.4128301,0.9843843,1.3449309,0.97369605,1.0871302,1.2501187,0.88845485,1.133617,1.2284186,1.2290151,1.0441736,1.0353333
motorcycle,1.2047188,0.8534234,0.88400024,1.184479,1.2876458,0.95709586,0.98742455,1.058367,0.71235585,1.1677561,1.1643186,0.89931804,1.1478558,1.1484067,1.0938722,1.2058468,1.1506724,0.94665015,0.7461885,0.96585715,0.9528118,1.1326427,0.9951664,0.9100974,0.93982667,0.7169933,0.73064893,1.068192,1.1175046,0.79123807,1.0203668,1.0084592,1.1560127,0.69272625,1.0660405,0.9841282,1.1041613,1.1487726,1.2938684,0.9328229,0.88582057,0.76761425,1.090559,1.022425,1.0738797,0.7066658,0.9588499,0.89112043,1.0952756,1.0300405,0.99085665,1.1711938,1.1164882,1.1322588,0.9776481,0.88866603,0.83913803,0.747003,0.99320096,0.99578774,1.1491688,1.2189666,1.1046414,1.0111187,1.2501006,1.0120664,1.1497006,1.287566,0.89707935,0.8706273,0.90492344,0.78769064,1.1978884,1.0181885,1.027097,0.73794734,1.1747375,1.0977845,1.2251973,0.88772094,1.1925685,0.0,1.1928213,1.1351068,0.9707042,0.82496476,1.1368792,1.0790687,0.9336963,0.66467196,1.1005617,1.1481676,1.1761931,1.1643244,0.9645005,0.8580832,0.9689727,0.9874524,1.08619,1.0577703,0.9507614,1.1666522,0.7808695,0.95243245,0.83123076,0.84828323,0.7423506,0.5205082,0.86108935,0.6968397,1.1263975,0.9283061,1.2827413,1.0371686,1.1822948,0.8737283,1.2521372,0.92897046,1.2025249,0.9913904,0.8161595,1.2266841,0.8345907,1.0049539,0.82330406,1.0144709,1.0470418,1.0748532,1.0095012,0.10221863,1.1726148,1.18919,0.8226233,1.027082,1.0988753,1.1505862,0.8136705,0.7883487,1.1283398,0.8617208,0.6571803,0.9781303,1.0095861,1.0931927
mouth,1.2599299,0.7486992,0.8766672,0.90159124,1.1299275,0.9742576,0.81687874,1.0175502,1.2256938,1.2806294,1.2686791,0.911777,1.2286259,1.0381848,1.2006699,1.211203,1.1895401,1.2409738,1.0537546,1.0806415,1.2111193,0.7015152,1.0497885,1.0825151,1.0807875,1.073101,1.085747,0.66337514,1.1278689,1.1841608,1.168457,0.9727593,1.115322,1.1331395,0.91482997,1.1348681,0.8522766,1.2577798,0.96415854,0.75741,1.3149741,0.99481606,0.9333542,1.1247454,1.1944461,1.216865,1.1558905,0.9515128,1.1663711,0.6108153,0.944667,1.0566276,0.9601848,0.3722325,1.2019187,1.0766416,1.1064907,0.9438136,0.71515703,1.2075008,0.95646507,1.0691028,0.38989186,0.74058676,1.2282264,0.7862767,0.84953725,0.69993985,0.6722852,1.0892174,1.1384269,1.182901,1.023235,0.95047563,1.1606112,1.0543255,1.1235377,1.1369001,1.0881777,1.1826136,1.0085387,1.1928213,0.0,0.42690814,0.57410717,1.0527427,0.27405363,0.35688055,0.8320466,1.1989299,1.1822822,1.1886735,0.97857356,1.2524287,1.1553737,0.80580086,0.6849674,0.94689494,0.8545634,1.0630478,1.1487916,1.0128778,1.2368102,1.0948889,1.1713681,0.9616823,1.1564982,1.175771,0.71919477,1.2844679,0.9041559,1.0858121,0.8384167,0.92246526,1.1585785,1.063023,0.9607222,0.9717092,0.92283607,1.1095244,1.0861214,1.210429,0.73823094,1.1312838,0.9309216,0.96826905,1.0017474,1.3037148,0.6378753,1.2180227,1.0890771,1.2739726,0.9659014,0.49519342,0.5129006,0.9096863,1.1059965,1.0898625,1.1248525,1.1423752,1.1814638,0.4534492,1.1491349,1.0695947
muffin,1.1939734,0.72608316,0.91714674,0.87617874,1.1075699,0.94800407,0.68139166,0.95564246,1.2150569,1.371193,1.3465226,1.1485771,1.2494284,1.0310861,1.1579654,1.2077076,1.1749165,1.2430484,1.0879775,1.0945723,1.1511503,0.4272501,0.97774035,1.03623,1.0965176,1.080035,1.1531847,0.5815562,1.1453583,1.0456059,1.2359596,0.92509055,1.1775013,1.099345,1.0116643,1.0221871,0.79946,1.3341833,0.7600347,0.91860336,1.3303351,1.0483521,0.964128,1.1731435,1.1500556,1.0216924,1.1077069,0.7846917,1.0890536,0.53714,0.9070067,1.1854006,0.98076355,0.38640106,1.2420968,1.107232,1.0692554,0.8879583,0.8172759,1.1173656,1.0435648,1.1293321,0.49594325,0.590542,1.3085912,0.7907033,0.9104993,0.567209,0.7632148,1.0627562,1.1480708,1.0793378,0.99352425,0.94900614,1.0887213,1.0939376,1.2189084,1.0863063,0.99618125,1.1918092,0.768036,1.1351068,0.42690814,0.0,0.7375953,0.9934929,0.34192085,0.4974171,0.66041046,1.204254,1.097745,1.2567143,0.9618677,1.2644966,1.0418055,0.9751867,0.74069214,1.0205775,0.7179958,0.910078,1.05134,1.0609418,1.1635182,1.1402315,1.0639021,0.9627461,1.1189529,1.0839809,0.78532755,1.2097785,0.7947227,0.87260026,0.7617662,0.8239426,1.2137517,1.1792016,1.0332881,0.8896432,0.8868992,1.0431492,1.1998266,1.2921711,0.7254143,1.2021556,0.88537896,0.8947906,1.0718151,1.2716777,0.67325175,1.1532425,1.0965784,1.3092296,1.032697,0.4673704,0.7491892,0.9898653,1.0587718,1.092992,1.1747224,1.182502,1.165017,0.5608491,1.2228259,1.2057159
nail,1.5206677,0.58774596,0.3954994,0.9770387,1.3920486,0.49719757,0.5342646,1.1287992,1.0937815,1.4881439,1.4673948,0.43185973,1.4792132,1.3386483,1.1500405,1.4263449,1.356071,1.2655165,0.43667996,0.87146884,1.3768932,0.6360811,1.1594541,0.95201427,0.93593276,0.73294234,0.9997363,0.57769734,1.2754507,1.284497,1.2366657,1.0252657,1.3516335,0.8786974,1.1280713,1.0032035,0.9573974,1.4339353,1.2001047,0.23766017,1.5605145,0.41568637,1.0510236,1.266341,1.3547618,1.1708574,1.1429179,0.9574942,1.3423197,0.82326126,0.49575138,1.2348739,1.130741,0.40508163,1.2391264,0.5034212,0.63118607,1.0345936,0.54312897,1.0660323,1.127947,1.2613088,0.5350675,0.85940623,1.3909748,0.36050022,1.1114486,1.08021,0.44166046,0.9970791,1.3163182,0.9648136,1.3073401,0.95046633,1.3871706,0.6674435,1.1792274,1.0928923,1.2171907,1.1205077,1.363598,0.9707042,0.57410717,0.7375953,0.0,0.78124356,0.5380691,0.33356214,0.5116456,1.1583931,1.239533,1.4081697,1.2670249,1.4427955,0.99709755,0.2935809,0.38395393,0.90151286,0.7334696,1.0633018,1.0793457,1.2217182,1.1824654,1.0281224,1.0928735,0.60904086,1.196018,0.9586165,0.24534619,1.2104478,1.0972158,1.1484995,1.1887057,1.1000764,1.3535831,1.1499391,1.3595549,1.2395632,1.2258947,1.1949326,0.6497802,1.399246,0.68363136,1.0563604,0.41274023,1.1993253,1.022033,1.3519788,0.5191938,1.1192697,1.3899186,1.4763098,0.46588784,0.32847202,0.19053566,0.795542,0.8377128,0.7080295,1.3498347,1.1498612,1.1362545,0.23027134,1.282007,1.2321692
