,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window,zebra
napkin,1.2681507,0.74769294,0.80022085,1.0685743,1.328428,0.8850242,0.9694168,0.9009595,0.72097707,1.1678344,1.1806675,0.778357,1.2290479,1.2821716,1.0932467,1.0573134,1.1845002,1.0165702,0.66044056,0.9277851,1.0201192,0.7903209,0.8922115,0.905623,0.90361905,0.52709854,0.9964682,0.9207604,1.2483586,0.915751,1.1389164,0.99327624,1.4562383,0.8347157,1.0047989,0.78310454,0.9602541,1.2265089,0.9410357,0.61975133,1.212933,0.5796387,1.0731654,1.1665595,1.248775,1.0263189,1.0098922,0.7169574,1.1637949,0.99199814,0.7008259,1.1765356,1.394083,0.9107536,1.2570616,0.7351901,0.78805757,0.8055816,0.6591416,1.0685346,1.2381288,1.4153001,1.1049068,0.77165985,1.3235687,0.56528145,1.3947057,1.2727218,0.89403236,1.0359566,1.2210119,0.9794314,1.2841339,0.5529446,1.275454,0.5528507,1.1243846,1.1616635,0.98471284,0.8755948,1.1148691,0.82496476,1.0527427,0.9934929,0.78124356,0.0,0.9679228,1.0044981,0.8804237,0.78183395,1.178091,1.3318226,1.2833858,1.0640495,0.80915034,0.60126287,0.596994,0.94819576,0.75718033,1.0054632,0.52657807,1.0738862,0.95086604,0.9918902,0.9813437,0.86980426,0.87729985,0.89162576,0.85839295,0.9105842,0.9212932,1.0168062,1.1875057,1.1379939,1.2291279,1.1067859,1.4220777,0.81505716,1.1987264,0.78910834,0.7111158,1.1985106,0.5448045,1.0717055,0.60951525,0.8634429,0.8584637,1.1402222,0.80265164,0.90094733,1.4156699,1.3627238,0.7343574,0.79522675,0.7353161,0.96434754,0.0870347,0.9094689,1.3247482,0.9909048,0.84355074,0.82180095,1.1357841,1.2182742
necklace,1.2888908,0.57969534,0.8610192,0.9729441,1.0665195,0.963893,0.71077704,1.0964485,1.3091999,1.3720188,1.3547056,0.91851115,1.3593358,1.0179833,1.2079755,1.2414453,1.3093882,1.2819996,0.9567659,1.1506087,1.3263035,0.62600046,1.0238198,1.1170318,1.0952318,0.9585483,1.1364577,0.63744414,1.152459,1.0999308,1.2181983,0.9498686,1.1293218,1.0696733,0.9892663,1.1322143,0.930773,1.3518543,0.97390634,0.74533695,1.3847122,0.91378486,0.9097083,1.2416575,1.2329059,1.1881927,1.0492867,0.8642534,1.1215357,0.3889947,0.8878336,1.1020448,0.92081445,0.24210334,1.2976965,1.0325315,1.1185964,0.81188273,0.68780524,1.2899206,0.9874534,1.0955839,0.2927081,0.5746904,1.4089742,0.75445974,0.8188081,0.6129931,0.5188958,1.105306,1.0823791,1.1756755,0.9681662,0.92250913,1.1980429,0.9554085,1.124177,1.1752274,1.1459724,1.1633592,0.9490838,1.1368792,0.27405363,0.34192085,0.5380691,0.9679228,0.0,0.3137024,0.7670878,1.1923698,1.196995,1.2289112,0.92622066,1.3071979,1.13081,0.75404596,0.5980625,0.9661235,0.79209644,1.0116326,1.0182747,1.1443577,1.1953688,1.217588,1.1941222,0.98008806,1.1367259,1.153473,0.69962645,1.1701058,0.84241307,1.0393765,0.9207804,0.8754288,1.144484,1.1508121,0.89499617,0.9000597,0.80999756,1.1368206,1.06287,1.3920333,0.6218566,1.1716528,0.71169364,0.901255,1.0942049,1.4142362,0.6741467,1.1849841,1.0259072,1.4241099,0.9728665,0.30297858,0.52515763,0.9145413,1.014015,1.1481348,1.3133438,1.1838217,1.1668661,0.41313732,1.1916277,1.1319033
nose,1.3389156,0.5850429,0.69945276,1.0105212,1.2470359,0.7699659,0.6748568,1.1284106,1.304707,1.3700651,1.339958,0.7471254,1.3648022,1.132808,1.1451528,1.2916415,1.2252707,1.3553188,0.87000155,1.0454998,1.3713969,0.6293901,1.1355913,1.0866117,1.0456059,0.976691,1.0806383,0.64924306,1.0710874,1.2068692,1.2022024,0.9688205,1.1991067,1.0280443,1.1001469,1.0015656,0.98732024,1.3220472,1.1239836,0.6087977,1.4431515,0.81261015,0.93569654,1.2227845,1.1695127,1.1528678,1.1089742,0.9654484,1.2551812,0.5893152,0.7703972,1.1629815,0.7540549,0.35111356,1.1757728,0.90647745,1.0060902,0.9188777,0.63174325,1.0754071,0.986253,1.1123306,0.17412084,0.7743529,1.3245689,0.68663853,0.7357737,0.8439169,0.47131526,0.9852696,1.1566663,1.1352036,1.0964957,1.0508293,1.2706146,0.9570328,1.0917535,1.1524049,1.230867,1.229914,1.136543,1.0790687,0.35688055,0.4974171,0.33356214,1.0044981,0.3137024,0.0,0.6863041,1.2421303,1.1213508,1.2942677,1.0588698,1.3677931,1.0179722,0.6506485,0.56989694,0.91192275,0.82696813,0.9659361,1.1360724,1.1962563,1.2102073,1.1310229,1.1149688,0.82063603,1.2392988,1.0612799,0.41287065,1.2671595,0.97827375,1.0982335,1.0978305,1.0211045,1.2336392,1.1719381,1.1102068,1.0667597,1.0340987,1.233477,0.96063304,1.3790798,0.6540808,1.1326123,0.6963174,1.0868661,1.0929931,1.3124685,0.7218199,1.1676058,1.1766064,1.3761915,0.72861433,0.38500726,0.47811818,0.9838659,1.0873071,0.96915704,1.2857108,1.2075099,1.224791,0.34635568,1.2119069,1.1295934
orange,1.3901229,0.75835294,0.34384048,0.68581057,1.3637682,0.34987038,0.46517015,0.7277268,1.0212606,1.491137,1.4732001,0.8863575,1.4891236,1.31417,1.0884391,1.4254085,1.2805883,1.1815332,0.72352624,0.63274086,1.2182223,0.5544714,1.234494,0.65709686,0.95084,0.9470045,1.0722753,0.31161958,1.3431977,1.3184073,1.1771345,1.1956694,1.2841535,0.9813131,1.2126088,0.9367863,0.50399435,1.4313991,1.0380291,0.5765678,1.5204301,0.6357975,1.043471,1.0762203,1.2491287,1.0321755,1.3039166,0.954681,1.2960572,0.97446096,0.32464665,1.2448887,1.1235052,0.63277954,1.3151699,0.69866717,0.7420361,1.0197531,0.78604245,0.822778,1.1154135,1.2697406,0.8126084,0.91079485,1.3581514,0.43857503,1.196026,1.0182877,0.74137396,0.97681826,1.3257138,0.78096026,1.2944196,1.018578,1.3302734,0.8888677,1.3137014,0.94189376,0.8000077,1.0628443,1.1272781,0.9336963,0.8320466,0.66041046,0.5116456,0.8804237,0.7670878,0.6863041,0.0,1.1966336,1.0722457,1.389954,1.2706306,1.370995,0.98638463,0.75860906,0.6714436,0.8563852,0.5764236,1.0129559,1.1268141,1.018244,1.154237,0.85025877,0.986097,0.34480065,1.1131138,1.0067512,0.48673505,1.2952836,1.200966,0.99561703,0.9971956,0.9506446,1.3498931,1.1420748,1.3601577,1.2144282,1.221042,0.9669623,1.0010138,1.3582861,0.839399,1.2136188,0.74062884,1.1846931,0.89675564,1.3223195,0.4412793,1.0270511,1.3685958,1.4220392,0.44099796,0.60652745,0.69605637,0.94628394,0.9771907,0.5159008,1.137552,1.1700021,1.2152196,0.62150437,1.3426051,1.2123972
oven,1.119709,1.0789582,1.1051316,1.1468892,1.0589943,1.2340125,1.19446,0.9636185,0.6499521,0.8219877,1.0398612,0.8519933,0.8414899,1.1789032,1.0767157,1.0698503,1.0345316,0.7964994,0.8664751,1.0278924,0.77030003,1.2117084,0.90637314,1.0536947,0.9921994,0.59311664,0.83606243,1.2385187,1.074378,0.71502143,0.8752223,0.8083951,1.0913789,0.7739266,0.76401496,1.0238581,1.1064473,1.0594976,1.1435474,1.0034149,0.7235769,0.82633054,1.1084067,0.94071025,1.1608405,1.0832278,0.69566077,0.73563087,1.1343493,1.1774942,1.1066519,1.1068459,1.1469911,1.2211218,1.0187188,1.0784527,1.0611556,1.015071,0.94524527,1.199049,1.0875022,0.996381,1.2116807,1.200264,1.1304836,1.173636,1.1800826,1.218476,1.098546,1.074757,0.9826077,0.8621718,1.1171925,0.6948168,0.877477,0.6347094,1.0516931,0.94051564,1.1170632,0.8087265,1.2706198,0.66467196,1.1989299,1.204254,1.1583931,0.78183395,1.1923698,1.2421303,1.1966336,0.0,1.174056,1.1305821,1.0939583,0.9397071,1.0067139,0.8245492,0.9147649,1.0654227,1.1199732,1.1018754,0.8928922,1.0612311,0.9625801,0.8587936,0.97901434,1.0867974,0.8103539,0.757759,1.0776227,0.46529973,0.97893816,1.006096,1.1211195,1.1616312,1.0634437,0.77611196,1.1454874,0.98857296,1.0900185,0.9801281,0.63709766,0.9845464,1.0274366,1.0326959,0.93016654,1.0739241,0.9548374,1.1159935,1.0862308,0.7407123,1.1163692,0.9285082,1.0219535,1.2057312,1.1192975,1.074659,0.73176444,1.130564,0.9375965,0.86471486,0.55606216,1.1601273,0.85213256,1.0483018
owl,0.5894151,1.2308334,1.2151356,1.010008,0.97414887,1.0208943,1.0269606,0.9743345,1.1496829,0.9715531,0.93646044,1.2183584,0.99470437,0.8902818,0.27013278,0.94898885,0.90363425,0.9573003,1.2657871,1.0277679,1.0131087,0.85976607,1.1810472,1.0605848,1.0516213,1.3051469,1.1660156,1.1884924,0.6265223,1.1633662,0.95602584,1.162023,0.94351137,1.1057955,1.0997089,0.4243679,1.0316025,0.9253137,0.8246081,1.3188419,0.95216954,1.2792491,0.8587103,0.9348978,0.45917356,0.8883513,1.0763412,1.1935968,0.89282423,1.0551918,1.0490209,0.6997334,0.7883299,1.2513878,0.9600674,0.9689516,1.0628352,1.0181588,1.2695247,0.5840951,0.7377007,0.92665154,1.1127146,1.2028489,0.857113,1.2094315,0.9175617,1.0802485,1.2287561,0.8481126,1.0329748,1.0279,1.088918,1.2716312,1.0852474,1.2689073,0.94247234,1.0006359,0.9378775,1.0276365,0.88930357,1.1005617,1.1822822,1.097745,1.239533,1.178091,1.196995,1.1213508,1.0722457,1.174056,0.0,0.93321925,1.1210032,0.78735816,0.4316094,1.3354033,1.3630323,1.1282605,1.1505773,0.8073422,1.0961168,0.9614768,0.9812592,1.0014422,0.82009304,1.1380032,1.0953894,1.1200974,1.2019378,1.1080303,1.1145341,0.85740304,0.92853117,0.9644998,0.91555697,1.1657891,0.9596946,1.1138047,1.0916185,1.0675724,1.1858364,0.9994751,1.3250682,1.0572386,1.2655389,1.1774876,0.9882953,0.8571334,1.172731,1.0112374,0.9685156,0.9460944,1.1491776,1.2502077,1.2632177,1.22458,1.2250473,1.0187026,0.93709326,1.0150934,1.2424023,1.3738074,1.0125949,0.71784383
pajamas,0.66987497,1.2769618,1.4241745,1.010134,0.47241908,1.2991378,1.3342735,1.215844,1.1110687,0.58168316,0.3219943,1.266357,0.63359994,0.34272826,0.9592216,0.4168955,0.831408,0.73985916,1.3730175,1.2335511,0.87905914,1.3809717,1.0209912,1.2071087,1.2474687,1.357799,1.1057252,1.3467195,0.8335894,0.92697054,0.88524383,1.0580207,0.38558352,1.1704215,1.0957377,1.2098601,1.2136905,0.27107835,0.99696434,1.4787029,0.60457474,1.464951,1.1750525,0.92257017,0.7593347,0.7648196,0.99598724,1.293076,0.45033133,1.2366673,1.3195031,0.79157233,0.7350324,1.2949164,0.78316796,1.342948,1.250486,1.0728079,1.3850818,1.054448,1.0545672,0.8414534,1.2170272,1.1344173,0.45910716,1.4495207,0.6401241,0.88155645,1.2268331,1.0879067,0.51695913,1.1430448,0.5595204,1.2603918,0.6848415,1.4108888,0.74258626,0.95606005,1.057498,1.0572894,0.7773263,1.1481676,1.1886735,1.2567143,1.4081697,1.3318226,1.2289112,1.2942677,1.389954,1.1305821,0.93321925,0.0,0.5911743,0.59733737,1.1749855,1.4390404,1.445026,1.1774061,1.2687097,1.097953,0.94187975,0.876376,1.0297707,1.1464298,1.1763532,1.3510058,0.93185526,1.13588,1.4100397,0.9650799,1.0920173,1.0625862,0.8997727,1.0225247,0.58045363,0.9964952,0.30671698,0.927063,0.74571717,1.0297629,1.2689,0.613407,1.2641851,0.7538197,1.3983378,0.88022953,1.1532997,0.74042475,1.3542134,1.0200983,0.21329236,0.4842121,1.3995231,1.352473,1.359649,1.0535038,1.2259166,1.1627389,0.78774726,0.9618758,1.1098326,1.3587122,0.80905735,0.9069991
pants,0.86580396,1.0127165,1.3769448,1.099664,0.41686875,1.4007864,1.279849,1.198341,1.3551408,0.6626642,0.5973412,1.2177196,0.6193242,0.67288333,1.136068,0.5797626,0.8127794,1.1394591,1.4223306,1.3355582,1.0230119,1.1850126,1.0072337,1.2806412,1.2786596,1.2527293,0.9666331,1.0348223,0.6801038,0.7882193,0.99902135,0.8593701,0.45963645,1.289845,1.0475051,1.2671039,1.1659768,0.66500515,1.036266,1.3385963,0.72492576,1.4455547,1.0402955,1.1150873,0.9007927,1.0756673,0.9060608,1.0720608,0.62070405,1.0228624,1.3192004,0.96024984,0.8005879,0.98278946,0.88493186,1.3595581,1.3976337,0.98724085,1.2091191,1.339532,1.0139314,0.79471153,0.97445774,0.7849307,0.7324389,1.3907163,0.7686654,0.74716544,1.0429261,1.0730054,0.3281784,1.3011303,0.06582761,1.0291861,0.870481,1.3847349,0.64852446,0.92506915,1.129224,1.2390039,0.62788045,1.1761931,0.97857356,0.9618677,1.2670249,1.2833858,0.92622066,1.0588698,1.2706306,1.0939583,1.1210032,0.5911743,0.0,0.9439577,1.2700554,1.2965167,1.2481694,1.0621524,1.1735367,0.94946444,0.95571166,1.0527946,1.1738503,1.3216404,1.2723725,1.3359811,0.9522874,1.2544026,1.2478576,0.9359352,0.79972625,1.0533323,1.0004311,0.8972441,0.50131434,0.997871,0.34131098,0.65853673,0.17775202,1.1311393,1.2071065,0.77388513,0.9571714,0.7337847,1.220001,0.67359304,1.1537483,0.84421545,1.2807927,1.1287293,0.27760768,0.67931247,1.4379325,1.0624375,1.1606858,1.118342,1.2182028,1.4644781,1.025153,1.1247759,1.1185749,1.1323905,0.9749957,1.0521021
paper,0.5096204,1.294869,1.4344579,1.0149918,0.7896639,1.2300868,1.347067,1.1290545,0.8914963,0.60751307,0.5190942,1.265146,0.6223824,0.71426284,0.71786815,0.5767602,0.7702735,0.28344297,1.3672305,1.0594251,0.65297127,1.3954673,0.96368176,1.1013647,1.0371493,1.326652,1.0823704,1.3403803,0.8141493,0.9595698,0.79526997,1.1773145,0.80046326,1.1155398,0.9482537,1.0534228,1.2302577,0.49783128,0.94311017,1.3956224,0.6270701,1.4063177,1.0220599,0.80834734,0.59785444,0.9786675,1.0408915,1.0190699,0.7471626,1.2001114,1.2278712,0.5969263,0.8831248,1.3725504,0.9015259,1.2513894,1.1679608,1.0708414,1.31235,0.91432714,0.85163873,0.7264094,1.2889847,1.2341564,0.57620215,1.3073215,0.91729605,0.94464695,1.4023373,1.0882729,0.9651109,1.1520971,0.9032542,0.9830712,0.7969521,1.2985079,0.9129884,1.0787196,0.9493846,0.9773136,0.8719857,1.1643244,1.2524287,1.2644966,1.4427955,1.0640495,1.3071979,1.3677931,1.370995,0.9397071,0.78735816,0.59733737,0.9439577,0.0,1.0263952,1.3511477,1.3505213,1.1530627,1.2977341,1.0520811,0.9774376,0.7268487,1.0229034,0.9659276,0.956234,1.3648237,0.8792145,1.1625236,1.441967,0.99239534,0.96319985,1.0609633,0.8853901,1.077406,0.7275909,1.0007858,0.79817075,0.8879675,0.9555482,0.9658114,1.1286006,0.725923,1.2578518,0.8812571,1.4333016,0.9967516,0.99228084,0.7719377,1.3415369,1.0606647,0.7858468,0.54052824,1.3154813,1.4415418,1.3387144,1.1108161,0.99914753,1.1030533,0.6933407,0.96834844,1.0651929,1.4417394,0.87469065,0.6971248
pastry,0.9152403,0.98879915,0.97132796,1.1629834,1.2394632,0.91104895,0.97423357,0.95945954,0.9856931,1.2012694,1.1755676,0.94846064,1.2124739,1.2208818,0.52997136,1.1692832,1.0895892,1.0469122,0.9448872,0.96087056,1.1268187,0.6660464,1.1365975,1.0133535,0.7943152,0.95274746,1.116997,1.1207402,0.7551216,1.159615,1.0612187,1.129842,1.212185,0.9649104,1.0775603,0.04261136,1.0475671,1.1603456,0.96122307,0.94423276,1.2022114,0.9462305,0.90815777,0.9674232,0.67172587,0.9435445,1.0808933,0.97538525,1.2043874,0.9944737,0.87866116,0.8655623,1.1062555,1.142982,1.0469292,0.7639535,0.8815256,0.9469321,0.9425319,0.604345,0.9797671,1.1748731,1.1048639,1.1299229,1.1464727,0.95219934,1.1810427,1.2307644,1.056072,0.7715995,1.1814361,0.99862057,1.2498996,1.0098197,1.1772661,0.86968285,1.0791225,1.1394867,1.0948601,0.93709964,1.1666348,0.9645005,1.1553737,1.0418055,0.99709755,0.80915034,1.13081,1.0179722,0.98638463,1.0067139,0.4316094,1.1749855,1.2700554,1.0263952,0.0,0.9529073,0.9672902,1.0524309,1.0725952,0.80484515,0.98171616,1.0724385,0.9973297,0.9452248,0.6841979,0.95591223,1.0757189,0.9989717,0.90457845,1.1156248,1.0650225,0.9892093,1.2152694,0.99015254,1.2180092,1.0683353,1.2613966,1.1293293,1.2361292,0.9867842,1.0199102,1.2196264,1.0495727,1.093496,0.9025377,1.1709888,0.91991615,1.0851588,0.9857207,0.95308304,1.226959,1.2114859,0.9049323,1.0605361,1.0676388,1.1623955,0.89274746,0.90464014,1.1098982,1.0008162,1.0509495,1.1275401,1.0882337,0.9524023
pen,1.5103736,0.7056412,0.5280403,1.1587933,1.4451602,0.7390487,0.8240243,1.082097,0.88263,1.439086,1.4925256,0.22831273,1.4169437,1.4513857,1.197044,1.4619143,1.2918702,1.1032063,0.39914215,0.93110704,1.2848107,0.783526,0.91255414,0.9920787,0.7234925,0.46719337,0.81970394,0.6966467,1.2642493,1.1676968,1.1624179,0.9793019,1.3943281,0.8778564,0.9261612,0.9441487,1.0403866,1.4589112,1.2311728,0.10346818,1.4967983,0.3620075,0.96537507,1.2682528,1.43979,1.2898691,1.0176672,0.73209345,1.4125742,0.9417926,0.7284042,1.2438504,1.2808977,0.6147511,1.2163672,0.41636032,0.6453397,1.1227442,0.2883004,1.0567436,1.0972418,1.2594945,0.74460566,0.90661186,1.4466374,0.42516565,1.2629668,1.2079326,0.629567,1.0120772,1.3708704,0.94130653,1.3231615,0.58446217,1.333224,0.41004187,1.1296958,1.1539146,1.2299497,1.0163019,1.4986016,0.8580832,0.80580086,0.9751867,0.2935809,0.60126287,0.75404596,0.6506485,0.75860906,0.8245492,1.3354033,1.4390404,1.2965167,1.3511477,0.9529073,0.0,0.14763331,0.8428571,0.83145034,1.1009903,0.8962078,1.2718023,1.0257863,0.9744322,1.0381255,0.7040897,1.1451464,0.9333749,0.42646158,1.0427892,0.9400436,1.231448,1.3578432,1.1945112,1.357217,0.9568342,1.4543023,1.2275317,1.2146094,0.98405474,0.4407792,1.367628,0.6878772,1.0473602,0.38539982,1.1528621,0.8622532,1.3233271,0.6141417,1.0265898,1.4643134,1.4821692,0.51483613,0.5429307,0.2837059,0.66180825,0.59030974,0.8018337,1.3986228,0.98980606,0.8147068,0.38384503,1.1624718,1.1845083
pencil,1.5034828,0.6480807,0.55143344,1.1277169,1.3782305,0.791983,0.7835016,1.0209582,0.9432666,1.4933672,1.5424607,0.47197884,1.4220831,1.4317118,1.2548268,1.4789213,1.2931318,1.1326004,0.58304095,0.9687371,1.2929702,0.6267151,0.84418654,0.99926186,0.69547665,0.5101074,0.92770064,0.5731376,1.2938149,1.1009783,1.1905938,0.94631207,1.3888057,0.9354102,0.86251473,0.93625784,0.9558987,1.510566,1.097451,0.19250941,1.5486114,0.47476643,0.93472576,1.2937629,1.4195701,1.2775669,1.0463184,0.62866604,1.3857725,0.82622117,0.7290932,1.242575,1.2729926,0.46503806,1.2793076,0.64544296,0.7954318,1.0787483,0.24465519,1.0883344,1.0884554,1.2943888,0.635893,0.83038676,1.4961991,0.46198535,1.2243097,1.0430366,0.6747956,1.0151547,1.3492136,0.9433593,1.2915888,0.5118307,1.280837,0.4648435,1.1477116,1.1628896,1.2082968,1.1047336,1.4123613,0.9689727,0.6849674,0.74069214,0.38395393,0.596994,0.5980625,0.56989694,0.6714436,0.9147649,1.3630323,1.445026,1.2481694,1.3505213,0.9672902,0.14763331,0.0,0.86641705,0.7047216,1.0674945,0.9465836,1.2300938,1.0749245,1.0323616,1.0555358,0.68985605,1.1393393,1.006361,0.50348437,1.1074419,0.9207589,1.2164295,1.2837126,1.1205653,1.3902295,0.9413935,1.3962188,1.162276,1.172475,0.94007665,0.65945256,1.3938541,0.61470604,1.0962323,0.43167597,1.0609444,0.8496093,1.4179684,0.5809469,1.1206287,1.4216402,1.5147474,0.58034086,0.44117492,0.344047,0.69970936,0.62714845,0.8759988,1.4258924,1.0424381,0.8036357,0.3541758,1.2285424,1.1815765
penguin,1.1771498,0.9627724,0.8067376,0.91422904,1.1750574,0.71045184,0.96985424,0.95107144,0.9370162,1.2074847,1.2425884,0.9555675,1.2047783,1.0926349,1.1983882,1.1685863,0.8895595,1.1130102,0.8922183,0.9600555,1.125004,0.9291709,0.9653184,0.88910335,0.9314313,0.9391762,0.7656009,0.7552217,1.0388968,1.245061,1.0474056,1.0400318,1.1278982,1.0771284,0.81870055,1.0221502,0.884974,1.2449242,1.0127153,0.740998,1.2836363,0.8557123,0.96354294,1.133905,1.189228,1.0989268,1.2049206,1.0955085,1.0414548,0.9634681,0.96232843,1.136226,1.1575012,0.9431822,1.0129433,0.75289595,0.87356234,0.9307545,0.7110162,0.78315085,1.027761,0.9750407,0.91601366,0.69681305,1.1058562,0.69797814,1.1820357,1.0207305,0.9281778,0.9762605,1.1970146,0.9324839,1.0399733,0.9344592,1.0816933,0.9580003,1.1473936,1.1460382,0.82910085,0.9985225,0.915359,0.9874524,0.94689494,1.0205775,0.90151286,0.94819576,0.9661235,0.91192275,0.8563852,1.0654227,1.1282605,1.1774061,1.0621524,1.1530627,1.0524309,0.8428571,0.86641705,0.0,0.87292206,1.052669,1.0306549,1.0955529,0.90435874,0.97533625,1.0306236,0.8213425,1.1098454,1.040244,0.77422893,1.2306548,0.92585623,1.1771368,1.1513728,0.92443067,0.9281031,0.98686403,1.1769992,1.033109,0.9595455,0.95586354,1.0871056,1.0600842,0.8429574,0.9443406,0.94650924,0.8441988,0.9307011,1.009022,0.82224774,1.0738935,1.2247645,1.2851417,0.70177853,0.933821,0.87955797,0.8822839,0.9103028,0.7982043,1.1153793,1.1044245,1.0856286,0.87626284,1.1095206,1.0492467
pickle,1.2331312,0.75823265,0.59719,0.77371836,1.1916444,0.6751694,0.72874177,0.68821704,1.0145139,1.3707342,1.3253263,1.0448452,1.3078102,1.2432804,1.1826957,1.2638569,1.2255116,1.1472529,0.85020804,0.8923633,1.1337433,0.58329487,1.0000906,0.85865235,0.95719683,0.9297056,1.0963864,0.53236115,1.3481655,1.1680894,1.2593898,1.1450752,1.3390856,0.94982,1.0609366,1.0229535,0.5530519,1.3177462,0.7848401,0.6536216,1.4079595,0.8055937,1.0134553,1.164927,1.2434363,1.0262555,1.2542744,0.8470743,1.1011813,0.9673777,0.74051887,1.2322279,1.1860452,0.6532622,1.2667193,0.9230086,0.865124,0.8846571,0.8185903,0.8793173,1.0975095,1.272188,0.935703,0.77101177,1.223601,0.44442987,1.1949118,0.91721094,0.88079286,1.0141362,1.2151401,0.7761655,1.1625385,0.880005,1.244649,0.987834,1.1872779,1.0856979,0.5707874,1.1103708,0.94196767,1.08619,0.8545634,0.7179958,0.7334696,0.75718033,0.79209644,0.82696813,0.5764236,1.1199732,1.1505773,1.2687097,1.1735367,1.2977341,1.0725952,0.83145034,0.7047216,0.87292206,0.0,1.0443676,1.0290399,1.0392853,0.8275558,1.0239286,0.9935658,0.6999249,1.0886016,0.9455849,0.75019836,1.2563057,1.2044816,1.0280372,0.8316978,0.908657,1.2348727,1.1154388,1.276084,0.9302421,1.1396124,0.79047734,1.0682297,1.1428329,0.6957566,1.0709912,0.76929504,0.8636676,0.88713825,1.228865,0.71631795,1.1418494,1.2919991,1.3731356,0.6425671,0.6416208,0.79205525,0.7203833,0.86350316,0.72137964,1.2405835,1.1229435,1.0799847,0.68046826,1.2220818,1.2016697
pig,0.7448108,1.1037503,1.0701776,1.2456952,0.98422223,1.1124098,0.76414025,1.1412394,1.2169363,1.0420786,0.99128604,1.0171977,0.9799402,1.0631863,0.6857909,0.90400195,1.0260148,1.1414824,1.1671892,1.1509209,1.0847156,0.86308825,1.0382922,1.1060238,0.9290612,1.0712616,1.0523157,0.9952989,0.59474474,1.0350064,1.0968753,0.8664799,0.90805817,1.1022298,1.0013716,0.7620745,1.076763,1.0181425,1.0204827,1.1111286,1.0114994,1.1508723,0.81230485,1.2347931,0.6934942,1.0417539,0.99441576,1.0315841,1.0171752,0.8412991,1.1349372,0.9166056,1.0137367,1.1167773,0.9723722,0.8997331,1.1316999,1.0615611,0.9210157,0.91047335,0.80840683,1.0620675,1.0134038,1.0474057,1.0441233,1.2007561,0.9533627,1.1502435,0.93058777,0.6383884,0.91405207,1.1516197,0.95771074,1.0175006,1.1231241,1.0897369,1.0103741,0.82629514,1.1029333,1.0922855,0.929912,1.0577703,1.0630478,0.910078,1.0633018,1.0054632,1.0116326,0.9659361,1.0129559,1.1018754,0.8073422,1.097953,0.94946444,1.0520811,0.80484515,1.1009903,1.0674945,1.052669,1.0443676,0.0,0.965768,1.0976999,1.129634,1.2032273,0.6443211,1.0373055,0.92888635,1.1172086,1.0060091,1.0627848,0.87051696,0.6282001,1.1353469,0.975314,1.0545665,1.0584418,1.0384429,1.0854754,0.8768401,1.1856303,1.1292285,1.023155,1.0850013,1.0662727,0.91985226,1.0893197,1.0338612,0.9953729,0.99687964,1.0416206,1.0073118,1.074891,1.1449451,1.0854551,1.0303733,1.2487477,1.0162197,1.1661156,1.1470602,1.1176869,1.0657802,1.095377,1.0820404,0.8371784
