,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
jeans,1.1624558,1.3197327,0.84326184,0.6194571,1.2149534,1.1083977,1.0822824,1.4431437,0.6767877,0.49103236,1.219918,0.5107789,0.5497364,1.2473129,0.57203233,1.2673122,0.97835666,1.4232397,1.4279443,1.0329835,1.3572153,1.1939886,1.3741496,1.2823731,1.3192279,1.1526692,1.2336304,0.8802258,0.81202996,0.9461958,1.1882583,0.9722519,0.5764291,1.095853,1.0741987,0.99907184,1.028178,0.3910854,0.9601152,1.4420705,0.5258001,1.5306001,1.2311996,1.1844378,1.013391,0.81592894,1.1061295,0.94218296,0.59053886,1.0287462,1.4371102,1.0156953,1.3795561,0.7000562,0.9868085,0.8694486,1.329659,1.0707467,0.9933467,1.329742,1.2631372,0.90359753,1.0269822,0.65077853,0.9675642,0.8086426,0.5469547,1.2017057,0.6740229,1.3362306,0.7100929,0.9351188,1.1788751,0.8861172,0.3321662,1.1575143,0.0,1.2804766,0.6015349,1.5291047,1.2401224,1.3141729,0.5086927,0.9078439,0.6612559,0.9835058,1.1167129,1.3689446,0.9168698,1.1109891,1.0097835,1.2601651,0.8916031,1.181315,0.44555175,0.18790877,0.76864505,1.4177496,1.3678905,1.4763258,1.3430135,1.2078103,0.8012756,1.3440466,1.0963074,1.4076796,1.2625445,0.89909416,0.9550013,1.3707451,0.9589017,1.183882,1.2167541,0.5760934,1.3451545,0.3390187,0.9298366,0.5474689,1.07496,0.80572903,0.82593066,0.41537726,1.2408478,0.86582315,1.4530015,0.6478443,1.1924305,1.3544759,1.1302164,0.88706505,1.4060303,0.91801804,0.29750937,0.8951407,0.5771184,1.478461,1.2641599,1.1188016,1.3952687,0.9866189,1.3614874,0.81431353,0.9554496,0.98286945,1.2387443,1.0550978,1.3167897,0.85628253,1.0630081
knife,0.9602202,1.0825546,1.2093697,0.9323492,1.0238891,1.0598534,1.0267102,0.7360312,1.0686898,1.3097737,0.8276638,1.1260877,1.3126085,0.965111,1.2616025,0.8004511,0.99606055,0.82704437,0.67482,0.9406198,0.88074964,0.7869725,0.82905865,0.87862015,0.86983615,1.0362039,0.78849876,1.1868777,1.0224751,1.1003137,0.8666729,0.96575844,1.213611,0.8412401,0.53430104,1.200327,1.0113684,1.3552485,0.9186542,0.5815254,1.2723943,0.74105144,1.0719007,0.79813087,1.2056396,1.2335368,0.8311937,0.9267657,1.3125427,0.9875267,0.94574326,1.0152309,0.7948884,1.2784638,0.97315997,1.0857806,0.8436056,1.1457949,0.8504432,0.22556686,0.9993683,1.1195736,1.1621476,1.1608703,1.1462942,1.0301747,1.2743732,0.88897544,1.2852497,1.0348151,0.99016166,1.211636,1.0930324,0.78733814,1.2775062,0.86296153,1.2804766,0.0,1.0311756,0.5416128,0.9682328,0.8037528,1.2048774,1.0264227,1.209609,1.043141,1.155623,0.94099945,0.73952186,0.9345982,1.1243727,1.0691849,0.80575746,1.0824151,1.3234546,1.3261634,1.0053694,0.32860303,0.2790742,0.6023207,0.82686114,1.1714575,1.1043305,0.918023,0.98882276,0.7857547,1.0912542,1.131101,0.8452967,0.7715384,1.195689,0.6753073,1.0502437,1.2878066,0.52621716,1.3280432,0.90197814,1.203566,0.2843455,1.1659681,0.88238937,1.3135297,0.8997968,1.0767905,0.8088542,1.0728215,0.867923,0.3213998,0.6623313,0.745295,0.92848015,1.0662913,1.296954,1.1720554,1.1057703,0.8569969,0.9566282,1.0209955,0.49307275,0.74312675,1.0171803,1.0144234,1.0854317,1.0974474,0.981404,0.63243896,0.9404087,1.1403143,1.0834734
ladder,1.1531107,1.321837,0.9517783,0.8045663,1.2462358,1.179711,1.1827781,1.0748459,0.772628,0.6046235,1.1681497,0.33177614,0.7745551,1.2249513,0.7175441,1.1820531,0.8698314,1.344075,1.2371848,0.78494513,1.3288126,0.733028,1.1515609,1.1942492,1.1468773,1.0632043,1.2531714,1.0182343,0.6116106,0.9962686,1.1281486,0.7291778,0.8006417,1.1020724,0.8915825,1.168546,1.0405644,0.5786308,0.9736694,1.1921779,0.48358154,1.2905371,1.2058762,1.1145928,1.1420659,0.94008934,0.96428835,0.73791575,0.8535826,1.1021097,1.4197587,1.1453943,1.2459359,0.8838546,1.0972949,0.70620453,1.3049533,0.9829645,1.1768162,1.1287787,1.267632,0.8411071,0.975283,0.53558475,1.0278699,1.0945604,0.6033695,1.2043865,0.8425659,1.3198732,1.0047055,1.0232595,1.2070668,0.72102684,0.6681839,1.1006429,0.6015349,1.0311756,0.0,1.2055877,1.2052652,1.204922,0.8427734,0.8756569,0.78350234,1.0995996,1.2808985,1.26111,0.9743807,1.1676215,1.1244197,1.3317416,0.8350391,1.2316446,0.7270721,0.64717275,0.7614747,1.154882,1.1056064,1.3259839,1.274567,1.2126971,0.8953815,1.2507286,0.9285468,1.2805691,1.2601259,1.1337733,1.0447608,1.2030407,1.0760736,1.031089,1.2147365,0.80309224,1.209861,0.6992769,1.1606632,0.83532166,0.8350249,0.7994842,0.89345,0.5809845,1.2327306,0.9286805,1.3644364,0.8271678,1.154526,1.1844049,0.9585521,0.7171652,1.3104426,0.86941564,0.66656566,0.6900113,0.5313499,1.3342876,1.2531004,1.1131543,1.2071636,1.0584935,1.1676526,0.7882415,0.92785645,0.9509302,1.132053,0.81665945,1.220466,0.76975965,1.0771407
lamp,1.0272704,0.90832454,1.3068249,1.1696309,0.9455292,0.9260474,1.0936595,0.64268565,1.1428573,1.375484,0.6471702,1.2800131,1.4575894,0.9806221,1.3678068,0.56478786,1.157889,0.6333966,0.52180344,1.0375019,0.8516293,0.70954037,0.67100614,0.8799448,0.5138526,0.9203325,0.8432857,1.1164584,0.9189162,1.1961154,0.60975504,0.97900647,1.2541969,0.81156725,0.6877537,1.1883581,1.0379305,1.4091942,1.1471926,0.5058541,1.3248585,0.46221495,1.0105737,0.876905,1.2532395,1.3802879,0.4958899,0.8666731,1.3729817,0.98255223,0.7098355,0.98327154,0.5791967,1.3426852,1.0545315,1.094637,0.79821396,1.1318922,1.0140011,0.6382202,1.0062606,1.1768777,1.2126027,1.3387165,1.0827103,1.1083101,1.3798441,0.98433,1.3516612,0.9079087,1.279717,1.1526008,1.048453,0.78003204,1.3947912,0.7991211,1.5291047,0.5416128,1.2055877,0.0,0.90867996,0.75623727,1.4648798,1.02154,1.2633697,1.0838763,1.1348709,0.67040586,0.82699907,0.82750255,1.0646797,0.9434191,0.71941555,0.96013194,1.4659613,1.4480643,1.2009851,0.4590693,0.51340663,0.5358582,0.6617949,1.0895445,1.0917972,0.7964146,0.98535085,0.66038424,1.0151904,1.2342063,0.9952636,0.554592,1.1785009,0.61655647,1.0494475,1.3832192,0.6035256,1.430299,1.0660458,1.2494216,0.7939311,1.1560439,0.994831,1.4604862,0.7859671,1.112598,0.57600987,1.1670473,0.9051105,0.5963652,0.5693738,0.9970955,0.6801431,0.9547932,1.4204557,1.1955125,1.3251636,0.63129807,0.77116656,0.9023313,0.5443796,0.77175486,0.9273179,1.2775166,1.0121392,0.90035295,0.9085247,0.63335335,0.7130257,0.9765954,1.1170478
melon,1.0548412,0.29882896,0.9493849,1.1556737,0.77234995,0.75011134,0.63760877,0.958195,1.2057936,1.2799454,0.80567575,1.2953984,1.2218709,1.1247935,1.2438369,0.97260636,1.0780218,0.8493668,0.7802595,1.1596338,0.61825097,0.9782849,0.8965632,1.02374,0.82603323,0.92478955,0.7333406,1.1877122,1.1835663,1.0789587,1.0102648,1.1888483,1.1933793,0.9846037,1.1016521,0.8450755,0.78867054,1.3001748,0.8769082,0.76599234,1.2951609,0.78263617,1.0061016,0.9922348,1.1370848,1.1533713,1.1649147,1.0109558,1.2269965,0.9475532,0.4757117,1.0976487,0.8314496,1.1238117,0.86509037,1.2002715,0.79424226,0.8409091,1.0507026,0.8850685,0.86033845,1.1612414,1.1715491,1.2090414,0.93210214,0.99943644,1.1121882,0.74649364,1.1409836,0.68150663,1.1258436,0.9364841,1.0389831,1.199003,1.267525,1.0301234,1.2401224,0.9682328,1.2052652,0.90867996,0.0,0.8993105,1.194297,1.2730298,1.2853138,0.9242742,0.7132052,0.7965915,1.0455518,0.8611067,0.9122117,0.5154826,1.2393112,0.8891775,1.3173817,1.2673321,1.1355987,0.84410167,0.86685884,0.9388566,0.38462186,0.9470574,1.0949858,0.79519963,0.7871938,0.67005944,0.99849445,0.75855213,1.1512257,0.9485611,0.87085724,1.193317,1.0035123,1.2315236,0.8753185,1.2819912,0.9539963,0.98625344,1.0074147,1.2127215,1.1198306,1.1684526,0.690381,1.072172,0.7300725,1.1085051,0.8731905,0.8076197,1.084793,1.1399801,0.5422684,1.2325201,1.2649739,1.1638405,1.2866558,0.59341353,0.77215326,0.83203137,0.8500347,1.0376837,0.79169035,1.0709448,1.0380954,1.1040118,1.0064943,1.232805,0.76097745,1.1866813,1.1341313
milk,1.0048898,1.1035359,0.8809296,1.1596568,0.89930457,0.941886,0.9169544,0.6856268,0.72482115,1.2027465,1.1503949,1.206726,1.136921,0.90005994,1.1599643,1.0523845,1.0845108,0.424047,0.64581925,0.6857227,0.97570777,0.8674989,0.49401295,0.9224464,1.1096165,1.2092859,1.1122631,1.1576263,1.0537717,0.9146209,0.83508,0.96073353,1.142919,0.6819434,0.95889646,0.86564374,1.2112398,1.2192248,1.0340863,1.1104587,1.137309,0.6148751,1.0117079,0.54881227,1.0603676,1.1174502,0.85365164,1.1034627,1.1525478,1.0698136,0.79434156,0.9410327,0.9302911,1.148745,1.2387645,0.95860106,1.1658365,1.1688282,0.94915557,0.81613153,1.0689951,1.0915406,1.0599142,1.0603155,1.2735564,1.1989464,1.1838477,0.954169,1.1749965,1.0370561,1.0666932,1.2531164,1.0106469,0.8705438,1.2544165,0.7710745,1.3141729,0.8037528,1.204922,0.75623727,0.8993105,0.0,1.1142427,0.93962777,1.1271145,1.1217455,1.0307456,1.179603,0.85763323,1.2357233,1.2152884,0.9101228,0.8858582,0.9929707,1.172569,1.3163977,0.9593904,1.0308396,0.96522975,0.96051574,0.80155617,1.0876392,1.105241,0.9736938,1.153378,0.88959455,1.0228611,0.9217849,0.92338717,0.7999015,1.2050136,0.8639673,0.96679556,1.1954299,0.9470485,1.2524627,1.053834,1.2984941,0.83885,0.9270176,0.6503447,1.2411246,1.2745398,1.1127723,0.4743833,1.0893528,0.35433614,0.70823365,0.77290106,1.111915,1.0807947,1.020089,1.2620422,1.0300127,1.0142367,1.0213147,1.2048242,1.2489172,0.8945952,0.87542295,1.0071716,0.8521973,0.9771785,1.1599464,0.94002676,0.85349214,1.274094,1.0364988,1.020337
mitten,1.0756278,1.2473612,0.75841254,0.6386454,1.0583591,1.0697883,0.9738748,1.350122,0.84406865,0.7048138,1.3113179,0.66074777,0.6255444,1.1538312,0.64391565,1.3300292,1.1133636,1.2993283,1.4198582,1.0052196,1.21639,1.032212,1.2361933,1.1933376,1.3550009,1.2663062,1.1725298,0.89600885,0.84614974,0.8189408,1.2111187,1.1082712,0.7905195,1.0662717,1.0603458,0.8224835,1.0125277,0.60929066,0.8288088,1.4686384,0.68401694,1.4033945,1.2248524,1.1099403,0.9268895,0.6301074,1.1351186,0.9911382,0.5628113,0.83814335,1.3135674,1.0194685,1.4003663,0.84697926,0.84041923,0.9752479,1.2493654,0.91390365,0.58025604,1.2649771,1.1740682,0.8850098,1.0939726,0.87728417,0.97552884,0.43172264,0.75909865,1.0035024,0.79233325,1.2976017,0.48306465,0.85071945,1.2081047,0.9168915,0.6460759,1.0743581,0.5086927,1.2048774,0.8427734,1.4648798,1.194297,1.1142427,0.0,0.9915845,0.7653547,0.99073863,0.8860144,1.354047,0.74271417,1.0824237,0.9101581,1.1609191,1.0036178,1.0867856,0.5493239,0.45351177,0.88158894,1.427919,1.3443325,1.3669496,1.2804202,1.1108426,0.67194915,1.3079067,1.095169,1.4050908,1.2848232,0.6541732,0.9291855,1.4111905,0.88533854,1.1606317,1.2082076,0.65748453,1.243189,0.61796725,0.71520686,0.7007594,0.96822846,0.9514366,0.89566934,0.6795029,1.19223,0.8840842,1.32464,0.2968892,1.0272403,1.2169148,1.1160644,0.97346234,1.3642571,0.9538084,0.62333477,0.95659775,0.8277432,1.4351995,1.1369601,1.1400719,1.3062018,0.77992404,1.244628,0.88044345,1.0919546,0.9914436,1.2773205,1.003816,1.3107578,0.9892711,1.1060407
mop,1.1374383,1.3147602,0.97564,0.9703521,1.1506004,1.1365675,1.2159158,1.0986046,0.91753423,0.96468544,1.1820923,0.76652944,0.9307457,1.0825827,1.0240208,1.0680676,1.1522508,1.0334076,1.1431636,0.96458274,1.3066564,0.87229973,1.0886564,1.1429181,1.0574098,0.8784162,1.2646124,0.9696362,0.7312455,0.92076945,1.0320942,0.9061792,0.85753316,0.9646245,0.9226108,1.020202,1.0699091,0.8854177,1.066811,1.246616,0.66573596,1.1810766,1.1390822,0.9640736,1.0380834,1.0470904,0.6692463,0.86941737,0.9154475,0.9738058,1.2428533,0.874409,1.1047992,0.8885792,1.19452,0.79698884,1.2613058,1.0980703,0.92679644,1.1101434,1.2277837,1.0137507,0.98246753,0.84269243,1.1043715,1.100745,0.99848133,1.288055,0.8434055,1.2667599,0.9991475,1.1213325,1.1006422,0.57004637,0.8681488,0.8396294,0.9078439,1.0264227,0.8756569,1.02154,1.2730298,0.93962777,0.9915845,0.0,0.5137315,1.057685,1.1591061,1.2133921,1.0087566,1.1984844,1.0639029,1.1925182,0.5844369,1.1346319,0.8813592,0.8397484,1.0158802,1.1835942,1.191267,1.1365811,1.1363938,1.1374314,0.96852493,1.1841697,1.0184824,1.1326349,1.1363062,1.104023,1.0146667,1.08787,0.9805587,0.7310529,1.0628635,0.8307675,1.1982437,0.8337262,1.1394353,1.0876501,0.9110067,0.9939698,0.94658685,1.036443,1.2814231,1.052134,1.0778531,1.0186448,1.022219,1.1113417,0.91693115,0.9391872,1.234264,0.6511571,0.85465574,0.8699711,0.9068192,1.3420081,1.234156,1.1739607,1.1858234,1.0347607,1.2435851,1.0392829,0.8399539,0.860707,0.85886455,0.5581883,1.2241178,0.7314403,1.0060197
motorcycle,1.066908,1.3200421,0.94173896,1.0221118,1.076858,1.10602,1.1646773,1.2104932,0.87445354,0.84777987,1.2454761,0.64039946,0.7978669,1.1227593,0.9211086,1.1590177,1.0767548,1.1981387,1.2507395,0.9161194,1.4000167,0.9970879,1.1312575,1.1702496,1.147773,0.6382144,1.3078773,0.9234625,0.6441977,0.7824863,1.0869555,0.9551553,0.7772363,1.1043652,1.027877,1.0241822,0.92582965,0.7740982,1.0571077,1.4036443,0.3680817,1.3148823,1.1323534,1.0124975,0.9339399,0.7895168,0.87242925,0.87501055,0.8061291,1.101145,1.3614511,0.9494629,1.3146219,0.80035233,1.2578148,0.8042927,1.2750047,1.0490851,0.9302957,1.1614336,1.1231194,0.8648765,0.9953491,0.6689838,1.1132838,0.95218366,0.79191184,1.300162,0.827747,1.2694399,1.0452263,0.9252853,1.0578995,0.7184977,0.7375668,0.87142575,0.6612559,1.209609,0.78350234,1.2633697,1.2853138,1.1271145,0.7653547,0.5137315,0.0,1.1472865,1.0900297,1.3430109,1.0845643,1.2766302,1.1552488,1.231361,0.80065525,1.0875713,0.8061747,0.6107802,0.9889246,1.3694997,1.3551573,1.2253827,1.3265672,1.0106436,0.9748836,1.2420176,0.8699588,1.2381024,1.0653658,1.0943528,0.9196486,1.1789074,0.92628217,0.93540937,1.1359146,0.78615475,1.1812739,0.7174655,0.96223265,0.9735992,1.0542464,0.9526717,0.9175668,0.7780533,1.2558415,0.9232073,1.2485255,0.8645924,1.0585034,1.1645331,1.0258837,1.0436985,1.3538005,0.31566012,0.7509594,0.9101689,0.83535135,1.3614347,1.3547344,1.2724953,1.3482075,1.1353039,1.0593431,0.8914141,0.96094495,0.7939527,0.8045659,0.6403265,1.2576889,0.87438345,1.0023638
mouth,1.1171228,0.85241544,0.9900896,0.865456,1.0176004,0.9725474,0.9453807,1.136193,1.0771364,1.1365136,0.9358454,1.1038675,1.0289683,1.1036105,1.1223938,1.0748065,1.157251,1.080285,1.1071665,1.1844586,0.9205682,1.131398,1.1274664,1.0407023,0.9035634,1.0872352,0.945291,1.1107533,1.151816,1.1142827,1.0200608,1.126941,0.9434109,1.0727371,1.1174833,1.0175902,0.93700886,1.1198575,0.8307693,0.90644,1.2011291,1.0797935,1.0499054,1.2309775,1.1522729,1.1337286,1.1548598,1.0042139,1.0028621,0.6719896,0.99036294,0.96593446,1.0369427,0.79521763,0.5907434,1.0501492,0.98684907,1.0148075,0.934059,1.0687101,1.1185882,1.1272188,1.0270307,1.0963928,0.6073553,0.8973235,1.1404679,0.58088607,0.8354268,1.0475296,0.7241065,0.87103623,1.0364736,1.0734308,0.9768974,1.1168239,0.9835058,1.043141,1.0995996,1.0838763,0.9242742,1.1217455,0.99073863,1.057685,1.1472865,0.0,0.9758693,0.820861,1.1135546,0.7375987,0.44046092,0.9941762,1.1908851,1.1928699,1.0220153,0.9992207,1.1333011,0.94735444,0.93187606,1.1225576,0.9761933,1.1425967,1.1065555,1.0391047,1.1269946,1.008579,1.0740039,1.0466871,1.159091,1.1060966,0.77653146,1.1372832,1.0647457,0.93619704,1.0707735,0.933764,0.8307153,0.9736007,1.1436577,1.0601884,1.0695072,1.0360781,0.8484087,1.0237681,1.0236593,0.8992492,1.1058434,1.0780852,0.96720356,1.0196071,0.9205002,1.2307546,0.96557003,1.0825711,1.1399566,1.0054216,0.6390126,0.3342154,0.87080044,1.10438,1.1316218,1.1603017,1.0501604,1.0771648,1.1165662,1.182529,0.77132237,1.1044233,0.9911314
muffin,0.8927815,0.55618036,0.68667066,1.0262609,0.8932384,0.87368816,0.536791,1.1787308,1.3047658,1.3044937,1.0184612,1.2365408,1.1191145,0.82618135,1.2563355,1.1900856,1.1419094,1.1443174,1.037447,1.1520749,0.46228546,1.176654,1.1440833,0.9683656,1.0794966,0.9981709,0.6317763,0.9915756,1.229865,0.75172246,1.120695,1.2807431,1.1657311,1.0995141,1.275034,0.68233365,0.6486419,1.2940547,0.48775882,1.038128,1.2240472,1.0975703,0.8932584,0.88959455,0.82882786,0.92795277,1.2129837,1.0353835,1.0629679,0.94226086,0.5576582,1.0611849,1.0630943,0.92137706,0.8133075,1.1730678,0.79756343,0.86793333,0.9057206,1.0321338,0.75035185,1.0106934,1.0268012,1.2092919,0.87069136,0.8486854,1.1944885,0.85350466,1.0564412,0.6161663,0.8531171,0.9780799,0.90781814,1.2454357,1.1880066,1.1600188,1.1167129,1.155623,1.2808985,1.1348709,0.7132052,1.0307456,0.8860144,1.1591061,1.0900297,0.9758693,0.0,0.9651917,1.1316619,1.0367568,0.84662426,0.40988725,1.3419359,0.6605489,1.2194328,1.1441983,1.1345156,1.0753281,1.0346565,1.0318167,0.7883877,0.7470745,1.1215475,0.861526,0.94657487,0.86853826,0.8767556,0.60269535,1.1703341,1.086218,0.9394794,1.195199,0.8485509,1.157849,1.129343,1.1299076,0.98363376,1.0253657,1.1920364,1.2331148,1.232498,1.1380163,0.8223933,1.0392908,1.0293525,1.0432835,0.9512962,1.0253383,1.2084948,1.0599749,0.8663818,1.1462648,1.1680601,1.1722668,1.3021711,0.86130923,0.86042356,0.9574302,1.1152353,1.1542203,0.9163158,1.0798446,1.1063989,1.0719061,0.9747581,1.2985749,0.96067417,1.17139,1.0617799
nail,1.0989611,0.5444148,1.2222805,1.127905,0.8810385,0.87351227,0.94787925,0.9142071,1.3677405,1.3644744,0.46666896,1.377936,1.366466,1.0932833,1.354059,0.6291596,1.0620451,0.61825234,0.54265016,1.3110482,0.5958298,1.06613,0.89245856,1.0337389,0.31483406,0.8123721,0.58761287,1.1307707,1.207102,1.3164678,0.9711013,1.1747661,1.2349925,1.0650915,1.0842123,1.106156,0.8672725,1.4072566,1.0716898,0.1987555,1.4734132,0.46250057,0.93981296,1.2356031,1.2512074,1.263546,1.078716,1.0798484,1.3141742,0.8005774,0.604722,1.169334,0.54494375,1.1381718,0.58043224,1.2150103,0.5916376,0.9457432,1.0695039,0.8873922,0.9958596,1.2489061,1.1471509,1.2745771,0.61082035,0.88966876,1.3102279,0.56749946,1.1677713,0.67648673,1.1203866,0.84947175,1.0211735,1.2956475,1.2829435,1.0477809,1.3689446,0.94099945,1.26111,0.67040586,0.7965915,1.179603,1.354047,1.2133921,1.3430109,0.820861,0.9651917,0.0,1.086911,0.49054968,0.65562254,0.80239713,1.1879218,1.007566,1.3873425,1.3173882,1.3245741,0.47360373,0.6663557,0.7005735,0.6898711,1.0156435,1.1685722,0.6510529,0.95473725,0.6453549,0.9859175,1.1261063,1.1074289,0.76645267,0.87690204,1.0653565,1.0754923,1.2748108,0.70747113,1.2750262,0.9650765,1.0582874,1.1888796,1.2645934,1.3149614,1.3422897,0.29185867,1.0744236,0.66357553,1.1349328,1.1540354,0.92990184,0.89387745,1.1217383,0.32658035,1.2216628,1.2912128,1.2799153,1.4404864,0.36867023,0.22688091,0.33951646,0.4653685,0.93722343,0.6946168,1.4024949,1.1380897,0.90289736,1.0058795,1.2035221,0.14329743,1.2455167,1.1709282
napkin,1.0358492,1.2158284,1.1073836,0.81367534,1.1522372,1.0406909,1.1376404,0.9751608,0.9079351,0.9979525,0.8051288,0.772104,0.98281646,1.1117883,0.88291216,0.9268074,1.0632246,0.99124134,0.9079662,0.94788414,1.0498042,0.8712716,0.93203086,1.1093583,0.8538577,1.1021231,0.9718409,0.9502177,0.82987386,0.9764793,1.0514354,1.0510925,1.1236612,0.9353371,0.78135955,1.0354245,0.96807986,0.9049628,0.96318746,0.97951007,0.8941121,0.9303589,1.2600539,0.9046019,1.2364582,1.2166001,0.71948504,0.78203946,0.8933402,0.9596388,1.0911367,0.9746389,0.96505344,1.2325809,1.0083438,1.1432062,0.9360885,1.0588645,0.9455187,0.9401187,1.2035583,1.1384387,1.2609092,1.1355088,1.1685063,0.6746171,1.0879594,0.9379698,1.2080516,1.2580789,1.012787,1.1633692,1.2318037,0.78760004,0.9030486,0.9962324,0.9168698,0.73952186,0.9743807,0.82699907,1.0455518,0.85763323,0.74271417,1.0087566,1.0845643,1.1135546,1.1316619,1.086911,0.0,0.83954626,1.0740126,1.1730967,0.63316166,1.0609713,0.996931,0.8279639,0.6372755,0.87423706,0.920682,0.98196566,0.8601308,1.2613937,0.5053253,1.1242245,1.2310264,0.87130487,1.2881665,0.89877295,0.8756312,0.96152973,1.0579364,0.8326583,1.2079837,1.0803661,1.0208068,0.975675,0.91469526,0.7314253,0.7217065,1.1032724,0.835443,1.0648589,0.9165851,0.7159982,0.8205589,0.64142597,0.825929,0.88509345,0.78335196,0.7698351,1.1239488,0.985573,0.9160453,1.1518146,1.0146066,1.091635,1.0184691,1.0263104,0.9188187,0.09687054,1.2908055,1.1921827,1.0296377,0.96791154,1.1222395,0.8381481,1.0320448,0.9930418,1.1694126
necklace,1.0870483,0.7434586,1.3556869,0.8604101,1.0082513,0.99632907,1.0242734,0.9997093,1.3724895,1.3416616,0.317603,1.2000914,1.217544,1.171896,1.2776788,0.6910353,1.1433089,0.8550714,0.94099605,1.2744224,0.787107,0.87785476,0.9178596,1.0900744,0.43099856,0.9043478,0.7074407,1.0446463,0.98870283,1.2770505,1.0553572,1.2718956,1.111975,1.0880002,0.97394913,1.0379578,0.8671881,1.2738028,1.0266764,0.4691416,1.3060232,0.7139678,1.039636,1.374662,1.2679775,1.1211312,1.0469644,0.91904086,1.0848107,0.64830434,0.94811463,0.9609083,0.7451033,1.146568,0.50489914,1.2313454,0.7085025,0.9226645,0.9849675,0.97382826,1.0145345,1.2588695,1.1975023,1.3392516,0.56713045,0.5584666,1.2906973,0.71132565,1.1226974,0.88879275,0.9398866,0.6644895,1.110988,1.110321,1.0127519,0.7909682,1.1109891,0.9345982,1.1676215,0.82750255,0.8611067,1.2357233,1.0824237,1.1984844,1.2766302,0.7375987,1.0367568,0.49054968,0.83954626,0.0,0.6095352,1.024167,1.0420141,1.0419294,1.1898651,1.0194185,1.3012515,0.55923945,0.72083807,0.78553295,0.73248905,1.1372731,1.008617,0.90904564,1.0358827,0.84631944,1.1231679,0.9969249,1.0291381,0.9407429,0.7277405,1.0648079,1.1568861,1.1676558,0.67781717,1.0588646,0.647898,0.6253633,1.0279077,1.3455749,1.3525109,1.2919172,0.3701365,0.8569134,0.853368,0.83857054,1.1939912,0.8636543,0.9428904,1.0096985,0.62330025,1.154163,1.0015732,1.273164,1.464435,0.6281335,0.37307847,0.46435714,0.5207823,0.7540594,0.9124485,1.4797137,1.2463067,0.7034778,1.1205782,1.0339066,0.3255732,1.3092372,1.2062528
nose,1.1662052,0.800236,1.1140052,0.83079964,1.0307307,1.0277524,1.0194203,1.2539895,1.1918571,1.167331,0.854428,1.0711576,1.0772032,1.1570563,1.1664921,1.0986744,1.17411,1.1269546,1.1526775,1.2662046,0.83923286,1.1096103,1.2325003,1.1419504,0.80353457,1.0402585,0.8414154,0.98471874,1.141516,1.1719657,1.0939656,1.2212216,1.0256239,1.0438448,1.2044153,0.8571354,0.93507826,1.1243975,0.8947079,0.8423811,1.2298717,1.1093237,0.9967845,1.292058,1.1243606,1.0405991,1.1538067,0.96283555,1.0355812,0.4369111,0.9458586,0.98785,1.0157515,0.79263574,0.3662144,1.0384692,0.93953776,0.9797638,0.85927916,1.1686419,1.1020194,1.1953015,1.058194,1.1239445,0.21251154,0.7247144,1.151448,0.6906811,0.73741186,0.9993035,0.6156737,0.7081007,1.054793,1.1066339,1.0467218,1.1395212,1.0097835,1.1243727,1.1244197,1.0646797,0.9122117,1.2152884,0.9101581,1.0639029,1.1552488,0.44046092,0.84662426,0.65562254,1.0740126,0.6095352,0.0,0.9437252,1.2188671,1.063958,1.1022302,0.9669498,1.138989,0.90589005,0.94783473,1.0731215,0.953084,1.0997478,1.0861847,1.044363,1.0491154,1.0329336,1.0978184,0.9150121,1.2282255,1.1958783,0.53068554,1.2090387,1.0485607,0.98563343,1.0680766,0.986706,0.8237133,0.84334314,1.1961365,1.1830145,1.1815696,1.0249778,0.65217835,1.0155641,1.0844505,0.82649374,1.1187211,1.1519508,1.0297717,0.9500783,0.92652994,1.2503006,1.0115308,1.1459564,1.2422998,0.9577059,0.4314072,0.4471277,0.9319675,1.0716293,1.1328548,1.2617104,1.1463336,0.9713236,1.177457,1.2034609,0.54179585,1.1372709,1.0785246
