,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window,zebra
orange,1.0486034,0.28416133,0.5751686,1.1800677,0.6268073,0.6192776,0.47525406,0.98921895,1.2516009,1.3157772,0.96763456,1.3818281,1.2695524,0.9760111,1.2610382,1.0067691,1.1415389,0.92281795,0.8020563,1.1030151,0.2997986,1.1843015,0.9661529,1.0247773,1.0139028,1.0548047,0.49636495,1.2247032,1.2453604,0.979022,1.0184485,1.1757164,1.2420954,1.0145423,1.2508348,0.6060076,0.80829525,1.3581673,0.7271196,0.8682064,1.3437514,0.8724158,0.8647794,0.8532307,1.0428894,1.0917058,1.18464,1.0779881,1.1884867,1.0563438,0.13557553,1.1355433,0.87774754,1.1231322,0.87200814,1.2363905,0.8668146,0.94949603,0.9719284,0.9541469,0.9280445,1.0535583,1.1169289,1.2895392,1.025736,1.0239277,1.2650237,0.7934636,1.1906633,0.48833913,1.0701481,1.0667038,0.9278203,1.27139,1.2981584,1.1218171,1.2601651,1.0691849,1.3317416,0.9434191,0.5154826,0.9101228,1.1609191,1.1925182,1.231361,0.9941762,0.40988725,0.80239713,1.1730967,1.024167,0.9437252,0.0,1.3331695,0.8885267,1.3311862,1.2755319,1.198249,0.9493061,0.9168581,0.95289755,0.6214275,0.8710008,1.1926495,0.7172867,1.0492495,0.7614963,0.86829513,0.5152189,1.0873134,0.8980777,1.0089109,1.1309447,0.93813586,1.2498848,1.0172727,1.2864374,1.0453231,1.0842391,1.2190163,1.2235131,1.198523,1.202992,0.752403,1.1625373,0.8575978,1.1405909,0.9033976,0.94326013,1.14529,1.1739477,0.59239215,1.1890386,1.3024393,1.1891572,1.3145189,0.6055662,0.79144466,0.91666394,0.9796615,1.123013,0.77200145,1.0130427,1.1052057,1.110116,0.9364046,1.2943962,0.8894608,1.2002137,1.0865605
oven,1.1310389,1.3877083,1.1789769,0.92864287,1.2227459,1.1959796,1.3003905,0.8473861,0.74938005,0.9869364,0.94970655,0.723895,1.0026639,1.135791,0.99008757,0.85185695,1.1468681,0.96552044,0.95536375,0.8743565,1.3623259,0.6641153,0.8552695,1.0576464,0.7991241,0.96097076,1.2616415,0.9389027,0.6287197,0.9314789,0.8916546,0.83613247,0.956913,0.7830517,0.6208572,1.1628036,1.1714354,0.92708313,1.1836011,1.1289282,0.6612972,0.9312995,1.259618,0.88766503,1.1788015,1.216906,0.3771646,0.6702634,0.9549751,1.0015883,1.2949638,0.97966725,1.0179605,1.098934,1.251388,0.82708305,1.218379,1.1515772,1.0399839,0.94767505,1.2578872,0.9938538,1.1995056,0.9087826,1.203476,1.0381658,1.0165194,1.3076098,1.0965506,1.3243029,1.1169217,1.1604556,1.2222605,0.5267988,0.855853,0.71138984,0.8916031,0.80575746,0.8350391,0.71941555,1.2393112,0.8858582,1.0036178,0.5844369,0.80065525,1.1908851,1.3419359,1.1879218,0.63316166,1.0420141,1.2188671,1.3331695,0.0,1.224399,0.9732115,0.8295655,0.95906126,1.045605,1.1119738,0.95696694,1.0777555,1.2660762,0.9541668,1.1564208,1.0394351,1.1048183,1.2487277,1.2477454,0.8360219,0.8371494,1.1629034,0.48711854,1.2003405,1.0448563,1.040841,0.91807926,1.0534757,0.97501284,0.7319127,0.9298017,0.7136838,1.0256771,1.1693738,0.9341068,0.9733168,0.92822695,1.0151747,0.9372016,0.69478446,0.93034804,1.1903378,0.7271551,0.86755186,1.0027354,0.9042767,1.1983639,1.2313396,1.2533164,1.0443416,0.68145883,1.2537689,1.002423,0.88954,0.8881456,1.0046856,0.42862135,1.1830975,0.7576804,1.0798147
owl,0.70513076,0.8484839,1.11544,1.1929806,0.93765557,0.98970604,0.91471446,0.953475,1.2489096,1.0979414,0.96226025,1.1884825,1.0915536,0.6785029,1.0986859,1.017283,0.9269391,0.98403907,1.0503793,1.0268439,0.8582176,1.0565,0.9915866,0.755888,1.0356957,0.9299297,0.8971715,0.84854627,1.1581649,0.9526495,0.8049875,1.0815692,1.0948669,1.0265187,1.0563606,1.0448816,1.019051,1.1296809,0.9020399,0.9879983,1.2010262,0.94595313,0.8825511,0.83748436,0.76561666,0.8677367,1.1154337,1.1177337,1.0367402,1.0613133,0.872213,0.88034296,0.93639386,1.1240203,1.1096005,1.0823344,0.71575,0.831898,0.9387463,0.9647168,0.48665047,0.8601687,0.9317518,1.1315885,1.061064,0.9947035,1.0446697,1.0012989,1.1598802,0.8374951,1.1678531,1.030871,0.89072174,1.236295,1.2166805,0.9734619,1.181315,1.0824151,1.2316446,0.96013194,0.8891775,0.9929707,1.0867856,1.1346319,1.0875713,1.1928699,0.6605489,1.007566,1.0609713,1.0419294,1.063958,0.8885267,1.224399,0.0,1.1080198,1.2420107,1.1077048,1.0006638,1.0410383,0.78306556,0.89071316,0.7411233,0.96335775,0.95106715,0.7873397,0.9088277,0.8282032,1.0350262,1.0639535,0.96919924,1.0035111,0.9873518,0.75651014,1.1221424,1.0159457,1.1777636,0.99960864,1.0359436,1.1106858,1.1630456,1.2279626,1.1122472,0.9851719,1.0124658,0.9142834,1.154654,0.9799964,0.9432248,1.1657822,1.1367977,0.9827892,1.0278666,1.2008445,1.0735632,1.2067122,0.8522586,1.0092933,1.1377994,1.0084729,1.0394475,0.7861105,1.076832,0.9846264,1.0222608,0.89368254,1.1869969,0.9795413,1.0525355,0.9203302
pajamas,1.2061269,1.4241934,0.8949156,0.72492814,1.2072341,1.1717714,1.2210546,1.2765936,0.70476407,0.2882234,1.3679717,0.6603382,0.2152549,1.2132924,0.32031667,1.1917006,0.901054,1.3108275,1.446144,0.9511381,1.4458323,1.0985988,1.2935581,1.2320676,1.4539728,1.2571391,1.4049759,0.83912045,0.9000115,0.95824724,1.1732091,0.84183276,0.5754944,1.1515654,1.1154368,0.91149205,1.1868544,0.27857494,1.0892099,1.5018675,0.6219639,1.4711292,1.2630382,1.1285211,0.9316833,0.58484733,1.0784323,1.1121722,0.33555317,1.0640785,1.4252086,0.91328514,1.3179055,0.7237973,1.1578699,0.73906296,1.4122427,0.9987306,0.92477435,1.3652532,1.3092996,0.8743547,0.92804456,0.6617404,1.0937102,0.9597695,0.57168305,1.3170042,0.5429677,1.3476076,0.7825934,0.95462143,1.223742,0.97284424,0.43451834,1.1354594,0.44555175,1.3234546,0.7270721,1.4659613,1.3173817,1.172569,0.5493239,0.8813592,0.8061747,1.0220153,1.2194328,1.3873425,0.996931,1.1898651,1.1022302,1.3311862,0.9732115,1.1080198,0.0,0.4351133,0.750085,1.4742045,1.3998162,1.4007521,1.3560443,1.1504989,0.6317066,1.2914529,1.0769931,1.4254802,1.2560536,0.9425022,0.9180463,1.3186274,1.0540376,1.1227918,1.2087963,0.33476138,1.366921,0.3451358,1.1362468,0.7683047,1.1472789,0.5669759,0.90576714,0.6058898,1.4571729,0.95894915,1.3882916,0.78977025,1.1191893,1.3977101,1.2211356,0.9963168,1.4484001,0.9649973,0.41383928,0.6896134,0.49656618,1.527216,1.3504437,1.2175968,1.4039677,1.0197194,1.2721356,0.74386406,0.89179814,1.0574096,1.1842037,1.0935917,1.4166892,0.7587757,1.0331074
pants,1.2270812,1.3312482,0.87483424,0.6241166,1.1906681,1.0475603,1.2477602,1.4726542,0.76351756,0.52151066,1.1981273,0.5212245,0.5447333,1.3010755,0.62343234,1.120434,1.151348,1.3851354,1.473204,1.0995679,1.3869348,1.0774431,1.3440608,1.3368194,1.1948867,1.1490664,1.2751209,0.8254966,0.67879766,0.9423833,1.2460499,1.0240287,0.5130768,1.155919,1.1073015,0.91580975,1.0763916,0.37386185,1.0657324,1.4523048,0.45640218,1.4866581,1.2397133,1.2159013,1.0438621,0.82249755,0.8958134,0.87992305,0.52149886,0.92817974,1.4287927,0.999377,1.3712786,0.6707201,0.9655239,0.91563076,1.3346138,1.1516986,0.8880509,1.4156306,1.3606883,0.9408936,1.1017019,0.7524024,0.9052194,0.6603666,0.6785212,1.2803774,0.5938567,1.3742213,0.75590503,0.8154415,1.2225361,0.8374167,0.24990827,1.1091735,0.18790877,1.3261634,0.64717275,1.4480643,1.2673321,1.3163977,0.45351177,0.8397484,0.6107802,0.9992207,1.1441983,1.3173882,0.8279639,1.0194185,0.9669498,1.2755319,0.8295655,1.2420107,0.4351133,0.0,0.8479202,1.4572177,1.420768,1.4070879,1.3208092,1.2269561,0.7045412,1.3806388,1.1612236,1.4802495,1.2873087,0.90043294,0.9854401,1.4032214,0.8863391,1.1193687,1.3096788,0.5543543,1.3798072,0.2591402,0.96086854,0.5407473,1.1619561,0.8812764,0.9028511,0.54984754,1.1874368,0.83064795,1.4101304,0.4891343,1.1721246,1.423718,1.0891657,0.89792454,1.4186876,0.76430905,0.22690284,0.9606532,0.70032346,1.5137098,1.1585326,1.1002086,1.4199505,0.8620684,1.4172363,1.0008273,1.0125608,0.8186968,1.1844732,0.93350273,1.2422764,0.84061295,1.0864525
paper,1.0264958,1.302123,0.8643916,0.8727678,1.1718043,1.0671347,1.1271452,1.0654266,0.6570637,0.5874614,1.2245045,0.6757283,0.71685964,1.0380915,0.56867784,1.2897036,0.40521657,1.236849,1.0558475,0.6696712,1.32614,1.075932,1.1736922,1.0198915,1.3475772,1.1741441,1.3128928,0.9208657,1.0286913,0.92631376,0.99033517,0.78231233,0.9587709,1.1192982,0.93739027,1.037989,1.10177,0.6375318,1.0228462,1.3021332,0.7535298,1.2882264,1.0986301,0.94413495,0.9834807,1.0764735,1.0136346,0.89268845,0.83700293,1.1812447,1.2239491,1.0415587,1.1185888,0.9216853,1.2056975,0.9093344,1.2356076,0.985926,1.2301811,1.096599,1.1113169,0.80167794,0.8346046,0.66802895,1.1854423,1.2296096,0.7044836,1.1368605,0.9097703,1.2924527,0.9177354,1.2043723,1.0619575,0.99984175,0.8455765,1.2443988,0.76864505,1.0053694,0.7614747,1.2009851,1.1355987,0.9593904,0.88158894,1.0158802,0.9889246,1.1333011,1.1345156,1.3245741,0.6372755,1.3012515,1.138989,1.198249,0.95906126,1.1077048,0.750085,0.8479202,0.0,1.1614423,1.0792139,1.2917194,1.2243997,1.1568145,0.8228917,1.1919048,1.1513216,1.0610278,1.1229384,0.9460216,0.9971888,1.1770217,1.1355493,1.1082464,0.9833561,0.8373305,1.2469398,0.8455434,1.1823678,0.9795542,0.9805577,0.72279555,0.70622253,0.66561675,1.3637526,0.8710153,1.1983521,0.97887784,0.9127898,1.214843,1.0638882,0.59342724,1.3310784,1.1466111,0.8624116,0.808499,0.32707274,1.3601537,1.3594401,1.2173419,1.3098483,0.8822165,1.2746727,0.6062027,0.87716615,1.221863,1.0922301,1.1496974,1.3278719,0.8115347,0.9461365
pen,0.93688387,0.7843754,1.3826562,1.0116284,0.9512727,0.9096882,0.9377854,0.71268755,1.3556414,1.4563267,0.3999492,1.3104469,1.4785748,0.9892762,1.4096162,0.6838402,0.89453757,0.7073084,0.5691552,1.07849,0.67172873,0.8261902,0.8039798,0.894806,0.5161205,0.8186958,0.558074,1.2119762,1.1829519,1.3132269,0.8935264,1.1415387,1.3564698,1.0140737,0.78403866,1.2695035,0.7673533,1.5088007,0.9749457,0.120004416,1.5330783,0.5267257,0.9690597,1.0710586,1.2662866,1.2709023,0.9977377,0.9209822,1.4246581,0.9486182,0.8133627,1.0529797,0.56952727,1.3392496,0.7316418,1.1737549,0.54843295,0.98047787,1.043577,0.46671408,0.8596653,1.1865509,1.1233119,1.293119,0.8992028,0.954994,1.3497242,0.6589278,1.3822904,0.8221198,1.0781024,1.062876,1.0257115,1.0769026,1.4183228,0.8607457,1.4177496,0.32860303,1.154882,0.4590693,0.84410167,1.0308396,1.427919,1.1835942,1.3694997,0.94735444,1.0753281,0.47360373,0.87423706,0.55923945,0.90589005,0.9493061,1.045605,1.0006638,1.4742045,1.4572177,1.1614423,0.0,0.080278754,0.51510835,0.6960281,1.0812714,1.161827,0.75104547,0.863294,0.6277812,1.0028845,1.2282134,0.9613839,0.6783735,1.0872196,0.8657906,1.033647,1.412555,0.40509915,1.4654396,0.86363757,1.0655988,0.619476,1.3076156,1.232241,1.4370234,0.47065765,1.0286151,0.71384037,1.2024548,1.0722696,0.4745425,0.73535365,0.7468486,0.5451256,1.2287966,1.4221629,1.2482446,1.3439176,0.46244562,0.5746048,0.66683143,0.24870723,0.79539454,0.75969905,1.2772758,1.1358322,0.9664458,0.96444756,0.8656877,0.45697725,1.2860587,1.1175135
pencil,0.9895943,0.8294436,1.2359917,0.97626483,0.9229015,0.8968189,0.8404579,0.77464664,1.2340164,1.3695968,0.61846733,1.2893,1.3868828,1.0056375,1.3269014,0.7982873,0.88161534,0.77797735,0.6485436,1.036935,0.69147855,0.85093725,0.84197354,0.90548223,0.76383585,0.97930664,0.6115986,1.2238293,1.204696,1.1997765,0.8778104,1.0662099,1.3006976,1.0368992,0.83388585,1.2147197,0.7959997,1.4376398,0.90064275,0.2641493,1.485467,0.6615484,0.9758973,0.99345833,1.2144257,1.2177166,1.0319852,1.0029476,1.3638748,0.9740349,0.82083744,1.0737885,0.67322,1.2800285,0.8092927,1.167456,0.7027247,1.0088917,1.0100225,0.44163537,0.90382767,1.1367397,1.0810978,1.2228191,0.9659509,1.0559639,1.2760592,0.73637974,1.3188826,0.8560935,0.9912099,1.1092383,1.0093755,1.0303433,1.3767328,0.8891719,1.3678905,0.2790742,1.1056064,0.51340663,0.86685884,0.96522975,1.3443325,1.191267,1.3551573,0.93187606,1.0346565,0.6663557,0.920682,0.72083807,0.94783473,0.9168581,1.1119738,1.0410383,1.3998162,1.420768,1.0792139,0.080278754,0.0,0.6051531,0.7583387,1.0906093,1.1931354,0.8254406,0.9097179,0.7434161,0.9924016,1.1596268,0.9528414,0.77723706,1.1233443,0.91861635,1.0234337,1.3291383,0.43286967,1.4201428,0.9333236,1.1653857,0.54372704,1.1996312,1.1295955,1.3482237,0.665028,1.079039,0.79504985,1.2070982,0.9950759,0.46315455,0.76169896,0.6574184,0.68365526,1.2346233,1.3838053,1.1644559,1.1851425,0.6303415,0.7332676,0.7761699,0.31979132,0.88382447,0.8189173,1.1405642,1.1332605,1.0622369,1.0067043,0.85363376,0.6746509,1.2565241,1.0775546
penguin,0.6088485,0.8360849,1.3606023,1.238789,0.85505563,0.95381725,0.96595645,0.7348426,1.3817356,1.416259,0.72080064,1.477743,1.3851571,0.5684597,1.4025239,0.57815576,1.0421324,0.7149617,0.7621448,1.1573588,0.7955101,0.9213393,0.7954986,0.5903203,0.64589125,0.8594051,0.74933654,1.0596967,1.1648128,1.1581928,0.85231435,1.1501868,1.2116766,0.95072603,0.80128634,1.295877,1.0038222,1.4710836,1.1319478,0.5316059,1.3980819,0.5901779,0.76510036,0.94801426,0.94265693,1.1415733,0.9013287,1.1888894,1.3018386,1.0086632,0.76376843,0.8848145,0.6522997,1.286725,1.03632,1.2050585,0.5560719,1.0302382,0.86137533,0.62971246,0.5519711,1.1316613,0.9953416,1.3573416,1.0610338,0.9853564,1.3908625,1.0090772,1.300783,0.795641,1.2966485,0.9578089,0.79579586,1.0521353,1.3292446,0.8491134,1.4763258,0.6023207,1.3259839,0.5358582,0.9388566,0.96051574,1.3669496,1.1365811,1.2253827,1.1225576,1.0318167,0.7005735,0.98196566,0.78553295,1.0731215,0.95289755,0.95696694,0.78306556,1.4007521,1.4070879,1.2917194,0.51510835,0.6051531,0.0,0.8174089,0.84175956,1.2290698,0.80478656,0.91572416,0.75084996,0.7359824,1.214234,0.89581656,0.7177001,1.1520375,0.7396729,0.73521614,1.3634088,0.3882177,1.3981874,0.8784545,1.2100215,0.79133695,1.2320275,1.2688439,1.3732753,0.7293227,1.0824811,0.7614038,1.2290206,1.0061339,0.61785454,0.89600223,1.1161463,0.63279593,0.98697567,1.3523633,1.1916592,1.428441,0.57732654,0.80298257,1.0325465,0.587613,0.8705837,0.74896467,1.2866943,1.1089904,0.97094584,0.9088611,0.820206,0.6972742,1.2048188,0.92857087
pickle,1.0888646,0.5706237,1.1233485,1.0887408,0.864342,0.8954178,0.7215632,0.8058412,1.31633,1.3828313,0.63764274,1.2866635,1.3432456,1.1235203,1.3189913,0.7021769,1.148762,0.71333957,0.68821824,1.1256616,0.5488104,0.8124858,0.7697711,1.0826797,0.60430115,0.94258255,0.6343368,1.1916392,1.0472643,1.125896,1.0471262,1.1778669,1.2564352,0.9442699,0.9577661,0.89811367,0.7492783,1.3807377,0.9191384,0.6069102,1.3839235,0.588312,1.0224767,0.905246,1.2532654,1.2225001,0.92875606,0.9217821,1.2715816,0.90795237,0.517799,0.98714876,0.6055911,1.2324015,0.781786,1.1149752,0.72780037,0.94304216,0.943965,0.8545382,0.9715214,1.2641853,1.2881814,1.2874502,0.965846,0.83185863,1.2234157,0.74095327,1.2384638,0.7662293,1.1067778,1.0093248,1.1265677,1.1347712,1.3256965,0.8575419,1.3430135,0.82686114,1.274567,0.6617949,0.38462186,0.80155617,1.2804202,1.1363938,1.3265672,0.9761933,0.7883877,0.6898711,0.8601308,0.73248905,0.953084,0.6214275,1.0777555,0.89071316,1.3560443,1.3208092,1.2243997,0.6960281,0.7583387,0.8174089,0.0,1.0321635,0.9991402,0.82877624,0.925198,0.61079687,1.0682406,0.9027443,1.0889125,0.76375073,0.9229538,1.0218692,1.0891201,1.2992781,0.8483435,1.3408642,0.9783569,0.9832935,0.9466415,1.3228965,1.2050775,1.383975,0.58829725,1.0500722,0.543151,1.0539439,0.8520929,0.74947405,1.0176181,1.1918182,0.6153134,1.1722229,1.321863,1.2579465,1.4191368,0.5418601,0.58662564,0.77759475,0.6525187,0.81865454,0.7820271,1.3115647,1.0961546,0.9567368,0.9573147,1.0754855,0.67268187,1.1872863,1.2340653
pig,0.65328526,0.81785554,1.0777795,1.19985,0.8794901,0.9942796,0.9906596,0.98951596,1.2353191,1.128503,1.1079874,1.1709254,1.0651103,0.60096025,1.1173226,0.99511695,1.0207618,1.0643479,1.1114368,1.1118629,0.8614937,1.1152053,1.0336787,0.71531904,1.0887547,0.82470477,0.88311785,0.7457721,1.1513565,0.9429024,1.0036247,1.1317803,1.1283509,1.0392486,1.1702682,1.0163847,0.94816107,1.1605067,1.0383158,1.0548654,1.1723704,1.0263904,0.4673115,0.9824671,0.314947,0.71318877,1.2005785,1.1453583,1.110581,1.1862817,0.8581944,0.8532862,1.0100051,1.034224,1.0912004,1.1174551,0.7429573,0.9227673,1.0466697,0.9888286,0.56305903,0.92975265,0.78217125,1.2086319,1.0515264,1.039551,1.0853224,1.0356767,1.1262257,0.73444235,1.1367784,1.0644115,0.49800354,1.244825,1.2392092,1.0978662,1.2078103,1.1714575,1.2126971,1.0895445,0.9470574,1.0876392,1.1108426,1.1374314,1.0106436,1.1425967,0.7470745,1.0156435,1.2613937,1.1372731,1.0997478,0.8710008,1.2660762,0.7411233,1.1504989,1.2269561,1.1568145,1.0812714,1.0906093,0.84175956,1.0321635,0.0,1.0496446,0.886212,0.9248128,0.8777593,0.28303325,1.051493,1.1133264,0.9847794,0.9487282,1.0327318,0.4270395,1.1189113,0.9624522,1.2026743,1.0813366,1.1237432,1.1893634,1.0944626,1.1842355,1.1332883,0.98489225,1.006751,0.9556613,1.2565223,1.1104459,1.0361319,1.2341942,1.1633074,0.8747195,1.006219,1.2240373,1.109542,1.191325,0.8820097,1.0317938,1.1272991,1.1162652,1.2531364,0.7853935,1.0893692,1.1220074,1.0325782,0.8561375,1.2280374,1.0087343,1.139743,0.6779218
pillow,1.0191963,1.2348177,0.98004276,0.8310844,1.1199276,1.1159861,1.2337636,1.119034,0.9493973,0.5142105,1.1021962,0.6479726,0.724669,1.1401517,0.42701185,0.9943408,1.0202743,1.165533,1.1880116,1.0138369,1.1399808,0.9309763,1.1453183,1.2020634,1.1185853,1.038593,1.0855637,0.9304333,0.7413628,0.9471358,1.1525055,0.98318,0.998631,1.1170594,0.99557495,0.9101231,0.94632995,0.41630232,1.018843,1.2102938,0.74984545,1.2005221,1.2529335,1.0340358,1.0437942,0.94057196,0.84743047,0.8840182,0.6274553,1.0281218,1.2013098,0.995901,1.1427857,1.0613712,1.0554173,1.1049451,0.98829323,0.94789946,0.88859904,1.1602575,1.1955827,0.99102604,1.13453,1.0411085,1.1172669,0.6742219,0.8761967,1.061733,0.9041162,1.2345198,0.9763369,1.0843109,1.2307582,0.91720307,0.8747691,1.0806172,0.8012756,1.1043305,0.8953815,1.0917972,1.0949858,1.105241,0.67194915,0.96852493,0.9748836,1.1065555,1.1215475,1.1685722,0.5053253,1.008617,1.0861847,1.1926495,0.9541668,0.96335775,0.6317066,0.7045412,0.8228917,1.161827,1.1931354,1.2290698,0.9991402,1.0496446,0.0,1.1380495,1.0961446,0.9607029,1.2449249,0.8971838,0.95027584,1.0667156,0.9664011,0.934933,1.2045741,0.59697187,1.2816004,0.8584962,1.0231074,0.65702116,0.9810611,1.040781,0.982782,0.8981309,1.0996,0.8136671,1.0166285,0.6575531,1.0415089,1.1559049,1.034181,0.9723272,1.2419698,0.85940766,0.8783941,1.0099888,0.8909619,1.2425103,1.1018269,1.0551484,1.1530216,0.52696717,1.2520337,1.1258801,0.92391175,0.8809408,1.0354999,0.9862846,1.1282122,0.7872601,1.1881802
pizza,0.91686195,0.63624185,1.1007667,1.1697626,0.94896215,0.99048334,0.8380978,0.7385199,1.3135201,1.2786969,0.8299107,1.315999,1.3219299,0.93251055,1.1894305,0.83718413,0.8884026,0.8143797,0.6141959,1.0398932,0.53525573,1.0044785,0.9169743,0.89709127,0.8458882,0.80325437,0.65178925,1.1615546,1.1901569,1.0228525,0.9454262,1.0810847,1.2207083,0.9544009,1.0590445,1.0290531,0.9286364,1.3688234,0.8551512,0.6392267,1.3740702,0.7358788,0.90923613,0.89499295,1.0323921,1.1124396,1.1024789,1.1193479,1.1197762,1.0736426,0.6538337,1.0947186,0.7821193,1.2154174,1.0198476,1.0971069,0.7501538,0.85016894,1.066287,0.79449314,0.87679213,1.0496365,0.98729247,1.2448213,1.0233548,1.1301665,1.241576,0.83254653,1.3013126,0.3804177,1.2060895,1.108446,0.92245793,1.2755154,1.3692199,1.0286329,1.3440466,0.918023,1.2507286,0.7964146,0.79519963,0.9736938,1.3079067,1.1841697,1.2420176,1.0391047,0.861526,0.6510529,1.1242245,0.90904564,1.044363,0.7172867,1.1564208,0.95106715,1.2914529,1.3806388,1.1919048,0.75104547,0.8254406,0.80478656,0.82877624,0.886212,1.1380495,0.0,0.88692355,0.45135725,0.867362,0.9855309,1.0024968,0.618438,1.0950929,1.027568,0.9028522,1.2487627,0.7863817,1.3615725,1.0625882,1.1841031,1.0479178,1.2349238,1.2212093,1.3325766,0.6684547,1.1370924,0.7999308,1.2810512,0.9318489,0.85196364,1.151386,1.1860867,0.5021286,1.1301993,1.3664427,1.0745333,1.281946,0.6023258,0.80255437,0.90921175,0.8160505,1.0096734,0.66916907,0.9268729,0.98577,0.98322827,0.87981915,1.1858722,0.7578197,1.1443952,1.0652887
plant,0.84830123,0.86202615,1.188329,1.0802952,1.0104268,1.0195409,0.8340768,0.94899416,1.1941406,1.0499725,1.0150863,1.0578359,1.1734662,0.93462276,1.0233798,0.9213945,0.9072632,0.9815068,1.0702446,1.0519052,1.0409094,0.7818084,1.0081716,0.93872094,1.000228,0.76812553,0.93525505,0.88222635,1.0981829,0.96779156,1.0658357,1.0296054,1.0585632,1.0776385,0.94690526,1.2723198,0.7333236,1.1274555,0.9768247,0.85104597,1.0898327,0.99814916,0.99573195,1.1292984,0.95581275,0.9729248,1.0775872,1.1449045,1.070238,1.0303108,1.0733103,1.0018288,1.0313476,1.0482305,1.0827379,0.66811633,0.86285853,0.47861755,1.1216136,0.9611822,0.7233901,0.98388135,0.9897657,0.80348253,1.0165615,1.0965941,0.7037923,0.9743523,1.0490282,0.922516,1.1026654,1.0831782,1.0014004,1.0612054,1.1125388,0.9503087,1.0963074,0.98882276,0.9285468,0.98535085,0.7871938,1.153378,1.095169,1.0184824,0.8699588,1.1269946,0.94657487,0.95473725,1.2310264,1.0358827,1.0491154,1.0492495,1.0394351,0.7873397,1.0769931,1.1612236,1.1513216,0.863294,0.9097179,0.91572416,0.925198,0.9248128,1.0961446,0.88692355,0.0,1.0286161,0.95297027,1.1624897,1.0036197,1.0833338,0.9762289,1.0523665,0.9117977,1.0540925,0.83088005,1.0761111,1.0706863,1.0649353,0.8846923,1.1458527,1.2172949,1.0644287,1.0327176,1.0680388,1.0342417,1.2723247,1.1226206,0.93083054,1.0889862,1.0570545,0.85056055,1.0336802,1.1035097,0.9636213,1.0343571,0.8750871,1.0796428,1.08367,0.8360573,1.1838425,0.74932986,1.0221207,0.858631,0.94309366,0.9855359,0.91029894,0.9598064,0.9622251,1.0253181
plate,0.9454988,0.6772776,1.0967137,1.1991037,0.9333315,0.97682714,0.83354974,0.7713568,1.2060543,1.3790913,0.67631996,1.271368,1.3587209,0.9573289,1.2833226,0.8406454,0.92511123,0.8194345,0.3576274,1.1297628,0.5907035,0.99944556,0.80388194,0.9410185,0.6869921,0.6793934,0.6938139,1.2330363,1.1718414,1.0313609,0.9211631,1.1384205,1.3466194,0.868503,0.97261983,0.99109,0.77932537,1.4194006,0.8615137,0.5866052,1.3429062,0.6000886,1.0233699,0.8846591,1.1753452,1.2797539,1.0787846,0.98480475,1.2690909,1.1173363,0.5966409,1.0617666,0.76873875,1.2785989,0.9545773,1.2016318,0.62636685,0.94721895,1.1393378,0.5849435,0.88009846,1.0713475,1.1107192,1.2525947,1.0545856,1.082792,1.3128676,0.76861894,1.371022,0.566229,1.2234807,1.1528417,1.0281687,1.1806976,1.4543197,0.9817567,1.4076796,0.7857547,1.2805691,0.66038424,0.67005944,0.88959455,1.4050908,1.1326349,1.2381024,1.008579,0.86853826,0.6453549,0.87130487,0.84631944,1.0329336,0.7614963,1.1048183,0.9088277,1.4254802,1.4802495,1.0610278,0.6277812,0.7434161,0.75084996,0.61079687,0.8777593,0.9607029,0.45135725,1.0286161,0.0,0.9645058,0.99785376,1.1432095,0.6568837,1.0731272,0.9665004,0.95750624,1.3549355,0.85290265,1.458152,1.0233241,1.035921,0.8961289,1.2659609,1.0101361,1.3508466,0.6321883,0.9642002,0.6732621,1.2995152,0.7820524,0.5262607,0.99406874,1.0629878,0.5561179,1.1682959,1.457708,1.1670431,1.3072406,0.48795164,0.77672577,0.8005744,0.7145145,0.86497194,0.8053658,1.0827149,1.06904,1.0293107,0.83333826,1.2004942,0.63433844,1.1567285,1.1562707
