subject_id,age_mo,category,stratum,n_indexed,cdi_domain
00370002,9,stroller,all,156,vehicles
00370002,9,stroller,living_room,144,vehicles
00370002,9,stroller,playing,146,vehicles
00400002,15,plate,all,289,household
00400002,15,plate,playing,43,household
00400002,15,cup,all,566,household
00400002,15,cup,playing,107,household
00320001,18,plate,all,203,household
00320001,18,plate,kitchen_like,164,household
00320001,18,plate,eating,44,household
00320001,18,cup,all,1702,household
00320001,18,cup,kitchen_like,693,household
00320001,18,cup,eating,380,household
00320001,18,plate,playing,25,household
00400002,19,car,all,13,vehicles
00400002,19,car,playing,12,vehicles
00400002,19,plate,all,97,household
00400002,19,stroller,all,4,vehicles
00400002,19,cup,all,186,household
00400001,25,cat,all,18,animals
00400001,25,cat,living_room,4,animals
00400001,25,cat,playing,6,animals
00400001,25,cat,kitchen_like,13,animals
00400001,25,dog,all,4,animals
00400001,25,dog,living_room,3,animals
00400001,25,plate,all,293,household
00400001,25,plate,kitchen_like,244,household
00400001,25,cup,all,257,household
00400001,25,cup,kitchen_like,141,household
00400002,22,plate,all,570,household
00400002,22,plate,kitchen_like,542,household
00400002,22,plate,eating,447,household
00400002,22,cup,all,664,household
00400002,22,cup,kitchen_like,610,household
00400002,22,cup,eating,506,household
00400002,22,plate,living_room,27,household
00400002,22,cup,living_room,42,household
00400002,22,plate,playing,21,household
00400002,22,cup,playing,42,household
00370002,12,cup,kitchen_like,735,household
00370002,12,cup,eating,500,household
00370002,12,plate,kitchen_like,147,household
00370002,12,plate,eating,73,household
00370002,12,stroller,kitchen_like,22,vehicles
00370002,12,plate,living_room,45,household
00510002,18,cup,all,2215,household
00510002,18,cup,playing,177,household
00510002,18,cup,living_room,36,household
00510002,18,cup,kitchen_like,2147,household
00510002,18,cup,eating,1278,household
00510002,18,plate,all,1119,household
00510002,18,plate,kitchen_like,1102,household
00510002,18,plate,eating,687,household
00510002,16,cup,all,597,household
00510002,16,cup,kitchen_like,534,household
00510002,16,cup,playing,76,household
00510002,16,plate,all,1324,household
00510002,16,plate,kitchen_like,1312,household
00510002,16,plate,playing,7,household
00510002,16,plate,eating,892,household
00510002,16,cup,eating,259,household
00510002,16,cup,living_room,25,household
00320001,11,cat,all,3,animals
00320001,11,cat,playing,3,animals
00320001,11,cup,all,888,household
00320001,11,cup,living_room,567,household
00320001,11,cup,playing,504,household
00320001,11,dog,all,4,animals
00320001,11,dog,playing,3,animals
00320001,15,cup,all,1534,household
00320001,15,cup,kitchen_like,1017,household
00320001,15,cup,living_room,391,household
00320001,15,cup,playing,485,household
00320001,15,plate,all,187,household
00320001,15,plate,kitchen_like,145,household
00320001,15,plate,eating,123,household
00320001,13,plate,all,207,household
00320001,13,plate,living_room,23,household
00400002,13,plate,all,126,household
00400002,13,plate,kitchen_like,104,household
00400002,13,plate,playing,28,household
00400001,27,cup,all,52,household
00400001,27,cup,kitchen_like,45,household
00400001,27,cup,eating,12,household
00400001,27,plate,all,303,household
00400001,27,plate,living_room,51,household
00400001,27,plate,playing,48,household
00400001,27,cat,all,21,animals
00400001,27,cat,kitchen_like,4,animals
00400001,27,plate,kitchen_like,245,household
00400001,27,plate,eating,215,household
00400001,27,cat,playing,18,animals
00400001,27,cat,eating,1,animals
00400001,13,plate,all,269,household
00400001,13,plate,living_room,104,household
00400001,13,plate,playing,93,household
00400001,13,cup,all,362,household
00400001,13,cup,living_room,190,household
00320001,9,cup,all,1537,household
00320001,9,cup,living_room,650,household
00320001,9,cup,playing,876,household
00320001,9,cup,kitchen_like,817,household
00320001,9,plate,all,186,household
00320001,9,plate,kitchen_like,127,household
00320001,17,plate,all,671,household
00320001,17,plate,living_room,310,household
00320001,17,plate,kitchen_like,354,household
00320001,17,plate,playing,22,household
00320001,17,plate,eating,87,household
00370002,15,stroller,all,262,vehicles
00370002,15,stroller,living_room,142,vehicles
00370002,15,stroller,playing,174,vehicles
00370002,15,plate,all,210,household
00500001,21,dog,all,6,animals
00500001,21,dog,kitchen_like,2,animals
00500001,21,dog,playing,5,animals
00500001,21,plate,all,14,household
00500001,21,plate,kitchen_like,10,household
00500001,21,plate,playing,14,household
00400002,16,cup,all,189,household
00400002,16,cup,kitchen_like,152,household
00320001,20,dog,all,8,animals
00320001,20,dog,playing,2,animals
00370002,17,cup,all,1223,household
00370002,17,cup,playing,296,household
00370002,17,cup,living_room,100,household
00370002,17,stroller,all,1086,vehicles
00370002,17,stroller,playing,315,vehicles
00370002,17,stroller,living_room,746,vehicles
00400001,23,cup,all,430,household
00400001,23,cup,kitchen_like,398,household
00400001,23,plate,all,970,household
00400001,23,plate,kitchen_like,953,household
00400001,23,plate,playing,21,household
00400001,23,dog,all,3,animals
00400001,23,dog,kitchen_like,2,animals
00400001,23,dog,playing,1,animals
00400001,23,cup,playing,34,household
00400001,23,cup,living_room,24,household
00400001,23,cat,all,50,animals
00400001,23,cat,living_room,17,animals
00400001,23,cat,playing,28,animals
00510002,13,cup,all,2226,household
00510002,13,car,all,18,vehicles
00510002,13,car,outside,8,vehicles
00320001,20,plate,all,107,household
00320001,20,plate,kitchen_like,56,household
00320001,20,plate,eating,21,household
00320001,20,plate,playing,35,household
00320001,12,plate,kitchen_like,180,household
00320001,12,cup,kitchen_like,1326,household
00560001,21,cup,all,214,household
00560001,21,cup,living_room,42,household
00560001,21,plate,all,39,household
00560001,21,plate,living_room,19,household
00560001,21,plate,playing,11,household
00560001,21,car,all,2,vehicles
00560001,21,car,living_room,2,vehicles
00560001,21,car,playing,2,vehicles
00400001,17,cat,all,64,animals
00400001,17,cup,all,274,household
00400001,17,cup,living_room,104,household
00400001,17,cup,playing,89,household
00400001,17,cat,living_room,43,animals
00400001,17,cat,playing,41,animals
00400001,14,plate,all,1655,household
00400001,14,plate,kitchen_like,1449,household
00400001,14,plate,eating,1087,household
00400001,14,cup,all,1126,household
00400001,14,cup,kitchen_like,839,household
00400001,14,cup,eating,691,household
00510002,15,cup,all,2110,household
00510002,15,cup,living_room,86,household
00510002,15,cup,playing,146,household
00510002,15,plate,all,1265,household
00510002,15,plate,kitchen_like,1246,household
00510002,15,plate,playing,27,household
00510002,15,cup,kitchen_like,1945,household
00510002,15,cup,eating,917,household
00510002,15,plate,eating,501,household
00500001,20,car,all,34,vehicles
00500001,20,cup,all,8,household
00500001,20,plate,all,1,household
00510002,14,cup,all,3176,household
00510002,14,cup,kitchen_like,2804,household
00510002,14,cup,eating,2105,household
00510002,14,plate,all,599,household
00510002,14,plate,kitchen_like,560,household
00510002,14,plate,eating,396,household
00510002,14,plate,playing,64,household
00510002,14,cup,playing,488,household
00320001,15,plate,playing,34,household
00320001,15,cat,all,6,animals
00320001,15,cat,playing,3,animals
00400002,14,cup,all,250,household
00400002,14,cup,kitchen_like,201,household
00400002,14,plate,all,1055,household
00400002,14,plate,kitchen_like,1013,household
00400001,15,plate,all,611,household
00400001,15,plate,kitchen_like,556,household
00400001,15,plate,eating,490,household
00400001,15,cup,all,342,household
00400001,15,cup,kitchen_like,272,household
00400001,15,cup,eating,159,household
00370002,17,cat,all,6,animals
00370002,17,cat,living_room,5,animals
00370002,17,cat,playing,1,animals
00370002,17,stroller,kitchen_like,21,vehicles
00370002,17,cup,kitchen_like,911,household
00370002,17,plate,all,705,household
00370002,17,plate,kitchen_like,660,household
00370002,17,plate,eating,538,household
00370002,17,cup,eating,525,household
00400002,15,plate,living_room,45,household
00400002,15,plate,eating,213,household
00400002,15,cat,all,18,animals
00400002,15,cat,living_room,6,animals
00400002,15,cat,playing,13,animals
00400002,15,cup,living_room,165,household
00400002,19,cup,kitchen_like,100,household
00400002,19,cup,eating,54,household
00400002,19,cat,all,19,animals
00400002,14,dog,all,10,animals
00400002,14,car,all,20,vehicles
00320001,15,cup,eating,743,household
00320001,19,plate,all,267,household
00320001,19,cat,all,9,animals
00320001,19,cup,all,374,household
00320001,16,cup,all,1123,household
00320001,16,cup,living_room,261,household
00320001,16,cup,playing,469,household
00320001,16,cup,kitchen_like,671,household
00320001,16,plate,all,904,household
00320001,16,plate,kitchen_like,714,household
00320001,16,plate,playing,197,household
00320001,16,cup,eating,331,household
00320001,16,plate,living_room,181,household
00320001,16,plate,eating,653,household
00400002,18,cup,all,119,household
00400002,18,cup,playing,35,household
00400002,18,cup,kitchen_like,82,household
00400002,18,stroller,all,33,vehicles
00400002,18,stroller,living_room,11,vehicles
00400002,18,stroller,playing,3,vehicles
00400002,18,cat,all,3,animals
00400002,18,cat,playing,2,animals
00400002,18,cup,living_room,26,household
00400002,19,cup,living_room,61,household
00400002,19,plate,living_room,27,household
00400002,19,plate,playing,37,household
00400002,19,cup,playing,80,household
00400002,16,plate,all,1298,household
00400002,16,plate,kitchen_like,1267,household
00400002,16,plate,eating,1128,household
00400002,16,plate,living_room,26,household
00400002,16,plate,playing,73,household
00400002,16,cup,eating,118,household
00400002,16,cup,living_room,13,household
00400002,16,cup,playing,38,household
00400002,16,stroller,all,56,vehicles
00400002,16,stroller,living_room,41,vehicles
00400002,16,stroller,playing,46,vehicles
00400002,16,stroller,kitchen_like,15,vehicles
00400002,16,stroller,eating,3,vehicles
00500001,26,cup,all,39,household
00500001,26,cup,kitchen_like,8,household
00500001,26,cup,playing,7,household
00500001,26,cat,all,2,animals
00500001,26,cat,kitchen_like,2,animals
00500001,26,cat,playing,2,animals
00400001,13,cat,all,154,animals
00400001,13,cat,kitchen_like,53,animals
00400001,13,dog,all,27,animals
00400001,13,dog,kitchen_like,6,animals
00400001,13,cat,playing,67,animals
00400001,13,plate,kitchen_like,150,household
00400001,13,cup,kitchen_like,162,household
00400001,13,cup,eating,104,household
00400002,14,cat,all,16,animals
00400002,14,cat,playing,2,animals
00400002,14,cup,playing,61,household
00400002,14,dog,playing,4,animals
00400002,21,cat,all,4,animals
00430001,18,cup,all,517,household
00430001,18,cup,kitchen_like,496,household
00430001,18,cup,playing,139,household
00430001,18,plate,all,311,household
00430001,18,plate,kitchen_like,283,household
00430001,18,plate,playing,67,household
00430001,18,dog,all,9,animals
00430001,18,dog,kitchen_like,5,animals
00430001,18,dog,playing,4,animals
00430001,18,cat,all,7,animals
00430001,18,cat,kitchen_like,3,animals
00430001,18,cat,playing,2,animals
00430001,18,plate,living_room,23,household
00430001,18,plate,eating,172,household
00400001,17,cup,kitchen_like,159,household
00400001,17,cup,eating,137,household
00400001,11,plate,living_room,59,household
00500001,14,plate,all,446,household
00500001,14,plate,kitchen_like,355,household
00500001,14,plate,playing,5,household
00500001,14,cat,all,27,animals
00500001,14,cat,kitchen_like,9,animals
00500001,14,cat,playing,13,animals
00500001,14,dog,all,5,animals
00500001,14,dog,kitchen_like,3,animals
00500001,14,dog,playing,3,animals
00500001,14,cup,all,190,household
00500001,14,cup,playing,29,household
00500001,14,stroller,all,6,vehicles
00500001,14,dog,living_room,2,animals
00500001,14,cat,living_room,13,animals
00500001,14,cup,living_room,4,household
00510002,19,plate,all,507,household
00510002,19,plate,kitchen_like,504,household
00510002,19,plate,eating,292,household
00510002,19,cup,all,580,household
00510002,19,cup,kitchen_like,532,household
00510002,19,cup,eating,229,household
00510002,19,cup,playing,80,household
00400001,20,cup,all,163,household
00400001,20,cup,living_room,56,household
00400001,20,cup,playing,52,household
00400001,20,dog,all,6,animals
00400001,20,dog,living_room,2,animals
00320001,11,cup,kitchen_like,260,household
00400001,14,cat,all,201,animals
00500001,15,plate,all,1888,household
00500001,15,plate,kitchen_like,1865,household
00500001,15,cup,all,561,household
00500001,15,cup,kitchen_like,460,household
00500001,15,car,all,33,vehicles
00500001,15,car,playing,13,vehicles
00400001,11,cat,playing,92,animals
00400001,11,stroller,all,7,vehicles
00400001,11,stroller,living_room,1,vehicles
00400001,11,cat,living_room,84,animals
00400001,19,plate,all,250,household
00400001,19,plate,kitchen_like,177,household
00400001,19,cup,all,69,household
00400001,19,cup,kitchen_like,55,household
00400001,19,cup,living_room,6,household
00400001,19,plate,eating,95,household
00560001,23,cup,all,58,household
00560001,23,cup,living_room,18,household
00560001,23,cup,playing,22,household
00560001,23,cup,kitchen_like,38,household
00560001,23,plate,all,191,household
00560001,23,plate,kitchen_like,119,household
00560001,23,cup,eating,10,household
00400001,14,car,all,18,vehicles
00400001,14,car,living_room,10,vehicles
00400001,14,cat,living_room,66,animals
00400001,14,plate,living_room,191,household
00400001,14,plate,playing,154,household
00400001,14,cup,living_room,266,household
00400001,14,cup,playing,195,household
00560001,20,cup,all,327,household
00560001,20,cup,living_room,189,household
00560001,20,cup,kitchen_like,89,household
00560001,20,plate,all,148,household
00560001,20,plate,kitchen_like,24,household
00560001,20,cup,playing,152,household
00560001,20,plate,eating,82,household
00560001,20,cup,eating,35,household
00560001,20,plate,living_room,117,household
00370002,19,stroller,all,413,vehicles
00370002,19,stroller,living_room,361,vehicles
00370002,19,stroller,playing,181,vehicles
00370002,19,stroller,eating,1,vehicles
00430001,28,plate,all,539,household
00430001,28,plate,kitchen_like,537,household
00430001,28,plate,eating,13,household
00430001,28,cup,all,335,household
00430001,28,cup,kitchen_like,319,household
00430001,28,cup,eating,20,household
00430001,28,cup,playing,54,household
00400002,23,plate,all,752,household
00400002,23,plate,kitchen_like,618,household
00400002,23,plate,eating,361,household
00400002,23,plate,playing,41,household
00400002,23,cup,all,565,household
00400002,23,cup,kitchen_like,272,household
00400002,23,cup,eating,155,household
00430001,14,dog,all,30,animals
00430001,14,dog,playing,17,animals
00430001,14,cat,all,25,animals
00430001,14,cat,living_room,16,animals
00430001,14,cat,playing,20,animals
00430001,14,cup,all,609,household
00430001,14,cup,living_room,115,household
00430001,14,cup,playing,323,household
00430001,14,plate,all,345,household
00430001,14,plate,living_room,2,household
00430001,14,plate,playing,169,household
00400002,17,cup,all,192,household
00400002,17,cup,playing,86,household
00400002,17,plate,all,154,household
00400002,17,plate,playing,79,household
00510002,16,car,all,6,vehicles
00510002,16,car,living_room,3,vehicles
00400001,29,plate,all,5,household
00400001,29,cat,all,1,animals
00400001,29,cat,living_room,1,animals
00400001,29,plate,living_room,1,household
00370002,16,cup,all,712,household
00370002,16,cup,playing,217,household
00500001,13,cup,kitchen_like,465,household
00500001,13,cup,eating,202,household
00500001,13,car,all,3,vehicles
00320001,15,car,all,4,vehicles
00320001,15,car,living_room,1,vehicles
00320001,15,car,playing,1,vehicles
00400001,11,cup,living_room,184,household
00400001,11,cup,playing,105,household
00400001,11,plate,playing,46,household
00400001,11,car,living_room,13,vehicles
00400001,11,cat,eating,4,animals
00400001,13,car,all,16,vehicles
00400001,13,car,living_room,10,vehicles
00400001,13,dog,eating,1,animals
00400001,13,cat,eating,11,animals
00400001,15,cup,playing,76,household
00400001,15,car,all,6,vehicles
00400001,15,car,kitchen_like,1,vehicles
00400001,15,car,playing,5,vehicles
00400001,27,cat,living_room,15,animals
00400001,27,dog,all,6,animals
00400001,27,dog,living_room,6,animals
00400001,27,dog,playing,4,animals
00400001,27,cup,living_room,5,household
00400001,27,cup,playing,12,household
00500001,24,car,all,123,vehicles
00500001,24,car,outside,120,vehicles
00500001,24,car,playing,56,vehicles
00500001,24,stroller,all,148,vehicles
00500001,24,stroller,outside,61,vehicles
00500001,24,stroller,playing,123,vehicles
00400001,22,cup,all,180,household
00400001,22,cup,kitchen_like,159,household
00400001,22,cat,all,34,animals
00400001,22,cat,kitchen_like,23,animals
00400001,22,cat,eating,9,animals
00400001,22,plate,all,412,household
00400001,22,plate,kitchen_like,407,household
00400001,22,plate,eating,305,household
00400001,22,plate,playing,10,household
00400001,22,dog,all,5,animals
00400001,22,dog,kitchen_like,3,animals
00400001,22,dog,playing,1,animals
00400001,22,cat,playing,7,animals
00400001,22,cup,playing,29,household
00500001,26,car,all,59,vehicles
00500001,26,car,outside,58,vehicles
00500001,26,car,playing,43,vehicles
00500001,26,stroller,all,14,vehicles
00500001,26,stroller,playing,11,vehicles
00400001,23,cup,eating,226,household
00400001,23,cat,kitchen_like,28,animals
00400001,23,cat,eating,14,animals
00400001,23,plate,eating,759,household
00400001,23,plate,living_room,15,household
00400001,11,dog,all,23,animals
00400001,11,dog,playing,10,animals
00320001,17,cup,all,2267,household
00320001,17,cup,kitchen_like,1921,household
00320001,17,cup,eating,905,household
00320001,17,cup,playing,256,household
00400001,24,car,all,2,vehicles
00400001,24,car,living_room,2,vehicles
00400001,24,cat,all,30,animals
00400001,24,dog,all,2,animals
00400001,24,dog,kitchen_like,1,animals
00400001,24,dog,eating,1,animals
00400001,24,cat,kitchen_like,25,animals
00400001,24,cat,eating,7,animals
00400001,24,plate,all,180,household
00400001,24,plate,kitchen_like,149,household
00400001,24,cup,all,292,household
00400001,24,cup,kitchen_like,253,household
00400002,24,cup,all,233,household
00400002,24,cup,kitchen_like,197,household
00400002,24,cup,living_room,27,household
00400002,24,cup,playing,61,household
00400001,12,car,all,12,vehicles
00400001,12,car,outside,1,vehicles
00400001,12,cat,all,175,animals
00400001,12,cat,kitchen_like,49,animals
00400001,12,cat,playing,114,animals
00400001,12,cup,all,495,household
00400001,12,cup,kitchen_like,409,household
00400001,12,cup,eating,200,household
00400001,12,cup,living_room,73,household
00400001,12,cup,playing,63,household
00400001,12,cat,living_room,74,animals
00500001,23,car,all,39,vehicles
00500001,23,car,playing,30,vehicles
00500001,23,plate,all,241,household
00500001,23,stroller,all,282,vehicles
00500001,23,stroller,playing,113,vehicles
00500001,23,car,outside,20,vehicles
00500001,23,cup,all,188,household
00500001,23,cup,playing,52,household
00370002,14,cup,all,298,household
00370002,14,cup,kitchen_like,232,household
00370002,14,plate,kitchen_like,18,household
00370002,14,dog,all,6,animals
00370002,14,dog,playing,1,animals
00370002,14,cat,all,6,animals
00370002,14,cat,playing,3,animals
00430001,29,plate,all,955,household
00430001,29,plate,kitchen_like,953,household
00430001,29,cup,all,300,household
00430001,29,cup,kitchen_like,300,household
00430001,29,cup,playing,25,household
00370002,19,cat,all,12,animals
00370002,19,cat,playing,6,animals
00370002,19,cup,all,405,household
00370002,19,cup,living_room,44,household
00370002,19,cup,playing,101,household
00370002,16,cup,kitchen_like,411,household
00370002,16,cup,eating,132,household
00370002,16,plate,all,516,household
00370002,16,plate,kitchen_like,459,household
00370002,16,plate,eating,315,household
00370002,16,stroller,all,840,vehicles
00370002,16,stroller,kitchen_like,31,vehicles
00370002,16,stroller,living_room,675,vehicles
00370002,16,stroller,playing,453,vehicles
00560001,19,cup,all,1370,household
00560001,19,cup,living_room,395,household
00560001,19,cup,playing,49,household
00560001,14,dog,all,27,animals
00560001,14,dog,living_room,19,animals
00560001,14,dog,playing,19,animals
00560001,14,cup,all,49,household
00560001,14,cup,kitchen_like,12,household
00560001,14,cup,eating,8,household
00560001,14,plate,all,20,household
00560001,14,plate,living_room,10,household
00430001,16,cup,kitchen_like,284,household
00430001,16,cup,eating,77,household
00320001,19,cup,living_room,87,household
00320001,19,cup,playing,151,household
00320001,19,cup,kitchen_like,212,household
00320001,19,plate,living_room,2,household
00320001,19,plate,playing,15,household
00320001,14,cup,all,943,household
00320001,14,cup,kitchen_like,630,household
00560001,21,cup,kitchen_like,164,household
00560001,21,cup,eating,53,household
00400002,14,plate,playing,194,household
00400002,14,plate,living_room,21,household
00400002,14,cup,living_room,11,household
00500001,15,cat,all,57,animals
00500001,15,cat,kitchen_like,7,animals
00500001,15,cat,eating,3,animals
00510002,14,cup,living_room,201,household
00510002,14,plate,living_room,18,household
00320001,14,cup,living_room,270,household
00320001,14,cup,playing,198,household
00320001,14,plate,all,204,household
00320001,14,plate,kitchen_like,197,household
00560001,19,plate,all,1255,household
00560001,19,plate,playing,21,household
00400002,25,car,all,13,vehicles
00400002,25,car,living_room,12,vehicles
00400002,25,cup,all,9,household
00400002,25,cup,living_room,9,household
00400002,25,cup,playing,9,household
00400002,25,car,playing,2,vehicles
00400002,25,cat,all,2,animals
00560001,21,cat,all,4,animals
00560001,21,cat,living_room,3,animals
00560001,21,cat,playing,3,animals
00500001,17,plate,eating,362,household
00500001,17,cat,all,31,animals
00500001,17,cat,kitchen_like,16,animals
00500001,17,cat,eating,5,animals
00500001,17,cup,eating,49,household
00500001,17,cat,playing,19,animals
00500001,17,dog,all,6,animals
00500001,17,dog,kitchen_like,3,animals
00500001,17,dog,playing,3,animals
00320001,20,plate,living_room,25,household
00320001,20,dog,kitchen_like,3,animals
00320001,20,dog,eating,1,animals
00560001,19,plate,kitchen_like,1099,household
00560001,19,plate,eating,997,household
00560001,19,cup,kitchen_like,955,household
00560001,19,cup,eating,788,household
00560001,19,plate,living_room,150,household
00430001,13,car,living_room,2,vehicles
00560001,14,stroller,all,101,vehicles
00560001,14,stroller,outside,68,vehicles
00560001,14,cup,outside,1,household
00400001,12,plate,all,438,household
00400001,12,plate,living_room,39,household
00400001,12,plate,playing,38,household
00400001,20,plate,all,124,household
00400001,20,plate,kitchen_like,100,household
00400001,20,cup,kitchen_like,106,household
00400001,20,plate,playing,16,household
00400001,20,plate,living_room,24,household
00400001,20,dog,playing,1,animals
00510002,19,dog,all,65,animals
00510002,19,dog,living_room,65,animals
00400001,24,cat,living_room,3,animals
00400001,24,cup,living_room,38,household
00370002,18,cup,all,226,household
00370002,18,cup,kitchen_like,94,household
00370002,15,cup,all,548,household
00370002,15,cup,living_room,123,household
00370002,15,cup,playing,218,household
00370002,15,plate,living_room,36,household
00370002,15,plate,playing,70,household
00370002,15,plate,kitchen_like,169,household
00370002,15,cat,all,3,animals
00370002,15,cat,playing,3,animals
00500001,15,cup,living_room,88,household
00500001,15,dog,all,9,animals
00500001,15,dog,living_room,6,animals
00500001,15,dog,playing,4,animals
00500001,15,cat,living_room,23,animals
00500001,15,cat,playing,27,animals
00510002,15,plate,living_room,12,household
00430001,14,cup,kitchen_like,480,household
00430001,14,cup,eating,116,household
00430001,14,plate,kitchen_like,337,household
00430001,14,plate,eating,93,household
00400001,14,cat,playing,83,animals
00500001,17,cup,living_room,10,household
00400002,19,car,living_room,5,vehicles
00320001,11,dog,kitchen_like,2,animals
00320001,11,plate,all,88,household
00320001,11,plate,kitchen_like,66,household
00320001,11,plate,playing,30,household
00400001,11,dog,living_room,13,animals
00320001,11,plate,eating,17,household
00320001,11,cup,eating,43,household
00500001,14,cup,kitchen_like,146,household
00500001,14,cup,eating,50,household
00500001,14,plate,eating,340,household
00510002,16,dog,all,10,animals
00510002,16,dog,living_room,5,animals
00510002,16,dog,playing,2,animals
00500001,20,dog,all,7,animals
00400001,14,cat,kitchen_like,102,animals
00400001,14,cat,outside,1,animals
00400001,14,dog,all,20,animals
00400001,14,dog,living_room,6,animals
00560001,21,cup,playing,78,household
00560001,21,plate,kitchen_like,16,household
00560001,15,cup,all,309,household
00400002,22,stroller,all,2,vehicles
00400002,22,stroller,living_room,1,vehicles
00400002,22,stroller,playing,1,vehicles
00500001,25,car,all,1,vehicles
00500001,25,car,living_room,1,vehicles
00500001,25,car,playing,1,vehicles
00400001,19,plate,living_room,60,household
00400001,19,car,all,1,vehicles
00400001,19,car,kitchen_like,1,vehicles
00500001,12,cup,all,220,household
00500001,12,cup,kitchen_like,215,household
00500001,12,cup,eating,26,household
00500001,12,plate,all,205,household
00500001,12,plate,kitchen_like,205,household
00500001,12,plate,eating,132,household
00370002,9,plate,all,43,household
00370002,9,cup,all,282,household
00370002,9,cup,kitchen_like,65,household
00370002,9,cup,living_room,191,household
00370002,9,cup,playing,208,household
00370002,9,cat,all,23,animals
00370002,9,cat,living_room,5,animals
00370002,9,cat,playing,5,animals
00400002,18,plate,all,943,household
00400002,18,plate,living_room,56,household
00400002,18,plate,playing,38,household
00400002,18,plate,kitchen_like,869,household
00430001,15,plate,all,195,household
00430001,15,plate,kitchen_like,185,household
00430001,15,cup,all,86,household
00430001,15,cup,living_room,12,household
00430001,15,cup,playing,26,household
00430001,15,cup,kitchen_like,59,household
00510002,18,plate,playing,57,household
00560001,23,plate,living_room,72,household
00560001,23,plate,eating,174,household
00430001,28,cat,all,1,animals
00510002,15,cat,all,1,animals
00510002,15,cat,kitchen_like,1,animals
00320001,15,dog,all,36,animals
00320001,15,dog,playing,9,animals
00370002,16,cup,living_room,187,household
00500001,12,plate,playing,7,household
00320001,9,cup,eating,398,household
00320001,9,plate,eating,76,household
00370002,18,cup,playing,95,household
