subject_id,age_mo,category,stratum,n_indexed
00510002,13,plate,eating,177
00510002,13,cup,eating,1128
00560001,16,plate,all,50
00560001,16,plate,kitchen_like,47
00400001,26,plate,all,677
00400001,26,plate,kitchen_like,634
00400001,26,plate,eating,413
00400001,26,cup,kitchen_like,276
00400001,26,cup,eating,26
00370002,19,plate,all,229
00400001,17,plate,all,167
00400001,17,plate,kitchen_like,128
00400001,17,plate,eating,111
00560001,21,plate,eating,3
00320001,13,plate,kitchen_like,169
00370002,10,plate,kitchen_like,111
00370002,10,cup,kitchen_like,178
00320001,14,plate,eating,144
00400002,25,plate,all,1
00370002,11,cup,all,324
00370002,11,cup,kitchen_like,99
00370002,11,plate,all,131
00370002,11,plate,kitchen_like,74
00400002,19,plate,kitchen_like,50
00400002,19,plate,eating,49
00370002,13,cup,kitchen_like,235
00370002,13,cup,eating,44
00370002,13,plate,all,183
00370002,13,plate,kitchen_like,172
00370002,13,plate,eating,35
00400002,20,cup,all,321
00400002,20,plate,all,88
00400002,15,plate,kitchen_like,235
00400002,15,cup,kitchen_like,386
00400002,20,cup,kitchen_like,50
00400002,20,plate,kitchen_like,58
00400002,21,cup,all,945
00400002,21,cup,kitchen_like,885
00400002,21,cup,eating,594
00400002,21,plate,all,422
00400002,21,plate,kitchen_like,405
00400002,21,plate,eating,347
00500001,19,cup,all,322
00500001,19,cup,kitchen_like,319
00500001,19,plate,all,161
00500001,19,plate,kitchen_like,161
00500001,19,cup,eating,158
00500001,19,plate,eating,116
00430001,16,plate,kitchen_like,44
00560001,17,plate,all,97
00560001,17,plate,eating,39
00500001,24,cup,all,513
00320001,12,plate,eating,111
00560001,17,cup,all,598
00560001,17,cup,kitchen_like,390
00400001,16,cup,all,87
00400001,16,plate,all,403
00370002,19,cup,kitchen_like,106
00370002,19,cup,eating,27
00400001,16,cup,kitchen_like,74
00400001,16,plate,kitchen_like,377
00400001,16,cup,eating,54
00400001,16,plate,eating,373
00430001,20,plate,all,32
00320001,13,cup,eating,491
00430001,17,plate,all,262
00430001,17,cup,all,1526
00430001,17,cup,kitchen_like,1492
00430001,17,plate,kitchen_like,251
00560001,18,cup,all,810
00400001,22,cup,eating,125
00560001,14,plate,kitchen_like,9
00560001,14,plate,eating,5
00400001,21,cup,kitchen_like,198
00400001,21,cup,eating,115
00430001,19,cup,all,76
00560001,22,cup,all,142
00400002,18,plate,eating,849
00430001,21,plate,all,148
00430001,21,plate,kitchen_like,147
00430001,21,cup,all,168
00430001,21,cup,kitchen_like,157
00430001,21,cup,eating,50
00430001,21,plate,eating,27
00400001,20,cup,eating,44
00370002,10,cup,eating,68
00560001,24,plate,all,3
00560001,24,cup,all,20
00560001,24,cup,kitchen_like,1
00430001,19,cup,kitchen_like,68
00430001,19,plate,all,7
00430001,19,plate,kitchen_like,6
00500001,24,plate,all,118
00370002,15,cup,kitchen_like,295
00370002,15,cup,eating,210
00370002,15,plate,eating,126
00430001,19,cup,eating,6
00320001,10,plate,eating,658
00500001,21,cup,all,18
00560001,17,cup,eating,251
00560001,17,plate,kitchen_like,23
00370002,19,plate,kitchen_like,174
00430001,16,plate,eating,11
00400001,13,plate,eating,111
00430001,11,cup,all,24
00430001,11,cup,kitchen_like,24
00430001,11,plate,all,12
00430001,11,plate,kitchen_like,10
00430001,11,plate,eating,2
00430001,11,cup,eating,2
00430001,18,cup,eating,235
00400001,18,cup,all,163
00400001,24,plate,eating,114
00400001,24,cup,eating,124
00400002,14,plate,eating,658
00430001,17,cup,eating,666
00430001,17,plate,eating,172
00400002,14,cup,eating,83
00500001,24,plate,kitchen_like,115
00500001,24,plate,eating,111
00500001,24,cup,kitchen_like,336
00500001,24,cup,eating,299
00560001,15,plate,all,4
00370002,20,cup,all,320
00370002,20,cup,kitchen_like,288
00370002,20,cup,eating,167
00370002,20,plate,all,293
00370002,20,plate,kitchen_like,291
00370002,20,plate,eating,205
00400001,12,plate,eating,321
00400002,20,cup,eating,4
00320001,13,plate,eating,99
00400001,20,plate,eating,50
00370002,10,plate,eating,14
00400002,17,cup,kitchen_like,73
00400001,29,cup,all,45
00400001,25,cup,eating,42
00400001,18,plate,all,527
00560001,27,cup,all,26
00560001,15,cup,kitchen_like,171
00400002,15,cup,eating,312
00560001,18,plate,all,187
00560001,18,cup,kitchen_like,745
00500001,23,plate,kitchen_like,141
00500001,23,plate,eating,193
00500001,25,cup,all,80
00500001,25,cup,kitchen_like,67
00500001,25,plate,all,79
00500001,25,plate,kitchen_like,77
00500001,25,plate,eating,23
00400002,24,plate,all,159
00500001,26,cup,eating,3
00500001,26,plate,all,225
00500001,21,cup,kitchen_like,7
00500001,21,cup,eating,2
00400002,24,cup,eating,86
00400002,24,plate,kitchen_like,144
00400002,24,plate,eating,141
00400002,17,plate,kitchen_like,66
00560001,18,plate,kitchen_like,174
00560001,18,cup,eating,744
00560001,18,plate,eating,164
00500001,26,plate,kitchen_like,2
00500001,26,plate,eating,2
00400002,17,cup,eating,68
00400002,17,plate,eating,51
00400001,18,plate,kitchen_like,513
00400001,18,plate,eating,424
00400002,18,cup,eating,59
00430001,19,plate,eating,1
00400001,18,cup,kitchen_like,71
00370002,19,plate,eating,13
00400002,20,plate,eating,3
00500001,27,cup,all,12
00500001,27,cup,kitchen_like,9
00560001,22,cup,kitchen_like,138
00560001,22,cup,eating,129
00560001,22,plate,all,7
00560001,22,plate,kitchen_like,7
00560001,22,plate,eating,7
00560001,15,plate,kitchen_like,3
00560001,16,plate,eating,35
00560001,16,cup,eating,9
00320001,19,plate,kitchen_like,249
00320001,19,plate,eating,213
00370002,11,cup,eating,6
00370002,11,plate,eating,20
00400001,19,cup,eating,17
00400001,10,cup,kitchen_like,71
00400001,10,cup,eating,44
00400001,10,plate,kitchen_like,3
00430001,20,cup,all,252
00430001,20,cup,kitchen_like,252
00430001,20,plate,kitchen_like,29
00430001,20,cup,eating,13
00430001,20,plate,eating,1
00560001,27,plate,all,1
00560001,27,cup,eating,3
00430001,27,plate,all,238
00430001,27,plate,kitchen_like,234
00430001,27,plate,eating,111
00430001,27,cup,all,45
00430001,27,cup,kitchen_like,45
00430001,27,cup,eating,2
00500001,27,plate,all,20
00500001,27,plate,kitchen_like,20
00500001,27,plate,eating,20
00400001,18,cup,eating,67
00500001,25,cup,eating,27
00400001,29,cup,eating,3
00560001,25,plate,all,2
00400002,13,plate,eating,97
00400002,13,cup,eating,4
