,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,duck,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pasta,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rock,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
owl,0.75158817,1.2481025,1.1052936,1.1139573,1.0493329,1.105275,1.0771228,0.99787325,1.0267028,0.27364743,0.81503206,1.1513271,1.1701348,1.1135904,0.7676231,0.82036006,0.9955725,0.9708953,1.2387455,1.2284513,1.1198143,1.054482,1.0139624,1.2315099,0.92422295,1.2252376,1.1257732,1.0942724,0.3851037,1.2261055,1.0069238,1.0483892,0.79522246,0.9497113,1.2270396,0.84924304,0.90655905,0.7485739,1.0808871,0.92277145,1.1454209,0.9727507,1.2965027,1.0102317,1.112989,0.6661427,0.9318382,1.0519817,1.2617354,1.0756637,1.0592964,1.0757885,0.6792747,1.0831461,1.061797,1.2060704,0.90888226,0.9958961,0.94161785,1.1967092,1.1222215,0.78052145,0.8960447,0.7418305,1.0000086,1.1505989,1.1781778,0.32576615,1.1067277,1.0580496,1.0702578,1.0781204,1.0410676,0.8950481,0.96880996,1.1354563,1.2086191,1.0021292,1.23263,1.164599,0.97263455,0.94425786,1.066299,0.9967584,1.0561764,0.9748563,0.9736852,1.1543863,0.96366876,1.1689917,1.1124191,1.2199334,1.1890486,1.0682706,1.0805037,0.0,1.0337653,1.1383271,0.98481673,0.5424125,0.8311931,1.2090545,1.1836082,0.95393527,1.0472416,0.78749716,1.0806056,0.9053234,1.0129528,1.120737,0.7864193,1.03774,1.0449814,1.2296752,1.2327691,1.0191904,1.0459358,0.77142227,0.7970871,1.0754808,1.0174195,1.1247904,1.0238165,1.1282101,0.9429816,1.1634321,1.1996981,0.9153234,1.22129,0.8451014,1.2037371,0.7111012,1.2068981,1.2184037,1.0224452,1.1300244,0.90253466,0.96704733,1.0738609,0.9657793,1.0854306,0.99293226,1.0608377,1.2064867,1.2206947,1.1838884,1.2619113,1.0095899,1.0556445,0.9444243,1.0375513,1.2424543,1.1443541,0.9818172
pajamas,0.7696233,0.95490134,1.3474619,0.5049259,1.4125957,1.4152312,1.0827352,1.1381978,0.82634723,0.93033934,0.60657644,1.2961693,0.9798842,0.24761164,1.0768508,0.61184436,0.8368528,0.94762594,1.385026,1.3169663,0.9925917,1.4116919,1.1367435,1.307068,1.0657023,1.3626198,1.3483536,1.0921285,0.7807556,0.86391044,0.9972033,1.0143679,0.7277317,0.661781,1.1260353,0.7978639,1.377889,1.0783384,0.93892694,0.95823514,1.3879273,0.6158799,1.4397182,1.190384,0.88071424,1.0291117,0.97214717,0.79566014,1.0834825,0.35899758,0.7414046,1.2645322,0.901152,1.3054364,0.6358983,0.8758948,0.9378518,1.2007854,1.4014227,1.0275935,1.4795327,1.0435735,0.9258642,0.8321314,0.82073957,0.8356054,0.94170356,0.9399824,1.3020568,0.52661407,1.2395558,0.57541436,1.2994664,1.1627209,0.95042396,0.26648778,1.476989,0.5251743,1.433522,0.9802224,1.4482328,0.6024836,0.99597824,1.1598142,1.1059281,0.580342,1.1981442,0.8741205,1.023389,1.2085133,1.2581341,0.8496444,0.9599103,1.2506983,0.8745259,1.0337653,0.0,0.5006316,0.69051135,1.0274214,0.83662045,1.3785634,1.3016458,1.1573462,1.3115375,1.0529329,1.2510161,1.167868,1.0899839,1.1899678,1.1783749,1.291908,1.3972421,1.1475263,1.3024771,1.3249456,1.187555,0.90899754,1.3927239,1.2779384,1.1788967,1.0172414,1.3586228,0.27523887,0.79481363,0.3614937,1.3811393,0.7405626,0.9474211,0.75608915,1.1799767,0.8797425,1.5619098,0.9101547,1.1490943,1.5304871,1.1274011,0.95463485,1.246361,0.75384426,0.24511456,0.7536386,1.4826977,0.97730356,1.129032,0.9695282,1.1060646,1.4204247,0.85646653,0.91482455,1.0741404,1.1061683,1.217234,0.7779313
pants,0.96682525,0.86674947,1.2221351,0.6361765,1.3268824,1.2803403,1.1161389,1.1976074,0.9666911,0.8878449,0.75953966,0.93941325,0.68145204,0.65220225,1.1211685,0.79750896,0.90244263,1.2523676,1.2603877,1.297604,1.161574,1.3842225,0.96070886,1.2078239,1.1334212,1.0739745,1.176811,0.9007937,0.72040606,0.5165305,1.1004932,0.967282,0.94322497,0.7977928,1.0239369,0.8707416,1.3680925,1.1282802,0.7949784,0.82631624,1.2136805,0.7391025,1.2638389,1.160786,0.98501533,1.1622312,1.1198888,0.68266064,0.88487166,0.56423604,0.6760679,1.23272,0.73087525,1.2180834,0.8784621,0.92737037,1.0945499,1.1219468,1.3596206,0.91084534,1.3591774,1.2229388,1.133625,0.84484744,0.93007183,0.94642675,0.8778047,0.7938897,1.3086654,0.7536689,1.307837,0.80944943,1.1279438,1.1753919,0.7319394,0.48945653,1.179894,0.4555176,1.2113845,0.89134943,1.2310134,0.56484807,1.0536854,1.1186223,1.1948365,0.68094206,1.035426,1.0850984,1.0053127,1.1904373,1.1285201,0.7977036,0.9348191,1.1595392,0.85508966,1.1383271,0.5006316,0.0,1.0039328,0.8472467,1.0425518,1.1694977,1.1862187,1.1999859,1.2498279,1.1609446,0.9086489,1.2779047,1.0273924,1.3044915,1.1931925,1.1683812,1.2771013,0.74753267,1.1803362,1.1846316,1.0873396,0.88683534,1.3885261,1.3111408,1.2184526,0.9092376,1.2899342,0.43115425,0.83996797,0.15968347,1.2695291,0.83112335,0.922908,0.7296437,0.9852717,0.822245,1.344587,0.6291327,1.21553,1.3985972,1.1206462,0.87240094,1.1558028,0.9034415,0.50426084,0.9936096,1.4020424,0.97368145,1.1582259,1.1610725,0.75379884,1.4398488,1.1110532,0.9840702,0.8381889,0.91642946,1.143482,0.8503999
paper,0.49726206,1.2583549,1.4357307,0.6635802,1.3626413,1.3880335,0.9935936,0.86660844,0.6426232,0.9397635,0.3489067,1.3575195,0.976113,0.58566284,0.8962439,0.33652484,0.8353569,0.24661481,1.2334902,1.1189258,0.4317348,1.3562562,1.1875588,1.1700153,0.83336544,1.354553,1.3120828,1.3358283,0.77375257,1.1210835,1.026154,0.91156113,0.6754863,0.7675129,1.2298112,0.7225768,1.2051461,0.9661601,0.98775715,1.062735,1.360312,0.5731679,1.320317,1.0421197,0.91394746,0.8818659,1.1159009,0.8306463,1.1341858,0.7687299,1.0146555,1.4051914,0.90457237,1.3198519,0.78176373,1.2608943,0.6547533,1.1699636,1.2386758,1.3226222,1.4051565,0.85237175,0.42629397,0.822252,0.69480705,1.1378205,1.3334204,0.97898924,1.1438147,0.8076452,1.0347328,0.82056504,1.4278944,0.99212074,1.1782336,0.70607316,1.3731014,0.8448728,1.3420283,0.956562,1.2876918,0.90705514,0.8052529,1.085924,0.8880989,0.8770765,0.99658954,1.1453052,1.1150434,1.3730736,1.1858094,1.2593391,1.2257776,1.3796897,0.87343687,0.98481673,0.69051135,1.0039328,0.0,1.05229,0.69032586,1.3382326,1.349354,1.1615808,1.4218447,0.9473198,1.3960656,1.047139,1.0590352,0.928241,0.9645814,1.4378719,1.4212561,1.3838369,1.1726068,1.4352553,1.0779213,0.86089206,1.2050552,1.0072488,1.0959336,1.0586226,1.3252499,0.7131257,0.6843513,0.94323844,1.2918864,0.6662211,0.8645492,0.84797335,1.4569141,0.8295034,1.2365255,1.2052056,1.0211456,1.436495,1.107961,0.9623815,1.3355889,0.74451303,0.677706,0.6336005,1.3849809,1.2763622,1.3157117,1.1277112,1.2922642,1.2878814,0.6720726,0.8335997,0.98008007,1.1448774,1.4157231,0.7467144
pasta,0.976861,1.1159853,1.0377128,1.0879022,1.0517173,1.089261,1.1661056,0.91313654,0.9979148,0.48516607,0.74792475,0.9146712,0.91145873,1.0805718,0.9769838,0.7186448,0.9445995,1.1116762,1.1765736,1.205465,1.1855042,1.1071804,1.0591521,1.1928825,0.95890445,1.1107768,1.0390556,0.9488563,0.4665398,0.95832086,1.1377871,1.0303292,1.0121635,0.95849156,1.1105438,0.7946676,0.9636971,0.74195004,1.0379958,0.84947747,0.97892755,0.9360719,1.2133458,1.1298182,1.2400963,1.0332884,1.1728338,1.0165895,1.0776122,1.0166786,1.1142528,1.0926977,0.45556128,0.9885425,1.1350131,1.1205618,0.9916216,1.0175564,1.1252611,0.9940335,1.147969,1.1220284,1.0779186,0.65456635,1.0343435,1.0425332,1.1056993,0.40011895,1.1077034,1.0799245,1.1786631,1.1229467,0.98416746,1.0738478,0.8046217,1.036227,1.0561941,0.8349682,1.1228405,1.1575189,0.9469863,0.8213006,1.0736492,1.0370492,1.0775015,1.003674,1.0841374,1.0973654,1.0916985,1.0175883,0.98666894,0.9743763,1.0398475,1.0720772,1.0941886,0.5424125,1.0274214,0.8472467,1.05229,0.0,1.0959774,0.9968167,1.0681777,1.1041335,1.1037266,1.0989147,0.85640347,1.056904,1.1839218,1.169219,1.0139253,0.9329089,1.1159132,1.001749,1.1748393,1.0382202,1.1351594,0.6852436,1.106325,1.1345674,1.1562803,0.98407096,1.0545791,1.0702294,0.92109305,0.9723419,1.2226142,0.92058766,1.1765226,0.7509166,1.0153513,0.5970379,1.0928135,0.9065964,1.1375544,1.1953392,1.0448318,0.9374885,1.1021161,1.1344452,1.0515137,1.0691339,1.0580636,1.0718038,1.1549634,1.1587199,0.89980066,1.1060303,1.1233549,0.9557415,0.9100274,1.1413016,0.9953275,1.0276468
pastry,0.4600016,1.1589129,1.2024709,0.98932874,1.1703311,1.2487477,1.0010092,1.1407088,1.0095211,0.91944253,0.85528696,1.301275,1.1658626,0.83205986,0.81692475,0.8226242,0.94521236,0.6891499,1.2289788,1.1482936,0.8714046,1.0860198,1.0895058,1.2029068,0.88426185,1.3308896,1.2303048,1.0540025,0.94389236,1.2292159,0.9241492,1.0624954,0.86802864,0.9073893,1.116349,1.1004573,1.0499512,1.0874635,1.0582381,0.98831755,1.2493862,0.9353033,1.2526132,0.7667878,0.92573667,0.6043675,0.8112813,1.1272746,1.1098891,0.9326167,0.8397941,1.0625384,1.1592965,1.1807448,0.87254214,1.0804138,0.8600025,0.90448445,1.080936,1.1418601,1.2676626,0.690897,0.5950063,1.0838245,1.0305853,1.0575609,1.1490624,0.99179864,1.0678942,0.87452894,0.9822789,0.9257278,1.2540239,0.66691417,1.1684479,0.90756255,1.25401,1.0574317,1.2891884,1.0915552,1.2256114,1.0088961,0.89721835,1.1301147,1.045735,0.8899236,1.0206265,1.0225998,0.92149234,1.1678783,1.1641672,1.123777,1.0760943,1.0452216,1.0268607,0.8311931,0.83662045,1.0425518,0.69032586,1.0959774,0.0,1.2732435,1.2217946,0.94951886,1.0960675,0.64257497,1.247484,0.8627226,0.956169,1.066092,0.6302691,1.1309316,1.0480304,1.3031547,1.2150726,1.0827134,1.1232512,0.8094562,0.93170404,1.134983,0.96192896,1.0814579,1.1988955,0.9092627,0.9793477,0.9658645,1.3115389,1.0224918,1.1102242,1.1217613,1.158962,1.117041,1.2313097,1.1880541,0.9332304,1.2991825,1.0322838,1.0593252,1.0471691,0.7849082,0.8867999,1.0053115,1.1736933,1.1078824,1.1298624,1.113438,1.2886813,1.0408441,1.0101063,1.0289094,1.0444548,1.1997514,1.1943433,1.0296791
pen,1.371748,0.78334355,0.3921122,1.3119882,0.5200753,0.6344683,1.1493183,1.1654422,1.3867371,1.2068245,1.448571,0.2880894,0.8236999,1.4352968,1.1639996,1.4204801,1.2170298,1.1187713,0.7702939,0.97395283,1.2472806,0.7585899,0.66157556,1.0180339,1.0090854,0.6275295,0.5663906,0.62944835,1.3085167,0.9703246,1.2722338,0.93832797,1.3518218,1.2821224,0.9109435,1.211042,0.9696017,1.2151439,1.176322,0.8545808,0.121804595,1.507665,0.73539585,0.8744505,1.3183016,1.2317967,1.084186,1.346094,0.685041,1.38163,1.2013943,0.6132288,1.0863576,0.4739827,1.2114334,0.76649547,1.2478644,0.65933657,0.71078974,0.46020222,0.40306413,1.2025509,1.1815453,1.3343656,1.4783552,0.79300135,0.87089235,1.1436536,0.7305517,1.2143104,1.111773,1.2790341,0.55516493,0.93095136,0.9861097,1.345247,0.6581236,1.3712366,0.15270388,1.0987718,0.60272044,1.2327317,1.3239753,1.1567101,1.1603085,1.4690307,0.98444045,0.94297564,1.3467284,0.34117633,0.8453734,0.57395446,0.8162185,0.6448875,1.2612274,1.2090545,1.3785634,1.1694977,1.3382326,0.9968167,1.2732435,0.0,0.1378361,1.0217776,0.71920055,1.0983808,0.5136399,0.934358,1.2005928,1.0452826,1.01079,0.52206475,0.792555,0.64065474,0.78776073,0.5182992,1.0080873,1.2348602,0.8035734,0.9241817,1.1945459,1.1527462,0.6987316,1.4231899,1.3719566,1.2779205,0.6939272,1.3777254,1.2117956,1.1821313,0.30385435,1.1091409,0.5522049,0.6685607,1.2363142,0.46124148,1.1018963,0.93625164,0.79590833,1.3164918,1.3760506,1.4073256,0.5722746,0.6509801,0.5015685,0.6451818,0.7505468,0.52936494,1.3317531,1.1760308,0.8801357,0.960687,0.3053741,1.3349137
pencil,1.3595316,0.7260631,0.4574176,1.2395397,0.5675583,0.6334543,1.1156614,1.1948175,1.4327264,1.2550075,1.5239644,0.4031536,0.9830618,1.3404163,1.1774617,1.4606436,1.2406231,1.1232195,0.79464906,0.96747565,1.2494601,0.7478941,0.63165,0.9987732,0.9961431,0.70170134,0.69609094,0.5738177,1.3658597,1.0460814,1.1644883,0.9607885,1.3591611,1.308196,0.91692644,1.2721429,0.95057434,1.1418868,1.226637,0.79024476,0.1982454,1.59397,0.76383424,0.8976716,1.2617209,1.2123408,1.0034595,1.3898969,0.7108328,1.3129427,1.1213139,0.6393736,1.1719456,0.59360194,1.1958677,0.6159345,1.3044952,0.6794099,0.6819129,0.48881608,0.3624003,1.1382036,1.1816077,1.4050136,1.4986031,0.7685659,0.71826684,1.1925652,0.68132675,1.1999233,1.0600816,1.045551,0.61794925,0.9440728,0.95893204,1.3170651,0.7048279,1.3622664,0.29026937,1.0950215,0.66594213,1.2402297,1.3313005,1.0953045,1.1332539,1.3398271,1.0518872,0.8882087,1.263288,0.43589556,0.88632435,0.52197367,0.81505644,0.66029036,1.3117448,1.1836082,1.3016458,1.1862187,1.349354,1.0681777,1.2217946,0.1378361,0.0,0.9815904,0.66237986,1.0593065,0.5829041,0.9190887,1.1659645,0.9981383,1.0169102,0.5980387,0.76451147,0.6972712,0.78240573,0.54497313,1.0411181,1.2624148,0.7687881,0.8974726,1.1344478,1.0842537,0.67341495,1.4038854,1.4006678,1.2343404,0.6330996,1.4729445,1.2408768,1.2016333,0.37964654,1.1848435,0.5885016,0.7066414,1.186448,0.43738842,1.0658014,0.78067505,0.74909896,1.3054951,1.3308449,1.4317393,0.6154174,0.56688994,0.36695927,0.36850226,0.78392154,0.5530717,1.3094707,1.2143152,1.0037904,0.9413438,0.36181724,1.3933514
penguin,0.82414037,0.93609524,0.9745722,1.2041178,0.9726176,0.93738717,0.7670744,1.2286699,1.2207355,1.1301571,1.272007,1.0626818,1.1971183,1.1405326,0.6754146,1.2400725,1.1132655,1.0823114,0.90371853,1.0766397,1.0788057,0.7350073,1.0364683,0.95785654,0.9298985,0.9885796,0.8472277,1.1002339,1.1323676,1.1223978,0.9349402,1.1122586,1.1296403,1.0243794,0.99427277,1.295387,0.8433643,1.047878,0.9791025,1.0443219,1.0183553,1.2469736,0.94308674,0.80956274,1.10151,0.64505553,0.693812,1.1305563,1.1137463,1.1456525,1.0079173,0.92058074,1.1915755,1.0015609,1.0703161,1.0449929,1.072971,0.67832065,0.8888877,1.08294,0.820389,0.61868274,1.0334913,1.190437,1.1472844,1.0601827,0.8322574,1.1483614,1.0561872,1.0862342,0.81995416,1.106393,0.8918969,0.8097832,1.0148755,1.133038,0.8915131,1.1499953,0.960683,1.0731735,0.96976095,1.1712873,1.0356232,1.0486264,1.0445296,1.0572791,0.86375624,0.992352,0.8092325,1.026353,0.8932921,1.075094,1.0600902,0.91319054,1.1112628,0.95393527,1.1573462,1.1999859,1.1615808,1.1041335,0.94951886,1.0217776,0.9815904,0.0,0.8514797,0.74809396,0.9566473,0.87422097,0.88214165,1.0855746,0.7589091,0.9039293,0.76673865,0.93077636,1.033924,0.9370323,0.9256259,1.0481467,0.77601814,0.8968249,0.95681363,1.1001604,0.8689816,1.1366726,1.1629537,1.1258607,0.8665662,1.2406503,1.144595,1.1331217,0.9279185,1.1930107,0.9098865,1.1498566,0.9914217,0.7939802,0.83609384,1.0529785,0.96522593,0.939208,1.1287177,1.1315497,0.94434154,1.0129988,1.0119472,0.9868059,0.8760355,0.8697286,1.1543689,1.0641257,1.0796773,0.8982228,1.0367974,1.1607783
pickle,1.1731148,0.8015247,0.44281107,1.4303056,0.66544807,0.6603248,0.80669606,1.1190302,1.4001614,1.2004107,1.5927374,0.78209335,1.2334241,1.3192661,0.9962062,1.4951555,1.212429,1.2384973,1.0227861,0.7601802,1.3171413,0.5014794,0.6683196,1.0571239,0.9736602,0.88964176,0.8778501,0.51929545,1.3602438,1.3430418,0.7124876,1.1071442,1.410748,1.2281758,0.7362232,1.3634269,0.7633169,1.0215367,1.3851827,0.7573544,0.63863367,1.5649263,0.8671901,1.0741508,0.86260486,1.0482517,0.97299314,1.5062459,0.9133949,1.3268254,1.0020895,0.39623338,1.1998512,0.70453644,1.1734767,0.6038853,1.1511266,0.6546419,0.7445115,0.7230911,0.65616024,0.78816235,1.2202505,1.2641299,1.4254848,0.8960792,0.7513046,1.2392296,0.6469756,1.2248932,0.7589563,1.0983175,0.8163394,1.0779322,0.961874,1.353559,0.7452982,1.399357,0.7190198,1.3735204,0.891402,1.321688,1.0616329,0.49994594,1.1582649,1.1179655,1.0898285,0.832366,0.8692206,0.6932022,0.9247757,0.76516557,0.8346522,0.4999652,1.2991576,1.0472416,1.3115375,1.2498279,1.4218447,1.1037266,1.0960675,0.71920055,0.66237986,0.8514797,0.0,0.9613501,0.8069756,0.63056475,1.0008116,0.7143016,1.0394223,0.4808992,0.53153,0.96949476,0.93792295,0.43833566,1.1930077,1.1055684,0.7183189,0.9412428,0.44498724,1.0053598,0.90786433,1.3983247,1.338118,1.2952697,0.86652446,1.4383965,1.2015222,1.3187244,0.59342366,1.3015658,0.69807196,0.7707344,0.566992,0.5216005,1.0316291,1.1067104,0.48622763,1.3144197,1.35112,1.366668,0.68407226,0.75558144,0.6851789,0.897977,0.9680347,0.6168556,1.0849823,1.2198985,1.0201219,1.2557645,0.61643,1.3986752
pig,0.6153976,1.0892311,1.0309222,1.1793349,1.0066882,1.0485071,0.942213,1.1302046,1.1712923,0.9539944,1.1539199,1.0902705,1.1307073,1.1040604,0.6208633,1.1275413,1.0906377,0.90897906,1.1053411,1.1206149,0.9902448,0.958903,1.0362029,1.0878078,0.7854396,1.0895388,1.0337614,0.951838,0.952347,1.240536,1.0155466,0.98937035,1.0893973,1.0300179,1.0418079,1.1346596,0.92181635,1.1696054,1.1136646,1.0327967,1.0783287,1.1844372,1.1166865,0.5447347,1.0648787,0.21712029,0.7671081,1.2057047,1.0136015,1.1583142,0.971158,1.0000257,1.1483963,1.0042677,0.98393255,1.0416485,0.9725825,0.69480073,1.0566361,1.0530809,1.0508921,0.572806,0.90681463,1.1271884,1.2280655,1.012289,1.0032794,0.98938555,0.94542277,1.042352,0.9569737,1.0614979,1.0450289,0.40726185,1.1722053,1.1456015,1.1171671,1.2604353,1.1172024,1.1073858,1.0304184,1.2001289,1.0539073,1.0919973,1.0159599,1.0174038,0.9643436,1.0054871,0.9511472,1.0269749,1.0324519,1.0376335,1.0105996,0.95110846,1.1087084,0.78749716,1.0529329,1.1609446,0.9473198,1.0989147,0.64257497,1.0983808,1.0593065,0.74809396,0.9613501,0.0,1.0617905,0.919784,1.0980344,1.0669483,0.3037361,1.0146103,0.9660631,1.1678038,0.9842403,0.90615225,1.0549178,0.97451997,0.85884285,1.1153241,0.9790029,1.1103606,0.99810004,1.1483839,1.1549813,1.1408211,1.1532465,1.2182513,1.1711862,1.2233247,0.9772639,1.195172,0.97133124,1.0696045,1.0132272,1.0847757,1.0639411,1.069384,0.8638364,0.9060403,1.1027551,1.2058346,0.97189695,1.0167712,1.0119703,1.0681473,1.1418893,0.9025288,1.169998,1.1157193,1.0263759,1.1558603,1.0620149,1.1715558
pillow,1.325309,0.7049103,0.6373592,1.3038396,0.74698323,0.8006221,1.1473402,0.93633974,1.4149874,1.0720427,1.217211,0.45773154,0.65975314,1.319005,1.2117398,1.1962311,1.042781,1.2263423,0.8463775,1.1339884,1.1623108,0.8647518,0.7659385,0.94155616,1.1240078,0.6131766,0.6717542,0.6970964,1.204912,0.5780062,1.2693806,1.1218746,1.3346161,1.2336632,0.9637607,1.2016771,0.9637194,1.0778931,0.71963227,0.90190876,0.5626571,1.2906237,0.847932,0.9572729,1.2288533,1.2191983,0.80556643,1.1913034,0.6695423,1.2503607,0.95138097,0.79962814,0.9987698,0.76092535,1.298886,0.84914005,1.2941309,0.7033584,0.8908785,0.6192642,0.6905775,1.1818508,1.3162854,1.2286617,1.3674996,0.95676184,0.51780695,1.0464572,0.8173225,1.252619,1.1399966,1.2566215,0.46680057,1.0076389,0.9233705,1.2132053,0.56128633,1.1220673,0.6037924,0.94649243,0.80271834,1.1280553,1.2672153,1.1384091,1.1473614,1.0231717,0.79860294,1.060921,1.112312,0.638132,0.643185,0.6382025,0.8798295,0.78875345,1.1846192,1.0806056,1.2510161,0.9086489,1.3960656,0.85640347,1.247484,0.5136399,0.5829041,0.9566473,0.8069756,1.0617905,0.0,1.0446115,1.036495,1.2302626,1.0675102,0.6660359,0.7357837,0.38750482,0.65549743,0.63674295,0.85359436,0.9832923,0.92057717,1.0612041,1.2423593,0.8579561,0.78865236,1.2890608,1.0943135,0.97621244,0.8887603,1.3308916,1.2780856,1.0697061,0.3811829,1.1130053,0.6351987,0.55773956,1.3046498,0.7434061,1.144338,1.0270759,0.76735955,1.1328269,1.2815838,1.4572684,0.72061396,0.7299326,0.6975513,0.8893496,0.4197086,0.7234187,1.4941559,1.268536,0.8139013,0.79778963,0.5524843,1.2843469
pizza,0.8098097,0.998764,0.84031796,1.2136258,0.9645373,1.050251,1.0014108,1.1488065,1.211981,1.1586741,1.2978301,1.0409836,1.2716787,1.1194444,0.83246017,1.1958112,1.1500165,0.9109883,1.059944,0.8466051,1.1533477,0.5611156,0.9756403,1.088969,0.979123,1.0767986,0.8905424,0.8165728,1.0838057,1.4117832,0.76394266,1.1456783,1.2689185,1.0553331,0.8753787,1.1433271,0.8191372,0.98930174,1.2439772,0.87136894,0.8731243,1.3149267,1.0098736,1.0515023,0.95895076,0.85730684,0.865189,1.3182192,1.2423023,1.1268204,0.93784535,0.71718603,1.178177,0.96092796,1.0588846,0.90673393,0.9654329,0.75358486,0.8740032,0.97128356,0.7389591,0.8423051,0.9814731,1.0888938,1.1455137,0.9403391,0.95136845,1.1548154,0.86859494,1.0009087,0.6991861,0.9446161,0.98936844,0.99756855,1.1153134,1.2411921,0.9270451,1.1605409,0.8866776,1.2747098,1.0919367,1.16603,0.7762779,0.8368148,1.0914865,1.0642718,0.91163373,0.9930945,0.7381563,0.91570073,0.9596699,1.0265194,1.1137344,0.8006804,1.0899297,0.9053234,1.167868,1.2779047,1.047139,1.056904,0.8627226,0.934358,0.9190887,0.87422097,0.63056475,0.919784,1.0446115,0.0,0.97248554,0.7213035,0.93339175,0.74432486,0.6920932,1.211428,1.1817772,0.8618414,1.1086714,1.0048443,0.8111651,0.8186083,0.53581786,0.92502415,0.95783746,1.2322348,1.1070303,1.2064452,0.95323557,1.2718697,1.1785799,1.1756842,0.8887594,1.2331014,1.0045804,1.116646,0.5277776,0.72895616,1.0621485,1.0508013,0.8801931,1.1041816,1.2036214,1.1116214,1.0009941,0.9991689,0.90197426,0.9179198,1.1302696,0.920739,0.8860775,1.1183149,0.99590194,1.2810636,0.87393236,1.2097217
plant,0.94694996,1.1435106,1.1638045,0.9942551,1.1478428,1.0908355,0.76338845,0.90835136,1.0082157,1.1121314,1.0225997,1.1555669,0.9383106,1.1240269,0.99423397,1.0366852,1.0002357,1.0330834,0.7560538,0.9172331,0.9336072,1.1004678,0.83287925,0.68353766,0.9338949,0.8476919,0.9086882,1.2228827,1.1287581,0.8599497,0.8258805,1.0465094,0.8957748,1.0484091,1.1655442,1.0809699,1.1388079,0.87283236,0.7668495,1.1976341,1.155632,0.90053093,0.79287434,1.0636234,0.8982236,1.0150164,0.90039,0.88314426,1.0903871,1.0734159,0.98767895,1.2530105,1.1451712,1.2775854,1.0501715,1.227533,1.0679358,1.0552869,0.59584796,1.2522866,1.0319219,0.8653132,1.0068771,1.0955629,0.75265825,1.2085955,0.9518945,1.1727779,1.0760987,1.028183,0.88043576,1.0927757,1.0056539,1.0587251,0.90783066,0.9365047,1.0013951,0.94119555,1.0961318,0.70874983,1.1113734,1.0930437,0.87430525,0.89041793,0.7898296,0.95506114,0.8307175,1.1684326,0.989442,1.3128988,0.90423274,1.300519,1.1643417,1.2445749,0.81442136,1.0129528,1.0899839,1.0273924,1.0590352,1.1839218,0.956169,1.2005928,1.1659645,0.88214165,1.0008116,1.0980344,1.036495,0.97248554,0.0,0.9198492,1.055966,1.2700106,1.0043284,0.8855162,0.9612505,1.048898,0.7527161,1.0350523,0.69028723,1.028228,0.82728004,0.8400065,0.9123905,0.9988148,0.8330325,1.0414649,0.85190046,0.98317903,0.92212677,1.0750097,1.2457871,1.1460043,1.1266261,1.2297928,0.84941036,0.9498885,1.019088,1.0496446,1.0577502,0.8355236,0.99289364,0.80003023,1.0890932,1.2294104,1.219019,1.1647024,0.870123,1.109803,0.9298425,0.84830767,0.987435,0.6579998,1.2456982,0.77704895
