,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
horse,0.37868935,1.0382539,1.1554447,1.0236472,1.2321801,1.0506757,1.0877117,1.0205605,1.0192024,1.1273603,1.1562598,1.1350946,1.1388936,1.1684451,0.47838634,1.0827569,1.1219357,0.90044576,1.119459,1.186127,1.0955026,1.0313206,1.1355681,1.1051291,0.7025574,1.2012384,1.0396662,1.1383443,0.9537175,1.1647961,0.99241203,0.8861391,1.1332308,1.1147176,1.018291,1.1352177,0.8982659,1.0432338,0.8698891,1.1264797,1.1927872,1.1292657,0.39658558,1.0850002,0.3535949,0.78988993,1.209763,1.1053396,1.194958,1.0675001,1.0987816,0.42047763,0.9179352,1.1432835,0.8456636,0.7440724,0.97476953,1.1414722,0.9670644,0.50938654,0.6174047,1.160182,1.0867262,0.9151039,1.0034152,1.2048459,1.1197939,1.0640653,1.1633683,0.94870573,0.0,1.1609116,1.0680587,1.1956997,1.0468236,1.1243477,0.93451375,1.1581466,0.7947284,1.2099155,1.0663729,1.245642,1.0037749,1.0486107,1.0582682,0.8812979,1.1279969,1.116603,1.0138217,1.1000746,1.075345,1.230578,0.77173567,1.1919683,1.1861513,0.97707915,0.891937,1.0632064,1.1011012,0.8591362,0.9953302,0.31172752,1.123884,1.0117103,1.0479293,1.1435784,0.09771383,1.0510911,1.1893651,1.0023043,0.97674876,0.90447986,1.1252902,0.36913258,1.1654732,1.0168316,0.9790188,0.9997549,1.1925132,1.0075058,1.1652524,1.0293429,1.2038299,1.1834407,1.1830379,1.1521788,1.0656687,1.0376577,1.0762975,1.0436753,1.0403614,1.0696442,1.069525,1.1046901,1.1864398,1.2462034,0.9660667,1.1242509,1.2028875,1.1704552,1.1169425,0.912142,1.0583177,0.8313414,0.9973243,1.0242049,1.1294878,1.0919068,1.1532402
jacket,0.86033165,1.0809145,1.3683364,0.91107315,0.44362366,1.110153,1.3718727,1.408277,1.2813456,0.656459,0.50372183,1.3275846,0.8393763,0.38280594,1.1607327,0.65944064,0.9520483,0.84127474,1.3645473,1.4285672,0.64144963,1.462575,1.2537196,1.2509781,1.1654109,1.1614845,1.05535,1.3386145,0.6677061,0.95254064,0.98220867,1.1956464,0.6643089,0.47159284,1.2110626,0.873198,1.3048856,0.93816745,1.11241,1.4204512,0.5592217,1.3829976,0.9538264,0.83173084,0.99158263,0.80873585,0.7574651,1.1996615,0.42730677,1.1169393,1.360316,0.9058503,0.8516727,1.0030007,1.0155045,1.1491283,1.0578051,1.1640248,1.3445988,1.2155464,0.8093513,0.71901894,1.0678527,1.1909984,0.9681881,1.2684437,0.6286038,1.3175762,0.71018106,1.3122059,1.1609116,0.0,1.1977656,0.35203433,1.3843589,1.118404,1.2883873,0.9248351,0.955171,1.2581556,1.1456604,0.58449686,1.1685277,1.0950798,0.96245843,1.2226343,1.3318794,1.1769421,1.3249123,1.2518499,1.3474462,0.82020307,0.8226541,0.3815509,0.4405889,0.5457804,1.156975,1.4120035,1.4420857,1.1268657,1.3652081,1.1206244,0.88200784,1.2598251,1.004682,1.1650715,1.1410037,1.3481345,1.1990621,1.1661803,1.3309612,1.2805002,1.0439717,1.1358024,0.7019632,1.146844,1.210757,1.3508868,0.2309292,0.9758074,0.5192026,1.3656511,0.7801492,0.77428997,0.55578303,1.3510752,1.3766433,1.0006322,1.105774,1.4391139,1.2107391,1.1438396,1.3445115,0.51158077,0.10179633,0.5621269,1.3404142,1.2026027,1.1357539,1.1738775,1.3030134,1.2973752,0.97278047,0.96981984,1.2436508,0.8971186,1.2938795,1.367588,0.7050547
jar,1.2264222,1.0395564,1.0722208,1.0179071,1.0971237,1.0334848,0.97946495,0.9587503,0.8148793,1.0091293,1.1309786,0.9915488,1.0919214,1.2254375,1.1689041,1.1118672,1.0228505,0.99639404,0.34009945,0.7115781,0.98502684,0.90704566,0.9641963,0.3750931,1.0638214,0.89358014,1.1140274,1.1286879,1.2613094,1.0213454,0.8925105,0.7841867,0.9737544,1.217651,0.62173873,1.1123459,0.9362649,0.87754834,0.9133007,0.98676395,1.0105565,0.34637165,1.1097319,0.8960815,1.1639686,1.0888021,0.9240699,0.9102807,1.206111,1.2041569,0.9335052,1.1551974,1.1162179,1.2047786,1.1274936,1.2783581,0.9299066,1.1703955,0.87334305,1.166323,1.1028527,0.60925806,1.2206444,1.0220422,1.0909916,0.96637064,1.1764566,0.8579289,1.1651207,1.138428,1.0680587,1.1977656,0.0,1.2366091,0.8420774,0.70361376,0.87488663,0.98918533,0.9794214,1.1204506,0.57792634,1.2024109,0.9287536,1.0428941,1.2115355,1.026881,1.0135165,0.8871789,0.9302586,1.0979605,1.0357978,0.90535206,1.2038922,1.2840977,1.1630013,1.0930649,0.87489253,0.92947996,0.96945184,1.0237921,0.84269094,1.1067957,1.0978842,0.9741671,0.82785374,0.87265074,1.0663652,1.0855799,1.051245,0.90802747,0.7862027,0.9851603,0.8110553,0.9971187,1.0350589,0.86537206,1.051618,0.88893414,1.1808686,1.2035202,1.169269,0.74413383,0.88388425,0.93316144,1.1694845,1.1253345,0.85973406,1.1028315,0.8178989,0.81932473,0.8716633,1.0206968,0.9463562,0.99312854,1.2026101,0.8455392,0.90750784,1.124516,1.1725824,0.8282021,0.8540705,0.95513844,0.9669908,1.0459236,0.99688214,0.92875654,0.72024524,1.0854902,0.9575603
jeans,0.96320003,1.0211438,1.3869085,0.81001467,0.38530654,1.1342793,1.3956759,1.372046,1.4063625,0.753392,0.44732344,1.159194,0.68468106,0.3412602,1.2833343,0.5975463,0.8543202,0.9595856,1.4265392,1.4387926,0.6558583,1.4905348,1.1673629,1.2562885,1.234051,1.0047116,0.98305964,1.2401059,0.5334525,0.72828573,1.0891705,1.3004593,0.6433246,0.42299324,1.2847112,0.69050825,1.4329525,0.9152421,1.1942643,1.4016414,0.5667175,1.4060447,0.97116864,0.9989814,1.1087282,0.93782455,0.7094545,1.0389891,0.33151138,0.964522,1.4175776,0.92140573,0.97821003,0.8834053,1.0238038,1.1355975,1.214078,0.94574314,1.4010506,1.2943542,0.96659166,0.8120844,1.0821407,1.2686304,0.83380616,1.2078413,0.6904142,1.3602042,0.5954245,1.3367022,1.1956997,0.35203433,1.2366091,0.0,1.3971467,1.0706668,1.3963854,0.86120725,1.0445406,1.128147,1.2477851,0.35292947,1.0939113,0.9927272,0.9149578,1.3298614,1.3837247,1.1306812,1.2287126,1.2001389,1.3722115,0.82602644,0.8286772,0.13202351,0.20115721,0.6493015,1.2929832,1.4235126,1.4213271,1.2038982,1.3874236,1.1566868,0.692549,1.3721521,1.0552082,1.2620595,1.2234753,1.3061233,1.0960525,1.1003094,1.3963171,1.3920767,1.222161,1.2840091,0.69088507,1.1114671,1.2076,1.439397,0.29322457,0.754997,0.25005007,1.4088409,0.7120974,0.77823305,0.5413959,1.2013856,1.3537079,0.8076373,1.0804495,1.4459097,1.1471224,1.020589,1.379588,0.6115253,0.32181287,0.66915756,1.4219791,1.1100155,1.0007901,1.1918504,1.2453973,1.3930749,1.0503074,1.0020766,1.2153194,0.9405924,1.145075,1.3528345,0.7198566
knife,1.2504869,0.9366387,0.77934307,1.2268668,1.2925107,1.0729303,0.7673047,0.67999244,0.62652576,1.1074535,1.373014,0.5568764,1.0234691,1.4944696,0.95686924,1.2851775,0.95550424,1.0335522,0.59799874,0.51615036,1.3105946,0.591246,0.6428376,0.8309726,0.8626888,0.7548781,0.97821194,0.7670061,1.364116,1.0402061,1.0498048,0.71930045,1.337737,1.3582039,0.7221176,1.0507472,0.80179214,1.1023471,0.9696459,0.43568492,1.3513949,0.6315938,1.2158235,1.1109347,1.2301737,1.2984614,1.2910588,0.76750803,1.3803566,1.038112,0.7365055,1.1947409,1.2064992,1.0446558,1.1421663,1.010076,1.0125324,0.9588621,0.1332742,0.90971583,1.2249588,1.1845545,0.96393734,0.7586105,1.0758978,0.86645055,1.3638684,0.7018675,1.219586,0.79917604,1.0468236,1.3843589,0.8420774,1.3971467,0.0,0.92965746,0.63673586,1.1524271,1.1665668,0.9335253,0.84198606,1.4667611,0.80908805,1.0961492,1.2313223,0.96627,0.6791031,0.7374765,0.5713755,0.99324036,0.8187145,1.0525798,1.3066952,1.4576125,1.4191025,1.2791417,1.0291328,0.14789903,0.2600835,0.97427833,0.768555,1.144111,1.1596153,0.7677522,1.0669345,0.69087756,1.0893903,0.8277062,0.98424286,0.820081,0.55974555,0.8873412,0.81185997,1.0518743,1.2529557,0.96778864,0.96810234,0.5628264,1.4443436,1.2209024,1.3915894,0.44304448,1.2331631,1.0224655,1.2654029,0.7430023,0.6241693,1.1518317,0.9882396,0.16233337,0.6982751,0.95181197,0.6949388,1.3586653,1.4534729,1.1912944,0.6964623,0.9360484,0.8899762,0.5571251,0.5970051,0.8685756,0.8865136,1.1191893,0.89452493,1.1604211,0.72734004,0.6120529,1.2769611
ladder,1.2153703,1.0347983,1.2134672,1.0804166,1.0884792,1.2095482,1.0495392,1.1293291,0.73188806,1.0593675,0.8797381,0.9598721,0.7371827,1.175229,1.2150854,0.99075544,1.1192956,0.91244704,0.7111979,0.8781513,0.7588403,1.1055992,0.8001656,0.7028084,1.1104803,0.5550518,0.9170414,1.0895653,1.0826979,0.43898886,1.1379076,1.0121483,0.52476144,0.95170605,1.0105242,0.8630311,1.1639395,0.6681207,1.2059947,1.0037541,0.7403493,0.70690227,1.0934155,1.0580431,1.1814843,1.1032454,0.6097684,0.6114978,1.0418229,1.0863895,1.2360942,1.1192964,1.1452929,1.1745291,1.0041158,1.3457086,0.92950666,1.0829254,0.9725784,1.236882,1.0906682,0.79007435,1.142069,1.0111266,1.0413649,1.1321481,1.1132606,0.9843245,1.1796801,1.1005769,1.1243477,1.118404,0.70361376,1.0706668,0.92965746,0.0,0.9550611,0.91057616,1.1963601,1.1599476,0.70290947,1.093085,0.82078755,0.86115,1.1816015,1.2810651,1.1374297,0.87154424,0.8633188,1.134707,1.2243105,0.673005,1.1672618,1.0478634,0.91246986,1.0429443,1.1809431,0.95615673,0.9435883,1.0970939,1.1270825,1.1289972,0.91299623,1.1512887,0.8925886,1.1761221,1.0812666,1.2527202,1.0955687,0.61906886,0.87845147,1.2295569,0.51317716,1.0906972,1.1301959,1.2053612,1.0566099,0.8134201,1.0937103,0.9940921,0.9357736,0.77957284,0.78864676,1.041726,1.012933,1.0781522,1.1277351,0.9751409,1.2152112,0.9886486,0.77446043,1.033921,1.1626322,0.97826266,1.0824449,0.9849797,1.0342075,1.1116377,1.1383114,0.91364396,0.80683786,0.9570873,0.97068787,1.0949657,0.9268031,0.56275785,0.3200119,1.0991193,0.8021391
lamp,1.1736691,1.0352899,0.7687689,1.2847608,1.3339288,0.8271158,0.58342737,0.8158947,0.6480166,1.0417693,1.2753922,0.6384597,1.0760242,1.4192137,1.024202,1.2167435,1.183094,1.1249396,0.6420448,0.60664636,1.2626376,0.8009039,1.0330588,0.80173075,0.8808207,0.7990993,1.0959946,0.87061995,1.1307479,1.0852951,1.1204193,0.51483405,1.238043,1.3302788,0.54500866,1.2244747,0.8659865,1.0418468,1.0688237,0.65538394,1.2340106,0.6900886,1.0673062,1.0173552,1.075331,1.2238127,1.0890498,1.0309434,1.386281,1.0863413,0.6375899,1.0035546,1.1200259,1.1996017,1.1256058,1.150135,0.94495046,1.0688615,0.7026563,0.90539616,1.091165,1.1961992,0.99089867,0.79957247,0.84402204,0.9331749,1.2993559,0.8523043,1.3674688,0.7984082,0.93451375,1.2883873,0.87488663,1.3963854,0.63673586,0.9550611,0.0,1.1480689,1.2178731,0.9655964,0.70398355,1.4695841,0.8805373,1.1220204,1.2265061,0.9516166,0.6308161,0.7742573,0.7515536,0.92432517,0.75563836,1.023552,1.1905228,1.4359729,1.2957801,1.1976625,1.0135671,0.5978396,0.6696156,0.9131233,0.8905416,1.0512295,1.1635203,0.8348628,1.0950699,0.87535906,0.94950646,0.8731586,1.1047251,0.9220997,0.46033204,0.8133071,0.7765626,0.9903862,1.3238332,1.0934781,0.95568556,0.7148223,1.3276746,1.2899071,1.2955157,0.696578,1.0510736,1.0086575,1.218225,0.87871647,0.588126,1.1195428,1.0805011,0.5999105,0.78805125,0.9748521,0.7420083,1.2946577,1.3222849,1.224268,0.5479327,1.0013117,1.0290623,0.8162617,0.6651845,0.94854933,1.0438954,0.9969227,0.9864905,1.116397,0.89375323,0.7577443,1.0896915
leg,1.21099,0.56469655,1.1343453,0.6829601,0.60861456,1.1311111,1.1703818,1.2640581,1.1857872,1.0683005,0.9884049,1.1014371,1.053643,0.84167486,1.1900642,0.98346734,1.0517514,1.1027615,1.0462644,1.2285932,1.0160954,1.2258917,1.1151619,1.0624954,1.1879857,1.0164436,1.2565843,0.95919436,0.99571335,0.87670976,1.0339599,1.1574821,0.86886096,0.9527046,1.1285827,1.0168146,1.1152151,0.90102553,1.0982269,1.1622921,0.9676599,1.0585866,1.0850207,1.0741382,1.1793549,0.9795952,0.7670032,1.0201435,0.7727156,0.8586569,1.1575409,0.98790467,1.0401052,0.56282246,1.0877924,1.2624087,0.9864269,0.6969184,1.0738964,1.3390697,1.0275068,0.89252305,0.8703902,1.0696887,1.0376128,1.1394575,0.7673501,1.0956182,0.4616257,1.1736399,1.1581466,0.9248351,0.98918533,0.86120725,1.1524271,0.91057616,1.1480689,0.0,1.0671797,1.1617422,0.9842605,0.7307637,1.0247207,1.0591966,0.79866153,1.1468033,1.065211,1.1139181,1.0428221,0.8072736,1.126329,0.95203316,1.1464933,0.8186742,0.76687133,1.0378636,1.0133355,1.1782206,1.1055758,1.0755972,1.1329758,1.141477,0.9957137,1.1949583,0.98414546,1.1970332,1.1165569,1.1520677,0.87509435,1.0218942,1.0843368,1.0931745,0.93554515,1.1446986,0.94139063,1.0260236,1.0803955,1.0798304,0.8712319,0.92796534,0.7856241,1.054837,0.83471435,1.0400207,0.81484854,0.96780646,1.3214507,0.82128125,1.031221,1.1828929,1.0011336,0.8590655,1.1272583,0.92192906,0.91608274,0.995607,1.2524226,0.55100584,0.93524027,0.9400579,1.158555,1.2060432,1.2049505,1.1626205,1.1815112,1.0749741,0.88189065,1.0623556,0.8976286
meat,0.5719526,1.2534094,1.310594,0.9295386,0.95401436,1.1601281,1.3683032,1.1661383,1.0583946,0.9595812,0.93196094,1.3812559,1.0576879,0.8473299,0.8293098,0.8968743,0.781455,0.8468426,1.2865745,1.1354007,0.8970901,0.90904284,1.2084088,1.093254,0.9371597,1.2968477,1.0986558,1.3886935,0.9632,1.2757748,0.30590153,1.1789556,0.960843,1.0356915,0.98598623,1.0330691,0.7134898,0.9647594,0.46694052,1.4017227,0.9491904,1.2328839,0.85929847,0.7921401,0.67164457,0.8470497,0.9808286,1.240429,1.056561,1.2369694,1.2276075,0.7785253,1.0321947,1.2117847,1.0170659,0.82929695,0.9265424,1.3414197,1.0582855,0.85319805,0.85456383,0.8201571,1.2563101,1.0498972,1.109483,1.1449913,0.9674831,1.0182502,0.9560559,1.3326842,0.7947284,0.955171,0.9794214,1.0445406,1.1665668,1.1963601,1.2178731,1.0671797,0.0,1.1855446,1.1442778,0.8965,1.272941,0.9755043,1.1244702,0.48696077,1.3414329,1.0546263,1.4234195,1.2730979,1.2197573,0.9753392,0.79357934,1.0262957,1.1048764,0.7772906,0.49472427,1.3080375,1.3626354,1.1215582,0.82333827,0.669699,1.0404916,0.6239096,0.8477782,0.6037294,0.78466046,1.0348649,1.2095641,1.2385083,1.2255476,1.0243216,1.0559609,0.59290767,0.5824145,0.37998557,0.98422295,1.2918468,1.0307417,0.9871238,1.1201494,1.2215513,1.0220046,0.92692876,0.9845372,1.4271872,1.2672645,1.0979501,0.35186458,1.1833966,1.341198,1.0760607,1.1829898,0.90014577,0.97638744,0.77596843,1.2559241,1.3675966,1.2705083,1.3632593,1.2004626,1.1818615,0.82731134,0.9275708,1.1704854,1.0307317,1.3549159,1.360574,0.92866373
melon,1.344391,0.851163,0.47073972,0.8786887,1.1399026,0.60733056,0.5145478,0.56358814,1.0084057,1.2635559,1.3268577,0.71624184,1.1675018,1.2431232,1.0809371,1.2459154,1.1319072,1.4122381,0.91803634,0.7323632,1.4172461,0.5819837,0.7559416,1.0490731,1.1033474,0.9777657,0.9509605,0.558734,1.1051217,0.98665845,1.1325431,0.9982004,1.3471099,1.0922186,1.1095421,1.0999434,0.8655842,1.2237229,1.108866,0.65852565,1.3680696,0.89972895,1.1642536,1.2053256,1.2190824,1.2332176,1.3392138,0.91818106,1.1142628,0.66005397,0.49845666,1.0523467,1.2262952,0.77178407,1.1371845,0.85752785,1.1302415,0.56214005,1.0002447,1.0666182,1.330826,1.3153455,0.8379045,0.8296031,0.9549091,0.6675941,1.2345873,0.83656293,1.0943062,0.77704895,1.2099155,1.2581556,1.1204506,1.128147,0.9335253,1.1599476,0.9655964,1.1617422,1.1855446,0.0,1.0942281,0.9923602,0.8012308,0.9367028,0.9463272,0.89164925,0.66523063,0.7959653,0.8278023,0.7243306,0.52248514,1.2574924,1.176518,1.0662347,1.0687631,1.4412627,1.0395184,0.79493916,0.6768807,1.0196933,0.72760016,1.1383882,1.0037147,0.9080217,1.1202185,0.96530545,1.2221968,0.44604123,0.4693216,1.0269258,0.9698531,0.77926826,1.2000618,1.2515323,1.1626693,0.9886807,0.8708434,0.8322418,1.1845123,1.0222805,0.9988755,0.91990083,1.2387555,1.2212889,1.1866411,0.49618483,0.5427854,0.94773006,0.98992836,0.78390175,0.81042504,0.83131534,0.6978828,1.3375616,1.2456313,1.3014634,0.8000204,0.6907978,0.5439928,0.8177285,0.6701791,0.8884865,1.1082306,1.1453576,0.6965525,1.244339,0.8937602,0.66847175,1.3036644
milk,1.2000883,1.0317543,1.1109835,1.0872986,1.0673423,1.0522249,0.87532914,1.032231,0.77030545,0.8680418,1.0136315,0.888363,0.8199457,1.2743924,1.2014532,1.0534085,1.1519275,1.0527008,0.48598826,0.72126573,0.97683185,1.0330435,1.0297502,0.5040502,1.0617292,0.5788882,1.1069782,1.068365,1.1227759,0.83238417,1.026344,0.9531933,0.93123645,1.2054311,0.6615242,1.0470334,1.0445044,0.8221953,0.9681164,0.9473135,0.9753976,0.47919035,1.1059527,0.9577369,1.1046501,1.2074224,0.8670707,0.9587761,1.1871896,1.1803943,0.9761436,1.0054092,1.1638087,1.182247,1.1560122,1.3284281,0.8281589,1.1608701,0.95690966,1.1890438,1.017479,0.8353518,1.2127569,0.86052984,0.95631504,1.1378486,1.1575084,1.0273482,1.197883,1.10591,1.0663729,1.1456604,0.57792634,1.2477851,0.84198606,0.70290947,0.70398355,0.9842605,1.1442778,1.0942281,0.0,1.1883628,0.8129804,1.0541795,1.2677805,1.1309378,1.0255284,0.55868316,0.94754976,1.1039199,1.1089648,0.67786866,1.1949224,1.2854302,1.1048012,0.9985027,0.9778543,0.89185,0.9892398,1.0580374,0.971706,1.1102824,0.9513562,1.0808154,0.91435766,1.0667567,1.0222526,1.1441727,1.1139257,0.8650806,0.70340323,1.1430316,0.5342667,1.0937111,1.1927323,1.1486484,0.95040697,0.9601692,1.1493673,1.2878373,1.1142012,0.65667474,0.84147525,0.7634231,1.190546,1.1307768,0.79619956,1.0615859,1.1080505,0.84882545,0.71060956,0.8492201,0.99440265,1.117483,1.1601479,1.0216203,0.8291844,1.0868214,1.1870443,0.82302046,0.5504625,1.0566529,1.0537157,1.0296242,1.0642338,0.92325515,0.60753816,1.1449753,1.0251038
mitten,1.0106229,0.898307,1.291518,0.63375264,0.44936633,0.93266237,1.2924963,1.274511,1.3591518,0.91781485,0.58658206,1.2669544,0.75573856,0.34378994,1.3030958,0.67247057,0.87680006,1.037154,1.4387286,1.4515524,0.7458638,1.3908552,1.105828,1.1979811,1.2960256,1.138906,0.9964408,1.1383902,0.69069433,0.80081654,0.959857,1.369133,0.6558587,0.5648854,1.2833601,0.64352703,1.3069032,0.9171728,1.0488954,1.4587543,0.6927195,1.3955389,1.0770102,0.91757447,1.1216353,0.8894621,0.7355363,1.0794568,0.39161992,0.8778423,1.303323,0.95427907,1.0800723,0.74922186,1.0647204,1.117412,1.1207733,0.9887786,1.3930464,1.3064864,1.0884652,0.73971415,1.1083113,1.1556718,1.040632,0.9946497,0.6609089,1.2691896,0.45568335,1.3222382,1.245642,0.58449686,1.2024109,0.35292947,1.4667611,1.093085,1.4695841,0.7307637,0.8965,0.9923602,1.1883628,0.0,1.148886,0.88947433,0.81936634,1.1621579,1.3525736,0.9711998,1.2740824,1.0649557,1.2091762,0.8809312,0.83032763,0.35529375,0.44120735,0.78941023,1.088583,1.4970205,1.4667333,1.2082956,1.230945,1.1329244,0.7335488,1.3530649,1.0173484,1.2650473,1.2586925,1.1585072,0.8742705,1.0884619,1.3633728,1.3283801,1.2163218,1.2464898,0.62885356,1.0267135,1.1248587,1.4145234,0.532633,0.69418836,0.47478485,1.308629,0.75294596,0.869933,0.6449801,1.2000985,1.3891385,0.7136681,1.0263216,1.4424495,1.2067928,0.8981224,1.3402493,0.66133237,0.5759617,0.82415104,1.3953999,1.0413024,0.9657267,1.1981204,1.1376969,1.2838886,1.0639515,1.0283234,1.073064,1.0463948,1.1251241,1.3512084,0.83699256
mop,1.1660211,0.91587013,1.012639,1.1802336,1.1721606,1.0463355,0.8639548,0.9878489,0.9973315,1.0833902,1.2453256,0.8196677,1.0585964,1.2804164,0.8810146,1.3040243,1.2015872,1.3200539,0.85104614,1.018456,1.3100541,0.97939694,0.72143716,0.9275113,1.0073131,0.78516334,1.1062022,0.80296385,0.9282652,0.8098902,1.2191355,0.9710016,1.035152,1.0939696,1.1314338,0.8963489,1.1103433,1.067264,1.1659758,0.79234505,1.1591691,0.8251054,1.0650555,1.1977696,1.0526954,1.1746651,0.9408702,0.81867,1.0891197,0.7913255,0.97449017,1.0265064,1.1559188,1.0298283,1.0801238,0.9509268,0.9994385,0.7568369,0.8347529,0.9819238,1.1492846,1.0148373,0.9600488,0.93760175,0.82077754,1.0027863,1.0977876,1.0413045,1.1718835,1.0153792,1.0037749,1.1685277,0.9287536,1.0939113,0.80908805,0.82078755,0.8805373,1.0247207,1.272941,0.8012308,0.8129804,1.148886,0.0,0.9691501,1.0376366,1.212783,0.9703286,0.8203359,0.6367377,0.89072925,1.0858047,0.9824723,1.0613109,1.0921569,0.93917805,1.3052557,1.1405095,0.7129592,0.6840006,0.99521977,1.0370247,1.0772847,1.1447091,1.2097552,1.0616891,1.2213014,1.0010294,0.98194116,1.0214809,0.8474816,0.91846967,0.9798079,0.92084336,1.0701221,1.2182742,1.1275573,0.97321206,0.7977282,1.1263994,0.9884791,0.9659005,0.59229904,0.9456379,1.03523,1.1938548,0.7618408,0.86895347,0.94560266,1.1333985,0.67667854,0.10113168,0.7265092,0.9443374,1.141995,1.1346623,1.2476122,1.0709794,0.8489234,0.80978274,0.49466336,0.73429066,1.1238649,1.2681123,1.0444845,0.9600595,1.0686595,0.65375996,0.9103117,1.0940609
motorcycle,0.9921609,1.0716207,1.0441024,1.0017968,1.1207547,0.98167866,1.0026228,0.9673359,0.9884459,1.1414976,1.0497894,1.0524427,0.927701,1.1058742,1.0235776,1.0934522,0.9954977,0.9868602,0.97407234,0.96022147,0.95911926,1.0968558,0.84969914,0.8805623,1.0764194,0.94484234,0.4665506,1.0926157,0.9169909,0.88465744,1.0297339,1.0935875,0.89554787,0.8174763,1.1266893,0.76966393,1.1386908,0.86320764,1.1883804,1.017613,1.0313742,0.9402435,1.1283575,0.9798665,1.0257285,0.96240944,0.9105925,1.0145844,1.0117856,1.0954758,1.2070104,1.0612887,1.0079942,1.1478899,0.93296564,0.92463285,0.9427542,1.0753274,1.0810462,0.92177784,1.1562048,0.8500719,1.0539888,0.8887596,1.0597988,0.73586416,0.9356795,0.8728336,1.0843595,1.0545666,1.0486107,1.0950798,1.0428941,0.9927272,1.0961492,0.86115,1.1220204,1.0591966,0.9755043,0.9367028,1.0541795,0.88947433,0.9691501,0.0,1.0542734,1.080591,1.1248593,1.0590457,1.1095781,1.1349944,1.132893,0.95707226,1.0317951,0.93795997,0.9442569,1.0995195,1.0719782,1.0539991,1.026388,1.0664042,1.1378351,0.9533232,1.0453182,1.080696,0.9298908,1.1060811,1.0684822,1.0874549,0.9947187,0.7748054,0.8904429,1.0570523,0.92451435,1.0027621,1.0755075,1.0335147,0.8725345,0.85486114,1.0336394,0.55178154,0.9558047,1.0169415,1.0204612,1.0383911,0.89927375,1.0208627,0.9929614,0.99250656,1.0700816,1.0630312,1.0126567,1.0014359,1.0603607,0.8385612,1.021404,1.0935605,1.0876684,1.1142346,1.0924796,1.0914524,1.024741,0.77382016,1.090072,0.9943398,0.71985954,0.69619703,0.9217262,0.98280597,0.9788689
mouth,1.0817806,0.6994421,0.7898814,0.78178406,0.92773086,1.0161145,1.0392302,1.0044062,1.3879215,1.1040071,1.1256061,0.9418134,1.1746821,0.8313649,1.0246109,1.1228138,1.0855049,1.1645863,1.1959608,1.2855408,1.1276045,1.0818068,1.0012946,1.2398512,1.1041808,1.2151351,1.0416633,0.64096147,1.0792153,1.0813558,1.1650698,1.1879947,1.1098931,1.0022327,1.2673705,0.9720141,1.1159191,1.2445109,1.1852885,0.9554593,1.1414206,1.2132223,1.030675,1.1573879,1.1327745,0.9602223,1.1141355,0.8646168,0.80116093,0.41888583,0.9885924,1.1189115,0.7185952,0.4135418,0.9589276,0.9365533,1.124225,0.5506788,1.240242,1.1175501,1.0349821,1.1120955,0.33886504,1.2859895,1.1457477,0.78988713,0.5475017,1.025537,0.6576952,0.8237982,1.0582682,0.96245843,1.2115355,0.9149578,1.2313223,1.1816015,1.2265061,0.79866153,1.1244702,0.9463272,1.2677805,0.81936634,1.0376366,1.0542734,0.0,1.1429499,0.80008316,1.2603143,0.7979555,0.42675596,0.8932377,1.2547288,0.9844955,0.8249763,0.880134,1.092207,1.1865497,1.0687212,0.9895944,0.96101475,1.142016,1.1219908,1.0964439,1.152671,1.1574305,1.2088809,1.1126392,0.9020437,0.69315225,1.1509452,1.2485931,0.8925456,1.3539022,1.1929199,1.1014857,1.0763211,0.9559437,1.0681614,0.8298569,0.72222793,0.7892612,1.1675601,1.1975873,1.1724061,0.98769706,0.6184514,1.191019,0.83516973,1.1453009,1.2049792,1.0358615,0.9510761,0.91915727,0.94623375,0.92035425,1.1470336,1.1702399,0.4561404,0.5453279,0.96926296,1.2715586,1.0598344,1.2416875,1.1296204,0.8469866,1.1583256,1.1327442,0.6780007,1.0981807
