,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,chips,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,deer,dish,dog,doll,door,drawer,dress,ear,egg,elephant,face,finger,firetruck,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pastry,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
sock,1.1093087,0.8478949,1.0510019,0.76215327,0.7942981,1.0331609,1.0738202,1.1353157,1.1845508,1.2003856,1.1331639,0.9440349,1.087821,0.8386763,1.0652615,1.0388379,1.1058378,1.0600307,1.1145902,1.1562803,1.0308623,1.1335547,0.90345126,1.058966,1.0086699,1.0049236,1.0392613,0.86679167,0.9710799,0.92955613,1.0588989,1.135069,0.9985122,0.98821735,1.1844455,0.84273666,1.1708832,1.0497024,1.1388556,1.0651952,1.1180855,1.0589375,0.92904145,1.1331613,1.0899059,0.927856,1.059164,0.9109261,0.79283834,0.73676753,1.0969737,1.0265214,1.1389043,0.70551646,0.91913533,0.9843494,1.0814508,0.7141808,1.1257801,1.1253774,1.1451278,1.0782845,0.9390371,1.1262027,1.0374376,0.9926455,0.98740476,1.0555174,0.64901066,1.0947335,1.0376577,1.0006322,1.1028315,0.8076373,1.1518317,0.9751409,1.1195428,0.82128125,1.0979501,0.94773006,1.0615859,0.7136681,0.94560266,0.99250656,0.83516973,1.1410924,1.0668744,1.0062783,0.8875723,0.81776214,1.0563148,1.0461642,0.9471031,0.75045097,0.8589216,1.0504187,1.0073997,1.0821899,1.0027025,0.98739654,1.1240488,1.0865471,0.9493346,1.1845495,1.0472881,1.2077515,0.99773,1.051997,0.8716114,1.0004529,1.0411379,1.065464,1.1527513,1.1115105,1.0227649,1.0760745,0.94408274,1.0388676,0.9626877,0.76992315,0.74640167,1.0124197,1.0299731,1.0866377,1.1729099,0.86864614,1.0857911,0.0,1.070672,1.0819198,0.92682743,0.9775835,1.071341,1.0510703,1.0112832,1.2122122,1.194306,0.77874017,0.7857901,0.9725182,1.049609,1.1310548,1.0667639,0.9033657,0.9876455,0.95675415,0.8548287,1.0079271,1.1359135
soup,0.9783718,1.2035964,1.1404827,0.8916981,1.0255827,1.0584657,1.1134568,1.0264088,1.0309821,0.93591005,1.0620396,1.2116036,1.0952576,0.9691698,0.9564623,0.9865943,0.63074553,0.95930445,1.1241293,0.8410609,1.0125506,0.8850215,1.077208,0.87313175,1.0052472,1.1817418,1.1872275,1.2269616,1.0904907,1.2146426,0.4763794,1.0530816,1.0836722,1.2092689,0.79117006,1.0875725,0.78039426,1.0603284,0.6198839,1.2200594,1.0396384,0.9851775,1.0361873,0.673783,0.9779513,1.0774341,1.0667226,1.1551,1.1631672,1.1825695,0.9579349,0.9719154,1.1261157,1.1131414,1.0990628,0.91870755,0.99740195,1.2227566,0.9382059,0.9775134,1.1137826,0.8058723,1.2172486,1.0704731,1.0302415,0.94507706,1.0768573,0.93845105,0.9501614,1.2891026,1.0762975,1.105774,0.8178989,1.0804495,0.9882396,1.2152112,1.0805011,1.031221,0.35186458,0.98992836,1.1080505,1.0263216,1.1333985,1.0700816,1.1453009,0.6327083,1.2179321,1.0153543,1.2615925,1.191521,1.0557094,0.98650086,0.99032193,1.1275972,1.1752692,0.9719812,0.5944595,1.1521183,1.1574575,1.0852536,0.7112409,0.9297916,1.0667455,0.6746916,0.77773875,0.46910864,1.0503609,0.967425,1.1286196,1.2315713,1.1345402,0.9246086,1.0718728,0.89385706,0.59906834,0.08722931,1.041325,1.215282,1.1419195,1.1062479,1.1738739,1.0014112,0.9778,0.7514076,1.0560374,1.2928967,1.0253645,1.070672,0.0,0.828565,1.1854146,0.95470625,0.9892312,1.0467106,1.1156588,0.8127455,1.0624466,1.2501705,1.1577959,1.187645,1.1269372,1.2078371,0.7675003,0.9906059,1.1333846,1.1130577,1.2553407,1.2454044,1.0028179
spoon,1.3148322,0.9386269,0.74667,1.1667211,1.3754011,0.88858265,0.5748228,0.6725464,0.6711483,1.1435214,1.4892678,0.6437267,1.1328691,1.5324268,0.85517466,1.3729515,0.9818317,1.1643331,0.609415,0.4582528,1.4348624,0.6127605,0.61158127,0.70686007,0.80713224,0.82334405,1.070915,0.7544621,1.3966095,1.0364294,1.0731843,0.6787996,1.4044876,1.4509507,0.6212017,1.1440743,0.77351785,1.1744263,1.0223116,0.5060733,1.4450183,0.553968,1.2165275,0.97917724,1.22997,1.302923,1.3778845,0.86153847,1.4560754,0.97859573,0.6207772,1.1591418,1.2375201,1.0251733,1.1630474,0.9182432,0.9859007,0.9346617,0.20715559,0.80532944,1.3472161,1.1454548,0.9782582,0.7484568,1.0746095,0.7883468,1.4348607,0.7429227,1.248302,0.7613095,1.0436753,1.4391139,0.81932473,1.4459097,0.16233337,0.9886486,0.5999105,1.1828929,1.1833966,0.78390175,0.84882545,1.4424495,0.67667854,1.0630312,1.2049792,0.945955,0.727087,0.72752404,0.547446,0.9570458,0.73176706,1.1154847,1.2944415,1.5133057,1.4790117,1.431904,0.9279112,0.25782204,0.30123365,0.9574506,0.6985532,1.1335448,1.244212,0.821625,1.0257285,0.73350084,1.0600247,0.72128856,0.92091143,0.7741748,0.55232173,0.79391146,0.8776902,1.043115,1.239142,0.80215615,0.92391413,0.48854518,1.5207902,1.2104703,1.4292135,0.26061136,1.2643187,0.9363574,1.3528275,0.72962403,0.53261477,1.0819198,0.828565,0.0,0.5837995,0.89246446,0.6679923,1.4029611,1.5024042,1.3065841,0.5631901,0.93492705,0.882509,0.5347812,0.60891485,0.81058997,0.90358377,1.1166003,0.8614159,1.2537788,0.7530994,0.6446861,1.3487436
sprinkler,1.2709955,0.9480259,0.93518513,1.2018411,1.1730382,0.9940549,0.79550517,0.9268567,0.9854174,1.0774846,1.2646935,0.6951693,1.0625155,1.3643608,0.9803291,1.3074906,1.2425759,1.3175102,0.74778616,0.9292638,1.3084636,0.93894535,0.6267286,0.8902068,1.0292808,0.75505304,1.1312075,0.7484436,1.0525956,0.80573994,1.2409514,0.9226921,1.0547359,1.1548861,1.0063765,0.9590457,1.0972085,1.1068499,1.1673777,0.6728212,1.1894444,0.7504455,1.0798885,1.1771432,1.1490196,1.2190181,0.96797526,0.75359964,1.1237742,0.7901647,0.8994763,1.0961233,1.1750036,0.9941833,1.1285381,1.0160749,0.98557776,0.69328123,0.79153836,1.0146786,1.1726661,1.0247697,0.97098386,0.98605865,0.86376774,0.9495501,1.1554058,1.0442387,1.2008283,0.9990971,1.0403614,1.2107391,0.8716633,1.1471224,0.6982751,0.77446043,0.78805125,1.0011336,1.341198,0.81042504,0.71060956,1.2067928,0.10113168,1.0126567,1.0358615,1.2794181,0.8661903,0.81090534,0.59795576,0.8596568,0.99889636,0.9884523,1.1481488,1.1633508,1.0052983,1.3233261,1.167219,0.60167754,0.60407805,1.0264621,1.0263175,1.1302528,1.1392721,1.2158808,1.0726378,1.1885095,1.0349073,0.9510386,0.96245974,0.8631872,0.873635,0.99592406,0.89773023,1.1395698,1.255902,1.1841732,0.98281175,0.7880341,1.1741798,1.0434589,1.0096163,0.45217103,0.99471396,1.0204989,1.1947598,0.68741983,0.7587684,0.92682743,1.1854146,0.5837995,0.0,0.8023947,0.8567659,1.1906214,1.1884813,1.2869415,0.98374426,0.77744234,0.7848514,0.34386188,0.6812009,1.0383583,1.2492404,1.0727838,0.94337726,1.0709872,0.5633974,0.8822011,1.0996661
stick,1.114658,0.7592766,0.9911452,0.93541723,0.98198134,1.0291212,0.93457216,1.113931,1.1097288,1.1175666,1.142678,0.9446866,1.0629231,1.0344247,1.0449333,1.1725925,1.0378293,1.218519,1.046552,1.0770377,1.2155865,1.0577866,1.0645758,1.0901605,1.1047413,0.9799697,1.1021765,0.80680406,0.79416764,1.0210179,1.0882038,1.0789536,1.1041862,1.0975405,1.0227635,0.91799825,1.0607241,1.0352538,1.0442066,1.0166163,1.1702944,1.0471356,1.0705149,1.1025323,0.9698012,1.1095185,0.97720534,1.0272335,1.0074514,0.6914054,0.9011565,1.0143365,1.1842386,0.7502785,1.1483594,1.0353553,1.081242,0.7707696,1.0002705,1.1374532,1.0987033,0.9456482,0.93950695,0.8259214,0.8720309,0.9465256,0.93487006,1.0588689,0.869329,1.1273392,1.0696442,1.1438396,1.0206968,1.020589,0.95181197,1.033921,0.9748521,0.8590655,1.0760607,0.83131534,0.8492201,0.8981224,0.7265092,1.0014359,0.9510761,1.0480466,0.9693588,0.7533771,0.933877,0.78803205,0.98851943,1.0372465,0.9649271,1.0493032,0.94892246,1.1063881,0.99096274,0.94528836,0.93619794,1.0970871,0.96411735,0.9884247,1.0305127,1.162899,1.0832126,1.1163872,1.0439224,0.9203468,0.9038595,1.0099125,0.92997336,1.0407494,0.97636133,1.0647714,1.1274995,0.9414171,1.0491928,1.1224169,1.0481914,0.97469056,0.9896256,1.012072,0.8436255,1.0039674,1.1020315,0.83252776,0.9451186,0.9775835,0.95470625,0.89246446,0.8023947,0.0,1.0468634,1.0337944,1.1204509,1.0220783,1.2113996,0.7794735,0.7641729,0.88264996,0.76417184,1.2946337,1.2516855,1.1320754,1.0221733,1.1489869,0.9115826,0.92616224,1.0546798
strawberry,1.2577944,0.91711503,0.29732776,1.1503901,1.31622,0.79479194,0.43687975,0.51007205,0.9174699,1.257717,1.4335887,0.5070104,1.2099513,1.4183828,1.0055629,1.3341434,1.1604275,1.167229,0.6263218,0.58320045,1.3865336,0.65159637,0.8138284,0.88445073,0.87676406,0.9151265,1.0001825,0.4379114,1.3257734,1.1896544,1.1936837,0.8250346,1.4300232,1.3484068,0.86667705,1.1791831,0.91841996,1.2888172,1.1006379,0.26565653,1.4501619,0.72046703,1.1586937,1.1810069,1.210534,1.2722011,1.3527403,0.97157407,1.3523788,0.82098407,0.5271323,1.1355267,1.0899142,0.8023569,1.1082817,0.8581279,0.9546255,0.70575064,0.82841176,0.88098943,1.1668595,1.3055894,0.77768964,0.9780068,0.9946086,0.5561678,1.2200801,0.7570627,1.1919254,0.59428865,1.069525,1.3445115,0.9463562,1.379588,0.6949388,1.1626322,0.7420083,1.1272583,1.1829898,0.6978828,0.99440265,1.3402493,0.9443374,1.0603607,0.91915727,1.0109471,0.38584584,1.0504007,0.61919785,0.6482773,0.47409612,1.3270376,1.3233974,1.357302,1.3654095,1.3490913,1.0809131,0.508419,0.4583034,0.944301,0.79364514,1.1132373,1.1659503,0.8995177,1.1013576,0.9163051,1.0929767,0.7445775,0.56756103,1.0787431,0.87688076,0.65273476,1.1359267,1.1334769,1.2409356,0.94670147,0.77360696,0.60386324,1.3294609,1.2274679,1.2930353,0.7235439,1.3128458,1.2310593,1.3323821,0.4856876,0.55290914,1.071341,0.9892312,0.6679923,0.8567659,1.0468634,0.0,1.329717,1.3318938,1.3355402,0.6926745,0.6366804,0.5955448,0.60682005,0.8799361,0.7149126,1.149264,1.049037,0.69311166,1.2263348,0.95677555,0.545583,1.2614665
stroller,0.82718647,1.1254506,1.331841,0.9649036,0.6822256,1.1064751,1.3413888,1.3795447,1.2390475,0.7333996,0.5624766,1.354193,0.86429745,0.53237265,1.1806893,0.73981524,0.87455714,0.8761286,1.2170916,1.3423226,0.64382106,1.4603434,1.1863242,1.0868486,1.235281,1.1652154,0.9549898,1.3353186,0.7157064,0.967312,0.9703925,1.1923745,0.593977,0.596716,1.1496629,0.8400562,1.285327,0.8310927,1.1054727,1.3893955,0.547145,1.2339857,0.9834469,0.83628005,0.89308476,0.5856686,0.6711664,1.2098482,0.64441633,1.1740096,1.3508358,0.9809173,0.8158969,1.1302714,0.9475068,1.1798611,1.0531241,1.2843254,1.3256545,1.17763,0.82938254,0.58747774,1.0805519,1.2086762,1.0122452,1.2174485,0.63661206,1.2141902,0.84637856,1.2709967,1.1046901,0.51158077,0.99312854,0.6115253,1.3586653,0.97826266,1.2946577,0.92192906,0.90014577,1.3375616,1.117483,0.66133237,1.141995,0.8385612,0.94623375,1.154804,1.3064001,1.2000656,1.3142358,1.157945,1.3397048,0.7923584,0.779747,0.5948926,0.69701433,0.66344887,1.0989658,1.3955988,1.4294661,1.0801057,1.3318851,1.0075536,0.9433414,1.2451012,0.9834979,1.1748271,1.0735327,1.346421,1.2238239,1.0522625,1.2165596,1.2604568,1.0381129,0.98865587,0.7697791,1.0988889,1.1647893,1.2419226,0.547331,0.8664559,0.78765154,1.2197937,0.6904693,0.79342365,0.6028982,1.3654917,1.4071183,1.0510703,1.0467106,1.4029611,1.1906214,1.0337944,1.329717,0.0,0.50233185,0.5606824,1.3279049,1.25748,1.2113098,1.1472583,1.3165991,1.1343896,1.0902361,1.0236105,1.2044642,0.8087702,1.1945158,1.3322968,0.66364104
sweater,0.8956376,1.1088961,1.3585831,0.91899204,0.47150576,1.14418,1.3865736,1.3790953,1.2987714,0.68445885,0.49567652,1.3367267,0.8246558,0.4232819,1.1844565,0.67054427,0.94114816,0.9129951,1.3656917,1.4339206,0.67294693,1.4675944,1.2386558,1.2458242,1.1937162,1.1116065,1.0176063,1.3278136,0.6402805,0.8608408,1.0182773,1.2280157,0.6433,0.34974134,1.2252963,0.8639705,1.3155525,0.8493931,1.1686627,1.4275196,0.5453267,1.3778942,0.9694278,0.9141875,1.0077034,0.85070944,0.664512,1.1660733,0.3789208,1.0801855,1.4055821,0.9099119,0.8334862,1.0125605,1.0437987,1.1404028,1.0761907,1.1337724,1.4105558,1.2309644,0.86061543,0.7397709,1.0652442,1.1896254,0.97574496,1.2763036,0.5539306,1.3207204,0.7330588,1.3154658,1.1864398,0.10179633,1.2026101,0.32181287,1.4534729,1.0824449,1.3222849,0.91608274,0.97638744,1.2456313,1.1601479,0.5759617,1.1346623,1.021404,0.92035425,1.2421286,1.3499672,1.2153649,1.3378454,1.2433009,1.3696177,0.795986,0.87608314,0.34700346,0.34721392,0.61287844,1.1766055,1.4646426,1.4716947,1.1249837,1.3791463,1.1105952,0.8454101,1.2777321,0.9782824,1.2089986,1.1742663,1.3487127,1.162326,1.1490309,1.3757877,1.2820249,1.0342376,1.1530782,0.70013124,1.1376141,1.2036161,1.3448786,0.14926869,0.93811244,0.4351238,1.3847415,0.7807228,0.7788983,0.52344877,1.3153331,1.3801938,1.0112832,1.1156588,1.5024042,1.1884813,1.1204509,1.3318938,0.50233185,0.0,0.57673216,1.379714,1.1929597,1.1184003,1.2281594,1.3340111,1.3092576,1.05802,1.0191815,1.2392976,0.8757342,1.2592864,1.3844595,0.6298532
table,0.8644174,1.2781156,1.3985898,1.0114295,0.6560969,1.1796883,1.4506335,1.3324933,1.0588688,0.57645994,0.45478892,1.3946333,0.72990495,0.56622607,1.234413,0.6167904,0.6037353,0.7061543,1.1630476,1.1687682,0.51741487,1.2944306,1.1915939,0.98149157,1.2057573,1.0099626,1.0533835,1.4681956,0.75873435,0.98026115,0.69451445,1.1418629,0.652665,0.71996486,0.9715416,0.91176176,1.0893842,0.7947769,0.82631534,1.4218293,0.45550174,1.1411537,1.0859681,0.6481471,1.0448849,0.9669454,0.61641896,1.144571,0.7774092,1.3436853,1.311653,1.023759,0.96307755,1.2725681,1.0618297,1.2208745,1.030719,1.4035623,1.1334672,1.2778828,0.7960803,0.5667466,1.285751,1.1333634,0.9428191,1.2716589,0.8599503,1.1767112,0.90829235,1.4236884,1.2462034,0.5621269,0.8455392,0.66915756,1.1912944,0.9849797,1.224268,0.995607,0.77596843,1.3014634,1.0216203,0.82415104,1.2476122,1.0935605,1.1470336,0.9968523,1.3539073,1.0296891,1.4740669,1.3837293,1.3687824,0.6891948,0.8566455,0.76378375,0.803206,0.47626042,0.95659065,1.4096249,1.4490756,1.1396887,1.1471684,1.1134979,0.8732777,0.9953307,0.881128,0.6187046,1.2271035,1.2962008,1.3359146,1.2580264,1.2379099,1.3497452,0.9267905,1.0550343,0.6937696,0.91596687,1.2393802,1.4034536,0.6143394,1.1479067,0.9148875,1.282793,0.61266065,0.6444457,0.60157585,1.4974977,1.3664663,1.2122122,0.8127455,1.3065841,1.2869415,1.0220783,1.3355402,0.5606824,0.57673216,0.0,1.2327213,1.4343096,1.320225,1.2237998,1.2300571,1.2501783,0.7009521,0.96669275,1.2267829,0.9172641,1.2299039,1.4624776,0.5808676
tape,1.2216897,1.0178586,0.6217685,1.1167634,1.45472,0.62524956,0.4692859,0.56454325,0.66941196,1.0074161,1.2464956,0.8451968,1.0467244,1.4482183,0.8873276,1.1214707,1.0670927,1.0366168,0.5806263,0.46612674,1.1506959,0.60642356,0.86888427,0.69836265,0.9300176,0.8841063,1.0440114,0.8362358,1.4270535,1.0327278,1.1467437,0.5365712,1.3217744,1.3540562,0.5809337,1.335453,0.6937595,1.1107482,1.0244642,0.6556541,1.2061251,0.5631271,1.0588961,0.97685564,1.1041815,1.1655457,1.395285,0.94610816,1.4315746,1.1202021,0.41865385,1.1667141,1.0283865,1.1330194,1.0364971,0.9836624,0.97396964,1.098429,0.67501235,0.80012465,1.2041252,1.3398514,1.0084699,0.76258326,1.1632853,0.7506194,1.4248494,0.7430166,1.3577449,0.49410993,0.9660667,1.3404142,0.90750784,1.4219791,0.6964623,1.0342075,0.5479327,1.2524226,1.2559241,0.8000204,0.8291844,1.3953999,1.0709794,1.0876684,1.1702399,0.83172774,0.6070886,0.8302978,0.82331836,0.9777134,0.5371465,1.1799886,1.1919931,1.4726076,1.4719616,1.3069289,0.9538349,0.6850757,0.674647,0.8598585,0.6598984,1.0401709,1.0642339,0.773685,1.0549225,0.7983196,0.95384735,0.6841293,0.8382615,0.88659006,0.6476263,0.7306843,0.99163145,1.0266343,1.2134056,1.0552064,0.8914724,0.60557824,1.4362111,1.2601115,1.4015696,0.62179625,1.2988024,1.0123497,1.2306017,0.7991384,0.5267852,1.194306,1.0624466,0.5631901,0.98374426,1.2113996,0.6926745,1.3279049,1.379714,1.2327213,0.0,1.0160506,1.0427835,0.87687784,0.7639224,0.46968234,0.6630772,1.1478798,0.77991533,1.1391065,0.94204885,0.7065375,1.3307931
toe,1.3706702,0.37940186,0.48460853,0.8173687,0.97222,0.9498724,0.6800208,0.82965034,1.2500767,1.3484173,1.4424682,0.5472959,1.3304093,1.2177571,1.0777435,1.3593076,1.3252459,1.3567021,0.8520516,1.0209823,1.4382141,0.8083297,0.8757796,1.1737611,1.058067,1.0303,1.1710126,0.26215613,1.2057799,1.0635456,1.3364444,1.0324246,1.3558588,1.2118894,1.1591778,1.1413001,0.98265165,1.3162949,1.2547729,0.5385993,1.4590881,0.9369463,1.1351553,1.4065807,1.2642183,1.1239543,1.3089103,0.80971515,0.99762225,0.29044122,0.6753977,1.206899,1.0016458,0.21881557,1.0784953,1.0082666,1.101669,0.126154,0.9875367,1.1590774,1.1914328,1.3839567,0.361526,1.0640439,1.0778757,0.72464466,0.8780791,0.95438,0.66885483,0.6438544,1.1242509,1.2026027,1.124516,1.1100155,0.9360484,1.1116377,1.0013117,0.55100584,1.3675966,0.6907978,1.0868214,1.0413024,0.8489234,1.1142346,0.4561404,1.17542,0.43911785,1.0914152,0.49760902,0.24344546,0.605602,1.4014564,1.2655054,1.0553061,1.0286565,1.3788896,1.1618961,0.71690065,0.59186566,0.9782227,0.93997896,1.2052433,1.1502887,1.1389048,1.2343782,1.2740993,1.1360734,0.6820055,0.4452592,0.99293584,0.9864268,0.74599767,1.2425206,1.2730675,1.3117925,1.1999081,0.90077674,0.81614494,1.1166396,0.8984293,0.9293592,0.9388334,1.3148,1.3983238,1.1851938,0.20049095,0.822644,0.77874017,1.2501705,0.93492705,0.77744234,0.7794735,0.6366804,1.25748,1.1929597,1.4343096,1.0160506,0.0,0.29041117,0.5989368,0.9482151,0.9835959,1.394537,1.2300515,0.8840754,1.2375741,0.83644044,0.41654485,1.2927437
tooth,1.3314484,0.6491033,0.4950636,0.8201242,0.97829187,0.99030983,0.6793796,0.7619928,1.2922313,1.2635956,1.3476965,0.51870745,1.2063406,1.1009824,1.1425186,1.3095846,1.1878293,1.3483922,0.9537667,0.9492073,1.3809184,0.77694744,0.7497215,1.197372,1.1162004,1.0165523,1.0154237,0.27623045,1.1304989,1.0544258,1.2825738,1.057684,1.3595387,1.0951426,1.2558073,0.96858996,1.0720965,1.3539505,1.2451559,0.50059116,1.3733689,1.010921,1.1720219,1.352708,1.3073947,1.1993872,1.2949919,0.7644672,0.9775265,0.2957412,0.66437405,1.2028546,1.111811,0.32662588,1.0650681,0.922463,1.2263182,0.24534065,1.001827,1.1533568,1.2424809,1.2996862,0.42103183,1.0602342,1.0210586,0.580701,0.9655376,0.8804582,0.7499025,0.72897226,1.2028875,1.1357539,1.1725824,1.0007901,0.8899762,1.1383114,1.0290623,0.93524027,1.2705083,0.5439928,1.1870443,0.9657267,0.80978274,1.0924796,0.5453279,1.1915307,0.47116637,1.0110601,0.5858505,0.35184288,0.63075787,1.3786898,1.2922237,0.9827955,1.0168663,1.311689,1.2552929,0.6599359,0.5589994,1.0672776,0.9192125,1.20807,1.0815824,1.128952,1.2734892,1.1485656,1.233178,0.7147413,0.42251778,1.1050726,1.0956032,0.9046121,1.3184743,1.356263,1.2053509,1.088012,0.9994529,0.90539074,1.0628661,0.91631466,0.8873079,1.0062319,1.2546909,1.2842364,1.1674347,0.22296327,0.7260467,0.7857901,1.1577959,0.882509,0.7848514,0.7641729,0.5955448,1.2113098,1.1184003,1.320225,1.0427835,0.29041117,0.0,0.59079057,0.895327,1.0526696,1.2818762,1.1796339,0.8217571,1.225802,0.94251055,0.40769345,1.2466298
toothbrush,1.3466692,0.8304348,0.69689405,1.0948986,1.116989,0.9541212,0.6694182,0.789953,1.0450233,1.1468594,1.3524231,0.48459405,1.163609,1.2925754,1.0919929,1.3425738,1.1486928,1.1945511,0.5782334,0.8031143,1.2998506,0.9097499,0.5760921,0.84567136,0.9745884,0.84176964,1.1522352,0.56175756,1.246427,0.9687863,1.2672057,0.86198175,1.1513474,1.2720286,0.9989147,0.982045,1.1315522,1.2582877,1.1910778,0.3746519,1.3023491,0.6768396,1.143787,1.1415917,1.3021288,1.2150948,1.1631062,0.8492862,1.1595005,0.77249503,0.76042974,1.2469027,1.1732714,0.75006044,1.1542455,1.0319313,0.94288415,0.6011888,0.69728076,1.041958,1.170859,1.0346581,0.8387493,1.0211189,1.0287131,0.6876458,1.1470715,0.9642732,0.9967945,0.81524885,1.1704552,1.1738775,0.8282021,1.1918504,0.5571251,0.91364396,0.8162617,0.9400579,1.3632593,0.8177285,0.82302046,1.1981204,0.49466336,1.0914524,0.96926296,1.2970908,0.5999835,0.90373456,0.5109441,0.7365922,0.85924315,1.1364917,1.2930186,1.2017167,1.1686671,1.2743601,1.2526367,0.42915034,0.38884246,1.0634521,1.0039788,1.2769254,1.1923662,1.188714,1.1331817,1.0597954,1.1704566,0.9553011,0.83869946,0.8234925,0.88344747,1.01182,0.9922299,1.2431657,1.1746453,1.1835501,0.86382097,0.6654581,1.2287006,1.1371603,1.1325924,0.45835882,1.1094162,1.1044708,1.225938,0.5245899,0.70796466,0.9725182,1.187645,0.5347812,0.34386188,0.88264996,0.60682005,1.1472583,1.2281594,1.2237998,0.87687784,0.5989368,0.59079057,0.0,0.75787127,0.8977076,1.2102861,1.1394577,0.88154083,1.1546314,0.6678734,0.63725734,1.2052311
towel,1.3193045,0.98216593,0.88225335,1.1077876,1.2307302,0.96029806,0.7451668,0.7908473,0.71413314,1.0798665,1.0667727,0.6864749,0.8515345,1.2866871,1.1226089,0.9796918,1.2188103,1.1497831,0.65612364,0.61756873,1.2425036,0.70315677,0.9089735,0.8029402,1.0063422,0.6931926,1.0698913,0.82263714,1.2201521,0.8267306,1.0589373,0.9136185,1.0932622,1.2410357,0.8217095,1.1151421,0.86204076,0.9000391,0.9673491,0.69527376,1.1911421,0.6677836,1.1682429,1.1106837,1.2221322,1.3139486,1.1566092,0.8883534,1.2420802,1.0068418,0.71232617,1.108238,1.3241388,1.1321671,1.1770114,1.1758708,1.0055082,0.89842963,0.68591774,1.1264111,1.2208536,1.1862304,1.0806199,0.57294756,0.965732,0.9526629,1.382231,0.8107966,1.3208677,0.9234055,1.1169425,1.3030134,0.8540705,1.2453973,0.5970051,0.80683786,0.6651845,1.158555,1.2004626,0.6701791,0.5504625,1.1376969,0.73429066,1.024741,1.2715586,1.0413318,0.7868416,0.1069631,0.7832766,0.98287606,0.9019921,0.94322085,1.2819774,1.2763444,1.1428341,1.1939958,1.0098,0.62546015,0.68462855,1.0209141,0.73741496,1.1771511,0.7588989,0.9043902,1.0502884,0.93778396,1.0938287,0.8061743,1.0000877,0.8062744,0.6655232,1.0505178,0.8129262,1.2132695,1.1256728,1.1472726,0.97066104,0.84498554,1.3186002,1.1645119,1.1467938,0.6603257,1.0728893,1.0283993,1.2375762,0.7814545,0.50200933,1.049609,1.1269372,0.60891485,0.6812009,0.76417184,0.8799361,1.3165991,1.3340111,1.2300571,0.7639224,0.9482151,0.895327,0.75787127,0.0,1.0034801,1.0249445,1.096494,0.96977806,1.0850087,0.6369116,0.82467115,1.2088393
toy,0.9630092,1.05717,0.6449946,1.0577598,1.5054023,0.6687492,0.63622427,0.5724102,0.8082452,1.1773274,1.2516128,0.9165375,1.1197551,1.30151,0.8263857,1.1590267,0.9928118,0.75686365,0.70625997,0.7101959,0.8931568,0.77595496,0.6801655,0.83320177,0.8569274,1.0354689,0.66020584,0.84420294,1.3857497,1.0159643,1.1569825,0.79735875,1.1836821,1.205988,0.9129947,1.17263,0.8604125,1.0407345,1.0659852,0.66719633,1.1468338,0.7524804,1.0501186,0.94417495,0.94807667,0.7570564,1.3750842,0.9185794,1.366054,1.1272378,0.7694639,1.2162138,0.9451743,1.1031069,0.7363157,0.75313747,0.9351385,1.0475216,0.8924255,0.5779239,0.99408865,1.187703,0.99472654,0.8774812,1.2443223,0.5883203,1.3122624,0.8113677,1.2814054,0.516655,0.912142,1.2973752,0.95513844,1.3930749,0.8685756,0.9570873,0.94854933,1.2060432,1.1818615,0.8884865,1.0566529,1.2838886,1.1238649,0.77382016,1.0598344,0.9655098,0.7536051,1.1417645,0.8979903,0.9662109,0.67610776,1.300637,1.0915886,1.3571995,1.4408782,1.1944644,0.9390764,0.7923203,0.7317717,0.853334,0.8907614,0.9027971,1.1500794,0.9161738,1.0302219,0.9824816,0.91206276,0.8649096,0.8110927,0.7547107,0.8644935,0.75830793,1.0867963,0.9081995,1.2211858,1.1181908,0.83556724,0.5672071,1.4349,0.9537243,1.372043,0.74935013,1.3814077,1.2644467,1.2256683,0.796723,0.7570275,1.1310548,1.2078371,0.81058997,1.0383583,1.2946337,0.7149126,1.1343896,1.3092576,1.2501783,0.46968234,0.9835959,1.0526696,0.8977076,1.0034801,0.0,0.7343861,1.0689071,0.54144824,0.8921414,0.8955727,0.7107952,1.2899172
