,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,truck,vacuum,watch,window,zebra
pants,1.0389717,0.86128294,1.2812371,0.5214966,1.2154918,1.1301938,1.3384824,1.2410984,0.76380485,0.7512085,1.0577593,0.75732327,0.798364,1.2678218,0.73261,1.0289807,1.1113563,1.2106141,1.3815563,1.0527835,1.3299932,0.9688004,1.1229044,1.2877157,0.66991603,1.0356733,1.151166,0.68858486,0.6143751,1.2722394,0.73961794,0.29954362,1.0725075,0.942827,1.3734052,0.7646015,1.0820503,1.2935297,0.81164575,1.2511679,1.3599341,1.0845743,1.0363418,0.7101214,0.974799,0.5977409,0.905967,1.2409476,0.83905494,0.8956359,0.82943064,1.2572912,1.1939989,0.7233341,1.4208796,1.3761973,1.030703,1.0334878,0.9655316,1.018769,0.9705153,1.4299803,0.7744772,0.8028223,0.7704961,1.1136253,1.1137255,0.32615113,1.2156496,0.18431032,1.3523632,0.78973144,1.2371776,0.90519285,1.1606647,1.1094962,0.7161759,1.0056686,1.3460631,1.1303349,1.0100007,1.042188,0.93096095,1.2790005,0.8689236,1.1854837,0.45977354,0.0,0.9690496,1.2761227,1.2917609,1.2807783,1.1992694,0.76586807,1.3041617,1.2937047,1.3759975,1.1907338,1.1867995,1.0658383,0.91857445,1.1610993,1.0164356,1.0249026,1.2119497,1.1633795,1.2201711,0.34288496,0.86833036,0.31662405,1.3481613,0.824271,0.9639912,0.81321406,1.064422,1.2253615,0.8506037,1.2076923,1.4127955,1.172927,0.9150177,1.1531985,0.7779664,0.44641382,0.8377162,1.4585946,0.8974618,1.1391413,1.3169602,0.9518634,1.3497653,1.1127723,1.1193306,0.98200727,0.90427506,1.2097052,0.7980158,1.1200747
paper,0.5641778,1.2440101,1.5041728,0.72874933,1.2160776,1.3007276,1.3329759,1.1372246,0.52932024,0.3971398,1.3400178,0.71254826,0.26073813,1.207724,0.31885874,0.42681074,0.22207844,1.4761992,1.3261104,0.48260683,1.2965269,0.99435246,1.3571072,1.2363203,1.2105597,1.0278007,1.1807357,0.9089748,1.1849945,1.1937739,0.75541973,0.7789234,1.2778175,0.9082346,1.1616669,1.0133059,0.5088803,1.425822,0.5355882,1.4057943,1.025412,0.9361458,0.98611736,0.86720395,1.1311395,0.88222,1.1871395,1.4052677,0.7905443,1.2115501,0.9470731,1.2992876,1.3090949,1.2210064,1.1896534,0.9965761,0.6325597,0.6319479,0.59202784,1.2129653,1.1393862,1.1065093,0.8750235,0.77589655,0.7175329,1.4776715,0.89864355,0.8417026,1.3287828,1.0239656,1.373585,0.7895622,1.2455254,1.0242523,1.2569606,1.0138104,0.731331,1.0892887,1.2081225,1.3981538,1.1850865,1.4575324,1.3224876,1.3641598,0.77417815,1.0505508,0.6490606,0.9690496,0.0,1.4005504,1.3729055,1.0663809,1.0061088,0.752557,1.0657626,1.3337966,0.9376817,1.1995327,1.4441084,1.3477213,0.9972614,1.2386601,1.1650398,0.93724465,1.0132265,1.0131137,1.4373562,0.7729746,0.84351945,1.0842514,1.1829792,0.74027425,0.74183106,0.5986942,1.4093939,1.4431927,1.0383868,0.9258356,1.4586356,0.98597497,0.9620909,1.4670458,0.90925825,0.704125,0.43744618,1.2877736,1.2878873,1.3983328,1.1764446,1.2482843,0.8932413,0.5707285,1.1064274,0.80003643,1.1900213,1.4916217,0.7486554,0.9712148
pen,1.3086116,0.89240116,0.5658746,1.2689952,0.9295435,0.83989894,0.7387183,0.7770219,1.4127486,1.4988158,0.4863057,1.1584727,1.5329022,0.85211986,1.4950734,1.1312711,1.2618756,0.44073355,0.67944026,1.3163978,0.7921792,0.89165413,0.7948222,0.6904378,0.86372375,0.9184957,0.5591939,1.1964291,0.8241466,0.7256701,1.3391238,1.3636296,0.60669255,0.9897438,1.0152131,1.1941488,1.3164258,0.16481018,1.5092123,0.62477446,1.0130879,1.2759378,1.2341703,1.3393058,0.7111002,1.2697117,0.7512094,0.6687614,1.3037744,0.679766,1.3428737,0.6298155,0.7438536,0.73668194,0.42546165,0.9402313,1.2449747,1.2080467,1.4342144,0.65359104,1.0369971,0.76086116,1.279481,1.2902303,1.2084379,0.5724423,1.0880957,1.418509,0.7008953,1.1778938,0.16717875,1.2563626,0.6074711,0.9749124,0.9135543,0.94789904,1.4630413,1.1376545,0.9670115,0.45171702,0.84089935,0.3887301,0.6909276,0.7319731,1.2900872,1.1205741,1.4228852,1.2761227,1.4005504,0.0,0.046465993,0.8763528,1.2078879,1.3068922,0.9789275,0.7172519,0.8903143,0.98334724,0.7236806,0.8241717,1.1843951,0.74784493,0.82648724,1.1764272,1.182107,1.1025465,0.62140757,1.4479063,1.3203133,1.0530851,0.74822927,1.3980798,1.2801399,1.4043009,0.58847994,0.4704935,1.0243205,1.1125784,0.31834102,1.1333425,0.8845584,0.5185046,1.299339,1.4621302,1.4433486,0.7137923,0.69648874,0.3849101,0.44711566,0.8897178,1.092913,1.3487875,0.95709884,1.0258485,0.89756525,0.28428638,1.3706529,1.0419748
pencil,1.2777766,0.9072212,0.5868324,1.2770761,0.93864846,0.8208767,0.6952523,0.7828516,1.4283221,1.5112329,0.5075522,1.1549371,1.49476,0.84998834,1.5009894,1.1584625,1.2318221,0.4637859,0.6499355,1.3006316,0.7740905,0.8634104,0.7758238,0.7209543,0.8305383,0.9274748,0.53823507,1.2454628,0.8083645,0.74642897,1.3424506,1.3921098,0.59625363,1.0132331,1.0072198,1.1931404,1.2649317,0.16784269,1.4933783,0.62196594,0.9756421,1.2588588,1.2037396,1.3467816,0.7232202,1.2775165,0.8028829,0.67748845,1.3370516,0.6938414,1.3300502,0.6653761,0.7388736,0.74911207,0.41189516,0.90780365,1.2235751,1.201561,1.446793,0.74257267,1.0066742,0.7269801,1.3153008,1.2817314,1.1688662,0.59626836,1.0643812,1.4495798,0.6858666,1.209681,0.17770565,1.2564375,0.61469007,0.96667147,0.8928795,0.9255707,1.4606266,1.1577898,0.97282517,0.531422,0.8323979,0.42746067,0.7438503,0.73058796,1.3121028,1.077657,1.4126027,1.2917609,1.3729055,0.046465993,0.0,0.8413702,1.1626543,1.3196025,0.9737382,0.72034216,0.8526301,0.9835475,0.7252281,0.8402911,1.1923686,0.77521515,0.7649929,1.1661361,1.1707494,1.0743039,0.5896265,1.4491656,1.325954,1.1017531,0.7272295,1.4287562,1.2823015,1.3562177,0.6302676,0.45515013,1.000006,1.0932792,0.31912476,1.1390066,0.8687427,0.56623954,1.2980545,1.4680368,1.4474008,0.67271566,0.7174926,0.43992817,0.4151168,0.8651636,1.0373869,1.2803996,0.9586227,1.046524,0.8885655,0.38079023,1.3778183,1.054807
pickle,0.95861995,1.0074091,0.74538624,1.1177511,0.90592414,0.8233867,0.49977654,1.1010711,1.1165801,1.2499063,0.97456133,1.1050227,1.1343912,0.9692113,1.2315557,1.1082723,1.0533845,1.0299746,0.69090116,1.0305822,0.7479955,0.9498834,1.010097,0.9824187,1.2810141,1.0255467,0.8616762,1.2420293,1.2626499,0.9371378,1.2749093,1.36462,1.061112,1.1105497,0.796819,1.2987434,0.8659761,0.7920306,1.2734652,0.97176903,0.64975476,1.0644788,1.1546619,1.3441148,0.98089015,1.1709547,0.9520279,0.7213051,1.1076659,0.8593509,1.2490702,0.86295307,0.90014154,0.9810534,0.73083335,0.805097,1.1777828,1.1324866,1.1572971,0.99713373,0.9257648,0.6821796,1.2026374,0.91828424,0.9834112,0.97798425,1.087301,1.3168774,0.972925,1.1896424,0.7924506,1.2909286,0.9954706,0.9515933,0.6402787,1.0798317,1.0908663,1.0889325,0.79969525,0.9111995,0.9545052,1.0045915,0.94957906,0.7565869,1.1953197,0.8846487,1.2031202,1.2807783,1.0663809,0.8763528,0.8413702,0.0,0.9167527,1.2599095,0.78432345,0.8282449,0.50974905,1.1312395,0.73550415,0.8133663,1.1496906,1.0659776,0.6522819,1.208449,0.9599073,0.7809332,0.9699172,1.2705137,1.0524315,1.107527,0.846523,1.2484754,0.97579724,0.95219684,0.9592084,0.7476605,0.9879842,0.60382676,0.65497476,1.0269892,1.0643504,0.99413425,1.2384503,1.2586442,1.0779855,0.67696536,0.94451994,0.85758233,0.66864073,1.0693102,0.8518279,0.805124,0.91049945,1.1909305,1.2171853,0.9114771,1.2480607,1.1509272
pig,0.71517265,1.0111738,1.1124043,1.1531072,1.0284396,1.112885,0.89294034,1.1135164,1.1541843,1.0657816,1.2237144,1.0475175,1.0778546,0.68638223,1.105134,1.0380756,0.96286565,1.2141676,1.0216478,1.0439047,0.8883568,1.0919173,1.0886488,0.8178547,1.2585007,1.0155652,1.1465813,0.8834564,1.271464,1.0563625,1.200171,1.2297482,1.2167121,1.1478083,0.80716735,0.94158375,0.96216244,1.1940217,1.096439,1.0991657,0.90694946,0.36297464,0.6831473,1.103852,1.1322659,0.9542105,1.1327473,1.0608944,1.0884542,1.1176656,0.95812446,0.8451433,1.0089481,1.06018,1.0226156,0.6387572,1.0465117,0.82070184,1.0804567,1.1564716,0.6689453,0.9397893,1.0957394,1.1368835,0.97989744,1.0993072,0.4532783,1.1442674,1.1466684,1.1907363,1.1932606,1.1193709,1.0952199,1.0822332,0.9654665,1.1247438,0.85894674,0.933151,0.8409529,1.2066071,0.80481565,1.2814004,1.2071111,1.0389512,1.1092914,0.6640832,1.1330081,1.1992694,1.0061088,1.2078879,1.1626543,0.9167527,0.0,1.0617727,0.9052155,0.92849314,0.9340678,0.4094621,0.9945278,1.0204774,1.0682349,1.1501174,0.993132,1.0489383,0.6525598,0.8998303,1.0504909,1.1550491,0.7079512,1.1710565,1.030977,1.0887285,1.0361017,1.1014524,0.9719762,1.0983384,0.9122962,0.8396647,1.0647078,0.98167425,1.1175792,1.1885188,1.0108157,1.0759103,1.0343388,0.93674207,1.0760591,1.1297827,1.1000429,0.90722,0.8000823,0.92317665,0.9459661,1.1553833,1.1265126,1.1589121,1.0886445,0.79713595
pillow,0.9893561,1.0686308,1.3844309,0.7859667,0.9831538,1.1461849,1.3258133,0.85678554,0.7139117,0.44602168,1.1604635,0.57143956,0.6480814,1.3076456,0.44131213,0.9328723,0.89045906,1.2095083,1.193472,0.7639929,1.2877284,0.9845203,0.9867694,1.3767617,0.8161899,1.061651,1.256191,0.92121744,0.72184163,1.1681893,0.76123995,0.630053,1.0548753,0.75666,1.0914388,0.4903069,0.91674066,1.3698595,0.58610606,1.163558,1.1444347,1.0029954,0.9499228,0.65613806,0.97583795,0.9911162,1.2228804,1.3353899,0.9903054,1.2250452,0.8043866,1.2704775,1.2405059,1.1147461,1.2487566,1.3058369,0.98235464,0.9930792,0.80841774,1.2160323,0.89881736,1.2237093,0.9451319,0.9218641,0.9260341,1.1955973,1.1543541,0.75102925,1.1284856,0.84359866,1.2773931,0.6384437,1.1511052,0.9202333,1.0664722,0.8596358,0.57454526,1.0021237,1.2199636,1.2970691,0.87713456,1.2256327,1.1459441,1.377288,0.73762965,1.2443246,0.6613198,0.76586807,0.752557,1.3068922,1.3196025,1.2599095,1.0617727,0.0,1.1878003,1.2001983,1.1403971,1.1934011,1.3659298,1.1294861,0.7024222,1.0014943,1.2265353,0.792436,1.1932579,1.1175311,1.3015463,0.7881576,0.7628112,0.9723726,1.1985229,0.70984757,0.8501782,0.8093374,1.1977555,1.2601244,0.75631166,1.0837021,1.3298085,0.8889519,1.1012537,1.276456,0.6038537,0.7524911,0.7290874,1.2345034,1.2085888,1.2992437,1.2251825,0.7951714,1.0368747,0.8999222,1.1602888,0.9018327,0.8098521,1.3062369,0.78244215,1.0231282
pizza,1.0432472,1.2870378,0.77457833,1.2122046,0.882781,1.0659828,0.57618123,0.9699916,1.1251707,1.1795706,1.0837132,1.2538913,1.1647309,0.76038235,1.1486787,1.0788727,1.0701126,0.9398676,0.62806153,1.0524929,0.2873649,1.1478648,0.99139917,0.8019506,1.2494112,1.1704483,0.9559088,1.2124108,1.3120235,0.855308,1.1270392,1.2808774,0.9695094,1.2353113,0.48761564,1.157416,0.9477111,0.991461,1.1639167,0.8889607,0.61495864,1.0352656,1.0700426,1.1461792,1.1057554,1.2016978,1.2190136,0.7610093,1.1505536,1.2192435,1.0640106,0.8626516,0.9248393,1.203079,0.80121106,0.86793643,1.0810329,1.0601882,1.0981079,1.1237215,1.0273019,0.85702443,1.1909366,1.0042901,1.2324598,1.0812064,1.057488,1.2440851,0.7961985,1.2659991,0.8408757,1.2700007,0.7977229,1.0971303,0.6712,0.9099647,1.2271128,1.1668819,0.34564948,1.060496,0.9512294,1.1083686,1.1067436,0.68909544,0.9811813,0.90861166,1.2797692,1.3041617,1.0657626,0.9789275,0.9737382,0.78432345,0.9052155,1.1878003,0.0,0.8746068,0.5233367,1.0026579,0.70319736,0.8877064,1.0525627,0.8991161,1.0541948,0.9879645,0.816388,0.6381507,0.94369113,1.2505715,1.2042946,1.3631895,0.87006825,1.1005498,1.0055692,1.1410186,1.1500142,0.8595258,1.1539301,0.6336023,0.7748187,0.97651815,1.085488,1.0006799,1.1492131,1.2135075,1.0696949,0.7141564,1.1768696,1.0438607,0.99856645,0.94439876,0.9591882,0.9467668,1.0513034,1.0566721,1.1542443,1.0545702,1.1284198,1.0356442
plant,0.91996074,1.0567374,0.71541053,1.3140017,0.8847549,0.9284521,0.6410914,0.7641115,1.4281639,1.3921943,0.78202033,1.2843165,1.3138099,0.8060802,1.3212146,1.1306603,1.175647,0.6570932,0.680822,1.1971849,0.83512676,1.0232899,0.6857628,0.6920079,0.9857795,0.97231877,0.97469395,1.1353567,0.9660831,0.8206887,1.2722993,1.276821,0.8736419,1.0474665,0.80915403,0.9403401,1.2835557,0.69393224,1.3282518,0.5983568,0.61423504,1.0030264,0.9628803,1.1657555,1.029438,1.1614039,0.99771506,0.88690025,1.3168154,1.054153,1.1089994,0.7553804,0.28182983,1.0521041,0.7319627,0.67008877,1.0968559,1.1539569,1.1272498,1.0575439,1.0419011,0.7623567,1.2427925,1.2982786,1.2854155,0.781566,1.0073185,1.2653375,0.6080346,1.250123,0.6317341,1.1827202,0.72052777,1.1301063,0.916185,0.9641565,1.3608148,0.9892042,0.8226981,0.9227324,0.919199,0.80776143,1.014277,0.8642045,1.2296414,0.92218447,1.3690039,1.2937047,1.3337966,0.7172519,0.72034216,0.8282449,0.92849314,1.2001983,0.8746068,0.0,0.915329,0.8186244,0.8683193,0.9703748,1.0637469,0.7411188,0.9230291,0.94210666,0.9347459,0.9424408,0.64169145,1.3538505,1.2215798,1.1858169,0.829164,1.1850727,1.2747927,1.3040802,0.91585505,0.757017,1.1730403,1.0123128,0.6212499,1.0643725,1.0024129,0.7539685,1.0944698,1.3144767,1.3190603,0.73870355,1.0107651,0.85703593,0.84886587,0.84045136,0.9668447,1.284539,0.85845095,1.0749264,0.9187399,0.70249945,1.1322294,0.8021384
plate,1.0644878,1.304242,0.9587336,1.2522031,1.0253513,1.019741,0.65105134,0.84580076,1.0184399,1.1007466,0.9627468,1.1397405,1.0756433,0.9392741,1.1178282,0.9632597,0.86851656,0.9467417,0.40092492,0.85883856,0.60573363,1.0078921,0.8722619,0.9691959,1.0932077,1.0925562,0.9905298,1.3321278,1.199157,0.78334135,1.1473583,1.400072,0.8955546,1.115017,0.60212135,1.1159804,0.9588916,0.8671627,1.1120142,0.80499333,0.52430934,1.1346881,1.1306262,1.18705,1.0625067,1.2407564,1.2170612,0.9149697,1.2041203,1.2287223,1.1465005,1.0001093,1.0155231,1.2813987,0.5048968,0.93705815,1.0703256,1.0717288,1.0569265,1.1734432,1.0169966,0.8230865,1.2873268,1.0475605,1.1658639,1.1183085,1.0692464,1.3746696,0.9451614,1.3557626,0.6706986,1.1942408,0.77295613,1.1193969,0.8480487,0.91220987,1.2565844,1.2077366,0.6344441,1.1294175,0.93208903,1.1261524,1.2232705,0.9303049,0.92831135,1.0575124,1.2251678,1.3759975,0.9376817,0.8903143,0.8526301,0.50974905,0.9340678,1.1403971,0.5233367,0.915329,0.0,1.1270283,0.93569523,1.1542605,1.0618939,0.81724566,0.9091279,0.94649893,1.0026015,0.5840442,0.9780096,1.3160026,1.1675247,1.402818,0.646847,1.1378925,0.74072564,1.0596682,1.1533297,0.8783502,1.1576675,0.4593292,0.52815926,0.93097687,1.042117,1.0930729,1.16047,1.2687851,0.7711353,0.57889557,1.2586526,1.0745722,0.6233001,0.9680462,0.87106913,0.541669,1.0195192,1.079045,1.1058538,1.0355622,1.1432624,1.0321057
pony,0.85515016,0.9918647,0.89395297,1.3353261,0.96617633,0.9845176,0.9463134,0.9945465,1.314755,1.2221143,0.9976959,1.1809782,1.1951714,0.6343188,1.2327294,1.1221293,1.0570977,0.9292563,1.0197005,1.1270096,0.9140245,1.0986423,0.9805631,0.6957581,1.1575714,1.0072645,1.0274434,0.8263334,1.1581599,0.90229535,1.2143126,1.2072375,1.0176407,1.210001,0.85236084,1.02758,1.135307,0.93384755,1.2598238,0.93160295,1.0087614,0.41778612,0.6561799,1.166084,1.1768787,1.0393484,1.0415059,0.93305224,1.1442726,1.0882612,1.0606749,0.7887901,0.86834526,1.0429085,0.9954826,0.62166494,0.9788696,0.7297846,1.1819382,1.0229077,0.95001,0.9247583,1.0927205,1.2724683,1.2143865,0.91817707,0.2734549,1.1271566,0.9392518,1.1274062,1.0062412,1.2088844,0.87972987,1.1086183,1.060384,1.0092214,1.1305242,0.9034724,0.87253296,0.95469475,0.9396587,0.96588,1.0619842,0.89629674,1.2466265,0.6849135,1.2337561,1.1907338,1.1995327,0.98334724,0.9835475,1.1312395,0.4094621,1.1934011,1.0026579,0.8186244,1.1270283,0.0,0.91721165,0.93882513,1.0721414,1.0121554,1.0420007,1.0944912,0.72044104,1.0520673,0.84334713,1.1763177,0.9594294,1.1117349,0.9327562,1.2171453,1.2050492,1.2690344,0.88465255,0.93925405,1.0863696,1.1188042,0.95642054,1.0593755,0.9714446,0.9266764,1.0651038,1.1340185,1.259054,0.89877176,1.0121973,0.9234667,1.0534395,0.9507384,0.8158413,1.1807218,0.9252563,1.0737444,1.0610892,0.89737266,1.1468644,0.7423548
potato,1.2435061,0.7065847,0.23369622,1.3163723,0.6102803,0.6135124,0.53194356,1.1312069,1.3792887,1.5317991,0.75502455,1.3189329,1.4079437,0.80841297,1.5096253,1.3450758,1.3933127,0.8087919,0.6895245,1.4397922,0.27642322,1.2511574,1.0194048,0.78947794,1.1562092,0.98909444,0.74475896,1.1926615,1.18574,0.8093031,1.4227042,1.3932087,0.9456068,1.2891401,0.58730954,1.360407,1.0820363,0.6402108,1.5483203,0.91681105,0.92908925,1.1078552,1.077951,1.4554746,0.89239204,1.1396325,0.8013698,0.21941173,1.1518416,0.6892274,1.2963835,0.5966079,0.81685865,0.6940933,0.9820154,0.8569675,1.2233963,1.1782641,1.4711266,0.7536472,0.8507901,0.75791144,1.2241678,0.9111672,1.2300215,0.5465957,1.0784183,1.3515501,0.80009645,1.1233222,0.8431887,1.539012,0.8855801,0.85936034,0.4210068,1.1681865,1.344975,1.0130321,0.4852593,0.4476961,0.8269269,0.5811269,0.66080606,0.2579397,1.396779,0.7083707,1.4126428,1.1867995,1.4441084,0.7236806,0.7252281,0.73550415,0.9945278,1.3659298,0.70319736,0.8683193,0.93569523,0.91721165,0.0,0.33450997,1.2860899,1.0624086,0.5901195,1.4106234,0.9225383,0.9016404,0.6923146,1.3315974,1.2269341,0.93075794,1.0003256,1.4202759,1.3357561,1.2450882,0.5732657,0.347641,1.035205,0.97724324,0.7279508,1.250848,1.1244193,0.5942355,1.2779485,1.3909893,1.4349544,0.6030501,0.6322446,0.55282265,1.0044682,0.9901256,0.9588511,1.2965937,0.90062594,1.3220325,1.3156545,0.59214765,1.406509,1.1261935
pumpkin,1.2366574,0.64025176,0.32426316,1.0579151,0.50146186,0.4730841,0.66795236,1.2265718,1.3754456,1.399045,0.94139135,1.2651215,1.281405,0.96879643,1.3882816,1.350821,1.4356015,0.8610763,0.9669098,1.3813667,0.55635494,1.1978575,1.135608,1.0122249,1.2161031,1.1972983,0.6849696,1.1527598,1.1190951,0.9592422,1.3513665,1.1454985,0.9977213,1.2060183,0.79914486,1.2518864,0.94903284,0.79601943,1.4175165,1.0334333,1.0923235,1.0436233,1.0249339,1.2889694,0.87200403,1.0777863,0.7145908,0.32019365,1.0395648,0.47254962,1.1916502,0.7375221,0.8612658,0.5872553,1.1296734,1.0599556,1.2481987,1.1836519,1.4399705,0.6873601,0.70463216,0.91918224,0.98464096,0.8238413,0.93502814,0.59795845,1.0969262,1.1642839,0.8451388,1.0411351,0.9867323,1.4225857,1.0517559,0.8950572,0.34997964,1.0994766,1.0609293,1.0227966,0.76080275,0.4083953,0.77211237,0.6337026,0.4994492,0.41182566,1.3894224,0.8086537,1.2020736,1.0658383,1.3477213,0.8241717,0.8402911,0.8133663,1.0204774,1.1294861,0.8877064,0.9703748,1.1542605,0.93882513,0.33450997,0.0,1.300131,1.1366763,0.84508264,1.373374,0.9668913,1.0419049,0.9406985,1.1274948,1.0958107,0.84317374,1.1619346,1.2867122,1.397523,1.161976,0.6546966,0.59101367,0.76110905,1.0588462,0.9571955,1.1016022,1.193146,0.5764268,1.2089081,1.2150992,1.3454113,0.8977747,0.43759316,0.52710104,1.0008125,0.9395505,1.0956177,1.4039953,1.0675446,1.257677,1.2903525,0.7112764,1.2822404,1.1063015
purse,1.0008295,1.0156419,1.2784783,1.0799884,1.0923588,1.1402371,1.1739091,0.7166937,0.91736853,0.8208124,1.1015784,0.78692275,0.90563613,1.131351,0.7916384,0.9762124,0.915825,1.0142093,0.98419243,0.8026273,1.1681834,0.9506916,0.69506985,1.0769291,0.812239,0.9427021,1.2819989,1.0318389,0.7819502,1.0519588,0.81017685,0.7895386,1.0496433,0.87737155,1.0446002,0.72857964,1.0677918,1.2066709,0.7892045,0.9285598,0.90842676,1.0220728,0.9197278,0.85197544,0.97397643,1.1440202,1.1689485,1.3430288,1.1384684,1.3370547,0.98229074,1.201623,1.070115,1.2054391,0.9759397,1.112187,0.91121984,1.0801879,0.8574549,1.2512388,1.0315075,1.0206665,1.0726244,1.0504009,1.1108127,1.0270083,1.0753584,0.7194729,1.038298,0.8888404,1.0613916,0.73427284,1.0796314,1.0755488,1.2465105,0.8791582,0.7724552,0.97064316,1.0734417,1.3457234,0.9821399,1.1392105,1.2422023,1.28139,0.7422364,1.1972703,0.82265073,0.91857445,0.9972614,1.1843951,1.1923686,1.1496906,1.0682349,0.7024222,1.0525627,1.0637469,1.0618939,1.0721414,1.2860899,1.300131,0.0,0.724403,1.1854298,0.70847833,1.090137,1.0645483,0.83618975,0.9361486,0.73648924,1.1328363,0.73563004,0.90867656,0.9115975,0.9199075,1.061108,1.2385308,0.945011,1.0617634,1.0411347,0.9501334,1.0198333,1.187177,0.6574963,0.91434026,0.9457184,1.0381532,1.2815434,1.3492594,1.0098706,0.77000815,0.8663512,0.82728803,1.0780407,0.8917389,0.36187398,1.1922555,0.9163585,0.9686947
radio,1.3527219,1.1995873,0.9537595,1.1772714,0.9540594,0.96419835,0.9980203,0.43401378,1.1248538,1.1497818,0.85341036,1.055452,1.2616609,1.0091265,1.2489285,1.0683426,1.020298,0.60313696,0.5178343,0.7947056,0.88977975,0.97212976,0.5088871,0.9114371,0.70319843,1.0467532,1.1792427,1.145954,0.72695196,0.68897665,1.0444195,1.172332,0.60292614,0.87512463,0.81434935,0.7162985,1.3061423,0.9222323,0.98519814,0.5266784,0.7173121,1.1329182,1.1011353,0.970576,0.86890846,1.266384,1.1828053,1.0061094,1.258559,1.230315,1.0513495,1.1556892,0.8991071,1.1810616,0.6134527,1.1425341,1.0144314,1.2202194,1.0538595,1.1843681,1.1070018,0.98419464,1.238058,1.3355565,1.2480178,0.9470031,1.1223211,1.1735166,0.6415186,1.2138306,0.57414025,0.9758686,0.61908185,1.2103062,1.1037786,0.631082,1.3192755,1.0815786,0.8795406,1.0765415,0.92591685,0.9645974,1.0264536,0.9950793,0.7949758,1.2434146,1.187563,1.1610993,1.2386601,0.74784493,0.77521515,1.0659776,1.1501174,1.0014943,0.8991161,0.7411188,0.81724566,1.0121554,1.0624086,1.1366763,0.724403,0.0,1.1833917,0.668666,1.1039737,1.016682,0.81261015,1.2682416,1.2354856,1.2932179,0.6801249,0.9375346,0.89071894,1.3124166,1.0921944,0.83352846,1.0525581,1.0899417,0.59522986,0.8171275,1.1620414,0.8924135,0.9804392,1.2378347,1.1334884,0.6235836,1.1445403,1.1334738,0.91376126,0.813947,1.0246718,0.9716188,1.2089899,0.8719305,0.62122923,0.8609904,1.0383334,0.78030324
raisin,0.8385438,0.7499361,0.728117,1.1612737,1.0265752,0.90962315,0.7291845,1.1703316,1.1439146,1.2642558,0.5350372,0.9462945,1.2418108,0.9217036,1.2604777,1.0965501,1.1306262,1.0540377,0.85708284,1.2500688,0.84892815,1.104934,1.0485786,0.8718747,0.9944259,0.77219605,0.81009567,1.1280899,1.0385017,1.0100913,1.2983978,1.196096,0.96814567,1.1207383,1.0369838,1.2028975,1.0763562,0.6623849,1.3207586,1.0940421,1.022479,1.070084,1.0774695,1.3297151,0.7312614,1.0379347,0.9279896,0.71451294,1.0789933,0.787875,1.1642694,0.62670857,0.9609035,0.70661503,0.983105,0.7802857,1.1110668,1.0710588,1.3340275,0.8608448,0.93089885,0.8710029,1.192653,0.86692345,1.1371931,0.71261424,0.96406496,1.1553552,1.028389,0.9196936,0.8888435,1.269095,1.0598042,0.8084098,0.7053807,1.2620802,1.1616374,0.93700826,0.98264885,0.7533611,0.9473035,0.7690306,0.86601293,0.7781614,1.268324,0.8355141,1.1523737,1.0164356,1.1650398,0.82648724,0.7649929,0.6522819,0.993132,1.2265353,1.0541948,0.9230291,0.9091279,1.0420007,0.5901195,0.84508264,1.1854298,1.1833917,0.0,1.33475,1.0558615,1.0123081,0.7861043,1.1935424,0.9846983,0.8029007,1.15431,1.2669806,1.1626264,1.0325054,0.6258973,0.58010125,1.060966,1.0015421,0.89172554,1.326034,0.8825312,0.90103257,1.2079457,1.2019433,1.253393,0.8346083,0.8438021,0.7356396,1.0101125,1.0804181,0.9845794,1.0571033,0.8077713,1.2875559,1.25999,0.7345284,1.211283,1.1814966
