,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,face,finger,firetruck,fish,flower,foot,fork,frog,game,giraffe,glass,glasses,glove,gum,hair,hamburger,hand,hat,horse,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tricycle,truck,vacuum,watch,window,zebra
comb,1.0269555,1.0094123,1.33482,0.9011842,1.1160349,1.1338319,1.1709608,0.6315865,0.9140787,0.908274,1.0291404,0.76847994,0.87086797,1.1563152,0.8787364,0.9069719,0.92326224,0.9943824,1.1537822,0.8516911,1.2838991,0.8689263,0.8721575,1.1063031,0.78642225,0.88343203,1.0715716,0.98142165,0.7432793,1.0288916,0.9084189,0.8903806,0.9701047,0.0,1.1596539,0.94622487,0.86763346,1.0760628,0.7574242,0.9582276,1.1015918,1.141197,1.1494546,0.87427235,0.82817364,1.0303495,0.97283477,1.325423,1.0026436,1.0341233,0.90743476,1.1903229,1.0748843,1.0597963,0.91580844,1.1380361,0.98392916,0.96479905,0.7591121,1.0873456,1.0698274,0.9784675,0.980394,1.0542004,0.92443985,1.1504015,1.110364,0.96052885,0.95109445,0.95783556,1.02481,0.75921905,1.0850015,1.0764922,1.1514418,0.89053404,0.8182269,0.89134467,1.2302645,1.1758385,1.0400091,1.1224341,0.99737763,1.2995887,0.8507824,1.1067882,0.9121932,0.942827,0.9082346,0.9897438,1.0132331,1.1105497,1.1478083,0.75666,1.2353113,1.0474665,1.115017,1.210001,1.2891401,1.2060183,0.87737155,0.87512463,1.1207383,0.84851503,1.1393948,1.1734653,1.1543732,0.9935302,0.84560233,0.98114556,1.0427544,0.9382276,0.94421357,0.9437991,1.09088,1.168645,0.9266439,1.1274444,1.095799,0.8399747,1.0280747,1.1518736,0.86378217,0.9948447,0.9606841,1.1130801,1.0893333,1.0930907,1.0349625,0.9370001,1.0047746,1.0007024,0.98620415,0.8456496,0.7834208,1.0876285,0.9737685,0.770627
cookie,1.1871324,1.0745085,0.7073422,1.3254871,0.6081407,0.9325685,0.6531047,0.85561746,1.2081039,1.2602568,1.0832996,1.2668049,1.1623718,0.83119345,1.2452294,1.1860809,1.0990696,0.874981,0.61720437,1.0633264,0.30092728,1.1702225,0.8914128,0.85180926,1.2375649,1.2593936,1.0193653,1.2701077,1.2997675,0.61123824,1.2272326,1.4017985,0.94170946,1.1596539,0.0,1.1378608,0.9358846,1.0100231,1.2272459,0.83145994,0.6782523,0.94239473,0.9668394,1.2465358,1.1132346,1.2308786,1.2110896,0.6677716,1.2610378,1.1750962,1.1641346,0.9198847,0.85326654,1.1726155,0.8177744,0.8705851,1.0939742,1.0637647,1.2114975,1.1555623,0.8876312,0.7976972,1.2946022,1.0518594,1.2675463,0.9850648,1.0207512,1.3459426,0.7465896,1.3769805,0.8993337,1.3181462,0.7285739,0.9869624,0.6091495,0.8567131,1.189778,1.183009,0.19673789,0.9781919,0.83192706,1.0220512,1.114068,0.66690266,1.0728081,0.8379143,1.361838,1.3734052,1.1616669,1.0152131,1.0072198,0.796819,0.80716735,1.0914388,0.48761564,0.80915403,0.60212135,0.85236084,0.58730954,0.79914486,1.0446002,0.81434935,1.0369838,1.0229651,0.90003777,0.69482327,0.86724746,1.3541965,1.108474,1.3735999,0.8510973,1.2129033,1.0333126,1.2327733,1.0039531,0.7604574,0.9837205,0.6875135,0.74766946,0.8575025,1.1771445,0.9584688,1.1002761,1.3217593,1.1377275,0.49062443,1.0825573,0.97859925,0.98900265,0.8471446,0.84531975,0.9272628,1.1333668,1.1883153,1.145972,0.9969362,1.2431967,0.9241568
couch,1.1007551,1.1621324,1.3385441,0.8989375,1.1702762,1.1589673,1.2425305,0.70616114,0.86836106,0.6691388,1.1222082,0.68321073,1.0201957,1.2025852,0.84628254,0.9891019,0.96352553,0.9541129,0.95410496,0.7793439,1.2591441,0.9438454,0.69957334,1.2142769,0.5653187,1.0151234,1.4023187,0.9894407,0.46147007,1.228557,0.7417612,0.6613838,0.93198633,0.94622487,1.1378608,0.0,1.2543247,1.292398,0.59590584,0.85170746,1.0117682,0.938384,0.90752596,0.54756254,0.8724356,0.9572763,1.3086348,1.3620775,1.0766962,1.3014946,0.6371235,1.3173611,1.0370113,1.1844404,1.0833269,1.3063395,1.0039032,1.1178845,0.8734592,1.2892656,0.885468,1.2583015,1.0064342,1.1612364,1.062594,1.1141912,1.0723753,0.7235084,0.90787005,0.92432284,1.1040566,0.51809365,1.0649972,1.1696061,1.2232747,0.8364574,0.89526737,0.9754016,1.2421494,1.353486,0.8226398,1.204488,1.234319,1.3725089,0.7117131,1.2839814,0.80088973,0.7646015,1.0133059,1.1941488,1.1931404,1.2987434,0.94158375,0.4903069,1.157416,0.9403401,1.1159804,1.02758,1.360407,1.2518864,0.72857964,0.7162985,1.2028975,0.54147685,1.1773789,1.0892141,1.099215,0.8529019,0.91438067,1.0242119,1.0123456,0.6499665,0.8600727,0.96995556,1.1850604,1.2032368,0.9435293,1.1520003,1.1361414,0.9336587,1.1511071,1.1403071,0.6199588,0.78152335,0.7583146,1.1057886,1.2475564,1.3715576,1.2115059,0.7133905,1.077745,0.91305095,1.2007309,0.9007696,0.53555655,1.239131,0.6710182,0.90245944
cracker,0.75747174,1.03793,1.2026384,0.77665836,1.0118493,1.0743277,1.0565598,1.0859181,0.66384035,0.7695263,1.326819,0.8790931,0.45998722,1.1833876,0.66183877,0.8443529,0.80273783,1.3818617,1.2030175,0.8745667,0.95074815,0.9873144,1.3276145,1.1820202,1.289408,1.1272506,1.0245785,0.9490006,1.2369245,1.1718082,0.90238,0.98374397,1.2270572,0.86763346,0.9358846,1.2543247,0.0,1.3114777,0.7216672,1.3489192,1.0062711,0.94369745,1.1059341,0.973099,1.1187726,1.0469983,1.0190116,1.0852823,0.84568423,0.9912494,1.0577232,1.1725003,1.243218,1.0701011,1.181937,1.0293547,1.0237516,0.67694515,0.84176505,1.1038063,1.0432137,1.030771,0.87126696,0.723809,0.69760513,1.2894118,0.9231607,0.9412085,1.1416464,1.0742493,1.3392465,0.95625186,1.2663913,0.97778636,0.8839437,1.0524099,0.74199873,1.0838006,0.92886734,1.1900542,1.149238,1.255652,1.0788358,1.0692986,0.89098895,1.0059892,0.869761,1.0820503,0.5088803,1.3164258,1.2649317,0.8659761,0.96216244,0.91674066,0.9477111,1.2835557,0.9588916,1.135307,1.0820363,0.94903284,1.0677918,1.3061423,1.0763562,1.0827521,1.0395172,0.85402715,1.3502728,0.89212227,0.82251143,1.0710665,1.1139988,0.88869494,0.8283354,0.69329274,1.1858008,1.1716622,0.94944084,0.75707555,1.3288238,0.9094212,0.94647574,1.2823336,1.0276749,0.9160497,0.8202603,1.1208217,1.0858074,1.1403607,1.0953585,1.1847376,1.0144548,0.75408465,1.1480415,1.0254874,1.2475388,1.376169,0.91859764,0.97955275
crayon,1.2401004,0.8884629,0.42161357,1.3824745,0.877725,0.6877883,0.6275563,0.86707383,1.4581914,1.5051379,0.3831675,1.1952316,1.49592,0.820699,1.4665949,1.1852112,1.2569463,0.36587584,0.6647703,1.3574026,0.77969325,0.975471,0.81950855,0.6983018,0.9225634,0.8454852,0.4702456,1.2322075,0.9162458,0.73148227,1.3744029,1.3939719,0.5934426,1.0760628,1.0100231,1.292398,1.3114777,0.0,1.5689243,0.5859915,0.98170364,1.2583972,1.1909364,1.4074315,0.87222475,1.2182401,0.790661,0.60262024,1.2686964,0.6969873,1.3622191,0.51008606,0.6884159,0.79131424,0.59255695,0.84736806,1.1799414,1.2323868,1.4091763,0.63834476,1.084984,0.6311132,1.3047094,1.2229036,1.3224431,0.48104894,1.0901501,1.4394524,0.7176025,1.1389706,0.21079314,1.3816234,0.6433267,0.9514859,0.8269373,1.002502,1.4615827,1.0955569,1.0088505,0.33168614,0.93558395,0.34441298,0.721467,0.61825454,1.3834335,0.99426216,1.4430573,1.2935297,1.425822,0.16481018,0.16784269,0.7920306,1.1940217,1.3698595,0.991461,0.69393224,0.8671627,0.93384755,0.6402108,0.79601943,1.2066709,0.9222323,0.6623849,1.2595705,1.1035515,1.1440244,0.516802,1.4481905,1.3186598,1.0218008,0.74270976,1.446445,1.341324,1.3581141,0.52549386,0.3619244,1.0825369,1.1570598,0.3808952,1.2977186,0.9040525,0.49426568,1.3331286,1.4681773,1.4240868,0.6808585,0.7236655,0.3445114,0.4278611,0.9522514,0.9662521,1.3270824,0.81064796,1.142514,1.022412,0.2636448,1.3952085,1.1125927
crib,0.92258173,1.3813467,1.6181198,0.6414012,1.3479729,1.3345704,1.4500623,0.7935639,0.31215,0.2571882,1.3802159,0.58580613,0.5379826,1.3527538,0.44857675,0.72696716,0.6864387,1.3062515,1.2779962,0.5073863,1.4184911,0.744504,1.059502,1.3869648,0.78141904,1.0198463,1.4269617,0.88329697,0.6819353,1.2577653,0.28566194,0.59297127,1.156392,0.7574242,1.2272459,0.59590584,0.7216672,1.5689243,0.0,1.2115071,1.0932934,0.96643263,1.0196662,0.30537176,0.9527527,0.9018067,1.3129054,1.5363729,0.8131144,1.3946742,0.62309134,1.5681176,1.3215396,1.4175328,1.2661104,1.3819375,0.8400959,0.8883676,0.44143975,1.3540744,1.2429497,1.3486642,0.814397,0.8958436,0.8746877,1.5762191,1.1146594,0.60747254,1.1421269,0.9377313,1.3956342,0.29446328,1.2243571,1.1988889,1.3628331,0.88004136,0.7736211,1.0144097,1.2583892,1.5493119,1.2256182,1.5138828,1.3632188,1.5039409,0.41788584,1.2791696,0.63354874,0.81164575,0.5355882,1.5092123,1.4933783,1.2734652,1.096439,0.58610606,1.1639167,1.3282518,1.1120142,1.2598238,1.5483203,1.4175165,0.7892045,0.98519814,1.3207586,0.50795984,1.1092919,1.10555,1.4223318,0.6654885,0.9443779,1.1134399,1.1216059,0.2615264,0.5723593,0.54281807,1.5469146,1.5385844,1.1271136,1.0458741,1.4769256,0.759577,1.0134745,1.4761034,0.57311296,0.60495734,0.44076008,1.3216869,1.467793,1.5710425,1.2935518,1.124308,1.0823057,0.59111875,1.231303,0.8493642,0.76601213,1.6131082,0.36709565,0.9474571
cup,1.4216545,1.115293,0.72247005,1.350898,0.8498248,0.76766527,0.8416372,0.52943957,1.3371487,1.3978813,0.7223368,1.2480574,1.3897631,0.9684562,1.4237181,1.2363206,1.2125837,0.14981031,0.3964064,1.0577993,0.7906904,0.9432901,0.15287334,0.89865947,0.659165,1.1129211,0.9386848,1.3052568,0.77633166,0.78847444,1.1911353,1.2800732,0.52668566,0.9582276,0.83145994,0.85170746,1.3489192,0.5859915,1.2115071,0.0,0.7640322,1.1748675,1.1194937,1.1052804,1.0012507,1.308562,1.0802687,0.8228691,1.3590515,1.0775278,1.1393809,0.9805162,0.64022505,1.1002365,0.6715006,1.104295,1.0833547,1.2947862,0.96302307,1.0576512,1.0728432,0.7740811,1.3581344,1.4152284,1.3534981,0.85945046,1.132608,1.294852,0.24591804,1.2445494,0.4677835,1.0818578,0.5979744,1.1703789,0.9588988,0.49766493,1.3974468,1.1151257,0.8955449,0.84151924,0.8711802,0.7425696,0.9529407,0.85395247,1.0711908,1.1236902,1.3493344,1.2511679,1.4057943,0.62477446,0.62196594,0.97176903,1.0991657,1.163558,0.8889607,0.5983568,0.80499333,0.93160295,0.91681105,1.0334333,0.9285598,0.5266784,1.0940421,0.82049876,1.1365479,0.90751326,0.62038016,1.4032766,1.3457571,1.2609242,0.48365664,1.0951393,0.9818758,1.412415,0.9404762,0.6229451,1.0109106,0.9652123,0.43822634,0.8693401,1.1366105,0.7075798,1.1920942,1.3733845,1.2204218,0.5864826,1.0018239,0.9089561,0.63587207,0.74859977,0.9997322,1.118949,1.0876437,1.0201467,0.6312778,0.7259028,1.1736902,0.8959893
dish,0.9319914,1.2720761,0.8426807,1.3266531,0.90920895,1.006821,0.55009246,0.6995424,0.99925774,1.1041664,1.1139007,1.189245,1.0571471,0.78226393,1.0567392,1.0183645,0.96441156,0.95816606,0.34417713,0.93266284,0.7036172,1.1157851,0.7989055,0.7970891,1.1655248,1.0997744,1.1475102,1.2398436,1.1980524,0.8345966,1.0766808,1.3857487,1.0362352,1.1015918,0.6782523,1.0117682,1.0062711,0.98170364,1.0932934,0.7640322,0.0,1.052978,1.0557735,1.2015885,1.1501917,1.1845598,1.2836161,0.8805589,1.2668219,1.3096198,1.1565392,0.9837715,0.79199994,1.2928221,0.55521894,0.77311885,1.0366836,1.1094236,0.99173063,1.2608049,1.0498693,0.7454848,1.3169008,1.0432045,1.2931361,1.0361804,1.0386378,1.3599138,0.8929093,1.3250827,0.75538695,1.205888,0.7737645,1.1765801,0.8192005,0.8994481,1.2245886,1.1525552,0.7120817,1.2118983,0.94209844,1.1873024,1.2964342,0.79542124,0.9997057,0.9313299,1.2566969,1.3599341,1.025412,1.0130879,0.9756421,0.64975476,0.90694946,1.1444347,0.61495864,0.61423504,0.52430934,1.0087614,0.92908925,1.0923235,0.90842676,0.7173121,1.022479,0.8552787,0.8297453,0.7873095,0.7822205,1.3059981,1.115864,1.3826797,0.5915085,1.079152,0.8155601,1.0711817,1.1588826,0.91176564,1.1994426,0.7824264,0.61351967,0.9872127,1.1478505,1.087266,1.1037891,1.2293899,1.003329,0.37391746,1.2825744,1.166771,0.8952579,0.93290544,0.80403656,0.7236316,1.0496422,1.0804474,1.0028974,1.058484,1.1465263,0.90593314
dog,0.6698947,1.0589266,1.166577,1.0767319,1.0750822,1.1548873,1.055315,1.1393054,1.0600845,0.924153,1.2170764,1.0192407,0.9408557,0.78554547,0.9927097,0.96305346,0.9033281,1.2219801,1.2053479,0.9405302,1.0705959,1.0029749,1.1571308,0.88230354,1.2231706,1.0322574,1.1989148,0.67474216,1.200064,1.1247964,1.0997977,1.0914404,1.2185411,1.141197,0.94239473,0.938384,0.94369745,1.2583972,0.96643263,1.1748675,1.052978,0.0,0.5195016,1.0046737,1.154086,0.90656656,1.1532011,1.1368496,0.9411367,1.1883299,0.88681006,0.9717661,1.0133216,1.1549853,1.1945797,0.6899723,0.9149466,0.7978417,0.9765334,1.1161498,0.8823683,1.049495,0.9199089,1.0579829,0.9937886,1.0891224,0.52674407,0.96622014,1.1565368,1.0912279,1.2766664,0.9833589,1.1999171,1.0964842,1.0736235,1.12858,0.85030246,0.8603827,0.9481259,1.2182693,1.0073984,1.2112787,1.1741176,1.0816112,1.0243336,0.70804906,0.9986376,1.0845743,0.9361458,1.2759378,1.2588588,1.0644788,0.36297464,1.0029954,1.0352656,1.0030264,1.1346881,0.41778612,1.1078552,1.0436233,1.0220728,1.1329182,1.070084,1.029156,0.64269626,0.9513452,1.0659854,0.9848868,0.73972464,1.0758728,1.1364733,1.0180379,1.0653813,1.0062685,1.0594236,1.2467077,1.0403,0.99455327,1.2291789,0.97883266,0.97350574,1.1851728,0.9446705,0.9218233,0.97734606,1.096755,1.1636369,1.199585,1.1781408,1.0213379,0.80275583,0.9842346,0.9848883,1.0420167,1.089948,1.1893523,0.9909633,0.8525994
doll,0.8322449,0.8191752,1.0533932,1.2069765,0.9635491,1.0473162,1.0646214,1.1067864,1.261645,0.8868495,1.1884301,1.1343518,0.8637967,0.9089079,0.99060524,0.975219,0.81200653,1.1011212,1.1720841,0.91357213,1.0902083,1.0460756,1.084939,0.92478895,1.2045114,0.98707515,1.1283913,1.0367324,1.1029811,1.0240065,1.1056898,1.0639888,1.2076653,1.1494546,0.9668394,0.90752596,1.1059341,1.1909364,1.0196662,1.1194937,1.0557735,0.5195016,0.0,1.0884612,1.129417,0.91818917,1.042751,1.1106902,1.0183382,1.0467175,0.9538184,1.029738,0.9495133,0.9888096,1.1382663,0.7411163,0.77928674,0.8678606,1.0327661,1.0449125,0.80568695,1.0184791,0.94875526,0.95501536,0.95291483,0.8651879,0.7344595,0.9390095,1.0616086,1.1071234,1.2525938,1.0518088,1.1475681,1.0205861,1.11729,1.1719501,0.86399436,0.9263655,0.98911035,1.1267695,1.0056087,1.0785897,1.1329843,1.0748492,1.1358405,0.73140466,0.9547915,1.0363418,0.98611736,1.2341703,1.2037396,1.1546619,0.6831473,0.9499228,1.0700426,0.9628803,1.1306262,0.6561799,1.077951,1.0249339,0.9197278,1.1011353,1.0774695,1.0270287,0.8085969,1.029708,0.9113518,0.97495204,0.8139626,1.0217531,1.0263851,1.1150695,1.1820698,0.9729038,0.9944551,1.1745558,0.9965887,1.1102831,1.1937659,1.0728202,1.1294932,0.977954,0.807747,0.86722976,1.02955,1.0420928,0.9586056,1.0954247,1.134224,0.9776977,0.5634637,0.91494805,0.95045227,1.0998789,0.9564778,1.0964473,1.0229558,0.9881492
door,1.0799153,1.3040752,1.4417578,0.64652073,1.2436016,1.1928616,1.3842868,0.9451482,0.56504464,0.57592547,1.2014627,0.7752009,0.8022294,1.259732,0.7297714,0.9855924,1.0124094,1.1308413,1.27192,0.8219801,1.3515122,0.76234186,0.9901186,1.3348312,0.5950315,1.0859028,1.2977161,0.75113153,0.61748034,1.2095106,0.31322277,0.5050391,0.968421,0.87427235,1.2465358,0.54756254,0.973099,1.4074315,0.30537176,1.1052804,1.2015885,1.0046737,1.0884612,0.0,1.0293132,0.93988895,1.1701906,1.3986862,0.8352913,1.2743995,0.58080703,1.4643321,1.1854695,1.3316876,1.2958153,1.3765885,0.93911016,1.0696703,0.6671289,1.2271286,1.2124618,1.4109728,0.7522518,1.1024603,0.9040507,1.3944206,1.1559892,0.5534521,1.0506983,0.88552374,1.2692604,0.43444788,1.0185317,1.2049813,1.3178176,0.8077132,0.887924,0.9894131,1.2263756,1.3493226,1.155446,1.2973404,1.142027,1.3866088,0.52599925,1.2217394,0.7626165,0.7101214,0.86720395,1.3393058,1.3467816,1.3441148,1.103852,0.65613806,1.1461792,1.1657555,1.18705,1.166084,1.4554746,1.2889694,0.85197544,0.970576,1.3297151,0.54819965,1.1114326,1.1162466,1.3084104,0.6613667,1.0828625,1.0766097,1.1416601,0.25105727,0.74718237,0.78242713,1.4262005,1.3931963,1.0797914,1.1028075,1.3307935,0.7043759,0.9535258,1.2349045,0.63203675,0.7065501,0.62338156,1.3685579,1.3088064,1.3823013,1.250211,1.0203869,1.2968055,0.94350487,1.1742406,0.8254067,0.762367,1.4061925,0.24588859,0.9477203
drawer,1.1474856,0.77083683,1.0418047,1.0455328,1.101176,1.0875239,1.027984,0.80137736,1.005059,1.118118,0.68866956,0.8193221,1.3192563,1.1094992,1.2315636,1.045508,1.1045768,0.9589823,0.9608093,0.95562893,0.9955864,0.88017374,0.8977778,0.95687616,0.690046,0.9639331,0.9896639,1.2248567,0.5872355,1.0203062,0.9925949,1.0792783,0.95257074,0.82817364,1.1132346,0.8724356,1.1187726,0.87222475,0.9527527,1.0012507,1.1501917,1.154086,1.129417,1.0293132,0.0,1.0849973,0.85261583,1.0452499,1.1166403,0.77630603,0.95146644,0.94490683,1.0288726,0.7342542,0.9178773,1.055492,1.0925318,1.1094848,1.2751923,0.875213,0.98031485,1.0772746,1.1257664,1.026389,1.019628,0.83609194,1.1113026,1.0460628,0.87819576,0.9705296,0.8432504,0.8622703,1.0631943,0.92494273,0.9858951,1.0734476,1.128253,0.93990177,1.0185876,0.8752369,0.85669595,0.78589725,0.77682996,1.0816984,0.98232245,1.0993323,1.1426886,0.974799,1.1311395,0.7111002,0.7232202,0.98089015,1.1322659,0.97583795,1.1057554,1.029438,1.0625067,1.1768787,0.89239204,0.87200403,0.97397643,0.86890846,0.7312614,1.0152543,1.19591,1.1796616,1.0144452,1.1717176,0.99532807,0.8919408,1.1443872,1.096807,1.06609,0.964278,0.73553836,0.8336903,0.9563251,1.1950238,1.0007018,1.1531947,1.0866677,0.9421093,0.92677975,1.1591159,1.1580291,0.99582326,0.81207776,0.8198417,1.0154693,0.9451079,1.118042,1.0139712,1.0837812,1.0332383,0.8472469,0.7980888,1.1472988,1.1100776
dress,0.8388971,0.9564001,1.1859658,0.6787599,1.139638,1.1253678,1.1882355,1.2705886,0.79192823,0.7775005,1.147798,0.9608648,0.85830444,1.0437214,0.8060868,0.97863156,0.9951977,1.2657957,1.3487707,1.0388727,1.2498791,1.0122714,1.3525075,1.1418085,1.1284823,0.85700536,1.1835042,0.7919512,1.0819138,1.1131757,0.9077369,0.7157609,1.2301304,1.0303495,1.2308786,0.9572763,1.0469983,1.2182401,0.9018067,1.308562,1.1845598,0.90656656,0.91818917,0.93988895,1.0849973,0.0,1.0344559,1.1681889,0.5821636,0.98950523,0.74030143,1.1101484,1.1708177,0.9058067,1.2910479,1.0223165,0.9653293,1.0114602,0.83462226,0.8941412,1.0088717,1.2044696,0.5930905,0.7709846,0.7912525,1.0565343,1.0231574,0.69640505,1.3180361,0.6790262,1.312927,0.97115856,1.2868516,1.017614,1.1468478,1.2381939,0.8411653,0.81491935,1.2037215,1.0870792,1.1400042,1.1672623,1.1618811,1.1397953,0.9819652,0.89977443,0.6418233,0.5977409,0.88222,1.2697117,1.2775165,1.1709547,0.9542105,0.9911162,1.2016978,1.1614039,1.2407564,1.0393484,1.1396325,1.0777863,1.1440202,1.266384,1.0379347,1.0844836,0.9501365,1.1886654,1.191582,0.43283546,0.9210482,0.6046983,1.283578,0.90367216,0.96126413,0.8116381,1.0623436,1.1895552,1.0723599,1.1512659,1.3712382,1.0936093,1.0343336,1.1710469,0.9707091,0.47028625,0.809825,1.2774395,0.9943239,1.1466844,1.2508001,1.1936473,1.0647395,1.0609415,0.8502258,1.0282401,1.1637646,1.0892749,0.8990827,1.1299679
ear,1.1818492,0.47536224,0.80393875,0.9696072,0.97236085,0.88210976,1.0150474,1.2332834,1.2777379,1.3251519,0.8319228,1.1718733,1.1384826,1.0855278,1.2411929,1.1986656,1.2334616,0.96763325,1.2286017,1.2693052,1.0526489,1.0589814,1.1103392,0.9788849,1.0102286,1.0456822,0.5864925,1.0253272,0.99172753,1.0553268,1.1915835,1.0335151,1.0596989,0.97283477,1.2110896,1.3086348,1.0190116,0.790661,1.3129054,1.0802687,1.2836161,1.1532011,1.042751,1.1701906,0.85261583,1.0344559,0.0,0.8766897,0.8353478,0.32574427,1.1634876,0.91596425,0.8821357,0.48920238,1.092547,1.0632259,1.1247406,1.0144519,1.2902999,0.42546868,0.88330925,1.0909995,0.844643,0.9441038,0.7372979,0.70030946,1.012863,1.0065638,1.0737271,0.8562424,1.0263855,1.1771923,1.0539081,0.91595393,1.0346538,1.1114153,1.0591593,0.98498034,1.1205091,0.55825055,0.91180444,0.5289115,0.43953574,0.96184325,1.2421048,1.033666,1.0722075,0.905967,1.1871395,0.7512094,0.8028829,0.9520279,1.1327473,1.2228804,1.2190136,0.99771506,1.2170612,1.0415059,0.8013698,0.7145908,1.1689485,1.1828053,0.9279896,1.2569454,1.1413645,1.0970192,0.9487818,1.0291221,1.0033408,0.6896335,1.0833052,1.2392658,1.2436702,1.1746336,0.6142127,0.90276796,0.81279504,1.0766741,1.0010641,1.1372628,0.9052168,0.6691985,1.1640828,1.15107,1.302882,1.1847678,0.36803013,0.46188164,0.88912153,1.0003357,1.19835,1.3038471,0.91332245,1.1079665,1.0969737,0.6050048,1.1715094,1.0915358
egg,1.309797,0.8026808,0.12552243,1.2824367,0.43904567,0.38533747,0.6323636,1.1623031,1.3420819,1.4923656,0.8585002,1.3447131,1.3763783,0.79073215,1.502861,1.3318295,1.3715146,0.6962202,0.63768744,1.4153898,0.4295076,1.265346,0.99169827,0.86401,1.2417445,1.0999501,0.70924544,1.2255132,1.2482386,0.6959463,1.4124005,1.3730091,0.77778125,1.325423,0.6677716,1.3620775,1.0852823,0.60262024,1.5363729,0.8228691,0.8805589,1.1368496,1.1106902,1.3986862,1.0452499,1.1681889,0.8766897,0.0,1.144976,0.67299193,1.2761232,0.693093,0.85631275,0.7809356,0.8962167,0.99364597,1.2322229,1.1956899,1.424369,0.7519984,0.8889743,0.689002,1.1884397,0.9931451,1.198623,0.6525589,1.1108917,1.3693832,0.7368764,1.2093728,0.74366647,1.5260546,0.7543813,0.9505179,0.39893013,1.076238,1.3610284,1.0830994,0.6122912,0.34056234,0.8672494,0.6086278,0.6232951,0.109111905,1.4323051,0.7919162,1.3725481,1.2409476,1.4052677,0.6687614,0.67748845,0.7213051,1.0608944,1.3353899,0.7610093,0.88690025,0.9149697,0.93305224,0.21941173,0.32019365,1.3430288,1.0061094,0.71451294,1.4061244,0.9035166,0.8614005,0.75126815,1.2871158,1.3396991,1.0137854,0.9333377,1.3218589,1.2691307,1.2752068,0.7206687,0.4282199,0.98067045,0.89904046,0.65213394,1.0402092,1.1495394,0.54496485,1.3291448,1.3547816,1.3994243,0.5335679,0.6534734,0.534001,0.89539826,1.0260069,1.0154363,1.3083426,1.0016757,1.2913394,1.324353,0.60887694,1.3202319,1.1315249
face,0.87832457,0.91881824,1.1807909,0.6853187,1.0948241,1.0485086,1.2227864,1.3430157,0.7703608,0.7477672,1.1367235,0.9268608,0.78283805,1.1941149,0.7877388,0.91725504,0.93488634,1.3144639,1.4179955,0.94536835,1.2853961,1.0208014,1.4052434,1.2563233,1.1980693,0.9312993,1.0528077,0.8308036,1.2192597,1.1343869,0.8598063,0.79755235,1.206725,1.0026436,1.2610378,1.0766962,0.84568423,1.2686964,0.8131144,1.3590515,1.2668219,0.9411367,1.0183382,0.8352913,1.1166403,0.5821636,0.8353478,1.144976,0.0,0.8781532,0.76045215,1.213516,1.2162973,1.0112162,1.3372047,1.0893068,0.96055937,0.9118834,0.7970544,0.6836121,1.112692,1.2348349,0.3801247,0.75462776,0.6733167,1.086852,1.0246613,0.770765,1.3273293,0.84980327,1.3623416,0.9076389,1.2645624,1.0351601,1.2037826,1.1726942,0.8207445,0.80242074,1.2143154,0.99930346,1.2646677,1.1318827,0.9367588,1.1198306,0.891696,1.0113047,0.72720474,0.83905494,0.7905443,1.3037744,1.3370516,1.1076659,1.0884542,0.9903054,1.1505536,1.3168154,1.2041203,1.1442726,1.1518416,1.0395648,1.1384684,1.258559,1.0789933,1.1051612,1.0494081,1.0777376,1.2970786,0.552286,0.90812534,0.83106214,1.27216,0.7870406,0.9174931,0.81796247,1.0881734,1.2290097,1.0476264,1.0262287,1.4273441,0.918774,0.98712295,1.0955658,0.99428916,0.6588298,0.7932929,1.3511862,0.93321395,1.0621686,1.1995138,1.323587,1.1280558,1.0115243,0.9431428,0.95193684,1.2776542,1.0997038,0.7679681,1.1765918
