,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
spoon,1.3997555,1.0264642,0.5240191,1.4596049,0.62943184,0.6218423,0.8668712,0.9340998,1.3281771,1.2491949,1.4570538,0.7257426,1.268235,1.455593,1.0472425,1.559948,1.3260401,1.2585894,0.45205802,0.4026307,1.2664943,0.7822701,0.9545537,0.6648538,0.71180236,0.65989727,0.63267434,1.1377286,1.267769,1.058241,0.33253145,1.0689225,1.3228936,0.742369,1.1185039,0.7937037,0.7894069,1.1857045,0.9064534,0.4726789,1.4809136,0.49506927,0.51260775,1.3081224,1.1312907,1.2365729,0.9860018,1.033719,0.9979255,0.8435952,1.2077897,1.3394511,1.0711046,0.8088741,0.6930275,1.0094185,0.19371307,1.003177,1.1902968,1.3514519,1.0617992,1.1008328,1.2604749,0.96200854,1.3876187,1.1714247,1.3882469,0.6638379,0.81362486,0.9832482,1.2979999,1.5101753,0.49070895,1.3734245,0.23349285,1.0989343,0.40533674,0.9630164,1.1443889,0.8957977,0.8431871,1.5646238,1.4041336,1.335309,1.3515953,0.5660347,0.66987497,1.2638499,1.0047375,0.8234776,1.036764,1.1851684,1.483217,1.5299833,1.2270474,0.49836165,0.5396015,0.983737,1.1028053,1.1448759,0.68116635,0.96690136,0.85130316,0.5871372,0.5645748,1.0867609,1.0179551,0.92579365,0.5607833,0.5899377,0.79853255,1.0855919,1.0076183,0.46415353,1.5100693,1.0939394,1.4790415,0.1731382,1.3024346,0.9238156,1.4381087,0.6910793,1.0318626,0.4172157,1.3325894,0.9715672,0.0,1.0201526,1.1951786,0.64754534,1.4049971,1.4247177,1.3045213,0.5458821,0.97611815,0.86644375,0.85109615,0.6881728,0.74638504,1.0449865,1.0428705,0.74020755,0.6957826,0.6489464,1.2834623
sprinkler,0.9689651,0.90114784,0.92718935,1.0964532,0.9496552,1.0624219,0.8276453,1.0924208,1.1648862,0.8248945,1.0388131,0.8914549,1.134043,0.9358746,0.98285747,0.9930931,0.930509,0.98646694,1.0711663,1.1011372,1.1017482,1.0612803,0.9227052,1.1430717,0.9529129,1.1324062,1.092365,1.091992,0.82930505,1.1316983,0.90540266,1.0734341,1.0242273,1.2099664,0.96387964,1.0020175,0.897227,1.0630482,0.9598232,0.87099993,1.0552537,1.1124251,1.0317262,0.83310413,0.90197664,1.0952685,1.1029907,0.9212819,0.96664214,1.044086,0.88130015,1.1245661,1.0280741,0.90717804,0.9504457,0.9239562,0.95842165,0.76800907,0.9307505,0.9448308,0.9171587,0.9182851,0.8138289,0.8535937,1.0674615,1.0719365,1.012362,0.9203782,0.9764424,0.9532794,1.0525373,1.1028812,1.1406183,1.1107012,0.95164675,1.0900695,0.94152373,1.0112936,1.1086271,0.9427748,1.1039964,0.8717026,0.98787427,1.0478742,1.0702646,0.94907385,1.0810959,0.8843858,1.0142865,0.98217535,1.1219486,0.7611164,1.0604872,1.0707393,1.0336958,0.9678303,0.954769,0.745003,0.9886537,0.93848634,0.9271855,1.0563345,1.0488701,1.0796953,1.0028164,0.90475357,1.0575976,0.9401673,1.0299448,0.9358636,1.0812339,0.90408033,1.1481093,0.94257635,1.1406809,0.94846046,1.0796832,0.98796904,1.1257246,1.2127429,1.0243903,0.94753945,0.9918251,1.0874985,1.0738722,1.1578674,1.0201526,0.0,0.9828878,1.0547279,0.9907319,1.1491469,1.1141415,0.9356332,1.0180414,0.882108,0.92375803,1.0783249,0.83341646,1.1108882,1.020577,1.0657929,0.993027,0.85153866,1.0953562
stick,0.78139806,1.117021,1.15689,0.7689353,1.1650348,1.2214859,0.9621616,1.1392994,0.8711006,0.8050022,0.8172798,1.1462815,0.96705544,0.8571718,0.9145826,0.7752283,0.8727782,0.9529169,1.1906959,1.2309837,1.0139657,1.1996799,1.0324154,1.154184,1.0608103,1.1676924,1.0786405,1.0559086,0.69981396,1.1211541,1.1297923,0.8685914,0.85829175,1.1587211,0.8850801,1.2137765,1.0724115,1.0840598,1.0742768,1.1349492,0.86131644,1.2281895,1.1546478,0.79867804,0.9630937,0.99801594,1.1892604,0.96758026,1.1421179,1.1867363,0.86877453,0.8702723,1.1302264,0.96679276,1.0370425,1.0907294,1.1668123,0.9584196,0.85793763,0.83771646,1.0524235,1.085917,0.77896553,1.095609,0.903135,0.942986,0.85269356,1.2395434,1.064657,0.9320825,0.95158386,0.83331513,1.1832414,0.90375584,1.1313515,1.1169441,1.153773,0.80946136,1.049587,1.0171418,1.1112671,0.8926045,0.7349052,0.9790038,1.0229242,1.2117347,1.2169652,1.0137455,1.1600296,1.0987943,1.0251989,1.0087477,0.7804479,0.877107,0.9704001,1.1386938,1.1157378,0.92346716,0.9864847,0.9119569,1.2211866,1.0274358,1.0404979,1.1229504,1.1172785,1.0968552,1.0732764,0.99016327,1.2220162,1.205601,1.1073245,0.945426,1.0227212,1.1017294,0.7866136,0.9932406,0.9492223,1.1953269,0.9387386,1.0633569,0.9542597,1.1636658,0.972219,1.1953073,1.0917712,1.0371106,1.1951786,0.9828878,0.0,1.1875162,0.95315367,0.8227314,0.8957892,1.1761776,1.1757662,1.1627923,1.0222262,1.1987783,1.1283307,0.938476,0.93765795,1.0838315,1.1577138,1.2621655,0.92932796
strawberry,1.37373,0.8286011,0.18182099,1.4669359,0.47135562,0.41112363,0.8187317,1.1755735,1.575626,1.1972661,1.5400767,0.60785043,1.2594424,1.3889961,1.0812689,1.4548162,1.2602351,1.2613971,0.7423406,0.72314906,1.2876654,0.55993116,0.8445604,0.9861575,0.7261092,0.99836206,0.7530203,0.552798,1.2085954,1.191778,0.5944956,1.3456318,1.3347105,0.95549923,1.2636588,0.55698615,0.6834512,1.3100487,0.59901905,0.37209153,1.5899208,0.9067996,1.026011,1.3359452,1.112809,1.3984282,0.87654215,0.8661665,0.72978115,0.6147169,1.2701393,1.3103223,0.6943397,0.5956774,0.6833766,0.63310176,0.7009132,0.8829989,1.0194798,1.5337737,0.81799996,1.0216187,1.2515811,0.6882203,1.206024,1.2982054,1.2125714,0.5872445,0.76660824,1.0023491,1.3641393,1.4898279,0.7443679,1.3171062,0.66869414,1.2704396,0.7728287,1.0246677,0.96818286,0.82562864,1.0839283,1.2938819,1.2597008,0.8697557,1.2139215,0.37710655,1.0081002,0.85532403,0.6844991,0.5017765,1.2991613,1.016734,1.4628348,1.3549502,1.3604412,0.47881997,0.62703925,1.0649881,0.7177307,1.0897584,0.72966695,0.65781397,0.9868445,0.84062713,0.92810464,0.849612,0.6391585,1.1017815,0.7501315,0.33317775,1.1901885,1.0951314,0.92083955,0.51694584,1.4352458,1.2559867,1.2461787,0.6304242,1.4484489,1.3846819,1.4296242,0.48735613,1.179178,0.6694779,0.992407,0.96643037,0.64754534,1.0547279,1.1875162,0.0,1.3445896,1.4100997,1.4867789,0.5145252,0.63528687,0.76703644,0.9272013,0.8788876,0.5566765,1.2846552,1.1505595,0.86113524,0.9277525,0.4586178,1.3889389
stroller,0.8478162,1.2237542,1.3778505,0.7339868,1.3471916,1.2553177,1.1940852,0.8066318,0.7030885,0.92861426,0.59111726,1.2624321,0.7033462,0.78132796,1.1525704,0.4737438,0.7926987,0.90237606,1.2430813,1.3210738,0.780239,1.287718,0.91446793,1.044856,1.2467241,1.0253375,1.0464882,1.0725254,0.90694296,0.693506,1.3432876,0.75116414,0.77664995,1.166129,0.99681777,1.3199778,1.1578631,0.6781324,1.3176864,1.4015388,0.5889393,1.1810907,1.2116733,0.91122407,0.76074314,0.64611185,1.1230567,0.9431635,1.2165802,1.303318,0.95233834,0.87018216,1.1802274,1.1998396,1.1264699,1.2136364,1.385226,1.1371439,1.0008523,0.6634625,1.1476636,0.87386894,0.9242852,1.0893106,0.83392715,0.91836196,0.82988775,1.1229991,1.2534246,1.1752213,0.64236295,0.598765,1.288562,0.43885124,1.3678634,0.66568875,1.3365134,1.0302465,0.85210913,1.1000909,1.1056666,0.6381165,0.6956469,1.0050876,0.8792928,1.4521716,1.0480837,0.970006,1.2199738,1.3809195,0.89901567,0.99904746,0.64656496,0.5951015,0.9438062,1.3302118,1.3364885,1.1103374,1.0483567,1.0604597,1.1330763,1.0381739,0.8758031,1.2228066,1.1560438,1.0362314,1.2271516,0.67215353,1.2521474,1.3652966,0.9546767,0.8891063,0.91006553,1.120188,0.6951139,0.7401205,0.6567403,1.3509872,0.70294523,0.9337893,0.60653156,1.299293,1.0336006,1.4399323,0.8987961,0.9458894,1.4049971,0.9907319,0.95315367,1.3445896,0.0,0.7276397,0.7151356,1.4364161,1.2164717,1.2197096,1.1038945,0.8676839,1.2964175,0.8925282,0.9333718,1.0175995,0.8886388,1.2931161,0.6227175
sweater,0.7140721,1.1607516,1.4299438,0.3885702,1.372966,1.3966966,1.2580665,1.0531834,0.6530507,0.8924048,0.54793495,1.1686316,0.8737622,0.5575051,0.9710327,0.5353416,0.81809294,0.7829447,1.3490517,1.3133202,0.8414291,1.3238407,1.19585,1.2217494,1.2707057,1.2544308,1.264286,1.221205,0.8669363,0.9096401,1.4415172,0.8113649,0.39916396,1.1902254,0.9245454,1.2908806,1.3054364,0.7396445,1.302449,1.494211,0.5957727,1.3077116,1.2225175,0.8400637,0.91134787,0.7894136,1.1703699,1.0920409,1.1774118,1.1977732,0.80057395,0.44653583,1.1037565,1.3698921,1.2421353,1.1880836,1.3693888,1.2372242,0.9594258,0.71903497,1.0146649,0.9475821,0.9108707,1.313392,0.7154645,0.740242,0.702963,1.312103,1.313443,1.0209376,0.75911397,0.118567705,1.3782816,0.602794,1.4288944,0.9112944,1.3471376,0.9790501,0.8328826,1.1811514,1.1094686,0.72214746,0.8497132,0.8788074,0.91688895,1.4052069,1.1824173,0.846559,1.1340368,1.3335134,0.8876288,1.0962361,0.15976542,0.39488518,0.72812235,1.4575444,1.4066005,1.1452955,1.1304924,0.99179685,1.2871909,1.0326777,1.061143,1.1397283,1.2876635,1.1098711,1.2305428,1.046516,1.4028478,1.4196074,1.0593174,0.92783606,0.8973713,1.3858442,0.18947661,0.9451266,0.53277,1.4395093,0.70293623,0.88756716,0.73666847,1.3847797,0.9916935,1.3586857,0.90096176,0.93387866,1.4247177,1.1491469,0.8227314,1.4100997,0.7276397,0.0,0.6197015,1.4629574,1.1821337,1.3513494,1.1106217,1.1984015,1.4025367,0.74091905,0.93586427,1.1792274,1.2340734,1.44084,0.7136529
table,0.6832214,1.2996558,1.4997957,0.5614004,1.3402823,1.369173,1.1928164,0.80197334,0.36218047,0.857235,0.4798171,1.3838496,0.8098083,0.6411878,1.0936384,0.5465747,0.696234,0.7661891,1.1537163,0.9833381,0.6134542,1.348984,1.277071,0.95126015,1.3080786,1.0076677,1.2377194,1.3394561,0.8422709,0.9901624,1.4309468,0.7450379,0.7118859,1.0802402,0.83723617,1.2804059,1.2642598,0.7491711,1.2866591,1.5295374,0.3960207,0.96023774,0.8764838,0.8846619,1.0243341,0.64497256,1.1790692,1.2321352,1.3849397,1.4012973,0.7541663,0.72658557,1.3664129,1.3666213,1.2149901,1.4053751,1.4032485,1.1548388,0.9797174,0.4185468,1.2923533,1.1832402,0.79305315,1.2191391,0.96598285,0.60291994,0.84475374,1.4622163,1.3506329,1.0807521,0.647733,0.60824835,1.1988336,0.76132756,1.3125918,0.7053809,1.3181361,1.2337621,0.748186,1.0647823,0.9476173,0.72603035,0.8460841,1.0934576,0.7842126,1.480979,1.1191313,1.2493988,1.2927964,1.3233153,0.69957787,1.0225263,0.5822661,0.7748289,0.6430777,1.5426162,1.5199655,1.1205459,1.2078195,1.0256308,1.4338789,0.9505644,0.9327675,0.75806904,1.2449778,1.3748243,1.3537332,1.0422347,1.3571253,1.463847,0.9288729,0.8457186,0.7033857,1.4212816,0.6489376,1.0050111,0.98949474,1.3265169,0.49589455,0.5434408,0.44428498,1.564138,0.8178808,1.3117445,1.1784337,0.7053835,1.3045213,1.1141415,0.8957892,1.4867789,0.7151356,0.6197015,0.0,1.3798981,1.4566838,1.3655605,1.2066557,1.372958,1.3131485,0.29216683,0.8559356,1.1643791,1.1340351,1.5702729,0.55891496
tape,1.3354713,0.8533677,0.38692307,1.5525367,0.32083154,0.437739,0.54454994,1.1333667,1.4382384,1.2226149,1.5338107,0.7734793,1.2964121,1.3716052,0.914977,1.549873,1.1912576,1.1863158,0.63154024,0.38052285,1.2690268,0.5741192,1.0774462,0.769719,0.8077232,0.8951167,0.7887905,0.8420696,1.335403,1.2929288,0.5115761,1.420659,1.3954462,0.7614477,1.2353616,0.53091705,0.74417,1.350095,0.6270436,0.4425733,1.54434,0.62941825,0.62593424,1.3473938,1.0843117,1.4553417,0.895267,1.0172572,0.8828056,0.53117347,1.2614219,1.3439978,0.8869406,0.65333694,0.7568344,0.77167886,0.6225109,0.7363887,1.0517825,1.3868463,0.8625774,1.0154873,1.2737854,0.47615558,1.3612301,1.2532248,1.3413228,0.64136505,0.70877534,1.0012177,1.3326696,1.5574269,0.6342103,1.3628831,0.6754843,1.3304484,0.5561981,1.2169746,1.1605042,0.7228118,1.0151238,1.3359407,1.1952317,1.110725,1.1985749,0.38658118,0.8801474,1.0819399,0.80403143,0.4624914,1.2501532,0.98939884,1.5372449,1.4601678,1.2780037,0.51598734,0.6782492,0.91587996,0.8353362,0.9858816,0.79295,0.90049434,1.0243796,0.60617906,0.7715779,0.9218074,0.6670201,1.0800309,0.631536,0.3728239,1.1789374,1.1592276,1.1060582,0.5699887,1.4943368,1.1927875,1.3986335,0.59696907,1.4221525,1.1250879,1.3675032,0.51862407,1.1070658,0.38129592,1.1481459,1.0597823,0.5458821,0.9356332,1.1761776,0.5145252,1.4364161,1.4629574,1.3798981,0.0,0.8642858,0.7760417,0.82976884,0.92145777,0.3471341,1.1979773,1.1856796,0.85770005,1.0393902,0.55513245,1.4658887
toe,1.347564,0.44228625,0.597883,1.1038406,0.8473376,0.74081653,1.1168574,1.2907884,1.4706142,1.208988,1.4438426,0.6285577,1.3338032,1.1654431,1.0646157,1.3852761,1.2777457,1.2362567,0.9941056,1.1517516,1.3519151,0.6828633,0.9585873,1.1993153,1.0394692,1.1874042,1.0281819,0.5100751,1.1448257,1.1041445,0.8705397,1.3076744,1.2013968,0.9480684,1.1993634,0.7203262,0.9133208,1.2222396,0.76734495,0.6191975,1.5076663,1.1081756,1.2360919,1.1401109,1.096725,1.2617092,0.80702466,0.7723297,0.23869056,0.4621575,1.1691703,0.9381416,0.14800167,0.9322388,0.972558,0.3384204,0.75315833,1.1317313,1.1482323,1.3984585,0.4274662,0.7873032,1.173099,0.9393259,0.6364323,1.1488883,0.63046634,0.62984145,0.67754805,1.1337233,1.2219877,1.2127463,1.0243036,1.1598774,0.9422076,1.270421,1.0038775,0.7461643,1.0687307,1.0636319,1.1529675,1.07361,1.2321907,0.5961957,1.1282253,0.47499657,1.0937548,0.5612986,0.35007042,0.73427856,1.371864,1.0548383,1.1858574,1.009776,1.2879386,0.59102786,0.5812267,1.0786105,0.860928,1.0865318,0.82008976,1.0486513,1.1977134,1.2599844,1.0291528,0.55194956,0.78044915,1.2025441,0.9413086,0.6997463,1.2454495,1.2386689,1.2521992,0.8951833,1.1192704,0.92018807,0.8554575,0.92226976,1.3313296,1.4005905,1.3116165,0.48568237,1.2576399,0.9633367,0.40384966,1.2685035,0.97611815,1.0180414,1.1757662,0.63528687,1.2164717,1.1821337,1.4566838,0.8642858,0.0,0.5671176,0.5570041,1.0201238,0.93020463,1.4321723,1.226973,1.0544614,1.0128331,0.35543287,1.3382361
tooth,1.2403417,0.6446259,0.78185046,1.2006762,0.9012612,0.8549711,0.9140967,1.1582168,1.3473504,1.1596887,1.4134886,0.8649689,1.16258,1.1733332,0.95047057,1.2940218,1.1518403,1.0749247,0.97007066,1.0125769,1.1988325,0.76693916,0.8895259,1.0806035,0.9008003,0.9977684,0.87032217,0.61425376,1.1630024,1.1633409,0.8202584,1.2903461,1.3425603,0.92002994,0.9378621,0.9538518,0.8719369,1.268179,0.8225159,0.61808914,1.4106963,1.0233155,1.1022439,1.1381689,1.0282726,1.258007,0.8250034,1.0236275,0.64032304,0.7730351,1.1825951,1.186433,0.513347,0.80905193,0.9521651,0.6870193,0.6366683,0.95828027,1.0602673,1.2140169,0.76417816,0.7923393,1.136478,0.78088486,1.0001813,1.2078729,0.8574778,0.90704894,0.5351533,1.0437418,1.2284163,1.3782035,0.92020476,1.2517742,0.8351189,1.0869328,0.9280457,0.8451731,1.0258255,0.98265505,1.1439751,1.0342009,1.1234949,0.9016414,0.99895465,0.6666945,0.91982603,0.8170892,0.70720136,0.9146697,1.2628527,0.90323377,1.2213336,1.2124984,1.1328882,0.44675225,0.49930274,0.92181563,0.854855,1.0271939,0.82322073,0.91967565,1.2035692,1.0740579,0.9340103,0.83372813,0.8979214,1.0090235,0.88624156,0.8110728,1.093873,1.2381145,1.1138082,0.7906819,1.3156829,0.790943,1.1168959,0.8570238,1.348419,1.281219,1.2120047,0.6034906,1.0492676,0.9249825,0.65834033,1.1323096,0.86644375,0.882108,1.1627923,0.76703644,1.2197096,1.3513494,1.3655605,0.7760417,0.5671176,0.0,0.4549868,0.89854586,0.8708606,1.2360501,1.2376056,0.9050985,1.0462881,0.4918236,1.3337849
toothbrush,1.1611657,0.67381954,0.8531412,1.0114318,0.8861636,0.857497,0.8577691,1.2110215,1.2971969,1.2500767,1.3498632,0.86979717,1.1976507,1.0554003,1.017496,1.2573748,1.0662296,1.0217643,0.93862945,1.024348,1.2511972,0.9552681,1.1096407,1.014272,1.0469269,1.0757725,1.0681095,0.724133,1.2272031,1.2301123,0.9495691,1.1853034,1.1113425,1.0883949,1.025009,1.0339972,0.9522248,1.2546123,0.93724644,0.66218036,1.3708475,0.975291,0.9982466,1.2088132,1.0193806,1.2855692,1.0096776,1.0621015,0.5916284,0.7960831,1.0844773,1.043987,0.44049716,0.92256945,0.9694417,0.7069458,0.5092348,0.9523962,1.0829879,1.1603602,0.71598357,0.7327758,1.1716433,0.6819744,0.9372416,1.1104054,0.5584779,0.89907247,0.61823297,1.0892646,1.0874994,1.1626132,1.0644783,1.079092,0.89088607,1.0617316,1.0529786,0.88715756,1.0365312,0.89543194,1.1433733,0.8939404,1.1491984,0.84068,1.0953654,0.7655977,1.0123525,0.74479187,0.7262488,0.9596464,1.2514635,1.0132821,1.0349599,1.0588645,1.042066,0.5328926,0.48181272,1.1003262,0.9359109,1.047772,1.0724641,1.0744625,1.1679758,1.0556706,1.0068337,0.9451964,1.0196488,0.9503594,1.0987506,0.97440565,1.1410991,1.2137283,1.1326771,0.83029485,1.0744935,0.86883783,1.0306519,0.84209776,1.3703102,1.1402593,1.150722,0.77153456,1.0362427,0.96915543,0.64956534,1.1511166,0.85109615,0.92375803,1.0222262,0.9272013,1.1038945,1.1106217,1.2066557,0.82976884,0.5570041,0.4549868,0.0,1.0600854,0.8370585,1.0936706,1.1983223,1.037551,1.0318614,0.62519336,1.3315946
towel,1.2980456,0.98818314,0.8913896,1.2434725,0.9920685,0.87426126,1.0422392,0.7675831,1.200419,1.180827,1.0959558,0.8430591,0.8300874,1.3238324,1.1335839,0.9959485,1.2232974,1.2135447,0.63051283,0.9120976,1.0149188,0.91178197,0.5921828,0.6776686,0.7626479,0.54015315,0.7213595,1.0571793,1.2203411,0.5448637,0.6549793,0.88725704,0.97676027,0.9274059,1.0528775,1.0254245,0.94189197,0.8562356,1.0133324,0.7875482,1.2025096,0.6893078,0.98235935,1.1558262,0.9116658,0.98917043,0.84075904,0.81450045,1.0004904,1.0542656,1.1749091,1.3747144,1.1207905,0.92243576,0.8021877,1.0354593,0.7347013,1.0759747,1.0129074,1.3737428,1.1491439,0.63694423,1.2201011,0.9503397,1.2847329,1.2832881,1.347755,0.65425986,0.80702794,1.0765724,1.1674109,1.0873058,0.6943121,0.77286696,0.6580025,0.8723305,0.74070656,0.7981776,1.1930392,1.1246091,0.6401863,1.3156173,1.2030683,1.3430105,1.3369308,0.9592516,0.28289938,1.0449489,1.1469636,1.1014677,0.9653402,1.1713398,1.1964936,1.0370903,1.1235452,0.7433657,0.801606,0.98397094,1.0856876,1.1855505,0.44306386,1.1761425,0.76584756,1.0805764,0.77532357,0.9767208,1.0040829,0.6788616,0.6294014,0.92773026,0.71509904,1.1115,1.2242094,0.57329714,1.2358189,0.94471353,0.9446947,0.6153386,1.2052879,1.010383,1.3583616,0.76445174,1.1690675,0.71862614,1.0967107,1.2213717,0.6881728,1.0783249,1.1987783,0.8788876,0.8676839,1.1984015,1.372958,0.92145777,1.0201238,0.89854586,1.0600854,0.0,0.9796251,1.3142434,1.0951271,0.8335936,0.55219656,0.8277484,1.1359363
toy,1.0659246,1.0034713,0.4719236,1.5383053,0.27949345,0.44933927,0.4915253,1.048392,1.4759595,1.1184887,1.4226465,0.83502376,1.1898988,1.109425,0.7937926,1.3364874,0.7934659,0.84935087,0.7035773,0.69622993,1.0757049,0.76099485,1.0058386,0.8770839,0.78025615,1.048536,0.8257358,0.82230794,1.3393556,1.3233324,0.7055871,1.5014437,1.2495505,1.0763341,1.3605897,0.6650009,0.74994975,1.2426376,0.7003409,0.44078708,1.3843603,0.83976734,0.7622688,1.1866149,0.7318143,1.4084636,0.9586305,1.0168078,0.9362079,0.7603283,1.2619029,1.3317584,0.9828465,0.5966096,0.6297419,0.8128855,0.8289201,0.41466022,1.0895951,1.3368312,1.0045154,0.9915129,1.1808417,0.35540652,1.3559006,1.2834016,1.3240457,0.59767854,0.8047407,0.9144875,1.3231342,1.4507256,0.7677383,1.2926278,0.76457685,1.1824514,0.7912048,1.2557142,1.1834514,0.72787064,1.0080957,1.1580137,0.84333825,1.24435,1.2239323,0.50574696,0.95688015,1.1435595,0.88263613,0.4321277,1.3243049,0.73728496,1.4711055,1.4544606,1.1014748,0.6164583,0.75132227,0.8764597,0.89791155,0.879517,0.8770789,0.9470232,0.95574903,0.8231645,0.7941362,1.0545635,0.67438936,0.97676086,0.74477065,0.45239264,1.1468716,0.94125575,1.1366138,0.66288686,1.4547017,1.1159401,1.4382852,0.70022416,1.410311,1.2948399,1.1199054,0.6079261,1.2044649,0.57206523,1.2284687,1.1522208,0.74638504,0.83341646,1.1283307,0.5566765,1.2964175,1.4025367,1.3131485,0.3471341,0.93020463,0.8708606,0.8370585,0.9796251,0.0,1.2248381,1.1772584,0.88771486,0.9996574,0.70830446,1.4307423
tray,0.7519877,1.2644207,1.3978038,0.70312244,1.2203952,1.203702,0.9888127,0.88444364,0.5114558,1.0582244,0.7300396,1.3627887,0.9447716,0.6617139,1.0895646,0.7424882,0.71652675,0.7354734,1.1395983,0.6183709,0.7063252,1.209089,1.3415207,0.91710126,1.2185838,0.96907896,1.2230922,1.2247792,1.0657061,1.1918781,1.293332,0.8683277,0.82402337,0.8966054,0.8071604,1.1933646,1.170865,1.0090524,1.2161189,1.4205272,0.6412576,0.8860412,0.63682026,1.0980461,1.1398709,0.906791,1.2070314,1.2530396,1.3558003,1.3307498,0.8661405,0.82698715,1.2790266,1.3233231,1.2022264,1.4311702,1.1875795,1.0981256,0.8996862,0.60927796,1.2958596,1.1861695,1.0534446,1.0926912,1.0974009,0.6587744,0.85090077,1.4562414,1.2119766,1.0715373,0.80128706,0.7880591,1.1228236,0.9192561,1.1868131,0.89396405,1.1943268,1.2219987,0.55512977,0.8877722,0.9719579,0.76784015,1.0224001,1.101648,0.78054965,1.4043609,1.0259838,1.219749,1.3225383,1.2202928,0.733897,1.0485222,0.7331431,0.95973366,0.5972136,1.4136903,1.3768904,1.1475625,1.0906016,1.0755694,1.4583688,0.6624451,1.0028366,0.30628997,1.1718307,1.3885727,1.2457439,1.0377593,1.2488382,1.3610475,1.0246423,0.9866411,0.39539325,1.3137374,0.8390966,1.0207412,1.113233,1.1821058,0.7303144,0.4778813,0.5928402,1.5174161,0.7975918,1.1493449,1.2016234,0.41258645,1.0449865,1.1108882,0.938476,1.2846552,0.8925282,0.74091905,0.29216683,1.1979773,1.4321723,1.2360501,1.0936706,1.3142434,1.2248381,0.0,0.8579955,1.1471564,1.2739344,1.5080116,0.7914897
tree,0.87753063,1.2326934,1.127424,0.8849255,1.0430045,1.0841013,1.0818989,1.0026858,0.8279904,0.9090765,0.81495225,1.0935985,0.92402685,0.9138274,1.0194669,0.8906591,0.94712,0.907372,1.0601617,1.0060014,0.97264385,1.2463667,1.0812726,1.028321,0.9855663,1.0313739,0.98042536,1.2221342,0.9101344,1.1165617,1.0610493,0.7919127,0.97356427,1.0751282,0.87258744,1.1971571,0.9078766,1.0151643,1.1825888,1.1406803,0.8572814,1.0391083,1.0242147,1.0195556,1.187577,0.87461793,1.1463742,1.1808865,1.1878479,1.2624912,0.8574778,0.8951411,1.2215583,1.0507617,0.949028,1.3031982,1.0817436,1.0675573,1.0389063,0.89884806,1.1459255,1.2100158,0.9366347,1.1706609,0.9671881,0.86970806,1.0554342,1.2186543,1.1475886,1.0075951,0.9365466,0.94609654,1.0443571,0.9148542,1.0237015,0.9854747,0.9204198,0.9949248,0.9721,0.9132448,0.9406769,1.021689,1.09111,1.0729978,0.9564469,1.175365,1.006889,1.1805217,1.1699779,1.1114756,0.862386,1.0287002,0.93672127,1.0421244,0.82981515,1.2209766,1.1611998,1.14118,1.1509817,1.0382041,1.213244,1.0279484,0.7398752,0.945947,0.9117204,1.2619133,1.0935557,1.0725425,1.189461,1.1327157,0.98149496,0.8674134,0.88165694,1.1020473,0.94777477,1.0687894,1.117484,1.0872594,0.78653455,0.93889695,0.89759445,1.2401183,0.8302542,1.072179,1.2118995,0.87709624,1.0428705,1.020577,0.93765795,1.1505595,0.9333718,0.93586427,0.8559356,1.1856796,1.226973,1.2376056,1.1983223,1.0951271,1.1772584,0.8579955,0.0,0.9347488,1.0842805,1.261564,0.63347834
