,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,duck,ear,egg,elephant,face,finger,fish,flower,foot,fork,frog,giraffe,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,helicopter,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,raisin,refrigerator,rooster,sauce,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
coffee,1.1590899,0.85365355,1.029249,1.117921,0.88704485,0.7693114,0.938849,1.0170954,1.0143166,1.1456246,1.2710977,1.0208981,1.1211816,1.1914297,1.0504224,1.300925,1.2134142,1.2269258,0.95037603,0.52677596,1.1223475,0.6585601,1.0388263,0.7807729,1.1037314,0.83975875,1.0094919,0.7848935,1.1701764,1.1019328,0.8971102,1.1398735,1.2979075,0.0,1.0416017,0.84341747,0.86941487,1.1617068,0.92898715,1.0532763,1.2251432,0.6177461,0.5946989,1.1670041,1.1585399,1.1034712,0.94642,1.1017534,0.9358195,0.6454697,1.1254697,1.0700569,0.9002718,0.98341686,1.1888251,1.0985613,0.89127916,1.0983793,1.0284054,0.9941688,0.9776518,1.0021586,1.1267225,0.9731833,1.0626364,0.9885675,1.0072352,1.0805037,0.95116556,1.1489369,1.1046827,1.2356098,0.7228498,1.1576266,0.9482482,1.1697624,0.8432512,1.0040677,0.86592746,0.8172723,0.86085874,1.0436164,1.1846379,0.98023546,0.712958,0.882823,0.7921488,1.0367343,0.87493324,0.7798195,1.0627239,0.9459347,1.214354,1.1784356,1.0908417,0.99939036,0.9671244,0.9862971,0.8785395,1.105566,0.96768516,0.8135778,1.0533067,0.6680715,0.90374964,0.7550912,0.72960865,1.2156755,0.88809,0.91666394,1.1015824,1.2128303,0.80008733,1.137711,1.175935,1.080395,1.0527478,0.89881855,1.0955994,0.6977631,1.183383,0.88737744,1.1120921,0.80274653,0.9207492,0.69611347,0.742369,1.2099664,1.1587211,0.95549923,1.166129,1.1902254,1.0802402,0.7614477,0.9480684,0.92002994,1.0883949,0.9274059,1.0763341,0.8966054,1.0751282,1.0845101,1.1938671,0.96528095,1.160201
comb,0.9730744,1.0667728,1.31532,0.8038448,1.2610304,1.2961345,1.0797527,0.9060857,0.5930288,0.865834,0.6325394,1.1143627,0.79199684,0.79589707,1.1243705,0.7207302,0.9305798,0.9680185,1.1955614,1.111323,0.9317157,1.3450937,0.9734802,1.0579795,1.108672,0.9211291,1.1527934,1.1319761,0.68190646,0.9606217,1.0637149,0.7653798,0.8659754,1.0416017,0.0,1.3029418,0.95504355,1.0874904,1.1465478,1.2123674,0.6003674,1.0888672,1.0235016,1.0286835,1.3167762,0.91046655,1.0626829,1.1346576,1.0698725,1.260051,0.7018728,0.95668125,1.1400387,1.227648,1.2962408,1.2302866,1.0275024,1.2536905,0.8487215,0.60960114,1.1252167,1.1141152,0.78002596,1.1608114,0.9780489,0.9370562,0.95576847,1.3199251,1.0216339,1.0930102,0.91577995,0.9534877,1.1106545,0.9578407,1.0185214,0.94568557,1.012296,0.74309325,1.1725211,0.8950777,0.8787949,0.87010884,1.0577778,0.9664575,0.91997087,1.2549534,0.9617811,1.0808808,1.1574843,1.2490734,0.77133834,0.97867465,0.76082444,0.9966106,0.803517,1.1721556,1.0641074,1.1260412,1.1772013,1.1053965,1.0945132,1.2192302,1.2411444,1.0207512,1.1372639,1.1794871,1.1576902,1.0290368,1.0799477,1.3855267,0.9344032,1.2578053,1.0963666,1.210464,0.90486896,0.86534536,1.0367602,1.1407143,0.7123677,0.77516747,0.7563188,1.2905127,0.3688811,1.140359,1.0939144,1.0624999,1.1185039,0.96387964,0.8850801,1.2636588,0.99681777,0.9245454,0.83723617,1.2353616,1.1993634,0.9378621,1.025009,1.0528775,1.3605897,0.8071604,0.87258744,1.1013416,1.150862,1.2253089,0.84034884
cookie,1.2199817,0.8297175,0.55600774,1.385725,0.68902874,0.76834154,0.7299758,1.2110409,1.3657513,1.1779575,1.4030538,0.725176,1.2606313,1.2376875,1.0070943,1.4064423,1.1956261,1.1651171,0.90548164,0.7407058,1.1969631,0.28368592,0.8983246,1.0921723,0.83809346,1.1268485,0.960101,0.7265619,1.1997961,1.1774467,0.7562554,1.3505042,1.184191,0.84341747,1.3029418,0.0,0.89560926,1.2477522,0.19820845,0.64131105,1.3958788,0.969736,0.8469308,1.1639569,1.0895916,1.2895428,0.7628175,0.80370694,0.7734921,0.59904236,1.2608602,1.1895491,0.84235835,0.7532688,0.893861,0.5356788,0.82246614,0.85830307,1.0063384,1.3669577,0.7792076,1.0527631,1.2160006,0.79415536,1.1082495,1.1591161,1.2127678,0.72007793,0.8948738,1.0188413,1.203024,1.3098824,0.7566711,1.2693017,0.81307715,1.2940947,0.872819,1.1392694,0.95319307,0.8935724,1.1767725,1.241029,1.1312478,0.9367394,0.94863385,0.5783722,1.0563669,0.8735441,0.79706764,0.5144304,1.1800729,1.024681,1.3743021,1.2047043,1.2089021,0.6942843,0.7501395,0.99410135,0.77258074,0.96570504,0.8603044,0.7979461,1.1318184,0.84254444,0.9382076,0.80223477,0.5787585,1.2278677,0.7726728,0.550345,1.2458029,1.0980066,1.0234005,0.81317806,1.2564833,1.2350461,1.1209983,0.7128388,1.3020239,1.2116468,1.3322954,0.5263319,1.1816556,0.64028406,0.9714703,1.0342228,0.7937037,1.0020175,1.2137765,0.55698615,1.3199778,1.2908806,1.2804059,0.53091705,0.7203262,0.9538518,1.0339972,1.0254245,0.6650009,1.1933646,1.1971571,1.0064102,1.046621,0.6162021,1.307872
corn,1.1971673,0.9119614,0.6949675,1.2928984,0.51274014,0.6344588,0.59711504,1.0363792,1.3271666,1.0866196,1.3767722,0.89660734,1.0677351,1.2398227,1.051401,1.3023877,1.1781187,1.1755819,0.93605685,0.90461564,1.2271599,0.9152763,0.7477769,1.0170207,0.88252985,1.0774127,0.9531454,0.76447916,1.0435154,1.2018182,0.7948701,1.1678432,1.3576086,0.86941487,0.95504355,0.89560926,0.0,1.249285,0.7842294,0.69775176,1.3607168,0.9510715,0.83112025,1.1789627,1.0811687,1.1996149,0.95865357,0.9252888,0.9180683,0.8623783,1.1314085,1.1866628,0.90440834,0.72678465,0.73280853,0.9752714,0.7751018,0.76427937,1.1068568,1.1796072,1.0257139,1.1203159,1.0002031,0.73905027,1.0567602,1.1977794,1.1051617,0.92364454,0.8307313,1.1268976,1.2298018,1.3956658,0.84558225,1.2449331,0.7374351,1.1592109,0.8546338,0.9417022,1.1195729,0.3173474,1.05442,0.9851543,1.0944378,1.0147071,0.9370059,0.83991283,1.0103015,1.07279,0.9388563,0.743491,1.2809713,0.68863827,1.3330739,1.3189253,1.1960478,0.8035414,0.7214801,1.0086716,0.67759347,1.0824505,0.85541874,0.9413555,0.83936006,0.8466443,0.81393236,0.89508295,0.732734,1.075962,0.8996856,0.6847827,1.0880659,0.9797465,1.0199165,0.8827448,1.332591,1.0860444,1.2234112,0.7762092,1.2559242,1.2033473,1.3101275,0.8736048,1.0099909,0.8750199,1.0343188,0.97472703,0.7894069,0.897227,1.0724115,0.6834512,1.1578631,1.3054364,1.2642598,0.74417,0.9133208,0.8719369,0.9522248,0.94189197,0.74994975,1.170865,0.9078766,1.0306289,1.0625103,0.82275337,1.2219322
couch,0.9772332,1.1732992,1.2906172,0.76840365,1.3083245,1.2447089,1.3129475,0.6841636,0.7483404,0.94985366,0.6293187,1.1551955,0.7273395,0.97208816,1.0987917,0.71129465,0.93233323,0.9202607,1.0016979,1.1843928,0.5758276,1.1686636,0.8996094,0.9118493,1.1621121,0.7748599,0.9227018,1.2713474,1.0040808,0.3829174,1.2401892,0.70786464,0.76919734,1.1617068,1.0874904,1.2477522,1.249285,0.0,1.2910867,1.349875,0.6175892,1.0243008,1.0864834,0.82237816,0.7579408,0.5485964,0.88425785,0.9059986,1.2583472,1.2157812,0.96201146,0.92908245,1.2645221,1.3388909,1.1206675,1.1704515,1.2391164,1.2043614,1.0654165,0.8647808,1.1743116,0.92138654,0.9452257,1.1886332,0.9847212,0.9262089,1.0429162,0.9911576,1.328763,1.0157639,0.759153,0.68185204,1.0759875,0.7802497,1.1664755,0.5907273,1.1317083,1.0303023,1.0053602,1.2528905,0.868958,0.9710804,0.86086583,1.105812,1.0264562,1.3426325,0.88925993,1.092716,1.2299678,1.333996,0.7046972,1.1091212,0.82025105,0.73385787,0.94146264,1.2721852,1.2693138,1.0061233,1.1922085,1.0878452,0.7596891,1.2005084,0.89469194,1.201432,1.0970813,0.99795306,1.2714969,0.65242475,0.9747232,1.3177521,0.6152131,0.91951704,1.0654019,1.0962342,0.76342845,0.8763231,0.6996349,1.1033857,0.71545994,0.81462735,0.78982574,1.2626892,1.1086149,1.1764054,1.0033872,1.0797588,1.1857045,1.0630482,1.0840598,1.3100487,0.6781324,0.7396445,0.7491711,1.350095,1.2222396,1.268179,1.2546123,0.8562356,1.2426376,1.0090524,1.0151643,0.92246425,0.6556652,1.2808048,0.71137834
cracker,1.0925797,0.7964546,0.66505116,1.3165555,0.7593715,0.8632636,0.5754465,1.1787019,1.3731873,1.1206747,1.4240772,0.89131045,1.2359277,1.1767175,0.9454649,1.3085445,1.1503198,1.1189471,1.0195421,0.9073865,1.1859748,0.2854842,0.84549755,1.165176,0.8207675,1.179754,1.0151981,0.64002573,1.1285175,1.2256968,0.8246857,1.3038433,1.1825916,0.92898715,1.1465478,0.19820845,0.7842294,1.2910867,0.0,0.6993878,1.3695228,1.0905092,0.93106085,1.0477246,0.99685925,1.2981324,0.81166106,0.873501,0.79732853,0.72455716,1.15988,1.1946156,0.83516204,0.7538957,0.8652693,0.61089385,0.8609447,0.7806959,0.86821765,1.2872735,0.8616734,0.98953074,1.1342013,0.7508055,1.077221,1.1793805,1.072517,0.8300872,0.85047376,0.9884252,1.2328036,1.338958,0.75701505,1.2965914,0.8970973,1.2892146,0.9913596,0.9974283,0.9509864,0.77971554,1.202668,1.099079,1.0862118,0.9773723,0.8022342,0.7213299,1.0295666,0.93114394,0.827626,0.5370131,1.2415433,0.93814915,1.3529158,1.2399887,1.1631173,0.7077898,0.73944676,0.95192146,0.73047996,0.98337686,0.85869205,0.8127688,1.104932,0.94913304,0.91375184,0.80850685,0.4653237,1.1600691,0.92013925,0.6459929,1.2368318,1.0565183,1.034729,0.85389227,1.2973254,1.1885555,1.1900371,0.81347734,1.320121,1.3000118,1.3625562,0.62922204,1.1400586,0.7369514,0.9787978,1.0508624,0.9064534,0.9598232,1.0742768,0.59901905,1.3176864,1.302449,1.2866591,0.6270436,0.76734495,0.8225159,0.93724644,1.0133324,0.7003409,1.2161189,1.1825888,1.0506115,1.1305633,0.70896876,1.3491911
crayon,1.4430578,0.86365914,0.17107064,1.5261788,0.52058196,0.5652293,0.85136706,1.207561,1.5758389,1.204844,1.4920461,0.33696866,1.149567,1.4293221,1.0255662,1.5079685,1.2329185,1.1854471,0.56096625,0.75113624,1.3655739,0.73363376,0.78975886,0.9669596,0.6900416,0.93788946,0.6652812,0.738847,1.2130433,1.1289314,0.43036604,1.3227384,1.3224804,1.0532763,1.2123674,0.64131105,0.69775176,1.349875,0.6993878,0.0,1.6031611,0.8120103,1.0443372,1.3713182,1.1665037,1.4273822,0.8133641,0.86464036,0.6472324,0.6862378,1.3032355,1.3801234,0.71511257,0.5022687,0.62735546,0.6018603,0.43417615,0.89515805,1.1470196,1.5506942,0.715958,1.0224372,1.201005,0.6908863,1.2327442,1.3536952,1.3217176,0.49300754,0.5625013,1.0337932,1.3842145,1.5271696,0.71312404,1.2835498,0.3473732,1.2214172,0.62865424,0.96359867,1.3032805,0.9383493,1.0454869,1.4929831,1.259126,1.0405586,1.4277763,0.21468627,0.95375574,0.89624584,0.71563655,0.5674225,1.3447771,1.1261628,1.4914334,1.4055352,1.3550785,0.14453053,0.272296,1.0689048,0.8488164,1.06727,0.5798478,1.0039177,1.0863926,0.9222752,0.7775742,0.9854512,0.8292649,1.0770192,0.6615674,0.4222889,1.1486844,1.1664807,1.3098805,0.43984306,1.4786041,1.2004343,1.3247873,0.4336182,1.4560773,1.4180397,1.445853,0.22896767,1.1162043,0.6109752,1.0209489,1.3056155,0.4726789,0.87099993,1.1349492,0.37209153,1.4015388,1.494211,1.5295374,0.4425733,0.6191975,0.61808914,0.66218036,0.7875482,0.44078708,1.4205272,1.1406803,0.804638,0.7170318,0.25389147,1.4062946
crib,0.60161006,1.3463728,1.6152143,0.5768503,1.4765995,1.5203856,1.2397463,0.6931186,0.1635468,0.7084282,0.15156412,1.3677471,0.56922036,0.5546178,1.0509778,0.36807358,0.633208,0.68534243,1.360533,1.3319988,0.5095292,1.520433,1.0846794,1.1106877,1.2735815,1.0058042,1.2437593,1.3556707,0.66498893,0.696363,1.4695725,0.53729564,0.60411656,1.2251432,0.6003674,1.3958788,1.3607168,0.6175892,1.3695228,1.6031611,0.0,1.2712127,1.1650035,0.7465888,1.0175384,0.46783632,1.0624962,1.2124149,1.3993292,1.4460495,0.6765881,0.7166749,1.4464723,1.3475028,1.3402709,1.3998238,1.5544081,1.1645657,0.9740798,0.3243742,1.315868,1.2085117,0.6602379,1.335381,0.92812955,0.7700433,0.96640015,1.4758345,1.3819268,1.0146194,0.5732198,0.49686444,1.3587116,0.6965776,1.3482587,0.58842736,1.3018544,1.092601,1.0155871,1.233803,0.9351459,0.7477945,0.6881294,1.0283381,0.880911,1.5872822,1.1644217,1.2042714,1.367207,1.4214507,0.61638963,1.006138,0.5078313,0.6824651,0.5900593,1.6204762,1.5220809,1.1072332,1.2421377,0.9886723,1.2719039,1.2141482,1.0878189,1.1382859,1.3032795,1.2899275,1.3542044,0.95779747,1.2563694,1.6126559,0.8152537,0.8956642,0.949905,1.4762275,0.5668355,0.9820219,0.8393011,1.4164429,0.20609683,0.60001224,0.31196618,1.5629907,0.67463773,1.3690484,1.1457207,0.9563008,1.4809136,1.0552537,0.86131644,1.5899208,0.5889393,0.5957727,0.3960207,1.54434,1.5076663,1.4106963,1.3708475,1.2025096,1.3843603,0.6412576,0.8572814,1.1369348,1.0372474,1.6393163,0.3822168
cup,1.3132155,1.0759959,0.7984252,1.3397923,0.80667454,0.7015627,1.0261886,0.6925285,1.1065319,1.2997758,1.3338065,0.951867,1.1535733,1.3582315,1.1382165,1.3918866,1.2388827,1.2119585,0.25881708,0.30020177,1.0183364,0.93289804,1.020361,0.1636349,0.94087523,0.41011453,0.77180856,1.1610833,1.3634312,0.9394918,0.6711805,1.014735,1.2731147,0.6177461,1.0888672,0.969736,0.9510715,1.0243008,1.0905092,0.8120103,1.2712127,0.0,0.4624871,1.40133,1.1090931,1.074461,1.068059,1.0594189,1.0744627,0.9656752,1.1644272,1.2809616,1.148489,1.081369,0.826354,1.0701696,0.65130264,1.1506408,0.98923665,1.04566,1.1466188,0.98728234,1.3322905,0.82682836,1.362921,0.8564515,1.2841847,0.81074536,0.9815068,1.1380324,1.1046551,1.3650566,0.37503076,1.1517642,0.66616195,0.9496138,0.64571923,1.0476042,1.0008239,0.91274244,0.5275483,1.2817792,1.2715423,1.2776544,1.1604451,0.8151912,0.5687818,1.231511,1.0367488,0.93188643,0.929091,1.2060694,1.3714905,1.3797977,1.169964,0.82856756,0.9589203,1.0688524,1.1574765,1.1610494,0.89280766,1.0495137,0.7314685,0.6786423,0.73814964,1.1299098,1.100077,0.92053205,0.68972427,0.80847776,0.7109667,1.0644844,0.9701545,0.6534523,1.3812115,1.1100798,1.3080163,0.5180745,1.1796068,0.66023433,1.2375627,0.9319716,1.0985528,0.60862136,1.2981042,0.90559196,0.49506927,1.1124251,1.2281895,0.9067996,1.1810907,1.3077116,0.96023774,0.62941825,1.1081756,1.0233155,0.975291,0.6893078,0.83976734,0.8860412,1.0391083,0.8737319,0.6945374,0.89265597,1.1779745
dish,1.1176354,1.0866927,1.0194882,1.2484677,0.7005957,0.7362019,0.70184183,0.7398293,1.0263057,1.212847,1.296801,1.1966199,1.2706366,1.082272,0.9769864,1.2845389,1.0263511,0.9805171,0.6906183,0.30098647,0.949305,0.8322785,1.1406406,0.5410127,1.0261414,0.7188196,0.9481714,1.1810051,1.3360987,1.2138995,0.7955527,1.1115568,1.1965091,0.5946989,1.0235016,0.8469308,0.83112025,1.0864834,0.93106085,1.0443372,1.1650035,0.4624871,0.0,1.241707,0.97785753,1.101828,1.1650363,1.1227298,1.1758741,0.98264444,1.1513606,1.1930803,1.22899,1.1196746,0.8936354,1.2082784,0.75156623,0.89609766,1.0130006,0.9583798,1.2780337,1.1348261,1.2637327,0.77183783,1.3175133,0.9276956,1.183717,1.0270745,1.0465629,1.0944247,1.1534677,1.3121953,0.6092485,1.2833331,0.81795025,1.0530823,0.73079073,1.1255522,0.88590187,0.64117485,0.7405226,1.1155518,1.1741577,1.3107421,0.9629707,1.0223901,0.7212261,1.369514,1.1862231,0.8737317,0.9099493,0.9042506,1.2922971,1.3872094,0.90611374,1.0695825,1.0830123,0.94869286,1.1013656,1.0931146,1.0850433,0.8716599,0.8102009,0.4045087,0.7394612,1.141414,0.97129494,0.9319583,0.83277345,0.91396874,0.81475115,1.0204258,0.73769987,0.9504492,1.3358792,1.06762,1.3845494,0.6349076,1.1213326,0.61852556,1.1012566,1.2105931,0.96543205,0.5787536,1.3458092,0.671046,0.51260775,1.0317262,1.1546478,1.026011,1.2116733,1.2225175,0.8764838,0.62593424,1.2360919,1.1022439,0.9982466,0.98235935,0.7622688,0.63682026,1.0242147,0.9693741,1.0556626,1.1769272,1.1811973
dog,0.44283623,0.98215425,1.3561887,0.78558695,1.2668598,1.3612852,1.0408672,1.0156227,0.86101234,0.43706864,0.7232077,1.2524036,0.95993245,0.75011814,0.7342811,0.65488577,0.95201457,0.85203284,1.3341573,1.4468126,0.9463976,1.116192,0.97279054,1.3268148,0.96690094,1.2857392,1.2202811,1.1537368,0.44944876,0.9835264,1.2387369,0.9876285,0.8491137,1.1670041,1.0286835,1.1639569,1.1789627,0.82237816,1.0477246,1.3713182,0.7465888,1.40133,1.241707,0.0,0.6056314,0.8947589,1.1696243,0.9724982,1.2139211,1.16974,0.6636807,0.9066296,1.1812027,0.92577237,1.1795456,1.0381194,1.345124,0.7003894,0.9484154,0.86445093,1.1146579,0.9063047,0.45081615,1.2090805,0.8767058,1.0257922,0.88579094,1.1928122,1.1863443,0.562719,0.97458434,0.7869212,1.2606124,0.9155467,1.2821847,1.0735954,1.2174987,0.93620956,1.0621043,1.2077698,1.1346045,0.805835,0.6877078,1.0878031,0.89273524,1.313062,1.0773807,1.1082256,1.168881,1.1727593,1.0046062,0.7365627,0.79964656,0.7759226,0.8562482,1.3467286,1.2643263,0.5886246,1.0612485,0.71590847,1.0240998,1.1481841,1.0715877,1.3241869,1.0363404,0.88339055,1.0845978,0.9953069,1.2020781,1.2350451,1.0160328,0.7127088,1.1086367,1.28728,0.8108916,0.8319743,0.8872896,1.31132,0.87115043,1.0642419,0.83570075,1.2013302,0.9842762,1.2423158,1.0108365,1.1000224,1.3081224,0.83310413,0.79867804,1.3359452,0.91122407,0.8400637,0.8846619,1.3473938,1.1401109,1.1381689,1.2088132,1.1558262,1.1866149,1.0980461,1.0195556,1.1570101,1.1883533,1.277913,0.9178701
doll,0.72929835,0.976444,1.1407621,1.0804721,1.0368974,1.0850943,0.84461987,0.87390584,1.2049179,0.87768286,1.0862393,1.210085,1.1419412,0.79132926,0.74362123,0.8486027,0.8367591,0.76681805,1.0183827,1.1753101,0.84121555,0.95550764,0.95363784,1.0157092,0.99060774,1.0606595,0.9325536,1.0560693,1.1160132,0.96337265,1.142869,1.1772766,0.9239228,1.1585399,1.3167762,1.0895916,1.0811687,0.7579408,0.99685925,1.1665037,1.0175384,1.1090931,0.97785753,0.6056314,0.0,0.9913044,1.1272613,0.9054464,1.152082,1.0792303,1.0411991,1.0354499,1.1283623,0.96598023,0.8882292,1.0328841,1.1689966,0.6039763,1.0474706,1.055106,1.10655,0.69960296,0.99766576,0.8727473,1.0012553,1.1638521,0.97874314,0.75893044,1.1901128,0.8492162,1.0687432,0.90867704,1.0171279,0.94291383,1.2454612,0.9492928,1.1669745,1.1074741,0.94143623,1.0663497,1.0880295,0.83189934,0.6412109,1.2412506,0.9689476,1.1857442,0.858361,1.104046,1.1040261,1.0320632,1.069566,0.8366945,0.95334643,0.94820297,0.9723066,1.1486769,1.2219898,0.6819413,1.0185121,0.77552545,0.9449751,0.9958984,0.81879556,1.1784141,0.86468947,0.8827272,0.9526027,0.6801126,1.0446908,0.9806461,0.8634061,0.7263341,1.0246501,0.9179697,1.0199114,0.8499461,0.9615742,1.0824081,1.1688565,1.1854011,0.9264935,1.087486,1.242286,1.0920004,1.0804192,1.0852396,1.1312907,0.90197664,0.9630937,1.112809,0.76074314,0.91134787,1.0243341,1.0843117,1.096725,1.0282726,1.0193806,0.9116658,0.7318143,1.1398709,1.187577,0.9169815,0.9767424,1.1483806,1.0999612
door,0.97527444,1.2906749,1.3843905,0.7215185,1.3617251,1.28407,1.3363171,0.74645305,0.50005627,0.91866577,0.54275566,1.2388973,0.7056092,0.93516225,1.1270864,0.75214,0.97363454,0.98296756,1.0727532,1.2808089,0.6889443,1.3133538,0.9305858,0.99472874,1.2466216,0.8275639,0.9408665,1.255886,0.85585856,0.53859496,1.118936,0.3115983,0.87399876,1.1034712,0.91046655,1.2895428,1.1996149,0.5485964,1.2981324,1.4273822,0.46783632,1.074461,1.101828,0.8947589,0.9913044,0.0,0.94646823,1.1039467,1.2289551,1.3266644,0.96264976,0.7526168,1.3235815,1.3937405,1.191733,1.2731636,1.2757676,1.3184471,1.096405,0.56136346,1.1896148,1.2675807,0.85592294,1.4414502,0.8330821,0.8971838,0.9925483,1.2117608,1.3083551,1.085798,0.65018827,0.71441483,1.066679,0.83798957,1.1260456,0.51109093,0.9881509,0.91323876,1.066485,1.22817,0.7631409,0.9777543,0.87965375,1.089364,0.89528286,1.3953084,1.0539861,1.2121363,1.1599001,1.3281702,0.63641953,1.0630449,0.7832284,0.80768865,0.9053128,1.4248172,1.3640324,1.1338595,1.2541577,1.0641011,1.0479348,1.2825911,0.96067137,1.1863626,1.0856633,1.1771694,1.2732604,0.94922876,1.0461644,1.3914557,0.5621101,0.974934,1.0730953,1.2098725,0.7627918,1.00234,0.8563615,1.148339,0.43081707,0.754599,0.66636825,1.4331806,0.93697023,1.2118782,1.106103,1.0677551,1.2365729,1.0952685,0.99801594,1.3984282,0.64611185,0.7894136,0.64497256,1.4553417,1.2617092,1.258007,1.2855692,0.98917043,1.4084636,0.906791,0.87461793,0.89507294,0.7201436,1.361853,0.3474871
drawer,1.1776382,0.91447854,0.9269401,1.1469668,1.0549252,0.96427286,1.0265757,0.93799585,1.0309298,1.2047429,1.0675083,0.7323611,0.7944484,1.216365,1.0717182,1.1821172,1.1416515,1.0354712,0.9894734,1.0626906,0.6352295,0.771219,0.73187256,1.0344805,0.9441683,0.77266514,0.97589993,0.8079944,1.1856997,0.6240679,0.9554415,1.0529937,1.0810652,0.94642,1.0626829,0.7628175,0.95865357,0.88425785,0.81166106,0.8133641,1.0624962,1.068059,1.1650363,1.1696243,1.1272613,0.94646823,0.0,0.7207717,0.83530366,0.9043031,1.256157,1.1964765,0.82525826,0.9766263,1.0765421,0.77970123,0.93206257,1.0318905,1.0411216,1.2317998,0.838539,1.0667676,1.1419994,1.0185559,1.0411054,1.1745594,1.0863235,0.87171555,0.9487111,0.9981534,1.0461501,1.137429,0.9041498,1.1527966,0.7654554,0.7789528,0.968368,0.97057724,1.1498749,1.156446,1.039212,1.1679307,1.1047435,0.91355574,1.0944632,0.93389535,1.0714512,0.7422205,0.927301,1.0114493,0.95579475,1.1002345,1.2409947,1.0133035,1.092484,0.6686201,0.55446225,1.0990162,0.7803061,1.0691069,0.6469555,1.095148,1.145411,1.046445,1.1239765,0.86077523,0.90946716,0.8657161,0.5050791,0.9118523,0.9629902,1.2532507,1.1941757,0.959005,1.1401207,1.0501673,0.86730176,0.8425606,1.0951753,0.98563784,1.0810049,0.6503228,1.1267649,1.0466068,0.75141966,1.1941705,0.9860018,1.1029907,1.1892604,0.87654215,1.1230567,1.1703699,1.1790692,0.895267,0.80702466,0.8250034,1.0096776,0.84075904,0.9586305,1.2070314,1.1463742,1.0521035,0.6916244,0.7066278,1.1424689
duck,1.1367159,0.9144926,0.8801729,1.0599624,1.0716528,0.9780762,1.1206784,0.97315985,1.1836022,1.163513,1.1416044,0.71282065,0.9062824,1.2188289,1.0607698,1.0312546,1.1890225,1.1394666,0.99145615,1.0952576,1.0272803,0.91519946,0.75632966,1.061856,0.89594424,0.9674158,0.96235317,0.8980868,1.0277569,0.6797521,0.9950398,1.0358001,1.0208566,1.1017534,1.1346576,0.80370694,0.9252888,0.9059986,0.873501,0.86464036,1.2124149,1.0594189,1.1227298,0.9724982,0.9054464,1.1039467,0.7207717,0.0,0.87865204,0.99711865,1.2120485,1.1956733,0.8766461,0.9361713,1.0297629,0.6587358,0.9982159,0.97829276,0.89887404,1.3176072,0.9039223,0.81150824,1.0787477,0.9289308,0.99177206,1.1178094,1.0306011,0.7874241,0.9342227,1.0488793,1.1189812,1.0425606,1.0505638,0.88451624,0.880686,1.0843439,1.0237006,0.7736158,1.0685563,1.0753262,1.0635844,1.0197452,1.0090759,0.8850541,1.1934022,1.0064217,0.9707623,0.67899525,0.9692578,1.0917196,1.1256535,1.1414686,1.1209973,0.7742566,1.2063528,0.8365827,0.8178059,0.71290326,0.9056279,1.1126282,0.71849215,1.0588768,1.1039907,1.1294794,1.0730025,0.7427459,1.0438743,0.9510145,0.7999357,0.92152405,1.0629785,1.1458988,1.1730506,0.90344334,1.062125,0.8742986,0.63400006,0.88154817,1.2184103,1.1425691,1.1723073,0.7254235,1.2438598,1.0089275,0.7706588,1.1813672,1.033719,0.9212819,0.96758026,0.8661665,0.9431635,1.0920409,1.2321352,1.0172572,0.7723297,1.0236275,1.0621015,0.81450045,1.0168078,1.2530396,1.1808865,1.0623873,0.7650233,0.76739275,1.1560644
