,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
jar,1.1831936,0.80152035,1.1304173,1.2517058,0.81607395,0.9397607,0.8078859,0.77993566,1.1471915,1.3168563,1.3090296,0.992196,1.2434043,1.1318271,1.0566128,1.3091538,1.1120129,0.93361187,0.3496138,0.5614591,0.86403847,0.8193507,1.006478,0.42289567,0.9927271,0.85249174,1.2384303,1.0441363,1.2901329,1.06212,0.8956595,1.1683078,1.0997263,0.8463216,1.1664906,0.6750726,0.72654885,0.8109455,0.81850916,0.9817964,1.2252693,0.42028403,0.8462963,1.1469232,0.9286464,1.0858316,1.1391997,1.1982552,1.1449566,1.2982153,0.75418025,1.0628169,1.2267246,1.2469409,1.2502244,1.0494896,1.1383708,0.6589025,1.1627598,0.73614347,1.04456,0.931151,1.2056085,1.0759444,1.2396601,0.8347311,1.2728853,0.78994226,1.207314,0.92759705,1.0284674,0.90461695,1.223574,0.0,1.3948293,0.7595502,0.86063904,0.8333895,1.1204945,0.9549197,0.65046465,1.2344288,0.95294046,1.2756444,0.62985384,1.0486,0.9278252,0.9042155,0.98464936,0.7839298,1.0341227,1.1436069,1.3267807,1.3154751,1.1505797,0.94780934,1.0049633,0.8499724,1.168288,0.84217054,0.6619327,0.724156,1.0465853,0.9199148,0.7656894,0.8624062,0.6576941,0.72287357,0.70262986,0.93496156,0.8332007,1.0940665,0.6633437,1.2918184,1.055854,1.2854475,0.8389709,1.19116,1.0586671,1.3623769,1.0707316,0.71048504,1.2125733,0.74678314,0.7280364,1.0162,1.1978073,0.764053,1.126792,1.2839286,1.0241942,0.6317737,1.2039012,1.1388438,0.90656674,0.8763569,0.8167921,0.7653725,1.0388535,1.0401226,0.7998527,0.9648172,1.1288824
jeans,0.825032,1.3939836,0.85301906,0.6384021,1.3394256,1.273091,1.404296,1.1786106,0.8317925,0.64782387,0.5396783,1.1922114,0.6257762,0.7640281,1.0358407,0.53540003,0.94631743,1.0277824,1.3639244,1.4465733,1.0576571,1.3853941,0.94960105,1.1857703,1.0822031,1.0751815,0.63313866,1.2922142,0.5194332,0.6126913,1.0831777,0.68452615,0.72122,1.2464504,0.8380344,1.4150459,1.3241398,0.8459902,1.2882363,1.3733513,0.54435134,1.3861376,1.1677132,0.9487016,1.0594177,0.6927256,0.87205803,0.6335,1.0482448,0.9794474,1.4176064,0.8046894,1.0621977,0.80302644,1.0259787,0.9265039,1.0685562,1.3662845,1.1421957,1.3911854,1.2249541,0.6925227,1.0431519,0.9637861,0.75803936,1.322025,0.7572092,1.3424213,0.83449244,1.1438764,1.1750219,1.1738598,0.4253865,1.3948293,0.0,1.3744338,0.86635077,1.3081688,0.8278371,1.1930515,1.2235879,0.69288325,1.0607576,0.98191786,1.3502266,1.2970262,1.1996282,0.98358655,1.288467,1.395225,0.8215363,0.92818105,0.43937063,0.2682191,0.87547946,1.3400211,1.3260715,1.2460428,0.78932333,1.1703101,1.0392388,1.4456756,1.0500265,1.2545154,1.3733976,0.7988483,1.2153314,1.1030847,1.3153027,0.9197376,1.2164158,0.88478446,1.2003889,0.42105436,0.9418642,0.41658366,1.3097434,0.67161965,0.88310266,0.53335065,1.268943,1.4986117,0.7915103,1.2293766,1.485014,1.2107496,0.86929286,1.367715,0.6534426,0.42220527,0.6760794,1.3907113,1.1640388,1.2706676,1.3497124,1.0299357,1.4323395,1.1770709,0.88506526,0.88052946,0.8652797,1.3322866,0.63846785
knife,1.3537886,0.70554113,1.163042,1.3018918,0.9941475,0.7304744,0.69027674,0.8966727,1.1373885,1.3309135,1.4208999,0.54778695,1.0316783,1.3252168,1.1752396,1.446632,1.124972,1.029831,0.52468204,0.456591,1.1235636,0.6708755,0.96385634,0.73972684,1.1395023,0.5207996,1.1325953,0.7196157,1.2817516,0.9101512,0.8360768,1.2044594,1.2354095,0.69900113,1.1132096,0.8333936,0.73227006,0.87990224,0.8246969,0.46382833,1.4014336,0.5515164,1.067571,1.3116701,1.2011838,1.1519523,0.9800577,1.3606182,1.2263206,1.3345629,0.7093712,1.1395359,1.1294844,1.4225364,1.0810418,1.2109561,0.7704259,0.7280806,0.96219105,0.13127148,1.1467057,1.2747396,1.0431135,0.9675312,1.165227,0.8309025,1.3527249,0.7965764,1.2213805,0.80266976,1.0480169,0.7440733,1.4046307,0.7595502,1.3744338,0.0,0.84272444,0.52585816,1.268662,0.87999415,0.9225244,1.5921062,1.119955,1.1759713,0.9462469,0.7335432,0.7386977,0.9905794,0.8589174,0.7495918,1.059972,1.2275784,1.553481,1.3620307,1.0677637,0.25344217,0.35754716,1.001213,0.93853635,1.0309058,1.0173433,0.50657403,1.1293911,0.75988364,0.67666566,0.87103856,0.46968603,0.76038706,0.8728204,1.2456545,0.9949073,0.96189153,0.5270859,1.4580591,1.0337262,1.3473783,0.4489001,1.2070448,1.0153723,1.4114181,0.7218502,0.53294414,1.0459377,0.98076075,0.19460803,0.67524135,1.1973732,0.63587046,1.355765,1.4724603,1.1951126,0.6240438,0.9521053,0.8523972,0.5115842,0.77810156,0.8946443,0.90037036,1.1107668,1.1755202,0.7679453,0.5455321,1.266334
ladder,1.1077005,1.3899722,1.0116665,0.98149383,1.3397654,1.0694358,1.3108258,0.804108,0.9544061,1.0932182,0.80907035,1.1245112,0.6549137,1.0891129,1.1959126,0.93494105,1.0838616,0.86884856,0.7898572,1.0828292,0.76770914,1.3647791,0.7473927,0.650223,1.1052897,0.66164315,0.90621823,1.180589,1.0795088,0.4317299,0.9724459,0.5388604,0.83243406,1.1120315,0.8444345,1.2468524,1.2095265,0.609689,1.2733471,1.1572334,0.5638208,0.8441365,1.072734,1.1467812,1.0186099,0.45578992,0.757965,0.92815924,1.278954,1.2682009,1.3685406,1.0163449,1.2855093,1.102946,1.2154772,0.8270171,1.3114495,0.96229637,1.2743273,0.878811,1.3407409,0.6470888,1.1958351,1.1248285,1.1226118,1.166096,1.0252233,1.2609193,1.0905125,1.0641547,1.1402861,0.8410727,0.8835942,0.86063904,0.86635077,0.84272444,0.0,0.9655532,1.001444,1.0953223,0.7780757,1.0809077,0.9667628,1.268454,1.2027583,1.2899113,0.99092317,0.8580663,1.2148055,1.3695047,0.7134931,1.0898633,0.947158,0.88906664,0.8612286,0.9961147,1.0550146,1.3338234,0.9463527,1.1059004,0.8332858,1.1965973,1.0737233,1.3401649,1.273343,0.48155046,0.8482038,0.46496075,1.0713868,1.0201912,1.1950523,0.97103286,0.8638581,1.0144664,1.041628,0.9201658,0.94791925,0.7278044,0.9540445,0.97990793,1.3120077,1.256475,0.93435377,1.1568896,1.0649525,0.901253,0.9931751,1.1754233,0.7933994,0.95477366,0.84784055,1.0682375,1.302777,1.308755,0.9171229,0.7446847,1.1656882,0.9797085,0.9235919,0.80965036,0.36802965,1.1849688,0.59586525
lamp,1.3523972,0.6704581,1.0903435,1.364552,0.802642,0.5517317,0.8321086,0.9332913,1.0901177,1.1817489,1.3379405,0.60047793,1.1005504,1.2557459,1.1529384,1.3301897,1.1576172,1.1044664,0.63341135,0.56669575,1.141659,0.69908965,1.1023868,0.8009274,1.2884874,0.67702794,1.1332015,0.87865627,1.0514692,1.018598,0.7404944,1.1624243,1.1581874,0.6572678,1.1223089,0.7560431,0.83195615,1.0343157,0.9822017,0.6057989,1.3014193,0.62591803,1.1007894,1.2218192,1.2088525,1.0211563,1.1716822,1.3287616,1.1671128,1.2549326,0.60611373,1.0157079,0.91617465,1.2439123,1.1369141,1.1165733,0.74256754,0.8296189,0.97162944,0.63245904,1.1243753,1.2249069,0.9952286,1.1271973,0.89048874,0.801839,1.3158735,0.88959587,1.3131058,0.81939083,1.0116154,0.75204426,1.3105886,0.8333895,1.3081688,0.52585816,0.9655532,0.0,1.3371463,0.80488867,0.8042538,1.4600604,1.1576818,1.1584513,0.8508744,0.71047056,0.7485622,0.98992133,0.71310705,0.6511555,1.0727109,1.0073488,1.440422,1.2881373,1.1179469,0.5971885,0.6755916,1.124463,1.0324564,1.1628044,1.0919693,0.71316016,1.0822911,0.7276274,0.6610287,1.048562,0.6263763,0.8696529,0.89135945,1.2022527,1.1011112,1.1420691,0.6670016,1.380636,1.2548934,1.3035641,0.66444933,1.0486399,1.0453445,1.1901469,0.8168522,0.60736334,1.1019945,1.0651169,0.5312845,0.689566,1.2514336,0.7357524,1.405826,1.3631527,1.2660286,0.6221826,0.9659625,0.8154274,0.6729405,0.8071716,0.9028859,1.1255882,0.98652184,1.1317548,0.9768972,0.6186322,1.1425107
meat,0.6365335,1.373026,1.009097,0.79511064,1.2663913,1.3261081,1.2642367,0.97354144,0.9304808,0.92754126,0.6944935,1.2403024,0.8352356,0.8900948,0.8975834,0.6932874,0.8093385,0.6416614,1.2744902,1.2688453,0.78839934,1.2525139,1.0283246,1.1732283,0.8682295,1.2709558,0.9954954,1.1175023,0.98579836,1.0779152,1.123173,0.8278159,0.86941075,1.2161663,0.8626965,1.1595379,1.2397449,1.0410604,1.0720712,1.2717283,0.7108382,1.2590399,0.90574634,0.8040613,1.024738,0.9211135,0.9292764,0.74235964,0.88705033,0.9920689,1.3568963,0.9296679,1.1112926,0.7688055,1.0925891,0.7970767,1.2083718,1.1905481,1.1719923,1.1879927,0.9688674,0.80019563,1.0490496,1.0631948,1.1166389,1.156284,0.8498204,1.01611,0.89453477,1.1757388,0.93896776,1.0823611,0.8239524,1.1204945,0.8278371,1.268662,1.001444,1.3371463,0.0,1.1475801,1.0495722,0.85531527,1.0624629,1.0034013,1.0812278,1.2371647,1.1598495,1.0269341,1.1873972,1.3444368,0.9440224,0.9227269,0.773499,0.8982854,0.5874403,1.2742364,1.2299023,1.1080956,1.1084096,0.8169097,0.9482982,1.0855455,0.7813823,1.340777,1.3107448,1.146502,1.2755973,1.096854,1.0880356,0.8792871,1.0124413,1.0664907,1.2851875,0.79171,1.0134338,0.93437773,1.3476895,0.880643,1.0016967,0.6967799,1.2974888,1.3425577,1.0024874,0.9597241,1.4191773,1.2085774,0.83364034,1.2119615,0.9168422,0.7605237,0.6840098,1.2447613,1.169604,1.2424552,1.26404,1.196694,1.1638792,0.87223935,0.9248234,0.8583928,1.1964763,1.3163564,0.843518
melon,0.99075556,0.81709945,0.98273563,1.1636934,0.76254946,0.2733066,0.4853108,0.68025726,1.0195068,1.104711,1.0898291,1.017124,0.8609172,0.9931478,1.0733438,1.0530242,0.8255,0.93191105,1.0224428,0.61186886,1.0555171,0.7894147,1.0763004,0.8675789,1.1259134,0.86238325,1.0796417,0.9005254,1.1058226,1.0448998,0.96292067,1.1229817,1.1242222,0.8965274,0.9091196,0.76292443,0.76567066,1.0758817,0.86627614,0.95975685,1.1367841,0.9448344,0.6593076,1.1733828,1.1377327,1.1081754,1.2622218,1.2300138,0.9626945,1.2301961,0.79230183,1.0744925,1.1573997,1.2170687,1.1341538,1.088033,0.9721674,0.9696545,1.2082657,0.88859165,0.896241,1.1291524,1.2386733,0.9276776,1.0124983,0.76776385,1.2107223,0.9174553,1.1028888,0.94497263,1.1116102,0.8070616,1.2535968,0.9549197,1.1930515,0.87999415,1.0953223,0.80488867,1.1475801,0.0,0.82606006,1.0550824,0.94537514,1.2202792,0.80722797,1.1036047,0.67750674,1.0196605,1.1139843,0.79967767,1.0549538,1.0310345,1.2172506,1.2368494,0.91422385,1.0440748,1.0304542,0.5484066,1.0986826,0.95544374,1.010713,0.6154062,1.1053759,1.005438,0.9859952,1.0903312,1.0264685,0.98303,0.9776886,1.085588,0.6930611,1.0584893,1.0664304,1.2459261,0.9955662,1.2157545,0.9311236,0.98770684,0.91192174,1.0883687,1.1260666,0.7170955,1.0031216,0.7330362,0.8026707,1.0292106,1.115372,0.8501168,1.2224522,1.2511256,1.120912,0.69338155,1.2178385,1.1267263,1.0051254,0.78178227,0.8387214,0.69021946,1.0782659,1.0883651,1.0966791,1.1279668,1.1740574
milk,1.1470494,1.1176467,1.1532938,1.0432843,1.0059649,0.8045231,1.0544516,0.75293434,0.86771846,1.1868496,0.9668838,0.97940713,0.8181554,0.9791518,1.1831522,0.9964663,1.1510481,0.94206905,0.44631135,0.67455924,0.7601556,1.0075346,1.107643,0.37251127,1.2115622,0.7425674,1.2105007,1.2348901,1.1605097,0.86569196,0.82797825,0.8492239,1.0235448,0.86325246,0.9376916,0.9559727,1.0861892,0.71002495,1.1560403,1.0696341,0.9358734,0.5267691,0.9221592,1.1855578,1.1366376,0.8588687,1.1362487,1.0744909,1.1275398,1.2449903,0.99021924,1.0457027,1.1984193,1.1105018,1.2152456,0.97443986,1.1578062,0.93288547,1.2071706,0.9216257,1.2420933,0.88566184,1.2151475,0.98589534,1.0810162,0.9939571,1.1330731,1.0739139,1.1445317,1.042144,1.0165358,0.8146249,1.0881816,0.65046465,1.2235879,0.9225244,0.7780757,0.8042538,1.0495722,0.82606006,0.0,1.1104302,1.1085831,1.2468176,1.0187333,1.1258943,0.5826099,1.0353765,1.0351456,1.0429152,0.81489325,1.1227143,1.1519587,1.12354,0.7616741,1.0699372,1.0796391,1.1573341,1.0361722,1.1581469,0.7530602,0.93167484,1.0735865,1.105245,1.0082501,0.865914,0.7872559,0.66345346,1.0197395,1.1035426,1.0993865,1.1077105,0.96599996,1.0980684,0.95453614,1.1471243,0.960968,0.94348955,0.78198755,1.1411674,1.2660347,0.89959484,1.0909656,1.0030154,0.93811935,0.8601084,1.243084,1.0584013,1.1247513,1.116645,0.9343461,0.7567321,1.2072392,1.2844899,0.7666818,0.6426116,1.0280849,0.8417388,0.9844947,0.99023956,0.78775126,1.105939,0.9933791
mitten,0.5856786,1.3615112,0.9029734,0.61182094,1.0700614,1.2822893,1.1463386,1.0289,0.9245236,0.7028801,0.6311612,1.445646,0.86628085,0.5793128,0.81939006,0.56549096,0.9339202,1.0077704,1.4161267,1.400329,0.90042204,1.2909467,0.9543588,1.1970599,0.7995415,1.3655009,0.909555,1.1940374,0.744159,1.042095,1.1669048,0.91077167,0.91246146,1.2765639,0.8290064,1.1342205,1.2463019,1.0067285,1.0385108,1.5093527,0.718091,1.4138547,0.8715352,0.62697613,0.55793726,0.9401981,1.0726911,0.76721865,0.9345819,0.756628,1.2996776,0.952559,1.0617383,0.81166375,0.9008606,0.93263566,1.1891289,1.2089283,1.1164255,1.4454337,0.8133835,0.7478385,1.1044208,0.67478937,0.8886441,1.1194129,0.77992857,1.2641951,0.5902838,1.2053678,0.8985285,1.1525007,0.77848005,1.2344288,0.69288325,1.5921062,1.0809077,1.4600604,0.85531527,1.0550824,1.1104302,0.0,0.86247814,1.0552241,1.0146044,1.368641,0.94946986,0.9367617,1.2568768,1.2827388,0.93894553,0.77320325,0.44697744,0.7432798,0.9640316,1.5277972,1.3917143,0.9880664,0.93640405,0.8421167,0.98660994,1.3495414,0.8646409,1.2881639,1.2985573,1.021625,1.4118813,1.1439726,1.0010344,0.73019826,0.9911442,0.87443614,1.2560596,0.7342276,0.7298123,0.75211555,1.3849914,0.982162,0.9063422,0.77897394,1.3052049,1.4239948,0.8888652,0.93230385,1.4976219,1.2604504,0.8239132,1.3274446,0.73926246,0.70785326,0.84978664,1.2904754,1.1481894,1.2244639,1.336407,0.97683746,0.99626356,0.9241952,1.0464573,0.9641154,1.1202958,1.4380887,0.88995576
motorcycle,0.8727907,0.95974785,1.0252911,1.1773487,0.8454837,0.9897651,0.885758,1.0357311,1.259032,1.1459553,1.1088005,1.0346972,1.0797222,1.1210299,0.7563266,1.0534518,0.9820615,0.989199,0.9796322,1.0636532,0.9351851,1.036218,0.9501583,0.9756005,0.88156694,0.9998772,0.47311842,0.98115134,1.0740304,0.975661,1.07498,1.1770034,1.1025537,1.0605768,1.0664737,1.0660673,0.97852373,0.9271535,0.97106636,1.0070497,1.0186377,1.0038472,1.0784763,0.95407695,0.7197811,1.0351485,0.93123686,1.0873969,0.9966374,0.99394774,1.0786971,1.1129309,1.0197918,0.9382217,1.0322369,0.875014,0.9580719,0.85342777,1.0198237,1.1762953,0.76015604,0.90632993,0.9890342,1.0038037,1.132798,0.7889958,0.9565297,0.98399657,1.0562882,0.9234847,0.919488,1.0766652,1.0308931,0.95294046,1.0607576,1.119955,0.9667628,1.1576818,1.0624629,0.94537514,1.1085831,0.86247814,0.0,0.8875909,0.9484988,1.0236132,1.0841458,1.083308,1.0126622,1.0461087,1.111226,0.99035466,1.0093976,1.0950146,1.1191888,1.022121,1.1086195,0.86812675,0.91475475,0.9609444,0.99440145,1.1031905,1.124971,1.0313244,1.0171154,0.92416036,0.9400595,1.0044134,0.95046127,1.0505078,1.0001649,1.0079875,0.9468503,1.0815504,0.8615049,1.0345172,0.9399762,1.1093779,1.1837729,1.0564691,0.8272637,0.8820647,0.920155,1.1167991,1.0709321,1.1168344,0.89522606,0.9645813,0.73243695,1.0439584,1.111567,0.959187,1.0336244,0.8962149,1.1425068,0.9586036,0.6341366,1.0299668,1.1539344,0.6302445,0.95508283,0.9955372,0.9784281
mouth,1.1248384,0.7374036,0.83275914,0.95767266,0.94628847,1.0560116,1.0352111,1.3088281,1.159579,0.9749341,1.1984519,0.8585725,1.2188734,1.090625,1.0532924,1.1508508,1.0478531,1.1878076,1.0953641,1.2410226,1.2292047,0.9587756,1.0078444,1.290406,0.96205384,1.1401026,0.83661276,0.6608968,0.99726075,1.119967,1.1398538,1.1767647,1.1185747,0.9277189,1.0928838,1.1745585,1.023892,1.2663071,1.0321249,0.7233302,1.2032043,1.0933019,1.298112,1.0200295,1.0803807,1.2308915,0.9057629,0.9766867,0.85765404,0.4556824,0.8818018,1.0306311,0.5588294,0.7801322,0.58009475,1.0980033,0.81095934,1.065947,0.44289315,1.2323182,0.97022665,1.2001786,0.51449895,1.0625869,1.037242,0.9860009,0.6841283,0.87030905,0.9024668,0.8037137,1.0320743,1.1793218,0.96064866,1.2756444,0.98191786,1.1759713,1.268454,1.1584513,1.0034013,1.2202792,1.2468176,1.0552241,0.8875909,0.0,1.1832908,0.5347115,1.2767174,1.0674891,0.6464111,0.8670762,1.2287624,1.1417577,0.95979214,0.87858707,1.1927744,0.83706415,0.85006523,0.9534273,0.9109859,1.1438429,1.2136154,1.1969346,1.0534508,0.64042306,0.85873073,1.2343512,1.163521,1.374056,1.2391174,1.1756272,1.0823243,0.9718829,1.0860385,0.86130553,1.1586366,0.81645626,0.81115335,1.1653243,1.2303438,0.99673766,0.60076964,0.9911164,0.84615046,1.2026943,1.0294702,0.9887347,0.92109287,0.7961487,0.95919245,0.9189861,1.2042602,1.1939892,0.39624858,0.4665271,0.9446299,1.2738099,0.9506509,1.3459535,1.1291941,0.9997369,1.2457603,0.6775427,1.1725166
muffin,0.9991804,0.76870215,0.98419046,1.2481716,0.6512802,0.9305869,0.60671836,0.97441536,1.1468621,1.2578946,1.2334557,1.1419817,1.216996,1.1186987,0.90579224,1.1944928,1.0158983,1.0625046,0.9953473,0.7743962,1.0687853,0.46379268,1.1949437,1.0083599,0.8479257,1.18255,1.2139294,0.92683786,1.1634026,1.280791,1.0505099,1.1917424,1.1739502,0.8558061,1.1747234,0.16709208,0.61371183,1.0956125,0.43294787,1.11182,1.2242398,0.9593579,0.6794417,0.9819784,0.9734422,1.1430192,1.0743856,1.1729453,0.99161357,1.1213683,0.5860101,0.9935058,1.0139145,1.1024565,1.1674957,1.1967632,1.0500267,0.94458234,1.166008,0.8457344,0.8221357,1.0794301,1.1169498,1.026297,1.0822968,0.8786245,1.146266,0.49051416,1.1257468,1.0008196,0.9091773,1.039483,1.2906594,0.62985384,1.3502266,0.9462469,1.2027583,0.8508744,1.0812278,0.80722797,1.0187333,1.0146044,0.9484988,1.1832908,0.0,1.0309303,0.90569544,1.057394,0.8736361,0.61859363,1.0965459,1.02186,1.2882652,1.3281928,1.1329707,1.1119976,1.1575533,0.5570216,1.2098227,0.5590709,1.0177914,0.6471663,0.9944962,0.8669858,0.70905715,1.143368,1.0027261,1.0275899,0.85025954,0.8764607,0.6927558,1.1891499,0.9764083,1.2600574,1.0243987,1.3315232,1.1091988,1.1942507,1.0780001,1.2616816,0.9975934,0.6637237,1.2004504,0.54890347,0.8686,1.090522,1.0870717,0.84487104,1.1626067,1.2467959,1.0402466,0.80726916,1.1434069,1.0441682,1.1508181,1.0519502,0.8945316,0.6577101,1.0886897,1.0296891,1.212157,1.0651389,1.1492918
nail,1.3834965,0.27069324,1.0012292,1.2329547,0.66474235,0.7297332,0.83989507,1.3471901,1.3148375,1.1150445,1.452243,0.45918608,1.3895116,1.2228391,1.1407441,1.3907619,1.2738209,1.2532231,0.70760006,0.87403524,1.3630315,0.64752066,1.1036208,1.1691699,1.1609932,0.9295708,1.0782574,0.5017985,1.1103319,1.2298391,1.0899651,1.3729532,1.1514806,0.665016,1.2787944,0.9849745,0.8429707,1.2201908,0.88856274,0.2491405,1.4886571,0.70420635,1.3607874,1.1724399,1.1502872,1.3468173,1.1615239,1.1933361,1.0149033,0.7641672,0.42130375,1.0960201,0.59891856,1.1057884,0.6232599,1.1952273,0.6167135,0.79997987,0.404841,0.93759245,1.0527195,1.4775934,0.5828769,1.0470436,1.0185232,0.7841519,1.0522693,0.75270927,1.0967731,0.6414087,1.0643754,0.9746432,1.2347779,1.0486,1.2970262,0.7335432,1.2899113,0.71047056,1.2371647,1.1036047,1.1258943,1.368641,1.0236132,0.5347115,1.0309303,0.0,1.051104,1.0834265,0.35443366,0.42006844,1.3900342,1.1260417,1.3335407,1.2525288,1.3538,0.38773298,0.4520526,0.9885429,0.875373,1.2095512,1.2779396,0.9529859,1.1561725,0.25388527,0.31629837,1.2811927,0.90796983,1.2600286,1.0281533,1.2655622,1.1449368,1.04244,0.8000383,1.27236,1.2556971,1.2138511,0.578377,1.2542665,1.3770308,1.2283026,0.32121766,0.63096577,1.0046245,1.2286422,0.6260454,0.85308194,1.1751269,0.5057187,1.3683176,1.2746727,1.323803,0.889205,0.26846504,0.23667979,0.6031813,1.1327155,0.7136054,1.4167827,1.1265222,1.1457782,1.2107035,0.11864233,1.346384
napkin,1.0088123,1.0282905,1.1373365,1.0870216,1.0153984,0.7557173,0.7837442,0.7387955,0.9859737,1.2126377,1.027223,0.9910892,0.75391185,0.87653005,1.111285,0.9478671,1.1207505,0.98269016,0.7678809,0.6370871,0.84144354,0.77512133,1.1629977,0.646047,1.1868939,0.60405046,1.1981622,1.0111029,1.2068484,0.848179,0.9772368,1.0949304,1.1530021,0.9652707,0.8395052,0.7961501,0.9661103,0.8294744,0.8742641,0.97157705,1.1067376,0.72407013,0.87997806,1.1180929,0.99434054,1.0893395,1.2116688,1.2070831,1.186275,1.1609683,0.8799286,1.1469474,1.1625453,1.2777516,1.0826745,1.1978018,0.93674415,0.8748947,1.0899651,0.7049955,1.0543519,1.0706303,1.2325019,0.52729356,1.0508684,0.849304,1.2745694,0.9842737,1.0330218,1.0562139,0.97479075,0.8351184,1.1810925,0.9278252,1.1996282,0.7386977,0.99092317,0.7485622,1.1598495,0.67750674,0.5826099,0.94946986,1.0841458,1.2767174,0.90569544,1.051104,0.0,1.0192882,1.0456065,0.95495015,0.930919,1.0904486,1.1435722,1.1398861,0.78181505,0.9176854,0.929999,0.94634175,0.7779829,1.0308685,0.8916409,0.75414735,1.1012961,1.0302225,0.93515235,0.9448752,0.8529792,0.8290173,0.949013,1.13003,0.963641,0.9778174,0.9233181,1.227183,0.6895395,1.1198136,0.8904048,1.0594043,0.87539464,1.2002538,1.0083567,0.75043505,0.8918355,0.88315654,0.76746345,0.8602965,1.2676468,0.9660654,1.1798441,1.2897983,1.0711837,0.74382716,1.1132828,1.0965452,0.7579509,0.35965043,1.0098425,0.79462266,1.1071445,1.1691467,0.93268156,1.0060519,1.1585612
necklace,1.0398486,1.1056535,0.98141855,0.8824817,0.9265071,1.0012894,1.0248039,1.0350766,1.0244385,0.9757,0.97042257,1.1182886,1.0091835,0.7662359,1.149513,0.9033401,0.9437971,0.96672094,1.0374541,1.0834665,1.0007663,1.1927128,0.9410462,0.957573,1.0480157,1.1260785,1.1595254,1.0467615,1.0952477,1.0274136,0.9839282,1.0229793,0.96163106,0.9626243,0.9971202,1.0565205,0.9928863,1.0072732,1.034483,1.0456002,1.114281,1.0179322,1.0303326,1.030112,0.97337633,1.0543108,0.96617055,0.8482018,1.1195047,0.97284967,1.080244,1.0693116,1.0105474,1.075609,0.86124784,1.0892516,1.0921818,0.9434307,1.0013673,0.94229305,1.0410751,1.010106,0.9847008,0.87157845,1.0630572,0.79175854,0.96715295,1.1606787,0.74577415,1.0209678,1.0332699,0.8655735,0.9759159,0.9042155,0.98358655,0.9905794,0.8580663,0.98992133,1.0269341,1.0196605,1.0353765,0.9367617,1.083308,1.0674891,1.057394,1.0834265,1.0192882,0.0,0.99962366,1.083409,1.159527,0.92313635,1.0011739,1.0102468,1.005621,0.9893068,0.83230436,0.9965892,1.0486639,0.99672985,0.9892202,1.0656883,0.9744952,1.0841464,1.086028,0.8546208,0.9939763,1.1534512,0.9718174,0.89946824,0.9320839,0.77412164,0.9225342,1.0473385,0.9439375,1.0045631,1.0771359,1.1196034,1.0340433,0.98658615,1.199399,1.1434019,0.9227117,0.9700774,1.0296742,0.99986523,1.0750366,1.073723,1.0768801,1.0051302,1.0567821,0.9464842,1.0059017,1.0611675,0.93658745,0.92727387,0.95108396,1.0404145,1.0102303,1.135413,0.8459602,1.0068284,1.0685668
