,alligator,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,corn,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,grass,gum,hair,hamburger,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,milk,mitten,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,sauce,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,truck,vacuum,watch,window
nose,1.307266,0.49665743,0.807889,1.1494395,0.5919243,0.7432958,0.9184233,1.2813327,1.2985721,1.1523545,1.3855828,0.67447424,1.2924466,1.262744,1.0958385,1.3411846,1.209777,1.2147187,0.8234304,0.9531608,1.154235,0.7354841,1.0157994,1.1170981,1.1314484,1.0069561,1.1911613,0.7093762,1.1385891,1.1363252,1.0316377,1.3252077,1.1898755,0.5529069,1.2255831,0.8809163,0.91098833,1.1690747,0.9137515,0.5650427,1.4194057,0.816167,1.2499923,1.120424,1.0613937,1.243321,0.9116669,1.1414127,1.1014355,0.6915368,0.5108622,1.0786109,0.33618414,1.0598607,0.59034574,1.1910626,0.7082634,0.8508034,0.5213487,1.0029327,1.0211221,1.3529212,0.59975404,0.9961848,0.9978885,0.88002765,1.0107898,0.81004643,0.96248484,0.7445162,0.988915,0.93928885,1.3016236,0.98464936,1.288467,0.8589174,1.2148055,0.71310705,1.1873972,1.1139843,1.0351456,1.2568768,1.0126622,0.6464111,0.8736361,0.35443366,1.0456065,0.99962366,0.0,0.5220071,1.3648674,1.1550463,1.3646529,1.2246941,1.2443321,0.62045586,0.62083614,0.92274797,0.9088455,1.2029246,1.2487987,1.040594,1.1292655,0.44390607,0.53122723,1.2847519,0.8736932,1.2224139,1.0267856,1.2112648,1.088046,1.0634519,0.9468956,1.295563,1.1606843,1.1810416,0.76162165,1.2734774,1.2882197,1.2976793,0.5375364,0.74008584,0.90304327,1.174894,0.76265776,0.85800993,1.1632411,0.63413507,1.3185139,1.2933383,1.3145304,0.96323144,0.4025488,0.4430496,0.7517986,1.1576396,0.8010715,1.3070023,1.1245842,1.1018449,1.2169957,0.4226482,1.2546719
orange,1.333153,0.15266383,0.9792347,1.2983508,0.3031565,0.5955124,0.48495334,1.2051687,1.3533348,1.2364417,1.5066168,0.7078295,1.4226418,1.1789532,1.0489867,1.4423432,1.2584159,1.2126855,0.7493886,0.697333,1.3031731,0.37461853,1.1302247,1.0439199,1.1034845,0.9792093,1.2758422,0.5489266,1.2211637,1.2631135,1.0130917,1.4097831,1.2020226,0.61138994,1.4245379,0.5841532,0.50487983,1.1820445,0.6635873,0.516286,1.5633836,0.7384367,1.0782924,1.1613765,1.0138553,1.4241476,1.1977175,1.2960632,1.0215305,0.9310539,0.06991291,1.1764308,0.6983954,1.1847117,0.80119324,1.2391702,0.7389016,0.807853,0.6321211,0.8369,0.9282919,1.5156909,0.8322341,0.9888468,1.0279163,0.7565447,1.2278148,0.5823069,1.167543,0.68372846,1.0532148,0.9378153,1.3231387,0.7839298,1.395225,0.7495918,1.3695047,0.6511555,1.3444368,0.79967767,1.0429152,1.2827388,1.0461087,0.8670762,0.61859363,0.42006844,0.95495015,1.083409,0.5220071,0.0,1.3978032,1.1814644,1.3815057,1.3627844,1.3838294,0.61776125,0.6685848,0.68426144,1.0307926,1.0623088,1.2276831,0.8218955,1.0896007,0.29091454,0.21905547,1.2590039,0.8259233,1.2184498,0.902787,1.1651305,1.0131029,1.0623016,0.70842034,1.3238575,1.2349964,1.296197,0.657245,1.3473442,1.3364155,1.3527846,0.54020935,0.41929424,1.0312489,1.0237037,0.5665114,0.87506336,1.2261956,0.47382635,1.3444142,1.348645,1.4169977,0.71358496,0.6073197,0.5592296,0.79096264,1.0960221,0.60912883,1.1209874,1.1729248,1.2153275,1.2137183,0.5047282,1.4138143
oven,1.0421225,1.4589229,1.1391463,0.8448621,1.4064593,1.2372254,1.2904936,0.5481699,0.45198345,0.97793144,0.58358854,1.1637014,0.57739055,0.85463977,1.1904205,0.7180948,0.99985313,0.9123394,1.0437973,0.92235506,0.7430742,1.2682303,1.2097613,0.84533155,1.0433924,0.82620615,0.9248487,1.3913457,0.94327974,0.77153134,0.73111683,0.4739017,0.89258456,1.2316252,0.6687618,1.0811937,1.2192445,0.7474609,1.2400626,1.3954934,0.43258864,1.109541,0.8241992,1.1050526,1.1853517,0.53299415,0.83621764,0.89619666,1.0904468,1.20203,1.4116616,0.953134,1.3071232,0.90039605,1.3766592,0.8730005,1.2907957,1.2451026,1.4046831,0.97784764,1.2962153,0.6275908,1.259107,1.1513981,0.9882028,1.3248411,0.963796,1.2297338,1.1123497,1.3100278,1.076709,0.97901,0.85359,1.0341227,0.8215363,1.059972,0.7134931,1.0727109,0.9440224,1.0549538,0.81489325,0.93894553,1.111226,1.2287624,1.0965459,1.3900342,0.930919,1.159527,1.3648674,1.3978032,0.0,0.9511881,0.8096307,0.7958499,0.7454264,1.3544713,1.3804381,1.210145,1.09661,0.99194217,0.8271595,0.9842747,1.0354757,1.4010582,1.3533077,0.7727008,0.8495572,0.42618525,1.1857587,0.9528664,1.1137764,1.112294,1.1534182,0.7609999,0.8816614,0.8477112,1.2433021,0.55828,0.43772465,0.8486767,1.4276106,1.287128,1.1178607,0.93408406,1.250085,1.1705683,1.0965949,1.3253276,0.7710233,0.8173262,0.7080817,1.0507168,1.420958,1.4419146,1.2133951,0.79148936,1.37234,0.6150375,0.82859,0.86970496,0.814347,1.3898362,0.61867535
owl,0.77014315,1.151032,1.1398549,1.0387264,1.0529362,1.1319847,1.1217518,0.9535531,0.8719822,0.59524727,0.68071514,1.0899422,0.96245885,0.763934,0.86106455,0.65574515,1.0100616,0.9206235,1.2832654,1.1805153,1.0298634,1.183788,1.1599534,1.2787726,0.92162573,1.2645943,0.83879805,1.1921625,0.62593037,1.220846,0.9803591,0.88747114,0.85678494,1.1662617,0.7922509,1.0629295,1.0077667,1.0774963,1.0565287,1.1802413,0.7894402,1.2954702,0.95552343,0.8204276,0.96228296,0.8863299,1.2114995,1.0480303,0.8536602,1.1462777,1.173212,0.7096089,1.1381776,0.86283326,1.1832845,0.831865,1.0835651,1.0801816,1.2553339,1.153908,0.87263674,0.94179666,1.1009549,1.1336931,0.68544465,1.0634153,0.93914187,1.1873991,1.0350292,1.1613189,0.9625351,0.9949121,0.9561197,1.1436069,0.92818105,1.2275784,1.0898633,1.0073488,0.9227269,1.0310345,1.1227143,0.77320325,0.99035466,1.1417577,1.02186,1.1260417,1.0904486,0.92313635,1.1550463,1.1814644,0.9511881,0.0,0.85083437,1.0692562,0.95695895,1.2295153,1.2198287,1.159879,1.0594037,0.8851814,1.0587633,1.0949161,0.8975227,1.1654512,1.1239064,1.1150846,1.2354436,1.0831451,0.89074296,0.7210078,1.0297273,1.1256232,1.096288,1.0013043,0.9523146,1.1486483,1.357106,0.7420013,1.0200863,0.67543435,1.1530879,1.2312177,1.2302902,1.0005378,1.2769147,1.2004249,0.91773635,1.2053884,1.0213118,0.9172337,0.8544377,1.0664846,1.2144427,1.0926749,1.2500813,1.0214946,1.0369871,1.063943,0.8833846,0.9117608,1.2012166,1.1416312,0.81501585
pajamas,0.7180746,1.4297249,0.90068865,0.54895365,1.2796288,1.3972018,1.3662789,1.0364075,0.78863144,0.70424867,0.5282537,1.3707852,0.88214445,0.47653985,0.993798,0.5280223,0.906772,0.95932925,1.3874371,1.4661297,0.906998,1.4230924,0.95984674,1.2270879,0.85218275,1.2857642,0.81766087,1.3386886,0.72066736,0.8930869,1.1102757,0.7083075,0.7156929,1.391746,0.7358402,1.353393,1.3167408,1.0023032,1.2400591,1.4620414,0.5311955,1.4265983,1.0086786,0.79956627,0.8170248,0.8021344,0.9867885,0.5678685,0.96655804,0.84403753,1.3993317,0.9014454,1.0969126,0.6865784,1.0077854,0.81104606,1.2517333,1.3310168,1.099707,1.4270287,1.1005075,0.6969693,1.060224,0.9512928,0.921424,1.3336738,0.7267325,1.3250116,0.79719776,1.2711761,1.0813615,1.2583797,0.39387524,1.3267807,0.43937063,1.553481,0.947158,1.440422,0.773499,1.2172506,1.1519587,0.44697744,1.0093976,0.95979214,1.2882652,1.3335407,1.1435722,1.0011739,1.3646529,1.3815057,0.8096307,0.85083437,0.0,0.45865476,0.8735077,1.4859343,1.3972621,1.2454836,0.94370824,1.0029224,1.0347342,1.390865,0.9374758,1.28513,1.3561023,0.914886,1.3787923,1.0982506,1.1877763,0.82511294,1.1729697,0.9447572,1.3272146,0.40282345,0.822796,0.5102316,1.4057039,0.7731426,0.93335426,0.5776592,1.3385713,1.5383093,0.978322,1.1023121,1.5492799,1.2017547,0.8125583,1.4091715,0.617402,0.38368136,0.7358874,1.3928676,1.1363184,1.2669002,1.2788162,0.9646543,1.2638357,1.0883517,0.89031684,0.88527244,1.0035286,1.4071221,0.73107845
pants,0.9471448,1.3754063,0.8453102,0.53662336,1.3723567,1.295198,1.3752698,1.1243279,0.8487977,0.79436827,0.66459334,1.1900877,0.7198565,0.8643076,1.0769911,0.6851907,0.9476086,1.1206496,1.2519717,1.404817,0.9644445,1.3220075,0.9659004,1.1181153,1.0077617,1.0310729,0.77613485,1.2369636,0.6501123,0.5462619,1.0826994,0.75086695,0.85515636,1.2042626,0.8498951,1.3859582,1.2524657,0.87229216,1.2122147,1.3409972,0.65550816,1.2999275,1.1935464,0.96652555,1.0299264,0.75107133,0.7773849,0.69848436,1.0635865,0.8507868,1.3752897,0.8817169,0.9587579,0.85838234,0.90121186,1.0108943,1.0829469,1.288763,0.9400237,1.3808179,1.2666712,0.8306741,1.0315613,0.9571963,0.85604835,1.3363218,0.73434407,1.2315087,0.8135871,1.153172,1.1076866,1.196906,0.45221502,1.3154751,0.2682191,1.3620307,0.88906664,1.2881373,0.8982854,1.2368494,1.12354,0.7432798,1.0950146,0.87858707,1.3281928,1.2525288,1.1398861,1.0102468,1.2246941,1.3627844,0.7958499,1.0692562,0.45865476,0.0,0.9391268,1.3198738,1.2994044,1.2496516,0.7090715,1.2023399,1.0525191,1.4339604,1.0579215,1.1954777,1.3317194,0.8821591,1.1421273,1.0396931,1.281874,1.0239465,1.2715169,0.7811819,1.2242712,0.33292055,0.9151827,0.10112172,1.1685547,0.8157245,0.8708542,0.6928838,1.2392007,1.4011493,0.6506532,1.2642788,1.4148412,1.0856823,0.88455063,1.3279005,0.66393024,0.40829968,0.8343542,1.4064018,1.0049793,1.2057697,1.2584732,0.96479994,1.4346683,1.1687355,0.9878976,0.90201724,0.8996036,1.2693,0.77751994
paper,0.7171527,1.4744606,1.0681878,0.8679043,1.2663836,1.1601058,1.2367313,0.698381,0.69853127,1.0497453,0.51173675,1.1872172,0.5226516,0.79641795,0.9874461,0.5722373,0.7436485,0.29892254,1.1766244,1.0315769,0.48598194,1.2797756,1.0751495,0.97095615,1.0045443,0.97850066,1.0356961,1.37095,1.085128,0.9721661,0.9009496,0.72388357,0.88814265,1.2337914,0.6095325,1.0935694,1.3095928,0.91273355,1.2001241,1.3098887,0.6104759,1.1644697,0.8314184,0.9354841,1.0831102,0.8620477,0.91771877,0.9033154,0.958359,1.2055793,1.394987,1.0351788,1.2434977,0.8727071,1.2238675,0.73208153,1.226961,1.1949939,1.3444637,0.9761042,1.0334789,0.72582424,1.2389159,1.0266653,1.106757,1.1414587,1.0268165,1.1443486,0.94560623,1.3032577,0.9955597,0.99916476,0.955423,1.1505797,0.87547946,1.0677637,0.8612286,1.1179469,0.5874403,0.91422385,0.7616741,0.9640316,1.1191888,1.1927744,1.1329707,1.3538,0.78181505,1.005621,1.2443321,1.3838294,0.7454264,0.95695895,0.8735077,0.9391268,0.0,1.266822,1.2029824,1.1678493,1.033489,0.9110111,0.9434092,0.93796396,0.8530135,1.4794315,1.3983407,1.0725118,1.0775144,0.86988413,1.0323545,0.9924345,1.0695753,1.0923339,1.3099124,0.8835496,0.83659226,0.9879822,1.3449622,0.70240223,0.7333058,0.78533405,1.3957927,1.2230959,1.0620006,0.9462575,1.3241333,1.1636589,1.0142597,1.3526297,0.94756365,0.8536017,0.6809245,1.0489478,1.3427598,1.413684,1.1455923,0.9405496,1.1495547,0.62190485,0.9449667,0.8968845,1.0759486,1.4027113,0.8356877
pen,1.3199822,0.467435,1.1303332,1.2864488,0.8876173,0.69698274,0.7040186,1.2461853,1.3651695,1.2490786,1.5830415,0.36957312,1.2172639,1.3545846,1.114478,1.519903,1.1713238,1.1651279,0.5499028,0.7323053,1.3100275,0.65152913,0.82375395,0.9272195,1.170808,0.5865149,1.019493,0.42965817,1.2235973,0.972089,0.99831194,1.4076779,1.2942777,0.6353946,1.2153988,1.030058,0.72834307,1.1223708,0.8220785,0.14703572,1.6091077,0.55957717,1.3924534,1.2396019,1.1772397,1.3239872,0.9630992,1.3251774,1.1337895,1.0146763,0.6094664,1.1655302,0.7922031,1.3892419,0.741118,1.2290485,0.49780965,0.67956406,0.5756122,0.46980894,1.0156614,1.4632391,0.769915,0.9711178,1.0915495,0.7203005,1.2392727,0.75119543,1.1242967,0.6850827,1.0275358,0.8328023,1.3652992,0.94780934,1.3400211,0.25344217,0.9961147,0.5971885,1.2742364,1.0440748,1.0699372,1.5277972,1.022121,0.83706415,1.1119976,0.38773298,0.9176854,0.9893068,0.62045586,0.61776125,1.3544713,1.2295153,1.4859343,1.3198738,1.266822,0.0,0.10958505,1.0261258,0.7779523,1.2060952,1.1796176,0.8070665,1.1336077,0.5049816,0.5326109,0.99949867,0.6973669,1.0882034,0.89254165,1.2995358,1.0813152,0.8566283,0.5642567,1.4663353,1.2159345,1.2735076,0.29124534,1.3821917,1.3237511,1.4092071,0.33856022,0.50255376,0.9425472,1.2086723,0.23247588,0.5226874,1.1118649,0.46815538,1.3842186,1.4603076,1.4244554,0.76556194,0.5343263,0.42500985,0.32607663,0.87740433,0.73983586,1.3297764,1.1539348,1.2322186,0.89373684,0.22970796,1.397226
pencil,1.3167964,0.5692182,1.0816826,1.0731021,0.8860059,0.7264597,0.7302135,1.2408456,1.3124994,1.2227315,1.5463524,0.49919552,1.2278349,1.1899627,1.1658808,1.4883554,1.1093553,1.1361756,0.66408193,0.78903246,1.2963252,0.75032586,0.8262283,0.96145207,1.1652619,0.72202605,1.1407651,0.4890108,1.2593973,1.0631317,0.97929275,1.3913852,1.2374675,0.64825374,1.1817652,1.0650461,0.79011285,1.19024,0.84849185,0.24636221,1.6203171,0.65311426,1.3414849,1.2082489,1.1275737,1.3456025,0.99448186,1.1590073,1.1266541,0.9214151,0.65352255,1.2051128,0.74502444,1.3412477,0.57868403,1.2509263,0.60042304,0.7261659,0.54257417,0.50246394,1.025773,1.4722018,0.73278224,0.81051964,1.1319406,0.7220069,1.1877943,0.83544934,0.8313485,0.762784,1.0651355,0.8436236,1.2952802,1.0049633,1.3260715,0.35754716,1.0550146,0.6755916,1.2299023,1.0304542,1.0796391,1.3917143,1.1086195,0.85006523,1.1575533,0.4520526,0.929999,0.83230436,0.62083614,0.6685848,1.3804381,1.2198287,1.3972621,1.2994044,1.2029824,0.10958505,0.0,0.9919143,0.8822216,1.2200408,1.173837,0.8416376,1.0780106,0.5515825,0.61303496,1.0573518,0.7740823,1.136258,0.8861591,1.2251986,1.0510573,0.7545087,0.6681545,1.3774166,1.2070768,1.2320846,0.4122591,1.4091761,1.2907203,1.3507905,0.490537,0.6097051,0.91061604,1.1545475,0.32126367,0.58540213,1.0891072,0.59668463,1.4495555,1.3555729,1.4039285,0.7730271,0.4901945,0.46949553,0.28636426,0.9493768,0.77215683,1.2803261,1.1681349,1.3059382,0.9527208,0.3311082,1.4096854
pickle,0.9611859,0.653477,0.92433596,1.1164455,0.68233913,0.76270604,0.35599244,0.9906131,1.1458672,1.1881521,1.3246173,1.0952033,1.2502637,1.0331076,1.0011101,1.2418797,0.7772692,1.102742,1.1276755,0.8548229,1.1346107,0.59137225,0.993488,1.1038677,0.8616254,1.2056694,1.1922228,0.6750092,1.2842457,1.2939439,1.1237483,1.3255558,1.1806561,0.88884103,1.2206457,0.6094743,0.62529004,1.2702997,0.53350747,0.9276402,1.3152685,1.0484681,0.6122993,1.1120147,0.97500086,1.347332,1.0016737,1.0607356,0.98601663,0.893931,0.6892813,1.1781087,0.88202655,1.1065856,0.77148116,1.3152089,0.88060015,0.8714707,0.90548325,0.9939915,0.7295904,1.1398315,1.0236961,0.7995045,1.1829019,0.7861609,1.1048931,0.6576086,0.8536518,1.0505004,1.0573668,1.1365156,1.2693326,0.8499724,1.2460428,1.001213,1.3338234,1.124463,1.1080956,0.5484066,1.1573341,0.9880664,0.86812675,0.9534273,0.5570216,0.9885429,0.94634175,0.9965892,0.92274797,0.68426144,1.210145,1.159879,1.2454836,1.2496516,1.1678493,1.0261258,0.9919143,0.0,1.1564975,0.65340316,0.9417515,0.6291919,1.1427182,0.82993776,0.86689454,1.215632,1.1728191,1.2148376,0.95380646,0.88739663,0.34282947,0.98245186,1.1693273,1.216311,0.9968301,1.1630611,0.96622163,1.2432463,1.0790249,1.2116345,0.86304224,0.62157524,0.9451746,0.46572566,0.84112775,1.1125504,1.0247339,0.7760413,1.1252643,1.2488649,1.1513028,0.9305278,0.92167145,0.86294013,1.0675328,1.0652252,0.8313947,0.7329441,1.1631447,1.1215156,1.2991129,1.0082855,1.244904
pillow,1.0214584,0.9604139,0.92752534,1.0489204,1.1372348,0.9546853,1.056058,1.1290457,1.2352552,0.8852095,0.80900234,0.81942546,0.7203777,1.0413265,1.1253685,0.7282983,1.1026851,1.1029159,0.9616917,1.1328229,0.94661736,0.80681837,0.7837531,1.0538701,1.1833413,0.700621,0.8583303,0.8871913,0.865505,0.49651653,1.2254157,1.184356,1.1601589,0.9765159,0.89286876,1.2297285,1.0308714,0.6582264,0.92931175,0.84183997,1.0252148,0.9777172,1.3133857,1.0653675,0.9206683,1.0581592,0.74259025,1.1000767,1.187915,0.9190112,0.99323016,0.9414391,0.84975773,1.2664752,0.81333864,1.125961,0.71667,1.0701122,0.70019805,1.121514,1.097914,1.1802903,0.97130334,0.83254236,0.8086052,0.9709539,1.0667754,0.9327533,1.056567,0.82216394,1.0402675,1.0362092,0.9807584,1.168288,0.78932333,0.93853635,0.9463527,1.0324564,1.1084096,1.0986826,1.0361722,0.93640405,0.91475475,0.9109859,1.2098227,0.875373,0.7779829,1.0486639,0.9088455,1.0307926,1.09661,1.0594037,0.94370824,0.7090715,1.033489,0.7779523,0.8822216,1.1564975,0.0,1.2608697,1.185822,1.2514446,1.1924247,0.8287229,0.99503696,0.8706998,0.9042579,1.0648631,1.1799456,1.2956629,1.2964847,0.7814177,0.9580094,1.0542986,0.792548,0.74356735,0.68950546,1.0528276,1.1079657,1.1423235,0.696598,0.7719444,0.5723645,1.3714767,0.9573706,0.8792968,1.0300297,0.8403955,0.93050677,1.0856175,1.2296541,1.1739491,0.7588305,0.7952517,0.92707634,0.63675827,1.0491594,1.269434,1.1187228,1.0752811,0.85782576,0.7625498,1.140015
pizza,0.7693924,1.0844263,1.0390708,1.0451754,1.018986,1.2310914,0.84775937,0.9256549,1.0186868,1.0961396,1.0391021,1.2510281,1.1615374,0.9347251,0.8055217,1.0160903,0.85107887,0.8047358,1.1964586,1.0127004,0.93668175,0.87424713,1.0710498,1.145752,0.59436977,1.2775531,1.0817097,0.9062066,1.1570045,1.3600595,1.0679835,1.1079651,0.9938454,1.1915814,1.044897,0.5728497,0.8151612,1.1338205,0.6276951,1.2328655,1.0328269,1.1798239,0.6006433,0.83450013,0.8440598,1.1115494,1.1351432,1.0053337,0.9084779,1.0938233,1.0800216,1.062795,1.1833898,0.9600163,1.1408634,0.9792303,1.1675729,0.9716162,1.2211142,0.9079114,0.7370137,0.8934595,1.0992916,0.9283484,1.1641903,0.96525913,1.0070034,0.6951782,0.96057105,1.1321561,0.8826622,1.1798108,1.0930486,0.84217054,1.1703101,1.0309058,1.1059004,1.1628044,0.8169097,0.95544374,1.1581469,0.8421167,0.9609444,1.1438429,0.5590709,1.2095512,1.0308685,0.99672985,1.2029246,1.0623088,0.99194217,0.8851814,1.0029224,1.2023399,0.9110111,1.2060952,1.2200408,0.65340316,1.2608697,0.0,0.95585716,0.61672646,0.9063898,1.216749,1.1054513,1.0899277,1.2077413,0.9921686,0.86552846,0.6931133,0.5950614,1.0965348,1.0942903,1.0793343,0.9178041,1.1785018,1.2707593,1.0826389,1.0561012,1.1048236,1.1035553,1.0712683,1.1774409,0.4626735,1.1117427,1.2801133,0.9914356,0.9813854,0.97206014,1.0376441,0.89324117,1.0363609,1.2311049,1.116639,1.254358,1.0872177,0.9421986,0.61633444,1.0591822,0.9347345,1.1844906,1.1959202,1.0110971
plant,0.89621747,1.1929723,1.0243137,1.0099828,1.1507295,1.086622,1.0693107,0.74711025,0.9154085,1.0768398,0.9802531,1.1408408,0.9550351,1.0769945,0.9684104,1.0090355,1.0026022,0.9876636,0.7610506,0.8440063,0.86066794,1.2191552,0.9112278,0.6011301,1.0568106,0.9032381,1.0848076,1.2382044,1.1351062,0.96222913,0.94169486,0.8920764,0.90161705,1.1223044,1.024345,1.0756453,1.0174888,0.8147601,1.0987922,1.1970392,0.88212514,0.74677694,0.87324685,1.0256194,0.967063,0.8614205,1.1152625,0.9808333,1.0241014,1.1905415,1.2377859,1.0329754,1.3189952,1.0584329,1.2352762,0.9833524,1.205646,0.5303123,1.2682918,0.95711017,0.9801263,0.69391775,1.2253487,0.9393921,1.1289785,1.0156176,1.0132521,1.1453946,1.026993,1.1181973,1.0465108,1.038572,0.9534112,0.6619327,1.0392388,1.0173433,0.8332858,1.0919693,0.9482982,1.010713,0.7530602,0.98660994,0.99440145,1.2136154,1.0177914,1.2779396,0.8916409,0.9892202,1.2487987,1.2276831,0.8271595,1.0587633,1.0347342,1.0525191,0.9434092,1.1796176,1.173837,0.9417515,1.185822,0.95585716,0.0,0.89631045,1.0090663,1.284224,1.1719854,0.8522475,0.94414806,0.68964845,0.770511,0.91051143,0.73114616,1.0917803,0.9652853,0.94953173,0.9916932,1.0585105,1.1018932,0.9672597,0.84819436,1.0817289,1.2440206,1.1631895,1.100053,0.7904568,1.0455443,1.1255165,1.0222386,1.1245329,0.9279336,0.9966578,0.7651115,0.94271815,1.3001404,1.3286047,1.0975411,0.89120376,1.0845988,0.7822367,0.9396595,0.92251223,0.8288073,1.2419102,0.82433754
plate,1.214724,0.8026215,1.0979271,1.2979507,0.91176647,0.7169616,0.61272806,0.6665181,0.94954956,1.3337768,1.2540345,0.8184012,1.0647475,1.1764755,1.1352382,1.2410909,0.75757873,0.8535194,0.81813264,0.31767654,1.0245587,0.59484506,1.1180961,0.8406501,0.9491438,0.84361804,1.1886191,0.8487337,1.3778837,1.2601588,0.7992945,1.2058612,1.1459582,0.8631172,1.0680656,0.48789585,0.7179891,1.0803311,0.68355334,0.78735256,1.2941368,0.7591897,0.49803138,1.2746267,1.2098688,1.2185779,1.2087295,1.2548308,1.089481,1.2994387,0.7721882,1.167024,1.2203287,1.2438802,1.2118105,1.1485662,0.9252236,0.85008603,1.1912239,0.427971,1.0159278,1.1373422,1.174598,0.99385214,1.2567027,0.7800819,1.3247931,0.6370368,1.1917398,0.97641325,1.1170727,0.8328123,1.3560501,0.724156,1.4456756,0.50657403,1.1965973,0.71316016,1.0855455,0.6154062,0.93167484,1.3495414,1.1031905,1.1969346,0.6471663,0.9529859,0.75414735,1.0656883,1.040594,0.8218955,0.9842747,1.0949161,1.390865,1.4339604,0.93796396,0.8070665,0.8416376,0.6291919,1.2514446,0.61672646,0.89631045,0.0,1.1147835,0.96589947,0.847051,1.1459808,0.83914375,0.9274344,0.9668719,1.026952,0.5845367,1.1485702,0.8895736,1.3524213,1.0258907,1.3569341,0.87793946,1.1770008,0.8619643,1.2758417,0.97206986,0.67552716,1.2563554,0.42229295,0.5501123,0.98423934,1.1445944,0.7868841,1.2755024,1.3768715,0.9155247,0.6198621,1.1882039,1.0447922,0.8849286,0.9301461,0.8912028,0.42483193,1.0681509,1.1465495,1.1606015,0.9086737,1.2112232
pony,0.6411419,1.2000874,1.053615,0.9784269,1.0571443,1.2201793,1.1245863,0.9990919,0.9965822,0.8866173,0.95655817,1.1556873,1.0863168,0.9529066,0.53124195,0.9413198,0.89727765,0.7442832,1.1965762,1.1435478,0.8515489,1.163851,1.0518631,1.1272936,0.8642604,1.1852149,1.1276344,1.1163107,0.96108615,1.185509,0.94531846,0.9928597,1.0103807,1.132941,1.0074735,1.0421735,1.0952612,1.0830796,1.1252252,1.1721303,0.99277794,1.1810814,0.9837169,0.15716434,0.7702828,1.0717762,1.0854368,1.0224185,0.7926445,0.96048784,1.1483994,1.0090823,1.1314443,0.94449335,1.1298935,0.8448126,1.1227342,1.1194265,1.177173,1.0355216,0.7144233,1.0307983,1.0793757,1.115497,0.9604714,1.0450685,0.9540831,1.061813,1.0274231,1.0902597,0.48926586,0.9794223,1.01723,1.0465853,1.0500265,1.1293911,1.0737233,1.0822911,0.7813823,1.1053759,1.0735865,0.8646409,1.124971,1.0534508,0.9944962,1.1561725,1.1012961,0.9744952,1.1292655,1.0896007,1.0354757,0.8975227,0.9374758,1.0579215,0.8530135,1.1336077,1.0780106,1.1427182,1.1924247,0.9063898,1.0090663,1.1147835,0.0,1.2087067,1.1564821,1.0261434,1.1186631,1.0673431,0.8153586,0.9281847,1.0567625,0.8967788,1.0563366,1.0003293,1.0483227,1.0343978,1.2197528,1.0264993,1.0551517,0.95998675,1.1263462,1.1691495,1.127874,1.0237179,1.1883887,1.1067152,0.9307628,1.1424596,0.94891596,0.9889157,1.0520052,1.0238377,1.1552651,1.1448171,1.1441183,1.1378125,0.97049946,1.022335,0.95200783,1.0801513,1.0544348,1.1909069,1.0228392
