,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dish,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,leg,mitten,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,penguin,pig,pillow,pizza,plant,plate,pony,pumpkin,purse,radio,raisin,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shower,sink,slide,slipper,snow,soap,sock,spoon,sprinkler,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,vacuum,watch,window
pumpkin,1.184143,0.79181933,0.62027025,1.1734776,0.62444276,0.6362527,0.76585287,0.8755857,1.1746817,1.2833244,1.2668719,0.9349734,1.1338766,0.9872939,0.8864487,1.2381865,0.87191725,1.0576099,0.89384073,0.71239984,0.93320495,1.0095401,1.0667338,0.769372,0.92539984,0.9682986,0.9391341,0.8371844,1.2217686,1.1318394,0.87120193,1.003946,1.1702678,1.0521812,1.0911708,1.1481131,1.0480877,0.88855416,1.1916146,0.789317,0.964368,1.001134,0.9372461,1.1074154,1.0338199,1.1072168,0.9684952,0.665457,1.2517867,0.8124558,1.1365788,0.92827654,0.8262633,0.9052495,1.0317782,1.0276835,0.8479016,1.138341,0.9903048,0.97429836,0.6895677,1.0778307,1.0848004,0.895514,0.9634986,1.0640086,1.2351421,0.65972984,1.2455795,1.1302239,1.0980219,0.9364833,1.1218257,1.1114666,0.94726634,0.9223329,0.93080306,0.9785183,1.0346195,0.8915968,0.72326183,1.0439007,1.2365192,1.2510445,1.181322,1.1308653,0.992415,1.0300094,1.0772983,0.99820864,0.9754581,1.1292115,0.93053925,0.7422172,0.9164756,0.0,0.9823426,0.88467556,0.83102,1.1952269,0.885892,1.2204293,1.1635315,1.0095668,1.2333438,0.9415801,1.1451005,1.2343951,0.9972943,1.1915578,0.92928386,1.17011,0.7212598,0.9656153,0.93726957,0.9704611,0.67752624,1.1127479,1.1710279,1.2051672,0.7113497,0.94734234,0.9890036,1.1068945,0.99412984,0.7200743,1.01483,1.1597071,1.1269594,1.0131932,0.94339716
purse,0.92751837,1.0469917,1.218088,1.0606918,1.2145498,1.2504764,1.0046915,1.0098207,0.8004975,1.1413027,0.89460385,1.1083411,0.8024926,0.9582715,1.0480924,0.8478376,0.8463086,0.7437855,1.2077682,1.0656799,0.6774049,1.0707624,0.9329926,0.91506547,0.91420096,1.027202,1.0317641,1.0564911,1.2136428,0.648363,1.028546,0.93204236,1.0937583,0.9039995,0.90605515,0.91815066,0.9097167,1.194558,0.70766175,1.173132,0.99965787,0.9931357,0.8927028,0.94930327,0.7773261,0.8712692,1.0948975,1.1646549,1.1100918,1.17158,1.1628041,1.2551045,1.2195942,1.1746399,1.1049181,1.030708,0.94440764,0.8259278,1.050282,0.93413866,0.8143724,1.1085852,1.0199566,1.1089953,0.8848737,0.6686289,1.0274477,1.0087951,0.85615134,0.813604,0.8918728,1.0081222,1.0402929,0.888206,1.1081018,1.0558528,1.3251721,0.9865326,1.1681564,1.2388201,1.1733644,0.7715006,1.144021,0.8833823,0.9139364,0.7121079,1.158103,1.0882798,0.9253457,0.9301503,1.1349204,0.93368137,0.9526637,1.0460331,1.0245984,0.9823426,0.0,1.0124434,1.2070707,0.9810222,0.84357387,1.0553577,0.8602067,0.8027383,1.0041116,0.7519994,0.81400335,1.1817309,0.79362774,0.948667,1.2595526,1.2494385,0.9921881,0.9624205,0.93294424,0.9428444,1.0532507,0.6764864,0.9653128,0.84494925,1.0111164,1.3134954,1.2781968,0.8872144,0.9771588,0.9141958,0.77882385,1.0257427,0.8783766,1.2670796,1.0481143
radio,1.281538,1.004337,0.87166935,1.2223183,0.88160414,0.7825136,1.2895653,0.41988313,1.141076,1.2058749,1.2336498,0.8655683,1.0358257,1.1178384,0.7894207,1.2267252,0.9008927,1.0362545,0.723059,0.73578745,0.7601366,1.0446098,0.96491,0.65675104,1.0091469,0.6014828,0.48381394,1.0051997,1.0894562,0.70008576,0.7068284,0.82880276,1.2283889,0.93139887,1.1243244,0.9661746,1.2032033,0.8536761,1.0678391,0.71614695,1.121637,1.057449,1.0005207,0.8964322,0.98718005,1.2135416,1.143974,0.98431516,1.1608934,1.0134385,1.2478759,1.0915012,0.7646541,0.76229817,1.0192989,0.80075556,1.0029056,1.0827377,0.9138764,0.91817176,1.0155525,1.1606919,1.2500775,0.88820994,0.8802439,1.0275809,1.2450325,0.9295858,1.3198237,0.82797676,0.72781575,0.7318652,1.1891726,1.2319179,1.221675,1.0652215,0.93636453,0.55790997,1.0880493,1.0906361,0.94470084,0.77380145,1.1748112,1.340834,1.2823193,1.2083728,0.7894187,0.83770716,1.1187756,1.061875,0.4579227,1.1611731,0.7829668,0.6270105,1.1245136,0.88467556,1.0124434,0.0,0.9681705,0.9132967,0.8813001,1.0653594,1.1731024,1.3086673,1.2892846,0.85460734,1.1975282,0.9196465,0.88651925,1.2302651,0.8066497,1.052107,0.7448505,0.9861923,0.88918906,0.7253002,0.9870614,0.9119966,1.3329151,1.109053,0.8133398,0.99173844,1.0903289,1.2033292,0.57313925,0.8413788,0.9116665,1.1596303,0.71159977,0.9472469,0.7779732
raisin,1.288938,0.666163,0.57655567,1.189115,0.5648109,0.48473042,1.0707467,0.8241051,1.3380982,1.0287527,1.3740516,0.7357502,1.3034773,1.1379586,0.98646516,1.348724,1.1679794,1.2008003,0.7601182,0.8274424,1.1634305,1.013453,0.9800436,0.9102905,0.94597137,0.9066551,0.970638,0.93439394,0.9171986,1.3043625,0.7209418,1.1707332,0.9654649,1.2735937,1.060723,1.3431444,1.2062193,0.6238425,1.4402515,0.70209676,0.9565598,1.1261914,1.2287837,1.1827779,1.2178677,1.1718512,0.85749924,0.61946106,1.0463746,0.45291865,1.1132809,0.6578568,0.66043943,0.92746544,1.0053903,0.793356,1.0596437,1.1433439,0.69243467,0.9035064,0.9416436,1.1168194,1.0585723,0.64875877,1.0152946,1.2013451,1.2350463,0.94812405,1.1919854,1.0471759,1.1668056,0.8690696,1.1610953,1.2394575,0.9918829,0.9818156,0.5230875,0.87516433,0.736032,0.61433834,0.65721494,1.2050222,1.102447,1.3443859,1.093952,1.379133,0.62855136,0.6728562,0.98139185,1.1372027,0.8203953,1.192801,1.1325706,0.7072414,1.1562002,0.83102,1.2070707,0.9681705,0.0,1.2485428,0.883191,1.2515028,1.2140068,1.1796768,1.3005357,0.98425484,1.0736705,1.0980034,1.173317,1.2937146,0.56652194,0.9706271,0.7809373,0.7921956,0.9499073,1.138175,0.69647384,1.341702,1.1958225,1.3926549,0.7935644,0.5565255,0.7824177,1.1366645,0.9061141,0.9781413,1.1996033,1.0420817,1.0318713,0.772023,0.9130491
refrigerator,1.0949072,1.3253633,1.2712612,0.7965386,1.3496895,1.2395178,1.2736878,1.155336,0.5425342,1.0417821,0.70219505,1.0627899,0.6230347,1.0671555,1.213496,0.89895236,1.0374285,1.0532664,1.0743049,1.1462102,0.8117585,1.1673101,0.8086654,0.9582478,1.2218565,0.4676485,0.88973117,1.0766125,0.82848436,0.4235778,0.98799115,0.4163878,1.0938115,0.5481206,0.92014545,0.49631906,1.0705425,1.2908204,0.5127949,1.1215975,1.0952904,1.154557,1.2277336,0.20964193,0.6331105,0.89040095,1.2613733,1.3516548,0.8450478,1.2498647,1.0056875,1.3202024,1.2208532,1.0186323,1.1358335,1.1166351,1.3534214,0.9312745,1.2770269,1.4118423,1.3690779,0.96905977,1.0885715,1.292426,1.1861539,0.9082166,0.9718381,1.0436155,0.97466636,0.728344,0.58363175,0.81920457,0.92769724,1.1917534,1.2049614,1.2024585,1.3852322,0.88043606,1.23005,1.3369408,1.3024809,0.5570221,1.0468736,0.8982218,0.8772472,0.8451612,1.2454025,1.171837,1.0547004,1.0801412,0.8108544,1.0295148,0.8949107,1.1537483,1.0918629,1.1952269,0.9810222,0.9132967,1.2485428,0.0,1.1796181,0.87581813,0.88816637,1.0340837,0.8071415,1.2624552,0.93097734,0.5067156,0.6082711,0.8729968,1.3469887,0.7714715,1.0265148,1.2125527,1.1495824,0.8698749,1.21532,0.7221035,0.88585305,0.5403123,1.205505,1.3773401,1.2778591,1.0003078,0.90724814,1.3483353,0.9328408,0.98071915,0.48083967,1.112723,0.7806709
rooster,1.2910527,0.8777467,0.8161919,1.4249501,0.75132465,0.78712314,1.1260521,0.651202,1.3911601,1.1756778,1.4090462,0.7005751,1.2336487,1.2572294,0.78640676,1.3588086,1.094325,1.0403464,0.6934259,0.8715948,0.96710545,1.016695,0.7460699,0.7682773,0.6745604,0.78968394,0.7755569,0.9019711,1.0411065,0.97699785,0.6587938,0.9779046,1.0475876,1.2768242,1.2095507,1.3078059,1.2359916,0.58034563,1.2221378,0.72023195,1.1463938,0.9783426,0.96819884,1.0660774,1.0944122,1.1863074,0.88090867,0.63545233,1.2165284,0.8593092,1.2107749,0.94476354,0.67520136,0.71752334,1.0943272,0.7694452,0.7336164,1.1476455,0.72884214,0.91806763,0.9012307,1.1412511,1.2809427,0.5695659,0.69720733,1.0431255,1.269045,0.94350845,1.3111684,1.0567567,0.8035041,0.7197771,1.2832897,1.3272613,1.1397938,1.0302612,0.7681834,0.6376841,0.8400247,0.9540849,0.6010675,1.066795,1.1898359,1.3738464,1.2272464,1.289201,0.66689503,0.74485284,0.91231227,1.0784682,0.8725007,1.1502999,0.8023732,0.68670017,0.97328573,0.885892,0.84357387,0.8813001,0.883191,1.1796181,0.0,1.2222602,1.1065286,1.2610235,1.3179528,0.82768893,1.1780438,1.1296886,1.3018899,1.2892911,0.6534132,1.223289,0.80827796,1.0104055,0.76071966,0.9104623,0.89911526,1.1295607,1.2741287,1.4139749,0.8580111,0.76995593,0.9611563,1.2671278,0.6831886,0.75020945,1.083758,1.1310873,0.7816755,0.8311538,0.7921571
sandwich,0.68556845,1.2553539,1.2703125,0.8163918,1.2810156,1.2688594,0.9964308,1.1891367,0.74376464,0.6922966,0.6156338,1.2653675,0.9054301,0.7576612,1.0752022,0.46719277,1.0840092,1.0541992,1.2242666,1.3037772,1.1125299,0.7977197,1.1768883,1.3195007,1.195986,1.2103266,1.138066,1.0763552,0.85708994,0.9578246,1.2337898,1.0013158,0.94503486,0.96399224,0.86292523,0.73481804,0.64550245,1.3786982,0.84895945,1.3213052,1.021977,1.0160005,0.9792819,0.9161709,1.0132043,0.8292819,1.1901494,1.3172743,0.7094679,1.1556268,0.92047906,1.2274258,1.2893348,1.0865326,1.0168965,1.1536596,1.132207,0.8708178,1.2725213,1.0088239,1.3113021,0.97903264,0.94276446,1.2838787,1.1484277,1.1223592,0.73022044,1.0312806,0.6776447,1.0031773,1.0628655,1.1089957,0.8712641,0.7329117,0.970063,0.9941543,1.2261775,1.0392612,1.1873932,1.2160705,1.3211284,0.9989035,0.6421417,0.6142741,0.8101131,0.8030473,1.324619,1.3466718,1.123741,0.9244249,0.9849705,0.9045651,1.069179,1.3282363,0.9582476,1.2204293,1.0553577,1.0653594,1.2515028,0.87581813,1.2222602,0.0,0.87709093,1.0025651,0.7062709,1.0245937,0.8249543,0.8410325,0.917351,0.77044004,1.2768273,0.82210934,1.2530773,1.0591525,1.2788241,1.0028259,1.2199795,0.8824541,0.77788657,0.76306915,1.2766862,1.2518086,1.1438007,0.9797474,0.99454904,1.23111,1.0451901,0.9355579,1.0932759,1.1478493,1.0928562
scarf,0.95131564,0.8094548,1.2175448,0.67378426,1.356188,1.3348727,0.9707687,1.2787304,0.96719027,0.9891764,0.9111991,1.132722,0.88905925,0.7328395,1.3855926,0.73101544,1.1127033,1.1642525,1.3409997,1.3812528,1.1087942,0.77372724,1.0527378,1.2801758,1.1881769,1.1146357,1.2322944,0.9484335,1.045554,1.0116264,1.3842015,1.0370482,0.6351699,1.079025,0.9705599,0.8600995,0.7395833,1.2642145,0.985179,1.3550049,1.0624957,1.089092,1.0707036,0.93775076,0.941945,0.63437593,0.7459731,1.0502064,0.96748316,1.1309309,0.82882416,0.8241743,1.2020433,1.3605148,0.93990904,1.1143428,1.25558,1.05786,0.94814324,0.9517796,1.0539868,0.8294562,0.653623,1.0481116,1.0748003,1.11306,0.8525197,1.2439209,0.6354181,0.8395076,1.1306429,1.3321952,0.75859064,0.7782297,0.7568693,0.7324939,1.1485245,0.9785215,0.72133243,0.97802866,1.1167241,1.041877,1.0992233,0.5681653,0.61377054,0.9790406,1.1838161,1.1158968,0.81086034,0.86219704,1.0332935,1.0145802,1.216964,1.3063744,1.108394,1.1635315,0.8602067,1.1731024,1.2140068,0.88816637,1.1065286,0.87709093,0.0,0.9136496,0.47519904,0.992879,0.5267625,1.0851998,1.0144774,1.0394063,1.2383391,1.1141666,1.2317147,0.93487054,0.98727834,1.0975028,1.0377641,1.0819507,0.65485793,1.0342343,1.2888188,0.9630695,0.9858268,0.90895814,0.94540393,1.4194083,1.1099613,1.0419289,1.1135,1.2058468,1.2383655
scissors,0.6324599,1.0836629,1.2685447,0.64189255,1.2552664,1.3383439,0.5518606,1.4105674,0.6547927,1.0777519,0.72250915,1.3547246,0.7790375,0.76880693,1.0293987,0.8081701,0.8974831,0.86869603,1.3899593,1.1149554,1.0566865,1.0165969,1.1453221,1.1526684,1.0613377,1.3605708,1.3326049,1.0708835,1.222183,1.0189711,1.3553662,1.0959859,1.0634847,0.7625439,0.702817,0.91592556,0.7374306,1.2890797,0.73141253,1.3363954,0.8073799,0.9127593,0.8628714,1.0692347,0.7968049,0.82829475,1.0636793,1.2275617,1.0692285,1.2034072,0.8273761,1.0669067,1.3600849,1.3722174,0.97031176,1.2548714,0.89141905,0.8772707,1.3032119,0.894283,0.75619686,0.89330494,0.6383042,1.3213236,1.2006665,0.7060756,0.887057,1.1477218,0.7316505,0.8520926,1.1622348,1.3185251,0.6934522,0.5428002,0.8500022,0.9651845,1.3642033,1.5042459,1.2118833,1.1263862,1.2745221,0.9756264,1.0634991,0.69108385,0.8398793,0.67721003,1.28978,1.0493902,0.8812305,0.9123552,1.4834158,0.89501244,1.1667838,1.2799625,0.8702576,1.0095668,0.8027383,1.3086673,1.1796768,1.0340837,1.2610235,1.0025651,0.9136496,0.0,0.8006332,1.0233756,0.880778,1.1634285,0.7462818,0.7065632,1.4313014,1.0371214,1.2509367,0.9345738,1.0763835,0.81485486,0.9929677,0.82478076,0.81132466,0.6175667,1.0780096,1.2889884,1.1642387,0.29507285,1.4546964,0.91119915,0.7973012,1.0111834,1.0581433,1.3291986,1.3051311
shirt,0.6274141,1.194526,1.3593264,0.48243368,1.4031851,1.4183743,1.007561,1.5146433,0.68501294,0.7121965,0.47992444,1.3345165,0.84510034,0.58582616,1.2356673,0.51961243,1.0435542,1.0100093,1.3947191,1.4116578,1.1356854,1.0191171,1.3034344,1.4144516,1.2327677,1.3297589,1.264947,1.1074355,0.91232216,1.0308193,1.4348743,1.0589921,0.68028104,0.96216995,0.92675364,0.67976284,0.73984253,1.5153857,0.81714606,1.4839694,1.0594012,0.9646192,1.0606132,0.9266652,0.9748007,0.43259245,1.1204606,1.327007,0.7151983,1.2287896,0.5919991,1.2004981,1.4357228,1.3390313,1.0165819,1.3534102,1.1554182,0.806209,1.3394622,1.1905785,1.3416404,0.63961613,0.812157,1.2614443,1.1696929,1.1603554,0.35343528,1.1553025,0.40458584,1.0504112,1.2277141,1.4088917,0.70101,0.7389368,0.96220815,0.97199225,1.3467617,1.3047824,1.1600218,1.1493294,1.3170222,1.0058136,0.79192406,0.21166766,0.47086525,0.7061803,1.4776986,1.461682,0.9471304,0.9404822,1.2531533,0.7581088,1.2360108,1.5065593,1.0326096,1.2333438,1.0041116,1.2892846,1.3005357,0.8071415,1.3179528,0.7062709,0.47519904,0.8006332,0.0,1.1541643,0.53082174,0.8419223,0.9084766,0.61,1.4517189,0.85391295,1.3741019,1.1573573,1.3522413,1.194847,1.227276,0.9466628,0.21948636,0.62917197,1.4037359,1.3066227,1.1423295,0.89954233,1.278662,1.3946702,1.0437683,0.8737856,1.2041607,1.2965361,1.2847768
shoe,0.9485938,0.89826125,1.0972985,1.1034796,1.06282,1.1706303,1.0283165,0.81802297,1.1779169,1.0759095,1.1807964,0.9740909,1.1128675,0.9518024,0.82625824,1.0261028,1.0304157,1.001536,0.99769187,0.94465387,0.89335704,0.8816202,1.1187739,0.85414606,0.9550109,1.0325388,1.0898709,1.04145,1.2146636,0.99962986,0.982423,1.0913059,1.0300839,1.097382,0.8965884,1.1495929,0.9224532,1.0580615,1.1065685,0.95861244,1.0181652,0.8948581,0.7551249,1.2096257,1.0673159,1.0250645,0.94184893,1.1090225,1.121396,0.9495759,1.1269101,0.9875007,1.0272758,1.0560564,0.51060325,0.9263921,0.8655739,1.0256771,0.9365648,0.5132534,0.9168871,1.0931067,0.9710867,0.8254724,0.8719625,1.0295603,1.1107911,0.9831209,0.92102885,0.979784,0.9805448,1.0484419,0.90953696,0.8125597,0.98066825,0.9062089,1.05196,0.8404822,1.0429093,1.0226402,1.1450603,0.9658406,1.0721396,1.0429668,0.94975597,1.0850108,1.0583183,0.996465,0.90194136,1.0105608,1.0286223,1.0695715,0.92913556,0.9864988,0.99641573,0.9415801,0.7519994,0.85460734,0.98425484,1.2624552,0.82768893,1.0245937,0.992879,1.0233756,1.1541643,0.0,0.8575565,1.2672205,1.1783423,1.1543914,0.9261488,1.2348816,1.0117232,0.39073896,0.9061669,0.8696581,1.1246495,0.95790184,1.140979,1.1581358,0.83995044,0.90953106,1.1254079,1.1269234,0.8368828,0.8571991,0.94155884,1.1322086,1.0389628,1.0845904,1.1028618
shorts,0.78650147,0.90832984,1.3055329,0.56701255,1.4149008,1.3829906,1.0569682,1.2649648,0.73967755,0.80909634,0.68759644,1.0800055,0.7030989,0.7901325,1.32571,0.55592203,1.1776818,1.1371195,1.4856064,1.454792,1.1409978,0.91405535,1.265907,1.3937287,1.338242,1.2705634,1.3475287,1.0034187,0.8906361,0.9860158,1.474334,1.1548703,0.63908756,1.0324018,0.92076,0.75109565,0.7669504,1.3848345,0.9941775,1.4918817,1.1139616,1.0219158,1.1486456,1.0164412,0.849882,0.5061953,0.90459794,1.2349951,0.79609716,1.0509712,0.85780334,0.9156394,1.248702,1.4913689,0.93976986,1.2140925,1.2124935,0.99100775,1.1132703,0.8895562,1.2144685,0.928866,0.69979215,1.1754324,1.0435269,1.1772735,0.71126,1.243542,0.24281073,0.66962564,1.257298,1.5030695,0.5418625,0.725101,0.9070611,0.83347225,1.2350417,1.1397507,0.94414955,1.085097,1.2797809,1.0145043,0.9447199,0.45478016,0.14869595,0.89833134,1.2598765,1.18705,0.6533847,0.8967688,1.0574676,0.8968332,1.3350562,1.3917437,1.0931069,1.1451005,0.81400335,1.1975282,1.0736705,0.93097734,1.1780438,0.8249543,0.5267625,0.880778,0.53082174,0.8575565,0.0,1.0212518,0.8450062,0.8801078,1.2714114,0.94268864,1.3308201,0.78776145,1.1755341,1.0869066,1.1262084,1.0612308,0.5433788,0.8104824,1.3971188,1.0694011,1.086936,0.9085084,1.0850956,1.5195513,1.0872313,1.0291295,1.1870375,1.312867,1.3090245
shower,1.0654411,1.2522854,1.1106713,0.9498574,1.1445335,1.0551196,1.200171,1.0295913,0.680973,0.82720304,0.7426727,0.95949537,0.83299476,1.0347713,1.0650353,0.9115113,1.0680933,1.1515746,0.9952382,1.1010598,1.0576495,1.0791512,0.9413992,1.070571,1.1482992,0.7829539,0.91135097,1.1550089,0.5424545,0.7781407,0.9204882,0.6807072,1.0039194,0.8160825,1.0548291,0.7539662,1.1426915,1.0889877,0.7957262,1.068354,1.0383416,1.176734,1.2471073,0.51415336,0.8662962,0.94502866,1.197965,1.1775852,0.6840851,1.1840296,0.9913575,1.2342901,1.0840235,0.9463766,1.1439593,0.99916524,1.2482347,0.95218915,1.1218743,1.4089642,1.4340965,1.0138464,1.1783109,1.1823575,1.1814969,1.0055629,0.909809,1.0786,0.9622423,0.9633797,0.76306474,0.85815334,1.0649474,1.2474777,1.1457853,1.1965306,1.1102182,0.91036147,1.0879471,1.1907375,1.1103472,1.0193081,0.8452032,0.89577556,0.96489763,0.99250907,1.0754491,1.1333572,1.1561801,1.2213571,0.79870236,1.0521941,0.9301545,1.0611095,1.1207174,1.2343951,1.1817309,0.9196465,1.0980034,0.5067156,1.1296886,0.8410325,1.0851998,1.1634285,0.8419223,1.2672205,1.0212518,0.0,0.7872875,0.7983824,1.07391,0.50957763,1.0530702,1.266014,1.1831245,1.000338,1.2157674,0.93715453,0.9644645,0.7673095,1.2157502,1.172835,1.0387864,1.1281548,0.9248843,1.2368176,1.1289747,0.87505805,0.75123835,0.9428674,0.83166575
sink,0.9489906,1.2246454,1.2473241,0.8084476,1.2834294,1.1053332,1.0169793,1.0262614,0.24871612,1.0290768,0.6675666,1.0979143,0.52568406,0.7677789,1.1546509,0.69478405,0.93900555,1.0087997,1.204249,0.75684667,0.91353357,1.1634104,1.0855877,0.7880186,1.3709887,0.87698764,0.97720844,1.1129029,0.94757545,0.6682708,1.1153224,0.8502431,1.0612552,0.48115766,0.71144795,0.6823529,0.9061774,1.2978226,0.71808726,1.0346419,0.74825543,1.1496627,1.1978722,0.7576171,0.62259626,1.033414,1.2429669,1.3673351,0.9363411,1.2103535,1.0620736,1.3081868,1.1457262,1.2305008,1.2285677,1.0840442,1.2317307,0.9731008,1.2441995,1.1584526,1.0700388,1.1378506,0.9671358,1.435646,1.2169844,0.88129044,0.99493587,0.9965701,0.7751994,0.64644843,1.0239075,1.0796361,0.97435826,0.86159927,1.1608071,1.133091,1.3543379,1.00662,1.2592481,1.2878773,1.3499185,0.72810006,1.0850891,0.8109944,0.81784505,0.7258087,1.1873486,1.1198405,0.9894214,1.1016221,0.8572792,0.9733293,1.1790707,0.892151,1.1294453,0.9972943,0.79362774,0.88651925,1.173317,0.6082711,1.3018899,0.917351,1.0144774,0.7462818,0.9084766,1.1783423,0.8450062,0.7872875,0.0,0.84405816,1.2953187,0.8297706,1.0249774,1.0924845,1.0374869,0.844275,1.1197937,0.7755316,0.92136043,0.53158855,0.9061234,1.4360458,1.2433337,0.78575134,0.9502384,1.2223788,0.82771003,0.9299079,0.90401113,1.2124652,1.0268188
slide,0.6338255,1.250281,1.3001473,0.7489177,1.2632045,1.244162,0.8939632,1.3894904,0.56022465,0.8002417,0.30896616,1.3087078,0.71790516,0.9441303,1.1141586,0.5091727,0.76680535,0.8714221,1.3129793,1.2551149,1.0907621,1.1833613,1.2191606,1.3381096,1.107024,1.352408,1.0647177,1.0779905,0.9970835,0.8424392,1.2768798,1.045306,0.9946591,0.8495827,0.9498863,0.6086557,0.981625,1.4039444,0.5789269,1.3751457,0.9950924,0.9683616,0.9582619,0.9443299,0.97889656,0.69604707,1.2089684,1.3077209,0.7768902,1.2048451,0.6589663,1.3012065,1.3566434,1.2307088,1.0662605,1.3453584,1.0509369,0.64806193,1.3776374,1.2435694,1.2037536,0.7136261,1.04201,1.2695558,1.1732429,0.8927587,0.59676886,1.168843,0.5497658,1.2494211,1.0589546,1.29107,0.78201133,0.80853,1.0563631,1.1452557,1.3173997,1.4033017,1.3580507,1.1861373,1.2738647,1.0145028,0.8004079,0.49146277,0.6861042,0.6859541,1.443866,1.4565461,1.1099994,1.0402482,1.2651677,0.74774265,1.0715026,1.3852065,1.0384982,1.1915578,0.948667,1.2302651,1.2937146,0.8729968,1.2892911,0.77044004,1.0394063,0.7065632,0.61,1.1543914,0.8801078,0.7983824,0.84405816,0.0,1.405117,0.7733177,1.29697,1.2244506,1.3521049,1.1103626,1.217053,0.73259103,0.56533325,0.4851538,1.27373,1.380645,1.1797005,0.8194305,1.3606958,1.0196421,0.98643214,0.82424533,1.1057861,1.2529427,1.1112375
slipper,1.5302219,0.69079435,0.40137744,1.4320003,0.45179814,0.4125533,1.2143221,0.37570858,1.5357814,1.1701779,1.5607107,0.36207932,1.2731924,1.3087121,0.9697278,1.5135686,1.2528334,1.2382758,0.3244245,0.6700846,1.1469134,1.0292178,0.8454354,0.75257754,0.94186026,0.733172,0.6558867,0.8509915,0.9610427,1.24953,0.58478934,1.1763422,0.95450056,1.3687837,1.2106705,1.4283259,1.3516546,0.15386748,1.5394764,0.3543908,1.1606342,1.2646263,1.2973473,1.2526333,1.2241225,1.3623874,0.67707276,0.4806999,1.191309,0.6288847,1.2178118,0.63863075,0.3582809,0.49723935,0.9701463,0.5969237,1.1016535,1.2209569,0.24226767,0.88572574,0.87317514,1.2085905,1.2810477,0.42062992,0.9648187,1.2840753,1.3817596,1.0422958,1.4213457,1.090622,0.97328436,0.6961187,1.3029,1.4717143,0.98558325,1.0179677,0.11916244,0.596935,0.46177298,0.57853246,0.4194796,1.2318693,1.2416011,1.5165745,1.2956848,1.5334172,0.1982444,0.41295445,1.102229,1.2440217,0.6024731,1.2689762,1.0047637,0.5139981,1.17606,0.92928386,1.2595526,0.8066497,0.56652194,1.3469887,0.6534132,1.2768273,1.2383391,1.4313014,1.4517189,0.9261488,1.2714114,1.07391,1.2953187,1.405117,0.0,1.1185659,0.6671352,0.9294747,0.7670683,1.126256,0.76329684,1.408812,1.4255581,1.6190703,0.7849111,0.29700172,0.36397648,1.3773084,0.63141483,0.8755927,1.2897464,1.1910644,0.9639547,0.1971302,0.8306077
snow,0.88779294,1.145188,1.1712954,0.8694335,1.1297863,1.0085583,1.0412198,1.1429584,0.70159435,0.52649856,0.6808855,1.0922983,0.8984536,0.90657365,1.0823418,0.8077518,1.1210256,1.1392031,1.1446592,1.1511121,1.1856587,1.0187993,1.0577254,1.2337435,1.1048645,1.0827905,1.1224794,1.1616037,0.5044909,1.0465957,1.0829974,1.0025947,0.8136134,1.0018592,0.90601015,0.8894294,0.9126917,1.1550765,0.93900734,1.1416296,0.9722076,1.1616967,1.267026,0.7865802,0.9288577,1.0380061,1.1063869,1.1660782,0.49920464,1.0875578,0.93997955,1.1255788,1.0778844,1.0706897,1.1131127,1.0380313,1.1399449,0.89085156,1.1940389,1.2859933,1.3345332,1.0421984,1.0642842,1.2622724,1.1822339,1.0131338,0.7794727,1.0709033,0.87947655,1.0374825,0.9796648,0.97950315,1.0562333,1.0541834,1.1155477,1.108045,1.0575429,1.142267,1.0878358,1.1082329,1.1486839,1.1187674,0.6032685,0.8715733,0.91935456,0.98549354,1.081256,1.1554781,1.1116599,1.1691127,0.9734706,0.97602046,1.0345556,1.1168692,1.0793817,1.17011,1.2494385,1.052107,0.9706271,0.7714715,1.223289,0.82210934,1.1141666,1.0371214,0.85391295,1.2348816,0.94268864,0.50957763,0.8297706,0.7733177,1.1185659,0.0,1.1033823,1.1697525,1.2289352,1.1071986,1.1570928,1.1046622,0.9285724,0.76716477,1.1230553,1.1277126,1.052937,1.012907,1.1327251,1.2638915,1.1614,0.8200524,1.0283765,1.0619559,0.9435914
