,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
cat,0.96474177,1.0678648,0.94402176,0.95668495,1.0751774,1.0497473,0.94133365,1.3090348,0.8793032,0.9076476,0.8870443,0.7549666,1.1022168,1.0483375,0.75577664,0.81426877,1.119972,1.0851631,1.2217007,1.3271934,1.1301621,1.0158081,1.2932065,1.0939459,1.1235707,1.1354501,0.8506204,0.0,1.1149759,1.044304,1.1092868,0.79548025,0.9855941,1.05399,1.0599792,1.0312127,1.0661337,1.0461926,1.1072564,0.98190933,0.8915427,1.1848438,0.9409536,1.1310056,0.98109204,1.1314263,1.0796956,0.6314875,0.9231723,0.99984443,1.0673349,1.026859,1.0291597,0.98685586,0.96049917,1.0839927,0.9367307,0.8976924,1.2136555,1.2038763,1.0115339,0.96535635,1.100174,0.7504951,1.0222071,0.8011191,1.2189895,0.788453,1.0377674,1.0501168,0.9610202,1.0592575,0.94457966,1.1129394,1.166012,0.9247127,1.1045278,1.0705395,0.90406656,0.8617658,0.8330182,1.2445246,1.0321486,0.883637,0.7682481,1.0880711,0.9463877,0.9710207,0.9861772,0.9013788,1.0102836,1.1460416,1.116395,1.0607855,1.10153,1.1954874,0.8077822,1.0046521,1.007388,1.0218741,0.8687041,1.1763178,1.0025715,1.1458532,0.7943032,0.9522952,1.0013458,1.002618,0.71710694,1.165958,0.90714407,1.1428396,1.1855876,0.99658805,0.898294,1.2237014,0.69634724,0.989298,1.1971176,1.1147754,1.1636946,0.9694565,1.077393,1.296344,0.9861078,0.89804244,1.115874,1.0481049,1.134235,0.9099137,0.8698158
chair,1.0522504,1.1183851,1.3353415,0.9675489,1.3122149,1.2654451,1.1622816,0.6236516,0.7060945,1.0633605,0.6427692,1.1261721,0.4641148,1.0331087,1.0539668,0.84028053,0.9336683,1.1064804,1.1108024,0.5884634,1.3225849,0.7424947,0.9226978,1.1748426,0.7301544,0.8499533,1.264866,1.1149759,0.0,1.0226673,0.63668114,1.1482742,0.70058596,0.98310965,1.0438513,0.44179654,1.2583454,1.2399912,0.34681392,1.095844,1.1167592,1.0738609,0.5844986,0.8172558,1.0413111,1.0716362,1.2814181,0.94399774,1.2077698,1.160098,1.3150644,1.2750266,1.1129423,1.1328479,1.1748399,1.1200533,0.98515135,1.2272707,1.0768809,1.1618711,1.1581119,1.192648,1.2121534,1.1374071,0.77356553,0.9755055,0.9758154,0.89369637,0.9892177,0.50920856,1.0025754,1.0025587,1.1100103,1.0183415,0.70636904,1.0555248,1.347911,0.84241366,1.199121,1.1417782,1.1868963,0.88121593,1.1046509,0.96477693,0.919144,0.9968438,1.1536244,1.1620014,1.0927659,0.78505945,1.1967866,0.92646563,1.2275622,1.0453861,0.6754102,0.83388054,0.45616198,1.105006,1.0080596,0.8297443,1.0516505,0.9935006,0.83028483,0.85947794,0.74177116,0.7335447,0.73664147,1.2631445,1.1751382,1.1358671,1.0104786,1.029414,0.94185376,1.0936173,1.0644747,0.62303287,1.1035994,0.54460335,1.193259,1.3244333,1.2676251,0.8855436,0.8379376,0.8582858,0.802091,1.0226836,0.79420066,0.86785734,0.5674421,1.2769861,0.74727535
clock,1.4204445,0.7501891,0.6089864,1.5206139,0.4939863,0.54194725,1.2467084,0.80958056,1.4053595,1.2432826,1.4624947,0.71712005,1.4135625,1.460767,0.7035644,1.4157548,1.080819,0.46148723,0.56315017,0.8987171,0.9208912,0.74181587,0.53387874,0.5432448,0.51758003,0.47116488,1.3143119,1.044304,1.0226673,0.0,1.0717022,1.1733656,1.0803944,1.2209537,1.1417998,1.3401386,1.1594775,0.57952565,1.3421184,0.5280751,1.2108586,0.90792024,0.99676174,0.987572,1.3528948,1.1060458,0.8836757,1.157247,0.7947966,1.2785102,1.0588392,0.84640634,0.35300994,1.2871643,0.63433725,1.122972,1.227433,0.66399825,1.2553664,1.0772011,1.207869,1.4339747,0.5689405,1.0236264,1.1111865,1.2859058,0.8868269,1.4754419,1.390461,1.1331999,0.37420917,1.3166838,1.009592,1.4788077,0.8718495,1.2223694,0.7829113,0.7154372,0.7032193,0.740046,1.0368071,0.64819914,0.9610574,1.3814615,1.4772089,1.4522545,0.5780918,0.6021449,1.2081577,0.6859942,1.3173914,0.7966025,0.43569195,1.0312697,1.239392,0.4782558,1.1321425,0.84047884,1.3372452,1.2550838,1.3591022,0.94612384,1.233238,1.0986953,1.268501,0.8419475,1.2596667,0.5145731,1.0518638,1.0028994,1.0688629,0.98237175,0.70161974,1.0984398,0.8418006,0.9947493,1.2705072,1.226355,0.44548678,0.9899793,1.3152487,1.2775834,0.7071699,0.6333881,1.2791255,1.0295124,0.64812225,0.63741964,0.7062245,0.62624204,0.9536996
closet,1.0785297,1.147223,1.228804,1.013887,1.1108277,1.2044972,1.1936206,0.8194653,0.76436484,0.8782729,0.797972,1.2430998,0.5268928,1.1185883,1.1274151,0.9556774,0.9847442,1.1106839,0.935737,0.6880226,1.2420819,0.7201387,1.0548155,1.12783,0.8823969,0.9674091,1.181122,1.1092868,0.63668114,1.0717022,0.0,1.0907313,0.59821326,0.97477144,1.1023577,0.59606546,1.1838512,1.2813982,0.55897665,1.1151761,1.1093178,1.0148071,0.118623376,0.8040016,1.0183247,1.1297884,1.1568947,1.1068892,1.2000139,0.9701065,1.2589493,1.3029106,1.0719478,1.126962,1.1454748,1.1234641,0.8798044,1.2850834,1.1046052,1.2076168,0.9773108,1.1829919,1.2198746,1.0787361,0.9556292,1.0530319,0.9703842,1.0493205,1.0456417,0.6228299,0.89743686,0.8693762,1.0602427,1.0376756,0.96048474,1.0463518,1.2961292,0.98923063,1.2424906,1.0121274,1.1316987,0.76432896,0.9539807,1.018619,1.046517,0.9773001,1.2448064,1.2406908,1.1001279,1.0642534,1.1260321,0.86661863,1.1234292,0.94796556,0.92381626,0.9545882,0.44998026,0.98977906,0.9562529,1.0454423,1.0795517,0.98939645,0.9072648,0.87995297,0.7471284,0.86911654,0.89379585,1.2488525,1.2261516,1.0769545,1.1724167,0.96446395,0.95983464,1.0285265,1.0168277,0.8323301,1.1371701,0.629398,1.221372,1.2521353,1.2509705,1.105112,0.92846006,0.99077964,1.0120652,0.904709,0.83927727,0.93332714,0.6560954,1.3160169,0.60722536
coat,0.9707173,1.0256765,1.2012854,0.8591496,1.2025822,1.2589986,0.9391258,1.1842427,0.9220426,1.0226015,0.81733966,1.0121409,1.0101624,0.915571,0.9356562,0.90690804,1.0827593,1.178957,1.2235428,1.2080789,1.0649143,1.0127695,1.2592162,1.1230786,1.1711489,1.2091099,0.9324418,0.79548025,1.1482742,1.1733656,1.0907313,0.0,1.0803499,0.91575915,0.99639136,0.97443134,1.1038737,1.1639845,1.0087448,1.1449473,0.971521,1.0884058,1.0718557,1.1237789,0.49231088,0.8607265,1.073347,0.70030373,1.0199032,0.7593796,1.0858457,1.1294365,1.1496614,0.9204681,1.1584673,1.078711,0.90560067,1.0813885,1.0815316,1.2007807,0.7735339,0.8795177,1.0662462,0.971123,1.097103,0.5282067,1.1738454,0.644505,0.93005776,1.04821,1.1858495,1.1000097,1.017996,0.99996036,1.0639801,1.0511644,1.1057901,1.0996567,1.0675837,1.1550255,1.0497607,1.1546885,1.0755775,0.92335755,0.53281474,0.93921226,1.1243495,1.1170143,1.076849,1.1542015,0.97704315,1.1713129,1.2508047,1.1823055,1.0694523,1.2435633,0.93590546,1.0247214,0.6724303,0.91950405,0.47068888,1.1721746,0.78348386,1.1344004,0.87602377,1.2548859,0.8881604,1.1569766,0.9039043,1.0710927,1.0278533,1.2926582,1.007524,0.9946996,1.1360896,1.034121,0.36744207,1.0254436,1.1636722,1.0335183,0.9446355,1.0305393,1.1299906,1.2032824,0.9190638,1.0444143,1.1898226,1.1498059,1.1571496,1.0743444,1.0223403
coffee,1.0150586,1.2195462,1.27115,0.9235337,1.1618353,1.1303552,1.1775758,0.78544533,0.48947978,0.914598,0.78009355,1.1998404,0.56253546,1.0470197,1.1371405,0.89834917,1.0342193,1.0889822,0.64373136,0.83741623,1.2740048,0.9119829,0.86417866,1.186187,0.90681154,1.0510385,1.1384934,0.9855941,0.70058596,1.0803944,0.59821326,1.0803499,0.0,0.9201541,1.0883605,0.6700423,1.2730144,1.2874347,0.63175464,1.0027957,1.0816259,1.1777823,0.59171396,0.8318145,1.0762432,1.3253441,1.1631308,1.0335805,1.1972197,1.0789876,1.2939175,1.2806216,1.106154,1.2095453,1.0317422,1.1354992,0.8239652,1.3560357,1.2351853,1.243179,1.1018589,1.2232207,1.3534212,1.0689274,0.8033132,1.065158,0.98903376,1.013399,0.9744291,0.8318392,0.9330384,0.8993745,1.1515342,1.1347618,0.9711613,1.0223904,1.3162739,0.99365443,1.2732326,1.0133014,1.0270796,0.7477317,0.9988457,0.9931584,1.0248684,0.9055196,1.1583912,1.1879182,1.0495173,0.96771526,1.152827,0.9208201,0.83542526,0.9716229,0.8665016,0.8695649,0.5084182,1.0203518,1.0208728,0.9850998,1.0691748,1.0430888,1.008657,0.76865,0.74228865,0.42408824,0.8680686,1.2764003,1.0875767,1.1687841,1.1375601,0.7661871,0.9182175,0.953831,0.91819775,0.97578424,1.0805285,0.38418758,1.1681476,1.3541121,1.2513036,1.0054159,0.92192525,1.0914196,0.78920877,0.92981875,0.85878575,1.0063827,0.77109665,1.2891569,0.77891684
comb,0.8206578,1.2073482,1.2521534,0.83036876,1.2040061,1.1617314,1.0912013,1.0550821,0.76212525,0.89843726,0.77555835,1.2210028,0.6614269,0.8213702,1.1896698,0.8465067,0.8394576,1.2064457,1.0381141,0.9145135,1.1912571,1.2349582,1.131172,1.1408026,1.209675,1.1565235,0.908687,1.05399,0.98310965,1.2209537,0.97477144,0.91575915,0.9201541,0.0,0.9905326,0.90203583,1.1075795,1.2301028,0.6674069,1.2153851,1.0133198,1.0468038,1.0115751,0.93547034,0.84887946,1.1312828,1.0800943,0.9264189,1.1376473,0.8994828,1.109026,1.1815242,1.1354666,0.8883332,1.1338434,0.9937131,0.8646995,1.2933967,0.95734376,0.91429317,0.96288407,0.845022,1.2981901,1.0213414,0.99421334,0.89208686,1.0317212,0.8418603,0.8094493,0.85941565,1.1867998,0.92282087,1.0033762,0.86973876,0.9930392,1.040567,1.2037058,1.2170037,1.2865566,1.2336968,0.90436894,0.9172813,1.0430076,0.90943485,0.8674884,0.7238366,1.2700969,1.219188,1.0789169,1.2493743,1.0049586,1.0937489,1.148093,1.0185363,0.9068247,1.0570676,0.94916046,1.0703131,0.8276315,0.8103417,0.8677769,1.0013095,1.0361112,0.9383907,0.89566934,1.0417542,0.9117545,1.2981077,1.0813017,1.0204446,1.0980303,0.9676585,1.0552965,0.88649946,1.1422882,0.98022294,0.88281965,0.77765834,1.1925833,1.2295395,0.97075474,0.86036885,1.1987827,1.1063023,0.7137599,1.0230356,1.0735383,1.1144857,1.0394967,1.2422496,1.007116
cookie,0.6865312,1.1118428,1.1634594,0.90353805,1.0846186,0.99104875,0.8526319,1.0316793,0.88770205,0.88799137,0.79291624,1.1479616,0.9599249,0.8047919,1.2681816,0.75932026,0.93474823,1.2077726,1.1122327,1.0668912,1.1874084,1.2605643,1.2119716,1.1213275,1.3339003,1.2374022,0.8764235,1.0599792,1.0438513,1.1417998,1.1023577,0.99639136,1.0883605,0.9905326,0.0,0.9011217,1.0652348,1.2664636,0.93847513,1.2271134,0.8880495,0.9647977,1.1838772,1.0983281,0.925559,1.0396855,0.9107895,0.95478773,1.1101027,0.91171664,1.1402214,1.1777396,1.2514285,0.8352642,1.2331085,0.703506,0.8138451,1.1851212,0.832952,1.0363377,0.9456608,0.8961984,1.1726339,1.0055783,1.212886,0.97554064,0.9406471,0.8400085,0.82769686,1.0782849,1.2163308,0.9616233,0.9407482,0.65172976,1.0689008,1.0651182,0.9805825,1.1854582,1.1916375,1.2811339,0.9349069,1.09003,1.0084273,0.9553247,0.8694494,0.75420856,1.2673172,1.2540888,0.93894684,1.2002422,1.0052019,1.0989186,1.0459881,0.9293872,0.797135,1.1914582,1.1249471,1.0446831,0.9418771,0.7564174,0.89897555,0.8685894,0.96783197,0.9323642,0.9375942,1.1717367,0.8269913,1.2236363,1.1073222,0.91369116,0.88479656,1.0314616,1.1460482,0.98472726,1.2222297,0.88945776,0.9544561,0.9381961,1.0023651,1.0924662,0.8426747,0.79095393,1.1647072,1.0338274,0.9521131,1.106858,1.0680288,1.2186214,1.2169483,1.1882222,1.0523003
couch,0.82451135,1.3162465,1.4529542,0.73061275,1.3947,1.3652868,1.1505424,0.8331933,0.5323706,0.77071995,0.24420977,1.2601838,0.32059342,0.84520435,1.2488242,0.42713678,0.9844358,1.2919508,1.1894827,0.92199033,1.3567631,0.9855436,1.2360328,1.3294182,1.1996233,1.1845036,1.1019429,1.0312127,0.44179654,1.3401386,0.59606546,0.97443134,0.6700423,0.90203583,0.9011217,0.0,1.1555221,1.4737324,0.41214836,1.2678814,0.91303027,1.100402,0.6242695,1.022274,0.74643,1.1366786,1.2326053,0.8418733,1.312008,0.8561529,1.3473496,1.3335209,1.3192616,0.99029696,1.2977368,0.99397,0.82656604,1.3976529,1.019111,1.2931784,0.8914109,1.054059,1.3401833,1.1072253,1.0207634,0.82351464,1.0773998,0.68059886,0.87382376,0.68346363,1.248894,0.7186977,0.9998443,0.80814606,0.9319757,0.9809827,1.3893802,1.0283725,1.4225179,1.2510912,1.1947832,0.99336344,1.0135388,0.85200024,0.7314633,0.7668742,1.397791,1.4073052,1.0962307,0.8444299,0.9431202,0.98989224,1.335745,1.0527661,0.6457082,1.1196193,0.55654806,1.077026,0.7725523,0.8161253,0.78578746,1.0511532,0.82245255,0.89124656,0.58267176,0.9270593,0.6511977,1.4229267,1.1145016,1.1397318,1.1391852,1.1131678,1.1468533,1.1078746,1.195686,0.8377152,0.869216,0.43877995,1.4211773,1.3232789,1.0937432,0.9541584,0.98577285,1.1461331,0.8159548,1.0176696,0.9640077,1.1113894,0.90890366,1.383392,0.69266224
cracker,0.89792913,0.90826166,0.76845944,0.91257566,0.9179635,1.0197469,0.85417473,1.1116005,1.2735893,1.0116522,1.2083381,0.8794243,1.1831915,0.9036621,0.9251939,1.0190986,1.1802683,1.1377649,1.2391512,1.0608926,0.38631618,1.0833632,1.1951225,1.1076823,0.99009776,1.1909547,0.6588192,1.0661337,1.2583454,1.1594775,1.1838512,1.1038737,1.2730144,1.1075795,1.0652348,1.1555221,0.0,0.76571363,1.3049042,1.1230664,0.77114344,1.0686876,1.2105232,0.8448947,1.0745032,0.5800648,0.9140398,1.0982528,0.8756203,0.99368083,0.5927288,0.6287056,1.1206837,0.85804665,1.1097848,1.1253353,1.1587732,0.58355594,0.8049972,0.74740857,0.9578081,0.71834683,0.8248256,1.1364669,0.90161973,1.028972,1.0630113,0.9948899,0.8187283,1.137064,1.1878262,0.5169882,1.0113969,0.87447464,1.2065519,0.5337757,0.7868115,1.0076622,0.6684773,0.9223037,1.0036408,1.3407357,1.0545195,1.0149614,1.0172955,1.1113145,0.86948156,0.8646042,0.66241604,0.91793275,0.285725,1.1967133,1.1353909,1.0377691,1.1403902,1.141101,1.2411878,1.2074269,0.96037936,1.2396348,1.0607903,1.1534265,0.9042351,1.134258,1.1953249,1.2358737,1.2982619,0.7903526,0.92193556,1.018554,0.8395066,1.0052857,1.1636362,0.8846673,0.95704055,1.3220611,1.0933769,1.438298,1.0233289,0.5272067,0.61321414,1.0609115,1.0918491,1.267177,1.0841482,1.1253759,1.3248434,1.1925805,1.2851005,0.83584297,1.277656
crayon,1.4845756,0.7173434,0.3396575,1.4367236,0.4534936,0.55928075,1.0406448,1.0050182,1.5456179,1.3392293,1.6033578,0.3806491,1.4829372,1.401102,0.6455254,1.5414748,1.0290029,0.3777907,0.8439356,1.0092793,0.62447566,0.81036353,0.5970563,0.6749531,0.4496708,0.64697534,0.98493624,1.0461926,1.2399912,0.57952565,1.2813982,1.1639845,1.2874347,1.2301028,1.2664636,1.4737324,0.76571363,0.0,1.5224382,0.37266946,1.3133804,1.0558391,1.1987122,0.7468679,1.378317,0.9188894,0.8292438,1.2929058,0.7243082,1.3160851,0.6534028,0.41047448,0.4384703,1.2211025,0.52141774,1.2272644,1.4996765,0.3480724,1.2369158,0.67718935,1.2820058,1.2923014,0.5379951,1.1219277,0.9952867,1.3660736,1.0387341,1.5138953,1.0906676,1.2343239,0.48109818,1.3496208,0.88900167,1.5457337,1.1646503,1.1091217,0.4499408,0.7304878,0.39112008,0.5215462,1.0581659,0.94571286,1.0612475,1.3713996,1.4934188,1.4667985,0.084499,0.07563776,1.05754,0.67063624,1.0925845,1.0083632,0.57784337,1.0066073,1.4595139,0.72324294,1.3198843,1.0205663,1.3639761,1.3696641,1.4015714,1.1295283,1.2234625,1.2497334,1.4405761,0.8802514,1.4269298,0.1522407,0.65391594,1.072871,0.92225116,0.9512564,0.85255235,0.7833997,0.75515324,1.251725,1.3433411,1.5926965,0.47852492,0.59075665,1.0751642,1.1972115,0.7588368,0.74583775,1.2800714,1.0384254,1.0551733,0.8064447,0.8189917,0.24893105,1.2145029
crib,0.7043038,1.3906507,1.5798006,0.7518966,1.4610043,1.4237291,1.0502758,0.7968376,0.40885884,0.7764746,0.345559,1.4145997,0.15625113,0.8428312,1.2280728,0.65786415,0.7531102,1.3385062,1.1766884,0.733173,1.4755056,1.0210046,1.1508677,1.2451729,1.2058932,1.125831,1.10217,1.1072564,0.34681392,1.3421184,0.55897665,1.0087448,0.63175464,0.6674069,0.93847513,0.41214836,1.3049042,1.5224382,0.0,1.3271508,0.984776,1.0183241,0.6000135,0.95563054,0.89736706,1.2393856,1.3546758,0.8506911,1.2935365,0.8836403,1.414214,1.4955003,1.3155279,1.0364208,1.3305011,0.9204191,0.7010482,1.4991069,1.0086521,1.1647794,0.93967146,1.0189044,1.4542823,0.9944365,0.9582592,0.9184197,0.97906417,0.7902225,0.9000597,0.3571636,1.2354766,0.8415832,1.0992583,0.82205015,0.8070377,1.0959337,1.496345,1.2079574,1.5086241,1.3598742,1.0961381,0.90595394,1.0163573,0.826293,0.7934991,0.64623696,1.4671348,1.4618106,1.0901692,1.288126,1.0823298,0.95925605,1.3745804,0.996985,0.64812136,1.18934,0.55628204,1.0551608,0.8520945,0.60112894,0.88146,0.98627836,0.9549273,0.7588448,0.46420276,0.9893675,0.52724004,1.5348386,1.2126335,1.1132509,1.2202446,1.003739,1.1471695,0.98123014,1.1867607,0.6551388,0.9705233,0.36483884,1.4187514,1.4794157,1.1367804,0.69863,1.1383257,0.9479462,0.7169672,0.9264543,0.9104951,1.0726149,0.80845845,1.5065993,0.6891823
cup,1.4154446,0.9314753,0.49249566,1.3958426,0.48860204,0.55324876,1.1558611,0.98886824,1.2877907,1.209429,1.3963838,0.56149936,1.3349771,1.3595438,0.8470356,1.4465754,0.9631192,0.12724066,0.56087357,0.9190076,0.93733484,0.8890413,0.3518033,0.7919342,0.44516987,0.5951493,1.2500881,0.98190933,1.095844,0.5280751,1.1151761,1.1449473,1.0027957,1.2153851,1.2271134,1.2678814,1.1230664,0.37266946,1.3271508,0.0,1.3664396,1.0684441,1.0433289,0.92482495,1.3241329,1.2003789,0.93602926,1.2111189,0.96112514,1.2290201,0.9622153,0.7225235,0.27933323,1.3345183,0.6969434,1.1873566,1.251508,0.66616076,1.3549652,0.86752814,1.239609,1.4039633,0.697654,1.0990529,1.1027733,1.3984811,0.9016561,1.5127375,1.3328551,1.2407947,0.48780704,1.3539536,0.87269247,1.5422838,0.9248341,1.272726,0.59022117,0.824792,0.7461639,0.5001204,1.0608292,0.76086485,0.98507285,1.3915951,1.5045809,1.3335484,0.4023679,0.3988433,1.182783,0.69884914,1.2293147,0.9338845,0.44887292,0.93421715,1.3678021,0.6219075,1.1103188,0.94910556,1.3263303,1.2443181,1.321249,1.1417537,1.3062856,1.15782,1.2756556,0.675406,1.2010843,0.28585768,0.58620477,1.143625,1.1356025,1.0117204,0.78050715,1.070749,0.75015223,1.0710388,1.2767367,1.1689605,0.50716865,0.88044924,1.2456684,1.2604864,0.8222894,0.58370066,1.2329023,0.9746524,0.84370255,0.71984226,0.92827207,0.31808096,1.0027497
dog,0.37727034,1.101757,1.2552967,0.81011593,1.2301806,1.2960643,0.9065168,1.1852247,1.0044444,0.5848019,0.8712348,1.2511951,0.9692736,0.91841495,1.0052736,0.68541944,1.043673,1.3185252,1.1913646,1.1639733,0.88283706,1.161792,1.3887548,0.9704542,1.3866416,1.1927925,0.9072878,0.8915427,1.1167592,1.2108586,1.1093178,0.971521,1.0816259,1.0133198,0.8880495,0.91303027,0.77114344,1.3133804,0.984776,1.3664396,0.0,0.7412281,1.1785038,1.228014,0.9364866,0.9288497,1.096678,0.9591554,1.090621,1.0000293,1.0037656,1.1922241,1.2222692,0.8407039,1.2343787,0.5511983,0.93222785,1.1958749,0.632481,1.1229161,0.9725658,0.7307847,1.119518,0.7713749,1.0104452,0.8461263,1.1215748,0.8235326,0.9803217,1.0157918,1.3373597,0.5432949,1.103563,0.575246,1.0558875,0.5651804,1.1743454,1.072278,1.2091349,1.2288941,1.0205607,1.17602,0.8459859,0.77209705,0.7709261,0.9309271,1.3262169,1.3390889,0.9203615,1.1010168,0.66966814,1.0736808,1.291122,0.97782123,0.92797196,1.2104601,1.1868019,0.7857949,0.93780607,0.9520204,0.93890923,0.9112862,0.9222418,1.0657719,0.85840297,1.2898277,0.96051824,1.2359693,1.2085549,0.86664456,0.85618275,1.0984511,1.1739272,1.0578097,1.0317787,0.94273186,0.89710027,1.0317396,1.2401111,1.060662,0.78527564,0.8601369,1.0578382,1.0964123,1.0255947,1.0637555,1.1092118,1.125869,1.2504418,1.1849706,1.1472027
doll,0.793928,0.96775806,1.0407096,1.2059269,0.98817337,0.9673342,1.0538175,1.0051197,1.2154539,0.9832423,1.1463445,1.1400118,1.1067064,1.087916,0.9140218,1.119109,0.59053504,1.0027943,0.95015204,0.88407385,0.9869507,1.0500587,1.0178306,0.69002545,1.0946684,0.8441251,1.0458206,1.1848438,1.0738609,0.90792024,1.0148071,1.0884058,1.1777823,1.0468038,0.9647977,1.100402,1.0686876,1.0558391,1.0183241,1.0684441,0.7412281,0.0,1.0880864,1.0414969,1.0278299,0.9877819,1.0054599,1.1571428,1.043105,0.97040623,1.0362322,1.0595576,0.9658644,1.1480808,1.0337863,0.50310206,1.0964997,1.0595791,0.9236293,0.99165547,0.9110879,1.05198,0.8116926,0.7499472,1.1045041,1.1123943,0.8721811,1.2095888,1.2128435,1.0123122,1.020285,1.0251666,1.061611,0.965671,0.9598752,0.97509485,0.97107685,1.0594429,1.0612673,1.0836328,1.0088447,0.93332374,0.8000232,1.0240821,1.1662356,0.9588735,1.1437013,1.1302408,1.1189185,1.1554219,1.0880841,0.89680785,1.04138,0.87903184,1.074092,1.020691,1.2536589,0.56791234,1.1617812,1.0458868,1.0932914,0.93371433,1.0315375,1.0213025,1.1988528,1.1971545,1.0008215,1.0828152,1.2334232,0.9479404,1.0357473,1.0131558,1.052912,1.03213,0.94547975,0.6529411,1.0980625,1.0968927,0.8624403,1.0532657,0.99934536,1.0084946,1.0091431,0.55931824,1.1552441,0.9642218,0.9293952,0.82206136,1.0756874,1.1505984,1.0681202
door,1.198433,1.0865499,1.1360216,1.0572991,1.0722857,1.1251076,1.2259024,0.8149942,0.8112025,0.9699802,0.8356681,1.1023184,0.5575523,1.2062643,0.9984314,0.99260014,1.0469949,1.072876,0.97512835,0.71627134,1.2170595,0.5323006,1.020695,1.1484684,0.7680124,0.95813423,1.1670163,0.9409536,0.5844986,0.99676174,0.118623376,1.0718557,0.59171396,1.0115751,1.1838772,0.6242695,1.2105232,1.1987122,0.6000135,1.0433289,1.1785038,1.0880864,0.0,0.73114216,1.0729882,1.1699268,1.1461054,1.0327027,1.1584052,1.0519173,1.2030679,1.255993,1.023783,1.2163924,1.0353844,1.2579134,0.9734121,1.1926887,1.2211201,1.224992,1.03872,1.2284126,1.1985723,1.0848771,0.83284944,1.0708511,1.0105468,1.06274,1.1046603,0.62485397,0.76305395,0.9747927,1.065627,1.1993322,1.0053866,1.0557597,1.280461,0.895794,1.1282992,0.8583392,1.0943391,0.8292466,0.9874814,1.0286919,1.0703795,1.0787817,1.1145762,1.1196288,1.1114377,0.90432507,1.2202942,0.8459338,1.0716374,1.0051006,1.0091211,0.9010663,0.3614174,1.0178652,1.0060892,1.1216346,1.1040972,1.0524586,0.9131631,0.9589331,0.73840773,0.7646202,0.9499879,1.1746442,1.142119,1.1372783,1.1341691,1.0318171,0.92978346,0.9643933,0.9559881,0.9071841,1.1329771,0.6794069,1.1998098,1.2170687,1.3410251,1.1520476,0.8395828,1.0390626,1.0211822,0.8636107,0.8701527,0.928738,0.5519917,1.2626251,0.56830657
drawer,1.3217411,0.8845212,0.81454086,1.1805964,0.8249685,0.8550682,1.1438354,0.8122395,1.084058,1.2301557,1.2360392,0.77368367,0.80955243,1.2120802,0.96939445,1.3006701,0.9374994,0.95786154,0.99834615,0.49117374,0.81917405,0.7938074,0.8803167,1.0084263,0.5566649,0.93413264,0.9856155,1.1310056,0.8172558,0.987572,0.8040016,1.1237789,0.8318145,0.93547034,1.0983281,1.022274,0.8448947,0.7468679,0.95563054,0.92482495,1.228014,1.0414969,0.73114216,0.0,1.19892,1.0048689,0.97565126,1.1864274,0.99996525,1.1662431,0.8547442,0.8031217,0.98418295,1.2210637,0.8978399,1.1664072,1.316061,0.858688,1.170413,0.8184031,1.1652586,1.1617194,0.98717844,1.2277869,0.73107517,1.2465984,0.9646628,1.2157869,0.85338634,0.975857,0.73170775,1.0572186,1.000461,1.3501348,1.1359282,0.94209737,0.9760842,0.8987804,0.79641926,0.8571086,1.0544701,0.8333429,1.0052501,1.2274438,1.2434677,1.1361266,0.72487366,0.70377946,1.0227822,0.81685543,1.0498434,0.969657,0.8741486,1.0235442,1.1592679,0.7504596,0.8410882,1.0977372,1.164138,1.2528062,1.2592983,1.0597624,1.0172838,1.1524646,1.1758622,0.6045917,1.2999768,0.8565347,0.9055554,1.0814852,0.9714833,1.032249,0.91197824,0.7792566,0.93698895,1.0684508,1.2692544,1.0863386,0.86776173,0.91707,1.1155795,1.1642463,0.8917747,1.0176497,0.91790926,0.99996376,1.1074938,0.939044,0.7937907,0.9837441,0.97726214
