,alligator,ankle,apple,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,cookie,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,ear,egg,elephant,eye,face,finger,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,horse,hose,jacket,jar,jeans,knife,ladder,lamp,meat,melon,mitten,motorcycle,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pillow,pizza,plant,plate,pumpkin,purse,radio,refrigerator,rooster,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,soap,sock,soup,spoon,sprinkler,stick,strawberry,stroller,sweater,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
radio,1.4011118,0.75115114,0.7576921,1.4096799,0.6589017,0.72411406,1.324079,0.77062774,1.2422729,1.2237124,1.3507414,0.8531946,1.1652491,1.3176742,0.9655156,1.337618,1.0097317,0.534179,0.5760481,0.5718816,0.8525229,0.67698616,0.47494912,0.7703923,0.35024285,0.41172993,1.3290285,1.1954874,0.83388054,0.4782558,0.9545882,1.2435633,0.8695649,1.0570676,1.1914582,1.1196193,1.141101,0.72324294,1.18934,0.6219075,1.2104601,1.020691,0.9010663,0.7504596,1.3340151,1.1107324,0.9387358,1.2575458,1.0453359,1.2554512,1.0373005,0.8267993,0.47152418,1.2906952,0.64596087,1.2295341,1.3501252,0.8930646,1.202578,0.9593126,1.2283592,1.4301946,0.7933569,1.176625,0.89342505,1.3353122,0.862497,1.4748659,1.2917194,1.0820965,0.5283587,1.2162035,1.1335976,1.4336557,0.87178504,1.1056166,0.93357646,0.63960266,0.9530399,0.704677,1.1022114,0.5344782,0.98114043,1.3881767,1.4472821,1.2357154,0.69638306,0.7101773,1.2092957,0.47961706,1.2154137,0.775131,0.53458583,1.1284593,1.2179682,0.0,0.9881166,0.97440845,1.2700211,1.3412037,1.3663356,0.9797792,1.2066642,1.13544,1.2242764,0.5337738,1.2880938,0.66322327,1.0357822,0.9823155,1.1306322,1.0685287,0.5621219,1.1182302,0.8569402,0.9558162,1.3410344,1.0154278,0.6278041,1.0177039,1.2832718,1.3741095,0.6215025,0.72548175,1.0111594,0.95464414,0.63170135,0.5144379,0.6592283,0.71308386,0.93533045
refrigerator,1.0717331,1.1944792,1.3885646,0.82197154,1.3574226,1.2994509,1.1782683,0.9382352,0.57041323,0.9579553,0.65827143,1.108562,0.53952324,0.99732226,1.0976824,0.836697,1.1053399,1.1753168,1.1389271,0.8662951,1.3423681,0.7390088,1.0596683,1.270988,0.7731847,1.0901624,1.1246454,0.8077822,0.45616198,1.1321425,0.44998026,0.93590546,0.5084182,0.94916046,1.1249471,0.55654806,1.2411878,1.3198843,0.55628204,1.1103188,1.1868019,1.2536589,0.3614174,0.8410882,0.88849366,1.1906492,1.3235562,0.73770887,1.2071674,0.96791744,1.3039333,1.3294456,1.1528274,1.1255604,1.115623,1.3047916,0.7935565,1.2416126,1.2423801,1.3764973,0.98865795,1.1089284,1.3162347,1.0610751,0.77850616,0.83443815,1.0578167,0.75870574,0.89984995,0.55870247,0.9340348,0.94620764,1.056644,1.0911711,0.9384316,1.0685294,1.4156005,0.9075834,1.2179489,1.051212,1.1475816,0.92200524,1.0938642,0.90721303,0.8144393,0.93060035,1.1618075,1.1747774,1.11645,0.8705864,1.111681,0.915661,1.2382617,1.1005495,0.92277795,0.9881166,0.0,1.18445,0.84034866,0.9661781,0.8500713,1.2170867,0.84647965,0.7510226,0.507874,0.67813694,0.7822195,1.3707933,1.0140661,1.2522502,1.1256031,0.9944766,0.95248955,1.0407044,1.0488142,1.0147493,0.89990896,0.4815808,1.3608001,1.3590688,1.3003969,0.9817701,0.92151713,1.2846012,0.91897345,0.9087465,0.96199685,0.9984616,0.55709594,1.3435513,0.54929274
rooster,0.9119166,1.084947,1.0489355,1.2209277,0.98782223,0.9428295,1.0734435,1.035993,1.1569341,0.95707226,1.1623892,1.0970786,1.1380459,1.1934303,0.7712524,1.1234001,0.850663,0.9504591,0.87705815,1.0139194,1.0868796,1.0308065,0.9389952,0.5087654,1.1171165,0.8012161,1.1035286,1.0046521,1.105006,0.84047884,0.98977906,1.0247214,1.0203518,1.0703131,1.0446831,1.077026,1.2074269,1.0205663,1.0551608,0.94910556,0.7857949,0.56791234,1.0178652,1.0977372,1.0912993,1.0959206,1.0803785,1.2160077,0.90629536,1.0021727,1.1046793,0.98233575,0.88110864,1.1774622,0.93125904,0.57121944,0.99653065,1.1393149,1.0198333,1.0094876,1.0536093,1.1434546,0.9886892,0.59482497,1.1701231,1.151873,0.851611,1.2837977,1.1702864,1.0208751,0.85672784,1.0550034,1.0748677,1.0615695,0.9446423,1.0739037,0.9968315,0.9834816,1.1146214,1.0162233,1.0437337,0.91469306,0.8156955,1.0956045,1.2226607,0.99602866,1.0536083,1.0557488,1.11519,1.0719088,1.2139474,0.79403913,0.9456151,0.946208,1.0619833,0.97440845,1.18445,0.0,1.1793957,1.0272119,1.2109008,0.94294333,1.1726792,0.99136704,1.0977603,1.0526826,1.0785221,1.0491132,1.1031325,1.0334324,1.0095316,0.9688527,1.0256575,1.0703228,0.89860564,0.7750599,1.1951544,1.0487311,0.8953433,1.157146,1.1190062,0.96450996,0.9252701,0.7251275,1.0838813,0.89001036,0.8865071,0.8049712,0.98123056,1.0373167,0.9718916
scarf,0.804615,1.1505777,1.3113474,0.65366256,1.2904319,1.3078289,0.9546068,1.1203336,0.809812,0.90210295,0.65900075,1.1831185,0.80722314,0.77174336,1.1918585,0.739923,1.0085049,1.3041165,1.273133,1.0923947,1.1660516,1.1707468,1.3375363,1.25369,1.2982445,1.3188741,1.0194889,1.007388,1.0080596,1.3372452,0.9562529,0.6724303,1.0208728,0.8276315,0.9418771,0.7725523,0.96037936,1.3639761,0.8520945,1.3263303,0.93780607,1.1617812,1.0060892,1.164138,0.4872076,0.8707287,1.0534238,0.7147335,1.2355607,0.6057869,1.174803,1.24615,1.2933376,0.8290584,1.2208612,1.0437114,0.76471317,1.1895776,0.9719719,1.1507473,0.65042746,0.8232068,1.1449773,1.0035421,1.1025655,0.6096227,1.1774353,0.569957,0.7666198,0.8807421,1.3483856,0.79288554,0.9813944,0.7492571,0.925168,0.9821686,1.2150561,1.2112334,1.1934693,1.2500643,1.1548148,1.1709843,1.0522928,0.85757315,0.4935133,0.73999953,1.3322458,1.3120048,0.9254056,1.1586926,0.82518685,1.1856866,1.3532069,1.0638968,0.8023228,1.2700211,0.84034866,1.1793957,0.0,0.79990673,0.44387633,1.1225771,0.74819756,0.9073906,0.79399425,1.2340755,0.8150853,1.3467474,1.1125447,1.0982685,1.1302822,1.0925988,1.0970283,1.0425222,1.2615204,1.0168618,0.4707942,0.8714154,1.3888347,1.1281773,0.8777198,1.0512263,1.2373844,1.2985811,0.8165896,1.082971,1.1401567,1.226431,1.1559947,1.3071269,0.92330426
scissors,0.5844343,1.3905722,1.4899411,0.6730623,1.4101653,1.3341962,0.68822634,1.0580046,0.50193286,0.7833142,0.48882455,1.299354,0.7482046,0.7802174,1.3397007,0.6679026,0.7882671,1.2646616,1.1273228,1.1620651,1.4523981,1.4168508,1.2319419,1.1743463,1.4739335,1.2216375,0.97096497,1.0218741,0.8297443,1.2550838,1.0454423,0.91950405,0.9850998,0.8103417,0.7564174,0.8161253,1.2396348,1.3696641,0.60112894,1.2443181,0.9520204,1.0458868,1.1216346,1.2528062,0.7816628,1.1832234,1.2268445,0.8413934,1.1609359,0.8232373,1.2849945,1.3869656,1.3701698,0.9243574,1.3716782,0.61766136,0.567022,1.4123816,0.815491,1.0701046,0.90753204,0.82206607,1.3801203,0.9056744,1.1276133,0.8342544,0.9832201,0.7290523,0.6423492,0.80470157,1.4000754,0.9380038,1.083266,0.62445015,0.46831083,1.1829098,1.1916811,1.3907329,1.4397926,1.5184209,0.92787623,1.0801314,1.1159676,0.84464717,0.72008425,0.6339942,1.339355,1.3638041,0.9885527,1.48382,0.9925859,1.2021881,1.2282223,1.0016567,0.44997656,1.3412037,0.9661781,1.0272119,0.79990673,0.0,0.76360524,0.82570046,1.0979358,0.59188986,0.649364,1.1447719,0.32239938,1.3675903,1.0307823,0.998648,1.1327113,0.8391886,1.0519067,1.0046077,1.3060067,0.6291422,0.80306673,0.5718438,1.2501024,1.3597,0.91256654,0.55754215,1.3491713,0.87971485,0.66191095,1.0985221,0.97265774,1.2633779,1.0574999,1.2964282,1.0034071
shirt,0.762887,1.0244136,1.3346853,0.55496347,1.3415445,1.3579972,0.97517556,1.1714338,0.7095442,0.89075845,0.5196626,1.1315714,0.83575934,0.6422063,1.2613546,0.601298,1.0545208,1.3133641,1.3038331,1.2410724,1.1787709,1.1636693,1.3934008,1.27173,1.3756487,1.402976,0.94134706,0.8687041,1.0516505,1.3591022,1.0795517,0.47068888,1.0691748,0.8677769,0.89897555,0.78578746,1.0607903,1.4015714,0.88146,1.321249,0.93890923,1.0932914,1.1040972,1.2592983,0.2610519,0.9148003,1.0485867,0.55918676,1.2283607,0.61381364,1.1396409,1.2676499,1.3462162,0.8497125,1.346805,1.0679502,0.8484904,1.1787537,1.0043168,1.3497036,0.60841954,0.7250972,1.0853492,0.94741035,1.0932345,0.3521192,1.2649585,0.35478663,0.84950465,0.9992281,1.4326355,0.906154,1.0662158,0.7673711,1.0553806,0.96075755,1.2195947,1.1947244,1.1272331,1.3098452,1.0456804,1.2059222,1.108975,0.74116856,0.3116449,0.7450918,1.3821123,1.3656931,1.0708405,1.1931757,0.82806706,1.225522,1.4097531,1.1752462,0.83737516,1.3663356,0.8500713,1.2109008,0.44387633,0.76360524,0.0,1.1504637,0.6593245,0.95769083,0.7584037,1.3101938,0.7141216,1.3466625,0.9954431,1.0455441,1.0881149,1.253344,1.1482407,1.1333189,1.2684557,1.0878885,0.12972409,0.8178061,1.3914299,1.0598036,0.87567663,1.0105013,1.2335308,1.3394624,1.0169506,1.1516349,1.1350224,1.2659101,1.279783,1.2601175,1.0267457
shoe,0.98329616,0.7782907,1.1148449,1.0568845,1.1050416,1.0698302,0.9501852,0.7989383,1.0433049,1.0535738,1.044213,1.0711131,1.0357323,1.0268079,1.1614597,0.94320637,0.9379097,1.0659806,0.89053875,0.93219316,1.1357678,0.9640975,0.9974865,0.9162441,1.1428791,0.9212742,1.0859019,1.1763178,0.9935006,0.94612384,0.98939645,1.1721746,1.0430888,1.0013095,0.8685894,1.0511532,1.1534265,1.1295283,0.98627836,1.1417537,0.9112862,0.93371433,1.0524586,1.0597624,1.0824425,0.990302,1.0478568,1.188649,0.9589877,1.0698385,1.067431,1.1640602,1.1002047,0.75192475,1.0256598,0.7720178,1.0738139,1.1596038,0.46052814,0.90765125,1.0819848,1.0053353,0.97755826,1.0507282,1.0599203,1.0462862,0.85618055,0.99845946,1.0571281,1.1061419,1.0929605,1.0105635,0.9632779,0.77768344,0.8719099,1.0698057,1.1053324,0.9740531,1.0991347,1.216683,0.93090606,0.8948231,1.002625,0.9088778,1.001013,0.99164927,1.1581643,1.1652575,1.0409048,1.1762879,1.1814345,0.91596174,1.0051702,1.0550724,0.7035972,0.9797792,1.2170867,0.94294333,1.1225771,0.82570046,1.1504637,0.0,0.9172637,0.9690526,1.1733224,1.0414646,0.9695549,1.0036235,1.3028377,0.2617737,1.01767,0.97621423,0.8678711,1.0598555,1.0276312,0.79904723,1.1245277,0.9644921,0.91059315,1.1295735,0.94425184,0.9586064,0.8877264,0.8176445,0.92708004,0.98568386,0.84851,1.0201979,0.93569607,1.1074342,1.1601603
shorts,0.9563416,0.8631389,1.2055528,0.7899157,1.2746496,1.2669528,1.0245469,0.9344396,0.9762155,1.1043075,0.8965398,0.9958889,0.91687286,0.8242185,1.0537593,0.7812894,1.1310786,1.2953631,1.2888935,0.96522695,1.0266489,0.8173394,1.1875793,1.2485634,1.0488244,1.1908785,1.0183649,1.0025715,0.83028483,1.233238,0.9072648,0.78348386,1.008657,1.0361112,0.96783197,0.82245255,0.9042351,1.2234625,0.9549273,1.3062856,0.9222418,1.0315375,0.9131631,1.0172838,0.6422657,0.71331674,1.0465801,0.9090022,1.0497721,0.944077,1.0138413,1.1370256,1.2986367,0.83571184,1.187217,1.1371727,1.0103875,1.0122011,0.8290051,1.1147181,0.9057518,0.82967687,0.9898648,1.0115662,0.8358223,0.5986405,1.2054929,0.529247,0.87780774,0.98779166,1.2994391,0.9275998,0.97004503,0.76197034,1.1320373,0.77255833,1.1900508,0.8496265,0.9761665,1.1452777,1.164043,1.1974068,1.0734812,0.706017,0.4600016,0.99255353,1.1981289,1.1784753,0.9084155,0.9497114,0.8853285,1.1639655,1.3201153,1.0685052,0.88142586,1.2066642,0.84647965,1.1726792,0.74819756,1.0979358,0.6593245,0.9172637,0.0,1.0360358,1.0410632,1.1211288,1.0806602,1.2502831,1.1971056,0.9199754,0.82849485,1.1108435,1.0955046,1.0419394,1.134559,1.0826683,0.6771491,1.0694414,1.2946086,0.9435527,0.9437918,0.982345,0.86269546,1.2843502,0.9627665,1.0876123,1.1894574,1.1025144,1.00682,1.2324373,1.0231129
shovel,0.8298645,1.2048936,1.3907193,0.7172236,1.2996974,1.2558615,0.9501228,0.85627,0.6970127,0.9557268,0.83119315,1.2667278,0.8177883,0.90715516,1.2070744,0.889955,0.99030465,1.1649762,0.8404614,1.0092552,1.2560463,1.130527,0.9905097,1.0869048,1.1553956,1.1835076,1.0100708,1.1458532,0.85947794,1.0986953,0.87995297,1.1344004,0.76865,0.9383907,0.9323642,0.89124656,1.134258,1.2497334,0.7588448,1.15782,1.0657719,1.0213025,0.9589331,1.1524646,1.0022222,1.1079545,1.1885358,0.97874796,1.1454761,0.913784,1.1940831,1.2869253,1.2273673,0.98286635,1.1560307,0.9449012,0.6103887,1.2619829,0.8770704,1.1111338,0.9492241,0.8706196,1.258727,0.94971025,0.9583685,0.9994766,0.92041034,0.9009236,0.77992934,0.79245424,1.1277771,0.9158918,1.1479328,0.75795513,0.66367507,1.1005366,1.2283459,1.2133396,1.2417347,1.3041416,1.0061132,0.92607075,1.0807589,0.88372725,0.92185926,0.8036705,1.2111607,1.2001892,0.9562415,1.266745,1.077947,0.97636086,1.0719386,0.9881068,0.70928156,1.13544,0.7510226,0.99136704,0.9073906,0.59188986,0.95769083,0.9690526,1.0360358,0.0,0.75055206,0.9625348,0.83109343,1.3131845,1.2036955,1.0296824,1.0172875,0.5115692,0.83877385,0.8886381,1.0355186,0.94389296,1.0894349,0.6526743,1.1854322,1.301725,1.0656998,0.7264764,1.2028576,1.1203206,0.9201407,1.015504,0.9485262,1.1712958,0.7764518,1.2981029,0.96990967
shower,0.70582247,1.3674234,1.4771351,0.72491974,1.4071512,1.3578863,0.9978036,1.1099274,0.40920395,0.62204903,0.38059115,1.264504,0.51667017,0.89017403,1.186279,0.6011231,1.0231831,1.3049812,1.2556226,1.1824696,1.3530848,1.0939388,1.2952724,1.2101713,1.2533369,1.28391,0.9747674,0.7943032,0.74177116,1.268501,0.7471284,0.87602377,0.74228865,0.89566934,0.9375942,0.58267176,1.1953249,1.4405761,0.46420276,1.2756556,0.85840297,1.1988528,0.73840773,1.1758622,0.824551,1.1994246,1.3105128,0.61836874,1.2402422,0.8274892,1.3293648,1.3561938,1.2694603,0.9157418,1.2430233,1.0064085,0.57840335,1.328856,1.1230124,1.3846531,0.9150237,0.9616544,1.4074427,0.8906216,1.0040208,0.8239758,1.0774587,0.6998576,0.862134,0.4890238,1.2129298,0.80894375,1.0375723,0.8539318,0.9322706,1.0305536,1.3832934,1.1877066,1.4202063,1.2862501,1.03225,1.0628592,1.0359105,0.7931497,0.712688,0.7830522,1.328963,1.3439418,1.096379,1.1572797,0.90702564,1.0039738,1.28377,1.162231,0.8434207,1.2242764,0.507874,1.0977603,0.79399425,0.649364,0.7584037,1.1733224,1.0410632,0.75055206,0.0,1.0214504,0.60053515,1.4313543,0.9366128,1.192801,1.1358187,1.0450302,1.1774162,1.1042016,1.1800525,1.0193027,0.7966764,0.4835868,1.4331698,1.3842438,1.1058191,0.7941414,1.1629755,1.3038177,0.8619703,0.9465135,1.0045156,1.2058222,0.89769876,1.3000327,0.689527
sink,1.2792,1.0621791,0.9498897,1.1511167,0.9506559,0.77160996,1.2024221,0.7858044,0.7729305,1.1609558,1.1465695,0.81915164,0.8520217,1.124894,1.021026,1.1531255,1.0037875,0.79097193,0.58633095,0.7864883,1.0694923,0.82588005,0.60434127,1.0668454,0.6068339,0.81338453,1.1712503,0.9522952,0.7335447,0.8419475,0.86911654,1.2548859,0.42408824,1.0417542,1.1717367,0.9270593,1.2358737,0.8802514,0.9893675,0.675406,1.2898277,1.1971545,0.7646202,0.6045917,1.3277392,1.2713,1.0674899,1.1499516,1.0221672,1.2596678,1.0670853,0.888207,0.8527569,1.2703061,0.71455747,1.2045623,1.0784746,1.0285498,1.2790042,1.0177301,1.2730926,1.264038,1.1298146,1.1605648,0.65832627,1.2692828,0.9796674,1.2334057,1.0210773,1.0687037,0.6698612,1.1937982,1.0427479,1.3234384,0.9972046,1.0873227,1.0821141,0.75395274,1.0069326,0.74705386,0.9269153,0.74920565,1.0290616,1.0806891,1.2835413,1.0453782,0.72522914,0.76284957,1.0736804,0.58556813,1.2492388,0.96251166,0.47133785,1.0141951,0.9350287,0.5337738,0.67813694,1.0526826,1.2340755,1.1447719,1.3101938,1.0414646,1.1211288,0.9625348,1.0214504,0.0,1.135417,0.90149647,0.8234851,1.1982828,1.0252112,0.7936522,0.825953,0.9428214,0.8741129,1.0832021,1.3072724,0.7548542,0.8843286,1.1551447,1.3456874,1.0890644,0.7270078,1.0018224,0.7612499,0.9770848,0.95012456,0.9008957,0.70870453,0.9199575,0.90606004
slide,0.63990474,1.3433052,1.3833835,0.7432261,1.2990429,1.2938039,0.68899965,1.0971668,0.5122779,0.6617619,0.37229848,1.3396993,0.67050153,0.818635,1.3549421,0.65489495,0.7947959,1.2259072,1.1615051,1.1400285,1.4637421,1.2797313,1.2368813,1.2242209,1.3925774,1.1075306,1.0606496,1.0013458,0.73664147,1.2596667,0.89379585,0.8881604,0.8680686,0.9117545,0.8269913,0.6511977,1.2982619,1.4269298,0.52724004,1.2010843,0.96051824,1.0008215,0.9499879,1.2999768,0.74528384,1.2711403,1.1630108,0.72418225,1.2682651,0.7711928,1.3342164,1.4262556,1.2810414,1.0779748,1.3655642,0.706619,0.64931506,1.4309702,1.0639778,1.2791125,0.81944954,0.98727995,1.3093499,0.92850435,1.180969,0.83835983,1.0665925,0.7722909,0.92190725,0.7602961,1.3418305,0.8996796,1.0698723,0.7862606,0.6713508,1.1573036,1.1633785,1.3227844,1.4369991,1.3433383,0.93958884,1.0145267,1.0483009,0.889579,0.7819773,0.68117565,1.3957115,1.4288704,1.0312811,1.353583,1.0060838,1.1115563,1.2953405,0.87109494,0.5829427,1.2880938,0.7822195,1.0785221,0.8150853,0.32239938,0.7141216,0.9695549,1.0806602,0.83109343,0.60053515,1.135417,0.0,1.3969512,1.0308129,1.091794,1.3065106,1.0093067,1.0831578,1.1234792,1.2836428,0.52226615,0.74490535,0.5098643,1.2926095,1.3340265,0.9725597,0.8068261,1.2661177,0.7354797,0.85147536,1.0534741,0.8805193,1.1528935,1.0753238,1.3469951,0.80102193
slipper,1.4445345,0.68489003,0.3023818,1.4380363,0.39589226,0.56014025,1.0824188,1.0160027,1.517158,1.2740098,1.5412377,0.43623435,1.4901016,1.414448,0.70788574,1.4776797,1.0761256,0.27333546,0.75846565,1.0122317,0.66163725,0.84095514,0.6102577,0.71759355,0.471367,0.64259374,1.0739012,1.002618,1.2631445,0.5145731,1.2488525,1.1569766,1.2764003,1.2981077,1.2236363,1.4229267,0.7903526,0.1522407,1.5348386,0.28585768,1.2359693,1.0828152,1.1746442,0.8565347,1.339478,0.9391687,0.77972233,1.2540674,0.7587486,1.2803696,0.72506845,0.51270515,0.34318316,1.1347458,0.62122834,1.2029433,1.46522,0.36603397,1.1666894,0.760207,1.2424614,1.3073391,0.46961296,1.1549478,1.0983498,1.3364785,1.0371372,1.4907352,1.2316703,1.3476856,0.5475995,1.2868958,0.9262999,1.4941201,1.0901698,1.1367475,0.43937016,0.7728937,0.47070366,0.49726033,1.0959598,0.9163741,1.0480523,1.3830931,1.4553185,1.517477,0.2320193,0.24102151,1.0787071,0.6366034,1.0580802,1.0116386,0.5410751,0.99639654,1.4032912,0.66322327,1.3707933,1.0491132,1.3467474,1.3675903,1.3466625,1.0036235,1.2502831,1.3131845,1.4313543,0.90149647,1.3969512,0.0,0.6086461,0.96636474,0.95896226,1.0884337,0.8545107,0.95484704,0.78824997,1.2114801,1.2680384,1.5215378,0.46529162,0.5849433,1.0823342,1.3384892,0.7863777,0.6777627,1.3076324,1.0313437,0.9798326,0.79790604,0.98124933,0.16116476,1.2430367
soap,1.175488,1.0984588,0.72175545,1.0694026,0.8895086,0.7536839,0.94629544,1.1815263,1.0078522,1.0147886,1.0401521,0.6595996,1.153503,1.0657537,0.9207112,1.0824561,1.0180993,0.72928137,1.1204067,1.2214656,0.8907027,1.1315095,1.0263166,1.0404274,0.8997117,1.0574033,0.88248193,0.71710694,1.1751382,1.0518638,1.2261516,0.9039043,1.0875767,1.0813017,1.1073222,1.1145016,0.92193556,0.65391594,1.2126335,0.58620477,1.2085549,1.2334232,1.142119,0.9055554,1.0361656,1.1163281,0.99407,0.8888519,0.9234891,1.0990772,0.92815727,0.5506607,0.83171934,1.0330768,0.8835415,1.1142895,1.0693492,0.78865254,1.2665751,0.87661207,1.1331844,1.1043713,1.0026284,1.0559934,1.0330893,1.042285,1.0223181,1.0914453,0.8547931,1.1999464,0.8912269,1.1107825,0.8010289,1.2535372,1.0695899,1.0543538,0.7978174,1.0174443,0.8947029,0.70132375,1.0241429,1.164378,1.1491857,1.1300106,1.1154327,1.1179434,0.6110336,0.64248407,0.947358,0.7768971,0.89005274,1.1015682,0.8623637,1.0353287,1.1835847,1.0357822,1.0140661,1.1031325,1.1125447,1.0307823,0.9954431,1.3028377,1.1971056,1.2036955,0.9366128,0.8234851,1.0308129,0.6086461,0.0,1.2224863,0.9762172,1.1322724,1.0794775,1.0133061,0.96957654,1.2569197,0.94158536,1.1306102,0.95624894,0.8948707,1.0763459,1.0689887,1.0334691,1.0673635,0.9434155,1.0003823,1.2063115,1.0648152,1.1534839,0.5247737,0.98721623
sock,0.96202284,0.56188214,1.0533714,1.0082624,1.0860685,1.0355148,0.9550915,0.88536465,1.1512045,1.040852,1.1082642,1.0477053,1.11895,0.9485866,1.1491613,0.949551,1.0062553,1.0940349,1.0002044,0.96887445,0.94061184,0.97837454,1.0395969,0.9130533,1.0984918,1.032821,1.0132709,1.165958,1.1358671,1.0028994,1.0769545,1.0710927,1.1687841,1.0204446,0.91369116,1.1397318,1.018554,1.072871,1.1132509,1.143625,0.86664456,0.9479404,1.1372783,1.0814852,1.0124489,0.91978174,1.0168681,1.1422884,1.0013459,1.0903332,0.9486952,1.0485306,1.1037107,0.6164281,1.0286961,0.8349955,1.1287252,1.1393837,0.32760942,0.89851886,1.0914137,0.90704185,0.92378306,1.0250312,0.98764694,0.9409772,0.856832,0.9448596,1.042369,1.1569734,1.1101458,0.9917333,0.99067897,0.7213106,1.0382707,1.0095491,1.0789534,0.9229173,1.055648,1.1525581,0.9028313,0.941548,0.9956325,0.91702414,0.94439554,0.9894882,1.1309812,1.123892,0.9723182,1.1050318,1.102382,0.9556306,1.0996566,1.0891105,0.9101888,0.9823155,1.2522502,1.0334324,1.0982685,0.998648,1.0455441,0.2617737,0.9199754,1.0296824,1.192801,1.1982828,1.091794,0.96636474,1.2224863,0.0,0.94010735,1.0811015,0.905238,0.999332,1.0550894,0.95968133,1.0242046,1.0666951,0.91632795,0.9852679,0.8930154,1.0104587,0.9060912,0.966359,1.0583779,1.0608633,0.9319062,1.0429462,1.0160158,1.0695627,1.2165701
soup,1.0203683,0.88118964,0.814803,0.9475299,0.96779406,0.9331312,0.96248287,1.0366803,1.1662126,1.2017853,1.2168614,0.89399064,1.1761919,0.9892759,0.84990835,1.0451205,1.2042327,1.1624053,1.0401515,1.0998833,0.8230684,0.9995311,1.1226077,1.0727122,1.0069473,1.2046932,0.8008297,0.90714407,1.0104786,1.0688629,1.1724167,1.0278533,1.1375601,1.0980303,0.88479656,1.1391852,0.8395066,0.92225116,1.2202446,1.1356025,0.85618275,1.0357473,1.1341691,0.9714833,1.0978767,0.7088528,0.69081813,1.0297415,0.88374394,1.1370537,0.6069703,0.8723879,1.1696495,0.7529624,1.0503347,1.0966253,1.0266167,0.8236487,0.7876204,0.8429461,1.1062403,0.64583254,0.99633706,1.0165746,0.8263776,0.9532673,0.9749196,0.8481016,0.86822706,1.1424363,1.1040717,1.0785953,1.0087696,0.77813375,1.2399113,0.88748515,0.7683394,1.0189178,0.7692622,0.9557579,0.9845063,1.2843765,1.1733481,0.886619,0.9289198,1.1735314,0.92081493,0.92001325,0.7611186,0.88380843,1.0493703,1.1600735,1.0138065,1.043437,1.0114629,1.1306322,1.1256031,1.0095316,1.1302822,1.1327113,1.0881149,1.01767,0.82849485,1.0172875,1.1358187,1.0252112,1.3065106,0.95896226,0.9762172,0.94010735,0.0,0.8225119,1.1679572,0.9390917,0.9366345,1.1626198,1.0323493,1.2773619,0.92760724,0.6843372,0.88981813,0.86517763,1.0967472,1.2482884,1.0548985,1.0867219,1.1981273,1.1503088,1.1357437,0.9083922,1.2399985
spoon,0.959484,1.182106,1.0317216,0.9457388,1.0098008,0.9109038,0.84568846,0.89262563,0.85597026,1.0076936,1.1188986,1.199543,0.9813741,0.9842193,1.0974936,1.0869889,1.0000477,1.0866988,0.64167994,1.0502732,1.1136198,1.1455239,0.83445895,0.99792045,1.1106155,1.0436704,1.0347184,1.1428396,1.029414,0.98237175,0.96446395,1.2926582,0.7661871,0.9676585,1.0314616,1.1131678,1.0052857,0.9512564,1.003739,1.0117204,1.0984511,1.0131558,1.0318171,1.032249,1.1883754,1.0943537,0.9861527,1.1395603,0.9941639,1.1455475,1.023324,1.0300561,1.1153919,0.9708753,1.0044702,0.95586455,0.66740465,1.1223364,0.9617012,0.84071815,1.1498278,0.96892416,1.2068791,1.0533367,0.82790345,1.1544219,0.90294677,1.076633,0.8096236,0.9414484,1.0281879,0.97605133,1.0323973,0.8603822,0.86765534,1.0573392,0.89314353,1.1511451,1.0781782,1.1357553,0.86944133,1.0410653,1.1038128,0.9580558,1.136791,0.9416331,0.98578185,0.9765109,0.7079102,1.1847936,1.1055846,0.9628523,0.7607445,0.85600346,0.84311324,1.0685287,0.9944766,0.9688527,1.0925988,0.8391886,1.253344,0.97621423,1.1108435,0.5115692,1.0450302,0.7936522,1.0093067,1.0884337,1.1322724,1.0811015,0.8225119,0.0,1.0174147,0.8906913,0.7701194,1.0430303,1.2831144,0.8535934,0.9747593,1.154171,0.97261566,0.72855115,1.1511242,1.0440724,0.84827316,1.0218658,0.9578564,1.1398187,0.92956495,1.110922,1.0385811
