,alligator,ankle,apple,applesauce,arm,ball,balloon,banana,basket,bathtub,bear,bed,belt,bench,bib,bird,blanket,boat,book,bottle,bowl,box,bread,broom,bucket,butterfly,can,car,carrot,cat,chair,clock,closet,coat,coffee,comb,couch,cracker,crayon,crib,cup,dog,doll,door,drawer,dress,duck,ear,egg,elephant,eye,face,finger,firetruck,fish,flower,foot,fork,frog,glass,glasses,glove,gum,hair,hand,hat,helicopter,horse,hose,jacket,jeans,knife,ladder,lamp,leg,meat,melon,milk,mitten,mop,motorcycle,mouth,muffin,nail,napkin,necklace,nose,orange,oven,owl,pajamas,pants,paper,pen,pencil,pickle,pig,pillow,pizza,plant,plate,pony,potato,pumpkin,purse,radio,refrigerator,rooster,sandwich,scarf,scissors,shirt,shoe,shorts,shovel,shower,sink,slide,slipper,snow,soap,sock,soup,spoon,sprinkler,strawberry,stroller,sweater,swing,table,tape,toe,tooth,toothbrush,towel,toy,tray,tree,tricycle,truck,vacuum,watch,window
nose,1.3330797,1.1665785,0.92952013,1.046308,0.99892116,0.99781626,1.0394102,0.94866097,1.3212516,1.3432112,1.2024164,1.3179283,0.9283384,1.2477304,1.035764,1.1696107,1.2394643,1.1424369,1.2181766,1.0165174,1.1502961,1.2254697,0.55879307,1.0720861,1.1915036,1.0603907,1.0197784,1.1631187,0.69365656,1.177218,1.2569853,0.93658483,1.2119658,1.1630287,1.2376347,1.1472007,1.1851453,0.89740986,0.8530486,1.3098395,1.031372,1.1818384,1.0031819,1.1443164,1.0129044,1.0805284,1.1852511,0.28675604,0.65391946,1.0896858,0.4197241,0.70653445,0.29804718,1.1234598,0.9259596,1.1177284,1.1607767,0.9770652,1.1420127,1.1586592,0.44073308,0.8999953,0.77277845,0.7177273,0.56206155,0.7242619,1.1404493,1.0752373,1.1748264,1.1628635,1.0906723,1.0203689,1.2353998,1.0541924,0.707884,0.8767379,1.1228092,1.1130426,0.9362536,1.0154456,0.99820364,0.33370626,0.760224,0.6626967,1.0335195,0.31556243,0.0,0.75294894,1.1887823,1.042547,1.137601,1.0672008,1.1394339,1.0603613,1.0423589,0.85094327,0.99985176,0.9475397,1.119503,1.1876686,0.95036983,1.1190776,0.8824166,0.67821765,1.281539,1.1072843,1.2107241,1.0442321,1.0677056,0.9756396,1.2039093,1.0495085,0.9700571,0.9667604,1.0395015,1.2386787,1.1791681,1.1941993,0.72346497,1.2581356,1.10551,1.0946324,1.1069549,0.8570918,0.7550627,0.9697211,1.254764,1.0955806,1.1859443,1.3524508,0.8648711,0.30655265,0.683264,0.8094269,1.1096976,1.2013483,1.3622065,1.1208369,1.2257038,1.142164,1.1951289,0.48936087,1.2022895
orange,1.4403424,0.87506515,0.36097646,1.2109555,1.3892636,0.5316552,0.8449681,0.90299827,1.12422,1.5081545,1.3387628,1.5097842,0.5960415,1.5063152,1.4089001,0.9288125,1.465326,1.001921,1.0839232,0.5097501,0.9449579,1.2161561,0.6671215,0.83424133,0.7927591,0.70213777,0.73158634,0.8511919,0.79762244,1.3142117,1.2033972,0.5463151,1.3608961,1.2820011,1.375858,1.3181537,1.4439797,0.9736536,0.43373275,1.4881995,0.5502128,1.2532103,1.0472366,1.2840722,1.109194,1.3999245,0.9941323,0.8186476,0.3778082,1.209953,0.93867385,1.1523945,0.61667544,1.1249549,0.583192,0.659372,0.9910622,0.84890383,0.74741876,1.3927921,0.4915731,1.0268618,0.5223892,1.1267489,1.1294078,0.38921744,0.9474588,0.60743594,1.1589642,1.3199562,1.3973169,1.1907116,1.4418584,0.7274386,0.89509135,1.1586767,1.046276,1.083092,1.2209778,1.1887926,0.68186015,0.83120435,0.7974868,0.3148595,0.95676,0.66642785,0.75294894,0.0,1.3099929,1.3054352,1.5289575,1.2993165,1.351068,0.65305793,0.6846502,0.77602375,1.0557086,0.83463526,1.0876938,0.92914945,0.537679,0.7581712,0.6999892,0.06824511,1.0858948,0.68612313,1.4400191,0.96784794,1.2706344,1.2945942,1.2215267,1.3787669,1.1955978,1.2040801,0.8191114,1.4143503,1.1784203,1.2602866,0.44554448,1.2521384,0.64014757,0.9617986,0.9799416,0.9113194,0.942753,0.8269539,1.3017645,1.3386513,1.2720811,1.5470555,0.38663614,0.4229666,0.47237474,1.1463119,1.0344638,0.70819145,1.2441736,1.248127,1.0091106,1.0748447,1.1295394,0.46998322,1.3465757
oven,1.0139705,0.99055195,1.358957,0.93099606,0.93294173,1.1269884,0.9882638,1.2600151,0.7656093,0.6447805,1.0135813,0.76653695,1.0913571,0.4684884,0.9913028,1.2822726,0.8619456,1.0131097,0.94427484,1.1835829,0.86424017,0.57563597,1.2489772,0.85218513,0.9174471,1.254389,0.6881733,0.7709588,1.0948074,0.94213754,0.52050316,1.1362486,0.52901214,1.0254583,0.49754488,0.88911664,0.60592306,1.1084237,1.2393819,0.6289687,1.0934331,1.0304083,1.1534661,0.4083603,0.3698874,0.9496702,1.1360972,1.224704,1.2791641,1.0178633,1.1271765,1.0852274,1.2474493,0.9856836,1.2230766,1.1608351,0.9869008,0.9176724,1.2724276,0.8633268,1.2812903,1.1792961,1.3380197,1.0876256,1.0505136,1.2836003,1.1597898,1.2655374,0.9666495,0.99710727,0.89692193,0.81411636,0.56412387,1.0007454,0.97413707,0.97490984,1.1905159,1.052828,1.1036435,1.0820284,1.1696103,1.164333,1.1787736,1.3086092,0.9114428,1.2146089,1.1887823,1.3099929,0.0,0.96228623,0.9573337,0.8510939,0.96628124,1.103455,1.0762919,1.177772,1.1060222,0.9127995,0.89870656,0.9051957,1.124588,1.1888576,1.0872824,1.2901838,0.9286263,0.8240794,0.32196438,1.0827771,1.0060866,0.97426355,0.98256314,0.9391154,1.0223837,0.8400012,1.0084691,0.75954163,0.76818573,0.97864246,1.2435575,0.9879241,1.0294828,1.0143528,1.0251857,1.1031147,1.0819656,1.0858159,0.8819629,0.9873864,0.9672665,0.5825996,1.2288662,1.2819759,1.2345383,1.167418,0.88355625,1.2308605,0.70281506,0.74680394,0.97760147,0.929211,0.7013825,1.3001313,0.5899492
owl,0.5907963,1.3316069,1.234595,0.9569791,0.6617193,1.1634519,1.0462363,0.93780845,1.2083716,0.7427908,0.578974,0.60923505,1.2937988,0.634881,0.541938,0.9382755,0.50588655,1.2215089,1.1645674,1.4246277,1.171312,1.1209804,0.90370363,1.329524,1.3109818,1.2568054,1.364166,1.3094816,1.0534651,0.43121684,1.0383941,1.458326,0.8434652,0.39188957,0.7425506,0.9533629,0.6145764,0.9268248,1.4220517,0.8710003,1.391386,0.54631484,1.0536314,1.0176488,1.1243525,0.6868453,1.0742195,0.82954353,1.1152457,0.77588195,0.88341373,0.68113595,1.1067861,1.0491198,1.2864105,1.3224413,1.2304301,1.282171,1.1863306,0.7657492,1.2401049,0.9202657,1.280976,0.7299805,0.8918411,1.2943555,1.2304454,1.2858704,1.2037667,0.40714538,0.4977064,1.0830688,0.9747316,1.4370371,1.1432675,0.9642112,0.9910605,1.1616312,0.7067087,1.1300013,1.2499228,0.9727761,0.7709292,1.2884159,1.2371962,1.1476234,1.042547,1.3054352,0.96228623,0.0,0.4474541,0.59854275,0.8729261,1.4394412,1.4348718,1.0785463,0.8649102,1.0351502,1.0576582,1.272243,1.4043067,1.1502444,0.9860754,1.2656461,1.0436151,1.3229382,0.985116,1.1917644,0.6947961,0.45877564,1.2365888,0.45931435,0.9847951,0.8033336,1.314198,0.8529022,1.119415,0.90426373,1.3536916,0.8663354,1.3504736,1.2524643,1.2100953,1.1004277,0.7348566,0.9258246,1.0019634,0.35700184,0.8568772,0.787205,1.2761973,1.1934369,1.2660304,1.1474075,1.1660103,1.3049446,1.0054593,1.082443,1.1327903,1.0790615,1.1387589,1.103034,0.9765019
pajamas,0.49551046,1.3141673,1.450602,0.7893688,0.3591075,1.2576736,1.0643716,1.0176104,1.1149219,0.51774853,0.59711605,0.3881855,1.4601557,0.45792228,0.21287978,1.0807984,0.35584497,1.2573013,1.0793597,1.5438814,1.2521049,0.9818881,1.0863817,1.3740461,1.3375065,1.4114966,1.450911,1.3820548,1.0673548,0.5702239,0.87616086,1.596715,0.7547164,0.3396743,0.67910844,0.8669603,0.51550055,0.9168527,1.5966189,0.6226974,1.5429913,0.6953417,0.9683262,0.9272939,1.1206679,0.24580854,1.1635433,1.0169693,1.354135,0.66569257,1.0137026,0.694692,1.1961119,1.0003657,1.4958482,1.4687586,1.2423043,1.4305153,1.3903995,0.59501725,1.4524616,0.89704865,1.415026,0.74289817,0.7310711,1.4827363,1.220578,1.453844,1.105258,0.27243024,0.24285722,0.97082347,0.7686578,1.5721843,1.1267196,0.71192104,0.8688865,1.1272286,0.55538344,1.0926185,1.4465108,1.0425687,1.0372596,1.5042433,1.1494924,1.2034304,1.137601,1.5289575,0.9573337,0.4474541,0.0,0.39821458,0.693053,1.5809908,1.5568284,1.1809354,0.85171914,1.2083094,0.9908018,1.3210604,1.5460029,1.3466041,1.2324865,1.4817321,1.0540372,1.5476904,0.81598485,1.2432323,0.65997213,0.34585583,1.0603031,0.18488657,0.8608271,0.5553727,1.324182,0.6357373,1.103265,0.6626946,1.526186,0.7788462,1.4847224,1.1803912,1.1632903,1.2231563,0.9590392,1.0622972,0.7302674,0.26045132,0.705424,0.5111047,1.5312324,1.3825797,1.4750755,0.9799966,1.0165858,1.3141303,0.9691382,0.966349,1.2223206,1.0697484,1.1473017,1.3748916,0.81434894
pants,0.7496017,1.180002,1.3041506,1.0243886,0.5235085,1.0831767,0.90977335,0.9741507,1.2810209,0.72217304,0.78065044,0.66433847,1.2503029,0.54152113,0.5284549,1.0219866,0.5687965,1.2050254,1.1945337,1.447631,1.25961,1.0407912,0.9979671,1.1819656,1.2717562,1.3234599,1.1650311,1.2698928,0.97765946,0.7367527,0.7381525,1.3893961,0.82405716,0.4697163,0.73441285,0.84914446,0.63997144,0.97365385,1.3783684,0.9124162,1.427311,0.9427153,1.144587,0.9302436,0.9946029,0.42227602,1.2244853,0.9184997,1.1728016,0.7659795,0.9341733,0.8710853,1.0180745,1.0578415,1.342529,1.4491132,0.9523627,1.2284648,1.338229,0.8292557,1.2783589,0.74087775,1.3609099,0.88824177,0.8072976,1.2838148,1.2594807,1.3440222,1.1822213,0.40809184,0.24482411,0.8403297,0.8702316,1.4427098,0.857622,0.74542594,0.9844647,1.1864108,0.5579512,1.1945562,1.3021301,0.97004,1.0411576,1.3563875,1.0341573,1.0049738,1.0672008,1.2993165,0.8510939,0.59854275,0.39821458,0.0,0.9155987,1.4302361,1.410974,1.0486244,0.9659739,1.0469226,1.1596727,1.3203952,1.3842541,1.2942911,1.1512476,1.2743168,0.893263,1.3698204,0.84246093,1.3330268,0.9082529,0.42160606,1.071038,0.32520425,0.67903024,0.27828282,1.0963544,0.7546626,1.1108882,0.8341595,1.1911885,0.8999218,1.4264497,0.8860276,1.2091647,1.0742749,0.886045,1.0673654,0.8766291,0.43443573,0.96077716,0.75629365,1.3332314,1.1525639,1.2725786,1.0540692,0.9707216,1.404861,1.0404781,0.9880351,1.2928164,1.034619,1.0006123,1.1280243,0.9532574
paper,0.50427157,1.1533597,1.2982366,0.8187847,0.71191174,1.128571,0.9922012,1.0497812,0.96494496,0.6818669,0.80592185,0.6665634,1.3202199,0.7236549,0.6650071,1.0665444,0.6746404,1.0256389,0.44381428,1.3288107,1.0167973,0.79358083,0.99287045,1.2512691,1.1742204,1.1624581,1.4255484,1.2501018,1.0410635,0.8575694,1.05848,1.3643092,0.9068666,0.8805727,0.8143259,0.895335,0.80126595,0.894451,1.3475902,0.7772085,1.3360269,0.74068046,0.7216134,1.0487014,1.0098398,0.8014673,1.0183575,1.0776997,1.2770467,0.9682982,0.9589475,0.8638025,1.1718004,0.97859377,1.2920759,1.2489086,1.1535475,1.2958316,0.9773526,0.7555309,1.3680911,1.0517784,1.1521673,0.9139187,0.8452904,1.381681,0.95806247,1.2609596,1.0271918,0.82673424,0.7602159,0.98697233,0.9590709,1.3513718,1.1228697,0.8511573,0.8505869,0.9458325,0.8150189,0.9599092,1.3275843,1.0310112,1.0293325,1.3623192,1.2046613,1.2593111,1.1394339,1.351068,0.96628124,0.8729261,0.693053,0.9155987,0.0,1.2325473,1.1666024,1.11921,0.9268975,1.2801263,0.6288208,1.2226199,1.2343732,1.156687,1.2335856,1.3464086,1.0699522,1.3655941,0.95538205,0.88121253,0.6601232,0.8614121,0.9053733,0.81517565,0.90115315,1.0323371,1.2280065,0.90253687,0.95191586,0.7235175,1.4265516,0.9013472,1.3146034,1.151284,0.9402683,1.088247,1.0529575,1.0440199,0.8283369,0.803455,0.8284408,0.40877283,1.3120949,1.3514338,1.3015976,0.85520566,1.144079,0.9807764,0.668862,1.023327,1.1594584,0.97889113,1.216583,1.3650204,0.9189006
pen,1.4170656,0.5778146,0.7539032,1.2633634,1.4988335,1.0103534,1.1586304,1.2248755,0.89399254,1.4037604,1.2882161,1.4993868,0.41277665,1.4598196,1.555563,0.8547239,1.466065,0.6556113,0.7576204,0.40350515,0.9728609,1.048157,1.0573461,0.52948254,0.7487514,0.63811207,0.50001866,0.61337876,1.0484622,1.3917766,1.1185559,0.417908,1.317738,1.3985667,1.3554019,1.0219767,1.444769,1.1637559,0.2450735,1.3522034,0.42313987,1.3715612,1.056453,1.1720992,0.89833355,1.4003667,0.9149845,1.1693677,0.93510073,1.1397555,1.0977641,1.3204923,0.88267124,0.9945792,0.528311,0.47652996,0.7614397,0.39038587,0.70869005,1.4356606,0.54450727,1.0643394,0.67308193,1.2965847,1.2791003,0.55147016,0.8397197,0.54883283,0.81458163,1.4261239,1.541322,0.8239728,1.2244605,0.41476429,0.87057257,1.1859864,1.2009451,0.94907445,1.4590456,0.9734459,0.5869285,1.0848564,1.1298232,0.5376794,0.69614136,0.8141091,1.0603613,0.65305793,1.103455,1.4394412,1.5809908,1.4302361,1.2325473,0.0,0.05643618,0.97622406,1.0971414,0.7281499,1.0660521,0.7505598,0.40662408,0.745031,1.0597074,0.7241937,0.8711277,0.5472409,1.1490285,0.8366327,1.4005753,1.4327989,0.82942265,1.5038872,1.2157042,1.2772896,0.7943342,1.2931347,1.028357,1.3341341,0.4874388,1.0773437,0.54366827,0.7873546,0.97493404,0.9680482,1.088079,1.102839,1.2201687,1.4894211,1.294245,1.4041071,0.5894464,0.75603503,0.47643065,0.96271074,0.7936337,0.8385037,1.0872744,1.0373569,0.819114,0.93516755,0.77509904,0.66560566,1.1746333
pencil,1.4003077,0.6505466,0.7590821,1.2730354,1.4321704,1.0229796,1.1641005,1.1719679,0.94653773,1.3651569,1.2925221,1.463357,0.38794297,1.4026856,1.5649929,0.89670324,1.4467833,0.70599186,0.714089,0.43120307,0.97053826,1.0328548,1.0279195,0.4747697,0.80027103,0.6785017,0.4991876,0.7120695,1.0315851,1.379283,1.1568034,0.42322326,1.2789742,1.3843448,1.3400357,0.9636568,1.420843,1.1244825,0.21262383,1.3315458,0.4146167,1.3875203,1.0681248,1.146187,0.8285259,1.3933294,0.9764156,1.1590865,0.9078903,1.150799,1.0680169,1.3085254,0.8584485,1.0025598,0.5660305,0.48526382,0.8244298,0.39371562,0.74518836,1.4153283,0.53882146,1.1191889,0.69286597,1.291399,1.2338078,0.5780241,0.9091591,0.6218022,0.79987067,1.4112312,1.5186095,0.7457899,1.1952455,0.42058647,0.7932421,1.1712202,1.1852846,0.9304283,1.4608159,0.96108645,0.66046256,1.0440525,1.1075569,0.5305616,0.7224088,0.7803428,1.0423589,0.6846502,1.0762919,1.4348718,1.5568284,1.410974,1.1666024,0.05643618,0.0,0.9591897,1.1168406,0.7749953,1.0443101,0.8180809,0.4028287,0.8210067,1.0961996,0.77188206,0.92313206,0.6376991,1.1275511,0.84776026,1.3604741,1.4196068,0.75680166,1.4755466,1.2091419,1.287327,0.82165074,1.2578287,1.0035214,1.327831,0.49776757,1.0507693,0.56416535,0.8440865,0.9194721,0.91084254,1.0487065,1.1911694,1.2723966,1.4677024,1.3081449,1.3460197,0.6241106,0.74658215,0.43523163,0.91317624,0.84307337,0.87421155,1.0658135,1.0372427,0.92841154,0.9556525,0.7486685,0.66819274,1.175525
pickle,1.0498866,0.9900774,0.44861293,1.116081,1.0814651,0.9799037,1.0545763,0.59966505,1.0246444,1.2734103,1.2125746,1.2740984,0.9166097,1.1546372,1.0719886,1.0328451,1.147648,1.090772,1.0501091,1.034078,1.0430837,1.1358545,0.6687585,1.0004301,0.99402577,1.0066128,0.9710512,0.95262796,0.59248394,1.1500444,1.0279773,1.0122252,1.2953064,1.2754657,1.1189706,0.99562955,1.194613,0.7286015,0.827434,1.2595205,1.0491626,1.1004812,1.1101732,1.2227675,0.93558717,1.1509669,1.1671916,0.8063707,0.8643345,1.1751518,0.78938246,1.2175897,0.6154516,1.0864382,0.8927483,1.1351928,0.9698392,0.88086367,0.7353855,1.0946075,0.8433453,0.5892899,0.595471,1.1911932,0.756482,0.9548917,1.0950854,1.107959,1.0691309,1.2585857,1.0341296,0.79093325,1.1363746,1.1480626,0.9698496,0.93132913,0.55628836,1.2407097,0.6511736,1.0189576,0.9150262,0.7938893,0.8275187,0.96330154,0.9409534,0.801615,0.85094327,0.77602375,1.177772,1.0785463,1.1809354,1.0486244,1.11921,0.97622406,0.9591897,0.0,1.0894387,0.86757886,1.0128917,1.0672297,0.8321376,1.0673039,0.60610485,0.8477775,1.0158496,1.0313147,1.2631212,1.0996197,0.9616542,1.2038857,1.0212437,1.2172208,0.87754506,0.97230095,0.7168538,1.2816556,1.1918998,1.0809926,0.7932004,1.0988773,0.9850672,0.8525588,0.8786202,0.83152115,0.86273503,0.6576472,1.1796592,1.239979,1.1570601,1.2554871,0.78362095,0.77066267,0.78754663,0.8088992,1.0001106,0.912956,0.92814505,1.1142763,1.0827757,0.94453436,1.133253,0.7392947,1.3040333
pig,0.8162713,1.1120789,1.1075784,0.9032675,0.8596723,1.1215938,1.111521,1.0485468,1.1394118,0.9112033,0.542084,0.9147489,1.0723397,0.93811774,1.0329132,0.88239014,0.8637226,1.1100082,1.0773547,1.1565101,1.1871393,1.11081,0.9501533,1.1446322,1.2276775,1.0583544,1.1690793,1.1703199,1.1306413,0.56866723,1.0828452,1.1363535,1.0214162,0.8786853,1.0222211,0.91926736,1.0170649,0.9830999,1.1149299,0.9997883,1.149853,0.79793733,1.0318216,1.0872246,1.1956356,0.71457607,1.0633897,0.9722521,1.0395417,0.37113273,0.9674139,1.0299768,0.9914066,1.0738714,1.1764748,1.0759466,1.1246376,1.1265562,1.1554228,0.93813854,0.9806275,1.0587444,1.167088,1.0460329,0.96083826,1.0551223,1.0268972,1.0114882,1.0974704,0.9188292,0.8403145,0.93518174,1.0421559,1.1681457,0.99314046,0.78979975,0.9301982,1.0354166,1.0024712,1.0572294,1.1918923,1.0369849,0.8885533,1.0186857,1.106528,1.0094987,0.99985176,1.0557086,1.1060222,0.8649102,0.85171914,0.9659739,0.9268975,1.0971414,1.1168406,1.0894387,0.0,1.1238595,0.9614629,1.1001759,1.1212177,0.9984828,1.0415671,1.0248189,1.0687382,1.1938711,0.9926879,0.9269933,0.9196544,0.9464961,0.99912965,0.8528942,1.1061419,0.94606423,1.1804254,0.7963644,1.0738595,0.8983295,1.1171023,0.8015551,1.2356429,1.126245,1.1167227,1.1458334,1.0020499,0.95052326,1.1493175,0.9335485,1.0605925,0.9476649,1.170257,1.0368912,1.0713983,1.0623548,1.0921859,1.2465636,1.1530193,0.97074836,1.0529565,1.1085051,1.2406118,1.0316855,1.0296483
pillow,1.32968,0.7791821,0.87727106,1.2985966,1.1831204,1.0509095,1.0695977,1.1866376,0.9447936,1.1767049,1.1826339,1.1932566,0.6580889,1.0474246,1.0915033,1.1364481,0.9001812,1.0215974,1.1184794,0.775354,0.9661518,1.1018239,0.9938035,0.8118057,0.8012554,0.8889227,0.5601415,0.73614323,1.0152322,1.1365314,0.75392616,0.705606,1.1130284,1.245367,1.0266982,1.1670135,0.8385371,1.1558678,0.7046442,1.219772,0.7169821,1.1528774,1.2020762,0.9361942,0.7083244,1.1800683,1.0863856,1.082159,0.7589047,1.1068504,1.0511657,1.2410958,0.84375274,1.1042393,0.61271554,0.825875,0.77858996,0.65104973,0.9970343,1.4415457,0.7475934,0.7108016,0.91712356,1.2173461,1.1140113,0.8275949,1.1186341,0.85200626,1.1237681,1.2522615,1.0326062,0.9848165,1.1425629,0.6416312,0.71904105,1.0480784,1.2680967,1.0960115,1.0214926,1.1605495,0.66792357,1.0611107,1.0432746,0.7730932,0.36175328,0.7979623,0.9475397,0.83463526,0.9127995,1.0351502,1.2083094,1.0469226,1.2801263,0.7281499,0.7749953,0.86757886,1.1238595,0.0,1.0986923,0.9180226,0.5623647,0.84805286,0.7605351,0.8793479,0.9133745,0.57470006,0.94333845,1.1790559,1.2021548,1.2300521,1.2184156,1.2283312,1.1553407,0.9789009,0.99233896,1.1536207,0.88417214,1.3395071,0.668139,1.1562861,0.81319094,0.73089296,1.1300784,0.92660916,0.93818176,0.94009006,1.0986058,1.2610322,1.2054247,1.3102471,0.77424014,0.6826782,0.6423551,1.2445396,0.40344417,1.180778,1.1424862,0.9349012,0.9754423,1.0456818,0.9008281,0.71275973,1.0429693
pizza,0.75764304,1.0349481,1.0647517,0.99840736,0.99751014,1.0825797,1.0618243,0.9312043,0.9329721,1.0029275,1.0161802,0.9499689,1.1272987,0.9755815,0.9606157,1.0572509,0.9591022,0.91040105,0.60475475,1.0346224,1.0325719,0.86501783,0.96563387,1.083461,1.0868554,0.8909218,1.18937,0.9901369,1.0731817,0.92235655,1.0505071,1.1396283,0.97516733,1.0639234,0.95235187,1.1368947,0.9658288,0.84652376,1.1287206,0.9209802,1.0783592,0.8076031,0.81364906,0.99300086,1.0215819,1.0157293,0.92027324,1.1554507,1.1513875,1.0520443,1.1364852,1.0532334,1.1607829,1.0529994,1.0373285,0.8743397,1.0798954,1.1227956,0.8634807,0.9681867,1.1486378,1.1095616,0.9715116,1.051588,0.98420215,1.1327523,0.9067234,0.96366394,1.010073,1.0654175,1.0996393,1.0853392,0.9727558,1.0651679,1.1518214,1.0293518,0.95115304,0.9954821,0.9952951,0.95995015,1.0149971,1.1782582,0.97781664,1.1275097,1.1221299,1.1692624,1.119503,1.0876938,0.89870656,1.0576582,0.9908018,1.1596727,0.6288208,1.0660521,1.0443101,1.0128917,0.9614629,1.0986923,0.0,0.89145094,1.0127436,0.9679484,0.92874867,1.0732644,1.0356262,0.99695396,0.985869,0.7593543,0.76282114,1.0720661,1.0129128,1.074665,1.0378296,1.1568693,1.1424577,1.0709176,1.0382262,0.8792857,1.2022083,1.0026267,1.1109,1.1356745,0.9091748,1.0451816,1.1420903,0.86676675,0.9396246,1.053469,0.92279625,0.75961864,1.1653152,1.1820699,1.117218,0.959056,1.080464,0.9080306,0.7037825,0.8910693,0.8982257,1.0718595,1.1076977,1.2060856,0.915735
plant,1.1356268,0.77850115,0.9249666,1.064625,1.3232778,0.9687394,1.039581,1.0850605,0.8071431,1.1677016,1.1350899,1.1022705,0.89523774,1.1538007,1.2766886,0.9507121,1.2186164,0.8362338,1.0217539,0.68298614,0.92486906,0.9159506,1.2673693,0.7471785,0.8282669,0.7159103,0.68933964,0.60934657,1.2402028,1.1872091,0.8748276,0.71870977,0.967713,1.1865908,1.0376253,1.173496,1.0621263,1.2782906,0.89201045,0.911314,0.7235341,1.1059084,0.95318294,0.8403915,1.0320016,1.2515521,0.8699653,1.2044736,1.0565459,1.1557919,1.2370363,1.1689186,1.1725305,1.0874932,0.8815002,0.590629,0.84917986,0.80182076,0.8877513,1.0893509,0.9427979,1.1503122,1.02847,1.1317307,1.2667184,0.81765246,0.90088487,0.695954,0.8640531,1.2114645,1.404247,1.2252667,0.8908966,0.56850576,1.1112849,1.1477485,1.1289028,0.89423263,1.3459017,1.0457189,0.67121583,1.2296069,1.1970726,0.9026562,0.9122141,1.1083915,1.1876686,0.92914945,0.9051957,1.272243,1.3210604,1.3203952,1.2226199,0.7505598,0.8180809,1.0672297,1.1001759,0.9180226,0.89145094,0.0,0.89281684,0.79124457,0.99437726,0.88851815,0.84952366,0.6141539,0.8835718,0.5703371,1.1681757,1.258205,1.0972886,1.2997533,1.0965481,1.2231532,0.89897835,1.0002345,0.9955635,1.102095,0.8900733,1.2080282,0.67952925,0.9263698,0.8971267,1.0621932,1.2500372,0.9911477,0.9782927,1.2484967,1.064889,1.1687596,0.9583507,1.0572816,0.96683115,1.1902285,0.8920888,0.8846878,1.0901608,0.7960912,0.48021436,1.0834737,0.73657477,1.0323576,0.8059249
plate,1.4590023,0.76656055,0.630006,1.1417966,1.4739909,0.9966272,1.1562281,1.1021765,0.8613348,1.3269105,1.3119841,1.5152982,0.389655,1.4322567,1.4344656,0.9515922,1.4129822,0.828506,0.78266364,0.44671923,0.644796,1.1478374,0.9460282,0.7774415,0.6212483,0.6870043,0.5479369,0.6569643,0.950949,1.3226414,1.077658,0.3407427,1.3550164,1.4602063,1.1694871,1.1480848,1.3956507,1.0673378,0.32773155,1.4302244,0.35703492,1.3448994,1.0676608,1.2422179,0.78917944,1.3863542,1.017383,1.0912769,0.7255926,1.1864682,1.0427303,1.3416175,0.8204738,1.0367599,0.44946504,0.5210575,0.9020708,0.565741,0.7205198,1.3883705,0.48906422,0.991871,0.6258363,1.3466122,1.2095972,0.5119129,0.98904544,0.64678717,0.98023087,1.4878637,1.4378809,0.8897947,1.3220286,0.5109835,0.8724875,1.1887846,1.104234,1.0850307,1.3554828,1.1209881,0.5581414,1.037623,0.97734743,0.44343185,0.6243131,0.7671489,0.95036983,0.537679,1.124588,1.4043067,1.5460029,1.3842541,1.2343732,0.40662408,0.4028287,0.8321376,1.1212177,0.5623647,1.0127436,0.89281684,0.0,0.84058946,0.84025306,0.6655901,0.93864894,0.51894426,1.2064751,0.99588996,1.3468084,1.4832273,0.9864452,1.511255,1.1899977,1.2562554,0.7328491,1.3722962,0.8356359,1.3310428,0.42799944,1.0086763,0.61885655,0.8834097,0.85597616,0.9093581,0.844792,1.0354191,1.2256844,1.5335673,1.3032386,1.3584698,0.3567149,0.6655807,0.43224466,1.1422606,0.74227256,0.8675796,0.8872669,1.0876974,0.972141,0.93817747,1.1037719,0.5544753,1.2341661
